wavelength,Back_ParCorf,Belly_ParCorf,Breast_ParCorf,Crissum_ParCorf,Crown_ParCorf,DorTail_ParCorf,Rump_ParCorf,Throat_ParCorf,WingTip_ParCorf
339.04,8.66446666667,21.0080666667,20.4524666667,18.8979333333,4.78846666667,6.0277,7.65093333333,4.78746666667,7.7294
339.40,8.68886666667,21.0922666667,20.5701333333,18.9702,4.86386666667,6.10566666667,7.70913333333,4.80673333333,7.78146666667
339.77,8.61559999999,21.1192,20.5196,18.9212666667,4.82726666667,6.04276666667,7.65633333333,4.7304,7.75266666667
340.14,8.59406666667,21.2392666667,20.5643333333,18.9606666667,4.78813333333,6.02513333333,7.6272,4.681,7.72726666667
340.50,8.51933333333,21.3687333333,20.6449333333,18.9824666667,4.7822,5.98813333333,7.61953333333,4.66626666667,7.66213333333
340.87,8.51166666667,21.4544,20.6691333333,19.1162,4.73633333333,5.9521,7.60413333333,4.58693333333,7.60693333333
341.23,8.59066666666,21.6215333333,20.8365333333,19.3648,4.79673333334,5.98966666667,7.63833333333,4.70786666667,7.7096
341.60,8.64200000001,21.7836,21.0414,19.4969333333,4.884,6.0424,7.73126666667,4.85113333333,7.79773333333
341.96,8.69879999999,21.891,21.0489333333,19.6128,4.9046,6.013,7.7602,4.8962,7.76953333333
342.33,8.8218,22.0392,21.1536666667,19.7478,4.99406666667,6.05113333333,7.87166666667,4.98153333333,7.82866666666
342.70,8.84373333334,22.1579333334,21.2872666666,19.8318,4.98913333333,5.9775,7.871,5.00413333333,7.7974
343.06,8.75413333334,22.2272,21.3110666667,19.8302,4.91313333333,5.80283333333,7.7958,4.90646666667,7.75006666667
343.43,8.73886666667,22.3772666667,21.3998666667,19.9734666667,4.87993333333,5.78046666667,7.8316,4.91046666667,7.70453333333
343.79,8.71160000001,22.4141333333,21.4310666667,20.0094,4.81653333334,5.66083333333,7.7698,4.84253333333,7.6022
344.16,8.82193333334,22.5285333333,21.6166,20.1095333333,4.89266666667,5.6813,7.80873333334,4.90613333333,7.63966666666
344.52,8.84526666667,22.6311333333,21.7351333333,20.2418666666,4.85246666667,5.6645,7.81846666667,4.87333333333,7.63013333333
344.89,8.80060000001,22.7191333333,21.8305333333,20.2586666667,4.76146666667,5.5777,7.7712,4.80373333333,7.53966666667
345.25,8.82653333333,22.8335333333,21.905,20.2426,4.74246666667,5.5908,7.7858,4.7784,7.52793333333
345.62,8.82106666667,22.9299333333,21.9260666667,20.3172666667,4.67086666667,5.5395,7.78233333333,4.72613333333,7.47793333333
345.99,8.8848,23.0684,22.1283333333,20.4471333333,4.7648,5.57716666667,7.8558,4.8388,7.5764
346.35,8.74399999999,23.0839333333,22.1373333333,20.4338,4.656,5.44456666667,7.75806666667,4.6954,7.43873333333
346.72,8.62946666666,23.0496666667,22.1580666667,20.4059333333,4.58986666667,5.36456666667,7.66553333333,4.599,7.3614
347.08,8.68133333334,23.1835333333,22.3158,20.5532,4.62613333333,5.42236666666,7.7164,4.65506666667,7.34353333333
347.45,8.67053333333,23.2295333333,22.3762,20.5672666667,4.6468,5.41686666667,7.68533333333,4.6666,7.33573333333
347.81,8.85706666667,23.4774666667,22.6476,20.7684,4.8104,5.56636666667,7.86066666667,4.8612,7.50113333333
348.18,8.72446666667,23.4688666667,22.6336,20.7526666667,4.6614,5.45833333333,7.7704,4.72233333333,7.40386666667
348.54,8.8032,23.6232,22.7958666667,20.9130666667,4.74066666667,5.50853333333,7.8312,4.8102,7.44666666667
348.91,8.80399999999,23.7176666667,22.8797333333,20.9874666667,4.80393333333,5.5529,7.87486666667,4.84426666667,7.4638
349.27,8.83346666667,23.7944666667,23.0224666667,21.1065333333,4.87006666667,5.58763333333,7.92273333333,4.88766666667,7.50406666667
349.64,8.87120000001,23.8978666667,23.1674,21.1973333333,4.97886666667,5.6419,7.96906666667,4.9434,7.53126666667
350.00,8.82753333333,23.9310666666,23.1766666666,21.2138,4.91553333333,5.57963333333,7.9232,4.8796,7.44853333333
350.37,8.81873333333,23.9760666667,23.2352,21.2422666667,4.8842,5.54933333333,7.89833333333,4.87433333333,7.422
350.73,8.92079999999,24.2187333333,23.4419333333,21.4364666667,4.96346666667,5.65863333333,8.04506666666,4.9816,7.5312
351.10,8.87493333333,24.2404,23.4870666667,21.4175333333,4.88446666667,5.5921,7.95986666667,4.90326666667,7.43653333333
351.46,8.93239999999,24.4336666667,23.6794666667,21.5194666667,4.94786666667,5.61753333333,8.0336,4.9834,7.50206666667
351.83,8.88153333333,24.4496,23.7218,21.5728,4.9248,5.61866666667,8.00766666667,4.93746666667,7.483
352.19,8.90113333333,24.6108666667,23.8027333333,21.7023333333,4.9284,5.6232,8.06226666667,4.99806666667,7.45773333333
352.55,8.89106666666,24.6990666667,23.7852,21.7362666667,4.8832,5.5843,7.99106666666,4.963,7.36
352.92,8.96433333333,24.7475333333,23.8642666667,21.7992666667,4.91973333333,5.55953333333,8.01013333333,5.04833333333,7.4076
353.28,8.94439999999,24.852,23.8904666667,21.8298,4.84413333333,5.4902,7.99673333333,5.01846666667,7.34586666667
353.65,8.951,24.9256666666,23.9727333333,21.924,4.8422,5.46723333333,7.99946666667,5.05193333333,7.3412
354.01,9.0312,25.0838,24.1326666667,22.0612,4.90346666667,5.50623333333,8.06773333333,5.10873333333,7.3966
354.38,9.21986666667,25.3553333333,24.3864,22.2756,5.1076,5.7133,8.2508,5.31033333333,7.55666666667
354.74,9.30006666667,25.4378666667,24.4418,22.3662666667,5.18673333333,5.7532,8.30593333333,5.39593333333,7.58606666667
355.11,9.41366666667,25.6380666667,24.6034,22.4955333333,5.29153333333,5.80766666667,8.4068,5.51086666667,7.66433333333
355.47,9.34973333334,25.6317333333,24.6019333333,22.5044,5.20346666667,5.74306666667,8.31673333333,5.41486666667,7.53713333333
355.83,9.30240000001,25.7654,24.7082,22.5396,5.161,5.6635,8.27113333333,5.38113333333,7.44906666667
356.20,9.3336,25.8566666667,24.8165333333,22.6116,5.26493333333,5.73053333333,8.29633333333,5.46533333333,7.47813333333
356.56,9.41199999999,26.07,25.0756,22.7398666667,5.42353333333,5.80966666667,8.47573333333,5.60573333333,7.62173333333
356.93,9.31993333334,26.123,25.0769333333,22.7207333333,5.33886666667,5.76966666667,8.38946666667,5.51793333333,7.52066666666
357.29,9.3758,26.174,25.1952666667,22.8045333333,5.41606666667,5.85946666666,8.40953333333,5.5726,7.5148
357.66,9.4144,26.3000666667,25.3274666667,22.9108,5.4408,5.87203333333,8.44493333333,5.5584,7.51993333333
358.02,9.36713333333,26.3529333333,25.3675333333,22.9291333333,5.398,5.84626666667,8.43286666667,5.52666666667,7.4792
358.38,9.34513333333,26.4102,25.4412,23.0204,5.3652,5.8004,8.45026666667,5.49573333333,7.4604
358.75,9.19606666667,26.4256666667,25.4692666667,22.9854666667,5.25133333333,5.6848,8.3554,5.35306666667,7.33486666667
359.11,9.10646666667,26.4358666666,25.4408666667,22.9574,5.1748,5.64003333334,8.31146666667,5.3048,7.2624
359.48,9.17620000001,26.5825333333,25.6409333333,23.1216,5.23893333333,5.69213333333,8.36886666667,5.38226666667,7.32686666667
359.84,9.20379999999,26.6765333333,25.7314,23.2362666667,5.27393333333,5.74133333333,8.4254,5.4452,7.3922
360.20,9.19706666667,26.7477333333,25.8586,23.2794666667,5.2252,5.69676666667,8.40993333334,5.4032,7.36866666667
360.57,9.1934,26.8091333333,25.909,23.3431333333,5.173,5.66996666667,8.3732,5.3688,7.3402
360.93,9.24946666666,26.9672,26.0801333333,23.4948666667,5.2142,5.68466666667,8.44493333333,5.434,7.40146666667
361.29,9.3362,27.2397333333,26.2847333333,23.6446666667,5.28173333333,5.69673333333,8.52066666667,5.50246666667,7.45773333333
361.66,9.35333333334,27.3139333333,26.3430666667,23.6986,5.30426666667,5.76196666667,8.56126666667,5.5598,7.48986666667
362.02,9.43600000001,27.4354,26.4812666667,23.8233333333,5.386,5.83513333333,8.63273333333,5.635,7.5438
362.39,9.36453333333,27.4071333333,26.4694666667,23.7428666667,5.33126666667,5.7623,8.55333333333,5.58346666667,7.45546666667
362.75,9.47426666666,27.5698,26.6356666667,23.9006666667,5.40993333333,5.83676666667,8.63086666667,5.68713333333,7.5518
363.11,9.57360000001,27.7283333333,26.8389333333,24.0667333333,5.4888,5.91883333333,8.7098,5.7568,7.63393333333
363.48,9.57126666666,27.8024,26.8775333333,24.1066666667,5.5026,5.9422,8.74593333333,5.78433333333,7.6496
363.84,9.62606666666,27.9296666667,27.0102,24.1736,5.50933333333,5.97183333333,8.7594,5.80293333333,7.66026666667
364.20,9.67866666667,28.0146,27.0758666667,24.2658,5.54113333333,6.00006666667,8.80993333333,5.82326666667,7.68513333333
364.57,9.65333333333,28.0175333333,27.1077333333,24.297,5.5202,5.9915,8.78886666667,5.7762,7.63573333333
364.93,9.75506666667,28.1048666667,27.2406666667,24.3884,5.615,6.10546666667,8.90126666667,5.84386666667,7.6824
365.29,9.6854,28.0128666667,27.2394,24.3716,5.5424,6.0688,8.84153333333,5.77326666666,7.62406666667
365.66,9.67259999999,28.0496,27.3189333333,24.3691333333,5.49666666667,5.97613333333,8.76213333333,5.7018,7.54286666667
366.02,9.64006666667,28.068,27.3672666667,24.3868,5.46026666667,5.9437,8.74246666667,5.6876,7.52413333333
366.38,9.67913333334,28.1732666667,27.4498,24.4708,5.4632,5.9503,8.75053333333,5.71913333333,7.5586
366.75,9.60420000001,28.1526666667,27.4517333333,24.4257333333,5.39733333333,5.8742,8.6914,5.62313333333,7.48013333333
367.11,9.52666666667,28.1376666667,27.4417333333,24.3974,5.32613333333,5.81573333333,8.63526666667,5.54493333333,7.40666666667
367.47,9.54420000001,28.1855333333,27.5107333333,24.3993333333,5.33093333334,5.8167,8.65546666667,5.5178,7.38113333333
367.84,9.58786666667,28.2319333333,27.5796666667,24.5261333333,5.38493333333,5.83126666667,8.71286666667,5.52333333333,7.41233333333
368.20,9.57646666666,28.3394666667,27.6579333333,24.5724666667,5.3498,5.79516666667,8.682,5.47306666667,7.38186666667
368.56,9.56440000001,28.4164666667,27.721,24.6027333333,5.3336,5.76686666667,8.6614,5.45513333333,7.36706666667
368.93,9.51106666667,28.4932666667,27.8155333333,24.6551333334,5.28933333333,5.67933333333,8.60506666667,5.41286666667,7.3238
369.29,9.52773333334,28.6117333333,27.9128,24.7664666667,5.31666666667,5.7213,8.65346666667,5.44913333333,7.35553333333
369.65,9.55560000001,28.7240666667,28.0549333333,24.914,5.35553333333,5.77636666667,8.72773333333,5.50153333333,7.4272
370.01,9.53300000001,28.8052,28.1303333333,24.9744,5.32093333333,5.69806666667,8.68366666667,5.42086666667,7.36106666667
370.38,9.6082,29.0280666667,28.3518666667,25.1650666667,5.38326666667,5.7567,8.7724,5.4644,7.39913333333
370.74,9.66546666666,29.1902,28.4758,25.2636,5.42706666667,5.8026,8.8204,5.5158,7.40886666667
371.10,9.68026666666,29.2910666667,28.5575333333,25.3706666667,5.43826666667,5.78573333333,8.8248,5.518,7.40666666667
371.46,9.67206666666,29.3702,28.64,25.4838,5.4152,5.72003333333,8.79233333333,5.50553333333,7.40326666667
371.83,9.60179999999,29.4631333333,28.7402666667,25.4949333333,5.381,5.67413333333,8.72413333333,5.4542,7.33
372.19,9.59513333333,29.5476,28.8419333333,25.5748666667,5.36586666667,5.66493333333,8.7216,5.4768,7.3304
372.55,9.56393333333,29.6226666666,28.9129333333,25.6284666666,5.3114,5.63153333333,8.70813333333,5.4716,7.285
372.92,9.472,29.6372666667,28.8557333333,25.6004666667,5.178,5.522,8.61766666667,5.35593333333,7.15466666667
373.28,9.43886666667,29.7664666667,28.9435333333,25.6616,5.1,5.41536666667,8.5606,5.30686666666,7.08953333333
373.64,9.40233333334,29.8923333333,28.9949333333,25.707,5.04353333333,5.3666,8.51066666667,5.2678,7.00893333333
374.00,9.40219999999,30.0135333333,29.0848,25.7723333333,5.01473333333,5.36213333333,8.52833333333,5.27726666666,6.98446666667
374.37,9.33200000001,30.0226666667,29.0517333333,25.7508,4.91566666666,5.26006666667,8.44893333333,5.16786666667,6.8802
374.73,9.24166666666,30.0767333333,29.0912,25.7809333333,4.83066666667,5.18783333333,8.38413333333,5.08393333333,6.8034
375.09,9.1832,30.1078666667,29.1429333333,25.7808,4.7968,5.13896666667,8.35473333333,5.04226666667,6.75566666667
375.45,9.2146,30.2348666667,29.2662666667,25.8584,4.8,5.14586666667,8.36086666667,5.05006666667,6.7698
375.81,9.21419999999,30.2832,29.3118666667,25.8984,4.73866666667,5.10903333333,8.35606666667,5.01313333333,6.72413333333
376.18,9.24813333334,30.3511333333,29.3825333333,25.9678,4.7796,5.14013333333,8.39553333333,5.04806666667,6.743
376.54,9.30820000001,30.4947333334,29.4983333333,26.0653333333,4.81886666667,5.17516666667,8.42166666667,5.08053333333,6.79353333333
376.90,9.38633333334,30.6236,29.6585333333,26.204,4.9022,5.26783333333,8.50193333333,5.187,6.9124
377.26,9.3398,30.6218,29.6609333333,26.217,4.86746666667,5.2406,8.48493333333,5.1158,6.8656
377.63,9.33566666666,30.6715333333,29.6932,26.2372,4.86093333333,5.21103333333,8.4938,5.10746666667,6.87153333334
377.99,9.35419999999,30.7885333333,29.8078,26.3632,4.9098,5.24016666667,8.53566666667,5.14646666667,6.92353333333
378.35,9.30893333333,30.8302666667,29.9324,26.3984,4.88746666667,5.2369,8.50193333333,5.12146666667,6.91453333333
378.71,9.352,30.8992666667,30.028,26.4994666667,4.89666666667,5.25603333333,8.50126666667,5.14686666667,6.9318
379.07,9.44099999999,31.0814666667,30.2272666667,26.6743333333,4.95093333333,5.32893333333,8.57586666667,5.22653333333,7.0192
379.44,9.39080000001,31.1754,30.2631333333,26.6968666667,4.891,5.27163333333,8.55366666667,5.17526666667,6.94966666667
379.80,9.42546666667,31.3302666667,30.3748666667,26.8153333333,4.9304,5.30683333334,8.59873333333,5.2332,6.98246666667
380.16,9.36860000001,31.4311333333,30.4405333333,26.8964666667,4.87793333333,5.24666666667,8.5386,5.17453333333,6.9226
380.52,9.30606666667,31.4320666667,30.4858666666,26.9228,4.8328,5.17863333333,8.48493333333,5.10693333333,6.85826666667
380.88,9.29053333333,31.532,30.5712,26.997,4.81726666667,5.1358,8.46273333333,5.0684,6.84146666667
381.24,9.35546666667,31.6598,30.7218666667,27.0848666667,4.8792,5.19083333333,8.52366666667,5.12773333333,6.89973333333
381.61,9.41333333333,31.7719333333,30.8984666667,27.2279333333,4.9146,5.23593333333,8.5814,5.1564,6.92073333333
381.97,9.45846666667,31.8942666667,30.9815333333,27.2966666667,4.91013333333,5.25763333333,8.5976,5.16086666667,6.91026666667
382.33,9.57479999999,32.0592666667,31.1064666667,27.4604666667,5.01646666666,5.3464,8.7316,5.2658,7.0064
382.69,9.56373333333,32.1697333333,31.1998666667,27.5383333333,5.00126666667,5.297,8.728,5.24593333333,6.98
383.05,9.49346666667,32.1645333333,31.1752,27.5139333333,4.92833333333,5.20396666667,8.6618,5.1662,6.8884
383.41,9.51646666666,32.2173333333,31.2513333333,27.6042666667,4.94433333333,5.2321,8.67266666667,5.18326666667,6.91553333333
383.77,9.50800000001,32.2573333333,31.3062,27.654,4.93806666667,5.24303333333,8.66953333333,5.1652,6.92666666667
384.14,9.49153333334,32.3018666667,31.3536,27.6580666667,4.89433333333,5.22223333333,8.6658,5.13333333333,6.9134
384.50,9.53593333333,32.4448,31.4684,27.753,4.90926666667,5.25546666667,8.754,5.16973333333,6.96453333333
384.86,9.46893333333,32.5075333333,31.4976666667,27.7776666667,4.83966666667,5.21313333333,8.7096,5.11573333333,6.88546666667
385.22,9.39940000001,32.5393333333,31.4989333333,27.7924,4.75706666667,5.15836666667,8.64253333333,5.06786666667,6.8276
385.58,9.35686666667,32.6065333333,31.5324,27.8140666667,4.71193333333,5.12013333333,8.5976,5.02693333333,6.8126
385.94,9.29179999999,32.6391333334,31.6128,27.8303333333,4.64986666667,5.06696666667,8.5666,4.97126666667,6.7808
386.30,9.28966666667,32.7215333333,31.6862,27.8816666667,4.6204,5.05853333333,8.5504,4.95766666667,6.781
386.66,9.3274,32.8329333333,31.7693333333,27.9666666667,4.64933333333,5.11663333333,8.60713333333,5.00606666667,6.84286666667
387.03,9.4218,33.0546,31.9507333333,28.1469333333,4.7084,5.20933333333,8.698,5.07333333333,6.94346666667
387.39,9.47359999999,33.2205333333,32.1046,28.2662,4.73206666666,5.24966666667,8.76273333333,5.11486666666,6.99013333333
387.75,9.50026666666,33.3152666667,32.184,28.3267333333,4.7262,5.23423333333,8.77833333333,5.10926666667,7.0036
388.11,9.54453333333,33.4242,32.3073333333,28.4301333333,4.77506666667,5.27986666667,8.82746666666,5.16173333333,7.04466666667
388.47,9.54566666667,33.4989333333,32.3684666667,28.4962,4.7754,5.29506666667,8.8018,5.14913333333,7.02426666667
388.83,9.61626666666,33.6282,32.5291333333,28.6200666667,4.84106666667,5.33926666667,8.88966666667,5.2026,7.08493333334
389.19,9.65653333333,33.7641333333,32.7125333333,28.7684,4.87046666667,5.33966666667,8.94166666667,5.24226666667,7.10733333333
389.55,9.65146666666,33.8434666667,32.7916666667,28.8208,4.8472,5.31706666667,8.96079999999,5.2574,7.0734
389.91,9.72226666667,33.9697333333,32.9313333333,28.9565333333,4.89846666667,5.377,9.01073333333,5.3222,7.1408
390.27,9.70833333333,34.0958,33.0562,29.0584666666,4.89666666667,5.35646666667,9.01526666667,5.33346666667,7.1272
390.63,9.74266666667,34.1870666667,33.1861333333,29.1612,4.9202,5.36826666667,9.05726666667,5.353,7.13013333333
391.00,9.68279999999,34.1839333333,33.1795333333,29.1217333333,4.8636,5.30293333333,9.0178,5.31133333333,7.068
391.36,9.62633333333,34.2090666667,33.2017333334,29.143,4.80726666667,5.26313333333,8.96786666666,5.2678,7.0168
391.72,9.595,34.2834,33.2687333333,29.1968666667,4.78253333333,5.25176666667,8.96753333333,5.26573333333,6.98746666667
392.08,9.60319999999,34.3628,33.3128666667,29.2494,4.78566666667,5.27156666667,8.97819999999,5.2706,6.994
392.44,9.61833333333,34.5000666667,33.4293333333,29.3412,4.77553333333,5.25013333333,8.98513333334,5.26966666667,6.99353333333
392.80,9.62719999999,34.5850666666,33.4654666667,29.4014,4.7448,5.2424,8.948,5.24446666667,6.98413333333
393.16,9.64613333333,34.7032,33.5439333333,29.4768,4.747,5.2892,8.95413333333,5.24626666667,7.00233333333
393.52,9.67086666666,34.8138666667,33.6251333333,29.5764666667,4.77766666666,5.31716666667,8.97086666666,5.2568,7.03506666667
393.88,9.65999999999,34.8910666667,33.6522666667,29.6054666667,4.75413333333,5.3024,8.95980000001,5.23786666666,6.99713333333
394.24,9.65940000001,34.9146666666,33.6452666667,29.6334666667,4.74013333333,5.30063333333,8.93693333333,5.22566666667,6.99046666667
394.60,9.67153333333,34.9814,33.6722666667,29.6846,4.7466,5.3274,8.9482,5.25093333333,7.0406
394.96,9.724,35.1058,33.7845333333,29.7928666666,4.7844,5.38943333333,8.98599999999,5.28126666667,7.082
395.32,9.78613333333,35.2007333333,33.8484,29.8628666666,4.82886666667,5.43083333333,9.04346666666,5.30766666667,7.1122
395.68,9.81026666668,35.2558,33.9125333333,29.9463333333,4.84926666667,5.43993333333,9.05613333333,5.32053333333,7.14413333334
396.04,9.89,35.4284,34.0885333333,30.1012,4.90326666666,5.49406666666,9.14213333333,5.38273333333,7.20766666667
396.40,9.88313333334,35.47,34.1534,30.1295333333,4.9092,5.50086666667,9.1598,5.40606666667,7.215
396.76,9.92353333333,35.6061333333,34.2970666667,30.2442,4.9644,5.56106666667,9.23153333334,5.4634,7.2748
397.12,9.95793333333,35.6734,34.3502,30.3259333333,4.97193333333,5.5606,9.26579999999,5.48086666667,7.28926666667
397.48,9.9976,35.7838666667,34.4619333333,30.3992,4.9824,5.5853,9.27746666666,5.4848,7.30273333333
397.84,10.0305333333,35.9152666667,34.5665333333,30.4906,5.0076,5.60223333333,9.30313333333,5.5014,7.34013333333
398.20,10.0406666667,36.0354666667,34.6901333333,30.5759333333,4.98893333333,5.59693333333,9.32399999999,5.47573333333,7.32513333333
398.56,10.0302,36.1084,34.7615333333,30.5781333333,4.9292,5.5569,9.28146666667,5.42473333333,7.2668
398.92,10.0122666667,36.1986,34.8374,30.6416,4.8866,5.52106666667,9.25133333333,5.39786666667,7.23226666667
399.28,9.95753333334,36.2660666667,34.9395333333,30.6906666667,4.83033333333,5.46873333333,9.21273333334,5.36106666667,7.20373333333
399.64,9.93486666666,36.383,35.0336,30.7248,4.78906666667,5.4509,9.19360000001,5.32413333333,7.17226666667
400.00,9.89033333333,36.422,35.0686666667,30.7301333333,4.7458,5.395,9.12593333333,5.2796,7.12013333333
400.36,9.884,36.5007333333,35.1254666667,30.793,4.73646666667,5.3881,9.12219999999,5.24933333333,7.1052
400.72,9.88846666667,36.5499333333,35.1847333333,30.8420666667,4.70986666667,5.37016666667,9.11326666667,5.23313333333,7.08286666667
401.08,9.89073333333,36.6117333333,35.2056666667,30.8583333333,4.7178,5.35573333333,9.09546666667,5.2144,7.0748
401.44,9.88080000001,36.6905333333,35.2798666667,30.9556,4.7002,5.3617,9.10866666667,5.19966666667,7.0824
401.80,9.90060000001,36.7910666666,35.3683333333,31.0514666667,4.71293333333,5.37846666667,9.12740000001,5.20086666667,7.11386666667
402.16,9.93466666667,36.8954,35.4748666667,31.1398,4.7308,5.41726666667,9.157,5.2216,7.15473333333
402.52,9.93,36.9648666667,35.5328,31.239,4.7312,5.42193333333,9.1592,5.18966666667,7.13906666667
402.88,9.94853333333,37.0433333333,35.6244,31.3386666667,4.763,5.43806666667,9.18399999999,5.188,7.14286666667
403.24,10.002,37.1795333333,35.7154666667,31.4442,4.80813333333,5.48196666667,9.22326666667,5.21066666667,7.18753333333
403.60,10.0506,37.331,35.8511333333,31.566,4.856,5.53483333333,9.29026666666,5.25546666667,7.23013333333
403.95,10.0638,37.3934,35.8713333333,31.6110666667,4.8454,5.5523,9.32500000001,5.24133333333,7.2376
404.31,10.0977333333,37.4374,35.8759333333,31.6564,4.8758,5.5907,9.34806666666,5.2622,7.276
404.67,10.092,37.4862666667,35.9362666667,31.6905333333,4.87126666667,5.59016666667,9.34993333333,5.258,7.2804
405.03,10.1253333333,37.6054666667,36.0338,31.7573333333,4.88773333333,5.63066666667,9.3806,5.2706,7.31473333333
405.39,10.1271333333,37.7066,36.0865333333,31.7942666667,4.88193333333,5.61596666667,9.39473333333,5.2662,7.30966666666
405.75,10.0923333333,37.7034,36.0755333333,31.7803333333,4.8262,5.57156666667,9.3576,5.2204,7.26433333333
406.11,10.0898,37.7567333333,36.0906,31.8054,4.8236,5.5506,9.3444,5.209,7.25433333333
406.47,10.1174,37.8898,36.1875333333,31.8633333333,4.8342,5.54783333333,9.37246666667,5.2286,7.28973333333
406.83,10.1128666667,37.9167333333,36.2051333333,31.8716666667,4.8246,5.55816666667,9.38333333334,5.23246666667,7.30453333333
407.19,10.1264666667,37.9917333333,36.2824666667,31.9363333333,4.81933333333,5.57153333333,9.40000000001,5.23873333333,7.30633333333
407.55,10.1524,38.029,36.3145333333,31.9850666667,4.81746666667,5.5856,9.4052,5.22706666667,7.30806666667
407.90,10.1942,38.1824,36.4574,32.0978,4.83813333333,5.5906,9.42073333333,5.22686666666,7.32986666667
408.26,10.1868,38.3320666667,36.6077333333,32.1936666667,4.7928,5.5592,9.41653333333,5.19393333333,7.29466666667
408.62,10.1540666667,38.3866,36.6156,32.2130666667,4.7656,5.53153333333,9.3978,5.1446,7.25706666667
408.98,10.119,38.4104666667,36.6716,32.2514666667,4.72453333333,5.48533333333,9.39573333333,5.11813333333,7.2222
409.34,10.1508,38.4566666667,36.7615333333,32.3081333333,4.73306666667,5.50513333333,9.40306666666,5.13373333333,7.23213333333
409.70,10.1702666667,38.5324,36.8476666667,32.374,4.75733333333,5.5352,9.43826666667,5.16546666667,7.2478
410.06,10.1852666667,38.6432,36.9596666667,32.4660666667,4.76686666667,5.54543333333,9.46973333334,5.18193333333,7.24846666667
410.42,10.1915333333,38.7200666667,37.0389333333,32.5426,4.7754,5.5439,9.47006666667,5.1756,7.23353333333
410.77,10.1948666667,38.8055333334,37.1091333333,32.5836666667,4.75993333333,5.52346666666,9.44366666666,5.15653333333,7.21773333333
411.13,10.2088666667,38.8934666667,37.1816666667,32.6547333333,4.77626666667,5.53226666667,9.45619999999,5.15966666667,7.236
411.49,10.2004666667,38.9582,37.2269333334,32.6834,4.75313333333,5.5045,9.43733333333,5.15686666667,7.21533333333
411.85,10.1754666667,38.9538,37.2304666667,32.6839333333,4.74086666667,5.49423333333,9.43293333333,5.15333333333,7.19293333333
412.21,10.1745333333,38.9941333333,37.2811333333,32.7343333333,4.73133333333,5.48616666667,9.43966666666,5.15453333333,7.1974
412.57,10.2227333333,39.1161333333,37.4083333333,32.8429333333,4.73653333333,5.49713333333,9.4504,5.16973333333,7.21933333333
412.92,10.2410666667,39.1765333334,37.4775333334,32.9029333333,4.7596,5.52773333333,9.45686666666,5.17993333334,7.23813333333
413.28,10.1908,39.2336666667,37.4943333333,32.917,4.7172,5.49,9.42133333333,5.1404,7.21293333333
413.64,10.1895333333,39.3514,37.6182,33.0447333333,4.7102,5.47463333333,9.42153333334,5.11586666667,7.2026
414.00,10.1956666667,39.3944666667,37.6478666667,33.0792666667,4.7,5.47433333334,9.42673333333,5.10713333333,7.21466666667
414.36,10.1533333333,39.4226,37.6672666667,33.1038,4.66333333334,5.4634,9.41926666667,5.0854,7.19106666666
414.72,10.1417333333,39.4800666667,37.7249333333,33.1643333333,4.6458,5.4436,9.4376,5.07046666667,7.1814
415.07,10.1242,39.4871333333,37.7359333334,33.1613333333,4.62273333333,5.42463333333,9.41773333333,5.04546666667,7.15846666667
415.43,10.1166666667,39.5455333333,37.7930666667,33.2144666667,4.62086666667,5.4105,9.42306666667,5.01166666667,7.16113333333
415.79,10.1145333333,39.6364666667,37.8868666667,33.2946,4.60146666667,5.40866666667,9.41393333333,5.00226666667,7.16733333333
416.15,10.1112666667,39.6914666667,37.9279333333,33.3222666667,4.5988,5.4112,9.417,4.99673333333,7.18286666667
416.51,10.1231333333,39.7624666667,37.9541333333,33.3646666667,4.59266666667,5.43593333333,9.43479999999,5.00673333333,7.1978
416.86,10.1399333333,39.859,38.0093333333,33.4266666667,4.5964,5.4556,9.45620000001,5.0126,7.22573333333
417.22,10.1850666667,39.9252666667,38.0801333333,33.4980666667,4.6198,5.48526666667,9.49920000001,5.03453333334,7.2548
417.58,10.2002,39.9857333333,38.1287333333,33.5238666667,4.62773333333,5.50776666667,9.51793333333,5.04986666667,7.2602
417.94,10.1943333333,40.0596,38.1884,33.5659333333,4.61266666667,5.49596666667,9.5054,5.039,7.252
418.29,10.1958666667,40.1038666667,38.2182666667,33.5778666667,4.5962,5.48913333333,9.50139999999,5.0282,7.25653333333
418.65,10.1988,40.1582666667,38.2594,33.6101333334,4.588,5.49453333333,9.49606666667,5.01386666667,7.27246666667
419.01,10.203,40.2074666667,38.2966666667,33.6454,4.5812,5.47846666667,9.49693333333,5.0054,7.2694
419.37,10.2002666667,40.2838,38.3646666667,33.6939333333,4.566,5.4859,9.49660000001,5.0032,7.26053333333
419.73,10.2076,40.3486,38.3897333333,33.7202,4.57046666667,5.5031,9.51700000001,5.01066666667,7.27373333333
420.08,10.2366666667,40.3980666667,38.439,33.7665333333,4.5898,5.5271,9.53226666666,5.0356,7.29526666667
420.44,10.2348666667,40.4244,38.472,33.7943333333,4.60333333333,5.5345,9.54680000001,5.03493333333,7.2956
420.80,10.2104,40.4349333333,38.4733333333,33.7965333333,4.585,5.50693333333,9.516,5.0108,7.27053333333
421.16,10.1942666667,40.4881333333,38.5152666667,33.8278,4.57386666667,5.49776666667,9.50179999999,4.99126666667,7.25386666667
