wavelength,Back_CneRubf,Belly_CneRubf,Breast_CneRubf,Crissum_CneRubf,Crown_CneRubf,DorTail_CneRubf,Rump_CneRubf,Throat_CneRubf,WingTip_CneRubf
325.84,6.30833333334,13.3997333333,13.3014333333,12.5416666667,5.5958,7.6752,6.50737254902,15.0032,7.9118
326.21,6.3296,13.5006,13.4464333333,12.6665333333,5.5872,7.66586666667,6.56000392157,15.0467333333,7.95213333333
326.57,6.43517777778,13.639,13.5543333333,12.7501666667,5.70966666667,7.86873333333,6.58901176471,15.0886,7.97866666667
326.94,6.60012222222,13.8487333333,13.8449333333,13.0286666667,5.9284,8.043,6.78202352941,15.3569333333,8.23146666667
327.31,6.75894444444,14.1696666667,14.1517,13.3101666667,6.19813333333,8.18973333333,6.91827843137,15.5987333333,8.4902
327.67,6.93684444445,14.3148,14.4464666667,13.4563333333,6.34346666667,8.2758,7.09334117647,15.7658666667,8.59093333334
328.04,6.92713333333,14.421,14.4807,13.5338333333,6.389,8.3082,7.08395686275,15.8172,8.62606666667
328.41,6.69004444444,14.2464,14.3461,13.3673,6.1172,8.13326666667,6.84518823529,15.5868,8.3422
328.78,6.7356,14.2147333333,14.5654,13.4519333333,6.13626666667,8.14846666667,6.88734901961,15.5798666667,8.3678
329.14,6.63024444445,14.2336666667,14.5974666667,13.4212,6.01753333333,8.04566666667,6.84896862745,15.4578,8.25226666666
329.51,6.44647777778,14.1454,14.4863666667,13.3056666667,5.85726666667,7.87786666667,6.78209803921,15.4046,8.02773333333
329.88,6.24388888889,14.1070666667,14.4619,13.2376,5.81733333333,7.75586666667,6.69022352941,15.2705333333,7.8044
330.24,6.15201111111,14.11,14.4385333333,13.149,5.7574,7.6522,6.60896862745,15.2149333333,7.727
330.61,5.93953333333,14.0109333333,14.381,12.9952666667,5.54733333334,7.43126666667,6.52398039216,15.1346666667,7.57733333333
330.98,5.61844444445,13.6730666667,14.1888,12.7485,5.21913333333,7.1178,6.20480392157,14.8661333333,7.30313333333
331.34,5.69585555555,13.6624,14.1675666667,12.8074333333,5.2686,7.0984,6.20320784314,14.8525333333,7.2866
331.71,5.55978888889,13.6784666667,14.1519666667,12.7767666666,5.16593333333,6.926,6.06350588236,14.93,7.16553333333
332.08,5.18596666667,13.4271333333,13.8939,12.5288333333,4.83673333333,6.538,5.80335686275,14.7355333333,6.81906666667
332.44,5.26278888889,13.5771333333,14.1204,12.6812333333,4.9538,6.6058,5.92550588235,14.9517333333,6.94926666667
332.81,5.11375555555,13.5818666667,13.9903333333,12.6791,4.84866666667,6.44533333333,5.79903921569,14.8303333333,6.76786666667
333.18,5.36078888889,13.8475333333,14.2501666667,13.036,5.1574,6.695,6.04224313725,15.1521333333,6.975
333.54,5.38172222222,13.9518,14.2923333333,13.1540333333,5.17226666667,6.69313333333,5.98028235294,15.2006666667,7.013
333.91,5.52688888889,14.2128,14.4908666667,13.4419666667,5.28713333333,6.86693333333,6.13252156863,15.4652,7.19
334.28,5.38832222222,14.1013333333,14.3592,13.3944666667,5.16806666667,6.70533333333,5.99767450981,15.3838,6.987
334.64,5.32926666667,14.1458666666,14.3616666667,13.5174,5.12406666667,6.70093333333,5.92257647059,15.3698,6.99546666667
335.01,5.47644444444,14.384,14.4728333333,13.6678,5.17573333333,6.88053333333,6.06750980392,15.5310666667,7.00566666667
335.38,5.29913333333,14.2730666667,14.3531333333,13.5080666667,4.92426666667,6.7462,5.89657647059,15.3804666667,6.8072
335.74,5.36061111111,14.373,14.5227333333,13.7,5.05226666667,6.9066,5.99349019608,15.5543333333,6.86726666667
336.11,5.4273,14.4214666666,14.6434666667,13.8206,5.1336,6.989,6.00683529412,15.5876666667,6.9042
336.47,5.25983333333,14.3754666667,14.5559,13.7661666667,5.01526666667,6.82986666667,5.84099607843,15.4307333333,6.7446
336.84,5.20735555556,14.3922666667,14.5756,13.7405333333,4.9128,6.78246666667,5.75663529412,15.4908,6.69646666667
337.21,5.04087777778,14.3504666667,14.4891666667,13.6181666667,4.70393333333,6.56333333333,5.57994509804,15.4171333333,6.52206666667
337.57,5.09432222222,14.4393333333,14.5975666666,13.7011,4.7064,6.595,5.64379215686,15.3889333334,6.55146666667
337.94,5.04252222222,14.4014,14.6010666667,13.6869,4.67946666667,6.5156,5.56442352941,15.3474,6.49813333333
338.31,5.02336666667,14.4562666667,14.7147,13.7059666667,4.70253333334,6.52626666667,5.57854509804,15.4307333333,6.5614
338.67,4.89402222222,14.3346666667,14.6934,13.5723,4.5414,6.34426666667,5.42187843137,15.4084,6.34666666667
339.04,4.75521111111,14.2386,14.6475,13.4335666667,4.44133333333,6.16573333333,5.30644705883,15.2978666667,6.25186666667
339.40,4.72675555555,14.3416666667,14.7709333333,13.5471666667,4.463,6.13326666667,5.32458431373,15.3999333333,6.23106666666
339.77,4.5998,14.2401333333,14.6216333333,13.4406333333,4.23666666667,5.94473333333,5.16632549019,15.1408666667,6.1228
340.14,4.8186,14.5115333333,14.8919333333,13.7142333333,4.48226666667,6.14466666667,5.4257882353,15.4236,6.35466666667
340.50,4.7598,14.3882,14.8423333333,13.6046,4.41006666667,6.05566666667,5.35083529412,15.4206,6.27753333333
340.87,4.71354444444,14.307,14.8105666667,13.6339333333,4.45833333333,6.04533333333,5.34296862745,15.3794666667,6.23333333333
341.23,4.70633333333,14.3027333333,14.8221666667,13.7018333333,4.4462,6.05133333333,5.33696078431,15.3783333334,6.221
341.60,4.68738888889,14.2653333333,14.7918,13.6634,4.45833333334,6.01626666666,5.29609411765,15.4344,6.19613333333
341.96,4.75038888889,14.4728,14.8364666667,13.6660333333,4.51033333333,6.02653333333,5.37865882353,15.5934666667,6.20566666667
342.33,4.65652222222,14.4463333333,14.818,13.6721,4.41813333333,5.93086666667,5.26086666667,15.4666,6.04613333333
342.70,4.73711111111,14.5442666667,14.9026666667,13.7599333333,4.485,6.00726666667,5.33047450981,15.5384666667,6.13946666667
343.06,4.71332222222,14.5685333333,15.0040666667,13.9288333333,4.5328,6.0198,5.34040784314,15.6624666666,6.13486666667
343.43,4.70005555555,14.5572666667,14.9754333333,13.9560333333,4.5532,6.0492,5.32481960784,15.6808666667,6.13626666667
343.79,4.87883333333,14.7404,15.1132666667,14.1340333333,4.75493333333,6.20513333334,5.49074509804,15.8700666667,6.3312
344.16,4.94055555555,14.7458666667,15.1617,14.1346,4.7266,6.22773333334,5.46095294117,15.8843333333,6.34286666667
344.52,5.12964444444,14.9708,15.3963666667,14.4037,4.8626,6.40813333333,5.60159215686,16.1176666667,6.55986666667
344.89,5.26994444444,15.2778666667,15.6187333333,14.5850333333,4.99033333333,6.5374,5.74592156862,16.38,6.69493333333
345.25,5.09696666667,15.211,15.5492333333,14.4326666667,4.872,6.3898,5.58744705883,16.3498,6.5904
345.62,5.03177777778,15.2315333333,15.5655666667,14.4980666667,4.805,6.35446666667,5.60076862745,16.374,6.50753333333
345.99,5.04994444445,15.2156,15.6367,14.61,4.81693333333,6.36706666667,5.63823137255,16.4005333333,6.45926666667
346.35,5.16073333333,15.3673333333,15.8298,14.7568666667,4.89566666667,6.472,5.74352941177,16.592,6.53653333333
346.72,5.16756666667,15.3472,15.8145666667,14.7299,4.87946666667,6.41173333333,5.70297254902,16.5628666667,6.46593333333
347.08,5.31838888889,15.4892666667,15.9294,14.7929333333,4.98206666667,6.4924,5.82750588235,16.6588666667,6.566
347.45,5.4038,15.5253333333,16.0460333334,14.8379333333,5.01313333333,6.52106666667,5.89650588235,16.6568666667,6.62793333333
347.81,5.4302,15.5924666667,16.1182,14.8135,5.03346666667,6.538,5.91615294117,16.7169333333,6.63153333333
348.18,5.32001111111,15.6048,16.1189666667,14.8518666667,5.004,6.50286666667,5.89103921569,16.6971333333,6.5942
348.54,5.34622222222,15.7533333333,16.1548,14.9492666667,5.0818,6.5222,5.97441568627,16.7388666666,6.57706666667
348.91,5.35364444445,15.716,16.1621,14.9339666667,5.0498,6.47246666667,5.92265098039,16.6720666666,6.54986666667
349.27,5.56411111111,15.9058,16.3829,15.1437,5.2192,6.653,6.07496862745,16.8288,6.69426666667
349.64,5.70001111111,16.0484,16.5817666667,15.2524,5.38053333333,6.82686666667,6.18845098039,16.9682,6.89993333333
350.00,5.72534444445,16.1365333333,16.6913,15.3357333333,5.43133333333,6.87573333333,6.19666666666,17.0294666667,6.99546666667
350.37,5.76841111111,16.1561333333,16.6325666667,15.3181333333,5.559,6.89273333333,6.25957647059,17.0374666667,7.07753333333
350.73,5.94468888889,16.398,16.8844,15.566,5.809,7.05366666667,6.50186666667,17.2202666667,7.28126666666
351.10,5.94671111111,16.4642666667,16.9021,15.6203333333,5.86746666667,7.04033333333,6.4936,17.2269333333,7.28106666667
351.46,6.09841111111,16.7036666667,17.0651333333,15.804,6.08526666667,7.1712,6.66011372549,17.4644,7.45526666667
351.83,5.98406666666,16.6345333333,17.0268,15.8461666667,6.018,7.04126666667,6.58584705883,17.411,7.32926666667
352.19,5.90206666667,16.5562666667,16.9647333334,15.6670666667,5.896,6.926,6.46994509804,17.2938,7.18706666667
352.55,5.96991111111,16.5927333333,17.0893333333,15.6857333333,5.95506666667,6.99113333333,6.47714117647,17.3758,7.2598
352.92,6.10475555555,16.7376,17.2833,15.8392666667,6.07253333333,7.0896,6.59809411765,17.5727333333,7.4054
353.28,6.10424444444,16.8321333333,17.3511,15.8883,6.0768,7.09366666667,6.63036078431,17.6710666667,7.46593333333
353.65,5.97631111111,16.7813333333,17.2622666667,15.8843333333,5.974,6.91846666667,6.50270196079,17.6221333333,7.3246
354.01,5.81176666667,16.6193333333,17.0856,15.7141333333,5.81026666667,6.77426666667,6.32630196079,17.5261333333,7.135
354.38,5.75932222222,16.6274,17.1406,15.7421333333,5.73286666666,6.71886666667,6.26363529412,17.5298,7.09333333333
354.74,5.74256666667,16.6576666667,17.084,15.7468666667,5.70706666667,6.69326666667,6.21410196079,17.5464666667,7.07766666667
355.11,5.66906666667,16.6191333333,17.0879333333,15.6891333333,5.60693333333,6.62386666667,6.12776078431,17.5138666666,7.00053333333
355.47,5.57444444444,16.5089333333,16.9837,15.6300666667,5.47286666667,6.5308,5.98490196079,17.4304,6.87166666667
355.83,5.74206666667,16.6586666667,17.1719,15.7960333333,5.62753333333,6.69346666667,6.09878039216,17.6725333333,7.04373333333
356.20,5.893,16.7778666667,17.2900333333,16.0196,5.7678,6.83933333333,6.25705490196,17.8409333333,7.1926
356.56,5.67437777778,16.6379333333,17.1131333333,15.8937666667,5.55733333333,6.63553333333,6.12068627451,17.6950666667,6.9816
356.93,5.46943333333,16.4726666667,16.9844,15.7421333333,5.3656,6.48733333333,5.95305882353,17.5604,6.78713333333
357.29,5.50627777778,16.4492,17.0290333333,15.8086,5.3904,6.5242,5.98823921569,17.5944,6.77426666667
357.66,5.63748888889,16.5382666667,17.1617,15.8516666667,5.4698,6.61073333333,6.07172549019,17.7237333333,6.90033333333
358.02,5.85433333333,16.7097333333,17.3787,16.0547333333,5.66366666667,6.73873333333,6.26659607843,17.9023333333,7.094
358.38,6.07287777778,16.8946666667,17.5706666667,16.2363666667,5.87713333333,6.91673333333,6.44244705883,18.1194666667,7.27546666667
358.75,5.9691,16.8128,17.5688666667,16.2195666667,5.8044,6.85666666667,6.38590588235,18.1424666667,7.2188
359.11,5.99042222222,16.7898666667,17.5548333333,16.2828333333,5.84606666666,6.886,6.39894901961,18.2047333333,7.2396
359.48,6.05234444445,16.8631333334,17.6717666667,16.3676333333,5.92013333333,6.96453333333,6.49188627451,18.3089333333,7.32766666667
359.84,5.96512222222,16.7963333333,17.5639333333,16.2413333333,5.8132,6.88053333333,6.37181176471,18.1698666667,7.25366666667
360.20,5.87722222222,16.7627333333,17.5407666667,16.193,5.74546666667,6.787,6.27452941177,18.2015333333,7.1694
360.57,6.02727777778,16.8688666667,17.6946666667,16.3502666667,5.95726666667,6.9466,6.39663921569,18.4016666667,7.32973333333
360.93,6.12996666667,16.9421333333,17.7768666667,16.4207666667,6.07706666667,7.0034,6.48576470588,18.4715333333,7.42046666667
361.29,6.1256,16.9378,17.7318333333,16.3994666667,6.09013333334,6.9844,6.46975686275,18.4768666667,7.4098
361.66,6.08256666667,16.9664,17.7415666667,16.4295333333,6.11873333333,7.00366666667,6.49542352941,18.4872666667,7.39006666667
362.02,6.03111111111,16.9325333333,17.7303,16.3776333333,6.11686666667,7.00206666667,6.44960784314,18.4753333333,7.3756
362.39,5.97796666667,16.8789333333,17.6995,16.3723666667,6.0802,6.99393333333,6.42754901961,18.4706666667,7.31833333333
362.75,6.05193333333,16.9205333333,17.7497,16.3995333333,6.13986666667,7.05653333333,6.48243137255,18.4976,7.3868
363.11,6.07966666667,16.9704,17.7893666667,16.392,6.19626666667,7.07746666667,6.51992549019,18.5692,7.4244
363.48,5.95157777778,16.8644,17.683,16.2754666667,6.07113333333,6.95273333333,6.40178039216,18.5041333333,7.3004
363.84,5.94428888889,16.8109333333,17.7198333333,16.2942,6.14006666667,6.96133333333,6.43129019608,18.5815333333,7.246
364.20,5.95057777778,16.7764,17.7276333333,16.2854666667,6.1984,6.95253333333,6.42634509804,18.5761333333,7.27806666667
364.57,5.94836666667,16.7357333333,17.6971666667,16.2614666667,6.16133333333,6.88726666667,6.37445490196,18.5329333333,7.23873333333
364.93,5.97097777778,16.6950666667,17.6473666667,16.2821666667,6.17106666667,6.89646666667,6.35607450981,18.5691333333,7.2064
365.29,5.99282222222,16.6864,17.6946,16.2971666667,6.22166666667,6.909,6.37750588235,18.6137333333,7.2346
365.66,5.95303333333,16.5152,17.5615333333,16.1920666667,6.1216,6.79606666667,6.25423529412,18.5288,7.10486666667
366.02,5.94064444445,16.4675333333,17.5431,16.2075333333,6.0908,6.74453333333,6.23765098039,18.5686666667,7.05
366.38,5.80097777778,16.3048666667,17.3797333333,16.0171,5.93946666667,6.591,6.08672549019,18.4791333333,6.90973333333
366.75,5.78571111111,16.2570666667,17.3497,16.0234,5.97053333333,6.59713333333,6.07582745098,18.5452666667,6.89093333333
367.11,5.82778888889,16.2354,17.3596666667,16.0680333333,5.9906,6.6382,6.08771764706,18.6158,6.87866666667
367.47,5.95707777778,16.2649333333,17.4551666667,16.1891333333,6.129,6.7606,6.2060627451,18.7466666667,6.9856
367.84,5.97841111111,16.3093333333,17.4551666667,16.2412333333,6.1192,6.7652,6.22545490196,18.8097333333,7.01466666667
368.20,6.01852222222,16.3436666667,17.4417333333,16.2824333333,6.15046666666,6.8194,6.28739215686,18.9,7.00893333333
368.56,5.9032,16.261,17.3556,16.2159333333,6.0912,6.77913333333,6.25377254902,18.944,6.89766666667
368.93,6.02018888889,16.3903333333,17.4687666667,16.3696333333,6.2248,6.9144,6.42170588235,19.1228,7.07853333333
369.29,5.96196666667,16.2823333333,17.3803333333,16.3149666667,6.15586666667,6.85266666667,6.37071764706,19.1422666667,6.9882
369.65,5.98917777778,16.2946666667,17.4537333333,16.373,6.26373333333,6.94186666667,6.47803529412,19.2951333333,7.1174
370.01,5.97834444444,16.2532,17.4212666667,16.3659333334,6.24313333333,6.98353333333,6.49878823529,19.3332,7.1358
370.38,6.05693333333,16.2622,17.4568666667,16.4498666667,6.34426666667,7.05966666667,6.57129803921,19.3972666667,7.21226666667
370.74,5.98968888889,16.1414,17.3629333333,16.3079,6.2576,6.95726666667,6.47100784314,19.2946,7.1198
371.10,5.94516666667,16.0605333333,17.2998333333,16.2497666667,6.21666666667,6.8938,6.43403921569,19.2912,7.109
371.46,5.88966666667,15.9556,17.1868666667,16.1295666667,6.19873333333,6.85046666667,6.39655686275,19.2761333333,7.05986666667
371.83,5.89348888889,15.8627333333,17.1599333333,16.0917666667,6.19573333334,6.8524,6.41083529412,19.3552666667,7.0902
372.19,5.95617777778,15.8528666666,17.2162666667,16.0997333333,6.23893333333,6.87573333333,6.44705098039,19.4104,7.14106666667
372.55,6.06918888889,15.8778666667,17.2404666667,16.1358333333,6.36026666667,6.9896,6.51837647059,19.4998,7.24253333333
372.92,5.95542222222,15.6511333333,17.0604,15.9598333333,6.28053333333,6.87586666667,6.36981176471,19.4420666667,7.07786666667
373.28,6.00021111111,15.5927333333,17.0191,15.9364333333,6.38013333333,6.96066666667,6.40419215686,19.4476,7.16966666667
373.64,6.03946666667,15.5334,16.9416666667,15.9157,6.43313333333,6.98513333333,6.38217254902,19.4972666667,7.15153333333
374.00,6.1238,15.4889333333,16.9359666667,15.9018,6.58146666667,7.08126666666,6.42999607843,19.6021333333,7.20026666667
374.37,6.18923333333,15.454,16.9123666667,15.9115,6.68826666667,7.14266666667,6.47088235294,19.7474666667,7.2788
374.73,6.29798888889,15.498,16.9133666667,15.9899666667,6.8244,7.2592,6.59630980392,19.9890666666,7.41006666667
375.09,6.33294444445,15.4628,16.8634666667,15.9389666667,6.87653333333,7.30426666667,6.63632156863,20.0388,7.45906666667
375.45,6.39154444445,15.4501333333,16.8545666667,15.9813333333,6.9466,7.3686,6.70419215686,20.1359333333,7.54326666667
375.81,6.40846666667,15.4298666667,16.8277666667,15.9583333333,7.0084,7.43006666667,6.72687843138,20.1238666667,7.56253333333
376.18,6.346,15.2551333333,16.6539,15.8127333333,6.9562,7.38966666667,6.65764313725,20.1403333333,7.51966666667
376.54,6.31712222222,15.1151333333,16.5345666667,15.6795,6.8922,7.33006666667,6.60092941177,20.1428666667,7.4812
376.90,6.3387,15.0996666667,16.5304,15.6440666667,6.93273333333,7.36266666667,6.62329803921,20.2006666667,7.52806666667
377.26,6.2527,14.983,16.3853333333,15.5388,6.8692,7.2928,6.55624705883,20.1598666667,7.44533333333
377.63,6.247,14.8712666667,16.3635,15.4800666667,6.825,7.28086666667,6.55716862745,20.1870666667,7.46833333333
377.99,6.23163333333,14.7950666667,16.3062666667,15.4587666667,6.79286666667,7.2566,6.57491764706,20.2123333333,7.4762
378.35,6.16312222222,14.6822,16.2076666667,15.3633666667,6.70453333334,7.1854,6.49048235294,20.2044666667,7.40993333333
378.71,6.12466666667,14.5722,16.1548333333,15.2750666667,6.662,7.1692,6.43494117647,20.1826666667,7.37093333333
379.07,6.09357777778,14.4808,16.1369,15.2876333333,6.67726666667,7.16786666667,6.42392549019,20.2364666666,7.34186666667
379.44,6.04146666667,14.3334,16.0425,15.1357333333,6.62806666667,7.1164,6.31777254902,20.1778666667,7.2342
379.80,6.01835555555,14.2158,15.9476333333,15.0206666667,6.6144,7.0914,6.29232549019,20.229,7.223
380.16,6.02648888889,14.1928666667,15.9055333333,15.0566,6.63106666667,7.14546666666,6.30834117647,20.2389333333,7.23146666667
380.52,6.06471111111,14.1946666667,15.9368333333,15.0579,6.693,7.17506666667,6.36479607843,20.3386,7.34173333333
380.88,6.04051111111,14.1054666667,15.8597666667,14.9916666667,6.66106666667,7.154,6.35290588235,20.4078666667,7.3492
381.24,6.15055555556,14.1258,15.9189,15.0223666667,6.74946666667,7.22666666666,6.42878039216,20.5692666667,7.42846666667
381.61,6.13275555556,14.066,15.8318,14.9591333333,6.75926666667,7.172,6.36919607844,20.5989333333,7.4092
381.97,6.0487,13.9432666667,15.6759333333,14.7898333333,6.6972,7.08426666667,6.23003137255,20.4953333333,7.32373333333
382.33,6.05271111111,13.8574,15.6383666667,14.7244666667,6.71453333333,7.11133333333,6.24177647059,20.5308,7.3554
382.69,5.93215555556,13.7074666667,15.4923,14.6040333333,6.63846666667,7.01206666667,6.11218823529,20.4904,7.26026666667
383.05,5.87338888889,13.5749333333,15.3366666667,14.446,6.57146666667,6.9712,6.01700784314,20.4330666667,7.2142
383.41,5.88338888889,13.5562666667,15.3109,14.4452333333,6.60753333333,6.98593333333,6.03672549019,20.5258,7.27086666667
383.77,5.86316666667,13.5313333333,15.2588,14.4526333333,6.5952,6.96653333333,6.01825490196,20.5285333333,7.27746666667
384.14,5.83202222222,13.4505333333,15.1833333333,14.3800333333,6.58253333333,6.91333333333,5.98647450981,20.5612,7.27473333333
384.50,5.78382222222,13.3692666667,15.0624333333,14.3386,6.557,6.8878,5.9231372549,20.5578666667,7.18453333333
384.86,5.72921111111,13.2522666667,14.9548,14.2537,6.50626666667,6.8344,5.84485882353,20.5068666667,7.1184
385.22,5.69617777778,13.1881333334,14.9063,14.1856666667,6.47573333333,6.82813333333,5.80610980392,20.4959333333,7.1106
385.58,5.70015555555,13.1821333333,14.8515333333,14.1770666667,6.4886,6.86133333333,5.81341960784,20.5174666667,7.10726666667
385.94,5.73268888889,13.1774666667,14.8575666667,14.2143666667,6.50933333333,6.90746666667,5.88090980392,20.6416666667,7.15773333333
386.30,5.72507777778,13.1751333333,14.8027333333,14.1989666667,6.532,6.90006666667,5.91034901961,20.6722,7.14153333333
386.66,5.84223333333,13.2341333333,14.857,14.2570333333,6.6178,6.9968,6.02611764706,20.7994666667,7.2474
387.03,5.92371111111,13.2602,14.8988333333,14.2921333333,6.70313333333,7.035,6.10411764706,20.9462666667,7.34366666667
387.39,5.91774444444,13.2061333333,14.8296666667,14.2467,6.69473333333,7.0346,6.10675294117,20.9558666667,7.32446666667
387.75,5.93802222222,13.1576666667,14.8065,14.2213,6.73153333333,7.04886666667,6.11885490196,21.0638666667,7.3174
388.11,5.99713333334,13.1477333333,14.8148333333,14.1802333333,6.80226666667,7.0934,6.16911764706,21.1445333333,7.3546
388.47,5.99601111111,13.0622,14.7823666667,14.1269666667,6.7866,7.10046666667,6.16739215686,21.1612,7.36753333333
388.83,6.09152222222,13.1156,14.8073,14.1659,6.91806666667,7.2026,6.25445098039,21.2453333333,7.43986666667
389.19,6.03925555555,13.0019333333,14.6916333333,14.0917666667,6.87566666667,7.1568,6.20462745098,21.2430666667,7.384
389.55,6.03972222222,12.9386666667,14.6430666667,14.0313666667,6.9232,7.20646666667,6.26776078431,21.3084,7.41206666667
389.91,6.00238888889,12.859,14.5195666667,13.9195,6.9082,7.17433333333,6.20341176471,21.3133333333,7.358
390.27,6.01371111111,12.7808,14.4482333333,13.875,6.91593333333,7.19026666667,6.18958039216,21.345,7.34993333333
390.63,5.95078888889,12.637,14.3297666667,13.7743,6.88146666667,7.1456,6.12422352941,21.326,7.26726666667
391.00,5.92156666667,12.5572,14.2306333333,13.6870333333,6.8692,7.14806666667,6.10307450981,21.3187333333,7.2314
391.36,5.91604444444,12.4734666667,14.1753333333,13.6061666667,6.88726666666,7.14593333333,6.08858039216,21.3708666666,7.24973333333
391.72,5.85972222222,12.3460666667,14.0018666667,13.4626,6.8394,7.08993333333,6.01093333333,21.3476666667,7.17746666667
392.08,5.83498888889,12.2422,13.8984666667,13.4046666667,6.8252,7.08106666667,5.97734901961,21.3772666667,7.1632
392.44,5.7704,12.1003333333,13.7630666667,13.2791333333,6.78693333333,7.0428,5.90898823529,21.3582666667,7.11273333333
392.80,5.66452222222,11.9043333333,13.5709,13.0851666667,6.6854,6.95273333333,5.8245137255,21.3249333333,7.04886666667
393.16,5.68381111111,11.8334666667,13.4836333333,13.0174333333,6.7188,6.9438,5.83622352941,21.3988,7.06153333333
393.52,5.70435555556,11.7154,13.3833666667,12.9241333333,6.70746666667,6.91453333333,5.78516470588,21.3895333333,7.05006666666
393.88,5.73014444445,11.6348,13.3197333333,12.8765333333,6.72853333333,6.94726666667,5.80703137255,21.4691333333,7.0854
394.24,5.70676666667,11.5259333333,13.1997666667,12.7409333333,6.7166,6.9294,5.76895686275,21.497,7.08753333333
394.60,5.74442222222,11.4668666667,13.1242333333,12.6538,6.75793333333,6.952,5.78097254902,21.5854,7.13913333333
394.96,5.7147,11.322,12.9689,12.5498666667,6.74226666667,6.93266666667,5.73341568627,21.576,7.1188
395.32,5.69648888889,11.2104666667,12.8295333333,12.4627,6.72646666667,6.92406666666,5.71887843137,21.6008,7.096
395.68,5.80093333333,11.1968666667,12.8793666667,12.4861333333,6.856,7.0622,5.8302627451,21.7256666667,7.2588
396.04,5.79848888889,11.1024,12.7968666667,12.3816333333,6.85726666667,7.0762,5.8267372549,21.7576,7.2668
396.40,5.87011111111,11.0747333333,12.7511666667,12.356,6.95333333333,7.1202,5.90107450981,21.8784,7.32766666667
396.76,5.94481111111,11.0237333333,12.7273333333,12.3472,7.03213333333,7.17546666667,5.96256078431,21.9686666667,7.38326666667
397.12,5.95926666667,10.9528,12.6449333333,12.2618666667,7.086,7.23026666666,5.98059215686,22.0180666666,7.41306666667
397.48,5.9666,10.883,12.5500666667,12.1887,7.11933333333,7.24933333333,5.99932549019,22.0908666667,7.44113333333
397.84,5.93406666667,10.7515333333,12.4416,12.0633,7.1304,7.22333333333,5.95892941176,22.0895333333,7.42366666667
398.20,5.90774444444,10.6565333333,12.3440333333,12.0113666667,7.12813333333,7.2266,5.94244313725,22.1088666667,7.40206666667
398.56,5.85383333333,10.5395333333,12.2139666667,11.9051333333,7.11573333333,7.21333333333,5.90515294117,22.0715333333,7.37186666667
398.92,5.82751111111,10.47,12.1445333333,11.8183333333,7.094,7.1944,5.86900784314,22.1013333333,7.34286666667
399.28,5.84561111111,10.4316,12.0999,11.7711,7.1138,7.20013333333,5.86627450981,22.1927333333,7.3804
399.64,5.77337777778,10.3112,11.9359666667,11.644,7.0376,7.089,5.79333333333,22.1325333333,7.28926666667
400.00,5.7571,10.2217333333,11.8128,11.5425333333,7.05293333333,7.06646666666,5.75750196079,22.1476,7.28286666667
400.36,5.84153333333,10.2528,11.8105333333,11.5667,7.1358,7.16233333333,5.82388235294,22.2569333333,7.38073333333
400.72,5.80452222222,10.2132666667,11.7265666667,11.4848,7.10266666667,7.16013333334,5.76709803921,22.2612,7.34426666667
401.08,5.7498,10.0898666667,11.6231666667,11.3929,7.03766666667,7.09246666667,5.69559215686,22.2459333333,7.32113333333
401.44,5.67654444444,9.99800000002,11.5060333333,11.3022666667,6.99733333333,7.0406,5.6092,22.2338666667,7.2742
401.80,5.66265555556,9.95326666666,11.4625666667,11.2720333333,7.01113333333,7.02573333333,5.6147372549,22.2748,7.28
402.16,5.68584444445,9.91053333331,11.4412333333,11.1815,7.0458,7.023,5.62520784314,22.3102,7.31966666667
402.52,5.70385555555,9.89059999998,11.3991666667,11.1651,7.052,7.03246666667,5.64849019608,22.3679333333,7.3394
402.88,5.73988888889,9.87166666667,11.3953333333,11.1481,7.10373333333,7.0698,5.68674901961,22.437,7.40366666667
403.24,5.70171111111,9.81926666666,11.3110666667,11.1165,7.10233333333,7.0424,5.66947843137,22.4096666667,7.3804
403.60,5.64112222222,9.72966666667,11.2065333333,11.0231333333,7.04866666667,7.00106666667,5.58789803921,22.3878,7.33186666667
403.95,5.60102222222,9.69600000001,11.1803,11.0065,7.02573333333,6.98526666667,5.56903137255,22.3924,7.3128
404.31,5.47575555555,9.54239999999,11.0341,10.8528333333,6.91906666667,6.8678,5.44029019608,22.3382,7.19513333333
404.67,5.42757777778,9.46160000001,10.9973333333,10.7875333333,6.90933333333,6.82286666667,5.41929411765,22.3608666666,7.1846
405.03,5.4081,9.4554,10.9496333333,10.7662666667,6.9184,6.80673333333,5.41348627451,22.3899333333,7.17853333333
405.39,5.40688888889,9.4468,10.9270666667,10.7484666667,6.90866666667,6.80326666667,5.41868235294,22.4188666667,7.1722
405.75,5.40491111111,9.43453333335,10.876,10.7324666667,6.8998,6.81213333333,5.39994117648,22.4268,7.17453333333
406.11,5.3485,9.37706666665,10.7754,10.6915666667,6.85633333333,6.7678,5.33356470588,22.4182,7.1268
406.47,5.36267777778,9.36646666666,10.7693333333,10.6760333333,6.88266666667,6.77053333333,5.31925490196,22.4379333333,7.13706666667
406.83,5.36358888889,9.36126666665,10.7509666667,10.6820333333,6.9052,6.77533333333,5.31367843137,22.4637333333,7.12673333333
407.19,5.31797777778,9.28753333332,10.6923,10.5759333333,6.8744,6.7232,5.24723529412,22.4576666667,7.07573333333
407.55,5.33717777778,9.2848,10.7027333333,10.5673666667,6.89926666667,6.73526666667,5.26763137255,22.5076,7.09026666667
