wavelength,Back_DacLinm,Belly_DacLinm,Breast_DacLinm,Crissum_DacLinm,Crown_DacLinm,DorTail_DacLinm,Rump_DacLinm,Throat_DacLinm,WingTip_DacLinm
530.39,5.38113333333,75.3597333333,63.0854,59.8078666667,53.3203333333,5.62226666667,68.5178,50.1352,4.9986
530.73,5.3648,75.3647333333,63.1163333333,59.79,53.3318666667,5.60146666667,68.518,50.1482,4.98906666667
531.08,5.342,75.3104666667,63.1276,59.7458,53.3040666667,5.57646666667,68.4629333333,50.1632,4.96513333333
531.42,5.33753333333,75.3364,63.1972,59.7516,53.3281333333,5.58353333333,68.5109333333,50.2332,4.969
531.77,5.3332,75.2993333333,63.2282,59.7266666667,53.3255333333,5.57913333333,68.5192,50.2628666667,4.96513333333
532.11,5.29633333334,75.2738,63.2834,59.6932666667,53.3276,5.55073333333,68.5178,50.2967333333,4.9406
532.46,5.2748,75.3142666667,63.3697333333,59.7080666667,53.3678,5.52853333333,68.5801333333,50.3644,4.9178
532.80,5.26193333333,75.3348,63.4462,59.7105333333,53.3990666667,5.51913333333,68.6091333333,50.4095333333,4.90853333333
533.15,5.267,75.3704666667,63.5620666667,59.7396,53.4738,5.53026666667,68.6794666666,50.4851333333,4.90386666667
533.49,5.25306666667,75.3766666667,63.6411333333,59.7591333333,53.5098666667,5.51546666667,68.7264666667,50.5388666666,4.8928
533.84,5.2886,75.4324666667,63.7760666667,59.8217333333,53.5907333333,5.54126666667,68.8055333333,50.6391333333,4.92826666667
534.18,5.30933333333,75.4491333333,63.8924666667,59.8808,53.6409333334,5.5636,68.872,50.7106,4.9522
534.52,5.31066666666,75.5254666667,64.0291333333,59.9156,53.7132,5.57886666667,68.9486666667,50.8164666667,4.95486666667
534.87,5.32226666667,75.5478,64.0932666667,59.9235333333,53.7443333333,5.59586666667,68.983,50.8488,4.96973333333
535.21,5.32313333334,75.5943333333,64.1944,59.9574666667,53.7867333333,5.5968,69.0231333333,50.9188666667,4.9776
535.56,5.31126666666,75.6526666667,64.3081333333,60.0003333333,53.841,5.5892,69.053,51.0003333333,4.976
535.90,5.33406666667,75.6801333333,64.3925333333,60.0398666666,53.8878666667,5.60566666667,69.0869333333,51.0896,4.99673333334
536.25,5.34933333333,75.6714,64.4645333333,60.0573333333,53.9289333333,5.6274,69.1105333334,51.1465333333,5.0162
536.59,5.377,75.7166666666,64.5556,60.0947333333,53.9826666667,5.6622,69.1513333333,51.2550666667,5.05606666667
536.93,5.39886666667,75.7758,64.6275333333,60.1372,54.0225333334,5.67653333333,69.1679333333,51.3410666666,5.08833333333
537.28,5.40226666667,75.8939333333,64.7438,60.1836,54.0892666667,5.69026666667,69.2206,51.4667333333,5.10353333333
537.62,5.38853333333,75.9288,64.7940666667,60.1639333333,54.0989333333,5.68146666666,69.2378,51.5331333333,5.09666666667
537.97,5.37913333333,75.9457333333,64.8508,60.1549333333,54.1070666667,5.678,69.2594666667,51.6016666667,5.09513333333
538.31,5.3972,75.8611333333,64.8777333333,60.1218666667,54.0529333333,5.6892,69.2233333333,51.6188,5.10353333333
538.65,5.36973333333,75.8770666667,64.9827333333,60.1234,54.052,5.66626666667,69.2506,51.7058,5.07566666667
539.00,5.34086666667,75.8676,65.0977333333,60.093,54.0170666667,5.64986666667,69.2614666667,51.7554666667,5.04033333333
539.34,5.3192,75.8786666667,65.2115333333,60.0938,54.0317333333,5.6266,69.2948,51.8217333333,5.0096
539.69,5.27506666667,75.7778,65.1974666666,59.9938666667,53.9349333333,5.59426666667,69.2287333333,51.785,4.98626666667
540.03,5.25853333334,75.7692666667,65.2736666667,59.9748666667,53.8947333333,5.58873333333,69.2023333333,51.8162666667,4.97793333334
540.37,5.22126666667,75.7308,65.3664,59.9504,53.8763333333,5.55126666667,69.2223333333,51.8419333333,4.9318
540.72,5.17813333333,75.7458,65.4486666666,59.9389333333,53.887,5.53893333333,69.3058,51.9078,4.8978
541.06,5.15866666667,75.7033333333,65.4905333333,59.8938,53.8491333333,5.52033333333,69.308,51.9218,4.87326666667
541.40,5.13093333333,75.6866,65.5378666667,59.871,53.8190666667,5.51253333333,69.2949333333,51.9406666667,4.8598
541.75,5.10913333333,75.6647333333,65.5782,59.8438,53.8018,5.4982,69.2894,51.963,4.8352
542.09,5.06026666667,75.6885333333,65.6105333333,59.8418666667,53.8026666667,5.46493333333,69.2818,52.0033333333,4.795
542.43,5.05106666667,75.7013333333,65.6662,59.8572,53.8092666667,5.45806666667,69.2758666667,52.0532666667,4.79026666667
542.78,5.0306,75.6538,65.6386,59.8284,53.7944,5.44346666667,69.2097333334,52.0697333333,4.78126666667
543.12,5.0092,75.5776666667,65.5802666667,59.7473333333,53.7063333333,5.43466666667,69.1138,52.0406,4.77073333333
543.46,4.98893333333,75.6598666667,65.6892666666,59.809,53.7521333333,5.4278,69.1646,52.1411333333,4.74246666667
543.81,4.95153333333,75.6457333333,65.706,59.7892,53.7437333333,5.40133333333,69.1491333333,52.1837333333,4.71453333333
544.15,4.931,75.6446,65.6846666667,59.779,53.6992,5.39893333333,69.099,52.2122666666,4.7172
544.49,4.93026666667,75.5843333333,65.6807333333,59.7750666667,53.6387333333,5.37853333333,68.9748,52.1928666667,4.70406666666
544.84,4.95106666667,75.6250666667,65.7302666667,59.8046666667,53.6582666667,5.3926,68.9594666667,52.2605333333,4.73113333333
545.18,4.9812,75.6219333333,65.7513333333,59.8298666667,53.6538,5.40853333333,68.926,52.294,4.74833333333
545.52,4.9884,75.6254,65.7506,59.8254666667,53.6398666667,5.41113333333,68.8722666667,52.3106,4.7796
545.87,4.99866666667,75.5762666667,65.7153333333,59.7678666667,53.5858,5.42526666667,68.7763333333,52.2762666667,4.79646666667
546.21,5.0238,75.5272666667,65.6725333333,59.7119333333,53.5242,5.46106666667,68.6940666667,52.2353333333,4.82446666667
546.55,5.0508,75.5936,65.7407333333,59.7844666667,53.5562666667,5.49806666667,68.7185333333,52.2978666667,4.84833333334
546.90,5.10326666667,75.6896666667,65.8468666667,59.8628666667,53.6238666667,5.5624,68.7678666667,52.3632666667,4.91286666667
547.24,5.14413333333,75.6817333333,65.8478,59.8554,53.5892,5.606,68.6990666667,52.3692,4.96053333333
547.58,5.16926666667,75.6854,65.8246666667,59.8609333333,53.5374,5.61433333333,68.6204666667,52.3508,4.97333333333
547.92,5.226,75.7640666667,65.8864,59.9194,53.5576,5.66906666667,68.592,52.3852,5.018
548.27,5.261,75.7952,65.8704,59.9050666667,53.5089333333,5.7134,68.5144666667,52.3627333333,5.07506666667
548.61,5.25633333333,75.7753333333,65.8560666667,59.9201333333,53.4549333333,5.7142,68.4337333333,52.3197333333,5.07433333333
548.95,5.21293333333,75.7954,65.8522,59.9200666667,53.4101333333,5.68986666667,68.3542666667,52.3078666667,5.0512
549.29,5.20046666667,75.8256666667,65.8395333333,59.9568666667,53.3696666667,5.685,68.2640666667,52.2864,5.03366666667
549.64,5.23553333333,75.9106,65.9222,60.0612666667,53.3800666667,5.7042,68.2336666667,52.3673333333,5.06466666667
549.98,5.20533333333,75.9116,65.8923333333,60.0454,53.3072,5.6806,68.114,52.3306666667,5.0434
550.32,5.15686666667,75.8612,65.8544,59.9788,53.1831333333,5.6376,67.9724666667,52.2762,5.02026666667
550.66,5.08066666667,75.8333333333,65.8146,59.9528666667,53.0962666667,5.5638,67.857,52.2277333333,4.92286666667
551.01,5.0092,75.7960666667,65.7492,59.8892666667,53.0014,5.50553333334,67.7232,52.1688666667,4.85993333333
551.35,5.01113333334,75.8140666667,65.7928666667,59.9065333333,52.98,5.5194,67.6575333333,52.1789333333,4.87093333333
551.69,4.97686666667,75.7216666667,65.7358,59.8657333333,52.8886666667,5.46993333333,67.5252,52.1068666667,4.8306
552.03,4.93313333333,75.7557333333,65.7356666667,59.8664666667,52.8658666667,5.42433333333,67.4852,52.1227333333,4.78033333333
552.38,4.8862,75.7122,65.6397333333,59.7746,52.7480666667,5.38693333333,67.3259333333,52.0402666667,4.73913333333
552.72,4.8854,75.6959333333,65.5965333334,59.765,52.6778,5.3708,67.2329333333,52.025,4.72453333333
553.06,4.88326666667,75.6606,65.5601333333,59.7120666667,52.5598,5.37806666667,67.1215333333,51.9768666667,4.72433333334
553.40,4.88553333333,75.5702,65.4453333333,59.6324666666,52.4444,5.3844,66.9680666667,51.8704,4.71373333333
553.74,4.9328,75.6413333333,65.4747333333,59.6932,52.4622,5.41966666667,66.9486,51.9184,4.76673333333
554.09,4.94833333333,75.6490666667,65.4086,59.671,52.3965333333,5.41266666667,66.8305333333,51.8743333333,4.7564
554.43,4.94286666667,75.6306666667,65.3326,59.6417333333,52.2852666667,5.3988,66.695,51.8163333333,4.76693333333
554.77,4.96633333333,75.7056666667,65.3226,59.7149333333,52.2643333333,5.40146666667,66.6150666667,51.8026,4.7878
555.11,4.9104,75.6248,65.1374666667,59.5926666667,52.103,5.3542,66.4054,51.6560666667,4.72706666667
555.45,4.91326666667,75.6329333333,65.0581333333,59.5607333333,52.0217333333,5.38853333333,66.2650666667,51.5954666667,4.7378
555.80,4.92353333333,75.6396666667,65.0022,59.5688,51.9511333333,5.41893333333,66.1479333333,51.5424666667,4.745
556.14,4.9718,75.5692,64.8641333333,59.5439333333,51.85,5.48593333333,65.9582666667,51.4702,4.79906666667
556.48,5.02966666666,75.6396,64.8678666667,59.5625333333,51.8194666667,5.56466666667,65.8610666667,51.4404,4.8716
556.82,5.07193333333,75.635,64.8054,59.5555333333,51.7430666667,5.59546666667,65.7166,51.4024666667,4.90126666667
557.16,5.0128,75.5572666667,64.6750666666,59.4687333333,51.5704,5.55986666667,65.535,51.3204,4.86833333333
557.50,4.9566,75.4754,64.5376,59.3641333333,51.394,5.51233333333,65.3130666667,51.2062,4.8336
557.85,5.00666666667,75.4476,64.5061333333,59.386,51.3546666667,5.57766666667,65.2142,51.1684666666,4.8998
558.19,5.0544,75.4687333333,64.458,59.3924,51.2998,5.63666666666,65.1146666667,51.1802666667,4.9528
558.53,5.09613333333,75.4696666667,64.3772666667,59.3828,51.2378666667,5.70586666667,65.0033333333,51.1332666667,5.01
558.87,5.1374,75.5625333333,64.4414666667,59.5060666666,51.23,5.75213333334,64.9682666667,51.1529333333,5.07086666667
559.21,5.1044,75.4937333333,64.3170666667,59.4222666667,51.069,5.7276,64.7970666667,51.0552,5.0664
559.55,5.12473333333,75.4128,64.2257333334,59.3836666667,50.9673333333,5.735,64.64,50.9891333333,5.10646666667
559.89,5.10753333333,75.4076,64.1825333333,59.3637333333,50.8787333333,5.71553333333,64.4992666667,50.9320666667,5.07413333333
560.23,5.0716,75.3740666667,64.0774666667,59.3620666667,50.7734,5.68573333333,64.3865333333,50.8866666667,5.03853333333
560.58,5.03413333333,75.3577333333,64.0197333333,59.3566,50.7315333333,5.6462,64.2890666666,50.8286666666,5.01653333334
560.92,5.0644,75.5152666667,64.1004,59.4507333333,50.7640666667,5.665,64.2868,50.8581333333,5.03926666667
561.26,5.05593333333,75.5248,64.0358,59.4831333333,50.7008666667,5.69126666667,64.1604666667,50.7966666667,5.03246666667
561.60,5.01086666667,75.4217333333,63.8360666667,59.3550666666,50.4834,5.65613333333,63.9068,50.6371333333,4.98726666667
561.94,4.97093333333,75.3233333334,63.6859333333,59.2699333333,50.3471333333,5.60326666667,63.6827333333,50.4735333333,4.95026666667
562.28,4.963,75.1832,63.5430666667,59.1796,50.1852666667,5.56946666667,63.4466,50.353,4.9256
562.62,5.01886666667,75.0526666667,63.3573333334,59.0799333333,50.0314,5.6096,63.2015333333,50.2266666666,4.9664
562.96,5.0686,75.0605333333,63.2838,59.1043333334,49.9634,5.643,63.037,50.1878,4.99266666666
563.30,5.0366,74.9810666667,63.1214,59.0247333334,49.7674,5.6152,62.7695333333,50.0622666667,4.9498
563.64,4.97886666667,74.8842,62.9549333333,58.9241333333,49.5754,5.54393333333,62.5379333333,49.8878666667,4.89146666667
563.99,4.96906666667,74.7633333333,62.7938666667,58.8248666667,49.3893333333,5.5264,62.2966666667,49.7391333333,4.8894
564.33,4.96853333333,74.6724666667,62.5978,58.7363333333,49.1785333333,5.537,62.0273333333,49.6016666667,4.89466666667
564.67,4.9772,74.4902666667,62.3597333333,58.6322666667,49.0022,5.53966666667,61.7775333333,49.4646666667,4.92346666667
565.01,5.007,74.4523333333,62.2598666667,58.5948,48.8760666667,5.5534,61.6248,49.3847333333,4.95366666667
565.35,5.00606666667,74.4917333333,62.2112,58.6260666667,48.8047333333,5.56473333333,61.5114,49.3185333333,4.95626666667
565.69,5.02833333333,74.4759333333,62.0986,58.6115333333,48.6803333333,5.6056,61.3676666667,49.2706666667,4.984
566.03,5.02653333333,74.4674,62.0203333333,58.594,48.5857333333,5.62586666667,61.2276666667,49.1913333333,5.00526666667
566.37,4.9942,74.3847333333,61.8368666667,58.5037333333,48.4169333333,5.59866666667,61.0100666667,49.0740666666,4.98666666667
566.71,4.9464,74.3082,61.6576666667,58.399,48.2380666667,5.56446666667,60.8042666667,48.9114,4.94873333333
567.05,4.98966666667,74.3243333333,61.5405333333,58.4075333333,48.1521333333,5.60833333333,60.6820666666,48.8300666667,4.99473333333
567.39,5.0296,74.3324,61.4228666667,58.4300666667,48.0858666667,5.6634,60.5592,48.7868666667,5.05446666667
567.73,5.0486,74.3064666667,61.2946666667,58.4007333333,47.9636666667,5.69506666667,60.3681333333,48.6831333333,5.08106666667
568.07,5.0778,74.2570666667,61.1387333333,58.3348666667,47.8296666667,5.74126666667,60.1430666667,48.5626666667,5.1034
568.41,5.10553333333,74.2867333334,61.0271333333,58.3422,47.7005333333,5.7922,60.0104666667,48.4592,5.1354
568.75,5.08213333333,74.2094,60.8252,58.2740666667,47.5096,5.7516,59.7757333333,48.3254,5.1086
569.09,5.10006666667,74.1269333333,60.6432,58.2276666667,47.3438666667,5.76613333333,59.5606666667,48.2044,5.13106666667
569.43,5.0962,74.0402,60.4578,58.1547333333,47.1687333334,5.75406666667,59.2929333333,48.0382,5.12786666667
569.77,5.11073333333,73.9235333333,60.2179333333,58.0412666666,46.9476666667,5.75873333333,59.0043333333,47.8638,5.13193333333
570.11,5.1126,73.9298666667,60.1069333333,58.0344,46.8198666667,5.7604,58.833,47.7386,5.1328
570.45,5.106,73.7798,59.8885333333,57.9504666667,46.6152666666,5.76933333333,58.5508,47.5693333333,5.1292
570.79,5.0596,73.7303333333,59.738,57.8946666667,46.4552,5.72633333333,58.3416,47.4381333333,5.09433333333
571.13,5.06173333333,73.7728666667,59.6654,57.9301333333,46.3404666667,5.7208,58.2037333333,47.3678666667,5.09306666667
571.47,5.03793333333,73.7154666667,59.475,57.8560666667,46.1691333333,5.69773333333,57.9508,47.1942,5.07506666667
571.81,5.0078,73.6956,59.3376666667,57.872,46.0434,5.66453333333,57.8005333333,47.0936,5.05593333333
572.15,4.97006666667,73.6208,59.1522666667,57.813,45.8571333333,5.61773333333,57.5311333333,46.9296666667,5.0222
572.49,4.95966666667,73.5864666666,58.9742,57.7486666666,45.6926666667,5.61186666667,57.2971333333,46.7692,5.00406666666
572.83,4.97913333333,73.5412,58.7823333333,57.7065333333,45.5603333333,5.6104,57.0621333333,46.6369333333,5.01513333334
573.17,4.97946666667,73.4490666667,58.5911333333,57.6432,45.3942666667,5.60673333333,56.8008666667,46.4702666667,5.00686666667
573.51,4.98026666667,73.4814,58.4615333333,57.6983333333,45.2859333334,5.6076,56.6232666667,46.3917333334,5.0252
573.85,4.9696,73.4006666667,58.2494,57.6427333333,45.0978,5.60673333333,56.3715333333,46.2502,5.0366
574.19,4.97906666667,73.4798,58.1323333333,57.6506666667,44.9943333333,5.59513333333,56.1867333333,46.1750666667,5.06066666667
574.53,4.98873333333,73.3922,57.9016,57.5964,44.8378666667,5.61226666667,55.9188,46.0124666667,5.0738
574.87,5.01106666667,73.2904666666,57.6740666667,57.5094666667,44.6464,5.65473333333,55.6276666667,45.825,5.114
575.21,5.02933333333,73.244,57.482,57.4792666666,44.4947333333,5.6624,55.4126,45.7198,5.1276
575.55,5.0202,73.1764,57.2541333333,57.3978,44.3024666667,5.6618,55.1388,45.541,5.12433333333
575.89,5.01406666667,73.1192666667,57.0317333333,57.3385333333,44.1282,5.66566666667,54.8652,45.3681333333,5.11173333333
576.22,5.00133333333,73.0224,56.7858666667,57.2812,43.9455333333,5.65446666667,54.6009333333,45.1986666667,5.10186666667
576.56,4.97093333333,72.9858,56.5657333333,57.2336,43.7552666667,5.6244,54.3476,45.0347333333,5.07513333333
576.90,4.98213333333,73.0343333333,56.3709333333,57.2356666667,43.6142666667,5.65326666667,54.1614,44.9422,5.09306666667
577.24,4.97726666667,72.9539333333,56.1149333333,57.1270666667,43.4124,5.6692,53.8715333333,44.7359333333,5.08206666667
577.58,5.0064,72.9144666667,55.8882666667,57.0715333333,43.2442,5.696,53.6284666667,44.5804666667,5.07286666667
577.92,5.01693333333,72.7976,55.6208,57.0037333333,43.0436666667,5.72653333333,53.3620666667,44.3779333333,5.07553333333
578.26,5.02466666666,72.6924,55.3524666667,56.9138666667,42.7898,5.7174,53.0498666667,44.1680666667,5.0642
578.60,5.005,72.6342,55.0826666667,56.8738,42.5805333333,5.67513333333,52.7685333333,43.9932,5.011
578.94,4.97266666667,72.5560666667,54.8149333333,56.8133333333,42.3694666667,5.66413333333,52.4698,43.7618666667,4.97806666667
579.28,4.97753333333,72.5230666667,54.6175333333,56.7630666667,42.2092,5.67933333333,52.1932,43.6288,4.9852
579.61,4.95046666667,72.423,54.3542,56.6767333334,41.9802,5.64666666667,51.8822,43.4264,4.95573333333
579.95,4.97433333333,72.4686,54.1914,56.7156666667,41.8388,5.68053333333,51.6908,43.2971333333,4.99093333333
580.29,4.97753333333,72.4317333333,53.9843333333,56.6892666667,41.6687333333,5.71113333333,51.4470666667,43.156,5.02206666667
580.63,4.94033333333,72.4056,53.8164,56.7169333333,41.5010666667,5.69893333334,51.2391333334,42.9844666666,5.006
580.97,4.8478,72.2908,53.5556666667,56.6329333333,41.2703333333,5.6154,50.9582,42.7491333333,4.91746666667
581.31,4.76006666667,72.2495333333,53.3284666667,56.5794666667,41.0432,5.56773333333,50.6733333333,42.5395333333,4.8676
581.65,4.67126666667,72.1783333333,53.0501333333,56.5148,40.7982666667,5.4834,50.3790666667,42.3289333333,4.77666666667
581.98,4.65586666667,72.2303333333,52.8929333333,56.5249333333,40.6634666667,5.49106666667,50.2214,42.2092666667,4.76306666667
582.32,4.65093333333,72.1824666667,52.6638,56.4666666667,40.4916666667,5.50773333333,49.9863333333,42.0280666667,4.7706
582.66,4.724,72.1901333333,52.5188,56.5115333333,40.3673333334,5.57186666667,49.8138666666,41.9558666667,4.8368
583.00,4.71313333333,72.0557333333,52.2203333333,56.4279333333,40.1023333333,5.52773333333,49.5532,41.7186,4.8216
583.34,4.7336,72.0968,52.0529333333,56.4516666667,39.9632,5.5458,49.3649333334,41.6192,4.85313333333
583.68,4.668,71.8592,51.7209333333,56.2516666667,39.6928,5.48913333333,48.991,41.3764,4.79793333333
584.01,4.62246666667,71.7776666667,51.4738,56.1712666667,39.4697333333,5.44913333333,48.7226666667,41.1767333333,4.75173333333
584.35,4.66673333333,71.6172,51.1943333333,56.0524,39.2477333333,5.463,48.4288666667,40.9922666667,4.775
584.69,4.69066666667,71.6842666666,50.9978,56.0953333333,39.0993333333,5.4784,48.2418,40.8971333333,4.79093333333
585.03,4.67513333333,71.5760666667,50.6967333333,56.0174,38.9164,5.434,47.928,40.6821333333,4.76206666667
585.37,4.699,71.5170666667,50.4929333334,55.9698,38.7514,5.45026666667,47.6535333333,40.4994,4.77966666667
585.70,4.68113333333,71.4186666667,50.2393333333,55.8867333333,38.5367333333,5.4228,47.3371333333,40.3023333333,4.79113333333
586.04,4.6856,71.3420666667,50.0311333333,55.7906666667,38.3635333333,5.43206666667,47.0838,40.1315333333,4.8362
586.38,4.67946666667,71.1979333333,49.7158,55.6353333333,38.1272666666,5.4286,46.7717333333,39.8976,4.8384
586.72,4.76426666667,71.2288,49.5534666667,55.6832666667,38.0491333333,5.5234,46.589,39.7945333333,4.94866666667
587.06,4.70133333333,71.0100666667,49.2386666667,55.5522,37.7790666667,5.4732,46.2435333333,39.5143333333,4.91233333333
587.39,4.74626666667,71.0496,49.0656666667,55.5858,37.6607333333,5.53033333333,46.0687333333,39.3799333333,4.9784
587.73,4.75446666667,71.0494666667,48.9028,55.5871333333,37.5206666667,5.54266666667,45.8787333333,39.2214,4.9772
588.07,4.68366666667,71.0303333333,48.6533333333,55.5184,37.2892,5.4946,45.5926666667,38.9906666667,4.93406666667
588.41,4.703,70.8342666667,48.3639333333,55.3572,37.0432,5.5122,45.2848,38.7599333333,4.93826666667
588.74,4.77293333333,70.7978666667,48.217,55.3695333333,36.913,5.57153333333,45.1563333333,38.6636,5.01
589.08,4.85793333333,70.8282666667,48.1128,55.4279333333,36.8471333333,5.665,45.0632,38.5741333334,5.10073333333
589.42,4.92486666667,70.8585333333,47.9594666667,55.4737333333,36.7652666667,5.74953333334,44.9428666667,38.4443333333,5.14686666667
589.76,4.92193333333,70.8632,47.7730666667,55.516,36.5940666667,5.73553333333,44.7615333333,38.2921333333,5.11913333333
590.09,4.85566666667,70.8513333333,47.5677333333,55.5217333333,36.4347333333,5.66593333333,44.532,38.1212666667,5.0734
590.43,4.764,70.688,47.2570666667,55.3758,36.1406666667,5.58593333333,44.2097333333,37.8405333333,4.9672
590.77,4.80613333333,70.6923333333,47.0828,55.352,35.9896,5.6114,44.0434666667,37.7264,4.96226666667
591.11,4.80753333333,70.5882,46.8496,55.3026666667,35.8092,5.62366666667,43.8282,37.5504666667,4.958
591.44,4.79373333333,70.4892666667,46.577,55.2270666667,35.6135333333,5.57593333333,43.5338666667,37.3129333333,4.93013333333
591.78,4.79933333333,70.5336,46.4016,55.2403333333,35.5041333333,5.5528,43.3433333333,37.1756666667,4.92546666667
592.12,4.8586,70.5331333333,46.2624666667,55.3041333333,35.4212666667,5.5944,43.1993333333,37.0840666667,5.01233333333
592.46,4.83373333333,70.4194,45.9784666667,55.1972,35.2075333334,5.563,42.9122666667,36.829,4.97433333333
592.79,4.76746666667,70.2340666667,45.6202,55.0102666667,34.8878,5.499,42.5526666667,36.5753333334,4.93186666667
593.13,4.69766666667,70.1216,45.372,54.8979333333,34.6591333333,5.4332,42.2523333333,36.3838,4.8958
593.47,4.659,70.0135333333,45.0743333333,54.7814,34.4739333333,5.4324,41.9682,36.1664666667,4.84393333333
593.80,4.72713333334,70.0194,44.9209333333,54.7606,34.3724666667,5.50666666667,41.812,36.0147333333,4.89893333333
594.14,4.7746,70.0868666667,44.8135333334,54.8098666667,34.3122666667,5.54473333333,41.6671333333,35.9213333333,4.94246666667
594.48,4.8428,70.1792,44.6817333333,54.8583333333,34.2328666667,5.63113333333,41.5372,35.7895333333,5.03553333333
594.81,4.85546666667,70.1108,44.4623333333,54.7869333333,34.0468,5.62906666667,41.2499333333,35.5862,5.048
595.15,4.84866666666,70.0409333333,44.2354666667,54.7017333333,33.8263333333,5.60866666667,41.0218,35.3876666667,5.057
595.49,4.86273333333,69.9862,44.0230666667,54.6534,33.6782666667,5.63733333333,40.8452666667,35.2529333333,5.076
595.82,4.8162,69.9096666667,43.7836,54.5668,33.4852666667,5.61406666667,40.5954666667,35.0311333333,5.0412
596.16,4.8184,69.9633333333,43.6146666667,54.5442666666,33.369,5.6576,40.4095333333,34.9191333333,5.07313333333
596.50,4.85673333333,69.9667333333,43.4633333333,54.5532666667,33.2974666667,5.6866,40.2577333333,34.7965333334,5.09873333333
596.83,4.9164,70.004,43.328,54.5698,33.2040666666,5.728,40.1352,34.7042666667,5.1462
597.17,5.01126666667,70.0904,43.2613333333,54.6683333333,33.1489333333,5.7964,40.0701333334,34.6644,5.2662
597.51,4.98753333333,69.9619333333,43.028,54.5700666667,32.9519333333,5.78766666667,39.8256666667,34.5087333333,5.24753333333
597.84,4.9926,69.9329333333,42.8357333333,54.5516666667,32.7793333333,5.80326666667,39.6609333333,34.364,5.2526
598.18,4.9786,69.7846666667,42.5808,54.4699333333,32.6188666667,5.77546666667,39.4152666667,34.1981333333,5.24
598.52,5.02386666667,69.934,42.5016666667,54.6020666667,32.5730666667,5.81353333333,39.3766,34.1420666667,5.28026666667
598.85,5.08313333333,70.0062666667,42.3954,54.6751333333,32.5094666667,5.91,39.2932,34.1029333333,5.34613333333
599.19,5.10673333333,69.8406666667,42.1269333333,54.5854666667,32.2801333333,5.94313333333,39.0467333333,33.8944,5.36533333333
599.53,5.12213333333,69.9526666667,41.9975333333,54.6330666667,32.1666,5.9514,38.8926666667,33.7838666666,5.38673333333
599.86,5.12566666667,69.9286666667,41.8362666667,54.6577333333,31.9989333333,5.9264,38.7175333333,33.6220666667,5.3786
600.20,5.07906666667,69.8030666667,41.5830666667,54.6062666667,31.8008,5.89853333333,38.484,33.4001333333,5.3516
600.53,5.0246,69.7142666667,41.3200666667,54.5263333333,31.5612666667,5.8562,38.2376,33.1518,5.316
600.87,4.909,69.5343333333,41.0214666667,54.3487333333,31.2588,5.764,37.8848666667,32.8703333333,5.21133333333
601.21,4.88026666667,69.5684,40.8326,54.3629333333,31.1148,5.71646666667,37.6844666667,32.6954666667,5.1854
601.54,4.88273333333,69.4381333333,40.5439333333,54.2620666667,30.9425333333,5.71706666667,37.413,32.4963333333,5.168
601.88,4.8192,69.3668,40.2331333333,54.1704666667,30.7357333333,5.65486666667,37.1418,32.2576,5.10126666667
602.21,4.73333333333,69.2012666667,39.8983333333,54.0044,30.4570666667,5.57046666667,36.8056,31.9931333333,5.0224
602.55,4.72966666666,69.1096,39.662,53.9175333333,30.2957333333,5.5718,36.5459333333,31.8136666667,5.0258
602.88,4.75706666667,69.1596666667,39.4948666667,53.9098666667,30.2072,5.5858,36.3800666667,31.6630666667,5.03393333334
603.22,4.74833333333,69.0194,39.2573333333,53.825,30.0199333333,5.58873333333,36.1886,31.4728666667,5.01853333333
603.56,4.76453333333,69.0484,39.1228,53.8563333333,29.9208,5.5904,36.069,31.3880666667,5.0222
603.89,4.7758,69.1301333333,39.0140666667,53.8666666667,29.8018666667,5.57353333333,35.9298,31.2794,5.0222
604.23,4.8018,69.1354666667,38.8802666667,53.9116,29.7428666667,5.59633333333,35.8173333333,31.2004666667,5.04086666667
604.56,4.87393333333,69.0582666667,38.6977333333,53.8714,29.6643333333,5.6406,35.6854,31.0838,5.0932
604.90,4.88826666667,69.0254,38.526,53.8479333334,29.5304666667,5.64886666667,35.5354666667,30.951,5.1132
605.23,4.873,69.0279333333,38.3914666667,53.8284666667,29.3968,5.6232,35.3944666667,30.7958666667,5.10633333333
605.57,4.909,69.0673333333,38.292,53.8737333333,29.3074,5.67586666667,35.302,30.738,5.15333333333
605.90,4.9458,69.0470666667,38.1538666667,53.8911333333,29.1986666667,5.71333333333,35.1603333333,30.6297333333,5.18013333333
606.24,4.94086666667,68.9856666667,37.9755333333,53.8640666667,29.0511333333,5.70686666667,34.9928666666,30.4942,5.16933333333
606.58,4.94033333333,68.9066666667,37.8196666667,53.8511333333,28.9153333333,5.7052,34.8313333333,30.3752,5.19053333333
606.91,4.96086666667,68.8224,37.57,53.7421333333,28.7606666667,5.70273333333,34.5876666667,30.1844666666,5.21713333333
607.25,4.94493333333,68.7049333333,37.2950666667,53.6494,28.5812666666,5.71766666667,34.3365333333,29.9765333333,5.2298
607.58,4.97046666667,68.5889333333,37.0437333333,53.5752666667,28.3919333333,5.7618,34.1304,29.7988,5.25473333333
607.92,4.8976,68.391,36.7200666667,53.3646,28.1018666667,5.6948,33.8048666667,29.527,5.18886666667
608.25,4.7786,68.3392666667,36.4498666667,53.2815333333,27.8879333333,5.6032,33.5666,29.3176666667,5.08486666667
