wavelength,Back_DigBrum,Belly_DigBrum,Breast_DigBrum,Crissum_DigBrum,Crown_DigBrum,DorTail_DigBrum,Patch10_DigBrum,Patch11_DigBrum,Rump_DigBrum,Throat_DigBrum,WingTip_DigBrum
195.89,39.6632666667,38.9226,41.2796,32.9966666667,46.2625333333,23.6362666667,40.7407333333,34.3433333333,42.8956,44.5117333333,43.7709333333
196.27,45.8858666667,44.6848666667,46.7268,41.4414,54.4744666667,32.8529333333,45.2852666667,40.7206666667,49.4294,49.3092666667,51.2314
196.65,48.6242666667,52.5926666667,53.7036666666,48.0952666667,60.1058,41.0054666667,51.5345333333,46.6136,57.0899333333,52.1694,56.0845333333
197.03,49.0691333333,56.8168,57.1171333333,48.8287333333,61.862,41.2612666667,52.3124666667,49.3694666667,59.8798666667,53.9939333333,58.3183333333
197.40,51.575,62.1977333333,59.7068666667,53.9927333333,64.9084666667,45.5677333333,58.1685333334,54.945,67.4726000001,56.8499333333,62.4908666666
197.78,46.2551333333,60.4938666667,60.0,53.4156666667,64.9382666667,46.5021333333,56.2140666667,52.181,69.2181333333,53.9095333333,60.9877333334
198.16,52.1296,70.7408000001,65.4629333333,60.3702666667,70.3704,54.0740666667,62.7776666666,57.8703999999,78.5185999999,58.426,69.6295333334
198.54,56.8253999999,86.7723333335,71.4286,72.4866000001,79.4708666665,61.2698666667,72.6984000001,66.4549333334,91.7459333334,70.7936666667,84.9736666667
198.92,73.8095333334,123.650933333,107.301666666,112.698466667,109.2062,82.3808666666,101.428533333,87.4603333332,125.873,97.6190666667,124.2856
199.30,71.8955333333,115.6864,100.915066667,114.771133334,104.967333333,77.2548666667,94.3790666667,89.5423333333,115.294333333,98.0391333334,118.823466667
199.68,74.2288666666,104.378066667,104.676666667,109.850733333,97.5124666667,75.7212666667,93.1342000001,89.7512,110.4478,92.0399999999,106.766133333
200.06,68.0658,89.7119333333,93.4979333333,96.6255999999,83.4567333333,66.5021333333,83.1277333334,78.6008000001,94.0739333332,83.2922666667,96.5432000001
200.44,64.2343333333,91.1711333333,91.9820666667,91.9820000001,77.7477333334,64.2342,81.3512,70.5404000001,92.4324000001,81.3513333334,91.3511999999
200.82,54.4262666667,87.4316000001,85.7924,91.2570666667,73.552,58.142,78.1420666667,59.1256666665,88.9618000001,74.0983333333,89.071
201.19,46.2223333333,86.4445333334,80.1111999999,91.4444666667,73.5554666667,57.2222666667,79.1111333333,46.5555333334,89.1112000001,70.7777333333,86.6667333334
201.57,33.3332666667,72.353,70.7842666667,76.5685333333,65.4902666667,45.8824,65.6864000001,36.2745333333,78.1371333333,55.4901333334,71.3726
201.95,42.6126,79.2792000001,77.0270000001,80.9008000001,68.3782666667,50.7207333333,69.3695333333,47.4774666667,85.6756666667,61.4412666667,73.063
202.33,32.0,72.7178666667,71.3845333333,77.9486666667,64.9230666667,41.6410666667,61.3335333333,36.2050666667,83.6922000001,51.8973333333,63.5896666667
202.71,18.7301333333,56.0847333333,63.2803999999,64.7618,53.5449333333,31.2169333333,50.1586,24.127,72.2752,37.5662,52.6984
203.09,19.0768,59.8976666667,66.6666666667,63.2819999999,59.3846,40.5127333333,55.4872666667,34.6666,80.5128666668,43.5897333333,56.1025333333
203.47,13.8462,55.7948666667,65.5383333334,56.8206666667,61.3335333333,43.0770000001,52.2052,32.4102,76.1025333335,41.5384,49.2308666667
203.85,-44.7311999999,49.2473333334,47.5268666667,38.7097999999,51.6129333333,18.4946666666,36.9891333333,-17.4193333332,78.0645333334,9.24733333334,18.4945333333
204.22,-99.0907999999,56.0605333333,44.8484666666,37.5756,53.6362666667,9.09086666674,39.6969333333,-36.3636666667,98.4848666667,-9.69693333326,-11.2120666667
204.60,-197.142733333,52.381,56.6667333333,47.6190000001,75.2381333332,10.0001333333,62.3809333333,-62.8570666667,135.714333333,-25.2381999999,-32.8572000001
204.98,-2.02150210547e+15,8.52954475e+12,1.57796577852e+14,-9.80897646104e+13,2.30297708218e+14,-5.07507912552e+14,8.95602198624e+13,-7.80453344517e+14,8.52954474881e+14,-5.16037457303e+14,-6.65304490407e+14
205.36,529.629733333,208.1482,182.963066667,225.185066667,188.1482,302.963,218.518533333,329.629533333,71.8518666666,292.592533333,321.4814
205.74,373.888933333,145.0,130.000066667,161.111133333,154.444533333,216.111133333,151.6666,232.777866667,26.1111333334,176.666733333,223.889
206.12,226.6666,119.2592,117.530866667,121.9752,111.358066667,144.444333333,117.283933333,163.2098,70.3704666666,135.802466667,139.753066667
206.50,167.317133333,94.7966666667,93.0080666665,96.5853333333,100.487933333,113.983733333,96.0975333331,123.252,66.8292666665,102.926666667,108.617866667
206.87,149.4816,86.2222666665,82.5184,88.2962000001,94.0740666665,102.2222,88.8888666667,116.740933333,56.2962000001,90.3704,104.0
207.25,141.3636,84.5456,78.9394666667,81.6667333333,91.2121333333,99.6968666665,86.0605333333,118.787933333,54.0909333333,90.9090666668,107.8788
207.63,133.037,73.9259333332,80.7406666667,77.7777999999,86.6666666667,96.1481333333,83.1111333333,109.333266667,45.1852666668,86.5184666666,98.3704000001
208.01,167.526933333,70.9677333334,88.3869999999,82.1505333333,91.6130666667,109.4624,92.4730666666,117.419333333,38.0643999999,83.4409333333,104.086066667
208.39,151.7242,60.2298666667,71.2642,73.3331333334,79.7702666667,100.4598,89.6551333333,105.0574,17.7012000001,76.0919333333,98.161
208.77,185.5556,71.3887999999,89.7222666667,88.3332666666,114.444533333,140.833333333,122.2222,126.388933333,15.5555333333,101.666666667,115.833266667
209.14,280.3922,117.6472,150.196066667,161.568533333,179.2156,212.548933333,178.823533333,195.6862,51.3725333333,146.666666667,188.235533333
209.52,-1660.0,-233.333333334,-436.666666667,-536.666666666,-676.666666667,-860.0,-733.333333334,-716.666666667,503.333333334,-536.666666666,-786.666666667
209.90,-331.111066667,25.1851333334,-51.1111999999,-67.4074000001,-77.0370666667,-152.592666667,-129.629666667,-93.3334666665,177.777733333,-62.2222666666,-120.7408
210.28,3206.66666667,-140.0,713.333333333,840.0,853.333333334,1553.33333333,1240.0,886.666666666,-1653.33333333,546.666666665,1260.0
210.66,3493.33333333,373.333333332,1066.66666667,953.333333333,1113.33333333,1780.0,1433.33333333,1086.66666667,-1193.33333333,859.999999999,1573.33333333
211.03,465.185333333,142.222266667,197.777866666,191.851933333,204.4444,333.3334,272.592666667,222.222133333,-25.9260666668,199.259333333,299.259266667
211.41,931.666666667,223.333333333,366.666666667,406.666666667,406.666666667,710.000000001,571.666666667,431.666666666,-86.6666666674,406.666666667,523.333333333
211.79,-2.61430546551e+15,-9.63838556614e+14,-1.00648628036e+15,-1.16001808584e+15,-1.26237262282e+15,-2.08120891871e+15,-1.67605554314e+15,-1.18134194771e+15,-2.43092025341e+14,-1.13869422396e+15,-1.57796577853e+15
212.17,546.0,337.333333333,292.0,337.333333333,346.0,467.333333333,426.666666667,334.0,182.666666667,330.666666667,412.666666667
212.55,457.948733333,284.102533333,245.641133333,306.666733333,285.1282,392.3076,353.8462,287.6922,175.897333333,284.1026,346.6666
212.92,254.321066667,167.901266667,161.9752,191.111133333,162.963,215.555466667,199.506066667,172.5926,129.135733333,181.481466667,217.777866667
213.30,243.2,137.333333333,130.933333333,161.066666667,140.533333333,193.066666667,180.0,148.533333333,101.6,174.4,210.4
213.68,150.793666667,88.4126666667,86.0318000001,106.507933333,91.4286666667,129.0476,111.745933333,93.1747333333,80.0,108.0952,135.555533333
214.06,131.851933333,92.3456666666,85.0616666667,101.975333333,92.8394666668,115.555466666,102.839533333,88.2714666667,91.1109999999,103.209933333,126.543333334
214.44,144.102466667,108.974333333,97.0511333333,116.923,106.666666667,127.820533333,115.512733333,103.718,106.282,113.205066667,147.8204
214.81,143.066666667,101.066666667,92.9333333334,119.333333334,105.466666667,122.666666667,109.2,99.2,99.6,101.6,147.333333333
215.19,123.954866667,79.7739333333,77.6271333334,101.469066666,86.3278,99.0960666666,83.9548666666,76.0452666667,83.9549333335,88.7005999999,124.406866667
215.57,116.7136,75.3050666666,73.6150666667,94.0844666667,81.4084666667,88.4506,78.8732,71.0797333333,76.4319333333,81.0327333333,116.6198
215.95,116.7164,70.5472666666,69.1542666667,92.6366666667,79.4027999999,83.7809999999,71.4426666667,72.4378,69.9503333334,78.9055333333,112.836
216.32,131.579,74.6199333333,79.8829333334,105.1462,89.5906,92.9824666666,74.8538666666,84.6784666666,77.0761333332,93.8011333335,123.9766
216.70,143.733333333,80.0000000002,86.1333333334,110.133333333,98.6666666666,92.0000000001,78.8,91.8666666667,86.7999999999,101.6,128.0
217.08,171.8918,91.5313999999,98.1981333333,127.2072,112.7928,96.9367999999,91.3514,100.180266667,93.8739333333,101.6216,145.045133333
217.46,159.999933333,92.5396666667,90.7935333334,117.301666667,106.508066667,89.2063333334,87.7776000001,94.7619333333,93.6508666666,88.4126666667,136.825333333
217.83,159.999933333,100.302933333,91.6667333333,118.788,112.727333333,87.2727333333,88.6362666667,104.8486,90.9090000001,89.3939333331,139.545333333
218.21,156.9524,82.0953333333,78.6666666666,112.952333333,106.857066667,68.9524666666,72.1904666666,102.285866667,73.1429999999,72.1903333333,140.5714
218.59,200.8,112.0,103.466666667,150.133333333,146.4,94.1333333333,108.8,135.2,98.9333333334,103.466666667,190.933333333
218.97,341.025666667,182.051133333,161.538466667,269.743466667,250.7694,159.487266667,208.205066667,241.538533333,150.2564,216.922866667,331.794733333
219.34,-390.833333333,-190.0,-165.833333333,-335.833333333,-309.166666667,-107.5,-255.833333333,-260.833333333,-86.6666666668,-208.333333333,-392.5
219.72,-105.454533333,-43.6364666667,-40.0001333333,-89.6969333333,-83.3333333335,-17.2727333333,-76.9696666667,-73.9392666665,-15.7575333334,-56.9696000001,-121.2122
220.10,-251.6666,-163.3332,-189.4444,-261.111,-237.7778,-119.4444,-231.1112,-208.3334,-116.666533333,-200.0,-308.888933333
220.47,-85.5071333333,-41.7390666666,-48.9855333333,-86.0869333333,-73.0434666667,-14.4927333333,-73.3333333333,-47.826,-11.5941333334,-49.5651333333,-124.927466667
220.85,-73.7778666667,-38.0,-56.6666666667,-81.7776666666,-67.7778666667,-28.6666666667,-73.1110666667,-45.7777333334,-19.7778000001,-56.889,-118.222266667
221.23,-101.333333333,-46.4,-75.7333333334,-111.2,-96.5333333333,-65.3333333335,-89.0666666668,-69.0666666668,-30.9333333335,-91.1999999999,-151.466666667
221.61,-37.8378,-12.6126,-33.6937333333,-45.2251333334,-41.9818666667,-23.4234666667,-39.6396,-19.8198,11.8918666666,-49.1890666667,-68.8289333333
221.98,-30.5556666667,-13.7038,-30.0000666666,-46.8519333333,-31.1111333333,-20.7407333333,-37.9630000001,-3.70366666666,12.0369333333,-59.4444,-65.1853333333
222.36,-40.1754666667,-25.0876666667,-24.3859333333,-42.9823333333,-25.2632,-24.035,-41.7543333334,-2.10526666666,5.7894666666,-60.5263333333,-60.1754
222.74,4.88880000002,26.0741333333,25.4814666667,4.7408,21.1852,16.4445333333,11.7035333333,37.4815333333,47.5555333334,-16.1480666667,-5.03699999998
223.11,-8.62740000001,11.9608000001,14.5097333334,0.19606666668,17.4509333334,-1.76466666666,0.392066666674,32.9413333334,41.9607333333,-36.0785333334,-17.8430666667
223.49,-43.2,-22.1333333333,-10.1333333333,-25.8666666667,-7.99999999992,-50.6666666665,-37.0666666666,-5.39997380145e-11,8.8,-87.4666666667,-55.2000000001
223.87,-55.0722666666,-33.6232666667,-10.145,-28.6955333333,-23.4783333334,-62.8986000001,-33.3333333333,1.73933333341,12.7536,-105.797133333,-50.1448666667
224.24,-42.5000666667,-23.6111333333,23.6110666666,-6.66666666668,-24.7222666666,-47.7778000001,-17.2221333333,12.7777333333,30.5555333335,-95.5556666666,-38.6111999999
224.62,-169.091066667,-95.1514000001,-15.1514666667,-67.8788,-133.9394,-181.818266667,-110.909133333,-56.9697333335,3.63633333334,-281.818266667,-125.454466667
225.00,-97.4359333334,-34.8718666667,43.077,-10.7693333333,-79.9999333334,-104.1026,-35.8974,1.53846666666,73.8461333333,-175.897333333,-46.1540666667
225.38,20.2468666667,35.5555333333,89.3826666665,66.6667333333,26.6666666668,24.9381333333,46.4196,74.3210000001,100.740733333,-15.8025333333,44.4443999999
225.75,20.3174666667,53.0159333333,108.254133333,75.8730666667,30.4761999999,33.3333333333,72.6983999999,91.1111333334,126.349133333,-8.57139999994,58.4126666667
226.13,-4.36793333333,23.6782,54.2529333333,40.6896666667,-4.8275333334,10.1149333333,44.5976,41.3794000001,76.5516666667,-4.13779999999,26.4367333333
226.51,-15.3154,13.6936,25.7658666667,14.5946666667,-14.5945333333,-6.48653333333,29.91,26.1262,54.0540666667,-6.12606666667,23.4233333333
226.88,-22.4359333333,-3.58973333334,3.718,3.20506666665,-22.6922666667,-6.79500000003,15.8973333333,13.5895333333,24.6152666667,-1.02566666669,7.94873333332
227.26,-20.0000666667,-2.64546666665,5.60833333334,2.75133333333,-16.7196,-0.211600000007,14.1798666667,13.4391333333,15.2381333333,5.39686666666,10.5820666667
227.64,-4.35373333333,10.1359333333,12.517,11.0203333333,0.20413333332,13.7414666667,20.6123333333,20.4082,20.5442,15.1700666667,17.551
228.01,2.33840000001,13.3334,13.831,11.7412666667,5.52240000002,13.3332666667,18.2586,17.6118666666,17.2636,17.6119333333,16.7662
228.39,12.1042666667,21.974,18.1378,20.1489333333,17.2066,20.596,23.5755333333,23.7243333333,22.6069333333,26.2198,25.6609333333
228.76,14.6105333333,21.4329333333,18.7851333333,20.1869333333,17.6947333333,21.5576666667,23.1774,23.084,21.6821333333,25.6698666667,25.0155333333
229.14,16.6382666667,22.1083333333,20.7692,20.1140666667,20.228,21.3958666667,23.02,22.5356666667,21.0540666667,26.3532666667,26.8090666666
229.52,12.0608,18.4785333333,14.7717333333,14.6612,15.74,16.9018,16.7912666667,16.0443333333,14.7717333333,20.9682,22.7108666667
229.89,14.4680666667,19.5982666667,16.5011333333,17.0449333333,17.9196,19.2671333333,17.5414,17.565,15.5556,21.8204,24.0425333334
230.27,20.6604666666,24.7884,22.3528,22.8896666667,24.2312666667,24.4788666667,22.8895333333,23.2816666667,20.9496,25.903,29.3292666666
230.65,20.8836,23.2129333333,21.7470666667,21.7268666667,23.0120666667,23.1125333333,20.9638666667,21.7469333333,19.0161333333,22.7510666667,26.6264666667
231.02,22.6422666667,23.6992666667,22.4388666667,20.7316666667,24.1666666667,22.9878666667,19.7968666667,21.992,19.3699333333,22.1138666667,28.1300666667
231.40,23.3142,24.4252,23.0076,20.7664666667,24.6744,22.9309333333,20.4214666667,22.7202,20.728,21.8775333333,28.0843333333
231.78,23.4986,24.3926,23.2458666667,21.2439333333,24.8008666667,23.0320666667,20.4081333333,23.0322666667,21.3606,22.5849333333,28.7268666667
232.15,23.9170666667,24.6884666667,23.1650666667,22.4924666667,25.2621333333,23.9564666667,20.7122666667,23.8972,21.9585333333,22.8487333333,28.3878
232.53,22.3529333333,21.6510666667,21.8577333333,19.4013333333,22.6006,22.4148666667,17.2963333333,21.1351333333,19.0506,19.257,25.1600666667
232.90,22.4224,21.2862,21.6719333333,18.7994666667,22.9153333333,21.5648666667,15.9700666667,21.2004,19.4427333333,18.7352666667,25.1234
233.28,18.8018,17.2984,17.7994666666,16.9716,19.3682,19.3900666667,12.9848,17.9956666667,16.0567333333,15.1634666667,20.7406666667
233.66,18.1799333333,15.5979333333,18.3069333333,16.7831333333,19.0687333333,18.7724666667,13.0582,18.0318,15.8732,14.053,19.8518666666
234.03,13.4884666667,10.4984666667,13.599,11.6722,13.9979333333,13.7762666667,8.37206666667,12.3808666667,12.5136666667,8.61573333333,15.2381333333
234.41,6.61953333333,3.7456,6.61946666666,5.55926666667,7.3734,7.42046666666,1.83746666667,5.112,5.91293333333,1.67246666667,9.47006666667
234.78,5.33786666667,2.90533333333,5.45053333333,6.01346666667,6.77926666667,8.22079999998,3.1306,5.15766666666,6.50900000001,2.99546666666,9.84226666666
235.16,-0.221399999998,-2.96793333333,0.044266666666,2.87926666667,0.863933333334,3.8982,0.221333333334,1.6168,2.08200000001,-1.48393333333,4.03079999999
235.54,-0.698066666666,-3.91886666667,-0.675733333334,2.97293333333,-0.563199999999,4.25673333333,0.4278,1.17106666667,1.64413333332,-1.7342,3.31086666667
235.91,0.704199999998,-2.8164,0.858133333334,4.29046666666,1.1222,6.44666666667,2.53026666667,2.88219999999,3.19033333333,-1.5182,4.35633333333
236.29,-1.3376,-4.6604,-0.397066666668,1.29573333333,-0.564133333334,5.07833333333,1.75553333333,1.6092,2.27793333334,-3.1348,3.30193333333
236.66,-3.1776,-5.69046666667,-1.26686666667,0.187066666668,-1.7654,4.1122,1.47446666667,1.88993333333,1.4954,-3.11526666667,2.38833333333
237.04,-1.8052,-4.0206,-0.5334,1.21033333333,-0.676933333333,6.8514,3.22046666667,4.10253333333,1.82566666667,-1.6,3.22046666667
237.41,1.23753333333,-0.279466666667,1.51706666667,3.83233333333,2.19573333334,10.2196,5.7884,7.52499999999,4.3314,1.45713333333,6.78633333333
237.79,6.6666666e-05,-0.624933333334,0.984933333333,2.78413333333,1.91286666667,9.88633333334,5.24620000001,6.98853333333,3.88253333334,2.02653333333,5.87126666666
238.17,1.4754,1.20226666667,3.71586666667,4.11653333334,4.09840000001,11.9126,6.72126666667,9.27146666667,4.754,4.3898,7.34039999999
238.54,3.246,3.33333333333,4.78193333333,4.1536,4.38046666666,13.1588666667,7.08560000001,10.0873333333,5.60213333333,6.16053333333,7.76606666666
238.92,3.2314,3.41826666667,3.77546666667,2.78913333333,3.3162,12.0578666667,5.47613333333,8.82666666666,4.37073333333,5.28913333333,6.87079999999
239.29,6.19613333333,6.79206666667,6.32153333333,4.62746666667,6.00793333334,12.8470666667,6.98033333333,9.91379999999,6.41573333334,7.38826666667,9.01960000001
239.67,6.60986666667,7.59066666667,5.81379999999,4.97499999999,6.354,12.4093333334,7.81806666665,9.92186666666,6.9792,7.78973333333,9.63753333333
240.04,7.49686666666,8.83020000001,7.16980000001,6.7044,7.03153333333,12.8932666667,8.51580000001,10.6667333333,7.8616,8.61646666666,11.2326666667
240.42,9.37966666667,9.93353333333,8.1948,8.66013333333,8.44973333333,13.8205333333,9.60133333333,11.9601333333,8.73746666667,9.76740000001,12.9456666666
240.79,10.3142666667,10.8000666667,8.96186666666,9.89513333333,9.71426666665,14.0762,11.1047333334,12.5047333333,9.6952,10.6094666667,14.0094666667
241.17,9.09846666667,9.66093333334,8.55246666667,8.99906666666,8.81726666667,12.8783333333,10.4219333333,11.2160666667,8.85853333333,9.51193333334,13.1515333333
241.54,7.054,8.0968,6.59226666667,7.0094,7.0018,10.6444,8.80446666667,9.51226666667,7.35926666668,7.5232,11.4264666667
241.92,8.15426666667,8.7274,6.8304,7.55366666667,7.46493333333,11.0748666667,9.27326666665,9.62120000001,7.41726666666,7.6902,12.0096
242.29,8.02146666667,8.4076,6.2678,7.15433333333,7.37566666666,10.5665333333,9.09146666666,9.45866666667,7.15413333333,7.23013333333,11.4276
242.67,8.35573333333,8.86113333333,6.90453333333,7.63006666667,8.15346666667,10.8534,9.52126666668,9.9316,7.71946666666,7.3566,11.6978666666
243.05,9.07493333333,9.74653333333,8.04446666667,8.59106666666,9.0578,11.8531333333,10.629,10.9992,8.8414,8.2494,12.4736666667
243.42,8.93153333333,9.71766666667,8.18386666667,8.49953333333,9.05319999999,12.2536666667,10.9357333333,10.9746666667,9.02553333333,8.372,12.4861333333
243.80,8.53893333333,9.16126666666,8.0898,8.30093333333,8.9664,12.1861333333,10.4924666667,10.6764666667,8.76626666667,7.987,12.1156666667
244.17,7.56026666667,7.95026666667,7.14866666667,7.17573333333,8.19926666667,11.0804666667,9.69400000001,10.0135333333,7.78233333334,7.2082,10.9451333333
244.55,6.26653333333,6.5748,6.26653333333,5.73126666667,7.2018,9.9324,8.60233333333,8.82406666667,6.78553333333,5.93673333333,9.70526666667
244.92,5.03913333333,5.45646666667,5.3364,4.68433333333,6.0198,8.84186666667,7.3032,7.54306666667,5.89466666667,4.841,8.38286666667
245.30,4.98326666667,5.2726,5.15686666667,4.73706666666,5.88993333333,8.69293333333,7.12006666667,7.2554,6.09266666667,4.68893333333,8.36966666667
245.67,5.55926666666,5.49253333333,5.79946666667,5.297,6.1684,9.11266666667,7.61393333333,7.5206,6.46213333333,5.3102,8.41446666667
246.05,4.81153333333,4.7218,5.20706666667,4.6974,5.415,8.4934,7.05406666667,6.96433333333,6.03046666667,4.92153333333,7.7024
246.42,4.6382,4.55966666667,5.00173333333,4.6756,4.98673333333,8.3354,6.86913333333,6.76413333333,5.9466,4.9268,7.709
246.79,4.33606666667,4.16666666667,4.59546666667,4.4708,4.65426666667,8.00126666667,6.6424,6.56293333333,5.7124,4.7546,7.47573333333
