wavelength,Back_DigBrum,Belly_DigBrum,Breast_DigBrum,Crissum_DigBrum,Crown_DigBrum,DorTail_DigBrum,Patch10_DigBrum,Patch11_DigBrum,Rump_DigBrum,Throat_DigBrum,WingTip_DigBrum
335.74,4.70713333333,4.61946666667,4.43106666667,5.12726666667,4.91793333333,6.08466666667,16.9582666667,15.0344,9.87026666667,4.54693333333,5.865
336.11,4.60666666667,4.53046666667,4.3062,4.99373333333,4.68146666667,5.9366,16.8477333333,14.8905333333,9.78080000001,4.48213333333,5.784
336.47,4.3444,4.24233333333,3.94086666667,4.66346666667,4.3938,5.58573333333,16.5718666667,14.7027333333,9.45646666667,4.21333333333,5.55073333333
336.84,4.35533333333,4.2772,4.06193333333,4.69353333333,4.46366666667,5.56946666667,16.6796666667,14.8251333333,9.49846666668,4.25273333333,5.6158
337.21,4.26626666667,4.1168,4.02366666667,4.62686666667,4.37406666667,5.506,16.6703333333,14.7812,9.37446666667,4.23473333333,5.562
337.57,4.42266666667,4.172,4.00853333333,4.68013333333,4.41413333333,5.58246666667,16.7258666667,14.8032666667,9.45433333333,4.28746666667,5.6892
337.94,4.28993333333,4.05273333333,3.76193333333,4.55986666667,4.26893333333,5.39146666667,16.5416,14.6776666667,9.33140000001,4.07246666667,5.43246666667
338.31,4.34353333333,4.09953333333,3.7442,4.6634,4.2546,5.35846666667,16.6053333333,14.8009333333,9.369,4.10373333333,5.4374
338.67,4.63066666667,4.35126666667,4.00586666667,4.9592,4.5338,5.62766666667,16.953,15.1488,9.68126666666,4.36113333333,5.71886666667
339.04,4.64993333333,4.38273333333,3.99146666667,4.91713333333,4.57026666667,5.6794,16.9582666667,15.1934,9.73506666667,4.3254,5.7856
339.40,4.58093333333,4.3496,3.9022,4.8668,4.51553333333,5.57926666667,16.8869333333,15.2042,9.65293333333,4.2228,5.72573333333
339.77,4.42506666667,4.1948,3.77713333333,4.74826666667,4.4208,5.44446666667,16.75,15.1851333333,9.47559999999,4.04206666667,5.68726666667
340.14,4.5992,4.3092,3.88033333333,4.87413333334,4.5718,5.54906666666,16.892,15.3402,9.63980000001,4.08806666667,5.78553333333
340.50,4.73606666667,4.4126,3.98686666667,5.03066666667,4.7454,5.68973333333,17.0487333333,15.4510666666,9.8882,4.2162,5.97626666667
340.87,4.70673333333,4.3838,3.90506666667,4.92653333333,4.72706666667,5.62213333333,17.0392,15.5565333333,9.89353333333,4.19126666667,5.98706666667
341.23,4.8722,4.60446666667,4.10813333333,5.05673333333,4.96193333333,5.79153333333,17.131,15.734,10.1498666667,4.30873333333,6.13546666667
341.60,4.87126666667,4.61333333333,4.12653333333,5.06946666666,5.00966666667,5.80346666667,17.1527333333,15.8255333333,10.2214666667,4.31286666667,6.1334
341.96,4.79493333333,4.56346666667,4.152,4.9536,4.9934,5.7446,17.2514,15.8954666667,10.1839333333,4.25273333333,6.1296
342.33,4.7674,4.53826666667,4.1462,4.8586,5.00973333334,5.71186666667,17.2346,15.8798666667,10.0546666667,4.15386666667,6.14053333333
342.70,4.61753333333,4.42773333333,4.04033333333,4.787,4.91406666667,5.6338,17.1105333333,15.8262,9.91286666666,4.093,6.06613333333
343.06,4.5862,4.40326666667,4.05266666667,4.84713333333,4.90646666667,5.61873333333,17.0492666667,15.8602666667,9.90606666667,4.10306666667,6.0652
343.43,4.49413333333,4.33253333333,3.9546,4.78366666667,4.81113333333,5.55426666667,17.0743333333,15.7694,9.87699999999,4.00453333333,5.906
343.79,4.7172,4.55233333333,4.1408,4.98453333333,5.06873333333,5.7254,17.2788,15.931,10.1788666667,4.23733333333,6.07453333333
344.16,4.74306666667,4.62253333333,4.2246,5.03373333333,5.1724,5.855,17.4144,16.0334666666,10.2544,4.34033333333,6.13113333333
344.52,4.61326666667,4.50466666667,4.1414,4.90393333334,5.01266666667,5.75713333333,17.3897333334,16.0070666667,10.165,4.1914,5.94833333333
344.89,4.55233333333,4.5358,4.18406666667,4.9394,4.98173333333,5.751,17.3488,15.863,10.1015333333,4.1038,5.84893333333
345.25,4.59393333333,4.59153333334,4.1852,5.02253333333,4.9676,5.7802,17.4050666667,15.9026666667,10.1118666667,4.15253333333,5.8656
345.62,4.68926666667,4.70653333333,4.31573333333,5.10433333334,5.00006666667,5.83513333333,17.5296,15.9964,10.196,4.2298,5.89993333333
345.99,4.7756,4.84933333333,4.43793333333,5.2436,5.09446666667,6.0134,17.7064,16.1436,10.4006666667,4.4068,5.98813333333
346.35,4.7422,4.89626666667,4.4456,5.28553333333,5.15006666667,6.12086666667,17.8056666667,16.2704,10.5295333333,4.5232,5.99813333333
346.72,4.61533333333,4.7702,4.31953333333,5.1314,4.98573333333,5.97126666667,17.7144,16.143,10.4826666667,4.3836,5.8
347.08,4.6234,4.86613333333,4.36773333333,5.17793333333,5.042,6.04533333333,17.9110666667,16.2615333333,10.6065333333,4.49446666667,5.8638
347.45,4.80313333333,5.0962,4.57746666667,5.35386666666,5.21386666666,6.17946666667,18.0942666667,16.5037333333,10.7994,4.7268,6.05953333333
347.81,4.701,5.0166,4.43486666667,5.2884,5.10153333333,6.097,18.0448666667,16.4893333334,10.6984,4.6158,5.98473333333
348.18,4.57006666667,4.8088,4.25166666667,5.09846666667,4.8718,5.8778,17.9033333333,16.4896666667,10.5214666667,4.4356,5.82326666667
348.54,4.7246,4.97,4.44006666666,5.3064,5.01933333333,5.97653333333,18.0048666667,16.6703333333,10.6266,4.63126666667,6.02353333333
348.91,4.74046666667,4.96606666667,4.346,5.29433333333,5.01573333333,5.9204,18.0312666666,16.7687333333,10.663,4.69673333334,6.0478
349.27,4.70846666667,4.91153333333,4.2728,5.26553333333,4.97886666667,5.8534,18.0004666667,16.7953333333,10.6302,4.64233333333,6.06473333333
349.64,4.6918,4.9214,4.24193333333,5.31713333333,5.04253333333,5.93313333333,18.0027333333,16.8603333334,10.6435333333,4.6612,6.17306666667
350.00,4.88813333333,5.0762,4.3096,5.504,5.18953333333,6.0122,17.9737333333,16.9360666667,10.6795333333,4.77006666667,6.41306666667
350.37,4.79673333333,5.0234,4.17933333333,5.42246666667,5.08053333333,5.85713333333,17.8848,16.8568,10.5656,4.63526666667,6.26306666667
350.73,4.8896,5.11773333333,4.29733333333,5.52346666667,5.20666666666,5.97646666666,17.9774666667,17.0036666667,10.6839333333,4.75833333333,6.37293333333
351.10,4.7646,4.956,4.136,5.35433333333,5.04873333333,5.8182,17.798,16.9106666667,10.5370666667,4.56893333333,6.23026666667
351.46,4.73686666667,4.86726666667,4.11753333333,5.3258,5.05973333333,5.79466666667,17.7068,16.8529333333,10.5476,4.515,6.216
351.83,4.827,5.01593333333,4.3016,5.49886666667,5.17586666667,5.8982,17.8432,17.0542666666,10.7082666667,4.7134,6.36513333334
352.19,4.93293333333,5.14786666667,4.42366666667,5.6762,5.383,6.07046666667,17.9396666667,17.1764,10.8840666667,4.8616,6.5018
352.55,4.8218,5.04033333333,4.29833333334,5.53393333333,5.33726666667,6.00193333333,17.8314666667,17.0486,10.7928666667,4.71573333333,6.38186666667
352.92,4.90566666667,5.08353333333,4.4244,5.57226666667,5.4512,6.14853333333,17.8788666667,17.1097333333,10.8521333333,4.779,6.42553333333
353.28,4.8562,5.0688,4.45173333333,5.50153333333,5.4582,6.14773333333,17.8939333333,17.1752666667,10.8647333333,4.79373333333,6.37746666666
353.65,4.87433333333,5.11833333334,4.5182,5.50826666667,5.52853333333,6.12006666667,17.9273333333,17.2442666667,10.9100666667,4.86033333333,6.29793333333
354.01,4.72466666667,5.0172,4.49433333333,5.4014,5.44893333333,6.05833333333,17.9560666667,17.2214666667,10.8799333333,4.78566666667,6.1698
354.38,4.95953333333,5.1758,4.74553333334,5.661,5.66933333333,6.25606666667,18.1760666667,17.3691333333,11.0604666667,5.0104,6.4204
354.74,5.06093333333,5.25826666667,4.80573333333,5.71073333333,5.74033333333,6.28546666667,18.2580666667,17.4538666667,11.1003333333,5.04786666667,6.47846666667
355.11,5.25373333333,5.39913333333,4.98306666667,5.88953333333,5.92446666666,6.43586666666,18.4606,17.6517333333,11.2426666667,5.24273333333,6.608
355.47,5.13886666667,5.3436,4.90586666667,5.86746666667,5.851,6.37486666667,18.4613333333,17.6231333333,11.1406,5.16833333333,6.56173333333
355.83,5.08606666667,5.2632,4.82193333333,5.80033333333,5.77633333333,6.31546666667,18.3822,17.5808666667,11.0424666667,5.07173333333,6.46273333333
356.20,5.0964,5.31326666666,4.83026666667,5.8032,5.73993333333,6.2982,18.4352666667,17.5746,11.0215333333,5.06066666667,6.47673333333
356.56,5.05186666667,5.29393333334,4.7994,5.77646666667,5.66713333333,6.31673333333,18.4584666667,17.6155333333,10.989,5.04153333333,6.45693333334
356.93,5.02293333333,5.2422,4.786,5.7598,5.6006,6.26973333333,18.4704,17.6575333333,10.9563333333,5.0586,6.42986666667
357.29,5.0756,5.28233333333,4.8008,5.82986666667,5.6094,6.31426666667,18.528,17.7165333333,11.0264,5.13706666667,6.4318
357.66,5.02386666667,5.19353333333,4.7366,5.79853333333,5.5182,6.27766666667,18.4865333333,17.7165333334,10.9998666667,5.08106666667,6.4052
358.02,5.0808,5.18733333333,4.74533333333,5.77953333333,5.5278,6.2856,18.5003333333,17.7504,11.009,5.06766666667,6.3594
358.38,4.98133333333,5.0754,4.62006666667,5.62106666667,5.38426666667,6.19306666667,18.4017333333,17.7653333333,10.915,4.90986666667,6.19913333333
358.75,4.90633333333,5.01586666667,4.5526,5.54026666667,5.30893333333,6.15906666667,18.3560666667,17.7656,10.8433333333,4.8672,6.14726666667
359.11,4.82766666667,4.99853333333,4.51613333333,5.48346666667,5.24393333333,6.0764,18.31,17.7262666667,10.8077333333,4.78673333333,6.11733333334
359.48,5.00013333333,5.20773333333,4.7306,5.6514,5.42273333333,6.26706666667,18.5052666667,17.985,10.992,4.96053333333,6.2744
359.84,5.121,5.33806666667,4.83853333333,5.74966666667,5.55693333333,6.39166666667,18.6388666666,18.1260666667,11.0891333333,5.094,6.36
360.20,5.14413333333,5.32593333333,4.8454,5.756,5.57666666667,6.3956,18.6308666667,18.1631333333,11.1206666667,5.08946666667,6.3678
360.57,5.18426666667,5.36826666667,4.88793333333,5.82633333333,5.61826666667,6.422,18.6740666667,18.2243333333,11.1678,5.09526666667,6.37413333333
360.93,5.21786666667,5.41333333333,4.91366666667,5.87626666667,5.66893333334,6.43513333333,18.724,18.2982666667,11.2072666667,5.10013333333,6.42273333333
361.29,5.18393333333,5.38713333333,4.8806,5.82573333333,5.65166666667,6.37433333333,18.6634,18.2434,11.1408666667,5.01046666667,6.38913333333
361.66,5.25566666667,5.44786666667,4.9208,5.85066666666,5.6822,6.40073333333,18.7012666667,18.2977333333,11.1573333333,5.00633333333,6.40086666666
362.02,5.19513333333,5.4296,4.8774,5.866,5.65093333333,6.35373333333,18.6701333333,18.3114,11.1151333333,4.9642,6.37666666667
362.39,5.23433333333,5.4812,4.9186,5.8938,5.65446666667,6.33586666667,18.7114,18.3606,11.1685333333,5.00673333334,6.4282
362.75,5.223,5.47566666667,4.89373333333,5.87946666667,5.61006666667,6.30233333333,18.7285333333,18.3744666667,11.1698666667,4.96393333333,6.3844
363.11,5.256,5.5428,4.9402,5.94026666667,5.639,6.38346666667,18.7888,18.4856,11.2087333333,5.00393333333,6.3926
363.48,5.18013333333,5.4398,4.8284,5.8612,5.5212,6.28946666667,18.689,18.3823333333,11.1342,4.9364,6.3092
363.84,5.02066666667,5.29406666667,4.67033333333,5.7112,5.35753333333,6.15946666667,18.5766,18.2604,11.0194,4.75893333333,6.16613333333
364.20,5.03406666667,5.3204,4.6742,5.75973333333,5.35546666667,6.17013333333,18.6529333333,18.3099333333,11.0275333333,4.78733333333,6.1264
364.57,5.05033333333,5.37773333333,4.73626666667,5.80853333333,5.42173333333,6.1792,18.7179333333,18.4030666667,11.0898,4.85993333333,6.15913333333
364.93,4.94373333334,5.30506666667,4.65046666667,5.72946666666,5.29753333333,6.05826666667,18.6558666667,18.3603333334,11.0027333333,4.7368,6.06433333334
365.29,5.00933333333,5.42233333333,4.77226666666,5.8208,5.37313333333,6.16686666667,18.7495333333,18.4571333333,11.0918666667,4.85193333333,6.14693333333
365.66,5.0512,5.5228,4.8734,5.90993333333,5.43373333333,6.20373333333,18.8613333333,18.5074666667,11.1816,4.93833333333,6.25073333334
366.02,5.07553333333,5.50626666667,4.85433333333,5.86993333334,5.39493333333,6.19473333333,18.8675333333,18.5108666667,11.1924,4.9564,6.26026666667
366.38,4.96726666667,5.42446666667,4.77626666667,5.79353333333,5.3416,6.1366,18.7703333333,18.4169333333,11.0787333333,4.87026666667,6.13033333333
366.75,4.90206666666,5.37646666666,4.75446666667,5.7592,5.3428,6.08633333333,18.7246666667,18.4038666667,11.0501333333,4.88153333333,6.11773333333
367.11,4.87546666667,5.30993333333,4.72193333333,5.68926666667,5.28786666666,5.98113333333,18.6305333333,18.3064,10.9762666667,4.833,6.09853333333
367.47,4.9082,5.31926666667,4.71346666667,5.65373333333,5.272,5.98893333333,18.6542,18.3584666667,10.9911333334,4.81293333333,6.09706666667
367.84,4.9986,5.3784,4.82213333333,5.7322,5.3374,6.00513333333,18.7630666667,18.4562,11.0726666667,4.91,6.22186666667
368.20,4.9558,5.3846,4.82386666667,5.685,5.3324,5.97066666667,18.7194,18.4600666667,11.0626666667,4.869,6.2428
368.56,5.01386666667,5.41086666667,4.80126666667,5.70146666667,5.368,6.00106666667,18.7496,18.5115333333,11.0672,4.89206666667,6.28733333333
368.93,5.0014,5.3978,4.77953333333,5.71213333333,5.37253333333,6.0358,18.7808666666,18.5156,11.0782666667,4.92626666667,6.2404
369.29,4.97633333333,5.31006666666,4.70413333333,5.70833333333,5.29913333333,5.93086666667,18.7732,18.5066,11.0433333333,4.8418,6.1874
369.65,4.95353333333,5.25526666667,4.63,5.69266666667,5.28893333333,5.90966666667,18.747,18.5001333333,10.9846666667,4.843,6.14713333333
370.01,4.95726666667,5.25913333333,4.6258,5.75086666667,5.2638,5.90733333333,18.7815333333,18.4975333333,10.9866666667,4.83266666666,6.10246666667
370.38,5.12633333333,5.40393333334,4.772,5.92193333333,5.41413333333,6.0746,18.94,18.7080666667,11.1564,4.99226666666,6.27886666667
370.74,5.30033333333,5.54553333333,4.92793333333,6.1148,5.5622,6.2568,19.1405333333,18.8841333333,11.3532,5.12253333333,6.43226666667
371.10,5.42973333333,5.68226666667,5.0472,6.27653333333,5.72459999999,6.402,19.2606,19.0315333333,11.4986,5.28766666667,6.57066666667
371.46,5.4048,5.7084,5.05213333333,6.30906666667,5.70453333333,6.39826666667,19.2581333333,19.0574666667,11.4851333333,5.27026666667,6.54886666667
371.83,5.3458,5.71953333333,5.02206666667,6.328,5.68233333333,6.37573333333,19.2094,19.0460666667,11.4277333333,5.2346,6.48986666667
372.19,5.21853333333,5.57513333333,4.9212,6.22173333333,5.573,6.25206666667,19.1028,18.9234,11.2957333333,5.131,6.38113333333
372.55,5.17173333334,5.5616,4.90146666667,6.1938,5.53953333333,6.21513333333,19.0733333333,18.8802,11.2596,5.07406666667,6.30833333333
372.92,5.34053333333,5.68833333333,5.05693333333,6.34173333333,5.72146666667,6.33806666667,19.1977333333,19.0216666667,11.3825333333,5.22113333333,6.42566666667
373.28,5.34786666667,5.6952,5.06693333333,6.29426666667,5.77326666667,6.3716,19.22,19.0419333333,11.3604,5.21466666667,6.43926666667
373.64,5.255,5.62413333333,4.9944,6.2146,5.69380000001,6.31686666666,19.2231333333,19.0406666667,11.3436666667,5.1084,6.3816
374.00,5.14986666667,5.57953333333,4.91486666667,6.09806666667,5.64853333334,6.251,19.1376666667,19.0229333333,11.2626,5.04393333333,6.33446666666
374.37,5.07673333333,5.50953333333,4.85913333333,6.0022,5.60619999999,6.1848,19.1028666667,18.9578666667,11.2109333333,4.9734,6.2888
374.73,5.06366666667,5.509,4.86993333333,6.003,5.62213333333,6.15386666666,19.1013333333,18.9752,11.1506666666,4.94473333333,6.27793333333
375.09,5.02493333333,5.445,4.81853333333,5.96773333333,5.54826666667,6.11166666667,19.1053333333,18.9733333333,11.1159333333,4.86433333333,6.1756
375.45,5.06033333333,5.4656,4.87806666667,6.02353333333,5.59506666667,6.13833333333,19.1894666666,19.0909333333,11.1655333333,4.8992,6.18733333333
375.81,5.12173333333,5.49146666667,4.90313333333,6.04526666667,5.66806666667,6.20666666666,19.2262,19.1060666667,11.2435333333,4.9368,6.26526666667
376.18,5.2406,5.59153333334,4.9944,6.1552,5.80239999999,6.27926666667,19.3311333333,19.2546,11.3462666667,5.0548,6.33366666666
376.54,5.29,5.60746666667,5.063,6.17333333333,5.84326666666,6.32166666667,19.361,19.3196666667,11.3982666667,5.121,6.37093333333
376.90,5.23873333333,5.574,4.98213333333,6.07286666667,5.76386666667,6.2456,19.3172,19.2922666667,11.3858666667,5.02413333333,6.325
377.26,5.25533333333,5.63346666667,5.05953333333,6.1508,5.808,6.28073333333,19.3942666667,19.3755333333,11.498,5.12226666667,6.35253333333
377.63,5.36626666667,5.73206666667,5.1826,6.24653333333,5.89666666666,6.34673333333,19.4486,19.4314,11.5917333333,5.22666666667,6.42133333333
377.99,5.4616,5.80446666667,5.3152,6.3668,6.01966666666,6.4106,19.5246,19.5068666667,11.6686666667,5.31013333333,6.5234
378.35,5.46646666667,5.82333333333,5.32213333333,6.4046,6.03606666667,6.39646666667,19.5286666667,19.4902666667,11.6595333333,5.3358,6.5148
378.71,5.3788,5.76386666667,5.2156,6.32266666667,5.93893333334,6.3324,19.4342666667,19.4177333333,11.5845333333,5.2742,6.4372
379.07,5.32146666667,5.7402,5.2042,6.312,5.93379999999,6.3002,19.4632666667,19.3838666667,11.5726,5.28333333333,6.4282
379.44,5.34633333334,5.74233333333,5.193,6.277,5.94793333334,6.29593333333,19.4536,19.3389333333,11.5693333333,5.2874,6.43886666667
379.80,5.31913333333,5.71753333333,5.16253333333,6.22166666667,5.90293333333,6.23133333334,19.4542666667,19.4018666667,11.5363333333,5.262,6.35846666667
380.16,5.30533333333,5.7138,5.12066666667,6.17613333333,5.8474,6.23006666667,19.4438,19.3557333333,11.5348666667,5.25393333333,6.34833333333
380.52,5.3002,5.71826666667,5.087,6.19546666667,5.80700000001,6.21626666667,19.4225333333,19.3899333333,11.5300666667,5.2396,6.3378
380.88,5.29306666667,5.73686666667,5.10486666667,6.2326,5.79546666666,6.2508,19.4569333333,19.4319333333,11.5614,5.2936,6.36413333333
381.24,5.33073333333,5.7342,5.09466666667,6.24193333333,5.77000000001,6.26066666667,19.4759333333,19.4651333333,11.5358,5.2792,6.39973333333
381.61,5.2936,5.73393333333,5.09033333333,6.24006666667,5.75493333333,6.2814,19.5317333333,19.5810666666,11.5549333333,5.2424,6.404
381.97,5.36006666667,5.76133333333,5.12446666667,6.2916,5.77459999999,6.35773333333,19.6219333333,19.6774666667,11.623,5.31713333333,6.45026666667
382.33,5.4318,5.8314,5.19926666667,6.37873333333,5.82560000001,6.43353333333,19.7222,19.8247333333,11.7176,5.35886666667,6.51173333333
382.69,5.484,5.87086666667,5.27486666667,6.4328,5.87533333333,6.46426666666,19.8093333333,19.9209333333,11.821,5.37826666667,6.54806666666
383.05,5.5256,5.91413333333,5.2806,6.43946666667,5.91540000001,6.50653333333,19.7812666667,19.9747333333,11.8606,5.36453333333,6.5862
383.41,5.52933333333,5.91726666667,5.29966666667,6.44593333333,5.95446666668,6.49726666667,19.7889333333,20.0027333333,11.8876,5.3732,6.60946666667
383.77,5.5648,5.96053333333,5.36246666667,6.51913333333,5.97966666667,6.5392,19.8482,20.0117333333,11.9234666667,5.41266666666,6.64586666667
384.14,5.60866666667,5.98013333333,5.44746666667,6.59073333334,6.022,6.58586666667,19.928,20.1486666667,11.9833333333,5.44273333333,6.67433333333
384.50,5.63406666667,5.97666666667,5.47493333334,6.59246666667,6.05053333334,6.574,19.98,20.1261333333,11.9915333333,5.47,6.67913333333
384.86,5.60246666667,5.95113333333,5.44486666667,6.56613333333,6.02706666667,6.5426,19.9201333333,20.0910666667,11.9618666667,5.40106666667,6.64693333333
385.22,5.5388,5.95433333333,5.44846666667,6.55113333333,6.03599999999,6.50073333333,19.9154,20.0886666667,11.9477333333,5.38293333333,6.61993333333
385.58,5.51486666667,5.9466,5.4088,6.511,6.01753333334,6.46753333333,19.8428666667,20.0198,11.8888666667,5.37613333333,6.58873333333
385.94,5.48346666667,5.96486666667,5.38713333333,6.50373333333,6.01100000001,6.42806666667,19.8626666666,20.0224666667,11.9016,5.33473333333,6.56826666667
386.30,5.4048,5.88113333333,5.32106666667,6.40113333333,5.92266666667,6.3214,19.7944,19.9411333333,11.8202,5.27226666667,6.4868
386.66,5.3974,5.9138,5.34886666667,6.3994,5.93346666667,6.3146,19.8008,19.9521333334,11.7992666667,5.28493333333,6.5098
387.03,5.36226666667,5.8848,5.35126666667,6.39426666667,5.89673333333,6.27173333334,19.8364666667,19.9542666667,11.8058,5.27353333333,6.44633333333
387.39,5.22333333333,5.7392,5.23466666667,6.29453333333,5.75726666667,6.14326666667,19.7351333333,19.867,11.6686666667,5.15486666667,6.31553333333
387.75,5.19293333333,5.713,5.22126666667,6.27633333333,5.73346666667,6.1104,19.7453333333,19.8772,11.6765333333,5.1342,6.2952
388.11,5.1222,5.6802,5.1682,6.22346666667,5.68173333333,6.0358,19.6762,19.8163333333,11.6298666667,5.09646666667,6.24466666667
388.47,5.09533333333,5.69613333333,5.18533333333,6.2324,5.66340000001,6.01373333333,19.6917333333,19.8499333333,11.6504,5.08113333333,6.25033333333
388.83,5.1054,5.7106,5.2282,6.26586666666,5.70653333334,6.03066666667,19.7427333333,19.8821333333,11.6533333333,5.10993333333,6.2704
389.19,5.14846666667,5.73633333333,5.2542,6.30486666667,5.73453333333,6.08166666667,19.8012666667,19.9844,11.67,5.14566666667,6.28026666667
389.55,5.1324,5.715,5.2246,6.28506666667,5.72800000001,6.04613333334,19.7722,19.9742,11.6638666667,5.10313333333,6.2426
389.91,5.12813333333,5.71406666667,5.21326666667,6.25713333333,5.69853333333,6.047,19.7442,19.9857333333,11.6410666667,5.08293333333,6.2032
390.27,5.1648,5.76106666667,5.23993333333,6.29666666667,5.73679999999,6.0996,19.8016,20.0379333333,11.712,5.10586666667,6.2504
390.63,5.17253333334,5.72446666667,5.2032,6.29113333333,5.71153333334,6.07146666667,19.796,20.0235333333,11.731,5.11713333333,6.23146666667
391.00,5.24346666667,5.78593333333,5.25586666667,6.3266,5.78099999999,6.1212,19.8380666667,20.1065333333,11.7822,5.1798,6.29886666667
391.36,5.36806666667,5.94726666667,5.3658,6.4406,5.91200000001,6.24793333333,19.9478,20.2143333333,11.9037333333,5.30906666667,6.39653333333
391.72,5.44346666667,6.035,5.43446666667,6.50373333333,5.99860000001,6.31846666667,20.016,20.3065333333,11.9955333333,5.3776,6.482
392.08,5.4846,6.09986666667,5.44393333333,6.55313333333,6.06253333334,6.3796,20.0543333333,20.3464666667,12.0562,5.41106666667,6.5382
392.44,5.45606666667,6.0656,5.3926,6.5276,6.04113333333,6.36026666667,20.0396666667,20.3478,12.0245333333,5.38906666667,6.50826666667
392.80,5.412,6.02353333333,5.33313333333,6.4708,5.98713333334,6.299,19.9733333333,20.3461333333,11.961,5.34686666667,6.4528
393.16,5.44013333333,6.04453333333,5.35066666667,6.49573333333,6.00026666666,6.31813333333,19.9601333334,20.3308666667,11.9944,5.3558,6.475
393.52,5.49166666667,6.06933333333,5.40873333333,6.5604,6.02793333333,6.37113333333,20.0490666667,20.4076,12.0351333333,5.3972,6.5344
393.88,5.5316,6.10693333333,5.47973333333,6.62286666667,6.09679999999,6.415,20.1117333333,20.4602,12.0847333333,5.46153333333,6.60966666667
394.24,5.5044,6.07493333333,5.4568,6.60833333333,6.10700000001,6.40366666667,20.0763333333,20.4677333333,12.0377333333,5.44733333333,6.581
394.60,5.5444,6.144,5.5046,6.67226666667,6.19373333333,6.46,20.1439333333,20.5468,12.0798,5.49033333333,6.62553333334
394.96,5.5574,6.1532,5.5354,6.70986666667,6.21919999999,6.48706666667,20.1536666667,20.5711333333,12.0644,5.49146666667,6.6624
395.32,5.60833333333,6.18966666667,5.60366666667,6.7918,6.26180000001,6.55093333333,20.1682,20.6170666666,12.1227333333,5.54506666667,6.73153333333
395.68,5.55253333334,6.13606666667,5.553,6.76733333333,6.20073333333,6.51513333333,20.1006666667,20.5574,12.0511333333,5.49933333333,6.66453333333
396.04,5.56586666667,6.10646666667,5.5734,6.75306666667,6.1784,6.49606666667,20.0891333333,20.5268,11.9974666667,5.47033333333,6.62853333333
396.40,5.63426666667,6.19266666667,5.6492,6.8286,6.24846666667,6.57506666667,20.1446666667,20.5836666667,12.0552,5.5386,6.6836
396.76,5.71346666667,6.29226666667,5.7498,6.91693333333,6.33353333333,6.66406666667,20.2368666666,20.672,12.1608,5.61506666667,6.7676
397.12,5.65806666667,6.23646666667,5.7064,6.84386666667,6.27033333334,6.57806666667,20.1930666667,20.5926666667,12.1031333333,5.558,6.67906666667
397.48,5.609,6.2156,5.6954,6.80586666667,6.24473333333,6.51626666667,20.1383333333,20.563,12.0864666667,5.5348,6.63353333333
397.84,5.54533333333,6.16686666667,5.6468,6.77406666667,6.17093333333,6.4534,20.0746666667,20.5226666667,12.0273333333,5.47933333333,6.5692
398.20,5.50893333333,6.18813333333,5.6598,6.78986666667,6.15113333333,6.41246666667,20.0692,20.5182666667,12.0287333333,5.46106666667,6.55106666667
398.56,5.4304,6.10546666667,5.58353333333,6.6968,6.05026666667,6.347,19.9856666667,20.4409333333,11.9382666667,5.37113333333,6.45453333334
398.92,5.359,6.05086666667,5.48113333333,6.6228,5.94726666666,6.27226666667,19.9211333333,20.3537333333,11.8645333333,5.3142,6.36846666667
399.28,5.34533333333,6.02673333333,5.4614,6.59213333334,5.92859999999,6.2286,19.9235333333,20.3922,11.8526,5.27513333333,6.3182
399.64,5.333,5.98973333333,5.47973333333,6.5596,5.93479999999,6.2014,19.9025333333,20.4085333333,11.8146666667,5.2508,6.3072
400.00,5.3616,6.0448,5.51906666666,6.61893333333,5.96759999999,6.21746666667,19.9666666667,20.5039333333,11.8942666667,5.30466666667,6.37286666667
400.36,5.30226666667,5.97013333333,5.45426666667,6.5702,5.89546666667,6.13886666667,19.9293333333,20.4470666667,11.8381333333,5.2182,6.31513333333
400.72,5.28893333333,5.94533333333,5.43673333333,6.5902,5.86546666667,6.12313333333,19.9579333333,20.4317333333,11.8209333333,5.19426666667,6.27966666667
401.08,5.34006666667,6.00593333333,5.4804,6.6628,5.92733333334,6.18086666667,20.0137333334,20.5276666666,11.8852666667,5.2436,6.35966666667
401.44,5.4208,6.07426666667,5.53753333334,6.74533333333,5.99253333333,6.25786666667,20.1110666667,20.6136,11.9391333333,5.33053333333,6.4446
401.80,5.469,6.1484,5.57106666667,6.80766666667,6.05286666666,6.29673333333,20.169,20.6979333333,12.0202666667,5.4028,6.51026666667
402.16,5.47093333333,6.13453333333,5.5464,6.7916,6.05793333333,6.28313333333,20.189,20.7206666667,12.0482,5.40553333333,6.52593333333
402.52,5.5204,6.19746666667,5.59913333333,6.85973333333,6.11153333334,6.32826666667,20.2393333333,20.7577333333,12.1088,5.46073333333,6.5786
402.88,5.5018,6.17106666667,5.5902,6.85493333333,6.10873333334,6.30253333333,20.2026,20.7538,12.1178666667,5.4428,6.54473333333
403.24,5.4804,6.18266666667,5.57326666667,6.82686666667,6.08926666667,6.28826666667,20.2242666667,20.742,12.0973333333,5.4334,6.54746666667
403.60,5.486,6.2186,5.56,6.844,6.09946666666,6.3004,20.2508,20.7701333333,12.1330666667,5.45686666667,6.56173333333
403.95,5.46453333333,6.1848,5.54646666667,6.81193333333,6.0794,6.2712,20.2207333333,20.7696666667,12.1065333333,5.41673333333,6.52666666667
