wavelength,Back_ChrSalm,Belly_ChrSalm,Breast_ChrSalm,Crissum_ChrSalm,Crown_ChrSalm,DorTail_ChrSalm,Patch10_ChrSalm,Patch11_ChrSalm,Rump_ChrSalm,Throat_ChrSalm,WingTip_ChrSalm
585.37,21.3193015873,34.1012222222,19.122,27.4395555556,16.7521111111,9.06611111111,37.9415555555,43.2915555555,31.7299166667,20.6012222222,8.63433333333
585.70,21.4813492064,34.2083333333,19.4192777778,27.5147777778,16.9099444444,9.09755555556,37.9964444445,43.3408888889,31.9613333333,20.8164444444,8.65122222222
586.04,21.701015873,34.381,19.6877222222,27.6293333333,17.1020555556,9.14388888889,38.0186666667,43.434,32.1508055555,21.0615555556,8.68888888889
586.38,21.9126507937,34.5301111111,19.9252777778,27.7046666666,17.2599444444,9.21077777778,38.0075555556,43.4418888889,32.2953611111,21.2416666667,8.76866666667
586.72,22.1769206349,34.5985555555,20.2221666667,27.7812222222,17.4958888889,9.29066666667,37.9605555555,43.4418888889,32.4550833333,21.4726111111,8.886
587.06,22.3159047619,34.6853333333,20.4042777778,27.8433333333,17.6093333333,9.25,38.0223333333,43.4422222222,32.6089444444,21.6532777778,8.88588888889
587.39,22.4738253968,34.8206666667,20.5949444444,27.9506666667,17.7383333333,9.28033333333,38.1368888889,43.4637777778,32.7657777778,21.7865,8.91488888889
587.73,22.6471428572,34.9311111111,20.8116666667,28.0392222222,17.8909444445,9.29155555556,38.1372222222,43.4766666667,32.9123611111,21.97,8.92011111111
588.07,22.8105396825,35.037,20.9890555556,28.0904444444,18.0021666667,9.22788888889,38.1296666667,43.4577777778,33.0675555556,22.1068888889,8.94444444444
588.41,22.8865079365,35.0548888889,21.0902777778,28.0198888889,18.0515,9.14611111111,38.0278888889,43.376,33.1068888889,22.1586666667,8.84477777778
588.74,22.9900793651,35.1113333333,21.3190555555,28.0672222222,18.1794444444,9.14522222222,37.9624444444,43.3234444444,33.2064722222,22.2393333333,8.87811111111
589.08,23.1247142857,35.2132222222,21.523,28.1275555555,18.2672777778,9.12733333333,37.9503333333,43.3318888889,33.3207222222,22.4226666667,8.833
589.42,23.301047619,35.2957777778,21.6909444444,28.1662222222,18.4057222222,9.096,37.9446666667,43.2888888889,33.4078055555,22.5609444445,8.83066666667
589.76,23.3985873016,35.3063333333,21.8341666667,28.1676666667,18.4956111111,9.05855555555,37.9193333333,43.2016666666,33.5314722222,22.6561666667,8.79422222222
590.09,23.4961904762,35.4624444444,22.0828888889,28.2297777778,18.6563333333,9.04844444445,37.9772222222,43.2542222222,33.7033611111,22.7932222222,8.74622222222
590.43,23.5807619048,35.5251111111,22.2157777778,28.2507777778,18.6827777778,8.96433333333,38.0612222222,43.2108888889,33.7926111111,22.8942222222,8.665
590.77,23.8218730159,35.7106666667,22.4951666667,28.411,18.8983333334,9.06266666667,38.1532222222,43.2845555556,34.0423333334,23.1263333333,8.74177777778
591.11,23.9083333333,35.7397777778,22.6641111111,28.4262222222,18.9983888889,9.02066666667,38.0797777778,43.2895555556,34.1725277778,23.2688888889,8.68488888889
591.44,23.9461428572,35.7503333333,22.8018333333,28.3761111111,19.0354444445,8.935,37.9912222222,43.195,34.25725,23.3383333333,8.58966666667
591.78,23.9521746032,35.6916666667,22.9068888889,28.3252222222,19.0700555555,8.86044444444,37.8931111111,43.0786666667,34.2909722222,23.4385555555,8.44111111111
592.12,24.118984127,35.8173333333,23.1872222222,28.4146666667,19.2258333333,8.87044444444,37.9452222222,43.1613333333,34.4876111111,23.6516111111,8.49488888889
592.46,24.2364920635,35.8806666667,23.3303333333,28.3715555556,19.3145,8.81622222222,37.9393333333,43.1583333333,34.61775,23.8150555556,8.40355555556
592.79,24.4365873016,36.0428888889,23.6156666667,28.5323333333,19.5195,8.83322222222,38.0058888889,43.2262222222,34.8213333333,24.0079444444,8.485
593.13,24.6168253968,36.2257777778,23.8628888889,28.6487777778,19.7131111111,8.85511111111,38.0742222222,43.3295555556,34.9915555556,24.1966111111,8.48255555556
593.47,24.7539047619,36.3687777778,24.0593333333,28.6672222222,19.8686111111,8.82177777778,38.1024444445,43.3862222222,35.1305555556,24.3441111111,8.48155555556
593.80,24.9569047619,36.4595555556,24.2613333333,28.7164444445,19.9965555556,8.85188888889,38.0933333333,43.3556666667,35.256,24.4988888889,8.54722222222
594.14,25.0796349206,36.5576666667,24.4645555556,28.754,20.1934444444,8.87944444444,38.0414444444,43.3613333333,35.4015833333,24.7033333333,8.58533333333
594.48,25.1108888889,36.6298888889,24.6026666667,28.703,20.2747222222,8.81466666667,37.9033333333,43.3376666667,35.4118611111,24.7806111111,8.556
594.81,25.3389206349,36.7771111111,24.8867222222,28.7646666667,20.444,8.89988888889,37.9423333333,43.3768888889,35.5751666667,24.9651111111,8.64866666667
595.15,25.5733650794,36.9603333333,25.1315555555,28.8407777778,20.6607222222,8.97788888889,38.0943333333,43.4842222222,35.7856666667,25.1551666667,8.74666666667
595.49,25.7486031746,37.0877777778,25.3598333333,28.8804444445,20.7888888889,8.99533333333,38.1227777778,43.519,35.8997222222,25.2721111111,8.78833333333
595.82,25.8395555556,37.0908888889,25.4945555555,28.8771111111,20.8607222222,9.01833333333,38.0788888889,43.4867777778,35.973,25.3555,8.73777777778
596.16,25.9357777778,37.1251111111,25.6497777778,28.8902222222,20.9345,9.01,38.072,43.4305555556,36.0296666666,25.4090555556,8.75888888889
596.50,25.9907936508,37.1548888889,25.7726666667,28.8627777778,21.0077777778,8.99611111111,38.0565555556,43.4178888889,36.1259722222,25.5197222222,8.759
596.83,26.1111269841,37.2562222222,25.9778888889,28.9086666667,21.1048888889,9.007,38.0822222222,43.4535555556,36.2664722222,25.6339444444,8.76122222222
597.17,26.2112539683,37.2657777778,26.1645,28.9456666667,21.2102777778,9.05044444444,38.0491111111,43.4378888889,36.3192777778,25.7765,8.79955555556
597.51,26.2580952381,37.2252222222,26.2604444445,28.9544444444,21.2373888889,9.00455555556,38.036,43.4274444444,36.4063333333,25.9096666667,8.76366666667
597.84,26.3533809524,37.3128888889,26.4102222222,28.975,21.2959444444,8.98888888889,38.0655555556,43.4557777778,36.4932777778,26.0164444445,8.76155555556
598.18,26.5283333333,37.33,26.5968333333,29.042,21.4098888889,8.99133333333,38.1507777778,43.4595555555,36.6286666667,26.1270555556,8.79544444444
598.52,26.5823650794,37.3264444444,26.7568888889,29.0501111111,21.4852777778,9.01066666666,38.1498888889,43.3883333333,36.6999166667,26.2706111111,8.79522222222
598.85,26.6474603174,37.3523333333,26.9471666667,29.1142222222,21.5573888889,8.97444444444,38.1487777778,43.3904444444,36.7829722222,26.4084444444,8.794
599.19,26.8092222222,37.4218888889,27.1790555555,29.2205555556,21.7432222222,9.03866666667,38.2283333333,43.4835555555,36.9783611111,26.6063333333,8.83955555556
599.53,26.9105396825,37.5078888889,27.3881666667,29.2737777778,21.8787777778,9.02033333333,38.3147777778,43.5086666666,37.0812777778,26.8195555555,8.85688888889
599.86,27.0981746032,37.6786666667,27.6507222222,29.3638888889,22.0578888889,9.11722222222,38.43,43.6113333333,37.3158055556,27.0905,8.88066666667
600.20,27.2061428572,37.6463333333,27.8367777778,29.3845555556,22.166,9.12777777778,38.3785555556,43.5807777778,37.3766944445,27.1955,8.84
600.53,27.2426984127,37.5784444444,27.9199444444,29.3664444444,22.2223888889,9.155,38.2955555556,43.4673333333,37.3746388889,27.2947777778,8.81188888889
600.87,27.3784761905,37.7378888889,28.1196111111,29.4292222222,22.3345555556,9.17633333333,38.3602222222,43.5261111111,37.5615,27.4425,8.78955555556
601.21,27.5280952381,37.8663333333,28.3411666667,29.4338888889,22.5362777778,9.19655555555,38.3855555556,43.5636666666,37.6559166666,27.5353888889,8.74522222222
601.54,27.5800952381,37.8793333333,28.4721666667,29.4213333333,22.6241666666,9.18322222222,38.3385555556,43.5275555556,37.6849722222,27.5557222222,8.71688888889
601.88,27.688,38.058,28.7074444444,29.4593333333,22.7932222222,9.25566666667,38.4218888889,43.6076666667,37.836,27.7315555555,8.71455555556
602.21,27.7606349206,38.0551111111,28.8523333333,29.4213333333,22.901,9.20877777778,38.3375555555,43.598,37.86075,27.7595,8.703
602.55,27.8288253968,38.0781111111,29.0047222222,29.427,23.0251111111,9.23833333333,38.3278888889,43.5807777778,37.93375,27.8179444444,8.69744444444
602.88,27.8955396825,38.1408888889,29.1330555555,29.4122222222,23.1134444444,9.19333333333,38.2456666667,43.5156666667,37.9503888889,27.8701111111,8.72855555556
603.22,28.0677142857,38.271,29.3092222222,29.4583333333,23.2218333334,9.21988888889,38.2717777778,43.5855555555,38.0808333333,27.9648333333,8.79155555555
603.56,28.0990793651,38.2727777778,29.3784444444,29.4431111111,23.3081111111,9.15044444444,38.1767777778,43.5322222222,38.0861944444,27.9939444444,8.79988888889
603.89,28.2060952381,38.3784444444,29.4793333333,29.4673333333,23.4068333333,9.17222222222,38.2056666667,43.5233333333,38.1395277778,28.0817222222,8.836
604.23,28.2748095238,38.4383333333,29.5893333333,29.4734444444,23.4861111111,9.16722222222,38.1791111111,43.5477777778,38.2124166667,28.1686666667,8.91833333333
604.56,28.3755555556,38.4976666667,29.7797222222,29.5008888889,23.5781666667,9.19044444444,38.1932222222,43.5635555556,38.2708333334,28.2457222222,8.95066666667
604.90,28.4153174603,38.5446666667,29.9006666667,29.5045555556,23.6452777778,9.16622222222,38.1651111111,43.5515555556,38.3338611111,28.3188333333,8.963
605.23,28.551047619,38.6676666667,30.0847222222,29.5822222222,23.7877777778,9.19944444445,38.238,43.5987777778,38.4761388889,28.4943888889,9.00633333333
605.57,28.6024126984,38.655,30.1647222222,29.5804444445,23.846,9.19066666667,38.1828888889,43.5416666667,38.5271666667,28.5577777778,9.03255555555
605.90,28.7203492063,38.7576666667,30.3408888889,29.661,23.936,9.23544444444,38.2537777778,43.5454444445,38.6574444444,28.6952222222,9.07866666667
606.24,28.8529206349,38.8196666667,30.5501666667,29.7052222222,24.0370555556,9.24777777778,38.2662222222,43.552,38.7535833334,28.8385,9.07488888889
606.58,28.9935873016,38.9203333333,30.7747777778,29.7602222222,24.1784444444,9.34733333333,38.3676666667,43.6372222222,38.9152222222,29.0533333333,9.07722222222
606.91,29.0519047619,38.9495555555,30.953,29.7913333334,24.268,9.33188888889,38.3644444445,43.5767777778,38.9608333333,29.1343888889,9.07355555556
607.25,29.1670793651,39.0271111111,31.1887777778,29.8935555555,24.3650555556,9.33155555554,38.3831111111,43.6784444445,39.0790833333,29.2863888889,9.116
607.58,29.2624444445,39.1231111111,31.4183888889,29.9224444445,24.5036111111,9.37188888889,38.4054444445,43.7093333334,39.1940277778,29.4311111111,9.119
607.92,29.4656190476,39.2151111111,31.7651111111,30.0325555556,24.7325555555,9.479,38.5551111111,43.7704444444,39.3440833334,29.6229444445,9.17188888889
608.25,29.5391428571,39.2725555556,31.9320555556,30.0536666667,24.8513333333,9.52311111111,38.549,43.7344444445,39.4114722222,29.7704444444,9.19111111111
608.59,29.6475238095,39.3102222222,32.1287777778,30.0852222222,24.9633333333,9.58655555557,38.5685555555,43.7063333333,39.4426111111,29.9376111111,9.25266666667
608.92,29.7192857143,39.3046666667,32.3542222222,30.1297777778,25.0857777778,9.66688888889,38.5615555556,43.6933333333,39.4808333333,30.0842222222,9.29155555556
609.26,29.8233015873,39.3172222222,32.6131666667,30.1835555556,25.2193333333,9.72655555554,38.5953333333,43.6862222222,39.5473611111,30.2301111111,9.314
609.59,29.9658095238,39.4503333333,32.8393888889,30.3251111111,25.4158888889,9.82833333332,38.6655555556,43.7705555555,39.6708611111,30.4051666667,9.36011111111
609.93,30.1156825397,39.5987777778,33.0645555556,30.4196666666,25.6055555556,9.93888888888,38.7614444445,43.8204444444,39.8112222222,30.6248333333,9.46766666666
610.26,30.1344444444,39.5514444444,33.2468333333,30.4367777778,25.661,9.93655555556,38.7452222222,43.76,39.8125,30.7123888889,9.48933333334
610.60,30.2283174603,39.5412222222,33.4317777778,30.4841111111,25.826,10.0451111111,38.7757777778,43.7737777778,39.8986388889,30.9145,9.56288888889
610.93,30.3444761905,39.5982222222,33.6681111111,30.5318888889,26.0219444445,10.1765555556,38.9003333333,43.7371111111,40.0167777778,31.1255,9.6558888889
611.27,30.4817619048,39.5835555556,33.9059444444,30.6323333333,26.1796666667,10.2242222222,38.9726666667,43.7873333333,40.1138888889,31.2862222222,9.75022222221
611.60,30.5337619048,39.6745555556,34.0555555556,30.6674444444,26.2722777778,10.2191111111,39.0186666667,43.8177777778,40.1988055555,31.4827777778,9.76544444444
611.93,30.6649682539,39.7174444445,34.2371666667,30.7556666667,26.4656111111,10.306,39.1343333333,43.8984444444,40.34675,31.6773888889,9.89777777779
612.27,30.7836666667,39.8117777778,34.4303333333,30.8525555556,26.6106666667,10.3834444445,39.2193333333,43.9493333334,40.4826388889,31.8055,9.97099999999
612.60,30.9554920635,39.9027777778,34.5647777778,30.8932222222,26.7367777778,10.4676666667,39.3198888889,44.0138888889,40.6450277778,31.98,10.0313333333
612.94,31.0636031746,40.0096666667,34.7533333333,30.9455555556,26.8275555556,10.4876666667,39.4001111111,44.064,40.7631944444,32.1055555556,10.0453333333
613.27,31.1709365079,40.0592222222,34.8492222222,30.9275555555,26.9261666666,10.46,39.4142222222,44.0854444444,40.8459166667,32.2421111111,10.0773333333
613.61,31.2714285714,40.1431111111,34.9490555556,30.8978888889,26.9779444444,10.459,39.4504444445,44.1154444445,40.8911944444,32.307,10.0997777778
613.94,31.4655555556,40.3312222222,35.0757222222,31.0092222222,27.1098888889,10.5116666667,39.5491111111,44.2222222222,41.04825,32.4942222222,10.1463333333
614.28,31.5453492063,40.4682222222,35.1321111111,31.0162222222,27.1486111111,10.4483333333,39.5537777778,44.2445555556,41.1276388889,32.4922222222,10.1446666667
614.61,31.651968254,40.5413333333,35.1859444445,31.0033333333,27.1853888889,10.4153333333,39.5298888889,44.245,41.1351111111,32.4943888889,10.0622222222
614.94,31.7022222222,40.6201111111,35.1797222222,31.007,27.1535555556,10.4196666667,39.5405555556,44.2157777778,41.16125,32.5846666667,9.95533333332
615.28,31.7242698413,40.6145555555,35.2280555555,30.9682222222,27.1412222222,10.4471111111,39.4767777778,44.142,41.1684166667,32.5627777778,9.94655555557
615.61,31.7824920635,40.635,35.2956111111,30.9988888889,27.1321666667,10.4122222222,39.4403333333,44.1504444445,41.1738888889,32.6048888889,9.87200000001
615.95,31.853968254,40.6618888889,35.3908333333,31.0543333333,27.1468888889,10.4035555556,39.4333333333,44.2124444445,41.2344444444,32.6773333333,9.81488888889
616.28,31.8217777778,40.6101111111,35.4133333333,31.0183333333,27.1441666667,10.2825555555,39.3513333333,44.1557777778,41.2097222222,32.6703888889,9.76366666668
616.61,31.8103333333,40.6106666667,35.3423888889,30.952,27.0882777778,10.2452222222,39.2046666667,44.0833333333,41.1584166667,32.6982777778,9.7591111111
616.95,31.7746666667,40.5367777778,35.3651111111,30.9051111111,27.049,10.1901111111,39.1486666667,44.0158888889,41.1268611111,32.6771111111,9.6391111111
617.28,31.7438253968,40.44,35.4018888889,30.9376666667,27.0479444445,10.1546666667,39.0886666667,44.0262222222,41.1270555556,32.6789444444,9.62222222223
617.62,31.7523809524,40.4297777778,35.4444444445,30.9034444444,27.0257222222,10.1577777778,39.0573333333,43.9986666666,41.1027222222,32.6045,9.64588888888
617.95,31.8469047619,40.4871111111,35.6222777778,30.9654444444,27.1589444444,10.2082222222,39.1232222222,44.1124444444,41.1935277778,32.7776666667,9.69566666667
618.28,31.9012539683,40.5041111111,35.7745,31.0337777778,27.2217222222,10.238,39.1168888889,44.2093333333,41.3159722222,32.8903333333,9.78444444443
618.62,31.8826349207,40.4773333333,35.8718888889,30.9637777778,27.3061111111,10.2407777778,39.0526666667,44.1278888889,41.3033611111,32.8692222222,9.8571111111
618.95,32.0406190476,40.5343333333,36.0626111111,31.0935555556,27.4425555556,10.2577777778,39.1101111111,44.2391111111,41.4494444444,32.9907222222,9.93755555557
619.28,32.0957619047,40.545,36.1497777778,31.0883333333,27.4958888889,10.2587777778,39.1174444444,44.2077777778,41.5011666667,33.0446666667,10.0136666667
619.62,32.2067460318,40.6028888889,36.2801666667,31.1332222222,27.6443333333,10.3636666667,39.2528888889,44.2167777778,41.5659722222,33.148,10.1033333333
619.95,32.2912063492,40.6492222222,36.4051666667,31.166,27.7164444444,10.4244444444,39.2815555555,44.2746666667,41.6620277778,33.2115555556,10.128
620.28,32.367015873,40.6735555556,36.4770555556,31.202,27.8456666667,10.5446666667,39.3286666667,44.3384444444,41.7188333333,33.2777222222,10.1756666667
620.62,32.3771111111,40.6927777778,36.5797222222,31.1967777778,27.8870555556,10.6112222222,39.3505555556,44.3503333333,41.7381666667,33.3309444444,10.246
620.95,32.3672698413,40.6694444444,36.615,31.1982222222,27.9035555556,10.6307777778,39.2748888889,44.259,41.7306388889,33.3520555555,10.166
621.28,32.502952381,40.8002222222,36.7936666667,31.2673333334,28.1048333333,10.6731111111,39.3626666667,44.3353333333,41.8893888889,33.5505,10.2022222222
621.62,32.5143650793,40.8024444444,36.8493888889,31.2453333334,28.1128333333,10.673,39.3254444444,44.2533333333,41.86925,33.5958333333,10.1737777778
621.95,32.5396825397,40.8103333333,36.9147777778,31.2617777778,28.1604444444,10.6846666667,39.4486666667,44.2502222222,41.8943888889,33.6690555556,10.0953333333
622.28,32.6904603174,40.9193333333,37.1322222222,31.3658888889,28.2497222222,10.6814444444,39.5611111111,44.3778888889,42.0642222222,33.844,10.0521111111
622.62,32.6996984127,40.9497777778,37.184,31.3376666666,28.3017777778,10.6404444444,39.6102222222,44.355,42.0826666667,33.9035555555,10.0021111111
622.95,32.7557936508,40.9874444444,37.2563888889,31.3365555556,28.3649444445,10.5905555555,39.634,44.3734444445,42.1753888889,33.9721666667,9.92133333334
623.28,32.6830952381,40.9518888889,37.2422777778,31.2257777778,28.2861666667,10.4662222222,39.499,44.3028888889,42.1391666667,33.9013888889,9.8848888889
623.62,32.772968254,41.0365555556,37.4063333333,31.3065555556,28.3858888889,10.4831111111,39.5084444444,44.3106666667,42.17925,33.9832777778,9.95366666666
623.95,32.8895714286,41.0884444445,37.5863333333,31.4283333333,28.4811111111,10.4631111111,39.5607777778,44.423,42.2349722222,34.0707777778,10.031
624.28,32.9732539683,41.1312222222,37.668,31.4453333333,28.4826666667,10.4437777778,39.4884444444,44.4583333334,42.2463333333,34.1009444444,10.0386666667
624.62,33.0541269841,41.2573333333,37.7645,31.4422222222,28.5586666667,10.451,39.4982222222,44.5237777778,42.3324166667,34.1665555555,10.0735555555
624.95,33.0136984127,41.1907777778,37.8110555556,31.439,28.5454444445,10.4493333333,39.465,44.4812222222,42.2305555555,34.1137777778,10.0753333333
625.28,33.1176984127,41.2573333333,37.8805555556,31.5064444444,28.6101666666,10.4593333334,39.506,44.5511111111,42.3281388889,34.1493888889,10.0561111111
625.61,33.1546031746,41.3473333333,37.8808888889,31.477,28.6074444444,10.4536666667,39.4261111111,44.551,42.3095555556,34.1537777778,10.069
625.95,33.1850952381,41.4116666667,37.8814444444,31.5128888889,28.651,10.4704444444,39.38,44.6212222222,42.3273055555,34.1352777778,10.1248888889
626.28,33.1803174603,41.378,37.8725,31.4775555556,28.6183333333,10.4977777778,39.3178888889,44.5805555556,42.3147777778,34.0978888889,10.1276666667
626.61,33.1373174603,41.3727777778,37.8966666667,31.4823333333,28.5721666667,10.527,39.2653333333,44.5342222222,42.2680277778,34.0537222222,10.1202222222
626.94,33.288952381,41.4397777778,38.0387222222,31.5937777778,28.646,10.5627777778,39.3428888889,44.6097777778,42.3358888889,34.17,10.1385555556
627.28,33.3292857143,41.4852222222,38.0556111111,31.5958888889,28.6391666667,10.5915555555,39.4292222222,44.6334444445,42.3814722222,34.1872777778,10.0891111111
627.61,33.2809047619,41.4433333333,38.0573888889,31.5117777778,28.6177777778,10.5153333333,39.4356666667,44.5247777778,42.3978611111,34.1671111111,9.94666666668
627.94,33.2516190476,41.4171111111,38.0482222222,31.4698888889,28.6688888889,10.4825555556,39.4231111111,44.4295555555,42.347,34.1734444445,9.92277777777
628.27,33.2365396825,41.4214444444,38.1323333333,31.4913333333,28.6518333333,10.4424444444,39.4954444444,44.4102222222,42.3493611111,34.2061111111,9.91844444446
628.61,33.2456984127,41.4187777778,38.1856666667,31.4862222222,28.6988888889,10.3954444444,39.4238888889,44.4458888889,42.3936111111,34.2665,9.87477777779
628.94,33.1406666667,41.3594444445,38.1921666667,31.4213333333,28.6211111111,10.322,39.3355555556,44.2983333333,42.3110555556,34.2218888889,9.80555555554
629.27,33.1618571429,41.2783333333,38.2843333333,31.4211111111,28.6577222222,10.3482222222,39.3316666667,44.2865555556,42.3245555556,34.2621666667,9.80622222221
629.60,33.1551111111,41.2252222222,38.3214444445,31.3958888889,28.688,10.3966666667,39.3437777778,44.2181111111,42.2993888889,34.3094444444,9.76633333332
629.94,33.1927460317,41.2517777778,38.4285,31.4113333333,28.7561111111,10.4093333333,39.3414444445,44.2284444444,42.2815,34.3709444444,9.72777777777
630.27,33.2073174603,41.1842222222,38.4329444445,31.3044444444,28.805,10.3424444445,39.306,44.1692222222,42.2345,34.4280555556,9.696
630.60,33.1442380952,41.198,38.4966111111,31.2578888889,28.8725,10.3527777778,39.2288888889,44.1527777778,42.2831111111,34.4448333333,9.71433333332
630.93,33.1042539683,41.2515555555,38.6065555556,31.2573333333,28.9301111111,10.323,39.1577777778,44.199,42.2705833333,34.4922222222,9.73544444446
631.26,33.1434126984,41.34,38.6689444444,31.2786666667,28.9347222222,10.3682222222,39.1746666667,44.2561111111,42.2728333333,34.5228333333,9.76177777777
631.60,33.1956507937,41.4145555556,38.7357222222,31.2698888889,28.9460555555,10.3696666667,39.207,44.2923333333,42.3640555555,34.5613333333,9.76177777779
631.93,33.3341269841,41.4625555556,38.806,31.3184444444,29.0256666667,10.3937777778,39.2192222222,44.3762222222,42.4476666667,34.6203888889,9.7378888889
632.26,33.3816031746,41.5434444444,38.7903888889,31.2763333333,28.9918333333,10.4337777778,39.2724444445,44.3235555555,42.48575,34.6416111111,9.83399999999
632.59,33.4570634921,41.5754444444,38.8477777778,31.2651111111,29.0814444444,10.4481111111,39.3148888889,44.429,42.5290833333,34.6711666667,9.90966666667
632.92,33.4375079365,41.6272222222,38.8577222222,31.2284444445,29.0621666667,10.3738888889,39.2524444444,44.3574444444,42.5365555556,34.6332222222,9.7848888889
633.26,33.4781428571,41.6692222222,38.9012777778,31.1985555556,29.0528333333,10.3123333333,39.2707777778,44.3367777778,42.5547222222,34.6401111111,9.7978888889
633.59,33.4783492064,41.6498888889,38.8268888889,31.1473333333,29.0215555555,10.2581111111,39.2136666667,44.2912222222,42.5116666666,34.6353888889,9.7868888889
633.92,33.6166031746,41.8304444444,38.9787777778,31.2738888889,29.1056111111,10.3504444445,39.3486666667,44.429,42.6224166667,34.7209444444,9.85388888888
634.25,33.6726031746,41.8257777778,38.9675,31.2838888889,29.0653888889,10.3332222222,39.3318888889,44.4617777778,42.6140833333,34.7301111111,9.80311111111
634.58,33.7079523809,41.749,38.9198333333,31.281,29.0434444445,10.3326666667,39.3167777778,44.421,42.6174722222,34.6577777778,9.80255555554
634.91,33.786984127,41.8314444444,38.9901666667,31.3225555555,29.1145,10.3656666667,39.3371111111,44.4191111111,42.7126388889,34.7332222222,9.91444444443
635.25,33.8931269841,41.9171111111,39.0872777778,31.4447777778,29.2107777778,10.4144444445,39.4164444444,44.5006666667,42.8231388889,34.8514444444,9.97477777777
635.58,33.9048888889,41.9616666667,39.0863333333,31.4143333333,29.287,10.5265555556,39.3538888889,44.4132222222,42.8194444445,34.9166111111,10.0872222222
635.91,33.9365873016,42.0082222222,39.1907777778,31.5065555556,29.3776111111,10.5157777778,39.4413333333,44.4942222222,42.8691666667,34.9597777778,10.0693333333
636.24,33.9924920635,42.1241111111,39.3109444445,31.5811111111,29.4742777778,10.6331111111,39.4635555556,44.5031111111,42.9917777778,35.0920555556,10.0988888889
636.57,34.1000952381,42.214,39.4603888889,31.7047777778,29.6593333333,10.7317777778,39.6034444444,44.6297777778,43.1168611111,35.2872777778,10.263
636.90,34.0616190476,42.1327777778,39.4622777778,31.7014444444,29.5930555556,10.6722222222,39.5194444444,44.5942222222,43.0661666667,35.3302222222,10.1667777778
637.23,34.0536507937,42.1735555556,39.6065,31.7133333333,29.6092222222,10.7361111111,39.5768888889,44.6607777778,43.1381666667,35.3745,10.2113333333
637.56,33.992047619,42.162,39.6148888889,31.6538888889,29.5532222222,10.673,39.4537777778,44.582,43.1101111111,35.3495555556,10.0766666667
637.90,34.0022539683,42.2107777778,39.6486666667,31.6782222222,29.6338888889,10.7058888889,39.5544444444,44.5206666667,43.1108055556,35.4043888889,10.0781111111
638.23,34.1016666667,42.3207777778,39.7792222222,31.7097777778,29.6507777778,10.6985555556,39.6478888889,44.5681111111,43.1718333333,35.5464444445,10.0817777778
638.56,34.1430952381,42.2805555556,39.8376666667,31.6828888889,29.6711111111,10.7426666667,39.6317777778,44.5597777778,43.1864722222,35.6661111111,10.0261111111
638.89,34.1294603175,42.225,39.9589444444,31.6691111111,29.6725555556,10.7306666667,39.6771111111,44.5272222222,43.1941111111,35.6457222222,10.0814444444
639.22,34.1279365079,42.2362222222,40.1375,31.725,29.6770555555,10.7032222222,39.8421111111,44.6091111111,43.24325,35.7204444444,10.0688888889
639.55,34.1642222222,42.208,40.1938888889,31.7077777778,29.6944444444,10.7321111111,39.8097777778,44.6131111111,43.27325,35.8103333333,10.0584444444
639.88,34.1907619048,42.1772222222,40.1531666667,31.7325555555,29.6482222222,10.6367777778,39.8381111111,44.6098888889,43.2252222222,35.836,10.0467777778
640.21,34.1845396826,42.1607777778,40.1047777778,31.681,29.5913333333,10.5947777778,39.8053333333,44.5455555556,43.1522222222,35.7897777778,10.0466666667
640.54,34.2777777778,42.2876666667,40.2575555556,31.6996666667,29.7413888889,10.6998888889,39.959,44.6027777778,43.2451944445,35.8457777778,10.1368888889
640.87,34.4283968254,42.4413333333,40.3164444444,31.848,29.8681111111,10.7578888889,40.0257777778,44.6522222222,43.36475,35.9647777778,10.1601111111
641.20,34.471047619,42.4715555556,40.3978888889,31.8776666667,30.0064444445,10.9055555555,40.2141111111,44.675,43.4188333333,36.0598333333,10.3302222222
641.53,34.5358571429,42.4825555556,40.5133333333,31.8867777778,30.0452222222,10.9325555556,40.2246666667,44.7518888889,43.4600833333,36.1302222222,10.3755555555
641.87,34.5493968254,42.495,40.5128888889,31.9562222222,30.1563333333,11.0634444444,40.2194444444,44.7447777778,43.4698888889,36.2585,10.4071111111
642.20,34.6139523809,42.657,40.6802777778,32.0735555555,30.3273333333,11.0306666667,40.4385555555,44.9134444444,43.6127777778,36.3995555556,10.4282222222
642.53,34.7665873016,42.8036666667,40.7720555556,32.1397777778,30.4548888889,11.0867777778,40.5595555556,45.0568888889,43.708,36.6337777778,10.3905555556
642.86,34.8337777778,42.8057777778,40.7428888889,32.1331111111,30.4872777778,11.0466666667,40.5196666667,45.0912222222,43.7279444444,36.6872777778,10.4115555556
643.19,34.8853333333,42.8044444444,40.7696111111,32.136,30.5312222222,11.0814444445,40.5458888889,45.0794444444,43.7600833333,36.6508333333,10.3751111111
643.52,34.9041587302,42.8373333333,40.8227777778,32.1324444444,30.6205555556,11.1394444445,40.5945555556,45.0756666667,43.8291666667,36.6889444444,10.4087777778
643.85,34.9543174603,42.9015555555,40.9434444445,32.1323333333,30.5948333333,11.197,40.5866666667,45.1391111111,43.8731666667,36.7430555556,10.4486666667
644.18,35.0645714286,43.0002222222,41.0444444445,32.2022222222,30.656,11.2965555556,40.5901111111,45.2262222222,44.0385,36.8905,10.5993333333
