wavelength,Back_SpoColm,Belly_SpoColm,Breast_SpoColm,Crissum_SpoColm,Crown_SpoColm,DorTail_SpoColm,Patch10_SpoColm,Patch11_SpoColm,Patch12_SpoColm,Rump_SpoColm,Throat_SpoColm,WingTip_SpoColm
575.21,5.75733333333,43.3894,5.1928,25.0588,5.06833333333,6.6398,44.6282,22.2087333333,11.6183333333,17.4055407407,59.4715333333,11.4103333333
575.55,5.70333333333,43.307,5.14993333333,25.0125333333,5.0272,6.58813333333,44.5436,22.1634,11.5604666667,17.3459925926,59.3044666667,11.3818
575.89,5.6802,43.3482,5.13173333333,25.0370666667,5.01793333333,6.55773333333,44.5251333334,22.1860666667,11.5301333333,17.3507481482,59.2933333333,11.3625333333
576.22,5.6426,43.3854666667,5.09233333333,25.0806,4.96153333333,6.49273333333,44.5426,22.2230666667,11.5082,17.3491333333,59.2652666667,11.3213333333
576.56,5.6088,43.3964,5.0724,25.0841333333,4.93346666667,6.4414,44.5263333333,22.2462666667,11.4776666667,17.3366222222,59.2256666667,11.3116
576.90,5.59166666667,43.4275333333,5.05106666667,25.1466666667,4.9098,6.41886666667,44.5582,22.2808,11.4486,17.3515555556,59.2176666667,11.3084666667
577.24,5.5894,43.4703333333,5.04466666667,25.1684,4.9234,6.4196,44.5388666667,22.3052666667,11.45,17.4027777778,59.1637333333,11.3144
577.58,5.61733333333,43.4636,5.07233333333,25.237,4.92986666667,6.41606666667,44.5016,22.3610666667,11.4522666667,17.4464740741,59.0956666667,11.3344
577.92,5.63406666667,43.5129333334,5.09973333333,25.3002,4.9608,6.4266,44.5704666667,22.4258,11.4944,17.506837037,59.1646666667,11.3953333333
578.26,5.68126666667,43.5528,5.15826666667,25.3867333333,5.02306666667,6.46413333333,44.5591333333,22.4671333334,11.5629333333,17.5759555556,59.0889333333,11.4551333333
578.60,5.68533333333,43.6429333333,5.16753333333,25.463,5.0148,6.4818,44.6231333333,22.5291333333,11.6046666667,17.6206888889,59.1442,11.4807333333
578.94,5.68946666667,43.6290666667,5.15333333334,25.4823333333,5.01353333333,6.48266666667,44.5890666667,22.5558,11.5856,17.6349481481,59.0492,11.486
579.28,5.71406666667,43.6824,5.13553333333,25.5403333333,5.01966666667,6.48326666667,44.6212,22.6256666667,11.6019333333,17.7110074074,59.0480666667,11.4985333333
579.61,5.70913333333,43.6809333333,5.12173333333,25.5546,4.9848,6.4676,44.6192666667,22.6462666667,11.6222,17.7358074074,58.9878,11.5180666666
579.95,5.73246666667,43.7038666667,5.13726666667,25.5752,5.00866666667,6.52386666667,44.5838,22.6704666667,11.6481333334,17.7918962963,58.9318666667,11.5446
580.29,5.7102,43.7886,5.10273333333,25.6224,4.9854,6.492,44.6129333333,22.7338666667,11.6408,17.8183555555,58.9420666667,11.5247333333
580.63,5.65346666667,43.8062,5.04526666667,25.6092,4.9408,6.43986666667,44.5726666667,22.7568666667,11.5826666667,17.8153555555,58.9393333333,11.4828666667
580.97,5.6238,43.7966666667,5.01666666667,25.6822666667,4.88833333333,6.41193333333,44.5680666667,22.8004,11.5143333334,17.8004962963,58.9146666667,11.4267333333
581.31,5.60986666667,43.8069333333,5.01093333333,25.7040666667,4.89486666667,6.42913333333,44.5422666667,22.8236,11.5067333333,17.8228518518,58.8735333333,11.4158
581.65,5.64266666667,43.9139333333,5.04026666667,25.8137333333,4.8954,6.49026666667,44.5808666667,22.928,11.5415333333,17.8790666667,58.8606,11.4452
581.98,5.57093333333,43.9428,4.96893333333,25.8408666667,4.8214,6.4506,44.5934666667,22.9526666667,11.4651333333,17.8714074074,58.8772666667,11.3894666667
582.32,5.52026666667,43.8358666667,4.94586666666,25.7963333333,4.7702,6.3996,44.4533333333,22.9334,11.4014,17.8159037037,58.6939333333,11.3225333333
582.66,5.45413333333,43.9149333333,4.8968,25.8509333333,4.71546666667,6.35133333333,44.4928666667,23.0082,11.3836,17.8429481481,58.7773333334,11.2996
583.00,5.5024,44.0068666667,4.9628,25.9428,4.7518,6.4076,44.5363333333,23.1102,11.4524,17.9177407407,58.8264,11.3568
583.34,5.53273333333,44.08,4.98773333333,26.0366666667,4.7832,6.4368,44.5932,23.2322,11.4881333333,17.9889629629,58.8672,11.3868
583.68,5.5146,44.1526,4.98686666667,26.0885333333,4.76426666667,6.39126666667,44.6202666667,23.2732,11.482,18.0179925926,58.903,11.3855333333
584.01,5.53426666666,44.2232666666,5.02873333333,26.1666,4.77706666667,6.44846666666,44.6198,23.3268,11.5218666667,18.0910962963,58.9327333333,11.4216
584.35,5.53373333333,44.2860666667,5.04673333333,26.2352,4.7666,6.45533333333,44.6555333333,23.3928,11.5426,18.1544592593,58.9643333333,11.4502
584.69,5.57613333334,44.3718,5.10466666667,26.2965333333,4.80286666667,6.4892,44.72,23.4833333333,11.6458,18.2305777778,59.0177333333,11.5487333333
585.03,5.54513333333,44.4203333333,5.04826666667,26.3283333333,4.75553333333,6.44066666667,44.7454666667,23.5282,11.6246,18.2370148148,59.0372666667,11.5500666667
585.37,5.547,44.4499333333,5.0582,26.3368,4.779,6.41493333333,44.7104666667,23.5372,11.6162,18.2789333333,59.0205333333,11.5880666667
585.70,5.60293333333,44.5132666667,5.1148,26.4069333333,4.82273333333,6.44193333333,44.7128,23.636,11.6648666667,18.3438148148,58.9466666667,11.6356
586.04,5.66726666667,44.6699333333,5.13206666666,26.5489333333,4.86293333333,6.48133333334,44.8302,23.7497333333,11.7282666667,18.4772518518,59.0886,11.7026
586.38,5.7194,44.6726,5.16373333333,26.5918,4.9026,6.52266666667,44.7742666667,23.7625333333,11.7578,18.5226,58.9514,11.7173333333
586.72,5.7312,44.7736666667,5.20473333334,26.7076,4.93353333333,6.5678,44.8208666667,23.8757333333,11.8200666667,18.6049111111,58.9786,11.7752666667
587.06,5.67506666667,44.8063333334,5.1538,26.7445333333,4.8936,6.52673333333,44.7738666667,23.8550666667,11.7606666667,18.5686962963,58.9689333334,11.7194666667
587.39,5.71533333333,44.8668,5.17406666667,26.8478,4.9358,6.57086666667,44.8008666667,23.9568,11.7923333333,18.633362963,58.9611333333,11.7431333333
587.73,5.71346666667,44.8578,5.16266666667,26.8832,4.92686666667,6.55133333333,44.7939333333,23.9907333333,11.7683333333,18.6652518518,58.9120666667,11.7579333333
588.07,5.74626666667,44.9487333333,5.1744,26.9339333333,4.94946666667,6.56233333333,44.8224666667,24.0556,11.8044666667,18.6974,58.964,11.7772
588.41,5.70526666667,45.0568666667,5.1322,26.9964666667,4.92453333333,6.55106666667,44.8228666667,24.0732666667,11.7787333333,18.7279703704,59.0182666667,11.7416666666
588.74,5.78186666667,45.1521333333,5.2146,27.0999333333,4.982,6.61113333333,44.9176666667,24.1923333333,11.8398,18.8265703704,59.1132666666,11.7962666667
589.08,5.77573333334,45.177,5.21253333333,27.173,4.98686666667,6.61533333333,44.9380666667,24.2613333333,11.8506666667,18.8452592593,59.1182666667,11.7642
589.42,5.74753333333,45.2688666667,5.2002,27.2092666667,4.98993333333,6.60973333333,44.9769333333,24.3105333333,11.8722666667,18.9106888889,59.2254666667,11.7634666667
589.76,5.7576,45.2907333333,5.236,27.2478,5.00853333333,6.6328,44.958,24.3633333333,11.8964,18.9298962963,59.1778,11.7763333333
590.09,5.78573333333,45.378,5.27333333333,27.3441333333,5.04093333333,6.6686,45.0423333333,24.4897333333,11.9325333333,19.0127407407,59.2638,11.8419333333
590.43,5.75706666667,45.3288666667,5.234,27.3428,5.01113333333,6.63353333333,45.0341333333,24.4685333333,11.8761333333,19.0132074074,59.2759333333,11.7699333333
590.77,5.79506666667,45.4378,5.27453333333,27.4418666667,5.02866666666,6.66433333333,45.1752,24.6011333333,11.9198,19.1316666667,59.3779333333,11.8486666666
591.11,5.80353333333,45.4957333333,5.3134,27.5148,5.05446666667,6.699,45.2131333333,24.6847333333,11.9479333333,19.1821259259,59.4231333333,11.9102666667
591.44,5.80913333333,45.5375333334,5.32233333333,27.5708,5.06673333333,6.71406666667,45.2352666666,24.7305333333,11.9503333333,19.2051185185,59.4609333333,11.9228666667
591.78,5.83926666667,45.5410666667,5.33406666667,27.6391333333,5.0668,6.72486666667,45.245,24.7792,11.9632666667,19.2330962963,59.3523333333,11.9062666667
592.12,5.88713333333,45.6059333333,5.375,27.7082,5.12186666666,6.7618,45.2981333333,24.8763333333,12.0098,19.3107037037,59.4032,11.9744666667
592.46,5.88386666667,45.7455333333,5.38053333333,27.8156666667,5.16666666667,6.79373333333,45.3575333333,24.9641333333,12.0394666667,19.3748370371,59.5009333333,12.0321333333
592.79,5.91766666667,45.8873333333,5.4254,27.883,5.17333333333,6.83893333333,45.4196666667,25.0737333333,12.0881333333,19.4672888889,59.6119333333,12.0832666667
593.13,5.9452,45.9076666667,5.45126666667,27.9606666667,5.1712,6.8778,45.4248666667,25.1122,12.0938,19.5022666667,59.5996,12.0872
593.47,5.95353333333,45.974,5.46066666667,28.0454666666,5.16646666667,6.87626666667,45.4652666667,25.1858666667,12.0874,19.5551481482,59.6524666667,12.0960666667
593.80,5.953,46.0927333333,5.47373333333,28.1274,5.15953333333,6.8772,45.5177333333,25.2348666667,12.1096,19.5984518519,59.7332,12.1254666667
594.14,5.97533333333,46.2053333333,5.46726666667,28.1956,5.14633333333,6.86366666667,45.5702,25.3343333333,12.1002666667,19.6371037037,59.7554,12.1744
594.48,6.0544,46.2792666667,5.5152,28.3076666667,5.2332,6.94533333333,45.5617333333,25.4184,12.1610666667,19.7131185185,59.7538,12.2487333333
594.81,6.14653333333,46.4401333334,5.56066666667,28.4670666667,5.29593333333,7.0034,45.7084666667,25.5846,12.2421333333,19.8790740741,59.8768666667,12.3396
595.15,6.15706666667,46.548,5.55826666667,28.5614,5.28906666667,7.0036,45.8026,25.6997333333,12.2816,19.9459333333,59.9654,12.3577333333
595.49,6.17406666667,46.645,5.5776,28.6539333333,5.32053333333,7.03226666667,45.8732,25.775,12.3052,20.0317259259,60.0805333333,12.4264
595.82,6.17306666667,46.6898666667,5.5844,28.7429333334,5.28966666667,7.02173333333,45.9203333333,25.8562666667,12.2972,20.0720888889,60.1046,12.4358666667
596.16,6.1458,46.7119333333,5.56966666667,28.7821333333,5.24753333333,6.99146666667,45.9249333333,25.8917333333,12.2784,20.0819333334,60.1040666667,12.3752666667
596.50,6.1154,46.6571333333,5.52666666667,28.7888,5.22526666666,6.94473333333,45.8926,25.8790666667,12.2446,20.0720666667,60.0263333333,12.3406
596.83,6.15953333333,46.7404666667,5.5664,28.8709333333,5.27013333333,6.9658,45.9538,25.9748,12.2946,20.1453333333,60.0912,12.4194666667
597.17,6.15973333333,46.7776666667,5.579,28.8796666667,5.28786666667,6.98186666667,45.9761333333,26.0256666667,12.3136666667,20.1825185185,60.063,12.4421333333
597.51,6.162,46.7712666667,5.57033333333,28.8936,5.28993333333,6.9818,45.9662,26.0558,12.2991333333,20.2075555556,59.9931333333,12.4358666667
597.84,6.15753333333,46.8514666667,5.58006666667,28.9678666667,5.30273333333,6.99826666667,45.9626,26.1083333333,12.3224666667,20.2694962963,60.0053333333,12.4342666667
598.18,6.11266666667,46.8730666667,5.55973333333,28.9664,5.2402,6.9532,45.9468,26.1245333333,12.2938666667,20.2883555555,59.968,12.4073333333
598.52,5.99873333333,46.8018666667,5.45533333333,28.8703333333,5.11906666667,6.83853333333,45.8263333333,26.0454666667,12.1768666667,20.1730888889,59.8225333333,12.2899333333
598.85,5.9866,46.8352666667,5.45153333333,28.9085333333,5.1082,6.8072,45.8151333333,26.0822,12.1609333333,20.1857777778,59.7871333334,12.2851333333
599.19,5.96873333333,46.8482666667,5.43753333333,28.905,5.086,6.7754,45.8186666667,26.1320666666,12.1389333334,20.2096444445,59.7672,12.2592666667
599.53,5.9474,46.8365333334,5.39766666667,28.8834666667,5.06546666667,6.75146666666,45.7768,26.1531333333,12.0914,20.2034592593,59.6688666667,12.2471333333
599.86,6.00853333333,46.8894666667,5.4514,28.9636,5.11413333333,6.80906666667,45.8059333333,26.2494666667,12.1590666667,20.3010666667,59.6064666667,12.3466
600.20,6.06673333333,47.0150666667,5.49793333333,29.0663333333,5.16406666667,6.87466666667,45.8849333333,26.3596,12.2192666666,20.4123703704,59.6616666667,12.4223333333
600.53,6.01153333334,46.9967333333,5.44153333333,29.1156666667,5.10586666667,6.81893333333,45.821,26.3721333333,12.1794,20.4006,59.5699333333,12.3724
600.87,6.026,47.0932,5.435,29.2598666667,5.1118,6.82153333333,45.9030666667,26.4898666667,12.1874666667,20.4911185185,59.6917333333,12.4020666666
601.21,6.0474,47.1807333333,5.4638,29.3649333333,5.12413333333,6.8268,45.9432666667,26.5984666667,12.19,20.5736296296,59.8358666667,12.4210666667
601.54,6.0734,47.2969333333,5.50093333333,29.4908,5.16353333333,6.876,46.0713333333,26.7093333333,12.2460666667,20.6477407408,59.9788,12.4758
601.88,6.11353333333,47.4319333333,5.55533333333,29.6372,5.2252,6.93693333333,46.1784666667,26.8291333333,12.3208666666,20.7697037037,60.1197333333,12.5556
602.21,6.15926666667,47.5273333333,5.61546666667,29.7865333333,5.27526666667,6.99313333333,46.2302666667,26.9451333333,12.3908666667,20.8572,60.2305333334,12.6124
602.55,6.1516,47.5795333333,5.61133333333,29.8162,5.2792,7.02526666667,46.2386,27.0032,12.3961333333,20.9237185185,60.2510666667,12.6136666667
602.88,6.15933333333,47.6556666667,5.62193333333,29.9254666667,5.29186666667,7.05926666667,46.2461333333,27.079,12.3968666667,20.9726814815,60.2856666667,12.6498666667
603.22,6.1744,47.7336666666,5.64226666667,30.0127333333,5.30933333333,7.10946666667,46.2946666667,27.1417333333,12.4244,21.0197111111,60.3771333333,12.6730666667
603.56,6.12233333333,47.766,5.578,30.0172666667,5.261,7.07026666667,46.2607333334,27.1334,12.3765333333,21.0014074074,60.3775333333,12.6314666666
603.89,6.0828,47.8224666667,5.536,30.0791333333,5.20146666667,7.02933333333,46.2766,27.1754666667,12.3544666667,21.0049925926,60.4161333333,12.6011333333
604.23,6.0638,47.8616666667,5.51226666666,30.0860666667,5.1784,7.0244,46.291,27.2186,12.3291333333,21.0181703704,60.4383333333,12.5904666667
604.56,6.0442,47.8976,5.4818,30.1029333333,5.14246666667,7.0242,46.2958666667,27.2382666667,12.3332666667,20.9977259259,60.4337333333,12.5815333333
604.90,6.00533333333,47.9375333333,5.4352,30.1291333333,5.1048,7.0026,46.313,27.2344,12.3267333333,20.9780222222,60.4137333333,12.5558
605.23,6.00866666667,47.9214,5.4044,30.1376,5.08766666667,6.98653333334,46.2638,27.2433333333,12.3242666667,20.9890740741,60.3364,12.5627333333
605.57,6.01093333333,47.8699333333,5.3686,30.1156,5.06206666667,6.96826666667,46.1913333333,27.2461333333,12.3142,20.9576148148,60.2112,12.5308666667
605.90,5.97293333333,47.8614,5.32453333333,30.1034666667,5.009,6.92313333333,46.1784,27.2428666667,12.2802666667,20.9550962963,60.1733333334,12.4891333333
606.24,5.9902,47.9351333333,5.33,30.206,5.03273333333,6.9276,46.2021333333,27.3053333333,12.2803333333,20.9875111111,60.2239333333,12.506
606.58,5.97913333333,47.9988,5.33273333334,30.2368666667,5.0186,6.9232,46.2122,27.3632666667,12.3049333333,21.0064222222,60.1924,12.5166
606.91,5.948,48.0519333333,5.30926666667,30.2614,4.99106666667,6.83873333334,46.1880666667,27.3942666667,12.295,21.0581481481,60.1934,12.4888
607.25,5.93906666667,48.0288,5.3274,30.2902666667,4.98266666667,6.81286666667,46.1612666667,27.4522666667,12.2791333333,21.0821925926,60.1582,12.4746
607.58,5.92053333333,47.9884666667,5.31413333333,30.2816,4.97166666667,6.78313333333,46.0778,27.454,12.2660666667,21.0771407407,60.0761333333,12.4792666667
607.92,5.93893333333,48.0018,5.3366,30.3624,4.9788,6.79013333333,46.1204666667,27.5135333333,12.3014666667,21.1356074074,60.0794666667,12.5117333333
608.25,5.89546666667,47.9491333333,5.3198,30.3758,4.94753333333,6.7312,46.006,27.4607333333,12.2662,21.1236444444,59.9448,12.4610666667
608.59,5.94406666667,47.8909333333,5.3662,30.3909333333,4.978,6.77033333333,45.9450666667,27.5061333333,12.3111333333,21.1757259259,59.7936666667,12.4965333333
608.92,5.93806666667,47.8541333333,5.37006666667,30.3890666667,4.983,6.7762,45.861,27.5142666667,12.2767333333,21.149637037,59.7051333333,12.4626666667
609.26,5.87626666667,47.8417333333,5.33873333333,30.395,4.94466666667,6.74593333333,45.8356,27.5485333333,12.2262666667,21.1397555555,59.6489333333,12.4294
609.59,5.90146666667,47.7725333333,5.36053333333,30.3919333333,4.99866666667,6.79446666667,45.7251333333,27.5529333333,12.2344666667,21.1442444444,59.4601333333,12.4522
609.93,5.88333333333,47.6929333333,5.34713333333,30.3555333333,4.9858,6.7706,45.6494,27.5323333334,12.2446666667,21.1344740741,59.2911333333,12.4420666667
610.26,5.84946666667,47.5524666667,5.3082,30.3144,4.96806666667,6.737,45.5153333333,27.4656,12.2228666667,21.1081851852,59.1283333333,12.3973333333
610.60,5.91446666666,47.4894666667,5.3614,30.3992,5.03586666667,6.8366,45.5367333333,27.5148,12.3123333333,21.1394740741,59.006,12.468
610.93,5.903,47.4533333333,5.34586666667,30.3768,5.0406,6.8388,45.4814,27.4932,12.3228,21.1331259259,58.8564,12.4664666667
611.27,5.9148,47.4294,5.35746666667,30.3774,5.07786666667,6.87493333333,45.4546666667,27.5198,12.3151333333,21.1591333333,58.7655333333,12.4748
611.60,5.87766666666,47.3719333333,5.31566666667,30.3252,5.0606,6.8616,45.3174666667,27.4844666667,12.2841333333,21.1188,58.5691333333,12.4242
611.93,5.83846666667,47.325,5.27993333333,30.2675333333,5.0168,6.83,45.2496,27.4813333333,12.2459333333,21.0792,58.4774666667,12.3836666667
612.27,5.79453333333,47.3672666667,5.24166666667,30.2946,4.993,6.78973333333,45.2125333333,27.5122666667,12.2012,21.0573407407,58.502,12.3674666667
612.60,5.791,47.339,5.2246,30.2865333333,4.9646,6.7854,45.192,27.5642,12.1960666667,21.0918518518,58.4461333333,12.3815333333
612.94,5.78406666666,47.3428666666,5.23233333333,30.2848,4.97426666667,6.76333333333,45.1255333333,27.5419333333,12.205,21.0577037037,58.4434,12.3774666666
613.27,5.79413333333,47.4216,5.24733333333,30.4007333333,4.97486666667,6.7632,45.1908,27.6412666667,12.2294,21.1266518519,58.5748,12.4020666667
613.61,5.80166666667,47.5134,5.28093333333,30.4884666667,4.98086666667,6.79926666667,45.2546,27.7312,12.2416666667,21.2011851852,58.6422666667,12.4360666667
613.94,5.8362,47.6339333333,5.32046666667,30.5935333333,4.99506666667,6.83693333333,45.3538666667,27.8395333333,12.2827333333,21.267837037,58.6788,12.4542
614.28,5.746,47.7010666667,5.26946666667,30.5895333333,4.93306666667,6.74973333333,45.3016666667,27.8634666667,12.1876666667,21.2587703704,58.7142666667,12.3784
614.61,5.7,47.8109333333,5.20406666667,30.667,4.8578,6.69826666667,45.4108666667,27.9425333333,12.1396666667,21.2907555555,58.8197333333,12.3514666667
614.94,5.63513333333,47.8990666667,5.1514,30.7356666667,4.77753333333,6.64533333333,45.4442666667,27.9782,12.141,21.2579925926,58.8586,12.3153333333
615.28,5.68593333333,48.0631333333,5.19833333333,30.8625333333,4.7934,6.67546666667,45.5473333333,28.1046666667,12.1628,21.3724444445,58.9844,12.3844
615.61,5.8192,48.31,5.3032,31.0886,4.91926666667,6.8044,45.7479333333,28.3142,12.2763333333,21.5971333333,59.2340666667,12.5646
615.95,5.8408,48.3235333333,5.32533333333,31.1364,4.95393333333,6.8498,45.7670666667,28.3804666667,12.2754,21.6496370371,59.236,12.6085333333
616.28,5.82593333333,48.4602,5.33873333333,31.2546,4.97726666667,6.84806666667,45.8928666667,28.4417333334,12.2908666667,21.7345407408,59.33,12.6453333333
616.61,5.87906666667,48.6090666667,5.3718,31.4078666666,5.01826666667,6.91413333333,46.0076666667,28.6034666667,12.3538666667,21.8879111111,59.4288,12.7195333333
616.95,5.8956,48.6836,5.37586666666,31.4739333333,5.0176,6.9224,46.1050666667,28.6910666667,12.3930666667,21.9697555555,59.4477333333,12.757
617.28,5.9366,48.7613333333,5.39633333333,31.5518,5.0328,6.93353333333,46.1287333333,28.7712,12.4241333333,22.0297703704,59.4997333333,12.8033333333
617.62,5.88773333333,48.7562666667,5.36066666667,31.5874666667,4.97666666667,6.87426666667,46.1184666667,28.8181333333,12.3576666667,22.0665037037,59.5247333333,12.7846
617.95,5.93573333333,48.7904,5.34313333334,31.6058,4.96773333333,6.88406666667,46.0998666666,28.8828666667,12.3969333333,22.0934074074,59.5020666667,12.7962666667
618.28,5.9996,48.7569333333,5.4092,31.6983333333,5.01806666667,6.94013333333,46.0646,28.9424,12.4389333333,22.1437185185,59.4902,12.8338
618.62,6.09213333333,48.7675333333,5.50466666667,31.7829333333,5.1262,7.0178,46.1016666667,29.0221333333,12.4889333333,22.2572296296,59.4642666667,12.9168
618.95,6.09306666667,48.7566,5.51253333333,31.8151333333,5.15626666667,7.02786666667,46.0606,29.0581333333,12.5104,22.2906740741,59.4109333333,12.9456
619.28,6.0612,48.6431333333,5.47266666667,31.7873333333,5.12726666667,6.99466666667,45.9521333333,29.0471333333,12.4919333333,22.2533185185,59.2184666666,12.9003333333
619.62,6.08626666667,48.7756666667,5.4862,31.9227333333,5.13946666667,6.9888,46.1029333334,29.1708666667,12.5323333333,22.3303925926,59.3289333333,12.91
619.95,6.12506666667,48.9066,5.53253333333,32.0468,5.17553333333,7.0318,46.1792,29.3072666667,12.5984666667,22.3830740741,59.4525333333,12.9625333333
620.28,6.1108,48.8576,5.51773333334,32.085,5.16473333333,6.99033333333,46.1732,29.3178,12.5719333333,22.4157555556,59.3801333333,12.9218666667
620.62,6.1102,48.9794,5.5344,32.1750666667,5.16966666667,6.96726666667,46.2051333333,29.3719333333,12.5587333333,22.4511185185,59.4362666667,12.9408
620.95,6.11753333333,49.038,5.5694,32.2968666667,5.21206666667,7.01106666667,46.2919333333,29.5326,12.6056666667,22.5173777778,59.5018666667,13.0044
621.28,6.1842,49.2233333333,5.6364,32.4336666667,5.29706666667,7.07173333333,46.3990666667,29.6501333333,12.7147333333,22.6075037037,59.6318,13.1268
621.62,6.19106666667,49.2574,5.6942,32.5166,5.31806666667,7.0922,46.4549333333,29.746,12.7359333334,22.7032,59.6380666667,13.1858
621.95,6.21133333333,49.4236666667,5.73526666667,32.5896,5.343,7.1434,46.4628,29.8442,12.8031333333,22.8176740741,59.6814,13.2575333333
622.28,6.174,49.5469333333,5.70726666667,32.6356,5.30026666667,7.10686666667,46.5181333333,29.9468,12.8056,22.8685851852,59.7804666667,13.2440666667
622.62,6.1418,49.5633333333,5.6844,32.6876666667,5.25153333333,7.06873333333,46.5336,29.996,12.7996,22.8621259259,59.8204,13.2174
622.95,6.1104,49.7006666666,5.685,32.7874,5.24466666667,7.05406666667,46.6235333333,30.112,12.8078666667,22.9335481481,59.9476,13.2201333333
623.28,6.0522,49.7042666667,5.63886666666,32.7880666667,5.18486666667,7.03593333333,46.5492666667,30.1568666667,12.7677333333,22.9503851852,59.909,13.2358
623.62,6.00433333333,49.6782,5.6068,32.8183333333,5.13826666667,7.00486666667,46.5035333333,30.1708666667,12.7586,22.9860666667,59.8584666667,13.2158666667
623.95,5.98173333334,49.7980666667,5.58513333333,32.8676,5.0954,6.98333333333,46.5577333333,30.2472,12.763,23.0093481482,59.9535333334,13.2162666667
624.28,5.94846666667,49.8465333333,5.5642,32.8893333333,5.07506666667,6.997,46.5955333333,30.3266666667,12.7768666667,23.0488444444,60.0252666667,13.2118666667
624.62,5.8882,49.8632,5.4954,32.8709333333,5.01013333333,6.93533333333,46.5129333333,30.272,12.7145333333,23.0108814815,59.9548666667,13.1436666667
624.95,5.9092,49.9300666666,5.45573333333,32.9427333333,4.99673333333,6.94766666667,46.525,30.3522,12.7306,23.0620888889,60.0276,13.1139333333
625.28,5.9,50.0502666667,5.43653333333,33.0210666667,4.97006666667,6.94153333333,46.5782,30.4238,12.7312666667,23.0908074074,60.0649333333,13.1134
625.61,5.89366666667,50.0559333333,5.4068,33.0527333333,4.9504,6.9054,46.5882666667,30.4610666667,12.7220666667,23.080237037,60.0946,13.1039333333
625.95,5.89873333333,50.1292666667,5.3936,33.1605333333,4.93646666667,6.89153333333,46.649,30.5444666667,12.7010666667,23.1375777778,60.1443333333,13.1338666667
626.28,5.95646666667,50.2597333333,5.4226,33.2782666667,4.976,6.93793333333,46.7302666667,30.6373333333,12.735,23.2400962963,60.234,13.2118666667
626.61,5.96753333333,50.3431333333,5.43493333333,33.3311333333,4.97126666667,6.97326666667,46.7838,30.7151333333,12.7466,23.2776962963,60.2454666667,13.2310666667
626.94,6.00126666667,50.3568,5.48273333333,33.3677333333,4.99513333333,6.98433333333,46.7688,30.7136666667,12.7891333333,23.3302888889,60.1828666667,13.2421333333
627.28,6.01473333334,50.4307333333,5.4908,33.4204,5.002,6.97746666666,46.8110666667,30.7688666667,12.7768,23.3694592593,60.1859333333,13.2873333334
627.61,6.02033333333,50.5402666667,5.53746666667,33.5226666667,5.04326666667,7.007,46.8950666666,30.8742,12.798,23.4322,60.2376666667,13.3551333333
627.94,6.03666666667,50.5791333333,5.50686666667,33.5763333333,5.0364,6.99686666667,46.8905333333,30.8729333333,12.7947333333,23.4406518519,60.2260666667,13.3434
628.27,6.0676,50.5914,5.5534,33.623,5.06273333333,7.033,46.8884666667,30.9294,12.8559333333,23.5205481482,60.2128,13.3650666666
628.61,6.02926666667,50.5424,5.5644,33.587,5.03966666667,7.01433333333,46.8174666667,30.9263333333,12.8187333334,23.5257777778,60.1346666667,13.3608666667
628.94,6.0072,50.5314666667,5.56453333333,33.6053333333,5.02066666667,7.0072,46.8082666667,30.9427333333,12.796,23.5340962963,60.1152666667,13.3754666667
629.27,6.00733333333,50.5971333333,5.5844,33.7339333333,5.02,7.00226666667,46.8930666667,31.0445333333,12.8017333333,23.5984518519,60.1714666667,13.4024666667
629.60,6.05513333333,50.5787333333,5.62353333334,33.7792666667,5.0632,7.0612,46.8458,31.0862,12.8499333333,23.6329259259,60.1194,13.4156666667
629.94,5.97393333333,50.5106666667,5.588,33.7282,5.01933333333,6.9996,46.7694666667,31.0876,12.7981333333,23.6036296296,60.0120666667,13.3244666666
630.27,5.99126666667,50.4526,5.61433333333,33.7825333333,5.0648,6.99853333333,46.7288666667,31.1001333333,12.8040666667,23.6595925926,59.9778666666,13.3593333333
630.60,6.00913333334,50.5201333333,5.6246,33.8648,5.08006666667,7.01333333333,46.7752666667,31.1950666667,12.8336,23.7134740741,60.0369333333,13.397
630.93,6.04293333333,50.599,5.63026666667,33.9518,5.09806666667,7.03053333333,46.8237333333,31.241,12.8842,23.7580888889,60.0858,13.3794666667
631.26,6.10446666667,50.6457333334,5.62633333333,34.0307333333,5.10486666667,7.0882,46.8210666667,31.2788666667,12.9275333333,23.8338444444,60.1361333333,13.4302
631.60,6.10193333333,50.6945333333,5.64166666667,34.1058,5.1096,7.092,46.8410666667,31.3661333333,12.937,23.8919777778,60.1119333333,13.4464
631.93,6.10606666667,50.8454,5.62133333333,34.2337333333,5.0896,7.099,46.9678666667,31.4978666667,12.9518666667,23.976362963,60.2095333333,13.4886666667
632.26,6.10926666667,50.9590666667,5.5946,34.3341333333,5.06873333333,7.0886,47.0478666667,31.6006,12.9443333333,23.978962963,60.3018,13.4660666667
632.59,6.15466666667,51.0144,5.61086666667,34.4299333333,5.11753333333,7.14286666667,47.0470666667,31.656,13.0033333333,24.0392740741,60.3081333333,13.47
632.92,6.14086666667,51.1162,5.59373333333,34.4668666667,5.1308,7.16946666667,47.0709333333,31.7482,13.0378666666,24.1310962963,60.3363333333,13.4810666667
633.26,6.0966,51.1624666667,5.54826666667,34.4997333333,5.082,7.1168,47.0643333333,31.8106666667,12.9851333333,24.1101333334,60.3582666667,13.4494666667
