wavelength,Back_SalMalm,Belly_SalMalm,Breast_SalMalm,Crissum_SalMalm,Crown_SalMalm,DorTail_SalMalm,Patch10_SalMalm,Patch11_SalMalm,Rump_SalMalm,Throat_SalMalm,WingTip_SalMalm
196.27,114.285761905,175.384466667,93.7890888888,151.453,133.504266667,142.051433333,60.1708,127.008666667,93.5042666667,119.3162,96.0685666667
196.65,96.2857142857,132.5,71.7916666667,124.0,112.666666667,114.666666667,38.3333333333,109.0,67.4999999999,97.4999999999,67.8333333334
197.03,90.6619999999,123.902466667,85.0406388889,118.699266667,113.170733333,118.7805,47.3169999999,103.5772,67.6422666667,101.626066667,63.2519666667
197.40,81.6028666666,112.520333333,91.2195,109.105733334,103.4146,127.642166667,47.9674666666,88.1302000001,55.6097333334,102.601666667,58.3739666667
197.78,82.7558095238,97.0212,92.5769055557,108.652466667,95.8866000001,119.929133333,49.2198666667,85.6736666666,60.9928666666,99.1488666666,66.3120666667
198.16,84.0896857142,110.9804,96.37245,114.705866667,91.7647333335,119.51,47.8430666667,85.4902,54.5097333333,102.941133333,70.0979666667
198.54,91.0317809523,118.888933333,103.364305556,108.703666667,90.0,119.629666667,62.2222000001,79.8146666667,49.4444,108.5184,81.3888999999
198.92,90.0000857143,110.877066667,100.18995,104.9122,86.1402000001,115.7018,62.6315333333,79.4735333333,52.2807333333,100.7018,80.7896
199.30,74.8918380953,87.3938666667,84.7273055556,90.303,75.2725999999,105.2121,64.3637333334,63.6364000001,48.8484,85.2119333333,75.2727333333
199.68,67.6351904763,81.4688,76.0640333334,81.8079999999,71.0734000001,103.728833333,66.7796666667,62.7116666667,47.1186666667,82.4859333332,77.4576
200.06,54.3846952381,68.5712666667,60.9956166666,62.4242666667,55.4112,77.5758666666,51.6016666666,46.8397999999,39.3073333334,63.8960666667,61.5584333333
200.44,51.1073714285,60.9304,52.1898944444,51.5504666667,46.3564666667,70.5428,48.7597333334,42.4031333333,38.062,53.876,53.6821666667
200.82,51.7420095238,60.6750666667,54.1844000001,48.8608,47.2573333333,75.2742333334,52.7426666667,37.3840666666,36.5400666667,50.6328666667,52.7426333333
201.19,52.4985714287,61.6462,49.26605,46.3373333333,44.4443999999,73.9094333334,51.7695333334,35.5555333333,38.0246666667,48.8889333333,53.2923
201.57,43.2935714286,50.9722666667,37.8413055556,37.9861333333,35.5555333333,59.3748333333,40.764,31.7361333334,29.9306,35.0,39.1667666667
201.95,30.5243523809,40.202,24.4499333333,23.5017333333,26.6667333333,52.8283,31.2458,21.3468666667,16.2288666667,22.7609333333,24.6801666667
202.33,32.2874,38.1546666667,25.8679833333,25.4761333333,30.1191333333,54.8215666667,31.6666,21.4285333333,18.2142666667,27.2022666666,25.5952666667
202.71,33.6564761905,37.9166666667,23.9137666667,26.1309333333,31.3094,57.7082333333,30.4165333334,22.5596666667,22.738,30.8929333333,23.3631666667
203.09,34.0392666667,38.4312,18.9999,18.4312666667,28.3921333333,68.5490999999,27.9998666667,14.3531333333,18.1176,30.4314,21.8039333333
203.47,29.7398285714,31.5555333333,10.1481444445,7.64453333335,18.6667333333,63.9999333333,22.0445333333,6.75579999998,15.1111333333,24.3555333333,6.4
203.85,40.880952381,36.8333333333,21.3680555556,11.5833333333,25.0833333333,70.4999999999,28.9166666667,17.5833333333,25.0833333333,31.3333333333,8.45833333334
204.22,23.9598,14.152,0.76036111112,-10.7602666667,7.13446666668,75.4389000001,9.00586666665,-3.74280000001,-1.63760000001,16.3742,-20.7600333333
204.60,16.3218857143,3.21826666666,-3.91747777778,-15.7470666667,4.71253333333,71.8391333333,-1.83913333334,-7.81613333334,-8.6206,11.3792,-27.5285999999
204.98,23.4070761905,9.01406666668,5.78255555557,-2.62906666665,8.92020000002,65.6808999999,2.15953333333,2.44126666665,1.50233333333,20.0939333333,-13.1454999999
205.36,33.9593904762,14.0637333333,16.0806444444,8.03646666667,22.5570666667,76.0732,10.2282666667,15.4337333333,12.1462,28.7671333334,-4.52056666674
205.74,37.7944857143,1.75433333332,15.4190888889,-1.16959999997,21.7542666667,88.0701666667,6.54966666668,4.21066666667,8.65506666669,36.6082666667,-14.2105666667
206.12,59.1906190476,20.0000666667,39.61115,23.6666000001,48.7778666667,95.7778999999,28.8888666667,25.4445333333,36.5554666667,60.7779333333,8.11106666659
206.50,66.1064761905,28.7256666667,56.0212166667,38.2353333333,59.6078666667,96.3234999999,39.804,38.2353999999,48.1372666667,66.2744666666,19.0687
206.87,57.9612000001,11.1456,50.182,27.9164666667,53.5415333334,89.6352666666,30.833,28.1248666666,37.7080666667,56.4580666667,11.1456666667
207.25,48.303952381,18.3520666667,50.2684111111,34.3070666667,48.9887333334,72.7340666667,34.6068,29.2884666667,36.8540666667,50.4869333333,15.9924666666
207.63,31.4066476191,-0.68953333332,33.4548166667,15.3256666667,31.2643333333,58.4289333333,17.0880666667,11.5708666667,12.1074,33.8696666667,1.30256666666
208.01,18.9192857143,-9.66286666666,26.1734666667,8.68913333335,23.2958666667,50.824,6.36706666667,-0.44926666668,2.9214,22.9963333333,-6.21716666667
208.39,24.3324190476,-1.6994,30.52825,14.7712666667,27.6470666667,52.6144666667,16.2092,6.33986666667,13.5948666667,23.6600666667,2.18939999999
208.77,22.5063238095,-2.80693333334,30.9649333333,14.5263333333,28.7718,53.7545333333,14.9474,2.45620000002,15.9298,23.1579333333,-0.49126666668
209.14,21.9387142857,-1.58726666667,33.2013277778,17.6190666667,34.3651333334,62.5001,20.0793333333,1.98406666666,20.5554666667,27.3017333333,3.1348
209.52,22.1314666667,-0.9524,36.4087111111,23.1745333333,33.7301333333,63.8888666667,22.7778,3.17453333334,16.9048666667,28.6507333333,4.3651
209.90,19.4235238095,-3.15793333333,36.1037722222,25.7017333333,31.2280666667,68.9035666667,22.7193333333,-3.15780000001,17.9826,27.9824,2.76303333333
210.28,11.5682857143,-2.311,30.2147222222,14.2222666667,17.7778,69.6445666666,15.6444,-6.48893333335,12.9778,17.5999333334,-3.91116666668
210.66,12.5942571429,-5.4726,27.6533444444,11.0448,15.2238666667,74.4776666666,15.7214,-7.56206666667,17.5125333333,18.2088666667,-0.298600000066
211.03,24.2636857143,13.6408666667,45.0085277779,21.1282,27.6922,90.1540666667,28.3078,2.87186666669,33.6410666667,34.1538,12.1024666667
211.41,20.9070571428,5.39673333333,34.6120611111,11.111,19.6825333333,92.0636666667,21.4816,-1.26986666665,27.7248666667,32.0635333334,8.09523333334
211.79,47.0972,34.6119333333,61.8265611112,39.5433333333,50.6848666667,108.904166667,45.2055333333,27.9453333333,58.3562666667,57.2601333333,35.5708333333
212.17,48.9946857143,33.827,67.9527777778,42.2222,49.8764666666,133.888833333,48.395,19.9998666667,63.3332666666,69.1358000001,33.8270333333
212.55,108.616923809,67.3015333333,146.825477778,87.9364000001,101.904733333,317.460533333,99.0476666667,27.6192000001,142.539666667,168.888866667,73.3334999999
212.92,108.299352381,69.7619333333,130.813577778,77.8571333333,92.3809333333,260.952266667,99.5238000001,31.4286,120.714266667,149.5238,86.9048000001
213.30,94.3537523809,44.5237333333,125.773744444,58.8095333333,73.8096000001,236.190433333,85.9523999999,14.7619333333,107.381066667,138.095266667,67.5001333333
213.68,75.2028666666,35.3086666667,128.497922222,46.4198666667,64.9382666666,224.197533333,78.0246,9.62953333334,109.876533333,140.4938,57.5310333333
214.06,77.3518571429,42.7643333333,104.972738889,46.9918666666,70.2440000001,152.113833333,70.5690666667,43.2519333334,87.6424000001,112.357733333,56.0977000001
214.44,83.2558571428,35.1939333333,108.73385,58.2945333333,80.0001333333,152.092933333,78.2944666668,35.8140666666,86.5116666667,121.550333333,62.2481
214.81,64.7947142858,36.3218666667,93.9176499999,56.2067333333,63.2183999999,115.8621,61.3792666667,34.9425333333,61.6092666667,92.6437999999,43.7930333333
215.19,50.9731714285,14.6378,83.4541333335,55.6522666666,42.6086666667,105.5798,46.2317333333,15.3622666667,42.3188000001,83.4782,20.4349
215.57,51.8315714287,-14.1026,120.897394444,67.4359999999,44.6154,134.743633333,39.2307999999,-8.46160000006,40.2565333334,107.179466667,-5.89743333327
215.95,-48.0952380974,-1010.0,611.111111112,159.999999999,-159.999999999,866.666666667,-290.0,-993.333333333,-283.333333333,530.000000001,-878.333333333
216.32,155.510190476,-167.619133333,343.650822222,209.523866666,131.428466667,361.904700001,45.7144666667,-110.476333333,103.8096,310.476266667,-111.904766667
216.70,52.9720761903,-9.65513333334,111.379377778,81.3793333333,61.8390666667,103.448233333,29.6551333334,-0.68953333342,52.8736666667,99.0803333332,-5.0575333334
217.08,39.0890285714,-10.1448,120.193188889,103.768133333,72.4637999999,97.3912,13.0434,-6.6667333334,51.3044000001,117.970933333,-31.7390999999
217.46,7.9365809522,-46.6666,130.814977778,108.444466667,47.9999999999,113.555533333,-50.2222,-45.7776666666,32.8889333334,138.2222,-99.9998666667
217.83,26.9552380952,-16.5656,70.3872499999,64.2423333333,29.0908666667,66.1616,-13.9393333334,-15.7576,20.6059333333,68.8888666667,-27.9798999999
218.21,32.3808952381,15.7142666667,79.9603777777,75.5556000001,42.8571333334,90.3969000001,7.93660000001,7.46046666667,40.0000666667,71.7460666665,-1.42856666667
218.59,8.6290857143,-8.68679999998,68.6531333333,76.1616666667,24.0404666667,77.7777666667,-23.0302666667,-18.5859333334,18.5857333333,53.7374000001,-32.5251333333
218.97,-118.775485714,-224.761933333,103.492155556,138.095266667,-77.1428666667,190.000033333,-271.4286,-243.809466667,-79.0476666666,99.9999999999,-284.285666667
219.34,-63.9154476191,-159.259,101.913555555,74.8147999999,-54.8147333332,211.8518,-202.962933333,-168.148,-69.6296666667,87.4074666665,-172.222166667
219.72,-215.555428571,-453.333400001,164.074088889,244.444466666,-295.555599999,706.666699999,-608.888933334,-624.444533333,-153.333333333,179.999933333,-572.222233332
220.10,5.03967619055,-8.88893333326,68.2638999999,73.3333333332,-15.5554666667,141.8057,-25.5555333333,-17.5002,28.8888666667,69.7221333333,-22.3611333333
220.47,-21.8219809524,-31.8840666667,39.8791666667,55.3623333333,-36.8114666668,144.927566667,-31.3044666666,-22.8986,15.0724666666,44.6377333333,-46.2318333334
220.85,6.5306952381,-38.7302,59.12695,58.0951333334,-21.2697333333,185.079233333,-15.5556000001,5.3969333334,40.3174000001,64.7621333333,-22.0634333334
221.23,-12.0634952381,-206.666666667,82.8395777779,94.0740666667,-125.185133333,404.814933333,-56.2964,-34.0741333331,34.0740666667,56.2962666667,-72.5925333334
221.61,42.055257143,-61.0525333333,68.8011388889,68.0700666667,-8.07033333327,222.2807,21.4036,12.2807999999,50.1754666665,56.1403333333,11.2281
221.98,-408.571428573,1160.0,-232.777777779,-753.333333333,466.666666667,-4063.33333333,-173.333333333,46.6666666666,-913.333333335,-706.666666667,313.333333334
222.36,46.0544380952,107.380933333,68.1745555556,50.9523333333,88.8093999999,-71.6666333333,52.8572000001,75.2379333334,31.1905333334,40.2381333333,72.0237666666
222.74,46.5566761905,102.564,78.1623388888,73.8462000001,98.2049333335,-84.7436,50.7691333333,79.7436666665,22.3078000001,29.4870666667,68.4615999999
223.11,60.9524285714,112.1838,88.3142055555,81.1492000001,92.1837999999,-63.1035999999,63.6781999999,105.0576,38.8506,51.9539999999,77.4711333333
223.49,60.4586380953,116.5432,96.4815111112,91.6049333332,85.4320000001,-59.5064,68.1482666666,113.827133333,30.1234666667,63.7036666666,82.3456666667
223.87,78.7757428571,175.7144,121.984133333,170.476066667,139.523933333,-120.476366667,110.0,164.761933333,44.2858000001,89.0476666666,103.809566667
224.24,58.5348095237,130.769266667,91.9871666666,127.6922,94.8718000001,-24.4872000001,85.6410666668,108.205,50.2564,74.1024666667,88.8461333333
224.62,69.442104762,112.380866667,88.9682555555,123.999933334,87.0476000001,9.8095333334,96.1905999999,102.095133333,69.1428666667,75.8095333333,82.9524000001
225.00,84.716542857,109.2062,104.246111111,125.7142,97.6189333332,35.8730333333,107.301666667,107.777866667,91.7459999999,82.8572,104.841266667
225.38,84.7883523809,104.814933333,102.1606,132.037,98.5185333333,33.2407,110.3704,99.6296666667,84.2592666665,75.1850666667,112.4074
225.75,56.7966761905,77.8787333334,70.7069944444,90.7574666667,69.8483999999,16.3635333333,87.8788666667,63.9394666667,58.0302666667,54.0909333333,77.6515666666
226.13,57.2235714286,72.9944666667,61.5255888889,78.644,65.6497333333,24.5196666667,79.8868666667,63.5028,57.7398666667,63.2768,71.4125
226.51,32.7568571429,64.386,39.7953333333,60.1754,41.7544,-9.21053333334,75.2633333333,43.1578666667,33.1578,47.7193333333,50.9649333333
226.88,-1.05159999999,39.0278,5.99546666665,17.2222,13.8888,-25.0694666667,37.2222,1.38906666666,4.02786666669,18.1944666667,19.9305
227.26,-19.9223142857,18.5034,-14.2403111111,-5.30600000001,-5.17013333335,-38.7075,15.9184666667,-27.0749333333,-19.5918666667,-3.12913333334,6.93886666666
227.64,-58.661552381,-12.2522,-55.0749555556,-58.0181333334,-42.1622,-83.8736666667,-19.8198000001,-83.2432666667,-65.2252666667,-41.982,-32.2521333333
228.01,-31.105447619,1.19046666667,-25.8532222222,-36.5476,-26.1904,-39.7620333333,-9.1666666667,-43.3333333333,-38.5714666667,-18.3332,-10.1786666667
228.39,-18.5842952381,3.063,-16.0059166667,-28.018,-15.4053333333,-21.9820333333,0.81080000002,-27.8379333333,-22.3423333333,-11.8017333333,-5.6757
228.76,-31.1712095238,-3.96400000001,-24.4819888889,-36.7567333333,-18.6487333334,-23.7838666667,-4.41446666667,-33.7839333333,-31.0811333333,-19.9999333333,-12.8828
229.14,-25.9071619048,-4.13493333332,-22.78475,-27.5950666667,-12.4894,-19.4094666667,0.75953333332,-25.6541333333,-28.1012,-14.6835333333,-12.9958
229.52,-10.2250571429,6.81319999999,-9.9818,-9.30406666666,-2.19766666669,-4.9818,17.2892666667,-7.83886666667,-10.2565333333,-0.952266666674,1.75833333334
229.89,0.903314285714,13.5395333333,1.20845555555,3.71133333333,5.56706666667,5.36086666666,22.4055333333,2.8868,0.549866666667,6.80426666667,14.9139333333
230.27,-9.41559047619,8.48486666667,-7.97981111113,-0.530133333334,-4.84846666667,-1.40136666666,20.0757333333,-4.46973333331,-3.93933333334,-5.75766666668,8.33326666667
230.65,3.88571428571,20.0,5.02777777779,12.2,7.93333333333,9.6,30.7333333333,6.73333333335,12.3333333333,6.53333333333,19.5666666667
231.02,4.72619047618,20.5,4.05555555556,16.1666666667,4.16666666667,12.7083333333,37.6666666667,10.0833333333,14.75,7.08333333334,22.25
231.40,-12.4590761905,9.72673333333,-10.49185,8.08720000001,-9.18019999999,2.18559999999,34.3169333333,4.15306666667,7.65019999999,-3.06013333335,9.39893333335
231.78,-7.06915238094,14.7417333333,-7.6995,14.4602,-6.47893333335,5.16433333335,31.5492666667,13.7090666667,12.7698666667,-2.06573333333,15.3990666667
232.15,-16.0713142857,14.8959333333,-8.59354444445,15.8335333333,-14.9998,-6.04139999999,25.7292666667,4.16666666666,15.1042666667,-9.68719999999,11.4584666667
232.53,-32.5091428571,2.05119999999,-17.1473166667,10.1282666667,-36.9230666667,-26.3463000001,17.6923333333,-6.41026666668,1.66653333333,-29.4871333333,-1.73086666668
232.90,-31.8696,-4.07393333333,-17.8806333333,8.02473333331,-42.5924,-27.7777666667,11.2346,-9.75306666665,-3.70366666666,-28.8888666667,-8.33339999999
233.28,-40.3773428572,-1.76086666667,-20.0313222222,-1.761,-47.2956,-27.61,5.66046666668,-20.7547333333,-10.1885333333,-32.9558666667,-14.4026333333
233.66,-82.4363619048,-30.5428,-44.3798166667,-28.6822666667,-79.3798,-55.3487666667,-28.3719333333,-54.2636666666,-41.7054,-65.7364666666,-46.1239666667
234.03,-113.577533333,-59.3162,-68.6323888889,-60.1708666667,-101.538466667,-77.4359999999,-50.9401333333,-80.5128666667,-65.1282,-93.8462666667,-79.4016000001
234.41,-90.6585809523,-50.0708,-55.4374111111,-45.2481333333,-72.7658,-51.6312333333,-39.2908,-75.1772,-53.3333333333,-73.9007333333,-62.7661000001
234.78,-72.0124380953,-46.3441333333,-46.8458722222,-40.0000666667,-55.4838,-45.2152333333,-33.871,-62.5807333333,-46.8817333333,-65.0538,-51.2364666667
235.16,-42.0703428571,-24.0578666667,-26.9988055556,-17.8260666667,-27.7535333333,-22.1014333333,-14.0580666667,-35.6524,-24.2753333333,-41.0144666667,-25.8695666667
235.54,-17.6071333333,-4.53780000001,-9.03825555556,-0.560200000007,-7.84306666665,-4.48183333334,2.74513333334,-18.3191333333,-8.34726666666,-22.5211333333,-7.05873333334
235.91,-8.62785714285,0.4446,-3.41135555556,5.43220000001,-1.58026666667,-1.06193333335,8.64213333334,-12.1975333333,-1.92593333333,-13.9259333333,0.96296666666
236.29,-12.2439238095,-5.61153333335,-8.35324444445,-1.05513333333,-6.6186,-4.91596666666,6.33086666666,-15.0120666667,-9.54446666668,-17.0743333333,-3.57316666667
236.66,-13.8516380952,-6.80280000001,-11.1110722222,-3.40139999999,-6.3038,-8.14043333334,3.94566666665,-16.916,-11.0656666667,-15.4647333333,-5.96366666666
237.04,-16.3401333333,-5.57146666666,-11.8373,-7.61913333333,-6.19053333333,-10.476,0.190400000008,-22.9046,-12.0476666667,-17.0476666667,-5.54766666666
237.41,-15.6121904762,-6.619,-12.0158222222,-9.71426666667,-6.85706666667,-12.5953,-1.76193333333,-22.8571333333,-11.8096666667,-17.238,-3.78576666665
237.79,-4.70995238095,1.69699999999,-5.08422222222,-2.66666666667,0.727133333332,-7.0506,6.34346666667,-11.7172,-1.53533333335,-8.52513333334,4.56556666669
238.17,-1.47198095237,7.08340000001,-3.50683888889,1.55293333333,2.34833333333,-6.11743333334,7.04559999999,-7.57579999999,1.06066666666,-4.69700000001,8.40906666666
238.54,5.18324761906,13.0055333333,1.67587222222,5.20946666667,6.44793333333,-1.71219999999,11.694,-0.255133333332,7.1038,0.874399999994,13.1512
238.92,8.42372380954,18.4669333333,4.10575555555,10.3387333333,8.44919999999,4.17133333334,15.3298,3.95713333332,12.1924666667,5.88239999999,17.5580666667
239.29,11.2137047619,21.5044666667,7.65518333333,10.5982666667,9.81186666667,4.75213333333,16.8206,4.10273333333,14.5642,8.68386666667,18.8376
239.67,10.3554285714,20.8780666667,8.16003333335,9.78866666667,9.62606666667,6.34126666667,15.6096666667,6.47166666665,16.4228,11.2196,18.6505
240.04,4.29649523809,17.7778,3.53122222222,5.02286666667,4.96206666667,4.64216666667,9.74126666665,2.40486666667,11.5982,6.97093333333,13.6226666667
240.42,12.5013619048,24.506,9.74746666666,10.9616666667,12.3582,11.4625333333,15.5730666667,10.4346666667,18.2609333333,12.2792666667,20.8168666667
240.79,14.9908285714,24.8421333333,11.1948944444,12.4679333333,14.3858666667,16.2338666667,15.9766,12.8656,19.8831333333,14.8772,23.9649
241.17,14.0841619048,22.2903333333,10.4207611111,12.2493333333,12.3108666667,16.8814666667,14.8056666667,14.2741333333,18.4457333333,13.8854666667,23.0676333333
241.54,11.5716,19.714,9.76161666667,11.8322,11.117,17.3725666667,13.7264,13.0830666667,17.5157333333,12.1715333333,20.5986666666
241.92,10.4986285714,18.53,9.72581666667,11.4437333333,9.72880000001,17.0953333333,12.1610666667,12.7734,15.7306666667,11.3561333333,19.5799
242.29,9.19770476191,16.5845333333,8.92162777778,9.16260000001,8.75206666665,17.1508666667,11.9376666667,11.5434,14.3022,9.65513333333,18.7603
242.67,6.04472380953,13.4544,6.69195555555,6.56086666667,6.09226666667,14.4748333333,9.04013333332,9.31226666665,10.6425333333,6.54566666667,15.6915
243.05,4.762,11.0284666667,5.95671666667,4.3326,4.887,12.5237,7.14800000001,7.8922,8.1838,4.6244,14.1356333333
243.42,4.07560952381,9.16480000001,4.57124444444,3.8286,3.8582,11.8773,5.89806666666,7.86406666668,7.02146666667,4.39033333333,13.6658666667
243.80,4.37892380952,8.28673333334,4.47554444445,3.72766666667,3.957,10.5449,5.87806666666,6.83866666667,5.74913333333,3.39786666667,14.1290666667
244.17,3.81778095238,6.04746666667,3.68121666667,2.059,2.9662,9.38073333333,4.70840000001,5.50033333333,4.23333333333,2.11666666667,13.3117666667
