wavelength,Back_HapUnim,Belly_HapUnim,Breast_HapUnim,Crissum_HapUnim,Crown_HapUnim,DorTail_HapUnim,Patch10_HapUnim,Rump_HapUnim,Throat_HapUnim,WingTip_HapUnim
557.85,11.8733333333,18.2430666667,15.6258666667,15.9030666667,12.01,10.4670666667,16.0247333333,11.9397277778,15.1615416667,11.6249333333
558.19,11.8895094276,18.3012,15.6534666667,15.8994666667,12.0277,10.4421333333,16.0296666667,11.9570833333,15.1977083333,11.6561333333
558.53,11.8921639731,18.291,15.6414,15.8847333333,11.9957,10.4507333333,16.0078,11.946025,15.1419166667,11.6114666667
558.87,11.9044444444,18.2693333333,15.6739333333,15.8728,12.0116,10.4753333333,16.0108666667,11.9723833333,15.169375,11.6195333333
559.21,11.9894754209,18.3456666667,15.749,15.9676,12.093,10.545,16.0964,12.0379027778,15.1963333333,11.6786666667
559.55,12.0633781145,18.3998,15.7674666667,16.0095333333,12.1523333333,10.6298666667,16.1593333333,12.0937722222,15.2610833334,11.7372
559.89,12.059056229,18.4018666667,15.7866,16.0404,12.1470333333,10.6660666667,16.1344,12.1094777778,15.2929583333,11.7533333333
560.23,11.9913084175,18.3328,15.7080666667,16.0166666667,12.0997333333,10.6204666667,16.1394,12.0691027778,15.247625,11.6960333333
560.58,11.9778993266,18.338,15.712,16.0132666667,12.0902333333,10.5746,16.1062666667,12.0623722222,15.2593333333,11.6672
560.92,12.0042397306,18.3627333333,15.7348666667,16.0444,12.1034333333,10.6088666667,16.0937333333,12.0711527778,15.2819583333,11.6840333333
561.26,12.0015723906,18.3524666667,15.7247333333,16.0522666667,12.0847333333,10.6128,16.0745333333,12.0754166667,15.257875,11.6551666667
561.60,12.0007286195,18.3379333333,15.715,16.0402,12.1051333333,10.6481333333,16.0592666667,12.069975,15.2378333333,11.6611333333
561.94,11.9710074074,18.2808666667,15.6769333333,16.019,12.0823333333,10.6527333333,16.0481333333,12.0354027778,15.2144166666,11.6281333333
562.28,11.9290983165,18.2879333333,15.6406,16.0059333333,12.0866666667,10.6141333333,16.0399333333,12.0109944445,15.207625,11.5942666667
562.62,11.9909400673,18.3750666667,15.6834,16.0646,12.1259666666,10.6448666667,16.1003333333,12.0567055555,15.257625,11.6552666667
562.96,11.9323589226,18.3306,15.6711333333,15.9936666667,12.1062,10.5828666667,16.0469333333,12.015175,15.2324583333,11.5786
563.30,11.8795946128,18.2542666667,15.6458,15.963,12.0446333333,10.5454666667,15.9857333333,11.9720694445,15.185125,11.5202333333
563.64,11.8866804714,18.2844666667,15.648,15.9604,12.0523,10.5482,16.0002666667,11.9641444444,15.209125,11.531
563.99,11.831310101,18.2568,15.619,15.9098,11.9823666667,10.4952666667,15.8898,11.9120638889,15.1677083333,11.4985
564.33,11.8419353535,18.2528,15.6314,15.892,11.9637666667,10.5142666667,15.8604666667,11.9111083334,15.1805416667,11.5296
564.67,11.799239394,18.2098,15.5614,15.8411333333,11.9238333333,10.4825333333,15.8808,11.8868972222,15.157,11.4893666667
565.01,11.8113808081,18.2556,15.588,15.8635333333,11.9684,10.4736,15.9378,11.9171277778,15.1876666666,11.5430666667
565.35,11.7964885522,18.2284666667,15.5565333334,15.8542666667,11.9319666667,10.429,15.9202666667,11.8715611111,15.1908333333,11.5322333333
565.69,11.7857255892,18.2119333333,15.5452,15.8479333333,11.9186333333,10.3957333333,15.9469333333,11.8700833333,15.198375,11.5351
566.03,11.8136787879,18.1972666667,15.5669333333,15.8542666667,11.9159,10.4124666667,15.9515333333,11.8710277778,15.2259166667,11.5537666667
566.37,11.7685710438,18.1338,15.5443333333,15.8340666667,11.8963666667,10.4091333333,15.9101333333,11.8328444444,15.1925833333,11.5329333333
566.71,11.7618535353,18.1204666667,15.4822666667,15.8208,11.8780666667,10.3945333333,15.8884666667,11.8095277778,15.1623333333,11.5402
567.05,11.8044848485,18.1721333333,15.51,15.8448666667,11.9091666667,10.4502,15.9396666667,11.8340694444,15.2272916667,11.5967666667
567.39,11.8104006734,18.1765333333,15.4936666667,15.8565333333,11.9094,10.4596,15.9420666667,11.8266083334,15.19225,11.5981333333
567.73,11.8465609428,18.1842666667,15.5276666667,15.8807333333,11.9490333333,10.4823333333,15.9846666667,11.8562805555,15.212625,11.6460666667
568.07,11.8700912458,18.2206,15.5337333333,15.9292,11.9963,10.5010666667,16.0395333333,11.8887361111,15.2121666667,11.6861666667
568.41,11.8852969697,18.2377333333,15.5685333333,15.9811333333,12.0498,10.5726,16.0424,11.9079027778,15.2402083333,11.7231333333
568.75,11.931103367,18.2248666667,15.5690666667,15.9956666667,12.0480333333,10.6087333333,16.0167333333,11.9034194444,15.2385416667,11.7483666667
569.09,11.9584505051,18.2925333333,15.6128666667,16.0599333333,12.0967,10.6661333333,16.041,11.9549361111,15.269625,11.7813333333
569.43,11.9723326599,18.3090666667,15.6125333333,16.0940666667,12.1205,10.6922,16.019,11.9656972222,15.24725,11.8007
569.77,12.0130599327,18.3860666667,15.6458,16.1504666666,12.1611333333,10.7274,16.0542,12.0058888889,15.2843333333,11.8612
570.11,11.9869589226,18.4179333333,15.627,16.1254,12.1635,10.7014666667,16.0605333333,12.0008027778,15.2742916667,11.8453333333
570.45,11.9830292929,18.4024666667,15.642,16.1357333333,12.1626333333,10.709,16.0609333333,12.0015388889,15.2808333333,11.8639333333
570.79,12.001476431,18.4379333333,15.6575333333,16.1524666667,12.1949666667,10.7024666667,16.0918666667,12.0261777778,15.283,11.8852666666
571.13,12.0075023569,18.3965333333,15.6734666667,16.1528,12.1982666667,10.7147333333,16.0814666667,12.0470166667,15.3220833333,11.9041
571.47,12.0035683502,18.3945333333,15.6486666667,16.1467333333,12.2013,10.7276,16.0651333333,12.0307722222,15.3211666667,11.8952
571.81,11.9744057239,18.3827333333,15.6198,16.1251333333,12.1763666667,10.7386666667,16.0212666667,12.0092444444,15.3535,11.8635666667
572.15,11.9686639731,18.3632666667,15.6077333333,16.0932,12.1446333333,10.7094666667,15.9798,11.9715361111,15.3369166667,11.8713
572.49,11.9104299663,18.3214666667,15.5632666667,16.0642666667,12.107,10.6787333333,15.936,11.9418888889,15.3022083333,11.8233666667
572.83,11.8901787879,18.2698,15.5372,16.0049333333,12.0859,10.6627333333,15.9246,11.9250527778,15.2840416667,11.8143
573.17,11.8757265993,18.2556,15.5396666667,15.9784,12.0486,10.6788666667,15.8798,11.9026833333,15.2655833333,11.7988333333
573.51,11.8315053872,18.183,15.4786666667,15.9074666667,11.9905333333,10.6358,15.8325333333,11.8527416667,15.2124583333,11.7633
573.85,11.8631013468,18.2004666667,15.4909333333,15.9304,11.9971666667,10.6583333333,15.8374666667,11.8727277778,15.244875,11.7734
574.19,11.8647276094,18.1982666667,15.463,15.8962,11.9579,10.6538,15.8057333333,11.8510666667,15.253,11.7531333333
574.53,11.8090824916,18.118,15.4092666667,15.8587333333,11.8952666667,10.5850666667,15.7406,11.8048055555,15.1898333333,11.6896333333
574.87,11.7941912458,18.1072666667,15.3790666666,15.8265333333,11.8602,10.5628666667,15.7095333333,11.7659305555,15.1380416667,11.6743666667
575.21,11.7713569023,18.084,15.3433333333,15.8063333333,11.8273333333,10.5340666667,15.6830666667,11.7429722222,15.0963333333,11.6462
575.55,11.7495340067,18.0340666667,15.3094666667,15.7765333333,11.7954,10.4840666667,15.6634,11.7126833333,15.0205416667,11.6319666667
575.89,11.7093757576,17.9927333333,15.2586,15.7222666667,11.7553333333,10.4138666667,15.629,11.6906694444,14.9490416667,11.5911
576.22,11.6784016835,17.9511333333,15.2088,15.6724,11.6974666667,10.3823333333,15.5569333333,11.6356944444,14.8929583333,11.5724666667
576.56,11.7041875421,17.9684,15.198,15.6861333333,11.7015666666,10.3989333333,15.5547333333,11.6374138889,14.8912083333,11.5993
576.90,11.735820202,18.0161333333,15.1932,15.7152666667,11.7221666667,10.4173333333,15.5785333333,11.67775,14.9318333333,11.6343333333
577.24,11.702603367,17.9728666667,15.1446,15.6980666667,11.7029333333,10.3946,15.5194666667,11.6691111111,14.89225,11.6170333333
577.58,11.7166501683,17.9193333333,15.1508,15.7084666667,11.7026666667,10.407,15.5379333333,11.6614194445,14.8627916667,11.6444666667
577.92,11.7248444444,17.8913333333,15.1488,15.7358666667,11.7205333333,10.4091333333,15.5316,11.6896777778,14.8367083333,11.6519666667
578.26,11.7377979798,17.8982666667,15.147,15.7340666667,11.7035666667,10.4330666667,15.5009333333,11.6976055556,14.8301666667,11.6868
578.60,11.7027444444,17.8255333333,15.0877333333,15.7151333333,11.6818333333,10.3856,15.472,11.6745694444,14.7695833333,11.6792666667
578.94,11.6868521885,17.8482666667,15.0812666666,15.7054666667,11.6811666667,10.3884666667,15.4599333333,11.6755388889,14.7600833333,11.6941333333
579.28,11.669589899,17.8414,15.098,15.7192666666,11.6903333333,10.4022,15.4568,11.6621666667,14.7854166667,11.6969
579.61,11.6697299663,17.8259333333,15.0697333333,15.7254666667,11.6813,10.433,15.4551333333,11.6508333333,14.7814583333,11.6951
579.95,11.6570117845,17.8049333333,15.0800666667,15.7414,11.7223666666,10.4558666667,15.5238,11.6723194444,14.8173333333,11.7037333333
580.29,11.6203097643,17.7801333333,15.0716666667,15.7232,11.6632666667,10.3671333333,15.4576666667,11.6287416666,14.751125,11.6738333333
580.63,11.5093680135,17.6475333333,14.9845333333,15.6380666666,11.596,10.2568,15.3786,11.5230666667,14.628125,11.6006666667
580.97,11.4598545454,17.6238666667,14.9482,15.5828666667,11.5317333333,10.1869333333,15.3795333333,11.4602277778,14.567375,11.5528
581.31,11.3869771044,17.5830666667,14.8688,15.5206666667,11.4702666667,10.1236,15.2927333333,11.3758472222,14.5044166667,11.4999
581.65,11.3194239057,17.5075333333,14.8237333333,15.4417333333,11.4274,10.0836666667,15.2435333333,11.3051361111,14.4229583333,11.4743666667
581.98,11.2780037037,17.4654666667,14.8106,15.4268,11.4507666667,10.0416,15.2775333333,11.2655666667,14.403,11.4345666667
582.32,11.248726936,17.5035333333,14.8110666667,15.4019333333,11.4289,10.0434666667,15.2586,11.2402055555,14.403,11.4216666667
582.66,11.2809787879,17.4574,14.8413333333,15.4602,11.4819666667,10.0714,15.3603333333,11.2875111111,14.4465,11.478
583.00,11.2842915825,17.4567333333,14.7966,15.4150666667,11.4752333333,10.0778666667,15.3538,11.2771555556,14.3897916666,11.4726333333
583.34,11.3312787879,17.5089333333,14.8636666667,15.5051333333,11.5294333333,10.1491333333,15.4256,11.3239833333,14.4917083333,11.5581666667
583.68,11.4034919192,17.5914666667,14.9474666667,15.5635333333,11.5754666667,10.1676666667,15.467,11.3816777778,14.52575,11.6553
584.01,11.3687895623,17.5685333333,14.8874,15.5502,11.5535666667,10.2226666667,15.4249333333,11.3644916667,14.521125,11.6636666667
584.35,11.4524461279,17.6632,14.9522666667,15.6387333333,11.6223333333,10.2770666667,15.5228,11.4436055556,14.6132083333,11.7125
584.69,11.5287478115,17.7098,15.0302,15.7184666667,11.7185,10.3626666667,15.547,11.5243861111,14.6973333333,11.819
585.03,11.5494922559,17.7490666667,15.0396666667,15.7308666667,11.7474,10.3352,15.5666666667,11.5623972222,14.7095833333,11.8507666667
585.37,11.5875811448,17.8530666667,15.0736,15.7863333333,11.7639333334,10.3923333333,15.6045333333,11.6141611111,14.7737083333,11.9054666667
585.70,11.6199875421,17.9396666667,15.0894,15.8024,11.7736,10.4577333333,15.6077333333,11.6394361111,14.7973333334,11.9765
586.04,11.6106468013,17.9296666667,15.0666666667,15.7943333333,11.7451333333,10.4203333333,15.6183333333,11.6075333333,14.7848333333,11.9632
586.38,11.5812121212,17.9145333333,15.0462,15.7310666667,11.703,10.3788,15.5217333333,11.5454388889,14.7495416666,11.9039
586.72,11.638303367,17.9882666667,15.1528666667,15.8244666667,11.7380333333,10.4328666667,15.5956666667,11.5872027778,14.8214166667,11.9724333333
587.06,11.5661804714,17.9465333333,15.0474,15.7044666667,11.6218,10.3054666667,15.4198,11.5064111111,14.6615833334,11.8662333333
587.39,11.5162646465,17.888,14.9484666667,15.6846666667,11.5555333333,10.2749333333,15.3905333333,11.439375,14.6374583333,11.8168666667
587.73,11.6034808081,17.9701333333,15.037,15.7608666666,11.6343666667,10.3023333333,15.4933333333,11.506175,14.7207083334,11.891
588.07,11.6893309764,18.029,15.1476,15.8432,11.7054,10.4206,15.5562,11.5988277778,14.8032916667,12.003
588.41,11.7997767677,18.1472666667,15.2242666667,15.9925333334,11.7875,10.521,15.6874,11.7046083333,14.9405416667,12.0798666667
588.74,11.8425558923,18.1662,15.3143333333,16.0641333333,11.8565666667,10.6037333333,15.7438,11.7829722222,15.0158333333,12.1415666667
589.08,11.8144542088,18.1118666667,15.3014666667,16.0352666667,11.8531666667,10.5325333333,15.7386,11.7470166667,14.9720416667,12.112
589.42,11.8195986532,18.0862666667,15.3457333333,16.0454,11.8463333333,10.5647333333,15.7344666667,11.7957972222,14.975625,12.1232666667
589.76,11.8558373737,18.1449333333,15.4029333333,16.1147333333,11.9376666667,10.6492,15.7837333333,11.893,15.0416666667,12.2011333333
590.09,11.9146151515,18.2262,15.4406666667,16.1812,11.9697333333,10.746,15.8229333333,11.9452444444,15.0722083333,12.2640666666
590.43,11.8809592593,18.2123333333,15.3804666667,16.1770666667,11.9397666667,10.7457333333,15.7618,11.9377277778,15.0630833333,12.2546666666
590.77,11.9521023569,18.2906,15.4758,16.2938666667,12.0379333333,10.8878666667,15.8874666667,12.0225333333,15.1362083333,12.3619666667
591.11,12.0102723906,18.3474666667,15.5730666667,16.3331333333,12.0938333333,10.9818,15.9351333333,12.0882305555,15.1745,12.4111
591.44,11.9709481481,18.3126666667,15.5434,16.2934,12.0512333333,10.9772,15.8907333333,12.0837166667,15.1027083333,12.3645
591.78,11.9105670034,18.2917333333,15.4778666667,16.2324,12.0181,10.9176666667,15.8225333333,12.0325111111,15.0559583334,12.3497666667
592.12,11.8580622896,18.2102666667,15.4644666667,16.1448,11.9753666667,10.9448666667,15.7493333333,11.9783361111,14.9979166667,12.3299333333
592.46,11.8720171717,18.2292666667,15.4465333333,16.154,11.9635333333,11.0012,15.7658,11.9727722222,15.0038333333,12.3512333333
592.79,11.9207542087,18.3033333333,15.4863333333,16.2192666667,11.9910666667,11.0763333333,15.8055333333,12.0262888889,15.0674166667,12.4080666667
593.13,11.8917488215,18.3132666667,15.4246666667,16.1886,11.9667666667,11.0336,15.7938,11.9800055556,15.0271666667,12.3953666667
593.47,11.9048919192,18.3010666667,15.4400666667,16.2021333333,11.9285333333,11.0175333333,15.8045333333,11.9535944444,15.0175833333,12.3588333333
593.80,11.935830303,18.2868666667,15.4536,16.2164,11.9403666667,11.042,15.8394,11.9976805556,15.038,12.3949333333
594.14,12.0066979798,18.3482,15.5159333333,16.2834,11.9966,11.0943333333,15.904,12.0378138889,15.0989583333,12.4606666667
594.48,12.0477148148,18.376,15.5368666667,16.2877333333,12.0272666667,11.1140666667,15.9462,12.0410638889,15.1630416667,12.4962
594.81,12.0629282828,18.4009333333,15.5569333333,16.3145333333,12.0621333333,11.1288,15.9466,12.0628666667,15.199375,12.5017666667
595.15,12.0848154882,18.4659333333,15.5862666667,16.3496,12.1206,11.174,16.0358,12.0587555556,15.2599583333,12.5491
595.49,12.110916835,18.4702666667,15.6042666667,16.362,12.1341,11.2356666667,16.0723333333,12.0806166666,15.2863333334,12.5787
595.82,12.0886569024,18.4956666667,15.6161333333,16.3576666667,12.1401333333,11.2250666667,16.0943333333,12.0637833333,15.2644583333,12.5609333333
596.16,12.1176380471,18.5181333333,15.6216666667,16.3742,12.1240333333,11.2327333333,16.0862666667,12.0872138889,15.267875,12.5883333333
596.50,12.1379053872,18.5133333333,15.6348666667,16.3974666667,12.1308333333,11.2741333333,16.0976,12.0954055555,15.2945416667,12.6056333333
596.83,12.1852272727,18.5297333333,15.6875333333,16.4500666667,12.1734333333,11.3204,16.1248,12.1077055556,15.3404583333,12.6460666667
597.17,12.1562989899,18.4998,15.6578666667,16.3991333333,12.1580333334,11.3282666667,16.0939333333,12.083,15.334,12.6554
597.51,12.1164784512,18.4725333333,15.6187333334,16.3624666667,12.1423,11.2733333333,16.0717333333,12.0602194444,15.3104166667,12.6600333333
597.84,12.0878336701,18.4238666667,15.5995333333,16.3089333334,12.1154666667,11.2844,16.0338,12.0306055555,15.2692083333,12.6417333333
598.18,12.080793266,18.3612666667,15.6028666667,16.2781333333,12.1116,11.2781333333,16.0416666667,12.0355777778,15.281625,12.6252666667
598.52,12.1155127946,18.4202,15.6607333333,16.332,12.1497666667,11.3358666667,16.0845333333,12.0846805556,15.3174583333,12.7015666667
598.85,12.0756090909,18.3565333333,15.6145333333,16.2734,12.0740666667,11.3114,15.9796666667,12.0552444444,15.261625,12.6357
599.19,12.0861781145,18.3512666667,15.6064,16.3122666667,12.1057,11.3227333333,15.9851333333,12.0821666667,15.27025,12.6405
599.53,12.0844794613,18.3506,15.5892666667,16.3046,12.1203333333,11.2954,16.0008666667,12.1092305556,15.3047083333,12.6941
599.86,12.1023774411,18.4066,15.6491333333,16.3242666667,12.1715,11.3273333333,16.0431333333,12.1481361111,15.3482083333,12.7156333333
600.20,12.0857973064,18.3760666667,15.6401333333,16.3075333333,12.1892666667,11.3234666667,16.0449333333,12.150875,15.3684583334,12.7368
600.53,12.048460606,18.3694666667,15.5952666667,16.2152,12.1602333333,11.2890666667,15.9947333333,12.1302,15.3415833333,12.6819666667
600.87,12.1538131313,18.4425333333,15.6624,16.3046,12.2524,11.3953333333,16.0501333333,12.2134583333,15.3899166667,12.7738666667
601.21,12.1982811448,18.5284666667,15.7488,16.3517333333,12.3028666667,11.4705333333,16.1072666667,12.2435111111,15.4385833333,12.7751
601.54,12.1903858586,18.5228,15.7544666667,16.3426,12.2913666667,11.4273333333,16.0922,12.2554138889,15.4582916667,12.7753
601.88,12.2177811448,18.6530666667,15.8132,16.4274666667,12.3201666667,11.4665333333,16.0841333333,12.314125,15.498875,12.8521333333
602.21,12.1602430977,18.5532,15.7289333333,16.3110666667,12.2360333333,11.3784666667,16.0252,12.2109083333,15.407,12.7983
602.55,12.1790232323,18.5518,15.7845333333,16.368,12.2718,11.4112,16.0584,12.2344611111,15.4437916667,12.8418666667
602.88,12.2039771044,18.574,15.8266666667,16.3650666667,12.2796666667,11.4346,16.0784666667,12.2136916667,15.4680833333,12.8618666667
603.22,12.2320501684,18.5951333333,15.858,16.3896666667,12.2694666667,11.4816666667,16.0696,12.2375388889,15.4940416667,12.8341
603.56,12.1786265993,18.4920666667,15.7858,16.3592,12.2175666667,11.4314666667,16.0028666667,12.1763805556,15.4204166667,12.7910333333
603.89,12.1549922559,18.5364666667,15.7724,16.3433333333,12.1707333333,11.4449333333,15.963,12.1684611111,15.3802916667,12.7549666667
604.23,12.1688585858,18.5564,15.7928666667,16.4136666667,12.1948,11.4832666667,15.9870666667,12.187275,15.4152083333,12.7948
604.56,12.1102680135,18.5260666667,15.7775333333,16.3300666667,12.1207,11.4221333333,15.9378,12.1218666667,15.3687916667,12.7565666667
604.90,12.0932740741,18.4962666667,15.7241333333,16.2918666667,12.0862,11.4072,15.8800666667,12.0969416667,15.341125,12.7734
605.23,12.2051053872,18.6125333333,15.818,16.4077333333,12.2035666667,11.5158666667,15.9670666667,12.1958027778,15.435625,12.8689
605.57,12.2470683502,18.6605333333,15.8391333333,16.4224,12.2443,11.5573333333,16.002,12.2167805556,15.49075,12.8938333333
605.90,12.2997245791,18.7552,15.8948,16.5030666667,12.31,11.6433333333,16.0286,12.3038527778,15.58725,12.9336333333
606.24,12.3254121212,18.7980666667,15.8931333333,16.4954666667,12.3738333333,11.6926,16.05,12.3525805556,15.629625,12.9882
606.58,12.3240319865,18.8111333333,15.8862,16.5179333334,12.3634666667,11.7128,16.0268666667,12.3622277778,15.609875,12.9977333333
606.91,12.3826441078,18.8714666667,15.9201333333,16.579,12.4229,11.7905333333,16.0552666667,12.3951777778,15.648625,13.0934666667
607.25,12.412579798,18.9437333333,15.9571333333,16.5973333333,12.4874,11.8413333333,16.1092666667,12.4229083333,15.6985833333,13.1529666667
607.58,12.5090750842,18.9374,16.0161333333,16.6897333333,12.5975333333,11.9102666667,16.1760666667,12.4614305556,15.7689166667,13.2526666666
607.92,12.5469915825,18.938,16.0220666666,16.681,12.6162,11.9086666667,16.1592,12.4692388889,15.7802916667,13.3039
608.25,12.5776929293,18.9430666667,15.9845333333,16.7409333333,12.6632666666,11.9344,16.1558666667,12.5288666667,15.82,13.3421666667
608.59,12.5605939394,18.9018,15.9894666667,16.755,12.6511,11.9316,16.1243333333,12.5127777778,15.82575,13.3289
608.92,12.4953212121,18.8006,15.9083333333,16.6468666667,12.6062,11.8386666667,16.0769333333,12.4342361111,15.727375,13.3058
609.26,12.4178740741,18.64,15.8399333333,16.5686666667,12.5534666667,11.8024,16.0027333333,12.3818305556,15.6276666667,13.2553666667
609.59,12.350676431,18.5231333333,15.7586,16.49,12.5020333333,11.7194,15.9322666667,12.3110138889,15.536875,13.2256
609.93,12.3246053872,18.4509333333,15.7416,16.4339333333,12.4554666667,11.6714666667,15.8752666667,12.2730194444,15.4972083333,13.2040666667
610.26,12.262410101,18.3383333333,15.6450666667,16.3394,12.3711666667,11.5538666667,15.7924,12.2158861111,15.425875,13.1472333333
610.60,12.2128959596,18.2612,15.5634666667,16.2860666667,12.3317333333,11.4771333333,15.7335333333,12.1590027778,15.3588333334,13.1161333333
610.93,12.2365037037,18.2248666667,15.5424,16.2833333333,12.3109,11.4846,15.6794,12.1523972222,15.3556666667,13.1132
611.27,12.1783057239,18.1797333333,15.4866666667,16.2210666667,12.2593666667,11.4028,15.6336666667,12.1446583333,15.3193333333,13.0541
611.60,12.1680417508,18.1546666667,15.5014,16.2359333334,12.2879,11.4086,15.6399333333,12.1749611111,15.3223333333,13.0408666667
611.93,12.1965794613,18.1982666667,15.5818,16.2609333333,12.3378666667,11.4513333333,15.6907333333,12.2204555555,15.3562083333,13.0578666667
612.27,12.2806212121,18.275,15.6396,16.3286,12.3954666667,11.4840666667,15.7431333333,12.2822666667,15.3843333333,13.0862
612.60,12.2357047138,18.2562666667,15.615,16.3324666667,12.3304666667,11.4627333333,15.7068666667,12.2945555556,15.371875,13.0255666666
612.94,12.2519410774,18.2918,15.6333333333,16.3424666666,12.3403333333,11.4216666667,15.7118,12.2967111111,15.3630416667,13.0388666667
613.27,12.3079653198,18.3745333333,15.7056,16.4066666667,12.3840666666,11.4864666667,15.7489333333,12.3214722222,15.4325833333,13.0835
613.61,12.4082430976,18.4972,15.7885333333,16.5696666667,12.4747,11.5783333333,15.8598666667,12.4129305556,15.5169166667,13.162
613.94,12.5590161616,18.6998666667,15.9852,16.7344,12.6296666667,11.7818666667,16.0009333333,12.5661944444,15.6745,13.2960333333
614.28,12.5389383838,18.6896,15.9958,16.7024,12.5878333333,11.7578,15.9904,12.5331555556,15.6462916667,13.2426666667
614.61,12.5099902357,18.7224,16.0076666667,16.7246666667,12.5972,11.7254,15.9965333333,12.5370805556,15.6672916666,13.2356666667
614.94,12.5098649832,18.6861333333,16.0156,16.7070666667,12.5794,11.6844666667,15.9587333333,12.51225,15.6631666667,13.2159333333
615.28,12.5704569023,18.7400666667,16.0386,16.7458,12.5417,11.7072,15.9589333333,12.5176583333,15.703625,13.2785666667
615.61,12.5583319865,18.6994,15.9720666667,16.7258,12.5328333333,11.6606,15.9152,12.4690944445,15.7172083333,13.2683666667
615.95,12.4615323232,18.5896,15.8911333333,16.5988,12.4663333333,11.5702,15.8250666667,12.3931805556,15.7062083334,13.1913
616.28,12.4371023569,18.5766666667,15.8508,16.5649333333,12.4423333333,11.5426,15.7628,12.3353722222,15.6697916666,13.1362333333
616.61,12.4968750842,18.6090666667,15.8385333333,16.5944,12.4396666667,11.5514666667,15.7453333333,12.3362722222,15.6965833334,13.1300666667
616.95,12.5470771044,18.6506,15.8644,16.6720666667,12.4499,11.583,15.8112666667,12.3991166667,15.7722916667,13.1481333334
617.28,12.3975653199,18.4666666667,15.7686,16.5391333333,12.2722666667,11.4606666667,15.6609333333,12.2567555556,15.6591666667,13.0216666667
617.62,12.3263915825,18.3811333333,15.6507333333,16.4678,12.2135333334,11.3632666667,15.5846,12.1805972222,15.6480416667,12.9730333333
617.95,12.3486117845,18.3935333333,15.7038666667,16.4777333333,12.2357333333,11.3208,15.5992666667,12.2188138889,15.68425,12.9984
618.28,12.2866619529,18.3540666667,15.6489333333,16.4137333333,12.1662666667,11.2715333333,15.5143333333,12.1685944444,15.584125,12.9659666667
618.62,12.4115744108,18.4978,15.7544,16.5067333333,12.3027333333,11.4376666667,15.6173333333,12.288975,15.710125,13.1188333333
618.95,12.388216835,18.4274666667,15.7430666667,16.4938,12.3452,11.4299333333,15.6486666667,12.3129055555,15.690125,13.0851
619.28,12.3716171717,18.3684,15.7098,16.4704666667,12.2659333333,11.3542666667,15.612,12.2769777778,15.6455,13.0506666667
619.62,12.3096420875,18.3330666667,15.6336666667,16.4340666667,12.1807333333,11.2756666667,15.5887333333,12.20815,15.5698333334,13.0111333333
619.95,12.3316929293,18.3720666667,15.6864,16.4532666667,12.1997333333,11.272,15.6466666667,12.2456027778,15.6838333333,13.0488666667
620.28,12.2559198653,18.3367333333,15.6461333333,16.4504,12.1471,11.1832,15.6215333333,12.2210361111,15.6087083333,13.0112333333
620.62,12.2495111111,18.3292666667,15.6492666667,16.4233333333,12.1687,11.1493333333,15.5866666667,12.2254083333,15.5658333333,13.0180666667
620.95,12.2905178451,18.3450666667,15.6348,16.429,12.1913,11.1242666667,15.5522666667,12.2243027778,15.5614583333,13.0314
621.28,12.2250606061,18.2717333333,15.6445333333,16.3544666667,12.1233333333,11.0282666667,15.4623333333,12.1457111111,15.4426666667,12.9457
621.62,12.2088545454,18.2305333333,15.6102666667,16.3560666667,12.1181,11.0682,15.4217333333,12.1435638889,15.4393333333,12.9245
621.95,12.2648606061,18.2156666667,15.6469333333,16.3795333333,12.1428666667,11.0868,15.4772666667,12.1604722222,15.5348333333,12.9329
622.28,12.1362498316,18.1047333333,15.5494,16.2822666667,11.9954666667,10.9474666667,15.3923333333,12.0205027778,15.3900833333,12.8152666667
622.62,12.0292740741,18.0413333333,15.4402666667,16.1907333334,11.8822666667,10.8284666667,15.2513333333,11.9056194444,15.277,12.7483333334
622.95,11.9924185185,18.0499333333,15.4001333333,16.1616666667,11.8317,10.8518,15.1881333333,11.8600694444,15.2339583333,12.7402333333
623.28,12.0052164983,18.0458666667,15.4102,16.1624666667,11.8711,10.9164666667,15.1738666667,11.8766777778,15.2749166667,12.7845
623.62,12.0314437711,18.0300666667,15.4155333333,16.1764666667,11.8911333333,10.9994666667,15.2038,11.9229888889,15.257375,12.8494666667
623.95,12.1011171717,18.0538666667,15.5063333333,16.2002,11.9561333333,11.1270666667,15.3035333333,12.0058083333,15.366375,12.9313666667
624.28,12.0686787879,18.0354,15.4187333333,16.1379333333,11.893,11.057,15.2639333333,11.9646055555,15.2830833333,12.9014333333
624.62,12.1611232323,18.1966,15.5094666667,16.2194666667,12.0259666667,11.1912666667,15.4025333333,12.0815722222,15.3924583333,13.0133666667
624.95,12.2163420876,18.2429333333,15.4999333333,16.2616,12.0372,11.2743333333,15.452,12.0873305555,15.4900416667,13.0783666667
625.28,12.1497457913,18.2135333333,15.387,16.2332,11.9358,11.1928,15.3678666667,12.0117666667,15.4411666667,13.0159
625.61,12.1066478114,18.2320666667,15.344,16.1666666667,11.8849333333,11.1247333333,15.2954666667,11.9727166667,15.3931666667,13.0003
625.95,12.0285326599,18.1444666667,15.2236666667,16.0669333333,11.7989666667,11.0422666667,15.217,11.8934083333,15.3489166667,12.9242666667
626.28,12.0944424242,18.2254,15.3229333333,16.1057333333,11.8595333333,11.1298666667,15.2858,11.9552777778,15.456375,12.9819666667
