wavelength,Back_SpoPlum,Belly_SpoPlum,Breast_SpoPlum,Crissum_SpoPlum,Crown_SpoPlum,DorTail_SpoPlum,Patch10_SpoPlum,Rump_SpoPlum,Throat_SpoPlum,WingTip_SpoPlum
544.15,21.19806,45.9569333333,24.1776,47.3284666667,16.7361666666,9.05246666667,43.0699666667,27.5465111111,23.4205333333,9.75976666665
544.49,21.2404233333,46.0611333333,24.2452666667,47.4219333333,16.7724,9.10213333333,43.1195333334,27.5745111111,23.4795333333,9.79856666667
544.84,21.2721666667,46.1154666667,24.2738,47.4684666667,16.8149666667,9.13386666667,43.1388333333,27.5703111111,23.5078666667,9.81459999999
545.18,21.3089333333,46.1474,24.3288,47.5413333333,16.8521666667,9.17106666667,43.1710666667,27.6056666667,23.5368,9.84403333335
545.52,21.3592433334,46.2649333333,24.3666666667,47.677,16.8925333333,9.17706666667,43.2366666667,27.6876666667,23.5899333333,9.87563333334
545.87,21.3159866667,46.2578,24.3703333333,47.6936666667,16.8711333333,9.12433333333,43.2194666667,27.6541555556,23.5522,9.86953333333
546.21,21.33516,46.3608666667,24.4075333333,47.8023333333,16.8850666667,9.10766666667,43.2841666667,27.6943111111,23.5669333333,9.85
546.55,21.3086933333,46.361,24.3856666666,47.7871333333,16.8514,9.06233333333,43.2634,27.6638,23.5412666667,9.81120000001
546.90,21.3619033333,46.4476666667,24.4668,47.881,16.9059,9.08606666667,43.3592666667,27.7128,23.5929333333,9.83606666666
547.24,21.3826233333,46.5170666667,24.5018666667,47.9240666667,16.9342333333,9.05513333333,43.4028666667,27.7137777778,23.6314666667,9.8251
547.58,21.44764,46.6224666667,24.5664,48.0263333333,17.0042,9.09793333333,43.4869,27.7976,23.7166666667,9.88553333334
547.92,21.5057233333,46.6443333333,24.6046,48.0882,17.0433,9.12253333333,43.4995,27.8426222222,23.7614666667,9.93999999999
548.27,21.5236666667,46.688,24.6562666667,48.1660666667,17.0713,9.11893333333,43.5753,27.8979555556,23.7918,9.95246666669
548.61,21.56168,46.8021333333,24.7361333333,48.269,17.0909,9.14753333333,43.6610666667,27.9450444445,23.8764666667,9.98189999999
548.95,21.59848,46.9208666667,24.7893333333,48.3675333333,17.1262666667,9.13426666667,43.6974666667,27.9594222222,23.9416666667,10.0006
549.29,21.5724233334,46.9009333333,24.7874666667,48.2884,17.1134333333,9.12666666667,43.6731666667,27.9194,23.9362666667,9.98326666665
549.64,21.61484,46.9961333333,24.8141333333,48.3764,17.1565333333,9.17653333333,43.7099,27.9612222222,24.0226666667,10.0211666667
549.98,21.65441,47.0208666667,24.8491333333,48.396,17.1959666667,9.18293333333,43.7540333333,28.0004888889,24.0523333333,10.0604333333
550.32,21.74366,47.1188666667,24.9377333333,48.4963333333,17.2946333333,9.288,43.8461333333,28.0765333333,24.1422,10.1480666667
550.66,21.8058233333,47.1864666667,24.9778666666,48.5480666667,17.3229,9.3476,43.8773,28.1532444445,24.2452666667,10.2125666667
551.01,21.8260633333,47.1840666667,25.0014,48.5989333333,17.3362666667,9.3816,43.9059333333,28.1973555556,24.2479333334,10.2178
551.35,21.7994866667,47.1924,24.9800666667,48.6048666667,17.2885,9.3422,43.9012,28.1642444445,24.2158666667,10.1756666667
551.69,21.77099,47.2743333334,24.9756,48.6582666667,17.2908,9.29646666666,43.9674,28.1732888889,24.2295333333,10.1702
552.03,21.7835033333,47.2488,24.9425333334,48.6378666667,17.3019,9.27893333333,43.9447333333,28.1519777778,24.2192666667,10.1452666667
552.38,21.76455,47.1418,24.9080666667,48.5582666667,17.301,9.29653333333,43.8320333333,28.1287333334,24.1581333333,10.1645
552.72,21.8334333333,47.2332,24.9497333333,48.6425333333,17.3599,9.3724,43.9456666667,28.2478,24.2191333334,10.2182
553.06,21.8720566667,47.2924,25.0074666667,48.7424,17.4071333333,9.39293333333,44.0078,28.2889555556,24.2844,10.2552
553.40,21.89121,47.3515333333,25.0314666667,48.8011333333,17.4177,9.38633333333,44.0515333333,28.3288666667,24.2988666667,10.275
553.74,21.93246,47.4083333333,25.0471333333,48.8452666667,17.4343333333,9.41800000001,44.0957666667,28.3327333333,24.3134666666,10.2998333333
554.09,21.9291633333,47.3845333333,25.0600666667,48.8473333333,17.4369,9.4042,44.0692333333,28.3480444444,24.3000666667,10.3294666667
554.43,21.94366,47.4298,25.1118666667,48.9198666667,17.4602333333,9.4268,44.1065333333,28.3857111111,24.3222,10.3529
554.77,21.9830833333,47.5125333333,25.1708666667,49.017,17.4875333333,9.44893333335,44.1465333333,28.4144222222,24.3664,10.3823666667
555.11,21.9683066667,47.5280666667,25.1928,49.0586,17.4685,9.47053333333,44.1291333333,28.4038222222,24.3605333333,10.4036
555.45,22.00789,47.5156,25.2518666666,49.0898,17.4813,9.51446666667,44.1548333333,28.4457333333,24.3934,10.4057333333
555.80,22.00288,47.5332,25.2691333333,49.1416666667,17.4791666666,9.51159999999,44.1737666667,28.4550666667,24.402,10.4366
556.14,22.0589733333,47.6286666667,25.2992,49.2407333334,17.5042666667,9.51,44.3153333333,28.5388222222,24.4930666667,10.4629666667
556.48,21.9966633333,47.5879333333,25.3019333333,49.2168,17.4436333333,9.45120000001,44.2426333333,28.45,24.441,10.4148333333
556.82,22.04142,47.6197333333,25.3500666667,49.2078666667,17.462,9.4928,44.2566333333,28.4716222222,24.4305333333,10.4474666667
557.16,22.03399,47.5896666667,25.369,49.1738,17.4594,9.50773333334,44.2474666667,28.4531555556,24.4148666667,10.4199666667
557.50,22.0040433333,47.6141333333,25.3421333333,49.1541333333,17.4229,9.45193333334,44.2451666667,28.4672222222,24.4302,10.3966333333
557.85,21.97033,47.619,25.3126,49.1347333334,17.3968,9.40886666666,44.2303,28.4414888889,24.4527333333,10.3575
558.19,21.9326366667,47.6044,25.2908,49.0941333333,17.3782333333,9.38820000001,44.1756,28.3784444444,24.4061333333,10.3295666667
558.53,21.9331166666,47.5816,25.2967333333,49.0699333333,17.4015666667,9.39746666667,44.1834,28.3665555555,24.4492666667,10.3607
558.87,21.9129833333,47.5136,25.2678,49.0363333333,17.4011666667,9.3618,44.1266333333,28.3592888889,24.4412,10.3476333333
559.21,21.8673033333,47.5292,25.2162666667,49.0175333333,17.3681666667,9.34246666667,44.0769666667,28.3140444445,24.4041333333,10.3110333333
559.55,21.88393,47.6167333333,25.2306666667,49.0320666667,17.3448666667,9.32953333333,44.0840333333,28.3204888889,24.4448666667,10.2969333333
559.89,21.8408266667,47.6016666667,25.2239333333,48.9862666667,17.307,9.29886666667,44.0400666667,28.2740666667,24.4,10.2525
560.23,21.8646666667,47.66,25.2417333333,49.0436,17.3433,9.33566666667,44.0852,28.3137333333,24.458,10.2729
560.58,21.7800266667,47.5879333333,25.153,49.0251333333,17.2741666667,9.27326666667,44.0215666667,28.2430666667,24.4067333333,10.1812333333
560.92,21.75791,47.6036,25.137,49.0556,17.2582,9.2924,44.0045,28.2357555556,24.4154666667,10.2042
561.26,21.73849,47.58,25.1565333333,49.0947333333,17.2707666667,9.2752,43.9900666667,28.2041777778,24.4098666667,10.1913333333
561.60,21.7646,47.6024666667,25.1491333333,49.1045333333,17.2706,9.32773333333,43.9993333333,28.2188444444,24.3691333333,10.1844333333
561.94,21.7484133333,47.5564,25.1018666667,49.1020666667,17.2727,9.2794,44.0038,28.1862888889,24.3607333333,10.1813333334
562.28,21.6668633333,47.5374,25.0350666667,49.0539333333,17.2188666667,9.22406666667,43.9500666667,28.1437111111,24.3260666667,10.1100666667
562.62,21.7351766667,47.6618,25.0874666667,49.1292,17.2734333333,9.22946666667,44.1082,28.1887111111,24.3695333333,10.1205666667
562.96,21.7662666667,47.6954,25.1347333333,49.1900666667,17.2838,9.24426666667,44.1579,28.2038444445,24.4044666667,10.1651666667
563.30,21.7107666667,47.6266666667,25.0850666667,49.1500666667,17.2641333333,9.1904,44.1295666667,28.1545555555,24.3408,10.1235666667
563.64,21.6989266667,47.6212,25.0720666667,49.2076,17.2568,9.14173333333,44.1205333333,28.1699555555,24.3114666667,10.1088
563.99,21.6657266667,47.5545333333,25.0359333334,49.1490666667,17.1991,9.0898,44.0660333333,28.1307333333,24.2470666667,10.0729666667
564.33,21.7241,47.5792666667,25.0847333333,49.1870666667,17.2516,9.15346666667,44.0748,28.1629333333,24.2942666667,10.1521333333
564.67,21.76403,47.5338,25.0856,49.115,17.2850333333,9.1396,44.0601666667,28.1777333333,24.272,10.1648
565.01,21.8087466666,47.5612666667,25.1294,49.1748666667,17.3316666667,9.22246666667,44.1494,28.2459555556,24.3124666667,10.2104333333
565.35,21.8732866667,47.6730666667,25.2033333333,49.2883333333,17.3719,9.2694,44.2358333333,28.305,24.4086,10.2869666667
565.69,21.8549466667,47.6586666667,25.2045333333,49.2816666667,17.3335333333,9.2634,44.2175666667,28.2937555556,24.3782,10.2574666667
566.03,21.9138166667,47.6656,25.2330666667,49.3504666667,17.3255333333,9.28193333333,44.2592,28.3378,24.3812666667,10.2934666667
566.37,21.9598133333,47.6446,25.2497333333,49.3638,17.3616333333,9.3498,44.2341666667,28.3694888889,24.3879333333,10.3513666667
566.71,21.98784,47.6543333333,25.2385333333,49.3446,17.3624666667,9.37753333333,44.2277666666,28.3788222222,24.3831333334,10.3681666667
567.05,22.0305633333,47.6798666667,25.2898666667,49.3484,17.4099333333,9.41513333334,44.2377666667,28.4129333333,24.43,10.4295
567.39,22.02025,47.6677333333,25.298,49.3088666667,17.3973333333,9.42693333334,44.2201666667,28.396,24.4634,10.4647333333
567.73,22.02267,47.6700666667,25.317,49.2948,17.4195666666,9.43739999999,44.2188333333,28.3958222222,24.4814666667,10.496
568.07,22.02523,47.6644666667,25.3212666667,49.2554666667,17.4116333333,9.42666666666,44.2368,28.3951555555,24.4644,10.5086666667
568.41,22.0776533333,47.7236,25.4024,49.34,17.4491,9.48440000001,44.3093333333,28.4456444444,24.5544666667,10.5648
568.75,22.0536466667,47.713,25.3544666667,49.2911333333,17.4021666667,9.44053333333,44.2443666667,28.4078666667,24.4928,10.5318
569.09,22.04538,47.6510666667,25.327,49.2978666667,17.4229,9.41853333333,44.2634333333,28.4174222222,24.4848666667,10.5215666667
569.43,22.0735666667,47.7245333333,25.3414666667,49.3519333333,17.4604,9.449,44.3392333333,28.4640888889,24.5465333333,10.5541
569.77,22.11377,47.7888,25.3902666667,49.3666,17.5245,9.49800000001,44.4154,28.4824666667,24.5834666667,10.5838333334
570.11,22.07508,47.8006666667,25.3778,49.3680666667,17.4983333333,9.46479999999,44.3987666667,28.4443777778,24.5851333333,10.5739333333
570.45,22.0763366667,47.8314666667,25.4004666667,49.4066666667,17.5274666667,9.4546,44.4327,28.458,24.62,10.5856666667
570.79,21.97928,47.7584666667,25.3278,49.3590666667,17.4416,9.42973333333,44.3372666667,28.4009111111,24.5376666666,10.5116333333
571.13,21.99391,47.8124,25.3274,49.3968666667,17.4663333333,9.43746666667,44.3776,28.3929555556,24.5161333333,10.4804333333
571.47,22.01451,47.8558,25.3319333333,49.4396,17.4912,9.4556,44.3982,28.4102444445,24.5134,10.481
571.81,21.9820333333,47.8865333333,25.3191333333,49.4574666667,17.4784,9.44173333334,44.3898666667,28.4148666667,24.5122,10.4676666666
572.15,21.9527866667,47.8913333333,25.2733333333,49.4572666666,17.4234666667,9.3732,44.3726333333,28.3881333333,24.4814,10.4114333333
572.49,21.9012933333,47.8334666667,25.2432,49.4404666667,17.3929666667,9.385,44.3256666667,28.3513555555,24.4882666667,10.41
572.83,21.8486033333,47.8478666667,25.2245333333,49.4142,17.3218333333,9.32393333333,44.2777666667,28.2884666667,24.4376666667,10.3363333333
573.17,21.8285233333,47.8341333333,25.1944,49.3895333333,17.2960666666,9.3094,44.2215,28.2445333333,24.3766666667,10.3197333333
573.51,21.80601,47.8040666667,25.1602666667,49.3464666667,17.2831,9.30773333333,44.1526333333,28.2115111111,24.3374,10.3279333333
573.85,21.7911733333,47.7879333333,25.1622666667,49.3010666667,17.2594666667,9.29606666667,44.1335666667,28.2125555555,24.3085333333,10.2999666667
574.19,21.8110533333,47.8166,25.1878,49.3306666666,17.2541,9.30113333333,44.1396333333,28.2308,24.316,10.305
574.53,21.8791966667,47.8475333334,25.2502666667,49.3724666667,17.3009666667,9.33993333333,44.2041666667,28.2678222222,24.3585333333,10.3636333333
574.87,21.8575333333,47.8334,25.262,49.3551333333,17.2861333333,9.364,44.1449,28.273,24.3791333333,10.3882
575.21,21.8704266667,47.8083333334,25.2595333333,49.3588,17.2796666667,9.36893333333,44.1473333333,28.2832222222,24.3914666667,10.4143333333
575.55,21.86081,47.7695333334,25.2309333333,49.381,17.2391,9.35866666667,44.1253333333,28.2678888889,24.385,10.4109666667
575.89,21.8529266667,47.7416666667,25.2398666667,49.363,17.2556333334,9.40046666667,44.0769666667,28.2762,24.3745333333,10.4420666667
576.22,21.9275333333,47.8307333333,25.3093333333,49.3849333333,17.2980666667,9.39366666666,44.1261666667,28.3142888889,24.3688666667,10.4871666667
576.56,21.9547233333,47.7830666667,25.3315333333,49.3306666667,17.3259666667,9.43473333333,44.0734333333,28.3036666667,24.3845333333,10.5605
576.90,22.00492,47.8276666667,25.4007333333,49.3644,17.3457666667,9.45886666667,44.1144666667,28.3425111111,24.458,10.5873
577.24,21.9715833333,47.8539333333,25.4088,49.3722666667,17.3239666667,9.43226666667,44.0868666667,28.3259111111,24.4958,10.5790333333
577.58,21.91517,47.8544666667,25.369,49.3810666667,17.2686,9.366,44.0548,28.2774222222,24.4884,10.5399
577.92,21.92863,47.8552666667,25.3550666667,49.3834,17.2881666667,9.395,44.0581,28.2992888889,24.5131333333,10.5450666667
578.26,21.9083233333,47.8596,25.3225333333,49.4187333333,17.2588666667,9.4038,44.0347666667,28.2827777778,24.5116666667,10.5339666667
578.60,21.9336566667,47.8377333333,25.3104666667,49.3938666667,17.2696666667,9.42193333333,44.0156666667,28.2761333333,24.5247333333,10.5658666667
578.94,21.8706166667,47.767,25.3035333333,49.3158,17.2172333334,9.40673333333,43.9191666666,28.2380888889,24.4899333333,10.5328333333
579.28,21.8350233333,47.7764,25.2869333333,49.2611333333,17.2222333333,9.3784,43.8920666667,28.1824666666,24.4570666667,10.4974
579.61,21.7705733333,47.7026666667,25.2344666667,49.1963333333,17.2014666667,9.37639999999,43.8449666667,28.0575111111,24.3948666667,10.4452
579.95,21.7964166667,47.7346,25.2924,49.2518666667,17.2542,9.41213333334,43.8711,28.1138444445,24.5124,10.4560333333
580.29,21.83113,47.8034,25.3142,49.3232666667,17.3146666667,9.46659999999,43.9055333333,28.178,24.5586,10.4904333333
580.63,21.8171666667,47.7733333333,25.3472,49.3357333333,17.3241666667,9.49219999999,43.8958666667,28.1850666667,24.608,10.5178
580.97,21.8808,47.7999333333,25.3813333334,49.4094,17.3529333333,9.5032,43.9526,28.2315555555,24.6102,10.5313666667
581.31,21.93582,47.8112,25.3950666667,49.4653333333,17.4382,9.61440000001,43.9752666667,28.2585111111,24.6722666667,10.6127333333
581.65,21.8708633334,47.7906,25.3646666666,49.4120666667,17.4067,9.57493333332,43.9362333333,28.1798,24.6119333333,10.5663666667
581.98,21.86582,47.7858666667,25.3606666667,49.3614666667,17.4180666667,9.53626666667,43.9436333333,28.1766222222,24.5655333333,10.5696333333
582.32,21.8156166667,47.7558,25.329,49.3394666667,17.3695333333,9.45333333332,43.9417333333,28.1232222222,24.5014,10.4936666667
582.66,21.9136733333,47.9200666667,25.3821333333,49.5206666667,17.4672,9.53393333332,44.0942,28.1910444444,24.6159333333,10.5541333333
583.00,21.9292966667,47.8942,25.3926666667,49.5046,17.4667,9.5496,44.0738,28.2035333333,24.6168,10.5671666667
583.34,22.0571333333,48.0534666667,25.5180666667,49.643,17.5558666667,9.64153333333,44.2316,28.3777777778,24.7530666667,10.6783666667
583.68,21.9647433333,47.987,25.4226,49.5702666667,17.4499333333,9.60913333333,44.1132333333,28.2533777778,24.6478,10.6135666667
584.01,21.91742,47.9106666667,25.3876666666,49.4779333333,17.3798333333,9.57746666667,44.0397,28.1756,24.5790666667,10.5708
584.35,21.9266066667,47.9336,25.3602,49.464,17.4172,9.58900000001,44.0294666667,28.1576,24.5234666667,10.5956
584.69,21.8475133333,47.9257333333,25.3002,49.4265333333,17.3483666667,9.54540000001,44.0036,28.1335555555,24.4734666667,10.5272666667
585.03,21.8336166667,47.9496666667,25.2857333333,49.3637333333,17.2837,9.49666666666,44.0034666667,28.1264,24.4118,10.4688666667
585.37,21.8415233333,47.988,25.3395333333,49.4400666667,17.2775333333,9.50620000001,44.0313666667,28.1678,24.4194,10.4722333333
585.70,21.95553,48.1708666667,25.4251333333,49.5703333333,17.3682,9.58126666667,44.1718666667,28.2786222222,24.5892666667,10.5335
586.04,22.0844633333,48.3039333333,25.4966,49.732,17.4836,9.68626666667,44.3419666666,28.4318888889,24.6843333333,10.6113
586.38,22.1050033333,48.3465333333,25.559,49.7694666667,17.4966,9.72846666667,44.3753333333,28.4835111111,24.7008666667,10.6752666667
586.72,22.21969,48.5192,25.705,49.9273333333,17.6231,9.7932,44.5195666667,28.6176666667,24.8719333333,10.7647
587.06,22.0846133333,48.497,25.5695333333,49.8893333333,17.4787,9.58826666666,44.4317333333,28.4960222222,24.7767333333,10.6090666667
587.39,22.1945433333,48.6369333333,25.6462666667,50.0406,17.5979666667,9.65533333334,44.6125333333,28.633,24.9033333333,10.7087
587.73,22.2150333333,48.7391333333,25.7099333333,50.1294666667,17.6340666667,9.64413333334,44.7043,28.6945111111,24.9523333333,10.7365666667
588.07,22.20433,48.7282,25.7090666667,50.1052,17.6321666667,9.62093333333,44.6943,28.7032,24.9442666667,10.6882333333
588.41,22.2548066667,48.7194666667,25.747,50.0897333333,17.6869,9.6558,44.7051333333,28.7038222222,24.9786666667,10.7247
588.74,22.3218366667,48.7418,25.8378,50.1852,17.7879666667,9.73246666668,44.7615333333,28.7769777778,25.0684,10.8126
589.08,22.3749333333,48.7374,25.8338666667,50.1336666667,17.8363333333,9.79186666667,44.7599,28.8017111111,25.132,10.9137666667
589.42,22.38037,48.6529333333,25.8394666667,50.1373333333,17.8588333333,9.7874,44.7306,28.7802,25.1294666667,10.9060666667
589.76,22.2771366667,48.564,25.7884666667,50.024,17.7601333333,9.72453333332,44.5807,28.6816888889,25.0745333333,10.8441333333
590.09,22.2729733333,48.5533333333,25.739,49.9902,17.7362666667,9.64766666667,44.5936,28.6605111111,25.0784,10.7715333333
590.43,22.1686933333,48.4706,25.6413333334,49.9250666667,17.6262,9.56053333333,44.5063,28.5575333333,24.9552,10.6701
590.77,22.25949,48.5391333333,25.7339333333,49.984,17.7111333333,9.68599999999,44.5777666667,28.6135333333,24.9843333333,10.7332333333
591.11,22.1782733333,48.5136,25.7102666667,49.9522,17.6432333333,9.67313333333,44.5149666667,28.5589777778,24.9153333333,10.6789333333
591.44,22.1190866667,48.3804,25.6148666667,49.8622,17.6043666667,9.65986666666,44.439,28.5,24.8950666667,10.6470666667
591.78,22.1388633333,48.3806,25.6020666667,49.877,17.5897666667,9.65473333333,44.4677333333,28.5062222222,24.9104666667,10.6501
592.12,22.1596966667,48.3891333333,25.6694666667,49.9258666667,17.6083333333,9.69053333334,44.4992,28.5324,24.9680666667,10.7102
592.46,22.1427933333,48.3822,25.6503333333,49.8857333333,17.5703666667,9.69180000001,44.4907,28.4777333333,24.9567333333,10.6793
592.79,22.1126633333,48.4078,25.7016,49.9069333333,17.5928333333,9.68766666666,44.4822,28.4700222222,24.9585333333,10.6588666667
593.13,22.0866333333,48.4652666667,25.6934666666,49.8922666667,17.5444333333,9.65293333334,44.4979666667,28.4826,24.9324,10.6367
593.47,22.1086,48.4808,25.7360666667,49.9074666667,17.5777333333,9.63686666665,44.5118,28.4830222222,24.9658,10.6807333333
593.80,22.1135366667,48.4803333333,25.7666,49.8705333333,17.6007333333,9.65113333333,44.4960333333,28.4613333333,24.9526666667,10.7135666667
594.14,22.1776,48.4927333333,25.8075333333,49.8878666667,17.6555,9.72706666667,44.5263666666,28.5294888889,25.0305333333,10.7765666667
594.48,22.23023,48.5193333333,25.8474,49.9110666667,17.7193666667,9.74706666667,44.5643,28.6006444444,25.1082666667,10.8501666667
594.81,22.30351,48.4578,25.8796666667,49.8510666667,17.7672333333,9.76719999999,44.5512333333,28.6348444445,25.1442666667,10.9032333333
595.15,22.3871866667,48.6085333333,25.9622,49.9653333333,17.8359,9.80219999999,44.6796333333,28.7280666667,25.1808,10.9642666667
595.49,22.3459133333,48.5658666667,25.9382,49.9140666667,17.7809,9.7806,44.6103,28.6941777778,25.1546,10.9831
595.82,22.33488,48.5103333333,25.8963333333,49.8141333333,17.7762333334,9.76273333333,44.5393,28.6671555555,25.1216,10.9594333333
596.16,22.35728,48.4792666666,25.8883333333,49.7848666667,17.7943333333,9.79766666667,44.4989,28.7125777778,25.1271333333,11.0172666666
596.50,22.3608966667,48.4396,25.851,49.7808,17.7634333333,9.78393333334,44.5062,28.7207777778,25.1452,11.0381
596.83,22.3504066667,48.4154,25.8713333333,49.7621333333,17.7673333333,9.81106666667,44.4392333333,28.6734,25.1269333333,11.0627
597.17,22.41347,48.4628666667,25.8868666667,49.8160666667,17.7933,9.83913333333,44.479,28.7043111111,25.1281333333,11.0955
597.51,22.44034,48.4756666667,25.9126666666,49.8498,17.8136333333,9.90199999999,44.4658333333,28.7454222222,25.154,11.1249333333
597.84,22.4763166667,48.5171333333,25.9477333333,49.8728666667,17.8312333333,9.92433333333,44.5215666667,28.7555111111,25.1486,11.1731333333
598.18,22.51338,48.5842666667,26.0066666667,49.9359333333,17.8632333333,9.96753333333,44.5468333333,28.7868222222,25.1986,11.2459666667
598.52,22.5258733333,48.6570666667,26.0326,50.0292666667,17.8762,9.96646666665,44.6017,28.8262888889,25.2244666667,11.2525666667
598.85,22.46052,48.5958666667,26.0109333333,50.0012,17.8239333333,9.8876,44.5183666667,28.7581777778,25.1984666667,11.1985666667
599.19,22.5229233333,48.6752,26.0678,50.0634666667,17.9144,9.96773333334,44.5938666667,28.8098888889,25.2738,11.2469666667
599.53,22.59316,48.7948666667,26.1234666667,50.2468666667,17.9875,10.018,44.7227666667,28.9072222222,25.3384,11.3464666667
599.86,22.56336,48.8689333333,26.1608666667,50.3341333333,17.9848333334,9.97080000001,44.7635,28.9202888889,25.3628666667,11.3061666667
600.20,22.56707,48.9222666667,26.1782,50.3597333333,17.9959,9.97526666667,44.7738333333,28.9032222222,25.3496666667,11.2686333333
600.53,22.60548,48.9686666667,26.1987333333,50.4113333333,18.0178,9.98146666668,44.8655666667,28.9715777778,25.4127333333,11.2847666667
600.87,22.5424266667,48.9502,26.1812,50.3536,17.9695666667,9.99500000001,44.8782666667,28.9536222222,25.4071333333,11.2194
601.21,22.4654733333,48.8877333333,26.1121333333,50.3532,17.9591333333,9.93693333333,44.8821333334,28.9284444444,25.3714,11.1684666667
601.54,22.4413066667,48.8803333333,26.0938666667,50.3264,17.9397333333,9.9128,44.8362666667,28.9146888889,25.3569333333,11.1593333333
601.88,22.3778766667,48.8108,26.0563333333,50.2086,17.8974666667,9.89113333334,44.7907666667,28.8841777778,25.2858,11.0860333333
602.21,22.3978533334,48.7856666667,26.0627333333,50.19,17.9138666667,9.90753333335,44.7922333333,28.8611333333,25.2679333333,11.1019666667
602.55,22.49107,48.8624,26.145,50.3008,17.9779,10.0090666667,44.8920666667,28.9539333333,25.3686666667,11.1659666667
602.88,22.4563933333,48.8719333333,26.1589333333,50.3037333333,17.9384,9.9582,44.8219666667,28.9247111111,25.3302666667,11.1583
603.22,22.3745233333,48.8162666667,26.0984,50.1719333333,17.8376,9.88106666667,44.7347333333,28.8358888889,25.2614,11.0602666667
603.56,22.4299566667,48.8221333333,26.1064,50.1494,17.8383,9.93073333333,44.7587666667,28.8507111111,25.2855333333,11.1020666667
603.89,22.4356933333,48.7825333333,26.1034666667,50.1016666667,17.8421666667,9.93926666667,44.7402666667,28.8556,25.2614,11.1362333333
604.23,22.4114533333,48.7906666667,26.0726666667,50.0902666667,17.8257333333,9.93120000001,44.7176666667,28.8310222222,25.2383333333,11.1241
604.56,22.4049633333,48.7757333333,26.0602666667,50.1253333333,17.8202,9.88460000001,44.6721333333,28.8234888889,25.2143333333,11.1122666667
604.90,22.4440633333,48.8112666667,26.0809333333,50.1350666667,17.8061666667,9.88786666667,44.6830666667,28.8360666667,25.2182,11.1302666667
605.23,22.4805666667,48.8573333333,26.1214,50.2038,17.8289333333,9.92786666665,44.7364666667,28.8554888889,25.2351333333,11.1673333333
605.57,22.4775,48.8276666667,26.118,50.2214,17.8224666667,9.94786666667,44.7069666667,28.8134888889,25.2474666667,11.1883333333
605.90,22.4956166666,48.901,26.1493333333,50.2778,17.8730333333,10.0,44.7264,28.843,25.3273333334,11.2289333333
606.24,22.5026566667,48.8922,26.1213333333,50.222,17.8979666667,10.0210666667,44.7074333333,28.8242222222,25.2862,11.2638333333
606.58,22.5563333333,48.9296,26.1421333333,50.3176,17.9661,10.1231333333,44.8011666667,28.9106444444,25.3545333333,11.3171666667
606.91,22.67079,49.0102666667,26.2379333333,50.3672,18.0819333333,10.2055333333,44.8964333333,29.0005111111,25.4391333333,11.4175
607.25,22.57651,48.9676666667,26.2016,50.3573333333,18.032,10.1132,44.8552333333,28.9172666667,25.386,11.3540333333
607.58,22.6400633333,49.053,26.2512666667,50.4482,18.0990333333,10.1460666667,44.9680333333,28.9756444444,25.4588666667,11.4057
607.92,22.6063866667,48.9563333333,26.204,50.3604666667,18.0534666667,10.1254,44.8808,28.8990444444,25.3894666666,11.4049
608.25,22.7084666667,49.0122666666,26.2644666667,50.406,18.1535333333,10.2607333333,44.9707333333,28.9611333333,25.4788666667,11.5232
608.59,22.7313733333,49.0314,26.2847333333,50.3758666667,18.158,10.2778666667,44.9776333333,28.9746222222,25.4714666667,11.5495333333
608.92,22.6600966667,48.8896,26.1738,50.2183333333,18.124,10.2607333333,44.8859666667,28.9122888889,25.4212666667,11.4778666666
609.26,22.61028,48.8206666667,26.0955333333,50.1537333333,18.0687666667,10.2322,44.8555666667,28.9008222222,25.3562666667,11.4358666667
609.59,22.5434,48.6760666667,26.0129333333,50.0072666667,17.9960666667,10.1554666667,44.8322,28.8185333333,25.2575333333,11.3832
609.93,22.53024,48.6704,26.0204,50.0137333333,17.9774,10.1662666667,44.8235,28.8304444445,25.2529333333,11.3855666667
610.26,22.43016,48.5426666667,25.9454666667,49.7964666667,17.8943333333,10.0586666667,44.714,28.69,25.1384666667,11.2953333334
610.60,22.34457,48.4707333333,25.9015333333,49.7740666667,17.8104666667,10.0745333333,44.6566,28.6543777778,25.1050666667,11.2738333333
610.93,22.3564633333,48.4350666667,25.8666,49.7191333333,17.8333333333,10.0986,44.6361333333,28.6459111111,25.071,11.2844333334
611.27,22.2955933333,48.308,25.7800666667,49.6134666667,17.7742333333,10.1105333333,44.4991666667,28.5794666667,24.9712666667,11.2229333333
611.60,22.3008466667,48.3897333333,25.8426,49.7176666667,17.8316,10.1058,44.5679666667,28.6343777778,25.0116,11.208
611.93,22.27084,48.3957333333,25.8392666667,49.7236,17.8305666667,10.1247333333,44.5897666667,28.6526222222,25.0376666667,11.192
612.27,22.1623266667,48.2581333334,25.7274666667,49.5954,17.7904,10.0962666667,44.4727333333,28.5308222222,24.9932666667,11.1404666667
612.60,22.2186433333,48.359,25.8170666667,49.7176,17.8542,10.134,44.5606333333,28.6172888889,25.0952,11.2003
612.94,22.2461933333,48.4668,25.8691333333,49.7866666667,17.8910666667,10.1413333333,44.5706,28.6056222222,25.168,11.2117
613.27,22.3178266667,48.6142666667,25.9642,49.8896666667,17.9377,10.2239333333,44.5796666667,28.7106,25.2552666666,11.3097333333
613.61,22.2866233333,48.5554666667,25.9171333333,49.8106666666,17.8728666667,10.1771333333,44.5176,28.6452,25.2266666667,11.2503
