wavelength,Back_SpoPlum,Belly_SpoPlum,Breast_SpoPlum,Crissum_SpoPlum,Crown_SpoPlum,DorTail_SpoPlum,Patch10_SpoPlum,Rump_SpoPlum,Throat_SpoPlum,WingTip_SpoPlum
310.38,11.5348,13.5207333333,9.57419999999,14.0058,8.01700000001,8.39466666667,15.9391,12.9199777778,9.24073333333,7.5169
310.75,12.1101833333,14.0657333333,10.2045333333,14.5693333333,8.45863333334,8.90413333334,16.6060666667,13.4778666667,9.82786666667,8.11649999999
311.12,13.5342033333,15.3551333333,11.3588,15.7533333333,9.59793333333,9.95386666667,18.0188333333,14.6582888889,11.0241333333,9.21320000001
311.49,13.9795566667,15.7339333333,11.7564666667,16.0724,9.99480000001,10.0878666667,18.3104333333,14.9188444445,11.4575333333,9.52513333333
311.85,13.8845433333,15.6700666667,11.6699333333,16.1321333333,9.88773333334,10.0093333333,18.2400666667,14.9077555556,11.5221333333,9.39659999999
312.22,13.07951,15.0460666667,10.8943333333,15.4309333333,9.13813333333,9.23293333333,17.6733666666,14.2953555555,10.8429333333,8.66263333333
312.59,13.4212766667,15.3850666667,11.0984,15.9103333333,9.53220000001,9.42693333333,17.8061333333,14.5569777778,11.2650666667,9.17926666667
312.96,13.5159033333,15.4256,11.1631333333,16.0328666667,9.53063333333,9.4526,17.8952666667,14.5719555555,11.4444666667,9.05136666666
313.33,13.33162,15.6677333333,11.2014,16.2356,9.40919999999,9.53193333333,17.7853333333,14.4758888889,11.4954666667,8.86556666666
313.70,13.04254,15.3542,10.8734666667,15.9376666667,9.03513333333,9.08233333333,17.5253666667,14.2622888889,11.0591333333,8.45046666667
314.07,12.47714,15.0452666667,10.3051333333,15.5883333333,8.49059999999,8.40633333333,17.0178666667,13.6788666667,10.5138666667,7.90456666667
314.43,12.429,15.1178666666,10.4491333333,15.6016,8.54396666667,8.47953333333,17.0233333333,13.7375111111,10.8137333333,7.84786666667
314.80,12.1620466667,14.9227333333,10.2627333333,15.41,8.35959999999,8.46313333333,16.7604666667,13.5125777778,10.8201333333,7.5697
315.17,11.4392666667,14.2222,9.66253333333,14.6897333334,7.79433333335,7.71366666667,16.2749666667,12.8876666667,10.2025333333,6.69626666667
315.54,11.2737633333,14.1788666667,9.39440000001,14.5378666667,7.58253333335,7.6028,16.2086,12.7059333333,9.96806666667,6.51226666667
315.91,11.7054333333,14.5148666667,9.79506666667,14.8230666667,8.07510000001,7.95006666667,16.6869666667,12.9541333333,10.1066666667,6.95966666667
316.28,12.2492633333,14.8616666667,10.4004666667,15.4146,8.3644,8.14146666667,17.0855333333,13.3097777778,10.5646666667,7.21143333333
316.64,12.1013166667,14.7626,10.3488,15.2186666667,8.07556666666,7.80666666667,17.1244,13.2981555556,10.2876,6.76353333333
317.01,11.6967533333,14.3726666667,9.99326666666,14.9094,7.76236666667,7.14513333333,16.8307333333,13.0723777778,9.72666666667,6.3419
317.38,11.3672066667,13.8222,9.45979999999,14.2221333333,7.28879999999,6.72833333333,16.5401666667,12.8602888889,9.30933333333,5.77946666667
317.75,11.32063,13.9251333333,9.55773333334,14.1799333333,7.23966666667,6.68733333333,16.6770333333,12.8216,9.3926,5.68566666667
318.12,11.8253766667,14.3748666667,9.95413333333,14.5546,7.72006666667,7.0162,17.1619333333,13.2824444444,9.88640000001,6.1289
318.49,11.98766,14.4722,10.0798666667,14.8019333333,7.82070000001,6.85006666667,17.4315666667,13.4307333333,9.92700000001,6.3385
318.85,12.4122633333,14.7640666667,10.3274666667,15.0810666667,8.0679,6.87693333333,17.8267666667,13.6138,10.1585333333,6.59273333333
319.22,12.3445133333,15.1195333333,10.5626666667,15.6668666667,8.04683333335,7.0968,17.9435666667,13.7039333333,10.3837333333,7.01266666667
319.59,12.2048233333,15.2298666667,10.4279333333,15.7014,7.83826666665,6.7912,17.8820666667,13.6880888889,10.2649333333,6.9004
319.96,11.9566133333,15.0667333333,10.1476,15.7338666667,7.52646666666,6.55206666667,17.8355333333,13.5058888889,10.2101333333,6.63876666667
320.32,11.8779166667,15.2639333333,10.0261333333,15.7868,7.62850000001,6.67706666667,17.9978666667,13.6120888889,10.2804666667,6.8374
320.69,12.5741433333,15.9364,10.6141333333,16.5453333333,8.46080000001,7.4398,18.7344666667,14.3857777778,11.1646666667,7.7782
321.06,13.0854266667,16.4704,10.9130666667,16.8425333333,8.7302,7.97066666667,19.1740333333,14.5361555556,11.6058666667,8.13283333333
321.43,14.0017666667,17.3549333333,11.8518666667,17.8995333333,9.55853333333,8.63186666666,20.0542,15.1599333333,12.5078666667,9.02776666667
321.80,14.1914433333,17.8544,12.1872,18.3474,9.57033333333,8.72906666666,20.3399333333,15.3767555556,12.8635333333,9.39366666665
322.16,14.54364,18.29,12.6846,18.9887333333,10.0384,9.17840000001,20.8516333333,15.7839777778,13.2336666667,9.62413333333
322.53,14.7351333333,18.7161333333,12.7576666667,19.2059333333,10.2912333333,9.37960000001,21.1381,15.9526,13.2242666667,9.56503333333
322.90,14.5013266667,18.5276666667,12.4725333333,19.097,9.95473333335,9.07773333334,20.9385,15.864,12.9222666667,9.37856666667
323.27,14.09273,18.0436,11.9924666667,18.4581333333,9.37670000001,8.45013333333,20.3580666667,15.43,12.3536666667,8.68593333333
323.63,13.80367,17.4796,11.707,18.1180666667,9.01963333334,8.07726666667,20.0880333333,14.9342888889,12.0869333333,8.36446666667
324.00,14.12012,17.9684,12.0182666667,18.5814,9.36913333334,8.44666666667,20.4353666667,15.2969111111,12.4862,8.6687
324.37,13.91005,17.7574666667,11.9261333333,18.5204,9.17503333333,8.1636,20.3033666667,15.1250444445,12.1542,8.25186666667
324.74,13.4675266667,17.3463333333,11.4692666667,18.1584666667,8.62653333332,7.68193333333,19.9027333333,14.5205111111,11.5312666667,7.6861
325.10,13.2607966666,17.3011333333,11.3163333333,18.1630666667,8.4941,7.4314,19.9001666667,14.3880666666,11.4657333333,7.5354
325.47,12.8803066667,17.1773333333,10.9807333333,17.892,8.16616666667,7.1774,19.6806666667,14.1771111111,11.198,7.24126666667
325.84,12.2597066667,16.5307333333,10.3784666667,17.2741333333,7.82179999999,6.62146666667,18.9834,13.4976444444,10.6315333333,6.56403333333
326.21,12.0151433333,16.327,10.095,16.9699333333,7.65723333333,6.38033333333,18.6424666667,13.2864222222,10.5661333333,6.30483333333
326.57,11.88471,16.0747333333,9.89813333335,16.8096666667,7.36693333333,6.1896,18.6126,13.1665333333,10.4086666667,6.07473333333
326.94,11.91374,16.1534,9.90153333333,16.7987333333,7.37936666667,6.19486666667,18.7571666667,13.1994444444,10.3576,5.85133333333
327.31,12.2653733333,16.5704,10.3334,17.1068,7.72783333335,6.62233333333,19.2108666667,13.6796444444,10.6952666667,6.1171
327.67,12.5194833333,16.9623333333,10.5494666667,17.3576,8.018,7.06693333333,19.6507333333,14.1392444444,10.8085333333,6.22843333333
328.04,12.2544233333,16.7012,10.246,17.1270666667,7.61369999999,6.69846666667,19.4390333333,13.8386,10.3226666667,5.81616666667
328.41,12.9030533333,17.5593333333,10.9644666667,17.7218,8.2734,7.55666666667,20.0826666667,14.4018,11.0310666667,6.5201
328.78,13.1112766667,17.5212,11.014,17.7102666667,8.31899999999,7.66566666667,20.1093,14.5107333333,11.0842666667,6.4319
329.14,13.0821666667,17.4446,10.8780666667,17.6314,8.31033333332,7.64233333334,20.0244666667,14.5926888889,10.8508,6.21946666667
329.51,12.882,17.1815333333,10.6944666667,17.5218666667,8.11286666666,7.3366,19.7753,14.3245111111,10.6154666667,5.94766666667
329.88,13.2637533333,17.3487333333,10.7838,17.9703333333,8.2908,7.46426666667,20.2489666667,14.8138444444,11.0312666667,6.00656666667
330.24,13.3264533333,17.5962,10.7794666667,18.0019333333,8.1936,7.30026666667,20.4169,14.8118222222,10.9574,6.01226666667
330.61,13.5363466667,18.0163333333,11.336,18.5928666667,8.68703333333,7.64753333333,20.4930666667,15.2122444444,11.4261333333,6.53426666667
330.98,13.4253133333,17.9665333333,11.2134,18.5454666667,8.54136666667,7.3158,20.4227666667,15.1164888889,11.2780666667,6.43493333333
331.34,13.2579933333,17.8551333333,10.898,18.705,8.44923333333,7.00493333333,20.4543333333,14.9242,11.0923333333,6.2482
331.71,13.1379866667,17.9944,10.8962,18.7182666667,8.36823333334,6.87193333333,20.4474333333,14.8335555556,11.0778666667,6.2099
332.08,13.4983033333,18.3960666667,11.3212,19.0598666667,8.74473333333,7.204,20.7877333333,15.2498222222,11.6725333333,6.53733333333
332.44,13.15606,18.1658666666,10.9942666667,18.8533333333,8.30546666668,6.69206666667,20.3793666667,14.9839111111,11.243,6.1949
332.81,13.09698,18.5007333333,11.1069333333,19.0454,8.34953333333,6.62173333333,20.6996,15.1389777778,11.2770666667,6.22086666667
333.18,13.38974,18.8506,11.5333333333,19.4767333333,8.74536666666,6.83053333333,21.0602,15.4332888889,11.7732,6.67536666667
333.54,13.8689433333,19.6311333333,12.1688,20.0796,9.28129999999,7.21633333333,21.7143666667,16.0861111111,12.1979333333,7.14533333333
333.91,13.8677933333,19.9289333333,12.3510666667,20.223,9.35593333333,7.3404,21.9325333333,16.1193555555,12.1210666667,7.21706666667
334.28,13.94853,20.0627333333,12.5884,20.5214666667,9.51126666666,7.68613333333,22.1824333333,16.2485111111,12.4207333333,7.23466666667
334.64,13.7178066667,20.0068666667,12.3306,20.2697333333,9.19893333332,7.55193333333,22.1358666667,15.9498666667,12.1968,6.9664
335.01,14.0441433333,20.3234,12.6253333333,20.5428,9.61100000001,7.91093333333,22.3753666667,16.1988666667,12.5370666667,7.273
335.38,14.0302433333,20.4805333333,12.6292,20.4983333333,9.6458,7.88686666667,22.2851333333,16.0189555555,12.5378,7.33826666667
335.74,13.95915,20.4304,12.6113333333,20.5608,9.50446666667,7.7726,22.1832666667,15.9926888889,12.5142,7.30026666667
336.11,13.6197066667,20.256,12.2068666667,20.2142666667,9.10763333335,7.35786666667,21.8340333333,15.6263777778,12.0822,6.87773333333
336.47,13.77213,20.1860666667,12.2212,20.1926,9.29353333334,7.4716,22.0707333333,15.8008,12.2233333333,6.9751
336.84,14.3480033333,20.8402,12.9122,20.6934666667,9.9808,8.01953333333,22.4770333333,16.2802888889,12.9058,7.47833333333
337.21,14.34137,21.0666666667,12.9036666667,20.7470666667,9.90476666666,8.18846666667,22.6149,16.3232222222,12.8867333333,7.365
337.57,14.0527166667,20.6994,12.5029333333,20.3255333333,9.54043333333,7.98946666667,22.3993666667,16.0204222222,12.5050666667,6.89493333333
337.94,14.19538,20.8602,12.6296666667,20.5116,9.75353333333,8.2076,22.5275,16.2579111111,12.6734666667,7.05706666667
338.31,14.3031633333,20.8314,12.5895333333,20.5145333333,9.68116666667,8.12086666667,22.6394666667,16.2846222222,12.4666666667,7.0386
338.67,14.5458,21.0525333333,12.7228666667,20.7793333333,9.85413333333,8.16926666667,22.9249,16.4642222222,12.5331333333,7.14403333333
339.04,14.25257,20.9405333333,12.6149333333,20.679,9.59410000001,7.94973333333,22.7479,16.1963333333,12.3055333333,6.9042
339.40,14.5538566667,21.1328,12.9784,20.9222666666,9.79173333333,8.26573333333,23.0981333333,16.5666,12.6834,7.00816666667
339.77,14.8608933333,21.3685333334,13.2782,21.1823333334,10.1207333333,8.58546666667,23.5018333333,16.7806666667,12.9917333333,7.25773333333
340.14,15.21297,21.6998666667,13.6644666667,21.5021333333,10.5026333333,8.85933333333,23.9661666667,17.1376222222,13.3797333333,7.6954
340.50,15.29176,22.0002,13.7186,21.6832,10.6028333333,8.7952,24.1018,17.1826222222,13.4194666667,7.60066666667
340.87,14.7469933333,21.4424,13.105,21.2680666667,9.95883333334,8.171,23.7349666667,16.6212888889,12.9507333333,7.1264
341.23,14.5789366667,21.1926666667,13.0435333333,21.1372,9.72713333333,7.90113333333,23.6398666667,16.4354222222,12.7935333333,6.84633333334
341.60,14.6753866667,21.3567333333,13.1988666667,21.3003333333,9.81666666667,7.7896,23.7241333333,16.4041777778,12.9708,7.0127
341.96,14.8212333333,21.7078666667,13.4554666667,21.4616666666,9.80136666667,7.77353333333,23.9401,16.4996222222,13.1394,7.1969
342.33,14.7953633334,21.8924,13.5888,21.5226666667,9.91703333334,7.74746666666,23.9642,16.5695333333,13.2418,7.19936666667
342.70,14.9148966667,21.9909333333,13.7715333333,21.6368666667,10.1436333333,7.7758,23.9206,16.6076222222,13.4246666667,7.2903
343.06,15.1201633333,22.1782666667,13.9928,21.9272,10.3489333333,7.9272,24.2474,16.9125333333,13.718,7.40953333333
343.43,15.02389,22.2810666667,13.8793333333,21.9476,10.3045333333,7.67946666667,24.2162333333,16.8443111111,13.6468666667,7.34863333333
343.79,15.0006266667,22.3928,13.8009333333,22.0426,10.3102333333,7.64626666667,24.1715666666,16.8036888889,13.6302,7.2454
344.16,14.75308,22.2473333333,13.7318,21.992,10.2585333333,7.53346666667,23.9142666667,16.5690666667,13.4765333333,7.09136666667
344.52,14.5243,22.1288666666,13.6686666667,21.9396666667,10.0515,7.4078,23.7898333333,16.4136222222,13.4055333333,6.9151
344.89,14.6087333333,22.356,13.8603333334,22.1928,10.1359333333,7.5268,24.0117,16.593,13.5135333333,6.94796666667
345.25,14.8944866667,22.737,14.1256,22.4572666667,10.4397333333,7.74046666667,24.2739333333,16.9369777778,13.8056666667,7.3275
345.62,15.05316,23.0689333333,14.4346,22.7910666667,10.6595666667,8.014,24.5184333333,17.3190666667,14.1217333333,7.52153333333
345.99,15.07428,23.0048666667,14.3229333333,22.7792666667,10.6915333333,7.9792,24.4743,17.3364666667,14.0429333333,7.44546666667
346.35,15.1197866667,23.1906666667,14.4052,22.9318666667,10.7321666667,8.01713333333,24.6037333333,17.4309111111,14.1677333333,7.46816666667
346.72,14.7907733333,23.0466,14.0243333333,22.6019333333,10.3339,7.73786666667,24.4416333333,17.2576444445,13.9168666666,7.12053333333
347.08,14.7727766667,23.1972666667,13.9490666667,22.5484666666,10.3300666667,7.75266666667,24.4433333333,17.2237111111,13.9573333333,7.1107
347.45,14.6857133333,23.0998666667,13.9344,22.5368666667,10.2251666667,7.738,24.447,17.1116666667,13.8780666667,7.0235
347.81,14.7441933333,23.1959333333,14.0852,22.5898666667,10.2169,7.68173333333,24.6119,17.2308,13.979,7.0534
348.18,14.74162,23.258,14.0804,22.67,10.1798666667,7.78813333333,24.7347666667,17.3769333333,14.0340666667,7.04513333333
348.54,14.917,23.4500666667,14.292,22.8530666667,10.3848666667,7.87913333333,25.0311333333,17.5770444444,14.2156,7.23646666667
348.91,14.84067,23.389,14.2198666667,22.7801333333,10.3879,7.793,25.0261333333,17.5160666667,14.1042,7.04543333333
349.27,14.66367,23.2034666666,14.1271333333,22.7024,10.2348666667,7.64253333333,24.9104,17.3263111111,13.8807333333,6.833
349.64,14.6046666667,23.0914,14.0165333333,22.6938,10.1336333333,7.43413333333,24.9426666667,17.1924222222,13.6980666667,6.69873333333
350.00,14.3058433334,22.8090666667,13.7926666666,22.5668666667,9.84439999999,7.0898,24.8044,16.9089777778,13.5145333333,6.43853333333
350.37,14.0890133333,22.7339333333,13.6774666667,22.5626,9.62729999999,7.02726666667,24.6497666667,16.7583555556,13.3200666667,6.48563333333
350.73,14.0437066667,22.8050666667,13.8153333334,22.7091333333,9.63883333333,6.9426,24.7684333333,16.7729333333,13.2327333333,6.48003333333
351.10,13.8584966667,22.7354,13.8837333333,22.7936666667,9.47966666667,6.7898,24.6541333333,16.7402666667,13.1035333333,6.3705
351.46,13.80328,22.8316,13.8125333333,22.8574666667,9.41396666666,6.58473333333,24.6638666667,16.7279333333,13.0245333333,6.30086666667
351.83,13.6106966667,22.8022666667,13.632,22.7960666667,9.25186666667,6.34073333333,24.4847333333,16.5908444445,12.9404,6.15573333333
352.19,13.6215766667,22.7851333333,13.6113333333,22.7361333333,9.17450000001,5.96366666667,24.5299333333,16.5071111111,12.8847333333,6.00466666667
352.55,13.62515,22.8106666667,13.522,22.7178666667,9.03956666667,5.7834,24.5643333333,16.5450666667,12.7406666667,5.87753333333
352.92,13.76735,23.0104,13.6501333333,22.9063333333,9.10496666667,5.85473333333,24.6157333333,16.6625555556,12.8241333333,6.03686666667
353.28,13.8685,23.2421333334,13.7573333333,23.0784666667,9.21173333334,5.89826666667,24.7417333333,16.8317111111,13.0318666667,6.0704
353.65,13.9221,23.2648666667,13.7776666667,23.1156666667,9.23950000001,5.93626666667,24.6901666667,16.8381333333,13.1856666667,6.08623333333
354.01,14.22376,23.7004666667,14.2034,23.4374666667,9.59820000001,6.346,24.9507333333,17.0868666667,13.4898666667,6.451
354.38,14.2660166667,23.6594,14.2130666667,23.3782666667,9.6544,6.24766666667,25.0239333333,17.1018444445,13.5768,6.29426666666
354.74,14.4608266667,23.7558,14.4334,23.5252,9.78616666667,6.44726666667,25.1079,17.2063333333,13.884,6.47763333333
355.11,14.4754933333,23.7940666667,14.36,23.4822666667,9.81633333334,6.41333333333,25.1840333333,17.1570666667,13.8140666667,6.53016666667
355.47,14.71624,24.1698,14.6724,23.7642,10.0892666667,6.77893333333,25.473,17.4649333333,14.0784666667,6.77696666667
355.83,14.84974,24.1962666667,14.7775333333,23.9966,10.2578,6.8374,25.6543333333,17.5608444444,14.1149333333,6.8466
356.20,14.7882033333,24.1876,14.7005333333,23.9818,10.2701666667,6.86866666667,25.7087666667,17.5571777778,14.0664666667,6.7669
356.56,14.6773233334,24.2055333333,14.6874,23.9416,10.2698,6.8386,25.5834666667,17.4326,14.0715333333,6.69976666667
356.93,14.60859,24.1375333333,14.601,23.8996,10.2292,6.79813333333,25.5172666667,17.3681111111,14.0385333333,6.6716
357.29,14.5845366667,24.1698666667,14.5762666667,23.9974666667,10.2193,6.73846666667,25.5477333333,17.3752,14.0136,6.65183333333
357.66,14.7049966667,24.2935333333,14.6870666667,24.1159333333,10.3163,6.86606666667,25.7750333333,17.5656888889,14.0529333333,6.70636666666
358.02,14.7547466667,24.3786666667,14.6664,24.2071333333,10.3529666667,6.83586666667,25.8152666667,17.5807777778,14.0742,6.6928
358.38,14.91312,24.6046,14.7800666667,24.4682666666,10.4960666667,6.8844,26.0270666667,17.7482666667,14.1602,6.7689
358.75,14.8617133333,24.7152,14.6914,24.5802666666,10.4906,6.86506666667,26.1330333333,17.7656444445,14.0508666667,6.723
359.11,14.8750766667,24.6551333333,14.665,24.7027333333,10.476,6.77653333333,26.2353666667,17.8303111111,13.9585333333,6.59673333333
359.48,14.8159333333,24.5256666667,14.5747333333,24.6484666667,10.3501,6.68913333333,26.1255333333,17.7532666667,13.8857333333,6.49416666667
359.84,14.7834766667,24.6619333333,14.6656666667,24.6398666667,10.3467,6.7498,26.1330666667,17.7416,13.879,6.42076666666
360.20,14.86966,24.7976666667,14.7270666667,24.8445333333,10.2753,6.7656,26.1473333333,17.7830666667,13.9255333333,6.3982
360.57,14.7946933333,24.8272666667,14.7328,24.9232666667,10.2132333333,6.74613333333,26.2184,17.8072444444,13.9385333333,6.27876666667
360.93,14.8434233333,24.9475333333,14.8042,25.0566,10.1917666667,6.68693333333,26.3572,17.8860666666,14.0246666667,6.26133333333
361.29,14.9034533333,25.0115333333,14.8870666667,25.1396,10.2831666667,6.74246666667,26.4520333333,17.9123777778,14.1102666666,6.2969
361.66,14.71956,24.9273333333,14.7799333333,25.1048,10.1469666667,6.55706666667,26.3888666667,17.7693777778,14.0226666667,6.16263333333
362.02,14.7148633333,24.9028666667,14.7736666667,25.1238,10.1582666667,6.55853333333,26.4247333333,17.7928,13.9894,6.17973333333
362.39,14.69102,24.8684666667,14.8011333333,25.0967333333,10.1563333333,6.58253333333,26.3764,17.7610666667,14.002,6.1741
362.75,14.7983833333,24.9753333333,14.8709333333,25.2157333333,10.2276333333,6.62226666667,26.4844666667,17.8560888889,14.1794666667,6.2058
363.11,14.9264933333,25.213,14.9676666667,25.3964666667,10.2934666667,6.69793333333,26.5563666667,17.9178666667,14.3668666666,6.31833333333
363.48,14.96723,25.1919333333,14.9813333333,25.5024666667,10.3526333333,6.65146666667,26.6547,17.9496222222,14.3929333333,6.33053333333
363.84,14.81355,25.0218,14.7912666667,25.3898666667,10.1578,6.47966666667,26.5696666667,17.8173111111,14.2780666667,6.18556666666
364.20,14.9636933333,25.1963333333,15.0288666667,25.5225333334,10.4055666667,6.621,26.7589,17.951,14.537,6.3673
364.57,15.3322,25.4649333333,15.2981333333,25.8854,10.7112,6.90413333333,27.0431333333,18.1867111111,14.8512,6.75516666667
364.93,15.3845166667,25.5137333333,15.4065333333,25.9238666667,10.7988333333,6.99313333333,27.1564666667,18.233,14.9218,6.84203333333
365.29,15.3863,25.5994666667,15.4541333333,26.0028,10.8034666667,6.92106666667,27.236,18.2882222222,14.9392666667,6.87653333333
365.66,15.4291633333,25.6523333334,15.4369333333,26.0553333333,10.8163333333,6.88333333333,27.2394,18.2698,14.9494,6.8493
366.02,15.4081766666,25.7241333333,15.4995333333,26.0899333333,10.79,6.79506666667,27.2695333333,18.3186222222,15.0564,6.80363333333
366.38,15.4339833333,25.7830666667,15.4808666666,26.1474,10.7781666667,6.7776,27.3069666667,18.3062,15.0798666667,6.83013333333
366.75,15.51096,25.8352,15.5302666667,26.2352666667,10.8508,6.75906666667,27.3364333333,18.3614444444,15.0938666667,6.9008
367.11,15.5750533333,25.9490666667,15.6832,26.3331333333,10.9640333333,6.85513333333,27.5026666667,18.5101111111,15.2253333333,6.94926666667
367.47,15.6769533333,26.2301333333,15.8894,26.5026,11.1117666667,7.04313333333,27.6822666667,18.6949111111,15.434,7.04843333333
367.84,15.8876133333,26.5412666667,16.1526666667,26.7689333333,11.3105666667,7.215,27.9657,18.9576,15.7202666667,7.27833333333
368.20,15.7004133333,26.4861333333,15.9908666667,26.7258666666,11.1560666667,7.0416,27.9044666667,18.8928666667,15.5376666667,7.1754
368.56,15.4504833334,26.3708,15.8268,26.4672666667,10.9648666667,6.80453333333,27.7969333333,18.7454,15.4399333333,6.847
368.93,15.43136,26.4252,15.8057333333,26.5648,11.0321666667,6.76193333333,27.8454333333,18.7902222222,15.4463333333,6.80806666667
369.29,15.45247,26.5026666667,15.8219333333,26.5762,11.0302666667,6.83166666667,27.8955333333,18.7888444445,15.5033333333,6.80283333333
369.65,15.4739,26.6426,15.8380666667,26.629,11.078,6.89313333333,27.9914666667,18.8937555555,15.5551333333,6.8812
370.01,15.3493933333,26.6304,15.7289333333,26.647,11.0265333333,6.86166666667,28.0762666667,18.8832666667,15.4920666667,6.73213333333
370.38,15.4011233333,26.7375333333,15.8141333333,26.7632666666,11.0837333333,6.8784,28.1502333333,18.9542222222,15.5532666667,6.68873333333
370.74,15.3803066667,26.8560666667,15.8924,26.8518,11.1604666667,6.90673333333,28.2412666667,18.9468666667,15.5963333333,6.69776666667
371.10,15.27053,26.8018666667,15.752,26.7886666666,11.1043666667,6.75946666666,28.1854666667,18.8464444444,15.4744,6.5209
371.46,15.23569,26.8436,15.6540666667,26.7409333334,11.0624,6.5884,28.1991333333,18.7793555556,15.3558,6.40446666667
371.83,15.12921,26.8057333333,15.5088,26.6797333333,10.9442333333,6.34093333333,28.0798333333,18.6580444445,15.131,6.19973333333
372.19,15.22435,26.9464,15.5783333334,26.7866666667,11.0227666667,6.39386666667,28.1573666667,18.7408666667,15.2292666667,6.2042
372.55,15.4399833333,27.1476,15.7857333333,27.1093333333,11.2036,6.5948,28.363,18.9305555555,15.3804,6.52066666667
372.92,15.5699733333,27.3227333333,15.9266,27.2475333333,11.2468333333,6.73306666667,28.4525,19.0463333333,15.5104666667,6.64326666667
373.28,15.5437366667,27.2904666667,15.8756,27.3013333333,11.2331,6.63166666667,28.4864,19.0776,15.4951333333,6.5856
373.64,15.7774833333,27.5271333333,16.1519333333,27.6746,11.4533,6.8696,28.7463,19.3014,15.7568666667,6.77643333333
374.00,15.93266,27.6963333333,16.321,27.8654666667,11.5837333333,6.8844,28.8517,19.3722,15.9048,6.89123333333
374.37,16.1093733333,28.008,16.5461333333,28.1705333334,11.7535333333,7.075,29.1324666667,19.6406,16.1339333333,7.1099
374.73,16.1062266667,28.0200666667,16.5660666666,28.2250666667,11.7404,7.08806666667,29.2123,19.6849555556,16.1121333333,7.04596666667
375.09,16.1723133333,28.1128,16.6208666667,28.2986666667,11.7414333333,7.13366666667,29.2514666667,19.7440666667,16.1577333333,7.11293333333
375.45,16.2514233333,28.2797333333,16.8763333333,28.6240666667,11.8329666667,7.33666666667,29.4025666667,19.9407555555,16.3876666667,7.30626666667
375.81,16.4173266667,28.4930666667,17.0519333333,28.8008,12.0136333333,7.6092,29.6614,20.1269555556,16.6316666667,7.4539
376.18,16.4419333333,28.6114666667,17.0690666667,28.9307333333,11.9905,7.6582,29.7557666667,20.1333555556,16.6306666667,7.45496666667
376.54,16.3541433333,28.5705333333,16.9636666667,28.8344666667,11.872,7.57893333334,29.7204,20.0723555556,16.4998666667,7.3088
376.90,16.28422,28.6271333333,16.9160666667,28.8559333333,11.8376,7.53793333333,29.6586333333,19.9986,16.4969333333,7.2473
377.26,16.3365266667,28.7106,16.9160666667,28.9417333333,11.8402666667,7.5752,29.703,20.0027777778,16.4976666667,7.28283333333
377.63,16.1347433333,28.5971333333,16.7526,28.7112,11.66,7.37006666667,29.5420333333,19.821,16.3223333333,7.05936666667
377.99,16.24582,28.7604,16.8604,28.8206,11.7309666667,7.4874,29.6956666667,19.9676222222,16.3680666667,7.1026
378.35,16.2136466667,28.7066666667,16.7896666667,28.8218666667,11.6833333333,7.41873333333,29.7109333333,19.9656,16.3223333333,7.03353333333
378.71,16.2212133333,28.6988,16.763,28.7528,11.5652,7.3594,29.7107,19.9301111111,16.322,6.98706666667
379.07,16.25715,28.8557333333,16.9080666667,28.8629333333,11.6385666667,7.43766666667,29.8445333333,19.9972666667,16.4235333333,7.0531
379.44,16.25352,28.8410666667,16.8177333333,28.7784666667,11.6012,7.30806666667,29.8488,19.9694666667,16.344,6.9494
379.80,16.2553466667,28.8444,16.8485333333,28.9090666667,11.6055666667,7.21973333333,29.8968333333,19.9939777778,16.3544666667,6.92853333333
380.16,16.3810266667,28.9552666667,17.0377333333,29.0604666667,11.7733666667,7.357,30.0565333333,20.1484666667,16.4956,7.09503333333
380.52,16.4865966667,29.1338,17.1609333333,29.2648666667,11.8236666667,7.39773333333,30.207,20.2704888889,16.6256,7.13296666667
380.88,16.5644133333,29.2429333333,17.2484666667,29.4166666667,11.9083333333,7.4358,30.4337333333,20.3902,16.6794,7.12056666667
381.24,16.5951733333,29.3816666667,17.3658,29.5158,11.9700333333,7.47786666667,30.5753333333,20.5075333333,16.7252,7.0849
381.61,16.6089066667,29.4597333333,17.4233333333,29.6498,11.9793666667,7.51333333333,30.6608666667,20.5774,16.7948,7.08606666667
381.97,16.5924033333,29.46,17.4116,29.713,11.9300333333,7.45653333333,30.6842333333,20.5386222222,16.7588,7.0711
382.33,16.5282366667,29.5286666667,17.354,29.6874,11.8848,7.3498,30.6945666667,20.4723333333,16.6906666667,6.94526666667
382.69,16.6285166667,29.6952,17.4905333333,29.9126666667,12.0247666667,7.3906,30.8449333333,20.6193777778,16.7894,7.06466666667
383.05,16.6332866667,29.7268666667,17.4766,29.9988666667,12.0100666667,7.4094,30.9107333333,20.6594444445,16.8332,7.04336666666
383.41,16.64501,29.8047333334,17.5359333333,30.0776666667,12.0962666667,7.4568,30.9227,20.6440444444,16.8808666667,7.0919
383.77,16.7709266667,29.9993333333,17.6763333333,30.218,12.2086333333,7.60226666666,31.0465666667,20.7304222222,16.9838,7.25033333333
384.14,16.7924433333,30.0360666667,17.6674,30.2103333333,12.1886666667,7.5502,31.0507,20.7078666666,16.9788666667,7.25236666667
384.50,16.7149666667,29.9545333333,17.5566,30.1849333333,12.1728,7.4674,30.9889333333,20.6492222222,16.9119333333,7.16283333333
