wavelength,Back_LanFulf,Belly_LanFulf,Breast_LanFulf,Crissum_LanFulf,Crown_LanFulf,DorTail_LanFulf,Patch10_LanFulf,Rump_LanFulf,Throat_LanFulf,WingTip_LanFulf
190.19,-26.8517777778,-123.379555555,-77.315,-111.342555556,-57.1759999999,-147.453888889,-183.564777778,-150.462888889,-112.731444444,-210.879555556
190.57,-15.9203333333,-86.4013333333,-57.214,-74.1293333333,-34.9917777778,-103.814222222,-131.675111111,-106.136111111,-71.1442222222,-149.087888889
190.95,-7.76266666666,-77.0166666667,-49.315,-60.274,-26.3318888889,-90.411111111,-111.72,-91.0196666668,-55.4034444444,-132.876777778
191.33,0.1461111111,-70.9064444446,-40.497,-50.1462222222,-19.0057777778,-71.7834444443,-98.2454444442,-76.0233333333,-41.228,-115.935666667
191.71,6.61055555553,-63.2911111111,-30.6611111111,-38.8186666667,-10.4078888889,-57.2433333333,-87.0604444445,-67.9325555556,-36.0056666667,-104.078777778
192.09,12.3457777778,-56.1043333333,-21.262,-24.5541111111,-10.1507777778,-43.7585555555,-79.2865555554,-59.9451111111,-25.7887777778,-92.7296666667
192.47,19.3055555556,-55.5555555555,-19.0277777778,-18.6111111111,-11.5277777778,-39.4444444444,-78.4722222221,-58.1944444444,-30.6944444445,-85.2777777779
192.85,16.4445555556,-63.8518888889,-22.5184444444,-22.0742222222,-20.2961111111,-41.0371111111,-97.4814444444,-63.2593333334,-39.8517777778,-94.0741111111
193.23,12.4267777778,-61.8421111111,-24.4153333333,-26.0234444445,-28.655,-43.8595555556,-100.585,-64.4737777778,-44.1521111111,-94.5907777777
193.61,4.78211111113,-61.1815555555,-33.4741111111,-31.6456666667,-33.7553333333,-49.5078888889,-105.485333333,-70.6048888889,-54.5711111111,-92.8271111111
193.99,6.94444444446,-45.0232222222,-24.537,-23.6111111111,-26.3887777778,-36.3426666667,-84.3751111112,-52.3147777778,-46.2963333334,-70.6018888889
194.37,-1.77300000001,-57.2103333333,-34.6334444445,-32.7424444445,-42.9076666667,-47.9905555555,-91.2530000001,-63.2387777778,-55.792,-84.2790000001
194.75,-11.4241111111,-79.9687777777,-50.5476666667,-48.3567777777,-73.3961111112,-76.0564444444,-126.917111111,-95.6183333331,-82.4726666666,-120.344333334
195.13,-22.7512222222,-96.4726666667,-67.7247777778,-56.4373333334,-103.174555556,-100.882,-154.144666667,-120.635,-102.469111111,-138.800777778
195.51,-17.4128888889,-79.9336666664,-62.6864444444,-46.6003333332,-88.0594444443,-89.3863333334,-141.791,-112.935444445,-92.7028888889,-124.377888889
195.89,-30.9522222222,-104.762,-87.8966666666,-68.8491111111,-124.206333333,-119.444333333,-180.754,-152.976222222,-117.857222222,-160.317444445
196.27,-49.0565555557,-125.366888889,-101.677111111,-85.1152222222,-139.622666667,-136.058777778,-196.645666667,-174.213888889,-133.752666667,-177.358444445
196.65,-79.4326666667,-152.718777778,-132.860555555,-118.439777778,-179.432666667,-170.921777778,-233.096777778,-217.730444445,-168.321555556,-218.912444444
197.03,-58.4361111111,-122.633777778,-104.938333333,-92.3867777779,-144.033,-138.271555556,-180.864111111,-183.333444445,-141.358,-177.160555555
