wavelength,Back_LanFulf,Belly_LanFulf,Breast_LanFulf,Crissum_LanFulf,Crown_LanFulf,DorTail_LanFulf,Patch10_LanFulf,Rump_LanFulf,Throat_LanFulf,WingTip_LanFulf
303.37,0.968222222222,1.58177777778,1.47544444444,1.12055555555,1.20277777778,4.08611111111,0.929777777779,0.852555555556,2.30611111111,4.05955555556
303.74,0.89,1.577,1.37377777778,1.11488888889,1.149,4.00511111111,0.962666666666,0.865888888889,2.27833333333,4.03444444444
304.10,1.00611111111,1.73511111111,1.49944444444,1.27333333333,1.28077777778,4.11933333333,1.09622222222,0.991555555557,2.44711111111,4.16077777778
304.47,0.83211111111,1.78622222222,1.562,1.21288888889,1.28377777778,4.12444444445,1.142,0.934666666666,2.41122222222,4.21944444444
304.84,0.681222222222,1.56911111111,1.53711111111,1.06744444444,1.10422222222,4.06522222222,1.018,0.747777777778,2.22077777778,3.98655555556
305.21,0.528333333333,1.28366666667,1.43922222222,0.868999999999,0.861444444444,3.846,0.708444444444,0.461666666667,2.027,3.77711111111
305.58,0.388222222222,1.12033333333,1.37,0.724555555556,0.734333333333,3.72177777778,0.59611111111,0.378444444445,1.88688888889,3.66255555555
305.95,0.418,1.16022222222,1.46166666667,0.781666666667,0.655444444444,3.70544444444,0.71,0.346333333333,1.84777777778,3.63366666667
306.32,0.558888888889,1.41588888889,1.59733333333,0.936444444443,0.794777777779,3.85277777778,0.869333333333,0.447222222222,2.01211111111,3.808
306.69,0.557333333333,1.50255555556,1.55,0.868222222221,0.652111111111,3.78422222222,0.840777777777,0.500111111111,1.983,3.80144444444
307.06,0.224777777778,1.17333333333,1.26711111111,0.476777777778,0.274111111111,3.51766666667,0.543333333333,0.197666666667,1.75377777778,3.41144444444
307.43,0.243666666667,1.201,1.38366666667,0.558,0.453111111111,3.70277777778,0.616444444446,0.292222222222,1.80022222222,3.44222222222
307.80,0.146666666667,1.19277777778,1.41666666667,0.471333333333,0.399222222222,3.65322222222,0.461888888888,0.180333333333,1.83755555556,3.43922222222
308.17,0.267222222222,1.17866666667,1.479,0.471,0.435777777778,3.69122222222,0.541444444444,0.140666666667,1.88888888889,3.48744444444
308.54,0.290555555556,1.158,1.35477777778,0.455444444444,0.377555555556,3.609,0.517,0.125777777778,1.93388888889,3.34811111111
308.90,0.592777777778,1.51655555555,1.69933333333,0.778111111111,0.74511111111,3.90788888889,0.819777777777,0.445222222222,2.25911111111,3.64333333334
309.27,0.859111111112,1.84833333333,1.89522222222,1.08066666667,1.07222222222,4.17622222222,1.14911111111,0.786444444445,2.55388888889,3.89688888889
309.64,1.06533333333,2.04044444445,2.04877777778,1.25877777778,1.22788888889,4.35033333333,1.32655555555,0.97488888889,2.75822222222,3.97388888889
310.01,1.16811111111,2.08422222222,2.112,1.285,1.31088888889,4.38666666667,1.32066666667,1.03111111111,2.85955555555,4.089
310.38,1.127,1.93311111111,2.06655555556,1.21777777778,1.27211111111,4.32811111111,1.25455555556,0.993666666667,2.81255555555,4.04788888889
310.75,1.24555555556,2.04622222222,2.25055555555,1.44622222222,1.50288888889,4.52033333333,1.47088888889,1.183,3.01355555556,4.21522222222
311.12,1.462,2.30933333333,2.48077777778,1.708,1.75255555556,4.74922222222,1.72811111111,1.46011111111,3.22577777778,4.494
311.49,1.46055555555,2.33,2.48622222222,1.72988888889,1.69455555556,4.68966666666,1.754,1.49755555555,3.27377777778,4.50388888889
311.85,1.67733333333,2.44722222222,2.65933333333,1.88933333333,1.85233333333,4.84611111111,1.93588888889,1.74811111111,3.377,4.68622222222
312.22,1.67322222222,2.46933333333,2.631,1.93033333333,1.79911111111,4.86922222222,1.90033333333,1.81788888889,3.35944444444,4.672
312.59,1.78333333333,2.539,2.70644444445,2.04611111111,1.84622222222,4.88188888889,1.93377777778,1.88611111111,3.39711111111,4.77133333333
312.96,1.45655555556,2.30355555556,2.33477777778,1.75055555555,1.52077777778,4.62288888889,1.65322222222,1.61811111111,3.19733333333,4.50011111111
313.33,1.31744444444,2.17133333333,2.197,1.58411111111,1.42511111111,4.48777777778,1.46666666666,1.43488888889,3.041,4.38822222222
313.70,1.19066666667,2.08077777778,2.04188888889,1.43011111111,1.31133333334,4.329,1.32577777778,1.295,2.92144444445,4.30866666667
314.07,1.176,2.08633333333,1.98966666667,1.34255555555,1.233,4.26977777778,1.29611111111,1.26866666667,2.879,4.27833333334
314.43,1.17066666667,2.11455555556,2.04777777778,1.36733333333,1.25055555556,4.27888888889,1.281,1.281,2.888,4.27011111111
314.80,1.20155555555,2.13755555555,2.04911111111,1.30544444445,1.15066666667,4.27755555556,1.215,1.17511111111,2.87022222222,4.20244444444
315.17,1.14055555556,2.11277777778,2.065,1.33588888889,1.129,4.23233333333,1.17888888889,1.113,2.867,4.25955555556
315.54,1.20788888889,2.16388888889,2.12255555555,1.32555555555,1.19844444444,4.29566666667,1.14311111111,1.07844444444,2.81311111111,4.22633333333
315.91,1.27322222222,2.25122222222,2.18566666667,1.46511111111,1.21677777778,4.39022222222,1.23555555555,1.05311111111,2.87833333333,4.27333333333
316.28,1.20066666666,2.14533333333,2.20711111111,1.37888888889,1.18911111111,4.28822222222,1.15811111111,0.949333333332,2.80255555556,4.22433333333
316.64,0.950555555554,1.90822222222,1.91288888889,1.12777777778,1.02,4.12011111111,0.964777777779,0.76611111111,2.58333333333,3.99344444444
317.01,1.20766666667,2.116,2.08222222222,1.36,1.21744444445,4.25611111111,1.186,0.980777777779,2.68622222222,4.17144444445
317.38,1.30933333333,2.22033333333,2.20344444444,1.46411111111,1.18633333333,4.39455555556,1.35788888889,1.12355555556,2.85822222222,4.24244444444
317.75,1.515,2.44077777778,2.46488888889,1.75433333333,1.35333333333,4.63,1.57322222222,1.28311111111,3.17044444445,4.49466666667
318.12,1.67544444445,2.60777777778,2.60511111111,2.0,1.56655555556,4.86188888889,1.72122222222,1.40655555556,3.36555555556,4.61255555556
318.49,1.797,2.82988888889,2.67466666666,2.13644444445,1.63677777778,4.95411111111,1.87455555555,1.58611111111,3.50644444444,4.70188888889
318.85,1.707,2.82288888889,2.54966666667,2.10744444444,1.646,4.76677777778,1.83633333333,1.60188888889,3.44322222222,4.613
319.22,1.63788888889,2.67,2.37444444444,1.89144444444,1.49744444444,4.58377777778,1.68733333334,1.48777777778,3.28588888889,4.36466666667
319.59,1.56811111111,2.60611111111,2.35966666667,1.857,1.50333333333,4.53,1.75211111111,1.53811111111,3.31788888889,4.39055555556
319.96,1.48433333333,2.65411111111,2.29666666666,1.74688888889,1.46955555556,4.49111111111,1.67688888889,1.47188888889,3.24877777778,4.271
320.32,1.54877777778,2.84166666667,2.31033333333,1.79433333334,1.49588888889,4.52555555556,1.80666666667,1.55122222222,3.29277777778,4.28022222222
320.69,1.77666666667,2.992,2.58611111111,1.97977777778,1.62377777778,4.69833333333,2.005,1.68411111111,3.44811111111,4.40544444445
321.06,1.79655555556,2.95577777778,2.61344444444,1.95888888889,1.664,4.66977777778,2.05133333333,1.634,3.55522222222,4.40477777778
321.43,1.677,2.86844444445,2.518,1.86966666667,1.60444444445,4.543,2.00755555556,1.56688888889,3.51433333333,4.333
321.80,1.24277777778,2.44277777778,2.107,1.463,1.18755555556,4.20388888889,1.54822222222,1.24244444444,3.12677777778,3.91077777778
322.16,1.13788888889,2.41588888889,2.09377777778,1.42022222222,1.11044444444,4.178,1.53722222222,1.30777777778,3.08222222222,3.91077777778
322.53,1.08377777778,2.33744444444,2.15511111111,1.35722222222,1.06666666667,4.18244444444,1.47055555556,1.30522222222,3.00744444444,3.93133333333
322.90,1.26233333333,2.38533333333,2.26766666667,1.459,1.17833333333,4.33644444444,1.50222222222,1.41588888889,3.09077777778,4.06055555555
323.27,1.40644444444,2.468,2.35622222222,1.56477777778,1.25733333333,4.39155555555,1.60666666666,1.47866666667,3.23633333333,4.16788888889
323.63,1.65155555556,2.659,2.501,1.787,1.403,4.59744444444,1.81433333333,1.65388888889,3.46344444444,4.383
324.00,1.55922222222,2.53411111111,2.45244444445,1.76011111111,1.40911111111,4.53655555555,1.76888888889,1.61666666666,3.48244444444,4.33155555556
324.37,1.73844444444,2.68611111111,2.59177777778,1.91011111111,1.59511111111,4.65844444444,1.89733333333,1.79866666667,3.685,4.51477777778
324.74,1.78777777778,2.764,2.59677777778,1.90477777778,1.67266666667,4.67322222222,1.99277777778,1.87144444445,3.72377777778,4.56222222222
325.10,1.91266666667,2.87822222222,2.72933333333,1.99255555556,1.74144444445,4.80933333333,2.07211111111,2.021,3.81122222222,4.66255555556
325.47,1.96855555555,2.913,2.75922222222,2.03255555555,1.767,4.76177777778,1.99066666667,2.06666666667,3.75555555556,4.61622222222
325.84,2.06288888889,2.999,2.86522222222,2.10233333333,1.83288888889,4.81788888889,2.13966666667,2.179,3.81111111111,4.68644444445
326.21,2.02266666667,2.88522222222,2.87977777778,1.98944444444,1.75688888889,4.74511111111,2.067,2.11577777778,3.756,4.62866666667
326.57,1.88622222222,2.77444444444,2.83988888889,1.89,1.67822222222,4.67033333333,1.99411111111,1.97666666667,3.73,4.51811111111
326.94,1.51022222222,2.48766666666,2.55944444444,1.55277777778,1.38044444444,4.45111111111,1.76177777778,1.69788888889,3.46933333333,4.25933333333
327.31,1.41366666667,2.49955555556,2.517,1.52011111111,1.32055555555,4.44244444444,1.71788888889,1.64622222222,3.38766666667,4.26022222222
327.67,1.30644444445,2.44322222222,2.46288888889,1.44711111111,1.32211111111,4.40488888889,1.599,1.57155555555,3.33633333333,4.22388888889
328.04,1.34622222222,2.50333333333,2.50355555556,1.40922222222,1.29488888889,4.37566666667,1.59277777778,1.61244444445,3.33288888889,4.25177777778
328.41,1.21611111111,2.38866666667,2.44833333333,1.33155555555,1.14677777778,4.27366666667,1.52466666667,1.45877777778,3.26244444444,4.16822222222
328.78,1.05322222222,2.25555555556,2.30588888889,1.16,0.972888888889,4.14077777778,1.39177777778,1.31088888889,3.11966666667,4.00766666667
329.14,0.761888888889,1.92633333334,2.06533333333,0.915444444444,0.712999999999,3.90388888889,1.13177777778,1.01744444445,2.81088888889,3.80188888889
329.51,0.628222222221,1.71177777778,1.93222222222,0.760222222223,0.572555555555,3.815,1.02588888889,0.834222222223,2.65733333333,3.73055555556
329.88,0.81388888889,1.81955555556,2.08133333333,0.914888888889,0.743777777777,3.87,1.20955555555,0.939555555557,2.76722222222,3.85344444445
330.24,0.975777777779,2.00333333333,2.17755555556,1.10233333333,0.936444444446,3.953,1.40255555555,1.02766666667,2.89422222222,4.03577777778
330.61,0.968666666668,1.98288888889,1.96833333333,1.04333333333,0.901999999999,3.88466666667,1.28455555556,0.989444444443,2.79544444444,3.978
330.98,1.11222222222,2.05644444444,2.05866666666,1.08733333333,0.994222222221,3.92244444445,1.373,0.975222222221,2.94922222222,4.04688888889
331.34,1.16688888889,2.10788888889,2.20444444445,1.15055555555,1.11766666667,4.01466666667,1.42188888889,1.054,3.04888888889,4.03711111111
331.71,1.11588888889,2.077,2.15022222222,1.09533333333,1.0,3.88411111111,1.35566666666,0.989777777778,2.98366666667,3.89811111111
332.08,1.23866666667,2.156,2.31755555556,1.29233333333,1.18466666666,4.05066666667,1.48977777778,1.12088888889,3.17533333333,4.01077777778
332.44,1.38177777778,2.24077777778,2.34488888889,1.38955555556,1.32077777778,4.16888888889,1.49166666667,1.27766666667,3.31177777778,4.043
332.81,1.52966666667,2.30244444444,2.43988888889,1.55688888889,1.46977777778,4.32966666666,1.57044444445,1.375,3.45466666667,4.14777777778
333.18,1.621,2.44966666667,2.49155555555,1.61911111111,1.55622222222,4.39666666667,1.62288888889,1.444,3.52966666667,4.17544444445
333.54,1.774,2.6,2.587,1.67988888889,1.65344444444,4.514,1.78944444444,1.548,3.67488888889,4.26122222222
333.91,1.60088888889,2.51,2.42744444444,1.53366666667,1.53755555555,4.46977777778,1.629,1.40433333333,3.54388888889,4.19122222222
334.28,1.484,2.44133333333,2.28844444445,1.37344444445,1.38633333333,4.33955555556,1.46933333333,1.33477777778,3.44644444445,4.06522222222
334.64,1.62122222222,2.56011111111,2.44233333333,1.47222222222,1.42877777778,4.375,1.60466666667,1.48511111111,3.54644444444,4.24477777778
335.01,1.74066666666,2.75811111111,2.619,1.66244444445,1.54288888889,4.46155555556,1.71755555556,1.71933333333,3.63277777778,4.44911111111
335.38,1.82644444444,2.81744444445,2.63055555556,1.72422222222,1.571,4.48888888889,1.80366666667,1.78244444444,3.74511111111,4.50122222222
335.74,1.83611111111,2.82922222222,2.58666666667,1.74011111111,1.58477777778,4.51011111111,1.83444444444,1.79422222222,3.756,4.46466666667
336.11,1.749,2.78066666667,2.46977777778,1.56577777778,1.46211111111,4.395,1.742,1.68333333333,3.61744444444,4.36911111111
336.47,1.683,2.79644444444,2.49822222222,1.55166666666,1.48177777778,4.45411111111,1.77511111111,1.63888888889,3.52811111111,4.34822222222
336.84,1.63533333333,2.87933333333,2.59344444445,1.544,1.49622222222,4.43333333333,1.79944444445,1.659,3.52766666666,4.41444444444
337.21,1.70233333333,2.95277777778,2.706,1.60655555555,1.60477777778,4.48366666667,1.93055555556,1.71055555556,3.64622222222,4.50055555556
337.57,1.77711111111,3.06066666667,2.842,1.74888888889,1.71744444445,4.55766666667,1.97588888889,1.79066666667,3.78988888889,4.64444444444
337.94,1.84966666667,3.15022222222,2.91788888889,1.78833333333,1.78488888889,4.63166666667,2.03377777778,1.81977777778,3.83533333334,4.68466666667
338.31,1.81611111111,3.07611111111,2.934,1.76144444444,1.78622222222,4.59977777778,2.03933333334,1.75633333333,3.789,4.57455555556
338.67,1.614,2.82866666667,2.791,1.58433333333,1.59255555556,4.40644444445,1.88611111111,1.50011111111,3.60866666667,4.29766666667
339.04,1.59233333334,2.78744444445,2.76288888889,1.61044444445,1.61533333333,4.42266666667,1.89955555556,1.42822222222,3.59855555556,4.234
339.40,1.532,2.80433333333,2.77155555556,1.617,1.61688888889,4.41311111111,1.95822222222,1.42111111111,3.56377777778,4.23988888889
339.77,1.52988888889,2.83733333333,2.87966666667,1.69511111111,1.63688888889,4.492,2.05233333334,1.42455555556,3.63711111111,4.36566666667
340.14,1.52555555555,2.80922222222,2.83822222222,1.70144444444,1.59488888889,4.504,2.04333333333,1.403,3.69122222222,4.37177777778
340.50,1.52022222222,2.78377777778,2.88811111111,1.62933333333,1.61333333333,4.46911111111,1.98677777778,1.39033333333,3.76366666667,4.43866666666
340.87,1.618,2.88633333333,2.93544444444,1.74022222222,1.72433333333,4.56133333333,2.082,1.46533333333,3.93833333333,4.54722222222
341.23,1.666,2.94611111111,2.943,1.80322222222,1.77644444445,4.65633333333,2.10288888889,1.51155555556,4.00511111111,4.61211111111
341.60,1.52677777778,2.85633333333,2.83133333333,1.68688888889,1.68222222222,4.56522222222,2.03844444445,1.44133333333,3.91666666666,4.44211111111
341.96,1.54922222222,2.83244444444,2.83877777778,1.715,1.75177777778,4.53388888889,2.02044444444,1.451,3.97333333333,4.38655555555
342.33,1.55611111111,2.86088888889,2.82311111111,1.76022222222,1.777,4.54555555556,2.02622222222,1.46055555556,4.04944444444,4.43355555555
342.70,1.74511111111,3.09677777778,2.95322222222,1.92122222222,1.99433333333,4.77766666667,2.18677777778,1.66455555555,4.27355555556,4.57922222222
343.06,1.71377777778,3.056,2.93055555555,1.91555555556,1.97577777778,4.759,2.19388888889,1.71355555555,4.28477777778,4.51322222222
343.43,1.67633333333,3.00733333333,2.86488888889,1.84211111111,1.92066666667,4.72466666667,2.08177777778,1.69244444444,4.22622222222,4.43411111111
343.79,1.72522222222,3.08711111111,2.907,1.86122222222,1.95544444445,4.70655555556,2.09444444444,1.78233333333,4.25588888889,4.44755555556
344.16,1.80166666667,3.152,3.00266666667,1.903,2.08222222222,4.73955555556,2.171,1.903,4.30522222222,4.46877777778
344.52,1.73488888889,3.07666666667,2.91233333333,1.85322222222,1.97288888889,4.63311111111,2.11511111111,1.80166666667,4.18033333333,4.32366666666
344.89,1.57433333333,2.90322222222,2.75166666667,1.697,1.80311111111,4.46788888889,1.95344444444,1.62244444445,3.97988888889,4.10133333333
345.25,1.68066666667,2.974,2.82622222222,1.74322222222,1.87311111111,4.47944444444,2.06044444445,1.71744444444,4.04588888889,4.18688888889
345.62,1.76522222222,3.03322222222,2.83433333333,1.80055555556,1.92044444444,4.54911111111,2.073,1.77733333333,4.11044444445,4.31344444445
345.99,1.80188888889,3.12488888889,2.89033333333,1.90088888889,1.94822222222,4.62022222222,2.15277777778,1.894,4.181,4.43311111111
346.35,1.91377777778,3.21511111111,2.97966666667,2.00655555556,1.97655555556,4.74355555556,2.24877777778,2.03366666667,4.27122222222,4.59111111111
346.72,1.997,3.32244444444,3.11288888889,2.16077777778,2.05022222222,4.78855555555,2.35422222222,2.13877777778,4.35388888889,4.78711111111
347.08,2.02111111111,3.40966666667,3.13788888889,2.15744444445,2.08366666667,4.789,2.37877777778,2.15211111111,4.36011111111,4.853
347.45,2.03522222222,3.41733333334,3.16811111111,2.205,2.09844444444,4.80211111111,2.42433333333,2.18622222222,4.42422222222,4.90633333333
347.81,2.016,3.32977777778,3.14922222222,2.16611111111,2.04488888889,4.82244444445,2.34366666667,2.13855555556,4.372,4.88855555556
348.18,1.86466666667,3.215,3.07833333333,2.10744444444,1.90733333333,4.768,2.262,2.00411111111,4.252,4.88111111111
348.54,1.95522222222,3.34944444444,3.16233333333,2.24055555556,2.01444444445,4.86133333333,2.38088888889,2.15622222222,4.37188888889,5.03866666667
348.91,2.18655555555,3.608,3.45688888889,2.42822222222,2.24433333333,5.094,2.59855555556,2.42677777778,4.645,5.27277777778
349.27,2.03766666667,3.50622222222,3.40611111111,2.35566666667,2.146,4.99955555556,2.45444444444,2.33522222222,4.54411111111,5.13933333333
349.64,2.00766666667,3.50322222222,3.491,2.34966666667,2.18288888889,4.989,2.52722222222,2.34544444445,4.56377777778,5.05466666667
350.00,1.99766666667,3.49866666667,3.47833333333,2.32977777778,2.16488888889,4.971,2.576,2.31333333333,4.58333333333,5.04166666667
350.37,1.99055555556,3.57911111111,3.52244444445,2.35766666667,2.29955555556,4.988,2.62488888889,2.30911111111,4.64411111111,5.03666666666
350.73,1.87711111111,3.48722222222,3.40144444444,2.23,2.21655555555,4.84111111111,2.50511111111,2.16288888889,4.57811111111,4.868
351.10,1.88655555556,3.45777777778,3.44188888889,2.21677777778,2.198,4.846,2.45711111111,2.10311111111,4.62833333333,4.842
351.46,1.90211111111,3.462,3.45011111111,2.19811111111,2.24066666667,4.83344444445,2.42533333333,2.08277777778,4.66477777778,4.82155555556
351.83,1.89633333333,3.52788888889,3.40522222222,2.19177777778,2.29622222222,4.815,2.43466666667,2.04811111111,4.74655555556,4.78222222222
352.19,2.099,3.71288888889,3.51155555556,2.32777777778,2.45488888889,4.89255555555,2.55033333333,2.158,4.94722222222,4.882
352.55,2.00988888889,3.61055555556,3.45588888889,2.25711111111,2.39877777778,4.85088888889,2.50677777778,2.06322222222,4.90422222222,4.80933333333
352.92,2.00811111111,3.56866666667,3.44011111111,2.30577777778,2.38566666666,4.82811111111,2.49011111111,2.04166666667,4.87166666666,4.79444444444
353.28,2.07855555555,3.69044444444,3.49411111111,2.41266666667,2.45611111111,4.90844444444,2.567,2.12088888889,5.00777777778,4.87
353.65,2.06388888889,3.65422222222,3.41377777778,2.40122222222,2.38244444444,4.83888888889,2.50722222222,2.08655555555,4.96111111111,4.85266666667
354.01,2.09111111111,3.67511111111,3.434,2.42677777778,2.36955555555,4.89233333333,2.48288888889,2.12722222222,4.96922222222,4.84255555555
354.38,2.13322222222,3.67766666666,3.47188888889,2.43922222222,2.32688888889,4.90722222222,2.47488888889,2.15922222222,4.96711111111,4.83722222222
354.74,2.21266666667,3.75388888889,3.54566666667,2.53388888889,2.42788888889,5.05922222222,2.57133333333,2.29555555556,5.01966666667,4.93166666667
355.11,2.34666666667,3.86166666667,3.65033333333,2.69922222222,2.55733333333,5.19066666666,2.711,2.43511111111,5.12844444444,5.09411111111
355.47,2.44988888889,3.98255555556,3.71755555556,2.80366666667,2.65733333333,5.26988888889,2.81622222222,2.54088888889,5.219,5.23988888889
355.83,2.45188888889,3.97088888889,3.73133333333,2.809,2.70166666667,5.27288888889,2.82122222222,2.58133333333,5.19522222222,5.28422222222
356.20,2.34511111111,3.90288888889,3.66044444445,2.76888888889,2.66511111111,5.22711111111,2.75022222222,2.52877777778,5.11422222222,5.22711111111
356.56,2.37277777778,4.00288888889,3.70277777778,2.80222222222,2.72288888889,5.30533333333,2.80422222222,2.59133333333,5.17711111111,5.25644444445
356.93,2.27144444445,3.96744444445,3.56322222222,2.71966666667,2.62744444444,5.22366666667,2.75922222222,2.54277777778,5.12833333333,5.20766666667
357.29,2.30077777778,3.96466666667,3.57655555556,2.70055555556,2.62544444444,5.234,2.80311111111,2.55766666667,5.15577777778,5.22988888889
357.66,2.34111111111,4.04144444444,3.67455555556,2.71933333333,2.67955555555,5.31211111111,2.84266666667,2.60544444444,5.21277777778,5.32033333333
358.02,2.38066666666,4.09144444444,3.748,2.692,2.72744444444,5.32466666667,2.86533333333,2.63344444445,5.22255555555,5.38655555556
358.38,2.36544444444,4.10033333333,3.75388888889,2.714,2.70988888889,5.37311111111,2.897,2.65,5.22066666667,5.41988888889
358.75,2.43188888889,4.16088888889,3.83133333333,2.74433333333,2.75833333333,5.441,2.98533333333,2.71355555556,5.28477777778,5.46488888889
359.11,2.42,4.18033333334,3.81622222222,2.70422222222,2.726,5.42844444444,2.96177777778,2.70255555555,5.26377777778,5.39611111111
359.48,2.40544444444,4.16033333333,3.87688888889,2.723,2.71366666666,5.42233333333,2.964,2.67955555556,5.227,5.32655555555
359.84,2.436,4.18444444444,3.89744444444,2.76255555556,2.672,5.43666666667,3.00244444444,2.67388888889,5.24277777778,5.34888888889
360.20,2.46844444444,4.20155555555,3.90166666666,2.75377777778,2.63355555555,5.44111111111,3.02933333333,2.68733333333,5.22644444445,5.32544444445
360.57,2.49644444444,4.18655555555,3.912,2.76155555556,2.61755555556,5.39388888889,3.01188888889,2.67333333333,5.243,5.32066666667
360.93,2.48211111111,4.16311111111,3.94611111111,2.734,2.63022222222,5.39811111111,3.002,2.64277777778,5.25533333333,5.31233333333
361.29,2.41133333333,4.07244444444,3.88677777778,2.64711111111,2.55466666667,5.31122222222,2.91033333333,2.553,5.18033333333,5.24433333333
361.66,2.40566666667,4.064,3.85555555556,2.64788888889,2.55411111111,5.297,2.92088888889,2.53377777778,5.18711111111,5.20677777778
362.02,2.32866666667,3.96511111111,3.77111111111,2.58033333334,2.45533333333,5.21988888889,2.86133333333,2.43511111111,5.13788888889,5.08766666667
362.39,2.24877777778,3.89933333333,3.693,2.49066666667,2.40211111111,5.09277777778,2.77688888889,2.34744444445,5.09266666667,4.96044444444
362.75,2.16444444444,3.82933333333,3.622,2.441,2.33222222222,4.99322222222,2.68711111111,2.28288888889,5.02011111111,4.886
363.11,2.06988888889,3.75022222222,3.552,2.36855555556,2.26633333333,4.91255555555,2.65733333333,2.23955555556,4.953,4.85622222222
363.48,2.00611111111,3.70988888889,3.453,2.28211111111,2.197,4.85311111111,2.59411111111,2.19311111111,4.89833333333,4.783
363.84,1.896,3.616,3.33522222222,2.138,2.10866666666,4.74511111111,2.492,2.09555555556,4.77444444445,4.65466666667
364.20,1.93211111111,3.69944444444,3.437,2.22088888889,2.20366666667,4.82188888889,2.56255555555,2.17655555556,4.89444444445,4.74388888889
364.57,1.90377777778,3.70333333334,3.41144444444,2.178,2.18911111111,4.82022222222,2.551,2.16122222222,4.88033333333,4.75411111111
364.93,1.906,3.71722222222,3.42588888889,2.15877777778,2.179,4.83044444444,2.51655555556,2.17811111111,4.87377777778,4.76377777778
365.29,1.91288888889,3.75766666667,3.44333333333,2.16244444444,2.20577777778,4.84888888889,2.51733333333,2.22533333333,4.87677777778,4.75366666667
365.66,1.88066666667,3.75522222222,3.44533333333,2.15011111111,2.20866666666,4.80844444445,2.485,2.23022222222,4.84366666667,4.72088888889
366.02,1.933,3.84677777778,3.51166666667,2.24377777778,2.29255555556,4.83144444445,2.51711111111,2.32433333333,4.87366666667,4.80155555555
366.38,1.94622222222,3.80188888889,3.53733333333,2.24011111111,2.31122222222,4.86277777778,2.53833333333,2.347,4.86444444444,4.83633333333
366.75,1.93422222222,3.76444444444,3.54288888889,2.19355555556,2.27233333333,4.84166666667,2.49677777778,2.31755555556,4.87411111111,4.82333333334
367.11,1.98266666667,3.82344444444,3.58533333333,2.233,2.327,4.87744444444,2.49411111111,2.32988888889,4.92933333333,4.84877777778
367.47,2.00311111111,3.83377777778,3.58944444444,2.25155555556,2.34044444445,4.85611111111,2.48888888889,2.32577777778,4.98477777778,4.89122222222
367.84,2.06011111111,3.88888888889,3.68822222222,2.33511111111,2.38455555556,4.88422222222,2.53211111111,2.39866666667,5.10833333333,4.965
368.20,1.97733333334,3.79766666667,3.61111111111,2.216,2.27566666667,4.74744444444,2.40277777778,2.27388888889,4.98266666667,4.84455555555
368.56,1.958,3.75144444444,3.58666666667,2.16655555556,2.23011111111,4.67011111111,2.36777777778,2.23488888889,4.92277777778,4.78322222222
368.93,1.92122222222,3.70955555556,3.55166666667,2.16322222222,2.21277777778,4.62933333334,2.37088888889,2.20911111111,4.87422222222,4.74088888889
369.29,1.875,3.67322222222,3.52,2.156,2.17744444445,4.62011111111,2.336,2.18,4.85988888889,4.70333333333
369.65,1.91388888889,3.73377777778,3.58155555556,2.19388888889,2.22511111111,4.66733333333,2.37922222222,2.22233333333,4.94344444444,4.75688888889
370.01,1.89833333333,3.724,3.589,2.13955555556,2.246,4.68633333333,2.39366666667,2.19555555555,4.99455555556,4.74133333334
370.38,1.97444444445,3.83411111111,3.62711111111,2.19422222222,2.30844444444,4.73233333333,2.44922222222,2.23755555556,5.07288888889,4.81588888889
370.74,1.93966666667,3.82155555555,3.55533333333,2.17522222222,2.27322222222,4.67888888889,2.42622222222,2.19944444444,5.03766666667,4.79144444445
371.10,1.89522222222,3.76555555555,3.50722222222,2.14566666667,2.21422222222,4.63166666666,2.40055555555,2.17388888889,4.96388888889,4.71177777778
371.46,1.91622222222,3.78311111111,3.56022222222,2.13111111111,2.22233333333,4.66655555556,2.43255555556,2.18966666667,4.95644444445,4.72933333333
371.83,1.91233333333,3.74233333333,3.52255555555,2.11911111111,2.20711111111,4.67633333333,2.42955555556,2.17088888889,4.92066666667,4.71922222222
372.19,1.92077777778,3.73177777778,3.5,2.14133333333,2.18933333333,4.68822222222,2.44111111111,2.178,4.94177777778,4.73455555556
372.55,1.92111111111,3.76011111111,3.54022222222,2.21877777778,2.18666666667,4.73122222222,2.48344444444,2.23122222222,4.95822222222,4.75233333333
372.92,1.87911111111,3.735,3.49888888889,2.17355555555,2.13,4.68577777778,2.40055555555,2.19,4.93122222222,4.67977777778
373.28,1.89777777778,3.74422222222,3.53833333333,2.202,2.15655555556,4.70033333334,2.412,2.19677777778,4.92266666666,4.71533333333
373.64,1.89733333334,3.747,3.51522222222,2.205,2.13177777778,4.74888888889,2.42355555556,2.17722222222,4.89,4.70622222222
374.00,1.92055555555,3.76811111111,3.51322222222,2.24155555556,2.15822222222,4.78044444445,2.43411111111,2.19222222222,4.88033333334,4.72077777778
374.37,1.913,3.75511111111,3.54288888889,2.23177777778,2.15033333333,4.81233333333,2.42755555556,2.20044444444,4.86111111111,4.67911111111
374.73,2.02777777778,3.86411111111,3.66544444445,2.31877777778,2.25611111111,4.95411111111,2.54633333333,2.28122222222,4.98311111111,4.754
375.09,2.04422222222,3.85555555555,3.671,2.27355555555,2.24733333333,4.95833333333,2.51777777778,2.26922222222,5.00955555555,4.761
375.45,2.06455555556,3.89788888889,3.66588888889,2.31033333333,2.26066666667,4.97833333333,2.54877777778,2.30777777778,5.03222222222,4.79377777778
