wavelength,Back_TanMeym,Belly_TanMeym,Breast_TanMeym,Crissum_TanMeym,Crown_TanMeym,DorTail_TanMeym,Patch10_TanMeym,Patch11_TanMeym,Patch12_TanMeym,Rump_TanMeym,Throat_TanMeym,WingTip_TanMeym
532.46,31.9886666667,24.5581666666,23.639,29.5248333333,44.1965,11.0693333333,25.341,17.0906666667,13.9105,25.6748333334,20.9175,8.75866666667
532.80,31.8848333334,24.5521666667,23.5946666666,29.5425,44.2548333333,11.0723333333,25.3483333333,17.055,13.8671666667,25.5831666667,20.888,8.76641666667
533.15,31.7526666667,24.5033333333,23.5558333334,29.5478333333,44.3108333334,11.042,25.3395,17.0151666667,13.8198333333,25.5025,20.8491666666,8.75083333333
533.49,31.6718333334,24.4945,23.5158333333,29.5905,44.4081666667,11.0253333333,25.357,16.9903333334,13.776,25.4413333333,20.8365,8.75966666666
533.84,31.6035,24.5025,23.4991666667,29.6135,44.4873333334,11.0486666667,25.398,16.9948333334,13.7633333334,25.371,20.8401666666,8.78066666666
534.18,31.4736666667,24.4683333333,23.4468333333,29.6251666667,44.5273333334,11.0351666667,25.399,16.9653333333,13.7288333333,25.279,20.81,8.75475
534.52,31.3815,24.4625,23.402,29.6535,44.5986666667,11.0378333333,25.406,16.9598333333,13.6968333333,25.215,20.7891666667,8.74091666667
534.87,31.2463333333,24.4296666667,23.3313333333,29.6715,44.6625,11.0285,25.4016666667,16.9425,13.6626666667,25.1435,20.7673333333,8.72808333334
535.21,31.1258333334,24.3978333333,23.2701666666,29.6713333333,44.6705,11.0185,25.3898333333,16.9168333333,13.6276666667,25.0416666667,20.7435,8.73066666666
535.56,31.0035,24.3561666667,23.2156666667,29.6816666667,44.7098333334,11.0086666667,25.3693333333,16.9005,13.6076666667,24.9478333334,20.7003333334,8.72841666666
535.90,30.8533333334,24.332,23.1385,29.6831666667,44.7478333333,11.0108333333,25.3326666666,16.8736666666,13.5806666666,24.842,20.6625,8.70875
536.25,30.6896666666,24.255,23.04,29.6395,44.7663333333,10.9856666667,25.2751666667,16.7898333333,13.5263333333,24.7108333333,20.5868333334,8.681
536.59,30.5563333333,24.2206666667,22.9871666667,29.652,44.8121666667,10.9666666666,25.2476666666,16.7566666667,13.475,24.6346666667,20.5511666666,8.65716666666
536.93,30.4621666666,24.2136666667,22.9315,29.6818333333,44.8543333333,10.9645,25.2561666667,16.7211666667,13.441,24.5626666666,20.5223333333,8.663
537.28,30.3308333334,24.1738333333,22.8668333333,29.6695,44.8666666667,10.9851666667,25.2305,16.6783333333,13.4048333334,24.4676666667,20.4821666666,8.66716666667
537.62,30.2156666667,24.1858333334,22.825,29.7128333333,44.9163333333,10.9863333334,25.2131666667,16.6395,13.3811666666,24.4036666667,20.4465,8.65383333334
537.97,30.1308333333,24.2161666667,22.7876666667,29.74,44.9733333333,11.024,25.2101666667,16.6011666667,13.3416666666,24.3176666666,20.4283333334,8.68233333333
538.31,30.0156666667,24.2088333333,22.748,29.7683333333,45.0093333333,11.0193333333,25.1663333333,16.552,13.3086666667,24.238,20.3956666667,8.69833333334
538.65,29.8831666667,24.2051666667,22.7,29.8153333334,45.0308333334,11.0245,25.1608333333,16.5018333333,13.2783333333,24.1421666666,20.381,8.71683333333
539.00,29.7443333333,24.1791666666,22.6586666666,29.8491666666,45.0715,11.0213333333,25.137,16.4513333333,13.2288333333,24.031,20.3571666667,8.72991666666
539.34,29.6381666667,24.1985,22.6291666667,29.8915,45.1318333334,11.0348333333,25.1278333333,16.4203333334,13.1865,23.9563333333,20.3285,8.75275
539.69,29.5011666667,24.1678333333,22.5705,29.8981666667,45.1366666667,11.004,25.0981666667,16.357,13.1295,23.8458333334,20.2953333334,8.74483333334
540.03,29.4183333333,24.1696666667,22.549,29.971,45.2075,11.0073333334,25.1086666667,16.36,13.1053333333,23.813,20.2918333333,8.78575
540.37,29.3353333333,24.1668333333,22.5245,30.0155,45.2401666667,11.0151666667,25.0946666666,16.3528333333,13.0873333333,23.7543333333,20.2966666666,8.81308333333
540.72,29.2466666667,24.1415,22.4831666667,30.0256666667,45.2308333334,11.009,25.0698333333,16.3251666666,13.0495,23.683,20.2758333334,8.82991666666
541.06,29.1821666666,24.1546666667,22.4718333333,30.0606666667,45.256,10.999,25.0695,16.3268333333,13.038,23.6498333334,20.2746666666,8.84866666667
541.40,29.106,24.1425,22.447,30.0743333334,45.3081666666,10.9956666667,25.0608333333,16.3201666666,13.021,23.5866666666,20.2621666666,8.84816666666
541.75,29.0111666666,24.1206666666,22.397,30.0593333334,45.2941666667,10.95,25.0101666667,16.2851666666,12.9966666667,23.519,20.2473333333,8.84425
542.09,28.903,24.0828333333,22.325,30.0436666667,45.2873333333,10.9145,24.9891666667,16.2491666667,12.9555,23.4193333333,20.2051666667,8.82966666667
542.43,28.8205,24.0501666667,22.2828333333,30.0205,45.2833333334,10.8888333333,24.9521666667,16.2178333333,12.9265,23.344,20.175,8.80983333333
542.78,28.7261666667,24.0566666666,22.2576666667,30.0238333333,45.3176666667,10.8758333333,24.9263333334,16.2005,12.9061666667,23.2938333334,20.1638333333,8.80525
543.12,28.5995,24.0118333333,22.1943333333,30.0016666666,45.2888333333,10.8513333333,24.8603333333,16.1466666666,12.8525,23.2091666666,20.142,8.77883333334
543.46,28.5325,24.0371666667,22.1825,30.0558333333,45.341,10.8533333333,24.8745,16.141,12.8531666667,23.179,20.1503333333,8.81283333333
543.81,28.4243333333,24.0315,22.15,30.0586666666,45.2856666667,10.8586666667,24.8205,16.1021666666,12.8298333334,23.0848333333,20.1516666667,8.81983333333
544.15,28.3165,24.0165,22.1048333334,30.0546666667,45.2863333334,10.8431666667,24.779,16.0338333333,12.7958333334,22.9851666667,20.1038333333,8.809
544.49,28.2278333333,24.0573333334,22.1048333334,30.0778333334,45.3301666667,10.8483333334,24.7436666667,16.0126666666,12.7968333333,22.9293333333,20.1038333333,8.82783333334
544.84,28.1165,24.0516666667,22.0605,30.0968333333,45.355,10.8393333333,24.6741666667,15.9585,12.7496666667,22.8255,20.1068333334,8.83008333334
545.18,27.9945,24.026,21.999,30.0945,45.3385,10.8163333333,24.6173333333,15.892,12.6881666666,22.7373333333,20.0918333334,8.84683333333
545.52,27.8946666667,24.0306666666,21.978,30.1446666667,45.3878333334,10.8358333333,24.5701666667,15.8548333333,12.6538333333,22.6983333333,20.0773333333,8.84916666666
545.87,27.8165,24.0651666667,21.981,30.1895,45.4416666667,10.8566666667,24.5393333334,15.825,12.6361666667,22.6793333333,20.114,8.86666666667
546.21,27.6886666667,24.0636666667,21.9461666667,30.1893333333,45.4501666667,10.8318333333,24.4808333333,15.7645,12.5898333333,22.606,20.0675,8.86141666667
546.55,27.5833333333,24.0288333334,21.8868333334,30.2096666666,45.4351666667,10.8211666667,24.4298333333,15.702,12.5488333334,22.5403333333,20.0366666666,8.86325
546.90,27.5166666666,24.0468333334,21.8875,30.2578333333,45.5305,10.8291666667,24.431,15.6891666667,12.5451666666,22.4983333333,20.0453333333,8.87833333334
547.24,27.4076666667,23.9921666667,21.8356666667,30.2376666667,45.495,10.7918333333,24.3265,15.633,12.4985,22.3941666667,20.0043333334,8.84483333333
547.58,27.3098333333,23.979,21.8036666667,30.2506666666,45.5761666666,10.7715,24.2726666667,15.5866666667,12.4646666667,22.3221666667,19.978,8.8435
547.92,27.2331666667,23.9991666666,21.7975,30.2961666666,45.6461666667,10.7861666667,24.2553333334,15.587,12.4728333333,22.3216666667,20.0215,8.87808333333
548.27,27.1225,23.9736666666,21.7695,30.3446666667,45.6841666667,10.7733333333,24.2005,15.5503333334,12.4245,22.2691666667,20.0318333334,8.86091666667
548.61,27.0235,23.9816666666,21.7681666666,30.3631666667,45.6748333333,10.796,24.1543333333,15.5293333333,12.4235,22.2328333334,20.0025,8.86441666667
548.95,26.8996666666,23.9728333333,21.7253333334,30.3858333333,45.6378333334,10.7626666667,24.048,15.4616666667,12.3933333334,22.1616666667,19.9675,8.84841666666
549.29,26.8376666667,24.0058333333,21.7331666666,30.4245,45.6795,10.7675,24.0556666666,15.4331666666,12.3786666667,22.1193333333,19.9701666667,8.87491666667
549.64,26.732,23.9861666667,21.7398333333,30.4571666666,45.6886666667,10.7428333333,24.0021666667,15.4031666667,12.3636666667,22.0665,19.9666666666,8.87308333333
549.98,26.714,24.0111666666,21.7448333334,30.5481666667,45.7603333334,10.7826666667,23.9768333334,15.4178333333,12.3793333334,22.0473333334,20.0368333334,8.93383333334
550.32,26.66,24.0596666666,21.7713333334,30.6033333333,45.8291666667,10.799,23.954,15.3843333333,12.3785,22.0053333333,20.0393333334,8.93683333333
550.66,26.5976666667,24.117,21.7783333333,30.6503333333,45.8368333334,10.8121666667,23.908,15.3698333333,12.36,21.951,20.0823333334,8.98625
551.01,26.5398333333,24.1666666667,21.7918333333,30.7145,45.9058333333,10.8098333333,23.8945,15.354,12.3248333333,21.9471666666,20.105,9.00225
551.35,26.4758333333,24.1685,21.7925,30.7515,45.9013333333,10.7973333333,23.8808333333,15.3065,12.2983333334,21.904,20.079,9.00191666667
551.69,26.3715,24.1711666667,21.7418333334,30.7553333333,45.8913333333,10.7473333333,23.7868333333,15.2321666666,12.2278333333,21.8183333333,20.0273333333,8.96633333334
552.03,26.2963333333,24.1958333333,21.72,30.7576666666,45.885,10.7261666667,23.714,15.197,12.2128333333,21.7376666667,19.9898333333,8.96716666667
552.38,26.2181666666,24.1806666667,21.696,30.7698333333,45.878,10.6741666666,23.6433333334,15.1418333333,12.1626666667,21.6555,19.9768333334,8.96408333334
552.72,26.1855,24.2193333334,21.7428333333,30.8335,45.9735,10.7075,23.6741666667,15.1525,12.1648333333,21.647,20.0213333333,9.01558333333
553.06,26.092,24.1768333333,21.6735,30.8431666666,45.937,10.6645,23.5641666667,15.0966666667,12.1306666667,21.5555,19.972,8.96341666666
553.40,25.9976666666,24.1673333333,21.6245,30.8615,45.9263333334,10.6381666667,23.4946666667,15.0316666667,12.0681666667,21.4578333333,19.915,8.93058333334
553.74,25.8541666666,24.1715,21.5781666666,30.847,45.8616666666,10.6078333333,23.4231666666,14.951,12.0073333333,21.385,19.8898333333,8.92683333334
554.09,25.7466666667,24.1321666667,21.5208333333,30.8273333333,45.7838333333,10.5773333334,23.3481666667,14.8793333334,11.9456666667,21.3265,19.853,8.9045
554.43,25.5888333333,24.0441666667,21.4696666666,30.7975,45.6941666666,10.5426666667,23.2666666667,14.8085,11.9191666667,21.2651666666,19.784,8.88033333334
554.77,25.5368333333,24.023,21.4448333334,30.8426666667,45.6711666666,10.5403333333,23.1993333334,14.771,11.9041666666,21.22,19.7471666667,8.9095
555.11,25.443,24.0641666666,21.4258333333,30.8891666666,45.6595,10.5175,23.1281666667,14.732,11.8581666666,21.1585,19.7658333334,8.89841666666
555.45,25.3905,24.04,21.429,30.9428333333,45.6548333333,10.5468333333,23.0861666667,14.7051666666,11.8625,21.1185,19.7885,8.91916666666
555.80,25.341,24.05,21.388,30.9843333334,45.642,10.5256666667,23.0551666667,14.6338333334,11.8166666667,21.0723333333,19.7911666666,8.89633333334
556.14,25.2683333333,24.0445,21.3401666666,31.004,45.6173333334,10.4996666667,23.004,14.5608333333,11.7741666667,21.0263333333,19.74,8.91475
556.48,25.1681666667,23.9971666666,21.2815,30.9631666666,45.5148333333,10.4425,22.8733333334,14.459,11.7188333333,20.9083333333,19.6918333333,8.86458333334
556.82,25.07,23.9698333333,21.2391666667,30.9226666667,45.4963333333,10.4061666667,22.7878333334,14.3885,11.6375,20.82,19.6965,8.85166666667
557.16,25.0116666667,23.9646666667,21.2723333333,30.9388333334,45.4851666667,10.3758333333,22.7341666667,14.3516666666,11.6176666667,20.7746666666,19.6955,8.88975
557.50,24.9476666667,23.9311666667,21.2953333334,31.0163333333,45.5385,10.3426666667,22.6513333333,14.2825,11.5631666666,20.6866666667,19.6466666666,8.85233333334
557.85,24.8986666667,23.9675,21.2951666667,31.0566666667,45.5438333334,10.3428333334,22.6026666667,14.2798333333,11.5631666667,20.6555,19.696,8.90416666667
558.19,24.8621666666,23.9925,21.2651666666,31.066,45.517,10.2898333333,22.4748333333,14.1748333333,11.4925,20.6048333333,19.651,8.89058333333
558.53,24.7218333333,23.9701666667,21.2255,31.0176666667,45.4635,10.2483333333,22.363,14.0696666666,11.4236666667,20.4886666667,19.6143333333,8.83816666666
558.87,24.6373333333,23.8925,21.1561666667,30.9665,45.329,10.2026666667,22.2536666666,13.9675,11.3695,20.4128333333,19.5513333333,8.79375
559.21,24.5216666667,23.9185,21.0916666666,30.9395,45.2263333333,10.1323333333,22.1181666667,13.883,11.2878333333,20.3233333333,19.4873333334,8.75083333333
559.55,24.3891666667,23.8738333333,21.0741666667,30.9213333333,45.1148333334,10.0971666667,21.9893333333,13.8095,11.2215,20.2563333333,19.4521666667,8.75783333334
559.89,24.2648333333,23.8268333333,21.035,30.8793333333,45.0625,10.0445,21.8636666667,13.7468333333,11.1783333334,20.1778333333,19.4126666667,8.69333333333
560.23,24.1535,23.8266666666,21.0116666667,30.8946666667,44.9888333334,10.0265,21.7621666666,13.7026666667,11.1358333333,20.1283333333,19.3573333333,8.68583333334
560.58,24.1358333333,23.8433333333,21.0538333333,30.9758333334,44.9638333333,10.0503333334,21.7436666667,13.705,11.1596666667,20.1618333333,19.3621666667,8.762
560.92,24.1096666666,23.8836666667,21.0595,30.9985,44.9415,10.1276666667,21.6835,13.73,11.1755,20.1773333333,19.4163333333,8.78658333333
561.26,24.0783333333,23.9023333334,21.0636666667,31.0236666667,44.8888333334,10.134,21.6466666667,13.736,11.1855,20.1771666667,19.4321666667,8.82383333333
561.60,23.9838333333,23.8861666666,21.0523333333,31.0181666667,44.8548333333,10.1001666667,21.524,13.658,11.1413333333,20.098,19.3743333334,8.81766666666
561.94,23.9403333333,23.897,21.0478333333,31.0711666667,44.8243333333,10.1156666667,21.4933333333,13.6775,11.1535,20.0676666667,19.3911666667,8.845
562.28,23.94,24.0091666666,21.1056666667,31.1713333334,44.852,10.1215,21.464,13.7041666666,11.1695,20.079,19.4535,8.88275
562.62,23.833,24.037,21.0966666667,31.171,44.8151666667,10.1388333334,21.3625,13.6621666666,11.1571666667,20.0188333334,19.465,8.9095
562.96,23.7485,24.0373333333,21.1255,31.1823333334,44.818,10.1155,21.3373333334,13.6338333333,11.138,19.9685,19.4825,8.93266666666
563.30,23.7683333334,24.0925,21.155,31.2063333333,44.8785,10.114,21.3151666667,13.6596666667,11.1723333333,19.9471666666,19.5095,8.98725
563.64,23.6785,24.1025,21.15,31.249,44.839,10.1061666667,21.2396666667,13.6143333334,11.122,19.9311666667,19.5425,9.00908333333
563.99,23.654,24.1698333333,21.1696666667,31.3358333333,44.8475,10.1408333333,21.2313333333,13.6128333333,11.1215,19.9278333333,19.5861666667,9.0645
564.33,23.5741666667,24.1878333333,21.1535,31.347,44.8478333333,10.1105,21.1398333334,13.5271666667,11.0855,19.87,19.5833333333,9.07091666666
564.67,23.496,24.1836666666,21.1168333334,31.4098333334,44.8093333333,10.0566666666,21.0331666667,13.4413333334,11.0533333333,19.7998333334,19.5426666666,9.08041666667
565.01,23.399,24.1928333334,21.0901666666,31.4021666666,44.7701666666,10.0425,20.9373333333,13.3755,11.0163333333,19.7845,19.538,9.09708333334
565.35,23.3465,24.2393333334,21.1173333334,31.4575,44.7706666667,10.0366666666,20.934,13.3885,10.985,19.791,19.5575,9.10966666666
565.69,23.268,24.2536666667,21.1146666666,31.4921666667,44.7645,9.98849999998,20.8806666667,13.32,10.94,19.74,19.559,9.09
566.03,23.1603333333,24.1908333333,21.0558333334,31.4403333333,44.6768333333,9.96316666668,20.7766666667,13.2478333333,10.8928333333,19.667,19.5003333333,9.06166666667
566.37,23.156,24.212,21.0633333333,31.5375,44.725,9.94583333332,20.736,13.2491666667,10.8898333333,19.673,19.5071666667,9.09633333334
566.71,23.1571666666,24.2803333333,21.0936666667,31.619,44.7611666666,9.96350000001,20.6473333333,13.2336666666,10.8755,19.6568333334,19.5178333334,9.12033333334
567.05,23.0556666666,24.2881666666,21.0416666667,31.6088333333,44.7416666667,9.95216666665,20.5448333333,13.1288333333,10.8398333333,19.6116666667,19.491,9.10141666666
567.39,23.0756666667,24.3238333333,21.0778333334,31.6675,44.7551666667,9.96866666668,20.5303333333,13.1195,10.8651666667,19.5705,19.5266666667,9.13166666666
567.73,23.0441666667,24.3381666667,21.0941666667,31.6801666667,44.7351666667,9.95066666665,20.4425,13.0806666667,10.8393333333,19.5345,19.5288333333,9.13116666666
568.07,22.9368333333,24.3163333334,21.05,31.7051666667,44.655,9.90483333335,20.3153333333,13.0451666667,10.7816666667,19.4446666667,19.4856666667,9.07741666667
568.41,22.8665,24.2983333334,21.0105,31.7008333334,44.5611666667,9.85616666667,20.2395,12.9758333333,10.7385,19.3763333334,19.4731666667,9.04283333334
568.75,22.8206666667,24.3063333334,20.9958333333,31.7121666666,44.506,9.82733333335,20.1553333334,12.9298333334,10.7151666667,19.3123333333,19.464,9.02216666667
569.09,22.718,24.2501666667,20.9388333334,31.694,44.4108333333,9.76466666669,19.9993333334,12.8271666667,10.6945,19.1961666667,19.4301666667,8.98558333334
569.43,22.6715,24.2911666666,20.9456666666,31.726,44.3586666667,9.77683333332,19.9198333333,12.8336666667,10.6916666667,19.1856666667,19.4515,9.00266666667
569.77,22.6615,24.3255,20.9795,31.8241666667,44.3696666667,9.76,19.8693333333,12.8063333333,10.6735,19.1926666666,19.4886666667,9.07333333334
570.11,22.6046666667,24.349,21.0021666667,31.8446666666,44.3325,9.74483333332,19.819,12.7843333333,10.6861666666,19.1888333333,19.499,9.09058333334
570.45,22.534,24.2925,20.9531666666,31.8471666667,44.219,9.70716666665,19.7505,12.748,10.6746666666,19.139,19.4828333333,9.09133333334
570.79,22.4821666667,24.2611666666,20.9941666667,31.9081666666,44.1065,9.70533333335,19.6875,12.7803333334,10.6763333333,19.126,19.4823333333,9.12066666667
571.13,22.419,24.2768333333,20.9713333333,31.9113333334,44.0338333334,9.72416666669,19.597,12.7606666667,10.645,19.106,19.4516666667,9.14725
571.47,22.3613333334,24.2786666667,20.9808333333,31.9306666666,44.0015,9.708,19.557,12.7478333334,10.6363333333,19.1048333334,19.4865,9.17008333334
571.81,22.3371666666,24.2831666667,21.0003333333,31.9286666667,43.9323333333,9.70800000002,19.5076666666,12.714,10.6696666667,19.0875,19.4731666667,9.22483333333
572.15,22.3326666666,24.3146666667,21.025,31.9638333333,43.9321666667,9.73733333332,19.4345,12.7053333333,10.6833333333,19.1065,19.4885,9.273
572.49,22.2945,24.3268333333,21.0496666667,32.0211666666,43.8795,9.71716666668,19.3873333333,12.7036666667,10.6721666667,19.0696666667,19.5118333333,9.30775
572.83,22.2835,24.3708333333,21.0521666666,32.064,43.8498333334,9.72700000001,19.344,12.6946666667,10.6625,19.0826666667,19.5248333334,9.34641666667
573.17,22.2158333333,24.3433333334,21.0158333334,32.0565,43.784,9.71283333334,19.2738333333,12.6405,10.6253333333,19.0171666666,19.4793333333,9.3435
573.51,22.1615,24.3493333333,20.9913333333,32.0406666666,43.703,9.70800000002,19.1965,12.604,10.615,18.9991666666,19.4703333333,9.32841666666
573.85,22.1281666666,24.3906666666,21.006,32.0808333334,43.6436666666,9.70883333335,19.1408333334,12.5793333333,10.5908333333,18.9655,19.4926666667,9.33833333334
574.19,22.0768333333,24.3988333333,21.0096666666,32.0673333333,43.5885,9.71883333335,19.0663333333,12.5481666667,10.5746666666,18.9523333333,19.4775,9.35491666667
574.53,22.0396666666,24.42,20.9858333334,32.0816666667,43.56,9.68583333333,18.9965,12.491,10.5168333333,18.9021666667,19.48,9.33383333334
574.87,21.998,24.4153333333,20.9743333333,32.1011666667,43.5155,9.60383333334,18.9135,12.4308333334,10.5003333333,18.8641666667,19.472,9.27416666666
575.21,21.9096666667,24.389,20.9275,32.0638333333,43.3973333334,9.59433333333,18.7873333333,12.3585,10.4761666667,18.8136666667,19.415,9.25525
575.55,21.8433333334,24.4331666667,20.9031666667,32.076,43.3533333333,9.576,18.7111666667,12.3371666666,10.4156666667,18.7951666667,19.4373333334,9.23708333334
575.89,21.7128333333,24.4175,20.8638333334,32.036,43.2686666666,9.49583333335,18.6228333334,12.2551666667,10.35,18.7018333334,19.3793333333,9.17558333334
576.22,21.608,24.3915,20.783,31.9905,43.1548333333,9.43699999998,18.4868333333,12.1675,10.2941666666,18.6361666667,19.3143333333,9.12141666666
576.56,21.539,24.3606666667,20.7645,31.9685,43.0741666667,9.42133333333,18.3836666667,12.1085,10.2683333333,18.5778333334,19.2871666667,9.11941666666
576.90,21.4758333333,24.354,20.7313333334,31.9521666667,42.971,9.35,18.2433333333,12.0168333333,10.2421666667,18.552,19.281,9.09816666667
577.24,21.4233333333,24.3515,20.7221666667,31.9738333334,42.9038333334,9.3605,18.1481666666,11.9928333333,10.2248333334,18.5055,19.2708333333,9.07283333333
577.58,21.3913333333,24.3363333333,20.7261666666,31.9698333334,42.8265,9.3795,18.0495,11.9723333334,10.2296666667,18.4761666667,19.2541666667,9.07333333334
577.92,21.3541666667,24.3535,20.7323333333,32.0146666667,42.7658333333,9.34716666667,17.9873333334,11.9563333333,10.224,18.4533333333,19.275,9.07925
578.26,21.2826666667,24.3176666667,20.694,32.0096666667,42.6186666667,9.32366666666,17.88,11.9086666666,10.2225,18.4273333333,19.262,9.06841666667
578.60,21.2595,24.3723333333,20.7483333334,32.0575,42.5451666667,9.35683333334,17.8116666667,11.9243333333,10.2346666667,18.4266666667,19.2988333334,9.13158333333
578.94,21.2015,24.3481666667,20.7131666667,32.0501666667,42.4646666667,9.2745,17.6966666667,11.8566666666,10.1825,18.3278333334,19.2691666667,9.08083333334
579.28,21.193,24.3541666667,20.7696666667,32.0883333334,42.3781666667,9.24583333333,17.6276666667,11.8131666667,10.208,18.2971666667,19.26,9.08083333334
579.61,21.1698333333,24.3093333334,20.7705,32.1345,42.3296666666,9.234,17.5461666667,11.7946666667,10.204,18.3016666667,19.2603333334,9.11416666666
579.95,21.1743333333,24.3585,20.8135,32.1821666666,42.303,9.251,17.4938333334,11.8086666667,10.2316666666,18.2941666667,19.303,9.15133333333
580.29,21.1608333333,24.409,20.8293333333,32.2233333333,42.2188333333,9.24583333333,17.4438333333,11.823,10.2348333334,18.3165,19.3271666667,9.14391666666
580.63,21.1601666666,24.456,20.9201666666,32.312,42.2525,9.301,17.4396666667,11.8548333334,10.258,18.3225,19.3425,9.19541666667
580.97,21.0686666667,24.4101666666,20.8621666667,32.3021666667,42.0856666667,9.22316666667,17.3238333334,11.7788333334,10.2541666667,18.2533333333,19.3026666666,9.23325
581.31,20.9775,24.4346666667,20.8323333334,32.2911666666,41.991,9.1355,17.234,11.7105,10.2033333333,18.2228333333,19.2861666667,9.22425
581.65,20.9033333333,24.4358333334,20.8128333333,32.2558333333,41.8423333333,9.1275,17.1318333333,11.6141666667,10.2073333334,18.193,19.2676666667,9.23175
581.98,20.9168333333,24.5123333333,20.8923333333,32.3198333333,41.8955,9.14466666666,17.1221666666,11.6158333334,10.2393333333,18.2008333333,19.3223333334,9.30633333334
582.32,20.7936666667,24.455,20.8198333334,32.288,41.8265,9.08033333334,17.0321666667,11.5261666667,10.1678333333,18.1276666667,19.2626666666,9.29708333333
582.66,20.8421666667,24.5161666667,20.8671666667,32.384,41.817,9.12766666667,17.0366666666,11.563,10.1971666667,18.208,19.3405,9.38791666666
583.00,20.7755,24.522,20.821,32.419,41.7855,9.13583333334,16.9861666666,11.5646666667,10.2006666667,18.2118333334,19.359,9.43308333334
583.34,20.7411666667,24.5693333334,20.8275,32.3776666667,41.592,9.13016666666,16.9181666667,11.5751666667,10.1721666666,18.1483333333,19.3741666666,9.44416666666
583.68,20.7381666667,24.5818333333,20.8593333334,32.41,41.4925,9.148,16.8611666666,11.5741666667,10.185,18.1843333333,19.3765,9.4625
584.01,20.7005,24.6208333333,20.882,32.417,41.4906666667,9.127,16.803,11.5575,10.157,18.122,19.4096666667,9.46358333334
584.35,20.6771666666,24.6493333333,20.8755,32.4493333333,41.3951666667,9.08966666666,16.7203333333,11.5253333333,10.1511666667,18.1285,19.4238333334,9.45916666667
584.69,20.7141666667,24.7603333333,21.0031666666,32.4948333334,41.4178333334,9.15716666667,16.7598333333,11.5886666667,10.1805,18.2008333333,19.4976666666,9.48183333334
585.03,20.6586666666,24.7146666666,20.9875,32.4728333334,41.3068333333,9.1405,16.682,11.5478333333,10.1566666667,18.1585,19.4673333333,9.46075
585.37,20.6176666667,24.7541666667,20.9983333334,32.4995,41.3113333333,9.10016666667,16.6528333333,11.5398333333,10.1023333333,18.1265,19.4723333334,9.43541666665
585.70,20.5221666667,24.7316666666,20.9643333333,32.4288333333,41.1493333333,9.04983333333,16.5138333333,11.4798333333,10.0565,18.063,19.3973333333,9.37391666667
586.04,20.455,24.69,20.892,32.3543333333,40.968,9.03133333333,16.4085,11.4083333333,10.003,17.9771666666,19.373,9.34175
586.38,20.3826666667,24.6893333333,20.8575,32.351,40.8296666666,8.98616666666,16.295,11.3458333333,9.94100000002,17.8915,19.309,9.30691666666
586.72,20.4848333333,24.7895,20.9858333333,32.4175,40.8581666666,9.02333333333,16.3153333334,11.3568333333,9.97616666668,17.9373333333,19.3508333333,9.33516666666
587.06,20.4625,24.7403333333,20.9726666666,32.4656666667,40.8695,9.01783333334,16.207,11.2941666667,9.95983333334,17.918,19.2828333333,9.35591666665
587.39,20.3941666667,24.7706666667,20.972,32.4481666666,40.8408333333,9.0365,16.1511666666,11.2493333333,9.92016666667,17.9218333334,19.2646666667,9.35591666666
587.73,20.3993333333,24.7991666666,20.9493333334,32.5025,40.7131666667,9.034,16.1013333333,11.2015,9.923,17.9216666666,19.2568333334,9.40208333335
588.07,20.3673333333,24.7865,20.8796666666,32.4476666667,40.6205,8.97233333333,16.011,11.1478333333,9.843,17.8263333333,19.2143333333,9.40075
588.41,20.308,24.741,20.8695,32.4756666667,40.5576666667,8.9125,15.9425,11.0853333333,9.8045,17.8013333333,19.2143333333,9.38183333335
588.74,20.3331666667,24.7795,20.9113333333,32.5585,40.5683333333,8.93233333333,15.8926666666,11.1188333333,9.79250000001,17.7898333333,19.2423333333,9.44075
589.08,20.3666666667,24.8235,20.949,32.6255,40.5525,8.94983333333,15.8076666667,11.1326666667,9.82649999998,17.8388333333,19.2746666667,9.4825
589.42,20.353,24.7926666667,20.9221666666,32.6631666666,40.4868333333,8.914,15.7331666666,11.0481666667,9.80466666665,17.8233333333,19.2343333333,9.44441666665
589.76,20.4401666667,24.9348333333,21.0523333333,32.789,40.5186666667,8.95333333333,15.7383333333,11.1013333333,9.88600000002,17.9233333333,19.249,9.49975
590.09,20.4338333334,25.0203333333,21.152,32.861,40.5195,8.96883333333,15.7238333333,11.1323333334,9.94750000002,17.9843333333,19.3026666667,9.52858333335
590.43,20.2575,24.9588333333,21.0298333333,32.7705,40.2993333333,8.90366666667,15.5663333333,11.0246666667,9.85200000001,17.8786666666,19.1995,9.47833333335
590.77,20.2831666667,25.0685,21.0876666667,32.7925,40.1876666667,8.90833333333,15.6091666667,11.0693333333,9.91066666668,17.9431666667,19.2883333333,9.49266666665
591.11,20.3033333334,25.073,21.1355,32.8085,40.1358333333,8.907,15.5656666667,11.0448333333,9.94133333335,17.9135,19.3243333334,9.53516666665
591.44,20.2613333333,25.0741666667,21.1806666667,32.8246666666,40.0831666667,8.87666666667,15.5031666667,11.0288333333,9.9335,17.9028333333,19.3198333334,9.52125
591.78,20.2773333334,25.125,21.2811666667,32.8771666666,40.0153333334,8.92983333333,15.5101666667,11.0678333333,10.0148333333,17.9528333334,19.3811666667,9.57225
592.12,20.2643333333,25.1798333333,21.2651666666,32.8583333333,39.9223333333,8.88383333334,15.4241666667,11.0146666667,10.0036666667,17.9078333333,19.324,9.57358333335
