wavelength,Back_CyaCysm,Belly_CyaCysm,Breast_CyaCysm,Crissum_CyaCysm,Crown_CyaCysm,DorTail_CyaCysm,Patch10_CyaCysm,Rump_CyaCysm,Throat_CyaCysm,WingTip_CyaCysm
583.00,4.03626666667,11.0508666667,11.4848,6.86953333333,67.835,5.55133333333,42.9642,18.6176666667,11.3880666667,4.5192
583.34,4.02773333333,11.0257333334,11.4671333333,6.9034,67.4606666667,5.51006666667,42.9353333333,18.5666,11.3956666667,4.5284
583.68,4.00006666667,10.9822666667,11.3952666667,6.84386666667,67.11,5.49446666667,42.887,18.5024666667,11.3501333334,4.51806666667
584.01,3.95166666667,10.9131333333,11.3472,6.80526666667,66.7459333333,5.46386666667,42.8296666667,18.4304333333,11.2836666667,4.44933333333
584.35,3.96026666666,10.9024666667,11.3158,6.7954,66.3366666667,5.48446666667,42.7828,18.3553333333,11.3101333333,4.4494
584.69,3.94393333333,10.8536666667,11.2694666667,6.72666666667,66.0471333334,5.4576,42.7849333333,18.3200333333,11.2932666667,4.42206666667
585.03,3.96146666667,10.8396,11.2666,6.74026666667,65.7784666667,5.4588,42.7758666667,18.2865333333,11.303,4.43806666667
585.37,4.03653333333,10.8381333333,11.3237333333,6.79013333333,65.4376666667,5.498,42.8212,18.3108,11.356,4.5178
585.70,4.03566666667,10.8175333333,11.3227333333,6.79266666667,65.1682666667,5.49586666667,42.853,18.2988666667,11.3576666667,4.51426666667
586.04,4.02206666667,10.7767333333,11.2986,6.78546666667,64.8374666667,5.50466666667,42.8128666667,18.2357666667,11.2942,4.4758
586.38,4.0098,10.802,11.2778,6.79353333333,64.6372666667,5.50673333333,42.8424,18.1842666667,11.2686,4.4698
586.72,4.05113333333,10.8356666667,11.312,6.8446,64.4242,5.56186666667,42.8907333333,18.2184666667,11.3028666667,4.48066666667
587.06,4.0586,10.7953333333,11.2410666667,6.80226666667,64.0938,5.56446666667,42.8466666667,18.1336666667,11.2562,4.45153333333
587.39,4.05126666667,10.7602666667,11.2568666667,6.82093333333,63.7811333333,5.55333333333,42.8423333333,18.0964333333,11.2423333333,4.44393333333
587.73,3.99873333333,10.741,11.1839333333,6.7456,63.5289333333,5.4724,42.8880666667,18.0299666667,11.208,4.38793333333
588.07,3.9522,10.6765333333,11.1304,6.68246666667,63.2221333333,5.4164,42.8747333334,17.9753666667,11.1272666667,4.35413333333
588.41,3.9068,10.6324666667,11.096,6.63966666667,62.932,5.35273333333,42.8878,17.9055,11.0701333333,4.3066
588.74,3.88006666667,10.6077333334,11.0384666667,6.5926,62.6316,5.32253333333,42.8991333333,17.878,11.0197333333,4.25473333333
589.08,3.79873333333,10.564,10.9301333333,6.52226666667,62.3879333333,5.25206666667,42.842,17.7858666667,10.9351333333,4.1854
589.42,3.82746666667,10.5994666667,10.9467333333,6.56066666667,62.2012666667,5.27846666667,42.9456666667,17.8208,10.9689333333,4.2234
589.76,3.7934,10.5560666667,10.899,6.51473333333,61.9189333333,5.22573333333,42.9432666667,17.7782333333,10.9564666667,4.20906666667
590.09,3.75933333333,10.5227333333,10.856,6.49873333333,61.6354,5.18973333333,42.9466,17.7791,10.9370666667,4.1686
590.43,3.71106666667,10.4830666667,10.8120666667,6.4554,61.3288,5.13826666667,42.9281333333,17.7148,10.8598666667,4.15566666667
590.77,3.6954,10.498,10.8374,6.45326666667,61.1064666667,5.13746666667,42.9943333333,17.7129333333,10.8572666667,4.16653333333
591.11,3.719,10.5389333333,10.843,6.4892,60.8177333333,5.16586666667,43.0117333333,17.6990333333,10.8968,4.20546666667
591.44,3.8166,10.6166,10.9272,6.58253333333,60.4933333333,5.28413333333,43.0167333333,17.7331333333,10.9639333333,4.31593333333
591.78,3.88153333333,10.6803333333,10.9881333333,6.65746666667,60.2090666667,5.3224,43.0693333333,17.7438333333,11.0332,4.368
592.12,4.0176,10.8056,11.0944,6.76913333333,59.9226666667,5.48326666667,43.1484,17.8542,11.1348,4.51046666667
592.46,4.0494,10.8354666667,11.1406,6.815,59.6438666667,5.52233333333,43.1593333333,17.8559333333,11.1430666667,4.54433333333
592.79,4.19613333333,10.9581333333,11.2929333333,6.97666666667,59.4733333334,5.67233333333,43.3472666667,17.9564333333,11.2854666667,4.6642
593.13,4.21093333333,10.9516,11.2766666666,6.96413333333,59.0747333333,5.67286666667,43.2665333333,17.9117333333,11.275,4.65466666667
593.47,4.19306666667,10.9168666667,11.2576666667,6.9592,58.7632666667,5.64746666667,43.2398666667,17.8683,11.2265333333,4.63613333333
593.80,4.19246666667,10.8812666667,11.2158,6.92373333333,58.4284,5.63626666667,43.2058666667,17.7988333334,11.2039333334,4.62333333333
594.14,4.21206666667,10.8858,11.2238666667,6.96193333333,58.2212,5.6452,43.282,17.7941333333,11.2248666667,4.64566666667
594.48,4.175,10.8558,11.1673333333,6.93126666667,57.7964,5.5984,43.1906,17.7370333333,11.1648,4.6064
594.81,4.20806666667,10.8885333333,11.202,6.9456,57.5438666667,5.63313333333,43.2169333333,17.7632,11.1888666667,4.64106666667
595.15,4.1518,10.8148,11.1430666667,6.887,57.2627333333,5.5578,43.2120666667,17.6946666667,11.1297333333,4.58653333333
595.49,4.14766666667,10.7950666667,11.111,6.85313333333,57.0771333333,5.535,43.23,17.6788333333,11.1013333333,4.56446666667
595.82,4.07853333333,10.7433333333,11.0464,6.79686666667,56.8104,5.4534,43.1888,17.6077333333,11.0366,4.50086666667
596.16,4.06786666667,10.7334666667,11.0406666667,6.76613333333,56.5471333333,5.42713333333,43.1859333333,17.5618666667,11.0236,4.4928
596.50,3.9746,10.6452666667,10.9528666667,6.67333333333,56.2554,5.35126666667,43.0792666667,17.4614333333,10.924,4.41906666667
596.83,3.9634,10.6226666667,10.943,6.6718,56.0790666667,5.36446666667,43.121,17.4586666667,10.9006,4.435
597.17,4.0536,10.7291333333,11.0216666667,6.75306666667,55.9196666666,5.4606,43.2106666667,17.5199666667,10.9907333333,4.50026666667
597.51,4.0752,10.7466,11.0582,6.79366666667,55.6916666666,5.4836,43.2264666667,17.5303333333,10.9933333333,4.54493333334
597.84,4.0404,10.7106,11.0158666667,6.75113333333,55.3533333333,5.44746666667,43.1926,17.4791666667,10.9549333333,4.503
598.18,4.12993333333,10.766,11.0806,6.82233333334,55.1455333333,5.5412,43.244,17.509,11.0208666667,4.58786666667
598.52,4.084,10.7243333333,11.0365333334,6.74893333333,54.9244,5.51093333333,43.2732666667,17.4572666667,10.9546,4.5386
598.85,4.1054,10.7562666667,11.0353333333,6.78313333333,54.6186,5.551,43.2619333333,17.4515,10.9731333333,4.5548
599.19,4.08053333333,10.7560666667,11.0576,6.8118,54.2904666667,5.57533333333,43.2477333333,17.4295,10.9792666667,4.54793333333
599.53,4.0866,10.7144666667,11.0426,6.81046666667,54.0176,5.5702,43.2556,17.3994666667,10.9756,4.54453333333
599.86,4.08953333333,10.6991333333,11.0336,6.84953333333,53.6748666667,5.5878,43.2346666667,17.3642,10.9524,4.56753333333
600.20,4.10646666667,10.7265333333,11.0351333333,6.87426666667,53.3956666667,5.59473333333,43.3354,17.3610333333,10.9615333333,4.579
600.53,4.065,10.6914666667,10.9952666667,6.8442,53.0692666667,5.53753333333,43.3304,17.2731666667,10.919,4.5416
600.87,3.94873333333,10.5824666667,10.8994,6.74226666667,52.7002,5.42806666667,43.2966,17.1661,10.8055333333,4.4732
601.21,3.94926666666,10.5843333333,10.898,6.74393333333,52.3874,5.438,43.303,17.1248666667,10.7871333333,4.45946666667
601.54,3.96846666667,10.6038,10.9186666667,6.77213333333,52.1764666667,5.493,43.3648,17.1296666667,10.8077333333,4.48233333333
601.88,3.928,10.5690666667,10.899,6.75273333333,51.9183333333,5.48353333333,43.4219333333,17.1157333334,10.8121333333,4.44486666667
602.21,3.947,10.5470666667,10.8554,6.78093333333,51.5732,5.47806666667,43.3901333333,17.0944666667,10.819,4.419
602.55,3.957,10.5306666667,10.8946,6.78593333333,51.3534,5.50173333333,43.4141333333,17.1167,10.8238666667,4.4292
602.88,3.97726666667,10.5078,10.8839333333,6.765,51.1168,5.51166666667,43.4404666667,17.1256,10.8202666667,4.42953333333
603.22,3.9868,10.5352666667,10.8812666667,6.76846666667,50.8369333333,5.53446666667,43.4448666667,17.1105333333,10.8161333333,4.4568
603.56,3.9658,10.5256666667,10.8504666667,6.74833333333,50.6331333333,5.52886666667,43.5018,17.1151,10.799,4.43593333334
603.89,4.00453333333,10.5301333333,10.8783333333,6.76446666667,50.3605333333,5.5582,43.4546666667,17.1141333333,10.8168666667,4.47713333333
604.23,4.03053333333,10.5489333333,10.9073333333,6.7798,50.1585333333,5.56953333333,43.4638666667,17.1483666667,10.8229333333,4.491
604.56,4.06893333333,10.5626,10.9199333333,6.79286666667,49.9286666667,5.60246666667,43.4493333333,17.1480666667,10.8334666667,4.51406666667
604.90,4.04766666667,10.5246,10.8975333333,6.7768,49.7290666667,5.57673333333,43.4388666667,17.1376666667,10.8394666667,4.495
605.23,4.01633333333,10.4542666667,10.8593333333,6.72506666667,49.5143333333,5.53193333333,43.4009333333,17.0845,10.7871333333,4.45093333333
605.57,3.96086666667,10.4062,10.8095333333,6.68006666667,49.2815333333,5.46666666667,43.3488666667,17.0101333333,10.7084,4.42286666667
605.90,3.97293333333,10.4146,10.8706,6.68506666667,49.0675333334,5.45893333333,43.3644666667,17.0153666667,10.7118666667,4.46333333333
606.24,3.96533333333,10.3744666667,10.8304,6.6646,48.7486666666,5.4088,43.3534666667,16.9551666667,10.6666,4.44893333333
606.58,3.90826666666,10.3259333334,10.7627333333,6.60433333333,48.342,5.32833333333,43.2404666667,16.8683,10.5754,4.4052
606.91,3.86833333333,10.2833333333,10.7424,6.5912,48.0342,5.29033333333,43.2023333333,16.8195666667,10.5262,4.37533333333
607.25,3.844,10.2089333333,10.703,6.54073333333,47.6784666667,5.264,43.1284,16.7500666667,10.5051333333,4.34233333333
607.58,3.8288,10.2024,10.708,6.53513333333,47.4186666667,5.24086666667,43.1225333333,16.7325666667,10.4896,4.33493333334
607.92,3.8282,10.2082,10.7017333333,6.54206666667,47.1482666667,5.272,43.1079333333,16.6921666667,10.5101333333,4.32826666667
608.25,3.78633333333,10.1700666667,10.6614,6.52346666667,46.8261333333,5.2364,43.0808666667,16.6310333333,10.4602,4.28193333333
608.59,3.8562,10.2293333333,10.7025333333,6.57346666667,46.5402,5.29333333333,43.11,16.6680333333,10.4762666666,4.3282
608.92,3.91393333333,10.2852,10.7203333333,6.61813333333,46.2262,5.35053333333,43.0696666667,16.6843333333,10.5194666667,4.38753333333
609.26,3.93726666667,10.2994666666,10.7134,6.60453333333,45.8966,5.38053333333,43.0204666667,16.6843666667,10.5282,4.3768
609.59,3.9142,10.2886,10.6526666667,6.5802,45.5985333333,5.39353333333,42.9728666667,16.6145333333,10.4737333333,4.34113333333
609.93,3.94173333333,10.3245333333,10.6789333333,6.59766666667,45.4312,5.45293333333,43.0240666667,16.6293333333,10.515,4.34713333333
610.26,3.99473333333,10.3817333333,10.7225333333,6.64373333333,45.3003333333,5.534,43.0846,16.6583,10.5534666667,4.39946666667
610.60,4.0242,10.4246666667,10.7603333333,6.66233333333,45.1293333333,5.58466666667,43.1334666666,16.6801333333,10.5951333333,4.42
610.93,4.0964,10.5346666667,10.8288666667,6.73366666667,45.0115333334,5.66846666667,43.2218666667,16.7472,10.6511333333,4.49686666667
611.27,4.16073333333,10.5971333333,10.8586666667,6.7918,44.7864666667,5.74586666667,43.2596,16.7730333333,10.6955333333,4.53266666667
611.60,4.12693333333,10.57,10.8047333333,6.77266666667,44.4798666667,5.71146666667,43.19,16.7309333333,10.6559333333,4.52753333333
611.93,4.20493333333,10.6336,10.8717333333,6.86893333333,44.3204666667,5.79846666667,43.2254,16.8021666667,10.7339333333,4.61286666667
612.27,4.23246666667,10.6680666667,10.9002,6.91026666667,44.1846666667,5.85126666667,43.2992666666,16.8336,10.7837333333,4.66286666667
612.60,4.2266,10.7050666667,10.9334666667,6.928,44.0598666667,5.8682,43.421,16.8478333333,10.7998666667,4.65813333333
612.94,4.3048,10.7499333333,10.9938,7.02093333333,44.0209333334,5.93433333333,43.5769333333,16.8987333333,10.8682666667,4.74613333334
613.27,4.33166666667,10.7846,11.0418,7.06233333333,43.9303333333,5.99193333333,43.6778,16.9738333333,10.9342,4.80053333333
613.61,4.23773333333,10.6855333333,10.9395333333,6.96713333334,43.5679333333,5.9094,43.514,16.8625,10.8244,4.7744
613.94,4.25566666667,10.6620666667,10.9404666667,6.98446666667,43.3674,5.93166666667,43.4959333333,16.8605333333,10.8434,4.79306666667
614.28,4.2384,10.6218,10.891,6.9748,43.1406,5.90793333333,43.4827333333,16.8165333333,10.7964666667,4.766
614.61,4.2934,10.6378,10.9358,7.0416,42.889,5.92953333333,43.4488666667,16.8148333333,10.8253333334,4.7866
614.94,4.17513333333,10.5058,10.7961333333,6.91606666667,42.6068666667,5.77966666667,43.3890666667,16.7183,10.715,4.67853333333
615.28,4.2352,10.5347333333,10.846,6.95386666666,42.4582,5.84973333333,43.5422666667,16.7572333333,10.7262666667,4.7148
615.61,4.18713333333,10.4926,10.7980666667,6.86706666667,42.2799333333,5.7934,43.5806,16.7085,10.685,4.65973333333
615.95,4.07393333333,10.3600666667,10.6833333334,6.74393333333,41.9842666667,5.6602,43.4865333333,16.5764,10.5692,4.56673333334
616.28,4.0114,10.2692,10.6038666667,6.68913333333,41.6657333333,5.563,43.3742,16.4949,10.4471333333,4.5108
616.61,3.91733333333,10.2182666667,10.5884,6.6382,41.3932666667,5.48433333333,43.3392,16.4338666667,10.3732666667,4.427
616.95,3.91746666667,10.2165333333,10.6076666667,6.6602,41.2119333333,5.47893333333,43.3674,16.4247333333,10.3848,4.44113333333
617.28,3.99113333334,10.2982,10.6534,6.75926666667,41.097,5.5166,43.4677333333,16.4877666667,10.4528,4.4912
617.62,4.01886666667,10.3294,10.6967333333,6.83046666667,40.9123333333,5.52493333333,43.5885333333,16.4990333333,10.4774,4.52586666667
617.95,3.99906666667,10.299,10.6748666667,6.81613333333,40.6853333333,5.495,43.5677333333,16.4549333333,10.4653333333,4.51326666667
618.28,3.9182,10.21,10.6052666667,6.75346666667,40.4275333334,5.40753333333,43.4994,16.3979,10.4067333333,4.4502
618.62,3.93166666667,10.2138,10.6282666667,6.75886666667,40.2639333333,5.43973333333,43.5123333333,16.4003,10.3952,4.48813333333
618.95,3.9344,10.2096,10.6330666667,6.76606666667,40.1170666666,5.435,43.4882,16.3927,10.4304666666,4.48993333334
619.28,3.92806666667,10.2135333333,10.6234,6.78953333333,39.9522666667,5.42273333333,43.5216,16.4004,10.4236666667,4.49466666667
619.62,4.00273333333,10.3038666667,10.6724,6.90146666666,39.8117333333,5.51373333333,43.571,16.4740666667,10.4894666667,4.59226666667
619.95,3.99213333333,10.2748666667,10.6715333333,6.8882,39.6792,5.516,43.5998,16.4551,10.5188,4.579
620.28,3.99653333333,10.2714,10.6187333333,6.86706666667,39.5352666667,5.50486666667,43.6768666667,16.4464333333,10.4999333333,4.5802
620.62,3.98533333333,10.2019333333,10.5774,6.85066666667,39.2992666667,5.52346666667,43.6631333333,16.4186,10.452,4.5588
620.95,3.97053333333,10.1876,10.5984,6.84653333333,39.1604666667,5.5646,43.7054666667,16.4116666667,10.4442666667,4.53153333334
621.28,3.98946666667,10.2292,10.6073333333,6.85286666667,39.0228,5.61206666667,43.7366666666,16.4512666667,10.4808666667,4.54166666667
621.62,4.00766666667,10.2417333333,10.6433333333,6.88286666667,38.8656666667,5.64206666667,43.7440666667,16.4644333333,10.5067333333,4.56266666666
621.95,4.043,10.3288666667,10.7025333333,6.93653333333,38.7436,5.729,43.8608,16.5041,10.561,4.63906666667
622.28,4.08866666667,10.3728,10.7817333333,7.03853333333,38.6194666667,5.8074,43.9300666667,16.5298333333,10.6318666667,4.68873333333
622.62,4.12673333333,10.3930666667,10.8044,7.04506666667,38.5169333333,5.81393333333,44.0378,16.5551,10.6462666667,4.71253333333
622.95,4.09853333333,10.3258666667,10.7713333333,6.99046666667,38.2344,5.76833333333,43.9560666666,16.4551,10.5722666667,4.65966666666
623.28,4.00473333333,10.2279333333,10.6931333333,6.85713333333,38.0052,5.64606666667,43.9724666667,16.3588,10.4708666667,4.52046666667
623.62,4.02813333333,10.255,10.6828666667,6.86293333333,37.798,5.69013333333,44.0196,16.3734666667,10.5186,4.53506666667
623.95,4.0548,10.2541333333,10.6960666667,6.85133333333,37.6563333333,5.71026666667,43.9853333333,16.3851333333,10.5426666667,4.55626666667
624.28,4.05866666667,10.2573333333,10.6964,6.80993333334,37.4970666666,5.64093333333,43.9842666667,16.3514,10.5360666667,4.54186666667
624.62,4.0588,10.2426,10.6745333333,6.82513333333,37.3130666667,5.6276,44.021,16.347,10.5094,4.54673333333
624.95,3.96266666667,10.1146,10.5522666667,6.6882,36.9686,5.4992,43.8570666667,16.1745333333,10.3446,4.45513333333
625.28,3.99553333333,10.1264666667,10.5156,6.6592,36.7831333333,5.50846666667,43.8844666666,16.1943333334,10.3461333333,4.498
625.61,3.95066666667,10.0503333333,10.4367333333,6.57626666667,36.5312666667,5.4376,43.8154,16.1366,10.2549333333,4.45126666667
625.95,3.94993333333,10.0334666667,10.4116,6.53006666667,36.3503333333,5.4072,43.8403333333,16.1274,10.2421333333,4.43886666667
626.28,3.893,10.0060666667,10.3865333333,6.503,36.1708666667,5.37086666667,43.7870666667,16.0884666667,10.2188666667,4.3876
626.61,3.8854,10.0287333333,10.3894,6.51793333333,36.0482,5.3864,43.8534666667,16.0887,10.2668,4.40226666667
626.94,3.9118,10.0449333333,10.4206,6.54093333333,35.8824,5.42353333333,43.799,16.0819666667,10.2896666666,4.44106666667
627.28,3.9456,10.0721333333,10.4624,6.5714,35.7718,5.4186,43.8118666667,16.1098666667,10.3094666667,4.48026666667
627.61,3.98966666666,10.1004666666,10.4918,6.6358,35.5900666667,5.47713333333,43.7882,16.1371,10.3426666667,4.52013333333
627.94,3.9556,10.0756,10.4502,6.6334,35.4024666666,5.46233333333,43.7467333333,16.1047666667,10.3226666667,4.51273333333
628.27,3.9236,10.0599333333,10.4366,6.59193333333,35.2928666667,5.41133333333,43.756,16.1100666666,10.3166,4.51206666667
628.61,3.91326666667,10.0706,10.4394,6.6046,35.2053333333,5.40493333333,43.8384666667,16.1147333333,10.3453333333,4.5352
628.94,3.8868,10.0562,10.4806,6.60066666667,35.1137333333,5.4146,43.849,16.106,10.3443333333,4.52786666667
629.27,3.93133333333,10.0809333333,10.5211333333,6.6328,35.0536,5.43666666667,43.8752,16.1205333334,10.3812666667,4.55493333333
629.60,3.9112,10.0619333333,10.4644,6.58126666667,34.8578,5.423,43.7862666667,16.0950333333,10.3226,4.51186666667
629.94,3.94993333333,10.0784666667,10.4997333333,6.60893333333,34.709,5.46153333333,43.8050666667,16.1090666667,10.3267333333,4.54613333333
630.27,3.99633333333,10.1079333333,10.5303333333,6.65766666667,34.6176,5.52353333334,43.8160666667,16.1650333333,10.3566666667,4.61306666667
630.60,4.06893333333,10.1686666667,10.5804666667,6.74373333334,34.5632666667,5.6112,43.9151333333,16.2192666667,10.4504,4.6896
630.93,4.0572,10.1715333333,10.5404,6.74306666667,34.422,5.65626666667,43.9154,16.1943333333,10.4224666667,4.71146666667
631.26,4.02186666667,10.1401333333,10.5081333333,6.71353333333,34.2838,5.65146666667,43.938,16.1396666667,10.3808666667,4.66573333333
631.60,4.10266666667,10.2292666667,10.5705333333,6.7922,34.1839333333,5.73126666667,44.0284,16.1951,10.4538,4.71833333333
631.93,4.11873333333,10.2336666667,10.5415333333,6.77486666667,33.9702666667,5.77473333333,43.9426,16.1578,10.4489333333,4.68293333333
632.26,4.1252,10.2628666667,10.5572,6.83026666667,33.8834666667,5.8322,43.9948,16.22,10.5072,4.70246666667
632.59,4.13853333333,10.3056666667,10.5851333333,6.9232,33.7316666667,5.87293333333,44.0613333333,16.2545,10.5344666667,4.72313333333
632.92,4.19953333334,10.3622666667,10.6431333333,6.99126666667,33.5918,5.98266666667,44.0748,16.3027666667,10.6031333334,4.7922
633.26,4.2594,10.4406,10.7431333333,7.07513333333,33.5318666667,6.06433333333,44.1548666667,16.3744666667,10.6936666666,4.8858
633.59,4.2612,10.4421333333,10.716,7.06426666667,33.3151333333,6.0734,44.1155333333,16.3232666667,10.7011333333,4.90373333333
633.92,4.23693333333,10.4167333333,10.6908,7.02373333333,33.1700666667,6.06093333333,44.1106,16.2828666667,10.6798666666,4.84673333333
634.25,4.21153333333,10.3775333333,10.6608,6.95686666667,32.9767333333,6.01573333333,44.071,16.249,10.6049333333,4.7882
634.58,4.19213333333,10.3046,10.6576666667,6.89253333333,32.7343333333,5.92813333333,43.9999333333,16.1756333334,10.5709333333,4.716
634.91,4.22506666667,10.3315333333,10.6998,6.906,32.5368666667,5.90246666667,43.9724,16.1857,10.6036,4.73753333333
635.25,4.2262,10.2988666667,10.6958666667,6.878,32.3734666667,5.8934,43.962,16.1819666667,10.5928,4.739
635.58,4.24213333333,10.2863333333,10.7045333333,6.88186666666,32.2135333333,5.87446666667,43.9304,16.1569666667,10.5906,4.76713333333
635.91,4.30433333333,10.2935333334,10.7476666667,6.86906666667,32.0491333333,5.91813333333,43.8905333333,16.1463,10.62,4.78266666667
636.24,4.31313333333,10.2315333334,10.7146666667,6.7934,31.8610666667,5.85993333333,43.8147333333,16.1047666667,10.5639333333,4.7418
636.57,4.212,10.1214,10.6227333333,6.71186666667,31.7151333333,5.71453333333,43.8748666667,16.0274,10.4902,4.6272
636.90,4.0982,9.98619999999,10.5359333333,6.6104,31.5362,5.58306666667,43.8645333333,15.9005,10.3738666667,4.49913333333
637.23,4.0856,9.95093333333,10.5175333333,6.59166666667,31.4065333334,5.51693333333,43.8514,15.8949333333,10.3308666667,4.48233333333
637.56,4.04486666667,9.87860000001,10.4718,6.55326666667,31.1971333333,5.4078,43.7608,15.8458666667,10.2544,4.42013333333
637.90,4.001,9.83866666666,10.4221333333,6.52106666667,31.0234,5.3668,43.6762,15.8183333333,10.2052666667,4.36633333333
638.23,3.94466666667,9.81886666666,10.4034,6.50813333333,30.9271333333,5.3688,43.6705333333,15.8199,10.1682666667,4.32393333333
638.56,3.85266666667,9.70833333335,10.2891333333,6.3828,30.7896666667,5.2906,43.6465333333,15.7206333333,10.0403333333,4.24006666667
638.89,3.67153333333,9.56319999999,10.1052666667,6.23046666667,30.5609333333,5.13066666667,43.5482,15.5699,9.82446666666,4.08913333333
639.22,3.66566666667,9.58206666667,10.1065333333,6.22413333333,30.4574666667,5.11333333333,43.609,15.5658333333,9.80506666667,4.09226666667
639.55,3.57026666667,9.50459999999,10.0359333333,6.17066666667,30.2608666667,5.0692,43.5659333333,15.4926,9.71153333333,4.00446666667
639.88,3.60093333333,9.54499999999,10.0343333333,6.20033333333,30.1734,5.12806666666,43.6916,15.5341666667,9.73966666666,4.02353333333
640.21,3.5892,9.53239999999,10.0274,6.20813333333,29.968,5.14613333333,43.5399333333,15.4974333333,9.71633333332,4.06553333333
640.54,3.65913333334,9.58333333333,10.0281333333,6.245,29.771,5.18566666667,43.4847333333,15.5403666667,9.77160000001,4.16566666667
640.87,3.69886666667,9.62366666665,10.0556,6.3364,29.6759333333,5.2718,43.5369333333,15.5718,9.81453333333,4.20373333333
641.20,3.89593333334,9.78600000001,10.2282,6.4826,29.6775333333,5.48046666667,43.6512,15.7180333333,9.97819999999,4.45166666666
641.53,3.95293333333,9.88066666667,10.2909333333,6.58293333334,29.63,5.59506666667,43.7916666667,15.7688333334,10.0508,4.57153333333
641.87,4.17293333333,10.0846,10.4464,6.76526666666,29.6768,5.74366666667,43.9790666667,15.9573666667,10.221,4.77193333333
642.20,4.31073333333,10.2582,10.6185333333,6.99873333333,29.6613333333,5.9142,44.1110666667,16.1554333333,10.4358,4.96393333333
642.53,4.49613333333,10.4353333333,10.853,7.19146666667,29.6608,6.09633333333,44.1365333333,16.2831666667,10.6738666666,5.1496
642.86,4.4644,10.4121333333,10.8582,7.2276,29.5921333333,6.09446666667,44.1956666667,16.2677666666,10.6563333333,5.12926666667
643.19,4.57046666667,10.5268,11.0008666667,7.34506666667,29.5759333333,6.13813333333,44.2964666667,16.3776333334,10.7414,5.26486666667
643.52,4.5086,10.4684,10.9232,7.27446666667,29.4107333333,6.0252,44.1857333333,16.3073,10.6614,5.22086666667
643.85,4.47746666667,10.4686,10.8983333333,7.18953333333,29.3427333333,5.9608,44.2661333334,16.265,10.6022,5.1524
644.18,4.3968,10.4162666667,10.9006,7.18373333333,29.3122666667,5.96086666667,44.3186,16.2546666667,10.6014,5.0786
644.51,4.39093333333,10.4339333333,10.8796666666,7.13813333333,29.229,5.93593333333,44.3314666666,16.2449,10.6159333333,5.07006666667
644.84,4.26433333333,10.3524,10.7657333333,7.03533333333,29.1179333333,5.7928,44.423,16.1385333333,10.466,4.8666
645.17,4.21346666667,10.2317333334,10.7046666667,6.97913333333,28.9252666667,5.67126666667,44.3107333333,16.0224666667,10.4046,4.7888
645.50,4.1336,10.0928666667,10.6179333333,6.9266,28.6955333333,5.59773333333,44.178,15.8786333334,10.2959333333,4.72913333333
645.83,4.09753333333,10.0282666667,10.5353333333,6.8414,28.4962,5.48286666667,44.1220666667,15.7526333333,10.1581333333,4.64073333333
646.16,4.15133333333,10.0558,10.5469333333,6.87753333333,28.4872666667,5.53566666667,44.2592,15.7769666667,10.1755333333,4.6672
646.49,4.22273333333,10.1084,10.6059333333,6.88866666667,28.3454666667,5.63753333333,44.2685333333,15.8325333333,10.2374666667,4.71226666666
646.82,4.21466666667,10.0708,10.5312666667,6.8322,28.2108666667,5.6208,44.2916,15.7983666667,10.2029333333,4.64313333333
647.15,4.25086666667,10.1276666667,10.5847333333,6.91673333333,28.1362,5.6928,44.3788,15.8156333333,10.2750666667,4.64913333333
647.48,4.38133333333,10.2300666667,10.6702666667,7.04066666666,28.0832666667,5.8322,44.4437333333,15.8974666667,10.4005333333,4.72946666667
647.81,4.43706666667,10.3003333333,10.6999333333,7.0618,27.9736666667,5.87793333333,44.4485333333,15.9110666667,10.4095333333,4.7844
648.14,4.39466666667,10.2096,10.6761333333,7.01426666667,27.7987333333,5.8498,44.4208666667,15.8858666667,10.3336666667,4.73713333333
648.47,4.333,10.1270666667,10.6142,6.95246666667,27.5299333333,5.84893333333,44.2479333334,15.8462666667,10.3038666667,4.74793333333
648.80,4.34646666667,10.1508,10.6278666667,6.9322,27.4512,5.87926666667,44.3574,15.9039666667,10.3239333333,4.77226666667
649.13,4.31193333333,10.2000666667,10.5945333333,6.88566666667,27.4266,5.90913333334,44.5076666666,15.8992,10.3228666667,4.78746666667
649.46,4.37,10.2312666666,10.6858,6.9432,27.3957333333,5.99666666667,44.581,15.9758,10.4446,4.8742
649.79,4.41966666667,10.3026,10.7468666667,7.02353333333,27.3068666667,6.03413333333,44.6510666667,16.0737,10.4577333334,4.9244
650.11,4.41053333333,10.3064,10.776,7.03873333333,27.2949333333,5.99626666667,44.759,16.0844,10.4664,4.92386666667
650.44,4.38586666667,10.3186666667,10.7884,7.06453333333,27.2289333333,6.0082,44.7619333333,16.0825333333,10.4859333333,4.94233333333
650.77,4.406,10.3004,10.8292666667,7.04353333333,27.1533333333,5.9936,44.7264,16.068,10.516,4.98966666667
651.10,4.36726666667,10.2797333334,10.7936666667,7.0404,27.0652,5.9648,44.7101333333,16.0361666667,10.5002,4.967
651.43,4.4548,10.3454,10.8482,7.13206666667,27.0353333333,6.04066666667,44.8656666667,16.1112666667,10.5928,5.03573333333
651.76,4.45,10.373,10.8512666667,7.1606,26.9191333333,6.08646666667,44.8302666667,16.0991333333,10.6038666667,5.07333333333
652.09,4.54486666667,10.5046666667,10.9871333333,7.2988,27.0120666667,6.21106666667,44.9670666667,16.1945333333,10.7241333333,5.18506666667
