wavelength,Back_PooAltm,Belly_PooAltm,Breast_PooAltm,Crissum_PooAltm,Crown_PooAltm,DorTail_PooAltm,Patch10_PooAltm,Patch11_PooAltm,Patch12_PooAltm,Patch13_PooAltm,Rump_PooAltm,Throat_PooAltm,WingTip_PooAltm
297.45,2.48966666667,5.5925,4.9715,3.4295,2.395,6.297,3.68316666667,2.2415,1.89566666666,2.81933333333,3.24575,5.70583333333,6.613
297.82,2.71733333333,5.7755,5.21233333333,3.659,2.6555,6.46483333333,3.77983333334,2.5325,2.09766666666,3.10383333334,3.54516666667,6.041,6.7655
298.19,2.81066666666,5.7995,5.27566666666,3.65833333333,2.62716666666,6.50666666666,3.8205,2.6245,2.11416666667,3.11833333333,3.56916666667,6.172,6.81716666667
298.56,2.8215,5.72216666667,5.16483333334,3.61616666667,2.51566666667,6.42683333333,3.70333333334,2.54833333333,1.98016666667,3.02366666667,3.43866666667,6.16716666667,6.62916666667
298.93,2.7755,5.75116666667,5.07233333333,3.5855,2.49983333333,6.38616666667,3.6385,2.46633333333,1.893,2.90066666666,3.3505,6.15216666667,6.4615
299.30,2.70416666666,5.74116666667,4.9895,3.51566666667,2.46316666666,6.27433333333,3.49566666667,2.35416666666,1.775,2.813,3.22175,6.18566666667,6.35466666667
299.67,2.81133333333,5.89816666667,5.10133333333,3.52516666667,2.4885,6.32783333334,3.66433333334,2.3995,1.8635,2.841,3.17425,6.28316666667,6.47
300.04,3.052,6.202,5.326,3.73716666667,2.67983333333,6.51566666667,4.00766666667,2.52633333333,2.145,2.926,3.3545,6.44166666667,6.60766666667
300.41,3.12333333334,6.44133333333,5.462,3.8635,2.82,6.55933333333,4.154,2.61616666667,2.17916666667,2.96066666667,3.393,6.56266666667,6.735
300.78,3.34766666666,6.6825,5.83966666666,4.12466666667,3.00533333333,6.80433333334,4.36833333334,2.69933333333,2.33066666666,3.10733333334,3.45791666667,6.643,6.8405
301.15,3.30733333333,6.72033333333,5.8375,4.143,3.06066666666,6.79116666667,4.3425,2.61416666667,2.25916666667,3.07783333334,3.31458333333,6.70966666667,6.77083333334
301.52,3.34433333333,6.80583333334,5.8655,4.209,3.048,6.78866666666,4.43966666666,2.56933333333,2.32166666667,3.04833333333,3.23933333333,6.81633333333,6.8505
301.89,3.5185,7.0235,5.99216666666,4.2295,3.1075,6.804,4.82183333334,2.70683333334,2.428,3.13883333334,3.28875,6.91883333333,6.96066666667
302.26,3.68466666667,7.21333333334,6.23066666666,4.37583333333,3.23683333333,6.88,4.98016666667,2.77133333333,2.53183333333,3.16416666667,3.31858333333,7.064,7.02233333333
302.63,3.83466666667,7.51283333333,6.508,4.523,3.34116666666,7.09216666666,5.3365,2.903,2.7325,3.23666666667,3.42608333333,7.25216666666,7.20333333333
303.00,4.06016666667,7.80383333333,6.88333333333,4.66066666667,3.48683333334,7.21666666667,5.508,3.0075,2.99366666666,3.3895,3.58416666667,7.53283333334,7.43216666667
303.37,4.126,8.00616666666,7.00233333333,4.76283333334,3.579,7.26533333333,5.70433333334,3.02533333333,2.987,3.45116666667,3.69841666666,7.61483333333,7.40733333333
303.74,4.35116666667,8.3075,7.24216666666,4.94916666667,3.87033333334,7.51883333333,5.9105,3.2335,3.13,3.70416666666,4.02225,7.8405,7.46366666667
304.10,4.416,8.54016666667,7.44566666667,5.03783333333,3.905,7.59166666667,5.94483333333,3.24883333333,3.12333333334,3.84616666666,4.06158333333,8.03633333333,7.51166666666
304.47,4.37116666667,8.49516666666,7.3745,5.008,3.63683333333,7.39533333333,5.7875,3.0765,3.0555,3.65416666666,3.86825,7.9975,7.36416666666
304.84,4.19316666667,8.6045,7.33716666667,4.95366666667,3.49233333333,7.175,5.65766666667,2.99266666666,3.003,3.4855,3.82866666667,8.05533333333,7.256
305.21,4.315,8.789,7.507,5.08816666666,3.60166666666,7.17166666667,5.70616666667,3.08983333333,3.20966666667,3.52433333333,3.97233333334,8.2205,7.2105
305.58,4.3585,8.96833333333,7.69483333333,5.11916666667,3.59783333333,7.12866666666,5.671,3.092,3.24783333334,3.51683333334,4.07391666667,8.21833333333,7.05783333333
305.95,4.10916666667,8.909,7.687,5.12566666667,3.45033333334,7.0245,5.4905,2.85183333334,3.0995,3.358,3.94425,8.1225,6.8615
306.32,4.10983333333,8.9975,7.75783333333,5.12566666667,3.48816666667,7.012,5.56266666667,2.91266666666,3.12233333333,3.442,4.07616666666,8.2055,6.88383333333
306.69,3.94066666667,8.8675,7.66433333333,5.05116666667,3.41,6.78483333333,5.36116666666,2.77666666667,2.89416666667,3.41016666666,3.99733333333,8.14466666667,6.71016666667
307.06,4.02566666666,9.0065,7.72016666667,5.2875,3.45466666667,6.8035,5.51333333333,2.96466666666,2.92233333333,3.66266666667,4.21941666667,8.277,6.7575
307.43,3.9995,9.00866666667,7.759,5.36416666666,3.3765,6.86433333333,5.552,3.06683333333,3.06333333333,3.73516666667,4.34941666667,8.337,6.71133333333
307.80,3.89116666666,8.99716666666,7.70716666667,5.49283333334,3.24066666667,6.73866666666,5.5785,3.03566666667,3.06616666667,3.68583333333,4.36008333333,8.4255,6.7795
308.17,3.73916666667,8.86766666666,7.64566666667,5.452,3.20166666666,6.647,5.58233333333,3.06166666666,2.93133333333,3.57583333333,4.32016666667,8.40016666667,6.71066666667
308.54,3.90166666667,9.10366666666,7.9005,5.71116666667,3.53483333333,6.86583333333,5.88966666666,3.33733333333,3.17183333333,4.00533333333,4.71733333334,8.69833333334,6.976
308.90,3.99183333334,9.221,7.927,5.73283333333,3.6165,7.02366666667,6.08283333333,3.44783333333,3.21633333334,4.1915,4.73875,8.78966666666,7.02033333334
309.27,4.05266666667,9.38416666666,7.96683333333,5.74166666667,3.71216666667,7.1105,6.2905,3.55816666667,3.1725,4.31816666667,4.85783333333,8.88366666667,7.12866666667
309.64,4.0775,9.42066666667,8.02433333334,5.99266666667,3.8825,7.2955,6.41266666667,3.626,3.2355,4.4655,4.90858333333,9.02383333333,7.316
310.01,4.126,9.50899999999,8.04666666667,6.0525,3.8615,7.39116666667,6.4685,3.67033333333,3.195,4.51116666667,4.89375,9.0505,7.39416666667
310.38,4.21316666666,9.70133333334,8.13133333334,6.20066666667,4.00283333333,7.44866666666,6.63783333334,3.67516666666,3.20016666666,4.62283333334,4.89433333334,9.2155,7.48966666667
310.75,4.372,10.0176666667,8.30916666667,6.33933333333,4.21716666667,7.61,6.88133333333,3.80633333334,3.37416666667,4.76183333333,5.089,9.48383333331,7.76983333333
311.12,4.38833333333,10.1293333333,8.50733333333,6.33683333333,4.35116666666,7.653,6.95933333333,3.80266666666,3.328,4.67283333334,5.13175,9.57533333333,7.90616666666
311.49,4.5945,10.2985,8.6985,6.4025,4.42566666667,7.73633333333,7.03783333333,3.81666666667,3.29216666667,4.78666666666,5.12291666667,9.774,8.13966666667
311.85,4.731,10.4116666667,8.81383333334,6.43216666666,4.4875,7.803,7.16783333334,3.87366666666,3.26783333333,4.87633333333,5.13175,9.90366666666,8.22083333333
312.22,4.84083333334,10.5606666667,8.86933333333,6.52416666666,4.54333333333,7.84283333333,7.21566666666,3.943,3.37733333333,4.93733333333,5.13441666667,9.94949999999,8.25283333333
312.59,4.82133333333,10.6283333333,8.93499999998,6.4685,4.56266666667,7.86516666666,7.247,3.89316666666,3.37866666667,4.895,5.03233333333,10.0511666667,8.208
312.96,5.09233333334,10.8893333333,9.17983333334,6.6435,4.70933333333,7.99183333334,7.4675,4.057,3.49366666666,5.06716666666,5.23766666666,10.362,8.43066666667
313.33,5.07133333333,10.995,9.24799999998,6.6685,4.6635,7.94816666666,7.47233333333,4.01816666666,3.551,5.08266666667,5.20883333334,10.5108333333,8.4525
313.70,5.04316666667,11.1646666666,9.29083333335,6.4375,4.587,7.74716666667,7.414,3.9175,3.5025,4.96433333333,5.05633333334,10.5978333333,8.33766666667
314.07,5.21066666667,11.3716666667,9.52166666665,6.60933333333,4.72916666666,7.7795,7.58116666667,3.97733333334,3.559,5.018,5.17741666667,10.8695,8.42966666667
314.43,5.27683333333,11.526,9.64650000001,6.63,4.66666666666,7.71716666666,7.5095,3.94816666667,3.62616666667,4.95166666666,5.2785,10.9315,8.4665
314.80,5.4065,11.6283333333,9.65150000001,6.7105,4.54666666667,7.61483333333,7.51983333333,3.93116666666,3.63283333334,4.92416666667,5.33183333334,10.9303333333,8.40783333333
315.17,5.245,11.618,9.45333333335,6.51383333333,4.16566666667,7.43233333333,7.416,3.68833333334,3.43333333333,4.73466666667,5.101,10.8985,8.12583333334
315.54,5.30483333333,11.9213333334,9.73900000002,6.67583333333,4.31816666667,7.547,7.5735,3.87116666666,3.58966666666,4.838,5.252,11.0703333333,8.20916666666
315.91,5.14183333333,12.0686666666,9.80333333334,6.64866666667,4.212,7.47416666666,7.47416666667,3.77583333333,3.52066666666,4.749,5.234,11.146,8.10866666667
316.28,4.97233333333,12.0953333334,9.90416666666,6.61066666667,4.16316666667,7.30166666667,7.51066666666,3.641,3.30366666667,4.68583333333,5.14258333333,11.2796666666,8.104
316.64,4.91433333333,12.1785,9.98216666666,6.5925,4.03433333333,7.22666666667,7.49266666666,3.598,3.24,4.563,5.09516666666,11.3396666667,8.07216666667
317.01,4.69483333333,12.0643333333,9.97266666666,6.53316666667,3.8715,7.05766666666,7.42116666667,3.4155,3.13433333334,4.41683333333,4.9655,11.1761666667,7.84283333333
317.38,4.6145,12.08,9.98033333334,6.56133333333,3.84883333333,6.984,7.42383333333,3.2945,3.00366666667,4.33383333333,4.86383333333,11.1203333334,7.7565
317.75,4.3285,11.8993333333,9.86199999998,6.3865,3.62166666666,6.902,7.4035,3.12016666666,2.83466666667,4.172,4.89441666667,11.0738333334,7.59183333333
318.12,4.145,11.8343333333,9.77733333331,6.14866666667,3.42166666667,6.71733333333,7.363,3.01466666666,2.81816666667,4.14116666666,4.81658333334,11.055,7.44716666666
318.49,3.89516666667,11.6045,9.64133333335,5.88683333333,3.22183333333,6.5675,7.29683333333,2.84466666666,2.51683333333,4.008,4.63908333333,11.0265,7.0325
318.85,3.83483333333,11.7066666667,9.87049999999,5.901,3.35733333333,6.71833333333,7.42933333334,2.93283333334,2.48016666667,4.2135,4.70183333333,11.1865,7.04733333333
319.22,3.90883333334,11.9098333333,10.0896666667,6.1565,3.68966666667,6.88816666666,7.70066666666,3.12766666667,2.75666666666,4.37183333333,4.794,11.3125,7.12116666667
319.59,3.632,11.6843333334,9.739,5.95333333334,3.324,6.63716666666,7.57933333334,2.77233333333,2.59316666667,4.21233333333,4.533,11.1756666667,6.716
319.96,3.67116666667,11.815,9.87633333331,6.0285,3.36066666666,6.67083333333,7.81166666666,2.81583333333,2.63883333334,4.31716666667,4.47241666666,11.2268333333,6.69633333333
320.32,3.7415,12.0296666666,9.91216666665,5.96033333333,3.38616666667,6.7655,7.784,2.886,2.748,4.42666666666,4.59358333333,11.3116666667,6.59466666667
320.69,3.75966666666,12.1255,9.83850000001,5.956,3.3075,6.63266666667,7.78333333333,2.9345,2.6055,4.38566666667,4.4925,11.2463333333,6.45533333334
321.06,3.79816666667,12.3845,9.85583333333,6.05033333334,3.3945,6.676,7.77116666667,3.06333333333,2.507,4.35483333333,4.34575,11.4205,6.49416666667
321.43,4.13133333334,12.6696666667,10.1901666667,6.17516666667,3.623,6.8465,7.99033333333,3.44533333334,2.632,4.5235,4.55608333333,11.9146666666,6.67966666667
321.80,4.557,13.1388333334,10.6261666667,6.59816666667,4.0785,7.11633333333,8.34583333333,3.76033333333,2.85233333333,4.92866666667,4.75383333334,12.2845,6.9125
322.16,4.65683333334,13.356,10.7166666667,6.74516666667,4.32516666667,7.148,8.45533333333,3.7735,2.901,4.92216666667,4.76466666666,12.4796666667,6.96066666667
322.53,5.085,13.885,11.0683333333,7.12099999998,4.77616666667,7.47833333333,8.89699999999,4.166,3.27416666667,5.38316666666,5.22516666667,12.931,7.454
322.90,5.18416666666,14.0168333333,11.1766666667,7.12050000002,4.841,7.47733333334,9.01616666667,4.16166666667,3.3295,5.43883333334,5.2605,13.1096666667,7.41583333333
323.27,5.2805,14.139,11.28,7.12233333333,4.8665,7.42066666667,9.07366666668,4.28033333333,3.28966666667,5.582,5.30525,13.2281666667,7.45366666667
323.63,5.58416666667,14.4078333334,11.5501666667,7.36233333332,5.17733333333,7.558,9.23699999998,4.5465,3.3865,5.6965,5.546,13.4723333333,7.73733333334
324.00,5.78316666667,14.5353333333,11.7058333333,7.44283333332,5.30533333333,7.65366666666,9.39733333335,4.64766666666,3.60516666667,5.87916666667,5.75191666667,13.6851666666,7.94266666666
324.37,5.7825,14.571,11.8156666667,7.45799999998,5.28033333334,7.6755,9.57166666669,4.58783333334,3.57483333334,5.834,5.67816666666,13.7091666667,7.94783333333
324.74,5.7315,14.7226666666,11.8938333333,7.49266666667,5.32733333333,7.76683333333,9.69333333335,4.46,3.6045,5.84966666666,5.73466666666,13.7906666667,8.124
325.10,5.57583333333,14.5491666666,11.8018333333,7.31183333334,5.14283333334,7.58966666667,9.59283333331,4.17483333334,3.5185,5.736,5.68575,13.667,8.03383333333
325.47,5.46783333334,14.487,11.7406666667,7.25066666668,4.979,7.53833333333,9.56683333331,4.04033333333,3.49266666666,5.67766666666,5.66083333333,13.5736666667,8.01883333333
325.84,5.4995,14.5078333333,11.7123333333,7.204,4.81683333333,7.4465,9.58633333334,4.0235,3.47016666667,5.60716666666,5.67875,13.5051666667,7.992
326.21,5.42333333334,14.4913333333,11.694,7.10716666665,4.6195,7.387,9.46699999998,3.94883333334,3.343,5.57816666667,5.64041666666,13.446,7.9055
326.57,5.23716666667,14.3548333333,11.6131666667,7.00283333334,4.42083333333,7.21133333333,9.33633333335,3.75283333333,3.23383333333,5.38083333333,5.42666666666,13.3085,7.65183333333
326.94,5.13333333333,14.387,11.612,6.98233333331,4.33183333334,7.12316666666,9.20783333335,3.65766666667,3.21916666667,5.23083333333,5.30516666667,13.288,7.6265
327.31,5.0465,14.29,11.5795,6.87249999999,4.16733333333,7.03533333334,9.15683333333,3.56766666667,3.1825,5.10333333333,5.20091666666,13.2128333333,7.58316666666
327.67,4.6705,14.1561666667,11.366,6.58316666667,3.89183333333,6.78066666667,9.04183333332,3.36283333333,2.9655,4.8785,4.90866666667,12.9255,7.2905
328.04,4.38066666667,14.1121666667,11.2215,6.4515,3.71633333334,6.549,8.828,3.1465,2.699,4.60316666667,4.63633333334,12.7696666667,6.96583333333
328.41,4.3275,14.1561666667,11.2245,6.48966666667,3.65066666666,6.442,8.72766666666,3.19583333333,2.65933333333,4.58866666667,4.60675,12.7631666667,6.90266666667
328.78,4.33683333333,14.1025,11.3315,6.45566666666,3.61366666667,6.31366666667,8.736,3.3045,2.6745,4.55816666667,4.595,12.8261666667,6.78766666667
329.14,4.35216666667,14.2348333333,11.441,6.40466666667,3.58166666667,6.252,8.86233333334,3.3515,2.682,4.62516666666,4.54175,12.8435,6.71216666667
329.51,4.2685,14.3341666667,11.4371666667,6.336,3.64266666667,6.1845,8.87766666667,3.25816666666,2.63216666667,4.59483333333,4.449,12.7155,6.58066666666
329.88,4.12766666667,14.274,11.3853333333,6.20066666666,3.58183333334,6.221,8.781,3.13833333333,2.50716666667,4.48316666667,4.25233333334,12.6826666667,6.51466666667
330.24,4.28916666667,14.4466666667,11.5421666667,6.261,3.70183333333,6.25516666666,9.01816666666,3.20283333333,2.65983333334,4.50466666666,4.27583333333,12.8055,6.58566666667
330.61,4.16083333333,14.4433333334,11.4783333334,6.063,3.51883333333,6.16016666666,8.96916666667,3.10383333333,2.52366666667,4.361,4.13708333333,12.706,6.537
330.98,4.20183333334,14.4865,11.5508333333,6.12383333333,3.63633333334,6.162,9.17149999998,3.1205,2.561,4.37483333334,4.1375,12.8193333333,6.4755
331.34,4.32083333333,14.656,11.663,6.2905,3.722,6.20933333333,9.246,3.09433333333,2.61233333333,4.4165,4.19716666667,12.9853333333,6.40116666667
331.71,4.53266666666,14.8793333334,11.8851666667,6.43433333333,3.90083333334,6.383,9.49433333331,3.22583333333,2.76516666666,4.63566666667,4.50441666667,13.3093333334,6.58033333333
332.08,4.74966666667,15.0853333334,12.0798333333,6.5535,4.052,6.54533333333,9.77266666669,3.4385,2.907,4.8905,4.74016666666,13.4195,6.76183333333
332.44,4.76816666666,15.1106666667,12.0958333333,6.59133333333,4.06266666666,6.5245,9.90316666667,3.31783333333,2.923,4.907,4.764,13.4795,6.76883333333
332.81,4.8985,15.341,12.189,6.69166666667,4.19883333334,6.60183333333,10.0511666667,3.37033333334,2.98233333334,5.05716666667,4.915,13.5913333333,6.83116666667
333.18,5.06866666666,15.578,12.3713333333,6.93616666667,4.35466666666,6.76116666667,10.221,3.46266666667,3.08,5.12816666666,5.04316666666,13.762,6.94166666667
333.54,5.18633333333,15.7535,12.516,7.07666666665,4.297,6.92216666666,10.442,3.4665,3.06433333334,5.19716666666,5.01983333333,13.9218333334,6.97283333333
333.91,5.16166666667,15.8008333333,12.6258333334,7.07699999999,4.249,6.84566666667,10.6051666667,3.42283333333,3.06483333333,5.22233333333,5.04091666667,14.0253333334,6.95866666666
334.28,5.0825,15.847,12.7415,7.145,4.33266666667,6.9765,10.6993333333,3.45583333333,3.072,5.27466666667,5.10966666667,14.1161666666,7.02566666666
334.64,5.08233333333,15.8813333333,12.8035,7.18216666669,4.28416666667,6.94333333333,10.7166666667,3.40616666667,3.0855,5.22616666666,5.10158333334,14.0921666667,6.97683333333
335.01,5.13066666667,15.9625,12.7976666666,7.24400000002,4.145,6.92716666667,10.743,3.337,3.015,5.1915,5.12941666667,14.0215,7.003
335.38,5.20533333333,16.1735,12.9513333334,7.26300000001,4.28366666667,7.04783333334,10.9231666667,3.36966666667,3.04716666667,5.25516666666,5.2025,14.118,7.17783333334
335.74,5.32533333333,16.4328333333,13.2423333334,7.45499999999,4.35116666666,7.14916666667,11.0356666667,3.39433333334,3.14333333333,5.35033333333,5.22825,14.1915,7.2635
336.11,5.376,16.504,13.3881666666,7.46316666665,4.3765,7.19233333334,11.0643333333,3.36716666666,3.1335,5.28966666666,5.2085,14.3183333334,7.249
336.47,5.39983333333,16.6106666667,13.4418333333,7.43583333335,4.33533333333,7.21666666667,11.094,3.38283333334,3.10533333333,5.28266666666,5.22558333333,14.3991666667,7.27266666667
336.84,5.47883333334,16.6378333333,13.537,7.49700000001,4.33333333334,7.27966666666,11.2141666667,3.4175,3.15633333334,5.334,5.22875,14.482,7.22416666666
337.21,5.57083333333,16.6738333333,13.603,7.46583333334,4.42366666666,7.29116666667,11.3038333333,3.56316666666,3.24066666666,5.45816666667,5.37733333333,14.6686666667,7.30566666667
337.57,5.51683333333,16.6286666666,13.6551666667,7.48966666665,4.43283333333,7.17083333334,11.2568333334,3.64633333333,3.2515,5.4075,5.49191666667,14.7486666667,7.28766666667
337.94,5.50783333333,16.6478333334,13.671,7.43433333335,4.46733333333,7.11633333333,11.1706666667,3.57366666666,3.1655,5.3545,5.47816666667,14.6593333333,7.286
338.31,5.38683333333,16.6221666667,13.6658333333,7.30183333333,4.3245,6.9955,11.0795,3.46483333334,3.0195,5.25483333334,5.32916666667,14.6245,7.16066666667
338.67,5.3975,16.7533333333,13.8166666667,7.43866666665,4.43583333334,7.1055,11.248,3.57983333333,3.07283333334,5.379,5.42108333333,14.8815,7.25516666666
339.04,5.4,16.8116666666,13.974,7.46600000001,4.5115,7.223,11.337,3.73533333333,3.12766666667,5.45816666666,5.48025,14.9975,7.31416666667
339.40,5.4075,16.804,14.0283333333,7.47066666665,4.46633333334,7.1865,11.3548333334,3.81216666667,3.08783333333,5.49116666667,5.53075,15.0971666667,7.30033333333
339.77,5.17483333334,16.5303333333,13.8105,7.24416666666,4.3005,6.95133333334,11.2956666667,3.68666666666,2.937,5.2835,5.36633333333,14.9823333333,7.1035
340.14,4.93333333333,16.3711666666,13.639,7.04733333335,4.08816666666,6.70616666667,11.195,3.48816666667,2.74383333334,5.13283333334,5.17175,14.8183333334,6.95133333333
340.50,4.9215,16.4573333334,13.7223333334,7.07400000001,4.13433333334,6.7055,11.3105,3.54716666666,2.72816666666,5.19,5.1705,14.8873333333,7.001
340.87,4.72833333333,16.468,13.7723333333,6.998,4.08083333334,6.62566666666,11.2141666666,3.44933333333,2.671,5.10533333333,5.04783333333,14.8665,6.9235
341.23,4.57433333333,16.4788333333,13.8378333333,7.00733333335,3.99483333333,6.609,11.1743333333,3.3325,2.60283333333,5.02216666667,4.99075,14.771,6.84833333333
341.60,4.64716666667,16.565,13.9671666667,7.00783333333,4.03666666666,6.663,11.3143333333,3.33383333333,2.68833333333,5.04716666666,4.97516666667,14.876,6.838
341.96,4.71666666667,16.7565,14.0775,7.19399999998,4.1365,6.73683333333,11.5583333333,3.51266666666,2.80816666666,5.14566666666,5.033,15.0688333333,6.85033333333
342.33,4.82733333333,16.904,14.0545,7.32716666667,4.20816666666,6.78133333334,11.6281666666,3.6,2.87533333333,5.2155,5.11416666666,15.088,6.8805
342.70,5.03416666667,17.1486666667,14.2196666666,7.44316666669,4.30633333334,6.868,11.8596666667,3.77766666667,3.0305,5.36533333334,5.26333333333,15.1875,6.96966666667
343.06,5.03133333334,17.2848333334,14.2481666667,7.41016666668,4.31716666666,6.819,11.9318333333,3.79066666667,3.03033333333,5.36533333334,5.261,15.2403333333,6.932
343.43,5.11116666666,17.5066666667,14.3798333333,7.50266666665,4.3495,6.98,12.1441666667,3.878,3.15983333333,5.428,5.35808333333,15.3493333333,6.95933333333
343.79,5.345,17.8026666666,14.537,7.72050000001,4.55216666667,7.18016666667,12.342,4.034,3.24966666667,5.619,5.52266666667,15.6261666666,7.1495
344.16,5.43983333334,17.8608333333,14.6086666667,7.81233333335,4.5645,7.24133333333,12.4026666667,4.11766666667,3.278,5.6585,5.53833333334,15.7228333333,7.23516666667
344.52,5.42666666667,17.8688333333,14.6561666666,7.80466666665,4.543,7.18583333333,12.4026666666,4.06233333333,3.30133333334,5.60033333333,5.48775,15.7375,7.19366666667
344.89,5.509,17.9023333334,14.6376666667,7.77916666666,4.47316666666,7.1605,12.497,4.00916666667,3.26866666667,5.572,5.52791666666,15.7443333333,7.22083333334
345.25,5.68183333333,18.1396666667,14.739,7.89133333331,4.5625,7.24416666667,12.683,4.1235,3.3675,5.64116666667,5.62941666666,15.9398333333,7.27716666666
345.62,5.818,18.3743333334,14.8815,8.04249999999,4.67483333334,7.34216666667,12.866,4.19716666666,3.4195,5.72516666667,5.79758333333,16.0188333333,7.41366666666
345.99,5.827,18.4193333333,14.9508333334,8.02483333333,4.68333333333,7.31316666667,12.876,4.11466666667,3.42233333333,5.79216666667,5.83933333334,16.0766666667,7.46966666667
346.35,5.85316666667,18.5166666666,15.1008333333,8.01433333331,4.71083333333,7.34383333334,13.0635,4.09416666667,3.42733333333,5.803,5.86566666667,16.1678333333,7.52733333334
346.72,5.76716666667,18.453,15.0006666667,7.913,4.6545,7.18683333333,12.9751666667,3.91483333333,3.33016666667,5.70516666667,5.74283333333,16.1055,7.47583333334
347.08,5.71366666667,18.367,15.0405,7.89600000002,4.56566666666,7.10566666666,12.9755,3.7615,3.24833333334,5.61033333333,5.69016666667,16.1081666667,7.41216666666
347.45,5.59333333333,18.1401666667,14.964,7.81266666665,4.476,6.9185,12.7976666666,3.52683333333,3.11366666666,5.47783333333,5.52275,15.9678333334,7.26683333333
347.81,5.45533333334,18.0708333334,14.9485,7.68833333332,4.31033333333,6.76916666666,12.7055,3.37583333333,3.06166666666,5.33166666666,5.40425,15.8376666666,7.13433333334
348.18,5.49133333333,18.1123333333,15.0326666666,7.68316666667,4.33066666666,6.69716666666,12.7366666666,3.3055,3.111,5.30083333333,5.40316666667,15.826,7.03883333333
348.54,5.444,18.094,15.0015,7.61666666669,4.298,6.65933333333,12.7423333334,3.2145,3.075,5.338,5.41166666667,15.7975,6.958
348.91,5.47816666667,18.277,15.1821666666,7.69816666669,4.328,6.6915,12.9011666666,3.22883333334,3.10083333334,5.41133333333,5.47633333333,15.9253333334,6.96083333333
349.27,5.31483333334,18.1213333333,15.1116666667,7.59816666665,4.2485,6.52416666667,12.7753333333,3.10783333333,2.98816666667,5.31266666666,5.34991666666,15.7773333334,6.82466666667
349.64,5.04216666667,17.9683333334,14.948,7.39283333334,4.11633333333,6.34766666667,12.5993333333,2.9635,2.87333333334,5.19866666666,5.15366666666,15.7621666666,6.6785
350.00,5.003,17.9616666667,14.9781666666,7.38699999999,4.043,6.347,12.6665,3.003,2.86466666667,5.13733333334,5.15791666667,15.7845,6.63116666666
350.37,5.13966666667,18.0496666667,15.1045,7.48283333333,4.1465,6.426,12.7923333334,3.14366666667,2.968,5.2205,5.27858333333,15.851,6.66116666667
350.73,5.13,18.1251666667,15.2138333333,7.45733333333,4.17466666667,6.44133333333,12.846,3.122,2.95166666666,5.1815,5.2735,15.8281666667,6.63633333333
351.10,5.10916666667,18.1921666667,15.1676666667,7.388,4.137,6.3495,12.8336666667,3.06066666666,2.91216666666,5.17966666666,5.25366666666,15.8371666667,6.59866666667
351.46,5.082,18.3695,15.2625,7.39116666668,4.152,6.37833333333,12.9928333333,3.14466666667,2.9655,5.30116666667,5.26966666667,16.0448333333,6.66183333333
351.83,5.12783333333,18.449,15.4,7.45066666665,4.29283333334,6.4375,13.16,3.23083333333,2.9945,5.3755,5.31075,16.147,6.70366666666
352.19,5.178,18.6731666667,15.519,7.57283333331,4.4145,6.602,13.3348333334,3.328,3.06283333333,5.47466666666,5.42058333333,16.2765,6.87283333333
352.55,5.39616666667,18.9583333333,15.7653333334,7.76383333332,4.58883333333,6.7905,13.5586666666,3.53083333333,3.219,5.62133333334,5.56708333333,16.4505,7.03066666666
352.92,5.41066666666,19.0075,15.7268333334,7.73516666669,4.63783333334,6.81033333333,13.5948333333,3.57716666667,3.23133333333,5.596,5.52908333334,16.5128333334,7.0245
353.28,5.49533333334,19.1431666666,15.8315,7.76716666669,4.67433333333,6.834,13.7478333334,3.602,3.225,5.62,5.5875,16.6268333333,7.10033333333
353.65,5.54533333333,19.1988333333,15.9285,7.79900000001,4.69833333334,6.8,13.8286666667,3.59033333333,3.18816666667,5.65616666666,5.59808333333,16.5898333333,7.0735
354.01,5.599,19.3033333334,15.9608333333,7.78333333332,4.77866666666,6.79916666667,13.8556666666,3.60316666667,3.221,5.65183333334,5.59891666667,16.6753333334,7.081
354.38,5.6405,19.4148333333,16.016,7.85983333332,4.81116666666,6.75266666667,13.8715,3.62616666667,3.215,5.67366666666,5.62066666667,16.7655,7.14983333333
354.74,5.72233333333,19.5585,16.1393333334,7.96383333335,4.87433333334,6.82266666667,14.036,3.738,3.247,5.722,5.65891666667,16.989,7.20816666667
355.11,6.008,19.8833333334,16.4195,8.19650000001,5.145,7.06983333333,14.3346666667,4.023,3.42216666667,5.928,5.8335,17.211,7.42033333333
355.47,6.0855,19.97,16.415,8.22883333335,5.17066666667,7.00166666666,14.4205,4.01383333334,3.4175,5.87616666667,5.89191666666,17.2105,7.4185
355.83,6.10466666667,20.11,16.4603333334,8.28633333335,5.142,7.01,14.466,4.00133333333,3.47666666667,5.879,5.94558333333,17.3033333333,7.4545
356.20,6.13633333333,20.2333333334,16.5866666667,8.37350000001,5.1365,7.04983333334,14.5803333333,4.04233333333,3.55866666667,5.93383333334,6.0375,17.4468333333,7.45666666667
356.56,6.0955,20.3661666667,16.6775,8.38816666667,5.15583333333,7.07566666667,14.6863333334,4.018,3.56316666667,5.9085,6.05075,17.5431666667,7.487
356.93,6.07183333333,20.3231666666,16.6846666667,8.39566666667,5.132,7.04783333333,14.6978333334,4.01016666666,3.549,5.91383333333,6.07233333334,17.4528333333,7.46933333333
357.29,6.14466666666,20.5308333333,16.8616666667,8.48883333335,5.237,7.18783333333,14.8525,4.098,3.66566666666,6.02483333333,6.16566666667,17.6345,7.56116666667
