wavelength,Back_UroStom,Belly_UroStom,Breast_UroStom,Crissum_UroStom,Crown_UroStom,DorTail_UroStom,Rump_UroStom,Throat_UroStom,WingTip_UroStom
190.95,-226.543111111,-132.222111111,-264.815,-238.271666667,-113.580222222,-112.963,-11.7283333333,-143.21,-90.741
191.33,-480.247,-237.901255556,-556.79,-413.580222222,-249.382777778,-232.098777778,-40.7408888889,-237.037222222,-144.444555556
191.71,-1496.29633333,-683.333255553,-1562.96288889,-1344.44444444,-788.888888887,-607.407333333,-122.222111111,-692.592666667,-264.814777778
192.09,419.999888889,226.740655556,397.037,370.370444444,258.518555556,221.481555556,138.518444444,233.333333333,122.592555555
192.47,350.980333333,214.836722222,338.562222222,324.182888889,210.457555556,194.771111111,109.150444445,217.647111111,115.032777778
192.85,761.111111111,492.361111111,694.444444445,718.055555556,445.833333333,434.722222222,168.055555555,470.833333333,227.777777778
193.23,6033.33333333,4113.33333333,5333.33333333,6422.22222222,3577.77777778,3655.55555556,1433.33333333,4122.22222222,1811.11111111
193.61,731.745888889,509.206333335,711.111111111,884.126888889,447.619,371.428777778,184.126888889,596.825444444,172.222388889
193.99,-4388.88888889,-2258.88888889,-3777.77777778,-6200.0,-2511.11111111,-1833.33333334,22.22222222,-3633.33333333,-272.222222223
194.37,480.246888889,261.358,418.518555556,714.814888889,233.333222222,190.123555556,17.284,361.728666667,24.6914444443
194.75,-713.888888889,-225.277777777,-677.777777777,-1383.33333333,-183.333333332,66.6666666667,372.222222222,-472.222222221,150.0
195.13,469.444444444,191.388888889,437.5,773.611111111,187.5,105.555555556,-76.3888888887,345.833333333,31.2500000001
195.51,662.963,195.555666667,501.851777779,1096.29633333,192.592666667,109.259222222,-107.407444444,518.518555556,31.4814444443
195.89,-3288.88888889,-501.11111111,-2177.77777778,-5911.11111111,-766.666666669,-422.222222221,1188.88888889,-2466.66666667,411.111111113
196.27,-140.740777778,86.6666,-92.5925555557,-358.333222222,12.9628888887,80.5555555557,198.148333333,-106.481444445,103.240666667
196.65,-153.594666667,34.9672999999,-96.0784444444,-294.771333333,-26.1437777778,32.68,93.4641111111,-108.496666667,73.202611111
197.03,3744.44444444,736.666666667,2777.77777778,6200.0,1355.55555555,433.333333332,-55.5555555533,2644.44444445,305.555555557
197.40,291.111111111,106.740744444,225.926,440.740666667,137.777666667,60.7407777779,74.0739999999,268.889,67.4073333333
197.78,283.703777778,104.592433333,208.148,441.481444444,139.259333333,87.4075555556,65.1852222222,258.518555556,57.0370000001
198.16,308.148222222,173.629677778,233.333444444,451.851888889,153.333333333,94.8149999999,99.2592222223,315.555444445,80.7407777779
198.54,606.944444444,320.138888889,401.38888889,813.888888889,245.833333333,184.722222222,173.611111111,622.222222222,170.138888889
198.92,425.0,237.685033333,263.888777778,551.851777778,152.777666666,163.888777778,173.148111111,476.851888889,169.907555555
199.30,-444.444555556,-91.296288889,-90.7407777777,-740.740666666,111.110999999,35.1853333333,75.9258888887,-585.185111111,-1.85183333333
199.68,-1333.33333333,-252.77777778,-188.888888889,-2100.0,361.111111111,-83.3333333343,244.444444443,-1727.77777778,-105.555555557
200.06,2611.11111111,1233.33333333,711.11111111,4411.11111111,-455.555555557,-55.5555555567,-488.888888889,3755.55555556,655.555555557
200.44,-288.888777778,-184.5679,-65.432,-509.876333333,96.2962222223,-12.3457777777,74.074111111,-435.802444444,-89.506111111
200.82,-205.555444445,-128.333288889,-17.5925555557,-316.666444444,82.4073333333,19.4446666667,82.4075555557,-329.629666666,-80.5556666667
201.19,-22.792,-1.85185555567,41.5954444445,-59.5442222223,65.2423333335,32.1936666667,71.51,-71.794888889,18.0911666668
201.57,-2.28766666667,13.5294111111,79.7384444446,-57.1893333334,102.614333333,53.9217777778,108.17,-38.2354444444,31.2090555556
201.95,7.576,45.8586666667,151.009888889,-93.4343333333,165.656444445,99.4948888889,171.717,-48.989888889,41.9192777778
202.33,40.2298888889,76.6284333334,151.724222222,-42.5290000001,166.283444444,93.1033333333,163.218222222,-22.6053333333,43.295
202.71,78.6325555553,132.1368,282.906222222,-179.487222222,323.931444444,176.068333333,316.239444444,-80.3420000001,39.7434999999
203.09,64.2857777777,148.015933333,287.301444444,-131.746,288.888777778,163.492222222,288.095111111,-50.7936666668,66.6667222222
203.47,-244.444444444,738.88888889,2466.66666667,-2844.44444444,2388.8888889,911.11111111,2544.44444444,-1944.44444444,-350.0
203.85,17.7777777779,-130.888888889,-497.777777779,648.88888889,-402.222222223,-226.666666667,-442.222222222,466.666666667,78.888888889
204.22,-16.0493333333,-73.0862777777,-154.320777778,184.567888889,-131.481555556,-66.6666666667,-110.493888889,145.061666667,15.432
204.60,10.7406666667,-31.2591444445,-77.0370000001,128.518555556,-52.222222222,-15.5554444445,-47.4074444443,111.111111111,27.036888889
204.98,-7.40733333333,-84.3827555556,-144.444444444,209.876666667,-96.9135555557,-35.8024444443,-109.259222222,145.679111111,29.9380555556
205.36,35.3175555555,-24.9602333333,-48.4127777778,183.333444444,-15.4759999999,2.381,-20.6348888888,120.635222222,52.7778333334
205.74,70.9876666667,-20.617311111,-42.5925555556,324.074111111,4.93822222233,5.55555555557,13.5802222222,229.629444444,122.839555556
206.12,133.333333333,-42.5398333337,-79.3648888889,801.587555555,11.11111111,-76.1904444444,-30.1586666669,549.206333334,305.555722222
206.50,81.4815555554,21.0186777777,7.40744444467,549.074,71.2963333333,-3.70366666677,62.037,336.111222222,216.203777778
206.87,55.5555555553,520.0,850.000000001,-2555.55555556,116.66666667,494.444444445,99.999999999,-1377.77777778,-513.88888889
207.25,13.888888889,291.944444445,319.444444443,-1319.44444444,136.111111112,261.111111111,69.4444444443,-694.444444445,-251.388888889
207.63,66.6665555557,-118.571433333,-104.761888889,850.793888889,-28.5714444457,-173.016,17.460333333,471.428555556,282.539722222
208.01,-86.6666666667,98.0,146.666666667,-1160.0,71.11111111,315.555555556,55.5555555558,-586.666666667,-303.333333333
208.39,-75.6944444445,-14.3055555556,24.3055555557,-386.805555556,-20.138888889,49.3055555557,-4.16666666677,-204.861111111,-133.333333333
208.77,-3.50866666667,24.2105444445,36.5496666668,-149.415111111,23.3917777777,51.7543333335,21.9296666667,-51.7543333335,-26.1697222222
209.14,-24.6913333336,26.6048333332,61.1112222222,-331.481555556,46.913777778,94.4444444447,3.7037777778,-129.012444444,-76.5432222222
209.52,40.6250000001,53.1250000001,85.4166666666,-119.791666667,87.1527777777,106.597222222,40.9722222222,-29.8611111111,-3.2986111111
209.90,61.3635555557,58.3333444443,83.8384444444,-46.4646666666,85.6061111112,93.1816666667,65.1515555557,3.28288888887,25.5052222222
210.28,48.6372222222,50.4611888889,65.6184444443,-33.3335555557,66.8763333335,65.8283333332,39.8322222222,-4.61211111113,18.8679444444
210.66,39.6297777778,52.0743333334,60.7407777779,-6.29633333343,69.4446666665,65.5555555555,36.6666666667,4.44444444444,18.7038333333
211.03,34.6937777778,45.8730666667,52.6077777778,-18.3673333334,72.5623333332,68.7074444446,27.8911111111,-16.3265555556,2.15422222223
211.41,37.1111111111,49.6888888889,68.6666666666,-5.77777777767,82.0,82.0,40.2222222222,-14.6666666667,12.2222222222
211.79,40.6392222222,47.9754555556,64.5356666668,12.7852222223,72.9070000001,65.9055555557,44.2921111111,1.52222222223,34.8554444445
212.17,52.3428888889,59.5447888889,71.0845555557,25.568888889,78.5808888889,67.4698888889,51.0038888889,14.1902222222,40.1607222222
212.55,64.8146666667,69.6692444445,77.3810000001,40.7408888889,91.0054444444,82.5397777777,61.508,32.5396666667,51.7857222222
212.92,69.8197777779,75.9309444444,83.6336666668,51.2012222222,100.450333333,92.042111111,67.2673333333,30.03,54.5044444445
213.30,75.702111111,73.6629444444,81.0743333334,53.2354444443,94.6274444442,85.592111111,68.6202222222,39.5604444444,56.9597222222
213.68,87.8654444445,85.7310222222,85.0876666668,54.9707777777,98.9765555554,91.9588888888,77.1931111111,44.5907777778,59.2835
214.06,99.194888889,97.2947555557,91.3044444445,61.1915555556,112.882333333,106.119111111,85.1852222221,52.8178888889,65.8615
214.44,106.666555556,99.4188222223,94.5299999999,61.7095555556,120.854888889,111.966,85.1283333332,59.3162222222,72.3077777779
214.81,105.299111111,91.3848444444,84.6154444445,39.1454444443,105.469888889,103.247777778,81.1966666667,54.8716666667,68.4616666668
215.19,96.921111111,84.4043666667,79.5182222222,37.7507777778,95.3145555557,92.3694444446,77.5101111111,54.6185555556,72.0211666667
215.57,103.75,87.1388888888,79.7222222223,33.1944444445,87.0833333332,89.5833333333,74.4444444445,61.1111111111,73.3333333333
215.95,112.108111111,92.4787444444,83.7608888888,40.8833333333,94.8717777779,90.5983333334,73.5043333333,73.9314444444,75.6409444444
216.32,110.256555555,89.5725555553,74.7009999999,29.2305555556,89.5725555554,84.7865555556,67.1794444444,69.2307777778,66.1538333333
216.70,96.8013333332,83.7204666667,66.8350000001,20.5385555555,79.6295555556,71.212,55.8921111111,54.5455555556,57.6598888889
217.08,92.9985555555,80.4867777776,72.9072222222,27.3973333333,78.9953333332,73.3637777778,58.2953333333,63.1658888889,61.9483333333
217.46,76.6011111111,68.1178,66.9282222222,25.621,68.3661111112,63.7908888889,52.8104444444,55.2941111111,53.0066111111
217.83,70.3283333333,65.3788444445,70.9594444444,22.7274444445,69.8232222221,61.8686666667,55.3028888889,55.5555555555,55.1765555556
218.21,64.2856666667,65.7011666667,72.0901111111,16.0052222222,65.343888889,58.8624444444,50.1321111111,55.2908888889,51.3889444444
218.59,67.9894444445,75.6878333333,82.0105555555,17.328,69.9735555557,64.6825555556,60.9786666667,60.3174444444,56.4154444445
218.97,73.7237777778,80.8858555556,89.9397777779,25.3754444444,83.9339999999,72.3724444445,67.8677777778,62.3122222222,63.8137777778
219.34,72.7597777778,86.4516,97.1325555557,18.6383333333,87.9927777778,84.7671111111,67.0251111111,70.0716666667,57.7059444445
219.72,53.0517777778,68.4664222222,74.4913333333,12.5195555556,73.2394444445,63.0671111112,47.8872222222,49.4524444444,40.9235
220.10,39.7434444445,54.5158555555,62.9628888889,2.5641111111,55.9828888889,50.4274444446,39.3163333333,29.4872222222,33.1908333333
220.47,42.5326666666,55.6630222222,60.932,10.1552222222,56.9892222222,58.900888889,39.307,36.2006666667,40.0834444444
220.85,39.719,51.571,59.6423333333,2.93755555557,49.5528888889,57.2158888888,36.1431111111,32.4393333333,39.0166111111
221.23,37.8086666667,53.6112444445,56.0184444444,-12.6541111111,44.29,53.7038888889,27.778,23.3025555556,31.5585
221.61,20.8333333333,77.5,54.5138888888,-76.7361111111,38.5416666668,60.4166666665,6.94444444443,-5.90277777777,7.8125
221.98,12.6983333333,72.7777666669,28.5715555554,-107.936444444,12.6984444446,62.6983333332,-7.14288888889,-45.6350000001,-6.94433333333
222.36,6.81011111109,72.3657000002,30.8242222221,-82.0788888889,15.4122222223,70.2509999999,10.0358888889,-40.1433333333,10.9318888888
222.74,-6.06055555553,79.848522222,24.7474444446,-70.7072222222,32.8283333332,123.232222222,10.1008888889,-71.7172222221,19.4444999999
223.11,-2.88066666666,73.4569000001,13.9917777779,-42.3868888889,10.6995555556,104.115222222,12.7572222222,-52.6747777777,14.1975000001
223.49,17.284,141.049422222,27.1606666666,-14.1974444444,16.0492222222,125.308777778,39.5062222222,-69.753111111,52.4690555554
223.87,94.1797777778,182.381011111,90.4763333333,48.6774444444,91.0053333331,187.301555555,107.407444445,7.93644444453,108.730111111
224.24,112.820444444,275.555522222,118.803222222,42.7351111111,120.512777778,313.675111111,135.897333333,43.5897777777,141.8805
224.62,105.983111111,278.375955555,118.803333333,27.3503333332,123.076888889,258.119555556,136.752111111,45.2991111113,111.965888889
225.00,96.2963333336,172.551355556,84.7736666665,55.1438888889,102.880777778,161.317111111,96.7077777779,75.3085555554,71.605
225.38,80.0000000002,172.0,72.8888888889,23.5555555555,90.6666666664,142.222222222,64.4444444445,72.8888888887,60.888888889
225.75,68.2926666667,120.650188889,59.0785555555,19.5123333333,63.6857777777,107.317111111,46.6125555555,64.4985555556,66.6665
226.13,63.8891111111,104.844111111,69.7917777778,34.3752222222,72.5696666667,93.5766666667,57.1181111111,78.4722222222,68.3162222222
226.51,59.6343333333,90.0141888889,61.0407777778,35.4427777778,70.0422222223,77.4965555556,52.7425555556,71.7298888889,66.2446111111
226.88,45.4213333333,71.3675777778,45.6653333333,13.431,51.1597777778,50.0612222222,35.4091111111,58.364,45.1770555556
227.26,39.8147777778,62.824,45.6017777778,4.62977777777,47.8008888889,46.1806666666,29.2825555555,55.0925555556,41.3194444445
227.64,32.58,45.5555333333,34.8397777778,-1.13000000001,35.4988888889,42.938,21.3747777778,44.7268888889,29.5668888889
228.01,24.5013333333,36.1253666667,27.4455555555,-12.9153333333,26.4956666667,36.6572222222,13.2004444444,36.7521111111,23.5043333333
228.39,31.2604444445,42.7943222222,29.9336666667,-1.90711111112,32.0894444444,39.7182222222,22.2223333334,36.8158888889,25.6217777778
228.76,24.0465555556,35.5474444444,23.1343333333,-6.30188888889,24.7926666667,36.3182222222,16.3351111111,28.3582222222,18.0347222222
229.14,18.9682222222,33.1111,21.2698888889,-8.88877777778,23.7302222222,32.6984444445,15.3173333333,21.1111111111,17.619
229.52,25.5143333333,36.5088111111,25.8574444444,4.59555555556,28.5322222222,37.6545555556,25.7887777778,25.6515555556,22.9765
229.89,21.4946666667,32.4074222222,23.2805555555,1.78566666666,26.521,31.9445555556,22.1561111111,21.4287777778,17.9562777778
230.27,12.0773333333,22.5050222222,8.83377777776,-5.5211111111,17.5293333333,20.566,8.62666666668,12.7674444444,8.14355555557
230.65,8.17188888889,17.3762777778,2.0788888889,-13.6202222222,9.60566666667,15.6271111111,1.79200000001,5.51977777778,-2.25816666667
231.02,7.85188888888,18.074,2.14800000002,-12.3703333333,8.37033333333,15.4072222222,3.48144444444,2.29633333333,-2.96288888889
231.40,14.2338888889,26.1583777778,6.75377777777,-5.08366666667,12.9992222222,18.3731111111,12.0553333333,7.1171111111,1.16188888889
231.78,18.4264444445,32.6777222222,10.49,3.03655555554,21.0491111111,21.118,16.7702222222,11.111,8.2125
232.15,20.6443333333,32.8599444444,11.2426666667,9.40177777777,23.8001111111,23.2085555555,19.1322222222,11.1766666667,8.7443888889
232.53,23.5016666667,31.6970666667,12.9293333333,14.4782222222,23.8385555556,26.1954444445,18.7877777778,14.9495555555,11.9867222222
232.90,28.1482222222,31.1515666667,17.1715555555,15.7574444444,22.6936666666,27.2053333333,18.653,14.6801111111,14.2423333333
233.28,26.0898888889,24.7185,11.3218888889,13.1504444444,14.9085555555,24.4023333333,11.0407777778,10.408,9.0717222222
233.66,23.2131111111,19.6036,9.62488888888,8.13866666668,10.6156666667,22.5761111111,6.44022222221,7.43111111111,5.34322222223
234.03,23.8785555556,18.7507777778,9.73077777778,10.2137777778,10.49,22.4294444444,6.6251111111,7.52255555555,5.21027777777
234.41,25.6681111111,17.3979777778,14.8383333333,7.03266666666,9.00133333333,25.3166666667,8.50922222221,6.25877777777,4.39533333333
234.78,25.4657777778,16.4457666667,16.7012222222,9.31677777778,11.7323333333,26.5697777778,8.97144444443,8.83377777777,6.03866666667
235.16,28.1858888889,17.0934888889,20.2133333333,13.9361111111,15.3172222222,30.9478888889,12.1783333333,15.568,10.6401111111
235.54,25.4938888889,11.5926666667,17.7777777778,14.0123333333,13.2715555555,30.0001111111,9.321,14.5678888889,10.7715
235.91,19.5925555556,2.64299999999,9.99333333334,6.50900000001,4.33933333337,24.5233333333,2.30122222222,7.16633333333,2.49838888889
236.29,18.889,5.6731111111,12.2221111111,5.8821111111,4.37900000002,25.817,3.987,10.915,5.19605555557
236.66,10.6482222222,-1.13753333333,9.45744444444,-1.58733333333,-0.06622222222,20.4365555556,0.661333333336,6.15077777778,-1.35605555556
237.04,7.29777777777,0.236655555557,8.08688888889,-0.197222222223,4.20766666667,21.3017777778,2.89288888889,8.48122222223,-0.361666666667
237.41,6.61533333334,1.42566666667,11.368,-0.706555555557,7.83577777778,21.4514444445,3.59677777778,8.92744444443,0.963333333333
237.79,8.82344444446,5.19604444443,14.5752222222,4.5752222222,12.6143333333,24.706,6.4051111111,13.0065555556,5.13077777777
238.17,11.7182222222,10.1944555556,18.0326666667,12.1434444444,15.9685555555,29.3867777778,12.5076666666,17.4256666667,8.37905555557
238.54,16.0065555556,15.4675333333,21.2871111111,17.4917777778,20.6268888889,32.2332222222,15.2364444444,20.517,12.5137222222
238.92,22.8202222222,22.8850222222,25.7098888889,22.2222222222,25.2616666667,33.8813333333,18.8341111111,26.1583333333,19.6313888889
239.29,22.646,24.6656777778,24.9998888889,22.2223333333,25.565,33.7098888889,17.1845555555,26.695,21.9398888889
239.67,19.4985555556,23.6315555556,22.2654444445,18.0287777778,22.3518888889,30.6096666667,14.3104444444,22.8274444444,20.1256111111
240.04,18.8998888889,24.1711666667,25.2861111111,17.8293333333,21.7422222222,28.9774444445,16.2052222222,23.0344444444,22.056
240.42,14.4871111111,19.2526666667,21.0422222222,14.5526666667,16.0275555556,23.6316666667,11.7666666667,19.0102222222,18.2072222222
240.79,13.8461111111,18.8576777778,18.8318888889,14.2164444444,14.7008888889,22.2791111111,9.97155555553,17.8917777778,18.7891111111
241.17,11.1365555556,15.3126222222,15.2366666667,11.3897777778,11.0352222222,18.7041111111,6.53,14.9835555555,15.8567222222
241.54,12.3311111111,15.4990444444,15.098,12.2438888889,11.438,18.7145555556,8.47488888888,16.6667777778,16.8736666667
241.92,12.0207777778,14.6323888889,14.5954444444,10.995,10.9563333333,17.4216666667,8.09133333334,15.7374444444,16.5696666667
242.29,12.0651111111,13.9691444444,14.538,10.4223333333,10.6517777778,17.0992222222,7.45444444444,14.2201111111,16.6401666667
242.67,11.2627777778,13.3064333333,14.2136666667,10.5882222222,9.40833333334,15.984,6.47455555555,13.1174444444,16.3293888889
243.05,7.89222222223,10.2957444444,11.8137777778,8.59455555555,6.02944444444,13.7582222222,3.87233333334,10.1307777778,13.1453888889
243.42,7.77777777777,9.95464444444,12.0971111111,8.76355555556,5.88411111111,13.4271111111,3.95933333333,9.98444444444,12.543
243.80,7.53477777778,9.06016666665,12.2727777778,8.78788888889,5.655,12.1502222222,3.74444444445,9.99544444444,11.5849444444
244.17,8.56677777777,9.3889,12.5265555556,9.6811111111,6.745,12.5114444444,4.246,10.9756666667,11.9168888889
244.55,8.96566666667,9.2602111111,12.117,9.61677777777,7.58977777778,12.8275555556,4.12788888889,11.2295555556,11.9098888889
244.92,9.31077777777,8.91552222222,12.2503333333,9.77511111111,8.04488888889,11.8283333333,4.23344444445,10.7033333333,11.7157777778
245.30,10.5195555556,10.0256888889,12.886,10.7124444444,8.83488888889,12.4485555556,5.60688888889,11.3168888889,12.9437222222
245.67,9.88322222222,9.73411111112,12.041,10.5271111111,8.50033333333,12.375,4.92377777778,10.4673333334,12.5597222222
246.05,9.11633333332,9.23624444446,11.54,10.4783333333,7.76488888889,12.1086666667,4.56877777778,9.513,11.8190555555
246.42,8.47166666667,8.43310000001,10.6761111111,9.93455555555,7.31511111111,11.7341111111,4.25066666667,9.35133333332,11.1950555555
246.79,7.82666666666,7.75692222222,9.7448888889,9.28355555556,6.74077777778,11.0838888889,4.23455555556,8.78577777778,10.5863888889
247.17,8.90744444444,8.6368,10.6167777778,9.28433333333,7.80133333333,12.2171111111,5.85711111111,9.8541111111,11.8274444444
247.54,9.40966666667,9.268,10.7073333333,9.58388888888,8.167,12.3614444445,6.52888888889,10.3356666667,12.3376666667
247.92,10.264,10.2074777778,11.0881111111,9.80644444446,8.91322222222,13.2478888889,7.19622222222,10.5998888889,13.1791666667
248.29,9.58544444443,9.61705555555,10.2726666667,9.36633333332,8.256,12.7048888889,6.54122222222,9.69099999999,12.6707777778
248.67,10.1903333333,10.4626111111,11.4108888889,10.2351111111,8.75255555556,12.7732222222,7.08277777778,10.2126666667,13.2601111111
249.04,10.622,11.4036888889,12.0662222222,10.6221111111,9.06311111111,13.61,7.64188888889,11.05,13.7550555556
249.42,10.5988888889,11.8387333333,12.5281111111,10.815,9.52599999999,13.8648888889,7.909,11.4632222222,14.0131666667
249.79,10.4727777778,11.8048666667,12.8162222222,10.7498888889,9.49866666667,13.6474444445,8.03744444444,11.5897777778,13.8405
250.17,10.6107777778,12.4306111111,12.6945555555,10.3648888889,9.39122222223,13.6865555556,8.49944444444,12.0937777778,14.328
250.54,10.5161111111,12.7579111111,13.0232222222,10.0186666667,9.16011111111,13.1792222222,8.40866666667,12.2134444445,14.7840555555
250.92,11.7198888889,14.3897777778,14.4124444444,11.0597777778,10.6571111111,14.5464444444,9.55322222223,13.8554444445,15.8827222222
251.29,11.0786666667,14.1570555556,14.3196666667,11.4035555556,10.4823333333,13.8971111111,8.96477777778,13.6367777778,15.6367777778
251.66,10.4962222222,13.8799,14.2967777778,10.8874444444,10.0044444444,13.7714444444,8.56255555556,13.0896666667,15.4090555556
252.04,10.1142222222,13.5540888889,14.0793333334,11.2904444444,9.78944444445,13.7322222222,8.378,13.7096666667,15.0368333333
252.41,9.591,13.2574111111,14.0511111111,10.7983333333,9.87033333331,13.5032222222,7.85833333333,14.0957777778,14.4367777778
252.79,8.49211111111,12.2471888889,13.2426666667,10.2721111111,9.33088888889,13.4126666667,7.49444444444,13.4241111111,13.7243333333
253.16,8.67488888889,12.1130777778,12.8187777778,10.0523333333,9.32377777779,13.422,7.39977777778,13.4107777778,13.6156666667
253.54,9.288,12.3207888889,13.3355555556,10.4804444445,9.70077777778,13.8398888889,7.56788888889,13.5764444444,13.7655
253.91,10.148,13.3707222222,14.2473333333,11.0875555555,10.3828888889,14.3528888889,8.32744444444,14.1414444444,14.0533888889
254.28,10.9573333333,13.9775888889,15.7212222222,12.1746666667,11.5133333334,15.2717777778,8.91266666668,15.2244444444,14.3436666667
254.66,12.1091111111,14.4672222222,16.4113333333,13.4762222222,12.0735555556,16.0904444444,10.089,16.0783333333,14.5454444444
255.03,11.5035555556,13.4744888889,15.5751111111,12.4111111111,11.4175555556,14.8392222222,9.50455555556,15.3175555556,13.5699444445
255.41,12.399,14.1010333333,16.0857777778,13.523,11.9444444444,15.2651111111,10.0632222222,15.9974444444,14.11
255.78,11.8954444444,13.2077888889,15.5685555556,13.6208888889,11.6208888889,14.6928888889,9.25511111112,15.8693333334,13.4117222222
256.15,11.2864444444,12.2814111111,15.48,13.0665555555,10.6121111111,13.9157777778,8.44122222222,15.0891111111,12.8642222222
256.53,13.1637777778,13.3109888889,16.5275555556,14.3158888889,11.4024444444,15.9981111111,10.2633333333,16.011,14.6338333333
256.90,13.9894444444,14.1453333333,16.0131111111,13.6878888889,11.4127777778,16.3397777778,10.9602222222,16.3524444445,15.1518888889
257.28,13.9735555556,13.9386444444,16.5791111111,14.1138888889,11.7421111111,16.6958888889,12.0225555556,16.0533333333,15.4048888889
257.65,13.3041111111,13.3009666667,15.9963333333,13.5851111111,11.1527777778,16.0065555556,11.6618888889,15.2686666667,15.2531666667
258.02,12.0697777778,11.953,14.4802222222,12.3437777778,10.043,14.8908888889,10.2803333333,13.9687777778,14.3293333333
258.40,11.0557777778,10.8251222222,13.3698888889,11.4598888889,9.17722222222,14.1703333333,9.28044444443,12.7912222222,13.7542222222
258.77,10.1561111111,10.3353444444,12.4355555556,10.4696666667,8.78988888889,13.481,8.55288888889,12.0102222222,13.2615555555
259.15,9.30311111111,9.90636666665,12.0868888889,9.90366666667,8.23311111111,13.1383333333,8.01411111111,11.3924444444,12.9253888889
259.52,8.77100000001,9.48186666667,11.4861111111,9.13422222222,7.69144444444,12.889,7.48688888889,10.8553333333,12.3042777778
