wavelength,Back_UroStom,Belly_UroStom,Breast_UroStom,Crissum_UroStom,Crown_UroStom,DorTail_UroStom,Rump_UroStom,Throat_UroStom,WingTip_UroStom
367.11,5.66455555556,17.8447555556,24.7275555555,7.447,5.12755555556,7.11855555556,4.85244444444,29.3301111111,6.77294444444
367.47,5.58166666667,17.874,24.7822222222,7.40688888889,5.08488888889,7.15855555555,4.81111111111,29.4195555555,6.73133333333
367.84,5.56355555556,17.8772333333,24.6886666667,7.38788888889,5.08844444444,7.11355555556,4.77655555556,29.4035555556,6.63338888889
368.20,5.32044444444,17.7145555556,24.5758888889,7.14822222222,4.88866666667,6.91611111111,4.57855555556,29.2674444445,6.40505555556
368.56,5.30877777778,17.7816888889,24.6672222222,7.19733333333,4.93722222222,6.95322222222,4.63277777778,29.276,6.50138888889
368.93,5.39866666667,17.8351444444,24.7085555555,7.38133333333,5.09533333333,7.07911111111,4.74122222222,29.395,6.66716666667
369.29,5.35255555556,17.8237,24.7035555556,7.41166666667,5.034,7.07488888889,4.69311111111,29.3685555555,6.68088888889
369.65,5.38144444444,17.8998222222,24.8067777778,7.48455555556,5.09544444444,7.20522222222,4.75111111111,29.5488888889,6.7635
370.01,5.194,17.6843444444,24.7226666667,7.30322222222,4.921,7.075,4.573,29.553,6.58338888889
370.38,5.07477777778,17.5642555556,24.672,7.24022222222,4.832,6.96622222222,4.50622222222,29.4522222222,6.4895
370.74,5.11766666667,17.5790888889,24.707,7.29466666667,4.84588888889,6.96877777778,4.52255555555,29.491,6.50561111111
371.10,5.20077777778,17.6999777778,24.8302222222,7.32822222222,4.96355555556,7.11555555556,4.60711111111,29.5163333333,6.60616666667
371.46,5.37666666667,17.7705,24.8941111111,7.48422222222,5.10966666667,7.17166666667,4.69644444444,29.5338888889,6.71255555556
371.83,5.32144444445,17.7387888889,24.9237777778,7.41233333333,4.99111111111,7.05333333334,4.597,29.4792222222,6.67044444444
372.19,5.34466666667,17.7188111111,24.9235555555,7.43711111111,4.985,7.09,4.56344444444,29.4175555556,6.69727777778
372.55,5.32177777778,17.6732333333,24.8843333334,7.39866666667,4.87166666667,7.03922222222,4.51333333333,29.4857777778,6.60516666667
372.92,5.23188888889,17.6690555556,24.9181111111,7.278,4.82155555555,6.911,4.41088888889,29.4903333334,6.50311111111
373.28,5.16744444444,17.6605111111,24.9214444444,7.14366666667,4.75333333333,6.79166666667,4.34666666667,29.4564444444,6.40966666667
373.64,5.20888888889,17.7152333333,24.9784444445,7.15344444444,4.79577777778,6.74622222222,4.38133333333,29.462,6.39833333333
374.00,5.33944444444,17.8635777778,25.0625555556,7.21911111111,4.88344444444,6.82477777778,4.50188888889,29.5298888889,6.54044444444
374.37,5.40833333334,17.9643777778,25.1103333333,7.27433333333,4.93277777778,6.91033333333,4.57488888889,29.6777777778,6.64472222222
374.73,5.25166666667,17.9183222222,25.1422222222,7.14855555556,4.76011111111,6.80211111111,4.47555555556,29.6152222222,6.54961111111
375.09,5.313,17.9992222222,25.2572222222,7.24411111111,4.82666666667,6.80566666667,4.49633333333,29.7388888889,6.65144444444
375.45,5.23277777778,18.0221444444,25.3111111111,7.12244444445,4.75144444444,6.78288888889,4.39188888889,29.905,6.536
375.81,5.18077777778,18.0345444444,25.3713333333,7.07688888889,4.75033333333,6.83544444444,4.43566666666,29.9868888889,6.51338888889
376.18,5.16366666667,18.0880888889,25.4323333333,7.06855555556,4.75133333333,6.85888888889,4.50988888889,30.1196666667,6.49038888889
376.54,5.07011111111,17.9936555556,25.3463333333,6.93922222222,4.64733333333,6.74955555556,4.39844444444,30.0561111111,6.30416666667
376.90,4.99822222222,17.9709333333,25.259,6.79988888889,4.52122222222,6.69266666667,4.32211111111,30.0197777778,6.20105555556
377.26,5.05488888889,18.0444,25.348,6.91844444445,4.64744444444,6.79888888889,4.40066666667,30.1818888889,6.30888888889
377.63,5.03488888889,18.0308444444,25.3901111111,6.96233333333,4.63866666667,6.761,4.34477777778,30.2387777778,6.35155555556
377.99,5.00533333334,18.0415777778,25.468,7.03255555556,4.60677777778,6.74355555556,4.31277777778,30.2677777778,6.33111111111
378.35,4.94722222222,17.9807555556,25.4465555556,6.92544444444,4.52555555556,6.65988888889,4.25466666667,30.2231111111,6.24438888889
378.71,5.04411111111,18.0661,25.494,7.01366666667,4.59266666667,6.72077777778,4.34477777778,30.3614444444,6.322
379.07,5.01633333333,18.0324888889,25.4593333333,6.96044444445,4.59333333333,6.737,4.34522222222,30.3257777778,6.25005555555
379.44,5.00644444444,17.9950666667,25.431,6.97011111111,4.588,6.721,4.39722222222,30.2867777778,6.31638888889
379.80,5.045,18.0289777778,25.344,7.01066666667,4.59366666667,6.70344444445,4.38433333333,30.2625555556,6.34388888889
380.16,5.11355555556,18.1256555556,25.3898888889,7.06755555556,4.61888888889,6.724,4.39822222222,30.3137777778,6.41672222222
380.52,5.11977777778,18.2056444445,25.4062222222,7.04777777778,4.58044444444,6.74866666667,4.41355555555,30.3856666667,6.48022222222
380.88,5.237,18.2860555555,25.5688888889,7.22277777778,4.69122222222,6.87144444445,4.52222222222,30.4788888889,6.60811111111
381.24,5.28788888889,18.3263666666,25.6213333333,7.276,4.695,6.91433333334,4.54944444445,30.5201111111,6.61444444445
381.61,5.29277777778,18.3665333333,25.6277777778,7.30811111111,4.69655555556,6.97111111111,4.615,30.5856666667,6.6205
381.97,5.331,18.4376666667,25.5964444445,7.27777777778,4.709,6.99744444444,4.64633333333,30.6418888889,6.60016666667
382.33,5.426,18.5860777778,25.7666666667,7.39855555555,4.843,7.12333333334,4.75722222222,30.8037777778,6.70505555555
382.69,5.46644444444,18.6586666666,25.835,7.43466666667,4.89766666667,7.15422222222,4.74944444445,30.8595555556,6.71705555556
383.05,5.39055555556,18.6391555556,25.7772222222,7.37477777778,4.79988888889,7.04022222222,4.674,30.8367777778,6.66577777778
383.41,5.438,18.7043444444,25.8565555555,7.39522222222,4.809,7.059,4.67555555556,30.8386666667,6.65105555556
383.77,5.49711111111,18.7579222222,25.9932222222,7.38055555556,4.87088888889,7.05033333333,4.72355555556,30.961,6.67438888889
384.14,5.47966666666,18.7694888889,25.9712222222,7.38744444444,4.90244444444,7.02166666667,4.717,30.9834444445,6.63883333333
384.50,5.57577777778,18.7775888889,26.0305555556,7.50222222222,5.02933333333,7.07333333334,4.761,31.0133333333,6.72488888889
384.86,5.52333333333,18.7375666667,26.0192222222,7.44444444445,5.00522222222,6.98688888889,4.73022222222,30.9986666667,6.69827777778
385.22,5.52166666666,18.7686222222,26.0845555556,7.39544444444,4.97566666667,6.92755555556,4.70222222222,31.0438888889,6.695
385.58,5.50733333334,18.7614222222,26.1167777778,7.39755555555,4.95144444444,6.91877777778,4.67133333333,31.076,6.67444444445
385.94,5.53122222222,18.7972444444,26.1891111111,7.49933333333,5.00444444445,6.93744444445,4.68122222222,31.0813333333,6.71983333333
386.30,5.48088888889,18.7238333334,26.1413333334,7.51166666667,4.95477777778,6.86888888889,4.618,31.0681111111,6.67194444445
386.66,5.44522222222,18.6993333333,26.1456666667,7.48455555556,4.90688888889,6.85722222222,4.59288888889,31.1046666667,6.61727777778
387.03,5.479,18.7410111111,26.2325555556,7.52244444444,4.93077777778,6.87955555556,4.63044444444,31.142,6.58577777778
387.39,5.47533333333,18.7736444445,26.2904444444,7.55988888889,4.94555555556,6.93577777778,4.66266666667,31.2663333334,6.60661111111
387.75,5.49255555555,18.7864555556,26.3455555556,7.65088888889,4.94911111111,7.00711111111,4.66177777778,31.2996666667,6.63138888889
388.11,5.51977777778,18.8157,26.468,7.66366666667,4.96311111111,7.04866666667,4.70922222222,31.4284444445,6.64627777778
388.47,5.48788888889,18.8812777778,26.5862222222,7.68555555556,4.96877777778,7.07566666667,4.73311111111,31.5454444444,6.62966666667
388.83,5.51122222222,18.9212222222,26.6546666667,7.72,4.99211111111,7.143,4.77355555556,31.6336666667,6.64966666667
389.19,5.47544444444,18.8593111111,26.6054444445,7.69755555556,4.95733333333,7.14911111111,4.75688888889,31.6738888889,6.59555555555
389.55,5.51611111111,18.9074666667,26.6854444444,7.70566666667,5.01922222222,7.22288888889,4.81533333334,31.7716666667,6.642
389.91,5.48455555555,18.8956777778,26.7111111111,7.64133333333,4.97588888889,7.23944444445,4.81611111111,31.7898888889,6.63211111111
390.27,5.47255555555,18.9214111111,26.7882222222,7.59344444444,4.97088888889,7.22944444444,4.83444444445,31.8511111111,6.64505555556
390.63,5.41077777778,18.8919333333,26.775,7.51733333333,4.90655555555,7.173,4.77655555556,31.8307777778,6.63
391.00,5.41533333333,18.9151666666,26.8453333333,7.48555555555,4.91044444445,7.19522222222,4.77588888889,31.9121111111,6.65033333333
391.36,5.37911111111,18.9067777778,26.8242222222,7.44066666667,4.88111111111,7.10611111111,4.71988888889,31.8431111111,6.60755555556
391.72,5.33966666667,18.9453555556,26.8837777778,7.43566666667,4.86133333333,7.05566666667,4.70144444445,31.9305555555,6.58627777778
392.08,5.26966666667,18.8792777778,26.8112222222,7.39355555556,4.78644444444,6.96855555556,4.61577777778,31.8461111111,6.534
392.44,5.23777777778,18.8466555556,26.724,7.36466666667,4.74411111111,6.92511111111,4.56866666667,31.7901111111,6.50861111111
392.80,5.21177777778,18.8155222222,26.6912222222,7.30766666667,4.67566666667,6.84488888889,4.50233333333,31.7668888889,6.44105555555
393.16,5.16844444445,18.8076888889,26.6795555555,7.26022222222,4.62588888889,6.82288888889,4.45522222222,31.7654444444,6.41366666667
393.52,5.16733333333,18.8479222222,26.726,7.31488888889,4.61422222222,6.77711111111,4.45033333333,31.7676666667,6.41505555555
393.88,5.176,18.8322888889,26.7321111111,7.28988888889,4.63488888889,6.73711111111,4.46922222222,31.7855555556,6.39977777778
394.24,5.22633333333,18.8969777778,26.803,7.37755555556,4.67488888889,6.81077777778,4.51555555556,31.8143333333,6.44461111111
394.60,5.27677777778,18.9577333333,26.8378888889,7.455,4.72877777778,6.82433333333,4.56,31.8606666666,6.47538888889
394.96,5.29155555556,18.9622,26.821,7.526,4.75088888889,6.85055555555,4.58966666667,31.88,6.49983333333
395.32,5.27533333333,18.9737333333,26.8566666667,7.53577777778,4.75888888889,6.88188888889,4.58466666667,31.974,6.50638888889
395.68,5.28055555556,18.9653,26.7787777778,7.52277777778,4.73411111111,6.89555555555,4.57633333333,31.9011111111,6.50716666667
396.04,5.36888888889,19.0969666667,26.9028888889,7.63933333333,4.81777777778,6.967,4.66222222222,32.0683333333,6.61216666667
396.40,5.45566666667,19.2139222222,27.0305555556,7.71666666667,4.89344444444,7.05466666667,4.76922222222,32.16,6.70094444444
396.76,5.47144444444,19.2456222222,27.0748888889,7.77944444445,4.92444444445,7.06077777778,4.80833333333,32.197,6.722
397.12,5.51688888889,19.2745,27.1518888889,7.868,4.96766666667,7.06144444444,4.83077777778,32.2384444445,6.75838888889
397.48,5.40888888889,19.148,27.0585555555,7.70088888889,4.86033333333,6.95622222222,4.73188888889,32.1152222222,6.58877777778
397.84,5.36844444444,19.1819555555,27.0402222222,7.70711111111,4.79511111111,6.92944444445,4.66955555555,32.208,6.55605555556
398.20,5.28166666667,19.1503777778,26.98,7.62011111111,4.72711111111,6.79233333333,4.55577777778,32.1816666667,6.44377777778
398.56,5.30877777778,19.1609444445,27.0702222222,7.632,4.76933333333,6.84244444445,4.60122222222,32.201,6.46783333333
398.92,5.32422222222,19.196,27.1071111111,7.65433333333,4.78388888889,6.82266666667,4.628,32.2496666667,6.50216666667
399.28,5.31566666667,19.1807222222,27.1231111111,7.66222222222,4.77133333333,6.77,4.65022222222,32.2683333333,6.52566666667
399.64,5.30888888889,19.1936666667,27.1914444444,7.64855555555,4.79133333333,6.74622222222,4.70666666666,32.3213333334,6.52827777778
400.00,5.273,19.1522888889,27.1788888889,7.61844444445,4.744,6.70755555556,4.66522222222,32.2675555556,6.45122222222
400.36,5.29111111111,19.1639333334,27.2595555556,7.62911111111,4.76033333333,6.696,4.667,32.3104444444,6.43261111111
400.72,5.33744444444,19.2249888889,27.3065555555,7.68633333333,4.81922222222,6.76177777778,4.712,32.4074444444,6.47822222222
401.08,5.365,19.3025666666,27.3841111111,7.73677777778,4.86466666667,6.81788888889,4.76677777778,32.4592222222,6.53888888889
401.44,5.46377777778,19.4652111111,27.4921111111,7.86277777778,4.96466666667,6.88988888889,4.81011111111,32.6903333333,6.67616666667
401.80,5.47722222222,19.5289333333,27.5742222222,7.89344444445,5.01444444444,6.89744444444,4.83155555556,32.7255555556,6.70166666667
402.16,5.56533333334,19.5867444444,27.6438888889,7.96655555556,5.07222222222,6.97766666667,4.92433333333,32.8277777778,6.76988888889
402.52,5.53822222222,19.602,27.6296666667,7.94644444444,5.04055555556,6.967,4.92755555555,32.868,6.73616666667
402.88,5.464,19.5454,27.647,7.87322222222,4.95133333333,6.90377777778,4.82744444445,32.8547777778,6.66283333333
403.24,5.51566666667,19.6307333333,27.729,7.92522222222,4.99033333333,6.95544444444,4.84911111111,32.9414444445,6.67738888889
403.60,5.542,19.6274888889,27.7657777778,7.94788888889,5.03866666667,6.97011111111,4.845,32.9683333333,6.70138888889
403.95,5.53433333333,19.6644,27.7446666667,7.96322222222,5.02844444445,6.99211111111,4.84288888889,33.016,6.74811111111
404.31,5.51066666667,19.6735222222,27.7298888889,7.96055555555,5.013,6.96077777778,4.81444444444,33.0745555556,6.72188888889
404.67,5.47244444444,19.6715777778,27.7426666667,7.91988888889,4.97644444444,6.93811111111,4.78377777778,33.067,6.6905
405.03,5.41411111111,19.6473555555,27.7377777778,7.87122222222,4.92033333333,6.86122222222,4.74711111111,33.0568888889,6.63811111111
405.39,5.42822222222,19.6261666667,27.7351111111,7.902,4.88166666666,6.87055555556,4.78188888889,33.0264444444,6.64561111111
405.75,5.45744444445,19.6231111111,27.7824444445,7.91644444444,4.87633333333,6.89377777778,4.81666666667,33.0382222222,6.674
406.11,5.433,19.6358222222,27.7901111111,7.90777777778,4.84,6.87044444444,4.78611111111,33.0418888889,6.66044444445
406.47,5.467,19.6196444445,27.834,7.93511111111,4.86433333333,6.85388888889,4.78122222222,33.0725555556,6.69144444444
406.83,5.53333333333,19.7094,27.8692222222,8.011,4.95,6.949,4.86022222222,33.1382222222,6.77622222222
407.19,5.54266666667,19.7130888889,27.865,8.00455555556,4.93733333333,6.96888888889,4.87111111111,33.1356666666,6.79055555555
407.55,5.54233333333,19.7351,27.8916666667,8.03511111111,4.90666666667,6.94988888889,4.85255555556,33.1857777778,6.79966666667
407.90,5.58311111111,19.7433222222,27.9651111111,8.01944444445,4.92522222222,6.94544444445,4.88477777778,33.1728888889,6.78033333333
408.26,5.551,19.7423,27.9697777778,8.01433333333,4.91188888889,6.91988888889,4.87222222222,33.1381111111,6.76205555556
408.62,5.60755555555,19.8136888889,28.093,8.07077777778,4.966,6.97466666667,4.93577777778,33.2623333333,6.84961111111
408.98,5.70277777778,19.9200666667,28.1764444445,8.15377777778,5.07411111111,7.07744444445,5.019,33.3464444444,6.92416666667
409.34,5.73777777778,19.9737111111,28.2587777778,8.19433333333,5.14222222222,7.11311111111,5.06622222222,33.4492222222,6.95027777778
409.70,5.76744444444,20.0384555556,28.3075555556,8.20088888889,5.173,7.147,5.09244444444,33.5193333333,6.95733333333
410.06,5.76355555556,20.0613111111,28.3383333334,8.20288888889,5.18355555556,7.15655555556,5.11477777778,33.5622222222,6.96722222222
410.42,5.75566666667,20.0837444445,28.3588888889,8.20933333333,5.16388888889,7.207,5.13044444444,33.5965555556,6.98583333333
410.77,5.72666666667,20.0921666667,28.4024444445,8.20733333333,5.13344444445,7.14822222222,5.08411111111,33.5997777778,6.95366666667
411.13,5.72788888889,20.1084333333,28.4035555555,8.21733333333,5.16933333333,7.15166666667,5.07833333333,33.5594444445,6.93422222222
411.49,5.69733333333,20.1074222222,28.4277777778,8.19622222222,5.14777777778,7.15366666667,5.079,33.5808888889,6.89933333333
411.85,5.70944444444,20.1449777778,28.462,8.23566666667,5.18322222222,7.20533333333,5.08477777778,33.667,6.92711111111
412.21,5.74544444445,20.1525,28.4933333333,8.26711111111,5.20033333334,7.24277777778,5.09933333334,33.7251111111,6.96922222222
412.57,5.72088888889,20.1562333333,28.4517777778,8.25622222222,5.16755555556,7.21266666667,5.05811111111,33.6775555555,6.94094444444
412.92,5.67555555555,20.1268333333,28.4308888889,8.20566666667,5.11844444445,7.16255555555,5.00833333333,33.7076666667,6.89661111111
413.28,5.58211111111,20.0971222222,28.4023333334,8.10788888889,5.03255555556,7.09077777778,4.921,33.6346666667,6.83377777778
413.64,5.51744444444,20.0295444444,28.3403333333,8.10488888889,5.01188888889,7.04244444445,4.878,33.6047777778,6.79861111111
414.00,5.48366666667,19.9987,28.325,8.07011111111,4.99044444444,7.03577777778,4.83388888889,33.5522222222,6.78338888889
414.36,5.48233333333,20.0043444444,28.3111111111,8.10122222222,4.99888888889,7.00433333333,4.82355555556,33.5597777778,6.76555555555
414.72,5.49566666667,20.0207,28.3356666666,8.098,5.01133333333,7.01755555556,4.87022222222,33.6097777778,6.75222222222
415.07,5.526,20.0289222222,28.3665555555,8.11044444444,5.02566666667,7.04811111111,4.93311111111,33.6716666667,6.797
415.43,5.56177777778,20.0864888889,28.3545555556,8.17633333333,5.07266666666,7.08533333333,4.95288888889,33.7192222222,6.81722222222
415.79,5.47811111111,20.0710111111,28.3581111111,8.11511111111,5.00133333333,7.02522222222,4.91077777778,33.7351111111,6.77444444444
416.15,5.49066666667,20.0888222222,28.4057777778,8.10933333333,4.97988888889,7.04944444445,4.916,33.7497777778,6.75477777778
416.51,5.47577777778,20.0363333334,28.3877777778,8.08366666667,4.96266666667,7.00466666667,4.90611111111,33.7333333333,6.73055555556
416.86,5.50744444444,20.0424333333,28.408,8.13711111111,4.96755555556,7.01688888889,4.91466666667,33.7072222222,6.74188888889
417.22,5.53733333333,20.0567,28.4305555556,8.17744444444,4.98755555556,7.04677777778,4.93777777778,33.758,6.76683333333
417.58,5.53433333333,20.0521,28.44,8.17644444444,4.96066666667,7.01155555556,4.92188888889,33.7672222222,6.74622222222
417.94,5.54611111111,20.0465444444,28.458,8.19222222222,4.975,7.01277777778,4.92477777778,33.8053333333,6.74611111111
418.29,5.53355555555,20.0450333333,28.4663333333,8.14277777778,4.95788888889,7.0,4.88711111111,33.835,6.73166666667
418.65,5.52811111111,20.0260111111,28.467,8.14677777778,4.93566666666,7.00533333333,4.85766666667,33.8404444444,6.74061111111
419.01,5.49922222222,20.0107222222,28.4871111111,8.14911111111,4.916,6.97,4.82788888889,33.8945555556,6.70938888889
419.37,5.47344444445,19.9865555556,28.5044444444,8.10333333333,4.87333333334,6.92188888889,4.81855555556,33.884,6.68611111111
419.73,5.494,19.9880666667,28.4888888889,8.12411111111,4.90111111111,6.94711111111,4.83211111111,33.8934444444,6.69688888889
420.08,5.48511111111,20.0029555556,28.5136666667,8.13166666667,4.89388888889,6.94511111111,4.83377777778,33.9357777778,6.71172222222
420.44,5.50811111111,20.0476333333,28.572,8.18588888889,4.934,7.00244444444,4.86466666667,34.0083333333,6.74166666667
420.80,5.48533333333,20.0478555556,28.5765555556,8.17844444444,4.93166666667,7.00422222222,4.85222222222,34.0357777778,6.73611111111
421.16,5.48511111111,20.0456444444,28.5816666666,8.16788888889,4.92688888889,6.98611111111,4.83322222222,34.0425555556,6.7105
421.51,5.49422222222,20.0793444444,28.633,8.18244444444,4.94477777778,7.02755555555,4.84433333333,34.1036666667,6.73955555555
421.87,5.49144444445,20.0858666667,28.6385555556,8.18711111111,4.94844444445,7.03888888889,4.84877777778,34.1243333333,6.74633333333
422.23,5.48966666667,20.0915888889,28.6618888889,8.20366666667,4.95488888889,7.054,4.86533333333,34.1277777778,6.74894444444
422.58,5.50966666667,20.1202555555,28.6846666667,8.22,4.98155555556,7.06977777778,4.89033333333,34.1604444445,6.77211111111
422.94,5.52888888889,20.1367555556,28.685,8.22588888889,4.978,7.08822222222,4.89566666667,34.134,6.79738888889
423.30,5.54211111111,20.1382111111,28.6938888889,8.25122222222,5.00011111111,7.12011111111,4.89955555556,34.1681111111,6.82533333333
423.66,5.55455555556,20.1549,28.7388888889,8.26411111111,5.00766666666,7.126,4.90866666667,34.2008888889,6.83127777778
424.01,5.557,20.1644777778,28.7158888889,8.26777777778,5.027,7.13955555556,4.91366666666,34.1827777778,6.83644444445
424.37,5.54033333333,20.1536555556,28.684,8.24055555556,4.99955555556,7.11077777778,4.88988888889,34.1664444444,6.81011111111
424.73,5.52122222222,20.1323666667,28.6745555556,8.20088888889,4.97677777778,7.09366666667,4.87588888889,34.1646666667,6.78538888889
425.08,5.50144444445,20.1539777778,28.7084444445,8.208,4.98477777778,7.10322222222,4.89166666667,34.2031111111,6.79977777778
425.44,5.50977777778,20.1774,28.7163333333,8.21344444445,4.993,7.10255555556,4.888,34.2096666667,6.80011111111
425.80,5.517,20.2027,28.744,8.222,4.98688888889,7.09011111111,4.89022222222,34.2318888889,6.78588888889
426.16,5.53377777778,20.2377666667,28.7733333333,8.25177777778,4.99377777778,7.08322222222,4.89855555555,34.3015555556,6.80105555556
426.51,5.50555555556,20.2092333333,28.7672222222,8.22433333333,4.963,7.04411111111,4.86377777778,34.3005555555,6.74988888889
426.87,5.515,20.2384,28.8071111111,8.26166666667,4.98222222222,7.05877777778,4.87988888889,34.3554444444,6.75472222222
427.23,5.54811111111,20.2786222222,28.8413333333,8.29488888889,5.00822222222,7.09588888889,4.904,34.4044444444,6.76227777778
427.58,5.58,20.3297111111,28.8767777778,8.32988888889,5.02844444445,7.11211111111,4.92966666667,34.4374444444,6.78616666667
427.94,5.58122222222,20.3359777778,28.9533333334,8.335,5.02322222222,7.07,4.92844444444,34.5325555556,6.77216666667
428.30,5.58588888889,20.3550111111,28.9896666667,8.35988888889,5.045,7.08611111111,4.94166666667,34.5751111111,6.78822222222
428.65,5.62077777778,20.4230666667,29.0611111111,8.42188888889,5.08411111111,7.139,4.98411111111,34.6453333333,6.84344444444
429.01,5.65411111111,20.4073444445,29.0374444444,8.43333333333,5.07744444445,7.14722222222,4.97211111111,34.6171111111,6.838
429.37,5.66233333333,20.3884,29.0415555556,8.44255555556,5.07744444444,7.15455555555,4.98355555555,34.6107777778,6.846
429.72,5.68566666667,20.4321777778,29.0997777778,8.49288888889,5.10266666667,7.19888888889,5.02366666667,34.6557777778,6.89611111111
430.08,5.68855555556,20.4324444445,29.1306666667,8.487,5.12255555556,7.19555555555,5.04222222222,34.6428888889,6.9215
430.44,5.69733333333,20.4745555555,29.1601111111,8.52577777778,5.13966666667,7.21366666667,5.05188888889,34.6807777778,6.94211111111
430.79,5.70477777778,20.4804666667,29.2023333333,8.54122222222,5.15744444445,7.22211111111,5.05388888889,34.7313333333,6.95172222222
431.15,5.66888888889,20.4924,29.2667777778,8.50944444444,5.13711111111,7.18455555556,5.02144444444,34.7501111111,6.93244444444
431.50,5.62466666667,20.4588444444,29.2876666667,8.47477777778,5.11822222222,7.153,4.99088888889,34.7655555556,6.901
431.86,5.63588888889,20.448,29.2614444444,8.47711111111,5.13177777778,7.17755555556,5.003,34.7614444444,6.91283333333
432.22,5.61611111111,20.4698777778,29.2664444444,8.44522222222,5.10166666667,7.14888888889,4.984,34.808,6.87555555556
432.57,5.62466666667,20.4744333334,29.2585555556,8.43955555556,5.09011111111,7.12222222222,4.97222222222,34.8182222222,6.86038888889
432.93,5.62211111111,20.4813,29.3118888889,8.46255555556,5.09544444444,7.13422222222,4.98255555555,34.874,6.86677777778
433.29,5.61866666667,20.5068,29.3714444444,8.462,5.09233333333,7.136,4.99288888889,34.9057777778,6.85361111111
433.64,5.65266666666,20.5329,29.4028888889,8.48077777778,5.11788888889,7.16711111111,5.01933333333,34.9631111111,6.87366666667
434.00,5.65022222222,20.5528111111,29.409,8.47877777778,5.11277777778,7.19877777778,5.02611111111,34.9687777778,6.85177777778
434.35,5.68633333333,20.5783,29.4455555556,8.49444444445,5.13155555556,7.24933333334,5.08755555555,35.0396666667,6.89916666667
434.71,5.69055555556,20.5946,29.4366666667,8.47888888889,5.124,7.25133333334,5.09988888889,35.0491111111,6.89827777778
435.07,5.71111111111,20.5994888889,29.4014444444,8.48855555556,5.13033333333,7.25311111111,5.12055555555,35.0556666667,6.90177777778
435.42,5.75077777778,20.6095333333,29.3667777778,8.52188888889,5.13877777778,7.27744444444,5.14777777778,35.0543333333,6.9365
435.78,5.75466666667,20.6192222222,29.3637777778,8.54833333333,5.13366666667,7.28933333333,5.14066666667,35.0563333333,6.93505555555
436.13,5.79766666667,20.6414888889,29.4118888889,8.58744444445,5.16466666667,7.31311111111,5.17144444445,35.0833333333,6.98577777778
436.49,5.81822222222,20.6902,29.4993333333,8.64111111111,5.19122222222,7.33455555555,5.19422222222,35.1764444445,7.02177777778
436.84,5.85066666667,20.7446666667,29.5281111111,8.68511111111,5.22566666667,7.36033333333,5.24444444445,35.2192222222,7.0515
437.20,5.84488888889,20.7300444444,29.4946666667,8.69188888889,5.22166666667,7.34233333333,5.246,35.2208888889,7.05972222222
437.56,5.786,20.6711555556,29.4411111111,8.64655555555,5.16333333334,7.27811111111,5.19388888889,35.1512222222,7.01177777778
437.91,5.79811111111,20.7017777778,29.4756666667,8.687,5.16066666667,7.26966666667,5.17344444444,35.2637777778,7.00933333333
438.27,5.78666666667,20.6963666667,29.4512222222,8.68688888889,5.15244444445,7.24922222222,5.13066666667,35.1941111111,6.97905555556
438.62,5.73744444444,20.6488222222,29.4375555556,8.653,5.11022222222,7.19511111111,5.06788888889,35.2032222222,6.92516666667
438.98,5.69744444445,20.6240444444,29.4382222222,8.62955555555,5.06033333333,7.15388888889,5.03622222222,35.1814444445,6.87922222222
439.33,5.67466666667,20.6258222222,29.4593333333,8.61122222222,5.032,7.13077777778,4.999,35.1791111111,6.85577777778
439.69,5.65655555556,20.6562666667,29.5131111111,8.62444444445,5.03866666667,7.11466666667,5.00155555556,35.2014444444,6.854
440.04,5.66944444444,20.6808777778,29.5522222222,8.67055555556,5.05122222222,7.12622222222,5.018,35.2326666667,6.8595
440.40,5.65166666667,20.6390666666,29.4948888889,8.65022222222,5.02277777778,7.10377777778,5.00766666667,35.1964444444,6.83161111111
440.75,5.63855555556,20.6301777778,29.4825555555,8.62122222222,5.01555555556,7.09711111111,4.98244444445,35.1703333333,6.831
441.11,5.63277777778,20.6479333333,29.5134444445,8.61344444445,5.01677777778,7.09966666667,4.98033333333,35.2278888889,6.83077777778
441.47,5.65922222222,20.6895222222,29.5548888889,8.63633333333,5.04688888889,7.12744444445,4.99888888889,35.2976666667,6.84961111111
441.82,5.66277777778,20.6882555556,29.5717777778,8.635,5.04966666667,7.11488888889,5.00488888889,35.2665555555,6.86483333333
442.18,5.63322222222,20.6908222222,29.6053333333,8.62255555556,5.03466666667,7.08844444444,4.99366666667,35.3098888889,6.85883333333
442.53,5.65377777778,20.7429,29.6573333334,8.68211111111,5.06388888889,7.12877777778,5.03344444444,35.3492222222,6.88855555556
442.89,5.68933333333,20.7844444444,29.711,8.72877777778,5.10511111111,7.18788888889,5.06522222222,35.403,6.93622222222
443.24,5.69133333333,20.8066777778,29.7373333333,8.76044444445,5.123,7.20655555556,5.08588888889,35.4601111111,6.93766666667
443.60,5.712,20.8262444444,29.7025555556,8.74688888889,5.12422222222,7.22222222222,5.09166666667,35.4886666667,6.948
443.95,5.68555555556,20.7958222222,29.6696666666,8.71066666667,5.103,7.22433333333,5.07055555555,35.45,6.93288888889
444.31,5.67322222222,20.8094333333,29.658,8.69777777778,5.09433333333,7.23366666667,5.06033333333,35.463,6.92905555556
444.66,5.67355555556,20.8084777778,29.6551111111,8.70066666667,5.07666666667,7.22833333333,5.06044444445,35.4652222222,6.92894444444
