wavelength,Back_SpoCinf,Belly_SpoCinf,Breast_SpoCinf,Crissum_SpoCinf,Crown_SpoCinf,DorTail_SpoCinf,Patch10_SpoCinf,Rump_SpoCinf,Throat_SpoCinf,WingTip_SpoCinf
340.87,4.04933333333,8.90233333333,11.1386666667,8.439,4.32766666667,5.07966666667,16.1153333333,6.78,7.44966666667,7.434
341.23,4.22433333333,9.08433333333,11.0943333333,8.71533333333,4.47033333333,5.11633333333,16.4976666667,6.99233333333,7.83333333333,7.705
341.60,4.704,9.307,11.4316666667,9.09433333333,4.431,5.43266666667,16.601,7.24333333333,7.94166666667,7.8605
341.96,4.61333333333,9.52666666667,11.374,9.427,4.58366666667,5.64233333333,16.7266666667,7.47933333333,8.23833333333,8.2085
342.33,4.396,9.19566666667,11.1373333333,9.41233333333,4.514,5.19433333333,16.647,7.63833333333,8.092,8.146
342.70,4.546,9.46033333333,11.137,9.373,4.81733333333,5.25366666667,16.807,7.69633333333,8.21933333333,8.2145
343.06,4.71933333333,9.51566666667,11.0663333333,9.40033333333,4.73866666667,5.37033333333,17.0206666667,7.99333333333,8.51033333333,8.4865
343.43,5.184,9.94466666667,11.5253333333,9.38966666667,5.00533333333,5.72,17.349,8.458,8.938,8.8905
343.79,5.714,10.2096666667,11.8713333333,9.508,5.29833333333,6.18466666667,17.862,8.94533333333,9.12,8.779
344.16,6.3,10.267,12.273,9.52266666667,5.41033333333,6.23633333333,18.446,9.26833333333,9.241,8.987
344.52,6.20566666667,10.1783333333,12.1966666667,9.09333333333,5.38966666667,5.99933333333,18.5186666667,9.18333333333,9.09333333333,9.066
344.89,6.00433333333,10.096,12.23,9.042,5.473,5.86266666667,18.3846666667,9.21866666667,9.015,9.0725
345.25,5.652,9.71366666667,12.219,8.64133333333,5.35333333333,5.61733333333,18.0903333333,8.74666666667,8.81666666667,8.94
345.62,5.847,9.96266666667,12.3463333333,8.779,5.70766666667,5.56,18.4113333333,8.95333333333,9.00566666667,9.2535
345.99,5.91966666667,9.895,12.502,8.699,5.60166666667,5.42933333333,18.4133333333,8.84533333333,8.99166666667,9.267
346.35,6.198,10.2316666667,12.887,8.87,5.836,5.689,18.809,8.775,9.318,9.581
346.72,6.234,9.94366666667,12.7796666667,8.71566666667,5.81933333333,5.38666666667,18.8326666667,8.82,9.36466666667,9.3775
347.08,6.36733333333,10.0613333333,12.7863333333,8.66833333333,6.073,5.312,19.024,8.81566666667,9.43833333333,9.2525
347.45,6.07166666667,9.81866666667,12.2473333333,8.656,5.78566666667,4.74466666667,18.7526666667,8.622,9.298,8.8345
347.81,5.75933333333,9.972,11.982,8.68766666667,5.67166666667,4.597,18.467,8.53833333333,9.22066666667,8.8095
348.18,5.444,9.76466666667,11.5033333333,8.56133333333,5.497,4.505,18.1946666667,8.105,8.97433333333,8.4565
348.54,5.62533333333,9.77433333333,11.5043333333,8.77,5.442,4.883,18.0383333333,8.20233333333,9.09333333333,8.2155
348.91,5.46466666667,9.66033333333,11.4413333333,8.76533333333,5.07333333333,4.943,18.148,7.99233333333,9.04333333333,8.001
349.27,5.58566666667,9.87,11.3266666667,9.06,5.05133333333,5.20666666667,18.3086666667,8.28366666667,9.18033333333,7.913
349.64,5.19866666667,9.87066666667,11.1223333333,8.85966666667,4.79266666667,5.12966666667,18.1863333333,8.057,9.11933333333,7.6555
350.00,4.78333333333,9.73966666667,10.9633333333,8.359,4.479,4.86966666667,18.1076666667,7.92533333333,8.915,7.331
350.37,4.542,9.57433333333,10.632,8.249,4.327,4.731,17.8066666667,8.0,8.72233333333,7.226
350.73,4.13533333333,9.647,10.7063333333,8.53633333333,4.05033333333,4.768,17.6876666667,7.793,8.767,7.1905
351.10,3.94166666667,9.429,10.6353333333,8.28266666667,3.81433333333,4.71466666667,17.4653333333,7.64533333333,8.72433333333,7.2505
351.46,4.12566666667,9.68,11.1836666667,8.411,4.176,5.26833333333,17.6876666667,7.77233333333,8.81433333333,7.701
351.83,4.28,9.70633333333,11.3023333333,8.50133333333,4.263,5.29366666667,17.909,7.91966666667,9.09166666667,7.8285
352.19,4.565,10.0986666667,11.6913333333,8.66133333333,4.54033333333,5.435,18.0706666667,8.29233333333,9.606,8.325
352.55,4.622,10.3626666667,11.702,8.615,4.55666666667,5.308,18.406,8.28833333333,9.77466666667,8.5495
352.92,4.65966666667,10.173,11.3603333333,8.327,4.52966666667,5.001,18.2483333333,8.22966666667,9.80733333333,8.673
353.28,4.66866666667,10.1333333333,11.5476666667,8.33333333333,4.51633333333,4.87,18.1936666667,8.06,9.67566666667,8.679
353.65,4.74,9.909,11.431,8.22833333333,4.55833333333,4.85933333333,18.0496666667,8.00633333333,9.489,8.7635
354.01,5.18533333333,10.231,11.6443333333,8.57033333333,5.007,5.13133333333,18.2733333333,8.15866666667,9.89766666667,8.943
354.38,5.16166666667,10.2853333333,11.8343333333,8.506,5.00833333333,5.00066666667,18.3386666667,8.05333333333,9.894,8.9045
354.74,5.40733333333,10.543,11.938,8.394,4.97733333333,5.09833333333,18.3936666667,8.25066666667,9.94733333333,9.0495
355.11,5.26933333333,10.5903333333,11.9536666667,8.46766666667,5.00433333333,5.03333333333,18.3873333333,8.21,9.89033333333,8.844
355.47,5.14733333333,10.5253333333,11.9283333333,8.4,4.94466666667,4.80733333333,18.2386666667,8.19066666667,9.96166666667,8.588
355.83,5.219,10.5006666667,11.881,8.31733333333,4.86633333333,4.82433333333,18.184,8.14133333333,9.99366666667,8.5675
356.20,5.105,10.5606666667,11.7513333333,8.13233333333,4.62333333333,4.74033333333,18.2113333333,8.029,9.81066666667,8.359
356.56,5.141,10.6,11.9373333333,8.34366666667,4.82366666667,4.85766666667,18.457,8.12033333333,10.0526666667,8.34
356.93,5.19966666667,10.8623333333,12.1306666667,8.53633333333,4.96233333333,4.982,18.606,8.074,10.1813333333,8.266
357.29,5.278,10.979,12.1046666667,8.43433333333,4.97866666667,5.102,18.7493333333,8.19333333333,10.3016666667,8.2
357.66,5.32233333333,11.126,12.3633333333,8.42666666667,5.02133333333,5.22,18.8596666667,8.28533333333,10.344,8.109
358.02,5.264,11.185,12.289,8.39466666667,4.98633333333,5.41566666667,18.835,8.40766666667,10.244,8.1895
358.38,5.50133333333,11.3546666667,12.5053333333,8.61966666667,5.241,5.74233333333,19.1756666667,8.502,10.4573333333,8.3255
358.75,5.64033333333,11.5826666667,12.695,8.844,5.592,5.979,19.4716666667,8.693,10.422,8.6235
359.11,5.98966666667,11.684,12.7593333333,9.09066666667,5.718,6.161,19.629,8.72466666667,10.603,8.9225
359.48,6.15366666667,11.7133333333,12.8796666667,9.104,5.71533333333,6.19433333333,19.8013333333,8.75166666667,10.6743333333,9.162
359.84,5.96166666667,11.783,12.9426666667,9.20433333333,5.81533333333,6.07433333333,20.0753333333,8.76,10.6006666667,9.0865
360.20,6.13166666667,11.9953333333,13.144,9.523,6.14266666667,6.389,20.2823333333,9.00333333333,10.8303333333,9.1975
360.57,6.13,12.0483333333,13.202,9.42733333333,6.056,6.48466666667,20.258,9.08366666667,10.6823333333,9.076
360.93,6.24733333333,12.1336666667,13.3676666667,9.36066666667,6.17,6.49533333333,20.2086666667,9.11833333333,10.6776666667,9.1155
361.29,6.35666666667,12.167,13.4456666667,9.42866666667,6.23033333333,6.45266666667,20.2616666667,9.06466666667,10.7373333333,9.1405
361.66,6.28833333333,12.219,13.2983333333,9.48233333333,6.169,6.22866666667,20.2936666667,8.985,10.6713333333,9.1345
362.02,6.277,12.1206666667,13.356,9.42766666667,5.996,6.03033333333,20.3023333333,8.79733333333,10.7123333333,9.002
362.39,6.17066666667,12.2143333333,13.3,9.486,5.86266666667,6.01933333333,20.214,8.914,10.6206666667,9.036
362.75,6.07133333333,11.9366666667,13.2686666667,9.50366666667,5.78733333333,5.91466666667,20.05,8.916,10.713,8.865
363.11,5.991,12.0846666667,13.462,9.59133333333,5.82366666667,5.824,20.0386666667,9.001,10.7323333333,8.8095
363.48,5.99033333333,12.2146666667,13.4603333333,9.85733333333,5.88633333333,6.01066666667,20.1756666667,9.22166666667,10.8893333333,8.837
363.84,6.03466666667,12.2563333333,13.6163333333,9.778,5.87366666667,6.12566666667,20.019,9.16333333333,11.0423333333,8.8105
364.20,5.87433333333,12.0223333333,13.4923333333,9.552,5.64766666667,5.87966666667,19.939,8.91733333333,10.9086666667,8.727
364.57,5.839,11.8983333333,13.4503333333,9.61533333333,5.707,5.63333333333,19.9093333333,8.67933333333,10.9776666667,8.8765
364.93,5.76433333333,11.856,13.2646666667,9.616,5.57133333333,5.59833333333,19.9613333333,8.73233333333,11.068,8.944
365.29,5.582,11.818,13.072,9.436,5.39666666667,5.342,19.7333333333,8.56333333333,11.093,8.847
365.66,5.55066666667,11.793,13.093,9.478,5.47966666667,5.40866666667,19.7193333333,8.46933333333,11.2446666667,8.8695
366.02,5.653,11.956,13.1456666667,9.64166666667,5.609,5.59233333333,19.89,8.628,11.4543333333,8.975
366.38,5.87466666667,11.97,13.266,9.66966666667,5.83033333333,5.70366666667,19.8633333333,8.616,11.7656666667,8.9855
366.75,5.988,12.2353333333,13.2063333333,9.768,5.938,5.817,20.1266666667,8.659,11.948,9.114
367.11,6.003,12.2886666667,13.0973333333,9.64166666667,5.99233333333,5.89766666667,20.02,8.606,11.979,9.237
367.47,5.877,12.2256666667,12.9073333333,9.35333333333,5.99333333333,5.722,19.888,8.44433333333,11.893,9.082
367.84,5.97633333333,12.2356666667,12.807,9.35033333333,5.96533333333,5.699,19.8766666667,8.44566666667,11.7416666667,9.0975
368.20,5.90666666667,12.278,12.6096666667,9.33566666667,5.80733333333,5.547,19.7613333333,8.37933333333,11.6476666667,8.91
368.56,6.10766666667,12.7523333333,12.8906666667,9.57133333333,5.85333333333,5.85366666667,19.9056666667,8.61966666667,11.9836666667,8.9625
368.93,6.27666666667,13.016,13.11,9.66866666667,5.96866666667,6.00166666667,19.9703333333,8.73266666667,12.0583333333,9.011
369.29,6.267,13.0653333333,13.2073333333,9.748,6.10833333333,6.15733333333,20.0766666667,8.90533333333,12.118,8.9985
369.65,6.401,13.183,13.3786666667,9.93066666667,6.238,6.30333333333,20.2153333333,9.115,12.226,9.0555
370.01,6.33933333333,13.1216666667,13.4726666667,9.82466666667,6.242,6.11766666667,20.19,9.025,12.062,9.0465
370.38,6.29133333333,13.189,13.4563333333,9.78033333333,6.24333333333,6.03433333333,20.2196666667,9.116,11.983,9.148
370.74,6.25333333333,13.257,13.4633333333,9.467,6.06833333333,5.878,20.0126666667,8.91766666667,11.872,8.9675
371.10,6.30866666667,13.2296666667,13.5073333333,9.66933333333,6.089,5.87933333333,20.203,9.01033333333,11.9836666667,8.897
371.46,6.48333333333,13.376,13.7326666667,9.96333333333,6.08466666667,6.02766666667,20.3873333333,9.03133333333,12.0086666667,8.9095
371.83,6.59633333333,13.44,13.9033333333,10.35,6.098,6.031,20.5253333333,9.12133333333,12.1703333333,9.1545
372.19,6.776,13.817,14.2496666667,10.5996666667,6.49,6.383,20.7096666667,9.376,12.4046666667,9.5215
372.55,6.53833333333,13.4586666667,13.866,10.317,6.182,5.99366666667,20.3786666667,9.176,11.9716666667,9.3035
372.92,6.527,13.5453333333,14.0116666667,10.5126666667,6.22766666667,6.06,20.3966666667,9.103,12.1913333333,9.3415
373.28,6.65166666667,13.768,14.222,10.7173333333,6.39866666667,6.23233333333,20.6213333333,9.16666666667,12.2933333333,9.6135
373.64,6.56766666667,13.7256666667,14.2956666667,10.7243333333,6.31566666667,6.225,20.7476666667,9.08966666667,12.3536666667,9.5645
374.00,6.63533333333,13.8733333333,14.2893333333,10.8683333333,6.35966666667,6.415,20.7646666667,9.22866666667,12.3383333333,9.75
374.37,6.66766666667,13.8703333333,14.4503333333,10.906,6.258,6.373,20.8926666667,9.02166666667,12.3706666667,9.619
374.73,6.825,13.909,15.0236666667,11.1806666667,6.40166666667,6.53633333333,21.2716666667,9.15966666667,12.54,9.752
375.09,6.82433333333,13.9323333333,15.1266666667,11.1126666667,6.34433333333,6.58466666667,21.3346666667,9.20833333333,12.596,9.7665
375.45,6.73866666667,13.868,15.048,10.997,6.25733333333,6.43066666667,21.2956666667,9.12833333333,12.577,9.928
375.81,6.56933333333,13.819,14.938,10.6356666667,6.267,6.36166666667,21.073,9.025,12.5576666667,9.748
376.18,6.51066666667,13.5736666667,14.864,10.4503333333,6.09766666667,6.15333333333,21.1053333333,8.89133333333,12.5623333333,9.5505
376.54,6.58033333333,13.6603333333,15.0623333333,10.438,6.31266666667,6.41266666667,21.23,9.081,12.707,9.578
376.90,6.648,13.5983333333,15.0003333333,10.3056666667,6.33666666667,6.323,21.2966666667,9.13966666667,12.5886666667,9.565
377.26,6.64233333333,13.569,14.8616666667,10.121,6.195,6.21266666667,21.184,9.065,12.561,9.47
377.63,6.76933333333,13.7116666667,14.8133333333,10.048,6.221,6.24266666667,21.138,9.10633333333,12.5193333333,9.545
377.99,6.75466666667,13.6683333333,14.7213333333,10.021,6.211,6.104,21.125,8.968,12.5893333333,9.3485
378.35,6.725,13.683,14.4793333333,9.952,6.179,6.04333333333,21.107,9.03333333333,12.599,9.306
378.71,6.48,13.6243333333,13.9446666667,9.68766666667,5.99566666667,5.80166666667,20.9336666667,8.79966666667,12.433,9.101
379.07,6.43033333333,13.6233333333,13.8583333333,9.578,5.94,5.71766666667,20.8963333333,8.70633333333,12.3323333333,9.029
379.44,6.33433333333,13.5366666667,13.8166666667,9.56466666667,5.90466666667,5.64566666667,20.8436666667,8.609,12.2766666667,8.7635
379.80,6.23333333333,13.473,13.764,9.52266666667,5.81766666667,5.57233333333,20.908,8.54966666667,12.2756666667,8.5515
380.16,6.11633333333,13.3716666667,13.7123333333,9.453,5.64733333333,5.41,20.768,8.45166666667,12.1,8.3895
380.52,6.15433333333,13.478,13.6516666667,9.49333333333,5.62933333333,5.29466666667,20.7976666667,8.37766666667,12.205,8.444
380.88,6.04366666667,13.438,13.4876666667,9.43133333333,5.46933333333,5.18866666667,20.746,8.196,12.2113333333,8.3345
381.24,6.08133333333,13.462,13.491,9.685,5.48233333333,5.12166666667,20.7733333333,8.115,12.1003333333,8.31
381.61,6.06766666667,13.4786666667,13.4826666667,9.65533333333,5.43033333333,4.996,20.7476666667,8.13733333333,12.119,8.2495
381.97,5.92466666667,13.435,13.4756666667,9.66633333333,5.31466666667,4.85733333333,20.7526666667,8.07233333333,12.0783333333,8.273
382.33,5.757,13.403,13.4106666667,9.56633333333,5.24766666667,4.87566666667,20.6616666667,7.958,11.9803333333,8.2265
382.69,5.87266666667,13.5516666667,13.61,9.73766666667,5.294,4.894,20.6673333333,7.97433333333,12.0676666667,8.448
383.05,5.932,13.701,13.8303333333,10.023,5.336,4.99966666667,20.7023333333,8.05533333333,12.1346666667,8.5195
383.41,5.98633333333,13.915,13.8623333333,9.99966666667,5.326,5.096,20.7536666667,8.13633333333,12.1873333333,8.6455
383.77,6.113,14.131,13.993,10.1503333333,5.39866666667,5.15333333333,20.8243333333,8.24466666667,12.1853333333,8.79
384.14,6.17833333333,14.2773333333,14.022,10.18,5.453,5.29633333333,20.882,8.26333333333,12.2686666667,8.9285
384.50,6.34433333333,14.476,14.466,10.4556666667,5.575,5.50666666667,21.2056666667,8.44833333333,12.4373333333,9.1495
384.86,6.31766666667,14.515,14.6353333333,10.526,5.61466666667,5.50166666667,21.281,8.568,12.3453333333,9.2005
385.22,6.236,14.5163333333,14.6383333333,10.467,5.66433333333,5.47566666667,21.3523333333,8.70566666667,12.4166666667,9.2285
385.58,6.169,14.5036666667,14.6966666667,10.4806666667,5.66666666667,5.47066666667,21.3396666667,8.69966666667,12.4266666667,9.2585
385.94,6.22933333333,14.5166666667,14.8326666667,10.502,5.706,5.54633333333,21.3503333333,8.82766666667,12.5263333333,9.2525
386.30,6.40966666667,14.5446666667,15.073,10.6773333333,5.76733333333,5.60233333333,21.4553333333,8.94566666667,12.7186666667,9.3725
386.66,6.493,14.532,15.1333333333,10.7116666667,5.932,5.815,21.5696666667,9.15466666667,12.822,9.3785
387.03,6.476,14.538,15.044,10.604,5.98666666667,5.74333333333,21.5803333333,9.15466666667,12.8623333333,9.2545
387.39,6.47633333333,14.4993333333,15.064,10.696,6.08333333333,5.69333333333,21.5866666667,9.199,12.9426666667,9.2435
387.75,6.539,14.584,15.0803333333,10.7536666667,6.13466666667,5.81233333333,21.6916666667,9.26466666667,13.0713333333,9.3895
388.11,6.58466666667,14.6226666667,15.174,10.9186666667,6.188,5.791,21.7683333333,9.32066666667,13.1036666667,9.424
388.47,6.49033333333,14.6116666667,14.9516666667,10.783,6.173,5.689,21.6543333333,9.24933333333,13.0456666667,9.181
388.83,6.536,14.6673333333,14.937,10.86,6.25,5.71433333333,21.6256666667,9.28433333333,13.1013333333,9.1655
389.19,6.53233333333,14.699,15.0336666667,10.8116666667,6.16833333333,5.68266666667,21.672,9.293,13.1576666667,9.0985
389.55,6.632,14.8576666667,14.9976666667,10.8913333333,6.187,5.768,21.7026666667,9.284,13.2793333333,9.028
389.91,6.71866666667,14.973,15.0453333333,10.8096666667,6.24633333333,5.76466666667,21.6853333333,9.31466666667,13.2836666667,8.9705
390.27,6.68333333333,15.0166666667,15.0106666667,10.8453333333,6.226,5.65133333333,21.663,9.27266666667,13.2213333333,8.8615
390.63,6.61933333333,14.987,14.9686666667,10.89,6.16533333333,5.52233333333,21.6456666667,9.257,13.229,8.773
391.00,6.54866666667,14.947,14.9863333333,10.83,6.081,5.466,21.7173333333,9.19633333333,13.163,8.7075
391.36,6.498,15.028,15.1706666667,10.72,6.03566666667,5.47833333333,21.8016666667,9.123,13.2206666667,8.6485
391.72,6.363,14.992,15.109,10.6203333333,5.951,5.32633333333,21.72,9.00266666667,13.158,8.5195
392.08,6.37666666667,15.1236666667,15.026,10.6736666667,5.96533333333,5.367,21.7416666667,8.96833333333,13.2623333333,8.5385
392.44,6.33566666667,15.1646666667,14.9756666667,10.763,5.98566666667,5.28266666667,21.715,8.92766666667,13.2446666667,8.6865
392.80,6.278,15.1083333333,14.9326666667,10.672,5.90666666667,5.251,21.6146666667,8.856,13.2556666667,8.6505
393.16,6.246,15.1676666667,14.913,10.759,5.88666666667,5.30066666667,21.6093333333,8.83566666667,13.244,8.673
393.52,6.175,15.1173333333,14.947,10.7716666667,5.86333333333,5.28233333333,21.683,8.874,13.195,8.717
393.88,6.15133333333,15.2726666667,15.121,11.014,5.931,5.383,21.807,8.95866666667,13.3606666667,8.8305
394.24,6.11333333333,15.3596666667,15.2163333333,11.0933333333,6.025,5.51533333333,21.878,9.03666666667,13.4456666667,8.9925
394.60,6.20066666667,15.5533333333,15.3343333333,11.1926666667,6.05933333333,5.61733333333,21.8753333333,9.07566666667,13.514,9.0185
394.96,6.35633333333,15.7796666667,15.546,11.4196666667,6.22866666667,5.778,21.8913333333,9.20933333333,13.722,9.2885
395.32,6.49066666667,15.9393333333,15.5586666667,11.5636666667,6.33133333333,5.842,21.9296666667,9.412,13.771,9.4635
395.68,6.622,16.0423333333,15.674,11.7513333333,6.41133333333,5.96433333333,22.0766666667,9.56666666667,13.8576666667,9.579
396.04,6.709,16.1016666667,15.768,11.816,6.57333333333,6.03266666667,22.1823333333,9.772,13.956,9.665
396.40,6.77933333333,16.0953333333,15.8786666667,11.8613333333,6.57666666667,6.09933333333,22.2546666667,9.822,14.0273333333,9.6415
396.76,6.77133333333,16.171,15.8783333333,11.965,6.63066666667,6.145,22.4453333333,9.86533333333,14.0853333333,9.6655
397.12,6.87733333333,16.217,15.8936666667,11.995,6.704,6.17366666667,22.442,9.85,14.167,9.7315
397.48,6.88733333333,16.1886666667,15.877,11.967,6.763,6.16833333333,22.409,9.79533333333,14.257,9.612
397.84,6.953,16.072,15.7683333333,11.9103333333,6.73933333333,6.12866666667,22.4323333333,9.77866666667,14.2473333333,9.6315
398.20,6.87666666667,16.0486666667,15.731,11.7586666667,6.63433333333,6.04533333333,22.3916666667,9.61066666667,14.083,9.3625
398.56,6.705,15.906,15.63,11.5453333333,6.45766666667,5.87933333333,22.346,9.388,13.97,9.211
398.92,6.62866666667,15.7563333333,15.442,11.432,6.331,5.74766666667,22.285,9.282,13.873,9.037
399.28,6.622,15.6856666667,15.3493333333,11.3193333333,6.252,5.71366666667,22.1796666667,9.11733333333,13.7913333333,8.9165
399.64,6.60033333333,15.672,15.3403333333,11.1656666667,6.18433333333,5.627,22.1166666667,8.99766666667,13.8176666667,8.72
400.00,6.52466666667,15.5873333333,15.3596666667,11.145,6.09633333333,5.63166666667,22.084,8.925,13.7506666667,8.667
400.36,6.49866666667,15.6153333333,15.248,11.0586666667,5.96566666667,5.54733333333,22.005,8.811,13.6823333333,8.599
400.72,6.51866666667,15.7093333333,15.3346666667,11.0523333333,5.93133333333,5.56266666667,22.032,8.766,13.7443333333,8.6165
401.08,6.50866666667,15.7506666667,15.423,10.9406666667,5.93966666667,5.55366666667,22.0566666667,8.78966666667,13.7026666667,8.5265
401.44,6.55733333333,15.858,15.525,11.0193333333,5.895,5.691,22.1543333333,8.81066666667,13.7563333333,8.6525
401.80,6.565,16.0163333333,15.5806666667,11.0983333333,5.95566666667,5.74966666667,22.2456666667,8.802,13.7176666667,8.6815
402.16,6.55133333333,16.0753333333,15.685,11.0436666667,5.97733333333,5.717,22.3136666667,8.88933333333,13.815,8.755
402.52,6.52833333333,16.0833333333,15.672,11.0753333333,5.97133333333,5.68766666667,22.3593333333,8.94266666667,13.7916666667,8.7695
402.88,6.45433333333,16.119,15.695,11.0383333333,5.93566666667,5.65466666667,22.4733333333,8.91633333333,13.815,8.7385
403.24,6.48,16.2383333333,15.833,11.2336666667,5.973,5.643,22.631,8.939,13.998,8.7435
403.60,6.43933333333,16.262,15.8633333333,11.2883333333,5.97266666667,5.671,22.623,8.96233333333,13.9626666667,8.798
403.95,6.49866666667,16.4073333333,15.9923333333,11.377,6.04433333333,5.71933333333,22.695,9.01766666667,14.0806666667,8.871
404.31,6.51766666667,16.4283333333,16.1106666667,11.4193333333,6.13966666667,5.852,22.788,9.10166666667,14.203,8.8895
404.67,6.62533333333,16.47,16.295,11.533,6.203,5.92566666667,22.8366666667,9.21766666667,14.282,8.936
405.03,6.68766666667,16.5443333333,16.437,11.613,6.166,5.90833333333,22.8716666667,9.221,14.3966666667,8.987
405.39,6.75166666667,16.649,16.522,11.627,6.243,5.84333333333,22.945,9.338,14.4196666667,9.068
405.75,6.677,16.6356666667,16.479,11.524,6.18233333333,5.83366666667,22.911,9.27233333333,14.424,9.0515
406.11,6.74666666667,16.7006666667,16.4323333333,11.5846666667,6.158,5.80766666667,22.9316666667,9.30233333333,14.4933333333,9.052
406.47,6.87033333333,16.839,16.5826666667,11.6383333333,6.25633333333,5.92966666667,23.0003333333,9.38333333333,14.6813333333,9.219
406.83,6.99266666667,16.9573333333,16.751,11.7023333333,6.323,6.06633333333,23.0206666667,9.49933333333,14.7583333333,9.3315
407.19,7.02966666667,16.973,16.804,11.7406666667,6.37666666667,6.138,23.064,9.558,14.775,9.441
407.55,7.12133333333,16.99,16.878,11.8063333333,6.40333333333,6.19733333333,23.136,9.59566666667,14.858,9.514
407.90,7.08566666667,16.973,16.8383333333,11.7913333333,6.36333333333,6.17066666667,23.0786666667,9.53733333333,14.867,9.3905
408.26,7.068,16.96,16.8456666667,11.706,6.302,6.06,23.101,9.511,14.8503333333,9.3625
408.62,7.06866666667,16.97,16.7576666667,11.621,6.25,6.007,23.1126666667,9.43766666667,14.7776666667,9.382
408.98,6.986,16.9856666667,16.7386666667,11.572,6.22733333333,6.01633333333,23.0823333333,9.43933333333,14.7373333333,9.375
409.34,6.90866666667,16.934,16.682,11.5603333333,6.14,5.977,23.0163333333,9.34933333333,14.6896666667,9.2365
409.70,6.96833333333,16.9573333333,16.624,11.5953333333,6.11966666667,5.905,22.9216666667,9.37066666667,14.7146666667,9.1635
410.06,6.93733333333,16.9833333333,16.7346666667,11.6926666667,6.09866666667,5.94366666667,22.977,9.349,14.7356666667,9.197
410.42,6.86566666667,17.0436666667,16.6593333333,11.6886666667,6.00066666667,5.88333333333,22.9313333333,9.28266666667,14.644,9.092
410.77,6.77866666667,17.024,16.5226666667,11.654,5.988,5.82133333333,22.8976666667,9.241,14.596,9.021
411.13,6.71233333333,17.0223333333,16.4843333333,11.571,5.916,5.76266666667,22.8393333333,9.19233333333,14.5723333333,8.9395
411.49,6.59933333333,16.972,16.437,11.468,5.876,5.62033333333,22.7766666667,9.097,14.5223333333,8.746
411.85,6.62333333333,16.953,16.5156666667,11.413,5.78833333333,5.53766666667,22.8646666667,9.07033333333,14.4796666667,8.786
412.21,6.60733333333,16.9916666667,16.58,11.5336666667,5.793,5.559,22.8086666667,9.05833333333,14.499,8.7745
412.57,6.61,17.1933333333,16.748,11.6926666667,5.834,5.67533333333,22.9613333333,9.175,14.6586666667,8.8175
412.92,6.67366666667,17.2143333333,16.768,11.8456666667,5.901,5.75733333333,23.0843333333,9.19133333333,14.741,8.8845
413.28,6.689,17.3583333333,16.9083333333,11.9486666667,5.94766666667,5.83966666667,23.1076666667,9.275,14.821,8.9715
413.64,6.65466666667,17.4633333333,17.125,12.0213333333,5.948,5.86166666667,23.2363333333,9.27966666667,14.887,9.024
414.00,6.68866666667,17.5533333333,17.163,12.031,6.03533333333,5.86666666667,23.2666666667,9.33466666667,14.914,9.0725
414.36,6.73666666667,17.5493333333,17.3093333333,12.159,6.12433333333,5.92933333333,23.3923333333,9.424,14.9483333333,9.16
414.72,6.69566666667,17.563,17.3286666667,12.1716666667,6.071,5.87266666667,23.4163333333,9.34733333333,14.9133333333,9.1385
415.07,6.69233333333,17.5946666667,17.366,12.2656666667,6.062,5.89133333333,23.5026666667,9.379,14.95,9.18
415.43,6.78266666667,17.8093333333,17.4726666667,12.4003333333,6.13733333333,5.984,23.6583333333,9.48933333333,15.0903333333,9.403
415.79,6.77,17.9106666667,17.4983333333,12.429,6.18066666667,5.95966666667,23.7043333333,9.504,15.136,9.3875
416.15,6.842,18.008,17.5863333333,12.4416666667,6.22733333333,6.046,23.8103333333,9.57366666667,15.155,9.493
416.51,6.77533333333,17.8716666667,17.5373333333,12.3346666667,6.18433333333,5.94166666667,23.6566666667,9.51833333333,15.05,9.403
416.86,6.75366666667,17.955,17.5033333333,12.3356666667,6.21766666667,5.88233333333,23.7036666667,9.58333333333,15.0806666667,9.383
417.22,6.75133333333,17.9296666667,17.4766666667,12.2693333333,6.22133333333,5.809,23.737,9.52433333333,15.083,9.349
417.58,6.74733333333,17.917,17.431,12.233,6.242,5.842,23.7246666667,9.531,15.093,9.302
417.94,6.72066666667,17.9106666667,17.371,12.203,6.18366666667,5.82366666667,23.6646666667,9.531,15.0903333333,9.298
418.29,6.744,17.9863333333,17.3913333333,12.181,6.177,5.80266666667,23.649,9.52733333333,15.0993333333,9.287
418.65,6.81266666667,18.026,17.4313333333,12.304,6.19833333333,5.83333333333,23.6646666667,9.623,15.1973333333,9.3455
419.01,6.85333333333,18.092,17.4366666667,12.3096666667,6.24433333333,5.84966666667,23.6936666667,9.642,15.1893333333,9.3205
419.37,6.838,18.0786666667,17.4223333333,12.3223333333,6.23933333333,5.85,23.703,9.674,15.1496666667,9.28
419.73,6.85266666667,18.116,17.4203333333,12.3676666667,6.25433333333,5.87466666667,23.6956666667,9.695,15.1446666667,9.311
420.08,6.85533333333,18.174,17.44,12.4113333333,6.25566666667,5.869,23.695,9.73566666667,15.166,9.291
420.44,6.85366666667,18.212,17.4456666667,12.4336666667,6.24866666667,5.861,23.7303333333,9.69833333333,15.189,9.2395
420.80,6.82833333333,18.1613333333,17.4256666667,12.417,6.20733333333,5.831,23.7056666667,9.64766666667,15.1003333333,9.2135
