wavelength,Back_ThrAbbm,Belly_ThrAbbm,Breast_ThrAbbm,Crissum_ThrAbbm,Crown_ThrAbbm,DorTail_ThrAbbm,Patch10_ThrAbbm,Patch11_ThrAbbm,Patch12_ThrAbbm,Rump_ThrAbbm,Throat_ThrAbbm,WingTip_ThrAbbm
597.84,11.4446,27.7586666667,24.2866,26.437,14.878,8.98053333334,50.3632666667,20.4846666667,4.5394,19.375,21.9589666667,10.3020333333
598.18,11.4262666667,27.7112666667,24.2804666667,26.4200666667,14.8753333333,8.97726666667,50.3642666667,20.4976,4.51606666667,19.3518,21.9336666667,10.2824666667
598.52,11.3372,27.6526666667,24.2146666667,26.3710666667,14.8275333333,8.93393333333,50.3206,20.4093333333,4.47293333333,19.285,21.8356,10.241
598.85,11.3728,27.6766666667,24.2196,26.3755333333,14.8491333333,8.97826666667,50.2599333333,20.4014,4.52996666667,19.2930666667,21.8398,10.2948333333
599.19,11.3452666666,27.6074666667,24.1668666667,26.3141333333,14.8383333333,8.99566666667,50.1426,20.337,4.5628,19.2618666667,21.7828666667,10.2968666667
599.53,11.2838,27.5301333333,24.0941333333,26.2765333333,14.7729333333,8.954,50.0113333333,20.2808,4.5179,19.2159333333,21.6855333333,10.2647333333
599.86,11.3839333333,27.6393333333,24.2146666667,26.4137333333,14.8644666667,9.0552,50.0568666667,20.3966666667,4.64273333333,19.3223333334,21.7887,10.3902
600.20,11.3436666667,27.5952666667,24.1875333333,26.4046666666,14.8106,9.02793333333,49.9996,20.3400666667,4.60966666667,19.2993333333,21.7865333333,10.3456
600.53,11.4139333334,27.6158,24.2782,26.4772666667,14.8449333333,9.09046666667,50.0116,20.3841333333,4.65546666667,19.3542666667,21.8883666667,10.3943333333
600.87,11.4134,27.6347333333,24.2896666667,26.4802,14.8428666667,9.07273333333,49.9382,20.3723333334,4.65463333333,19.3420666667,21.8975666667,10.3821333333
601.21,11.3792666667,27.6892666667,24.3606666667,26.5294,14.8262666667,9.04639999999,49.9953333333,20.4022,4.61846666667,19.3815333333,21.9690666667,10.3936333333
601.54,11.3503333333,27.6914,24.3918666667,26.5348666667,14.7797333333,8.97726666666,49.9977333333,20.4036,4.5818,19.3872,21.973,10.3551
