wavelength,Back_RhoCrum,Belly_RhoCrum,Breast_RhoCrum,Crissum_RhoCrum,Crown_RhoCrum,DorTail_RhoCrum,Rump_RhoCrum,Throat_RhoCrum,WingTip_RhoCrum
367.47,4.64558333333,25.0231666667,17.397,26.2466666667,7.40783333333,5.62133333333,5.33466666667,13.2875,6.3705
367.84,4.67833333333,25.0165,17.4148333333,26.3045833333,7.44816666667,5.63966666667,5.31925,13.3299166667,6.38841666667
368.20,4.74916666666,25.0535833333,17.4390833333,26.3263333333,7.51558333333,5.65958333333,5.37558333333,13.3350833333,6.47791666667
368.56,4.78033333333,25.0519166667,17.429,26.3958333333,7.50908333333,5.65083333333,5.36725,13.3423333334,6.51891666667
368.93,4.7925,25.0234166667,17.4016666667,26.4216666667,7.51991666667,5.64183333333,5.37391666667,13.3305833333,6.54641666667
369.29,4.74041666667,24.9761666667,17.3023333333,26.3699166666,7.41983333333,5.55591666667,5.32808333333,13.2514166667,6.46275
369.65,4.74966666667,24.9590833333,17.2756666667,26.3975,7.39591666667,5.54566666667,5.34233333333,13.1865833333,6.43091666667
370.01,4.75641666667,24.96675,17.2633333333,26.4384166666,7.3955,5.538,5.32325,13.1318333333,6.45375
370.38,4.60141666667,24.906,17.1430833333,26.36975,7.249,5.40733333333,5.215,12.9669166667,6.3315
370.74,4.58883333333,24.8945833333,17.02775,26.3565833334,7.20841666667,5.36208333333,5.2065,12.9096666667,6.27908333334
371.10,4.64325,24.8555,17.0410833333,26.36175,7.23733333333,5.41575,5.2705,12.9124166667,6.32316666667
371.46,4.6485,24.85575,17.01925,26.3696666666,7.2315,5.43066666667,5.28083333333,12.924,6.33508333333
371.83,4.62491666667,24.86225,16.9820833334,26.3130833333,7.16308333333,5.39841666667,5.23016666667,12.876,6.30166666667
372.19,4.66175,24.8960833333,17.00875,26.39225,7.1595,5.42366666667,5.23775,12.84525,6.32816666667
372.55,4.64025,24.8341666666,16.9808333333,26.35775,7.11258333334,5.42958333333,5.27841666667,12.80225,6.28775
372.92,4.5705,24.8084166667,16.9235,26.3728333333,7.05441666667,5.38116666667,5.21341666667,12.751,6.22216666667
373.28,4.57341666667,24.7930833334,16.9171666667,26.42225,7.06608333333,5.37875,5.22716666667,12.7249166666,6.24675
373.64,4.56558333333,24.72775,16.8493333333,26.3320833333,7.04516666666,5.33091666667,5.21608333333,12.71225,6.24016666667
374.00,4.533,24.71475,16.7649166666,26.2934166667,7.00566666667,5.296,5.18175,12.6926666667,6.19591666667
374.37,4.60041666666,24.746,16.77775,26.37525,7.04616666667,5.36991666667,5.21725,12.76025,6.26766666666
374.73,4.64908333333,24.81675,16.89375,26.49775,7.10125,5.43275,5.25258333333,12.8238333333,6.34416666667
375.09,4.63483333333,24.8033333334,16.872,26.4710833333,7.07933333333,5.42116666667,5.24625,12.7783333333,6.30375
375.45,4.59983333333,24.8246666666,16.8805833333,26.5040833333,7.046,5.42841666667,5.2145,12.7336666667,6.29091666666
375.81,4.57225,24.6856666667,16.7808333333,26.43775,7.01033333333,5.38741666667,5.18058333333,12.6264166666,6.23716666666
376.18,4.48725,24.5984166667,16.686,26.363,6.93583333334,5.33208333333,5.08791666667,12.556,6.13791666667
376.54,4.46533333333,24.5715833333,16.58875,26.3023333333,6.89266666667,5.2935,5.0085,12.4540833333,6.10316666667
376.90,4.49816666667,24.53425,16.58075,26.2429166667,6.89266666666,5.30458333333,4.99966666667,12.42375,6.10433333334
377.26,4.50925,24.4609166667,16.5175,26.1626666667,6.84983333333,5.3015,4.98,12.3445833334,6.07941666666
377.63,4.5435,24.5364166666,16.5575,26.2135,6.87875,5.3565,5.00833333333,12.3783333333,6.13066666667
377.99,4.48291666667,24.5504166667,16.5095,26.2368333333,6.83591666667,5.30733333333,4.97491666667,12.2955,6.118
378.35,4.49716666667,24.5364166667,16.5086666667,26.205,6.82858333333,5.2925,4.98933333334,12.2994166667,6.151
378.71,4.43133333334,24.42425,16.3704166667,26.08875,6.73408333333,5.20991666667,4.91141666667,12.156,6.0595
379.07,4.38,24.39575,16.30675,26.1026666667,6.67875,5.17375,4.86475,12.1126666667,6.02575
379.44,4.29141666667,24.22825,16.1848333333,25.9589166667,6.57933333333,5.09408333333,4.80366666667,11.9921666667,5.96833333333
379.80,4.28383333333,24.2951666667,16.1950833333,26.009,6.57275,5.11266666667,4.81741666667,11.9715833334,5.96683333333
380.16,4.26591666666,24.2385833334,16.0864166666,25.9361666667,6.51066666667,5.08533333333,4.80883333333,11.9125833333,5.94908333334
380.52,4.29075,24.20775,16.0905,25.9953333333,6.496,5.09141666667,4.83183333333,11.9374166667,5.97408333333
380.88,4.297,24.2255833333,16.04375,26.0065,6.49725,5.12716666667,4.87566666667,11.92275,6.00883333333
381.24,4.3055,24.2509166666,16.015,26.01475,6.50033333333,5.1295,4.884,11.9249166667,6.01283333334
381.61,4.31866666667,24.20575,15.97725,26.0085,6.48616666666,5.12583333334,4.88866666667,11.8909166667,6.001
381.97,4.40691666667,24.157,15.9919166667,26.0135,6.51808333333,5.21825,4.94983333333,11.9305833334,6.03075
382.33,4.43108333333,24.124,15.9505833333,26.016,6.547,5.23175,4.97708333333,11.8845,6.01975
382.69,4.446,24.1105833333,15.9438333333,26.012,6.53741666667,5.2365,4.97525,11.8909166667,6.0125
383.05,4.44533333333,24.1271666667,15.9410833333,26.0104166667,6.52083333333,5.207,4.962,11.85525,6.00591666667
383.41,4.49233333333,24.1818333333,15.9295,26.0354166667,6.54366666666,5.23741666667,5.00325,11.8824166667,6.03883333333
383.77,4.51008333333,24.1129166667,15.8971666667,26.0084166667,6.52483333333,5.243,5.02241666667,11.8835833334,6.07066666666
384.14,4.54183333334,24.16475,15.95025,26.0379166667,6.56558333333,5.28558333333,5.07025,11.8909166667,6.09825
384.50,4.54725,24.17325,15.926,26.0019166667,6.5805,5.28758333334,5.07525,11.8539166667,6.101
384.86,4.47933333333,24.1088333333,15.85875,25.9281666667,6.5085,5.25083333333,5.0145,11.7744166666,6.04041666667
385.22,4.46133333334,24.1021666666,15.8371666667,25.9598333333,6.51483333333,5.26316666667,5.01825,11.74825,6.06616666666
385.58,4.39266666667,24.0448333333,15.7586666667,25.8823333334,6.45,5.19708333333,4.9565,11.6773333333,6.01633333333
385.94,4.36025,24.0271666667,15.7135833333,25.8385,6.425,5.14291666667,4.94108333333,11.5971666667,6.00991666667
386.30,4.33183333333,24.0024166666,15.6935833333,25.8263333333,6.38158333333,5.1385,4.92258333333,11.56875,5.97275
386.66,4.32933333333,23.9370833333,15.6775,25.8215833333,6.38658333334,5.15716666667,4.942,11.5081666667,5.98766666666
387.03,4.341,23.8885833333,15.62725,25.7565833333,6.39416666666,5.18,4.95025,11.4544166667,5.985
387.39,4.34725,23.8518333333,15.58825,25.7313333333,6.364,5.161,4.922,11.3755,5.93508333333
387.75,4.35716666667,23.8621666666,15.55975,25.71825,6.35758333333,5.17333333333,4.9235,11.3545833333,5.92941666667
388.11,4.30308333333,23.741,15.45325,25.6215,6.28141666667,5.09141666667,4.84675,11.27925,5.8845
388.47,4.26541666666,23.6720833333,15.3995833333,25.5765833333,6.21991666667,5.06566666667,4.81341666667,11.221,5.84558333334
388.83,4.30241666667,23.6693333333,15.4205,25.5900833333,6.24741666666,5.0795,4.84783333333,11.2114166667,5.88775
389.19,4.31625,23.622,15.4095833333,25.52225,6.2105,5.06525,4.85466666667,11.2025833333,5.86375
389.55,4.37533333333,23.6239166667,15.4233333333,25.5675833334,6.24525,5.14066666667,4.91883333333,11.1886666667,5.92158333333
389.91,4.38283333333,23.5855833333,15.411,25.5891666667,6.21333333333,5.16816666667,4.93283333334,11.1835,5.9205
390.27,4.40216666667,23.528,15.3573333333,25.522,6.18708333333,5.18116666667,4.93016666667,11.1291666666,5.92725
390.63,4.38991666667,23.5228333333,15.2643333333,25.4700833333,6.15341666666,5.16266666667,4.90925,11.09125,5.91275
391.00,4.3895,23.4905833333,15.2085833333,25.4575,6.13216666667,5.1615,4.91641666667,11.0731666667,5.94008333333
391.36,4.33416666667,23.4121666667,15.126,25.4105833334,6.08966666666,5.123,4.88883333333,11.005,5.94275
391.72,4.30441666667,23.3234166667,15.0491666667,25.3486666667,6.03766666667,5.075,4.85783333333,10.9370833333,5.92975
392.08,4.3135,23.31675,15.008,25.3490833333,6.01808333333,5.07108333333,4.87716666667,10.8813333333,5.93666666667
392.44,4.3355,23.27625,14.9699166666,25.3279166667,6.01533333334,5.07733333333,4.89166666667,10.8581666666,5.95933333333
392.80,4.35008333334,23.1738333333,14.8700833333,25.2380833333,5.97308333333,5.065,4.88208333333,10.7931666667,5.95116666667
393.16,4.37216666667,23.1551666667,14.8019166667,25.2335,5.96175,5.08175,4.88783333334,10.7595,5.97441666667
393.52,4.37533333333,23.0851666667,14.7481666666,25.1984166667,5.94875,5.07833333333,4.8955,10.7311666667,5.97108333333
393.88,4.40958333333,23.0288333333,14.6904166667,25.1244166667,5.9855,5.1165,4.92108333333,10.70975,6.00133333333
394.24,4.41091666666,22.96325,14.6193333334,25.1355,5.97575,5.102,4.92508333333,10.67325,6.022
394.60,4.50683333333,22.9384166667,14.64675,25.1454166667,6.03141666667,5.16708333333,5.00833333333,10.7055,6.10558333333
394.96,4.52166666667,22.8841666667,14.59475,25.08375,6.00683333333,5.17458333333,5.01508333333,10.6458333333,6.08516666667
395.32,4.60233333334,22.858,14.5919166667,25.0590833333,6.04616666667,5.24408333333,5.05333333333,10.6608333333,6.09991666667
395.68,4.60758333333,22.824,14.5274166666,24.9965833333,6.01791666667,5.25941666667,5.0635,10.6164166667,6.10016666667
396.04,4.67508333333,22.8014166667,14.5434166666,24.98225,6.06058333333,5.34433333333,5.138,10.6579166667,6.161
396.40,4.73558333333,22.7706666667,14.5088333333,24.8991666667,6.09308333333,5.4055,5.19308333334,10.651,6.20433333334
396.76,4.764,22.723,14.502,24.8654166667,6.12033333334,5.4285,5.22883333333,10.6374166667,6.21233333333
397.12,4.74658333333,22.5921666667,14.4383333333,24.7360833333,6.09991666667,5.42341666667,5.199,10.53375,6.18783333333
397.48,4.752,22.5529166667,14.4008333333,24.6728333333,6.08991666667,5.41775,5.19725,10.46725,6.18758333334
397.84,4.71966666667,22.4605833333,14.3150833333,24.5831666667,6.0355,5.37316666666,5.17116666667,10.3875833333,6.14825
398.20,4.69241666667,22.3635,14.2371666667,24.4191666666,5.98658333334,5.32775,5.12975,10.2828333333,6.10683333333
398.56,4.62433333333,22.24475,14.1383333333,24.2585833333,5.92858333333,5.2895,5.08,10.1825,6.06083333333
398.92,4.61533333333,22.1218333333,14.0625833334,24.187,5.922,5.26816666667,5.07025,10.13125,6.05708333333
399.28,4.58525,22.03825,13.99525,24.1205,5.88033333333,5.24725,5.08683333333,10.0745,6.07366666667
399.64,4.58366666667,21.9565833333,13.9405833334,24.0298333333,5.87958333333,5.24566666667,5.10583333334,10.0045,6.07825
400.00,4.53416666667,21.8506666667,13.84625,23.9216666667,5.82658333333,5.19733333334,5.0765,9.8825,6.05075
400.36,4.50383333333,21.7505833333,13.7898333333,23.84825,5.78933333333,5.169,5.06391666666,9.81875,6.02725
400.72,4.50091666667,21.6961666667,13.72125,23.77375,5.75758333333,5.1955,5.06891666667,9.78049999999,6.052
401.08,4.488,21.6074166667,13.63275,23.7076666666,5.71658333333,5.17675,5.07216666666,9.74341666667,6.06066666667
401.44,4.49033333334,21.497,13.5398333333,23.59475,5.68033333333,5.19525,5.06916666666,9.68925000002,6.06116666667
401.80,4.50191666667,21.417,13.4823333333,23.5105833333,5.66225,5.20133333333,5.06008333333,9.63866666667,6.0615
402.16,4.52116666666,21.3695833334,13.4320833333,23.4535,5.67316666667,5.25008333333,5.08516666667,9.62125,6.09966666666
402.52,4.55508333333,21.3285833334,13.3964166667,23.4398333333,5.66858333334,5.2605,5.101,9.59733333333,6.12558333333
402.88,4.57383333333,21.2700833333,13.3499166667,23.3594166666,5.63933333333,5.27275,5.11325,9.55741666667,6.13775
403.24,4.60508333334,21.2374166667,13.33475,23.2974166667,5.66791666666,5.31008333333,5.1495,9.53691666666,6.16608333334
403.60,4.6545,21.19575,13.3100833334,23.26825,5.70516666666,5.34008333333,5.19425,9.54041666667,6.18991666666
403.95,4.65275,21.1398333333,13.2361666666,23.1928333333,5.67916666667,5.31466666666,5.17708333334,9.51666666666,6.15058333333
404.31,4.63158333333,21.0711666667,13.16525,23.1318333333,5.65108333334,5.30858333334,5.17341666667,9.46858333333,6.15341666667
404.67,4.62266666667,21.0205833333,13.1188333333,23.0819166666,5.63875,5.29216666667,5.17866666667,9.42474999999,6.14258333333
405.03,4.66216666666,20.9974166667,13.0943333333,23.0370833333,5.66233333333,5.32983333333,5.22391666667,9.43008333333,6.17808333333
405.39,4.66891666667,20.9371666667,13.061,22.9720833333,5.66391666667,5.31525,5.23466666667,9.40691666668,6.17041666667
405.75,4.68966666666,20.90125,13.0519166667,22.9316666667,5.6625,5.3185,5.25458333333,9.40433333335,6.19375
406.11,4.6895,20.8125833334,12.9858333333,22.8614166667,5.62575,5.297,5.24441666667,9.34075000001,6.16366666666
406.47,4.72266666667,20.7694166667,12.9515,22.8108333333,5.63966666667,5.329,5.27075,9.33424999998,6.18725
406.83,4.73291666666,20.6895,12.91325,22.737,5.651,5.33041666667,5.278,9.29175000001,6.20208333333
407.19,4.69633333333,20.5680833333,12.8056666667,22.6295833333,5.59241666667,5.27641666667,5.22983333333,9.21041666668,6.1535
407.55,4.64841666667,20.42025,12.7026666667,22.5000833333,5.51883333333,5.22733333333,5.1605,9.11358333334,6.11666666667
407.90,4.69991666667,20.35975,12.6859166667,22.4685833333,5.5595,5.295,5.21183333333,9.10666666668,6.16891666667
408.26,4.71041666667,20.2733333333,12.6165833333,22.4165,5.54916666667,5.27675,5.19458333333,9.0415,6.144
408.62,4.71883333333,20.2053333333,12.55925,22.3455833333,5.52758333333,5.2775,5.18491666667,9.00383333332,6.14608333333
408.98,4.66866666666,20.1074166666,12.4946666667,22.2716666667,5.47675,5.23566666667,5.13733333333,8.9125,6.09641666667
409.34,4.64908333333,20.0306666666,12.419,22.2169166667,5.43016666667,5.22,5.11008333333,8.83508333334,6.08083333333
409.70,4.6305,19.9354166666,12.3305,22.1341666667,5.39966666667,5.21325,5.098,8.75566666668,6.06783333333
410.06,4.65816666667,19.9105,12.31925,22.0978333333,5.41791666667,5.25083333333,5.13516666667,8.74883333334,6.10066666667
410.42,4.59883333333,19.8084166667,12.2118333333,22.0009166667,5.35666666667,5.213,5.08383333333,8.6545,6.06091666667
410.77,4.582,19.7560833333,12.1703333333,21.9403333333,5.33858333333,5.224,5.08266666667,8.65033333332,6.05775
411.13,4.59641666667,19.7004166666,12.1194166667,21.9010833333,5.33133333333,5.21441666667,5.088,8.63208333334,6.08208333333
411.49,4.61966666667,19.6875833333,12.1049166667,21.9093333333,5.34216666667,5.25291666666,5.1035,8.62258333333,6.09908333333
411.85,4.55791666667,19.606,12.039,21.8319166667,5.28175,5.21083333333,5.05791666667,8.55416666667,6.06433333333
412.21,4.54691666667,19.54875,11.9910833333,21.7736666667,5.25491666667,5.20133333333,5.06308333334,8.53275,6.06741666667
412.57,4.52175,19.4465,11.905,21.71125,5.22766666667,5.18308333333,5.05283333333,8.47516666667,6.05083333333
412.92,4.57325,19.4205,11.89225,21.6838333333,5.26341666667,5.21508333333,5.09208333334,8.48025,6.08975
413.28,4.58408333334,19.3866666667,11.869,21.6261666667,5.28591666666,5.23208333333,5.11458333333,8.48591666667,6.11683333333
413.64,4.57041666667,19.3151666667,11.8295833333,21.592,5.2585,5.2105,5.10691666667,8.445,6.11258333333
414.00,4.54191666667,19.2501666667,11.7564166667,21.5325,5.22683333333,5.19916666667,5.10358333333,8.4095,6.11225
414.36,4.52666666667,19.1375,11.69925,21.4423333333,5.18991666666,5.17058333333,5.1035,8.36066666667,6.09091666667
414.72,4.51308333333,19.06,11.6220833333,21.4029166667,5.15925,5.14416666667,5.08566666667,8.28333333333,6.06966666667
415.07,4.50491666667,18.9818333333,11.5866666667,21.3375833333,5.12516666667,5.14275,5.071,8.236,6.05241666667
415.43,4.49391666667,18.8989166667,11.5283333333,21.2435833333,5.11658333333,5.12975,5.07208333333,8.20075,6.03791666666
415.79,4.50633333333,18.8100833334,11.456,21.163,5.10583333334,5.115,5.04883333333,8.16825,6.03416666666
416.15,4.50158333333,18.7586666667,11.4335,21.1034166667,5.08791666667,5.12633333334,5.05125,8.13841666667,6.04033333333
416.51,4.528,18.6980833333,11.4143333333,21.0411666666,5.09425,5.15916666667,5.06541666667,8.1305,6.05966666667
416.86,4.53908333333,18.6395,11.361,20.9755,5.08083333333,5.16333333333,5.06675,8.12108333333,6.06616666667
417.22,4.54916666667,18.5635833333,11.3066666667,20.9016666667,5.07283333333,5.16683333333,5.05941666667,8.08666666666,6.06916666667
417.58,4.57258333334,18.4915833333,11.2615833333,20.8166666667,5.0885,5.193,5.07241666667,8.06025,6.07808333333
417.94,4.58308333333,18.388,11.2045,20.7093333333,5.08033333334,5.18825,5.06725,8.03741666666,6.06075
418.29,4.59941666667,18.3450833333,11.1709166667,20.6298333333,5.08825,5.21491666667,5.08083333333,8.0225,6.06933333333
418.65,4.59725,18.2734166667,11.1158333333,20.5543333333,5.066,5.22008333333,5.08641666667,7.98916666667,6.06458333333
419.01,4.60975,18.1939166667,11.08775,20.47575,5.07808333333,5.24816666667,5.09983333333,7.97408333333,6.08408333334
419.37,4.61683333333,18.11575,11.0410833333,20.4035,5.06225,5.25291666667,5.11008333333,7.942,6.094
419.73,4.62291666667,18.0319166667,11.0035833333,20.31675,5.06366666667,5.25491666667,5.12716666667,7.913,6.10958333334
420.08,4.64041666667,17.9318333333,10.9440833333,20.2255833333,5.07,5.26416666666,5.13091666666,7.88525,6.119
420.44,4.63575,17.8484166667,10.9021666667,20.1415,5.06133333333,5.24458333333,5.131,7.84641666667,6.11841666667
420.80,4.61441666666,17.7581666667,10.84275,20.04475,5.03741666666,5.23383333333,5.12075,7.79,6.10741666667
421.16,4.5835,17.6441666667,10.7698333333,19.9229166666,4.99116666667,5.21058333333,5.09625,7.73066666667,6.08216666666
421.51,4.55858333333,17.5351666666,10.6855833333,19.7995,4.94783333333,5.18366666667,5.06908333333,7.6805,6.05441666667
421.87,4.55608333333,17.4505833333,10.6366666667,19.7183333333,4.93366666667,5.17533333333,5.05325,7.63408333333,6.05525
422.23,4.55391666667,17.3645,10.5841666667,19.6355833333,4.91616666667,5.16233333333,5.04841666667,7.59258333333,6.05983333333
422.58,4.5535,17.2759166667,10.5318333333,19.5304166667,4.89891666667,5.15491666667,5.042,7.55383333333,6.0495
422.94,4.53258333333,17.18925,10.4523333333,19.43025,4.86891666667,5.12591666667,5.03033333334,7.50433333333,6.02908333333
423.30,4.52583333333,17.1055,10.3925,19.32075,4.8535,5.10366666667,5.02275,7.4615,6.02058333333
423.66,4.51875,17.016,10.32675,19.2253333333,4.824,5.09566666667,5.00658333333,7.4135,5.99358333333
424.01,4.51666666667,16.9524166667,10.2791666667,19.1385833333,4.81583333333,5.08941666667,5.00341666667,7.37608333333,5.99283333333
424.37,4.51008333333,16.8755,10.20525,19.0381666667,4.79333333333,5.08775,4.9915,7.3305,5.97391666666
424.73,4.51233333334,16.7930833333,10.1574166667,18.9568333333,4.78566666666,5.0805,4.98641666667,7.30666666667,5.9705
425.08,4.53258333333,16.7296666667,10.1245833333,18.9145833333,4.79575,5.08733333333,4.99966666667,7.29483333333,5.9705
425.44,4.55141666667,16.6973333333,10.11725,18.8746666667,4.81275,5.10608333334,5.033,7.28758333334,6.00091666667
425.80,4.55458333333,16.6521666667,10.083,18.8141666666,4.80783333333,5.10316666667,5.04891666666,7.27191666667,6.00783333333
426.16,4.564,16.5768333333,10.047,18.7499166667,4.809,5.10458333333,5.05358333334,7.25775,6.00541666667
426.51,4.59066666667,16.52425,10.0365,18.7081666667,4.82483333334,5.12191666667,5.07741666667,7.25708333333,6.0365
426.87,4.61841666667,16.4865,10.01375,18.6493333333,4.8315,5.14116666666,5.10525,7.24675,6.04816666667
427.23,4.62033333333,16.4213333333,9.97558333332,18.59425,4.83341666667,5.15183333334,5.10425,7.22108333333,6.05133333333
427.58,4.63241666666,16.3894166666,9.96383333334,18.5424166666,4.8365,5.15891666667,5.12266666667,7.21533333333,6.06975
427.94,4.64075,16.313,9.93666666668,18.4691666667,4.82566666667,5.16775,5.13325,7.20025,6.06775
428.30,4.65008333333,16.2504166667,9.91891666666,18.41375,4.81925,5.16125,5.13558333333,7.186,6.07408333333
428.65,4.648,16.192,9.88833333335,18.349,4.80191666667,5.15308333334,5.12666666667,7.15833333333,6.05525
429.01,4.6635,16.1535,9.86875000001,18.2865833333,4.80483333333,5.16675,5.14508333333,7.14116666667,6.08708333334
429.37,4.64666666667,16.0729166667,9.81716666667,18.2119166667,4.7835,5.14083333333,5.11775,7.10275,6.05666666667
429.72,4.65541666667,16.025,9.78425000001,18.14325,4.78225,5.15366666667,5.1245,7.07375,6.06341666667
430.08,4.64458333333,15.9855833334,9.75383333332,18.08675,4.76275,5.14808333333,5.11416666667,7.036,6.05275
430.44,4.60583333333,15.9304166667,9.69758333334,18.0189166667,4.74341666667,5.12825,5.08275,6.99825,6.02233333334
430.79,4.5975,15.8661666667,9.66374999999,17.971,4.7385,5.11708333333,5.07058333333,6.95925,6.02175
431.15,4.61166666667,15.8460833333,9.65566666667,17.9399166667,4.74266666667,5.13583333334,5.08766666667,6.96375,6.04783333333
431.50,4.6225,15.79675,9.62341666667,17.9015833333,4.75475,5.15616666667,5.099,6.94491666666,6.06833333333
431.86,4.61541666667,15.7548333333,9.58608333332,17.8498333333,4.74975,5.1445,5.10358333333,6.92508333333,6.07283333333
432.22,4.62158333333,15.73975,9.56533333334,17.8234166667,4.758,5.16508333333,5.11341666667,6.92416666667,6.09033333333
432.57,4.63266666667,15.7153333333,9.55241666668,17.79825,4.756,5.18808333333,5.13133333333,6.90941666667,6.10783333333
432.93,4.63041666667,15.68025,9.52983333334,17.7745833333,4.75391666667,5.18883333334,5.13625,6.89991666667,6.10608333333
433.29,4.63975,15.6685833333,9.51716666666,17.7595,4.75741666667,5.20408333334,5.14283333333,6.895,6.11558333333
433.64,4.64791666667,15.6399166667,9.5155,17.7539166667,4.76716666667,5.21458333333,5.15075,6.90308333333,6.12633333334
434.00,4.63616666667,15.5929166667,9.46466666667,17.7163333334,4.76241666667,5.20491666666,5.14916666667,6.88508333333,6.12008333333
434.35,4.658,15.5669166667,9.44325,17.6895833334,4.7815,5.21866666667,5.16608333333,6.88666666667,6.14658333333
434.71,4.65441666667,15.5368333333,9.41625,17.6516666667,4.77816666667,5.22241666667,5.15625,6.87383333333,6.14475
435.07,4.65725,15.5015833333,9.38908333332,17.6223333333,4.76975,5.21216666667,5.161,6.85675,6.14216666667
435.42,4.67741666666,15.4874166666,9.38591666669,17.5976666667,4.77183333334,5.22066666667,5.17491666667,6.86358333333,6.15658333333
435.78,4.67383333333,15.4679166667,9.36175,17.5875,4.76483333333,5.21733333334,5.16683333333,6.83908333333,6.16266666667
436.13,4.69166666667,15.43425,9.36074999999,17.5845833334,4.77591666667,5.22575,5.18158333334,6.83241666667,6.1755
436.49,4.70741666667,15.4214166667,9.36458333332,17.58725,4.78783333333,5.23408333334,5.20291666667,6.837,6.198
436.84,4.69641666667,15.39575,9.33599999999,17.5435,4.76641666667,5.21233333333,5.1965,6.82,6.18616666667
437.20,4.69125,15.3333333333,9.30308333333,17.5021666667,4.735,5.19275,5.19283333333,6.79383333333,6.17758333333
437.56,4.67816666666,15.292,9.27383333333,17.48025,4.70208333333,5.17758333333,5.18683333333,6.76791666667,6.15966666667
437.91,4.6895,15.29825,9.29274999999,17.4854166666,4.70933333333,5.1985,5.19858333333,6.77616666667,6.1735
438.27,4.67933333333,15.2833333334,9.289,17.47375,4.6895,5.18958333333,5.19208333333,6.7585,6.16333333333
438.62,4.68991666666,15.27375,9.29533333334,17.4874166666,4.696,5.20516666667,5.21775,6.767,6.1805
438.98,4.69541666667,15.2648333334,9.28316666667,17.4839166666,4.70183333333,5.22933333333,5.236,6.77333333333,6.18216666667
439.33,4.68066666667,15.2404166667,9.25549999998,17.4828333334,4.69841666667,5.21991666667,5.22191666666,6.75041666667,6.17275
439.69,4.67816666666,15.2221666667,9.23841666668,17.4715833333,4.68758333333,5.22216666667,5.2155,6.73341666667,6.16525
440.04,4.66708333333,15.1921666666,9.20616666667,17.4471666667,4.664,5.2075,5.20883333333,6.70525,6.14875
440.40,4.66391666667,15.1653333333,9.18016666667,17.4200833333,4.65458333333,5.20241666667,5.19508333333,6.6845,6.137
440.75,4.66083333333,15.1418333333,9.16099999998,17.4164166667,4.65408333333,5.20658333333,5.18366666666,6.6615,6.12983333333
441.11,4.66933333334,15.1483333333,9.15916666666,17.42825,4.66741666666,5.21491666667,5.18658333333,6.65983333333,6.13625
441.47,4.68308333333,15.1475,9.15400000002,17.43475,4.68516666667,5.23008333333,5.20308333333,6.65833333333,6.15216666666
441.82,4.68725,15.117,9.12458333335,17.4089166667,4.67675,5.21416666667,5.21058333333,6.63716666667,6.1465
442.18,4.68916666667,15.0823333333,9.10583333332,17.389,4.66808333333,5.21608333333,5.22,6.61758333334,6.14975
442.53,4.70358333333,15.0611666667,9.10116666668,17.3813333333,4.67825,5.22516666667,5.23058333333,6.60566666666,6.16075
442.89,4.69541666667,15.04225,9.09241666667,17.3753333333,4.68433333333,5.21608333333,5.2165,6.5845,6.17008333334
443.24,4.69958333333,15.0176666667,9.07991666666,17.3594166666,4.66916666667,5.2165,5.23075,6.57575,6.17608333333
443.60,4.7045,14.9819166667,9.06800000001,17.3425833333,4.66658333333,5.21166666666,5.23933333334,6.5675,6.17266666667
443.95,4.6975,14.9415833333,9.03983333334,17.3074166667,4.64825,5.19491666667,5.2365,6.55016666667,6.15933333333
444.31,4.678,14.904,9.00875,17.2738333333,4.64641666666,5.18466666667,5.23183333334,6.52733333334,6.15625
444.66,4.68575,14.8794166667,8.99749999999,17.2543333333,4.65283333333,5.19516666667,5.2475,6.5175,6.178
445.02,4.694,14.8346666667,8.96991666665,17.2033333333,4.64875,5.19158333334,5.25683333333,6.50108333333,6.18041666666
445.37,4.68308333333,14.7869166667,8.94124999999,17.1560833333,4.63725,5.18725,5.2465,6.48433333333,6.17983333333
445.72,4.68708333333,14.74625,8.93533333333,17.1373333333,4.63908333333,5.19741666667,5.24408333333,6.47783333333,6.18141666667
446.08,4.69308333333,14.72575,8.92883333333,17.1170833333,4.65183333333,5.19825,5.24816666667,6.48116666667,6.18916666667
446.43,4.6795,14.6908333333,8.88733333334,17.0663333333,4.63308333333,5.18183333333,5.23708333333,6.45341666667,6.17425
446.79,4.69175,14.6383333333,8.87083333333,17.0260833333,4.62183333333,5.17758333333,5.244,6.43808333333,6.17058333333
447.14,4.69725,14.612,8.85899999999,17.0018333333,4.63641666667,5.18583333334,5.25558333334,6.42658333333,6.17258333333
447.50,4.72075,14.6029166666,8.85683333332,16.9908333334,4.66275,5.21658333333,5.27658333333,6.437,6.207
447.85,4.719,14.5693333334,8.84466666665,16.9578333333,4.66875,5.22391666666,5.27275,6.42325,6.21766666667
448.21,4.72575,14.5306666667,8.82891666667,16.9135833333,4.66408333334,5.22008333333,5.27825,6.41775,6.22325
448.56,4.7325,14.49375,8.82333333334,16.8764166667,4.67725,5.23108333334,5.28525,6.4245,6.22716666667
448.92,4.73358333333,14.4581666667,8.80300000001,16.8365,4.68041666666,5.23933333333,5.28233333333,6.42458333333,6.23091666667
449.27,4.73725,14.41725,8.78941666667,16.7868333333,4.68533333333,5.239,5.28566666666,6.41033333333,6.22308333333
449.62,4.73941666667,14.3955833333,8.7675,16.7370833333,4.69075,5.23691666667,5.29316666667,6.39575,6.23933333333
