wavelength,Back_ComGarf,Belly_ComGarf,Breast_ComGarf,Crissum_ComGarf,Crown_ComGarf,DorTail_ComGarf,Patch10_ComGarf,Rump_ComGarf,Throat_ComGarf,WingTip_ComGarf
373.64,6.58826666667,7.15486666666,4.19983333333,3.45846666667,3.3288,7.54626666667,7.01193333333,7.11996666667,4.27573333333,9.24858333334
374.00,6.50313333333,7.08686666667,4.0891,3.41586666667,3.2846,7.49406666667,6.95493333333,7.06166666667,4.18346666667,9.18841666667
374.37,6.36193333333,6.951,3.9853,3.2912,3.14126666667,7.4222,6.84886666667,6.98583333333,4.03233333333,8.99941666667
374.73,6.2932,6.8306,3.85303333333,3.17866666667,2.99806666667,7.27306666667,6.72086666667,6.92536666667,3.9552,8.89708333334
375.09,6.2508,6.72273333333,3.76783333333,3.10733333333,2.89986666667,7.1666,6.5898,6.85036666667,3.8524,8.75149999999
375.45,6.27633333333,6.7634,3.7924,3.1214,2.9218,7.1614,6.58226666667,6.9003,3.84986666667,8.74383333334
375.81,6.3542,6.78416666667,3.83966666667,3.15266666666,2.94613333333,7.22566666667,6.6542,6.93706666667,3.89326666667,8.76966666666
376.18,6.31473333333,6.7913,3.80293333333,3.1566,2.93866666667,7.2238,6.67646666667,6.9144,3.9262,8.70599999999
376.54,6.28246666667,6.75656666667,3.7483,3.1278,2.912,7.19566666667,6.65913333333,6.86506666667,3.8988,8.65
376.90,6.30766666667,6.7338,3.77536666667,3.12306666667,2.94186666667,7.20926666667,6.67953333333,6.85693333333,3.86253333333,8.60724999999
377.26,6.45406666667,6.84533333333,3.86006666667,3.23566666667,3.04166666667,7.27026666667,6.75933333333,6.93033333333,3.92106666667,8.71083333333
377.63,6.42386666667,6.80133333334,3.8342,3.22833333333,3.00193333333,7.2406,6.68633333333,6.8747,3.8846,8.70608333333
377.99,6.53973333333,6.87806666667,3.89133333334,3.28713333333,3.03313333333,7.29073333333,6.79833333333,6.92873333333,3.97146666667,8.76733333332
378.35,6.62793333333,6.91803333333,3.96423333333,3.3318,3.11366666667,7.31446666667,6.8338,6.986,4.06793333333,8.84708333334
378.71,6.67306666667,6.9832,4.01373333333,3.39373333333,3.20446666667,7.40013333333,6.9242,7.04963333333,4.09146666667,8.87408333334
379.07,6.7702,7.1037,4.1093,3.49906666667,3.26666666667,7.5104,7.04673333333,7.16373333333,4.1954,8.99450000001
379.44,6.70333333333,7.0593,4.04263333333,3.4704,3.1798,7.45006666667,6.9792,7.06223333333,4.13686666667,8.94
379.80,6.63713333333,6.99936666667,3.9272,3.39193333333,3.08473333333,7.386,6.90786666667,6.97383333333,4.02953333334,8.84083333333
380.16,6.58786666667,6.88816666666,3.87933333333,3.30053333333,3.01066666667,7.29993333333,6.84446666667,6.9105,3.94073333333,8.76174999999
380.52,6.5628,6.8417,3.84233333333,3.244,2.94466666667,7.26,6.78126666667,6.88493333333,3.90333333333,8.69475
380.88,6.44553333334,6.7723,3.70056666667,3.15246666667,2.8342,7.15013333333,6.63713333333,6.78733333333,3.782,8.60966666666
381.24,6.30846666667,6.72553333333,3.62743333333,3.0664,2.7394,7.05793333333,6.56826666667,6.73113333333,3.708,8.47108333332
381.61,6.2888,6.73106666667,3.62746666667,3.0376,2.73913333333,7.05013333334,6.57186666667,6.72753333333,3.68746666667,8.41241666667
381.97,6.1124,6.5958,3.5105,2.92066666666,2.6048,6.91866666667,6.40493333333,6.60363333333,3.54873333333,8.28416666667
382.33,6.15966666667,6.68896666667,3.53383333333,2.9682,2.65846666667,6.9596,6.4602,6.65786666667,3.55873333333,8.3485
382.69,6.14173333333,6.69493333333,3.50453333333,2.93793333333,2.63846666667,6.93066666667,6.4184,6.59683333333,3.5404,8.33175
383.05,6.08313333333,6.6623,3.4496,2.87926666667,2.59406666667,6.83886666667,6.3832,6.53463333333,3.4716,8.2805
383.41,6.05506666667,6.6857,3.4368,2.84286666667,2.609,6.84646666667,6.37126666667,6.51723333333,3.47026666667,8.25058333333
383.77,6.02926666667,6.6946,3.42626666667,2.8236,2.57653333333,6.8258,6.33553333333,6.50503333333,3.46653333333,8.24858333333
384.14,6.03346666667,6.72006666667,3.41343333333,2.843,2.5562,6.83146666667,6.347,6.5144,3.43446666667,8.28533333333
384.50,6.02386666667,6.73653333333,3.3898,2.82326666667,2.56206666667,6.79986666667,6.34453333333,6.50666666667,3.41613333333,8.30916666667
384.86,6.09266666667,6.8279,3.4566,2.8386,2.62453333334,6.8264,6.42726666667,6.58126666667,3.48546666667,8.35533333333
385.22,6.03093333333,6.73563333333,3.36003333333,2.7366,2.51686666667,6.74786666667,6.35073333333,6.50066666667,3.42693333333,8.2645
385.58,5.99173333333,6.7166,3.31003333333,2.68413333333,2.45333333333,6.67746666667,6.32293333333,6.46973333333,3.4002,8.2185
385.94,6.14953333333,6.87523333333,3.42176666667,2.81226666667,2.58433333333,6.81053333333,6.4676,6.59533333333,3.5128,8.32491666667
386.30,6.0744,6.82066666667,3.33326666667,2.7442,2.50973333333,6.72706666667,6.42206666667,6.5236,3.481,8.24075
386.66,6.05413333333,6.80043333333,3.3442,2.72806666667,2.5028,6.71173333333,6.44053333333,6.54173333333,3.49566666667,8.24
387.03,6.0714,6.81716666667,3.377,2.76606666667,2.56953333333,6.78793333333,6.4614,6.5802,3.55086666667,8.26875
387.39,6.0982,6.8256,3.4,2.7852,2.584,6.78413333333,6.48853333333,6.61426666667,3.53493333333,8.29416666666
387.75,6.2338,6.96066666667,3.55273333333,2.9126,2.75413333333,6.92873333333,6.61146666667,6.73326666667,3.66873333333,8.43291666667
388.11,6.28233333333,7.01326666667,3.6154,2.9782,2.84533333333,6.99866666667,6.6392,6.76786666667,3.7568,8.46616666667
388.47,6.36193333333,7.08206666667,3.6817,3.06693333333,2.9086,7.0304,6.70306666667,6.82426666666,3.80466666667,8.52541666667
388.83,6.3756,7.03706666667,3.65583333333,3.076,2.91426666667,7.0484,6.6858,6.8016,3.79426666667,8.49083333334
389.19,6.47146666667,7.08156666667,3.7304,3.15606666667,3.015,7.1058,6.752,6.8622,3.83046666667,8.55966666667
389.55,6.5518,7.1476,3.78573333333,3.22246666667,3.11253333333,7.16206666667,6.82833333333,6.93363333333,3.86886666667,8.623
389.91,6.57813333333,7.18183333333,3.82013333333,3.23806666667,3.1524,7.1774,6.83986666667,6.98956666667,3.88926666667,8.69208333334
390.27,6.67673333333,7.2514,3.9204,3.33526666667,3.23553333333,7.26613333333,6.92486666667,7.0921,3.95906666666,8.78983333334
390.63,6.75706666667,7.3569,3.99046666667,3.41353333333,3.29613333333,7.36093333333,7.00806666667,7.19026666667,4.00053333333,8.84708333334
391.00,6.817,7.41996666667,4.0305,3.42566666667,3.2884,7.3556,7.07766666667,7.22206666667,4.01766666667,8.86474999999
391.36,6.7444,7.33853333333,3.9882,3.3542,3.22373333333,7.2814,6.98513333333,7.14123333333,3.96753333333,8.78500000001
391.72,6.6862,7.27533333333,3.9067,3.27673333333,3.123,7.18106666667,6.91666666667,7.06953333333,3.89846666667,8.70383333333
392.08,6.6734,7.26053333333,3.8663,3.245,3.077,7.1368,6.90086666667,7.06776666667,3.8944,8.67183333333
392.44,6.60626666667,7.22233333333,3.8165,3.1674,3.01166666667,7.11146666667,6.863,7.0208,3.84173333333,8.62875000001
392.80,6.67886666667,7.33053333333,3.91686666666,3.25026666667,3.10186666667,7.17986666667,6.99633333333,7.1151,3.9336,8.72816666667
393.16,6.67473333333,7.40073333333,3.92436666667,3.23966666667,3.08846666667,7.2026,7.04706666667,7.15236666667,3.9484,8.76583333334
393.52,6.63386666667,7.38403333333,3.8889,3.20306666667,3.04333333333,7.1588,7.00873333333,7.1144,3.9402,8.76100000001
393.88,6.58986666667,7.3567,3.8463,3.15033333333,2.99006666667,7.1024,6.9856,7.0778,3.91053333333,8.70291666666
394.24,6.54806666667,7.35913333333,3.8315,3.09906666667,2.96513333333,7.07013333333,6.949,7.05483333333,3.88346666667,8.64358333334
394.60,6.53733333333,7.36866666667,3.85046666667,3.09653333333,2.9878,7.0458,6.92446666667,7.0489,3.91873333333,8.64950000001
394.96,6.4938,7.3492,3.80936666667,3.05533333333,2.95466666667,7.02266666667,6.8466,7.03013333333,3.8768,8.61816666667
395.32,6.5826,7.44056666667,3.84063333333,3.1126,3.02633333333,7.0608,6.95113333333,7.14056666666,3.9518,8.65633333334
395.68,6.56153333333,7.45096666667,3.82433333333,3.0968,3.01166666667,7.06373333333,6.9876,7.16106666667,3.933,8.63416666667
396.04,6.57313333333,7.46743333333,3.84283333333,3.0742,3.02426666667,7.06633333333,6.9948,7.14443333333,3.9286,8.62275
396.40,6.64,7.54,3.91403333333,3.14666666667,3.10493333333,7.11426666667,7.05186666667,7.21146666667,4.0184,8.64516666667
396.76,6.5948,7.50786666667,3.8555,3.0902,3.0374,7.05586666667,6.97126666667,7.15543333333,3.95186666667,8.59216666667
397.12,6.6652,7.55856666667,3.94746666667,3.1818,3.1028,7.09586666667,7.01713333333,7.18103333334,4.0096,8.61999999999
397.48,6.8142,7.71156666667,4.0768,3.32273333333,3.23586666667,7.2016,7.1372,7.31333333334,4.155,8.76041666668
397.84,6.83606666667,7.73813333334,4.09716666667,3.357,3.26953333333,7.23433333333,7.125,7.34303333333,4.18106666667,8.77241666667
398.20,6.81313333333,7.70363333333,4.05036666667,3.31226666667,3.20946666666,7.1994,7.1064,7.30776666667,4.14526666667,8.75424999999
398.56,6.78093333333,7.66886666667,3.9666,3.27293333334,3.1158,7.13273333333,7.07533333333,7.23046666667,4.0454,8.67441666666
398.92,6.79226666667,7.6957,3.95766666667,3.2846,3.13013333333,7.163,7.0862,7.22096666666,4.04813333334,8.67100000001
399.28,6.78633333333,7.73143333333,3.9727,3.31293333333,3.13786666666,7.2002,7.08653333333,7.22676666667,4.04886666667,8.72283333332
399.64,6.84066666667,7.753,4.01433333333,3.34453333333,3.17566666667,7.222,7.0924,7.26613333333,4.0872,8.73825
400.00,6.8728,7.81806666667,4.05793333333,3.39133333333,3.21553333333,7.25086666667,7.13973333333,7.30463333333,4.09986666667,8.76458333333
400.36,6.869,7.79383333333,4.04593333333,3.36206666667,3.18073333333,7.2184,7.11966666667,7.28986666666,4.0778,8.74850000001
400.72,6.9034,7.81263333333,4.05483333333,3.3948,3.21086666667,7.2424,7.153,7.35326666667,4.10586666666,8.72591666667
401.08,6.8462,7.73406666667,3.95453333333,3.32766666667,3.13693333333,7.18726666667,7.09113333333,7.30803333333,4.06393333333,8.63383333333
401.44,6.75426666667,7.6282,3.86603333333,3.22306666667,3.01053333333,7.11466666667,7.01026666667,7.1991,3.94246666667,8.52016666666
401.80,6.73933333334,7.5965,3.833,3.1858,2.99166666667,7.08086666667,6.99613333333,7.15903333333,3.90973333334,8.45975
402.16,6.80386666667,7.64886666667,3.85533333333,3.24053333333,3.05446666667,7.10833333333,7.05233333333,7.19123333333,3.92373333333,8.50141666666
402.52,6.88633333333,7.7304,3.95513333333,3.3058,3.1354,7.1714,7.13673333333,7.2879,4.00626666667,8.58933333332
402.88,6.94153333333,7.77326666667,4.0038,3.35506666667,3.17433333333,7.17873333333,7.20686666667,7.33056666667,4.07166666667,8.61791666666
403.24,6.94493333333,7.772,3.99186666667,3.31926666667,3.1456,7.14693333333,7.21793333333,7.31616666667,4.06893333333,8.56366666667
403.60,6.93406666667,7.785,3.991,3.3152,3.14993333333,7.14006666667,7.2204,7.3076,4.05773333333,8.56116666667
403.95,6.98433333333,7.87103333333,4.05406666667,3.3704,3.19326666667,7.21393333333,7.28146666667,7.40226666667,4.129,8.65833333334
404.31,6.95253333333,7.8841,4.0347,3.37533333333,3.19186666667,7.23193333334,7.28086666667,7.3867,4.1126,8.63058333334
404.67,6.9442,7.91616666666,4.03096666667,3.3672,3.18046666667,7.2438,7.28226666667,7.35936666667,4.107,8.66558333334
405.03,6.96306666667,7.94426666667,4.05433333333,3.36646666667,3.19853333333,7.24573333333,7.30893333333,7.38966666667,4.0932,8.71558333333
405.39,6.9838,7.9865,4.09776666667,3.40413333333,3.24366666667,7.28513333333,7.36553333333,7.42416666667,4.1174,8.74341666666
405.75,7.054,8.076,4.15593333333,3.4726,3.2888,7.34526666667,7.4514,7.4964,4.18433333333,8.83866666666
406.11,7.10466666667,8.12893333333,4.20653333333,3.51193333333,3.33953333333,7.41693333333,7.47213333333,7.54673333333,4.2644,8.86458333333
406.47,7.07506666667,8.0906,4.1394,3.46493333333,3.29046666667,7.3786,7.41206666667,7.5065,4.22893333333,8.81741666668
406.83,7.054,8.08906666667,4.10326666667,3.4494,3.28046666667,7.37333333333,7.39813333333,7.49776666666,4.20613333333,8.8115
407.19,7.11233333333,8.16283333333,4.16126666667,3.5192,3.34846666667,7.44526666667,7.4422,7.557,4.2682,8.88366666667
407.55,7.11106666667,8.18756666667,4.16996666667,3.51826666667,3.35033333333,7.45833333333,7.42,7.57006666667,4.28066666667,8.87966666667
407.90,7.05473333333,8.1132,4.08993333333,3.4368,3.28026666667,7.37366666667,7.35293333333,7.47636666666,4.182,8.80183333334
408.26,7.06793333333,8.10173333333,4.0737,3.4076,3.2618,7.32613333333,7.33173333333,7.4573,4.17766666667,8.77991666666
408.62,7.0586,8.11013333333,4.08143333333,3.39653333333,3.27026666667,7.28773333333,7.3066,7.45866666666,4.17486666667,8.77424999999
408.98,7.06406666667,8.13253333333,4.08523333333,3.39993333333,3.26846666667,7.28193333333,7.2866,7.45766666667,4.20306666667,8.75541666667
409.34,7.05233333334,8.1193,4.05563333333,3.38066666667,3.24093333333,7.2512,7.232,7.44943333333,4.21113333333,8.71475
409.70,7.001,8.06733333333,4.00433333333,3.32326666667,3.18073333333,7.17193333333,7.1646,7.39946666667,4.1524,8.65466666668
410.06,6.96313333333,8.04183333333,3.97993333333,3.2826,3.11046666667,7.11826666667,7.14793333333,7.36456666667,4.10726666667,8.59258333333
410.42,6.99206666667,8.08536666667,4.021,3.31646666667,3.13993333334,7.13506666667,7.20593333333,7.40103333333,4.1502,8.61716666666
410.77,7.00293333333,8.10046666667,4.04046666667,3.3102,3.12773333333,7.13533333333,7.20333333333,7.41763333333,4.17093333333,8.61666666668
411.13,7.01653333333,8.115,4.0464,3.29633333333,3.11166666667,7.13273333334,7.1974,7.42106666667,4.17706666667,8.63483333334
411.49,7.0442,8.14626666667,4.06576666667,3.33033333333,3.134,7.12526666667,7.2462,7.43276666667,4.19286666667,8.67383333332
411.85,7.13766666667,8.2331,4.1453,3.41046666667,3.2162,7.21686666667,7.3362,7.5428,4.27553333333,8.74591666668
412.21,7.1426,8.256,4.16696666666,3.419,3.22246666667,7.22506666667,7.35246666667,7.5719,4.26486666667,8.78716666668
412.57,7.17393333333,8.25903333333,4.19106666667,3.42986666667,3.22213333333,7.25593333333,7.3902,7.6032,4.28346666667,8.7825
412.92,7.19786666666,8.29763333333,4.21523333333,3.45046666667,3.25686666667,7.30186666667,7.41166666667,7.62226666667,4.28933333333,8.79208333334
413.28,7.22946666667,8.3442,4.23046666667,3.47253333333,3.29166666667,7.32613333333,7.4556,7.6698,4.28573333333,8.81166666668
413.64,7.2568,8.40103333333,4.28603333333,3.51546666667,3.34213333333,7.3942,7.49053333333,7.70706666667,4.34366666667,8.81441666667
414.00,7.2886,8.45293333333,4.31003333333,3.55406666667,3.39493333333,7.425,7.5232,7.7535,4.37993333334,8.86549999999
414.36,7.27546666667,8.4691,4.32983333333,3.55053333333,3.387,7.4316,7.51893333333,7.75513333333,4.3592,8.86758333334
414.72,7.24693333333,8.46233333333,4.3311,3.5016,3.36993333333,7.39093333333,7.50113333333,7.73386666667,4.32513333333,8.83258333334
415.07,7.217,8.4292,4.31496666667,3.47946666667,3.34566666666,7.3464,7.49386666667,7.71533333333,4.30466666667,8.78441666666
415.43,7.16846666667,8.37856666667,4.27083333333,3.43806666666,3.2804,7.3096,7.4422,7.6855,4.25653333333,8.75900000001
415.79,7.0652,8.30753333333,4.20566666667,3.35586666667,3.19033333333,7.20733333333,7.3176,7.57413333333,4.19293333333,8.68266666666
416.15,7.08606666667,8.3604,4.2183,3.3762,3.21566666667,7.22873333333,7.3266,7.61163333333,4.228,8.69366666667
416.51,7.0784,8.40386666667,4.21503333333,3.3922,3.2102,7.2136,7.346,7.62713333333,4.24766666667,8.71549999999
416.86,7.14273333333,8.48263333333,4.2718,3.43966666667,3.24013333333,7.24506666667,7.41653333333,7.68046666667,4.313,8.79358333333
417.22,7.11526666667,8.48526666667,4.28476666667,3.43633333333,3.2144,7.22853333333,7.4086,7.66183333333,4.31306666667,8.78108333333
417.58,7.12666666667,8.4875,4.27806666667,3.41866666667,3.21033333333,7.21233333333,7.40513333333,7.64116666667,4.2968,8.79191666667
417.94,7.12846666666,8.51556666667,4.29863333333,3.42606666667,3.19586666667,7.20086666667,7.3908,7.63906666667,4.29226666667,8.79666666666
418.29,7.14613333333,8.5514,4.30863333333,3.438,3.20913333333,7.23266666667,7.3842,7.65643333333,4.3094,8.80516666667
418.65,7.22506666667,8.644,4.37066666667,3.5194,3.2666,7.3022,7.46893333333,7.72606666667,4.37313333333,8.88741666667
419.01,7.2354,8.67693333333,4.38953333333,3.53826666666,3.28313333333,7.3368,7.46986666667,7.7333,4.38573333333,8.89083333334
419.37,7.26546666667,8.7316,4.41266666667,3.55713333334,3.30853333333,7.35906666667,7.48946666667,7.7474,4.4034,8.90483333332
419.73,7.26953333333,8.7431,4.40363333333,3.55626666666,3.30686666667,7.35433333333,7.50173333333,7.7529,4.4024,8.87991666667
420.08,7.28766666666,8.7538,4.41556666667,3.56246666667,3.31073333333,7.37033333333,7.52073333333,7.75856666667,4.40806666667,8.88308333334
420.44,7.31793333333,8.76176666667,4.43586666667,3.57493333333,3.3316,7.389,7.5108,7.75393333333,4.4252,8.88516666666
420.80,7.286,8.73703333333,4.40746666667,3.55826666666,3.3212,7.37346666667,7.47393333333,7.73776666667,4.4076,8.85241666668
421.16,7.29166666667,8.73683333333,4.3981,3.54493333333,3.32326666667,7.37346666667,7.45546666667,7.73073333334,4.3932,8.84325000001
421.51,7.29386666667,8.75953333333,4.41223333333,3.5526,3.31673333333,7.3696,7.47026666667,7.74903333333,4.40073333334,8.84391666667
421.87,7.28673333333,8.74723333333,4.38883333333,3.53826666667,3.30813333333,7.35906666667,7.4614,7.73573333333,4.3916,8.81941666666
422.23,7.28713333333,8.74833333333,4.38923333333,3.53606666667,3.31073333333,7.33993333333,7.46866666667,7.73266666667,4.39653333333,8.81308333333
422.58,7.2652,8.74536666667,4.37683333333,3.52366666667,3.29906666666,7.32406666667,7.434,7.71523333333,4.37886666667,8.79166666667
422.94,7.26973333333,8.7497,4.3562,3.5196,3.2896,7.3138,7.43173333333,7.7056,4.3628,8.80075000001
423.30,7.26606666667,8.75433333333,4.3482,3.514,3.282,7.29886666667,7.41853333333,7.70656666667,4.36473333334,8.78025000001
423.66,7.30573333333,8.80163333333,4.3848,3.55346666667,3.31113333333,7.3326,7.45153333333,7.74066666667,4.40706666667,8.81191666666
424.01,7.30986666667,8.82076666667,4.39863333333,3.57346666667,3.31853333333,7.324,7.44026666667,7.7393,4.41613333333,8.81416666666
424.37,7.31333333333,8.83986666667,4.403,3.5754,3.31993333333,7.3218,7.44753333333,7.74203333333,4.4162,8.81441666666
424.73,7.32386666667,8.85923333333,4.40563333333,3.57613333333,3.3244,7.32146666667,7.46146666667,7.7416,4.4116,8.81750000001
425.08,7.3242,8.86433333333,4.40006666667,3.56906666667,3.3072,7.3082,7.45233333333,7.7321,4.40726666667,8.80533333334
425.44,7.3132,8.86223333333,4.38343333333,3.56446666667,3.3028,7.2988,7.43353333333,7.72623333333,4.40153333333,8.79466666666
425.80,7.33033333333,8.9005,4.41743333333,3.5852,3.32313333333,7.31306666667,7.45593333333,7.74963333333,4.42406666667,8.809
426.16,7.35593333333,8.93406666667,4.43286666667,3.59426666667,3.33346666667,7.32366666667,7.46593333333,7.76093333333,4.43186666667,8.81458333334
426.51,7.35926666667,8.93016666667,4.42843333333,3.59153333333,3.333,7.31126666667,7.4676,7.7615,4.42573333333,8.79308333333
426.87,7.3546,8.95473333333,4.43693333333,3.59153333333,3.34306666667,7.3078,7.47026666667,7.76686666667,4.4314,8.77058333332
427.23,7.3708,8.98773333333,4.46156666667,3.60433333333,3.36826666667,7.32533333333,7.4982,7.7849,4.45233333333,8.77383333334
427.58,7.36793333333,8.9994,4.4557,3.59313333333,3.36906666667,7.31726666667,7.5114,7.79013333333,4.4408,8.75958333333
427.94,7.38993333333,9.05026666667,4.46616666666,3.58906666667,3.3714,7.34813333333,7.54093333333,7.8098,4.4666,8.76616666667
428.30,7.40166666667,9.09816666667,4.49146666667,3.59786666667,3.37653333333,7.34546666667,7.5672,7.83713333333,4.4928,8.77483333334
428.65,7.37286666667,9.09683333333,4.47453333334,3.57106666667,3.33446666667,7.29853333333,7.5338,7.8044,4.465,8.73574999999
429.01,7.42766666667,9.18359999999,4.5419,3.63173333333,3.39546666667,7.3484,7.6102,7.86213333333,4.53306666667,8.80308333333
429.37,7.44913333333,9.23226666667,4.57853333333,3.64966666667,3.42366666667,7.3666,7.62653333333,7.8845,4.54006666667,8.80900000001
429.72,7.42773333333,9.21686666668,4.54096666667,3.6234,3.378,7.33773333333,7.5988,7.84923333333,4.49433333333,8.79483333333
430.08,7.41613333333,9.23110000001,4.53923333333,3.63246666667,3.36926666667,7.342,7.59493333333,7.85333333333,4.50866666667,8.78333333334
430.44,7.39486666667,9.2225,4.50296666667,3.60366666667,3.32686666667,7.30966666667,7.55826666667,7.81823333333,4.4888,8.75508333333
430.79,7.42793333333,9.24743333333,4.5432,3.6336,3.34266666667,7.32613333333,7.56893333333,7.84363333334,4.51026666667,8.79516666666
431.15,7.478,9.29033333334,4.5791,3.67573333333,3.37033333333,7.35506666667,7.5932,7.8756,4.54633333334,8.85208333333
431.50,7.4916,9.3366,4.5943,3.69573333333,3.38326666667,7.347,7.59766666667,7.8731,4.5704,8.86866666666
431.86,7.48166666667,9.34060000001,4.59193333333,3.69246666667,3.38546666667,7.33066666667,7.58966666667,7.866,4.56453333334,8.87041666666
432.22,7.4784,9.31470000001,4.57983333333,3.67826666667,3.3824,7.32913333333,7.56633333333,7.85303333334,4.53853333333,8.84833333333
432.57,7.51613333333,9.35499999999,4.61303333333,3.69933333333,3.40906666667,7.3554,7.60026666667,7.8847,4.578,8.881
432.93,7.51286666667,9.35873333333,4.6165,3.69946666667,3.40653333333,7.35973333333,7.57646666667,7.87823333333,4.58606666667,8.84775000001
433.29,7.53393333333,9.38143333332,4.60373333333,3.70146666667,3.397,7.36813333333,7.5896,7.8649,4.59893333333,8.84833333333
433.64,7.57866666667,9.4327,4.6419,3.73846666666,3.4424,7.39506666667,7.63333333333,7.91466666667,4.65533333333,8.88133333334
434.00,7.58066666667,9.45069999999,4.63923333333,3.73233333333,3.45646666667,7.38373333333,7.6422,7.91756666667,4.6496,8.89741666667
434.35,7.63366666667,9.52723333333,4.7078,3.7848,3.51693333333,7.41846666667,7.72333333333,7.9691,4.71513333333,8.94958333333
434.71,7.65193333333,9.56956666667,4.7142,3.79946666666,3.5258,7.41773333333,7.7448,7.99293333333,4.74653333333,8.95575000001
435.07,7.62386666667,9.55906666667,4.69606666667,3.77713333333,3.50246666667,7.39426666667,7.73573333333,7.96823333333,4.72806666667,8.91474999999
435.42,7.6542,9.58303333333,4.7301,3.79513333333,3.52266666667,7.41953333333,7.75886666667,8.00943333333,4.7444,8.94308333332
435.78,7.69346666667,9.63593333334,4.76186666667,3.82746666667,3.5518,7.45066666667,7.8144,8.04166666667,4.7752,8.97808333332
436.13,7.7456,9.74436666666,4.81293333333,3.8818,3.616,7.5104,7.89286666667,8.0969,4.84693333333,9.05066666666
436.49,7.78353333333,9.79186666666,4.8492,3.91566666667,3.6592,7.53953333333,7.9338,8.13886666667,4.8788,9.05758333332
436.84,7.8244,9.85333333333,4.87606666667,3.94626666667,3.70526666667,7.5498,7.98346666667,8.1855,4.91326666667,9.10400000001
437.20,7.85833333333,9.89716666665,4.92363333333,3.974,3.7422,7.56413333333,8.01973333333,8.2282,4.94306666667,9.14208333333
437.56,7.82793333333,9.89836666666,4.90833333333,3.9538,3.718,7.5516,7.98873333333,8.2016,4.91773333333,9.11916666667
437.91,7.8478,9.9369,4.92303333333,3.98046666666,3.71313333333,7.55466666667,8.0042,8.20926666667,4.9268,9.12366666666
438.27,7.85193333333,9.94913333333,4.91033333333,3.97293333333,3.6954,7.56666666667,7.995,8.2074,4.91353333333,9.13549999999
438.62,7.816,9.94073333333,4.8925,3.95346666667,3.67453333333,7.53633333333,7.97726666667,8.17676666667,4.8902,9.09825
438.98,7.82586666666,9.98773333332,4.908,3.9712,3.68113333333,7.54293333333,7.988,8.19653333334,4.901,9.11450000001
439.33,7.79313333333,9.97399999999,4.87496666667,3.94086666667,3.6386,7.5042,7.95593333333,8.16483333333,4.87686666667,9.07016666667
439.69,7.77886666667,9.96853333332,4.8614,3.92033333333,3.62706666667,7.47886666667,7.92233333333,8.15853333334,4.86013333333,9.0325
440.04,7.74966666667,9.9439,4.8453,3.91113333333,3.60126666667,7.44186666667,7.88346666667,8.12976666667,4.83533333333,8.98858333334
440.40,7.7498,9.96576666668,4.84923333333,3.92506666666,3.59933333333,7.44066666667,7.8794,8.12653333333,4.83106666667,8.99550000001
440.75,7.72993333333,9.96086666665,4.8314,3.9078,3.56726666667,7.4318,7.86373333333,8.1128,4.80913333333,8.97341666666
441.11,7.70386666667,9.95533333334,4.80356666667,3.90326666667,3.54313333333,7.41026666667,7.839,8.09673333333,4.7902,8.92475000001
441.47,7.7384,9.99600000001,4.82986666667,3.93373333333,3.57286666667,7.4294,7.84846666667,8.1131,4.81853333333,8.93241666667
441.82,7.73726666667,10.0001666667,4.82713333333,3.93393333333,3.58373333333,7.44213333333,7.84173333333,8.1179,4.82546666667,8.91408333334
442.18,7.72926666667,9.99979999998,4.82986666667,3.9372,3.58673333333,7.43366666667,7.81646666667,8.10836666667,4.82593333333,8.88641666666
442.53,7.7574,10.0321666667,4.8422,3.9448,3.59886666667,7.45393333333,7.82953333333,8.1244,4.8344,8.90858333332
442.89,7.77086666666,10.0348,4.83963333333,3.94746666667,3.60733333333,7.44593333333,7.836,8.1345,4.84166666666,8.90699999999
443.24,7.8062,10.0974,4.87173333333,3.98666666667,3.64913333333,7.48626666666,7.87706666667,8.15923333333,4.86753333333,8.93025000001
443.60,7.82933333333,10.1334,4.8936,4.01213333333,3.6584,7.5002,7.89826666667,8.1742,4.88693333333,8.94949999999
443.95,7.8444,10.1733,4.88763333333,4.0036,3.63146666667,7.492,7.90066666667,8.17813333333,4.8826,8.95241666667
444.31,7.82146666667,10.1711666667,4.87116666667,3.98993333333,3.60406666667,7.49113333333,7.8832,8.17773333333,4.87906666667,8.94750000001
444.66,7.8556,10.2115333333,4.897,4.01193333333,3.6292,7.49993333333,7.90693333333,8.19456666667,4.90753333333,8.97666666666
445.02,7.87013333333,10.2368333333,4.93456666667,4.023,3.65613333334,7.53246666667,7.9226,8.2096,4.94393333333,9.01408333333
445.37,7.86833333333,10.2686333333,4.94003333333,4.0224,3.65926666667,7.53613333333,7.954,8.22696666667,4.96213333333,9.03566666668
445.72,7.86526666667,10.2873333333,4.9534,4.0202,3.65026666666,7.53,7.96673333333,8.22843333333,4.96533333333,9.04324999999
446.08,7.88306666667,10.3302666667,4.98333333333,4.04313333333,3.67373333333,7.551,7.99073333333,8.25703333333,4.99593333334,9.06416666666
446.43,7.9008,10.3641666667,5.0138,4.0608,3.701,7.553,8.00586666667,8.2583,5.02213333333,9.07558333332
446.79,7.89593333333,10.3782666667,5.02813333334,4.0596,3.69846666667,7.55713333333,7.98286666667,8.2471,5.02426666667,9.07358333334
