wavelength,Back_SpoArdf,Belly_SpoArdf,Breast_SpoArdf,Crissum_SpoArdf,Crown_SpoArdf,DorTail_SpoArdf,Rump_SpoArdf,Throat_SpoArdf,WingTip_SpoArdf
370.38,8.09088888889,22.0165555556,8.54300000001,9.98555555556,6.40866666667,9.40788888889,6.90644444444,11.1471111111,9.04888888889
370.74,8.05811111111,21.915,8.55444444443,9.93233333332,6.27766666667,9.39544444444,6.83533333333,11.1143333333,8.949
371.10,8.05144444444,21.9238888889,8.56966666668,9.90133333332,6.28633333333,9.34133333333,6.78388888889,11.1432222222,8.93222222222
371.46,7.984,21.8952222222,8.46711111111,9.88666666667,6.34655555556,9.27744444444,6.77066666667,11.0951111111,8.88022222222
371.83,7.89655555556,21.813,8.36422222221,9.77422222221,6.27577777778,9.09211111111,6.65777777778,11.0444444444,8.81788888889
372.19,7.823,21.7442222222,8.30277777778,9.74144444444,6.17988888889,8.952,6.54933333333,10.9191111111,8.79944444444
372.55,7.71333333333,21.5297777778,8.10977777778,9.60255555557,5.97611111111,8.68322222222,6.36022222222,10.818,8.67977777778
372.92,7.49888888889,21.2256666667,7.98700000001,9.44233333332,5.82533333333,8.45322222222,6.19822222222,10.7041111111,8.53944444445
373.28,7.36122222222,21.0106666667,7.87522222222,9.272,5.56577777778,8.31733333333,6.07944444445,10.549,8.39366666667
373.64,7.18133333333,20.8471111111,7.71966666666,9.11977777778,5.32355555556,8.15444444444,5.904,10.4094444444,8.23055555555
374.00,7.142,20.7506666667,7.62488888889,9.02411111111,5.24933333333,8.04911111111,5.814,10.3614444445,8.10611111111
374.37,7.17644444444,20.7716666667,7.609,9.03222222222,5.20488888889,8.07544444445,5.85277777778,10.356,8.14711111111
374.73,7.137,20.8192222222,7.53788888889,8.98622222222,5.10422222222,7.98422222222,5.82455555555,10.2928888889,8.06688888889
375.09,7.18577777778,20.8683333333,7.61588888889,9.03588888889,5.12388888889,7.98533333333,5.866,10.2613333333,8.07544444444
375.45,7.34,21.01,7.78533333333,9.15666666666,5.18755555556,8.07044444444,5.983,10.4095555555,8.14266666666
375.81,7.42955555555,21.1011111111,7.90622222222,9.24499999999,5.29477777778,8.152,6.09344444445,10.4734444444,8.17455555556
376.18,7.59288888889,21.3062222222,8.0508888889,9.39844444446,5.41533333333,8.28411111111,6.26744444445,10.6086666667,8.284
376.54,7.53155555556,21.2928888889,8.02566666665,9.29755555554,5.344,8.27677777778,6.16811111111,10.5037777778,8.23177777778
376.90,7.62766666667,21.4113333333,8.05777777779,9.37,5.34644444445,8.35677777778,6.22711111111,10.4558888889,8.20388888889
377.26,7.66666666667,21.5415555555,8.12733333333,9.436,5.44033333333,8.36566666666,6.26677777778,10.5085555556,8.27433333333
377.63,7.73877777778,21.6611111111,8.26988888889,9.44077777778,5.55422222222,8.43211111111,6.40188888889,10.5618888889,8.38511111111
377.99,7.695,21.7682222222,8.28633333333,9.46266666668,5.49511111111,8.41077777778,6.37844444445,10.5857777778,8.381
378.35,7.63466666667,21.786,8.25899999999,9.41877777777,5.44922222222,8.36322222222,6.32833333333,10.5383333333,8.27577777778
378.71,7.80344444444,21.9098888889,8.41655555555,9.57266666667,5.65166666667,8.48277777778,6.43822222222,10.6956666667,8.42011111111
379.07,7.70022222222,21.8687777778,8.32822222223,9.44444444443,5.52766666667,8.39566666667,6.32477777778,10.6406666667,8.31555555555
379.44,7.72788888889,21.8608888889,8.35866666667,9.48855555554,5.47222222222,8.42433333333,6.40233333333,10.6484444445,8.37866666667
379.80,7.70455555556,21.8756666667,8.31944444443,9.46277777778,5.42066666667,8.39633333333,6.35955555556,10.6587777778,8.36855555555
380.16,7.74811111111,21.8708888889,8.37355555556,9.52155555557,5.43355555556,8.38611111111,6.43277777778,10.7246666666,8.40244444445
380.52,7.81666666667,21.9666666667,8.49088888889,9.65388888889,5.56733333333,8.467,6.58744444445,10.8703333333,8.44966666667
380.88,7.961,22.1401111111,8.67388888889,9.77122222221,5.76766666667,8.59188888889,6.722,11.0925555555,8.59811111111
381.24,7.93744444444,22.1151111111,8.64588888889,9.7511111111,5.74833333333,8.54344444444,6.72288888889,11.0506666667,8.561
381.61,7.87022222222,22.0772222222,8.55188888889,9.77922222223,5.69555555556,8.48988888889,6.67444444445,11.0526666667,8.45333333333
381.97,7.75633333333,22.0621111111,8.50233333332,9.65866666667,5.677,8.42911111111,6.64088888889,10.9581111111,8.31577777778
382.33,7.80711111111,22.1338888889,8.58933333335,9.68977777778,5.75133333333,8.43822222222,6.70666666666,11.0048888889,8.38622222222
382.69,7.691,22.1443333333,8.5081111111,9.61166666666,5.65188888889,8.36855555556,6.656,11.005,8.29755555556
383.05,7.73933333334,22.2186666667,8.55777777777,9.74377777778,5.728,8.36977777778,6.77088888889,11.0915555556,8.33188888889
383.41,7.72722222222,22.1703333333,8.46411111112,9.6971111111,5.71877777778,8.325,6.727,11.032,8.24033333333
383.77,7.67933333333,22.1608888889,8.41877777777,9.62566666667,5.66966666667,8.23622222222,6.71077777778,10.9664444444,8.13933333333
384.14,7.528,22.066,8.27,9.471,5.54022222222,8.13333333333,6.56322222222,10.827,7.95855555556
384.50,7.56255555556,22.1,8.32177777777,9.50577777779,5.53033333333,8.17388888889,6.58233333333,10.8997777778,7.97011111111
384.86,7.45211111111,21.9877777778,8.18799999999,9.40622222223,5.35255555555,8.05066666666,6.46077777778,10.7806666667,7.81533333333
385.22,7.51222222222,22.0922222222,8.24777777778,9.44444444443,5.34288888889,8.08666666667,6.51944444445,10.8655555556,7.85544444444
385.58,7.47255555556,22.1101111111,8.26099999999,9.40544444446,5.34311111111,8.08522222222,6.49066666667,10.8932222222,7.84177777778
385.94,7.56466666667,22.1571111111,8.32699999999,9.5171111111,5.432,8.15622222222,6.58766666667,10.9912222222,7.99033333333
386.30,7.50288888889,22.116,8.22066666668,9.48233333332,5.405,8.12955555555,6.53222222222,11.0132222222,7.901
386.66,7.549,22.1598888889,8.29066666665,9.52544444446,5.46711111111,8.21,6.58588888889,11.0881111111,7.93344444445
387.03,7.52188888889,22.1171111111,8.28322222222,9.47700000001,5.43733333333,8.18911111111,6.547,11.0541111111,7.926
387.39,7.36233333333,22.0506666667,8.15755555556,9.31744444443,5.26766666666,8.04166666667,6.38366666667,10.9556666667,7.741
387.75,7.33677777778,22.096,8.20877777778,9.36011111112,5.23777777778,8.08666666667,6.39633333333,10.9768888889,7.74244444444
388.11,7.33722222222,22.1274444444,8.24033333333,9.42911111111,5.28388888889,8.103,6.40944444445,11.0331111111,7.80066666667
388.47,7.40255555556,22.227,8.274,9.48333333333,5.34622222222,8.19444444445,6.46033333333,11.0553333333,7.85444444445
388.83,7.46266666667,22.3244444444,8.33611111112,9.58544444443,5.39988888889,8.23266666667,6.57466666667,11.1648888889,7.90922222222
389.19,7.406,22.3611111111,8.27977777778,9.57588888888,5.41377777778,8.23366666667,6.56411111111,11.1747777778,7.842
389.55,7.37911111111,22.4155555556,8.21111111111,9.56188888889,5.33355555556,8.21955555556,6.52922222222,11.1568888889,7.82411111111
389.91,7.38122222222,22.441,8.17655555556,9.57822222221,5.31522222222,8.25811111111,6.52433333333,11.1834444444,7.77388888889
390.27,7.40211111111,22.5592222222,8.27922222221,9.6091111111,5.38055555556,8.28455555555,6.54844444445,11.2463333333,7.84022222222
390.63,7.32877777778,22.5088888889,8.1658888889,9.5718888889,5.27655555555,8.16511111111,6.45888888889,11.1111111111,7.79455555555
391.00,7.35444444444,22.614,8.2161111111,9.59166666668,5.31388888889,8.217,6.55455555555,11.1621111111,7.83522222222
391.36,7.37911111111,22.7302222222,8.30822222222,9.68355555555,5.4,8.27111111111,6.63688888889,11.2477777778,7.958
391.72,7.36833333333,22.7558888889,8.27200000001,9.68911111112,5.41933333333,8.24255555556,6.64111111111,11.2645555556,7.94122222222
392.08,7.49711111111,22.9073333333,8.35677777777,9.75022222222,5.556,8.32744444444,6.763,11.4112222222,8.04377777778
392.44,7.40288888889,22.9477777778,8.32722222222,9.71133333333,5.52455555556,8.22511111111,6.74444444444,11.4067777778,8.00433333333
392.80,7.25333333334,22.8908888889,8.22666666668,9.64022222221,5.441,8.15666666667,6.61233333333,11.2975555556,7.90611111111
393.16,7.23644444444,22.893,8.30622222221,9.65299999999,5.45766666666,8.18977777778,6.59655555556,11.2968888889,7.95266666667
393.52,7.28922222222,22.944,8.39722222223,9.70366666669,5.53133333333,8.23844444444,6.672,11.3495555556,7.99333333333
393.88,7.20955555556,22.9302222222,8.37277777779,9.61711111112,5.451,8.13822222222,6.60322222222,11.2958888889,7.87788888889
394.24,7.17488888889,22.9327777778,8.32277777779,9.57988888888,5.39988888889,8.12255555556,6.61566666666,11.2375555556,7.83144444445
394.60,7.314,23.1277777778,8.51155555556,9.756,5.57644444444,8.314,6.82133333333,11.4274444444,7.96711111111
394.96,7.299,23.1701111111,8.46433333332,9.7687777778,5.571,8.29488888889,6.79944444444,11.4268888889,7.927
395.32,7.32066666667,23.1834444444,8.48977777777,9.81477777778,5.60211111111,8.32977777778,6.83744444444,11.4911111111,7.94922222222
395.68,7.33777777778,23.2106666667,8.51166666668,9.84622222222,5.61666666667,8.37711111111,6.85788888889,11.5572222222,7.99166666666
396.04,7.23855555556,23.2194444445,8.54755555557,9.87122222221,5.56988888889,8.36666666667,6.87611111111,11.5835555555,7.92566666667
396.40,7.249,23.1532222222,8.54422222223,9.89077777778,5.57,8.36488888889,6.92222222222,11.6236666667,7.88477777778
396.76,7.30911111111,23.2267777778,8.63288888888,9.94088888889,5.64422222222,8.42388888889,7.03311111111,11.7372222222,7.94355555556
397.12,7.38522222222,23.3258888889,8.69411111111,10.0127777778,5.69222222222,8.49055555555,7.19322222222,11.8624444444,7.98966666667
397.48,7.42977777778,23.3991111111,8.77011111111,10.1148888889,5.766,8.54788888889,7.30844444444,11.9481111111,8.07977777778
397.84,7.45355555555,23.4584444444,8.8368888889,10.2171111111,5.86388888889,8.60955555556,7.41044444445,12.0228888889,8.16433333333
398.20,7.47111111111,23.4908888889,8.896,10.2931111111,5.87288888889,8.65266666667,7.45155555556,12.117,8.20111111111
398.56,7.30255555555,23.3877777778,8.78455555557,10.1551111111,5.73477777778,8.48133333333,7.34622222222,12.0602222222,8.10866666667
398.92,7.25722222222,23.3248888889,8.75744444443,10.1434444445,5.69411111111,8.44988888889,7.29644444444,12.0891111111,8.07922222222
399.28,7.25488888889,23.3614444445,8.76844444445,10.1358888889,5.67888888889,8.48788888889,7.32077777778,12.1028888889,8.00766666667
399.64,7.25633333333,23.4012222222,8.77733333335,10.1557777778,5.68422222222,8.44911111111,7.35911111111,12.1345555556,7.99222222222
400.00,7.33966666667,23.4771111111,8.76622222223,10.2303333333,5.73633333333,8.51088888889,7.40644444444,12.1948888889,8.07577777778
400.36,7.426,23.6347777778,8.85577777777,10.3033333333,5.79255555555,8.646,7.48511111111,12.2876666667,8.20111111111
400.72,7.45411111111,23.6547777778,8.87233333333,10.3251111111,5.79722222222,8.64611111111,7.522,12.3278888889,8.24166666667
401.08,7.35588888889,23.5934444444,8.77866666667,10.2898888889,5.76033333333,8.53822222222,7.46644444445,12.3222222222,8.16266666666
401.44,7.34222222222,23.6534444444,8.76022222223,10.3228888889,5.75133333333,8.53877777778,7.47988888889,12.3741111111,8.13155555556
401.80,7.34288888889,23.6931111111,8.77133333334,10.3135555556,5.71777777778,8.54877777778,7.50166666667,12.4274444445,8.16266666667
402.16,7.37922222222,23.7187777778,8.75211111111,10.3548888889,5.74577777778,8.51844444444,7.56388888889,12.455,8.18811111111
402.52,7.45855555556,23.8114444444,8.8071111111,10.4455555555,5.78411111111,8.59444444445,7.61455555556,12.5467777778,8.21811111111
402.88,7.502,23.8812222222,8.87522222222,10.503,5.83144444444,8.64277777778,7.69922222222,12.6276666667,8.286
403.24,7.46344444444,23.9133333333,8.87499999999,10.5304444445,5.83922222222,8.61922222222,7.69533333333,12.6682222222,8.30911111111
403.60,7.47777777778,23.9481111111,8.90422222221,10.5472222222,5.85688888889,8.63911111111,7.69788888889,12.6878888889,8.30755555556
403.95,7.36255555555,23.8438888889,8.83811111112,10.4082222222,5.74588888889,8.51588888889,7.60777777778,12.5951111111,8.16211111111
404.31,7.26844444444,23.7622222222,8.76299999999,10.3542222222,5.68344444445,8.408,7.52966666666,12.5402222222,8.07033333333
404.67,7.31388888889,23.865,8.81377777777,10.4104444444,5.71955555556,8.45911111111,7.58111111111,12.5744444444,8.10088888889
405.03,7.33344444444,23.8751111111,8.8138888889,10.4257777778,5.715,8.47522222222,7.60266666667,12.5623333333,8.11277777778
405.39,7.24155555556,23.7871111111,8.76088888889,10.3453333333,5.67222222222,8.397,7.49366666667,12.5192222222,8.03244444444
405.75,7.23855555556,23.7851111111,8.77955555557,10.3987777778,5.68244444444,8.37466666667,7.49966666666,12.5866666667,8.05155555556
406.11,7.24788888889,23.8018888889,8.83577777778,10.4373333333,5.71655555555,8.40333333333,7.51033333333,12.6628888889,8.08922222222
406.47,7.29222222222,23.8121111111,8.89999999999,10.4618888889,5.76177777778,8.45677777778,7.58722222222,12.7085555556,8.14733333333
406.83,7.33911111111,23.9116666667,8.97177777779,10.5616666667,5.837,8.51444444445,7.65855555556,12.7808888889,8.208
407.19,7.36655555555,23.9325555556,9.02388888888,10.617,5.87722222222,8.52955555556,7.72044444444,12.815,8.28744444444
407.55,7.35577777778,23.9096666667,9.06244444443,10.6913333333,5.92777777778,8.57111111111,7.75966666667,12.8706666667,8.32822222222
407.90,7.45644444444,24.0402222222,9.181,10.8396666667,6.00822222222,8.65155555556,7.851,12.9896666667,8.42311111111
408.26,7.533,24.1085555556,9.25422222221,10.9503333333,6.12588888889,8.70244444444,7.94388888889,13.0957777778,8.51677777778
408.62,7.55755555556,24.124,9.27377777777,10.9813333333,6.17988888889,8.694,7.97344444444,13.2,8.55066666667
408.98,7.61422222222,24.2077777778,9.34311111112,11.0628888889,6.25866666667,8.73833333333,8.01633333334,13.3015555555,8.62311111111
409.34,7.66611111111,24.2783333333,9.37122222221,11.1015555556,6.297,8.74766666667,8.08677777778,13.3583333333,8.685
409.70,7.70366666667,24.3154444444,9.37966666667,11.1003333333,6.29955555556,8.77388888889,8.12233333333,13.3741111111,8.69544444444
410.06,7.685,24.3254444444,9.38711111112,11.1082222222,6.27366666667,8.75811111111,8.13633333333,13.3892222222,8.67777777778
410.42,7.62511111111,24.3023333334,9.34844444443,11.0763333333,6.22388888889,8.68655555555,8.079,13.4063333333,8.62011111111
410.77,7.649,24.2997777778,9.37899999999,11.0782222222,6.226,8.71888888889,8.09011111111,13.47,8.63077777778
411.13,7.59211111111,24.2678888889,9.36155555556,11.0432222222,6.16177777778,8.67177777778,8.03444444444,13.4871111111,8.54833333333
411.49,7.67077777778,24.3362222222,9.41266666668,11.0986666666,6.173,8.71744444445,8.12388888889,13.5912222222,8.59188888889
411.85,7.68044444445,24.3225555556,9.42577777778,11.1108888889,6.20477777778,8.75222222222,8.16433333334,13.6557777778,8.64433333333
412.21,7.69144444445,24.324,9.41477777779,11.0984444444,6.14011111111,8.73588888889,8.15711111111,13.6985555556,8.61744444444
412.57,7.64288888889,24.2953333334,9.42477777779,11.0858888889,6.103,8.72855555556,8.15955555556,13.7046666667,8.591
412.92,7.57622222222,24.2627777778,9.413,11.0526666667,6.05855555556,8.70022222222,8.11577777778,13.6945555555,8.52855555555
413.28,7.60633333333,24.2478888889,9.45333333335,11.1052222222,6.08188888889,8.73655555555,8.15888888889,13.7415555555,8.525
413.64,7.63811111111,24.2721111111,9.47022222221,11.1445555556,6.097,8.76022222222,8.16122222222,13.75,8.519
414.00,7.67655555556,24.2895555555,9.48344444444,11.1723333334,6.12244444444,8.78422222222,8.17388888889,13.775,8.52311111111
414.36,7.69,24.2748888889,9.47288888889,11.2112222222,6.13211111111,8.78666666667,8.14777777778,13.7244444445,8.49911111111
414.72,7.64488888889,24.2467777778,9.39566666666,11.1792222222,6.06822222222,8.71711111111,8.06777777778,13.6568888889,8.45033333333
415.07,7.66644444444,24.2525555556,9.34,11.199,6.04066666667,8.719,8.05288888889,13.6345555556,8.44411111111
415.43,7.62166666666,24.222,9.32177777777,11.1576666666,6.02277777778,8.69277777778,7.98666666667,13.5627777778,8.41833333333
415.79,7.61077777778,24.1955555556,9.27811111111,11.172,5.975,8.64044444445,7.91433333333,13.486,8.39655555555
416.15,7.54255555555,24.1232222222,9.24344444443,11.114,5.93355555556,8.60511111111,7.808,13.3563333333,8.33955555556
416.51,7.52555555556,24.1458888889,9.2321111111,11.1267777778,5.89788888889,8.57677777778,7.73166666667,13.2878888889,8.317
416.86,7.53533333333,24.1065555556,9.23344444445,11.1131111111,5.85522222222,8.58044444444,7.68222222222,13.2356666667,8.31422222222
417.22,7.48977777778,24.0455555556,9.20122222221,11.0312222222,5.76255555556,8.49722222222,7.54888888889,13.1271111111,8.24355555555
417.58,7.41755555556,23.9828888889,9.1611111111,11.0077777778,5.71222222222,8.44844444445,7.466,13.0574444445,8.18933333333
417.94,7.40666666667,23.9884444444,9.18811111111,11.0187777778,5.69088888889,8.44133333333,7.406,13.0103333333,8.18622222222
418.29,7.388,23.9833333333,9.19044444443,11.0046666667,5.67888888889,8.43177777778,7.37877777778,12.9827777778,8.20055555555
418.65,7.39211111111,23.981,9.23366666667,11.0345555556,5.68466666667,8.447,7.35111111111,12.9778888889,8.20588888889
419.01,7.44922222222,24.0312222222,9.3288888889,11.0711111111,5.75244444444,8.50244444445,7.36622222222,12.9896666667,8.254
419.37,7.43411111111,24.0213333334,9.31055555557,11.0535555555,5.72555555555,8.46944444444,7.29355555556,12.9478888889,8.236
419.73,7.40144444444,24.0145555556,9.30199999999,11.0264444444,5.71066666667,8.46944444445,7.25944444445,12.9187777778,8.19666666667
420.08,7.42855555556,24.0122222222,9.33066666668,11.0653333333,5.73788888889,8.47622222222,7.26544444444,12.9274444444,8.20266666667
420.44,7.39977777778,23.9366666667,9.3078888889,11.022,5.70555555556,8.45277777778,7.211,12.8757777778,8.18188888889
420.80,7.402,23.961,9.3158888889,11.0507777778,5.72522222222,8.45555555555,7.21211111111,12.8982222222,8.20366666667
421.16,7.39888888889,23.9742222222,9.344,11.0856666667,5.73922222222,8.50155555556,7.23544444445,12.9094444444,8.24166666667
421.51,7.44311111111,23.9686666667,9.37877777779,11.0925555556,5.76122222222,8.50688888889,7.24222222222,12.9063333333,8.25033333333
421.87,7.412,23.9203333333,9.349,11.0578888889,5.729,8.47944444444,7.20733333333,12.8828888889,8.22244444444
422.23,7.42022222222,23.913,9.34177777778,11.0547777778,5.71666666667,8.45755555555,7.18433333333,12.8793333333,8.20022222222
422.58,7.42222222222,23.9144444444,9.35188888889,11.0671111111,5.72588888889,8.46133333333,7.19866666667,12.8933333333,8.22044444445
422.94,7.40111111111,23.8865555555,9.34244444446,11.0641111111,5.72288888889,8.43066666667,7.18677777778,12.8725555556,8.20566666667
423.30,7.40044444445,23.8714444444,9.35199999999,11.0773333334,5.72477777778,8.43233333333,7.20655555556,12.8826666667,8.21677777778
423.66,7.42344444444,23.8671111111,9.39277777777,11.1054444444,5.73111111111,8.44966666667,7.24277777778,12.9023333333,8.23777777778
424.01,7.39155555556,23.8552222222,9.3631111111,11.0936666667,5.69122222222,8.426,7.21788888889,12.9002222222,8.20511111111
424.37,7.40722222222,23.86,9.365,11.1073333333,5.70044444444,8.41688888889,7.24411111111,12.9235555556,8.2
424.73,7.38977777778,23.8398888889,9.35955555555,11.1033333333,5.67844444445,8.40122222222,7.23722222222,12.9215555556,8.17144444445
425.08,7.39777777778,23.8473333334,9.35066666666,11.1151111111,5.68133333333,8.369,7.24455555556,12.9321111111,8.14066666667
425.44,7.37611111111,23.8757777778,9.34933333332,11.1267777778,5.66311111111,8.37211111111,7.25722222222,12.9663333333,8.14766666667
425.80,7.37588888889,23.8867777778,9.35988888889,11.1413333333,5.66644444445,8.363,7.27477777778,12.9877777778,8.14266666667
426.16,7.39044444445,23.9141111111,9.39611111112,11.1665555556,5.67844444445,8.391,7.33211111111,13.0311111111,8.16511111111
426.51,7.39844444444,23.9056666667,9.39566666668,11.176,5.67144444444,8.38122222222,7.36722222222,13.0413333333,8.15066666667
426.87,7.38655555556,23.9094444444,9.38244444445,11.1687777778,5.63655555555,8.37233333334,7.36344444444,13.0841111111,8.13733333333
427.23,7.38755555556,23.9311111111,9.40033333334,11.1931111111,5.63566666667,8.35277777778,7.37244444445,13.1515555556,8.13022222222
427.58,7.41711111111,23.9674444445,9.41655555556,11.2197777778,5.65055555556,8.34777777778,7.39466666667,13.221,8.14266666667
427.94,7.46622222222,24.07,9.5171111111,11.2867777778,5.71822222222,8.40955555556,7.48977777778,13.3026666667,8.231
428.30,7.48622222222,24.1414444444,9.55066666668,11.3393333333,5.73977777778,8.43877777778,7.523,13.3845555555,8.25066666666
428.65,7.535,24.2014444444,9.59844444444,11.3841111111,5.76488888889,8.45844444444,7.565,13.4305555556,8.28988888889
429.01,7.56388888889,24.2736666667,9.66277777779,11.4465555556,5.79544444444,8.52622222222,7.61577777778,13.5212222222,8.35455555555
429.37,7.60977777778,24.3654444444,9.71911111111,11.5255555556,5.87411111111,8.55511111111,7.68522222222,13.6123333333,8.382
429.72,7.61333333333,24.4276666667,9.74111111111,11.5661111111,5.88544444445,8.59222222222,7.72833333333,13.6566666667,8.40722222222
430.08,7.62411111111,24.4843333334,9.76922222222,11.6376666667,5.90811111111,8.60888888889,7.73233333334,13.7017777778,8.41811111111
430.44,7.64833333333,24.5724444444,9.80477777777,11.6895555555,5.92833333333,8.64044444445,7.73911111111,13.7398888889,8.43655555555
430.79,7.66722222222,24.5961111111,9.83133333332,11.7475555556,5.96144444444,8.65277777778,7.78611111111,13.7624444444,8.46422222222
431.15,7.68177777778,24.6615555556,9.85344444445,11.794,5.95777777778,8.69333333333,7.78811111111,13.7793333333,8.469
431.50,7.652,24.6857777778,9.84711111111,11.8026666667,5.94066666666,8.68711111111,7.77888888889,13.767,8.45577777778
431.86,7.68644444444,24.7208888889,9.88055555557,11.8323333333,5.94222222222,8.71233333333,7.77788888889,13.8277777778,8.45644444444
432.22,7.69022222222,24.7556666667,9.91033333333,11.8474444445,5.93488888889,8.72288888889,7.77477777778,13.8558888889,8.46044444444
432.57,7.65311111111,24.7983333333,9.90900000001,11.854,5.92744444444,8.68966666667,7.77733333333,13.8701111111,8.431
432.93,7.651,24.8122222222,9.90633333332,11.8523333333,5.92055555556,8.658,7.76777777778,13.8811111111,8.40611111111
433.29,7.64077777778,24.8053333333,9.94711111111,11.8715555555,5.91666666667,8.67211111111,7.786,13.8941111111,8.40744444444
433.64,7.681,24.8825555556,9.99277777777,11.9272222222,5.93488888889,8.68711111111,7.83211111111,13.969,8.42488888889
434.00,7.66644444444,24.8957777778,9.98144444445,11.8895555556,5.92511111111,8.67133333333,7.85711111111,13.9822222222,8.38733333334
434.35,7.66211111111,24.8906666667,9.98188888889,11.8688888889,5.92744444444,8.65022222222,7.88722222222,14.0071111111,8.36822222222
434.71,7.68033333333,24.9278888889,9.98988888889,11.8898888889,5.91055555555,8.651,7.89988888889,14.0642222222,8.38311111111
435.07,7.73966666666,24.9963333333,10.0607777778,11.9705555555,5.97577777778,8.694,8.00244444444,14.1666666667,8.42633333333
435.42,7.73944444444,25.0236666667,10.0761111111,11.9884444444,5.98366666667,8.66855555556,8.00988888889,14.2057777778,8.42022222222
435.78,7.72122222222,25.0665555556,10.086,12.0185555555,5.971,8.65288888889,8.05133333333,14.2223333333,8.405
436.13,7.72833333333,25.1102222222,10.1187777778,12.0856666667,5.99511111111,8.66922222222,8.10255555555,14.2543333333,8.41433333333
436.49,7.788,25.1627777778,10.1991111111,12.1404444444,6.038,8.736,8.17,14.3046666666,8.45966666666
436.84,7.80511111111,25.2412222222,10.2415555555,12.1745555555,6.04711111111,8.76922222222,8.18022222222,14.342,8.48933333333
437.20,7.78966666667,25.2906666667,10.2228888889,12.177,6.018,8.75344444444,8.14366666667,14.3294444445,8.49466666667
437.56,7.804,25.3133333333,10.2378888889,12.205,6.038,8.77933333333,8.12944444444,14.3188888889,8.50244444445
437.91,7.85211111111,25.3764444444,10.3258888889,12.3068888889,6.09511111111,8.82533333333,8.158,14.3536666667,8.57355555556
438.27,7.851,25.4308888889,10.364,12.3401111111,6.099,8.85422222222,8.13266666667,14.3695555556,8.59677777778
438.62,7.80688888889,25.4703333333,10.3715555556,12.3441111111,6.08933333333,8.84511111111,8.10766666667,14.3378888889,8.54922222222
438.98,7.80144444445,25.5104444444,10.3791111111,12.3572222222,6.09822222222,8.86366666667,8.08688888889,14.3094444444,8.53277777778
439.33,7.81855555556,25.5684444444,10.4068888889,12.3853333333,6.12577777778,8.88911111111,8.08311111111,14.3217777778,8.56177777778
439.69,7.83533333333,25.6106666667,10.4266666667,12.4173333333,6.155,8.88755555555,8.09444444444,14.3445555555,8.59122222222
440.04,7.88111111111,25.6534444444,10.4545555556,12.4607777778,6.18244444445,8.92411111111,8.12155555556,14.3835555556,8.63377777778
440.40,7.883,25.6897777778,10.4614444444,12.4816666667,6.21722222222,8.92133333333,8.12088888889,14.401,8.63933333333
440.75,7.92555555556,25.7097777778,10.4958888889,12.5441111111,6.27655555556,8.94577777778,8.18,14.4478888889,8.67244444444
441.11,7.96266666667,25.7465555556,10.5348888889,12.5895555556,6.31622222222,8.96511111111,8.22488888889,14.5005555555,8.70144444444
441.47,7.98833333333,25.7993333333,10.5744444445,12.6167777778,6.33633333333,8.97622222222,8.27688888889,14.5618888889,8.73955555556
441.82,7.97722222222,25.8176666667,10.5877777778,12.6206666667,6.33466666666,8.98955555556,8.28422222222,14.608,8.74311111111
442.18,7.97588888889,25.8268888889,10.6094444444,12.6502222222,6.357,8.99555555556,8.31522222222,14.6412222222,8.72566666667
442.53,8.021,25.8598888889,10.6635555555,12.7171111111,6.40622222222,9.04066666667,8.36455555556,14.7106666667,8.77666666666
442.89,7.978,25.8041111111,10.647,12.6903333333,6.36711111111,8.99633333333,8.35655555556,14.7068888889,8.76533333333
443.24,7.97422222222,25.7774444444,10.6676666667,12.7248888889,6.365,9.02166666667,8.38255555555,14.733,8.76866666667
443.60,7.94766666667,25.7573333333,10.668,12.7195555556,6.35411111111,9.03844444445,8.36322222222,14.7248888889,8.76311111111
443.95,7.90311111111,25.722,10.6655555556,12.6938888889,6.33788888889,9.04288888889,8.34366666666,14.6876666667,8.75311111111
444.31,7.89977777778,25.6864444445,10.6566666667,12.7103333333,6.3,9.06433333333,8.31022222222,14.6658888889,8.756
444.66,7.85588888889,25.6595555555,10.6412222222,12.6775555556,6.24044444444,9.06622222221,8.25877777778,14.6261111111,8.72988888889
445.02,7.82533333333,25.6111111111,10.6296666667,12.6698888889,6.23066666667,9.06755555557,8.21566666667,14.6051111111,8.71055555555
445.37,7.78633333333,25.5485555556,10.608,12.672,6.20988888889,9.04811111111,8.17111111111,14.5625555555,8.67177777778
445.72,7.78977777778,25.5528888889,10.6213333333,12.6957777778,6.21566666667,9.05122222222,8.16611111111,14.5612222222,8.702
446.08,7.80266666667,25.5667777778,10.644,12.737,6.21866666667,9.07377777779,8.16988888889,14.5756666667,8.739
446.43,7.794,25.5267777778,10.6278888889,12.7232222222,6.21766666667,9.07022222221,8.15388888889,14.5571111111,8.722
446.79,7.77088888889,25.5164444445,10.6242222222,12.7291111111,6.203,9.06444444443,8.13522222222,14.5548888889,8.72244444444
447.14,7.77888888889,25.52,10.6405555556,12.7464444444,6.22322222222,9.08833333333,8.15577777778,14.5928888889,8.73811111111
447.50,7.77166666667,25.4893333333,10.6501111111,12.756,6.22188888889,9.08555555555,8.18155555556,14.6204444444,8.739
447.85,7.78488888889,25.4897777778,10.6906666667,12.7938888889,6.24255555556,9.09555555555,8.23066666667,14.6828888889,8.767
