wavelength,Back_HemVerm,Belly_HemVerm,Breast_HemVerm,Crissum_HemVerm,Crown_HemVerm,DorTail_HemVerm,Rump_HemVerm,Throat_HemVerm,WingTip_HemVerm
229.52,-0.427333333333,0.555500000001,-10.7264166666,-4.78616666667,-4.05991666667,-3.88891666666,-8.46149999999,-7.99141666666,-3.58975
229.89,2.85283333333,2.66508333333,-6.45633333334,-1.5015,1.16374999999,-0.600666666657,-4.16658333334,-5.40525000001,0.975916666667
230.27,-0.0362499999992,0.253666666665,-8.07983333334,-4.09416666667,8.33333250002e-05,-3.04333333334,-5.94208333334,-8.07983333334,-0.507166666667
230.65,1.65983333333,1.556,-5.08316666667,-2.04,1.48683333333,-0.207416666675,-5.01375,-4.2185,1.3485
231.02,4.4535,3.98108333333,-1.046,0.742249999997,4.41958333334,3.34008333333,-2.42916666667,-0.978333333335,3.00275
231.40,4.75675,3.61224999999,-2.53933333334,-0.929916666668,4.64941666667,3.07574999999,-3.11166666667,-2.432,2.36041666667
231.78,3.33325,3.92583333333,-4.99991666667,-2.40733333333,3.18533333333,1.37041666666,-4.5185,-4.55533333333,1.88891666667
232.15,6.15158333334,7.11725,-1.60941666666,1.85966666667,7.36775,3.89849999999,-2.07441666667,-1.78816666667,6.93849999999
232.53,7.13749999999,8.07191666667,-0.411166666667,3.81166666666,10.08975,3.96108333334,-0.149500000002,0.597916666667,9.45441666667
232.90,5.81400000001,8.33333333334,-1.82175,4.03108333333,10.349,4.72866666668,-0.697666666664,1.6665,10.38775
233.28,-1.35366666667,1.64975,-10.0675833333,-4.39924999999,1.18449999999,-2.24191666667,-9.2215,-4.39916666667,2.66516666666
233.66,-2.95566666667,1.601,-11.6175833333,-6.23958333333,0.123083333332,-3.89983333334,-10.5089166667,-3.24308333333,3.81766666667
234.03,-3.77666666667,1.88833333334,-12.2330833334,-5.74725000001,-1.55983333333,-3.36616666667,-9.77016666666,-1.80625,4.39258333333
234.41,-10.0996666667,-3.759,-21.4673333334,-13.31525,-9.82783333333,-9.14841666666,-16.4855833334,-7.79,0.950916666665
234.78,-14.5225,-7.74849999999,-28.70375,-17.7389166667,-13.9864166666,-13.3529166667,-19.8345,-13.0604166667,2.04683333332
235.16,-15.1648333333,-9.88366666665,-32.6548333333,-19.4283333333,-13.566,-15.9399166666,-20.3005,-16.6183333333,2.37391666667
235.54,-11.3280833333,-7.46525,-28.81925,-15.6249166667,-11.328,-11.8488333333,-16.6666666666,-14.0191666667,4.21008333334
235.91,-11.625,-8.33333333334,-27.8333333333,-15.25,-12.7916666667,-12.625,-16.9583333333,-14.6666666667,2.41666666666
236.29,-12.84225,-11.5941666667,-29.6295,-19.1224166667,-17.2301666667,-15.5393333333,-20.4105833334,-17.0691666666,-2.97908333333
236.66,-13.9509166667,-12.0164166667,-28.0134166667,-20.2008333333,-17.2619166667,-13.6904166667,-19.1964166667,-17.8944166667,-5.84075
237.04,-12.9055833333,-12.9794166667,-26.3643333334,-20.6120833333,-16.7404166667,-13.68,-19.469,-16.9246666666,-6.26841666666
237.41,-5.73725,-4.87191666666,-16.5384166667,-10.7371666667,-6.76283333333,-5.0,-10.2884166667,-9.07041666667,1.41016666667
237.79,-4.31766666667,-3.07966666667,-12.7115833333,-8.48441666667,-4.58933333333,-2.92875,-8.51458333333,-7.97099999999,2.35508333333
238.17,-3.2985,-1.88066666666,-10.3298333333,-7.49424999999,-4.861,-2.34366666667,-8.76733333333,-8.33316666666,2.66216666667
238.54,-1.65616666667,-2.49988918455e-12,-7.07124999999,-5.67833333334,-3.23358333333,-0.39425,-6.12508333333,-7.41324999999,2.944
238.92,0.819249999998,2.62175,-2.879,-2.45783333332,-0.912916666667,3.06641666666,-2.83241666667,-4.37733333333,3.34741666667
239.29,-0.4915,3.8035,-0.363166666668,-1.73083333333,-1.26075,4.20941666667,-1.60266666667,-2.47875,4.10258333333
239.67,-1.60483333333,3.38366666667,0.696083333333,-1.58541666667,-1.39208333333,4.17641666667,-1.58558333333,-2.57166666667,3.94433333333
240.04,2.39308333333,6.22875,4.65033333333,2.41008333333,2.80058333334,7.58650000001,2.57975,1.74816666666,7.68833333332
240.42,3.74083333333,7.36,5.73308333333,3.7105,4.02991666667,8.80466666666,4.25791666667,3.7255,9.70191666668
240.79,4.87583333333,7.5635,6.09116666667,4.41641666667,4.44366666667,9.26525,4.57866666667,4.22741666667,10.1838333333
241.17,4.37525,6.87891666667,5.32891666667,3.38583333333,3.48125,8.846,4.268,3.5885,9.2155
241.54,2.87316666667,4.76666666667,3.58883333333,1.58525,1.53025,6.95725,2.697,1.77241666667,7.54083333334
241.92,3.88558333333,5.3945,4.23083333334,2.30775,1.89341666667,7.71216666666,3.33316666667,2.67266666667,8.48133333333
242.29,4.12991666667,5.3205,4.02016666667,1.94125,2.35358333333,8.04016666666,3.41575,3.03108333333,8.42483333333
242.67,5.66416666667,6.58266666667,5.56983333334,3.75041666667,4.02508333333,9.25166666667,4.9175,4.87458333333,9.87816666666
243.05,6.2895,6.69675,5.94891666667,3.97983333334,4.312,9.24716666667,5.40866666666,5.34216666667,10.1446666667
243.42,6.89158333334,6.5575,5.70233333333,4.12191666667,4.21975,9.37591666667,5.56358333333,5.17266666667,9.84858333335
243.80,7.446,7.01841666667,6.11491666667,4.38033333333,4.63041666667,9.34141666666,5.84875,5.36466666667,10.13225
244.17,5.9525,5.70475,4.61808333333,2.68466666667,3.45158333333,8.30958333334,4.42641666667,3.92291666667,8.86866666666
244.55,6.1065,5.78833333333,4.82625,3.15808333333,3.90291666667,8.45741666666,4.896,4.11225,8.94633333333
244.92,5.01491666667,4.89541666667,3.93875,2.4515,2.8775,7.4515,4.20033333333,3.59491666667,8.03425
245.30,5.70941666667,5.52058333333,4.39408333333,3.2255,3.69433333333,7.89258333334,4.86975,4.20516666667,8.70425
245.67,5.99883333333,6.22783333333,4.91733333333,3.74675,4.35758333333,8.30791666667,5.40083333333,4.86008333333,9.24308333334
246.05,5.37458333333,5.71108333333,4.28775,3.32516666667,3.93333333333,7.80183333333,5.07908333333,4.26408333333,8.69358333333
246.42,4.59366666667,5.10166666667,3.64783333333,3.05875,3.10733333333,7.32816666667,4.71791666667,3.64241666666,8.09008333333
246.79,4.29158333333,4.73625,3.26225,2.67783333333,2.71791666667,7.05933333334,4.26675,3.1125,7.619
247.17,3.80808333333,4.21516666666,2.64666666666,2.18875,2.29033333333,6.68616666667,3.70633333334,2.6745,7.047
247.54,3.88175,4.41208333334,2.95308333333,2.33533333333,2.55,6.83916666667,3.86866666666,2.82158333333,7.308
247.92,3.86933333334,4.4045,2.70558333333,2.3275,2.35708333333,6.9445,3.98833333333,2.91791666667,7.24608333333
248.29,3.93908333334,4.52891666667,2.85216666667,2.41833333334,2.22033333334,6.92616666667,4.04433333334,3.01641666667,7.078
248.67,3.20158333333,3.94991666667,2.27041666667,1.67925,1.53916666667,6.46266666667,3.29916666667,2.32141666667,6.32666666667
249.04,3.44316666667,4.24058333333,2.60191666666,1.9395,1.86533333333,6.66408333334,3.56075,2.53658333333,6.69016666667
249.42,3.32516666666,4.31766666667,2.58416666667,2.08566666667,1.63266666667,6.56783333333,3.64541666667,2.37833333333,6.67308333333
249.79,3.40258333333,4.43775,2.7095,2.4555,1.65016666666,6.69291666667,3.88125,2.35308333333,6.649
250.17,3.90708333333,5.01241666666,3.13933333333,2.96816666667,2.10675,7.17608333334,4.37416666667,2.771,6.82841666667
250.54,4.54908333333,5.76025,3.801,3.5555,2.79633333334,7.66908333333,4.82258333333,3.19258333333,7.34525
250.92,4.0115,5.73666666667,3.65316666667,3.45041666666,2.30416666667,7.31833333334,4.686,2.95483333333,7.032
251.29,3.4215,5.83283333333,3.78608333333,3.37675,2.00175,6.92008333333,4.49608333333,2.80108333333,6.81125
251.66,2.99625,5.32375,3.23708333333,2.95616666666,1.51816666667,6.34691666666,4.28708333333,2.40091666667,6.19308333333
252.04,2.4855,5.06075,3.40383333333,2.74783333334,1.16008333334,5.99966666667,3.76283333333,2.05725,5.83408333334
252.41,3.39991666667,6.30875,4.69175,4.22891666667,2.52891666667,7.06191666667,4.83,3.22683333333,7.1725
252.79,4.01508333334,7.2045,5.36966666666,5.50375,3.23166666667,7.78283333333,5.75783333333,4.09275,7.88191666666
253.16,4.10891666667,7.27008333333,5.72191666667,5.67133333334,3.25516666667,7.85591666667,5.68575,4.15925,7.70408333333
253.54,3.91116666667,6.97033333333,5.77025,5.674,3.326,7.926,5.51116666667,4.02225,7.60733333333
253.91,3.50716666667,6.23666666667,5.29125,5.10833333334,2.80575,7.53275,5.00141666667,3.49941666667,7.21266666667
254.28,3.44775,5.97383333333,5.1795,5.23508333333,2.74066666667,7.40383333333,5.02066666667,3.3285,7.515
254.66,4.22791666667,6.41141666667,5.84716666667,5.96983333333,3.21391666667,7.72825,5.62633333333,3.88433333333,8.03891666666
255.03,4.48725,6.46083333333,5.79458333333,5.89591666667,3.34008333333,7.56583333334,5.56675,4.01491666667,8.33333333334
255.41,5.07016666667,6.80691666666,6.19308333333,6.46483333333,3.90341666667,8.08774999999,6.272,4.18416666666,9.06124999999
255.78,5.5405,7.20716666667,6.72966666667,6.80175,3.973,8.28841666666,6.35133333333,4.5315,9.42341666667
256.15,6.21166666667,7.77358333333,7.05124999999,7.19575,4.415,8.84791666666,6.71733333333,4.98366666667,10.1661666667
256.53,5.04308333333,6.22075,5.40275,5.38475,2.95733333333,7.57791666667,5.205,3.51483333333,8.80966666667
256.90,4.06575,4.92425,4.94941666667,3.67833333333,2.04525,6.51533333333,4.17491666667,2.67675,7.97141666667
257.28,4.18191666666,4.9755,4.57116666667,3.61716666667,2.36558333333,6.60866666667,4.40333333333,2.65583333333,8.29508333333
257.65,4.6945,5.47808333333,4.7345,4.01733333333,2.84183333333,7.12508333333,4.6415,3.33325,8.35325
258.02,5.11766666667,5.92416666667,4.82366666666,4.27608333333,3.20441666667,7.55525,5.03108333333,3.83825,8.68483333333
258.40,4.91866666667,5.63391666667,4.72775,4.16916666667,3.23816666667,7.58875,4.88925,3.836,8.299
258.77,4.24625,5.08775,4.1475,3.52908333334,2.75208333333,7.14833333333,4.45216666667,3.28425,7.582
259.15,4.242,5.068,3.97941666667,3.40033333333,2.613,7.21025,4.40791666667,3.26158333333,7.49575
259.52,3.87466666667,4.69208333333,3.50675,2.93708333333,2.18691666667,6.8365,3.94908333333,2.87333333333,7.109
