wavelength,Back_ThlRuff,Belly_ThlRuff,Breast_ThlRuff,Crissum_ThlRuff,Crown_ThlRuff,DorTail_ThlRuff,Patch10_ThlRuff,Rump_ThlRuff,Throat_ThlRuff,WingTip_ThlRuff
364.20,9.19919999999,20.7244666667,22.5518,20.2021333333,6.44993333333,10.3646,16.5637,12.0261333333,25.0208,9.84793333334
364.57,9.29133333333,20.7321333333,22.5871333333,20.2734666667,6.521,10.4174105263,16.6350333333,12.1042,25.0334666667,9.8684
364.93,9.33733333334,20.7564,22.5886666667,20.3060666667,6.55586666667,10.4817298246,16.6857666667,12.1494666666,24.9842,9.91093333333
365.29,9.23306666667,20.5928,22.4016,20.1832,6.4654,10.4076,16.5903,12.0226666667,24.8118,9.83940000001
365.66,9.39819999999,20.7504,22.5307333333,20.2866,6.59403333333,10.5634877193,16.6939,12.1694666667,25.01,9.88999999999
366.02,9.327,20.6504666667,22.3904,20.1814666667,6.48196666667,10.4875192982,16.5973666667,12.0518666667,24.8983333333,9.77593333334
366.38,9.339,20.5789333333,22.3144666667,20.1334,6.44553333333,10.4694105263,16.6117666667,11.9904,24.8641333333,9.75246666666
366.75,9.2102,20.4712,22.1578666666,20.0064666667,6.3338,10.3787122807,16.4906,11.9138666667,24.8115333333,9.63046666667
367.11,9.28506666666,20.4441333333,22.1247333333,19.9788666667,6.47463333333,10.4368070176,16.4839666667,11.9936666667,24.8552666667,9.65613333334
367.47,9.29753333334,20.4948,22.1158,20.0204666667,6.46616666667,10.4813403509,16.4904,11.9674666667,24.8004666667,9.69706666667
367.84,9.22280000001,20.3964666667,22.0842,19.9696666667,6.37663333333,10.397522807,16.4810666667,11.9230666667,24.7657333333,9.59779999999
368.20,9.21906666667,20.4533333333,22.1022666667,19.9606,6.3907,10.378922807,16.474,11.9103333333,24.8495333333,9.60273333333
368.56,9.03559999999,20.2494666667,21.9225333333,19.7513333333,6.28926666666,10.2449929825,16.2423666667,11.7505333333,24.6710666666,9.50813333333
368.93,9.04220000001,20.2356,21.9436666666,19.7470666667,6.37233333333,10.2436315789,16.2697666667,11.7852666667,24.746,9.57226666667
369.29,9.04113333333,20.176,21.9266,19.7052,6.33376666667,10.1806736842,16.2432666667,11.7432,24.672,9.494
369.65,8.9,19.9248666667,21.8058,19.5512,6.22863333334,10.0321649123,16.1105666667,11.6222666667,24.4659333333,9.38240000001
370.01,8.96719999999,19.9044666667,21.8492,19.5850666667,6.30723333333,10.0887087719,16.1192333333,11.6478666667,24.5379333333,9.46166666666
370.38,9.07726666667,19.9470666667,21.9328666667,19.6575333333,6.36416666667,10.1851403509,16.2017666667,11.734,24.5887333334,9.58946666667
370.74,9.14233333333,19.9443333333,21.9631333333,19.6909333333,6.37836666667,10.2359964912,16.2020666667,11.7286,24.5366666667,9.64766666667
371.10,8.99960000001,19.7956,21.7932666667,19.5992666666,6.25436666667,10.1254421053,16.0873666667,11.6109333333,24.348,9.56126666667
371.46,9.09059999999,19.8077333333,21.7546,19.6292,6.36383333333,10.1774701754,16.1355666667,11.6186666667,24.3537333333,9.62266666666
371.83,9.22893333334,19.8528666667,21.7347333333,19.6254,6.50226666667,10.2799192983,16.1669666667,11.7052666667,24.3126666666,9.72513333333
372.19,9.12300000001,19.6356666667,21.5124,19.4842666667,6.4066,10.2188385965,16.0306333333,11.6018,24.1326,9.60879999999
372.55,9.31059999999,19.8127333333,21.6619333333,19.6531333333,6.6126,10.4145754386,16.2445666667,11.7512666667,24.2968,9.82553333334
372.92,9.27733333333,19.7167333333,21.5865333333,19.6342,6.5515,10.4301964912,16.1615,11.7194,24.2275333333,9.80086666667
373.28,9.274,19.6833333333,21.5489333333,19.6075333333,6.57226666667,10.4236491228,16.1544333333,11.6965333333,24.2038,9.83633333334
373.64,9.24933333333,19.7326,21.4845333333,19.5732666667,6.58023333333,10.4732561404,16.1492,11.7131333333,24.1799333333,9.95280000001
374.00,9.08066666667,19.4814666667,21.2209333333,19.3814666667,6.46036666667,10.3073017544,15.9624333333,11.5324666667,23.9550666667,9.81866666667
374.37,8.91866666666,19.3483333333,21.0514666666,19.2217333333,6.43566666667,10.2386736842,15.8331666667,11.4030666667,23.8508,9.7452
374.73,8.86973333333,19.3302,20.9875333333,19.1694666667,6.45946666667,10.2285368421,15.8234666666,11.4158666667,23.8528666667,9.76753333333
375.09,8.87780000001,19.3013333333,20.997,19.0966,6.46303333333,10.2496526316,15.8195333333,11.3982,23.8163333333,9.77386666666
375.45,8.68739999999,19.0954666667,20.8336,18.9207333333,6.3255,10.1572210526,15.6580333333,11.3068,23.6624,9.63906666667
375.81,8.66633333333,19.0358666667,20.8116666667,18.8826666667,6.2807,10.1593403509,15.6141,11.2460666667,23.6452666667,9.59206666666
376.18,8.71193333334,19.0596,20.7724666667,18.8392,6.31366666667,10.132568421,15.6671,11.2678,23.5746666667,9.6502
376.54,8.69026666667,19.0316,20.7220666667,18.7873333333,6.2629,10.0894070175,15.6326333333,11.2452,23.5376666667,9.62413333334
376.90,8.67553333333,18.9359333333,20.5976666667,18.656,6.30166666667,10.0373964912,15.5778333333,11.1923333333,23.4224666667,9.64306666667
377.26,8.7296,18.93,20.5424666667,18.6370666667,6.33343333334,10.0852736842,15.5763,11.1957333333,23.4164666667,9.7092
377.63,8.79440000001,18.8981333333,20.5251333334,18.6217333333,6.3758,10.123754386,15.5993333334,11.2002,23.4,9.69546666666
377.99,8.90786666667,18.9794666667,20.6498666667,18.665,6.479,10.2561298246,15.7316666667,11.2836,23.4481333333,9.7858
378.35,8.78946666667,18.7715333333,20.4542,18.4738666667,6.36246666667,10.1219157895,15.5055,11.127,23.2126,9.67019999999
378.71,8.76053333333,18.6352666667,20.3506,18.4017333333,6.3588,10.0599614035,15.441,11.0659333333,23.1271333333,9.68106666667
379.07,8.7568,18.5487333333,20.2435333333,18.3592,6.35683333333,10.0392350877,15.3612333333,11.0203333333,23.0510666667,9.7108
379.44,8.86246666666,18.5840666667,20.283,18.3648,6.4578,10.1094631579,15.3952666667,11.0852666667,23.0874666667,9.85313333333
379.80,8.84286666667,18.5076,20.1672,18.3239333333,6.4872,10.0792,15.3726333333,11.0953333333,23.0311333333,9.92526666667
380.16,8.89713333333,18.4170666667,20.1685333333,18.3454666667,6.58513333333,10.1299052631,15.3325333333,11.0984,23.0060666667,9.98326666666
380.52,8.80586666666,18.2646,20.0061333333,18.2072,6.52273333333,10.0906666667,15.1753,10.9771333333,22.8128666667,9.91673333333
380.88,8.743,18.1901333333,19.915,18.1084666667,6.45056666667,10.046431579,15.1019,10.9191333333,22.6897333333,9.82713333333
381.24,8.64459999999,18.0027333333,19.7597333333,17.9623333333,6.4084,9.93154736842,14.9813333333,10.8504666667,22.5334,9.77906666667
381.61,8.61533333333,17.8937333333,19.7077333333,17.9280666667,6.4126,9.94646666668,14.9187666667,10.7982,22.4675333333,9.8
381.97,8.58926666667,17.8624666667,19.6301333333,17.8824666667,6.39966666667,9.90476140351,14.8201,10.7786,22.4382,9.83839999999
382.33,8.64226666667,17.9434666667,19.7296666667,17.9674,6.4442,9.97967719299,14.9149333333,10.8654666667,22.5434,9.92186666667
382.69,8.63853333333,17.8818666667,19.6564666667,17.9218666667,6.4301,9.99423508772,14.8245,10.838,22.4580666667,9.88673333334
383.05,8.59673333333,17.8368,19.6486,17.8832666667,6.41653333333,9.9620736842,14.7934,10.8274,22.4052666667,9.89393333333
383.41,8.54653333334,17.7489333333,19.545,17.8232666667,6.35036666667,9.92209473685,14.7384,10.7722666667,22.3159333333,9.8364
383.77,8.50113333334,17.6751333333,19.5037333333,17.7442,6.32373333334,9.90034035087,14.6605,10.7177333333,22.2443333333,9.80373333333
384.14,8.41206666667,17.662,19.4433333333,17.6772,6.25333333333,9.87859649124,14.6047,10.6573333333,22.1713333333,9.77873333333
384.50,8.50699999999,17.7148666667,19.4992,17.726,6.34576666667,9.92965614035,14.7195,10.7526666667,22.2184666667,9.89566666666
384.86,8.46133333334,17.6364666667,19.4099333333,17.6607333333,6.30586666667,9.88091578948,14.6386333333,10.6848,22.1660666667,9.88313333333
385.22,8.4874,17.6836,19.4270666667,17.6563333333,6.32346666667,9.90879298245,14.6412666667,10.6956,22.2141333333,9.90826666667
385.58,8.50646666666,17.7024666667,19.3901333333,17.6535333333,6.30786666667,9.85119649123,14.6408666667,10.7042,22.1722666667,9.91760000001
385.94,8.47873333333,17.5898666667,19.3084666666,17.5918666667,6.28243333333,9.81410526317,14.6131333334,10.6744666667,22.099,9.90193333333
386.30,8.53833333333,17.5847333333,19.2618,17.5807333333,6.32243333333,9.82564912279,14.6222666667,10.7008,22.044,9.91319999999
386.66,8.53673333333,17.5549333333,19.2212,17.5388,6.29613333333,9.81321403509,14.6604,10.674,21.9974666667,9.92853333334
387.03,8.58940000001,17.5556,19.2142666667,17.5332,6.327,9.84970175439,14.6929333333,10.6772666667,22.0339333333,9.95779999999
387.39,8.58060000001,17.4986666667,19.1949333333,17.474,6.34683333333,9.85088070177,14.6914666666,10.6598,21.9779333333,10.0003333333
387.75,8.5796,17.4629333333,19.1450666667,17.443,6.33603333333,9.85279298245,14.6785666667,10.6425333333,21.9037333333,10.0174666667
388.11,8.53746666667,17.3328,19.0421333333,17.3298666667,6.30496666667,9.80053333333,14.6106333333,10.6109333333,21.7977333333,9.97926666667
388.47,8.4868,17.2646666667,19.0096,17.2800666667,6.2732,9.77447368421,14.5618666667,10.575,21.7444666667,9.95346666666
388.83,8.5772,17.2852,19.0305333334,17.3125333333,6.34986666667,9.86364210526,14.6329,10.6317333333,21.7514,10.0644
389.19,8.56246666666,17.2044666667,18.9772,17.2544666667,6.35823333333,9.85811929825,14.6007666666,10.5946,21.5990666667,10.0892666667
389.55,8.54473333334,17.0721333333,18.8654666667,17.129,6.38773333334,9.85485614035,14.5136666666,10.5440666667,21.4938666667,10.0778
389.91,8.523,17.0416666667,18.7913333333,17.042,6.39856666667,9.84355438597,14.4723333333,10.525,21.3707333333,10.0682
390.27,8.48460000001,16.8843333333,18.7037333333,16.9502666667,6.37796666667,9.79678947369,14.4081333333,10.4503333333,21.2793333334,10.0859333333
390.63,8.49233333333,16.8214,18.6522666666,16.901,6.41346666667,9.80824210526,14.3670666667,10.457,21.2396,10.1091333333
391.00,8.43226666667,16.6644,18.4817333333,16.7618,6.37273333333,9.78695789473,14.2525666667,10.4032,21.0498,10.076
391.36,8.38333333334,16.5388666667,18.3332,16.6500666667,6.3266,9.74030877194,14.1564,10.3256,20.8882,10.0170666667
391.72,8.34000000001,16.3992,18.233,16.5199333333,6.287,9.66737192983,14.0601333333,10.2603333333,20.7446,9.9662
392.08,8.3784,16.3682666667,18.1755333333,16.513,6.34333333333,9.68704561403,14.039,10.2386,20.7235333333,10.0265333333
392.44,8.32626666667,16.1812666667,17.9980666667,16.3677333333,6.28616666667,9.64297192983,13.9069,10.1209333333,20.5594,9.97239999999
392.80,8.2302,16.0326666667,17.8433333333,16.2548,6.24693333333,9.55641403508,13.7753666667,10.0452,20.4016666667,9.91873333333
393.16,8.24446666666,15.9422666667,17.7616,16.2040666667,6.27223333333,9.57969824561,13.7432666667,10.0458666667,20.35,9.9656
393.52,8.1814,15.8415333333,17.6495333333,16.0944,6.22883333333,9.55142456142,13.6502666667,9.97200000001,20.2349333333,9.98120000001
393.88,8.23226666666,15.7722,17.5691333334,16.0922,6.2829,9.60429824561,13.6236666667,9.98573333332,20.1887333333,10.0827333333
394.24,8.27193333333,15.732,17.4740666667,16.0503333333,6.36333333333,9.66614035089,13.6003333333,9.98526666667,20.1207333333,10.1692666667
394.60,8.22153333333,15.6266666667,17.3366,15.9528,6.364,9.65342105263,13.4982,9.91999999999,19.9504666667,10.1797333334
394.96,8.19013333333,15.5166,17.202,15.8674666666,6.37856666667,9.62982807018,13.3990666667,9.86446666668,19.8152,10.1699333333
395.32,8.19199999999,15.4498666667,17.1073333333,15.8235333333,6.4119,9.64978596492,13.3426333333,9.84053333333,19.782,10.2152666667
395.68,8.12593333334,15.3242,16.8846,15.6875333334,6.35753333334,9.59144561404,13.2060666667,9.72093333333,19.6177333333,10.1623333333
396.04,8.06266666667,15.1727333333,16.7318666667,15.5496,6.30853333333,9.52435438597,13.0912333333,9.65853333333,19.4702666667,10.1600666667
396.40,8.08839999999,15.1166,16.631,15.4756,6.37766666667,9.5508385965,13.0383666667,9.67840000001,19.3766,10.2494666667
396.76,8.08046666667,14.964,16.4838666666,15.2993333334,6.34506666667,9.5187122807,12.9390666666,9.59766666667,19.2181333333,10.2528
397.12,8.07906666666,14.8764666667,16.3386666667,15.1863333333,6.35916666667,9.51832631579,12.863,9.56886666666,19.0885333333,10.2765333333
397.48,8.0358,14.7094666667,16.1690666667,15.0458,6.33423333333,9.49392631578,12.7572333333,9.52913333333,18.9307333333,10.2446
397.84,7.9568,14.5482,16.0102666667,14.8812,6.2744,9.43708070175,12.6384,9.42760000001,18.7649333334,10.2008666667
398.20,7.889,14.3984,15.8578666667,14.7141333333,6.21526666667,9.37318596491,12.5014666667,9.34186666667,18.6066,10.1514666667
398.56,7.82746666667,14.2286,15.718,14.5105333333,6.13476666667,9.28452982456,12.4198,9.26166666667,18.4646666667,10.1051333333
398.92,7.78546666667,14.1219333333,15.6132,14.4122666667,6.08733333333,9.2437122807,12.373,9.19213333333,18.3678,10.1164666667
399.28,7.7872,14.0305333333,15.5394,14.3168,6.10473333333,9.21955438597,12.3311,9.18973333333,18.2872,10.1409333333
399.64,7.77186666667,13.9447333333,15.4924666667,14.2557333333,6.1253,9.25705614035,12.2791333333,9.19493333333,18.2290666667,10.1872666667
400.00,7.76193333333,13.858,15.4166,14.1567333333,6.1087,9.24684561403,12.2259666666,9.16413333333,18.1371333334,10.1481333333
400.36,7.7626,13.7953333334,15.3494,14.105,6.1055,9.23060350877,12.18,9.14966666666,18.0603333333,10.1684666667
400.72,7.78353333333,13.7412666667,15.3285333333,14.0796666667,6.11813333334,9.25310175439,12.1672666667,9.16119999999,18.0381333333,10.2175333333
401.08,7.6638,13.5726,15.1927333333,13.9446,6.02463333333,9.18078947369,12.0239333333,9.0322,17.896,10.1168
401.44,7.7322,13.6165333333,15.2074666667,13.9755333333,6.09026666667,9.22487017544,12.0724,9.09133333332,17.8997333333,10.1943333333
401.80,7.70166666667,13.5582,15.1564,13.9099333333,6.0611,9.20038947369,12.0138666667,9.04813333334,17.8160666667,10.1707333333
402.16,7.7308,13.5526,15.1252,13.8934666667,6.0885,9.24150877193,12.0114,9.09059999999,17.783,10.2152
402.52,7.8564,13.6264666667,15.1749333333,14.0104666667,6.23573333333,9.37079649123,12.0883333333,9.19606666666,17.8391333333,10.3486666667
402.88,7.90493333333,13.6634,15.1794,14.0190666667,6.29426666666,9.41279298246,12.0995,9.23786666667,17.8586666667,10.412
403.24,7.9178,13.6291333333,15.1446,14.0300666667,6.31513333333,9.43411578948,12.0785333333,9.2162,17.8311333333,10.4528666666
403.60,7.94186666666,13.5976,15.1319333333,14.001,6.33963333333,9.42921754385,12.0831666667,9.20933333333,17.8030666667,10.5087333333
403.95,7.96206666667,13.5942666667,15.1083333333,13.9977333333,6.38626666667,9.46743508773,12.0796666667,9.23393333333,17.7790666667,10.5848
404.31,7.97553333333,13.5602,15.0823333333,13.9514,6.42146666667,9.46945964913,12.0960333333,9.23213333335,17.7491333333,10.5811333333
404.67,7.93373333333,13.5171333333,15.0336666667,13.9288666667,6.42806666667,9.46311578948,12.0600666667,9.20246666666,17.7176,10.5368
405.03,7.98453333333,13.5409333333,15.0495333333,13.9498,6.48876666666,9.49131929824,12.1099333333,9.24846666667,17.7236666667,10.5981333333
405.39,7.97466666667,13.4737333333,15.0104666667,13.9216,6.494,9.46999649123,12.0815666667,9.20966666667,17.6874,10.6161333333
405.75,7.95206666666,13.4153333334,14.962,13.8907333333,6.4958,9.43782807017,12.0616666667,9.18073333334,17.6381333333,10.5950666667
406.11,7.94899999999,13.3865333333,14.9540666667,13.8970666667,6.5086,9.44582807018,12.0639666667,9.18553333333,17.6334666667,10.6076
406.47,7.96406666666,13.3752666667,14.9316,13.8712666667,6.5257,9.44983157895,12.0453,9.17626666667,17.6383333333,10.6253333333
406.83,7.99780000001,13.3562,14.9506666667,13.8848666667,6.5938,9.48872280702,12.0881,9.20213333333,17.6594666667,10.6556666667
407.19,7.95693333333,13.3279333333,14.9143333333,13.8256,6.57696666667,9.44418596491,12.0548666667,9.1836,17.5932,10.6208666667
407.55,7.96173333333,13.3192,14.8825333333,13.83,6.58666666667,9.46070877193,12.0678333334,9.21806666667,17.5737333333,10.5986
407.90,7.93340000001,13.2426,14.832,13.7791333333,6.529,9.43220350877,12.0219333333,9.14393333334,17.5187333333,10.5234
408.26,7.8736,13.1820666667,14.7468,13.7183333333,6.44716666667,9.37692631578,11.9194333333,9.07713333334,17.4551333333,10.4472
408.62,7.89693333333,13.1866,14.712,13.7063333333,6.4576,9.38480000001,11.9340333333,9.07193333333,17.4350666667,10.4676666667
408.98,7.90633333333,13.1824,14.6903333333,13.6770666667,6.46526666667,9.37958245615,11.9256,9.05919999999,17.4236666667,10.483
409.34,7.90773333334,13.1925333334,14.6785333333,13.6629333333,6.4638,9.38245964911,11.9337,9.07313333333,17.4422,10.4601333333
409.70,7.97313333333,13.2202666667,14.6812,13.6760666667,6.50263333334,9.42270175439,11.9683666667,9.10853333333,17.4806,10.5246666666
410.06,7.9758,13.195,14.6503333333,13.6626,6.50746666667,9.42603859649,11.9453,9.10266666666,17.4577333334,10.5364
410.42,7.8622,13.0608,14.5388,13.5476,6.39873333333,9.32867017543,11.8427666667,9.01613333333,17.3318666667,10.4237333334
410.77,7.81886666667,12.9838666667,14.4714666667,13.4728666667,6.34806666667,9.25796140351,11.7546,8.97053333333,17.2384,10.3838666667
411.13,7.8692,12.9892666667,14.4736666667,13.4864666667,6.37133333333,9.29845964912,11.7372666667,8.9776,17.2261333333,10.4137333333
411.49,7.87653333333,12.9612,14.447,13.4437333333,6.38836666667,9.28778947369,11.6999666667,8.95079999999,17.187,10.4326
411.85,7.88686666667,12.9534,14.4005333333,13.4322666667,6.42963333333,9.30310877193,11.6898333333,8.99186666666,17.1744666667,10.4898666667
412.21,7.89053333333,12.9057333333,14.3664,13.3944666667,6.44746666667,9.31228070176,11.6798,8.97933333333,17.1382,10.5316666667
412.57,7.96453333333,12.9192,14.3914,13.4128,6.52293333333,9.3744,11.7210666667,9.06166666666,17.1378666667,10.6146666666
412.92,7.98286666667,12.8664666667,14.3577333333,13.3917333333,6.5309,9.39737192983,11.6831333333,9.07153333333,17.0824666667,10.6188
413.28,7.98013333333,12.8101333333,14.3142666667,13.3354,6.538,9.40305263159,11.6288,9.04619999999,16.9740666667,10.6336
413.64,7.97086666667,12.7645333333,14.2427333333,13.2903333333,6.54023333333,9.41554035089,11.5867333333,9.05173333333,16.9135333333,10.6398
414.00,7.9054,12.6677333333,14.1496,13.2016666667,6.49183333333,9.35698245614,11.4771333333,8.94326666667,16.7982666667,10.5888
414.36,7.9306,12.6653333333,14.1320666666,13.1810666667,6.53806666667,9.39332982456,11.4503,8.92439999999,16.7576,10.6550666667
414.72,7.92073333333,12.6107333333,14.0761333333,13.1358,6.54083333333,9.42094736843,11.443,8.89526666667,16.6972666667,10.6916666667
415.07,7.9306,12.5702,14.0339333333,13.0836666667,6.59493333333,9.44661052631,11.4299,8.89220000001,16.6628666667,10.7479333334
415.43,7.93446666667,12.5322666667,13.9928,13.0704,6.60283333333,9.48125614036,11.4184666667,8.87953333333,16.6229333333,10.7915333333
415.79,7.93093333334,12.4600666667,13.9428666667,13.0183333333,6.58696666667,9.51081052632,11.3775333333,8.84853333334,16.5464,10.8208
416.15,7.90986666667,12.3901333333,13.8477333333,12.9482,6.55826666667,9.49198947369,11.3135666667,8.80646666666,16.4396,10.8324
416.51,7.80646666667,12.2081333333,13.6801333333,12.7838666667,6.46893333333,9.40762105264,11.1285333333,8.66753333334,16.2923333333,10.7634666667
416.86,7.756,12.1205333333,13.5664666666,12.7008666667,6.4481,9.39577894737,11.0643666667,8.59446666667,16.2118,10.7633333333
417.22,7.7008,12.0027333333,13.4084666667,12.5751333333,6.3917,9.34756842105,10.9701333333,8.49873333333,16.0835333333,10.7234666667
417.58,7.65626666667,11.8810666667,13.2910666667,12.4572,6.35443333333,9.30842456141,10.8694666667,8.419,15.9525333333,10.6986666667
417.94,7.63186666667,11.7782,13.1869333333,12.3320666667,6.32803333333,9.27511929824,10.8071333333,8.38993333333,15.8382,10.6861333333
418.29,7.60546666667,11.6738,13.0673333333,12.2228,6.30696666667,9.25660350877,10.7354,8.34273333333,15.7232666667,10.6733333333
418.65,7.58426666667,11.5912666667,12.9389333333,12.1045333333,6.27036666667,9.22911929825,10.6367,8.29706666667,15.5876,10.6385333333
419.01,7.51613333333,11.4473333333,12.7883333333,11.9656,6.1964,9.15932631579,10.5308,8.2038,15.4322,10.5919333333
419.37,7.48386666667,11.3302,12.6638666667,11.8401333333,6.17293333333,9.11598596491,10.4398,8.15313333334,15.3217333333,10.573
419.73,7.45246666667,11.2494,12.5598,11.7395333333,6.15926666667,9.06073333333,10.3539666667,8.10293333333,15.2138,10.5448
420.08,7.4124,11.1464,12.4608666667,11.6519333333,6.1378,9.02242456141,10.2741666667,8.04973333333,15.1194,10.5237333333
420.44,7.40366666667,11.0894666667,12.3865333333,11.5783333333,6.13903333333,9.01608070175,10.2327666667,8.02940000001,15.0285333333,10.5389333333
420.80,7.392,11.0034,12.2990666667,11.4949333333,6.129,8.99068070175,10.1726333333,7.99506666666,14.9274666666,10.5210666667
421.16,7.40026666666,10.9422666667,12.242,11.4482666667,6.15606666666,9.00026315789,10.1309,7.9812,14.8626666667,10.5502
421.51,7.3958,10.8977333333,12.1874,11.3981333333,6.1732,9.01128070175,10.1040333333,7.97700000001,14.7932666667,10.576
421.87,7.39166666667,10.8498666667,12.1180666667,11.3439333333,6.18726666667,9.01672631579,10.0696666667,7.95893333334,14.7258666667,10.6035333333
422.23,7.3804,10.7806666666,12.0442666667,11.2817333333,6.17323333333,9.00017894737,10.0116,7.93133333333,14.6594666667,10.5994
422.58,7.37913333333,10.7303333333,11.9934666667,11.2556,6.19626666667,9.00418245614,9.98646666666,7.92673333333,14.6091333333,10.6353333333
422.94,7.381,10.6822,11.9354666667,11.2074,6.2049,9.01404210526,9.95206666667,7.92046666667,14.5508666667,10.6410666667
423.30,7.38033333333,10.6334666667,11.8848666667,11.1842666667,6.22566666667,9.02095789474,9.91843333333,7.9002,14.4953333333,10.6596
423.66,7.38313333333,10.5820666667,11.8485333333,11.1499333333,6.22993333333,9.02959649123,9.88993333333,7.88293333333,14.4482666667,10.6750666667
424.01,7.40446666667,10.5631333333,11.8272,11.1313333333,6.26586666667,9.06303157895,9.88533333334,7.8914,14.4182666667,10.7122666667
424.37,7.40053333333,10.5266,11.7874,11.1101333333,6.26786666667,9.04736491228,9.86313333334,7.86866666667,14.3682666667,10.7104666667
424.73,7.38973333333,10.4911333333,11.7415333333,11.0746666667,6.26106666667,9.03450175439,9.8275,7.84706666667,14.3302666667,10.7180666667
425.08,7.386,10.4552666667,11.7043333333,11.0402,6.26333333333,9.02974385965,9.80656666667,7.84346666667,14.2912666667,10.7112666667
425.44,7.38893333333,10.4252,11.6894,11.0237333333,6.27683333333,9.02480350877,9.78966666667,7.83473333333,14.2642666667,10.7213333333
425.80,7.39593333333,10.4015333333,11.6764,11.0206,6.29296666667,9.03218596491,9.78159999999,7.8288,14.2446666667,10.727
426.16,7.41373333333,10.3916,11.668,11.0244,6.3164,9.03847017544,9.77576666667,7.8274,14.2125333333,10.7390666667
426.51,7.39646666667,10.3406666667,11.6306666667,10.9780666667,6.2886,9.00498947368,9.73156666666,7.77313333333,14.1696666667,10.7126
426.87,7.38333333333,10.3160666667,11.6007333333,10.9655333333,6.2864,8.99114736842,9.69766666667,7.75086666667,14.1488666667,10.7148666667
427.23,7.37826666667,10.3132,11.5861333333,10.9354,6.27123333334,8.98512631579,9.66946666667,7.73926666666,14.1176666667,10.7095333333
427.58,7.36053333333,10.2946666667,11.5462666667,10.9122,6.25886666667,8.96821754386,9.65396666667,7.7328,14.0860666667,10.6984
427.94,7.35,10.289,11.537,10.9064,6.25216666667,8.95138245614,9.64796666667,7.72246666667,14.0705333333,10.6966
428.30,7.3848,10.3482666667,11.5693333333,10.9604,6.30406666667,9.01061403509,9.6874,7.7824,14.1244666667,10.7512
428.65,7.37986666667,10.3692666667,11.5758666667,10.9604,6.31106666667,9.03406315789,9.68853333333,7.7968,14.1366,10.7621333333
429.01,7.34966666666,10.3622666667,11.5566,10.9343333333,6.27546666667,9.00437894737,9.64643333333,7.75953333333,14.1181333333,10.7425333333
429.37,7.35086666667,10.3634,11.55,10.9416666667,6.26153333333,8.99264561403,9.63686666667,7.73706666667,14.113,10.7261333333
429.72,7.33846666667,10.3693333333,11.5577333333,10.9352666667,6.23796666667,8.98138245614,9.62310000001,7.72893333333,14.1055333333,10.7101333333
430.08,7.31026666667,10.3566,11.5545333333,10.9040666667,6.217,8.96163508772,9.62536666667,7.7158,14.1078666667,10.6868666667
430.44,7.32473333333,10.4022666667,11.6008666667,10.9472,6.24313333333,8.98640701754,9.65823333333,7.7556,14.1478,10.7064
430.79,7.35193333333,10.4368666667,11.6346,10.9772666667,6.26046666667,8.99695789474,9.70420000001,7.7774,14.1860666667,10.7278
431.15,7.36586666667,10.4536,11.683,11.0172,6.2681,9.0064877193,9.73346666667,7.78573333333,14.2313333333,10.7434
431.50,7.40386666667,10.5020666666,11.7385333333,11.0592666667,6.3002,9.04286666667,9.7887,7.81593333333,14.2989333333,10.7834
431.86,7.42226666667,10.5409333333,11.7628,11.0873333333,6.31516666667,9.05543508772,9.81213333333,7.83973333333,14.3272,10.7887333333
432.22,7.43573333333,10.5609333333,11.7928,11.1053333333,6.32246666667,9.05306315789,9.83216666666,7.84,14.3526666667,10.782
432.57,7.46353333333,10.5830666666,11.8531333334,11.1568666667,6.33796666667,9.04295087719,9.86546666666,7.86086666667,14.3845333333,10.8006666666
432.93,7.48586666667,10.6102,11.8876,11.1869333333,6.35973333333,9.04057894737,9.89793333333,7.88266666667,14.4108,10.8137333333
433.29,7.46546666667,10.6138,11.8796,11.1754666667,6.34623333333,9.01690526316,9.89223333334,7.87766666667,14.4195333333,10.7974666666
433.64,7.5118,10.6744666667,11.9187333333,11.2422,6.3886,9.05803508772,9.95816666667,7.9226,14.4798666667,10.8484
434.00,7.5236,10.7024666667,11.9355333334,11.2682,6.39446666667,9.06246315789,9.97553333333,7.948,14.5017333333,10.8607333333
434.35,7.497,10.6853333333,11.9191333333,11.255,6.3722,9.04282456141,9.96003333334,7.92933333333,14.4992,10.8324
434.71,7.48813333333,10.6926666667,11.9395333333,11.2732666667,6.3653,9.03033333333,9.95983333334,7.92966666667,14.514,10.8181333333
435.07,7.4584,10.6914,11.9386666667,11.2676666667,6.339,9.01217543859,9.96040000001,7.92026666667,14.5116,10.7840666666
435.42,7.4382,10.6962,11.9451333333,11.2716666667,6.3402,8.9993122807,9.95866666666,7.91606666666,14.5029333333,10.7660666667
435.78,7.41446666667,10.6965333333,11.9505333333,11.2729333333,6.32513333333,8.97983859649,9.95520000001,7.90626666667,14.508,10.7498666666
436.13,7.39846666666,10.6988666667,11.9588,11.268,6.30523333333,8.97650877193,9.95133333333,7.88446666667,14.5150666667,10.759
436.49,7.42013333333,10.7604,11.9918,11.31,6.3424,9.02205614035,9.99860000001,7.92653333333,14.5638666667,10.7926
436.84,7.43546666667,10.794,12.0288,11.3613333333,6.36346666667,9.05744912281,10.0316,7.95513333333,14.6205333333,10.8290666667
437.20,7.49233333333,10.8507333333,12.0946,11.4355333333,6.41576666667,9.12215438597,10.0843333333,8.00779999999,14.6882,10.891
