wavelength,Back_ThlOrnm,Belly_ThlOrnm,Breast_ThlOrnm,Crissum_ThlOrnm,Crown_ThlOrnm,DorTail_ThlOrnm,Rump_ThlOrnm,Throat_ThlOrnm,WingTip_ThlOrnm
533.49,11.1520833333,53.51525,18.6904166667,13.2789166666,11.5421666667,12.6626666667,11.5549166666,31.1939166667,11.91925
533.84,11.1653333333,53.5429166667,18.744,13.3203333333,11.587,12.66325,11.5639166667,31.2821666667,11.9206666667
534.18,11.1809166667,53.5458333334,18.7986666667,13.3611666666,11.6223333333,12.6790833333,11.57275,31.3478333333,11.92075
534.52,11.20375,53.5596666667,18.8766666667,13.4185,11.6744166667,12.6998333333,11.5953333333,31.4174166667,11.9383333333
534.87,11.2266666667,53.5719166666,18.9478333333,13.4693333334,11.72625,12.7301666667,11.6060833333,31.4805,11.951
535.21,11.2578333333,53.5885,19.0163333333,13.53375,11.7730833333,12.7494166667,11.6375833334,31.558,11.98125
535.56,11.2754166667,53.6119166667,19.09325,13.58225,11.8183333333,12.7526666667,11.66625,31.6466666667,12.0015833334
535.90,11.3145833334,53.6859166667,19.191,13.6520833333,11.8769166667,12.7846666667,11.7034166666,31.74725,12.0309166667
536.25,11.3303333333,53.7485833333,19.25875,13.6950833333,11.9150833333,12.7838333333,11.7114166667,31.843,12.0324166667
536.59,11.3465,53.7925833333,19.3216666667,13.7385,11.95675,12.7751666666,11.7176666667,31.9140833333,12.0365833333
536.93,11.346,53.8245,19.3841666667,13.7966666667,12.0015,12.78,11.7454166667,32.0024166666,12.0611666666
537.28,11.35225,53.85925,19.4391666667,13.8370833333,12.0369166667,12.7745,11.7571666667,32.0705833333,12.0551666667
537.62,11.3676666666,53.8653333333,19.5095833334,13.8956666667,12.08575,12.7900833333,11.7770833333,32.142,12.06275
537.97,11.3726666667,53.897,19.5749166667,13.9549166666,12.1471666667,12.7970833333,11.7980833333,32.2214166667,12.0875
538.31,11.39825,53.9703333333,19.6723333333,14.03575,12.211,12.8279166667,11.8274166667,32.3695833333,12.1155
538.65,11.3955833333,53.9525,19.7395,14.0761666666,12.24575,12.8008333334,11.8156666667,32.4546666667,12.10525
539.00,11.3658333333,53.9659166667,19.78425,14.1144166667,12.27725,12.7708333333,11.80375,32.5471666666,12.06975
539.34,11.373,53.993,19.8795,14.1874166667,12.3245,12.8021666667,11.8023333333,32.6486666667,12.0765
539.69,11.3490833333,53.9798333334,19.93225,14.2190833333,12.3585833333,12.7875833333,11.7968333333,32.6995,12.0691666667
540.03,11.3528333333,53.9238333333,19.9815,14.274,12.3906666667,12.7935833333,11.7964166667,32.74125,12.07475
540.37,11.37425,53.9736666666,20.075,14.36125,12.4335833333,12.8326666667,11.8188333333,32.84325,12.1041666667
540.72,11.386,53.9779166667,20.1291666667,14.39325,12.4521666667,12.833,11.813,32.8959166667,12.08275
541.06,11.4115,53.99575,20.1971666666,14.44725,12.5081666667,12.8696666666,11.8355,32.9565,12.0999166667
541.40,11.3966666667,53.98125,20.2325,14.4638333333,12.51575,12.8525833333,11.81525,32.9765,12.0829166667
541.75,11.393,53.9498333333,20.2833333333,14.4833333333,12.53175,12.8490833334,11.8001666667,32.9896666667,12.0724166666
542.09,11.3885,53.9404166667,20.32075,14.5013333334,12.5465833334,12.8360833333,11.7943333334,32.999,12.0644166667
542.43,11.3823333333,53.9605,20.3571666667,14.5426666667,12.5725833333,12.837,11.7900833333,33.0359166667,12.0665833333
542.78,11.4171666667,53.96575,20.44475,14.6011666667,12.6234166667,12.8883333333,11.8215,33.0890833333,12.0938333333
543.12,11.4145833333,53.94125,20.4788333333,14.62375,12.64925,12.8814166667,11.82125,33.11425,12.08975
543.46,11.4413333333,53.92375,20.5415,14.6764166667,12.6911666667,12.9021666667,11.8324166667,33.16175,12.1023333333
543.81,11.47025,54.0090833333,20.6413333333,14.73475,12.7488333333,12.9276666666,11.8679166667,33.2613333334,12.1353333333
544.15,11.46025,53.979,20.6809166667,14.7598333333,12.7875,12.9106666667,11.8673333334,33.3070833334,12.1196666667
544.49,11.48175,54.0281666667,20.7673333333,14.8359166667,12.8688333333,12.94675,11.89625,33.4005833333,12.1609166667
544.84,11.4813333333,54.0345,20.8421666667,14.89125,12.90275,12.9331666667,11.9038333333,33.464,12.1746666666
545.18,11.4911666666,54.1010833334,20.9193333333,14.951,12.9509166667,12.9309166667,11.9146666667,33.5616666666,12.1855833333
545.52,11.5103333333,54.2204166667,20.9914166667,15.00925,12.9998333334,12.9336666667,11.9406666667,33.6870833333,12.2020833334
545.87,11.54275,54.294,21.0960833333,15.092,13.0841666667,12.9534166666,11.964,33.7935833333,12.2361666667
546.21,11.5885833333,54.3295,21.18425,15.1605,13.16225,12.9888333333,12.0063333333,33.8773333333,12.2675
546.55,11.5855833333,54.3841666667,21.24325,15.2136666667,13.2106666667,12.9754166667,12.0071666667,33.9384166667,12.2819166667
546.90,11.5996666667,54.4453333333,21.3011666667,15.2615833333,13.2695,12.9830833333,12.0161666666,34.01275,12.28575
547.24,11.5994166667,54.51375,21.35775,15.3250833333,13.30925,12.985,12.0260833333,34.1041666667,12.2906666667
547.58,11.6475833333,54.58275,21.4599166666,15.4143333334,13.3963333333,13.0215833333,12.0730833333,34.2023333333,12.3194166667
547.92,11.68725,54.6915,21.5456666666,15.48275,13.4665833334,13.0365,12.1086666667,34.3174166667,12.3426666667
548.27,11.7199166667,54.7864166666,21.6279166667,15.54125,13.5145,13.0334166667,12.1200833333,34.4235833333,12.357
548.61,11.75275,54.8574166667,21.7011666667,15.5975833333,13.5818333333,13.0508333333,12.1430833334,34.5194166667,12.37125
548.95,11.7904166667,54.96525,21.8033333333,15.69525,13.6625,13.0963333333,12.1934166667,34.6395,12.4095
549.29,11.81725,54.9868333333,21.90525,15.7869166667,13.7323333334,13.1285,12.2306666667,34.71725,12.4399166667
549.64,11.79625,54.9875833334,21.93625,15.8219166667,13.7311666667,13.10075,12.23,34.7910833333,12.4365833333
549.98,11.7811666667,55.0553333333,22.0010833333,15.8451666666,13.7335833333,13.06875,12.1941666667,34.8533333333,12.3988333333
550.32,11.8346666666,55.1494166666,22.1023333333,15.9401666667,13.8119166666,13.1169166667,12.2553333333,35.0000833333,12.4380833333
550.66,11.905,55.2468333333,22.2525833333,16.0931666667,13.9213333333,13.1915833333,12.34225,35.1409166667,12.5226666667
551.01,11.949,55.31,22.3643333333,16.1803333333,13.9956666667,13.2468333333,12.3794166667,35.2521666666,12.5486666667
551.35,11.9145833333,55.2799166667,22.3843333333,16.2148333334,14.0020833334,13.2340833333,12.35975,35.2916666667,12.5445
551.69,11.9354166666,55.2545833333,22.4870833334,16.2800833333,14.0720833334,13.2793333333,12.3965,35.364,12.5814166667
552.03,11.9386666667,55.2565,22.5633333334,16.3408333333,14.135,13.28475,12.427,35.4198333333,12.5926666667
552.38,11.9755,55.3434166667,22.6650833333,16.42075,14.208,13.3255,12.4628333333,35.5261666667,12.62375
552.72,12.0126666667,55.3899166667,22.7679166667,16.4935833333,14.2933333333,13.34875,12.497,35.6101666667,12.6734166667
553.06,12.0384166667,55.40875,22.8368333333,16.5371666667,14.3593333333,13.35725,12.5130833333,35.7043333333,12.7006666667
553.40,12.094,55.5056666667,22.9476666667,16.6235833333,14.4756666667,13.4126666667,12.55525,35.8140833333,12.7191666667
553.74,12.1595833333,55.62625,23.0818333333,16.7336666667,14.5924166667,13.4820833333,12.6465833333,35.971,12.8000833333
554.09,12.1265,55.63025,23.1524166666,16.7260833333,14.59575,13.4526666666,12.6131666667,35.9883333333,12.77325
554.43,12.1298333333,55.6350833333,23.20375,16.7490833334,14.617,13.4295833333,12.6014166666,36.03825,12.7428333333
554.77,12.1384166667,55.6571666667,23.2755,16.7848333334,14.6658333334,13.42,12.60975,36.09025,12.7604166667
555.11,12.1490833333,55.702,23.3369166667,16.8189166667,14.70175,13.4269166667,12.607,36.1689166667,12.746
555.45,12.1550833333,55.7820833333,23.4045,16.8926666667,14.7449166667,13.415,12.6105,36.22175,12.7520833333
555.80,12.1943333333,55.88975,23.4865,16.9703333333,14.81725,13.4778333333,12.6415833333,36.3258333333,12.7783333333
556.14,12.1735,55.8296666667,23.5155,16.99575,14.8439166666,13.4489166666,12.61525,36.3458333333,12.7746666667
556.48,12.1629166667,55.8181666667,23.5390833333,17.0304166667,14.8658333333,13.4551666667,12.6016666667,36.3659166667,12.7671666667
556.82,12.1325833333,55.8151666667,23.5679166667,17.06625,14.8781666667,13.4283333333,12.5881666667,36.3899166667,12.7523333333
557.16,12.1549166666,55.85,23.6456666667,17.1386666667,14.93775,13.4578333333,12.6143333334,36.4623333334,12.7820833333
557.50,12.171,55.80325,23.7049166667,17.199,14.9709166667,13.4715833333,12.6135,36.5249166667,12.7761666666
557.85,12.2245833333,55.8208333333,23.7605833333,17.2969166666,15.0791666666,13.4998333333,12.6458333333,36.6258333334,12.8259166667
558.19,12.2054166666,55.86375,23.7983333334,17.3235833334,15.1035,13.475,12.6273333333,36.6960833333,12.8235833333
558.53,12.1805833333,55.8879166667,23.8395833333,17.3565833333,15.1294166667,13.4715,12.6145833333,36.7775,12.8258333333
558.87,12.2335,56.0525833333,23.99675,17.4891666667,15.2665833334,13.54175,12.6868333333,36.95325,12.8998333333
559.21,12.2539166667,56.0681666667,24.0570833333,17.5516666667,15.3061666667,13.589,12.6888333333,37.0488333333,12.9168333333
559.55,12.22775,55.9754166667,24.1154166666,17.54325,15.33125,13.5736666667,12.67775,37.0743333333,12.9133333333
559.89,12.2375,56.09875,24.2133333334,17.59425,15.3751666667,13.5964166667,12.7130833333,37.2056666667,12.9294166667
560.23,12.2693333333,56.18975,24.3299166667,17.65275,15.43675,13.62675,12.7555833333,37.3275833333,12.9490833333
560.58,12.32875,56.3201666666,24.4730833334,17.7740833333,15.5274166667,13.7169166667,12.8359166667,37.50425,12.995
560.92,12.312,56.3118333334,24.5366666667,17.8194166667,15.55825,13.7261666667,12.8514166667,37.5610833333,13.0050833333
561.26,12.279,56.3400833334,24.5701666667,17.8474166667,15.5934166667,13.7076666667,12.8470833333,37.61675,13.0005833333
561.60,12.2230833333,56.3206666666,24.5990833334,17.8450833333,15.5713333333,13.68325,12.79125,37.6028333333,12.9481666667
561.94,12.25575,56.4063333333,24.6938333333,17.93575,15.65625,13.73375,12.8261666666,37.7188333333,12.9845833333
562.28,12.2906666667,56.43975,24.7731666667,18.0085833333,15.7205833333,13.7731666667,12.8528333333,37.8280833333,13.0136666667
562.62,12.2653333334,56.3561666667,24.7781666667,18.0158333333,15.7036666667,13.7535,12.8295,37.8225833333,12.985
562.96,12.21575,56.3270833334,24.7910833333,18.0179166666,15.7174166667,13.6946666667,12.7995,37.8298333333,12.9263333333
563.30,12.2405833333,56.39025,24.8573333333,18.1109166667,15.7761666667,13.6940833333,12.8188333333,37.9423333333,12.9480833333
563.64,12.2633333334,56.4015,24.9535,18.2003333333,15.8613333334,13.7336666667,12.8410833333,38.0236666667,13.00275
563.99,12.2481666667,56.312,24.98,18.2584166667,15.9103333333,13.7555,12.8515833333,38.05975,13.0026666667
564.33,12.2595,56.2598333333,25.0331666667,18.29975,15.9453333333,13.7650833333,12.84025,38.0269166667,13.02025
564.67,12.2578333333,56.2853333333,25.0983333333,18.3254166666,15.9833333334,13.76025,12.7943333333,38.0824166666,13.0036666667
565.01,12.2435,56.22975,25.1371666667,18.3725,16.00125,13.748,12.7719166667,38.1050833333,12.9745
565.35,12.2941666666,56.2458333333,25.2245,18.4719166666,16.0756666667,13.7859166667,12.8195833333,38.19675,13.0235833333
565.69,12.2910833334,56.18,25.2725,18.4995833333,16.09775,13.7825833334,12.7974166667,38.1873333333,13.0143333333
566.03,12.319,56.2279166667,25.3729166667,18.5823333333,16.15925,13.801,12.83475,38.2369166667,13.0421666667
566.37,12.3441666667,56.21325,25.4475,18.6489166667,16.2090833333,13.8023333333,12.8416666666,38.2854166667,13.0544166667
566.71,12.3950833333,56.2896666667,25.5569166667,18.7200833334,16.2875833333,13.831,12.8828333333,38.3701666667,13.0825
567.05,12.3626666667,56.2573333333,25.5884166667,18.7545,16.2965,13.8225,12.8645,38.36975,13.0573333333
567.39,12.37425,56.2064166667,25.6153333333,18.7958333333,16.3195,13.8165833333,12.851,38.3758333333,13.0325
567.73,12.40525,56.2936666667,25.6929166666,18.8615,16.3695,13.833,12.85825,38.455,13.0434166667
568.07,12.4,56.3811666667,25.7658333334,18.9114166666,16.42125,13.82875,12.8556666667,38.5965833333,13.0556666666
568.41,12.4373333333,56.3926666667,25.805,18.9750833333,16.4758333333,13.84825,12.8969166667,38.66875,13.07925
568.75,12.4841666667,56.479,25.9083333333,19.0349166667,16.5695833333,13.9,12.9405833334,38.7693333333,13.1364166666
569.09,12.4894166667,56.5405,25.97625,19.0544166667,16.6098333333,13.89425,12.9374166666,38.8495,13.1286666667
569.43,12.5005833333,56.5345,26.0281666667,19.0976666667,16.6515833333,13.9108333333,12.9806666667,38.9316666667,13.1316666667
569.77,12.461,56.4978333333,26.0525833333,19.1023333333,16.66175,13.88825,12.9369166666,38.9610833333,13.0954166667
570.11,12.4210833333,56.4418333333,26.067,19.0790833333,16.6784166667,13.88925,12.9100833333,38.96925,13.0708333334
570.45,12.4178333333,56.454,26.1480833333,19.1316666667,16.7056666667,13.8993333334,12.8945833333,39.0534166667,13.0924166667
570.79,12.4494166667,56.4298333333,26.2028333334,19.1705833333,16.7491666667,13.93,12.9160833334,39.0765,13.1029166667
571.13,12.4028333333,56.4385,26.2134166667,19.1705833333,16.7425,13.8856666667,12.88675,39.1284166666,13.0556666666
571.47,12.3735833334,56.3579166666,26.24675,19.1844166667,16.75625,13.8575,12.8585,39.13625,13.0471666666
571.81,12.3801666667,56.3605,26.30425,19.24125,16.8249166667,13.8653333333,12.8606666666,39.1776666667,13.0235833333
572.15,12.3965,56.3804166667,26.372,19.3025833333,16.8846666667,13.8921666666,12.883,39.23925,13.05525
572.49,12.4130833333,56.353,26.42925,19.3473333333,16.9126666667,13.8880833334,12.886,39.266,13.0690833333
572.83,12.4391666667,56.381,26.5120833333,19.4390833334,16.97875,13.9261666667,12.90675,39.3498333333,13.1055
573.17,12.448,56.3795833333,26.5636666667,19.47775,17.0235833333,13.9291666666,12.90925,39.3680833333,13.1108333333
573.51,12.4736666667,56.35225,26.6123333334,19.5295,17.07475,13.9301666667,12.9314166666,39.4241666667,13.1369166667
573.85,12.4905,56.3614166667,26.68325,19.57875,17.1001666667,13.9083333333,12.9295,39.4715,13.1356666667
574.19,12.5293333333,56.3555833333,26.7246666667,19.6245833333,17.1625,13.9391666667,12.9551666667,39.5115833333,13.1560833333
574.53,12.5543333333,56.4149166667,26.8140833333,19.7001666667,17.2423333333,13.953,12.96525,39.60775,13.1885
574.87,12.6083333334,56.4539166667,26.9323333333,19.7798333333,17.3325833333,14.01175,13.0161666667,39.6744166667,13.2289166667
575.21,12.64775,56.5338333334,27.014,19.8575833333,17.4066666667,14.0334166667,13.0425,39.7488333333,13.2571666667
575.55,12.6438333333,56.493,27.0445833333,19.8885833333,17.4185833333,14.03125,13.0239166667,39.7591666667,13.2538333333
575.89,12.65275,56.4471666667,27.1266666666,19.9505833334,17.4785,14.0536666667,13.0273333333,39.7934166666,13.2589166667
576.22,12.6498333333,56.4989166667,27.19925,20.02275,17.5345833333,14.0671666667,13.0469166667,39.8645833333,13.24275
576.56,12.6616666667,56.5195833333,27.26875,20.0765833334,17.5925833333,14.0709166666,13.0555,39.9126666667,13.24425
576.90,12.6478333333,56.5095833334,27.3135833333,20.1196666667,17.6321666667,14.0640833333,13.02825,39.9615833333,13.23125
577.24,12.6659166667,56.5455,27.3870833333,20.1648333333,17.6896666667,14.0850833333,13.0375833333,40.01575,13.2381666667
577.58,12.6751666667,56.58475,27.4473333333,20.2271666667,17.7465833333,14.1041666667,13.0609166667,40.0843333333,13.254
577.92,12.6551666667,56.58725,27.4824166666,20.2610833333,17.7744166667,14.0924166667,13.0339166667,40.1139166667,13.237
578.26,12.6483333333,56.6581666667,27.5548333333,20.309,17.8081666666,14.1038333333,13.07675,40.209,13.239
578.60,12.6704166667,56.7196666666,27.6288333333,20.3945833333,17.8648333333,14.1138333333,13.08775,40.2766666667,13.2613333333
578.94,12.685,56.6388333334,27.6548333333,20.4165,17.9023333334,14.11675,13.1071666667,40.2865833333,13.2465833333
579.28,12.7264166667,56.6773333333,27.7500833333,20.4994166667,17.9850833333,14.1558333333,13.1461666667,40.35525,13.296
579.61,12.6978333333,56.66425,27.7531666667,20.5054166667,17.971,14.1273333333,13.1331666667,40.3703333334,13.27675
579.95,12.70925,56.6649166667,27.7986666667,20.56375,18.0199166667,14.1401666667,13.1393333333,40.4306666667,13.3358333333
580.29,12.7045833333,56.6365,27.82425,20.585,18.0466666667,14.1346666667,13.168,40.4855,13.3388333333
580.63,12.7349166667,56.7605833333,27.92,20.67825,18.1199166666,14.149,13.18375,40.6165833333,13.3861666667
580.97,12.7360833333,56.8451666667,27.9761666667,20.7334166667,18.1831666666,14.1410833333,13.16075,40.6730833334,13.3854166667
581.31,12.7989166667,57.0038333333,28.1013333333,20.8720833333,18.3375,14.213,13.1939166667,40.8196666667,13.4483333333
581.65,12.8248333333,57.0325,28.201,20.9751666667,18.4321666667,14.2495,13.2400833334,40.8894166667,13.493
581.98,12.84725,56.9509166667,28.21875,21.013,18.4934166666,14.254,13.2246666667,40.88675,13.4944166667
582.32,12.81775,56.944,28.2415833334,21.0395833333,18.5234166667,14.2764166667,13.1968333333,40.9418333333,13.5061666667
582.66,12.7423333334,57.00025,28.2886666667,21.0775833333,18.5378333334,14.2551666667,13.1341666667,40.9979166667,13.4876666667
583.00,12.70825,56.9584166667,28.3490833333,21.08725,18.5675,14.2513333333,13.1408333333,41.0348333333,13.4869166666
583.34,12.698,57.0291666666,28.3925,21.1289166667,18.63775,14.2521666666,13.1384166667,41.08575,13.4655833333
583.68,12.6828333334,57.0828333333,28.4799166667,21.1513333333,18.6709166667,14.2473333333,13.1089166667,41.1645,13.4274166667
584.01,12.63025,57.0356666667,28.50575,21.182,18.6925833333,14.216,13.0488333334,41.1496666666,13.3918333334
584.35,12.6438333333,56.9929166667,28.5969166667,21.2106666667,18.7419166666,14.2638333333,13.0890833334,41.1631666667,13.4096666667
584.69,12.6893333333,56.9860833333,28.6721666667,21.32625,18.8214166666,14.3420833333,13.166,41.2470833333,13.4378333333
585.03,12.68525,56.9484166667,28.7256666667,21.3675,18.84925,14.3673333334,13.2090833333,41.2999166667,13.45025
585.37,12.6574166667,56.9129166667,28.7430833333,21.3476666666,18.86075,14.35675,13.1875,41.3544166667,13.4336666666
585.70,12.6415833333,56.9446666667,28.8615833333,21.4208333334,18.9195833333,14.37525,13.187,41.4326666667,13.4744166667
586.04,12.6995,56.8785,28.9539166667,21.4858333334,18.9999166667,14.3860833333,13.2369166666,41.4509166667,13.48925
586.38,12.80925,56.9044166667,29.0968333333,21.6134166667,19.1325,14.4845,13.3456666667,41.5583333333,13.5731666667
586.72,12.9096666667,57.0120833333,29.2011666666,21.7406666667,19.2573333333,14.548,13.4263333333,41.6894166667,13.6385833334
587.06,12.8900833333,57.0541666667,29.2819166666,21.7939166667,19.2358333333,14.5040833333,13.3935833333,41.7626666667,13.6344166667
587.39,12.9198333333,57.0335833334,29.31325,21.8500833333,19.3105,14.5543333333,13.4264166667,41.7905,13.6701666667
587.73,12.9965833333,57.1783333333,29.4325,21.9531666666,19.405,14.6284166667,13.4956666667,41.9228333333,13.75
588.07,12.95975,57.1445833333,29.4288333333,21.981,19.4305,14.5955,13.47725,41.94325,13.7278333334
588.41,12.9215833333,57.1731666667,29.4959166667,21.96,19.4525,14.55675,13.4196666667,41.9699166667,13.7260833334
588.74,12.8834166667,57.1999166666,29.5241666667,21.97825,19.4315833333,14.5198333333,13.3836666667,41.9794166667,13.7035833333
589.08,12.901,57.2680833333,29.6408333334,22.07275,19.483,14.54175,13.4315833333,42.0616666667,13.7343333333
589.42,12.9429166667,57.3846666667,29.7349166667,22.1335,19.5314166667,14.5663333333,13.4525833333,42.17725,13.7443333333
589.76,12.9435833333,57.5335833334,29.7908333333,22.20275,19.56975,14.5910833333,13.4615833333,42.2921666667,13.78425
590.09,12.94325,57.5771666667,29.84575,22.2093333333,19.584,14.5700833334,13.4410833333,42.37625,13.7838333333
590.43,12.83525,57.5178333333,29.7895,22.1398333333,19.5010833333,14.45975,13.3235833334,42.3159166666,13.699
590.77,12.8909166667,57.4389166667,29.8335,22.1684166666,19.55075,14.5199166666,13.3661666666,42.3089166667,13.7326666667
591.11,12.8583333333,57.4034166667,29.8494166667,22.1868333334,19.5530833333,14.4605,13.3494166667,42.3071666666,13.7014166667
591.44,12.9103333333,57.3773333333,29.9220833333,22.2189166667,19.60875,14.5004166667,13.3808333333,42.3554166667,13.7135833333
591.78,12.98425,57.4799166667,30.0614166667,22.3378333333,19.7043333333,14.5736666667,13.43625,42.4989166667,13.7771666667
592.12,13.0166666667,57.4525833333,30.0915,22.3801666667,19.7250833333,14.5915,13.46425,42.5350833333,13.7928333333
592.46,13.0526666667,57.401,30.1508333333,22.42775,19.8039166667,14.6073333333,13.4795833333,42.5263333333,13.78775
592.79,13.0671666667,57.4050833333,30.178,22.469,19.8635833334,14.6209166667,13.48475,42.5899166667,13.7895833333
593.13,13.0641666667,57.3540833334,30.1950833333,22.49075,19.91,14.59875,13.465,42.57775,13.7843333333
593.47,13.06375,57.3026666666,30.236,22.5163333333,19.9719166667,14.592,13.4610833333,42.60425,13.7786666667
593.80,13.0331666667,57.3156666667,30.2663333334,22.5599166667,19.9963333333,14.58675,13.4266666667,42.6030833333,13.7385
594.14,13.052,57.2900833333,30.3440833333,22.6383333333,20.07375,14.6596666667,13.48925,42.6673333334,13.7618333334
594.48,13.0866666667,57.4033333333,30.4896666667,22.771,20.2163333333,14.6944166666,13.5231666666,42.8380833333,13.8201666667
594.81,13.1209166667,57.46325,30.5883333333,22.8338333333,20.3066666667,14.7495833333,13.5533333333,42.9289166666,13.85675
595.15,13.00125,57.34975,30.5470833333,22.79725,20.24925,14.657,13.4603333333,42.8674166667,13.7658333334
595.49,12.9588333333,57.3429166667,30.5485833333,22.7966666667,20.2635,14.6464166667,13.4419166667,42.8783333333,13.74575
595.82,12.9424166667,57.3189166666,30.5725,22.8495833333,20.3083333333,14.6308333334,13.449,42.8886666666,13.7341666667
596.16,12.979,57.3566666666,30.655,22.9214166667,20.4043333333,14.6759166667,13.4810833333,43.0005833334,13.7763333333
596.50,12.9826666667,57.3638333333,30.69425,22.9775,20.4475,14.6834166667,13.4866666667,43.033,13.7815833333
596.83,13.0306666666,57.4121666667,30.7725,23.0484166667,20.5011666667,14.7234166666,13.52675,43.1145,13.8294166667
597.17,13.0905,57.4639166667,30.8681666667,23.1104166667,20.5605833333,14.7864166667,13.5990833333,43.2183333333,13.8723333333
597.51,13.1184166667,57.4776666667,30.8974166667,23.1551666667,20.5946666667,14.8044166667,13.6389166666,43.28325,13.9190833333
597.84,13.1418333334,57.53325,30.94225,23.1696666667,20.6129166667,14.798,13.61925,43.3366666667,13.9015
598.18,13.1301666667,57.5179166667,30.9491666667,23.198,20.6283333333,14.7899166667,13.6210833333,43.3343333334,13.8880833334
598.52,13.1645833333,57.5244166667,31.0050833334,23.266,20.68875,14.799,13.6294166667,43.3713333333,13.9409166667
598.85,13.2058333334,57.5660833334,31.0655,23.3444166667,20.7629166667,14.8249166666,13.6811666667,43.4415833333,13.9793333333
599.19,13.2085,57.5936666667,31.1076666667,23.399,20.8055,14.7974166666,13.6849166667,43.4901666667,13.97025
599.53,13.2634166667,57.5833333333,31.18375,23.4624166667,20.8940833333,14.8391666667,13.7155,43.5606666667,14.028
599.86,13.2544166667,57.6364166666,31.23425,23.51625,20.9065833333,14.8335,13.7045,43.5785,14.033
600.20,13.2984166667,57.6684166667,31.3210833333,23.5493333333,20.9594166667,14.8413333333,13.7034166667,43.64025,14.0505833333
600.53,13.24625,57.5801666667,31.3060833333,23.54625,20.9566666667,14.844,13.6748333333,43.6309166667,13.9913333333
600.87,13.1994166667,57.515,31.3139166667,23.5821666667,20.9993333334,14.8115833334,13.6375833334,43.572,13.95325
601.21,13.2421666667,57.53125,31.4345833333,23.6614166667,21.1115833333,14.848,13.64925,43.6353333333,13.9863333333
601.54,13.3085833333,57.6168333334,31.5846666667,23.82,21.242,14.92,13.7259166667,43.7535,14.0896666667
601.88,13.3500833333,57.6529166667,31.68425,23.8691666667,21.306,14.9784166667,13.7325833334,43.8525833333,14.1015
602.21,13.25375,57.6093333333,31.6641666666,23.8520833333,21.2898333333,14.9459166667,13.6845833333,43.8524166667,14.0309166667
602.55,13.3010833333,57.6586666666,31.76075,23.9454166667,21.4045,15.0258333334,13.7445833333,43.9333333333,14.0888333333
602.88,13.3346666667,57.63425,31.8253333333,24.0105833333,21.43525,15.0424166667,13.75125,43.9371666667,14.1088333333
603.22,13.3466666667,57.7484166667,31.937,24.0991666666,21.5200833333,15.08625,13.7930833333,43.9896666667,14.1266666666
603.56,13.3489166667,57.70325,31.9833333334,24.1301666667,21.565,15.1038333333,13.7999166667,44.0300833333,14.1414166667
603.89,13.3376666667,57.7446666667,32.016,24.1590833334,21.5893333334,15.08875,13.8034166667,44.0775,14.1296666667
604.23,13.347,57.8140833333,32.0760833333,24.2095,21.65975,15.0508333333,13.80475,44.1424166667,14.1366666667
604.56,13.3745833333,57.8675833333,32.1446666666,24.2825833334,21.7100833333,15.0414166667,13.7959166666,44.2383333333,14.1471666667
604.90,13.3408333333,57.8396666667,32.1356666667,24.28425,21.7106666666,15.00875,13.8019166666,44.24675,14.1075833333
605.23,13.2540833333,57.7534166666,32.08475,24.2289166667,21.6874166667,14.9219166667,13.741,44.1670833333,14.03275
605.57,13.214,57.7799166666,32.1168333334,24.2639166667,21.7203333333,14.8986666667,13.7524166667,44.1934166667,14.0295833334
605.90,13.3071666667,57.8140833333,32.2235,24.3365833333,21.7953333334,14.9425833334,13.80925,44.2661666667,14.0753333333
606.24,13.3253333333,57.8588333333,32.31,24.3826666667,21.8670833333,14.9795833333,13.8625,44.3293333333,14.1043333333
606.58,13.3560833333,57.95475,32.40525,24.4553333333,21.9685,15.0496666667,13.9338333333,44.4346666667,14.1490833333
606.91,13.3751666667,57.9254166667,32.46625,24.50925,21.9993333334,15.0816666667,13.9393333333,44.5428333333,14.1688333333
607.25,13.415,57.9636666667,32.5175,24.56825,22.0664166667,15.1070833333,13.9913333333,44.5965,14.2246666667
607.58,13.41475,57.8693333333,32.5750833334,24.6130833333,22.1425833333,15.1641666667,13.9905833333,44.5514166666,14.2574166667
607.92,13.4315,57.8441666666,32.6435833334,24.6698333333,22.1838333333,15.266,14.0145,44.5825833333,14.3073333333
608.25,13.4075,57.8491666666,32.68,24.67525,22.2013333333,15.3226666667,14.0334166667,44.5919166667,14.3471666667
608.59,13.42225,57.8321666667,32.7345833334,24.7506666666,22.255,15.3991666667,14.029,44.5905833333,14.3853333334
608.92,13.471,57.8674166667,32.8366666666,24.8268333333,22.3255833334,15.513,14.03925,44.689,14.4134166667
609.26,13.4483333333,57.6935833333,32.7698333333,24.7608333333,22.2923333334,15.5019166667,13.9686666667,44.5861666667,14.3596666667
609.59,13.41225,57.63125,32.78325,24.7813333333,22.29775,15.5599166667,13.96925,44.5541666666,14.3144166667
609.93,13.4275833333,57.5813333333,32.7838333334,24.8028333333,22.3103333333,15.5504166666,13.92325,44.5426666666,14.3120833333
610.26,13.3646666667,57.46725,32.7345,24.7578333333,22.2565,15.518,13.8243333333,44.4729166667,14.2504166667
610.60,13.32725,57.4734166667,32.7288333334,24.73075,22.2536666667,15.4791666667,13.7940833333,44.4671666667,14.2028333333
