wavelength,Back_OryAngm,Belly_OryAngm,Breast_OryAngm,Crissum_OryAngm,Crown_OryAngm,DorTail_OryAngm,Rump_OryAngm,Throat_OryAngm,WingTip_OryAngm
342.33,3.782,3.78703333333,3.29166666667,2.74240512821,2.74346666667,5.18186666667,3.817,4.6183,4.95733333333
342.70,3.68133333333,3.6987,3.21213333333,2.61579487179,2.61726666667,5.0848,3.68306666667,4.5303,4.79306666667
343.06,3.81733333333,3.74643333333,3.34613333333,2.7249025641,2.72006666667,5.1762,3.79273333333,4.6812,4.83913333333
343.43,3.88266666667,3.87676666667,3.4444,2.83305128205,2.82833333333,5.31413333333,3.92886666667,4.82166666667,4.88673333334
343.79,3.68253333333,3.6746,3.229,2.59026153846,2.66573333333,5.11713333333,3.7528,4.6562,4.65033333333
344.16,3.569,3.61153333333,3.14113333333,2.4892,2.63786666667,5.02966666667,3.705,4.58913333334,4.60426666667
344.52,3.59073333333,3.70073333333,3.1818,2.54686666667,2.696,5.0838,3.72253333333,4.6384,4.65073333333
344.89,3.55833333333,3.5974,3.08426666667,2.49729230769,2.6496,5.03466666667,3.6678,4.57543333333,4.60386666667
345.25,3.50533333333,3.54093333333,3.07493333333,2.48591282051,2.62453333333,4.97993333333,3.72206666667,4.58366666667,4.62193333333
345.62,3.4194,3.46856666667,3.0258,2.40992820513,2.5088,4.89593333333,3.65973333333,4.47766666667,4.54606666667
345.99,3.42066666667,3.41133333333,3.05833333333,2.41602051282,2.51713333333,4.9472,3.65926666667,4.4959,4.5254
346.35,3.4996,3.5102,3.13733333333,2.49363076923,2.56346666667,5.03093333333,3.72053333333,4.5218,4.6158
346.72,3.5556,3.5822,3.20153333333,2.55016410256,2.6354,5.0306,3.7596,4.55336666667,4.6468
347.08,3.4642,3.5769,3.12046666667,2.48129230769,2.58366666667,4.99013333333,3.688,4.4728,4.5716
347.45,3.37706666667,3.46263333333,3.03793333333,2.37362051282,2.49526666667,4.87246666667,3.58533333333,4.32916666667,4.52233333333
347.81,3.48593333333,3.58103333333,3.14526666667,2.51893333333,2.60553333333,5.0162,3.68326666667,4.40946666667,4.6622
348.18,3.5686,3.68433333333,3.26253333333,2.61436410256,2.701,5.11833333333,3.73933333333,4.5138,4.72906666667
348.54,3.65226666667,3.7376,3.35573333333,2.69131282051,2.78026666667,5.16846666667,3.82493333333,4.5611,4.82166666667
348.91,3.8532,3.95413333333,3.5712,2.87874358975,2.99533333333,5.31473333333,4.04653333333,4.76563333333,5.03366666667
349.27,4.0338,4.1042,3.6862,3.02011794872,3.1626,5.48146666667,4.12733333333,4.87846666667,5.1482
349.64,4.17473333333,4.16706666667,3.78006666667,3.13605128205,3.30453333333,5.6112,4.2144,5.0139,5.2126
350.00,4.213,4.1987,3.82753333333,3.17310769231,3.3442,5.62906666667,4.226,5.0227,5.22653333333
350.37,4.16173333333,4.0891,3.822,3.11694358974,3.2782,5.56446666667,4.15093333333,4.98586666667,5.2042
350.73,4.22686666667,4.16496666667,3.87133333333,3.2156,3.37893333333,5.69186666667,4.23293333333,5.01323333333,5.29426666667
351.10,4.14406666667,4.1001,3.7918,3.1583025641,3.327,5.65193333333,4.1846,4.98083333333,5.3096
351.46,4.14293333333,4.13933333333,3.82813333333,3.18466666666,3.35966666667,5.7116,4.2142,5.0082,5.32393333333
351.83,4.0968,4.07323333333,3.81506666667,3.11333333333,3.3224,5.63006666667,4.14986666667,4.9733,5.25706666667
352.19,4.13193333333,4.06436666667,3.83926666667,3.13941538461,3.32753333333,5.64446666667,4.1848,4.98703333333,5.2604
352.55,4.02933333333,3.98236666667,3.74973333333,3.00211794872,3.2194,5.55066666667,4.05013333333,4.88246666667,5.09573333333
352.92,3.92346666667,3.9177,3.69793333333,2.91557948718,3.13493333333,5.523,3.94486666667,4.78783333333,4.93353333333
353.28,3.83,3.88733333333,3.64766666667,2.84742051282,3.07786666667,5.4562,3.91566666667,4.7197,4.843
353.65,3.8312,3.93313333333,3.6184,2.85735384615,3.07,5.45093333333,3.89873333333,4.69693333333,4.8306
354.01,3.73873333333,3.8075,3.48946666666,2.72323076923,2.95006666667,5.31193333333,3.75006666667,4.5921,4.69433333333
354.38,3.7268,3.814,3.45833333333,2.68852307692,2.947,5.30353333333,3.71186666667,4.5531,4.6372
354.74,3.76333333333,3.87956666667,3.53033333333,2.70188717949,2.972,5.3102,3.75106666667,4.6267,4.66746666667
355.11,3.83453333333,3.93076666667,3.57193333333,2.72408205128,3.00493333333,5.3496,3.78326666667,4.63726666667,4.66953333333
355.47,3.94806666667,4.01133333333,3.64306666667,2.76626666667,3.09366666667,5.4102,3.84953333333,4.7294,4.74493333333
355.83,4.05713333333,4.11236666667,3.71986666667,2.89033333333,3.1936,5.52653333333,3.96033333333,4.82676666667,4.86126666667
356.20,3.9726,4.01423333333,3.61406666667,2.79742051282,3.07926666667,5.42206666667,3.83986666667,4.72216666667,4.7596
356.56,3.8616,3.9008,3.47826666667,2.73168717949,2.9926,5.34886666667,3.72506666667,4.62266666667,4.68013333333
356.93,3.73766666666,3.7764,3.31586666667,2.58183076923,2.83993333333,5.18646666667,3.5592,4.47626666667,4.58753333333
357.29,3.7606,3.79713333333,3.33326666667,2.61166666667,2.87413333333,5.19013333333,3.55126666666,4.48503333333,4.65306666667
357.66,3.76486666667,3.80813333333,3.385,2.6146,2.8988,5.24053333333,3.579,4.52513333333,4.736
358.02,3.84606666666,3.92186666667,3.4998,2.74477948718,3.01073333333,5.3402,3.72233333333,4.6465,4.86293333333
358.38,3.78133333333,3.84666666667,3.41446666667,2.70331282051,2.99346666667,5.26953333333,3.67353333333,4.6027,4.81253333333
358.75,3.75666666667,3.79736666667,3.4018,2.67421025641,2.97046666667,5.25573333333,3.6504,4.58386666667,4.7916
359.11,3.81693333333,3.83483333333,3.48233333333,2.74604615385,3.05313333333,5.2884,3.72026666667,4.6389,4.87053333334
359.48,3.84226666667,3.8325,3.4914,2.80068717949,3.0746,5.3332,3.77333333333,4.6419,4.88426666667
359.84,3.8236,3.8258,3.47813333333,2.77693333333,3.0616,5.2964,3.72066666667,4.60113333333,4.83726666667
360.20,3.82146666667,3.85906666667,3.5022,2.80317435898,3.11413333333,5.319,3.72446666667,4.6248,4.85233333333
360.57,3.83246666667,3.87723333333,3.51713333333,2.79426666667,3.128,5.2914,3.762,4.63903333333,4.84226666667
360.93,3.86713333333,3.9084,3.5656,2.84756410256,3.17453333333,5.356,3.8116,4.66446666667,4.8398
361.29,3.8704,3.89023333333,3.58346666667,2.83173846154,3.1554,5.3674,3.80666666667,4.66803333333,4.80006666667
361.66,3.8816,3.895,3.55526666667,2.81092307692,3.15213333333,5.36253333333,3.7758,4.6581,4.7672
362.02,3.90606666667,3.9389,3.57066666667,2.82537948718,3.19186666667,5.3942,3.77313333333,4.65176666667,4.78193333333
362.39,3.96853333333,4.04,3.65573333333,2.90604102564,3.27286666667,5.48073333333,3.86293333333,4.7262,4.87513333333
362.75,3.9328,4.00543333333,3.59906666667,2.8812974359,3.251,5.4396,3.80033333333,4.69566666667,4.839
363.11,3.89766666667,3.98266666667,3.53913333333,2.82013333333,3.18606666667,5.40306666667,3.76893333333,4.65136666667,4.7628
363.48,3.82466666667,3.9086,3.45986666667,2.72902564102,3.0916,5.30873333333,3.64993333333,4.57543333333,4.67
363.84,3.7434,3.8342,3.38646666667,2.66385641026,3.0158,5.26433333333,3.59753333333,4.5167,4.6296
364.20,3.79366666667,3.8861,3.4388,2.6924,3.06,5.30353333333,3.63286666667,4.55723333333,4.6694
364.57,3.82106666667,3.90566666667,3.47626666667,2.7278,3.07066666667,5.35566666667,3.64586666667,4.5973,4.70773333333
364.93,3.83493333333,3.87326666667,3.46846666667,2.73508205128,3.0598,5.32673333333,3.62306666667,4.59646666667,4.75873333333
365.29,3.83633333333,3.85983333333,3.4118,2.74427692308,3.04793333333,5.3102,3.60793333333,4.57376666667,4.74846666667
365.66,3.787,3.79813333333,3.38273333333,2.71812820513,3.00066666667,5.20046666667,3.5806,4.53483333333,4.7128
366.02,3.77006666667,3.7545,3.35066666667,2.67421538462,2.95326666667,5.167,3.53486666667,4.49866666667,4.66086666667
366.38,3.72573333333,3.68643333333,3.28333333333,2.59644615384,2.83853333333,5.07766666667,3.43206666667,4.4067,4.57733333333
366.75,3.67406666667,3.62423333333,3.2236,2.51865128205,2.74293333333,5.0076,3.372,4.3203,4.51726666667
367.11,3.62126666667,3.54756666667,3.16213333333,2.44791282051,2.66246666667,4.93606666667,3.25453333333,4.27866666667,4.48333333333
367.47,3.59833333333,3.54053333333,3.153,2.40763589744,2.64426666667,4.88306666667,3.228,4.24216666666,4.467
367.84,3.61793333333,3.58766666667,3.19346666667,2.43037435897,2.69746666667,4.9126,3.2596,4.2743,4.47606666667
368.20,3.58926666667,3.5135,3.12453333333,2.37864615385,2.67126666667,4.8936,3.22646666666,4.20896666667,4.4454
368.56,3.58793333333,3.49266666667,3.108,2.37142051282,2.6826,4.8674,3.20286666667,4.15623333333,4.43366666667
368.93,3.64126666667,3.60073333333,3.1802,2.40987692308,2.77713333333,4.94553333333,3.262,4.22583333333,4.44366666667
369.29,3.60713333333,3.594,3.18886666667,2.39964615385,2.76606666667,4.92706666667,3.22073333333,4.2111,4.445
369.65,3.61086666667,3.63533333333,3.2106,2.44474358974,2.7898,4.99366666667,3.24373333333,4.20473333333,4.4512
370.01,3.6468,3.68393333333,3.2494,2.47514358974,2.83106666667,5.02806666667,3.3022,4.2587,4.5234
370.38,3.74206666667,3.79136666667,3.3532,2.58508205128,2.9946,5.16333333333,3.42933333333,4.36373333333,4.6164
370.74,3.83373333333,3.90253333333,3.4224,2.6642974359,3.1204,5.27286666667,3.51626666667,4.45893333333,4.69813333334
371.10,3.9278,4.02166666667,3.51673333333,2.77729230769,3.2688,5.36793333333,3.60413333333,4.542,4.8078
371.46,3.93526666667,4.04926666667,3.52513333333,2.81997435897,3.31106666667,5.43026666667,3.6304,4.61133333333,4.826
371.83,3.9778,4.0497,3.5394,2.85726153846,3.32646666667,5.46573333333,3.62473333333,4.63746666667,4.86353333333
372.19,3.99286666667,4.10446666667,3.561,2.88448205128,3.36253333333,5.49393333333,3.64646666667,4.67123333333,4.89346666667
372.55,4.0502,4.18433333333,3.61966666667,2.93283076923,3.43013333333,5.56966666667,3.71426666667,4.767,4.97466666667
372.92,4.0236,4.14063333333,3.58606666667,2.93057948718,3.40073333333,5.5426,3.7002,4.76006666667,4.97793333333
373.28,4.07286666667,4.20403333333,3.61626666667,2.95749230769,3.44146666667,5.59706666667,3.7682,4.78623333333,5.0194
373.64,4.1104,4.21116666667,3.6232,2.96531282051,3.46206666667,5.6124,3.7982,4.80453333333,5.0532
374.00,4.08606666667,4.18443333333,3.5902,2.9436974359,3.44133333333,5.60846666667,3.78286666667,4.75943333333,5.03486666666
374.37,4.00646666667,4.08223333333,3.4836,2.83347692308,3.32993333333,5.49773333333,3.68266666667,4.67516666667,4.93926666667
374.73,4.0214,4.06806666667,3.52073333333,2.8621025641,3.33266666667,5.49153333333,3.699,4.69923333333,4.95486666667
375.09,3.9902,4.02843333333,3.45593333333,2.83456410256,3.27226666667,5.47513333333,3.68246666667,4.67816666667,4.90913333333
375.45,4.04373333334,4.0733,3.48253333333,2.87362564102,3.32633333333,5.5312,3.7176,4.6968,4.95593333333
375.81,4.00173333333,4.00283333333,3.393,2.80627692308,3.257,5.42066666667,3.66686666667,4.63203333333,4.87946666667
376.18,4.081,4.0591,3.43953333333,2.85814358974,3.28133333333,5.447,3.7584,4.67666666667,4.95673333333
376.54,4.15893333333,4.1199,3.48186666667,2.92954871795,3.34086666666,5.5062,3.813,4.73936666667,5.0
376.90,4.21173333333,4.15616666667,3.49866666667,2.93761025641,3.35593333333,5.523,3.86206666667,4.77256666667,5.02353333333
377.26,4.21046666667,4.13573333333,3.48806666667,2.93661538461,3.37026666667,5.4994,3.84293333333,4.79913333333,5.02033333333
377.63,4.15293333333,4.09446666667,3.43006666667,2.89038461539,3.3026,5.4352,3.76546666667,4.73633333333,4.94526666667
377.99,4.07853333333,4.0349,3.36333333333,2.82693333333,3.2484,5.34133333333,3.69373333333,4.66733333334,4.85573333333
378.35,4.15326666667,4.09976666667,3.43713333333,2.89395384615,3.3076,5.39633333333,3.7548,4.72863333333,4.9416
378.71,4.18306666667,4.11783333333,3.437,2.90809230769,3.32053333333,5.42393333334,3.7762,4.74183333333,4.97253333333
379.07,4.15433333333,4.06986666667,3.4336,2.8798,3.3054,5.36106666667,3.7504,4.6954,4.9206
379.44,4.12,4.00736666667,3.407,2.85033846154,3.2572,5.28166666667,3.70726666667,4.6631,4.86253333333
379.80,4.16933333333,4.06406666667,3.4796,2.86982051282,3.30146666667,5.34593333333,3.75313333333,4.71766666667,4.90053333333
380.16,4.1002,3.9996,3.42873333333,2.81023076923,3.24106666667,5.2626,3.65673333333,4.6728,4.82733333333
380.52,3.9728,3.89173333333,3.34966666667,2.70502051282,3.1364,5.1464,3.551,4.57793333333,4.7154
380.88,3.9524,3.88823333333,3.36386666667,2.71456923077,3.14286666667,5.13273333333,3.52013333333,4.5635,4.71433333333
381.24,3.9216,3.86543333333,3.34273333333,2.6998,3.0888,5.1066,3.49033333333,4.52116666667,4.66653333333
381.61,3.9682,3.8937,3.38553333333,2.74238461539,3.17706666667,5.1414,3.5458,4.5796,4.71433333333
381.97,4.07546666667,3.9857,3.49066666667,2.85240512821,3.25993333333,5.22973333333,3.63873333333,4.70093333333,4.8216
382.33,4.05093333333,3.9688,3.4826,2.83511282051,3.22166666667,5.2106,3.635,4.69743333333,4.7934
382.69,4.05653333333,3.98296666667,3.50226666667,2.86510769231,3.24466666667,5.22813333334,3.67773333333,4.7173,4.79926666667
383.05,4.08426666667,4.03236666667,3.5452,2.89039487179,3.2778,5.26613333333,3.70993333333,4.7649,4.8174
383.41,4.1048,4.05096666667,3.5564,2.90964615385,3.28293333333,5.27086666667,3.746,4.77803333333,4.82866666667
383.77,4.0634,4.00203333333,3.516,2.90132820513,3.24613333333,5.21813333333,3.71713333333,4.72163333333,4.7848
384.14,4.09473333334,4.01656666667,3.55026666667,2.94878974359,3.27113333333,5.2788,3.7426,4.73496666667,4.801
384.50,4.10493333333,4.01036666667,3.54613333333,2.94294358974,3.2638,5.28606666667,3.7508,4.73406666667,4.79633333333
384.86,4.0584,3.94826666667,3.48746666667,2.88165128205,3.20713333333,5.24473333334,3.7132,4.67536666667,4.73693333333
385.22,4.05753333333,3.945,3.5002,2.87389230769,3.22053333333,5.2436,3.73113333333,4.68876666667,4.74346666667
385.58,4.036,3.94746666667,3.516,2.86947692308,3.18533333333,5.23946666667,3.7094,4.67503333333,4.7406
385.94,4.00806666667,3.91446666667,3.49066666667,2.84626666667,3.1532,5.23453333333,3.68466666667,4.6553,4.72046666667
386.30,4.01266666667,3.90976666667,3.50866666667,2.86851794872,3.1696,5.23133333333,3.69213333333,4.6651,4.71106666667
386.66,4.015,3.90613333333,3.5242,2.87306153846,3.15346666667,5.21146666667,3.67813333333,4.6766,4.69686666667
387.03,4.06693333333,3.92863333333,3.54853333333,2.91518974359,3.17493333333,5.2456,3.72126666667,4.7193,4.74846666667
387.39,4.08606666667,3.98176666667,3.60373333333,2.95375384615,3.2228,5.307,3.7614,4.781,4.782
387.75,4.1356,4.02696666667,3.66486666667,3.00018974359,3.25966666667,5.34653333333,3.79986666667,4.83153333333,4.8334
388.11,4.06193333333,3.96563333333,3.61506666667,2.93356410256,3.19933333333,5.28646666667,3.74546666667,4.78366666667,4.77213333333
388.47,4.072,3.95866666667,3.62193333333,2.94008205128,3.19913333333,5.27013333333,3.75486666667,4.7786,4.78726666667
388.83,4.0518,3.94836666667,3.61553333333,2.93149230769,3.17773333333,5.24606666667,3.75433333333,4.7561,4.77466666667
389.19,4.10526666667,3.98836666667,3.6506,2.97644615385,3.22473333333,5.2926,3.79353333333,4.79976666667,4.8126
389.55,4.077,3.95033333333,3.6036,2.91838461538,3.16613333333,5.24626666667,3.76553333333,4.7461,4.78126666667
389.91,4.05613333333,3.9454,3.60213333333,2.90387179487,3.1568,5.22953333333,3.751,4.71916666667,4.74973333333
390.27,4.02153333334,3.91976666667,3.54913333333,2.8605948718,3.1004,5.20266666667,3.7188,4.67383333333,4.71073333333
390.63,3.97,3.88,3.5072,2.81656923077,3.05966666667,5.17593333333,3.66913333333,4.6262,4.65913333333
391.00,3.8906,3.8338,3.45706666667,2.77524615385,3.01873333333,5.12466666666,3.61253333333,4.5607,4.5986
391.36,3.9068,3.83416666667,3.47133333334,2.77596923077,3.021,5.12993333333,3.6168,4.54633333334,4.61266666667
391.72,3.94,3.89846666666,3.4974,2.82007692308,3.08033333333,5.1898,3.66166666667,4.60333333333,4.65273333333
392.08,4.00266666667,3.9514,3.53273333333,2.86632307692,3.13146666667,5.211,3.716,4.64743333333,4.7058
392.44,4.0556,4.01846666667,3.59206666667,2.93238461538,3.18573333333,5.26406666667,3.76566666667,4.6975,4.7428
392.80,4.125,4.07583333333,3.6588,3.00503589744,3.25626666667,5.32666666667,3.82453333333,4.77336666667,4.8088
393.16,4.127,4.0645,3.6678,2.99865641026,3.24486666666,5.32033333333,3.82993333333,4.75966666667,4.81673333333
393.52,4.20506666667,4.1238,3.73866666667,3.09012307693,3.32586666667,5.37,3.9038,4.84983333333,4.86433333333
393.88,4.23793333333,4.1489,3.7676,3.10710769231,3.365,5.38986666667,3.94486666667,4.87783333333,4.87853333334
394.24,4.28006666667,4.1693,3.80613333333,3.14482564102,3.41306666667,5.4082,3.9666,4.89263333333,4.9008
394.60,4.28006666667,4.17186666667,3.7914,3.13909230769,3.4122,5.38666666667,3.96213333333,4.88116666667,4.89346666667
394.96,4.3482,4.2191,3.8438,3.18888205128,3.46306666667,5.43286666667,4.0116,4.92353333333,4.9214
395.32,4.34066666667,4.21303333333,3.82953333333,3.20096923077,3.4366,5.41646666667,4.0112,4.92473333333,4.91166666667
395.68,4.3326,4.18863333333,3.82206666667,3.18039487179,3.4068,5.38453333333,4.00766666667,4.91083333333,4.9002
396.04,4.29933333333,4.17036666667,3.813,3.17132307692,3.3914,5.37373333333,3.99366666667,4.89843333333,4.8646
396.40,4.2636,4.13606666667,3.78666666667,3.13958461538,3.33686666667,5.34333333334,3.97493333333,4.86956666667,4.84006666667
396.76,4.27146666667,4.13053333333,3.78426666667,3.13406153846,3.34053333333,5.35493333333,3.98073333333,4.882,4.839
397.12,4.23533333333,4.10773333333,3.7408,3.10740512821,3.30046666667,5.30686666667,3.95233333333,4.84916666667,4.792
397.48,4.23313333334,4.09706666667,3.73493333333,3.08642051282,3.296,5.319,3.94226666667,4.8443,4.80853333333
397.84,4.20073333333,4.06673333334,3.6836,3.0539025641,3.23786666667,5.28246666667,3.90106666666,4.81023333333,4.77993333333
398.20,4.19626666667,4.07946666667,3.68106666667,3.05022564103,3.23126666667,5.29733333333,3.8954,4.80846666667,4.7776
398.56,4.2424,4.109,3.72206666667,3.09353846154,3.2606,5.34806666667,3.93313333333,4.83596666667,4.82726666667
398.92,4.2698,4.11803333334,3.7362,3.09598974359,3.2494,5.354,3.95393333333,4.85493333333,4.85506666667
399.28,4.29753333333,4.14413333333,3.75273333333,3.12257435898,3.29353333333,5.36693333333,3.97053333334,4.87056666667,4.8678
399.64,4.31113333333,4.14593333333,3.76233333333,3.12756410256,3.315,5.37726666667,3.9796,4.86216666667,4.8836
400.00,4.38393333333,4.1968,3.80966666667,3.17518974359,3.36846666667,5.43373333333,4.03033333333,4.90526666667,4.95313333333
400.36,4.42586666667,4.22743333333,3.83746666667,3.20486666667,3.43006666667,5.49126666667,4.06393333333,4.94356666667,4.98213333333
400.72,4.45106666667,4.24646666667,3.87186666667,3.22055897436,3.4408,5.50726666667,4.08546666667,4.98046666667,4.9998
401.08,4.52093333333,4.30466666667,3.93886666667,3.27614871795,3.50273333333,5.57393333333,4.13973333333,5.03683333333,5.06953333333
401.44,4.50253333333,4.279,3.91306666667,3.25650769231,3.479,5.551,4.11873333333,5.01023333333,5.04133333333
401.80,4.47753333333,4.2579,3.9002,3.24644615385,3.47333333334,5.52493333333,4.0874,4.97253333333,5.013
402.16,4.48866666667,4.26536666666,3.90853333333,3.25921538462,3.4892,5.529,4.1124,4.99143333333,5.02453333333
402.52,4.50233333333,4.26353333334,3.91513333333,3.2499025641,3.51073333333,5.52613333333,4.12926666667,4.99653333333,5.0144
402.88,4.45386666667,4.22493333333,3.8872,3.21306666667,3.49606666667,5.4984,4.08273333333,4.9573,4.96666666667
403.24,4.3834,4.1407,3.82306666667,3.12338461538,3.42026666667,5.41806666667,4.02713333333,4.88313333333,4.90186666666
403.60,4.3738,4.1178,3.8028,3.11274871795,3.39373333333,5.38866666667,4.01146666667,4.87346666667,4.87646666667
403.95,4.35313333333,4.10693333333,3.79273333333,3.08997435897,3.37893333333,5.3734,3.99646666667,4.8568,4.85253333333
404.31,4.35146666667,4.12136666667,3.79186666667,3.08901025641,3.38086666667,5.35506666667,3.9976,4.8411,4.86293333333
404.67,4.3162,4.10286666667,3.74373333333,3.05717435898,3.35346666667,5.32346666667,3.95753333333,4.79303333333,4.84073333333
405.03,4.2852,4.08983333333,3.70853333333,3.03305641026,3.33453333333,5.30926666667,3.9324,4.77643333333,4.80606666667
405.39,4.308,4.13123333333,3.73386666667,3.06008717949,3.37306666667,5.339,3.95053333333,4.79886666667,4.81406666667
405.75,4.38153333333,4.1922,3.8094,3.12617948718,3.4434,5.41006666667,4.0236,4.87846666667,4.89773333333
406.11,4.3896,4.20713333333,3.82813333333,3.14568717949,3.46266666667,5.43453333333,4.04193333333,4.90143333333,4.93253333333
406.47,4.38446666667,4.2234,3.84733333333,3.15102564102,3.47386666666,5.44293333333,4.04513333333,4.90716666667,4.95006666667
406.83,4.37886666667,4.2375,3.84113333333,3.14727179487,3.46473333333,5.43666666667,4.04053333333,4.89526666667,4.95206666667
407.19,4.40026666666,4.28513333333,3.8602,3.18226153846,3.50286666667,5.47966666667,4.0528,4.9255,4.976
407.55,4.364,4.2699,3.83733333333,3.15166666667,3.48526666666,5.4732,4.0246,4.89486666667,4.95613333333
407.90,4.33293333333,4.2529,3.81186666667,3.13219487179,3.45773333333,5.45093333333,3.9892,4.87643333333,4.93506666667
408.26,4.3334,4.2286,3.80986666667,3.13256923077,3.45506666667,5.44786666667,3.97873333333,4.87816666667,4.94286666667
408.62,4.3348,4.2337,3.83153333333,3.14525128205,3.46686666666,5.4644,3.98106666667,4.87806666667,4.93793333333
408.98,4.35026666667,4.25666666667,3.8574,3.15824615385,3.49466666667,5.4736,3.997,4.88976666667,4.9624
409.34,4.35373333333,4.26323333333,3.8742,3.16913846154,3.4988,5.49786666667,4.02066666667,4.90776666667,4.98326666667
409.70,4.30926666667,4.22546666667,3.82766666667,3.11975384615,3.44486666667,5.4576,3.98073333333,4.862,4.93413333333
410.06,4.29393333333,4.21533333333,3.80713333333,3.08872307692,3.4294,5.42273333333,3.9532,4.84616666667,4.89146666667
410.42,4.2658,4.18203333333,3.76586666667,3.05151794872,3.38766666667,5.38233333333,3.91206666666,4.82216666667,4.85706666667
410.77,4.2802,4.17266666667,3.77106666667,3.05898461539,3.4138,5.39246666667,3.92546666667,4.84013333333,4.883
411.13,4.30713333333,4.1959,3.8024,3.06437435897,3.42593333333,5.40633333333,3.94726666667,4.85563333333,4.90733333333
411.49,4.3568,4.2467,3.86586666667,3.12445128205,3.48566666667,5.4456,3.99706666667,4.90523333333,4.96006666667
411.85,4.37686666667,4.2433,3.875,3.13200512821,3.5068,5.44246666667,4.0154,4.9184,4.96226666667
412.21,4.32373333333,4.22126666667,3.8392,3.0806,3.47406666667,5.42,3.98086666667,4.89033333333,4.90553333333
412.57,4.31553333333,4.22756666667,3.82666666667,3.07394871795,3.471,5.388,3.98006666667,4.88553333333,4.89913333333
412.92,4.28446666667,4.19966666667,3.80446666667,3.05196410256,3.4302,5.35353333333,3.9494,4.8645,4.85686666667
413.28,4.23733333333,4.16143333333,3.7546,3.00651282051,3.38746666667,5.27993333333,3.90146666667,4.82423333333,4.80466666667
413.64,4.22653333333,4.158,3.74433333333,3.00426153846,3.3968,5.26446666667,3.8924,4.82476666667,4.80213333333
414.00,4.23413333333,4.15563333333,3.73653333333,3.00210769231,3.40313333333,5.2846,3.90046666667,4.82436666667,4.8256
414.36,4.245,4.18076666667,3.75013333333,3.01452307692,3.425,5.2932,3.91693333333,4.83893333333,4.8448
414.72,4.236,4.1916,3.7404,3.01567179487,3.40173333333,5.28793333333,3.909,4.8418,4.8286
415.07,4.23453333333,4.18886666667,3.7466,3.02176410256,3.39846666667,5.2888,3.90053333333,4.8528,4.83573333333
415.43,4.21053333333,4.1615,3.7092,2.97971282051,3.35993333333,5.27506666667,3.87226666667,4.82263333333,4.81246666667
415.79,4.20526666667,4.18393333333,3.71933333333,2.98702564103,3.35793333333,5.29846666667,3.87906666667,4.82543333333,4.81853333333
416.15,4.2034,4.181,3.71066666667,2.98602564102,3.33773333333,5.27506666667,3.87313333333,4.81606666667,4.824
416.51,4.17686666667,4.14673333333,3.67993333333,2.96176410256,3.31013333333,5.25693333333,3.84093333333,4.79903333333,4.80973333333
416.86,4.16833333334,4.12623333334,3.66673333333,2.94714358974,3.30266666667,5.25026666666,3.83733333333,4.7908,4.8052
417.22,4.1638,4.1128,3.66053333333,2.94784102564,3.30573333333,5.2552,3.83913333333,4.7818,4.82066666667
417.58,4.16473333333,4.1105,3.67,2.95261538461,3.299,5.25753333334,3.8464,4.78186666667,4.8224
417.94,4.14553333333,4.0945,3.67426666667,2.94223076923,3.27453333333,5.23833333333,3.829,4.7678,4.8196
418.29,4.1308,4.07103333333,3.6636,2.93619487179,3.25466666667,5.22366666667,3.81766666666,4.74723333333,4.8042
418.65,4.10026666667,4.04396666667,3.6414,2.91016410257,3.23713333333,5.1984,3.7866,4.7138,4.77526666667
419.01,4.08206666667,4.02066666667,3.62113333333,2.89127692308,3.2244,5.17493333334,3.759,4.6877,4.76706666667
419.37,4.06993333333,4.01403333333,3.60826666667,2.88185128205,3.21286666667,5.15613333333,3.74146666667,4.67913333333,4.7464
419.73,4.0688,4.00286666667,3.61033333333,2.87300512821,3.21153333333,5.1458,3.72666666667,4.6629,4.75213333333
420.08,4.0952,4.01246666667,3.62153333333,2.88877948718,3.23026666667,5.1648,3.7362,4.678,4.76306666667
420.44,4.1048,4.02066666667,3.62853333334,2.8938974359,3.23186666667,5.17333333333,3.7494,4.67623333333,4.76433333333
420.80,4.0894,4.0147,3.61273333333,2.88574871795,3.21986666667,5.1648,3.73,4.6626,4.74933333333
421.16,4.09233333333,4.01693333333,3.6148,2.88050769231,3.21326666666,5.17013333333,3.72053333333,4.65416666667,4.7388
421.51,4.10753333333,4.0309,3.61913333333,2.88638461539,3.22893333333,5.18066666667,3.72906666667,4.66283333333,4.74813333333
421.87,4.0932,4.021,3.6008,2.87532820513,3.22246666667,5.16573333333,3.7128,4.64313333333,4.72026666667
422.23,4.09286666667,4.0276,3.59846666667,2.87740512821,3.22606666667,5.16606666666,3.7112,4.64886666667,4.7204
422.58,4.106,4.036,3.60873333333,2.88395384615,3.2334,5.1684,3.72086666667,4.66236666667,4.7328
422.94,4.10113333333,4.0318,3.59433333333,2.87356410257,3.22126666667,5.16146666667,3.71813333333,4.65283333333,4.7108
423.30,4.09953333333,4.03063333333,3.59486666667,2.87575897436,3.22446666667,5.16646666667,3.7238,4.65156666667,4.7128
423.66,4.09833333333,4.03206666667,3.58606666667,2.87611794872,3.21826666667,5.16346666667,3.7298,4.65373333334,4.70586666667
424.01,4.0936,4.03536666667,3.59793333333,2.88566153846,3.22186666667,5.1636,3.73613333334,4.65026666667,4.70986666667
