wavelength,Back_CyaCaef,Belly_CyaCaef,Breast_CyaCaef,Crissum_CyaCaef,Crown_CyaCaef,DorTail_CyaCaef,Patch10_CyaCaef,Rump_CyaCaef,Throat_CyaCaef,WingTip_CyaCaef
331.71,9.66766666667,18.8982666667,15.7546666667,14.1322,4.46956666667,8.23346666667,13.6525333333,11.8206,4.89853333333,4.98706666667
332.08,9.61326666667,18.8698,15.8312,14.1729333333,4.46033333333,8.19233333333,13.653,11.8755333333,4.9278,4.989
332.44,9.3134,18.4942,15.6249333333,13.9300666667,4.14636666667,7.8446,13.3045333333,11.5652666667,4.6152,4.55586666667
332.81,9.2594,18.5474666667,15.7433333333,13.9768666667,4.18596666667,7.8794,13.2418666667,11.5116,4.5786,4.53913333333
333.18,9.33486666667,18.8223333333,15.9630666667,14.2136,4.40313333333,8.04633333334,13.4103333333,11.613,4.88333333333,4.6874
333.54,9.47740000001,19.146,16.1774666667,14.4918666667,4.50256666666,8.29480000001,13.6816666667,11.8552,5.17033333334,4.8766
333.91,9.40026666666,19.1814,16.1654666667,14.5626,4.4648,8.24246666666,13.6934,11.7752666667,5.06533333333,4.74266666667
334.28,9.14526666667,19.0362666667,16.0861333333,14.5342666667,4.27803333333,8.07833333333,13.5528666667,11.6018666667,4.86573333333,4.50773333333
334.64,9.13206666667,19.1344,16.1303333333,14.577,4.29603333333,8.11473333333,13.615,11.6224666667,4.9092,4.52966666667
335.01,9.08999999999,19.1086,16.1483333333,14.6307333333,4.27353333333,8.08933333333,13.624,11.5881333333,4.84506666667,4.44366666667
335.38,8.97646666667,19.2016,16.1318,14.6160666667,4.295,8.08286666666,13.6103333333,11.5789333334,4.79866666667,4.3638
335.74,9.19500000001,19.5442666667,16.3875333333,14.904,4.55133333333,8.34666666666,13.7933333333,11.8792,5.0974,4.5688
336.11,9.39319999999,19.8178,16.6556,15.1649333333,4.73346666667,8.50939999999,14.0500666667,12.0416666667,5.1816,4.6598
336.47,9.55693333334,20.1900666667,16.9365333333,15.4143333333,5.0014,8.82333333334,14.3654666667,12.3741333333,5.48433333333,4.989
336.84,9.80613333332,20.5084666666,17.1798666667,15.6597333333,5.26733333333,9.0626,14.5666666667,12.6548,5.80706666666,5.2838
337.21,9.8084,20.5163333333,17.2145333333,15.7232,5.22856666667,9.06186666666,14.4862,12.6845333333,5.7292,5.19666666667
337.57,9.90859999999,20.5748,17.4428666667,15.8366,5.34923333333,9.12986666667,14.4817333333,12.7718666666,5.8556,5.29946666667
337.94,9.95720000001,20.6707333333,17.589,15.9222666667,5.36853333333,9.18206666667,14.5448666667,12.7991333333,5.97326666666,5.37886666667
338.31,10.1155333333,20.8732,17.7662666667,16.0824666667,5.50176666667,9.25433333333,14.7112,12.9448,6.08306666667,5.4356
338.67,10.3048666667,21.0844,17.9497333334,16.2486666667,5.65266666667,9.35346666667,14.8627333333,13.0968,6.20946666667,5.56113333333
339.04,10.2304666667,21.1042,17.9363333333,16.2368666667,5.5212,9.2286,14.7924666667,13.053,6.07139999999,5.3564
339.40,10.3669333333,21.2205333333,18.0868666667,16.3474666667,5.47653333333,9.24973333333,14.8736666667,13.1728666667,6.00066666667,5.3426
339.77,10.334,21.0939333333,17.9824666667,16.2654,5.366,9.12426666666,14.8539333333,12.9722666667,5.86286666667,5.16973333333
340.14,10.3143333333,21.0479333333,17.865,16.2065333333,5.27756666667,9.04386666667,14.7952,12.9388,5.82700000001,5.12533333333
340.50,10.2741333333,21.0290666667,17.7878666667,16.1236,5.11513333333,8.94233333333,14.6612,12.8782,5.66846666667,4.9652
340.87,10.0,20.7880666667,17.5934,15.8490666667,4.8266,8.71,14.5013333333,12.6441333333,5.38313333333,4.6836
341.23,9.85726666667,20.6699333333,17.5761333333,15.7217333333,4.65683333333,8.53139999999,14.4402666667,12.6442,5.24133333333,4.59306666667
341.60,9.60146666666,20.5327333333,17.2348666667,15.4822,4.41913333333,8.24853333334,14.1484666667,12.4082666667,4.90633333333,4.28626666667
341.96,9.71166666665,20.5881333333,17.2896,15.5117333333,4.53996666667,8.31580000001,14.181,12.5792,4.90893333333,4.25846666667
342.33,9.87780000001,20.8329333333,17.4915333333,15.6994,4.7159,8.53760000001,14.3296,12.8481333333,5.10406666667,4.47273333333
342.70,9.86173333334,20.8206,17.4720666667,15.7139333334,4.66916666667,8.5552,14.2612666667,12.8935333333,5.11626666667,4.41533333333
343.06,10.0332666667,21.0496,17.6451333333,15.9038,4.87683333333,8.72193333334,14.3639333333,13.0739333333,5.32586666666,4.5808
343.43,10.1041333333,21.1322666667,17.7587333333,16.0045333333,4.976,8.7786,14.4574,13.1748666667,5.49479999999,4.64093333333
343.79,10.2688,21.4011333333,18.0542666667,16.1690666667,5.11196666667,8.92346666667,14.5241333333,13.4364,5.66113333334,4.79413333333
344.16,10.373,21.6187333333,18.274,16.3864666667,5.2775,9.04033333333,14.6208,13.5886666667,5.79406666667,4.86153333333
344.52,10.5789333333,21.8796,18.5076,16.6146666667,5.4108,9.13246666667,14.8314,13.7598,5.95073333333,4.92133333333
344.89,10.7068,22.1138,18.6535333333,16.8344666667,5.52673333333,9.2288,14.9498666667,13.9190666667,6.05866666666,4.97806666667
345.25,10.9107333333,22.3699333333,18.7958666666,17.0280666667,5.72356666667,9.43246666667,15.1164666667,14.022,6.25113333334,5.05566666667
345.62,11.2502,22.7048666667,19.2108,17.4396,6.06053333333,9.77593333334,15.4272666667,14.376,6.6004,5.40773333333
345.99,11.1698,22.7191333333,19.2292,17.4385333333,5.91983333334,9.64013333333,15.3675333333,14.2910666667,6.4906,5.32073333333
346.35,11.0688666667,22.6867333333,19.1849333333,17.3906666667,5.8122,9.47240000001,15.2943333333,14.1638,6.36673333333,5.19233333333
346.72,11.0140666667,22.6934666667,19.2174,17.3982666667,5.72006666667,9.403,15.2606666667,14.1027333333,6.24853333333,5.11893333333
347.08,11.0754666667,22.8236,19.3452,17.5128666667,5.73076666667,9.49113333333,15.3606666667,14.2538666667,6.2588,5.1508
347.45,11.0761333333,22.8564,19.3920666667,17.5527333333,5.78853333333,9.50753333332,15.3972,14.3061333333,6.23553333334,5.19993333333
347.81,11.0079333333,22.7605333333,19.3406666667,17.5391333333,5.7843,9.46166666665,15.4090666667,14.2257333333,6.14166666667,5.14606666667
348.18,10.866,22.7155333333,19.2804666667,17.4425333333,5.65403333333,9.34226666668,15.3529333333,14.1186666667,6.00513333333,5.02593333333
348.54,10.9044666667,22.7471333333,19.3378666667,17.4835333334,5.74396666667,9.4406,15.3540666666,14.1818,6.01220000001,5.133
348.91,10.9313333333,22.8172,19.4594666667,17.5712666667,5.72806666667,9.43166666667,15.3613333333,14.228,6.04500000001,5.08266666667
349.27,10.8599333333,22.8582,19.4774,17.5732666666,5.6756,9.41626666668,15.4049333333,14.2054,6.02853333333,5.02666666667
349.64,10.7744666667,22.8533333333,19.4418666667,17.4776666666,5.48353333333,9.28079999999,15.3550666667,14.0973333333,5.906,4.86633333333
350.00,10.9764,23.0895333333,19.6254,17.6474,5.687,9.48486666667,15.5276,14.2976666667,6.17026666666,5.0434
350.37,11.1208666667,23.3208,19.8188666667,17.7909333333,5.74166666666,9.62853333335,15.621,14.4886666667,6.30893333334,5.196
350.73,11.271,23.5352666667,19.9762,18.0208666667,5.914,9.78420000001,15.8449333334,14.6859333333,6.46433333334,5.30433333333
351.10,11.3770666667,23.7098666667,20.0784,18.149,6.0323,9.88426666666,15.9342666667,14.7458,6.64513333333,5.44626666666
351.46,11.2600666667,23.6986666667,20.0618666666,18.1176,5.85866666667,9.73713333333,15.8,14.5886,6.51513333334,5.27373333333
351.83,11.2506,23.7876,20.0987333333,18.1634666667,5.7612,9.69646666667,15.7941333333,14.5560666667,6.53493333333,5.2006
352.19,11.5302666667,24.01,20.2944666667,18.3883333333,5.95103333333,9.93226666667,15.9510666667,14.7506,6.74760000001,5.38706666667
352.55,11.3774,23.9420666667,20.2080666667,18.3892,5.86436666666,9.85033333333,15.9176666667,14.5862,6.66346666666,5.27133333333
352.92,11.4744,24.0672666667,20.2551333333,18.4772666667,5.97833333333,9.89993333333,16.0260666667,14.6102666667,6.7674,5.395
353.28,11.7289333333,24.2938,20.4724666667,18.7404666667,6.18763333333,10.1164,16.1686666667,14.8919333333,6.96153333333,5.62346666667
353.65,11.7698,24.3158,20.4338666667,18.7808,6.25086666667,10.1581333333,16.1864666667,14.9108666667,6.99873333334,5.58353333333
354.01,11.7088666667,24.2308666667,20.3536,18.8203333333,6.18216666667,10.0784666667,16.1334666667,14.782,6.90313333334,5.49206666667
354.38,11.6500666667,24.1216666667,20.2709333333,18.8507333333,6.14873333333,10.0391333333,16.1110666667,14.6781333333,6.85146666667,5.35306666667
354.74,11.6536,24.208,20.3307333333,18.8583333333,6.15703333333,9.99706666667,16.0968,14.5965333333,6.84500000001,5.39013333333
355.11,11.6494,24.2320666667,20.296,18.8682,6.14233333333,9.91246666665,16.1460666667,14.5453333333,6.78013333333,5.343
355.47,11.7699333333,24.3422,20.3426,19.01,6.27276666667,10.0596,16.2728,14.6668,6.9686,5.4724
355.83,11.7556,24.3734666667,20.3574,19.0252666667,6.26456666667,10.0325333333,16.3039333333,14.6935333333,6.96399999999,5.4742
356.20,11.7634666667,24.4355333333,20.4224,19.076,6.23943333333,9.99906666667,16.3949333333,14.7116666667,6.97039999999,5.48346666667
356.56,11.8970666667,24.6092,20.5616,19.1918666667,6.3343,10.0257333333,16.4788666667,14.8406,7.06713333333,5.55373333333
356.93,11.8472666667,24.5529333333,20.5836666667,19.1812,6.24426666667,9.93800000001,16.4038,14.7684666667,6.97333333333,5.4962
357.29,11.6392666667,24.4356,20.4129333333,19.0751333333,6.04826666667,9.67353333333,16.2573333333,14.5194666667,6.75513333334,5.31946666667
357.66,11.5548666667,24.4492666667,20.3945333333,19.1180666667,5.9658,9.55853333335,16.2268,14.4552666667,6.66240000001,5.2256
358.02,11.5364,24.5655333333,20.4025333333,19.194,5.9368,9.54359999999,16.2759333333,14.5082666667,6.67926666667,5.2404
358.38,11.3802,24.5738666667,20.3258666666,19.1855333333,5.8433,9.37866666667,16.1508666667,14.3980666667,6.55853333334,5.16966666667
358.75,11.3661333333,24.5820666667,20.3047333333,19.2046,5.822,9.35173333333,16.1302666667,14.4180666667,6.5584,5.08993333333
359.11,11.3781333333,24.6054,20.3195333334,19.3136,5.82736666667,9.42613333334,16.1366,14.3973333333,6.60033333334,5.067
359.48,11.5121333333,24.8246,20.5281333333,19.5676,6.01326666667,9.59173333333,16.3042666667,14.536,6.75840000001,5.2346
359.84,11.605,24.9919333333,20.6783333333,19.747,6.1881,9.75640000001,16.4592,14.6364666667,6.90093333334,5.37473333333
360.20,11.5481333333,25.016,20.6542,19.7972,6.19486666667,9.732,16.4178,14.5754,6.89359999999,5.35466666667
360.57,11.5787333333,25.0546,20.6432666667,19.9156666667,6.22633333333,9.7764,16.4759333333,14.5998666667,6.90913333333,5.3838
360.93,11.5959333333,25.1613333333,20.6412666667,20.0061333333,6.24793333333,9.83933333334,16.5646666667,14.6654666667,6.93213333334,5.3906
361.29,11.6682,25.2716,20.7100666667,20.116,6.35116666667,9.94566666666,16.6882,14.7105333333,7.02693333333,5.46926666666
361.66,11.8144,25.4452,20.9101333334,20.2463333333,6.5139,10.1214666667,16.8391333333,14.8648666667,7.21186666667,5.61853333333
362.02,11.8923333333,25.5266,21.0260666667,20.3506666667,6.6198,10.222,16.925,14.939,7.31973333333,5.70266666667
362.39,12.0879333333,25.6987333333,21.1729333333,20.499,6.7491,10.3976,17.1073333333,15.0791333333,7.48500000001,5.797
362.75,12.094,25.7670666667,21.1809333334,20.5688,6.76553333333,10.4344666667,17.1486,15.0471333333,7.5098,5.77693333333
363.11,12.1175333333,25.8468,21.2401333333,20.6220666667,6.81633333333,10.4754,17.2047333333,15.108,7.60813333334,5.85893333333
363.48,12.0734666666,25.8268,21.1788666667,20.5503333333,6.74363333333,10.3966666667,17.189,15.0358,7.55940000001,5.73733333333
363.84,12.0840666667,25.8526666667,21.163,20.5928,6.73293333333,10.3565333333,17.1642,14.9816,7.54666666667,5.709
364.20,12.1196666667,25.9207333333,21.1936,20.6567333333,6.7504,10.3867333333,17.2064,15.0059333333,7.57526666667,5.71573333333
364.57,12.109,25.9576,21.2358,20.6610666667,6.75136666667,10.3982,17.2063333333,14.9751333333,7.62206666667,5.68873333333
364.93,12.1078,25.9742,21.2541333333,20.7059333333,6.81246666667,10.4242,17.2295333333,14.9354,7.70086666667,5.68833333333
365.29,12.1336666667,26.0723333333,21.3318,20.8120666667,6.835,10.4615333333,17.2582,14.9829333333,7.78633333333,5.6426
365.66,12.0342,26.0198,21.1952666667,20.8349333333,6.79756666667,10.4192,17.2094,14.8730666667,7.77053333333,5.567
366.02,11.871,25.8734666667,21.0270666667,20.7285333333,6.6901,10.2572666667,17.0974,14.6742,7.64513333333,5.41306666667
366.38,11.84,25.8362666667,20.9588,20.708,6.6874,10.2241333333,17.0922666667,14.6136666667,7.6504,5.41366666667
366.75,11.8830666667,25.9136666667,20.9920666667,20.7995333334,6.7755,10.2913333333,17.2008666667,14.6511333333,7.75193333333,5.5548
367.11,11.9615333333,25.9755333333,21.0468,20.864,6.81573333333,10.3421333333,17.2854,14.6590666667,7.81406666667,5.56633333333
367.47,11.9262,26.0252,21.0399333333,20.9353333333,6.8267,10.3757333333,17.3196,14.6326,7.84486666666,5.6506
367.84,11.8692666667,25.9755333333,20.9111333333,20.9118666667,6.75783333333,10.3204,17.3018,14.5614,7.84979999999,5.58726666667
368.20,11.7320666667,25.9354,20.7561333333,20.885,6.66853333333,10.2394666667,17.1864666667,14.4073333333,7.79693333333,5.50306666667
368.56,11.6859333333,25.9276,20.7172666667,20.9778,6.64176666666,10.2145333333,17.2502666667,14.3231333333,7.81106666667,5.48073333333
368.93,11.718,25.9966,20.7024666667,21.0762666667,6.68063333334,10.2860666667,17.3302666667,14.3327333333,7.89820000001,5.56693333333
369.29,11.6167333333,25.9420666667,20.5722666667,21.0455333333,6.65086666667,10.1976,17.2813333334,14.2340666667,7.851,5.56473333334
369.65,11.6333333333,25.9916,20.6011333333,21.1049333333,6.64376666667,10.1794,17.3469333333,14.1458666667,7.83873333333,5.5826
370.01,11.6992,26.1514,20.6827333333,21.2752,6.73823333333,10.3457333333,17.4658,14.191,7.994,5.68173333333
370.38,11.6838,26.2195333333,20.756,21.4152666667,6.8326,10.4230666667,17.5316666667,14.1714666667,8.02493333334,5.75693333333
370.74,11.5379333333,26.0675333333,20.6241333333,21.3067333333,6.71016666667,10.3233333333,17.3948,14.0064,7.972,5.63513333333
371.10,11.3974,26.0523333333,20.5066,21.2824,6.66313333333,10.2546666667,17.342,13.8705333333,7.88806666667,5.58193333333
371.46,11.2738,25.9764666667,20.3475333333,21.2292,6.5738,10.1644666667,17.2682,13.7040666667,7.80499999999,5.49673333333
371.83,11.3436666667,26.1035333333,20.4129333333,21.3532666667,6.685,10.2942,17.4104666667,13.7391333333,7.90713333333,5.5972
372.19,11.3440666667,26.1320666666,20.4113333333,21.3786,6.76763333333,10.3447333333,17.5124666667,13.7417333333,7.97886666666,5.66373333333
372.55,11.2734,26.1332,20.2848,21.2892,6.73623333333,10.3386,17.4548,13.6466666667,7.96813333333,5.6876
372.92,11.1632666667,26.1354,20.2028666667,21.2888666667,6.7142,10.2462666667,17.418,13.4914666667,7.9568,5.6418
373.28,11.2014666667,26.1906,20.1598666667,21.3729333333,6.7544,10.3611333333,17.4494,13.4344666667,8.01346666666,5.67493333333
373.64,11.1204666667,26.1808666667,20.0318,21.3680666667,6.75796666667,10.3434,17.4114,13.3418,8.06860000001,5.68706666667
374.00,11.0271333333,26.1864666667,19.8865333333,21.3597333334,6.6783,10.2546,17.3958666667,13.2016,7.97866666667,5.61606666667
374.37,10.8193333333,26.1258666667,19.6340666667,21.2088666667,6.49836666667,10.0593333333,17.2662666667,12.9126666667,7.85306666667,5.42353333333
374.73,10.8112,26.2754,19.5816,21.3373333333,6.50133333333,10.0684,17.3479333333,12.8840666667,7.86353333334,5.45933333333
375.09,10.7527333333,26.2694,19.5319333333,21.3850666667,6.4779,10.0600666667,17.3828,12.7839333333,7.92706666666,5.46333333333
375.45,10.7923333333,26.3455333333,19.5330666667,21.4774,6.5386,10.0956,17.4387333333,12.7941333333,8.01759999999,5.48406666667
375.81,10.6202666667,26.2476,19.3859333333,21.4676666666,6.44466666667,9.93926666667,17.3394,12.6052,7.95520000001,5.43193333333
376.18,10.4747333333,26.0913333333,19.2248,21.4052,6.3114,9.80406666667,17.2334666667,12.3570666667,7.83813333333,5.30313333333
376.54,10.4865333333,26.1646666667,19.2192,21.5084666667,6.39,9.83,17.3407333333,12.3354,7.93086666667,5.35253333333
376.90,10.4212,26.0514666667,19.1163333333,21.4353333333,6.30376666667,9.77513333333,17.2764666667,12.2220666667,7.8738,5.2584
377.26,10.3228666667,26.0347333333,19.0662666667,21.4360666667,6.28003333334,9.68273333333,17.2756,12.1370666667,7.86893333333,5.235
377.63,10.4188666667,26.0916,19.1030666667,21.5228666667,6.39196666667,9.78173333333,17.4127333333,12.1676,7.95266666666,5.33086666667
377.99,10.4385333333,26.1341333333,19.1639333333,21.5982666667,6.4416,9.86193333335,17.498,12.2011333333,8.0662,5.4282
378.35,10.3976,26.0536,19.1074666667,21.6266,6.43983333333,9.89906666667,17.5096,12.1976,8.1752,5.46066666667
378.71,10.2863333333,25.8975333333,18.9646666667,21.5536666667,6.42996666667,9.83266666666,17.4398666667,12.0353333333,8.13033333333,5.37326666667
379.07,10.1852666667,25.8053333334,18.7976666667,21.4642666667,6.38786666667,9.71253333333,17.3222,11.9090666667,8.04853333334,5.295
379.44,10.2021333333,25.8062,18.7891333333,21.4922,6.4478,9.76506666667,17.3468666667,11.8488666667,8.10533333333,5.348
379.80,10.1244666667,25.7656666667,18.6728666667,21.4332666667,6.4143,9.764,17.2549333333,11.7354666667,8.063,5.26626666667
380.16,10.1606666667,25.9044,18.7001333333,21.5426666667,6.4863,9.8844,17.3438666667,11.8082666667,8.1694,5.34633333333
380.52,10.1538,25.8984,18.6848,21.6002,6.48326666667,9.92513333333,17.3360666667,11.7612666667,8.20893333333,5.3514
380.88,10.1953333333,26.0130666667,18.6747333333,21.7526666667,6.5592,10.0128,17.4177333333,11.7806,8.30199999999,5.4358
381.24,10.1869333333,26.0766,18.6604,21.7616,6.5536,10.0238,17.4348666667,11.713,8.3328,5.4446
381.61,10.0249333333,26.0124666667,18.527,21.7043333333,6.44283333333,9.9136,17.3344,11.5727333333,8.21720000001,5.34053333333
381.97,10.0245333333,26.0422,18.4318666667,21.6595333333,6.48666666667,9.89553333333,17.3075333333,11.4853333333,8.19906666667,5.38806666667
382.33,10.0962,26.1412666667,18.4772,21.7266,6.56106666667,9.93786666665,17.3793333333,11.5180666667,8.23426666666,5.47613333333
382.69,10.1725333333,26.3092666667,18.5631333334,21.8430666667,6.64803333333,10.0552666667,17.5060666667,11.5952666667,8.36420000001,5.59173333333
383.05,10.2008,26.419,18.5559333333,21.9382666667,6.69866666666,10.1333333333,17.5622666667,11.6062666667,8.4498,5.6764
383.41,10.1026666667,26.4536,18.4638666667,21.946,6.6635,10.0863333333,17.5542,11.5175333333,8.44766666666,5.62773333333
383.77,10.1434666667,26.5577333333,18.4796666667,22.0074666667,6.73896666666,10.1372,17.6704,11.5474,8.53399999999,5.6984
384.14,10.1944,26.6771333333,18.4931333333,22.1027333333,6.81369999999,10.1687333333,17.7534666667,11.5409333333,8.63566666667,5.76
384.50,10.0965333333,26.6528,18.3754,22.0866666667,6.7596,10.0512,17.6772,11.4233333333,8.57946666667,5.6536
384.86,10.0623333333,26.6818666667,18.301,22.0599333333,6.74626666667,10.0459333333,17.6995333333,11.3615333333,8.57426666667,5.65233333333
385.22,10.0237333333,26.6425333333,18.2281333333,22.0670666667,6.75256666666,10.0519333333,17.7054666666,11.2857333334,8.58006666667,5.61646666667
385.58,10.0186,26.6889333333,18.1984666667,22.1277333333,6.77483333334,10.0653333333,17.7526,11.2661333333,8.65693333333,5.62613333333
385.94,9.9886,26.6567333333,18.1764666667,22.2020666666,6.751,10.0522666667,17.7703333333,11.2288,8.70366666666,5.55213333333
386.30,9.90939999999,26.6495333333,18.0595333333,22.2222,6.7035,10.011,17.7293333333,11.1122,8.64426666667,5.4936
386.66,9.88073333333,26.6648,17.9710666666,22.2780666667,6.71293333334,9.97679999999,17.7403333333,11.0468,8.68420000001,5.49946666667
387.03,9.77133333332,26.5761333334,17.8650666667,22.2256666667,6.64559999999,9.8746,17.7117333333,10.9223333333,8.63973333334,5.4074
387.39,9.747,26.4820666667,17.7848666667,22.1884,6.61069999999,9.85233333334,17.7037333333,10.8576666667,8.64513333334,5.4352
387.75,9.74586666666,26.504,17.7548,22.2318666667,6.61559999999,9.85746666665,17.7277333333,10.8020666667,8.66586666667,5.48906666667
388.11,9.62513333334,26.3412,17.564,22.1287333333,6.53296666667,9.76166666667,17.6338,10.6311333333,8.62266666667,5.41713333333
388.47,9.612,26.3464,17.5222,22.1441333333,6.57219999999,9.79540000001,17.6944666667,10.5832,8.67926666666,5.4898
388.83,9.56,26.3120666667,17.4031333333,22.1736666667,6.58780000001,9.74893333335,17.6764,10.5039333333,8.70673333333,5.50093333333
389.19,9.52833333334,26.3118,17.3129333333,22.1803333333,6.60676666666,9.72386666665,17.6800666666,10.4435333333,8.75093333333,5.55386666667
389.55,9.44346666667,26.2664666667,17.1968666667,22.1275333333,6.5622,9.70753333335,17.6471333333,10.3384666667,8.76586666667,5.5634
389.91,9.47660000001,26.3707333333,17.1508666667,22.1901333333,6.65693333334,9.78960000001,17.7114,10.3348666667,8.86266666666,5.68706666667
390.27,9.5172,26.4188666667,17.1268666667,22.2783333333,6.74193333333,9.87860000001,17.796,10.334,9.03333333333,5.80693333333
390.63,9.49153333334,26.4038666667,17.0813333333,22.2872,6.76816666666,9.92093333333,17.8195333333,10.2633333333,9.07379999999,5.83866666667
391.00,9.51733333333,26.4510666667,17.0616,22.3662666667,6.84366666666,9.99873333333,17.8758666667,10.2116666667,9.15999999999,5.918
391.36,9.47993333335,26.4816666666,16.9650666667,22.3896666667,6.90806666667,10.0214,17.9094,10.1592666667,9.22399999999,5.95433333333
391.72,9.41759999999,26.4932666667,16.9267333333,22.4288,6.95503333333,10.0688666667,17.9642666667,10.0914,9.30046666667,5.98933333333
392.08,9.39679999999,26.5054,16.8820666667,22.4427333333,6.99066666667,10.1146666667,18.0078,10.0293333333,9.35919999999,6.0546
392.44,9.35013333333,26.522,16.7928,22.4445333333,7.00999999999,10.1348666667,18.025,9.95046666665,9.40306666666,6.0936
392.80,9.27306666667,26.4448,16.7269333333,22.3873333333,6.99533333334,10.1292,18.0048,9.858,9.41093333334,6.08166666667
393.16,9.216,26.4119333334,16.6474,22.3468666667,6.99389999999,10.1362666667,18.0202666667,9.77226666667,9.42853333334,6.0912
393.52,9.17566666667,26.3685333333,16.5635333333,22.3434666666,7.05073333333,10.1294,18.0278666667,9.69026666667,9.44279999999,6.11086666666
393.88,9.07199999999,26.2702666667,16.4274666667,22.2622666667,7.01223333333,10.0696,17.987,9.54413333333,9.4186,6.0758
394.24,8.95253333334,26.1528666666,16.2869333333,22.1549333333,6.97543333333,10.0084666667,17.9301333333,9.40860000001,9.3736,6.0402
394.60,8.85933333333,26.0608666667,16.1534,22.0586666667,6.91906666667,9.95566666667,17.8922666667,9.26826666667,9.33993333334,6.006
394.96,8.77726666667,25.9886,15.9756,21.9679333333,6.86386666667,9.8986,17.8532,9.15426666666,9.31393333334,5.98506666667
395.32,8.73493333334,25.9739333333,15.9038,21.9709333334,6.8447,9.90326666666,17.8279333333,9.05853333333,9.31906666666,5.96046666667
395.68,8.71719999999,25.8988,15.7614,21.9178666666,6.83459999999,9.87926666666,17.7764,8.99033333333,9.37620000001,5.98213333334
396.04,8.68073333333,25.8973333333,15.6816,21.9188666667,6.83346666667,9.85013333334,17.765,8.92733333333,9.37246666667,5.97426666667
396.40,8.61366666667,25.7946,15.5412,21.8211333333,6.7923,9.79060000001,17.6973333333,8.8272,9.33526666667,5.93
396.76,8.51546666667,25.7189333333,15.3704,21.7392,6.72113333334,9.68753333333,17.6159333333,8.68773333334,9.26580000001,5.86046666667
397.12,8.4336,25.6501333333,15.2480666667,21.7279333333,6.6771,9.65153333333,17.5854666666,8.60886666667,9.24873333333,5.84413333333
397.48,8.35893333333,25.6351333333,15.1274666667,21.6818666667,6.60656666667,9.60273333334,17.5249333333,8.49273333333,9.23693333333,5.79913333333
397.84,8.287,25.5830666667,15.0366666667,21.6578,6.57236666667,9.54606666667,17.4840666667,8.41006666667,9.25026666666,5.75173333333
398.20,8.3032,25.6218666667,14.9754666667,21.6622,6.60043333334,9.54373333333,17.5301333333,8.3466,9.27873333333,5.7436
398.56,8.27173333333,25.6205333333,14.9146,21.6688,6.59626666667,9.5244,17.5213333333,8.30966666667,9.30266666666,5.73233333333
398.92,8.29146666667,25.6804666666,14.9666666667,21.7654666666,6.6787,9.58213333335,17.6088,8.32806666667,9.38386666667,5.77333333333
399.28,8.21653333333,25.5953333333,14.8841333333,21.7089333333,6.67296666666,9.51966666666,17.5783333333,8.24873333333,9.37253333333,5.75406666667
399.64,8.12253333333,25.5741333333,14.7952,21.6736666667,6.61676666667,9.46186666667,17.5633333333,8.14573333333,9.2874,5.66613333334
400.00,8.0796,25.5684,14.7408,21.6615333334,6.59680000001,9.4354,17.5645333334,8.11133333333,9.29766666666,5.626
400.36,8.09373333333,25.6238,14.7814666666,21.751,6.61069999999,9.45326666667,17.6176666667,8.0904,9.36493333333,5.67193333333
400.72,8.10326666667,25.6981333333,14.8073333333,21.8098,6.6377,9.50773333335,17.7016666667,8.056,9.47540000001,5.71266666667
401.08,8.12733333333,25.7291333334,14.8080666667,21.8461333334,6.67163333333,9.53233333335,17.7377333333,8.03933333333,9.52373333333,5.74593333333
401.44,8.1338,25.7598,14.8078666667,21.8944666667,6.70413333333,9.56906666667,17.8208,8.041,9.578,5.78766666667
401.80,8.09733333333,25.764,14.7324,21.9146,6.66066666667,9.56600000001,17.8274,7.96466666667,9.59139999999,5.7558
402.16,8.0508,25.7592,14.6868666667,21.9016,6.6125,9.56119999999,17.8398,7.91913333333,9.60453333333,5.72866666667
402.52,8.0192,25.7407333333,14.6422666667,21.9067333334,6.6014,9.56033333333,17.8547333333,7.87706666667,9.61606666667,5.734
402.88,7.9404,25.6915333333,14.5402,21.8233333333,6.52276666667,9.52046666667,17.7928,7.7854,9.56946666666,5.6562
403.24,7.9274,25.7776,14.5232,21.8678666667,6.50596666667,9.52886666666,17.8474666667,7.7656,9.60033333333,5.65306666667
403.60,7.93973333333,25.812,14.5267333333,21.8924,6.52199999999,9.54946666667,17.8749333333,7.76793333334,9.63393333333,5.67886666667
403.95,7.9852,25.8487333333,14.5602,21.9369333333,6.5751,9.60513333332,17.9418666667,7.80213333333,9.69180000001,5.76846666667
404.31,7.96606666667,25.8462666667,14.4988,21.9152666667,6.57623333333,9.6202,17.9472666667,7.78286666666,9.68553333334,5.77606666667
404.67,7.9564,25.8628666667,14.4883333333,21.9414,6.5923,9.61713333333,17.9603333333,7.8056,9.67633333333,5.81113333333
405.03,7.9718,25.9120666667,14.4583333333,21.976,6.60476666667,9.61540000001,17.9870666667,7.80213333333,9.70773333333,5.80653333333
405.39,8.0004,25.9502,14.458,22.0050666667,6.62633333332,9.63986666666,18.0008666667,7.794,9.74826666667,5.8148
405.75,8.03266666667,26.0018,14.4978666667,22.0321333333,6.68793333334,9.67126666666,18.0638,7.82033333333,9.77406666666,5.868
406.11,8.03146666667,26.0068666667,14.4990666667,22.0557333333,6.71720000001,9.66113333333,18.0616666666,7.80746666667,9.80286666667,5.89086666667
