wavelength,Back_AcaBaim,Belly_AcaBaim,Breast_AcaBaim,Crissum_AcaBaim,Crown_AcaBaim,DorTail_AcaBaim,Rump_AcaBaim,Throat_AcaBaim,WingTip_AcaBaim
340.87,4.60086666666,7.78409333333,6.74626666667,5.4974,3.74486666667,6.68173333333,5.97583333333,8.58480000001,6.38166666667
341.23,4.6654,7.80987333333,6.75053333333,5.4744,3.70993333333,6.6228,5.95676666666,8.56820000001,6.34853333333
341.60,4.58333333333,7.68055333333,6.64806666667,5.46306666667,3.589,6.4494,5.93063333333,8.51153333334,6.18246666667
341.96,4.56393333333,7.61988,6.60666666667,5.40053333333,3.56993333333,6.37493333333,5.95623333333,8.5516,6.189
342.33,4.60613333333,7.68734666667,6.58786666667,5.40493333333,3.5312,6.31946666667,6.0151,8.53493333334,6.1628
342.70,4.67593333333,7.76778,6.60366666667,5.52446666667,3.63593333333,6.37666666667,6.06136666667,8.54539999999,6.1624
343.06,4.39826666667,7.52000666667,6.35813333334,5.39753333333,3.2736,6.15533333333,5.87783333333,8.25046666667,5.8836
343.43,4.5202,7.62792,6.39993333333,5.4926,3.3774,6.2358,5.9518,8.36353333333,6.03446666667
343.79,4.59686666667,7.78939333333,6.48586666667,5.5926,3.53213333333,6.3752,6.12753333333,8.54266666667,6.16093333333
344.16,4.5822,7.76582,6.46953333334,5.6934,3.508,6.32646666667,6.08730000001,8.50100000001,6.15333333333
344.52,4.7096,7.87868666667,6.535,5.78046666667,3.6144,6.40133333333,6.12926666667,8.52820000001,6.24526666667
344.89,4.7228,7.81782,6.52633333333,5.79826666667,3.5802,6.42533333333,6.09073333333,8.50500000001,6.20926666667
345.25,4.5422,7.76006666667,6.41586666667,5.77473333333,3.445,6.36346666667,5.93496666667,8.38073333334,6.05686666667
345.62,4.49286666667,7.79816666667,6.3178,5.67393333333,3.4094,6.326,5.83033333333,8.30926666667,5.9972
345.99,4.53806666667,7.88254,6.4014,5.76993333334,3.45626666667,6.35886666667,5.8128,8.333,6.01826666667
346.35,4.51826666667,7.88521333333,6.3686,5.80373333333,3.45753333333,6.34446666667,5.79266666667,8.39886666667,6.01573333333
346.72,4.60786666667,7.97131333333,6.45413333333,5.85606666667,3.45333333333,6.36046666667,5.85540000001,8.47453333333,6.0326
347.08,4.63366666667,7.99246666667,6.50686666667,5.75453333333,3.41286666666,6.38993333333,5.78586666666,8.45919999999,6.0154
347.45,4.5052,7.86263333333,6.4194,5.681,3.2418,6.2514,5.59986666667,8.28706666667,5.79166666667
347.81,4.45613333333,7.80302,6.39506666667,5.6324,3.16293333333,6.15333333333,5.48236666667,8.19273333333,5.70726666667
348.18,4.32706666667,7.66154666667,6.30873333333,5.41466666667,2.99793333333,5.9046,5.35243333333,8.04333333333,5.513
348.54,4.15553333333,7.49793333334,6.14933333334,5.20626666667,2.75373333333,5.679,5.16963333333,7.87673333334,5.28153333333
348.91,4.07553333333,7.54857333333,6.11526666667,5.18273333333,2.63533333333,5.59126666667,5.07546666667,7.8342,5.24073333333
349.27,4.04253333333,7.5429,6.12066666667,5.12893333333,2.5432,5.51246666667,5.03836666667,7.84493333333,5.24026666667
349.64,4.10673333333,7.67276666666,6.28573333333,5.25333333333,2.60753333333,5.64813333333,5.16023333333,7.86386666667,5.35706666667
350.00,3.89146666667,7.54944666667,6.07746666667,5.1238,2.4306,5.4702,5.04523333333,7.6834,5.1768
350.37,3.71366666667,7.39497333333,5.97306666667,4.94593333333,2.25773333333,5.28673333333,4.9223,7.4536,5.02186666667
350.73,3.47626666667,7.26066666667,5.83553333333,4.75646666667,2.1154,5.1024,4.7271,7.3178,4.82413333333
351.10,3.9058,7.66406666666,6.18213333333,5.18593333334,2.61886666666,5.45606666667,5.1432,7.71606666667,5.25286666667
351.46,3.985,7.81734666667,6.26006666667,5.30813333333,2.73433333333,5.56926666667,5.29033333333,7.87866666667,5.378
351.83,4.08253333333,7.90414000001,6.30866666667,5.36166666667,2.78386666667,5.61226666667,5.4102,7.9454,5.453
352.19,4.1664,8.04439333334,6.35473333333,5.56293333333,2.94206666667,5.76166666667,5.54696666667,8.09206666667,5.5414
352.55,4.28253333333,8.20195333333,6.46866666667,5.80446666667,3.1356,5.8936,5.72996666667,8.22086666667,5.70213333333
352.92,4.38513333333,8.27320666666,6.47193333333,5.9042,3.2034,5.94833333333,5.79826666667,8.23753333333,5.71733333333
353.28,4.61573333333,8.52400666667,6.64646666667,6.177,3.47526666667,6.17053333333,6.0421,8.43413333334,5.94933333333
353.65,4.7346,8.58213999999,6.6784,6.26833333333,3.59833333333,6.247,6.10486666667,8.56333333334,6.03373333333
354.01,4.97066666667,8.84043333333,6.9006,6.45693333333,3.79653333333,6.457,6.27986666666,8.74013333333,6.2666
354.38,5.1936,9.06238,7.0404,6.65413333333,4.01866666666,6.705,6.42230000001,8.95966666666,6.46586666667
354.74,5.41426666667,9.19963999999,7.21153333333,6.90706666667,4.20433333333,6.94666666667,6.6176,9.12633333333,6.71006666667
355.11,5.2106,9.01555333334,7.06693333333,6.72153333333,3.98746666667,6.81426666667,6.39033333334,8.97306666667,6.5626
355.47,5.225,8.95082,7.03793333333,6.64486666667,3.96193333333,6.7394,6.33906666667,8.90253333333,6.5208
355.83,5.29353333333,9.09436666666,7.14313333333,6.805,4.08693333333,6.86126666667,6.39656666667,9.06533333333,6.62233333333
356.20,5.332,9.07867333333,7.11713333333,6.80373333333,4.05486666666,6.84673333333,6.40753333333,9.04086666667,6.6232
356.56,5.2456,9.05403333334,7.05126666667,6.716,3.93246666667,6.7622,6.34403333333,8.98086666667,6.544
356.93,5.26066666667,9.01755333333,7.06926666667,6.68073333333,3.92793333333,6.7488,6.33023333333,8.95966666667,6.58273333334
357.29,5.2838,9.03233333334,7.1068,6.67193333333,3.92433333333,6.7068,6.33626666666,8.98706666667,6.53666666667
357.66,5.22486666667,9.00304666666,7.00193333334,6.58286666667,3.81033333333,6.54313333333,6.22516666667,8.884,6.42986666667
358.02,5.11886666667,8.88680666667,6.9244,6.50666666667,3.6854,6.4042,6.1023,8.79253333333,6.30153333333
358.38,5.18106666667,8.90491333334,6.95773333334,6.6226,3.72453333333,6.4198,6.15736666667,8.81366666666,6.30833333333
358.75,5.0148,8.78764666666,6.802,6.51253333333,3.6054,6.302,6.04163333333,8.72126666667,6.2434
359.11,5.03413333333,8.81276666667,6.7986,6.5862,3.6182,6.2966,6.08813333333,8.74906666666,6.26326666667
359.48,5.04,8.93182666666,6.86673333333,6.61766666667,3.66693333333,6.2922,6.1764,8.829,6.3286
359.84,5.0004,8.88753333333,6.82833333333,6.5998,3.65793333333,6.20053333333,6.15173333333,8.78120000001,6.26113333333
360.20,5.0292,8.96211333333,6.91033333333,6.66793333333,3.7382,6.27526666667,6.17723333333,8.84960000001,6.33793333333
360.57,5.15046666667,9.08335333333,7.03046666667,6.76693333333,3.89086666667,6.39106666667,6.25486666667,9.00273333333,6.48286666667
360.93,5.11526666667,9.12436666667,7.04953333333,6.82686666667,3.92926666667,6.38393333334,6.2486,9.08786666667,6.49086666667
361.29,5.12413333334,9.13286000001,7.1074,6.8716,3.96253333333,6.4474,6.26106666667,9.10726666666,6.5392
361.66,5.21606666666,9.21639333333,7.26086666667,7.01606666667,4.06473333333,6.59046666667,6.41043333333,9.25,6.66753333333
362.02,5.3618,9.39775999999,7.3742,7.189,4.23366666666,6.7728,6.64853333333,9.46079999999,6.8254
362.39,5.35393333333,9.42958000001,7.37873333333,7.15026666667,4.2474,6.753,6.6508,9.47486666667,6.862
362.75,5.45933333333,9.55989333333,7.4412,7.2086,4.30113333333,6.7684,6.68213333333,9.56553333333,6.8908
363.11,5.5656,9.67028666667,7.506,7.33773333333,4.37766666667,6.85646666667,6.79006666667,9.64986666667,6.96373333333
363.48,5.56513333333,9.61630666667,7.4504,7.36946666667,4.37706666667,6.88226666667,6.7625,9.61059999999,6.91173333333
363.84,5.57986666667,9.66546000001,7.46266666667,7.3826,4.40126666667,6.9274,6.77016666667,9.61700000001,6.96166666667
364.20,5.60933333333,9.74177999999,7.4494,7.40546666667,4.4116,6.9522,6.8087,9.66620000001,7.01333333333
364.57,5.62473333333,9.76492666666,7.48946666667,7.4404,4.4484,6.982,6.84933333333,9.69086666667,7.01533333333
364.93,5.8016,9.93825333334,7.6218,7.59893333333,4.58713333333,7.13293333333,7.00553333333,9.83720000001,7.16593333333
365.29,5.8166,10.0099666667,7.54573333333,7.63606666667,4.59366666667,7.11626666667,6.97283333333,9.89253333333,7.1618
365.66,5.82173333333,10.05202,7.51886666667,7.6396,4.60566666666,7.1052,6.96546666667,9.92073333334,7.19753333333
366.02,5.81586666667,10.0206333333,7.5392,7.60253333333,4.5756,7.06886666667,6.8831,9.89439999999,7.19046666667
366.38,5.75106666667,10.0120333333,7.54866666667,7.59253333333,4.54106666667,7.0462,6.86203333333,9.95073333334,7.15173333333
366.75,5.7632,10.031,7.613,7.619,4.5614,7.087,6.92326666667,9.95506666666,7.1798
367.11,5.71886666667,9.98178666667,7.578,7.52426666667,4.5596,6.98473333333,6.8432,9.91986666667,7.17306666666
367.47,5.80433333333,10.0344133333,7.65586666667,7.60446666666,4.64393333333,6.98886666667,6.87396666667,10.0288,7.27673333333
367.84,5.87993333333,10.06248,7.71533333333,7.6476,4.65566666667,7.0008,6.88113333333,10.0916,7.32186666667
368.20,5.9154,10.1371066667,7.80033333333,7.73953333333,4.71366666667,7.02866666667,6.94743333333,10.1407333333,7.3558
368.56,5.93693333333,10.1684466667,7.77533333333,7.79853333333,4.73373333333,6.99286666667,6.94893333333,10.1231333333,7.37366666667
368.93,5.94853333334,10.1782666667,7.8076,7.82073333333,4.7782,6.9952,7.00453333333,10.1495333333,7.39713333333
369.29,5.89326666667,10.0515733333,7.74233333333,7.70546666667,4.6958,6.9034,6.97993333333,10.0453333333,7.31813333333
369.65,5.83586666667,10.00686,7.72646666667,7.66833333333,4.62226666667,6.85986666667,6.91553333333,9.98980000001,7.2488
370.01,5.89153333333,10.0381266667,7.75593333333,7.72413333333,4.66313333333,6.8694,6.95613333333,10.023,7.26626666667
370.38,6.05733333333,10.1272466667,7.8472,7.86586666667,4.77953333333,6.97653333333,7.04276666667,10.0622,7.3478
370.74,6.12506666667,10.1806333333,7.89373333333,7.99006666667,4.84346666667,7.03953333333,7.11976666667,10.1282,7.3888
371.10,6.12713333334,10.2096066667,7.93426666667,8.0246,4.81313333333,7.0766,7.1476,10.1983333333,7.36693333333
371.46,6.1618,10.2800466667,7.99493333333,8.05186666667,4.84506666667,7.1622,7.21476666667,10.2596,7.40773333333
371.83,6.088,10.2607466667,7.92393333333,7.98873333334,4.76266666667,7.07106666667,7.17213333333,10.2127333333,7.32786666667
372.19,6.119,10.26192,7.97033333333,8.00646666667,4.76466666666,7.08406666667,7.17323333333,10.2573333333,7.3246
372.55,6.1746,10.30426,8.0694,8.0888,4.80873333333,7.16253333333,7.2445,10.3526666667,7.3832
372.92,6.20606666667,10.3494266667,8.0818,8.1182,4.83533333333,7.18326666667,7.2738,10.4004,7.42966666666
373.28,6.36526666667,10.51252,8.24346666667,8.3188,5.02146666667,7.38,7.43616666666,10.5635333333,7.58120000001
373.64,6.49166666667,10.60382,8.34853333333,8.46053333333,5.16586666667,7.5168,7.53166666666,10.6959333333,7.6634
374.00,6.4428,10.5679066667,8.28026666667,8.4414,5.112,7.47306666666,7.44526666666,10.6600666667,7.62993333333
374.37,6.40873333333,10.5580733333,8.28793333334,8.41566666666,5.1124,7.46333333334,7.4307,10.6828,7.62533333334
374.73,6.3588,10.5196066667,8.2538,8.33913333333,5.058,7.4188,7.32696666667,10.6615333333,7.55386666667
375.09,6.3242,10.5089666667,8.188,8.29946666666,5.027,7.37553333333,7.27156666667,10.6232666667,7.47746666667
375.45,6.3338,10.5893066667,8.19793333333,8.37786666667,5.0494,7.38493333333,7.28403333333,10.6511333333,7.4884
375.81,6.5584,10.7749066667,8.38046666667,8.57126666667,5.2524,7.6236,7.45289999999,10.8504666667,7.653
376.18,6.48493333333,10.65892,8.28313333333,8.5024,5.187,7.5604,7.33423333334,10.7503333333,7.52993333333
376.54,6.40093333333,10.58322,8.17806666667,8.38346666667,5.0816,7.4472,7.22806666667,10.6746666667,7.41746666667
376.90,6.33413333333,10.5466733333,8.15453333333,8.3504,5.03026666667,7.42646666666,7.1666,10.6183333333,7.3822
377.26,6.19746666667,10.4992266666,8.09106666667,8.26493333333,4.95013333333,7.30646666667,7.07383333333,10.5824666667,7.30893333333
377.63,6.14833333333,10.4443333333,8.0634,8.18966666667,4.86826666667,7.20706666667,7.01996666667,10.5237333333,7.24246666667
377.99,6.17,10.4806533334,8.12946666666,8.20926666667,4.89746666667,7.26486666667,7.06420000001,10.5832,7.2432
378.35,6.14166666667,10.5062466667,8.11286666667,8.20166666667,4.85933333333,7.2348,7.05176666666,10.5681333333,7.18926666667
378.71,6.1952,10.5553733333,8.16786666667,8.24146666667,4.8702,7.29133333333,7.12536666667,10.6275333333,7.22593333333
379.07,6.277,10.60286,8.269,8.32513333333,4.94993333333,7.39106666667,7.2144,10.7031333333,7.32386666667
379.44,6.21753333333,10.5354666667,8.28093333333,8.24213333333,4.8566,7.34253333333,7.16273333334,10.688,7.2584
379.80,6.05466666667,10.41506,8.17793333333,8.12613333333,4.69453333333,7.1924,7.07030000001,10.5800666667,7.12966666667
380.16,6.09066666667,10.5494666667,8.29173333333,8.17693333333,4.74673333333,7.24666666667,7.13400000001,10.7029333333,7.2048
380.52,6.10553333333,10.5942866666,8.3444,8.21773333333,4.76986666667,7.31506666667,7.15193333333,10.7266,7.24353333333
380.88,6.08553333333,10.5808666667,8.32413333333,8.1792,4.7686,7.2866,7.13916666667,10.7334666667,7.1598
381.24,6.09546666667,10.5489866667,8.3334,8.15246666667,4.72873333333,7.29893333333,7.12313333332,10.6839333333,7.12493333333
381.61,5.95006666667,10.4502,8.2138,8.0238,4.63186666667,7.1966,7.02946666667,10.5834,7.01706666667
381.97,5.9128,10.4148866667,8.1678,7.9606,4.59573333333,7.1552,7.00793333334,10.5279333333,6.98913333333
382.33,5.95033333333,10.4251533333,8.23753333333,7.9978,4.61286666667,7.21246666667,7.01493333334,10.582,7.0544
382.69,5.92946666667,10.43836,8.2668,8.01466666667,4.62446666666,7.20373333333,7.02486666667,10.5888666667,7.07893333333
383.05,5.93053333333,10.53754,8.3354,8.06106666667,4.6512,7.2412,7.07660000001,10.6455333333,7.109
383.41,5.9436,10.55918,8.32186666667,8.0638,4.6906,7.26993333333,7.09156666667,10.6500666667,7.10053333333
383.77,5.94546666667,10.5524466667,8.32986666667,8.07653333333,4.7268,7.30033333333,7.0824,10.662,7.09746666667
384.14,5.88353333333,10.46206,8.2432,8.021,4.67073333333,7.23946666667,7.02593333333,10.5716666667,7.02386666667
384.50,5.8772,10.4492266667,8.23046666667,8.00793333333,4.65646666667,7.23033333333,7.02486666666,10.5665333333,6.99306666667
384.86,5.83793333333,10.4267133333,8.21046666667,7.998,4.56886666667,7.187,6.95453333334,10.5260666667,6.9616
385.22,5.79393333333,10.42686,8.17673333334,7.94606666667,4.50933333333,7.13093333333,6.89166666667,10.4917333333,6.90706666667
385.58,5.9376,10.5856266667,8.3256,8.0924,4.6146,7.26566666667,7.00956666666,10.6246,7.00813333333
385.94,5.93406666667,10.6446,8.36506666667,8.15006666667,4.63466666667,7.2696,7.01713333334,10.674,7.00473333334
386.30,5.88553333333,10.63314,8.29933333333,8.12846666667,4.58013333333,7.19286666667,6.96726666667,10.6200666667,6.9442
386.66,5.8514,10.6023,8.28,8.10866666667,4.56266666666,7.1522,6.91523333333,10.5756,6.88693333333
387.03,5.84386666667,10.5484333333,8.26993333333,8.0924,4.5594,7.12853333333,6.847,10.5423333333,6.84993333334
387.39,5.8906,10.5933933333,8.2964,8.14006666667,4.56993333333,7.15586666667,6.86293333333,10.5700666667,6.86093333333
387.75,5.8776,10.6384266667,8.3114,8.14626666667,4.5368,7.13913333333,6.87746666666,10.5819333333,6.8374
388.11,5.98906666667,10.7551,8.42306666667,8.2406,4.62873333333,7.24373333333,6.96906666666,10.6864666667,6.9284
388.47,6.0658,10.8901066666,8.51726666667,8.3318,4.7022,7.31586666667,7.02626666666,10.7813333333,6.99986666667
388.83,6.1366,10.9587133333,8.5926,8.39413333333,4.7824,7.39533333333,7.08463333333,10.8186,7.0336
389.19,6.20866666667,11.0129066667,8.66513333333,8.47533333333,4.8588,7.476,7.15870000001,10.8978666667,7.06246666667
389.55,6.2244,11.06318,8.69526666666,8.5566,4.92973333333,7.50846666666,7.2161,10.9230666667,7.09833333333
389.91,6.21913333333,11.05022,8.66153333333,8.5252,4.886,7.48826666667,7.18793333333,10.8718666667,7.05766666667
390.27,6.2432,11.08952,8.70686666667,8.55466666667,4.92873333333,7.52793333333,7.23603333333,10.9055333333,7.04446666667
390.63,6.23526666667,11.10848,8.67066666667,8.54013333333,4.91753333333,7.4968,7.20803333334,10.9034,7.00473333333
391.00,6.14273333333,11.09038,8.59226666667,8.4696,4.83613333333,7.40046666667,7.14536666666,10.8398666667,6.91433333333
391.36,6.10606666667,11.10982,8.6184,8.4716,4.81593333333,7.40326666667,7.13210000001,10.8438,6.91533333333
391.72,6.1126,11.1207133333,8.65226666667,8.47493333333,4.8318,7.38386666667,7.12110000001,10.8295333333,6.90793333333
392.08,6.0836,11.0950466667,8.6462,8.4528,4.80546666667,7.35693333333,7.11833333333,10.8249333333,6.86286666667
392.44,5.98733333333,11.0024533333,8.57326666667,8.38353333334,4.74186666667,7.2738,7.06239999999,10.7468,6.775
392.80,5.9808,11.0168,8.58493333333,8.38693333334,4.73773333333,7.263,7.07479999999,10.7684666667,6.77533333333
393.16,5.9454,11.0057133333,8.5216,8.37326666667,4.69273333333,7.20273333333,7.03493333333,10.7286,6.77666666667
393.52,5.91553333333,10.9801333333,8.51033333333,8.313,4.65753333333,7.18846666667,7.02139999999,10.7105333333,6.75766666667
393.88,5.9034,10.9711133333,8.5276,8.3014,4.6512,7.16126666667,7.00599999999,10.6922,6.73453333333
394.24,5.94313333333,10.99466,8.53853333333,8.32533333333,4.67273333333,7.1962,7.03396666666,10.6838,6.7794
394.60,5.9784,11.0470866667,8.5888,8.36206666667,4.6874,7.26766666667,7.06673333333,10.72,6.7882
394.96,6.042,11.06672,8.637,8.4224,4.70693333333,7.32326666667,7.1125,10.7762666667,6.84486666667
395.32,6.0922,11.09504,8.6368,8.46786666667,4.7628,7.33826666667,7.14553333333,10.7976,6.859
395.68,6.16726666667,11.1675266667,8.68926666667,8.5762,4.8528,7.4422,7.22906666667,10.8701333333,6.92353333333
396.04,6.21006666666,11.2282133333,8.73473333333,8.65,4.9048,7.4966,7.26299999999,10.9022,6.9704
396.40,6.28473333333,11.31676,8.80473333333,8.74973333333,4.96126666667,7.56946666666,7.32140000001,10.9721333333,7.04133333333
396.76,6.33753333333,11.36002,8.83853333333,8.78773333333,4.98086666667,7.61386666667,7.37959999999,10.998,7.09553333333
397.12,6.3868,11.4453133333,8.92313333333,8.85346666667,5.03986666667,7.65506666667,7.45483333334,11.0651333333,7.11373333333
397.48,6.3786,11.4585066666,8.90033333333,8.8716,5.00653333333,7.61073333333,7.40043333334,11.0316,7.07926666667
397.84,6.4238,11.50696,8.92553333333,8.93873333333,5.071,7.677,7.4635,11.1036,7.12733333333
398.20,6.4334,11.5445066667,8.96513333333,8.98213333333,5.07226666667,7.6726,7.44723333333,11.1509333333,7.1156
398.56,6.46006666667,11.5525466667,8.97286666667,9.03033333333,5.08093333333,7.66233333333,7.47213333333,11.1511333334,7.17093333333
398.92,6.4602,11.5553066667,8.968,9.04373333333,5.09046666667,7.666,7.48243333334,11.1313333333,7.14046666667
399.28,6.47173333333,11.5602066667,8.99206666666,9.0524,5.09253333333,7.65773333333,7.50296666667,11.139,7.15006666667
399.64,6.4268,11.5149066667,8.95233333333,8.98526666667,5.00493333333,7.59966666667,7.43050000001,11.0791333333,7.10053333333
400.00,6.43153333333,11.51092,8.90713333334,8.97733333333,4.95486666667,7.54493333333,7.39456666667,11.0483333333,7.0762
400.36,6.4562,11.51916,8.90826666667,8.99326666667,4.9658,7.55413333333,7.40756666666,11.0378,7.07206666667
400.72,6.433,11.5192533333,8.88246666667,8.98753333333,4.9436,7.5196,7.35553333333,11.0309333333,7.0388
401.08,6.49633333333,11.5709933333,8.93666666667,9.04246666667,4.97626666667,7.57353333333,7.40516666666,11.0924,7.1006
401.44,6.51966666667,11.61972,8.95833333333,9.08413333333,5.00306666667,7.6208,7.44390000001,11.1580666667,7.14246666667
401.80,6.51813333333,11.6512466667,8.95673333333,9.11433333333,5.00573333333,7.60746666667,7.42973333334,11.1692,7.1522
402.16,6.52646666667,11.6920266667,8.95273333334,9.13673333333,5.0338,7.62806666667,7.478,11.2148666667,7.18713333333
402.52,6.52793333333,11.71652,8.97066666667,9.1324,5.05846666667,7.62746666667,7.49336666667,11.2183333333,7.19813333333
402.88,6.54913333333,11.7501866667,8.97366666667,9.1528,5.05453333333,7.6168,7.47663333333,11.219,7.221
403.24,6.56946666667,11.7946666667,8.9906,9.2072,5.06286666667,7.6366,7.4788,11.2382,7.26773333334
403.60,6.60346666667,11.8500066667,9.0306,9.27093333332,5.1118,7.66113333333,7.54773333333,11.3187333333,7.32893333333
403.95,6.61966666667,11.8836333333,9.05606666667,9.31126666667,5.15086666667,7.71253333333,7.61366666666,11.3824,7.36666666667
404.31,6.6108,11.8789933333,9.04426666667,9.29566666667,5.15353333333,7.6894,7.5986,11.3940666667,7.3694
404.67,6.62833333333,11.8977933333,9.07093333333,9.33886666667,5.19906666667,7.7044,7.62726666667,11.4358,7.38606666667
405.03,6.5944,11.8854933333,9.03993333333,9.32966666667,5.1956,7.69233333333,7.57796666666,11.4005333333,7.3548
405.39,6.6156,11.8664333333,9.02206666667,9.31453333334,5.1798,7.6846,7.57713333333,11.3962,7.339
405.75,6.6586,11.9248533333,9.06886666667,9.36253333333,5.21553333333,7.715,7.62473333333,11.4402666667,7.37266666667
406.11,6.67853333333,11.9402666667,9.0948,9.39433333334,5.2344,7.73093333333,7.63339999999,11.4298,7.39846666666
406.47,6.72013333333,11.9821333333,9.11953333333,9.45460000001,5.2808,7.75519999999,7.67633333333,11.492,7.42853333333
406.83,6.731,12.02064,9.14366666667,9.49753333333,5.31933333333,7.77246666667,7.70873333333,11.5180666667,7.4676
407.19,6.66673333333,11.9698133333,9.08206666666,9.45026666667,5.24486666667,7.71800000001,7.65793333334,11.4520666667,7.40473333333
407.55,6.65013333333,11.9599,9.04613333333,9.43733333334,5.2268,7.68413333334,7.62056666667,11.4111333333,7.38726666667
407.90,6.5864,11.9109466667,8.9916,9.37066666667,5.15893333333,7.5888,7.50893333334,11.3304666667,7.30306666667
408.26,6.57426666667,11.8970533333,8.95493333333,9.35453333333,5.12473333333,7.56513333333,7.48793333334,11.3057333333,7.28473333333
408.62,6.57133333333,11.9085733333,8.92133333333,9.34073333334,5.1104,7.53926666667,7.48003333334,11.2847333333,7.2796
408.98,6.56066666667,11.8805066667,8.8806,9.30926666667,5.08893333333,7.4872,7.47420000001,11.2572666667,7.2608
409.34,6.53466666667,11.8760066667,8.89046666667,9.32186666667,5.0788,7.46173333333,7.47820000001,11.2359333333,7.27646666667
409.70,6.55226666667,11.8874133333,8.90213333333,9.32253333334,5.06993333333,7.48473333333,7.50263333333,11.2302,7.30513333333
410.06,6.5408,11.89264,8.87613333333,9.29899999999,5.0534,7.4474,7.48819999999,11.2367333333,7.28226666667
410.42,6.5046,11.8616866667,8.85646666667,9.25866666667,4.97886666667,7.38866666667,7.45860000001,11.2055333333,7.2524
410.77,6.4916,11.8419,8.85346666666,9.24459999999,4.9498,7.36446666667,7.44973333334,11.2092666667,7.2264
411.13,6.52486666667,11.88982,8.8978,9.28093333333,5.00153333333,7.39653333333,7.48560000001,11.267,7.27273333333
411.49,6.48566666667,11.8457933334,8.8584,9.22953333333,4.947,7.3466,7.44426666666,11.2256666667,7.2256
411.85,6.49213333333,11.8877133333,8.86466666667,9.2528,4.97446666667,7.3578,7.47896666666,11.2339333333,7.25113333333
412.21,6.51293333333,11.9317666667,8.91326666667,9.28653333334,4.9908,7.3744,7.50296666667,11.2669333333,7.27146666667
412.57,6.49193333333,11.9427933333,8.91546666667,9.301,4.97026666667,7.36793333333,7.48543333333,11.2686,7.27566666667
412.92,6.55333333333,12.03746,8.99226666667,9.38953333333,5.03193333333,7.45033333333,7.5483,11.3558,7.37753333333
413.28,6.56906666667,12.08174,9.00826666667,9.41526666667,5.066,7.4624,7.54063333334,11.3806666667,7.37766666666
413.64,6.56646666667,12.0596533334,8.99266666667,9.42073333334,5.0742,7.42633333333,7.50753333334,11.3791333333,7.36786666667
414.00,6.50233333333,11.99156,8.924,9.36866666666,5.0256,7.37,7.45700000001,11.3355333333,7.33873333333
414.36,6.50006666667,11.9751533333,8.88813333333,9.35026666666,5.0272,7.37486666667,7.43289999999,11.3065333333,7.3456
414.72,6.527,12.00908,8.90093333333,9.34853333333,5.05413333333,7.385,7.4607,11.3164666667,7.37386666667
415.07,6.53966666667,12.02926,8.9104,9.3658,5.06506666667,7.38613333333,7.47576666667,11.3424666667,7.38146666667
415.43,6.57973333333,12.08804,8.93613333333,9.43053333334,5.13566666667,7.42746666667,7.51326666667,11.3886,7.42766666667
415.79,6.61186666667,12.0948666667,8.96693333333,9.47766666667,5.15466666667,7.4636,7.54323333334,11.4172,7.45653333333
416.15,6.587,12.0790266667,8.96526666667,9.46086666667,5.1468,7.4394,7.51843333333,11.4166,7.4372
416.51,6.59186666667,12.0542666667,8.9694,9.45826666667,5.16013333333,7.43206666667,7.51706666666,11.3998666667,7.43413333333
416.86,6.565,11.9908333333,8.929,9.4166,5.1002,7.395,7.47430000001,11.3484,7.36446666667
417.22,6.54266666667,11.9655266667,8.92793333333,9.41793333334,5.0774,7.38026666667,7.46899999999,11.3377333333,7.35013333334
417.58,6.50646666667,11.9512266667,8.9178,9.40679999999,5.062,7.3768,7.44503333334,11.3445333333,7.3406
417.94,6.51053333333,11.9515466667,8.9252,9.41613333334,5.06973333333,7.3894,7.439,11.3233333333,7.33806666667
418.29,6.50733333333,11.9805733333,8.9606,9.43659999999,5.09213333333,7.4042,7.45269999999,11.3514,7.33793333333
418.65,6.49866666667,11.9687266667,8.97113333334,9.44739999999,5.0998,7.42146666667,7.45769999999,11.3556666667,7.35026666667
419.01,6.50066666667,11.9532733333,8.98113333333,9.45266666667,5.10766666667,7.42933333333,7.45996666666,11.3446666667,7.3536
419.37,6.50113333333,11.9617733333,9.00513333333,9.47059999999,5.1204,7.45233333333,7.48203333334,11.3714,7.3668
419.73,6.48833333333,11.95186,8.99046666667,9.4318,5.10686666667,7.43633333333,7.46400000001,11.3713333333,7.37013333333
420.08,6.484,11.9413333334,8.99326666667,9.42906666667,5.09893333333,7.42966666667,7.4748,11.3586666667,7.36533333333
420.44,6.47366666666,11.95372,8.98966666667,9.42926666667,5.07593333333,7.42493333333,7.46856666667,11.3667333333,7.35753333333
420.80,6.43,11.9223066667,8.96346666666,9.39233333334,5.054,7.39286666667,7.43130000001,11.3342,7.33193333333
421.16,6.43533333333,11.9276266667,8.96526666667,9.37466666666,5.0676,7.39553333333,7.42253333333,11.3430666667,7.33033333333
421.51,6.46646666667,11.9644666667,9.00373333333,9.40626666666,5.09186666667,7.425,7.45873333333,11.3689333333,7.35826666667
421.87,6.46553333333,11.9714533333,9.02133333333,9.4192,5.0928,7.43646666667,7.47033333333,11.3977333333,7.36013333333
422.23,6.46886666667,11.9826333333,9.0248,9.42939999999,5.10713333333,7.4436,7.46646666667,11.4023333333,7.377
422.58,6.47933333333,12.0121733334,9.03206666667,9.45026666667,5.11693333333,7.45166666667,7.4717,11.4144666667,7.37893333333
