wavelength,Back_TacSurf,Belly_TacSurf,Breast_TacSurf,Crissum_TacSurf,Crown_TacSurf,DorTail_TacSurf,Patch10_TacSurf,Patch11_TacSurf,Rump_TacSurf,Throat_TacSurf,WingTip_TacSurf
348.54,3.96566666667,6.83505208333,4.53666666666,4.63483333333,4.71575,6.99941666667,6.17566666667,5.00266666667,4.30741666667,10.1295833333,6.92066666667
348.91,3.91425,6.719921875,4.43225,4.51708333333,4.581,6.90291666667,6.08066666667,4.88133333333,4.20125,10.0521666667,6.81933333333
349.27,4.144,6.912203125,4.62108333334,4.70033333334,4.76541666667,7.11766666667,6.36983333334,5.10733333333,4.39483333333,10.2135,7.01875
349.64,4.11241666667,6.85765104167,4.5885,4.6235,4.71658333333,7.07291666667,6.37166666667,5.1075,4.36583333333,10.21475,6.92408333333
350.00,4.05033333333,6.86586458333,4.59325,4.61891666667,4.64233333333,7.06433333333,6.38416666667,5.07508333333,4.33083333333,10.2615833333,6.88591666667
350.37,4.11866666666,6.9298125,4.5915,4.71091666667,4.66733333333,7.051,6.44858333333,5.01741666667,4.38166666666,10.2720833333,6.92025
350.73,4.22716666667,7.07580208334,4.65633333333,4.87025,4.72258333333,7.13366666667,6.58466666667,5.09083333333,4.51391666667,10.3494166667,7.0405
351.10,4.26783333333,7.052828125,4.71408333333,4.85691666667,4.75058333333,7.22466666667,6.59016666667,5.14266666667,4.594,10.3331666667,7.08425
351.46,4.15675,6.977046875,4.69125,4.79033333333,4.67875,7.1525,6.5135,5.11675,4.53308333334,10.2159166667,6.99041666667
351.83,4.1955,7.10281770834,4.72816666667,4.897,4.732,7.20925,6.60883333333,5.15841666667,4.63066666667,10.38275,7.11041666667
352.19,4.27425,7.262046875,4.88608333333,5.03041666667,4.8475,7.2775,6.6395,5.25675,4.70566666667,10.50825,7.1955
352.55,4.22383333333,7.27646875,4.86858333333,5.03,4.87841666667,7.2475,6.58683333333,5.27658333333,4.65291666667,10.4816666666,7.12666666666
352.92,4.09908333333,7.251046875,4.80833333333,4.995,4.871,7.19383333334,6.46616666667,5.19791666666,4.61275,10.4624166667,7.0575
353.28,3.89025,7.095703125,4.6835,4.82216666666,4.70425,6.9775,6.22783333333,5.00816666667,4.41508333333,10.326,6.83766666667
353.65,3.867,7.157125,4.77008333333,4.87233333333,4.74383333333,6.9655,6.23641666666,4.97541666666,4.35583333334,10.3461666667,6.8825
354.01,3.84266666667,7.09636458333,4.72841666667,4.84075,4.74616666667,6.90583333333,6.15475,4.94133333333,4.30616666667,10.324,6.88558333334
354.38,3.74708333333,7.031859375,4.67033333333,4.73825,4.6365,6.84308333333,6.03791666667,4.91591666666,4.21925,10.2511666667,6.73558333333
354.74,3.68516666667,6.94964583333,4.57458333333,4.65741666667,4.54008333333,6.75133333333,5.90225,4.80583333333,4.13391666667,10.2190833333,6.6005
355.11,3.59025,6.92207291666,4.4385,4.58391666667,4.45191666667,6.5975,5.82133333333,4.68666666666,3.99525,10.1189166667,6.47558333333
355.47,3.5225,6.87971354166,4.381,4.5195,4.41316666667,6.57475,5.78383333333,4.62041666667,3.93466666667,10.1228333333,6.4665
355.83,3.58141666667,6.88015104167,4.411,4.50833333333,4.40116666667,6.56591666667,5.77958333334,4.61,3.90308333333,10.11025,6.4285
356.20,3.63791666667,6.93346875,4.4045,4.52441666667,4.4555,6.626,5.87191666667,4.65733333333,3.96916666667,10.16725,6.4305
356.56,3.80366666667,7.12547916666,4.57766666667,4.67358333333,4.56933333333,6.76308333334,6.03658333333,4.81733333333,4.09958333334,10.33925,6.55341666667
356.93,3.87941666667,7.16022395833,4.5925,4.71866666667,4.58516666666,6.80083333333,6.10233333333,4.90633333333,4.13683333333,10.3693333333,6.55375
357.29,3.91033333333,7.16188541667,4.53658333333,4.71408333333,4.56408333333,6.85866666667,6.10458333333,4.92825,4.15091666667,10.418,6.5745
357.66,4.09758333333,7.34631770833,4.65316666667,4.8655,4.70416666666,7.04491666667,6.251,5.10766666667,4.33883333333,10.6499166667,6.69741666667
358.02,4.22541666667,7.48352083333,4.78925,4.97516666667,4.83341666667,7.14058333333,6.35883333333,5.2055,4.47425,10.7810833333,6.791
358.38,4.16125,7.43200520834,4.73091666667,4.92675,4.78725,7.03808333333,6.33566666667,5.13933333333,4.43191666667,10.7570833333,6.75091666666
358.75,4.11075,7.366125,4.72108333333,4.86016666667,4.72025,6.97008333333,6.29975,5.10533333333,4.36541666667,10.6823333333,6.72691666666
359.11,4.178,7.40435416667,4.808,4.94941666666,4.78566666667,7.06633333333,6.3505,5.22408333333,4.47283333333,10.7666666667,6.80483333333
359.48,4.28841666667,7.544,4.93133333333,5.03991666667,4.86083333333,7.143,6.42125,5.34741666667,4.53975,10.8489166667,6.87083333333
359.84,4.32891666667,7.64106770833,5.00691666667,5.12933333333,4.93633333333,7.18641666667,6.48633333333,5.40441666667,4.60825,10.87775,6.92975
360.20,4.30358333334,7.59897395833,4.99966666667,5.11933333333,4.89883333333,7.14008333333,6.437,5.33875,4.53391666667,10.8468333333,6.89866666667
360.57,4.30775,7.59032291666,4.98966666667,5.11616666667,4.93541666667,7.18441666667,6.48008333333,5.35508333334,4.56433333334,10.8460833333,6.96383333333
360.93,4.30466666667,7.687390625,4.99975,5.13125,4.96066666667,7.20808333333,6.51458333333,5.34166666667,4.571,10.9086666667,7.04008333333
361.29,4.18366666667,7.6446875,4.9395,5.047,4.88875,7.10275,6.45091666667,5.25533333333,4.46933333333,10.8124166667,6.93875
361.66,3.93816666667,7.44569791666,4.76066666667,4.80708333333,4.68916666667,6.88583333333,6.24508333333,5.07583333333,4.26816666667,10.5736666667,6.725
362.02,3.85383333334,7.42194791667,4.68558333333,4.73141666667,4.60158333333,6.80316666667,6.17141666667,5.03708333333,4.16991666667,10.5303333333,6.65616666667
362.39,3.82158333333,7.43778125,4.64308333333,4.688,4.56291666667,6.77691666667,6.10225,4.99241666667,4.10216666667,10.51125,6.60216666667
362.75,3.74791666667,7.41749479167,4.60708333333,4.621,4.51075,6.694,6.0235,4.91266666667,4.03341666667,10.4701666667,6.49641666667
363.11,3.78033333333,7.47574479167,4.66483333333,4.64916666667,4.53925,6.68675,6.04833333333,4.90308333334,4.04091666666,10.5150833334,6.51158333333
363.48,3.81058333333,7.47977604167,4.69125,4.71483333334,4.55908333333,6.692,6.06516666667,4.924,4.07758333334,10.54875,6.51341666666
363.84,3.82441666667,7.46143229167,4.7505,4.73058333333,4.54808333333,6.71275,6.06641666667,4.9545,4.08258333334,10.585,6.50325
364.20,3.83383333333,7.46078645833,4.77741666667,4.72216666667,4.55483333333,6.72066666667,6.06416666666,4.98308333333,4.13125,10.636,6.50866666667
364.57,3.82841666667,7.47311458333,4.79625,4.69291666667,4.52225,6.66775,5.98183333333,4.91875,4.14666666667,10.6540833333,6.45941666667
364.93,3.73758333333,7.28388541667,4.7235,4.56408333333,4.39208333334,6.53241666667,5.79283333333,4.8025,4.00408333333,10.5323333333,6.30058333334
365.29,3.93366666667,7.43980729167,4.8965,4.69966666667,4.56858333333,6.6885,5.9165,4.957,4.16125,10.7400833333,6.41491666667
365.66,4.10183333333,7.60151041667,5.07958333334,4.84258333333,4.73233333333,6.82983333333,6.03883333333,5.10516666667,4.30908333333,10.889,6.56883333333
366.02,4.14233333333,7.62798958333,5.18166666667,4.8865,4.78908333334,6.86866666667,6.07658333333,5.13291666667,4.37241666666,10.893,6.60083333333
366.38,4.24216666667,7.70824479166,5.342,5.00016666667,4.92941666667,6.98241666667,6.18525,5.23483333333,4.50516666666,11.0359166667,6.74933333334
366.75,4.2945,7.75132291667,5.38141666667,5.05791666667,5.01908333333,7.05166666666,6.23433333333,5.30991666667,4.5595,11.10375,6.84183333333
367.11,4.26066666667,7.71725,5.33875,5.05125,4.9675,6.99716666667,6.18566666667,5.28266666667,4.49975,11.09075,6.7875
367.47,4.28391666667,7.79728645833,5.34808333334,5.089,5.03425,7.017,6.20875,5.31766666667,4.55525,11.20725,6.85983333334
367.84,4.19283333333,7.77149479167,5.23525,5.05241666667,5.02116666666,6.95641666667,6.11675,5.25791666667,4.52041666667,11.2139166667,6.84725
368.20,4.16358333333,7.78221875,5.20025,5.06308333333,4.95466666667,6.91108333334,6.06141666667,5.23275,4.51591666667,11.1883333333,6.84891666666
368.56,4.10541666666,7.74352604167,5.16225,5.05016666667,4.88216666667,6.8815,6.01983333333,5.22683333333,4.44925,11.1681666667,6.80908333333
368.93,4.17466666666,7.88189583334,5.24441666667,5.17633333333,4.95333333333,6.95141666667,6.13508333333,5.31091666667,4.58458333333,11.2875,6.89116666667
369.29,4.12675,7.875125,5.2015,5.15258333334,4.88766666666,6.89541666667,6.1135,5.26991666667,4.56541666667,11.27675,6.85816666667
369.65,4.07833333333,7.83469791667,5.15341666667,5.16116666667,4.80983333333,6.83758333333,6.0855,5.182,4.50508333333,11.2700833333,6.76583333333
370.01,3.98908333333,7.78463020833,5.061,5.0965,4.72208333334,6.76283333333,6.02191666667,5.08433333333,4.46683333333,11.2693333333,6.68858333333
370.38,4.0125,7.83223958333,5.09341666667,5.13941666667,4.69991666667,6.73941666667,6.04433333333,5.13866666666,4.50091666667,11.2658333333,6.66691666667
370.74,4.1105,7.92618229167,5.18541666667,5.25891666667,4.74591666666,6.79858333333,6.15908333334,5.23183333333,4.57708333334,11.3799166667,6.715
371.10,4.07433333333,7.94058333332,5.18575,5.257,4.77425,6.79475,6.18366666667,5.19341666666,4.58141666667,11.4036666667,6.688
371.46,4.03275,7.90961979166,5.14475,5.17466666666,4.6885,6.73183333333,6.13025,5.10058333333,4.50108333333,11.3246666667,6.61041666667
371.83,4.01883333333,7.86268229166,5.12575,5.14391666667,4.61608333333,6.706,6.13591666667,5.05625,4.48041666667,11.2923333333,6.55
372.19,4.045,7.89422395833,5.16441666667,5.16875,4.64508333334,6.74433333333,6.19783333333,5.08141666667,4.46841666667,11.3574166667,6.53575
372.55,4.0765,7.97769791666,5.20333333333,5.22483333333,4.69525,6.78841666667,6.2565,5.10016666667,4.50425,11.4098333334,6.57858333333
372.92,4.08741666666,8.02000520832,5.25933333334,5.26258333333,4.75316666667,6.82716666667,6.29866666667,5.162,4.49791666667,11.4465833333,6.60933333333
373.28,4.20266666667,8.12569791667,5.38275,5.41358333333,4.8885,6.94108333333,6.38,5.28475,4.62333333333,11.5408333333,6.69733333333
373.64,4.24433333333,8.195734375,5.36791666667,5.45925,4.90758333333,6.959,6.39516666667,5.34116666666,4.686,11.60025,6.765
374.00,4.27075,8.20889583333,5.38275,5.4735,4.93133333333,6.95975,6.39641666667,5.37141666667,4.659,11.629,6.76758333333
374.37,4.28183333334,8.24490624999,5.41308333333,5.50116666667,4.97666666667,6.96366666667,6.40133333333,5.36216666667,4.68175,11.6890833333,6.81333333333
374.73,4.249,8.24292708333,5.39191666666,5.42633333333,4.90791666666,6.94983333333,6.34575,5.31275,4.68325,11.6939166667,6.80725
375.09,4.206,8.20666145834,5.37041666667,5.369,4.832,6.92475,6.28958333333,5.32325,4.621,11.6560833333,6.79483333333
375.45,4.17016666667,8.17953645832,5.3885,5.34691666667,4.83908333333,6.92416666667,6.29308333333,5.34291666667,4.60491666666,11.69275,6.77758333334
375.81,4.156,8.1958125,5.38883333334,5.29975,4.85366666667,6.9095,6.25691666667,5.35541666667,4.571,11.7089166666,6.75625
376.18,4.07775,8.14988541666,5.3445,5.23691666667,4.80791666667,6.85425,6.18541666667,5.31833333333,4.52391666667,11.6419166667,6.69375
376.54,4.02158333333,8.05922916666,5.305,5.19641666667,4.77425,6.81108333333,6.14708333333,5.307,4.47958333333,11.61975,6.64108333334
376.90,4.0515,8.06773958333,5.32108333333,5.19133333334,4.75266666667,6.79,6.15075,5.3095,4.51466666667,11.6483333333,6.6355
377.26,4.03058333333,8.08878645832,5.35016666667,5.17141666666,4.70416666666,6.7655,6.12725,5.31041666667,4.49925,11.6505,6.65916666666
377.63,4.07466666667,8.12471875,5.43875,5.18708333333,4.74466666667,6.81383333333,6.14941666667,5.35475,4.513,11.7446666667,6.69908333333
377.99,4.10716666666,8.17711979168,5.492,5.22591666667,4.77675,6.87933333333,6.19441666667,5.40866666667,4.57941666666,11.8235833333,6.75341666667
378.35,4.09883333333,8.199515625,5.47725,5.17775,4.761,6.921,6.20541666667,5.42908333333,4.572,11.85425,6.7405
378.71,4.07341666667,8.21792708332,5.48866666666,5.25225,4.79666666667,6.94275,6.20108333333,5.48183333334,4.5645,11.8760833333,6.72825
379.07,4.15608333333,8.34589583333,5.56633333333,5.31283333333,4.86808333333,7.01966666666,6.27433333333,5.55691666667,4.67341666667,11.9630833333,6.79991666667
379.44,4.15566666667,8.37568229166,5.54891666666,5.32325,4.85,7.02158333334,6.24216666667,5.59066666667,4.6705,11.9725,6.8075
379.80,4.14208333333,8.36899999999,5.54691666667,5.31583333333,4.78525,7.03425,6.23741666667,5.59358333333,4.70558333333,11.9778333333,6.8015
380.16,4.16441666667,8.40557812501,5.61333333333,5.38475,4.76125,7.047,6.28308333333,5.60675,4.72925,12.0430833333,6.84258333333
380.52,4.17983333333,8.44039062499,5.61416666667,5.39016666667,4.72708333333,6.97316666667,6.26758333333,5.58416666667,4.754,12.0676666667,6.82825
380.88,4.17066666667,8.47098437501,5.61991666667,5.419,4.73775,6.98491666667,6.26158333334,5.56991666667,4.74558333334,12.1245833333,6.81983333333
381.24,4.05341666667,8.36639062499,5.50408333333,5.31658333333,4.61875,6.8595,6.14608333333,5.44691666667,4.61875,12.0539166667,6.6895
381.61,3.9365,8.30000520833,5.40675,5.2435,4.54625,6.77675,6.054,5.371,4.56008333334,11.9616666667,6.57983333333
381.97,3.83191666667,8.22106250001,5.29116666667,5.17108333333,4.42808333333,6.67508333333,5.94983333333,5.26383333333,4.45041666667,11.91,6.47858333333
382.33,3.76133333333,8.14234375001,5.25825,5.14375,4.3315,6.60708333333,5.86325,5.18141666667,4.35125,11.8736666667,6.37658333333
382.69,3.78233333333,8.16417708334,5.31566666666,5.12525,4.32966666667,6.61308333333,5.87691666667,5.18266666667,4.38475,11.8760833333,6.39425
383.05,3.70925,8.08581770833,5.27841666666,5.10058333333,4.25241666666,6.574,5.775,5.12491666667,4.3225,11.8775,6.33083333333
383.41,3.6805,8.06063541667,5.311,5.07966666667,4.209,6.55733333333,5.73925,5.08908333333,4.29866666667,11.8620833333,6.27925
383.77,3.68325,8.09140104168,5.3185,5.10858333333,4.25158333333,6.54975,5.727,5.09091666667,4.27033333333,11.9140833333,6.27625
384.14,3.66758333333,8.07607812499,5.31475,5.06391666666,4.26208333333,6.55275,5.66241666667,5.07591666666,4.25608333333,11.9533333333,6.24933333333
384.50,3.67341666667,8.09495833332,5.34125,5.06383333334,4.28316666667,6.56416666667,5.65916666667,5.09566666667,4.24883333333,11.9635833333,6.2635
384.86,3.6735,8.07695312501,5.36325,5.068,4.27383333333,6.56341666667,5.67608333333,5.11525,4.24516666666,11.9828333333,6.28983333334
385.22,3.69466666666,8.08310416666,5.41191666667,5.06925,4.317,6.60191666666,5.70141666666,5.1245,4.266,12.0525,6.31925
385.58,3.66458333333,8.01596875001,5.38491666667,5.02916666666,4.25525,6.55875,5.68316666667,5.06333333333,4.1935,12.0328333333,6.29366666667
385.94,3.67966666667,8.04323958334,5.45325,5.02808333334,4.27383333334,6.57758333333,5.69641666666,5.09825,4.18533333333,12.06,6.29833333333
386.30,3.64591666667,8.02809375001,5.43991666667,5.01291666667,4.26725,6.52975,5.67125,5.09091666667,4.1865,12.0445833333,6.31716666666
386.66,3.60141666667,7.98130729166,5.39541666667,4.96333333333,4.23075,6.474,5.63333333333,5.03225,4.13241666667,12.0755833333,6.289
387.03,3.61758333333,7.97618749999,5.40816666667,4.955,4.23591666667,6.47575,5.65525,5.04941666667,4.11741666667,12.092,6.30558333333
387.39,3.6135,7.97946354166,5.4,4.97025,4.21741666666,6.45625,5.63883333333,5.0575,4.12258333334,12.1293333333,6.32558333333
387.75,3.67108333333,8.06358854166,5.515,5.01541666667,4.26341666667,6.50008333333,5.71541666667,5.13466666666,4.18816666667,12.244,6.39558333333
388.11,3.6815,8.09929687501,5.53025,5.04441666667,4.29158333333,6.4815,5.74425,5.12966666667,4.2105,12.2265833333,6.44
388.47,3.6505,8.07084895832,5.522,5.05183333333,4.2385,6.47625,5.70025,5.12091666666,4.177,12.2271666667,6.41016666667
388.83,3.59883333333,8.03635416668,5.48175,4.98658333333,4.15391666667,6.40925,5.60625,5.06575,4.10408333333,12.1985,6.3405
389.19,3.57025,8.01300520832,5.444,4.96658333334,4.09666666667,6.35616666667,5.56458333333,5.05491666667,4.0785,12.1728333333,6.31058333333
389.55,3.5835,8.05461979167,5.469,4.98566666667,4.10741666667,6.371,5.55558333333,5.08858333334,4.09575,12.2205,6.32558333333
389.91,3.54033333333,8.00089062501,5.39341666666,4.95425,4.03958333333,6.3065,5.459,5.03333333333,4.04691666667,12.1785,6.26216666666
390.27,3.50616666666,8.00970312501,5.37033333333,4.91041666667,3.97325,6.277,5.42616666666,4.98733333334,4.01058333333,12.18975,6.19091666667
390.63,3.49633333333,8.03424479166,5.378,4.93775,3.93808333333,6.25658333333,5.44191666667,4.96483333334,3.97525,12.2071666667,6.17508333333
391.00,3.52133333333,8.09694791667,5.4215,4.9715,3.95183333333,6.2475,5.461,4.967,3.98775,12.2685833333,6.2195
391.36,3.535,8.16286979167,5.4545,4.98641666666,3.99083333333,6.28258333333,5.51716666667,5.00358333333,4.018,12.3203333333,6.25683333333
391.72,3.51908333333,8.14364583334,5.43333333333,4.97741666667,3.95066666667,6.27,5.48108333333,4.96225,3.98775,12.2926666667,6.21908333333
392.08,3.48258333333,8.11919791666,5.39066666667,4.92733333333,3.88658333333,6.2265,5.42891666666,4.93825,3.93908333333,12.30325,6.13175
392.44,3.47641666667,8.16714062501,5.43041666667,4.91908333333,3.89675,6.24108333333,5.46266666667,4.94666666667,3.94041666667,12.3701666667,6.14091666667
392.80,3.46075,8.20268750001,5.47341666667,4.94283333333,3.91841666666,6.27533333333,5.50016666666,4.95491666667,3.97125,12.4168333333,6.18083333333
393.16,3.477,8.29288541666,5.54816666666,4.98616666666,3.93966666667,6.33108333333,5.53966666667,5.01508333334,3.99408333333,12.48925,6.2165
393.52,3.49575,8.355796875,5.62833333334,5.02716666667,3.97283333333,6.36308333334,5.57866666667,5.0585,4.02883333334,12.5413333333,6.24425
393.88,3.51391666667,8.44707812499,5.71433333333,5.07775,4.005,6.41791666667,5.65591666667,5.10766666667,4.08583333333,12.617,6.3035
394.24,3.56475,8.48015104166,5.80008333334,5.13316666667,4.0585,6.452,5.69266666667,5.1665,4.12283333334,12.6816666667,6.36191666666
394.60,3.61233333333,8.531515625,5.8585,5.13916666667,4.103,6.49583333333,5.70116666667,5.22133333333,4.17733333333,12.7366666667,6.42191666667
394.96,3.53083333333,8.48323437501,5.83608333333,5.09116666666,4.04975,6.44325,5.6545,5.16991666667,4.12558333333,12.7153333333,6.35033333333
395.32,3.49275,8.44247395834,5.85891666667,5.08241666666,3.99766666667,6.41541666667,5.60641666667,5.12733333333,4.107,12.7220833334,6.324
395.68,3.44216666667,8.43144791667,5.85075,5.04991666667,3.95033333334,6.38341666667,5.54716666667,5.11116666667,4.08075,12.7086666667,6.32916666667
396.04,3.4335,8.47030208334,5.901,5.06183333333,3.95408333333,6.40216666666,5.54158333333,5.13683333333,4.07933333333,12.7335833333,6.35566666666
396.40,3.43066666667,8.47468750001,5.93258333333,5.06241666666,3.93333333333,6.39466666667,5.50391666667,5.11625,4.08333333334,12.7680833333,6.3605
396.76,3.4415,8.50281770834,5.94216666667,5.06466666667,3.92883333333,6.39875,5.49225,5.13225,4.09966666667,12.80775,6.364
397.12,3.40975,8.45679687501,5.926,5.03166666667,3.89041666667,6.35883333334,5.45758333333,5.09425,4.07775,12.8260833333,6.343
397.48,3.41241666667,8.44340625,5.92491666667,5.03825,3.86583333333,6.35216666667,5.41716666667,5.08266666667,4.079,12.8639166667,6.37358333334
397.84,3.5025,8.49848958333,6.01366666666,5.10116666667,3.92858333334,6.40583333333,5.46458333333,5.15291666666,4.12591666667,12.9896666667,6.43675
398.20,3.49583333333,8.53430729167,6.02175,5.12033333333,3.92908333333,6.42066666667,5.47341666666,5.16641666667,4.11566666667,13.0479166667,6.4625
398.56,3.486,8.532859375,6.04983333334,5.139,3.90175,6.42416666667,5.43916666667,5.17216666667,4.09508333333,13.0741666667,6.43825
398.92,3.53291666667,8.57539062499,6.11116666667,5.16275,3.9285,6.48133333333,5.45025,5.21833333333,4.132,13.14775,6.48866666667
399.28,3.51,8.56739062499,6.10241666667,5.12741666666,3.86958333333,6.45283333334,5.40633333333,5.20233333333,4.07458333334,13.1699166667,6.46375
399.64,3.45766666667,8.54051041667,6.06566666667,5.09666666667,3.81875,6.41766666667,5.35133333333,5.15866666667,3.99533333334,13.17175,6.38791666667
400.00,3.45758333333,8.53960416666,6.11766666667,5.12666666667,3.81083333333,6.43483333333,5.36308333334,5.18366666667,4.00325,13.2326666666,6.42233333333
400.36,3.44991666667,8.54206250001,6.11441666667,5.10791666667,3.80608333333,6.41758333333,5.36508333333,5.21883333334,4.00033333333,13.2455,6.42958333333
400.72,3.488,8.58279687501,6.18566666667,5.13625,3.81825,6.44508333333,5.38425,5.26108333333,4.0245,13.3250833333,6.48041666667
401.08,3.51583333333,8.62058333334,6.24808333333,5.17908333333,3.83408333334,6.47666666667,5.39033333333,5.29941666666,4.04766666667,13.3705833333,6.49275
401.44,3.473,8.59536458334,6.265,5.14441666667,3.80058333333,6.439,5.37066666667,5.26491666667,4.01891666666,13.3435,6.42141666667
401.80,3.43025,8.58275520834,6.27933333333,5.12433333333,3.77891666667,6.40783333333,5.3325,5.23116666667,3.998,13.3455,6.40866666667
402.16,3.42641666667,8.58342708334,6.31133333333,5.11633333333,3.75358333333,6.39633333333,5.30433333333,5.195,3.98483333333,13.3899166667,6.41316666667
402.52,3.42008333334,8.60501562501,6.36708333333,5.12058333333,3.75775,6.39783333333,5.32575,5.19191666666,4.00783333334,13.417,6.43083333334
402.88,3.48333333334,8.68660416667,6.43958333333,5.18175,3.80483333333,6.44975,5.38516666667,5.26341666666,4.07058333333,13.4933333333,6.47616666667
403.24,3.51525,8.73205729166,6.48541666666,5.21458333333,3.86775,6.4645,5.43308333333,5.29408333333,4.10483333333,13.5551666666,6.50908333333
403.60,3.57016666667,8.79955208334,6.56633333333,5.26583333334,3.91483333333,6.49208333333,5.50891666667,5.33608333333,4.19541666667,13.6236666667,6.59333333333
403.95,3.60883333333,8.85746874999,6.60391666667,5.27375,3.931,6.51175,5.51641666667,5.34716666667,4.22383333333,13.6889166667,6.60125
404.31,3.60283333333,8.84580729167,6.62158333333,5.27741666667,3.92491666667,6.49575,5.49441666667,5.30983333333,4.20466666667,13.682,6.56875
404.67,3.49991666667,8.74845312501,6.54733333334,5.19475,3.83716666666,6.39675,5.41791666667,5.20841666667,4.11008333333,13.6048333333,6.46591666667
405.03,3.46316666667,8.72186458334,6.551,5.16816666667,3.815,6.3605,5.391,5.1385,4.07758333334,13.6159166667,6.45508333333
405.39,3.47191666666,8.76251562499,6.56775,5.17583333333,3.79916666667,6.368,5.393,5.14175,4.08308333333,13.6709166667,6.47666666667
405.75,3.44783333333,8.76732812501,6.56641666667,5.1615,3.74741666667,6.35483333333,5.36225,5.12375,4.06283333333,13.6691666667,6.453
406.11,3.42966666667,8.75426562499,6.555,5.1435,3.72116666666,6.34291666667,5.32316666667,5.12225,4.0355,13.65275,6.41141666667
406.47,3.42291666667,8.760921875,6.57016666667,5.1565,3.73158333333,6.35025,5.33266666667,5.12141666667,4.01933333333,13.72,6.3935
406.83,3.348,8.68873437501,6.53566666666,5.10325,3.65808333334,6.27125,5.25891666667,5.0425,3.94216666667,13.66,6.3225
407.19,3.36033333334,8.69315625,6.5965,5.10333333333,3.64916666666,6.26666666666,5.23741666667,5.0485,3.93775,13.6694166667,6.3215
407.55,3.352,8.66738541667,6.61508333333,5.09183333333,3.63283333333,6.25366666667,5.20308333333,5.03958333333,3.90975,13.7073333333,6.28925
407.90,3.30241666667,8.65227083332,6.62191666667,5.06983333333,3.613,6.22741666667,5.17716666667,5.0185,3.869,13.707,6.28116666667
408.26,3.3025,8.69242708333,6.69333333333,5.08358333333,3.62241666666,6.27175,5.18416666667,5.05675,3.869,13.7804166667,6.33708333334
408.62,3.37116666667,8.79059895832,6.79808333333,5.16758333333,3.68916666667,6.33833333333,5.24241666667,5.14433333334,3.94575,13.8936666667,6.407
408.98,3.40858333333,8.86085937499,6.83975,5.2225,3.72258333333,6.39116666666,5.28633333333,5.22441666667,3.99083333333,13.97225,6.45091666666
409.34,3.43508333333,8.90358854167,6.89366666667,5.27283333333,3.77616666667,6.41991666667,5.30625,5.28058333333,4.01533333333,14.04875,6.48975
409.70,3.442,8.92531770833,6.93316666667,5.28858333333,3.82558333333,6.43033333333,5.32308333333,5.31275,4.025,14.11175,6.50591666667
410.06,3.45783333333,8.96068229168,6.99991666667,5.3025,3.86625,6.44375,5.36683333333,5.34075,4.06916666667,14.19275,6.547
410.42,3.42016666667,8.94292708332,6.95725,5.26558333333,3.82691666667,6.39058333333,5.31058333333,5.32075,4.0415,14.1629166667,6.5185
410.77,3.42416666667,8.99450000001,7.00175,5.26558333333,3.849,6.40083333333,5.32525,5.35633333333,4.05891666666,14.2114166667,6.53208333333
411.13,3.42516666667,9.03927604168,7.00866666667,5.291,3.85866666667,6.41658333333,5.33541666667,5.37175,4.0785,14.2620833333,6.53916666667
411.49,3.41791666667,9.09930729167,7.05258333333,5.31716666667,3.869,6.42425,5.33308333333,5.38758333333,4.07416666667,14.31175,6.54033333333
411.85,3.41058333333,9.080453125,7.062,5.32141666667,3.85158333334,6.41358333333,5.33016666666,5.37716666667,4.05775,14.34475,6.529
412.21,3.41658333333,9.10916666666,7.05133333334,5.32166666667,3.82925,6.38266666667,5.33025,5.36108333333,4.04316666666,14.3669166666,6.503
412.57,3.43441666667,9.15247395833,7.07766666667,5.32541666667,3.83775,6.3755,5.31958333334,5.35266666666,4.01883333333,14.3939166667,6.49458333333
412.92,3.43041666667,9.16704166667,7.12458333333,5.31983333333,3.82925,6.3575,5.3135,5.35258333333,4.00608333333,14.4188333333,6.5065
413.28,3.4185,9.20092708333,7.1715,5.30533333333,3.81008333333,6.36458333334,5.31041666667,5.33533333333,3.98491666667,14.4523333334,6.48091666667
413.64,3.45025,9.240859375,7.22466666667,5.33858333333,3.81475,6.38883333333,5.33775,5.34125,4.00641666667,14.5054166666,6.49158333333
414.00,3.436,9.27391666667,7.26125,5.34808333333,3.79058333334,6.39283333334,5.33616666667,5.34641666667,3.99925,14.5164166667,6.48333333333
414.36,3.45666666666,9.32447916667,7.33275,5.36791666667,3.80025,6.42125,5.36375,5.3805,4.0195,14.5960833333,6.49075
414.72,3.433,9.32415104167,7.34733333333,5.37325,3.78125,6.40108333334,5.33591666666,5.34275,4.01891666666,14.66725,6.49633333333
415.07,3.3975,9.321953125,7.34575,5.346,3.74258333333,6.37925,5.30541666667,5.31675,3.987,14.69675,6.46608333333
415.43,3.38691666667,9.31277604167,7.35016666667,5.333,3.73733333334,6.37766666667,5.31425,5.31158333333,3.96916666667,14.7370833333,6.48133333333
415.79,3.40225,9.34110937501,7.3995,5.3455,3.7325,6.39866666667,5.31083333334,5.32141666666,3.99058333333,14.7973333333,6.49983333334
416.15,3.39175,9.35004166666,7.43916666666,5.37175,3.72841666666,6.41658333333,5.31183333333,5.33158333333,4.02275,14.87325,6.51125
416.51,3.33416666667,9.305,7.43416666667,5.33658333333,3.681,6.39125,5.26125,5.29616666667,3.98808333333,14.88175,6.48616666667
