wavelength,Back_ThrEpif,Belly_ThrEpif,Breast_ThrEpif,Crissum_ThrEpif,Crown_ThrEpif,DorTail_ThrEpif,Patch10_ThrEpif,Patch11_ThrEpif,Rump_ThrEpif,Throat_ThrEpif,WingTip_ThrEpif
294.86,9.10322222222,13.2386666667,13.7763333334,14.3976666667,11.2425555556,9.14505555556,9.06322222223,23.537,12.6291111111,14.621,9.04333333333
295.23,9.03511111111,13.072,13.8177777778,14.46,11.0533333333,8.8025,8.89288888888,23.7562222222,12.5336666667,14.5328888889,8.78511111111
295.60,9.12288888889,13.2276666667,13.7447777778,14.6363333333,11.0634444444,8.78933333333,8.82944444444,24.225,12.8462222222,14.7611111111,8.79277777778
295.97,9.41477777778,13.4437777778,14.1084444444,14.9405555556,11.265,8.84494444444,9.06877777778,24.7017777778,13.1918888889,15.2381111111,8.90777777778
296.34,9.71844444444,13.7651111111,14.2978888889,15.2924444444,11.5088888889,8.95605555556,9.24300000001,25.2367777778,13.6097777778,15.5556666667,9.098
296.71,10.2365555555,14.3448888889,14.8768888889,15.9634444444,12.0998888889,9.47305555556,9.78966666667,25.9846666666,14.3351111111,16.2182222222,9.55455555556
297.08,10.3322222222,14.6597777778,15.1695555556,16.1505555555,12.1883333333,9.55961111111,9.90255555555,26.4314444444,14.5507777778,16.4036666667,9.60755555555
297.45,10.4472222222,14.6527777778,15.5517777778,16.3395555555,12.2483333333,9.70544444444,10.1327777778,26.736,14.5321111111,16.7557777778,9.73255555556
297.82,10.2437777778,14.317,15.5816666667,16.1758888889,12.0864444444,9.2585,9.97377777778,26.804,14.3647777778,16.7668888889,9.44933333333
298.19,10.2028888889,14.2415555555,15.7133333333,16.1481111111,11.9677777778,9.21583333333,9.87422222222,27.0724444444,14.3477777778,16.8435555555,9.22055555556
298.56,10.0797777778,13.9794444444,15.6598888889,15.9666666667,11.8061111111,9.10927777778,9.65555555554,27.0124444445,14.2731111111,16.8413333333,8.90522222222
298.93,10.0711111111,14.0175555556,15.8112222222,16.0504444445,11.9811111111,9.09166666667,9.5598888889,27.4804444444,14.3995555556,17.1532222222,8.93566666667
299.30,10.2384444444,14.2736666667,16.0392222222,16.2928888889,12.2712222222,9.24061111111,9.86655555555,27.7862222222,14.6253333333,17.4665555556,9.102
299.67,10.3306666667,14.3613333333,16.3803333334,16.5746666666,12.339,9.22561111111,9.78244444444,27.7898888889,14.5974444444,17.5392222222,9.21366666667
300.04,10.3227777778,14.712,16.5501111111,16.8513333333,12.5085555555,9.31972222222,9.95011111111,28.2632222222,14.8087777778,17.6252222222,9.46288888889
300.41,10.4803333333,14.918,16.8068888889,17.0614444444,12.664,9.4916111111,10.2257777778,28.7441111111,15.0582222222,17.8653333333,9.53588888888
300.78,10.3056666667,15.0135555555,17.0123333334,17.0844444444,12.8058888889,9.28933333333,10.2523333333,28.9862222222,15.0935555555,18.0687777778,9.37466666668
301.15,10.2977777778,14.8056666667,17.0327777778,17.087,12.7647777778,9.12833333333,10.2707777778,29.019,15.0536666667,18.1788888889,9.13588888889
301.52,10.7125555556,15.3123333333,17.2508888889,17.4424444444,13.2801111111,9.3231111111,10.5286666667,29.4875555556,15.6406666667,18.4468888889,9.37966666668
301.89,11.0015555556,15.8273333333,17.4825555555,17.9053333333,13.5455555556,9.70422222223,10.8097777778,30.0065555556,16.1285555556,18.7115555556,9.52233333333
302.26,10.9743333334,15.9445555556,17.2444444444,17.9863333333,13.4301111111,9.42427777777,10.7245555556,30.0067777778,16.0186666667,18.4313333333,9.3308888889
302.63,11.076,16.263,17.394,18.3652222222,13.498,9.2993888889,10.9123333333,30.5797777778,16.142,18.5171111111,9.286
303.00,11.3026666667,16.688,17.5517777778,18.6538888889,13.5848888889,9.4011111111,11.1385555556,30.9688888889,16.4966666667,18.7086666667,9.34444444445
303.37,11.7925555556,17.1698888889,18.0434444445,19.136,14.0953333333,9.83422222223,11.5615555556,31.794,17.0758888889,19.2454444444,9.89711111111
303.74,11.7143333333,17.3525555556,18.1176666667,19.0521111111,14.1273333333,10.0108333333,11.6906666667,32.5723333333,17.329,19.4738888889,9.79433333333
304.10,11.7986666667,17.2825555556,18.2442222222,19.2022222222,14.1432222222,10.1376666667,11.7588888889,32.9437777778,17.3702222222,19.6151111111,9.67655555555
304.47,11.9375555556,17.4392222222,18.5728888889,19.4275555556,14.4008888889,10.3567777778,11.8895555556,33.3054444445,17.639,19.9265555555,9.78977777777
304.84,11.9907777778,17.4023333334,18.4967777778,19.3928888889,14.1391111111,10.1099444444,11.792,33.6536666667,17.5643333333,19.6928888889,9.58266666667
305.21,11.9717777778,17.436,18.2518888889,19.2141111111,13.9935555555,10.0394444444,11.8054444444,33.7922222222,17.6592222222,19.4898888889,9.34111111111
305.58,11.6023333333,17.1762222222,18.1991111111,19.0148888889,13.7214444445,9.65377777777,11.6224444445,33.6378888889,17.3872222222,19.2221111111,8.86211111111
305.95,11.8173333333,17.4177777778,18.5852222222,19.2996666667,13.9806666667,9.76205555557,11.6253333333,34.2353333333,17.7523333333,19.3241111111,8.95577777778
306.32,11.9933333333,17.543,19.0877777778,19.531,14.1644444444,9.97083333333,11.8307777778,34.7074444444,18.2175555556,19.5348888889,9.123
306.69,12.3927777778,17.9888888889,19.7071111111,19.8812222222,14.5723333333,10.1548333333,12.1985555555,35.3752222222,18.664,20.0105555556,9.52622222222
307.06,12.1862222222,17.8136666667,19.8201111111,19.7284444444,14.5764444444,9.8221111111,12.0105555556,35.3997777778,18.4851111111,19.8203333333,9.22066666667
307.43,12.0858888889,17.8913333333,19.7218888889,19.6822222222,14.3327777778,9.50233333333,11.987,35.7147777778,18.2557777778,19.7733333333,8.86022222222
307.80,12.3258888889,18.1083333333,19.9441111111,19.8625555555,14.5922222222,9.51227777777,12.3257777778,36.0305555556,18.512,19.8778888889,8.95322222222
308.17,12.4957777778,18.348,20.0724444444,20.0387777778,14.9927777778,9.6145,12.675,36.4123333333,18.7324444445,20.0537777778,9.13288888889
308.54,12.65,18.4293333333,20.1127777778,20.1452222222,15.0881111111,9.76222222223,12.8376666667,36.6347777778,18.7653333333,20.0406666667,8.88966666667
308.90,12.4762222222,18.2955555555,19.9502222222,20.002,14.941,9.79933333333,12.7795555555,36.7152222222,18.7954444444,19.9745555556,8.73933333333
309.27,12.2843333333,18.4853333333,20.0653333333,20.1253333333,15.1913333333,9.91933333333,12.5976666667,37.047,18.8887777778,20.0653333333,8.701
309.64,12.23,18.6102222222,19.8357777778,20.1882222222,15.0465555556,9.85483333333,12.4756666667,37.5757777778,18.8978888889,20.0005555555,8.51755555556
310.01,12.1542222222,18.758,19.689,20.148,15.047,9.88644444443,12.5824444444,37.9846666667,18.8955555555,20.0294444444,8.47466666667
310.38,12.0871111111,18.9733333333,19.5606666667,20.2,15.0666666666,9.6658888889,12.5887777778,38.421,18.9426666667,20.1602222222,8.35766666667
310.75,11.9782222222,18.9935555556,19.4257777778,20.1068888889,15.0301111111,9.662,12.6354444444,38.6713333333,18.9756666667,20.1336666667,8.23655555556
311.12,11.8708888889,18.9282222222,19.296,20.1151111111,14.9424444444,9.65416666667,12.7137777778,38.9395555556,18.9874444444,20.2635555556,8.15822222222
311.49,12.0471111111,19.2207777778,19.7392222222,20.5304444444,15.3924444444,9.966,12.9422222222,39.52,19.5347777778,20.6786666667,8.34077777778
311.85,12.3378888889,19.3293333333,19.828,20.7862222222,15.6554444444,10.2221666667,13.1812222222,39.8088888889,19.7984444444,20.851,8.51033333334
312.22,12.164,19.4557777778,19.7695555556,20.8072222222,15.5581111111,9.97055555557,13.09,39.9372222222,19.857,20.7921111111,8.25711111111
312.59,12.0026666667,19.63,19.8687777778,20.9076666667,15.6307777778,9.89316666667,13.1611111111,40.2494444444,20.0435555555,20.8617777778,8.35933333334
312.96,12.0695555556,19.9,20.0225555556,21.0973333333,15.8716666667,9.85727777777,13.2541111111,40.5636666666,20.0886666667,21.1506666667,8.31755555556
313.33,12.2206666667,19.9422222222,20.209,21.2027777778,15.7967777778,9.60777777777,13.5166666667,40.7718888889,20.0388888889,21.2446666667,8.26188888889
313.70,12.2671111111,20.1314444444,20.432,21.2612222222,15.9333333333,9.66105555557,13.661,40.8144444444,20.1744444445,21.3963333333,8.28711111111
314.07,12.0008888889,20.05,20.3613333333,21.2344444445,15.8276666667,9.4176111111,13.6892222222,40.689,20.1515555555,21.214,8.13377777778
314.43,11.8482222222,19.9686666667,20.5843333333,21.2971111111,15.8128888889,9.53033333333,13.8272222222,40.9145555556,20.1913333334,21.2971111111,8.11333333333
314.80,11.9084444445,19.9735555555,20.7348888889,21.5965555556,15.8836666667,9.64566666667,14.0174444445,41.3342222222,20.3633333333,21.4035555555,8.11155555556
315.17,12.2792222222,20.4571111111,21.1922222222,21.9346666667,16.3518888889,10.0445555556,14.5358888889,41.9005555556,20.8465555555,21.8292222222,8.51622222222
315.54,11.7816666667,20.1333333333,20.7374444444,21.5223333333,15.9555555555,9.88416666667,14.3163333333,41.6298888889,20.4906666667,21.607,8.10111111111
315.91,11.5311111111,20.2978888889,20.7892222222,21.622,15.9351111111,9.65394444444,14.3222222222,41.9311111111,20.6167777778,21.6594444444,8.02388888889
316.28,11.7995555556,20.4913333333,21.0332222222,21.6805555556,16.044,9.79788888889,14.4596666667,42.394,20.8638888889,21.8234444444,8.09344444445
316.64,11.9778888889,20.7046666667,21.3517777778,21.7755555555,16.1178888889,9.62938888889,14.5737777778,42.7225555556,20.9694444444,21.8401111111,8.01544444444
317.01,12.5094444444,21.1697777778,22.0283333333,22.3474444444,16.5831111111,10.1422222222,15.2871111111,43.6768888889,21.7396666667,22.2374444444,8.59566666667
317.38,12.9541111111,21.891,22.6677777778,22.9723333333,17.2303333334,10.8633888889,15.8023333333,44.7148888889,22.561,22.9152222222,9.249
317.75,13.5717777778,22.57,23.3111111111,23.659,17.855,11.2372777778,16.445,45.6976666667,23.4678888889,23.6627777778,9.9878888889
318.12,13.7956666667,22.7266666667,23.6818888889,23.7128888889,17.9355555556,11.2382777778,16.5183333333,46.1853333333,23.5895555556,24.0055555555,9.89022222221
318.49,14.2283333334,23.0906666667,23.802,23.8056666667,18.1488888889,11.2468333333,16.8331111111,46.2956666667,23.6755555556,24.1194444444,10.0323333333
318.85,14.7586666667,23.8372222222,24.3924444444,24.178,18.7697777778,11.6679444444,17.2427777778,46.8595555556,24.2928888889,24.7597777778,10.3607777778
319.22,14.8741111111,23.9335555556,24.4707777778,24.3972222222,18.8222222222,11.7561111111,17.2964444444,47.1526666667,24.4435555556,24.8917777778,10.2534444444
319.59,15.3365555555,24.2766666667,24.8476666667,24.5756666667,19.1426666666,11.8160555556,17.717,47.629,24.7661111111,24.9915555556,10.416
319.96,15.3637777778,24.5813333333,25.3208888889,24.5734444444,19.3193333333,11.7450555556,17.8522222222,48.032,24.6752222222,25.0901111111,10.3091111111
320.32,15.4485555556,24.7716666667,25.646,24.7597777778,19.6688888889,12.0831666667,18.1306666667,48.3288888889,24.8536666667,25.283,10.5254444444
320.69,15.2571111111,24.7664444444,25.5908888889,24.7821111111,19.7134444445,12.0590555556,18.0447777778,48.6611111111,24.8526666667,25.4768888889,10.4673333333
321.06,14.8003333333,24.6203333333,25.2127777778,24.4515555555,19.4355555555,11.5470555556,17.5634444444,48.4477777778,24.5103333333,25.1145555556,9.96522222222
321.43,14.6762222222,24.4146666667,24.9873333333,24.301,19.5005555556,11.2089444444,17.5667777778,48.3507777778,24.4027777778,25.0894444444,9.63655555555
321.80,14.362,24.2934444444,25.037,24.2076666667,19.4425555556,10.9827222222,17.5895555556,48.684,24.2077777778,24.9826666667,9.34344444444
322.16,14.7148888889,24.7234444444,25.2652222222,24.4928888889,19.8555555556,11.3283888889,18.0305555555,48.9513333334,24.5313333333,25.4263333333,9.64711111111
322.53,14.5647777778,24.7048888889,25.4055555556,24.7201111111,19.9908888889,11.4825,18.0753333333,49.4554444445,24.8,25.6186666667,9.50433333334
322.90,14.3147777778,24.4362222222,25.2127777778,24.6265555556,19.7992222222,11.2958333333,18.048,49.2943333333,24.5855555555,25.3884444444,9.25555555556
323.27,14.3368888889,24.628,25.2304444444,24.6713333333,19.878,11.2090555556,18.0201111111,49.4773333333,24.5553333333,25.3647777778,9.24966666667
323.63,13.9825555556,24.6228888889,25.2072222222,24.7185555556,19.7717777778,10.8315,17.7572222222,49.3237777778,24.4635555556,25.1648888889,8.94755555556
324.00,14.1256666667,24.8553333333,25.3234444445,25.1117777778,19.9777777778,11.0851666667,18.0177777778,49.8456666667,24.9141111111,25.5038888889,9.00566666667
324.37,14.1362222222,25.0643333334,25.4574444444,25.2642222222,19.9084444445,10.9974444444,18.042,50.1218888889,25.1863333333,25.6096666667,8.79744444444
324.74,14.2275555556,25.108,25.4536666666,25.2792222222,19.6626666667,10.9795,18.1835555555,50.0444444445,25.1211111111,25.5098888889,8.54166666667
325.10,14.3062222222,25.3245555556,25.5904444444,25.4975555555,19.8315555556,11.1686666667,18.5013333333,50.0722222222,25.3213333333,25.7891111111,8.57933333333
325.47,14.4034444444,25.5427777778,25.787,25.7462222222,19.6754444444,11.169,18.6323333333,50.34,25.5364444444,25.8464444444,8.627
325.84,14.1951111111,25.3953333333,25.6971111111,25.5802222222,19.52,11.028,18.452,50.3568888889,25.4816666667,25.7153333333,8.27322222222
326.21,14.3013333334,25.5065555555,25.9806666667,25.7406666667,19.5787777778,11.0488888889,18.6431111111,50.746,25.4915555556,25.683,8.24911111111
326.57,14.551,25.7974444445,26.1616666667,25.9751111111,19.8566666667,11.3035555556,18.9267777778,50.978,25.7583333333,25.942,8.47477777778
326.94,14.2272222222,25.6246666667,25.9803333333,25.7391111111,19.5581111111,10.9377222222,18.7145555556,51.1586666667,25.6154444444,25.7482222222,8.18477777778
327.31,14.2533333333,25.7893333333,26.1807777778,25.8015555556,19.5961111111,10.8592222222,18.8768888889,51.4844444444,25.8167777778,25.7526666667,8.06922222222
327.67,14.5843333333,26.1018888889,26.4236666667,25.9594444445,19.8086666667,11.178,19.2834444444,52.0218888889,26.1598888889,26.1048888889,8.40322222222
328.04,14.5324444445,25.9046666667,26.3265555556,25.7163333333,19.6477777778,10.9896666667,19.2592222222,51.8336666667,26.0626666667,25.9744444445,8.34844444444
328.41,14.5098888889,25.7954444445,26.4314444444,25.8227777778,19.6737777778,10.9261111111,19.3557777778,52.0404444445,26.0922222222,25.988,8.373
328.78,14.634,25.9423333333,26.6803333333,26.0537777778,20.0858888889,10.9369444444,19.7184444444,52.4375555555,26.4518888889,26.1768888889,8.64133333333
329.14,14.5634444445,25.9028888889,26.7574444444,25.9278888889,19.903,10.7401666667,19.5585555555,52.6698888889,26.3473333334,25.928,8.50088888889
329.51,14.5704444444,25.8207777778,26.8536666667,25.7511111111,19.9222222222,10.7794444444,19.578,52.8134444445,26.3862222222,25.8742222222,8.34988888889
329.88,14.971,26.1457777778,27.2007777778,26.0725555556,20.2205555555,11.1858333333,19.9814444444,53.1013333333,26.6813333333,26.1171111111,8.54855555556
330.24,14.7347777778,26.0254444444,27.0282222222,25.9323333333,20.1013333333,10.9572777778,19.8736666667,52.9636666667,26.7844444444,26.054,8.33666666667
330.61,14.5006666666,25.8865555556,27.0556666667,25.8322222222,19.9413333333,10.5632222222,19.7017777778,52.7315555556,26.6594444444,25.8576666667,8.03133333333
330.98,14.778,26.4027777778,27.548,26.2504444444,20.4175555556,10.9048333333,20.0051111111,53.0116666667,27.0021111111,26.2792222222,8.20877777778
331.34,14.7794444444,26.4936666667,27.6716666666,26.2934444444,20.4975555556,11.1145,20.1317777778,52.8998888889,27.0466666667,26.4904444444,8.24577777778
331.71,14.7643333333,26.5924444444,27.8564444444,26.4256666667,20.5408888889,11.1064444444,20.1978888889,52.9223333333,27.0932222222,26.4935555556,8.06377777778
332.08,14.8036666667,26.8821111111,28.109,26.5768888889,20.6567777778,11.1918888889,20.2721111111,53.0044444445,27.3002222222,26.6684444444,7.94033333333
332.44,15.0596666667,27.1607777778,28.2202222222,26.589,20.886,11.2674444444,20.4705555556,53.13,27.5188888889,26.944,7.94522222222
332.81,15.2827777778,27.416,28.3821111111,26.639,21.0848888889,11.6516666667,20.5323333333,53.2482222222,27.7911111111,27.2296666667,8.04155555555
333.18,15.474,27.7646666667,28.5248888889,26.8967777778,21.465,11.9353333333,20.8153333333,53.4787777778,28.152,27.622,8.17533333333
333.54,15.4102222222,28.0146666667,28.5746666667,27.044,21.5588888889,11.977,20.8178888889,53.5771111111,28.1755555556,27.673,8.09855555556
333.91,15.4621111111,28.1622222222,28.6287777778,27.1161111111,21.555,11.8107222222,20.7378888889,53.6331111111,28.1906666666,27.7043333333,8.10011111111
334.28,15.7323333333,28.4237777778,28.8035555556,27.4231111111,21.8535555555,12.1687777778,20.9386666667,53.8202222222,28.4126666667,28.08,8.37477777778
334.64,15.8292222222,28.6507777778,28.796,27.4192222222,21.9403333333,12.2946666667,21.0506666667,53.9874444444,28.4948888889,28.1278888889,8.36911111111
335.01,15.7734444444,28.6361111111,28.6792222222,27.3102222222,21.7561111111,12.2630555556,20.988,53.855,28.4177777778,27.9325555555,8.37566666667
335.38,15.9223333333,28.8863333334,28.9131111111,27.5343333333,21.869,12.2597222222,21.1645555556,54.2837777778,28.7042222222,28.0804444444,8.49022222222
335.74,15.8487777778,28.8533333333,28.8293333333,27.4538888889,21.7975555556,12.0555555556,21.0962222222,54.3525555556,28.6831111111,28.1175555555,8.36255555556
336.11,15.8764444444,28.8073333333,28.7704444444,27.4686666667,21.8146666667,12.0092222222,21.0913333333,54.5035555555,28.7336666667,27.9866666667,8.33144444445
336.47,15.9597777778,28.9567777778,28.9593333333,27.5795555555,21.9013333333,12.1533333333,21.1162222222,54.6582222222,28.7011111111,28.1348888889,8.44277777778
336.84,15.8113333333,29.0058888889,28.9153333334,27.5902222222,21.8391111111,11.8951666667,21.1014444444,54.7816666667,28.5918888889,28.0068888889,8.23833333334
337.21,15.8665555555,29.0927777778,29.149,27.6765555555,21.8766666667,11.8959444444,21.3053333333,54.8334444444,28.6575555555,28.1068888889,8.24055555555
337.57,15.808,29.015,29.081,27.6864444444,21.9021111111,11.7336111111,21.3611111111,54.7274444445,28.5476666667,28.1131111111,8.233
337.94,15.9678888889,29.0971111111,29.2385555556,27.7348888889,22.1136666666,11.7962777778,21.5257777778,54.7657777778,28.782,28.3252222222,8.26022222222
338.31,15.9888888889,29.1745555555,29.3714444445,27.7487777778,22.1087777778,11.5387222222,21.5332222222,54.8314444445,28.8314444444,28.2231111111,8.13355555556
338.67,16.1005555556,29.3401111111,29.5435555556,27.8668888889,22.2724444444,11.6320555556,21.7228888889,54.986,29.0163333333,28.5044444444,8.3
339.04,16.4854444444,29.663,29.9934444444,28.272,22.7325555556,11.769,22.1898888889,55.4204444444,29.4678888889,28.9475555556,8.53144444444
339.40,16.3945555555,29.526,29.8914444444,28.2238888889,22.677,11.6292777778,22.1574444444,55.2846666667,29.3795555555,28.9046666667,8.32022222222
339.77,16.5174444444,29.7052222222,30.0747777778,28.4713333333,22.8406666667,11.914,22.3008888889,55.3733333333,29.5278888889,29.0375555556,8.52977777778
340.14,16.618,29.9408888889,30.1482222222,28.6044444444,22.9245555556,12.0351111111,22.4053333333,55.4923333333,29.634,29.3071111111,8.60644444445
340.50,16.4982222222,29.9544444444,29.9663333333,28.5713333333,22.8185555556,12.1306666667,22.4364444444,55.3006666667,29.6824444445,29.1727777778,8.54022222222
340.87,16.5986666667,29.954,30.1376666667,28.6874444444,22.8587777778,12.1545555556,22.4318888889,55.2384444445,29.7678888889,29.2981111111,8.60922222222
341.23,16.4974444445,29.8284444444,30.1054444444,28.6168888889,22.769,12.0767777778,22.298,55.1177777778,29.696,29.1917777778,8.35866666666
341.60,16.5655555555,29.9271111111,30.2091111111,28.6678888889,22.8072222222,12.1293888889,22.3653333333,55.2077777778,29.9271111111,29.4223333333,8.37455555555
341.96,16.4411111111,29.9473333333,30.1706666667,28.694,22.743,12.1620555556,22.3686666667,55.165,29.8892222222,29.438,8.27866666667
342.33,16.427,30.1598888889,30.2994444444,28.8421111111,22.8133333333,12.3669444444,22.5568888889,55.3354444444,29.9556666667,29.5823333333,8.26288888889
342.70,16.3881111111,30.2736666667,30.4412222222,28.994,22.8292222222,12.3192777778,22.5687777778,55.3878888889,30.0426666667,29.576,8.09877777778
343.06,16.1983333333,30.1965555555,30.2813333333,28.8188888889,22.6391111111,12.1745555556,22.2935555556,55.1654444445,29.8533333333,29.4252222222,7.81377777778
343.43,16.3627777778,30.4364444444,30.588,28.9792222222,22.9333333333,12.3445,22.4152222222,55.2836666666,30.0347777778,29.6047777778,7.94433333333
343.79,16.3588888889,30.4491111111,30.6737777778,28.9316666667,23.0728888889,12.3577222222,22.4574444444,55.2122222222,30.0952222222,29.6223333333,7.84055555555
344.16,16.3108888889,30.4904444445,30.7417777778,29.0171111111,23.238,12.2812777778,22.5478888889,55.1554444444,30.0776666667,29.6665555556,7.75522222222
344.52,16.2253333333,30.6425555555,30.9418888889,29.1953333333,23.2747777778,12.0076111111,22.598,55.3561111111,30.1672222222,29.7661111111,7.53333333333
344.89,16.2194444444,30.8171111111,30.9963333333,29.2225555556,23.2808888889,11.9812777778,22.6651111111,55.5515555555,30.2224444444,29.8805555556,7.42633333333
345.25,16.2905555555,30.8574444445,31.0328888889,29.2466666667,23.4068888889,12.018,22.7257777778,55.7477777778,30.3225555555,29.9675555556,7.51533333333
345.62,16.415,31.0255555556,31.198,29.3848888889,23.5716666667,12.05,22.8084444444,55.9484444444,30.4183333333,30.0192222222,7.50377777778
345.99,16.4662222222,31.1618888889,31.3177777778,29.516,23.6497777778,12.0742222222,22.8685555555,56.0915555555,30.497,30.0145555556,7.49933333333
346.35,16.3907777778,31.1735555556,31.2798888889,29.5198888889,23.6904444444,11.9077222222,22.7657777778,55.9094444445,30.5174444445,29.9906666666,7.381
346.72,16.3768888889,31.203,31.3342222222,29.5017777778,23.6606666667,11.8335555556,22.7621111111,55.8557777778,30.442,30.0291111111,7.39411111111
347.08,16.2893333333,31.2227777778,31.4106666667,29.5508888889,23.7497777778,11.8632222222,22.8804444444,55.8357777778,30.5038888889,30.1192222222,7.41833333334
347.45,16.2188888889,31.1485555555,31.3788888889,29.5605555555,23.7287777778,11.8076666667,22.8061111111,55.6496666667,30.429,30.0626666667,7.34055555555
347.81,16.2993333334,31.2201111111,31.4306666667,29.6688888889,23.6977777778,11.6868888889,22.6958888889,55.7662222222,30.5424444444,30.0161111111,7.29733333333
348.18,16.3613333333,31.2678888889,31.5866666666,29.7428888889,23.7005555555,11.8177777778,22.7248888889,55.7836666667,30.6892222222,30.1401111111,7.356
348.54,16.6141111111,31.3762222222,31.8016666667,29.8761111111,24.0447777778,12.0044444444,22.8564444444,55.8063333334,30.8557777778,30.3353333333,7.55077777778
348.91,16.7735555556,31.4932222222,31.9732222222,30.0704444444,24.2884444444,12.1737777778,23.1128888889,55.7338888889,31.0135555555,30.4455555556,7.68677777778
349.27,17.013,31.7393333334,32.1234444444,30.254,24.5273333333,12.341,23.2778888889,55.5702222222,31.0697777778,30.5691111111,7.81488888889
349.64,17.2365555556,32.0113333333,32.3526666667,30.5551111111,24.8123333334,12.5532222222,23.424,55.5845555556,31.2811111111,30.8405555556,8.02055555556
350.00,17.3927777778,32.185,32.4808888889,30.667,24.9768888889,12.6211111111,23.5412222222,55.7323333333,31.4414444444,31.2073333333,8.09966666667
350.37,17.5785555556,32.346,32.6764444444,30.7301111111,25.0563333333,12.7299444444,23.5892222222,55.9207777778,31.6358888889,31.3726666667,8.20588888889
350.73,17.7081111111,32.4463333333,32.8583333333,30.8407777778,25.2303333333,12.9012777778,23.6268888889,56.1362222222,31.8738888889,31.5631111111,8.21666666667
351.10,17.9254444445,32.5908888889,33.0005555556,30.9207777778,25.4215555555,12.9972777778,23.6583333333,56.3585555556,32.0442222222,31.7736666667,8.22044444444
351.46,18.139,32.802,33.0796666667,30.9941111111,25.5404444444,13.0498888889,23.7963333333,56.3785555556,32.1745555556,31.9428888889,8.32633333333
351.83,18.3434444444,33.1212222222,33.381,31.2641111111,25.8494444445,13.1992222222,24.0754444444,56.5227777778,32.3265555555,32.3603333334,8.44722222222
352.19,18.4513333333,33.1353333333,33.4195555555,31.2741111111,25.9111111111,13.0928888889,23.997,56.3143333333,32.2802222222,32.2703333334,8.38722222222
352.55,18.4291111111,32.9176666667,33.2556666667,31.125,25.7901111111,12.9978888889,23.7797777778,56.1324444444,32.0612222222,32.2165555556,8.17855555556
352.92,18.5455555556,33.1402222222,33.3527777778,31.2466666667,25.9393333333,12.9155,23.6771111111,56.3476666666,32.2398888889,32.3481111111,8.22266666667
353.28,18.5651111111,33.2338888889,33.4671111111,31.3488888889,25.9865555556,12.8230555556,23.6367777778,56.2935555556,32.4156666666,32.5015555555,8.13066666667
353.65,18.5927777778,33.2426666666,33.4807777778,31.2228888889,25.948,12.7662222222,23.6203333333,56.2603333333,32.434,32.5265555555,8.01277777778
354.01,18.6348888889,33.2403333334,33.6547777778,31.3121111111,25.9971111111,12.7933888889,23.688,56.0982222222,32.4082222222,32.4435555556,8.031
354.38,18.5875555555,33.1577777778,33.6733333334,31.345,26.0617777778,12.8079444444,23.7044444444,55.9668888889,32.2862222222,32.4727777778,7.99711111111
354.74,18.6993333333,33.167,33.7216666667,31.4011111111,26.1102222222,12.8161666667,23.8092222222,55.8184444445,32.2974444444,32.5031111111,8.06222222222
355.11,18.7694444445,33.3404444445,33.8321111111,31.5237777778,26.1965555556,12.8189444444,23.8198888889,55.6922222222,32.3463333333,32.5193333333,8.12755555556
355.47,18.7438888889,33.3898888889,33.9035555556,31.6688888889,26.2877777778,12.8982222222,23.7678888889,55.8011111111,32.4161111111,32.5742222222,8.04688888889
355.83,18.5733333333,33.2075555556,33.644,31.4787777778,26.15,12.7969444444,23.5527777778,55.522,32.1876666667,32.3385555555,7.87211111111
356.20,18.5812222222,33.292,33.643,31.5063333333,26.2175555555,12.7934444444,23.4365555556,55.4748888889,32.2015555556,32.3431111111,7.88677777778
356.56,18.7261111111,33.6592222222,33.9703333333,31.7967777778,26.4348888889,12.9452222222,23.5204444445,55.7435555556,32.5115555556,32.4501111111,8.05588888889
356.93,18.67,33.5646666667,33.9268888889,31.7551111111,26.371,13.0087222222,23.451,55.6864444445,32.4333333334,32.4142222222,7.90688888889
357.29,18.5854444444,33.5718888889,33.8546666667,31.7568888889,26.2476666667,12.9112777778,23.3928888889,55.7434444445,32.3175555556,32.3221111111,7.77922222222
357.66,18.4257777778,33.4801111111,33.7862222222,31.6716666666,26.1496666667,12.7844444444,23.2606666667,55.6038888889,32.1745555556,32.1635555556,7.663
358.02,18.3278888889,33.4675555555,33.5815555556,31.5855555555,26.0932222222,12.6882777778,23.0466666667,55.4847777778,32.153,32.0833333333,7.52666666666
358.38,18.3518888889,33.504,33.6333333333,31.6107777778,26.1456666667,12.622,23.025,55.6134444444,32.2504444444,32.098,7.48766666667
358.75,18.346,33.5613333333,33.6333333333,31.6773333333,26.2558888889,12.5558888889,22.8943333333,55.7401111111,32.2218888889,32.0718888889,7.36533333333
359.11,18.2474444445,33.5465555556,33.5702222222,31.7518888889,26.2235555555,12.5026111111,22.8106666667,55.7761111111,32.1742222222,32.1314444445,7.28033333333
359.48,18.4543333333,33.7061111111,33.8092222222,31.954,26.3555555555,12.6049444444,22.919,55.9856666667,32.3871111111,32.3338888889,7.38933333333
359.84,18.7397777778,33.9714444445,34.121,32.2972222222,26.5593333333,12.7923333333,23.067,56.3404444444,32.74,32.7078888889,7.60755555556
360.20,18.842,34.184,34.3594444444,32.5074444445,26.762,12.8842222222,23.2372222222,56.625,32.8747777778,32.9647777778,7.66411111111
