wavelength,Back_TacRuvm,Belly_TacRuvm,Breast_TacRuvm,Crissum_TacRuvm,Crown_TacRuvm,DorTail_TacRuvm,Patch10_TacRuvm,Patch11_TacRuvm,Rump_TacRuvm,Throat_TacRuvm,WingTip_TacRuvm
530.39,2.76973333333,38.3822666667,11.0819666667,19.0886666667,40.6072,4.9296,50.0021333333,2.93013333333,35.1018666667,42.2075333333,5.33373333333
530.73,2.75593333333,38.4102,11.1156666667,19.1218,40.7111333333,4.92026666667,49.9745333333,2.9266,35.1546666667,42.2439333333,5.32433333333
531.08,2.74133333333,38.4234,11.1405333333,19.1589333333,40.8046,4.90333333333,49.8942,2.91506666667,35.1855333333,42.2492666667,5.30986666667
531.42,2.72126666667,38.4714666667,11.1696333333,19.2057333333,40.9237333333,4.88846666667,49.8750666667,2.9022,35.2517333333,42.2974,5.30366666667
531.77,2.731,38.5251333333,11.2238,19.2572666667,41.0536666667,4.90646666667,49.841,2.9176,35.3392666667,42.3544,5.319
532.11,2.7392,38.6072,11.2721,19.3286666667,41.2016,4.9128,49.8517333333,2.91946666667,35.4158,42.4328666667,5.33486666667
532.46,2.74326666667,38.6481333333,11.3205,19.3830666667,41.3204,4.91893333333,49.835,2.9268,35.5004,42.4692,5.3404
532.80,2.73693333333,38.7112666667,11.3672666667,19.4248,41.4455333334,4.9176,49.8439333333,2.92173333333,35.5809333333,42.5389333333,5.33166666667
533.15,2.72986666666,38.7374666667,11.3932333333,19.4542666667,41.5193333333,4.89853333333,49.7983333333,2.91013333333,35.6317333333,42.5605333333,5.32526666667
533.49,2.73693333333,38.81,11.4378,19.5104666667,41.6403333333,4.9058,49.7862,2.92046666667,35.7160666667,42.6202,5.33193333333
533.84,2.73,38.8976,11.4728333333,19.5724,41.7667333333,4.90906666667,49.7957333334,2.915,35.8091333333,42.6914,5.3434
534.18,2.71846666667,38.9534,11.5064333333,19.6236666667,41.8840666667,4.90846666667,49.7856666667,2.9156,35.8822666667,42.7229333333,5.33586666667
534.52,2.71726666667,39.0025333333,11.5443,19.6776,41.9908,4.8966,49.7802666667,2.90366666667,35.9398666667,42.7864,5.3328
534.87,2.72593333333,39.0666666667,11.5917333333,19.7314,42.1056,4.90533333333,49.781,2.9128,36.0076666667,42.8490666667,5.34633333333
535.21,2.7436,39.1286,11.6516666667,19.7832666667,42.2353333333,4.92486666667,49.7728,2.92906666667,36.0988,42.9111333333,5.35386666667
535.56,2.7474,39.2204,11.7048333333,19.8478,42.3804,4.91313333333,49.8172666667,2.92973333333,36.2110666667,43.0186666667,5.3536
535.90,2.7552,39.2686,11.7574333333,19.9056,42.4906666667,4.91066666667,49.7962,2.94013333333,36.3016,43.0846666667,5.36493333333
536.25,2.75386666667,39.3351333333,11.8109666667,19.9710666667,42.6174,4.91413333333,49.7953333333,2.9478,36.3944666667,43.1625333334,5.3728
536.59,2.7824,39.4049333334,11.8743666667,20.0388666667,42.7429333333,4.94306666667,49.7826,2.9718,36.4794666667,43.2356,5.3968
536.93,2.797,39.4798,11.9365333333,20.0795333333,42.8750666667,4.9638,49.7702,2.97346666667,36.5666666667,43.2996,5.40393333333
537.28,2.8022,39.5252,11.9783333333,20.1166666667,42.9854666667,4.96233333333,49.7554666667,2.96786666667,36.6156,43.3538,5.40573333333
537.62,2.81606666667,39.5474666667,12.0353666667,20.1622666667,43.0712666667,4.97386666667,49.7124,2.98653333333,36.6633333333,43.4087333333,5.4074
537.97,2.83153333333,39.6210666667,12.0954333333,20.2038,43.1886666667,4.9894,49.7125333333,2.99586666666,36.7543333333,43.4948666667,5.42113333333
538.31,2.841,39.6996666667,12.1659333333,20.2666666667,43.2913333333,5.00366666667,49.6809333333,3.012,36.8544666667,43.5592666667,5.4374
538.65,2.8206,39.7642666667,12.2046,20.3172,43.4238,4.98933333333,49.6875333333,2.9918,36.9524666667,43.6478666667,5.4266
539.00,2.80306666667,39.8684,12.2588,20.4078666667,43.5939333333,4.9776,49.7248,2.9696,37.0647333333,43.7833333333,5.41553333333
539.34,2.797,39.9063333333,12.3055,20.4574666667,43.6765333334,4.9766,49.6706,2.96333333333,37.1090666667,43.8052,5.41726666667
539.69,2.79173333333,39.9990666667,12.35,20.5347333333,43.8215333333,4.989,49.7036,2.95793333333,37.2275333333,43.9046,5.42113333333
540.03,2.81446666667,40.0628666667,12.4031333333,20.5979333334,43.924,5.005,49.7149333333,2.9636,37.3006666667,43.9579333333,5.44966666667
540.37,2.78693333333,40.0652666667,12.4132333333,20.6226666667,43.9546,4.97713333333,49.6418,2.9434,37.3202,43.9495333333,5.43973333333
540.72,2.78706666667,40.1321333333,12.4482333333,20.6796,44.0415333333,4.96873333333,49.6837333333,2.9506,37.4032666667,44.0254666667,5.447
541.06,2.7926,40.1928,12.4971666667,20.7452666667,44.1249333333,4.98086666667,49.6966,2.9596,37.4726,44.0932,5.46166666667
541.40,2.7858,40.2140666667,12.5077666667,20.7702,44.1739333333,4.97553333333,49.6737333333,2.94586666667,37.496,44.1232,5.4554
541.75,2.787,40.2382666667,12.5299333333,20.8106666667,44.2218,4.9846,49.6454,2.94886666667,37.5218666667,44.168,5.46246666667
542.09,2.78193333333,40.2842,12.5493666667,20.8548666667,44.3088666667,4.98246666667,49.6498666667,2.94526666667,37.5782666667,44.2304,5.46673333333
542.43,2.79546666667,40.3193333333,12.5896333333,20.9078,44.3914,4.9908,49.6694,2.962,37.6334,44.3166,5.48713333333
542.78,2.79666666667,40.3436666667,12.6226,20.9358666667,44.4384666667,4.99333333333,49.6433333333,2.97626666667,37.6696666667,44.353,5.49373333333
543.12,2.79086666667,40.392,12.6494,20.9828,44.5329333333,5.00013333333,49.6567333333,2.97266666667,37.7272666667,44.4298,5.50633333333
543.46,2.79586666666,40.4162666667,12.6845,21.0245333333,44.5947333333,5.0054,49.626,2.9796,37.7662666667,44.4742666667,5.50626666667
543.81,2.77206666667,40.4653333333,12.7218333333,21.0734,44.6904666667,4.98953333333,49.6316666667,2.96906666667,37.8404,44.5696666667,5.49926666667
544.15,2.78206666667,40.5756666667,12.7911666667,21.145,44.8152,4.9976,49.6691333333,2.98413333333,37.9565333333,44.7045333333,5.51246666667
544.49,2.79633333333,40.6494,12.8559,21.2290666667,44.9336666667,5.0194,49.6808,2.99853333333,38.0426,44.8041333333,5.53113333333
544.84,2.7828,40.7082666667,12.9014,21.2702,45.0381333333,5.0048,49.6953333334,2.98593333333,38.1248,44.883,5.52826666667
545.18,2.79793333333,40.8132,12.9873,21.3574666667,45.1816666667,5.0248,49.7384,3.00773333333,38.2625333333,45.0038666667,5.55173333333
545.52,2.80053333333,40.9238,13.0702666667,21.4440666667,45.3271333333,5.01786666667,49.8147333333,3.00606666667,38.4171333333,45.118,5.56586666667
545.87,2.8216,41.0220666667,13.1413333333,21.5202,45.458,5.03326666667,49.8474666667,3.02813333333,38.535,45.2228,5.58566666667
546.21,2.828,41.1114,13.2143666667,21.5742,45.5446,5.0538,49.8189333333,3.0422,38.64,45.2579333333,5.58526666667
546.55,2.86146666667,41.1679333333,13.2785333333,21.6485333333,45.6457333333,5.08546666667,49.8150666667,3.06766666667,38.7319333333,45.3118,5.6192
546.90,2.8916,41.2726,13.3515333333,21.7209333333,45.7448666667,5.1022,49.8386,3.09606666667,38.8448,45.4162,5.63026666667
547.24,2.90873333333,41.3678666667,13.4260666667,21.7902,45.8702,5.11766666667,49.9008,3.1172,38.9612666667,45.5165333333,5.6586
547.58,2.9122,41.4504,13.4703333333,21.8399333333,45.9648,5.1352,49.8904,3.12106666667,39.0308666667,45.6002666666,5.64186666667
547.92,2.93593333333,41.5062,13.5344666667,21.928,46.0952666667,5.17666666667,49.9191333333,3.14426666667,39.1446,45.6775333333,5.65753333333
548.27,2.9106,41.5722666667,13.5668333333,21.9842666667,46.2140666667,5.16673333333,49.9546,3.12813333333,39.2298,45.7592,5.636
548.61,2.94326666667,41.6502666667,13.6334666667,22.0695333333,46.317,5.1986,49.9668666667,3.16513333333,39.3393333333,45.8702,5.67253333333
548.95,2.92646666667,41.6827333333,13.664,22.1161333333,46.3796666667,5.1624,49.9472666667,3.13526666667,39.3922,45.9179333333,5.64326666667
549.29,2.90386666667,41.7153333333,13.6963,22.1462,46.485,5.12806666667,49.9125333333,3.1242,39.4348666667,45.9926666667,5.6196
549.64,2.88373333333,41.7759333333,13.7521666667,22.2236,46.6121333333,5.1236,49.9678666667,3.11446666667,39.5128666667,46.0958,5.59946666667
549.98,2.871,41.7969333333,13.8008666667,22.2964666667,46.7031333333,5.10573333333,49.9876666667,3.09626666667,39.5939333333,46.1852666667,5.61286666667
550.32,2.83773333333,41.8834666667,13.8427333333,22.339,46.7804666667,5.0614,50.0145333333,3.0596,39.6588666667,46.2694666667,5.58646666667
550.66,2.82853333333,41.8929333334,13.8951666667,22.3656666667,46.8322,5.04453333333,49.9603333333,3.03866666667,39.7098666667,46.2533333333,5.59313333333
551.01,2.7946,41.9332,13.9274333333,22.412,46.8916666667,5.01506666667,49.8824666667,2.99973333333,39.7473333333,46.2719333333,5.5616
551.35,2.80693333333,42.0106666667,13.9888666667,22.4822,46.9548666667,5.01573333333,49.8876,3.0094,39.8233333333,46.3316666667,5.5768
551.69,2.7892,42.0914,14.0413666667,22.552,47.0548666667,5.00846666667,49.9384666667,2.9894,39.912,46.4365333333,5.5692
552.03,2.80206666666,42.117,14.1033,22.5999333333,47.0889333333,5.012,49.8674,2.9874,39.9657333333,46.4429333333,5.58053333333
552.38,2.78706666667,42.201,14.1443,22.6621333333,47.1562666667,5.02846666667,49.887,2.9646,40.0522666667,46.4972666667,5.5706
552.72,2.79666666667,42.3016,14.2117,22.7361333333,47.2565333333,5.05253333333,49.9353333333,2.97306666667,40.1719333333,46.5890666667,5.59146666666
553.06,2.8446,42.3764666667,14.2659,22.8090666667,47.2950666667,5.09686666667,49.9364666667,3.00553333333,40.2696666667,46.6485333333,5.61246666667
553.40,2.89026666667,42.4014,14.3365333333,22.8766666667,47.3073333333,5.1234,49.9062,3.0412,40.3389333333,46.6774666667,5.64793333333
553.74,2.91386666667,42.5288666667,14.3839666667,22.9446,47.4216666667,5.14466666667,49.9158666667,3.06386666667,40.4333333333,46.7508666667,5.64526666667
554.09,2.952,42.6052666667,14.4423666667,23.0534666667,47.5688666667,5.19253333333,49.9716666667,3.09166666667,40.5752666667,46.8822666667,5.6668
554.43,2.98506666666,42.7355333333,14.5306666667,23.1761333333,47.7576,5.24186666667,50.0518666667,3.13,40.7412666667,47.0520666667,5.6918
554.77,3.01726666667,42.8426666667,14.6198666667,23.2690666667,47.9161333334,5.26933333333,50.145,3.15533333333,40.9,47.2125333333,5.71633333333
555.11,3.03013333333,42.9446666667,14.6745,23.3548666667,48.0379333333,5.2736,50.1924666667,3.1676,41.0393333333,47.3008,5.7482
555.45,3.0308,42.9482,14.6879333333,23.3723333334,48.0482,5.25333333333,50.1041333333,3.15006666667,41.0366666667,47.2964,5.75026666667
555.80,3.05066666667,42.9699333333,14.7302333333,23.4072,48.096,5.26746666667,50.0677333333,3.17953333333,41.0874,47.3412666667,5.76433333333
556.14,3.10513333333,43.0258666667,14.8124666667,23.4841333333,48.2028,5.26526666667,50.0547333333,3.2356,41.1568666666,47.3986,5.79153333333
556.48,3.1358,43.069,14.8749,23.5272,48.2628666667,5.28933333333,50.031,3.27786666667,41.2028,47.4472666667,5.81733333333
556.82,3.1488,43.1211333333,14.9413666667,23.6065333333,48.3565333333,5.3166,50.0284,3.29233333333,41.2705333333,47.5083333333,5.8278
557.16,3.1146,43.217,14.9713333333,23.6273333333,48.462,5.27806666667,50.0498,3.22553333333,41.328,47.5857333333,5.79726666667
557.50,3.09366666667,43.235,14.9994666667,23.6759333333,48.53,5.26233333333,50.0311333333,3.1802,41.3972666667,47.6446666667,5.77586666667
557.85,3.0364,43.2602,15.0364666667,23.6930666667,48.5475333333,5.21206666667,49.9497333334,3.13846666667,41.4055333333,47.6214666667,5.75673333333
558.19,2.97986666667,43.2278666667,15.0059,23.6498666667,48.4941333333,5.13813333333,49.8495333333,3.08633333333,41.3790666667,47.5592666667,5.68453333333
558.53,2.94986666667,43.2487333333,15.0161333333,23.6646,48.4934,5.12986666667,49.7783333333,3.06333333333,41.3882,47.5610666667,5.6568
558.87,2.9398,43.2802,15.0826,23.7202666667,48.6032666667,5.12593333333,49.7522666667,3.04333333333,41.4525333334,47.6583333333,5.64073333333
559.21,2.95353333333,43.4532666667,15.1794666667,23.8162666667,48.7394666667,5.14853333333,49.8525333334,3.07693333333,41.6371333333,47.7998666667,5.65853333333
559.55,2.9176,43.549,15.2069666667,23.8864666667,48.8142,5.11673333333,49.8956666667,3.04646666667,41.7471333333,47.8916666667,5.63166666667
559.89,2.84933333333,43.5730666666,15.2053666667,23.8838,48.8178,5.0712,49.8424666667,2.9806,41.7831333333,47.9186666667,5.57646666667
560.23,2.84926666667,43.6490666667,15.278,23.9569333333,48.8984666667,5.07886666667,49.8524666667,2.98013333333,41.8623333333,48.0125333333,5.59346666667
560.58,2.82653333333,43.6978,15.3058333333,24.0027333333,48.9551333333,5.03773333333,49.8696,2.9552,41.9402,48.0526666667,5.58533333333
560.92,2.80413333333,43.7484,15.3504,24.0606666666,49.0204,5.03986666667,49.877,2.9818,42.0253333333,48.1,5.58373333333
561.26,2.78693333333,43.8237333334,15.4154333333,24.1201333333,49.1106666667,5.03666666667,49.8914666667,3.00506666667,42.0957333333,48.1676,5.59673333333
561.60,2.82486666667,43.887,15.4992,24.2082,49.1726,5.07853333333,49.915,3.04393333333,42.1931333333,48.2659333333,5.61146666667
561.94,2.86166666666,44.002,15.6244,24.3460666667,49.2966666667,5.12666666667,49.9670666667,3.0876,42.3472666667,48.4132666667,5.6698
562.28,2.87906666667,44.0348666667,15.687,24.4204666667,49.3441333333,5.12606666667,49.9564666666,3.11306666667,42.3973333333,48.4409333333,5.69953333333
562.62,2.92526666667,44.0068,15.7425666667,24.4415333333,49.303,5.16386666667,49.871,3.15146666667,42.4045333333,48.4014,5.7212
562.96,2.95026666667,44.0117333333,15.8111333333,24.49,49.347,5.19733333333,49.8022,3.16493333333,42.448,48.411,5.73366666667
563.30,2.9436,44.0895333333,15.8831,24.5552,49.4668666667,5.2108,49.7998666667,3.16013333333,42.568,48.4971333333,5.7404
563.64,2.93193333333,44.1439333333,15.9409333333,24.6237333333,49.541,5.20953333333,49.8103333333,3.14766666667,42.6186666667,48.5381333333,5.7402
563.99,2.89273333333,44.1963333333,15.9663333333,24.6612666667,49.6036666667,5.18433333333,49.8012,3.1088,42.7191333333,48.5652,5.69933333334
564.33,2.88893333333,44.2596,16.0345666667,24.7280666667,49.663,5.20946666667,49.7786,3.11413333333,42.8047333333,48.635,5.7086
564.67,2.91573333333,44.2711333333,16.0877,24.8005333333,49.6784,5.24686666667,49.7016,3.12473333333,42.8664,48.6709333333,5.7406
565.01,2.956,44.363,16.1654666667,24.8694666667,49.7444,5.29826666667,49.7539333333,3.1436,42.9671333333,48.7634,5.7774
565.35,2.9416,44.4553333333,16.2031666667,24.9259333333,49.8266,5.29626666667,49.8054,3.12866666667,43.0717333333,48.8469333334,5.7754
565.69,2.91386666667,44.4755333333,16.2164666667,24.9424666667,49.8747333333,5.27166666666,49.8053333333,3.10046666667,43.1208,48.8689333333,5.75206666667
566.03,2.94313333333,44.5726666667,16.2965666667,25.0006666667,49.9720666667,5.28806666667,49.8496666667,3.10666666667,43.2341333333,48.9382666667,5.75953333333
566.37,2.92866666667,44.7044666667,16.3697,25.0932666667,50.1355333333,5.2782,49.9673333333,3.10653333333,43.4196,49.0957333333,5.76646666667
566.71,2.8974,44.7320666667,16.3928333333,25.1224,50.1804,5.22753333333,49.9536666667,3.08146666667,43.4754,49.1567333333,5.75546666667
567.05,2.9252,44.7894,16.4730333333,25.1680666667,50.2416,5.25246666667,49.9728,3.10393333334,43.5274666667,49.2016,5.7848
567.39,2.96773333333,44.8962666667,16.5783666667,25.2712666667,50.3598,5.3034,50.0234,3.15013333333,43.7013333333,49.3252666667,5.8338
567.73,2.97526666667,44.9350666667,16.6254,25.3252,50.4434666667,5.28506666667,50.0112,3.15173333333,43.7574,49.3862666667,5.84446666667
568.07,2.94226666667,44.9922,16.6474666667,25.3598,50.5423333334,5.24106666667,50.0362,3.11693333333,43.8246,49.4504,5.80826666667
568.41,2.93726666667,45.0783333333,16.7058,25.3906,50.6398666667,5.20646666667,50.0686,3.11073333333,43.9278,49.5254666667,5.8018
568.75,2.91506666667,45.0658666667,16.7208333333,25.4022666667,50.6343333333,5.16393333333,49.9608666667,3.0864,43.9388,49.4951333333,5.7732
569.09,2.92473333333,45.0502,16.7572,25.4227333333,50.6556,5.14173333333,49.8708,3.07613333333,43.9738,49.4898666667,5.7734
569.43,2.9474,45.1531333333,16.8332333333,25.5032,50.7440666667,5.157,49.8986,3.08573333333,44.0748666667,49.5817333333,5.79493333333
569.77,2.92633333333,45.2289333333,16.8925666667,25.5826666667,50.828,5.1516,49.9212,3.0934,44.1895333333,49.7020666667,5.8026
570.11,2.9478,45.2933333333,16.9425,25.6422,50.8459333333,5.17153333333,49.8913333333,3.1118,44.2032,49.7066,5.832
570.45,2.93353333333,45.3233333333,16.9760333333,25.6832666667,50.8721333333,5.16393333333,49.8792,3.10493333333,44.2412666667,49.7295333333,5.8164
570.79,2.94793333333,45.4297333333,17.0411666667,25.7843333333,50.992,5.18313333333,49.9471333333,3.12033333333,44.3586,49.85,5.82973333333
571.13,2.92326666667,45.4582666667,17.0524,25.7956,51.0300666667,5.15113333333,49.8945333333,3.08873333333,44.3786666667,49.8696,5.8058
571.47,2.93626666667,45.4866666667,17.103,25.8350666667,51.0505333333,5.18053333333,49.8508,3.111,44.4376666667,49.8932,5.8246
571.81,2.96706666667,45.4841333333,17.1606666667,25.8766666667,51.0438666667,5.23426666667,49.7878,3.15986666667,44.4536,49.8952,5.873
572.15,2.97533333333,45.5502,17.2267666667,25.9374666667,51.1137333333,5.26753333333,49.8086,3.1646,44.5184666667,49.9402666667,5.87453333333
572.49,2.94773333333,45.6134666667,17.2601,25.996,51.2019333333,5.25353333333,49.8418666667,3.14633333333,44.6008,50.0218,5.854
572.83,2.93626666667,45.7237333333,17.3055666667,26.0533333333,51.3052666667,5.25753333333,49.9032,3.15226666667,44.6862,50.1191333333,5.85633333333
573.17,2.8792,45.6635333333,17.2872,26.0356,51.2411333333,5.20933333333,49.7931333333,3.1154,44.6508,50.0537333333,5.79866666667
573.51,2.8528,45.6622666667,17.2898666667,26.0275333333,51.2548,5.17993333333,49.7434666667,3.07406666667,44.661,50.0523333333,5.7604
573.85,2.7802,45.6769333333,17.2918,26.0261333333,51.3006666667,5.11233333333,49.7152,3.0142,44.7130666667,50.1136666667,5.69586666667
574.19,2.78673333333,45.7891333333,17.3739,26.1097333333,51.4268,5.13933333333,49.7678,3.01393333333,44.8454,50.1970666667,5.70386666667
574.53,2.78306666667,45.7881333333,17.4220666667,26.1354666667,51.4244,5.13173333333,49.6974,3.0226,44.853,50.1971333333,5.70206666667
574.87,2.79586666667,45.8045333333,17.4827333333,26.2034666667,51.448,5.15413333333,49.6885333333,3.04626666667,44.9008666667,50.2328666667,5.70673333333
575.21,2.761,45.8641333333,17.5056666667,26.2437333333,51.5161333333,5.13306666667,49.7096,3.0164,44.9534,50.3098,5.6748
575.55,2.7474,45.9263333333,17.5664333333,26.2964666667,51.6005333333,5.12153333333,49.7431333333,2.98046666667,45.0461333333,50.4112,5.6582
575.89,2.73693333333,45.9325333333,17.5824,26.3313333333,51.6264,5.1004,49.6799333333,2.98106666667,45.0808666667,50.4575333333,5.64673333333
576.22,2.7568,45.972,17.6644333333,26.3525333333,51.6458,5.10793333333,49.6720666667,3.00286666667,45.1443333333,50.5072666667,5.67526666667
576.56,2.74746666667,45.9866,17.7255333334,26.3938666667,51.6947333333,5.10766666667,49.6502,3.00126666667,45.224,50.542,5.67993333333
576.90,2.78786666667,46.0906666667,17.8135666667,26.4998,51.8388,5.14406666667,49.662,3.0344,45.3374,50.6658666667,5.72306666667
577.24,2.81573333333,46.1588,17.8975333333,26.5953333334,51.9387333333,5.17913333333,49.6872,3.0818,45.4273333333,50.7854666667,5.7676
577.58,2.87086666667,46.2121333334,17.9955,26.6794666667,52.0098,5.23293333333,49.6803333333,3.12426666667,45.5302666667,50.8274,5.8128
577.92,2.87906666667,46.2164666667,18.0233,26.7268666667,52.0388,5.218,49.6120666667,3.13586666667,45.567,50.8890666667,5.8322
578.26,2.86606666667,46.3014666667,18.0666333333,26.7799333333,52.1264,5.2014,49.6309333333,3.115,45.6752666667,50.9984,5.8268
578.60,2.89073333333,46.3374,18.1564666667,26.8271333333,52.1983333333,5.20033333333,49.6416666667,3.139,45.7553333333,51.0722,5.85053333333
578.94,2.95733333333,46.4162,18.2798333333,26.9324666667,52.2837333333,5.245,49.6926,3.20413333333,45.8729333333,51.1746,5.939
579.28,2.95866666667,46.4287333333,18.3242666667,26.9418,52.2692,5.23186666667,49.6156666666,3.2244,45.8980666667,51.1766,5.9538
579.61,2.98793333334,46.5233333333,18.4209,27.0242,52.3892666667,5.264,49.6792666667,3.26326666667,46.0277333333,51.3024,5.99266666667
579.95,2.97126666667,46.6352666667,18.4845333333,27.1396666667,52.4958666667,5.27706666667,49.6818,3.26386666666,46.1422666667,51.3787333333,6.01053333333
580.29,2.9778,46.6764,18.5336666667,27.2028,52.5265333333,5.26233333334,49.6272666667,3.2582,46.1624666667,51.4227333333,6.0092
580.63,2.97553333333,46.7424666667,18.5902666667,27.2538,52.5839333333,5.24513333333,49.6634,3.23606666667,46.2564,51.512,6.01006666667
580.97,2.96473333333,46.8189333333,18.6344,27.326,52.6455333333,5.239,49.6622666667,3.2074,46.3437333333,51.5596,5.99653333333
581.31,2.92806666667,46.8814666666,18.6672,27.3987333333,52.7071333333,5.23173333333,49.6836,3.1996,46.4071333333,51.6348666667,5.993
581.65,2.90053333333,46.9304,18.7393,27.4395333333,52.7342,5.23966666667,49.7129333333,3.194,46.4688,51.7123333333,5.97133333333
581.98,2.86913333333,46.893,18.7379333333,27.4435333333,52.6875333333,5.2178,49.648,3.15213333333,46.473,51.6684,5.93026666667
582.32,2.83393333333,46.9252666667,18.7386333333,27.4398666667,52.7016,5.18126666667,49.5912666667,3.1134,46.4988,51.6686666667,5.88726666667
582.66,2.78733333333,47.0293333333,18.7693666667,27.4771333333,52.7576,5.1538,49.5633333333,3.07133333334,46.5852666667,51.7151333333,5.84273333333
583.00,2.79126666667,47.2183333334,18.8772,27.6175333333,52.9851333333,5.16953333333,49.7021333333,3.08033333333,46.7752,51.8735333333,5.85326666666
583.34,2.7306,47.3044666667,18.9161333333,27.6908666667,53.042,5.15393333333,49.7352666667,3.01046666667,46.8493333333,51.9417333333,5.83033333333
583.68,2.71086666667,47.2717333333,18.9148,27.7046666666,53.0788,5.154,49.6912666667,2.98626666667,46.8720666667,51.9738666667,5.78426666667
584.01,2.65206666667,47.3026666667,18.9477666667,27.7146666667,53.1348666667,5.10873333333,49.7279333333,2.95306666667,46.9614666667,52.0418666667,5.7476
584.35,2.60433333333,47.3228,18.9835666667,27.7478,53.1741333333,5.0998,49.7143333333,2.92093333333,47.0179333333,52.0967333333,5.72846666667
584.69,2.6,47.3392666667,19.031,27.7525333333,53.2040666667,5.11706666667,49.69,2.9296,47.0573333333,52.1076,5.745
585.03,2.6026,47.39,19.0933333333,27.7790666667,53.2498,5.1132,49.672,2.91953333333,47.076,52.1571333333,5.73066666667
585.37,2.63826666667,47.4774,19.1596333333,27.8494,53.3665333333,5.12813333333,49.6957333333,2.9398,47.1748666667,52.2357333333,5.7574
585.70,2.6762,47.4851333333,19.2351,27.8928666667,53.3978666667,5.169,49.6522,2.97433333333,47.1915333333,52.2872,5.8136
586.04,2.68273333333,47.5998,19.3278333333,28.0134,53.5379333334,5.2132,49.7027333333,2.9698,47.3339333333,52.3898,5.835
586.38,2.73146666666,47.6701333333,19.4414666667,28.1349333333,53.6796,5.28606666667,49.7734666667,3.01846666667,47.4605333333,52.5408,5.87893333333
586.72,2.75613333333,47.7071333333,19.5573333333,28.2304666667,53.6710666667,5.32086666667,49.759,3.056,47.5098666667,52.5696,5.91326666667
587.06,2.76753333333,47.6797333333,19.5604,28.2258666667,53.6708,5.317,49.6455333333,3.0782,47.5232666667,52.5394,5.892
587.39,2.82246666667,47.8177333333,19.6753333333,28.3503333333,53.8083333333,5.34566666667,49.7512,3.1206,47.6681333333,52.6575333333,5.93433333333
587.73,2.88026666667,47.898,19.7546666667,28.4456666667,53.8942666667,5.39733333333,49.7574,3.155,47.7740666667,52.7091333333,5.96826666667
588.07,2.96246666667,48.0004,19.8905333333,28.5628,54.0410666667,5.4712,49.8611333333,3.22853333333,47.8988,52.8074,6.0386
588.41,2.9606,48.0151333333,19.929,28.6145333333,54.0250666667,5.46286666667,49.8175333333,3.23253333334,47.9331333333,52.8127333333,6.0122
588.74,3.008,48.1090666667,20.0245333333,28.7371333333,54.1536666667,5.5028,49.8632666667,3.2772,48.0706,52.878,6.0606
589.08,3.02353333333,48.1406,20.1073666667,28.7964,54.1963333333,5.51926666667,49.8786,3.3008,48.1407333333,52.8964,6.09006666667
589.42,2.97193333333,48.2341333333,20.1508,28.8434666667,54.2632666667,5.46293333333,49.9179333333,3.2454,48.2882666667,52.9549333334,6.0242
589.76,2.98966666667,48.2854666667,20.1600666667,28.8927333333,54.2967333333,5.466,49.9352,3.266,48.3345333333,53.0203333333,6.06973333333
590.09,3.00693333333,48.2502,20.1998333333,28.9196,54.2429333333,5.4614,49.849,3.26266666667,48.3136,52.9305333333,6.0678
590.43,3.01646666667,48.2656,20.1698333333,28.9082,54.2915333333,5.44106666667,49.8116666666,3.25093333333,48.3422,52.9771333333,6.05493333333
590.77,3.03553333333,48.2437333333,20.2144666667,28.9352,54.2403333333,5.41326666666,49.7688666667,3.25966666667,48.3187333333,52.9891333333,6.0686
591.11,3.02173333333,48.2518,20.2595666667,28.959,54.2406,5.3974,49.6959333333,3.26613333333,48.3428,53.0388,6.06666666667
591.44,3.02226666667,48.2806,20.3029,28.9973333333,54.2605333333,5.3748,49.6587333333,3.25706666667,48.3551333333,53.0832,6.0526
591.78,2.976,48.2982666667,20.2895666667,29.0111333334,54.2104,5.36053333333,49.5809333333,3.22773333333,48.329,53.0575333333,6.03933333333
592.12,2.97893333333,48.3691333333,20.3655666667,29.0763333333,54.3322666667,5.36546666667,49.6264,3.21466666667,48.4256,53.1494,6.0522
592.46,3.0048,48.437,20.4792,29.1572666667,54.396,5.37413333333,49.6402,3.21986666667,48.5565333333,53.2618,6.07926666666
592.79,2.9876,48.5105333333,20.5105333333,29.2343333333,54.4814666667,5.35186666667,49.6494666667,3.1906,48.6261333333,53.3532666667,6.04986666666
593.13,3.01153333333,48.5917333333,20.5811666667,29.3344,54.6073333333,5.38326666667,49.6621333333,3.23933333333,48.6912,53.4262,6.09633333333
593.47,2.98,48.5835333333,20.6263,29.3919333333,54.6206666667,5.35786666667,49.6344666667,3.21953333333,48.7320666667,53.3998,6.07333333333
593.80,2.9612,48.6732666667,20.6651,29.4678,54.7499333333,5.329,49.6968,3.20913333333,48.8702666666,53.4990666667,6.09366666667
594.14,2.9802,48.8342666667,20.8062666667,29.5946666667,54.9015333333,5.34653333334,49.7806666667,3.22106666667,49.0542,53.6084,6.1144
594.48,2.99426666667,49.0002,20.9360333333,29.7456,55.1118,5.37573333333,49.8804666667,3.22873333333,49.2679333333,53.7589333333,6.14426666667
594.81,3.0256,49.0861333333,21.0102,29.8482666667,55.1766,5.3958,49.9161333333,3.22333333333,49.405,53.7975333333,6.19
595.15,3.0806,49.2152,21.1378333333,29.983,55.3089333333,5.48033333333,49.9784,3.28746666667,49.5718666667,53.9236666666,6.2656
