wavelength,Back_CamPalf,Belly_CamPalf,Breast_CamPalf,Crissum_CamPalf,Crown_CamPalf,DorTail_CamPalf,Rump_CamPalf,Throat_CamPalf,WingTip_CamPalf
520.37,13.7715333333,39.1814666667,30.6168666667,34.4320333333,11.5974666667,11.5869333333,17.8382666667,27.3314666667,12.8828
520.72,13.7897333333,39.2311333333,30.6648,34.4863,11.6128,11.5984,17.8664666667,27.3849333333,12.899
521.06,13.8311333333,39.2825333333,30.7348,34.5530333333,11.656,11.624,17.8977333333,27.4450666667,12.9309333333
521.41,13.8936,39.3901333333,30.8334666667,34.6650333334,11.7242666667,11.7052,17.9756,27.5351333334,12.9812666667
521.75,13.9114666667,39.4761333333,30.8867333333,34.7394666667,11.7448666667,11.731,17.9994666667,27.573,13.0053666667
522.10,13.9282,39.5882666667,30.9316666667,34.7931666667,11.7562666667,11.7425333333,18.013,27.6459333333,13.0333
522.45,13.948,39.6662666667,30.9888666667,34.8808,11.7594,11.7466666667,18.0492,27.6817333333,13.0471333333
522.79,13.9362666667,39.7084666667,31.0142,34.8947,11.7298,11.7385333333,18.044,27.6851333333,13.0451666667
523.14,13.9471333333,39.7002666667,31.0316666667,34.8981,11.7273333333,11.7273333333,18.0374,27.6824666667,13.0316333333
523.48,13.9584666667,39.6908666667,31.0626666667,34.8886,11.7288,11.7409333333,18.0338,27.6748666667,13.0334
523.83,13.9806,39.7103333333,31.1039333334,34.9115333333,11.756,11.7630666667,18.0602666667,27.7106,13.0536
524.17,13.9501333333,39.6882666667,31.0834666667,34.9014,11.7216666667,11.7433333333,18.0389333333,27.6944666667,13.0264333333
524.52,13.9118,39.6298666667,31.04,34.8742333333,11.6941333333,11.7396,18.0276,27.6339333333,13.001
524.87,13.9204,39.6326,31.0377333333,34.8573333333,11.6979333333,11.7576,18.0306666667,27.6206,13.0064666667
525.21,13.9146666667,39.6185333333,31.0314,34.8548,11.6877333333,11.7459333333,18.0286,27.6172666666,13.0099666667
525.56,13.9063333333,39.587,31.0081333333,34.8205,11.669,11.7344,18.0335333333,27.5975333333,12.9946333333
525.90,13.9246,39.5749333333,31.0086,34.8025666667,11.68,11.7621333333,18.061,27.5878,13.0135
526.25,13.9049333333,39.5706666667,30.9885333333,34.7592666667,11.6581333333,11.7538,18.0556666667,27.5699333333,12.9903666667
526.59,13.9179333333,39.5802,31.0022666666,34.7733,11.6578666667,11.7624,18.0752,27.5887333333,12.9987
526.94,13.9210666667,39.6256,31.0263333333,34.7958666667,11.6478666666,11.7761333333,18.0882,27.5975333333,13.0029333333
527.28,13.9066,39.6325333333,31.0144666667,34.7837,11.635,11.7667333333,18.0889333333,27.583,13.0084333333
527.63,13.9193333333,39.6823333333,31.0376666667,34.804,11.6279333333,11.7739333333,18.1137333333,27.5903333333,13.0138666667
527.97,13.9267333333,39.7067333333,31.0536666667,34.8173,11.6336666667,11.7807333334,18.126,27.6025333333,13.0278
528.32,13.9448666667,39.7488,31.0812666667,34.8354333333,11.6466,11.7852,18.14,27.6272666667,13.045
528.66,13.9554,39.7855333333,31.0968,34.8535333333,11.6476,11.7876666667,18.1573333333,27.6576,13.0539666667
529.01,13.9548666667,39.797,31.0927333333,34.8431666667,11.6456,11.7881333333,18.1594666667,27.6578666667,13.0578666667
529.35,13.9448,39.82,31.0964666667,34.8375,11.6456,11.7865333333,18.156,27.6672666667,13.0549666667
529.70,13.9466666666,39.8429333333,31.1195333333,34.8495333333,11.6511333333,11.7820666667,18.1572666667,27.6731333334,13.0520666667
530.04,13.9436,39.8430666667,31.1202,34.8464,11.6544666667,11.7771333333,18.1535333333,27.6707333333,13.0523
530.39,13.9244666667,39.8397333333,31.1172,34.8451333333,11.6498666667,11.7645333333,18.1486,27.6610666667,13.0436333333
530.73,13.9192,39.8277333333,31.0998666667,34.8144666667,11.6570666667,11.7588666667,18.135,27.6611333333,13.0423
531.08,13.9334,39.8278666667,31.1023333333,34.8154333333,11.6706666666,11.7694666667,18.1420666667,27.6826666667,13.0527333333
531.42,13.9197333333,39.7963333333,31.0796,34.7935,11.6748666666,11.757,18.1221333333,27.6685333333,13.0433666667
531.77,13.9464666667,39.8396,31.1129333333,34.8140333333,11.7030666667,11.7845333334,18.1462666667,27.6997333333,13.0661
532.11,13.9524666666,39.861,31.1204,34.8292333333,11.699,11.7897333333,18.1516,27.7171333333,13.0695666667
532.46,13.9656,39.9047333333,31.157,34.8520333333,11.7192,11.8079333333,18.1742666667,27.7380666667,13.0795666667
532.80,13.9828666667,39.9458,31.1996,34.8835,11.7372666667,11.8222,18.1792666667,27.7539333333,13.0991
533.15,14.0091333333,39.9961333333,31.2469333333,34.9350666667,11.7592666667,11.8392666667,18.2034666667,27.7804,13.1225666667
533.49,14.0272666667,40.0433333333,31.2712,34.9920333333,11.768,11.8546666666,18.2244,27.8224666667,13.1467333333
533.84,14.0688,40.1030666667,31.3265333333,35.0568333333,11.7982666667,11.9032666667,18.2672,27.8692666667,13.1784666667
534.18,14.105,40.1598,31.3677333333,35.0942666667,11.8280666667,11.9330666667,18.2770666667,27.9072666667,13.2103666667
534.52,14.1457333333,40.2458666667,31.4346,35.1778666667,11.8693333333,11.9736666667,18.3377333333,27.9598666667,13.2464333333
534.87,14.1718,40.3242666667,31.5098666667,35.2462,11.8857333333,12.0022,18.3594666667,28.0092666667,13.2701
535.21,14.1828,40.3605333333,31.5515333334,35.2760666667,11.8945333333,12.0117333333,18.3801333333,28.0485333333,13.2896333333
535.56,14.1986,40.3931333333,31.5976666667,35.3195,11.9220666667,12.0242,18.4026,28.0884666667,13.3074333333
535.90,14.2312,40.4549333333,31.6570666667,35.3746,11.9594666667,12.0544,18.4363333333,28.1305333333,13.3358333333
536.25,14.2403333333,40.4905333334,31.694,35.4348,11.9712,12.0759333333,18.4458666667,28.1597333333,13.3429333333
536.59,14.2447333333,40.5322,31.7296666667,35.4764666667,11.9771333333,12.0906666667,18.4726666667,28.1984666667,13.339
536.93,14.2434666667,40.5742,31.7441333333,35.4986333333,11.9695333333,12.0896666667,18.4765333333,28.2025333333,13.3386
537.28,14.269,40.623,31.7794,35.5213333333,12.0031333333,12.1184666667,18.5129333333,28.2233333334,13.3696666667
537.62,14.2590666667,40.634,31.7972,35.5275333333,12.0,12.1042666667,18.5079333333,28.229,13.3699
537.97,14.2543333333,40.6506,31.8003333333,35.5232,11.995,12.1148,18.5294,28.2235333333,13.3559333333
538.31,14.234,40.6076,31.7868,35.4746,11.9677333333,12.0923333334,18.5016666667,28.2123333333,13.3444333333
538.65,14.2180666667,40.5706666667,31.7694,35.4467666667,11.9561333333,12.0734666667,18.493,28.1860666667,13.3165333333
539.00,14.2380666667,40.5857333333,31.7736,35.4489333334,11.9698666667,12.1019333333,18.4970666667,28.1890666667,13.3119666667
539.34,14.2549333333,40.6005333333,31.7654,35.443,11.9632,12.1207333333,18.4964666667,28.1517333333,13.3128
539.69,14.2546,40.5806,31.7434,35.4225666667,11.9608,12.1294,18.4867333333,28.1375333333,13.3071333333
540.03,14.2538,40.5404666667,31.6973333333,35.3565,11.9576666667,12.1171333333,18.4703333333,28.1024,13.3072
540.37,14.2366,40.5100666667,31.6622,35.3093333333,11.9374666667,12.0904,18.4472,28.0775333333,13.2989
540.72,14.2355333333,40.4712,31.6570666667,35.3018333333,11.9312,12.0924,18.4438666667,28.0744,13.2908333333
541.06,14.2066,40.4207333333,31.6356,35.2651333333,11.8997333333,12.0822,18.4098666667,28.0509333333,13.2638
541.40,14.1914,40.3858666667,31.593,35.2302,11.8806,12.0717333334,18.3845333333,28.0065333333,13.2442666667
541.75,14.1994666667,40.3738666667,31.5834,35.2221666667,11.8860666667,12.07,18.383,28.0056,13.2542333333
542.09,14.2167333333,40.3720666667,31.5886,35.24,11.9014,12.0876666667,18.3996,27.9964,13.2695333333
542.43,14.221,40.3565333333,31.5757333333,35.2256,11.8941333333,12.0882,18.4006666666,27.9826666667,13.2807666667
542.78,14.2315333333,40.3667333333,31.5996666667,35.2597333333,11.9033333333,12.0948666667,18.409,27.9884,13.3001666667
543.12,14.2421333333,40.3445333333,31.6116,35.2651666667,11.9158666667,12.1111333333,18.4254,28.0072,13.3166333333
543.46,14.2332666667,40.3302666667,31.6320666667,35.2464333333,11.9192,12.1183333333,18.4259333333,27.9984,13.3151666667
543.81,14.2265333333,40.3272666667,31.6612,35.2756,11.9110666667,12.1311333333,18.4328666667,27.9981333333,13.3200333333
544.15,14.2754,40.3737333333,31.7202666667,35.3269,11.9502,12.1941333333,18.4696,28.0302,13.3660666667
544.49,14.323,40.4194,31.7648,35.3690333333,12.0062,12.2371333333,18.5123333333,28.0716,13.4126333333
544.84,14.3756,40.4636666667,31.8066666667,35.4139666667,12.0510666667,12.2751333333,18.5510666667,28.1048,13.4634666667
545.18,14.4468666667,40.5428,31.8913333333,35.4914333333,12.1058,12.3354,18.6168,28.1932666666,13.5277333333
545.52,14.5,40.6262666667,32.0004,35.5736,12.1536666667,12.3912,18.6662,28.2606,13.5775666667
545.87,14.5162666667,40.6876,32.0418,35.6014333333,12.1543333333,12.4083333333,18.6788666667,28.2873333333,13.5865333333
546.21,14.562,40.7972666667,32.1178,35.6925333333,12.1918,12.4541333333,18.7349333333,28.3660666667,13.6182666667
546.55,14.5917333333,40.8822666667,32.1702666667,35.7529333333,12.2210666667,12.4808,18.7846,28.4418666667,13.6509
546.90,14.6081333333,40.9964,32.2234666667,35.8237666667,12.2373333333,12.4868,18.8115333333,28.4926666667,13.6656
547.24,14.6671333334,41.1186,32.2830666667,35.9303666667,12.268,12.5139333334,18.8718,28.5873333333,13.7081666666
547.58,14.7354666667,41.2086666667,32.3484666667,36.0104333333,12.3139333333,12.5481333333,18.9270666667,28.6608,13.7511333333
547.92,14.7382,41.2653333333,32.3684666666,36.0567333333,12.3372666667,12.5336,18.9590666667,28.6926,13.7453666667
548.27,14.7981333333,41.395,32.4780666667,36.1433333333,12.3616,12.5922666667,19.0233333333,28.7786,13.8022333333
548.61,14.8038,41.4816,32.5236666667,36.1903,12.3461333334,12.5692666667,19.0358666667,28.799,13.7869666667
548.95,14.8372,41.5811333333,32.5928,36.2755666667,12.3939333333,12.5833333333,19.0863333334,28.8860666666,13.8345333333
549.29,14.9020666667,41.6655333333,32.6565333333,36.3610333333,12.4322,12.6393333333,19.1590666667,28.9641333333,13.8786
549.64,14.9328,41.7696666667,32.7258,36.4349666667,12.4712666667,12.6551333333,19.2086,29.0617333333,13.9141666667
549.98,14.9554,41.8384666667,32.7904666667,36.4793666667,12.4998666667,12.6765333333,19.2280666667,29.0917333333,13.9236333333
550.32,14.9922,41.9082,32.8416,36.5133,12.5121333333,12.721,19.2542666667,29.1075333333,13.937
550.66,14.9793333333,41.9293333333,32.8220666666,36.5097333333,12.4913333333,12.7151333333,19.2482666667,29.0916666667,13.9202
551.01,14.9852,41.993,32.8627333333,36.5422333333,12.5088,12.7479333333,19.2798666667,29.0864666667,13.9476333333
551.35,14.9701333333,42.0568,32.8603333333,36.5124333333,12.514,12.7304,19.2821333333,29.0796,13.9455333333
551.69,15.0149333334,42.1178666667,32.9299333333,36.5737,12.5544666667,12.7772,19.3434,29.1217333333,13.9799333333
552.03,15.0146,42.1343333333,32.9294,36.5941666667,12.5434666667,12.754,19.339,29.1182,13.9845
552.38,15.0784666667,42.2076,33.0251333333,36.6843666667,12.6078,12.8212,19.4197333333,29.1961333333,14.046
552.72,15.0716,42.2327333333,33.0516,36.6938666667,12.6034,12.8383333333,19.4280666667,29.1937333333,14.0464666667
553.06,15.0888,42.2708666667,33.0725333333,36.7477333333,12.6137333333,12.8421333333,19.4504666666,29.2186,14.0518
553.40,15.1587333333,42.3671333333,33.1353333333,36.8487,12.6732,12.9011333333,19.5091333333,29.28,14.0973333333
553.74,15.1810666667,42.4277333333,33.1632,36.8997333333,12.6885333333,12.9133333333,19.5352,29.3125333334,14.1294666667
554.09,15.2338,42.5152666667,33.2278,36.9945666667,12.7116,12.9182666667,19.5873333334,29.3640666667,14.1745
554.43,15.3084666667,42.6035333333,33.3567333333,37.0950666666,12.76,12.9792666667,19.6628,29.4582666667,14.2440333333
554.77,15.3629333333,42.6432,33.4050666667,37.1474,12.8014666667,13.0077333333,19.6792,29.5096666666,14.2810666667
555.11,15.4088666667,42.7152,33.4851333333,37.2366333333,12.8124666667,13.0527333333,19.7165333333,29.5860666667,14.3069666666
555.45,15.4111333333,42.7499333333,33.515,37.2616666667,12.7692666667,13.0305333333,19.7213333333,29.5982666667,14.3184
555.80,15.4066,42.7800666667,33.5483333333,37.3057,12.7846666667,13.0492666667,19.7337333333,29.6229333333,14.3
556.14,15.3560666667,42.8209333333,33.5473333333,37.2963,12.7556666667,13.0325333333,19.704,29.6227333333,14.2604
556.48,15.4036666667,42.9212,33.5714666667,37.3667,12.7519333333,13.0425333333,19.7256,29.6369333333,14.2568333333
556.82,15.3942666667,42.9753333333,33.6048666667,37.3837666667,12.7671333333,13.041,19.7351333333,29.6366,14.2550333333
557.16,15.3252666667,42.9370666667,33.5634666667,37.3497666667,12.7072666667,12.9977333333,19.686,29.5728666667,14.2031666667
557.50,15.3612,42.9496666667,33.5684666667,37.3969666667,12.7413333333,13.0213333333,19.7132,29.6114,14.2387666667
557.85,15.3970666667,42.986,33.6112,37.4168333333,12.7866,13.0825333333,19.7456,29.6694,14.2887
558.19,15.4220666667,43.0291333334,33.6079333333,37.4238,12.8101333333,13.1016666667,19.7573333333,29.6995333333,14.2939
558.53,15.4394,43.1026,33.669,37.4969333333,12.8151333333,13.1238,19.8105333333,29.7516,14.3202
558.87,15.4714666667,43.1828,33.7207333333,37.5756666667,12.8816,13.1577333333,19.8645333334,29.8001333333,14.3546666667
559.21,15.5323333333,43.2992666667,33.8102,37.6715666667,12.9484,13.2305333333,19.9088666666,29.8974,14.3733
559.55,15.5831333333,43.3436666667,33.8314666667,37.7033333333,12.9907333333,13.2650666667,19.9352,29.9534,14.4174666667
559.89,15.6427333333,43.3996,33.8620666667,37.7638666667,12.9948,13.2702666667,19.9670666667,30.0041333333,14.4473333333
560.23,15.5898,43.3547333333,33.8531333333,37.7004333333,12.9791333333,13.2198666667,19.9427333333,29.9831333333,14.4332666667
560.58,15.5737333333,43.3407333333,33.8195333333,37.6563333333,12.9401333333,13.1926666667,19.9071333333,29.9669333333,14.4317666667
560.92,15.6346,43.3921333333,33.8699333333,37.6789,12.9913333333,13.2274666667,19.9604,29.9974,14.4759
561.26,15.6015333333,43.4394,33.9047333333,37.6834,12.9471333333,13.1988666667,19.9521333333,29.9879333333,14.4514666667
561.60,15.5689333333,43.4569333334,33.8802,37.6366666667,12.9368,13.1777333333,19.9473333333,29.9565333333,14.4089666666
561.94,15.5420666667,43.4713333333,33.8802,37.6343333333,12.9389333333,13.1413333333,19.9411333333,29.9347333333,14.4071
562.28,15.4786666667,43.3872,33.7986,37.5318,12.89,13.0910666667,19.8824666667,29.8636,14.3127666667
562.62,15.5034,43.4507333333,33.8856666667,37.5918333333,12.9214666667,13.1781333333,19.9413333333,29.9565333333,14.3518666667
562.96,15.4870666667,43.4104,33.8376,37.541,12.9151333333,13.1515333333,19.9204666667,29.9319333333,14.3414333333
563.30,15.4806666667,43.4598666667,33.8552,37.5570333333,12.9089333333,13.1542666667,19.9479333333,29.9232666667,14.3404333333
563.64,15.4640666667,43.3825333334,33.8054666667,37.5151666666,12.916,13.1665333333,19.9470666667,29.8835333333,14.3247
563.99,15.5136666667,43.4212,33.8416666667,37.5767666667,12.9446666667,13.2386666667,19.9692666667,29.9446666667,14.3625666667
564.33,15.5343333333,43.4464666667,33.8454,37.6122,12.9546666667,13.2525333333,19.9802,29.9643333333,14.3605666667
564.67,15.5550666667,43.5021333333,33.8882,37.6535666667,12.9693333333,13.3037333333,20.0074,30.0294,14.3911
565.01,15.5843333333,43.5743333333,33.9193333333,37.6891666667,13.0188666667,13.3474,20.0442666667,30.0670666667,14.4301
565.35,15.5403333333,43.5676,33.9198666667,37.7128666667,12.9912666667,13.3253333333,20.0088,30.0386,14.4092333333
565.69,15.4906,43.5626,33.8818666667,37.6745,12.9196,13.2954666667,19.9658,30.0306,14.3424666667
566.03,15.5427333333,43.6786,33.9589333333,37.7580666667,12.957,13.3373333333,20.0050666667,30.0969333334,14.4102333333
566.37,15.5384666667,43.6812,33.9477333333,37.7537666667,12.9364666667,13.294,19.9916666667,30.0905333333,14.403
566.71,15.5595333333,43.7016,33.9611333333,37.7732666667,12.9476,13.306,20.0115333333,30.1046666667,14.4385666667
567.05,15.6024,43.7457333333,33.9930666667,37.8266,12.9896,13.3450666667,20.0464,30.1478,14.4717333334
567.39,15.5754666667,43.7615333333,33.9962,37.8272333333,12.9949333333,13.3406,20.0335333333,30.1366666667,14.4610666667
567.73,15.5898,43.7713333333,34.0207333333,37.8404333333,13.0280666667,13.3593333333,20.0812666667,30.1392666667,14.4867666667
568.07,15.6110666667,43.8686,34.0987333333,37.8833666666,13.0745333333,13.4125333333,20.1315333333,30.1978666667,14.5272333333
568.41,15.5382,43.8532,34.0542,37.8518,13.0073333333,13.3506666667,20.0708666667,30.1466,14.4608333333
568.75,15.5540666667,43.836,34.0447333334,37.8478,13.0054,13.3700666666,20.0814,30.1794,14.4769666667
569.09,15.6298,43.902,34.0724,37.8902,13.0598666667,13.4346,20.1496666667,30.2599333333,14.5192666667
569.43,15.7290666667,43.9554666667,34.1681333333,37.9557666667,13.1648666667,13.5226666667,20.2438666667,30.2962,14.6288
569.77,15.7098666667,43.9516666667,34.1396666667,37.9203666667,13.1597333333,13.5135333333,20.2294666667,30.285,14.6098333333
570.11,15.6604666667,43.8390666667,34.0244666667,37.8192333333,13.0976,13.4726666667,20.1548,30.1694666667,14.5815
570.45,15.6615333333,43.8430666667,34.0331333333,37.8341666667,13.1152666667,13.4784,20.152,30.1813333333,14.5856666667
570.79,15.5948666667,43.7386666667,33.9714,37.7371,13.0383333333,13.4192,20.0876666667,30.1173333333,14.5175666667
571.13,15.7378,43.9075333333,34.0906666666,37.8633,13.1407333333,13.5329333333,20.2102,30.2499333333,14.6483
571.47,15.7520666667,43.9761333333,34.1218666667,37.8917,13.1463333333,13.5652,20.2386,30.2716666667,14.6579333333
571.81,15.7564,43.9544666667,34.1351333333,37.9096666667,13.1616,13.5636,20.2578,30.2772,14.6679666667
572.15,15.8298666667,44.0223333333,34.2023333333,37.9687333333,13.2372666667,13.6458,20.3142,30.3382,14.7436
572.49,15.8503333333,44.0363333334,34.2494666667,37.9973,13.2566666667,13.6634,20.3375333334,30.3572,14.7599666667
572.83,15.8176666667,43.9729333333,34.2498666667,37.9830666667,13.2344666667,13.6390666667,20.3020666667,30.322,14.7696333333
573.17,15.8056666667,43.9702,34.2604,38.0146333333,13.2222666667,13.6449333333,20.2828,30.3469333333,14.7694666667
573.51,15.8441333333,43.9672666667,34.2923333333,38.0604,13.2262666667,13.6869333333,20.3277333333,30.3764,14.8078333333
573.85,15.8671333333,44.0192,34.3488666667,38.1301666667,13.2661333333,13.7039333333,20.3575333334,30.4286,14.8197
574.19,15.8730666667,44.0800666667,34.3967333333,38.1727333333,13.2603333333,13.7299333333,20.3753333333,30.4478666667,14.8483666667
574.53,15.8848,44.1372,34.429,38.2115333333,13.2912666666,13.7676666667,20.3941333333,30.4767333333,14.8771
574.87,15.8191333333,44.0558666667,34.4084,38.1687666667,13.22,13.7408666667,20.3403333333,30.4276,14.8155
575.21,15.8608666667,44.0922666667,34.4402,38.2052,13.2733333333,13.7837333333,20.3604666667,30.4694666666,14.8504666667
575.55,15.8488,44.1042,34.4352,38.1998333333,13.2487333333,13.7585333333,20.342,30.4660666667,14.8414333333
575.89,15.8761333333,44.1818,34.5028,38.2873333333,13.2714666667,13.7658,20.3884,30.5428666667,14.8677333333
576.22,15.867,44.1942666667,34.4860666667,38.3171,13.2800666667,13.7666,20.3856,30.545,14.8671666667
576.56,15.9321333333,44.2924666667,34.5445333333,38.3582666667,13.3395333333,13.8056,20.4432,30.5920666667,14.8933666667
576.90,15.9401333333,44.3178666667,34.5525333333,38.3374666667,13.3588666667,13.7859333333,20.4511333333,30.6121333333,14.8896666667
577.24,15.8874666666,44.2994666667,34.5246,38.3083333333,13.3498666666,13.7206666667,20.3925333333,30.5898,14.8428666667
577.58,15.9070666667,44.3557333333,34.5606666667,38.3261333333,13.3709333333,13.7435333334,20.4091333333,30.6206666667,14.8560666666
577.92,15.9077333333,44.3664,34.5148,38.3079,13.3489333333,13.7272666667,20.3888666667,30.6324666667,14.8280666667
578.26,15.9471333333,44.4308666667,34.5554666667,38.3534666667,13.3738,13.7518,20.4348,30.6886666667,14.8627
578.60,16.0036666667,44.5152666667,34.6243333333,38.4504333333,13.4622,13.7850666667,20.52,30.8086666667,14.9619
578.94,15.9358666667,44.4516,34.5964666666,38.4239666667,13.3640666667,13.7154,20.4571333333,30.7870666667,14.8933333333
579.28,15.9336,44.5227333333,34.6163333333,38.4839333333,13.3716,13.7295333333,20.4616666666,30.8104,14.8944
579.61,15.8965333333,44.4096666667,34.5191333333,38.3703666667,13.3085333333,13.6776666666,20.4062666667,30.7160666666,14.8508666667
579.95,15.9322,44.4098,34.5474666667,38.3332,13.3184,13.685,20.3980666667,30.7126666667,14.8411
580.29,15.83,44.3374,34.4822,38.3042666667,13.1872666667,13.5848666667,20.3074,30.6465333333,14.7440666666
580.63,15.8104,44.3115333333,34.4222,38.3064666667,13.1580666667,13.5796666667,20.3128666667,30.6236,14.736
580.97,15.8839333333,44.3721333334,34.4852666667,38.3665,13.2083333333,13.647,20.3804,30.6712666667,14.8223333333
581.31,15.8882,44.355,34.4817333333,38.3345,13.2026,13.6296666667,20.4005333333,30.6539333333,14.8427333333
581.65,15.8751333333,44.314,34.4863333333,38.3104666667,13.224,13.6243333333,20.407,30.6236666667,14.8223
581.98,15.8386666667,44.2875333333,34.4836666667,38.3028333333,13.1983333333,13.5653333333,20.3706,30.5825333333,14.8191666666
582.32,15.7738666667,44.2073333333,34.3848666667,38.1897333333,13.0783333333,13.4724666666,20.2558,30.4374666667,14.7006
582.66,15.7889333333,44.1844,34.3506,38.1654333333,13.0668666667,13.4357333333,20.2458666667,30.4174,14.6986333333
583.00,15.8253333333,44.0862,34.3178666667,38.1346666667,13.1152,13.4796,20.2894,30.426,14.7448666667
583.34,15.8662,44.1154,34.4091333333,38.2185,13.1869333333,13.5276,20.38,30.4924,14.7952333333
583.68,15.8567333333,44.1694666667,34.4250666667,38.2707666667,13.1782,13.5320666667,20.4071333333,30.5280666667,14.8259666667
584.01,15.9198,44.2339333333,34.4721333333,38.2966666667,13.278,13.6336,20.4878,30.5837333333,14.9170666667
584.35,15.9758666667,44.2893333333,34.5372666667,38.3544333333,13.3203333333,13.7048666667,20.5297333333,30.6054666667,14.9633333333
584.69,15.9947333333,44.2844666667,34.5731333333,38.3363,13.3083333333,13.7106,20.5364666666,30.6064666667,14.9665333333
585.03,16.0169333334,44.3416666667,34.6218666667,38.3866,13.3469333333,13.7605333334,20.561,30.6278,15.0092666667
585.37,16.0584666667,44.381,34.6845333334,38.4586,13.3901333333,13.8558,20.6462666667,30.7228666667,15.0933666667
585.70,16.0948,44.3612,34.6524666667,38.437,13.3761333333,13.8541333333,20.6310666667,30.7506,15.0578333333
586.04,16.1028,44.3694,34.681,38.4529666667,13.4254,13.8865333333,20.6362,30.7869333333,15.0820666667
586.38,16.1896666667,44.493,34.8206666667,38.5673333333,13.5228,13.9526,20.7253333333,30.8587333334,15.1808666667
586.72,16.1382666667,44.4164666667,34.7516666667,38.4531,13.4306666667,13.8874,20.6364,30.7434,15.1118666667
587.06,16.1344666667,44.477,34.7631333333,38.4495333333,13.4087333333,13.8810666667,20.6210666667,30.7468,15.1104666667
587.39,16.1217333333,44.4045333333,34.7252666667,38.3864333333,13.3916,13.8714,20.6137333333,30.6962,15.1044333333
587.73,16.1397333333,44.4589333333,34.7228,38.4019333333,13.4174,13.8779333333,20.6182666667,30.7212666667,15.1311333333
588.07,16.1259333333,44.4833333333,34.7312,38.3771,13.4007333333,13.8414,20.5882,30.7196,15.1213333333
588.41,16.1336,44.5068666667,34.7316666667,38.3660333333,13.4293333333,13.8575333333,20.5982,30.7264,15.1443333333
588.74,16.1676,44.5642,34.7610666667,38.4123333333,13.4192666667,13.8842666667,20.6379333333,30.7862,15.1448666667
589.08,16.2508,44.6761333333,34.8462,38.4866,13.4581333333,13.9036666667,20.6553333333,30.8135333333,15.2046666667
589.42,16.2348666667,44.7205333333,34.9029333333,38.5270666667,13.4804666667,13.9146666667,20.6861333334,30.7712666667,15.2123333333
589.76,16.2600666667,44.7338,34.9213333333,38.5172666667,13.497,13.9573333333,20.7438,30.7920666667,15.2626666667
590.09,16.2856666667,44.6952,34.8987333333,38.4795,13.5205333333,14.031,20.7837333333,30.831,15.2984333333
590.43,16.3051333333,44.7831333333,34.969,38.5921333333,13.5378,14.0368,20.8452666667,30.9222666667,15.3208666667
590.77,16.3034,44.6838666667,34.933,38.514,13.5071333334,14.0569333333,20.7920666667,30.8943333333,15.3031666667
591.11,16.3604,44.8208,35.0399333334,38.6077666667,13.5762666667,14.126,20.8649333333,30.9547333333,15.3296666667
591.44,16.3978666667,44.7728,35.1049333333,38.6000333333,13.5725333333,14.1916666667,20.8972666667,30.9708,15.3663
591.78,16.4656666667,44.7793333333,35.1633333333,38.6355333333,13.6642666667,14.2698666667,20.9610666667,31.0064666667,15.4210333333
592.12,16.4618666667,44.8658,35.1780666667,38.7062333333,13.6569333333,14.2756,20.9925333333,31.0718666666,15.4099666667
592.46,16.4552,44.8164,35.1356666667,38.6647333333,13.6630666667,14.2463333333,20.9534,31.0284666667,15.4197
592.79,16.4311333333,44.7596666667,35.1135333333,38.6279333333,13.6272,14.2304,20.9544666667,31.0032666667,15.3810333333
593.13,16.4923333333,44.7618666667,35.1138666667,38.6063333333,13.6532,14.3004,20.9784,31.0545333333,15.4469333333
593.47,16.5628666667,44.8248,35.1499333333,38.6715666667,13.6840666667,14.3498666667,21.0544,31.0552,15.4875333333
593.80,16.5705333333,44.9337333334,35.1909333333,38.7336,13.7234,14.3596,21.0799333333,31.0801333333,15.4845333333
594.14,16.6578,45.0689333333,35.3088666667,38.7735,13.8061333333,14.4376666667,21.1345333333,31.1624,15.5612333333
594.48,16.7216666667,45.1905333333,35.3781333333,38.8573666667,13.904,14.507,21.2162666667,31.227,15.6473666667
594.81,16.7376,45.1540666667,35.3487333333,38.8293666667,13.8916666666,14.4858666667,21.1898666667,31.231,15.6822666667
595.15,16.7536,45.2490666667,35.3850666667,38.8948666667,13.8850666666,14.4669333333,21.2088666667,31.2889333333,15.6728333333
595.49,16.7344666667,45.2206666667,35.3781333333,38.8946,13.8546,14.4390666667,21.1991333333,31.2856666667,15.6625666667
595.82,16.8123333333,45.2474,35.4563333333,38.9353666667,13.911,14.4928666667,21.2472,31.304,15.7299333333
596.16,16.8569333334,45.2816666667,35.5085333333,38.9847666667,13.9547333333,14.5624666667,21.3226666667,31.3480666667,15.7642333333
596.50,16.8542,45.3196,35.5328666667,39.0319666667,13.9794,14.5834666667,21.3118666667,31.3666666667,15.7693333333
596.83,16.8584666667,45.3406,35.5497333333,39.0622,13.995,14.5908666667,21.3206,31.3787333333,15.7984333333
597.17,16.8308666666,45.38,35.5648666667,39.0753,14.0106,14.5620666667,21.2603333333,31.4074,15.7826666667
597.51,16.8446,45.4148666667,35.6066666667,39.0997666667,13.9962666667,14.5454666667,21.2567333333,31.4096666667,15.7979666667
597.84,16.8372666667,45.3782666667,35.5678,39.1007666667,13.9580666667,14.5442666667,21.2416666667,31.3566666667,15.8003666667
598.18,16.8573333333,45.3496,35.5441333334,39.1281666667,13.9656666667,14.5236666667,21.2516666667,31.3422,15.8008
