wavelength,Back_TanCaym,Belly_TanCaym,Breast_TanCaym,Crissum_TanCaym,Crown_TanCaym,DorTail_TanCaym,Patch10_TanCaym,Patch11_TanCaym,Patch12_TanCaym,Rump_TanCaym,Throat_TanCaym,WingTip_TanCaym
555.80,51.7678,8.36833333334,6.32926666667,29.9927333333,16.6996,12.5110666667,28.6029333333,13.6515333334,37.4384666667,50.3655333333,5.2508,6.98893333333
556.14,51.7374,8.3568,6.30813333333,29.9807333333,16.7886,12.4920666667,28.5262,13.6212666667,37.4339333333,50.3568,5.23626666667,6.95493333333
556.48,51.694,8.35800000001,6.27973333333,29.9850666667,16.8791333333,12.4634,28.4509333333,13.5578666667,37.4438,50.3185333333,5.223,6.9418
556.82,51.7124,8.41016666666,6.34693333333,30.0546666667,17.0038,12.4857333333,28.4164666667,13.5789333333,37.4974666667,50.3686,5.278,7.00453333333
557.16,51.6659333333,8.36156666667,6.33286666667,30.0520666667,17.052,12.4434666667,28.317,13.541,37.5051333333,50.3364,5.26146666667,6.99
557.50,51.5920666667,8.35386666667,6.3594,30.0657333333,17.1402666667,12.4370666667,28.2247333333,13.5043333333,37.4619333333,50.2876666667,5.28873333333,6.9944
557.85,51.5666,8.36253333333,6.37993333333,30.0939333333,17.2463333333,12.4486,28.1536,13.4762666666,37.4944,50.2791333333,5.31586666667,7.04766666666
558.19,51.4374,8.3558,6.3734,30.0384,17.3055333333,12.4104,28.0019333333,13.3950666667,37.4442,50.1836666667,5.30153333333,7.04293333333
558.53,51.4592,8.41843333333,6.44246666667,30.0981333333,17.4222666667,12.4457333333,27.9650666667,13.378,37.4588,50.1938666667,5.35386666667,7.09086666667
558.87,51.3428,8.3947,6.42013333333,30.0757333333,17.4790666667,12.4238,27.8523333333,13.3293333333,37.3716,50.1431333334,5.31706666667,7.0722
559.21,51.2773333333,8.41753333334,6.4354,30.0888666667,17.5511333333,12.4126666667,27.7716666667,13.2984,37.3662,50.0856,5.345,7.11473333333
559.55,51.1198666667,8.41249999999,6.41453333333,30.0512666667,17.6157333333,12.4063333333,27.6815333333,13.2578666667,37.2837333333,49.9846,5.34673333334,7.12846666667
559.89,51.022,8.42236666667,6.44586666667,30.0710666667,17.7062666667,12.409,27.5827333333,13.2265333333,37.2722,49.8871333333,5.38186666667,7.20146666667
560.23,50.8681333333,8.38986666667,6.42513333333,30.0221333333,17.7363333333,12.3475333333,27.4382,13.1514,37.1932666667,49.7663333333,5.35653333333,7.18973333333
560.58,50.7763333333,8.3696,6.41046666667,30.032,17.8056666666,12.3154666667,27.3283333333,13.0982,37.1548,49.6815333333,5.36446666667,7.2036
560.92,50.6485333333,8.3709,6.41306666667,30.0061333333,17.8744666667,12.2806,27.2142666667,13.0403333334,37.1140666667,49.5942,5.3678,7.2274
561.26,50.6426666667,8.40496666667,6.42613333333,30.0186,17.9644666667,12.2517333333,27.1557333333,13.0037333333,37.1226,49.5502666667,5.36826666666,7.2418
561.60,50.5444666667,8.3546,6.3654,29.9534666667,17.9986666667,12.1738666667,26.9888666667,12.8987333333,37.047,49.4649333333,5.3216,7.182
561.94,50.5166666667,8.33543333333,6.34166666667,29.9617333334,18.0590666667,12.1393333333,26.8977333333,12.8659333333,37.0204,49.4216,5.32,7.1822
562.28,50.3906,8.26296666667,6.2648,29.9086666667,18.0552666667,12.0545333333,26.7443333333,12.7725333333,36.9501333333,49.3066666667,5.24506666667,7.13966666667
562.62,50.3446,8.241,6.2158,29.9097333333,18.0956666667,11.9800666667,26.6292666667,12.6855333333,36.9213333333,49.2456,5.23953333333,7.11353333333
562.96,50.3397333333,8.23703333333,6.21386666667,29.9488,18.17,11.9476,26.5564,12.6346,36.9362666667,49.2634,5.2268,7.13433333333
563.30,50.2840666667,8.25386666667,6.23633333333,29.965,18.2492,11.9446,26.4360666667,12.5954666667,36.9413333333,49.2171333333,5.249,7.17393333333
563.64,50.2650666667,8.2432,6.22186666667,29.979,18.3545333333,11.8982666667,26.326,12.5592666667,36.9324666667,49.2393333333,5.22506666667,7.15446666667
563.99,50.2838,8.25786666667,6.22933333333,30.0236666667,18.4684666667,11.8956,26.2472,12.5626666666,36.9692666667,49.239,5.231,7.1764
564.33,50.1796,8.23853333333,6.1928,29.9676666666,18.5100666666,11.8658666667,26.1158666667,12.4922,36.9448,49.1856666667,5.19866666667,7.1264
564.67,50.2202,8.2696,6.20886666667,30.0464,18.6216,11.8859333333,26.0632666667,12.4994,37.0079333333,49.2546666667,5.22973333333,7.15986666667
565.01,50.1519333334,8.2678,6.22673333333,30.0535333333,18.7074,11.8816,25.9763333333,12.4860666667,37.0038666667,49.2196,5.25293333333,7.19293333333
565.35,50.1372666666,8.30316666667,6.26253333333,30.1019333333,18.79,11.8845333333,25.9182666667,12.4764,37.0155333333,49.2357333333,5.2716,7.22453333334
565.69,50.0612,8.2694,6.23173333333,30.0731333333,18.8246,11.8268,25.7951333333,12.4089333333,36.9817333333,49.1815333333,5.23673333333,7.20793333333
566.03,50.0772666667,8.23873333333,6.20393333334,30.0698,18.9095333333,11.7951333333,25.7031333333,12.3757333333,36.9760666667,49.1716666667,5.231,7.1894
566.37,50.0936666666,8.24993333333,6.23526666667,30.0898,18.987,11.8112666667,25.6291333333,12.3711333333,37.0138,49.1746,5.26006666667,7.2084
566.71,50.0546666667,8.24813333333,6.25326666667,30.1044,19.0711333333,11.8028666667,25.541,12.3693333333,37.0119333333,49.126,5.29506666667,7.2106
567.05,50.0649333333,8.23626666667,6.2608,30.1282666667,19.1611333333,11.7693333333,25.4743333333,12.3286666667,37.0292,49.1363333333,5.2926,7.2054
567.39,50.0178666667,8.2401,6.2748,30.1055333333,19.1918666667,11.7191333334,25.3767333333,12.2915333333,36.9892,49.0337333333,5.29973333333,7.19733333333
567.73,49.9764666667,8.24026666667,6.29813333334,30.0848,19.2682,11.7101333333,25.2846666667,12.2504,36.9742,48.9792666667,5.31773333333,7.21153333333
568.07,49.9839333333,8.2712,6.33006666667,30.1450666667,19.3547333333,11.6952666667,25.2486,12.2533333333,36.9891333333,48.932,5.35766666667,7.26306666667
568.41,49.8752666667,8.23273333333,6.31653333333,30.0894666667,19.3974,11.6357333333,25.0884666667,12.1786,36.8915333333,48.7721333333,5.33846666667,7.25173333334
568.75,49.8601333333,8.2369,6.29986666667,30.0935333334,19.4843333333,11.6108,24.9869333333,12.1361333333,36.8824666667,48.7410666667,5.33366666667,7.2474
569.09,49.7922666667,8.2168,6.2788,30.0847333333,19.5447333333,11.5702,24.8954,12.0901333333,36.8766,48.6998,5.33566666667,7.2348
569.43,49.7082666667,8.20193333333,6.27233333333,30.0543333333,19.5963333333,11.5468,24.7897333333,12.0502,36.8258,48.6107333333,5.34706666667,7.23206666667
569.77,49.6148666667,8.25986666667,6.32706666667,30.0988666667,19.6914,11.5562,24.7346666667,12.058,36.8360666667,48.5766666667,5.40326666667,7.2888
570.11,49.5420666667,8.2677,6.34973333333,30.1138666666,19.7923333333,11.5675333334,24.6461333333,12.0398,36.8133333333,48.5470666667,5.41473333333,7.33806666667
570.45,49.5341333333,8.26923333333,6.316,30.1188666667,19.8725333333,11.5576,24.5566,11.9724,36.8486,48.5508,5.41806666667,7.33813333333
570.79,49.4759333333,8.24506666667,6.28873333333,30.0978666667,19.9040666667,11.5166666667,24.4196,11.9228,36.8248,48.4806666667,5.4014,7.32013333333
571.13,49.4020666667,8.23266666667,6.24606666667,30.1112,19.9668666667,11.5124666667,24.3017333333,11.8625333333,36.8261333333,48.4642,5.3792,7.3212
571.47,49.3351333333,8.2065,6.22126666667,30.1174666667,20.0010666666,11.4721333333,24.1954666667,11.8088,36.8160666667,48.4258666667,5.36673333333,7.31086666667
571.81,49.3064666667,8.15846666667,6.1814,30.1257333333,20.0501333333,11.4239333333,24.0529333334,11.7283333333,36.8260666667,48.4332666667,5.31526666667,7.27113333333
572.15,49.2912666667,8.13916666667,6.14453333333,30.1120666667,20.1144,11.3881333333,23.9796666667,11.6778666667,36.8386,48.4428,5.29166666667,7.25166666667
572.49,49.2573333333,8.1169,6.1332,30.1268,20.1660666667,11.3668666667,23.8898666667,11.6164666667,36.8440666667,48.418,5.28826666667,7.25566666666
572.83,49.1724,8.10166666667,6.1218,30.0990666667,20.1955333333,11.3387333333,23.7532,11.5737333333,36.7946,48.3282666667,5.28206666667,7.24933333333
573.17,49.2072666667,8.13443333333,6.1482,30.1766,20.3109333333,11.3483333333,23.6889333333,11.5610666667,36.8632,48.3732,5.29186666667,7.27626666667
573.51,49.1495333333,8.09786666667,6.12553333333,30.1539333333,20.3281333333,11.3052,23.553,11.4808666667,36.8335333333,48.2999333333,5.26106666667,7.24373333333
573.85,49.0643333333,8.0615,6.096,30.1170666667,20.3648666667,11.2378,23.4468,11.4238,36.8126666667,48.2285333333,5.21953333333,7.2096
574.19,49.0412666667,8.07716666667,6.135,30.1594,20.4554,11.2274,23.3815333333,11.4412666667,36.8200666667,48.2009333333,5.2264,7.25626666667
574.53,48.9585333333,8.07083333333,6.1318,30.1499333333,20.5103333333,11.1912,23.2950666667,11.389,36.7703333333,48.1119333333,5.2238,7.26113333333
574.87,48.9714,8.09423333333,6.1776,30.1706666667,20.6088,11.2034,23.2308666667,11.3896,36.8031333333,48.1014,5.27226666667,7.29733333333
575.21,48.9702666667,8.1185,6.2022,30.2154666667,20.7038,11.2026,23.169,11.3914666667,36.8365333333,48.1332,5.282,7.3206
575.55,48.8876,8.15556666667,6.2362,30.205,20.7958,11.1933333333,23.0772,11.3704666667,36.7999333333,48.0502666667,5.32146666667,7.3626
575.89,48.8304,8.1887,6.30053333333,30.2504666667,20.8512,11.2005333334,23.0045333333,11.3782666667,36.7906666667,47.9855333333,5.3618,7.39633333333
576.22,48.7722,8.19206666667,6.30913333333,30.2277333333,20.8932666666,11.1692,22.8989333333,11.3578666667,36.7623333333,47.9369333333,5.351,7.3908
576.56,48.7418,8.1811,6.3018,30.2346,20.9906666667,11.153,22.7947333333,11.2992666667,36.768,47.8901333333,5.33873333333,7.4056
576.90,48.6358,8.1479,6.28526666667,30.1972666667,21.0236666667,11.102,22.6760666667,11.2598666667,36.7110666666,47.7776,5.334,7.394
577.24,48.6545333333,8.17173333333,6.32953333333,30.2192666667,21.1422666667,11.1161333333,22.6117333333,11.2695333333,36.7528,47.7936,5.3606,7.43713333333
577.58,48.6753333333,8.20203333333,6.33266666667,30.2794,21.2448,11.1179333333,22.5192,11.241,36.7904666667,47.7812666667,5.3918,7.44993333333
577.92,48.6282,8.21663333333,6.34353333333,30.292,21.3056666667,11.1169333333,22.4350666666,11.1977333333,36.7614666667,47.7356,5.4056,7.466
578.26,48.7226,8.31723333333,6.43533333333,30.4345333333,21.4929333333,11.2052666667,22.4352666667,11.2716666667,36.868,47.8607333334,5.47333333333,7.5502
578.60,48.6269333333,8.3156,6.42226666667,30.4345333333,21.5260666666,11.1603333333,22.3304666667,11.2176666667,36.8182,47.7783333334,5.44846666667,7.53153333333
578.94,48.5835333334,8.27933333333,6.39253333333,30.4154666667,21.5738,11.1301333333,22.2266666667,11.1455333333,36.7702,47.6850666667,5.44573333333,7.51653333334
579.28,48.5886666667,8.23483333333,6.34833333333,30.4064,21.6045333333,11.1002,22.1212666667,11.0969333333,36.7641333334,47.6664666666,5.4184,7.47226666667
579.61,48.5504666667,8.21253333333,6.2896,30.3900666667,21.6408666667,11.0604,21.9989333333,11.0295333333,36.7348,47.6326,5.3742,7.4338
579.95,48.4749333333,8.18323333333,6.2586,30.3946666667,21.6722666667,11.0058666667,21.8715333333,10.9875333333,36.7008,47.5640666667,5.35706666667,7.43406666667
580.29,48.4733333333,8.2464,6.3008,30.4526666667,21.7563333333,11.0143333334,21.8529333333,11.0230666667,36.7163333333,47.5738666667,5.41,7.48853333333
580.63,48.5180666667,8.33286666667,6.35266666667,30.5422,21.8742666666,11.0636,21.8328,11.0417333333,36.7891333333,47.6628666667,5.4686,7.56993333333
580.97,48.4649333333,8.3199,6.32826666667,30.549,21.9240666666,11.0220666667,21.7454,11.0012666667,36.7648,47.6101333333,5.4658,7.57833333333
581.31,48.3996666667,8.3529,6.3838,30.5604666667,21.987,11.0232,21.6812,10.9942666667,36.7626,47.5588666667,5.49566666667,7.6122
581.65,48.3508666667,8.34446666667,6.3606,30.5726666667,22.0404,10.9959333333,21.5938666667,10.9430666667,36.7686666667,47.5204,5.488,7.57746666667
581.98,48.2532,8.23216666667,6.23946666667,30.4652,22.0066,10.8806666667,21.395,10.8016,36.7062666667,47.4064666667,5.39713333333,7.48826666666
582.32,48.2793333333,8.21626666667,6.2316,30.4773333333,22.0733333333,10.868,21.3091333333,10.7726,36.7314666667,47.43,5.40606666667,7.49366666667
582.66,48.2718666667,8.29806666667,6.29553333333,30.5651333333,22.1788666667,10.906,21.2743333333,10.8224666667,36.7862,47.4624666667,5.46506666667,7.56566666667
583.00,48.2105333333,8.31326666667,6.32186666667,30.5632666667,22.2571333333,10.873,21.1952,10.7998666667,36.787,47.4489333334,5.459,7.60066666667
583.34,48.1524666666,8.31876666667,6.32526666667,30.5728666667,22.3366666667,10.8552666666,21.1170666666,10.7704666667,36.791,47.4434666666,5.4802,7.6394
583.68,48.1995333333,8.37103333333,6.36166666667,30.646,22.4818,10.8794,21.0984666667,10.7981333333,36.8468,47.5153333333,5.519,7.67573333333
584.01,48.0799333333,8.3293,6.33253333333,30.6172,22.4964666667,10.8208666667,20.9752666667,10.7477333333,36.8117333333,47.4127333333,5.4948,7.63206666667
584.35,48.0106,8.26573333333,6.29546666667,30.5862,22.5412,10.7682666667,20.8508,10.6628,36.7654,47.3222,5.43833333333,7.5792
584.69,47.9812,8.29223333333,6.28233333333,30.5574666667,22.5993333333,10.753,20.7522666667,10.6374666667,36.7176,47.2940666667,5.4268,7.57693333333
585.03,47.9124,8.2386,6.23986666667,30.5163333333,22.6308666667,10.6875333333,20.629,10.5576,36.6551333333,47.2448,5.39186666667,7.54886666667
585.37,47.8306666667,8.22,6.24746666667,30.4796,22.6554666667,10.6387333333,20.4854,10.5226666667,36.5679333333,47.1744,5.38486666667,7.5412
585.70,47.7812666667,8.23676666667,6.28613333333,30.521,22.7261333333,10.6354,20.4414666667,10.5375333333,36.5582,47.1490666667,5.40806666667,7.56533333334
586.04,47.7669333333,8.2166,6.25966666667,30.5492,22.792,10.5984,20.3686,10.4572666667,36.5746,47.1399333333,5.35306666667,7.5264
586.38,47.6585333334,8.12306666667,6.1816,30.4513333333,22.7808666667,10.488,20.2102666667,10.3364,36.4856666667,47.0271333333,5.2654,7.43253333333
586.72,47.6542,8.16393333333,6.19486666667,30.5138666667,22.879,10.524,20.1856,10.3336,36.5006666667,47.0098666667,5.3146,7.47113333333
587.06,47.6862666667,8.11473333333,6.15813333333,30.5422666667,22.9449333333,10.4742,20.0957333333,10.257,36.5381333333,47.0176,5.29066666667,7.4092
587.39,47.7374,8.0982,6.16726666667,30.6153333334,23.0385333333,10.4758666667,20.0680666667,10.242,36.6158,47.0479333333,5.30793333333,7.41273333333
587.73,47.8207333333,8.14766666667,6.21286666667,30.6952,23.1610666667,10.5360666667,20.0494,10.2498666667,36.6865333333,47.1447333334,5.3436,7.46433333333
588.07,47.87,8.17156666667,6.20306666667,30.7554666667,23.2658666667,10.5278,20.0274666667,10.2552666667,36.7718,47.2217333333,5.36633333334,7.4834
588.41,47.8807333333,8.19946666667,6.2242,30.8490666667,23.3918,10.5229333333,19.9940666667,10.2542,36.8254,47.2316,5.4152,7.50306666667
588.74,47.9630666667,8.2778,6.25333333333,30.9574666667,23.5155333333,10.5613333333,19.9969333333,10.3283333333,36.8992666667,47.3044666667,5.48366666667,7.5626
589.08,47.9323333333,8.244,6.21553333333,30.9624,23.5826666667,10.5228666667,19.9249333333,10.2638,36.9402666667,47.2619333333,5.45913333333,7.54493333333
589.42,47.9303333333,8.2621,6.22486666667,31.0172666667,23.6484666667,10.5062666667,19.854,10.2467333333,36.9916666667,47.2838,5.4642,7.561
589.76,47.9587333333,8.3215,6.29853333333,31.0783333333,23.7728,10.5562,19.8580666667,10.3165333333,37.0026666667,47.3002666667,5.55526666667,7.6472
590.09,47.9850666667,8.3918,6.34206666667,31.1302,23.8828,10.5731333333,19.847,10.3462,37.0508666667,47.3402666667,5.61153333333,7.71226666667
590.43,48.0554666667,8.40883333333,6.37733333333,31.232,23.9832666666,10.5786666667,19.817,10.3816,37.0938666667,47.4116666667,5.65206666667,7.73693333333
590.77,48.0541333333,8.49243333333,6.47366666667,31.2818,24.1059333333,10.6346666667,19.8197333333,10.4535333333,37.1190666667,47.4168666667,5.74513333333,7.8514
591.11,47.9096666667,8.4517,6.4002,31.2046666667,24.1094666667,10.5674666667,19.6656666667,10.3554,37.0268,47.2942,5.68366666667,7.8178
591.44,47.8937333333,8.44023333333,6.38826666667,31.224,24.1763333333,10.5220666667,19.5887333333,10.3168666667,37.0344666667,47.271,5.68173333333,7.81106666667
591.78,47.8182666667,8.38706666667,6.36133333333,31.1878666666,24.1840666667,10.462,19.4449333333,10.2482,36.9855333333,47.1614666667,5.62293333333,7.77933333333
592.12,47.8032,8.37046666667,6.356,31.1969333334,24.2068,10.4532,19.3587333333,10.2042666667,36.9950666667,47.1762666667,5.59466666667,7.795
592.46,47.6884666667,8.27783333333,6.2906,31.1186666667,24.1766,10.3778666667,19.2169333333,10.0516666667,36.9261333333,47.0541333333,5.4906,7.72233333333
592.79,47.7281333333,8.3011,6.30126666667,31.1536,24.2340666667,10.3658,19.1739333333,10.069,36.95,47.105,5.49166666667,7.73
593.13,47.7099333333,8.26033333333,6.2854,31.1276666667,24.2772,10.3534,19.0960666667,10.0027333333,36.9306,47.0732,5.47446666667,7.7206
593.47,47.669,8.22676666667,6.24333333333,31.1376,24.2846,10.318,19.0034666667,9.93293333335,36.9383333333,47.0534666667,5.4302,7.71086666667
593.80,47.7202666667,8.2335,6.2786,31.2176,24.3772,10.3287333334,18.9725333333,9.91786666665,37.023,47.1024,5.44753333333,7.72933333333
594.14,47.6548666667,8.23313333333,6.27526666667,31.1912666667,24.3976,10.2940666667,18.8745333333,9.86066666666,37.0412,47.0412666667,5.41293333333,7.71466666667
594.48,47.6156,8.20493333333,6.2458,31.2067333333,24.4258666667,10.2632666667,18.7729333334,9.79320000001,37.0186666667,46.9917333333,5.36166666666,7.68773333333
594.81,47.634,8.19073333333,6.26,31.2189333333,24.4898666667,10.2278666667,18.7150666667,9.75893333335,37.0336,46.9968,5.346,7.66813333333
595.15,47.6278666667,8.18326666667,6.27293333333,31.2222,24.5208,10.2044666667,18.6437333333,9.75553333334,37.0539333333,46.9994666667,5.3302,7.67393333333
595.49,47.5584,8.2079,6.2878,31.2503333333,24.5528,10.2010666667,18.5973333333,9.76086666668,37.0428,46.9852666667,5.37746666667,7.70286666667
595.82,47.5500666666,8.20363333333,6.27846666667,31.2446,24.6252,10.1778666667,18.5214666667,9.71733333333,37.0433333333,46.9638,5.37286666667,7.68533333333
596.16,47.5502666666,8.2302,6.33146666667,31.2798666667,24.7091333333,10.1898,18.5060666667,9.77986666666,37.0906,46.9996,5.4368,7.74326666667
596.50,47.5509333333,8.24203333333,6.34606666667,31.3103333333,24.7635333333,10.1837333333,18.4512,9.7696,37.1669333333,47.0156,5.44633333333,7.78646666667
596.83,47.5390666667,8.2647,6.33846666667,31.3056666667,24.7997333333,10.1542,18.3942,9.77953333333,37.1585333333,46.9694666667,5.4428,7.77766666667
597.17,47.5436666667,8.3119,6.3712,31.3575333333,24.9114666667,10.1474666667,18.3877333333,9.80793333335,37.1854666667,46.9621333333,5.48033333333,7.82753333333
597.51,47.5238,8.29803333333,6.35633333334,31.375,24.93,10.1335333333,18.3045333333,9.81046666667,37.1833333333,46.9428,5.47113333333,7.84
597.84,47.4843333333,8.26486666667,6.31813333333,31.3302666667,24.9744666667,10.1042,18.2194666667,9.78113333332,37.1461333333,46.8946666667,5.44786666667,7.81473333333
598.18,47.4572666667,8.23433333333,6.28013333333,31.3064,25.0010666667,10.0507333333,18.14,9.73546666665,37.1608666667,46.874,5.42973333333,7.78106666667
598.52,47.4642666667,8.32136666667,6.33646666667,31.3748,25.0914666667,10.1359333333,18.1378,9.79833333333,37.2038,46.8962666666,5.49673333333,7.86986666667
598.85,47.4404666666,8.34593333333,6.34326666667,31.3874666667,25.1670666667,10.1403333333,18.0792666667,9.79153333333,37.2062666667,46.8657333333,5.53286666667,7.91726666667
599.19,47.4930666667,8.37816666667,6.38866666667,31.4442,25.2782666667,10.1369333333,18.0437333333,9.8096,37.235,46.8615333333,5.56146666667,7.96673333333
599.53,47.4835333333,8.3778,6.4062,31.5125333334,25.3240666666,10.1252666667,18.0078666667,9.80513333334,37.2631333333,46.8504666667,5.59393333333,8.004
599.86,47.5299333333,8.39496666667,6.407,31.5607333333,25.3956,10.1327333333,17.9586,9.766,37.2990666667,46.8568,5.58273333333,8.0138
600.20,47.4261333333,8.38553333333,6.397,31.5131333333,25.4175333333,10.0908666667,17.8879333333,9.71206666666,37.1607333333,46.7446666667,5.57873333333,7.99506666666
600.53,47.4141333333,8.43656666667,6.45006666667,31.5574666667,25.525,10.1332666666,17.8844,9.71873333333,37.2074666667,46.7895333333,5.64026666667,8.05760000001
600.87,47.3041333333,8.394,6.4062,31.4581333333,25.4934,10.0801333333,17.7477333334,9.64573333332,37.1380666667,46.7066666667,5.60333333333,7.98606666666
601.21,47.1885333333,8.3826,6.372,31.402,25.5265333333,10.0298666667,17.6682666667,9.58366666667,37.0856666667,46.6332666667,5.573,7.95573333333
601.54,47.1726,8.35873333333,6.34726666667,31.4376,25.5344,10.0032,17.5938,9.54973333335,37.0780666667,46.6572666667,5.56506666667,7.9736
601.88,47.1492,8.3427,6.36453333333,31.4784,25.5619333333,9.99006666667,17.5413333333,9.5378,37.0689333333,46.6388666667,5.54593333333,7.9714
602.21,47.2148,8.3568,6.39526666667,31.5641333333,25.6747333333,9.99899999999,17.5310666667,9.55673333334,37.2009333333,46.7472,5.58826666667,7.9958
602.55,47.2307333334,8.32286666667,6.36033333333,31.5868666667,25.7167333333,9.95886666668,17.4825333333,9.47946666667,37.2078666667,46.7390666667,5.5284,7.95306666667
602.88,47.2523333333,8.26886666667,6.31126666667,31.5845333333,25.7552,9.92486666665,17.4018,9.41740000001,37.2419333334,46.8024,5.47593333333,7.90286666667
603.22,47.1742666667,8.2206,6.30013333333,31.5266,25.7589333334,9.9006,17.3242,9.39593333334,37.1994,46.7662666667,5.4454,7.85726666667
603.56,47.2097333333,8.2774,6.35066666667,31.5908666667,25.858,9.93253333333,17.2978666667,9.4454,37.2825333333,46.8014666667,5.51013333333,7.92033333333
603.89,47.2664,8.30733333333,6.37346666667,31.6757333333,25.947,9.98573333333,17.2835333333,9.48153333332,37.3836666667,46.8674666666,5.53466666667,7.9502
604.23,47.3210666667,8.28916666667,6.37726666667,31.7088666667,25.9955333333,9.97653333333,17.2556,9.48693333332,37.4289333333,46.8940666667,5.54186666667,7.96673333333
604.56,47.3388,8.28956666667,6.3872,31.7652666667,26.0459333334,9.97253333333,17.2156666667,9.48793333332,37.4579333333,46.9338666667,5.5372,7.98986666667
604.90,47.4217333333,8.29416666667,6.402,31.8184,26.1152666667,9.9932,17.181,9.47953333333,37.5208666667,46.9786,5.55046666667,8.0112
605.23,47.4694666667,8.30163333333,6.43113333333,31.8602666667,26.201,9.99273333333,17.1552666667,9.47099999999,37.5685333333,47.0215333333,5.55386666667,8.016
605.57,47.5074666667,8.38423333333,6.4876,31.9088,26.3188,10.0450666667,17.1629333333,9.5426,37.6303333333,47.0920666667,5.6316,8.09906666667
605.90,47.4618666667,8.34956666667,6.43653333333,31.8781333333,26.3256666667,10.0047333333,17.0568,9.47906666665,37.5698,47.0160666667,5.59946666666,8.08026666666
606.24,47.4546666667,8.36076666667,6.46413333334,31.9269333333,26.3964,10.0094,17.0284,9.51106666667,37.6040666667,47.0722,5.63353333333,8.11320000001
606.58,47.42,8.39626666667,6.482,31.9436666667,26.4540666667,10.0254666667,17.0124,9.51793333334,37.6007333333,47.0266,5.66513333333,8.14393333334
606.91,47.4172666667,8.42,6.47226666667,31.9880666667,26.4964666667,9.99826666667,16.9505333333,9.51246666667,37.6494666667,47.0522,5.6666,8.17333333333
607.25,47.346,8.32003333333,6.3774,31.9734666667,26.4718666667,9.88973333333,16.8228666666,9.39493333334,37.5694666667,46.9986,5.56806666667,8.07940000001
607.58,47.3314666667,8.3132,6.37153333333,31.9701333333,26.5245333333,9.89693333335,16.7542666667,9.37566666667,37.5370666667,46.9785333333,5.58713333333,8.11006666666
607.92,47.2509333333,8.31536666667,6.35273333334,32.0058,26.548,9.87453333333,16.6904,9.3548,37.5060666667,46.9188666667,5.5994,8.12373333334
608.25,47.1739333334,8.26743333333,6.31086666666,31.9882,26.5456,9.83000000001,16.5914666667,9.27393333333,37.4982,46.8317333333,5.5738,8.08019999999
608.59,47.1184666667,8.23656666667,6.29073333333,31.9797333333,26.5518,9.79373333332,16.5340666667,9.24133333334,37.4782,46.7923333333,5.54646666667,8.06026666667
608.92,47.0264666667,8.2526,6.30573333333,31.9868666667,26.5464666667,9.79259999999,16.5063333333,9.24786666666,37.4449333333,46.7231333333,5.5656,8.08366666667
609.26,47.0712666667,8.2509,6.30073333333,32.0738,26.6048,9.79819999999,16.5012,9.23760000001,37.501,46.7522,5.54653333333,8.09859999999
609.59,47.0247333334,8.25643333333,6.31313333333,32.0743333333,26.5972666667,9.77953333333,16.4378666667,9.20773333332,37.4575333334,46.6808666667,5.52913333333,8.08026666667
609.93,46.9547333334,8.25713333333,6.317,32.037,26.5833333333,9.79433333333,16.3663333333,9.17573333333,37.425,46.5683333333,5.5188,8.06946666666
610.26,46.9646666667,8.28266666667,6.3656,32.0642,26.6316666667,9.81160000001,16.3498,9.17353333333,37.4513333333,46.5872666667,5.54946666667,8.09746666667
610.60,46.971,8.29406666667,6.3826,32.1120666667,26.7115333333,9.82499999999,16.3432666667,9.17533333333,37.4532,46.5477333333,5.5672,8.12780000001
610.93,47.0046,8.38713333333,6.4396,32.1713333333,26.807,9.90613333335,16.4052666667,9.24426666668,37.5236,46.6178666667,5.65033333333,8.23020000001
611.27,47.0237333333,8.40933333333,6.45726666667,32.2618666667,26.8473333333,9.89339999999,16.417,9.23040000001,37.5736,46.6555333333,5.6592,8.22906666667
611.60,47.0334,8.42833333333,6.49726666667,32.2891333333,26.9002,9.89966666668,16.3728666667,9.21713333333,37.5754666667,46.6848666666,5.6446,8.22439999999
611.93,47.106,8.52233333333,6.584,32.3576,27.0264,9.98273333333,16.4083333333,9.31186666666,37.6452,46.7495333333,5.72593333333,8.33086666667
612.27,47.1310666667,8.6058,6.63606666667,32.4433333333,27.1109333333,10.0226666667,16.4293333333,9.3588,37.6619333333,46.7905333333,5.80226666666,8.40453333334
612.60,47.1694,8.64813333333,6.6694,32.4981333333,27.2262666667,10.0266666667,16.425,9.36433333333,37.7236666667,46.8082,5.8266,8.4338
612.94,47.0984,8.5952,6.62426666667,32.4318,27.1922,9.96713333335,16.3066,9.29013333333,37.673,46.7562666667,5.78146666667,8.39786666666
613.27,47.0533333333,8.5805,6.61813333333,32.4236,27.2419333333,9.932,16.2806666667,9.28286666665,37.6726666667,46.7284666667,5.78326666667,8.39153333334
613.61,47.0891333333,8.56246666667,6.57913333333,32.4898,27.331,9.89386666666,16.2620666667,9.29706666667,37.6717333333,46.7926666667,5.79546666667,8.40966666667
613.94,47.115,8.54856666667,6.53806666667,32.5672,27.3937333333,9.87313333334,16.2184,9.27766666666,37.7118,46.8616666667,5.77726666667,8.38620000001
614.28,47.1773333333,8.51976666667,6.48826666667,32.5576666667,27.4255333333,9.85906666667,16.1677333333,9.20486666666,37.7320666667,46.9113333333,5.74326666667,8.36786666667
