wavelength,Back_CorMelm,Belly_CorMelm,Breast_CorMelm,Crissum_CorMelm,Crown_CorMelm,DorTail_CorMelm,Patch10_CorMelm,Patch11_CorMelm,Patch12_CorMelm,Patch13_CorMelm,Rump_CorMelm,Throat_CorMelm,WingTip_CorMelm
296.34,7.93783333333,6.41566666667,6.53097083333,6.81773333333,6.31362222222,6.7934,7.79083333334,6.41073333333,4.87266666667,12.0124,9.05433333334,7.64659999999,7.52090000001
296.71,7.9145,6.38713333333,6.34428333333,6.73286666667,6.14181111111,6.65966666667,7.63424999999,6.11206666667,4.69953333333,11.9872,8.95483333333,7.48666666667,7.3753
297.08,7.5717,6.23566666667,6.133675,6.3406,5.7907,6.2612,7.27333333332,5.6372,4.25106666667,11.7444666667,8.65463333333,7.11393333333,6.9356
297.45,7.48666666667,6.0992,6.07330416667,6.21406666667,5.68887777778,6.15453333333,7.18474999999,5.4836,4.1236,11.5830666667,8.51026666667,6.98606666667,6.94146666667
297.82,7.73446666667,6.24513333333,6.23693333334,6.472,5.87727777778,6.3238,7.44149999999,5.74453333333,4.186,11.8924,8.74323333333,7.1854,7.14166666666
298.19,7.50523333333,5.88853333333,6.05755833333,6.21006666667,5.5788,6.1542,7.25008333333,5.6278,3.8902,11.7609333333,8.51043333333,6.97413333333,6.97306666667
298.56,7.00823333333,5.643,5.83175,6.06313333333,5.3384,5.82353333333,6.91266666667,5.4996,3.57166666667,11.5087333333,8.21063333333,6.76993333333,6.69949999999
298.93,6.74213333333,5.51113333333,5.71572916667,5.9906,5.11604444444,5.53273333333,6.68525,5.30746666667,3.32973333333,11.3318,7.84136666667,6.48226666667,6.4976
299.30,6.6444,5.53146666667,5.69344166667,5.8934,4.93783333333,5.37846666667,6.60008333333,5.1374,3.22133333333,11.1463333333,7.7662,6.2306,6.39083333333
299.67,6.35096666667,5.396,5.51229166667,5.7424,4.78864444445,5.17706666667,6.61758333333,4.93253333333,3.10933333333,10.7436,7.54266666666,6.08853333333,6.27333333333
300.04,6.10536666667,5.13146666667,5.18927916667,5.52586666667,4.45966666667,4.9578,6.286,4.53213333333,2.99946666667,10.5836,7.26343333333,5.74926666667,6.1056
300.41,6.00913333333,5.0718,5.122825,5.34906666667,4.33016666667,4.86273333333,6.04441666666,4.2106,2.8468,10.4726666667,7.20176666666,5.57733333333,6.10016666667
300.78,6.05813333333,5.11966666667,5.3473375,5.60913333333,4.38568888889,4.99373333333,6.20016666666,4.3028,2.94873333333,10.6754666667,7.43456666666,5.72126666667,6.18536666667
301.15,6.273,5.40653333333,5.591675,6.26286666667,4.54154444445,5.31706666667,6.57066666667,4.69126666667,3.35926666667,11.0208666667,7.91963333334,6.16786666667,6.68683333333
301.52,6.1361,5.5882,5.85806666667,6.34313333333,4.56166666667,5.34033333333,6.68633333333,4.76893333333,3.49513333333,10.9721333333,7.98429999999,6.2586,6.7672
301.89,6.1988,5.76266666667,6.1466,6.5884,4.59362222222,5.4468,7.03308333333,4.91953333333,3.89973333333,11.1749333333,8.15303333333,6.35086666667,6.93463333333
302.26,6.18156666667,5.89453333333,6.15589166667,6.8094,4.57795555556,5.39053333333,7.06225,4.9534,4.01813333333,11.3286666667,8.26626666666,6.36366666667,7.05263333333
302.63,6.20163333333,5.76593333333,6.3182625,6.71026666667,4.42071111111,5.41333333333,6.95233333333,4.9936,3.98193333333,11.2373333333,8.23496666666,6.3344,6.91296666667
303.00,6.5779,5.99,6.63839166667,6.853,4.77172222222,5.729,7.27958333334,5.17853333333,4.28973333333,11.4810666667,8.64800000001,6.62093333333,7.04076666667
303.37,6.3884,5.69873333334,6.40204583333,6.44966666667,4.76293333333,5.5332,7.23408333333,5.01653333333,4.25986666667,11.3175333333,8.36829999999,6.4726,6.91643333334
303.74,7.1198,6.20653333333,7.0382375,6.928,5.36476666667,6.2604,7.84333333332,5.68093333333,4.70106666667,12.0722,8.94336666667,7.05313333333,7.33836666667
304.10,7.46656666667,6.61553333333,7.35024166667,7.36686666667,5.74472222222,6.6696,8.31566666667,6.10886666667,5.01853333333,12.3483333333,9.19283333333,7.4892,7.4779
304.47,7.51376666667,6.79486666667,7.42200416667,7.6064,5.90205555556,6.6524,8.30841666668,6.30793333333,5.12613333334,12.4704666667,9.15996666666,7.60366666667,7.46683333333
304.84,7.3853,6.6494,7.24226666667,7.37686666667,5.75437777778,6.3246,8.2435,6.21246666667,5.04533333333,12.5889333333,8.97103333333,7.39673333334,7.27903333334
305.21,6.9753,6.18126666667,6.8322125,6.83886666667,5.45118888889,5.705,7.78083333333,5.74506666667,4.50186666666,12.142,8.37636666667,6.83886666667,6.71699999999
305.58,6.48733333333,5.3596,5.95375833333,6.1328,4.66712222222,4.95113333333,7.2175,5.05033333333,3.61773333334,11.577,7.67176666667,6.1036,5.9039
305.95,6.00036666667,4.9288,5.25806666667,5.69793333333,4.23013333334,4.48546666667,6.55358333333,4.39433333333,2.89453333333,11.1992,7.12613333333,5.6364,5.29576666667
306.32,5.68226666667,4.69773333333,4.96732916667,5.40413333333,3.88823333333,4.16553333333,6.31925000001,3.92006666667,2.50106666667,10.7526,6.77163333333,5.5492,4.79083333333
306.69,5.8997,4.791,4.86230416667,5.44473333333,3.99485555556,4.12553333333,6.53725000001,3.725,2.394,10.8568666667,6.76833333333,5.6094,4.7954
307.06,5.88283333333,4.617,4.52473333333,5.26473333333,3.65527777778,3.7888,6.37750000001,3.6644,1.9906,10.9524,6.5129,5.5694,4.63473333333
307.43,5.75183333333,4.536,4.47002916667,5.28713333333,3.39136666667,3.83753333333,6.21450000001,3.42546666667,1.68626666667,10.8666,6.32473333333,5.48593333333,4.60916666667
307.80,4.96873333333,4.04486666667,3.812025,4.73426666667,2.67233333334,3.0322,5.54716666667,2.53726666667,0.954266666667,10.4730666667,5.55960000001,4.778,4.05506666667
308.17,4.63556666666,3.80533333333,3.88309166667,4.34466666667,2.37391111111,2.7358,5.3415,2.16513333333,0.624733333333,10.2610666667,5.34173333334,4.40733333333,3.7911
308.54,4.66636666667,3.76413333333,3.85199583333,4.22293333333,2.16365555556,2.76633333333,5.449,2.08786666667,0.500399999999,10.4588666667,5.32823333333,4.35906666667,3.7991
308.90,4.54126666667,3.79286666667,3.75259583333,4.2052,2.09931111111,2.74546666667,5.23308333334,2.03566666667,0.391133333334,10.3038666667,5.28073333333,4.46513333333,3.6509
309.27,4.43613333333,3.76853333333,3.6504875,4.0872,1.93157777778,2.73613333333,5.02725,1.86846666667,0.2614,10.3386,5.18886666667,4.3094,3.52946666667
309.64,5.13246666667,4.4944,4.43975,4.7406,2.68661111111,3.52366666667,5.69241666667,2.5108,1.0974,11.0960666667,5.89016666666,5.1064,4.34613333333
310.01,5.35553333333,4.7302,4.79650833334,4.94026666667,2.95793333333,3.51553333333,5.91283333333,2.784,1.3738,11.4016,6.1294,5.2952,4.64933333333
310.38,5.5466,4.9324,5.03765416667,5.0768,3.23132222222,3.77626666667,6.2005,3.09553333333,1.5968,11.6363333333,6.30076666666,5.46846666667,4.93023333333
310.75,5.80483333333,5.3814,5.43725416667,5.3792,3.53374444444,4.15313333333,6.55666666667,3.59913333333,1.91413333333,11.9799333333,6.62803333333,5.76293333333,5.23513333333
311.12,5.85516666666,5.5742,5.66047916666,5.5764,3.74327777778,4.426,6.68333333333,3.6276,2.2988,12.0981333333,6.75693333333,5.87293333333,5.36676666667
311.49,6.20693333333,6.04186666667,6.05314583333,5.9046,4.01866666667,4.64366666667,7.03716666667,4.06986666667,2.6986,12.6352666667,7.28153333334,6.22806666666,5.6342
311.85,6.78983333333,6.51053333333,6.5907375,6.43793333333,4.54152222222,5.21506666667,7.50591666667,4.6872,3.26166666667,13.0715333333,7.91819999999,6.91526666667,6.28626666667
312.22,6.8334,6.60453333333,6.65327083333,6.53546666667,4.58795555556,5.16726666667,7.48808333334,4.8738,3.33013333333,13.1798,7.97920000001,7.00706666667,6.38853333333
312.59,7.1289,6.92453333333,6.9473375,6.93586666667,5.04327777778,5.41946666666,7.84266666666,5.25133333333,3.7012,13.4612666667,8.3401,7.31273333333,6.64086666667
312.96,7.60633333333,7.431,7.6012375,7.39706666667,5.53362222222,5.88853333334,8.52100000001,5.82006666667,4.1412,13.9295333333,8.77356666666,7.82026666666,7.17169999999
313.33,8.10126666667,7.9026,8.2306875,7.94393333333,6.06937777778,6.32213333333,9.07991666667,6.43926666667,4.78293333333,14.4084,9.24540000001,8.45153333333,7.60043333334
313.70,7.93673333333,7.80213333333,8.16397083333,7.86580000001,5.93721111111,6.067,8.91458333333,6.3362,4.61513333333,14.3037333333,9.12653333334,8.3192,7.34063333334
314.07,7.765,7.60393333333,8.01671666667,7.68326666667,5.68906666667,5.9528,8.84416666666,6.19093333333,4.33806666667,14.1722666667,9.04346666666,8.11339999999,6.99236666667
314.43,7.73603333333,7.49426666667,8.12359166667,7.70260000001,5.50148888889,5.85366666667,8.83508333333,6.1462,4.29246666667,14.2774666667,9.11393333333,8.04700000001,6.93816666667
314.80,7.47126666667,7.157,7.99999166667,7.64753333333,5.30731111111,5.55806666667,8.74216666668,5.7164,4.17373333333,14.2145333333,8.93866666667,7.98466666667,6.80833333333
315.17,7.3667,7.10293333333,7.89497916667,7.62793333334,5.05657777778,5.33686666667,8.73833333333,5.62693333333,3.80606666667,14.0177333333,8.89109999999,7.99100000001,6.6209
315.54,7.0291,6.5662,7.48471666667,7.35706666667,4.78396666667,5.07666666667,8.45574999999,5.42066666667,3.39153333333,13.5554666667,8.51183333333,7.87053333333,6.2115
315.91,6.47976666667,5.97053333333,6.93268333333,6.9214,4.3242,4.38573333333,7.93049999999,4.87873333334,2.78466666667,13.0543333333,7.8924,7.21939999999,5.45573333333
316.28,6.0564,5.42126666667,6.4317625,6.44273333333,3.97544444445,3.9684,7.67091666666,4.48993333333,2.43346666667,12.7516666667,7.45726666667,6.79766666666,5.03343333333
316.64,5.5524,4.96486666667,5.992325,5.92746666667,3.28564444445,3.55253333333,7.06799999999,3.9002,1.93353333333,12.3153333333,6.88306666666,6.29433333333,4.54303333333
317.01,5.18726666667,4.45653333333,5.4685375,5.61313333333,2.85183333333,3.20206666667,6.587,3.44786666667,1.50053333333,12.0340666667,6.4068,5.74746666667,4.1953
317.38,4.5388,3.86413333333,4.76567916667,5.0304,2.12555555556,2.69813333333,6.02033333333,2.7546,0.633600000001,11.3984,5.78086666666,5.19073333333,3.55026666667
317.75,4.70623333333,4.14153333333,4.8926,5.33333333333,2.34212222222,2.88173333333,6.29866666666,2.87893333333,0.716333333335,11.5978666667,6.03543333333,5.2682,3.68993333333
318.12,4.4978,4.00286666667,4.68887916667,5.19026666667,2.29564444444,2.76673333333,6.14441666668,2.6468,0.558000000001,11.4878666667,5.7811,5.31053333333,3.6524
318.49,4.38976666667,3.88926666667,4.41845,4.98433333333,2.11202222222,2.57786666666,6.02725000001,2.60053333333,0.342,11.417,5.59033333333,5.22686666667,3.39183333333
318.85,4.71093333333,4.4056,4.68115,5.27766666667,2.31546666667,3.05073333333,6.31658333334,3.06186666667,0.5424,11.5608666667,5.79756666667,5.2578,3.7055
319.22,4.53273333333,4.3852,4.79362083333,5.16966666667,2.36342222222,2.98273333333,6.301,3.04853333333,0.520933333333,11.6960666667,5.75366666667,5.03206666667,3.79696666667
319.59,4.86063333334,5.00946666667,5.38009583333,5.636,2.69713333333,3.35793333333,6.88241666667,3.3348,0.972866666665,12.167,6.13116666667,5.39046666667,4.2311
319.96,5.09793333333,5.44893333333,5.85055,5.982,2.81953333333,3.58973333333,7.39866666668,3.71,1.3208,12.5539333333,6.3802,5.62386666667,4.43643333333
320.32,5.5713,6.24746666667,6.53172083333,6.78153333334,3.43606666667,4.10846666667,8.00299999999,4.4158,1.78,13.3592,7.00253333333,6.1872,5.033
320.69,5.37106666667,6.01593333333,6.442225,6.65813333333,3.2191,3.759,7.81741666667,4.22073333333,1.39746666667,13.0980666667,6.80463333334,6.10306666667,4.70866666667
321.06,5.3592,5.96293333333,6.49641666667,6.6408,3.08278888889,3.5708,7.74349999999,4.17913333333,1.33506666667,13.0726,6.88380000001,6.15113333333,4.61196666667
321.43,5.5454,6.2838,6.60779583333,6.7856,3.24578888889,3.63786666667,7.99975,4.43866666667,1.7232,13.2058666667,7.13536666666,6.21986666667,4.77666666667
321.80,5.61176666667,6.37213333333,6.7265625,6.77233333334,3.33962222222,3.7478,7.96874999999,4.68846666667,1.73546666667,13.2417333333,7.16549999999,6.37233333333,4.83993333333
322.16,6.31503333333,7.0774,7.5245625,7.35299999999,3.88554444444,4.55413333333,8.66033333334,5.51333333333,2.5062,14.0308666667,8.01116666666,6.97613333333,5.55833333333
322.53,6.50486666667,7.50673333333,7.96927083333,7.67279999999,4.24692222222,4.82866666667,8.81008333333,5.70473333333,2.93246666667,14.3807333333,8.29583333334,7.11446666667,5.94646666667
322.90,6.1476,7.1666,7.7822875,7.43040000001,3.96071111111,4.26686666667,8.47599999999,5.1692,2.5764,14.1892666667,8.01736666667,6.96573333333,5.54546666667
323.27,6.52076666667,7.3892,7.93355833333,7.62053333333,4.07608888889,4.53813333333,8.46133333333,5.41333333333,2.79333333333,14.4158,8.28913333333,7.23946666667,5.71406666667
323.63,6.24443333333,6.94826666667,7.47982083334,7.20926666666,3.6374,4.0588,7.80541666666,4.9622,2.3518,14.252,7.9219,6.65393333333,5.22976666667
324.00,6.22433333333,6.80986666667,7.28636666667,7.04613333333,3.5871,4.06593333333,7.68625000001,4.90253333333,2.23146666667,14.2782666667,8.00483333333,6.6516,5.15143333333
324.37,6.40826666667,6.78806666667,7.26358333333,6.9506,3.5363,4.0418,7.61458333333,4.84953333333,2.2004,14.0856,8.03376666668,6.78793333333,5.1844
324.74,7.04206666667,7.4784,7.96425416667,7.63753333334,4.17706666667,4.69713333333,8.28949999999,5.64433333333,2.82333333333,14.7064666667,8.72153333333,7.3846,5.81286666667
325.10,6.94013333333,7.5008,8.00905,7.674,4.16713333333,4.816,8.37599999999,5.64113333333,2.79893333333,14.5366,8.65170000001,7.39373333333,5.67636666667
325.47,6.99573333333,7.5234,8.17285416667,7.70460000001,4.23514444444,4.96193333333,8.38316666666,5.5538,2.6742,14.6958666667,8.68826666667,7.5278,5.76573333333
325.84,7.12066666667,7.6678,8.16929166667,7.77826666667,4.2776,5.0038,8.501,5.61573333334,2.73106666667,14.8190666667,8.66463333334,7.51633333333,5.8665
326.21,6.9381,7.50346666667,7.76736666667,7.59506666666,3.98491111111,4.5822,8.29333333333,5.3488,2.41673333333,14.528,8.33403333333,7.25859999999,5.57216666667
326.57,7.07736666667,7.5998,7.73121666667,7.61660000001,4.11864444444,4.6446,8.33333333333,5.45126666667,2.50866666667,14.5656,8.36446666667,7.31126666667,5.53773333334
326.94,7.17353333333,7.59866666667,7.70331666667,7.6218,4.16657777778,4.656,8.36474999999,5.65913333333,2.64726666667,14.6799333333,8.38509999999,7.25946666666,5.47696666667
327.31,7.3651,7.80533333333,7.9129,7.9124,4.34643333333,4.838,8.70025,5.85093333333,2.91493333333,14.7804666667,8.421,7.4992,5.57723333333
327.67,7.4792,7.9622,8.08585,8.13653333333,4.59068888889,5.09806666667,8.99733333333,6.10806666667,3.10146666667,14.797,8.62573333333,7.89693333334,5.6505
328.04,7.98016666666,8.4828,8.54837083333,8.73146666666,4.98884444444,5.55286666667,9.35483333333,6.58313333334,3.59666666667,15.2456,9.05216666667,8.38046666666,6.14123333333
328.41,7.9794,8.52833333333,8.62414583334,8.88380000001,5.02202222222,5.61293333333,9.45199999999,6.55666666667,3.67293333333,15.2715333333,9.01306666666,8.46086666666,6.084
328.78,8.07260000001,8.63253333333,8.72533333333,8.91506666666,5.14994444445,5.81653333333,9.56858333334,6.52633333333,3.88053333333,15.5032,9.0511,8.65153333333,6.16406666667
329.14,8.19980000001,8.87193333333,8.80226249999,9.00213333334,5.34787777778,5.94226666667,9.69816666666,6.67953333333,4.0576,15.7991333333,9.21360000001,8.8268,6.30986666667
329.51,8.07963333333,8.766,8.68620833333,8.90820000001,5.12765555556,5.78513333333,9.59425000001,6.727,4.00466666667,15.6978666667,9.10326666666,8.70780000001,6.21513333333
329.88,8.09710000001,8.90833333333,8.88546666667,9.08219999999,5.16563333333,5.87813333333,9.65833333333,6.85353333333,4.149,15.7098666667,9.23743333333,8.9432,6.26053333333
330.24,8.38563333333,9.1978,9.36750416666,9.47679999999,5.50972222222,6.31566666667,9.96558333333,7.0984,4.504,15.9692666667,9.58686666666,9.36766666666,6.57523333333
330.61,8.47433333334,9.25846666667,9.44685833332,9.66573333333,5.49297777778,6.40306666667,10.0811666667,7.1328,4.4538,16.0076666667,9.64050000001,9.43493333334,6.59706666666
330.98,8.90896666667,9.76673333334,9.82108333331,10.2052666667,5.86263333333,6.91946666666,10.5504166667,7.54606666666,4.71806666667,16.4396666667,10.0929333333,10.0345333333,6.97999999999
331.34,9.00369999999,10.0362666667,10.0411541667,10.3442666667,6.12318888889,7.0516,10.7440833333,7.80206666667,4.80873333333,16.502,10.3624666667,10.1410666667,7.10393333333
331.71,9.318,10.506,10.4366916667,10.8152666667,6.37654444444,7.21093333333,11.0864166667,8.14059999999,5.09526666667,16.9123333333,10.6501333333,10.413,7.52976666667
332.08,9.15710000001,10.4853333333,10.30875,10.578,6.27846666667,6.96926666667,11.084,7.9698,4.82973333333,16.6772,10.4226,10.2732,7.40326666667
332.44,9.22890000001,10.6474,10.3148875,10.6429333333,6.28515555556,7.07753333333,11.2366666667,8.03553333333,4.88486666667,16.6822666667,10.4852666667,10.2570666667,7.46566666667
332.81,8.91036666667,10.3887333333,9.95815833333,10.4314666667,5.86427777778,6.65033333333,10.912,7.61553333333,4.54026666667,16.3268666667,10.2256,9.91326666666,7.16656666667
333.18,8.6405,10.146,9.73559999999,10.2858666667,5.59673333333,6.20633333333,10.6448333333,7.33986666667,4.274,16.0768,9.9241,9.61286666667,6.94243333333
333.54,8.57299999999,10.1932666667,9.77824583333,10.2658,5.60483333333,6.10873333333,10.60175,7.26086666667,4.2418,16.0461333333,9.8267,9.58726666667,6.85686666666
333.91,8.26960000001,9.98606666666,9.52523333332,10.0797333333,5.33774444445,5.8588,10.4278333333,6.9852,4.04173333333,15.9544666667,9.63586666667,9.33719999999,6.59806666666
334.28,8.21163333334,10.0265333333,9.47276666667,10.0499333333,5.31071111111,5.68626666667,10.3366666667,6.93273333333,4.0682,15.9594,9.56566666667,9.27699999999,6.5208
334.64,8.21480000001,9.99226666667,9.50060833333,10.1118666667,5.33751111111,5.65593333334,10.4213333333,7.01586666667,4.11646666667,15.9991333333,9.6131,9.43099999999,6.6474
335.01,7.96966666667,9.80186666666,9.43039583333,9.94666666666,5.21551111111,5.46346666667,10.2204166667,6.9352,4.06806666667,15.7016,9.37846666667,9.25373333334,6.48196666667
335.38,7.7351,9.56526666667,9.30129583335,9.79406666667,4.91993333333,5.2268,10.0670833333,6.77633333333,3.8076,15.7181333333,9.15063333334,9.06646666667,6.27843333333
335.74,7.55533333333,9.4608,9.14433333334,9.51099999999,4.74874444444,5.10873333333,9.87633333334,6.6202,3.63446666667,15.5606,8.85943333334,8.85853333333,6.027
336.11,7.2628,9.14246666666,8.95516666666,9.2338,4.44495555556,4.893,9.68874999999,6.36853333333,3.40106666667,15.237,8.63696666666,8.61593333333,5.6655
336.47,7.00433333333,8.79933333333,8.73094166667,8.95726666667,4.09074444444,4.503,9.35208333334,6.0804,3.02573333333,15.1938,8.40636666667,8.3546,5.34363333333
336.84,7.1112,8.9642,8.85234999999,9.19960000001,4.28634444444,4.5918,9.61333333333,6.23726666667,3.15806666667,15.3938,8.47383333333,8.54926666667,5.5133
337.21,7.4743,9.36573333333,9.24141249999,9.63493333333,4.72557777778,5.048,9.97191666667,6.63673333333,3.5172,15.6910666667,8.80976666667,8.98386666667,5.95853333333
337.57,7.70456666667,9.6254,9.44633333333,9.98086666667,4.90924444444,5.2028,10.19125,6.80373333333,3.7202,15.836,8.97846666666,9.24219999999,6.22166666667
337.94,8.14323333333,10.0258,9.84284583333,10.315,5.32825555556,5.55386666667,10.548,7.14833333333,3.97153333333,16.0938,9.24486666667,9.57513333334,6.55743333333
338.31,7.7767,9.71453333333,9.51756250001,10.0009333333,4.94653333333,5.25073333333,10.2618333333,6.8106,3.5314,15.6870666667,8.89606666666,9.28253333334,6.2235
338.67,7.67883333333,9.76386666667,9.5295875,9.91553333333,4.86622222222,5.15393333333,10.14325,6.64786666667,3.4622,15.5198,8.79946666667,9.20100000001,6.01436666667
339.04,7.47336666667,9.56706666666,9.33559166666,9.74653333334,4.61078888889,4.89286666667,9.90175,6.31673333334,3.23,15.4709333333,8.66246666666,9.08746666667,5.8174
339.40,7.29086666667,9.33106666667,9.15836666667,9.52880000001,4.47894444444,4.71446666667,9.63583333334,6.09833333333,3.14986666667,15.3106666667,8.5442,8.97406666667,5.66853333333
339.77,7.53353333333,9.52773333333,9.35746666666,9.88273333335,4.73368888889,4.94966666667,9.97491666667,6.41726666667,3.51246666667,15.4271333333,8.84753333334,9.2162,5.96143333333
340.14,7.76063333333,9.95753333334,9.56739999999,10.2233333333,4.98201111111,5.15166666667,10.0341666667,6.63666666667,3.72293333333,15.7604666667,9.05803333333,9.38113333333,6.1749
340.50,7.93306666667,10.2822,9.75690416669,10.4838,5.27466666667,5.36906666667,10.2629166667,6.9046,4.06493333333,15.8284,9.23400000001,9.62440000001,6.44203333333
340.87,7.5978,10.0374666667,9.43220416667,10.1608,4.93211111111,5.1322,9.90425000001,6.618,3.74246666667,15.5056666667,8.90886666666,9.284,6.04896666667
341.23,7.66253333333,10.0048,9.41282083333,10.0502,4.74013333333,4.9822,9.94133333333,6.54046666667,3.66346666667,15.5906666667,8.87706666667,9.17813333333,5.91583333333
341.60,7.5872,9.93680000001,9.33152083332,9.94620000001,4.69227777778,4.89773333333,9.97716666668,6.55126666667,3.53606666667,15.6219333333,8.81240000001,9.07546666668,5.71973333333
341.96,7.31323333333,9.69100000001,9.08722499999,9.67679999999,4.29928888889,4.5628,9.76474999999,6.2302,3.36366666667,15.5168666667,8.55153333333,8.8102,5.4595
342.33,7.60293333334,9.93246666667,9.41735416666,9.96706666667,4.56401111111,4.83353333333,10.0200833333,6.5364,3.61146666667,15.8183333333,8.76453333333,9.08593333334,5.7109
342.70,7.5957,10.0154,9.43225416668,10.0821333333,4.50983333333,4.85813333333,10.04575,6.61413333333,3.527,15.8948,8.76726666667,9.15686666667,5.73066666667
343.06,7.8092,10.358,9.62482916667,10.1761333333,4.65305555556,5.00493333333,10.21375,6.84226666667,3.68213333333,16.0044666667,8.93153333333,9.25313333332,5.9131
343.43,7.83416666667,10.5715333333,9.75083749999,10.3085333333,4.69704444444,5.0642,10.39225,6.9446,3.66993333333,16.0254,8.95063333333,9.31093333333,6.0254
343.79,7.78509999999,10.5909333333,9.79224583334,10.2067333333,4.65492222222,5.01713333333,10.2639166667,6.84926666667,3.5386,16.0934,8.99843333333,9.29653333335,5.98643333333
344.16,7.79870000001,10.5184666667,9.86330833334,10.2561333333,4.7032,5.0702,10.2891666667,6.89606666667,3.6152,16.128,9.11016666667,9.46,6.06986666666
344.52,7.6337,10.4654666667,9.8141875,10.1366666667,4.56551111111,4.9872,10.18,6.73653333333,3.45293333333,16.0432,8.94523333334,9.33240000001,5.92233333333
344.89,7.90329999999,10.7572,10.0770625,10.3702,4.8228,5.15913333333,10.429,7.0818,3.7064,16.2418,9.12863333332,9.596,6.1987
345.25,7.74170000001,10.7702666667,10.0453166667,10.3878666667,4.76367777778,5.1514,10.2989166667,7.00153333333,3.65986666667,16.1043333333,9.07973333333,9.61913333335,6.14766666667
345.62,7.83073333334,10.9001333333,10.1970208333,10.5192,4.84017777778,5.18346666667,10.4039166667,7.0406,3.75153333333,16.2637333333,9.23153333333,9.67993333333,6.2034
345.99,7.95526666667,11.0833333333,10.4283083333,10.7890666667,5.11036666667,5.316,10.6429166667,7.30986666667,3.93746666667,16.3250666667,9.4552,9.91839999999,6.37726666667
346.35,7.95083333334,11.1384666667,10.4370541667,10.8675333333,5.0939,5.295,10.7179166666,7.39693333333,3.99446666667,16.3774666667,9.48319999999,9.89526666667,6.3944
346.72,8.04343333333,11.2462666667,10.5591083333,10.9430666667,5.20197777778,5.39506666667,10.855,7.5504,4.18626666667,16.4200666667,9.57319999999,10.0525333333,6.5286
347.08,8.06810000001,11.278,10.6218958333,11.069,5.24595555556,5.47333333333,10.9231666667,7.59206666667,4.2304,16.5313333333,9.63013333333,10.1602,6.56633333333
347.45,8.34136666668,11.631,10.89525,11.3581333333,5.52066666667,5.70726666667,11.1723333333,7.772,4.50006666667,16.801,9.89583333333,10.5162,6.77346666667
347.81,8.30729999999,11.6177333333,10.9139041667,11.4047333333,5.44257777778,5.62126666667,11.29975,7.827,4.5428,16.7602666667,9.87766666667,10.4630666667,6.72616666667
348.18,8.29216666667,11.665,10.9468375,11.4617333333,5.38441111111,5.61473333333,11.4398333333,7.85546666667,4.53793333334,16.7709333333,9.81143333335,10.4262666667,6.71026666667
348.54,8.43970000001,11.7342666667,11.0238791667,11.6317333333,5.43203333333,5.65046666667,11.5905,7.94466666666,4.6216,16.8932,9.94666666667,10.5876666667,6.75333333333
348.91,8.43453333333,11.6431333333,11.0983708333,11.6032666667,5.36331111111,5.5974,11.6431666667,7.94246666667,4.6244,16.9184666667,10.0337,10.6429333333,6.71553333333
349.27,8.60153333333,11.7418666667,11.1318541667,11.6653333333,5.49448888889,5.733,11.8975,8.10813333334,4.7228,17.038,10.1782,10.7658666667,6.8127
349.64,8.57346666667,11.7808,11.1093708333,11.6994666667,5.49352222222,5.7644,11.864,8.15953333333,4.69013333333,16.9736,10.1823,10.9084666667,6.88533333333
350.00,8.55823333334,11.7514666667,10.9646083333,11.6583333333,5.3155,5.69166666667,11.7489166667,8.05326666667,4.58433333333,16.9074666667,10.0471666667,10.791,6.80633333333
350.37,8.48960000001,11.7274666667,10.9167666667,11.6232666667,5.25075555556,5.6098,11.6685,7.93586666667,4.49026666667,16.795,9.97263333332,10.7748666667,6.6973
350.73,8.44773333333,11.6100666667,10.8412,11.6155333333,5.16045555556,5.43546666667,11.6324166667,7.7956,4.3,16.8528666667,9.9076,10.6354666667,6.60893333333
351.10,8.55489999999,11.6629333333,10.8930791667,11.7974,5.25902222222,5.48513333334,11.82075,7.97980000001,4.35733333333,16.9096666667,10.0099333333,10.7422,6.73513333333
351.46,8.37926666667,11.3921333333,10.6244958333,11.5624666667,4.97997777778,5.2444,11.4644166666,7.74546666667,4.0648,16.7663333333,9.7825,10.4759333333,6.45436666667
351.83,8.11976666667,11.1822,10.3662041667,11.3270666667,4.67667777778,4.98433333333,11.1415833334,7.406,3.73293333333,16.629,9.47833333334,10.4128666667,6.21996666667
352.19,8.108,11.274,10.3878083333,11.3856,4.63808888889,4.92273333334,11.15775,7.36286666667,3.62813333333,16.5796,9.41106666666,10.4802666667,6.1772
352.55,8.29200000001,11.5229333333,10.6490666667,11.5600666667,4.8822,5.1382,11.3075833333,7.67753333333,3.81826666667,16.7558666667,9.60153333333,10.6592,6.3931
352.92,8.26279999999,11.681,10.6764583333,11.5877333333,4.89287777778,5.161,11.3029166667,7.67466666667,3.77406666667,16.786,9.54586666665,10.6015333333,6.37386666666
353.28,8.19426666666,11.7045333333,10.7495875,11.5403333333,4.81001111111,5.0064,11.1565,7.60373333333,3.68486666667,16.768,9.44743333335,10.5487333333,6.30823333333
353.65,8.28280000001,11.8364,10.8864,11.6592,4.90342222222,5.12966666667,11.2181666666,7.76446666667,3.8312,16.809,9.47553333333,10.585,6.42403333333
354.01,8.18866666667,11.7824666667,10.89005,11.6022666667,4.88126666667,5.1626,11.1419166667,7.71413333333,3.69546666667,16.867,9.4626,10.5979333334,6.36443333333
