wavelength,Back_PhrErym,Belly_PhrErym,Breast_PhrErym,Crissum_PhrErym,Crown_PhrErym,DorTail_PhrErym,Rump_PhrErym,Throat_PhrErym,WingTip_PhrErym
529.70,9.45009999999,33.0122666667,14.8204,32.4527733333,8.44326666667,7.94,12.4244583333,38.6857666667,8.08993333333
530.04,9.45316666667,33.0504666667,14.8428333333,32.4950666667,8.45346666667,7.93956666667,12.4297333333,38.7109333333,8.0998
530.39,9.46586666667,33.1008666667,14.8516333333,32.549,8.47206666667,7.95166666667,12.4410333334,38.7389666667,8.10726666667
530.73,9.46373333332,33.1212,14.8617333333,32.5594133333,8.49406666667,7.96173333333,12.4416083333,38.7217666667,8.12246666667
531.08,9.47963333333,33.1478,14.8747666667,32.5686,8.51066666667,7.9737,12.434975,38.7100333333,8.13979999999
531.42,9.47976666667,33.1557333333,14.871,32.5727266667,8.51326666667,7.96776666667,12.4182,38.6885333333,8.14633333333
531.77,9.49740000001,33.1935333333,14.8747333333,32.5968866667,8.5272,7.98823333333,12.4299083333,38.6921333333,8.15913333334
532.11,9.49773333334,33.1603333333,14.8599666667,32.5670533333,8.51673333333,7.9845,12.4249416667,38.6435333333,8.16993333333
532.46,9.50233333335,33.1842666667,14.8791666667,32.58096,8.5176,7.99403333333,12.4249583333,38.6348,8.1702
532.80,9.48069999999,33.1617,14.8586,32.5677266667,8.49486666667,7.97933333333,12.4091166667,38.6067333333,8.15420000001
533.15,9.47569999999,33.1544333333,14.8734666667,32.5616466667,8.48513333333,7.97906666667,12.4162083334,38.6058,8.14760000001
533.49,9.49486666667,33.2038,14.9048666667,32.6014933333,8.50686666667,7.9978,12.4328583333,38.6401666667,8.16980000001
533.84,9.50193333334,33.2243,14.9052333333,32.6100266667,8.50673333333,8.0125,12.4366916667,38.6452666667,8.17380000001
534.18,9.48946666665,33.2389,14.9115,32.6341266667,8.49933333333,8.0108,12.4403916667,38.6409666667,8.16673333333
534.52,9.49850000001,33.2701666667,14.9066333333,32.6717066667,8.48893333333,7.99756666667,12.447725,38.6661666667,8.1712
534.87,9.50653333332,33.3185333333,14.9288666667,32.7110933333,8.48553333334,7.99543333333,12.4688666667,38.7034,8.18246666667
535.21,9.52349999999,33.3835666667,14.9475,32.7786933333,8.49193333333,7.99016666667,12.4827916667,38.7528,8.19966666666
535.56,9.51353333335,33.4098666667,14.9535333333,32.8198466666,8.4802,7.9696,12.4782583333,38.7842666667,8.20699999999
535.90,9.52536666667,33.5047666667,14.9881,32.9070666667,8.499,7.983,12.5028916667,38.8534,8.21666666667
536.25,9.53426666667,33.5559333333,14.9955,32.9602,8.50746666667,7.97886666667,12.5120333333,38.8794,8.22819999999
536.59,9.56313333332,33.6436333333,15.0278333333,33.02834,8.5316,7.98923333333,12.5327583333,38.9263666667,8.25046666667
536.93,9.53399999999,33.6639666667,14.9960333333,33.04542,8.52046666667,7.96233333333,12.4950416667,38.9080666667,8.21946666667
537.28,9.48816666668,33.6302,14.9685,33.0248666667,8.46346666667,7.91673333333,12.4557083333,38.8620333333,8.18853333333
537.62,9.4895,33.6732,14.9573333333,33.0735266667,8.463,7.90456666667,12.4612583333,38.8796,8.18473333333
537.97,9.48456666667,33.688,14.9551333333,33.0628333333,8.4606,7.89473333333,12.4539416667,38.8603,8.18573333334
538.31,9.46739999999,33.6993666667,14.9582,33.0730066667,8.45046666667,7.8846,12.4372,38.8364333333,8.1658
538.65,9.43986666667,33.6416,14.9071,33.0384866667,8.42773333333,7.86496666666,12.3983083333,38.7641,8.14320000001
539.00,9.42749999999,33.6281333333,14.9180333333,33.01808,8.43606666667,7.87396666667,12.3947916667,38.7197333333,8.13473333334
539.34,9.42903333334,33.6240666667,14.8977,33.0340533333,8.4406,7.91263333333,12.3820833333,38.7011666667,8.131
539.69,9.44056666666,33.6157,14.9048,33.0492666667,8.4438,7.92923333333,12.3832916667,38.6973333333,8.14973333334
540.03,9.43066666668,33.5652666667,14.8755,33.0070266666,8.43833333333,7.93726666667,12.3768333333,38.6746666667,8.15606666667
540.37,9.445,33.5554,14.8905333333,33.0258266667,8.4526,7.95716666667,12.3939833333,38.6873333333,8.18239999999
540.72,9.47126666667,33.5935,14.9111666667,33.0631266667,8.46946666667,7.98163333333,12.4250166667,38.7272,8.21920000001
541.06,9.4767,33.6231666667,14.9067,33.07712,8.47206666667,7.97203333333,12.4293416667,38.7653333333,8.22
541.40,9.49193333335,33.6331333333,14.9220666667,33.0980333333,8.4762,7.98303333333,12.4338583333,38.7681666667,8.25059999999
541.75,9.48980000001,33.6267333333,14.9207333333,33.1037733333,8.4758,7.97516666667,12.4201583333,38.7817,8.2576
542.09,9.51870000001,33.6748333333,14.9443666667,33.1527533333,8.5036,7.99836666667,12.4414833333,38.8362333333,8.28966666666
542.43,9.53469999999,33.7117666667,14.9658666667,33.1918733333,8.5276,8.0049,12.4603916667,38.8557333333,8.3112
542.78,9.56016666667,33.7655,14.9949333333,33.2469533333,8.54526666667,8.02753333333,12.4746583333,38.9232666667,8.33233333333
543.12,9.57743333335,33.8320333333,15.0385,33.3006466667,8.55786666666,8.02013333333,12.4958916667,38.9676333333,8.34806666667
543.46,9.59200000001,33.8952333333,15.0503666667,33.3684866667,8.57766666667,8.0215,12.5088833333,39.0116333333,8.36686666666
543.81,9.60233333334,33.9657666667,15.0636666667,33.4318866667,8.58506666667,8.01843333333,12.5053166667,39.0537,8.36940000001
544.15,9.6103,34.0061333333,15.0804666667,33.46878,8.58406666667,8.01196666667,12.5043916667,39.0619,8.38100000001
544.49,9.5998,33.9873,15.0658,33.47764,8.5778,7.98106666667,12.4860583333,39.0221666667,8.37400000001
544.84,9.59363333333,34.0071333333,15.0634333333,33.5092466667,8.5868,7.9868,12.4882833333,39.0084333333,8.37413333334
545.18,9.58953333333,34.0506,15.0877333333,33.5483533333,8.59886666667,7.99256666666,12.5136333333,39.0403666667,8.37986666667
545.52,9.63436666666,34.1699333333,15.1429,33.6772466667,8.63086666667,8.04196666666,12.5717833334,39.1209666667,8.42153333333
545.87,9.64160000001,34.2147,15.1574,33.7180733333,8.6322,8.0594,12.5818083333,39.1426,8.42880000001
546.21,9.65836666667,34.3149,15.1987333333,33.79614,8.6304,8.08813333333,12.5947583333,39.2389666667,8.43966666667
546.55,9.65186666666,34.3708,15.2006333333,33.82794,8.63133333333,8.0834,12.5974916667,39.2608,8.455
546.90,9.67516666667,34.4247,15.2213666667,33.8804,8.65606666667,8.10713333333,12.6171583333,39.2928333333,8.4872
547.24,9.67746666666,34.4298333333,15.2278,33.8947,8.64913333333,8.11713333333,12.6077583333,39.2928333333,8.49406666667
547.58,9.70876666665,34.5233,15.2919,33.99016,8.696,8.1436,12.6456166667,39.3629333333,8.52626666667
547.92,9.71126666667,34.6142666667,15.301,34.0597533333,8.69866666667,8.1497,12.6438,39.4396666667,8.52273333333
548.27,9.76750000001,34.7995333333,15.4010333333,34.2001466667,8.7476,8.2297,12.7051,39.5915666667,8.57573333333
548.61,9.81779999999,34.8681,15.436,34.3097866667,8.78186666667,8.26356666667,12.7312083333,39.6602333333,8.61253333333
548.95,9.853,34.9125333333,15.453,34.3713666667,8.81453333333,8.28026666667,12.7308083333,39.7167333333,8.62300000001
549.29,9.86836666667,34.9593333333,15.4660666667,34.4039866667,8.83406666667,8.28256666667,12.7322833333,39.7609333333,8.62886666667
549.64,9.91773333334,35.0151,15.5337666667,34.4756466667,8.88926666667,8.32883333333,12.796775,39.8022666667,8.68433333334
549.98,9.97270000001,35.0986333333,15.5977666667,34.5661133333,8.97213333333,8.3727,12.8679333333,39.8912,8.75206666666
550.32,10.0178,35.1235666667,15.6255,34.5891266667,9.0014,8.41833333334,12.898275,39.8591,8.77886666667
550.66,10.0178666667,35.1381666667,15.5929,34.6014266667,9.00493333333,8.42723333333,12.8973333333,39.8846666667,8.76659999999
551.01,10.0188333333,35.1803666667,15.6305,34.6005266667,9.05373333333,8.44433333334,12.92875,39.9044,8.77619999999
551.35,10.0463,35.2082666667,15.6438,34.6149466666,9.04026666667,8.47663333333,12.95805,39.9641,8.79853333333
551.69,10.0688666667,35.2523666667,15.6949,34.66658,9.08806666667,8.50003333334,13.0071833333,40.0043666667,8.81780000001
552.03,10.0780333333,35.1854333333,15.6862333333,34.6227866667,9.08386666666,8.48133333333,12.9973166667,39.9864666667,8.81726666667
552.38,10.1176666667,35.2914666667,15.7652333333,34.69158,9.15353333333,8.55576666667,13.0742333333,40.0725666667,8.88746666667
552.72,10.1512333333,35.3656333333,15.8114333333,34.7610466667,9.18193333333,8.5975,13.1038166667,40.1095666667,8.90053333334
553.06,10.1823666667,35.4345333333,15.8339333333,34.8070866667,9.22393333333,8.6274,13.131625,40.1476333333,8.92993333334
553.40,10.1695666667,35.4452333333,15.8079,34.8016333333,9.22126666667,8.61253333333,13.117,40.1549333333,8.92446666666
553.74,10.1692333333,35.4654666667,15.7896333333,34.8123933333,9.2122,8.6216,13.1069666667,40.1279333333,8.92999999999
554.09,10.1386,35.5069333333,15.7781,34.89276,9.18866666667,8.58723333333,13.0977833333,40.1805333333,8.8996
554.43,10.1052666667,35.5238666667,15.8025666667,34.9215933333,9.18613333333,8.56426666667,13.0791166667,40.1946333333,8.87433333333
554.77,10.0657333333,35.5034666667,15.7687333333,34.8802866667,9.1386,8.53363333333,13.0291,40.1258333333,8.84266666666
555.11,10.0428333333,35.4975,15.7652333333,34.85188,9.15026666667,8.52726666667,13.0161666667,40.0664,8.84513333334
555.45,10.0321666667,35.4753666667,15.7148666667,34.83204,9.09693333333,8.51056666667,12.967375,40.0298666667,8.82466666666
555.80,10.0288,35.5237,15.7160333333,34.8748733333,9.08886666666,8.48073333333,12.9726833333,40.0197666667,8.80926666667
556.14,10.0241666667,35.5069333333,15.6814333333,34.85436,9.03086666666,8.45076666667,12.9274916667,39.9842333333,8.77946666667
556.48,10.0143333333,35.5234666667,15.6890666667,34.8420733333,9.05166666667,8.48463333334,12.9365583333,39.9695,8.81820000001
556.82,9.96896666665,35.4802,15.6527333333,34.8223933333,8.99766666667,8.43996666667,12.9128666666,39.9173333333,8.7888
557.16,9.96113333335,35.5456666667,15.659,34.87318,8.9706,8.41263333333,12.882875,39.9613,8.79273333333
557.50,9.85676666667,35.4994666667,15.5895666667,34.8370666667,8.87246666667,8.3063,12.7861416667,39.8902333333,8.69306666666
557.85,9.91176666667,35.5417666667,15.6262333333,34.8526066667,8.93233333333,8.36153333333,12.8030083333,39.9215,8.75479999999
558.19,9.96076666667,35.5808,15.6348333333,34.8908933333,8.96513333334,8.40283333333,12.8326833333,39.9167333333,8.81119999999
558.53,10.0230666667,35.6831666667,15.6976,35.0069666667,9.0044,8.44633333334,12.8978416667,40.0347666667,8.83679999999
558.87,10.0189,35.7143666667,15.6829,35.0567266667,8.9616,8.41836666667,12.8874833333,40.0631,8.81253333333
559.21,10.0669,35.7466333333,15.7563,35.0943466667,9.02533333333,8.47973333333,12.9565083333,40.0781666667,8.88006666666
559.55,10.1012,35.7691,15.7699666667,35.0877933333,9.08173333333,8.55026666667,12.9829916667,40.0538,8.93453333334
559.89,10.1223,35.816,15.8058666667,35.14672,9.13473333333,8.58533333334,12.987875,40.0721,8.96139999999
560.23,10.1208,35.8677666667,15.8103333333,35.1988266667,9.12766666667,8.54223333333,12.9842833333,40.1192666667,8.96173333334
560.58,10.1800666667,35.9503666667,15.8781666667,35.2579533333,9.2062,8.61386666667,13.0249416667,40.1834666667,9.03660000001
560.92,10.1613333333,35.9403,15.8930666667,35.2531066667,9.22986666667,8.62736666667,13.035975,40.1228,9.02600000001
561.26,10.3192333333,36.0849666667,16.0173,35.4031733333,9.36553333333,8.78706666667,13.1798416667,40.2838,9.17893333334
561.60,10.3348333333,36.0973333333,16.0395333333,35.4739533333,9.37946666667,8.8252,13.224325,40.3389333333,9.22613333334
561.94,10.3185,36.0817,16.0368333333,35.4498,9.34533333333,8.8092,13.2012583333,40.3359333333,9.2188
562.28,10.3057666667,36.093,16.0066666667,35.4729266667,9.33606666667,8.79636666667,13.182975,40.3412,9.23739999999
562.62,10.3253,36.0612666667,16.0030666667,35.45452,9.3844,8.83406666667,13.1932916667,40.2968333333,9.27386666666
562.96,10.3065,36.1117,15.9960333333,35.4657733334,9.37653333333,8.83083333333,13.1745083333,40.3046333333,9.27460000001
563.30,10.2766333333,36.0939666667,15.9842666667,35.4741666667,9.34946666667,8.815,13.1634833333,40.3272,9.29140000001
563.64,10.3023666667,36.0984333333,16.0002666667,35.44974,9.38613333333,8.8381,13.2146166667,40.3344666667,9.34280000001
563.99,10.3325,36.1106666667,15.9871,35.4460933333,9.38453333333,8.8731,13.2266333333,40.3127666667,9.3624
564.33,10.3141,36.0892666667,15.9719666667,35.4532666667,9.34146666667,8.8538,13.230725,40.2797,9.34653333334
564.67,10.3457,36.1256333333,15.9812,35.4976466667,9.35626666667,8.86946666667,13.2610916667,40.3458333333,9.36360000001
565.01,10.3128,36.0964666667,15.9823,35.45474,9.35886666666,8.8775,13.2566166666,40.2935666667,9.35826666666
565.35,10.3095666667,36.1168,15.9706666667,35.4218466667,9.35866666667,8.86776666667,13.2634416667,40.2622333333,9.34213333333
565.69,10.2936333333,36.1110333333,15.9724666667,35.4292266667,9.35866666667,8.86866666666,13.2751166667,40.2394666667,9.34153333333
566.03,10.3116,36.1259333333,15.9855666667,35.40592,9.38166666667,8.88913333333,13.2943333333,40.2241666667,9.35213333333
566.37,10.3056,36.1685333333,16.0155333333,35.4580733333,9.35793333333,8.8677,13.2860083333,40.2710333333,9.36220000001
566.71,10.325,36.2030333333,16.0047,35.49494,9.3782,8.8789,13.2882666667,40.2762333333,9.34826666667
567.05,10.3171,36.2468666667,15.9841,35.54234,9.36006666667,8.87343333333,13.2723416667,40.2962666667,9.2994
567.39,10.276,36.2416,15.9733666667,35.55072,9.3164,8.8574,13.2349,40.2574,9.26813333333
567.73,10.2259333333,36.2048666667,15.9451333333,35.55154,9.28146666667,8.8231,13.2012083333,40.2643,9.22613333334
568.07,10.2337666667,36.2753666667,15.9614,35.57988,9.29653333333,8.84683333333,13.19415,40.3126333333,9.22466666667
568.41,10.2018,36.2858333333,15.9429333333,35.5711466667,9.27,8.818,13.1506333333,40.2670333333,9.20613333333
568.75,10.1736666667,36.2647,15.8797,35.5570933333,9.21186666667,8.7603,13.1100166667,40.2347666667,9.14206666666
569.09,10.1523666667,36.2629333333,15.8643333333,35.5427866667,9.1902,8.75233333333,13.0862916667,40.1850333333,9.11553333333
569.43,10.1990666667,36.3337,15.9009,35.5876066667,9.2328,8.7869,13.11635,40.2219333333,9.13653333333
569.77,10.2200333333,36.3446333333,15.9457333333,35.6607,9.25206666667,8.81053333333,13.1331833333,40.2526333333,9.17706666666
570.11,10.2552666667,36.4020666667,15.9972333333,35.6879866667,9.29766666667,8.86613333333,13.1796916667,40.2815,9.20166666666
570.45,10.2604,36.3989,16.0190333333,35.68452,9.2942,8.88,13.201525,40.2994333333,9.23473333334
570.79,10.2928333333,36.3981666667,16.0234,35.68554,9.33206666667,8.9167,13.2197166667,40.2885666667,9.2866
571.13,10.2937333333,36.3907666667,16.0092666667,35.6924933334,9.3316,8.90283333333,13.2139416666,40.2961666667,9.28146666666
571.47,10.2891666667,36.3793666667,16.0045,35.66488,9.31966666667,8.90446666667,13.1943083333,40.2519333333,9.28599999999
571.81,10.2867,36.3699,16.0030666667,35.6971666667,9.3186,8.89006666667,13.1846333333,40.2926333333,9.28979999999
572.15,10.2851,36.3417666667,15.9885666667,35.65964,9.2956,8.8963,13.1864333333,40.2711666667,9.30013333333
572.49,10.2887666667,36.3589,15.991,35.6834066667,9.30333333333,8.90713333333,13.1778333333,40.2515,9.32513333333
572.83,10.2993333333,36.3553333333,16.009,35.6911333333,9.30093333333,8.91153333333,13.181775,40.2607,9.35479999999
573.17,10.3056333333,36.4066666667,16.009,35.7446,9.3052,8.92456666667,13.197975,40.3138,9.38326666667
573.51,10.3071333333,36.443,15.9891,35.7556533333,9.3084,8.91993333333,13.2135333333,40.3151666667,9.39426666667
573.85,10.2859,36.442,15.9478,35.7396266667,9.2974,8.88136666667,13.193775,40.2837666667,9.37566666667
574.19,10.2754333333,36.4603333333,15.9222,35.7709333333,9.2882,8.85623333333,13.1774,40.2998333333,9.36706666667
574.53,10.2730333333,36.4894666667,15.9601333333,35.7917733333,9.27746666667,8.85373333333,13.1827083333,40.3074,9.37753333333
574.87,10.2903666667,36.5513666667,15.9707,35.83116,9.2836,8.87686666667,13.19195,40.341,9.40153333333
575.21,10.3445333333,36.6447666667,16.0065333333,35.93606,9.33053333333,8.91206666667,13.2544666666,40.4232333333,9.45646666666
575.55,10.3634666667,36.6836,16.0016,35.9457466667,9.3478,8.9281,13.2779583333,40.3992333333,9.48346666667
575.89,10.4032666667,36.7799,16.0656666667,36.05964,9.3974,8.97276666667,13.3299916667,40.4683666667,9.5182
576.22,10.4219333333,36.8778666667,16.1339,36.1415866667,9.43673333333,8.99523333333,13.3600083333,40.5738,9.53993333333
576.56,10.4465333333,36.9719666667,16.1480333333,36.2499933333,9.48526666667,9.00756666667,13.3847583333,40.6401,9.56619999999
576.90,10.4767666667,37.0017666667,16.1575,36.26872,9.5132,9.02856666667,13.410625,40.6523666667,9.59313333333
577.24,10.448,37.0313666667,16.1720666667,36.2973666667,9.4732,9.0148,13.3823833333,40.6532333333,9.5758
577.58,10.5114333333,37.1111666667,16.2001666667,36.4186666667,9.49033333334,9.05853333333,13.4442583333,40.7284666667,9.64753333334
577.92,10.5110666667,37.1508333333,16.2002,36.4679133333,9.51246666666,9.09743333333,13.4648333333,40.7315666667,9.66433333334
578.26,10.5117333333,37.2439,16.2033666667,36.5546733333,9.53613333333,9.08616666667,13.4692416667,40.8014333333,9.67426666667
578.60,10.5198,37.2605,16.2146666667,36.6014933333,9.53453333333,9.09483333333,13.490125,40.8096666667,9.67946666667
578.94,10.5403666667,37.3077666667,16.2336333333,36.6130066667,9.56626666666,9.10203333333,13.4954833333,40.7880333333,9.69619999999
579.28,10.6030333333,37.3957666667,16.3260666667,36.72944,9.64540000001,9.17276666667,13.5482833333,40.8535,9.76106666667
579.61,10.6157333333,37.4082333333,16.3177666667,36.7700866667,9.67653333333,9.18833333333,13.5321583333,40.8694666667,9.77973333334
579.95,10.6123666667,37.3570666667,16.2793,36.7826133333,9.65113333333,9.16756666667,13.5409916667,40.7872333333,9.78340000001
580.29,10.5403666667,37.3174333333,16.2344,36.7454333333,9.55986666666,9.09933333333,13.466375,40.7329,9.69993333333
580.63,10.4909333333,37.3222666667,16.2228,36.7320866667,9.5046,9.0737,13.426275,40.7038333333,9.67440000001
580.97,10.5536,37.3683333333,16.2619,36.8119866667,9.58580000001,9.14196666667,13.46235,40.7955666667,9.70246666668
581.31,10.5584666667,37.4099333333,16.3160666667,36.8535733333,9.63600000001,9.16336666667,13.4540666667,40.8149333333,9.72926666666
581.65,10.5999,37.4946666667,16.3983333333,36.94964,9.67226666667,9.15713333333,13.47795,40.8799333333,9.76513333333
581.98,10.5716333333,37.4170333333,16.3638666667,36.8719133333,9.64400000001,9.14426666667,13.4695833333,40.8325666667,9.75313333334
582.32,10.6567,37.4796666667,16.4640333333,36.9181333333,9.76199999999,9.22613333333,13.5504,40.8717,9.86473333333
582.66,10.6663666667,37.5001,16.5355666667,36.97672,9.77106666667,9.24183333333,13.5785833333,40.9250666667,9.89113333334
583.00,10.6445333333,37.4715333333,16.5129333333,36.9155666667,9.71439999999,9.22483333333,13.55635,40.8761,9.85746666666
583.34,10.7178666667,37.5408666667,16.5978666667,36.97098,9.76253333333,9.2632,13.6301166667,40.9644666667,9.94393333334
583.68,10.7747333333,37.6520333333,16.6193666667,36.9855466667,9.80593333333,9.2951,13.6313083333,41.0493333333,9.99520000001
584.01,10.8485666667,37.6727666667,16.6565666667,37.0128133333,9.87026666667,9.34956666667,13.6723166667,41.0526333333,10.0735333333
584.35,10.8953666667,37.7130666667,16.6939666667,37.10858,9.92386666665,9.37923333333,13.6908166667,41.0925666667,10.1297333333
584.69,10.9066,37.714,16.6974,37.08004,9.91339999999,9.36746666667,13.6937416667,41.0537666667,10.1698666667
585.03,10.8207333333,37.6503666667,16.6139666667,36.98358,9.85053333333,9.31843333333,13.6266083333,40.9628666667,10.0768666667
585.37,10.7603,37.6185,16.5553333333,36.9581266667,9.77986666668,9.28056666667,13.5760166667,40.9161333333,10.0086666667
585.70,10.788,37.6713,16.5880666667,37.03882,9.79746666667,9.29136666667,13.6131666667,40.9323333333,10.0234666667
586.04,10.7554,37.6505333333,16.5556333333,37.0455733333,9.74166666667,9.2335,13.5637583334,40.9296666667,9.97580000001
586.38,10.6849666667,37.6203333333,16.5072666667,36.99236,9.68486666665,9.18146666667,13.49305,40.8902,9.93793333333
586.72,10.7203333333,37.6501333333,16.5666333333,37.0493933333,9.76026666667,9.22783333333,13.5526166667,40.9188333333,10.0144
587.06,10.6718666667,37.6355,16.4743666667,37.0329,9.69759999999,9.2047,13.5020666667,40.8344,9.96013333333
587.39,10.6677666667,37.5963333333,16.5169666667,36.99214,9.67779999999,9.1986,13.5084583333,40.7905333333,9.94826666667
587.73,10.6529666667,37.6213666667,16.5390666667,36.9715733333,9.69546666667,9.2469,13.5305166667,40.7909333333,9.96600000001
588.07,10.6591,37.5909,16.5506333333,36.9486866667,9.68733333335,9.27503333333,13.5438083333,40.8175,9.94113333333
588.41,10.6689,37.5684666667,16.5764,36.9159533333,9.7098,9.28916666667,13.581275,40.7873333333,9.93480000001
588.74,10.7489333333,37.6424,16.6293,36.97056,9.76339999999,9.35636666667,13.6302166666,40.8812,10.0124666667
589.08,10.8308333334,37.7250333333,16.6977,37.01356,9.83980000001,9.45753333333,13.7089166667,40.9639333333,10.1015333333
589.42,10.8712666667,37.8122333333,16.7784333333,37.0933133333,9.88386666667,9.51446666667,13.72195,41.0537,10.157
589.76,10.8234666667,37.8258666667,16.7474333333,37.0815133333,9.85200000001,9.49953333333,13.7171916667,41.0476666667,10.1354
590.09,10.9318333333,37.9078666667,16.8064,37.1934266667,9.95433333333,9.59173333333,13.8221416666,41.1271,10.2018666667
590.43,10.8644,37.8559666667,16.7102,37.1528066667,9.86260000001,9.52663333333,13.7393083333,41.0769333333,10.124
590.77,10.8741666667,37.8745,16.7728,37.13512,9.91440000001,9.56646666667,13.77495,41.1095666667,10.1830666667
591.11,10.8320666667,37.872,16.7234333333,37.17582,9.91040000001,9.5875,13.78115,41.1418,10.1672
591.44,10.8548666667,37.9253666667,16.7445666667,37.28324,9.92646666667,9.56823333333,13.7962916667,41.2304,10.1667333333
591.78,10.8607666667,37.9582,16.7396666667,37.28038,9.94059999999,9.5376,13.8200416667,41.1935666667,10.1768666667
592.12,10.8717333333,38.0364333333,16.7389,37.38858,9.96599999999,9.5383,13.8198666667,41.2807666667,10.198
592.46,10.8584666667,37.9833666667,16.7327666667,37.3814133333,9.96106666666,9.52416666667,13.810975,41.2078333333,10.1970666667
592.79,10.8286666667,37.8889,16.67,37.3086,9.92266666666,9.4632,13.7614083333,41.0764,10.1902666667
593.13,10.8552666667,37.8658,16.6718333333,37.3034533333,9.94866666666,9.4914,13.806675,41.079,10.2118666667
593.47,10.8825,37.8548333333,16.6455333333,37.30524,9.94466666667,9.49263333333,13.805225,41.0693333333,10.2294
593.80,10.7796666667,37.7460333333,16.5246,37.1778666667,9.85299999999,9.39203333333,13.700225,40.9611333333,10.1052
594.14,10.7857666667,37.7438333333,16.5235666667,37.1451933334,9.88006666665,9.39673333334,13.7125,40.9692333333,10.1175333333
594.48,10.7306333334,37.6699666667,16.4743333333,37.1120133333,9.82866666667,9.3127,13.6688416667,40.9068666667,10.0691333333
594.81,10.808,37.6911666667,16.5267333333,37.1198933333,9.8832,9.35266666667,13.7315833334,40.9447333333,10.1097333333
595.15,10.7691666667,37.6170666667,16.5174666667,37.0242,9.84660000001,9.35973333333,13.713625,40.8669333333,10.0804
595.49,10.7359333333,37.5619666667,16.4614,36.9713533333,9.79479999999,9.32,13.6451916667,40.8117,10.0598666667
595.82,10.6648,37.4838333333,16.3675333333,36.8690466667,9.69533333334,9.2542,13.5728,40.7146333333,9.99133333333
596.16,10.6588,37.4972,16.3483666667,36.8983733333,9.66040000001,9.22776666667,13.575775,40.7392666667,9.96453333333
596.50,10.6561333333,37.4732333333,16.3649666667,36.88324,9.67286666665,9.25806666667,13.5982083334,40.7638333333,9.96739999999
596.83,10.6525,37.4990333333,16.3225,36.8913533334,9.66586666667,9.2377,13.582375,40.7636666667,9.94873333333
597.17,10.657,37.5787333333,16.3659666667,36.94186,9.69673333332,9.24613333333,13.5957083334,40.8130666667,9.93933333333
597.51,10.6841666667,37.6469666667,16.4023333333,36.9894666667,9.72106666666,9.28626666667,13.6226333333,40.8376,10.0088666667
597.84,10.6280333334,37.6298333333,16.3738666667,37.01832,9.66006666668,9.23473333334,13.5561833333,40.8155333333,9.93653333334
598.18,10.6932666667,37.7075,16.4533333333,37.0962,9.68946666665,9.3073,13.6057416667,40.9033333333,9.98719999999
598.52,10.6196333333,37.7058,16.4163,37.1048333333,9.63433333333,9.24286666667,13.5426583333,40.8425,9.94806666667
598.85,10.6739666667,37.8073666667,16.4344333333,37.2062666667,9.65486666666,9.25153333333,13.577475,40.9217333333,10.003
599.19,10.7298,37.8963333333,16.5355,37.3094866667,9.71793333332,9.32093333333,13.6370083333,41.0270333333,10.062
599.53,10.7557,37.9281666667,16.5808,37.3997533333,9.76593333333,9.3438,13.6715416667,41.0762666667,10.1213333333
599.86,10.7255666667,37.9187666667,16.591,37.3600466667,9.75679999999,9.3566,13.6651166667,41.0845666667,10.1102666667
600.20,10.7215,38.0018666667,16.5864,37.4366,9.75506666667,9.3311,13.660175,41.0951,10.1199333333
600.53,10.6513,37.9575333333,16.5931666667,37.3691866667,9.68953333333,9.273,13.5963833333,41.0525,10.074
600.87,10.6493666667,37.8425,16.5710333333,37.2613333333,9.64506666668,9.2488,13.5643333333,40.9746666667,10.11
601.21,10.6554,37.8620666667,16.6030666667,37.2935333333,9.64100000001,9.24966666666,13.5940916666,40.9834333333,10.1108
601.54,10.7071,37.8917333333,16.6676,37.3071933333,9.71959999999,9.29336666667,13.6965833333,40.9598666667,10.2040666667
601.88,10.6436,37.8579,16.5795333333,37.25424,9.66360000001,9.212,13.6215666667,40.8789,10.1272
602.21,10.6975,37.8620666667,16.6203333333,37.2673,9.70819999999,9.26866666667,13.6606583333,40.9311333333,10.1890666667
602.55,10.6953666667,37.8124,16.6062333333,37.2242533333,9.70093333333,9.25446666667,13.64035,40.8784666667,10.1905333333
602.88,10.6870666667,37.8207,16.5758333333,37.1846266667,9.6826,9.22846666667,13.6667083333,40.8508666667,10.1631333333
603.22,10.7138,37.8716333333,16.6041666667,37.1742266667,9.69266666667,9.27716666667,13.6934666667,40.8617,10.1826
603.56,10.7523666667,37.8776333333,16.5956666667,37.1829866667,9.70753333334,9.29516666667,13.686525,40.8359333333,10.2218666667
603.89,10.7733666667,37.8673,16.6203666667,37.1752733333,9.69786666667,9.3065,13.6687666667,40.8587666667,10.2290666667
604.23,10.7888666667,37.8702333333,16.5884666667,37.21752,9.68466666667,9.30423333333,13.6730833334,40.8340666667,10.2293333333
604.56,10.8008333333,37.9354666667,16.6089666667,37.29288,9.72006666667,9.33073333333,13.6988833333,40.8475333333,10.2282
604.90,10.8135666667,37.9449666667,16.613,37.3047533333,9.74366666666,9.31236666667,13.6928666666,40.8597,10.2462
605.23,10.7914,37.9264333333,16.5259333333,37.29154,9.68413333333,9.2538,13.62665,40.873,10.2177333333
605.57,10.8206666667,37.9654666667,16.5516666667,37.3395333333,9.70726666668,9.2786,13.6563083333,40.9085,10.2387333333
