wavelength,Back_PhrErym,Belly_PhrErym,Breast_PhrErym,Crissum_PhrErym,Crown_PhrErym,DorTail_PhrErym,Rump_PhrErym,Throat_PhrErym,WingTip_PhrErym
221.98,-71.9046666667,-263.333366667,-152.857066667,-117.380833333,-75.7142666667,-91.4287000001,-146.904783333,-143.571533333,-273.809533333
222.36,-124.074066667,-385.9259,-212.592633333,-146.592606667,-98.5185333334,-164.814833333,-170.92585,-137.777866667,-428.888733333
222.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223.11,-41.3333333333,-172.5,-94.3333333333,-65.1999999999,-59.6666666667,-111.166666667,-108.541666667,-40.3333333333,-152.0
223.49,-60.7999999999,-155.866666667,-85.2000000001,-73.2800000001,-77.8666666667,-116.266666667,-108.733333333,-42.1333333334,-140.533333333
223.87,-106.9231,-290.256366667,-170.769233333,-120.358853333,-150.7692,-218.461533333,-183.7179,-68.9744,-240.512733333
224.24,1.31994704988e+15,2.89151566984e+15,1.98098676791e+15,1.36558011429e+15,1.82532257625e+15,2.21128447613e+15,2.11479400116e+15,7.05819827962e+14,2.35415435067e+15
224.62,157.301566667,285.714266667,199.5237,169.84118,201.2698,218.095233333,230.238091667,114.127,230.476266667
225.00,109.166666667,206.041666667,148.958333333,142.583333333,148.958333333,176.979166667,160.442708334,93.5416666667,173.125
225.38,79.8449999999,152.945733333,116.046533333,112.06216,119.2248,139.302466667,126.29845,80.5426333334,130.8528
225.75,59.1398666666,108.387033333,82.7417333333,89.6559333335,94.3010666665,110.537766667,98.7365249999,67.6882,93.871
226.13,56.4319666667,94.3192666667,72.4414666667,82.6853666667,89.0141333333,99.9999,85.2111666666,65.9624666667,82.0658
226.51,57.5416666667,90.7083333333,69.1666666666,80.5749999999,86.1666666667,92.625,84.2604166667,69.5833333333,74.75
226.88,59.9583333333,87.6666666667,64.9999999999,83.725,85.8333333333,91.9583333334,82.0208333333,70.3333333333,78.0833333333
227.26,58.1089666667,77.5961666667,58.7501333333,77.7435933333,75.6411333334,79.1667,71.78685,68.4936333333,68.6538666667
227.64,43.9599333333,60.2506,43.0827666667,59.2431733333,57.6943333333,56.5163666667,54.0789083333,52.2807333333,54.7369333333
228.01,42.0221666667,58.8223,42.1112,58.4088933333,55.9111333333,53.6000333333,55.544425,52.9110333333,54.8888666667
228.39,38.0638666667,52.9740666667,36.6067666667,54.06784,52.1357333333,49.9801666667,49.5010083333,51.018,51.3370666667
228.76,37.5203,53.8211666667,37.9471333333,52.61382,50.8942666667,50.3860333333,48.5059916667,52.3781333333,52.2763333333
229.14,28.6390666667,41.5581666667,28.0472666667,37.7514733333,40.9468666667,38.3235,36.6764583333,39.7633333333,41.3412
229.52,29.4213,40.6188666667,28.2835333333,36.89826,38.7225333333,37.4848666667,36.5469666667,38.2435666667,41.9163333333
229.89,26.097,36.6877666667,22.7004666667,29.34612,34.1350666667,30.9706,30.4272916667,33.8395333333,39.1984
230.27,22.7083333333,31.7291666667,19.75,25.8166666667,30.1666666667,27.7083333333,28.4739583333,29.6875,37.5833333333
230.65,21.4420333333,28.7641,18.9512666667,25.20598,27.603,25.6554666667,28.8576,27.9963,36.9661333333
231.02,14.4621,23.2100333333,14.0917333333,18.0776133333,21.2346666667,18.5185666667,21.9665166667,21.6402666667,28.8184
231.40,18.0033333333,25.7426,18.6469333333,19.7392666667,23.0692666667,21.3531,23.9520916667,22.5084,31.9141333333
231.78,21.2886666667,31.4431666667,24.2268666667,23.1202266667,28.3505333333,28.1787333333,28.9174,26.5120666667,35.8762666667
232.15,16.3872,28.6026666667,20.7785,17.52098,23.3932666667,24.5308666667,23.303375,21.2974666667,32.0159333333
232.53,17.8355,29.3939666667,22.2294333333,18.97842,22.4242666667,24.0692333333,22.4783583333,19.9998333333,31.6449333333
232.90,17.8175333333,26.8849666667,19.1269666667,19.53956,22.4206,23.5911666667,21.875075,18.6310666667,29.5238666667
233.28,17.8769,25.6899666667,16.8152333333,20.8872866667,20.9341333333,22.5266,21.05615,19.1295,31.6348
233.66,14.3882,22.4261,10.7596666667,18.3164933333,19.4515333333,18.4387,17.442025,17.4262,26.6244666667
234.03,17.5102,25.3086666667,15.0205666667,22.6911933333,23.2922666667,21.0083,21.6769,23.1686333333,29.3826666667
234.41,15.7575333334,23.9176,11.7966,21.2122,19.091,19.9784,20.6493833334,23.6796666667,26.4933333333
234.78,11.8161,21.4713,8.18396666667,18.55168,15.7700666667,17.7471333333,15.2011166667,22.8047,23.2644666667
235.16,16.4815,22.8472333333,10.3935666667,21.1666266667,16.8980666667,19.0276333333,17.6215416667,26.6435333333,25.6944666666
235.54,17.7334333333,23.1111,10.9333333333,24.00438,19.0668,20.4,21.2500916667,29.9112333333,26.1333333333
235.91,14.9494666667,19.4746666667,11.5352333333,22.39198,15.2322,14.5453666667,18.676825,28.4849333333,21.7373333333
236.29,17.9102,20.4662333333,13.247,22.81192,17.893,17.8238,19.00275,29.1193666667,20.9326
236.66,15.4029,18.3728333333,11.2639,20.0567866667,16.2717333333,18.6730666667,16.990525,28.1517333333,17.662
237.04,14.0158,16.9998666667,10.1587666667,19.33636,16.0636,18.7619666667,15.0437083333,27.0953666667,16.8254
237.41,15.9970666667,19.2735666667,14.1309333333,21.6125,19.9144666667,19.5156666667,18.9138,30.2423,19.5441333333
237.79,16.9250666667,19.9225333333,15.8267666667,19.8552533333,19.0698,20.9818666667,19.3604833333,29.845,21.1368
238.17,15.594,19.5275333333,14.7765,19.4891933333,16.5517333333,20.664,19.0261916667,29.3103666667,19.9489333333
238.54,16.2838333333,20.2714666667,14.1110666667,19.5975733333,16.5926,20.9135333333,18.1112166667,28.7901,21.0864
238.92,16.8851333333,19.2413333333,14.4253333333,19.86212,16.2988666667,20.9425666667,18.9798833333,27.4138,22.069
239.29,18.0185,20.1856666667,15.7585,20.1155,17.9978666667,21.9402333333,21.13775,27.2034,23.2816666667
239.67,15.0787666667,16.7653333333,12.9487,16.79684,14.3193333333,19.1221333333,17.854925,24.5562,19.6053333333
240.04,15.9339333333,16.0501,12.0821666667,16.0448666667,14.0304,19.1421666667,17.3949833333,23.1636,19.6067333333
240.42,14.5408666667,13.8627,11.8195333333,14.84876,12.1091333333,17.0719666667,16.7865916667,21.6460666667,19.9338666667
240.79,13.9347666667,12.9546666667,11.6554666667,14.28802,10.9278666667,15.5085666667,16.1322166667,19.7921333333,18.9607333333
241.17,13.2933333333,12.1466666667,11.7933333333,13.6866666667,9.48,14.1266666667,15.3,18.46,17.7466666667
241.54,13.4566333334,12.4707,11.3554333333,13.6896066667,9.24213333333,14.6027,14.8458916667,18.2132666667,16.5865333333
241.92,11.4427333333,10.7272,9.2669,12.4037733333,7.48100000001,12.4783,12.5421833333,15.6895666667,13.9732666667
242.29,11.6877,10.5940333333,9.86326666666,12.35008,7.73926666667,12.2503333333,12.6893083333,14.6898,13.7749333333
242.67,11.7200333333,11.1855333333,11.2975666667,12.0049866667,8.49373333333,12.2934666667,13.1535,14.3245666667,13.654
243.05,11.4905,11.1904,11.1857666667,11.1190466667,8.58093333333,11.5951333333,12.770325,14.2954,13.3429333333
243.42,10.4619333334,9.93813333334,10.3382333333,9.78298666667,7.55239999999,10.6571333333,10.88925,13.0856666667,12.4476666667
243.80,10.9004666667,10.6694666667,10.9711666667,10.0972,7.83579999999,11.3719,11.2989166667,12.9561666667,12.9937333333
244.17,11.3128,11.1512333333,11.4469666667,10.73036,8.13673333333,11.988,11.8504083333,13.5645,13.0096666667
244.55,11.6369,11.4175333333,11.4631,11.26844,8.96193333333,13.2968666667,12.6910083333,13.5436666667,13.4614
244.92,12.4456666667,11.5928,11.9278333333,11.4100333333,9.79986666667,14.0992666667,13.6586083333,14.0036,14.6476
245.30,12.0657666667,11.1793333333,11.1111666667,10.5711066667,9.71506666665,14.2799,13.5479416667,13.6019,14.6009333333
245.67,11.4249,10.1562333333,10.9888,9.95773333333,9.11660000001,14.3547666667,13.3705083333,12.6827,14.3365333333
246.05,11.6049,10.052,11.293,10.22172,9.61000000001,14.6069666667,13.778475,12.9630333333,14.6912666667
246.42,10.9672666667,9.34236666666,10.6161333333,9.27258000001,9.1964,14.0149666667,12.7299333333,12.4078,14.2558
246.79,9.97786666667,7.89556666667,9.00736666667,8.57247999999,8.1122,13.1359666667,11.5756083333,11.5040666667,12.9775333333
247.17,9.96963333333,7.90523333333,9.0248,8.71487333334,7.88246666667,13.2826666667,11.4828833333,11.3652333333,12.6038
247.54,10.2508666667,8.241,9.44606666667,9.23019333333,8.26233333333,13.6978333333,12.04905,11.8631,12.7416
247.92,10.5354666667,8.2051,9.40309999999,9.52229999999,8.27333333333,13.7054,12.043275,12.1942,12.9929333333
248.29,10.3264333333,8.16133333334,9.11843333333,9.53372000001,8.1768,13.733,11.79995,12.0742333333,13.0578666667
248.67,10.8318,8.99726666667,9.50620000001,9.96056666667,8.54066666666,14.0464,12.0003916667,12.7914333333,13.3378
249.04,10.6208333333,8.92486666667,9.16326666667,9.61904666667,8.27253333333,13.7900333333,11.5277916667,12.8204666667,12.9554
249.42,11.0953666667,9.45226666666,9.58933333333,10.136,8.52686666667,14.0416666667,11.915175,13.2506333333,13.2861333333
249.79,11.4609666667,10.0746333333,9.57123333333,10.2473933333,8.68606666666,14.0963666667,11.9346416667,13.6724333333,13.4182
250.17,11.8327666667,10.4156666667,9.51953333334,10.2920466667,8.93926666665,14.1889,11.8651,13.9730333333,13.5763333333
250.54,11.8882666667,10.5613333333,9.37243333334,10.75296,8.99246666667,14.4041666667,12.2682833333,14.2773666667,13.3392
250.92,13.1318666667,12.2482,10.8204333333,12.2663066667,10.2195333333,15.786,13.8840583333,15.9302333333,14.7700666667
251.29,12.8649,12.0012666667,10.5481333333,11.8233533333,9.83426666667,15.2772,13.62335,15.8636,14.4996
251.66,12.8313,12.0381666667,10.3749666667,11.5395266667,9.35073333333,15.0602666667,13.5994583333,15.8903,14.5246666667
252.04,12.4239,12.1674,10.3283,11.18914,9.10766666666,14.3862666667,13.2256333333,16.0069,14.2837333334
252.41,11.8405,11.2960666667,9.7542,9.95725333333,8.26146666667,13.3685333333,12.8522,15.3494666667,13.9796
252.79,10.8549333333,10.2164333333,9.18836666667,8.75473333334,7.1068,12.2112333333,12.3078666667,13.8781,13.1602
253.16,10.7529666667,10.5445666667,9.66006666667,9.29098000001,6.9298,12.4343,12.804275,13.6221,13.4941333333
253.54,9.35949999999,9.06136666668,8.6889,7.94699333333,5.69826666667,11.2068,11.6144083333,12.2644333333,12.1862
253.91,7.9875,7.6863,7.2729,6.83501333333,4.125,9.67543333334,10.6799166666,10.7493,10.7376666667
254.28,8.78893333334,8.61756666667,8.61356666667,8.23758,4.7118,10.4595333333,12.222525,11.8340666667,11.2304666667
254.66,10.7376666667,10.3309666667,9.95606666667,9.61481999999,6.01266666667,11.8262333333,13.5607083333,13.2334666667,13.0622666667
255.03,10.3587666667,9.91233333333,9.30753333333,8.62823333333,5.7656,11.1180666667,12.8869166667,12.4237333333,12.5406666667
255.41,11.4410333333,11.2002333333,10.2408666667,9.72752,7.85806666667,12.6457,14.4898083333,13.2413333333,13.8500666666
255.78,11.3624666667,11.7106333333,10.2864666667,10.4841,8.85360000001,12.6941,14.7254916667,13.3598,13.7037333333
256.15,11.2049666667,11.2973333333,9.67456666667,10.2470266667,9.02379999999,13.0472666667,14.912175,12.9683666667,13.0430666667
256.53,11.5205333333,11.5335666667,10.0774333333,11.0791666667,9.29539999999,13.5652333333,15.078325,13.1314333333,12.7232666667
256.90,11.7046,11.4971333333,10.0638333333,11.3740733333,9.4292,13.6807,14.547,13.5927333333,12.5189333333
257.28,11.9978333333,11.3247,10.5212666667,11.0329066666,9.91693333333,13.6373666667,14.1540916667,13.6518,12.2764666667
257.65,11.8739,11.5289,10.5128333333,11.4347066667,10.1551333333,13.5836,14.00755,13.6215333333,12.6939333333
258.02,11.6776,11.2759333333,10.4508,11.3497,10.2513333333,13.5519,13.386575,13.3059333333,12.9890666667
258.40,10.8089,10.1779333333,9.38063333333,10.1979933333,9.05806666666,12.8564333333,12.0403416667,12.0522,12.4127333334
258.77,8.87650000001,8.34676666667,7.67643333333,8.44635333333,7.37013333333,11.2850333333,10.0838666667,10.2585666667,10.6684
