wavelength,Back_SpoColf,Belly_SpoColf,Breast_SpoColf,Crissum_SpoColf,Crown_SpoColf,DorTail_SpoColf,Patch10_SpoColf,Patch11_SpoColf,Patch12_SpoColf,Rump_SpoColf,Throat_SpoColf,WingTip_SpoColf
525.21,10.7884,34.6146,24.106,22.1190666667,9.00646666667,8.69166666667,33.0776,10.0246666667,10.0557333333,11.539,50.1575333333,7.81713333333
525.56,10.8174666667,34.6794666667,24.1660666667,22.1791333333,9.02606666667,8.72433333333,33.1322666667,10.0399333333,10.0637333333,11.5562,50.198,7.8272
525.90,10.8487333333,34.7920666667,24.2369333333,22.2622,9.05733333333,8.7556,33.2204666667,10.067,10.0862,11.5916,50.3132,7.86093333333
526.25,10.8972,34.9511333334,24.3384,22.3675333333,9.08173333333,8.793,33.3268666667,10.1104666667,10.1138666667,11.6611333333,50.4734,7.88993333333
526.59,10.9286,35.048,24.3848,22.4350666667,9.09786666667,8.80953333333,33.3794666667,10.1239333333,10.1233333333,11.6859333333,50.5857333333,7.91053333333
526.94,10.9383333333,35.1412,24.4383333333,22.4799333333,9.09633333333,8.81186666667,33.4256666667,10.1367333333,10.1313333333,11.7067333333,50.6739333333,7.91773333333
527.28,10.9428666667,35.2288,24.4683333333,22.5342666667,9.10713333333,8.81506666667,33.474,10.1412666667,10.1398,11.7220666666,50.7553333333,7.92706666667
527.63,10.9486,35.2818666667,24.5038,22.5688,9.11493333333,8.82006666667,33.5098,10.1397333333,10.1339333333,11.7412,50.8162666667,7.92446666667
527.97,10.9663333333,35.3430666667,24.5507333333,22.6181333333,9.127,8.82706666667,33.5309333333,10.1580666667,10.1446666667,11.7680666667,50.8555333333,7.94773333333
528.32,10.9897333333,35.4142666667,24.6051333333,22.6717333333,9.14866666667,8.8414,33.5742666667,10.1754666667,10.1582666667,11.8054666666,50.9254,7.97466666666
528.66,10.999,35.4359333333,24.6108666667,22.6924,9.16266666667,8.8486,33.579,10.1736,10.1699333333,11.8184,50.9280666666,7.98386666667
529.01,11.0232,35.4935333334,24.6472,22.7355333333,9.17633333334,8.8616,33.6114,10.1972,10.1954,11.853,50.9752,8.0022
529.35,11.0020666667,35.5166,24.6526666667,22.7458666667,9.1692,8.84386666667,33.5982666666,10.1840666667,10.1819333333,11.8646,50.996,7.99506666667
529.70,11.0017333333,35.5424666667,24.6758,22.7698,9.17646666667,8.844,33.5854666667,10.1964666667,10.1921333333,11.8892666667,50.989,8.00366666667
530.04,11.0085333333,35.5401333333,24.6686666667,22.7880666667,9.18733333333,8.84213333333,33.5584666667,10.2062666667,10.2040666667,11.9034,50.9636,8.01093333333
530.39,11.0134,35.5546,24.6901333333,22.8138666667,9.20226666667,8.85273333333,33.5540666667,10.2258,10.2169333333,11.9289333334,50.9240666667,8.02133333333
530.73,11.0265333333,35.5751333333,24.7117333333,22.8586666667,9.22693333333,8.8726,33.5592666667,10.2387333333,10.2311333333,11.9738666667,50.9278666667,8.03913333333
531.08,11.0631333333,35.6243333333,24.7626666667,22.9201333333,9.2566,8.8886,33.57,10.2758666667,10.2635333333,12.0364666667,50.9329333333,8.06046666667
531.42,11.0817333333,35.7086666667,24.8086666667,22.9938666667,9.26366666667,8.89446666667,33.5999333333,10.3001333333,10.2922,12.0717333333,50.9898,8.06766666667
531.77,11.1032666667,35.7834,24.8571333333,23.0627333333,9.2956,8.91153333333,33.6588666667,10.321,10.3128,12.1096,51.045,8.0738
532.11,11.1027333333,35.8384666667,24.8692666667,23.1005333333,9.29006666667,8.9038,33.672,10.3059333333,10.3042,12.1170666666,51.0889333333,8.051
532.46,11.0902,35.9084666667,24.9055333333,23.1440666667,9.2856,8.8992,33.7020666667,10.3119333333,10.3076,12.13,51.1496,8.04206666667
532.80,11.0932,35.9746,24.9332,23.1948,9.2892,8.90106666667,33.7353333333,10.3174,10.3111333334,12.1531333333,51.1794,8.0352
533.15,11.1355333333,36.0548666667,24.9806666667,23.2671333333,9.3132,8.9308,33.7926,10.3488,10.3466,12.203,51.2326666667,8.0596
533.49,11.148,36.0851333333,24.9887333333,23.3006,9.31386666666,8.9324,33.8107333333,10.3512,10.3548666667,12.2168666667,51.2211333334,8.0522
533.84,11.1504666667,36.1666,25.0517333333,23.3585333333,9.32806666667,8.9424,33.872,10.3559333333,10.3715333333,12.2488,51.2827333333,8.05833333333
534.18,11.1496,36.2213333333,25.0903333333,23.402,9.3258,8.9308,33.8946666667,10.3472666667,10.3829333333,12.2773333333,51.3106666667,8.05786666667
534.52,11.1646,36.2602666667,25.1055333333,23.4356,9.3256,8.924,33.886,10.362,10.3869333333,12.2901333333,51.2898666667,8.0516
534.87,11.1727333333,36.3145333333,25.1438666667,23.4825333333,9.33773333333,8.93033333334,33.9159333333,10.3665333333,10.3954,12.3150666667,51.3240666667,8.06886666667
535.21,11.1889333333,36.3466666667,25.1838666667,23.5168666667,9.3656,8.95253333333,33.9360666667,10.3916666667,10.4156,12.3541333333,51.3081333333,8.08813333333
535.56,11.1968666666,36.4138666667,25.2214666667,23.5554,9.35586666667,8.94666666667,33.9431333333,10.3988,10.4180666667,12.3722,51.3336666667,8.0834
535.90,11.1948,36.4488666667,25.2592666667,23.5925333333,9.37173333333,8.94566666667,33.9509333333,10.4118666667,10.4402666667,12.3998666667,51.3324,8.08866666667
536.25,11.2248666667,36.5231333333,25.3067333333,23.6617333333,9.40453333334,8.96166666667,33.9805333333,10.4440666667,10.4522,12.4685333333,51.3788666667,8.12006666667
536.59,11.2316,36.5535333333,25.3443333333,23.6948,9.40966666667,8.96413333333,34.0182666666,10.4498666667,10.455,12.4922666667,51.4154666667,8.12666666667
536.93,11.2342,36.5948666667,25.3866,23.7366,9.43220000001,8.96633333333,34.034,10.4648,10.4696,12.5122666667,51.4293333333,8.12866666667
537.28,11.2580666667,36.7056,25.4634666667,23.8046666667,9.45373333333,8.9884,34.0985333333,10.4781333333,10.4792666667,12.5478666667,51.5579333333,8.151
537.62,11.2686666667,36.7273333333,25.4648666667,23.8227333333,9.45546666667,8.97753333333,34.0679333333,10.4924666667,10.4716,12.5661333333,51.5463333333,8.14986666667
537.97,11.2907333333,36.7968,25.4941333333,23.8881333333,9.46513333333,9.00046666667,34.0956,10.5110666667,10.4802,12.5920666666,51.5977333334,8.15926666667
538.31,11.3202666666,36.8883333333,25.5431333333,23.9655333333,9.50553333333,9.03566666666,34.1668,10.5315333333,10.5126,12.6505333333,51.6722,8.17466666667
538.65,11.3196,36.9339333333,25.5456666667,23.9928,9.49646666666,9.02706666667,34.1571333333,10.5309333333,10.5222,12.6721333333,51.6511333333,8.1732
539.00,11.3332,37.0334666667,25.5804,24.0648,9.51806666666,9.03346666667,34.1923333333,10.5296666667,10.5256,12.7060666667,51.6968,8.18846666667
539.34,11.3575333333,37.094,25.6116666667,24.1400666667,9.564,9.06726666667,34.2372666667,10.5611333333,10.5598666667,12.7413333333,51.7119333333,8.22073333334
539.69,11.4114,37.2158666667,25.6794,24.255,9.59040000001,9.11146666667,34.3068,10.5996,10.6004,12.8012666666,51.8082,8.25906666667
540.03,11.4288,37.2667333333,25.7048,24.2966666667,9.59713333333,9.13353333333,34.3292,10.6069333333,10.6344666667,12.8219333333,51.8294,8.25953333333
540.37,11.4745333333,37.3487333333,25.7578666667,24.3698,9.62640000001,9.167,34.3864,10.6342,10.6631333333,12.8684,51.8915333333,8.29846666667
540.72,11.4702666667,37.3877333333,25.7626666667,24.3933333333,9.61866666666,9.16526666667,34.4008,10.6308,10.6674,12.8803333333,51.8781333333,8.3012
541.06,11.4897333333,37.4399333333,25.7988,24.4438,9.63020000001,9.16313333334,34.429,10.651,10.6906666667,12.9223333333,51.9310666667,8.30513333334
541.40,11.4788666667,37.4620666667,25.8148,24.4627333333,9.63313333333,9.16113333333,34.4438,10.6379333333,10.6926666667,12.9346,51.9450666667,8.30326666667
541.75,11.478,37.4968,25.8446,24.4811333333,9.64933333333,9.15813333333,34.4459333333,10.643,10.6984,12.9562,51.9514,8.31433333333
542.09,11.4536,37.5078,25.844,24.482,9.63053333334,9.13386666667,34.4271333333,10.6292666667,10.6880666667,12.9539333333,51.9217333333,8.30493333333
542.43,11.4502666667,37.5456666667,25.8738666667,24.5183333333,9.64226666666,9.14373333333,34.4278666667,10.6393333333,10.6861333333,12.9786666667,51.9347333333,8.31080000001
542.78,11.4305333333,37.5197333333,25.8476,24.5102,9.61766666666,9.10926666667,34.3894,10.6248,10.673,12.9713333333,51.8878,8.29806666666
543.12,11.3870666667,37.5134,25.8291333333,24.496,9.57706666666,9.0702,34.3527333333,10.5947333333,10.6416666667,12.9656666667,51.8674,8.26566666667
543.46,11.3606,37.5043333333,25.8095333334,24.4753333333,9.55760000001,9.02766666667,34.3271333333,10.5760666666,10.6205333333,12.9643333333,51.8289333333,8.2512
543.81,11.3468,37.5388,25.8187333333,24.5038,9.54593333333,8.9952,34.3264666667,10.5639333333,10.6042666667,12.9696666666,51.807,8.24333333333
544.15,11.3292,37.5055333333,25.7931333333,24.4962666666,9.53033333332,8.96553333333,34.2714666667,10.5550666667,10.5926666667,12.9661333334,51.7112,8.21733333334
544.49,11.3324,37.548,25.8091333333,24.5360666667,9.53253333333,8.9546,34.2863333333,10.5646,10.5939333333,12.999,51.7446666667,8.22526666667
544.84,11.3132,37.5630666667,25.7924,24.5629333333,9.53286666666,8.93166666666,34.2812,10.551,10.5788666667,13.0048666667,51.6967333333,8.22393333333
545.18,11.3378,37.6562,25.8396666667,24.6560666667,9.54446666667,8.95846666667,34.3302666667,10.5804,10.6036,13.0597333333,51.7520666667,8.24553333334
545.52,11.3596666667,37.7189333334,25.879,24.7306,9.56533333335,8.97133333333,34.3600666667,10.598,10.6207333333,13.0964666667,51.8002,8.25540000001
545.87,11.3757333333,37.7864666667,25.9301333334,24.7901333333,9.57793333332,8.975,34.3899333333,10.6118,10.6321333333,13.1226666667,51.8520666667,8.26359999999
546.21,11.4,37.8532666667,25.9705333333,24.8416,9.58940000001,8.97186666667,34.4474666667,10.6304,10.6478,13.1537333333,51.8749333333,8.273
546.55,11.4162666667,37.9164,26.023,24.8987333333,9.61846666667,9.01086666667,34.4842,10.6532666667,10.6676,13.2182666667,51.907,8.27893333333
546.90,11.465,38.0194,26.096,24.9836666667,9.66326666665,9.04153333333,34.5578666667,10.6995333333,10.7196,13.3013333333,51.9775333333,8.32006666667
547.24,11.4986,38.1143333333,26.1577333333,25.0704,9.70846666669,9.08693333333,34.6182666667,10.7437333333,10.7539333333,13.3717333333,52.0404,8.35219999999
547.58,11.5356,38.1621333333,26.1991333333,25.1388,9.73533333331,9.10853333333,34.6512,10.7672666667,10.7779333333,13.4098,52.0720666667,8.37266666667
547.92,11.5392,38.2944666667,26.2498,25.2222,9.77160000001,9.12813333333,34.6719333333,10.7880666667,10.8081333333,13.4554,52.1626,8.40446666666
548.27,11.5830666667,38.3838666667,26.3181333333,25.3069333333,9.81973333333,9.15806666667,34.7034,10.8166666667,10.8356,13.5103333333,52.2242,8.42446666666
548.61,11.6349333333,38.4786666667,26.4052666667,25.3788,9.86593333334,9.2268,34.7411333333,10.8664,10.8844666666,13.5694,52.2944666667,8.47033333334
548.95,11.6762,38.5496666667,26.4874,25.4369333333,9.92459999999,9.255,34.7829333333,10.9108666667,10.9412,13.6098666667,52.3209333333,8.49546666667
549.29,11.69,38.6301333333,26.511,25.498,9.93393333333,9.2818,34.8371333333,10.9316,10.9508,13.6531333333,52.3644666667,8.50640000001
549.64,11.7144,38.7091333333,26.563,25.5736,9.96673333333,9.3056,34.8876666667,10.9573333333,10.9635333333,13.7084,52.4392666667,8.52680000001
549.98,11.7017333333,38.7212,26.5588666667,25.6082,9.96560000001,9.30406666667,34.8809333333,10.9387333333,10.9654,13.7160666667,52.5045333333,8.51466666667
550.32,11.7748666667,38.9181333333,26.6666,25.7483333333,10.0192666667,9.34613333333,34.9942666667,11.0109333333,11.0339333333,13.785,52.6606666667,8.57419999999
550.66,11.822,38.9999333333,26.7508,25.8532666667,10.0710666667,9.39826666667,35.0406,11.0468,11.0705333333,13.8408,52.6838,8.61600000001
551.01,11.8464666667,39.0692666667,26.7912,25.9154666667,10.095,9.42806666667,35.059,11.0616666667,11.1020666667,13.8808,52.7377333333,8.62220000001
551.35,11.8494,39.1792,26.8404,25.9797333333,10.0921333333,9.41559999999,35.1149333333,11.0811333333,11.1202666667,13.9213333333,52.8300666667,8.62573333333
551.69,11.8464,39.2048,26.8556,26.0302,10.062,9.39706666667,35.1588,11.0639333333,11.0984,13.9392666667,52.8868666667,8.57866666666
552.03,11.8406,39.2588666667,26.8955333333,26.0876,10.0378,9.38920000001,35.2066,11.069,11.1060666667,13.9484,52.936,8.57473333333
552.38,11.8612666667,39.3401333333,26.9392666667,26.1332666667,10.0417333333,9.39779999999,35.2382666667,11.0918666667,11.1304666667,13.9896666667,52.9715333333,8.56066666667
552.72,11.8864,39.4208,26.9716666667,26.1997333333,10.0550666667,9.40513333333,35.2966,11.1225333333,11.1470666667,14.0291333334,53.0405333333,8.57713333333
553.06,11.9098,39.4928666667,27.0090666667,26.2298,10.0698,9.40200000001,35.3350666667,11.1440666667,11.1654666667,14.0673333333,53.075,8.60873333333
553.40,11.9472,39.5576666667,27.0684,26.3182,10.0999333333,9.43133333334,35.3957333333,11.1784666667,11.1924666667,14.124,53.1163333333,8.65413333334
553.74,11.9926,39.6849333333,27.1484666667,26.4313333333,10.1126,9.44693333334,35.4865333333,11.2156,11.2302,14.1765333333,53.2192666667,8.67426666667
554.09,11.9604,39.6302666667,27.1194666667,26.4066666667,10.0779333333,9.39466666665,35.4373333333,11.1671333333,11.2018666667,14.1472,53.1257333333,8.62300000001
554.43,11.9752,39.7086,27.1402666667,26.4633333333,10.0741333333,9.39699999999,35.4846,11.1808,11.2182666667,14.1719333334,53.2407333333,8.61173333333
554.77,12.0084666667,39.7746,27.2030666667,26.5312666667,10.1033333333,9.41973333334,35.5422,11.2186666667,11.2354666667,14.209,53.229,8.62846666667
555.11,12.0547333333,39.8526,27.2795333333,26.6059333333,10.1523333333,9.49660000001,35.5976666667,11.263,11.2598666667,14.2686,53.2596666667,8.66493333333
555.45,12.0905333333,39.9771333333,27.3602666667,26.6828,10.209,9.52773333332,35.6651333334,11.3211333333,11.3141333333,14.3358666667,53.3354666667,8.71993333333
555.80,12.1009333333,40.0591333333,27.3948666667,26.7228666667,10.23,9.51906666667,35.704,11.3154,11.3134,14.362,53.3920666667,8.70333333333
556.14,12.0598666666,40.0991333333,27.3953333333,26.7623333333,10.2148,9.48073333333,35.7410666667,11.2914666667,11.2716666667,14.3459333333,53.4018666667,8.67700000001
556.48,12.0298666667,40.1481333333,27.4177333333,26.7911333333,10.1991333333,9.45586666667,35.7243333333,11.2506666667,11.2391333333,14.3554,53.4096666667,8.65626666666
556.82,12.0158,40.1804,27.4135333333,26.8362,10.1846,9.43566666667,35.7167333333,11.2399333333,11.2345333333,14.3621333333,53.4395333333,8.61199999999
557.16,11.9825333333,40.2542666667,27.4156666667,26.8640666667,10.1658666667,9.41199999999,35.7083333333,11.2274,11.2140666667,14.3870666667,53.4747333333,8.57493333334
557.50,11.9522666667,40.2448666666,27.4030666667,26.852,10.1708,9.40306666667,35.6494666667,11.2163333333,11.1876,14.3971333333,53.3642666667,8.55426666667
557.85,12.016,40.3922666667,27.4856666667,26.9361333333,10.2178,9.4608,35.74,11.2694,11.2256,14.4648666667,53.5401333333,8.61480000001
558.19,11.9426666667,40.3679333333,27.4422666667,26.8802666667,10.1426666667,9.38266666667,35.6686666667,11.1827333333,11.1514,14.4095333333,53.4822,8.5478
558.53,11.8848,40.3235333333,27.3755333333,26.8558666667,10.0769333333,9.30653333333,35.6284666667,11.1049333333,11.1122,14.3653333333,53.4527333333,8.50326666667
558.87,11.8892,40.3875333333,27.4150666667,26.9106,10.0844666667,9.29600000001,35.6721333333,11.1018,11.1180666667,14.3889333333,53.5261333333,8.492
559.21,11.9325333333,40.4486,27.4722666667,26.9632,10.0867333333,9.31486666667,35.7258666667,11.1105333333,11.1331333333,14.4248666667,53.5712666667,8.50006666666
559.55,11.9892,40.5234,27.5034666667,27.0451333333,10.1235333333,9.37499999999,35.7527333333,11.1720666667,11.1806666667,14.5024,53.5717333333,8.55746666666
559.89,12.0201333333,40.6029333333,27.5562666667,27.1378,10.1455333333,9.40119999999,35.7894666667,11.1942666667,11.2474,14.5583333333,53.6545333333,8.56879999999
560.23,12.0522666667,40.6838,27.5682,27.1972,10.1481333333,9.44500000001,35.8439333333,11.2173333333,11.2864,14.5837333333,53.6988666667,8.59640000001
560.58,12.0573333333,40.7819333333,27.6553333333,27.2702,10.1693333333,9.46900000001,35.9125333333,11.2324,11.3072666667,14.6054666667,53.7847333333,8.6208
560.92,12.1261333333,40.8613333333,27.746,27.3519333333,10.2246666667,9.52733333333,35.9883333334,11.2884,11.3779333333,14.6866,53.8378,8.68073333333
561.26,12.2196,41.0404666667,27.8652666667,27.5012,10.3076,9.60473333335,36.1209333333,11.3811333333,11.4874,14.7872666667,54.0249333333,8.77093333333
561.60,12.2502,41.1246666667,27.9251333333,27.5896666667,10.3536,9.65000000001,36.1646,11.4268666667,11.5391333333,14.8644666667,54.0542,8.80993333334
561.94,12.3363333333,41.2498,28.0347333333,27.7328,10.4490666667,9.71953333334,36.2946,11.4952666666,11.6264666667,14.9667333333,54.1472666667,8.87846666667
562.28,12.4104666667,41.3782666667,28.1341333333,27.8376666667,10.5215333333,9.79019999999,36.3694666667,11.5812666667,11.6985333334,15.0457333333,54.1846,8.94046666667
562.62,12.3932,41.4052666667,28.126,27.8297333333,10.502,9.76260000001,36.3553333333,11.5682,11.6879333333,15.0458666667,54.1553333333,8.9116
562.96,12.3902,41.4513333334,28.157,27.8884666667,10.5132,9.7642,36.3615333333,11.5862,11.6858666667,15.0712666667,54.1669333333,8.90826666666
563.30,12.3733333333,41.5166666667,28.2012666667,27.9502,10.5361333333,9.78746666665,36.3964666666,11.59,11.6809333333,15.0969333333,54.2298,8.89946666667
563.64,12.4381333333,41.5914,28.2641333333,28.0385333333,10.601,9.84760000002,36.4551333333,11.6529333333,11.7046666667,15.1595333333,54.2684666667,8.98186666667
563.99,12.517,41.6988,28.3664666667,28.1677333334,10.6762,9.8978,36.5665333333,11.7060666667,11.7492,15.2534666667,54.3703333333,9.03966666667
564.33,12.5946,41.8062,28.4536,28.2603333333,10.7299333333,9.96566666665,36.634,11.7697333333,11.8131333333,15.3496666667,54.4384666667,9.07493333333
564.67,12.6258,41.879,28.4867333333,28.3074,10.7516,9.97833333334,36.6884,11.7896666667,11.8442666667,15.3690666667,54.5040666667,9.07506666667
565.01,12.6368,41.9434666667,28.5254666667,28.3502,10.7742666667,10.0030666667,36.7124,11.8078,11.8668666667,15.4127333333,54.5412666667,9.07746666667
565.35,12.5696,41.938,28.5101333333,28.3512,10.7242666667,9.93606666666,36.7,11.7510666667,11.804,15.3708666667,54.5387333333,9.00886666666
565.69,12.5306,41.9389333333,28.4767333333,28.339,10.6863333333,9.90666666668,36.66,11.7558,11.7751333333,15.3647333333,54.5180666667,8.99066666667
566.03,12.5212666667,42.0147333333,28.5306666667,28.385,10.6992666666,9.91413333333,36.6894666667,11.7628,11.7804,15.417,54.5874666667,9.00593333333
566.37,12.5228,42.0526,28.5402,28.4317333333,10.6888,9.90966666667,36.6888666667,11.7814,11.7919333333,15.435,54.6000666667,9.00900000001
566.71,12.4975333333,42.0451333333,28.5182666667,28.4174666667,10.6684,9.89486666667,36.6805333333,11.7478666667,11.7548,15.4398,54.5757333333,8.99260000001
567.05,12.4928,42.1054,28.5254666667,28.4518666666,10.6504666667,9.87313333333,36.6722666667,11.7446,11.7507333333,15.431,54.5960666667,8.98566666667
567.39,12.4912,42.1748666667,28.5670666667,28.5133333333,10.6505333333,9.88280000001,36.692,11.7524,11.7634,15.4827333333,54.6547333333,8.97906666666
567.73,12.4607333333,42.2000666667,28.5644,28.5217333333,10.6307333333,9.86753333333,36.6799333333,11.7502666667,11.7425333333,15.4958,54.6644666667,8.94773333334
568.07,12.4666,42.2542666667,28.5780666667,28.6054,10.6634,9.88959999999,36.6998,11.7574,11.7544666667,15.5174,54.7043333333,8.97706666667
568.41,12.4646,42.3263333333,28.6090666667,28.6718666667,10.6652,9.89660000001,36.6947333333,11.7664,11.7360666667,15.552,54.7053333333,8.98853333334
568.75,12.4217333333,42.2911333333,28.5648666667,28.6274,10.6060666667,9.83106666666,36.6467333333,11.7036666667,11.652,15.4960666667,54.6237333333,8.9388
569.09,12.5053333333,42.4203333334,28.6591333334,28.7388666667,10.6762,9.91206666666,36.7162,11.7696,11.7295333333,15.6090666667,54.7173333333,9.01513333334
569.43,12.5547333333,42.5675333333,28.7496,28.8422,10.7020666667,9.94466666668,36.7942,11.775,11.7510666667,15.6546666667,54.8270666667,9.03726666667
569.77,12.59,42.6822,28.7921333333,28.9287333333,10.7087333333,9.96273333332,36.8426,11.8049333333,11.7772666667,15.6943333333,54.9320666667,9.03746666667
570.11,12.6382666667,42.8283333333,28.8908,29.057,10.7736,10.0274,36.9346,11.8519333333,11.8096666667,15.773,55.0600666667,9.09366666666
570.45,12.6823333333,42.9598,28.9684,29.1598666667,10.8408666667,10.0756,36.9858666667,11.8946666667,11.8796666667,15.8229333333,55.1626666667,9.139
570.79,12.7506,43.0554666667,29.0574,29.2462,10.8988,10.1119333333,37.0859333333,11.949,11.9500666667,15.9188666667,55.2404,9.19686666667
571.13,12.7484,43.1024,29.0492666667,29.2628,10.9057333333,10.0982666667,37.1101333333,11.9306,11.9554666667,15.9236666667,55.228,9.1848
571.47,12.7555333333,43.1314666667,29.0609333333,29.2988666667,10.8965333333,10.0823333333,37.1123333334,11.9202666667,11.9540666667,15.9436666667,55.2384666666,9.17900000001
571.81,12.7472,43.1695333333,29.0690666667,29.3259333333,10.8758,10.0462666667,37.1318,11.919,11.9418,15.9569333334,55.2368,9.16406666667
572.15,12.7700666667,43.2256666667,29.0848,29.3702,10.8904,10.0454,37.1734,11.9346,11.9658,15.9732666667,55.2627333333,9.16899999999
572.49,12.8226666667,43.3088666667,29.1454666667,29.4724,10.9334666667,10.0822,37.237,11.9829333333,12.0308,16.0444,55.3368666667,9.21206666667
572.83,12.8192,43.3424666667,29.13,29.5005333333,10.933,10.0792,37.2452666667,11.9866,12.0365333333,16.0388,55.3164666667,9.2094
573.17,12.8602666667,43.3770666667,29.1652666667,29.5363333334,10.9918,10.122,37.2598,12.0396666667,12.0827333333,16.1038,55.2907333333,9.25160000001
573.51,12.8540666667,43.3778,29.1668,29.5626,10.9983333333,10.1227333333,37.2638666667,12.0294,12.0670666667,16.1108666667,55.2656666667,9.25393333334
573.85,12.8609333333,43.4076666667,29.1510666667,29.5688666667,11.0014,10.1152,37.2688,12.0014,12.0825333333,16.1368666667,55.2617333333,9.24713333333
574.19,12.8282666667,43.4273333333,29.131,29.5808,10.9638666667,10.0912666667,37.2692,11.9903333333,12.0614,16.1348,55.2336,9.2196
574.53,12.7968,43.4521333333,29.1142,29.5959333333,10.9208,10.0532666667,37.2551333333,11.9574666666,12.0168,16.1016,55.236,9.17366666667
574.87,12.7921333333,43.4811333333,29.1376666666,29.6192,10.8879333333,10.0274,37.2532666667,11.9438666667,11.9818666667,16.1082666667,55.2622,9.14446666667
575.21,12.7966,43.5489333333,29.1879333333,29.6693333333,10.9134666667,10.0379333333,37.272,11.9705333333,11.9934,16.1228666667,55.308,9.15093333333
575.55,12.7391333333,43.4967333333,29.1148666667,29.6354666667,10.8545333333,9.99080000002,37.1754,11.9234666667,11.9454,16.0869333333,55.2134666667,9.09773333333
575.89,12.7194,43.517,29.1215333333,29.6590666667,10.8258,9.9772,37.1616,11.9003333333,11.9325333333,16.0944666667,55.229,9.08293333334
576.22,12.6764666667,43.5702666667,29.1346,29.7014666666,10.7955333333,9.95959999999,37.1609333333,11.8895333333,11.9115333333,16.0966,55.2514,9.05033333333
576.56,12.6483333333,43.5699333333,29.1518666667,29.7112666667,10.7738666667,9.93566666666,37.1304666667,11.8715333333,11.8684,16.0827333333,55.2488666667,9.01926666666
576.90,12.6344,43.6188666667,29.1571333333,29.7645333333,10.755,9.92433333333,37.1496666667,11.8752,11.8761333333,16.1046,55.3029333333,9.014
577.24,12.6390666667,43.6768666667,29.1786,29.7889333333,10.7682666667,9.91113333334,37.131,11.8782666667,11.8822666667,16.138,55.3026666667,9.01133333333
577.58,12.6462,43.6866,29.2322,29.8367333333,10.7834,9.92246666668,37.1141333333,11.9042666667,11.9270666667,16.1558666667,55.2738,9.02713333334
577.92,12.6858,43.7490666667,29.3029333333,29.8972,10.8188666667,9.94233333333,37.1431333333,11.9077333333,11.9631333333,16.2206666667,55.3094666666,9.04533333334
578.26,12.7257333333,43.7718,29.3376,29.9404666667,10.875,10.009,37.1315333333,11.9668666667,12.0236,16.2910666667,55.2773333333,9.11393333333
578.60,12.7302,43.8524,29.4132,30.031,10.9163333333,10.0435333333,37.1781333333,11.997,12.0702666667,16.3444,55.3232666667,9.14853333333
578.94,12.7240666667,43.8812,29.4052,30.0438,10.8983333333,10.0229333333,37.1764666667,11.9760666667,12.0742,16.3552,55.2995333333,9.15873333333
579.28,12.7595333333,43.9207333333,29.4766666667,30.0638,10.9326666667,10.0299333333,37.2042666667,11.9717333333,12.1030666666,16.3848,55.3043333334,9.16986666667
579.61,12.7312,43.9437333333,29.487,30.0722,10.9478666667,10.0136666667,37.1790666667,11.9632666667,12.1022666666,16.3786666667,55.2825333333,9.18033333333
579.95,12.7605333333,43.9526666667,29.5291333333,30.0939333333,10.9785333333,10.0239333333,37.1838,11.9684666667,12.1326666667,16.4477333333,55.2851333333,9.22446666666
580.29,12.7602,43.9938,29.5239333333,30.1488,10.9707333333,10.0040666667,37.2176666667,11.9666666667,12.1472666667,16.4907333334,55.3372,9.223
580.63,12.7029333333,43.9956,29.5352666667,30.1529333333,10.9220666667,9.94706666666,37.1802666667,11.9157333333,12.1044666667,16.4457333333,55.2858,9.19086666666
580.97,12.666,43.9946666667,29.5181333333,30.1601333333,10.8824,9.93593333333,37.1832666667,11.9132666667,12.0694,16.4280666667,55.2774,9.16553333334
581.31,12.6541333333,44.0354666667,29.4802,30.1737333334,10.87,9.92840000001,37.1686,11.9316,12.0458,16.4615333333,55.2324666667,9.17706666667
581.65,12.7185333334,44.1134666667,29.5398666667,30.2660666667,10.9229333333,9.96086666666,37.2584,11.9965333333,12.0830666667,16.5244666667,55.3181333333,9.24026666666
581.98,12.6616,44.1394666667,29.5477333333,30.2802666667,10.8834,9.90193333333,37.2758666667,11.9404,12.0308,16.5072666667,55.3272,9.18253333333
582.32,12.6449333333,44.0700666667,29.4596666667,30.1975333333,10.8177333333,9.8484,37.1796666667,11.9021333333,11.9855333333,16.4452,55.2259333333,9.14939999999
582.66,12.6342,44.1296,29.4686666667,30.2568666667,10.7962,9.83540000001,37.1761333333,11.8904666666,11.9659333333,16.4468,55.2695333333,9.09786666667
583.00,12.674,44.2490666667,29.5324666667,30.3372,10.8436666667,9.88546666668,37.2590666667,11.9392666667,12.0318,16.5352,55.3386,9.15373333332
583.34,12.7249333333,44.322,29.5812,30.4464,10.868,9.92420000001,37.3331333333,11.9748666667,12.0625333333,16.6199333333,55.3952666667,9.17319999999
583.68,12.7258,44.4170666667,29.5883333333,30.5024666667,10.8755333333,9.92006666667,37.3758,11.9678666667,12.0619333333,16.5852,55.4082666667,9.14033333334
584.01,12.7619333334,44.5415333333,29.6939333333,30.5847333333,10.9057333333,9.9624,37.4229333333,12.0202,12.0967333333,16.6562,55.4457333333,9.16160000001
584.35,12.7923333333,44.6281333333,29.7462,30.6447333333,10.918,10.016,37.4738666667,12.0564,12.1188666667,16.6994666667,55.5016666667,9.15626666666
