wavelength,Back_SpoColf,Belly_SpoColf,Breast_SpoColf,Crissum_SpoColf,Crown_SpoColf,DorTail_SpoColf,Patch10_SpoColf,Patch11_SpoColf,Patch12_SpoColf,Rump_SpoColf,Throat_SpoColf,WingTip_SpoColf
351.10,8.01186666667,13.1922666667,10.7666,8.50886666667,6.26086666667,8.2506,15.4978,6.709,7.029,5.67726666667,22.0376,7.29053333333
351.46,7.92046666667,13.1314,10.6967333333,8.3878,6.17013333333,8.15473333333,15.4102,6.62906666667,6.92666666666,5.54926666667,21.9500666667,7.18133333334
351.83,7.88113333333,13.0503333333,10.619,8.29786666667,6.08546666667,8.10013333333,15.3822,6.56846666667,6.8654,5.4318,21.9697333333,7.07886666667
352.19,7.763,12.9194,10.5062,8.1832,5.9504,7.96873333333,15.2457333333,6.4226,6.70913333333,5.28386666666,21.873,6.97873333333
352.55,7.83313333333,12.9655333333,10.6032,8.24106666667,6.05073333333,8.0454,15.3152666667,6.51533333333,6.81266666667,5.42253333333,21.9673333333,7.0324
352.92,7.72273333334,12.9279333333,10.5133333333,8.13113333333,5.967,7.9332,15.2252,6.45506666667,6.8186,5.3352,21.9641333333,6.9716
353.28,7.68566666667,12.9168,10.437,8.06553333333,5.91073333334,7.91853333333,15.2688,6.41493333333,6.75473333333,5.32566666667,21.9756666667,6.9132
353.65,7.52526666667,12.8034,10.2942,7.9772,5.74733333333,7.75846666667,15.1871333333,6.30606666667,6.60606666666,5.14773333333,21.9616,6.7662
354.01,7.20106666667,12.514,9.93806666667,7.61086666667,5.3454,7.47073333333,14.9162666667,5.93866666667,6.2488,4.8524,21.7199333333,6.4344
354.38,7.01233333333,12.3805333333,9.7604,7.48233333333,5.1678,7.3512,14.8302,5.75606666667,6.08966666667,4.66886666667,21.636,6.25386666667
354.74,6.96646666667,12.3020666667,9.66533333333,7.417,5.12646666667,7.27306666667,14.7769333334,5.6974,6.07393333333,4.59006666667,21.5954,6.19426666667
355.11,6.83253333333,12.1768,9.59166666667,7.37593333333,4.99506666666,7.14193333334,14.7264,5.5646,5.974,4.47813333333,21.6122666666,6.0186
355.47,6.75426666667,12.1266,9.50293333333,7.37713333333,4.9552,7.04473333334,14.7629333333,5.4866,5.93513333333,4.46473333333,21.6314,5.93793333333
355.83,6.59473333333,12.0561333333,9.3408,7.29126666667,4.83686666667,6.8968,14.7153333333,5.35673333333,5.769,4.40773333333,21.568,5.80913333333
356.20,6.60806666667,12.1477333334,9.38759999999,7.2768,4.87173333333,6.9456,14.8016,5.38106666667,5.80033333333,4.3928,21.616,5.76833333333
356.56,6.4636,12.0015333333,9.21673333334,7.1044,4.6552,6.76953333333,14.7186,5.213,5.61813333333,4.12553333333,21.5386666667,5.5828
356.93,6.25866666667,11.8401333333,9.0578,6.96126666666,4.48246666667,6.5886,14.6340666667,5.02073333333,5.4272,3.9606,21.3954,5.42006666667
357.29,6.13893333333,11.7497333333,8.9534,6.87,4.36573333333,6.47733333333,14.5618,4.91906666667,5.31466666667,3.82206666667,21.3426,5.28993333333
357.66,6.21166666667,11.8428666667,9.02186666667,6.92986666667,4.45806666667,6.53646666667,14.6149333334,4.969,5.36953333333,3.90346666667,21.4575333333,5.34953333333
