wavelength,Back_CatHomf,Belly_CatHomf,Breast_CatHomf,Crissum_CatHomf,Crown_CatHomf,DorTail_CatHomf,Rump_CatHomf,Throat_CatHomf,WingTip_CatHomf
542.09,8.3116,15.933,12.1304666667,10.7837333333,7.54926666667,8.84840000001,8.36866666667,11.9685333333,8.71800000001
542.43,8.26459999999,15.9044,12.0682,10.7404,7.49573333333,8.78993333333,8.31226666666,11.9264666667,8.64906666667
542.78,8.23706666667,15.8738666667,12.0475333333,10.7312666667,7.4762,8.78399999999,8.28626666667,11.8849333333,8.61513333334
543.12,8.3028,15.938,12.1124,10.8129333333,7.51106666667,8.80800000001,8.32813333333,11.9572,8.68120000001
543.46,8.34500000001,16.0148,12.1576666667,10.8840666666,7.56413333333,8.87839999999,8.37013333333,12.0158,8.71986666666
543.81,8.33293333333,15.9640666667,12.1439333333,10.8954,7.54706666667,8.88833333333,8.353,11.9914666666,8.687
544.15,8.40053333334,16.0434666667,12.1910666667,10.9752666667,7.59786666667,8.92793333333,8.3844,12.0338,8.73426666667
544.49,8.41859999999,16.0354666667,12.2208666667,10.984,7.60533333333,8.91260000001,8.39366666667,12.0593333334,8.73733333333
544.84,8.4192,16.0622666667,12.2388,11.0112,7.62846666667,8.91673333334,8.40506666667,12.0802,8.74480000001
545.18,8.37026666667,16.0294666667,12.1954666667,11.0139333333,7.54726666667,8.87533333333,8.3194,12.0461333333,8.67366666667
545.52,8.36766666667,16.0784,12.1794,11.0518666667,7.54693333333,8.89259999999,8.30686666667,12.0684666667,8.65173333333
545.87,8.40573333333,16.1191333333,12.2108666667,11.0842,7.5418,8.89953333333,8.2914,12.0786,8.69593333334
546.21,8.53179999999,16.2598,12.3321333333,11.2522666666,7.6352,9.03253333333,8.4284,12.1818666667,8.80679999999
546.55,8.62359999999,16.3602,12.4181333333,11.3562666667,7.7148,9.10986666667,8.50893333333,12.2797333333,8.90513333333
546.90,8.60093333333,16.3689333333,12.4047333333,11.3364,7.72473333333,9.10653333334,8.47146666667,12.2423333333,8.871
547.24,8.59093333334,16.3608666667,12.4212666667,11.3644666667,7.7178,9.09913333334,8.43253333333,12.1982,8.8558
547.58,8.62233333333,16.4032666667,12.4046666667,11.3666,7.73273333333,9.09733333333,8.44506666666,12.2212666667,8.87486666667
547.92,8.56606666667,16.2948666666,12.367,11.3361333333,7.6424,9.03886666667,8.36506666667,12.1460666667,8.80660000001
548.27,8.60886666667,16.3495333333,12.4325333333,11.4300666667,7.7114,9.10413333333,8.44413333333,12.1736,8.82553333332
548.61,8.65193333333,16.3807333333,12.4385333333,11.5388666667,7.77733333333,9.1536,8.46,12.2091333333,8.85413333333
548.95,8.80386666667,16.5404666667,12.6076,11.7280666666,7.95373333333,9.31713333334,8.6384,12.3387333333,9.00353333334
549.29,8.79453333333,16.5166,12.6142666667,11.7022,7.9784,9.28893333332,8.6502,12.3022,9.00466666667
549.64,8.70093333333,16.4393333333,12.5165333333,11.655,7.9018,9.18926666667,8.55133333333,12.2142,8.87213333333
549.98,8.62166666666,16.3966,12.4635333333,11.6444,7.85873333333,9.13653333333,8.49953333333,12.1563333333,8.82179999999
550.32,8.53826666666,16.3688666667,12.4537333333,11.6386,7.81366666667,9.06793333333,8.45946666667,12.1216666667,8.76313333334
550.66,8.61100000001,16.4234666667,12.5270666667,11.7283333333,7.86446666667,9.18066666667,8.559,12.2108,8.81919999999
551.01,8.5698,16.4668,12.5156666667,11.7098,7.83186666667,9.17460000001,8.60893333333,12.2258,8.82059999999
551.35,8.51373333333,16.4990666667,12.5286,11.7784666667,7.80006666667,9.1866,8.57633333333,12.1854,8.82800000001
551.69,8.49380000001,16.5414,12.5376666667,11.7893333333,7.78813333333,9.1966,8.54586666667,12.1935333333,8.78586666666
552.03,8.41313333333,16.5028666667,12.4169333333,11.706,7.67346666667,9.08226666667,8.46293333333,12.1288666667,8.7274
552.38,8.28199999999,16.4294,12.3276,11.5873333333,7.52846666667,8.978,8.38013333333,11.9770666667,8.59726666666
552.72,8.21366666667,16.3935333333,12.2578666667,11.5282666667,7.42646666667,8.88573333333,8.30546666667,11.9302666667,8.5452
553.06,8.25373333333,16.4692,12.3205333333,11.6102666667,7.40486666667,8.95353333334,8.3302,11.9958,8.58919999999
553.40,8.30139999999,16.5364,12.3756,11.6812,7.4808,9.00246666666,8.37446666667,12.0284,8.67380000001
553.74,8.31719999999,16.4722,12.3518666667,11.6720666667,7.45773333333,8.99573333333,8.3696,11.9804,8.6632
554.09,8.41866666667,16.6098,12.3712,11.7833333333,7.5296,9.07993333333,8.44853333334,12.0623333333,8.78313333333
554.43,8.3426,16.5875333333,12.2875333333,11.7852666667,7.44686666667,8.98926666667,8.41,12.0028,8.75960000001
554.77,8.28493333334,16.4636,12.1797333333,11.7138,7.33913333333,8.87639999999,8.31966666667,11.9062,8.67819999999
555.11,8.30093333333,16.4910666667,12.1467333333,11.7302666667,7.36873333333,8.86953333333,8.34646666667,11.9533333333,8.68599999999
555.45,8.2996,16.4678,12.071,11.715,7.33393333333,8.81680000001,8.32546666667,11.8878,8.73033333333
555.80,8.31593333334,16.4305333333,12.0545333333,11.6811333333,7.27613333333,8.79133333334,8.26633333333,11.8314666667,8.66880000001
556.14,8.47833333333,16.5876666667,12.2126,11.8714666667,7.44493333333,8.90820000001,8.45033333333,12.0148,8.85486666667
556.48,8.42960000001,16.5099333333,12.1543333333,11.79,7.3972,8.82273333333,8.36686666667,11.9452,8.76746666667
556.82,8.37053333334,16.4768,12.0528666667,11.7676,7.35566666667,8.77413333333,8.339,11.9072666667,8.74733333333
557.16,8.37033333334,16.4022666667,12.0103333333,11.7957333333,7.33573333333,8.72073333333,8.33706666667,11.8486666667,8.70253333333
557.50,8.4218,16.4484666667,12.0925333333,11.8254666667,7.39473333333,8.71493333333,8.3654,11.8924666667,8.76226666667
557.85,8.14633333333,16.1294,11.8350666667,11.5888666667,7.14113333333,8.40493333333,8.13086666667,11.5718666667,8.48653333333
558.19,7.99566666667,15.9836666667,11.7194666667,11.433,7.0194,8.30513333333,8.02506666667,11.3900666667,8.30373333334
558.53,8.00613333333,16.0215333333,11.7521333333,11.4995333333,7.0762,8.30793333333,8.05233333333,11.395,8.33880000001
558.87,7.97433333333,15.9812,11.7216666666,11.4396,6.9814,8.2612,7.98053333333,11.3178,8.2212
559.21,7.8856,15.9187333333,11.6621333333,11.4174,6.92673333333,8.1964,7.95173333333,11.2695333333,8.12553333334
559.55,7.90326666667,16.0208,11.7615333333,11.5212666667,7.0462,8.29513333333,8.04106666667,11.3345333333,8.24453333333
559.89,7.8114,15.9340666667,11.6652,11.4239333333,6.90486666667,8.22933333333,7.90753333333,11.2454,8.1212
560.23,7.79933333333,16.006,11.6975333333,11.5029333334,6.9068,8.27206666667,7.9588,11.3035333333,8.13680000001
560.58,7.7388,15.9867333333,11.6363333333,11.4354,6.846,8.233,7.9272,11.2773333333,8.07486666666
560.92,7.67046666667,15.9684,11.6016666667,11.3594666667,6.72153333333,8.20193333333,7.8714,11.2237333333,7.98266666666
561.26,7.548,15.9498,11.4738666667,11.2696666667,6.65753333333,8.13233333333,7.83706666667,11.1892666667,7.89160000001
561.60,7.71153333333,16.117,11.6380666667,11.4138,6.77813333334,8.32586666667,7.9794,11.3641333333,8.02473333334
561.94,7.78126666667,16.2202,11.7134,11.4842,6.83866666667,8.33633333334,8.01806666667,11.4555333334,8.09493333333
562.28,7.94813333333,16.3667333333,11.8226666667,11.6508,6.96813333333,8.527,8.18933333333,11.6478,8.21339999999
562.62,8.0442,16.4744,11.9930666666,11.7882,7.1154,8.65913333333,8.3434,11.7717333333,8.40026666667
562.96,8.10966666666,16.5106,12.0612,11.8354666667,7.16,8.6744,8.41873333333,11.8174666667,8.42186666666
563.30,8.07113333333,16.4335333333,11.9686,11.789,7.05493333334,8.58733333333,8.33733333333,11.7478,8.34186666667
563.64,8.09380000001,16.4346,12.0074666667,11.8426666667,7.0932,8.59686666667,8.35826666667,11.7733333333,8.38133333333
563.99,8.18120000001,16.4134666667,12.0527333333,11.8897333333,7.14033333333,8.64766666667,8.42513333333,11.8131333333,8.49046666666
564.33,8.25986666666,16.3886666667,12.1378,11.9363333333,7.18853333333,8.6504,8.43246666667,11.7967333333,8.52633333333
564.67,8.46246666667,16.6463333333,12.3543333333,12.2015333333,7.41053333333,8.86820000001,8.614,12.0298,8.77079999999
565.01,8.50506666666,16.6726666667,12.4107333333,12.3217333333,7.3926,8.92,8.589,12.0837333333,8.79633333333
565.35,8.50879999999,16.6916,12.4541333333,12.3467333333,7.40953333333,8.93746666667,8.63073333333,12.1369333333,8.81813333333
565.69,8.53526666667,16.7434,12.5061333333,12.4646,7.42753333333,8.98186666667,8.64826666667,12.2218,8.8638
566.03,8.368,16.6164,12.3662666667,12.3328666667,7.27493333333,8.82073333334,8.43993333333,12.0626,8.73733333333
566.37,8.28886666667,16.5570666667,12.2826,12.3070666667,7.1882,8.76413333334,8.34266666667,11.9969333334,8.6602
566.71,8.27960000001,16.5745333333,12.3028,12.3414,7.18133333333,8.75059999999,8.3168,11.9842,8.68273333333
567.05,8.36973333334,16.6904666667,12.3982666667,12.4907333333,7.25326666667,8.84826666666,8.42366666667,12.0998666667,8.79666666667
567.39,8.47119999999,16.765,12.4601333333,12.5856666667,7.31986666667,8.94826666667,8.52686666667,12.1522666667,8.89393333334
567.73,8.41153333334,16.7462666667,12.4139333333,12.5900666667,7.264,8.88253333333,8.49493333333,12.0839333333,8.81333333333
568.07,8.40473333333,16.7642666667,12.4016666667,12.6419333333,7.2632,8.89559999999,8.48246666667,12.1034666667,8.81760000001
568.41,8.34053333333,16.6866,12.3581333333,12.5787333333,7.22466666667,8.807,8.4374,12.0365333333,8.76719999999
568.75,8.418,16.7426666667,12.411,12.6388666667,7.2904,8.87373333333,8.51653333333,12.0725333333,8.85646666667
569.09,8.42573333333,16.8179333333,12.4304666667,12.7184666667,7.30806666667,8.92719999999,8.52313333333,12.0997333333,8.85646666667
569.43,8.3694,16.7411333333,12.3586666667,12.6699333333,7.272,8.90466666667,8.4918,12.0435333333,8.78466666666
569.77,8.43346666666,16.8735333333,12.4668,12.8126,7.35966666667,8.97246666666,8.62786666666,12.1654666667,8.889
570.11,8.49699999999,16.9026666667,12.4729333333,12.8702666667,7.3934,8.99599999999,8.68353333333,12.204,8.92006666667
570.45,8.52646666667,16.9944666667,12.4746,12.9470666667,7.44293333333,9.08153333334,8.72213333333,12.2725333333,8.94186666667
570.79,8.48193333334,16.9862,12.4302,12.9488,7.45466666667,9.06306666666,8.7224,12.2435333333,8.89386666667
571.13,8.39959999999,16.9914666667,12.4397333333,12.9725333333,7.46873333333,9.06526666666,8.7108,12.2684666667,8.84219999999
571.47,8.47873333334,17.0868666667,12.5400666667,13.0980666667,7.54986666667,9.14273333333,8.75593333333,12.3664,8.9086
571.81,8.48073333333,17.1482,12.5875333333,13.1124666667,7.562,9.1444,8.80226666666,12.4157333333,8.9052
572.15,8.5396,17.1485333333,12.584,13.181,7.55726666667,9.20979999999,8.849,12.4682,8.95866666667
572.49,8.43820000001,17.0522,12.5051333333,13.1369333333,7.49106666667,9.1402,8.79353333333,12.3935333333,8.86739999999
572.83,8.41173333334,16.9994666667,12.4911333333,13.1073333333,7.45693333333,9.09306666667,8.7366,12.4065333333,8.87926666667
573.17,8.46579999999,17.0544666667,12.5408666667,13.1874666667,7.4872,9.12846666666,8.77466666667,12.4545333333,8.96066666667
573.51,8.47826666666,16.9980666667,12.5740666667,13.193,7.50653333333,9.1326,8.75793333333,12.4324666667,8.94353333333
573.85,8.39373333333,16.98,12.5401333333,13.1632,7.44886666667,9.03553333333,8.66526666667,12.3956666667,8.9156
574.19,8.38413333334,16.9186,12.5356666667,13.1528,7.4346,9.00746666667,8.653,12.4372,8.92293333334
574.53,8.37079999999,16.8829333333,12.5478666667,13.1026,7.42933333333,8.98586666668,8.61033333333,12.4282666667,8.89886666666
574.87,8.37579999999,16.8577333333,12.5024,13.0598,7.389,8.92553333333,8.52673333333,12.4128666667,8.85633333333
575.21,8.34953333334,16.8152666667,12.4214,13.0178,7.35986666667,8.89393333334,8.506,12.3864666667,8.86166666667
575.55,8.42093333334,16.8392,12.493,13.0999333333,7.43106666667,8.98733333334,8.5862,12.4327333333,8.96486666667
575.89,8.40020000001,16.858,12.4961333333,13.0792,7.44246666667,8.94453333334,8.55673333333,12.4224,8.91639999999
576.22,8.55906666666,16.9788,12.6706,13.2117333333,7.58493333333,9.03179999999,8.67253333334,12.5054,9.02639999999
576.56,8.559,16.9246,12.6576666667,13.2281333333,7.5638,8.97673333334,8.65286666666,12.4474,8.98099999999
576.90,8.66586666667,16.9734,12.7242,13.2601333333,7.6154,9.0198,8.72026666667,12.4693333333,9.05420000001
577.24,8.76293333333,17.104,12.786,13.3863333333,7.6624,9.12739999999,8.83226666667,12.5957333333,9.14646666666
577.58,8.81060000001,17.1252666667,12.8345333333,13.4636,7.72946666667,9.19566666667,8.90593333333,12.6451333333,9.1532
577.92,8.90340000001,17.2694666667,12.961,13.5981333333,7.85373333333,9.32393333333,9.03433333333,12.7087333333,9.24446666666
578.26,8.966,17.2860666667,13.0177333333,13.7223333333,7.92306666667,9.36613333333,9.09353333335,12.7784666667,9.28493333333
578.60,9.00093333334,17.2911333333,12.9893333333,13.7636666667,7.9478,9.38873333333,9.16373333334,12.7741333333,9.36426666667
578.94,8.99346666667,17.3140666667,13.006,13.7693333333,7.92786666667,9.37113333333,9.1354,12.7268666667,9.3126
579.28,8.89460000001,17.2642666667,12.8990666667,13.7676666667,7.87206666667,9.22993333334,9.03146666667,12.6460666667,9.21939999999
579.61,8.74179999999,17.1392,12.7863333333,13.6552,7.7346,9.13819999999,8.92513333333,12.5354,9.08106666667
579.95,8.68053333334,17.1252666667,12.7313333333,13.6694666667,7.69286666667,9.13833333333,8.91286666667,12.5798666666,9.07140000001
580.29,8.74873333334,17.2456,12.7346,13.7783333333,7.7658,9.21706666667,9.00620000001,12.6632666667,9.10466666667
580.63,8.67666666667,17.2556,12.7182,13.8019333333,7.74133333333,9.21399999999,8.95166666666,12.635,9.00586666667
580.97,8.5756,17.1293333333,12.6618,13.6746666666,7.70513333333,9.13946666665,8.84580000001,12.4848666667,8.91693333333
581.31,8.5776,17.1255333333,12.64,13.7232,7.62673333333,9.16413333334,8.83299999999,12.4542666667,8.8974
581.65,8.36219999999,16.9476666667,12.4286666667,13.5622666667,7.42606666667,8.94839999999,8.593,12.2334,8.72133333333
581.98,8.21573333333,16.9040666667,12.3478666667,13.5217333333,7.28666666667,8.79773333333,8.43033333333,12.0821333333,8.53393333333
582.32,8.0934,16.7949333333,12.3131333333,13.4436666667,7.15693333333,8.6824,8.30813333333,12.0357333333,8.34806666666
582.66,8.06419999999,16.7792666667,12.3233333333,13.4784666667,7.17633333333,8.73426666667,8.32193333333,12.0562,8.35826666668
583.00,8.07546666667,16.8276,12.3421333333,13.4886666667,7.17266666667,8.81533333334,8.3016,12.0702,8.41280000001
583.34,8.20799999999,17.0005333333,12.4752,13.7274666667,7.34053333333,8.95546666667,8.46846666667,12.2092666667,8.55559999999
583.68,8.17766666666,17.0194,12.4082666667,13.6273333333,7.2626,8.88886666667,8.33046666667,12.1790666667,8.47146666666
584.01,8.09873333333,16.9445333333,12.4310666667,13.5893333333,7.234,8.86526666667,8.23093333333,12.0844,8.44773333334
584.35,8.1492,16.8902666667,12.3811333333,13.5749333333,7.26833333333,8.88546666667,8.21666666667,12.0587333333,8.51726666667
584.69,8.29753333334,17.0212,12.489,13.7533333333,7.3676,8.92286666667,8.29346666667,12.1864,8.64186666667
585.03,8.37100000001,17.0706666667,12.5334,13.8124666667,7.4768,8.9384,8.35286666667,12.2386,8.72179999999
585.37,8.59566666666,17.2173333333,12.6658,13.9448666667,7.67806666667,9.11553333334,8.50760000001,12.4377333333,8.92353333333
585.70,8.83373333333,17.3802666667,12.8090666667,14.0728,7.83086666667,9.33006666665,8.71006666667,12.6574,9.18659999999
586.04,9.00979999999,17.5354,12.9726,14.2757333333,8.03133333333,9.54173333332,8.89606666666,12.7614666667,9.41420000001
586.38,9.017,17.5203333333,13.0148666667,14.3382666667,8.06566666667,9.50246666668,8.8856,12.7860666667,9.4368
586.72,9.11493333333,17.5675333333,13.0846666667,14.449,8.11853333334,9.48886666667,8.98773333335,12.9157333333,9.47906666668
587.06,9.0976,17.4978666667,13.0288666666,14.3809333333,8.07993333333,9.37453333335,8.88433333334,12.8075333333,9.43553333334
587.39,9.12313333333,17.5438666667,13.1228,14.529,8.17513333333,9.44359999999,8.946,12.822,9.45133333335
587.73,9.34193333333,17.8129333333,13.3176,14.7587333333,8.40073333333,9.66020000001,9.18166666665,12.9955333333,9.69746666665
588.07,9.37506666667,17.9128666666,13.4151333333,14.9006666667,8.4092,9.68846666667,9.28346666666,13.0548,9.68659999999
588.41,9.12133333333,17.636,13.1671333333,14.6689333333,8.19946666667,9.52166666667,9.0692,12.8075333333,9.45019999999
588.74,9.07860000001,17.5976666667,13.161,14.682,8.17066666667,9.49613333333,9.03266666667,12.7738666667,9.42139999999
589.08,9.13320000001,17.6332,13.2817333333,14.7704666667,8.21473333333,9.54653333334,9.11593333333,12.8338666667,9.46226666666
589.42,9.18153333333,17.6297333333,13.3010666667,14.8672666667,8.2346,9.59313333333,9.14533333333,12.8378666667,9.50559999999
589.76,9.3772,17.8438666667,13.461,15.0533333334,8.3828,9.68580000001,9.242,12.9086,9.64753333335
590.09,9.40939999999,17.889,13.4784,15.0911333333,8.40906666667,9.77946666668,9.28146666667,12.9190666667,9.68019999999
590.43,9.451,17.9222666667,13.5586666667,15.1799333334,8.4944,9.91106666667,9.34393333333,12.9304666667,9.72786666667
590.77,9.52533333334,18.0624,13.6960666667,15.3343333333,8.56393333333,10.07,9.43886666667,13.0550666666,9.85126666667
591.11,9.6464,18.1997333333,13.7496666667,15.4766,8.69613333333,10.1416,9.58073333333,13.1578,10.0492
591.44,9.61886666666,18.1048,13.6882,15.4126,8.60626666667,10.1037333333,9.52573333335,13.1373333333,9.95053333333
591.78,9.63886666667,18.1790666667,13.7371333333,15.4436,8.66433333333,10.1358,9.53013333333,13.2285333333,9.99033333333
592.12,9.93473333334,18.5684,14.0616666667,15.7756666667,8.96873333333,10.4704,9.87626666666,13.5553333333,10.2503333333
592.46,9.9122,18.5538666667,14.0124666666,15.7181333333,8.94613333333,10.4431333333,9.8302,13.5030666667,10.2049333333
592.79,9.94646666668,18.6412666667,14.075,15.8170666667,9.01993333334,10.5518666667,9.91526666668,13.522,10.2540666667
593.13,9.84466666667,18.6469333333,14.1158,15.7951333333,9.01573333333,10.5088,9.93206666668,13.4984,10.266
593.47,9.76119999999,18.5596666667,14.0727333333,15.8194,8.97933333333,10.4948,9.94993333334,13.5336666667,10.2696666667
593.80,9.91853333333,18.6814666667,14.2155333333,15.9268,9.10646666667,10.6089333333,10.1044666667,13.6823333333,10.3567333333
594.14,9.97393333333,18.7938,14.2766666667,15.9619333334,9.15740000001,10.6581333333,10.1790666666,13.764,10.4101333333
594.48,10.0000666667,18.7314,14.2602666667,15.9196666667,9.16393333333,10.6451333333,10.2144,13.7549333333,10.4271333333
594.81,10.0151333333,18.6946,14.2992,15.8980666667,9.08113333333,10.6536,10.2396,13.7313333333,10.4183333333
595.15,10.0785333333,18.7460666667,14.3632,15.9914666667,9.14873333334,10.6891333333,10.3009333333,13.7887333333,10.5407333333
595.49,10.1831333333,18.8086666667,14.4808,16.0752666667,9.25006666667,10.7920666667,10.3653333334,13.8648666667,10.6656
595.82,10.1331333333,18.6954,14.396,16.0202,9.14833333333,10.6778666667,10.2608,13.7537333333,10.6151333333
596.16,10.2299333333,18.8346,14.543,16.1453333333,9.27240000001,10.8208,10.4264,13.8914,10.7455333333
596.50,10.3291333333,18.9165333333,14.5632666667,16.1910666667,9.33373333333,10.8064666667,10.4872,13.9573333333,10.8146
596.83,10.3116666667,18.8676666667,14.4852,16.1495333333,9.27566666667,10.7782666667,10.4128666667,13.8831333333,10.7310666667
597.17,10.2579333333,18.8418,14.3835333333,16.0858666667,9.22413333334,10.7332,10.3466,13.838,10.6414
597.51,10.1476666667,18.7781333333,14.2646,16.0225333333,9.087,10.5993333333,10.2357333333,13.7118,10.6375333333
597.84,10.0218666667,18.6116,14.1058666667,15.9614666667,8.95253333334,10.4706666667,10.1113333333,13.5696,10.5280666667
598.18,10.0066,18.6516666667,14.1239333333,16.0759333333,8.96313333333,10.4746,10.095,13.6351333333,10.5248666667
598.52,9.86333333333,18.5384,13.9568666667,15.9420666667,8.8412,10.3993333333,9.91166666667,13.4887333333,10.3992666667
598.85,9.65259999999,18.4186666667,13.7868,15.8179333333,8.6868,10.2793333333,9.76313333333,13.3094666667,10.2185333333
599.19,9.53513333333,18.3884666667,13.64,15.7924666667,8.56566666667,10.1599333333,9.67046666666,13.2019333333,10.1218666667
599.53,9.43053333333,18.3440666666,13.5506,15.7037333333,8.47526666667,10.0998,9.62626666668,13.075,10.0176
599.86,9.49199999999,18.3416666667,13.6038,15.7271333333,8.55953333333,10.1123333333,9.66300000001,13.1086,10.1202
600.20,9.42073333334,18.266,13.5506666667,15.7312,8.427,10.0904,9.55546666667,13.0556,10.0482666667
600.53,9.40826666667,18.3714666667,13.5646666666,15.7808666667,8.42393333333,10.0967333333,9.59733333334,13.1260666667,10.0765333333
600.87,9.4744,18.476,13.7419333333,15.8686666667,8.46906666667,10.1752,9.71866666665,13.183,10.1713333333
601.21,9.60873333334,18.6826,13.882,16.0552,8.65293333333,10.3619333333,9.89579999999,13.3627333333,10.2477333333
601.54,9.65073333334,18.8181333333,14.0513333333,16.1150666667,8.7304,10.4284,9.99706666667,13.4508666667,10.3147333333
601.88,9.62686666666,18.8703333334,14.0832,16.0823333333,8.68626666667,10.4478,10.0383333334,13.4174666667,10.3076
602.21,9.87999999999,19.1890666666,14.3191333333,16.424,8.9448,10.6875333333,10.3667333333,13.7208666667,10.5596
602.55,10.1268,19.4302666667,14.5579333333,16.6702666667,9.20619999999,10.9466,10.6357333333,13.9708,10.7694666667
602.88,10.0496666667,19.3378666667,14.5081333333,16.6187333333,9.16400000001,10.9065333333,10.6058,13.9164,10.673
603.22,10.064,19.3254666667,14.537,16.6944666667,9.13593333333,10.9243333334,10.6010666667,13.9457333333,10.6973333333
603.56,10.1011333333,19.3382,14.5243333333,16.7504,9.06313333333,11.0020666667,10.6673333333,13.9998,10.7087333333
603.89,10.079,19.3767333334,14.5344,16.7879333333,9.07373333333,11.0076666667,10.7055333333,13.9989333333,10.7398666667
604.23,10.1974666667,19.4104666667,14.6272666667,16.8828666667,9.16466666667,11.0623333333,10.7948666667,14.0628666666,10.8446
604.56,10.242,19.3716,14.601,16.9166,9.1774,11.0971333333,10.7853333333,14.0766666667,10.8893333333
604.90,10.2622,19.2924,14.6168666667,16.9162,9.16493333333,11.1466,10.7679333333,14.0674666667,10.9460666666
605.23,10.288,19.2318666667,14.5806,16.9070666667,9.07719999999,11.1498,10.7149333333,14.0190666667,10.9434666667
605.57,10.3841333333,19.3288666667,14.6124,17.0376,9.22139999999,11.2621333333,10.7914,14.0754666667,11.0938
605.90,10.2413333333,19.1623333333,14.5426,16.9495333333,9.13826666667,11.1703333333,10.6445333333,13.9586666667,11.041
606.24,10.2081333333,19.1134,14.5358,16.9392,9.06166666667,11.0540666667,10.5766,13.9193333333,11.0404
606.58,10.3024,19.1982666667,14.6190666667,17.0658666667,9.162,11.1992,10.6513333333,14.0089333333,11.2232666667
606.91,10.3532,19.3321333333,14.6479333333,17.1303333333,9.28033333333,11.2822666667,10.7337333333,14.1344666667,11.3470666667
607.25,10.3332666667,19.3371333333,14.6554666667,17.1796,9.33893333333,11.2869333333,10.6733333334,14.0948666667,11.3185333333
607.58,10.1569333333,19.1943333333,14.495,17.0651333333,9.21213333332,11.2446,10.5518,13.9448666667,11.2358
607.92,10.0342666667,19.1024,14.3674,17.0164666667,9.15413333334,11.2420666667,10.476,13.8749333333,11.1491333333
608.25,9.93106666667,19.0805333333,14.2720666667,16.9764,9.08146666666,11.182,10.4457333333,13.8009333333,11.0512
608.59,9.66320000001,18.9439333333,14.0291333333,16.7610666667,8.85826666667,10.9321333333,10.2692,13.5826,10.7833333333
608.92,9.64846666666,19.0112,14.0241333333,16.8596,8.95260000001,10.9905333333,10.3272666667,13.6228,10.801
609.26,9.42060000001,18.7792,13.8209333333,16.6520666667,8.71999999999,10.7804666667,10.1175333333,13.426,10.5932
609.59,9.3334,18.725,13.6873333334,16.5842,8.61173333334,10.6958666667,10.0568666667,13.2989333333,10.4656
609.93,9.12973333334,18.5969333333,13.4824,16.4182,8.43686666667,10.5638,9.86399999999,13.1152666667,10.2486
610.26,8.96286666667,18.4134666667,13.3034,16.2316,8.26373333333,10.3326666667,9.73060000001,12.9616666667,10.0334666667
610.60,8.83859999999,18.257,13.1988,16.1963333333,8.13313333333,10.219,9.62846666667,12.8002666667,9.90486666666
610.93,8.66159999999,18.1198666667,13.0332,15.9915333333,7.9504,10.0732,9.41186666667,12.5850666667,9.71579999998
611.27,8.63766666666,18.0804666667,13.049,15.995,7.95473333333,9.99239999999,9.37613333333,12.6159333333,9.60686666668
611.60,8.59766666668,18.1398666666,13.0572,15.9901333333,7.89926666667,9.99806666668,9.36886666665,12.6331333333,9.58573333333
611.93,8.58179999999,18.2372666667,13.1828666667,16.0170666667,7.9212,10.0315333334,9.38906666667,12.7252666667,9.65133333333
612.27,8.87139999999,18.5427333333,13.4840666667,16.3776,8.2286,10.3579333333,9.68586666668,13.0298,9.97053333335
612.60,8.88673333333,18.5500666667,13.4732,16.4439333333,8.235,10.3582,9.64826666667,13.0880666667,9.97093333333
612.94,8.99239999999,18.6463333333,13.5560666667,16.5542666667,8.33766666667,10.4320666667,9.74206666665,13.2055333333,10.0108666667
613.27,9.13433333333,18.7796666667,13.7565333333,16.6588666666,8.52853333333,10.6136,9.86819999999,13.3357333333,10.1587333333
613.61,9.34613333333,18.8517333333,13.8666,16.7783333333,8.71733333334,10.8635333333,10.0683333333,13.4744666667,10.3236
613.94,9.45913333334,19.0146666667,14.0492666667,16.9704666667,8.89039999999,11.1004,10.1726666667,13.6003333333,10.4673333333
614.28,9.70806666667,19.2651333333,14.2334,17.1142666667,9.10353333333,11.2869333333,10.3592,13.8844,10.6524
614.61,9.9332,19.4770666667,14.4892666667,17.4322666667,9.3164,11.5042666667,10.6296666667,14.1353333333,10.8405333334
614.94,10.0295333333,19.5152666667,14.5064,17.4412,9.31046666667,11.5831333333,10.7034666667,14.1278666667,10.8832666667
615.28,10.0748,19.5178,14.573,17.4586666667,9.36713333333,11.6162,10.6566,14.1147333333,10.8917333333
615.61,10.0167333333,19.4234,14.4485333333,17.4012,9.31566666667,11.5457333333,10.5096,13.9866,10.7537333333
615.95,10.0120666667,19.3742,14.4380666667,17.3742,9.20813333333,11.4440666667,10.337,13.9158,10.6378
616.28,10.0192,19.3686,14.3623333333,17.2594666667,9.14666666667,11.3521333333,10.3352,13.7334,10.5809333333
616.61,10.0351333333,19.3771333333,14.4247333333,17.3247333334,9.09086666666,11.4162,10.3418666667,13.7123333333,10.5902666666
616.95,9.97339999999,19.2947333333,14.4275333333,17.4227333333,9.02166666667,11.3018666667,10.3259333333,13.7462666667,10.5266
617.28,9.9432,19.3543333333,14.5254666667,17.5287333333,9.05093333333,11.2878,10.335,13.7855333333,10.5646
617.62,10.0242,19.4218,14.5597333334,17.6462666667,9.06633333334,11.3377333333,10.4522666667,13.8608,10.6168666667
617.95,9.95973333333,19.452,14.6292666667,17.7884,9.12926666667,11.353,10.5201333333,13.8426,10.6417333333
618.28,9.76173333333,19.3357333333,14.4403333333,17.6226666667,8.9928,11.1532666667,10.4209333333,13.708,10.5402666666
