wavelength,Back_DubTaef,Belly_DubTaef,Breast_DubTaef,Crissum_DubTaef,Crown_DubTaef,DorTail_DubTaef,Patch10_DubTaef,Patch11_DubTaef,Rump_DubTaef,Throat_DubTaef,WingTip_DubTaef
186.01,35.0234,30.5399,28.4976666667,23.8498,31.4554,14.413,30.6572666667,24.6949333333,20.2346,20.0704666667,40.4694
186.39,24.6426666667,19.3154666667,17.5,9.88099999999,21.131,-3.39293333334,21.9046666667,13.2142666667,6.9048,6.04160000001,31.8452
186.77,20.625,16.5971666667,9.93053333332,3.74999999999,15.7638666667,-12.9861999999,20.2083333333,11.25,0.624933333334,-3.125,27.2222
187.15,20.2996666667,16.8914333333,11.4607333334,5.99266666667,16.0299333333,-17.4530666667,19.4008,12.7340666667,1.57300000001,-4.2697,26.2922
187.53,25.913,23.5072333334,19.7102,14.0869333333,24.29,-5.6810666666,26.087,23.8260666667,11.4203333333,7.1015,28.0580666667
187.91,33.1429333333,28.8810333333,28.1904666667,24.619,32.7618666667,8.47633333332,33.7142666667,31.7144,20.9523333333,17.2857666667,32.3333333333
188.29,41.7716666667,39.2074333333,36.9231333333,34.0327333333,40.979,19.2075333333,42.3775333333,40.3730666667,29.3704,26.5734666667,38.7878
188.67,37.1493333333,35.5862666667,30.8965333333,31.4482,36.0919333333,17.8849333333,38.6205333333,40.6896,25.8389333333,23.8850333333,35.3564
189.05,29.7222666667,29.8056333333,24.7778666667,27.3334,31.7778,11.0555333333,33.7777333333,36.1110666667,17.3332666667,15.8610666667,30.1668
189.43,22.6530666667,20.6804666667,16.3946,19.0476,22.3808666667,-0.88426666666,24.0816,29.2519333333,2.92499999998,3.19739999999,20.2040666667
189.81,21.8314666667,19.9267333333,14.2857333333,14.0659333334,21.2454,-3.80953333328,18.0219333333,27.1062,-4.76200000001,6.66666799994e-05,15.8974666667
190.19,26.407,18.3982666667,10.1298,9.95659999998,15.7575333333,-6.32019999994,14.2857333333,27.7922666667,-9.69700000001,-5.36806666665,15.671
190.57,36.9106,23.6585,15.9349333333,14.8780666667,19.8373333334,-1.7073333334,23.9024,34.3901333333,1.78860000001,-1.13816666668,20.3252666667
190.95,45.1282,29.0841,23.8094666667,24.542,23.956,7.03286666668,30.6227333333,41.3186,10.2563333333,7.80216666666,26.4468666667
191.33,35.2940666667,19.5686,15.5294666667,18.5883333333,12.7842666667,-2.43140000006,22.9804666667,37.2549333333,-0.94106666666,-3.098,20.4706
191.71,29.8550666667,8.98543333333,2.70526666667,14.7826,1.06286666666,-15.0725333333,16.5216666667,34.2996,-15.8453333333,-16.2799666667,15.7488
192.09,20.1168666667,-3.6842,-13.4503333333,-3.6258,-17.1929333333,-39.2981999999,3.39179999994,28.8889333333,-31.3450666667,-34.3274333333,4.21060000001
