wavelength,Back_DigSitf,Belly_DigSitf,Breast_DigSitf,Crissum_DigSitf,Crown_DigSitf,DorTail_DigSitf,Rump_DigSitf,Throat_DigSitf,WingTip_DigSitf
352.92,8.4035,14.6738333334,10.9035,11.5784285714,7.936,9.89283333335,9.09066666667,11.0871666667,9.01883333333
353.28,8.45783333333,14.816,10.987,11.6699285715,7.92833333334,9.85025,9.22483333333,10.9441666667,9.04
353.65,8.44233333333,14.8875,10.8703333334,11.647047619,7.96483333334,9.73866666665,9.2385,10.891,9.112
354.01,8.2865,14.9655,10.8986666667,11.5781428571,7.83633333334,9.717,9.15616666667,10.7805,8.99333333334
354.38,8.35383333333,15.0818333333,10.9168333333,11.6146190476,7.86666666667,9.84833333335,9.37283333332,10.651,9.08
354.74,8.40216666667,15.1481666666,11.0095,11.6185238095,7.93866666667,9.87058333335,9.49083333334,10.6665,9.1885
355.11,8.4185,15.0713333333,10.8881666667,11.4383095238,7.82216666667,9.82075,9.3585,10.4426666667,9.1455
355.47,8.22,14.767,10.6955,11.2326190476,7.51633333333,9.74683333335,9.04816666667,10.1611666667,8.78633333333
355.83,8.02,14.6708333334,10.4803333333,11.1136904762,7.30583333334,9.54783333335,8.734,9.99983333334,8.51566666667
356.20,7.66416666667,14.3625,10.3043333333,10.8408095238,7.08966666667,9.39066666665,8.535,9.71133333334,8.312
356.56,7.622,14.5261666666,10.3985,10.924047619,7.0365,9.43341666665,8.51666666666,9.78,8.15616666667
356.93,7.58283333333,14.5203333333,10.3015,10.9726904762,7.00233333333,9.27241666665,8.42333333333,9.7645,8.27616666666
357.29,7.5065,14.4478333334,10.188,10.8785,6.86866666666,9.13116666666,8.34216666667,9.79233333333,8.15266666667
357.66,7.465,14.3708333333,10.2166666666,10.8617619048,6.67783333334,9.096,8.189,9.6545,7.88933333333
358.02,7.5275,14.4201666667,10.3188333333,10.9767619047,6.86716666666,9.14591666666,8.217,9.65516666667,8.03
358.38,7.30183333333,14.352,10.1616666667,10.8973333333,6.73433333333,9.01816666666,7.97566666666,9.55516666666,7.9475
358.75,7.258,14.4505,10.2265,10.924,6.71633333333,9.09933333334,7.98033333333,9.41666666666,7.88983333333
359.11,7.16816666666,14.5916666666,10.1993333333,11.0950952381,6.73866666667,9.19508333333,7.98966666667,9.45533333334,8.00866666667
359.48,7.33183333334,14.9031666666,10.454,11.3519523809,6.9405,9.36233333335,8.1285,9.66316666666,8.22016666666
359.84,7.28466666667,14.923,10.4701666667,11.3750238095,6.94966666666,9.4165,8.14283333334,9.6865,8.21683333333
360.20,7.5315,15.2066666667,10.7543333334,11.6540714286,7.17633333334,9.73525,8.383,10.0416666667,8.36066666667
360.57,7.57766666667,15.228,10.7988333334,11.767,7.24366666666,9.79691666665,8.49583333333,10.0916666667,8.4765
360.93,7.5475,15.1343333333,10.8548333333,11.6919761905,7.24916666667,9.7945,8.526,10.0063333333,8.42166666667
361.29,7.54483333333,15.1985,10.9046666667,11.699452381,7.3,9.77266666665,8.50216666667,10.042,8.53716666666
361.66,7.72316666667,15.3718333334,11.0265,11.8536190476,7.51016666667,9.9025,8.66033333333,10.243,8.77816666667
362.02,7.70766666667,15.3008333333,10.9301666666,11.761452381,7.351,9.884,8.60716666666,10.2035,8.65166666667
362.39,7.831,15.33,11.0546666667,11.8028095238,7.4075,9.91308333335,8.6485,10.3553333333,8.682
362.75,7.838,15.3021666666,11.0258333333,11.7935,7.375,9.85916666665,8.59066666667,10.3805,8.6995
363.11,7.848,15.2851666667,11.03,11.7399285714,7.415,9.78708333335,8.65583333333,10.4608333333,8.58
363.48,7.867,15.2768333333,10.9813333333,11.6964761904,7.374,9.82208333335,8.72566666666,10.5293333333,8.55683333333
363.84,8.19233333334,15.4758333333,11.3223333333,11.9345952381,7.59483333333,9.953,8.94483333333,10.6791666667,8.77466666667
364.20,8.3195,15.4958333333,11.2021666667,11.9682619048,7.57916666667,9.79308333335,8.951,10.6468333333,8.78916666667
364.57,8.37333333333,15.5323333333,11.172,11.944452381,7.65533333334,9.74116666665,8.9665,10.7393333334,8.7665
364.93,8.48166666666,15.7911666666,11.2946666667,12.0837619048,7.6705,9.89383333335,9.04616666667,10.8903333334,8.81166666667
365.29,8.53466666667,15.8593333334,11.3608333333,12.1493571429,7.75633333334,9.98283333335,9.097,10.8831666667,8.784
365.66,8.39716666667,15.7998333334,11.3683333333,11.9859761905,7.5985,9.792,8.99966666667,10.7583333333,8.58083333334
366.02,8.26116666667,15.7223333334,11.2556666667,11.8741666666,7.50566666667,9.76225,8.89366666667,10.6451666666,8.44983333334
366.38,8.11033333333,15.6225,11.1618333333,11.7429047619,7.37416666667,9.62658333335,8.8545,10.5265,8.2435
366.75,8.099,15.6031666667,11.2245,11.7844523809,7.3045,9.65933333335,8.85133333333,10.5858333333,8.21
367.11,8.2195,15.6381666667,11.3143333333,11.8570476191,7.33966666667,9.71741666665,8.8315,10.6131666667,8.24666666666
367.47,8.102,15.5173333333,11.3086666666,11.8545952381,7.33333333333,9.56591666665,8.8035,10.617,8.24883333333
367.84,7.94033333334,15.4625,11.197,11.8202142857,7.30933333333,9.61,8.7815,10.646,8.25066666666
368.20,7.8095,15.4023333334,11.1315,11.7396428572,7.26033333333,9.59891666665,8.6935,10.5898333334,8.192
368.56,7.87233333333,15.4273333333,11.3536666667,11.7537619048,7.25516666666,9.62591666665,8.70883333334,10.5728333334,8.26033333334
368.93,7.63616666667,15.2141666667,11.1991666667,11.5443809524,7.05333333333,9.37,8.4475,10.3695,8.01316666667
369.29,7.601,15.2921666667,11.284,11.5506428571,7.01266666667,9.48508333335,8.49733333333,10.4826666667,8.05933333334
369.65,7.39783333334,15.1886666667,11.1005,11.5779285714,6.94016666667,9.50283333335,8.39333333333,10.4505,7.92783333334
370.01,7.53566666666,15.3975,11.3753333333,11.8274285714,7.16033333334,9.61725,8.553,10.7505,8.1185
370.38,7.76316666667,15.648,11.619,12.0873571428,7.36816666666,9.82391666665,8.68933333333,10.9805,8.31133333333
370.74,7.8225,15.6813333334,11.5983333333,12.0836666667,7.5085,9.78516666665,8.789,10.999,8.3615
371.10,7.8005,15.5793333333,11.6551666667,12.0855238095,7.44433333333,9.75058333335,8.77533333333,10.9406666666,8.37883333333
371.46,7.67483333333,15.5245,11.5436666667,11.9472619048,7.31516666667,9.53608333335,8.604,10.6381666667,8.25416666667
371.83,7.65933333333,15.5013333334,11.3798333333,11.8253809524,7.19483333333,9.29341666666,8.52216666667,10.5616666667,8.11616666667
372.19,7.54633333334,15.4925,11.371,11.8460476191,7.09983333333,9.20075,8.48566666667,10.462,8.05283333334
372.55,7.554,15.5486666666,11.2926666667,11.9269047619,7.02033333333,9.17725,8.47533333333,10.4708333334,8.034
372.92,7.7265,15.6513333333,11.3781666667,12.0778333334,7.082,9.31075,8.63833333333,10.6391666667,8.15483333333
373.28,7.65383333333,15.3626666667,11.1716666667,11.9262619048,6.91433333333,8.9845,8.44366666666,10.352,7.8125
373.64,7.87516666667,15.5028333334,11.3301666667,11.9652857143,7.01583333333,9.03433333333,8.58983333333,10.3863333333,7.999
374.00,7.83533333333,15.3408333333,11.201,11.8650714286,6.90333333334,8.93333333333,8.50866666667,10.2351666667,7.86716666666
374.37,7.725,15.1763333333,11.112,11.7716428571,6.7895,8.79191666666,8.45316666667,10.0898333333,7.7365
374.73,7.76833333334,15.2475,11.145,11.8905238095,6.819,8.94575,8.39866666667,10.1188333333,7.79083333333
375.09,7.8135,15.4195,11.207,11.9652857143,6.96783333334,9.08175,8.49183333334,10.1698333333,7.92066666667
375.45,8.07183333333,15.7013333333,11.5165,12.2964047619,7.25833333333,9.34775,8.7905,10.5228333334,8.19033333333
375.81,7.95466666667,15.659,11.5586666667,12.3244285714,7.22516666667,9.32591666665,8.74433333333,10.5011666667,8.16383333334
376.18,8.1005,15.7946666667,11.684,12.4632380953,7.419,9.41608333335,8.8985,10.6766666667,8.34416666667
376.54,8.09416666667,15.8295,11.721,12.5045,7.4755,9.4715,8.90666666667,10.7261666667,8.36883333334
376.90,8.05616666666,15.874,11.706,12.4824761905,7.5875,9.44225,8.84283333333,10.726,8.464
377.26,8.10883333333,16.1191666667,11.7978333334,12.6183095238,7.674,9.61616666665,8.94866666666,10.962,8.691
377.63,7.94833333334,16.0436666667,11.7045,12.5336428571,7.57333333333,9.511,8.84716666667,10.9641666666,8.56133333333
377.99,8.071,16.2908333334,11.8761666667,12.6414523809,7.73416666666,9.55558333335,9.0225,11.1053333333,8.79533333333
378.35,8.06083333333,16.3681666666,11.8631666667,12.5828809524,7.7195,9.5585,8.95333333333,11.0603333334,8.7885
378.71,7.92633333334,16.3078333333,11.7998333333,12.4240952381,7.544,9.36608333335,8.86166666667,10.9778333333,8.57816666667
379.07,7.8125,16.2193333334,11.7623333333,12.3385238096,7.428,9.15841666667,8.73966666667,11.0148333333,8.48933333334
379.44,7.68183333333,16.1093333333,11.577,12.154547619,7.31866666666,9.05241666666,8.5245,10.9341666667,8.37233333333
379.80,7.657,16.1145,11.5661666667,12.1220714286,7.26966666666,8.97175,8.40633333333,10.896,8.29066666667
380.16,7.69783333333,16.1855,11.6941666667,12.1131190476,7.275,9.05633333334,8.3495,10.953,8.30416666667
380.52,7.75516666667,16.2296666666,11.8171666666,12.1014761905,7.33316666667,9.08183333334,8.39166666666,11.0225,8.367
380.88,7.88133333333,16.309,11.9926666666,12.202,7.46233333333,9.15958333334,8.55316666666,11.0888333333,8.499
381.24,7.87433333334,16.3111666667,12.0973333334,12.2784761905,7.51666666667,9.17141666666,8.58683333333,11.0808333334,8.48516666667
381.61,7.89816666667,16.3746666667,12.1668333333,12.3720952381,7.58083333333,9.30866666665,8.6195,11.128,8.5055
381.97,7.8645,16.3945,12.163,12.3527619048,7.558,9.31725,8.58816666666,11.1438333333,8.4105
382.33,7.899,16.4371666667,12.2395,12.4141190476,7.61083333334,9.28716666665,8.61966666667,11.2391666667,8.44183333333
382.69,7.98266666667,16.5125,12.3273333333,12.5568333333,7.7705,9.35025,8.7015,11.3523333333,8.607
383.05,8.01666666666,16.6303333334,12.2976666666,12.5350238095,7.81433333334,9.38666666665,8.72233333333,11.3013333334,8.641
383.41,8.09283333334,16.7008333333,12.3235,12.6195952381,7.84566666667,9.46641666665,8.804,11.2798333334,8.6845
383.77,8.23416666667,16.8396666666,12.4813333333,12.7172142857,7.97866666667,9.66966666665,8.99566666667,11.4796666667,8.851
384.14,8.28966666667,16.8616666667,12.427,12.7859285715,7.98766666666,9.62775,9.01283333333,11.4163333333,8.84433333334
384.50,8.24283333333,16.8298333333,12.2753333333,12.8011904762,7.90816666667,9.60166666665,8.94266666666,11.3716666667,8.794
384.86,8.16733333333,16.8561666667,12.257,12.7990714286,7.75133333333,9.57558333335,8.811,11.3308333334,8.58783333333
385.22,8.18916666667,16.82,12.1625,12.7696904762,7.75533333334,9.50925,8.81483333333,11.3266666667,8.64366666667
385.58,8.12233333333,16.7308333333,12.0903333333,12.7148809524,7.663,9.37191666667,8.76466666667,11.323,8.50533333333
385.94,8.07066666666,16.6341666666,12.0251666666,12.6848333333,7.544,9.32408333334,8.66533333333,11.2203333334,8.4415
386.30,8.03283333333,16.6698333333,12.0365,12.7363333334,7.506,9.38833333333,8.66,11.2355,8.4295
386.66,7.9445,16.7065,11.9896666666,12.6376666667,7.40883333334,9.31425,8.5935,11.1668333333,8.33416666667
387.03,7.902,16.6453333333,11.9691666667,12.6864047619,7.29716666667,9.28475,8.52716666667,11.1285,8.194
387.39,7.834,16.6938333333,11.9848333334,12.6869047619,7.2075,9.18483333333,8.47866666667,11.1648333333,8.09583333333
387.75,7.87433333334,16.7703333334,12.0341666667,12.7732857143,7.164,9.19133333333,8.46866666667,11.2006666667,8.05483333334
388.11,7.8415,16.7671666667,12.03,12.7600952381,7.13683333333,9.23483333334,8.48466666666,11.2746666666,8.01233333334
388.47,7.7615,16.7501666666,12.0171666667,12.7047619048,7.11833333333,9.14158333333,8.43633333333,11.22,7.94216666667
388.83,7.67483333333,16.6071666666,11.9135,12.6113095238,7.05033333333,9.09375,8.40766666666,11.1346666666,7.865
389.19,7.60366666667,16.5635,11.9278333333,12.5604285715,6.91483333334,9.08958333333,8.293,11.0873333333,7.7055
389.55,7.697,16.6128333333,12.0398333333,12.6055238096,6.9585,9.15766666667,8.28983333334,10.9953333334,7.8265
389.91,7.71916666667,16.6335,12.1218333334,12.6540714286,6.96316666666,9.15108333334,8.29966666667,11.0438333334,7.74483333334
390.27,7.709,16.6298333333,12.0375,12.6055952381,6.9655,9.03733333334,8.26533333333,10.9093333333,7.73883333334
390.63,7.82133333333,16.6805,12.1788333333,12.7332142857,7.07783333334,9.12825,8.3765,11.0563333334,7.838
391.00,7.89266666667,16.7695,12.2993333333,12.79,7.18266666666,9.20766666666,8.4835,11.1488333333,7.96516666667
391.36,7.98016666667,16.8273333334,12.4441666667,12.8607142857,7.331,9.28575,8.5745,11.2291666667,8.12366666667
391.72,7.95266666667,16.8783333333,12.506,12.9006666667,7.388,9.32325,8.62366666667,11.2506666666,8.17616666667
392.08,7.98083333333,16.9638333333,12.6011666667,12.9537619047,7.36566666666,9.30558333334,8.6145,11.2968333334,8.15833333334
392.44,8.06716666666,17.0516666667,12.721,13.0422380952,7.4355,9.37475,8.695,11.4395,8.20933333333
392.80,8.131,17.1583333334,12.8491666666,13.0967380953,7.53516666667,9.36883333334,8.75333333333,11.564,8.34733333334
393.16,8.2025,17.2703333333,12.9366666666,13.2164523809,7.6405,9.40966666667,8.8435,11.7025,8.42633333333
393.52,8.2275,17.4158333333,12.9578333333,13.2759761905,7.695,9.39066666667,8.89133333333,11.81,8.44783333334
393.88,8.30516666667,17.4996666667,12.9736666667,13.3186190476,7.778,9.44658333333,8.979,11.8945,8.58466666667
394.24,8.3175,17.4866666667,13.054,13.3384285714,7.76616666667,9.45858333333,8.99966666667,12.0306666666,8.5535
394.60,8.1645,17.3906666666,12.9486666666,13.2385952381,7.65733333333,9.32741666667,8.87066666667,11.9238333334,8.477
394.96,8.177,17.3705,12.941,13.2800952381,7.65716666667,9.30616666666,8.82866666667,12.0048333333,8.463
395.32,8.18233333333,17.3293333334,12.8918333334,13.2900952381,7.60916666667,9.285,8.81533333333,11.9723333334,8.376
395.68,8.17183333333,17.2186666667,12.8018333334,13.1928571428,7.54133333333,9.16916666666,8.711,11.8963333334,8.30566666667
396.04,8.11233333334,17.1186666667,12.7873333333,13.1668095238,7.58316666666,9.13266666666,8.70933333333,11.9233333334,8.373
396.40,8.051,17.0706666667,12.7515,13.1053571428,7.55183333333,9.01291666666,8.62616666667,11.8536666666,8.35416666666
396.76,8.02016666667,17.0796666667,12.6671666667,13.1373571429,7.5205,8.9815,8.5965,11.858,8.356
397.12,7.99766666666,17.0541666666,12.6976666667,13.0863571428,7.46333333334,8.98708333334,8.57266666667,11.8513333334,8.32516666666
397.48,8.007,16.9908333334,12.7388333333,13.1405952381,7.459,9.07275,8.6295,11.9848333334,8.34766666666
397.84,7.96683333333,16.9765,12.7548333333,13.1675476191,7.41783333333,9.01225,8.607,11.9966666667,8.32416666667
398.20,7.9865,17.0143333333,12.7916666667,13.2145,7.44433333333,9.09558333334,8.61683333333,12.0265,8.3815
398.56,8.104,17.0833333333,12.9065,13.2951190476,7.52133333333,9.19308333334,8.70066666667,12.1101666666,8.4285
398.92,8.10866666667,17.0663333334,12.9746666667,13.2951428572,7.51316666666,9.22275,8.70683333333,12.1125,8.425
399.28,7.96766666667,17.022,12.8695,13.2089047619,7.42866666667,9.15116666666,8.592,12.0746666666,8.40733333333
399.64,7.96716666667,17.011,12.854,13.2235,7.44666666667,9.18166666667,8.5935,12.1436666666,8.39266666667
400.00,7.88866666667,16.9776666667,12.7588333333,13.1378095238,7.33883333333,9.14333333334,8.485,12.0183333334,8.2835
400.36,7.9455,17.0683333333,12.7823333333,13.2155,7.36,9.26575,8.562,12.0531666667,8.33583333333
400.72,8.0295,17.1365,12.9628333333,13.3102857143,7.39566666666,9.33408333333,8.6335,12.1708333334,8.308
401.08,7.99766666667,17.1318333334,12.8971666666,13.3063809524,7.4355,9.28266666667,8.622,12.135,8.35683333334
401.44,7.95066666667,17.072,12.9001666667,13.2412857143,7.38866666667,9.16866666667,8.55566666667,12.0705,8.26616666667
401.80,7.95583333334,17.1305,12.9366666667,13.2302142857,7.3975,9.20858333333,8.528,12.045,8.2915
402.16,8.034,17.2138333333,12.986,13.3077857143,7.45883333333,9.18583333334,8.58766666667,12.112,8.38
402.52,8.1035,17.2826666667,13.0026666667,13.4225952381,7.5055,9.25508333333,8.62633333334,12.225,8.418
402.88,8.076,17.2976666666,12.9345,13.3732857143,7.42733333333,9.21425,8.58133333333,12.1203333334,8.35883333333
403.24,8.13283333333,17.3918333334,13.0733333333,13.4022857143,7.44966666667,9.27775,8.6405,12.2066666667,8.3845
403.60,8.13066666667,17.4625,13.1173333334,13.4129047619,7.43816666666,9.32183333334,8.64916666666,12.2141666666,8.39916666666
403.95,8.214,17.5723333333,13.2168333333,13.4909285715,7.53933333333,9.34291666667,8.7435,12.3573333333,8.47
404.31,8.20466666667,17.5368333333,13.2145,13.5062380952,7.54333333334,9.312,8.75,12.391,8.4535
404.67,8.22133333334,17.578,13.1701666666,13.4831428571,7.58516666667,9.33216666666,8.75983333333,12.444,8.51066666666
405.03,8.26383333334,17.6195,13.1793333333,13.5117380952,7.61016666667,9.32516666667,8.79366666667,12.4161666666,8.53833333334
405.39,8.27966666667,17.7376666667,13.1931666667,13.5291904761,7.66616666667,9.37658333333,8.79533333333,12.4061666666,8.651
405.75,8.28516666667,17.6763333334,13.1418333333,13.5485238095,7.666,9.34141666667,8.80283333333,12.4676666667,8.60983333334
406.11,8.2175,17.6925,13.098,13.5141428572,7.63466666666,9.34133333334,8.74016666667,12.457,8.56133333333
406.47,8.13616666666,17.68,13.0826666667,13.4649285714,7.56833333333,9.27541666667,8.68516666666,12.3886666666,8.53
406.83,8.11433333333,17.6858333334,13.046,13.4662380952,7.62083333333,9.24616666666,8.70983333333,12.476,8.544
407.19,8.08483333334,17.5923333333,12.9335,13.4407857143,7.57783333333,9.14808333334,8.66883333333,12.3801666667,8.47766666666
407.55,8.04183333333,17.5818333333,12.9196666666,13.4510238095,7.56266666667,9.06275,8.658,12.3645,8.4465
407.90,8.0135,17.559,12.926,13.4356428572,7.516,9.08025,8.62583333333,12.3001666667,8.41216666666
408.26,7.97,17.6401666666,12.8956666667,13.4175238095,7.46716666667,9.10741666666,8.56983333333,12.3118333334,8.37316666666
408.62,7.84116666667,17.5521666666,12.8453333333,13.3531428572,7.3285,9.02283333334,8.44333333334,12.1911666667,8.27233333334
408.98,7.8305,17.5865,12.9016666667,13.4107619048,7.337,9.09491666667,8.44316666667,12.3388333333,8.28283333333
409.34,7.7685,17.5638333334,12.911,13.4147142857,7.25483333333,9.04516666667,8.44033333333,12.3751666666,8.18083333334
409.70,7.65783333334,17.5775,12.9646666667,13.3705714286,7.21716666667,9.02725,8.37,12.3296666666,8.16683333333
410.06,7.62833333333,17.4846666666,12.9256666666,13.3332619047,7.10466666667,8.98683333333,8.30316666666,12.277,8.04833333334
410.42,7.63233333334,17.4465,12.8818333333,13.2991904762,7.0345,8.945,8.24616666667,12.274,7.93666666666
410.77,7.6415,17.4618333333,12.9476666667,13.3338095238,7.02066666666,8.96891666666,8.21116666667,12.2958333334,7.94783333333
411.13,7.7275,17.583,13.086,13.4499285715,7.11233333334,9.09508333334,8.25833333333,12.3988333333,8.05883333333
411.49,7.7895,17.6313333333,13.1383333334,13.4973333333,7.15483333334,9.18683333333,8.28833333334,12.4765,8.08733333333
411.85,7.8495,17.6331666666,13.1686666667,13.503952381,7.149,9.20366666667,8.31583333334,12.5633333334,8.08066666666
412.21,7.90416666666,17.6301666666,13.2618333333,13.543452381,7.17383333334,9.20791666666,8.34133333334,12.6438333333,8.09983333333
412.57,7.99383333334,17.7015,13.3541666667,13.6524523809,7.2045,9.273,8.4085,12.678,8.07483333334
412.92,8.01166666667,17.733,13.3755,13.6746904762,7.1635,9.222,8.38416666666,12.6285,8.044
413.28,8.11283333334,17.7673333333,13.4331666666,13.7024523809,7.23383333333,9.3195,8.45316666667,12.6846666666,8.12283333333
413.64,8.16733333333,17.836,13.4656666667,13.7483095239,7.2615,9.33225,8.489,12.7233333334,8.15333333333
414.00,8.30166666666,17.9996666667,13.613,13.870952381,7.401,9.44325,8.62283333334,12.8286666667,8.31683333333
414.36,8.356,18.1188333333,13.7265,13.9757380953,7.50066666666,9.58316666665,8.711,12.9521666666,8.45816666667
414.72,8.33383333333,18.184,13.8056666666,14.0163333334,7.51883333333,9.54358333335,8.76616666667,12.9618333334,8.49733333333
415.07,8.30533333333,18.1653333333,13.7955,14.0309285715,7.50483333334,9.54075,8.78633333334,12.9818333334,8.4775
415.43,8.2615,18.1251666666,13.751,14.019047619,7.46016666667,9.48991666665,8.77983333333,12.9191666666,8.45466666667
415.79,8.18366666666,18.1403333334,13.7281666667,14.0195,7.47516666667,9.4285,8.77233333334,12.9013333333,8.44816666666
416.15,8.15616666666,18.1471666667,13.7485,14.0347857142,7.4935,9.40425,8.7845,12.839,8.48033333334
416.51,8.11566666667,18.132,13.7261666667,14.0065714286,7.50066666667,9.41391666665,8.744,12.8506666666,8.52783333333
416.86,8.12266666667,18.109,13.733,14.0168809524,7.48733333333,9.45791666665,8.75383333333,12.8868333334,8.491
417.22,8.10916666667,18.1286666667,13.7193333333,14.0575714286,7.47033333333,9.45108333335,8.703,12.879,8.4685
417.58,8.14033333333,18.1181666667,13.71,14.0680714285,7.4785,9.46658333335,8.70566666666,12.9221666666,8.48533333333
417.94,8.1155,18.1048333334,13.7188333333,14.0655952381,7.46933333333,9.48708333335,8.69583333333,12.9406666666,8.46766666667
418.29,8.119,18.0675,13.7355,14.0579047619,7.48633333333,9.42333333335,8.70133333333,12.925,8.48383333333
418.65,8.147,18.0643333333,13.7221666667,14.0500952381,7.48666666667,9.46291666665,8.69166666667,12.938,8.4905
419.01,8.1375,18.0535,13.7278333334,14.0317857142,7.46633333333,9.47508333335,8.66933333333,12.9628333333,8.44416666667
419.37,8.11233333334,18.0431666667,13.7428333333,14.0275,7.48416666667,9.46575,8.65,12.9901666666,8.47416666666
419.73,8.1275,18.0408333334,13.7308333334,14.0195238095,7.47716666667,9.4925,8.62683333334,12.9891666667,8.486
420.08,8.14133333333,17.9996666667,13.7138333333,14.0047619048,7.4835,9.50258333335,8.63166666666,13.0171666667,8.47816666667
420.44,8.11716666666,17.9645,13.6888333333,13.9874047619,7.47983333333,9.46508333335,8.6145,12.9886666667,8.46133333333
420.80,8.1325,17.9798333334,13.7161666667,13.9908809524,7.52716666666,9.45808333335,8.63116666667,13.0141666666,8.52383333333
421.16,8.11083333334,17.9481666666,13.6858333333,13.9628571428,7.522,9.41491666665,8.60483333333,12.9965,8.5345
421.51,8.11466666667,17.9293333334,13.6995,13.9777380953,7.53166666667,9.42608333335,8.60266666666,12.9995,8.53366666667
421.87,8.0545,17.8678333333,13.6603333333,13.9497142857,7.51733333333,9.35633333333,8.56366666667,12.985,8.51633333333
422.23,8.01266666667,17.8241666667,13.6208333333,13.9112857143,7.46316666666,9.34075,8.519,12.9561666666,8.46933333334
422.58,8.01983333334,17.8025,13.6318333333,13.9425238095,7.46816666667,9.35541666667,8.53416666666,12.9881666667,8.4755
422.94,8.0185,17.792,13.6335,13.9475952381,7.4595,9.325,8.53333333334,12.9986666666,8.49483333334
423.30,8.01933333333,17.7883333333,13.6145,13.9420714285,7.4225,9.31158333334,8.52783333333,12.9815,8.47316666666
423.66,8.003,17.7681666667,13.6371666666,13.9545,7.39916666667,9.27008333334,8.52283333333,12.9611666666,8.47116666666
424.01,7.97366666667,17.776,13.6543333333,13.9404285714,7.37266666667,9.26308333334,8.49716666667,12.9491666667,8.47433333334
424.37,8.02016666667,17.8138333333,13.6955,13.9631190477,7.406,9.26675,8.52283333334,13.0011666667,8.52216666667
424.73,7.9875,17.7883333334,13.6695,13.9346428571,7.37116666667,9.24333333334,8.48666666667,12.981,8.49933333333
425.08,7.99366666666,17.7918333333,13.69,13.9556904762,7.38833333333,9.28025,8.502,13.0141666667,8.506
425.44,8.0205,17.8271666667,13.7173333334,13.9776904762,7.3975,9.29366666667,8.53066666667,13.0538333333,8.52466666667
425.80,8.08566666667,17.8928333333,13.7586666667,14.0110714286,7.43966666666,9.35483333333,8.58316666667,13.1015,8.58666666666
426.16,8.16133333333,17.9913333333,13.8388333333,14.0859047619,7.5105,9.43533333333,8.65666666667,13.19,8.6595
426.51,8.17133333333,18.0508333333,13.8578333333,14.1050714286,7.53966666667,9.45,8.68333333333,13.2415,8.68716666667
426.87,8.17333333334,18.0883333334,13.8938333333,14.1211666667,7.56466666666,9.45108333333,8.705,13.2308333333,8.73
427.23,8.2495,18.1686666667,14.0171666667,14.2354285715,7.67366666666,9.56541666665,8.7705,13.347,8.82566666667
427.58,8.30116666667,18.2301666667,14.0646666666,14.2942619047,7.7115,9.62358333335,8.80783333333,13.4053333334,8.832
427.94,8.347,18.2633333333,14.109,14.3592380952,7.751,9.66158333335,8.85016666667,13.503,8.832
428.30,8.334,18.2746666667,14.0805,14.3646904761,7.7285,9.70891666665,8.84933333334,13.5113333333,8.80666666666
428.65,8.37733333333,18.3453333333,14.1361666667,14.4356666667,7.76016666667,9.75808333335,8.8915,13.5603333334,8.84983333333
429.01,8.40416666667,18.4288333333,14.2136666667,14.4909047619,7.77183333334,9.75933333335,8.929,13.62,8.86516666667
429.37,8.36566666666,18.4505,14.1923333333,14.4871666667,7.74933333334,9.73791666665,8.91666666667,13.6451666666,8.84816666667
429.72,8.3325,18.4468333333,14.198,14.5091428571,7.71966666667,9.70216666665,8.9,13.6616666666,8.8255
430.08,8.32316666667,18.4513333333,14.1878333333,14.5162142857,7.7255,9.66266666665,8.88983333333,13.6871666667,8.835
430.44,8.327,18.4681666666,14.2273333333,14.5227857143,7.71083333333,9.65666666665,8.86633333333,13.6563333334,8.811
430.79,8.32266666667,18.4615,14.2228333333,14.5376190477,7.7065,9.63541666665,8.836,13.701,8.78383333334
431.15,8.26033333333,18.4725,14.2086666667,14.485452381,7.65466666666,9.55608333335,8.78083333333,13.644,8.75533333333
431.50,8.232,18.5083333333,14.2575,14.5330238095,7.679,9.55225,8.78733333334,13.7188333333,8.791
431.86,8.22816666667,18.5015,14.2496666667,14.5688333333,7.655,9.52816666665,8.7495,13.699,8.79716666666
432.22,8.23583333333,18.5325,14.3123333334,14.6326666666,7.67116666667,9.54958333335,8.78516666666,13.724,8.82083333333
432.57,8.21966666667,18.532,14.3483333333,14.6521190476,7.67816666667,9.50608333335,8.77633333333,13.7545,8.818
432.93,8.217,18.4726666667,14.3543333334,14.635,7.65333333334,9.48833333335,8.7585,13.7545,8.791
433.29,8.24333333334,18.504,14.4218333334,14.7017142857,7.6975,9.50566666665,8.795,13.7695,8.85366666666
433.64,8.26916666667,18.5201666666,14.4616666667,14.731547619,7.7065,9.50441666665,8.80933333334,13.7805,8.84366666666
434.00,8.234,18.5226666667,14.4601666667,14.7497380952,7.69616666667,9.47466666665,8.8005,13.7918333333,8.838
434.35,8.225,18.5298333333,14.4425,14.7740952381,7.69133333334,9.46191666665,8.80066666667,13.8151666667,8.84266666667
434.71,8.21083333333,18.5543333334,14.4396666666,14.7774523809,7.70866666667,9.45941666665,8.80866666667,13.803,8.843
435.07,8.232,18.5658333333,14.4795,14.8216190476,7.69733333334,9.42416666665,8.80483333333,13.8455,8.81733333334
435.42,8.26116666667,18.6075,14.5155,14.8476904762,7.695,9.43833333335,8.81966666667,13.8715,8.8225
435.78,8.269,18.6745,14.5801666667,14.8729761905,7.71583333333,9.44275,8.853,13.9353333334,8.82966666667
