wavelength,Back_LopPusm,Belly_LopPusm,Breast_LopPusm,Crissum_LopPusm,Crown_LopPusm,DorTail_LopPusm,Patch10_LopPusm,Patch11_LopPusm,Rump_LopPusm,Throat_LopPusm,WingTip_LopPusm
182.97,-33.0080000001,-122.357766667,-106.178787879,-19.3496,-40.6504666667,-26.3414333333,-88.6179333333,-69.1057333334,-81.4634,-105.203333333,-23.1436222222
183.35,-14.7222,-81.3889666666,-74.1287878788,0.555599999926,-15.5554666667,-11.5972333333,-68.4722666667,-31.6666666668,-53.1945333333,-62.0832666668,-0.92594444444
183.73,-29.4018,-103.247966667,-89.4172969698,-4.10260000013,-23.0769333333,-25.7264,-92.8205333333,-39.1453333335,-69.7434666667,-75.7264666667,-3.27634444446
184.11,-33.5185333335,-110.833466667,-89.2086606061,-0.18520000006,-7.40746666674,-25.0924666667,-95.9260000001,-35.9259333333,-73.1480666667,-76.2962000001,9.07415555554
184.49,-57.6067333333,-115.299166667,-86.4335515151,-21.3675999999,-15.8972666667,-32.0512666667,-105.641066667,-49.9144666668,-86.1538000001,-95.2136,-6.01138888886
184.87,-48.2051333334,-96.4957,-71.6238242424,-6.15380000021,5.47013333334,-13.5896,-94.8717333335,-43.9317333335,-78.4615333333,-94.5299333333,5.12805555556
185.25,-21.4492666666,-60.8696999999,-41.3966484849,10.7247333333,29.7102000001,10.2899666667,-62.7535333333,-20.7247333332,-54.6378,-60.0000666665,23.8647111111
185.63,-16.9136000001,-45.8024666666,-26.1166787879,15.3086000001,34.8149333333,13.9504,-43.9504666666,-13.4568000001,-44.1976,-44.9382666667,22.6132
186.01,-8.50573333328,-34.6552,-14.3469151515,14.023,39.7701333334,12.5287666667,-33.7931333333,-16.7816666667,-35.2875333333,-41.2644000001,20.2106222222
186.39,-6.47346666654,-23.6716333333,-10.1888787879,10.9178,37.8744,11.0627333333,-25.1208666667,-5.50733333336,-31.6908,-34.6859333333,14.3961111111
186.77,-2.9166666668,-13.3333333333,-3.23484848486,17.6666666668,41.25,17.2083333333,-18.0,-1.66666666668,-25.8333333333,-28.8333333333,18.4027777778
187.15,-4.19746666666,-9.05330000001,1.86306060608,15.5555333333,40.8230666667,18.0245333333,-4.77359999999,2.55146666666,-24.5266666667,-29.4648666667,23.6213111111
187.53,-7.96933333326,-16.0152,2.50097575755,13.5631333333,34.7893333333,14.9809333333,-1.68586666668,-7.20299999999,-26.1303333333,-31.4175333333,19.3613888889
187.91,-16.5590666667,-23.2618333333,-5.27208484851,3.22579999999,21.6489333333,5.2329,-6.37986666668,-17.4192666667,-32.6881333333,-37.5628,8.45885555555
188.29,-17.9648,-21.5438,-8.34463030303,6.94753333335,20.0000666667,5.5439,-3.08780000001,-13.3332,-36.5614,-36.1402666667,7.39174444444
188.67,4.78640000001,-3.96003333335,3.36183636363,24.7292666667,29.0597333333,20.1710333333,13.6183333333,7.92006666668,-14.3018666667,-13.7892,19.4207
189.05,3.58966666666,-2.33323333333,3.30061818181,20.5641333333,25.641,16.0513666667,13.3845333333,8.41006666668,-11.3846666667,-11.2308666667,17.6410666667
189.43,0.14800000002,-1.80266666667,1.35576969698,18.7162,22.1727333334,11.7036333333,14.1234666667,6.12346666666,-11.9506666667,-14.321,14.7488777778
189.81,1.81826666668,1.79286666665,4.29288484848,22.4748,23.9898666666,17.8028333333,19.7979333333,8.9394,-9.94946666667,-11.5656,15.9174555555
190.19,-10.9942666667,-10.2923666667,-5.14081212121,16.5496666667,15.7309333333,12.2514,12.5146,3.33333333333,-22.5729333333,-20.1169333333,8.6159
190.57,-10.9805333333,-10.1306,-3.20258787879,20.2613333333,16.0785333333,14.9019666667,16.4704666667,5.03266666667,-23.0719333333,-22.2224,14.0414444444
190.95,-20.2666666667,-23.3334666667,-10.3353333333,18.8444666667,11.7333333333,9.28896666667,13.5111333333,4.80006666665,-38.2222666667,-37.3333333333,9.48143333333
191.33,-20.2081999999,-23.5936666667,-10.6155272727,30.9375333333,7.5,5.88546666666,12.7084666667,6.14573333333,-40.9373333333,-43.6456666667,3.12502222222
191.71,-19.2708,-19.6354,-13.3049151515,27.6042666667,1.56246666666,-0.260433333334,6.56246666667,5.62486666667,-40.3124666667,-48.75,2.27435555555
192.09,2.24899999999,6.30523333334,11.3252424242,40.4819333333,22.1685333333,15.7028,21.3654,22.5703333333,-9.07646666667,-20.9639333333,22.3829555555
192.47,-5.40093333334,-2.74269999999,7.68690303029,32.8270666667,11.3924666667,4.17726666666,12.6584,12.4894,-8.35433333331,-26.1604666667,16.9478777778
192.85,-42.6899999999,-33.5087666666,-18.0010181818,11.345,-20.7016666667,-33.2164000001,-12.2808,-19.6490666667,-42.3392666667,-67.3684666667,-13.5089111111
193.23,-50.1333333334,-30.6666666667,-12.2303030302,14.5333333333,-24.1333333334,-37.0666666667,-8.4,-11.0666666667,-42.9333333333,-73.8666666667,-11.2666666667
193.61,-87.6767333333,-44.5454666666,-19.4675939393,14.9494666667,-50.3028666667,-62.2222666666,-14.1416000001,-22.6261999999,-59.9998666667,-116.9696,-28.1819222222
193.99,-37.1632,-7.16316666668,6.39596363628,31.9149333333,-14.0426,-37.2339333333,15.4608666667,6.24133333335,-14.4682,-56.0283999999,7.06845555555
194.37,-9.72680000008,12.4043333334,23.3581333333,47.1037333333,7.10386666682,-12.7323666667,30.8196666667,22.5135333333,10.2733333333,-28.0875333333,16.8851444444
194.75,1.08106666666,15.9460333333,28.6733575758,44.2342666667,11.5315333333,-6.53159999994,27.6576,22.8829333334,17.2072,-14.8648666667,16.2463555556
195.13,3.69626666667,16.9305666667,22.1662909091,32.8712666667,11.0890666667,-5.51160000002,22.2442666667,17.0297333333,19.8020666667,-7.72273333333,13.0692
195.51,6.23059999999,19.3458666667,23.2059636364,28.6604,17.0716,-0.99703333334,21.8068,19.1900666666,24.2369333333,-0.436,17.3208777778
195.89,9.16659999999,24.4871,28.0127393939,29.2306666667,25.3845333333,3.26926666668,27.4358666667,24.3588666667,27.7565333333,7.05126666665,18.6324888889
196.27,6.74593333333,20.5555,26.8327515151,29.5238,27.619,-1.7459,29.7619333333,24.0476,26.1905333333,3.57153333333,12.0105333333
196.65,21.2735333333,32.5467666667,37.1058787879,40.2995333334,41.648,11.0112666667,44.5693333333,34.3822,39.6254,13.1834666667,20.2997111111
197.03,25.5446,36.6335666667,41.3140727273,35.9075333333,47.3927333333,17.8878333333,43.9603333333,34.7855333333,44.4225333333,19.3399333333,23.9714
197.40,19.1761333333,26.4420666667,32.1550545455,26.0675333333,35.4307333333,9.21356666667,38.5018666667,19.9999333333,40.0748666667,12.06,9.89999999999
197.78,19.9216,21.1765,30.0463818182,24.9411333333,33.8823333333,6.35296666666,36.7842,18.1960666667,40.9412,10.1175333333,4.52291111111
198.16,-2.30773333333,1.53853333333,13.0458181818,3.84613333334,19.4870666667,-13.8888333333,16.4956,1.70939999999,24.1024666667,-12.0513333333,-18.7748555555
198.54,-5.23799999987,2.33323333334,14.190430303,0.666666666668,21.5237333333,-16.3809333333,18.2857333333,6.66666459997e-05,25.5238,-16.0954,-19.7459333333
198.92,-4.64920000007,9.342,11.323830303,-5.08773333333,20.7896,-12.1053,21.6666,-5.61386666665,23.5966666667,-13.1578666666,-17.0468111111
199.30,-10.0512666667,0.4104,12.2517151515,-10.6667333333,21.5385333333,-21.3847,23.7949333333,-17.2306666667,19.1795333333,-19.6923333333,-24.3077111111
199.68,-26.9047333334,-15.4167666666,10.8440727273,-20.238,11.0715333333,-29.7024,19.4048,-32.8572666667,11.5474666667,-35.4761333332,-42.0635222222
200.06,-53.3332666666,-44.5651333333,0.63246060612,-39.7101333334,-18.2608000001,-56.8116,12.1738,-61.884,-2.17393333332,-71.4492000001,-74.7100888889
200.44,-150.574733333,-131.264266667,-51.6823090909,-131.4942,-109.425333333,-153.5633,-45.5172666667,-161.839066667,-67.816,-182.9884,-190.996166667
200.82,-429.230733333,-363.8462,-199.580393939,-395.897333333,-363.589866667,-475.3846,-203.5898,-457.948666667,-261.0256,-491.794933333,-489.829077778
201.19,993.333333333,841.428533334,551.688345454,873.333333333,891.4286,1094.76193333,518.0952,1015.23813333,688.571466667,1100.95246667,1067.77791111
201.57,1191.11106667,954.444366667,698.181842425,1048.88893333,1074.44446667,1300.5556,588.889,1196.66673333,853.333333333,1331.111,1265.37042222
201.95,-1028.88893333,-815.555599999,-597.676787879,-1017.7778,-1042.22226667,-1253.3335,-526.666666667,-1154.44433333,-776.666666667,-1216.66666667,-1168.51862222
202.33,-455.555533333,-326.111133333,-247.373769697,-473.889,-499.999933333,-580.833466667,-211.666733333,-568.333333333,-331.6666,-536.6666,-531.5741
202.71,-310.588066667,-218.0393,-184.777030303,-342.745066666,-378.039266667,-442.352966667,-169.4118,-412.9412,-228.627466667,-349.411733333,-372.745122222
203.09,-1480.0,-1086.66666667,-876.969696971,-1551.66666667,-1863.33333333,-2110.0,-934.999999999,-1856.66666667,-1070.0,-1593.33333333,-1769.16666667
203.47,-913.333466667,-591.666666666,-534.040303029,-1014.4444,-1235.55553333,-1350.55543333,-533.333200001,-1091.11113333,-599.999866666,-954.444333333,-1097.40732222
203.85,-3146.66666667,-2060.0,-2243.63636364,-3680.0,-4353.33333333,-4871.66666667,-2300.0,-3830.0,-2343.33333333,-3336.66666667,-3736.11111111
204.22,1217.77773333,789.444533334,880.808151515,1373.33326667,1582.22206667,1804.4444,954.444466667,1433.33333334,847.777933332,1171.111,1362.59271111
204.60,6679.99999999,4203.33333333,4863.03030303,8180.0,9013.33333334,10846.6666667,5393.33333333,8433.33333334,4460.0,6413.33333333,7811.11111111
204.98,-465.641,-270.256533333,-342.843775758,-598.461533333,-645.641066667,-781.025666667,-394.871733333,-616.923066667,-293.333333333,-420.513,-617.606911111
205.36,-209.066666667,-102.533333333,-152.436363636,-282.933333333,-314.933333333,-378.133333333,-181.6,-296.0,-113.333333333,-182.133333333,-306.711111111
205.74,-167.618933333,-80.2381666666,-120.043272727,-229.285666667,-260.238133333,-330.8332,-157.619066667,-249.285866667,-80.4761333333,-147.1428,-266.5078
206.12,-199.259266667,-95.9258666665,-137.149163636,-248.3948,-269.135866667,-343.5801,-175.555666667,-261.2346,-84.4443333333,-152.0988,-296.3785
206.50,-279.365,-143.650866667,-195.151606061,-338.412666667,-371.746133333,-462.8572,-251.746066667,-323.8096,-123.809466667,-206.032,-406.296255556
206.87,-450.2566,-224.615466667,-323.96270303,-544.102666667,-599.487200001,-721.794833335,-390.256466667,-507.692266667,-198.9744,-328.718066666,-681.709511111
207.25,-2916.66666667,-1818.33333333,-2171.21212121,-3710.0,-4093.33333333,-4961.66666667,-2706.66666667,-3550.0,-1563.33333333,-2233.33333333,-4743.88888889
207.63,-892.380999999,-557.142866667,-656.969739396,-1020.0,-1201.90486667,-1420.47603333,-855.238066667,-1109.5236,-486.666666667,-647.619133333,-1409.99994444
208.01,-253.0,-155.0,-192.393939394,-324.333333333,-380.666666666,-454.333333333,-228.666666666,-357.0,-128.333333333,-181.333333333,-467.0
208.39,-178.2052,-98.7179000001,-143.986024242,-246.4102,-284.102466667,-332.307733333,-149.2306,-259.743533333,-95.8972666667,-133.077,-352.350555555
208.77,-156.551666667,-79.9997666666,-138.934006061,-211.034466667,-256.091933333,-289.5402,-131.954,-219.3104,-80.2298,-113.333333333,-318.927244445
209.14,-191.6666,-118.214333333,-182.792272727,-255.476266667,-306.666666667,-334.404633333,-172.619133333,-261.190466667,-120.0,-158.5716,-357.976111111
209.52,-209.066666667,-147.733333333,-199.248484848,-293.866666667,-353.333333333,-378.4,-202.666666667,-295.2,-132.533333333,-185.066666667,-395.111111111
209.90,-155.2382,-113.2381,-139.411157576,-215.809466667,-258.095133333,-274.761733333,-150.8572,-212.380933333,-99.0475999999,-130.8572,-280.412833333
210.28,-225.111133333,-172.555566667,-200.908951515,-285.555533333,-352.889,-374.111133333,-235.555533333,-287.7778,-166.6668,-210.444266667,-369.592555555
210.66,-304.2424,-263.636166667,-293.471048485,-391.212133334,-500.0002,-517.878666667,-331.2122,-417.8788,-231.212133333,-289.696933333,-513.434422222
211.03,-204.0858,-189.569966667,-206.060593939,-269.247333333,-349.462266667,-368.9247,-224.5162,-293.118266667,-161.505466667,-196.559133333,-361.541222222
211.41,-166.140266667,-159.298133333,-173.748042424,-220.0,-278.771933333,-301.666633333,-176.6668,-241.7544,-123.157933333,-158.421066667,-294.649055555
211.79,-224.3678,-216.5517,-242.319818182,-309.195333333,-388.7356,-414.482766667,-224.827533333,-317.2414,-163.6782,-214.252866667,-393.946488889
212.17,-303.0556,-280.138866666,-308.005084849,-379.444466667,-476.666666667,-508.7499,-306.6666,-376.111133333,-207.777733333,-280.2776,-475.972288889
212.55,-422.353066667,-372.352866667,-426.131884848,-514.902,-666.666600001,-720.392,-446.666533333,-514.901866667,-279.607866667,-401.5686,-663.725555556
212.92,-240.0,-206.133333333,-251.806060606,-304.266666667,-418.933333333,-448.8,-250.133333333,-307.2,-144.0,-228.266666667,-396.666666667
213.30,-165.833333333,-130.0,-163.731060606,-201.25,-298.958333333,-313.229166667,-160.416666667,-206.041666667,-81.4583333333,-153.333333333,-278.784722222
213.68,-210.133333333,-160.533333333,-214.157575757,-251.2,-368.533333333,-388.8,-180.266666667,-253.066666667,-92.5333333331,-182.666666667,-349.377777778
214.06,-484.848533333,-364.848566667,-507.272872727,-593.333266666,-846.060533333,-903.939200001,-429.697,-570.909133333,-220.0,-436.969799999,-815.151577779
214.44,-611.4286,-475.238066667,-704.415678789,-859.999933333,-1209.52386667,-1347.619,-515.2382,-814.285666667,-198.095266667,-538.095066666,-1140.63496667
214.81,-706.6666,-510.000066667,-754.545436363,-985.5554,-1408.88886667,-1484.99996667,-575.555600001,-961.111066666,-234.444399999,-660.0,-1367.03705555
215.19,651.666666667,482.083333333,620.606060605,875.833333335,1162.5,1155.83333333,597.5,818.333333334,314.166666667,618.333333334,1092.36111111
215.57,-1230.0,-686.666666667,-1029.24242424,-1555.0,-2145.0,-2161.66666666,-1040.0,-1391.66666667,-506.666666667,-1148.33333333,-2015.83333333
215.95,390.000066667,254.047566667,340.043345455,501.9048,647.1428,668.809733333,394.285866667,476.6666,210.476266667,400.476133333,648.968422222
216.32,283.157933334,191.7543,252.791151515,379.2982,493.333466667,500.526366667,282.456133333,372.280733333,169.8246,298.2456,484.3861
216.70,251.333333333,197.0,245.454545455,372.333333333,461.333333333,463.166666667,255.0,362.666666667,162.0,271.333333333,462.777777778
217.08,209.444466667,167.361166667,199.368624242,316.944533333,380.555466667,375.694366667,218.888933333,303.611066667,140.8332,236.9446,384.536944444
217.46,107.575733334,92.0456,105.564690909,168.4848,197.8788,204.1667,114.696866667,165.4546,71.0606666668,131.818066666,205.176711111
217.83,119.5,81.9166666667,104.893939394,175.833333333,210.333333333,220.5,128.666666667,175.166666667,79.1666666667,140.666666666,222.0
218.21,128.1482,92.3147333335,113.11449697,195.370333333,229.259266667,235.277766667,142.7778,198.5186,85.3704000001,153.1482,245.246833333
218.59,145.294133333,100.098066667,114.812709091,209.607666667,243.921533333,248.137366667,161.764733333,202.941,93.1372666665,166.274466667,266.928266667
218.97,160.555466667,113.518566667,126.683581818,220.370333334,247.962933333,270.370433333,183.703733333,208.889,97.5926666667,169.999933333,265.802522222
219.34,207.777866667,170.6668,190.525187879,287.333333333,314.0,352.777866667,239.777733333,284.2222,131.111133333,221.333333333,355.666677778
219.72,141.733333333,132.666666667,147.381818182,193.2,212.4,228.333333333,164.133333333,197.333333333,97.8666666666,158.266666667,226.6
220.10,173.703733333,170.9259,187.929351515,255.740733333,270.370333333,300.370433333,204.999933333,244.629733333,120.0,200.185,285.030877778
220.47,157.017466666,158.596466666,170.207442424,227.368333333,235.789533333,274.473666667,188.771866667,215.789533333,107.368466667,183.333333333,267.280766667
220.85,220.555666667,210.555666667,236.186909091,312.222266667,323.888733333,396.944333334,276.666666667,299.4444,128.6112,267.222333333,379.907411111
221.23,174.902,170.784133333,183.903757576,229.804,234.117666667,293.725666667,222.9412,226.470733333,107.450933333,190.0,279.117522222
221.61,259.012333333,256.049433333,276.745248485,319.506133333,335.555533333,408.2715,323.7038,312.345733333,178.024666667,261.2346,378.148033333
221.98,221.176466667,242.6471,247.094466667,268.431266667,283.7256,347.6471,277.450866667,264.901933333,170.9804,233.137333333,319.3137
222.36,193.3332,207.456166667,222.153018182,233.1578,251.4034,309.8243,245.438666667,222.631533333,155.9648,206.315866667,286.081788889
222.74,199.809533333,213.2381,241.090878788,237.523933333,274.476133333,331.2381,251.047733334,233.523866667,173.714266667,226.8572,302.983933333
223.11,271.111133333,322.6984,355.613284848,331.746133333,406.984133333,480.7937,346.349133333,339.0476,257.1428,345.079333334,460.370433333
223.49,211.494266667,232.299,259.352139394,242.2988,312.873533333,358.045966667,248.046133333,249.885133333,199.0804,282.069066667,337.739477778
223.87,617.5,695.833333334,731.96969697,743.333333333,1004.16666667,1193.75,815.833333333,751.666666667,615.0,882.499999999,1095.55555555
224.24,359.999933333,399.1111,405.171672727,400.0,565.333333333,650.2221,444.444466667,436.888866667,347.5556,507.555533333,630.5185
224.62,241.9048,279.523766667,263.261272727,280.000066667,407.619066667,457.619066667,314.6032,320.634866667,244.4444,368.571533334,424.867788889
225.00,184.9382,225.925766667,199.528666667,226.666666667,332.8394,366.049233333,243.456733333,251.604933333,193.3334,276.296466667,335.349644444
225.38,195.733333333,242.533333333,207.296969697,243.2,355.466666667,391.733333333,246.666666666,279.2,206.666666667,302.933333333,358.977777778
225.75,147.619,185.3333,154.251090909,195.428533333,250.476066667,280.285766667,188.380933333,208.761866667,158.476266667,233.142933333,271.238022222
226.13,165.333333333,213.333333333,170.181818182,234.666666667,325.333333333,338.933333333,231.2,255.466666667,190.133333333,290.933333333,347.066666667
226.51,175.0618,202.839566667,163.254842424,225.431933333,311.110933333,330.370333333,219.506333333,258.7654,186.666666667,280.2468,313.415666667
226.88,182.666666667,233.466666667,169.527272727,240.0,314.933333333,336.133333333,231.466666667,281.6,189.6,273.866666667,326.711111111
227.26,155.833333333,193.125,149.488636364,213.125,253.125,285.833333333,190.208333333,230.208333334,169.583333333,226.25,260.034722222
227.64,177.619066667,209.999933333,172.575812121,248.809466667,279.7618,318.928566667,231.666866667,246.428533333,188.809466667,253.571466667,287.0238
228.01,159.2064,170.7936,160.851357576,203.333333333,212.222133333,236.5078,185.396666667,195.714266667,162.380866667,205.555466667,232.222277778
228.39,180.170933333,187.521333333,182.688369697,222.905933333,228.718,251.623866667,200.512933333,211.453,184.273533333,228.034266667,252.1082
228.76,361.481466666,362.962966667,397.407387879,437.037066667,444.074,492.778,385.555533333,407.037066667,362.962933333,442.2222,527.037022222
229.14,823.333333333,825.416666667,902.803030302,939.999999999,955.0,1084.58333333,873.333333333,893.333333332,846.666666666,984.999999999,1193.05555556
229.52,-5466.66666667,-5430.0,-6427.27272727,-6613.33333333,-7040.0,-8090.00000001,-6233.33333333,-6100.0,-6053.33333333,-7493.33333334,-8688.88888887
229.89,-486.666666667,-471.4815,-559.192000001,-597.777733334,-697.777733333,-819.259133333,-534.074066667,-557.036999999,-542.222333333,-691.1112,-846.296177779
230.27,-141.428533333,-127.8572,-165.086539394,-172.619066667,-193.5714,-246.190566667,-143.571466667,-165.714333333,-144.047666667,-200.0,-236.587277778
230.65,-70.5426000001,-69.0697333333,-89.7675090909,-93.3332666667,-102.945666667,-136.279066667,-81.7056666669,-87.9069333333,-77.6743333332,-116.124133333,-134.7028
231.02,-86.5041333333,-80.9756666668,-107.080660606,-105.8536,-119.024266667,-161.9511,-97.0732666667,-105.2032,-97.0732,-142.439,-150.1356
231.40,-115.495466667,-107.927966667,-137.313727273,-134.234266667,-150.990933333,-192.342366667,-138.198133333,-133.513466667,-127.026933333,-178.7388,-175.915933333
231.78,-63.2593333333,-61.4074666666,-85.8315515151,-77.6295333335,-101.7778,-130.592566667,-84.4445333333,-88.1481333333,-79.4074666667,-110.2222,-111.259077778
232.15,-13.9079333333,-16.6666666667,-26.1546181819,-24.7126666667,-52.4138,-73.3333666667,-34.1377333333,-26.3218666667,-29.8850666667,-48.1608666667,-43.2566111111
232.53,5.70279999998,5.62243333332,2.29992727274,1.84753333332,-20.8032,-35.6225,-9.31720000002,2.00793333332,-5.62246666666,-16.1445333333,-8.47386666666
232.90,-9.95433333332,-7.67113333333,-11.3076242424,-12.7855333333,-38.7213999999,-56.5298,-22.7397333333,-12.7856,-23.7444,-34.2466666667,-22.9831777778
233.28,-36.1455333332,-24.5831333333,-32.4430727274,-32.0830666667,-63.2289333333,-85.4164666665,-43.8539999999,-34.0622,-48.6456666667,-62.1872666667,-38.8713555555
233.66,-58.9743333335,-41.4872,-48.4848484849,-45.8462,-76.3076000001,-95.9485666666,-56.5127333333,-45.6410666667,-66.8719333333,-72.9230666667,-53.5555333333
234.03,-69.6712666667,-49.2487,-61.1183575759,-54.6480666667,-83.5680666666,-94.3660666666,-67.7931999999,-52.0188666667,-75.9623333333,-81.5962666667,-57.0578333333
234.41,-125.7516,-102.614533333,-112.323090909,-106.5358,-145.359533333,-154.444466667,-125.4902,-93.2026666665,-133.856066667,-142.0914,-106.840888889
234.78,-129.2,-109.133333333,-120.0,-107.2,-148.266666667,-156.2,-124.4,-90.3999999999,-134.4,-143.466666667,-106.844444445
235.16,-106.666733333,-86.3159000001,-97.4481939393,-82.5731333333,-121.8714,-123.859666667,-103.274866667,-68.4210000001,-105.614066667,-115.672466667,-78.8693777779
235.54,-114.339533333,-89.7484333334,-106.780963636,-83.2704,-128.679266667,-130.1258,-102.8932,-74.3395333333,-107.9246,-121.886866667,-85.4298666667
235.91,-162.518466667,-138.370333333,-147.245860606,-126.963066667,-171.999933333,-182.444366667,-141.629666667,-112.592533333,-148.888866667,-172.592666667,-130.1727
236.29,-254.2856,-219.143033334,-236.813866667,-202.857133333,-249.333466667,-264.380866667,-214.285666667,-198.0954,-226.0952,-264.5714,-211.650844445
236.66,-250.857066667,-222.9524,-244.051957576,-203.2382,-248.9524,-265.047533333,-220.9524,-207.238066667,-224.7618,-263.8094,-217.714355556
237.04,-239.819733333,-213.5136,-222.653642424,-187.207266667,-236.036,-250.4503,-212.612466667,-193.873866667,-201.4414,-244.144066667,-196.876877778
237.41,-244.7618,-226.7618,-238.493575758,-192.7618,-254.285733333,-258.857133333,-219.047666667,-203.619133333,-218.857066667,-256.190533333,-211.460477778
237.79,-171.333333333,-166.533333333,-169.090909091,-135.333333333,-178.266666667,-183.6,-146.533333333,-147.6,-152.266666667,-181.6,-144.0
238.17,-118.888866667,-117.2726,-117.245012121,-90.8081333333,-121.2122,-130.302966667,-99.6970666667,-98.7878666667,-109.899,-128.888933333,-99.1076666666
238.54,-81.4558666667,-78.1227666667,-83.3786181819,-54.7128,-85.3639999999,-95.4022333333,-68.046,-65.9770000001,-76.4750666668,-86.5901333333,-64.5339888889
238.92,-94.2527333335,-90.9195000001,-98.0286666668,-64.751,-102.375466667,-109.655266667,-81.9157333333,-80.5365333334,-90.7279333333,-103.295066667,-78.7100888889
239.29,-68.3333333334,-66.9666666667,-78.2666666668,-51.4,-79.2666666667,-83.9333333333,-61.7999999999,-58.8666666666,-73.8000000001,-82.9999999999,-62.3333333335
239.67,-40.2877333333,-39.1367333333,-47.8134484848,-26.8104666667,-46.1870666667,-51.9183,-38.8967333333,-30.5996,-45.7074,-49.8322,-33.5572222222
240.04,-25.8777333333,-25.2072,-32.5301333333,-13.0571333333,-28.9153333333,-32.6824333333,-26.4299333333,-14.8325333333,-32.3471333333,-35.0295333333,-18.3696
240.42,-15.0243333333,-13.4796333333,-21.6200969697,-4.03253333335,-19.5446666667,-20.8781333333,-18.3091333333,-4.87806666667,-21.9187333333,-24.9107333333,-9.39307777778
240.79,-18.9926,-18.2073666667,-25.0881090909,-9.39246666666,-22.4,-24.9480333333,-21.4815333333,-6.60733333333,-26.2814,-28.0296666667,-12.3457333333
241.17,-14.8737333333,-14.9115666667,-21.1639878788,-7.27266666668,-18.6111333333,-20.1388,-17.7021333333,-1.71726666667,-22.1968666667,-23.4595333333,-9.17497777779
241.54,-9.50533333333,-8.2151,-14.1309818182,-3.05366666665,-11.1396,-11.4301333333,-11.2902666667,4.70986666667,-14.6023333333,-17.0538,-2.38341111112
241.92,-3.53939999999,-2.38763333335,-8.39123030303,1.76026666666,-4.60666666667,-4.57880000001,-6.91013333334,11.1798,-9.04506666667,-9.99999999999,2.56872222221
242.29,-2.05266666665,-1.20173333334,-7.1067030303,2.98233333333,-3.24546666665,-3.27186666667,-5.96493333333,12.7718666666,-7.10519999999,-7.64906666668,3.62856666665
242.67,-2.3326,-1.69559999999,-7.19004848486,2.0016,-2.87833333333,-2.74596666667,-6.63353333333,13.0851333333,-7.77506666665,-7.75846666665,3.17622222222
243.05,1.282,1.96086666667,-2.70116363638,5.39966666667,1.5082,1.52349999999,-3.01659999999,16.561,-3.28820000001,-3.45393333333,6.70449999999
243.42,-1.37460000001,-0.177366666664,-4.78129090909,4.07986666667,-0.118199999993,-0.6284,-5.12933333333,15.3732666667,-5.11446666666,-4.5972,4.58256666666
243.80,-2.46006666667,-1.61746666667,-6.63224848484,2.67286666667,-2.0046,-1.52616666666,-6.37833333334,14.5937333333,-6.94013333333,-6.10486666667,2.60436666667
244.17,-2.97913333334,-1.20026666667,-7.16357575758,2.77646666667,-2.29933333333,-1.61976666667,-6.72453333334,14.4614,-6.57986666668,-5.71226666667,2.63435555555
244.55,-2.82006666667,-0.739233333334,-6.62569696968,3.176,-1.191,-0.992566666667,-5.05126666667,15.5373333333,-5.55779999999,-3.99726666667,3.14861111111
244.92,0.037933333328,2.28976666667,-4.04109090908,6.37586666667,1.84686666667,3.04240000001,-2.30240000002,19.0005333333,-2.63139999999,-1.16373333333,5.6484
