wavelength,Back_HemFlaf,Belly_HemFlaf,Breast_HemFlaf,Crissum_HemFlaf,Crown_HemFlaf,DorTail_HemFlaf,Patch10_HemFlaf,Rump_HemFlaf,Throat_HemFlaf,WingTip_HemFlaf
245.67,4.77744444445,8.36177777778,5.84011111111,7.66233333333,5.47133333333,11.3226666667,7.467,6.39322222222,6.39322222222,9.13177777779
246.05,4.11066666667,7.58833333333,5.22177777778,7.26455555556,5.02733333333,10.7424444444,6.77144444444,5.71488888889,5.58544444444,8.29077777778
246.42,3.98133333334,7.37811111111,4.97111111111,7.02388888889,4.85144444444,10.5586666667,6.71088888889,5.528,5.30688888889,8.20199999999
246.79,4.22622222222,7.48022222222,5.08188888889,7.241,5.12377777778,10.7671111111,6.88888888889,5.79888888889,5.60588888889,8.41088888889
247.17,4.61688888889,7.65511111111,5.41033333333,7.55455555556,5.37566666666,10.9175555556,7.22555555556,6.27333333333,6.09933333333,8.61099999999
247.54,4.35088888889,7.36166666667,5.25666666667,7.28011111111,5.10088888889,10.5282222222,7.02011111111,5.95455555556,5.99177777778,8.33788888889
247.92,4.42577777778,7.38688888889,5.30733333333,7.22511111111,5.221,10.3195555556,7.17111111111,6.04477777778,5.98033333333,8.32611111112
248.29,4.29088888889,7.06788888889,4.96311111111,6.91211111111,4.896,9.84488888888,6.90155555556,5.69188888889,5.61033333333,8.05844444444
248.67,4.36711111111,6.967,4.817,6.74377777778,4.64733333333,9.60233333332,6.90677777778,5.65311111111,5.51477777778,7.89155555557
249.04,4.61677777778,7.25088888889,4.90077777778,6.97811111111,4.748,9.56133333332,7.12,5.82111111111,5.66477777778,8.00777777777
249.42,4.90455555556,7.40488888889,5.14322222222,7.11577777778,4.74655555555,9.8818888889,7.324,5.91388888889,5.87533333333,8.35266666668
249.79,5.10622222222,7.462,5.381,6.99011111111,4.66688888889,9.95355555553,7.62622222222,6.02144444444,6.09111111111,8.62777777778
250.17,5.83666666667,8.15111111111,6.04733333333,7.40011111111,5.04611111111,10.5095555555,8.26533333333,6.64033333333,6.77633333334,9.21388888889
