wavelength,Back_HemFlaf,Belly_HemFlaf,Breast_HemFlaf,Crissum_HemFlaf,Crown_HemFlaf,DorTail_HemFlaf,Patch10_HemFlaf,Rump_HemFlaf,Throat_HemFlaf,WingTip_HemFlaf
308.90,4.284,12.6143333333,8.62,11.2067777778,4.62344444444,8.45233333333,6.303,6.99677777778,9.91233333334,6.78588888889
309.27,4.18933333333,12.469,8.57211111111,11.1573333333,4.58911111111,8.41,6.17422222222,6.85033333333,9.87722222223,6.67322222222
309.64,4.07655555555,12.4515555555,8.49944444445,11.1316666667,4.48377777778,8.11444444444,6.02211111111,6.70866666667,9.91122222224,6.59455555555
310.01,4.01533333333,12.4867777778,8.54222222222,11.2033333333,4.51511111111,8.05611111111,6.00433333333,6.84288888889,10.1038888889,6.74122222222
310.38,4.04177777778,12.5953333333,8.61077777778,11.3613333333,4.51555555555,8.04144444445,6.09688888889,6.84022222222,10.3068888889,6.76566666667
310.75,3.91322222222,12.526,8.50166666667,11.2634444444,4.30822222222,7.79822222222,5.92233333333,6.66933333333,10.2156666667,6.55466666667
311.12,3.89355555555,12.4974444444,8.51488888889,11.3302222222,4.25188888889,7.73155555556,5.84044444444,6.56611111111,10.2683333333,6.46388888889
311.49,3.92922222222,12.682,8.66966666667,11.4518888889,4.37911111111,7.78944444444,5.99255555556,6.70233333333,10.4314444444,6.593
311.85,3.86877777778,12.7951111111,8.82188888889,11.5431111111,4.43711111111,7.857,6.07988888889,6.82311111111,10.6528888889,6.663
312.22,3.85244444444,12.8493333333,8.94977777778,11.5624444445,4.43611111111,7.818,6.06277777778,6.9,10.8163333334,6.57666666667
312.59,3.66388888889,12.8515555556,8.8561111111,11.5331111111,4.213,7.661,5.88033333333,6.738,10.7931111111,6.33144444444
312.96,3.491,12.813,8.75533333334,11.4678888889,3.93888888889,7.47166666667,5.72,6.52655555556,10.7605555556,6.13433333333
313.33,3.51044444444,13.1245555556,8.90833333333,11.6725555555,3.94366666667,7.58244444444,5.92255555556,6.68333333333,10.9887777778,6.28677777778
313.70,3.60677777778,13.3292222222,9.14222222221,11.8692222222,3.91888888889,7.81233333333,6.074,6.83633333333,11.1991111111,6.35455555556
314.07,3.68333333333,13.5805555556,9.35288888888,12.1106666666,3.948,7.95444444444,6.25055555556,6.97444444444,11.3756666667,6.28088888889
314.43,3.82911111111,13.9134444444,9.60755555555,12.3852222222,4.09655555556,8.11488888889,6.35977777778,7.22188888889,11.5743333334,6.40877777778
314.80,3.77966666667,14.101,9.71866666665,12.5694444445,4.22711111111,8.201,6.46622222222,7.23777777778,11.7454444444,6.47522222222
315.17,3.62277777778,14.2224444444,9.6981111111,12.4773333333,4.17855555556,8.11411111111,6.41155555556,7.21511111111,11.7978888889,6.37422222222
315.54,3.73377777778,14.4674444444,9.85088888888,12.6942222222,4.26311111111,8.21977777778,6.53722222222,7.38677777778,12.1247777778,6.44455555555
315.91,3.89488888889,14.6318888889,9.87433333332,12.7623333333,4.30677777778,8.211,6.603,7.425,12.2494444445,6.447
316.28,3.87111111111,14.7706666667,9.92255555556,12.8507777778,4.27311111111,8.17822222222,6.64544444444,7.45644444444,12.3117777778,6.47466666667
316.64,4.018,15.0952222222,10.1558888889,13.1442222222,4.46277777778,8.24855555556,6.83433333333,7.69511111111,12.5422222222,6.73044444444
317.01,4.01522222222,15.3451111111,10.3167777778,13.2195555556,4.53533333333,8.22277777778,6.90122222222,7.90455555556,12.6634444444,6.75322222222
317.38,4.01933333333,15.3546666667,10.296,13.2633333333,4.48055555555,8.02388888889,6.76477777778,7.853,12.6776666667,6.62322222222
317.75,3.92511111111,15.377,10.1525555556,13.2024444444,4.42766666667,7.88477777778,6.605,7.745,12.7096666667,6.55588888889
318.12,3.80766666667,15.4902222222,10.0397777778,13.1645555556,4.31966666667,7.64977777778,6.46966666667,7.60777777778,12.6648888889,6.51666666667
318.49,3.74233333333,15.595,10.0383333333,13.1553333333,4.34066666667,7.60611111111,6.459,7.59122222222,12.7203333333,6.57277777778
318.85,3.93955555556,15.8888888889,10.31,13.4183333333,4.41944444445,7.76522222222,6.53622222222,7.77255555556,13.0252222222,6.71411111111
319.22,4.20555555556,16.1662222222,10.659,13.8857777778,4.66511111111,7.92888888889,6.851,7.99866666667,13.3765555556,6.85833333333
319.59,4.18944444445,16.2331111111,10.8235555556,13.8807777778,4.65444444445,7.90166666667,6.84166666667,7.97144444444,13.4157777778,6.73677777778
319.96,4.15244444444,16.4358888889,11.0556666667,13.9728888889,4.69955555556,7.98455555556,6.85777777778,7.99733333333,13.5115555556,6.74444444445
320.32,4.17666666667,16.5054444444,11.1745555556,14.1052222222,4.76022222222,7.99266666666,6.90677777778,8.041,13.6306666667,6.76711111111
320.69,4.32822222222,16.7112222222,11.4272222222,14.2693333333,4.86855555556,8.12855555556,7.00977777778,8.12377777778,13.8691111111,6.88488888889
321.06,4.46944444444,16.7884444444,11.5731111111,14.5575555556,4.90577777778,8.30922222222,7.05811111111,8.11122222222,14.1084444444,7.02244444444
321.43,4.22288888889,16.7341111111,11.5175555555,14.4194444444,4.68044444444,8.05955555556,6.91877777778,7.88933333333,14.1272222222,6.75855555556
321.80,4.28388888889,16.8863333333,11.7615555556,14.4757777778,4.86888888889,8.103,6.99555555555,7.91455555556,14.2147777778,6.73944444445
322.16,4.52466666666,17.0356666667,12.0781111111,14.5727777778,5.14711111111,8.32333333333,7.16955555556,8.02577777778,14.5975555555,6.83
322.53,4.51611111111,17.1162222222,12.1785555555,14.4573333333,5.05711111111,8.20355555555,6.99244444445,7.83544444445,14.6207777778,6.62911111111
322.90,4.74,17.377,12.4866666667,14.6954444445,5.33,8.34822222222,7.26644444445,8.04733333333,14.9078888889,6.84144444444
323.27,4.85311111111,17.5736666667,12.5644444444,14.7527777778,5.41588888889,8.48111111111,7.23922222222,8.08566666667,14.9831111111,6.909
323.63,4.81233333333,17.5774444445,12.5773333333,14.7625555555,5.45488888889,8.38466666667,7.18566666667,7.94577777778,14.9732222222,6.92555555555
324.00,4.70322222222,17.5342222222,12.5326666667,14.7262222222,5.42066666667,8.27477777778,7.191,7.93044444445,14.9917777778,6.76311111111
324.37,4.35377777778,17.4751111111,12.2991111111,14.4502222222,5.20833333333,7.87033333333,6.88111111111,7.57977777778,14.8347777778,6.41333333333
324.74,4.32266666667,17.5122222222,12.2847777778,14.4422222222,5.26266666667,7.85255555556,6.85888888889,7.58744444445,14.8396666667,6.30622222222
325.10,4.22388888889,17.6168888889,12.2902222222,14.3134444445,5.20922222222,7.76744444444,6.81655555556,7.50088888889,14.8485555556,6.16833333334
325.47,4.50755555556,17.943,12.5537777778,14.5615555556,5.52111111111,8.08788888889,7.07611111111,7.765,15.154,6.42844444444
325.84,4.48888888889,18.153,12.5985555555,14.6871111111,5.45022222222,7.96833333333,7.20233333333,7.81366666667,15.2634444444,6.44222222222
326.21,4.34155555556,18.1918888889,12.6374444445,14.708,5.39233333333,7.81422222222,7.12833333333,7.73588888889,15.1662222222,6.37
326.57,4.47333333333,18.3553333333,12.8025555556,14.9421111111,5.57933333333,7.89066666667,7.37088888889,7.92655555555,15.3842222222,6.52411111111
326.94,4.27455555556,18.3175555556,12.6471111111,14.8231111111,5.44188888889,7.63122222222,7.21766666666,7.75988888889,15.2726666667,6.34111111111
327.31,4.25411111111,18.4314444445,12.7474444445,14.9565555556,5.49322222222,7.57944444444,7.28811111111,7.86711111111,15.4428888889,6.44644444445
327.67,4.17988888889,18.4474444444,12.6684444445,14.9144444444,5.334,7.43522222222,7.25077777778,7.78133333333,15.407,6.27911111111
328.04,4.28488888889,18.5894444444,12.7394444444,15.0431111111,5.37422222222,7.49366666667,7.19833333333,7.82355555556,15.4745555555,6.35066666667
328.41,4.66966666667,18.9345555556,13.0728888889,15.3243333333,5.63588888889,7.73477777778,7.48344444445,8.158,15.7438888889,6.64455555555
328.78,4.69333333333,19.0748888889,13.1745555556,15.3477777778,5.59677777778,7.70133333333,7.50733333333,8.13644444444,15.8143333333,6.68811111111
329.14,4.91377777778,19.3261111111,13.4243333333,15.5844444445,5.79455555556,7.71888888889,7.66522222222,8.308,16.0665555556,6.88966666667
329.51,4.94822222222,19.3947777778,13.5382222222,15.6531111111,5.78466666667,7.56344444445,7.62144444444,8.31777777778,16.0474444444,6.85511111111
329.88,5.223,19.6046666667,13.8722222222,15.9152222222,6.09055555556,7.85644444445,7.83811111111,8.625,16.3176666667,7.09388888889
330.24,5.40511111111,19.7313333333,14.0741111111,16.1315555556,6.19255555555,7.99544444444,8.00977777778,8.722,16.5607777778,7.18355555555
330.61,5.25411111111,19.7572222222,14.0957777778,16.1391111111,6.16466666667,7.99411111111,7.95144444444,8.67244444444,16.5606666666,7.04466666667
330.98,5.34644444444,19.8268888889,14.2037777778,16.1483333333,6.24977777778,8.06711111111,8.03055555556,8.716,16.6132222222,7.02822222222
331.34,5.44211111111,19.9731111111,14.3524444444,16.244,6.33766666667,8.22344444444,8.18111111112,8.80566666667,16.6234444444,6.99444444445
331.71,5.64277777778,20.1921111111,14.6524444445,16.5022222222,6.58155555555,8.46488888889,8.41355555556,9.10677777778,16.8488888889,7.241
332.08,5.68166666666,20.3888888889,14.7893333333,16.5934444444,6.66177777778,8.45011111111,8.56177777779,9.129,17.0413333333,7.32711111111
332.44,5.59211111111,20.3703333333,14.7454444445,16.5934444444,6.55277777778,8.45477777778,8.46844444443,9.05866666667,17.0064444445,7.21833333333
332.81,5.622,20.4925555556,14.882,16.6553333333,6.62577777778,8.46344444445,8.56233333334,9.13822222222,17.14,7.17488888889
333.18,5.64444444445,20.5166666666,14.8984444444,16.722,6.66855555555,8.50711111111,8.62677777777,9.16977777778,17.1261111111,7.12533333333
333.54,5.58044444444,20.5205555556,14.8813333333,16.7173333333,6.67355555556,8.57077777778,8.68500000001,9.192,17.1227777778,7.17866666666
333.91,5.53211111111,20.4524444444,14.7718888889,16.6648888889,6.51911111111,8.37055555556,8.61155555557,9.017,17.0216666667,7.03188888889
334.28,5.50011111111,20.4983333334,14.6288888889,16.6112222222,6.49711111111,8.35666666667,8.57755555557,8.98966666667,17.0142222222,7.02822222222
334.64,5.38177777778,20.5005555556,14.5278888889,16.4963333333,6.32022222222,8.16522222222,8.44933333333,8.83377777778,16.9374444445,6.99755555555
335.01,5.31233333334,20.4951111111,14.4904444444,16.474,6.20733333333,8.12811111111,8.36688888888,8.68444444445,16.9432222222,6.94511111111
335.38,4.975,20.224,14.2362222222,16.1567777778,5.90144444444,7.75822222222,8.02911111111,8.326,16.7797777778,6.72466666667
335.74,4.98577777778,20.3582222222,14.2002222222,16.148,5.91866666667,7.682,7.99622222222,8.20311111111,16.8144444444,6.725
336.11,5.09488888889,20.4556666667,14.4042222222,16.2787777778,5.99577777778,7.75911111111,8.02944444444,8.33033333333,16.8601111111,6.775
336.47,5.38166666667,20.5754444445,14.6186666667,16.5012222222,6.30277777778,7.93455555556,8.2641111111,8.46811111111,17.0646666667,6.918
336.84,5.44988888889,20.606,14.6175555556,16.5692222222,6.39822222222,7.92511111111,8.25555555556,8.52166666666,17.0683333333,6.95855555556
337.21,5.43922222222,20.5924444445,14.5636666667,16.5422222222,6.34988888889,7.92055555556,8.17933333333,8.51833333334,17.0385555555,6.92811111111
337.57,5.45533333333,20.6762222222,14.5994444444,16.573,6.339,7.91122222222,8.11522222222,8.44811111111,17.0196666667,6.87255555555
337.94,5.45044444444,20.7567777778,14.6857777778,16.5942222222,6.41133333333,7.93388888889,8.06744444444,8.499,17.143,6.90466666667
338.31,5.41644444444,20.8165555556,14.7021111111,16.6168888889,6.41377777778,7.81477777778,8.00666666667,8.47366666667,17.0874444444,6.89544444444
338.67,5.7,20.9408888889,14.9177777778,16.8614444444,6.67444444445,7.93955555556,8.23355555556,8.67455555556,17.2927777778,7.07988888889
339.04,5.69088888889,20.9187777778,14.8765555556,16.7971111111,6.61277777778,7.83711111111,8.19955555555,8.66855555556,17.2143333333,6.99922222222
339.40,5.93288888889,21.128,14.9532222222,16.9592222222,6.71466666667,7.92922222222,8.38422222222,8.72077777778,17.3083333333,7.02066666667
339.77,5.80911111111,20.9675555556,14.8434444444,16.8518888889,6.55344444445,7.78566666667,8.236,8.54766666667,17.1238888889,6.84588888889
340.14,5.744,20.828,14.6473333333,16.7842222222,6.48533333333,7.70911111111,8.113,8.36066666667,17.0033333333,6.755
340.50,5.743,20.9153333333,14.6991111111,16.7977777778,6.45166666667,7.69333333333,8.09588888889,8.40822222222,17.0102222222,6.80311111111
340.87,5.79722222222,21.0061111111,14.7146666667,16.8651111111,6.44633333333,7.71688888889,8.10566666667,8.39233333333,17.0585555556,6.79955555556
341.23,5.87011111111,21.1571111111,14.8541111111,16.9353333333,6.58533333333,7.73788888889,8.189,8.36866666667,17.121,6.854
341.60,5.98188888889,21.2213333333,14.9497777778,16.967,6.69322222222,7.75322222222,8.25366666666,8.45088888889,17.2248888889,6.89622222222
341.96,6.04344444444,21.329,14.9834444444,17.0542222222,6.77355555555,7.85522222222,8.34144444445,8.47633333333,17.1934444444,6.965
342.33,6.09788888889,21.3233333333,15.0537777778,17.0171111111,6.78744444444,7.87222222222,8.3108888889,8.44377777778,17.1737777778,6.93655555556
342.70,6.00222222222,21.2368888889,14.9578888889,16.8908888889,6.71122222222,7.81744444444,8.168,8.32666666667,16.9942222222,6.81155555556
343.06,6.06944444444,21.3248888889,15.013,16.967,6.76766666667,7.86588888889,8.18688888888,8.27277777778,17.0286666667,6.84344444444
343.43,6.07433333333,21.4182222222,15.1372222222,17.0283333333,6.85,7.885,8.178,8.35788888889,17.0792222222,6.941
343.79,6.01144444444,21.4476666667,15.1317777778,16.9924444445,6.79688888889,7.85533333333,8.09855555557,8.28744444445,17.0454444444,6.92688888889
344.16,5.88944444444,21.3638888889,15.0898888889,16.8322222222,6.673,7.70622222222,7.99744444445,8.16844444444,16.9108888889,6.82611111111
344.52,5.70577777778,21.2427777778,14.9152222222,16.735,6.48844444444,7.56344444445,7.89288888889,8.01044444445,16.7446666667,6.70033333333
344.89,5.51622222222,21.0591111111,14.7602222222,16.519,6.31255555556,7.41055555556,7.78011111111,7.82355555556,16.5487777778,6.54933333333
345.25,5.41644444444,20.93,14.638,16.3662222222,6.10366666667,7.29744444444,7.65388888889,7.67677777778,16.3942222222,6.40322222222
345.62,5.26622222222,20.7878888889,14.5142222222,16.258,5.90777777778,7.18844444444,7.54033333333,7.48544444444,16.2783333333,6.248
345.99,5.17622222222,20.6646666667,14.416,16.139,5.76533333333,7.02888888889,7.41644444445,7.33366666667,16.1804444445,6.11388888889
346.35,5.08988888889,20.6802222222,14.4151111111,16.1622222222,5.69822222222,7.02744444444,7.41844444445,7.28466666667,16.1903333333,6.05722222222
346.72,5.06377777778,20.7003333333,14.4273333333,16.1733333333,5.65422222222,7.042,7.40433333333,7.28888888889,16.2137777778,6.042
347.08,5.11577777778,20.7468888889,14.532,16.2767777778,5.73,7.126,7.514,7.39,16.259,6.12477777778
347.45,5.03788888889,20.6673333333,14.5036666667,16.2248888889,5.61844444445,7.042,7.42922222222,7.30044444444,16.1287777778,5.99344444444
347.81,5.18811111111,20.7744444444,14.607,16.3835555556,5.73544444445,7.13311111111,7.56366666667,7.43188888889,16.211,6.02466666666
348.18,5.20188888889,20.749,14.5906666667,16.3823333333,5.71744444445,7.13766666667,7.56066666667,7.40577777778,16.1878888889,5.98555555556
348.54,5.242,20.8255555556,14.6765555556,16.4445555556,5.79266666667,7.16877777778,7.595,7.41755555556,16.2848888889,6.04266666667
348.91,5.47788888889,20.9781111111,14.9321111111,16.6802222222,6.03544444445,7.36122222222,7.76455555557,7.58733333333,16.514,6.28044444445
349.27,5.54933333333,21.0505555555,15.0548888889,16.7993333333,6.18233333333,7.48866666667,7.88044444445,7.69266666667,16.617,6.46377777778
349.64,5.60711111111,21.1992222222,15.0854444444,16.8861111111,6.29133333333,7.542,7.95933333333,7.77777777778,16.6313333333,6.54611111111
350.00,5.70366666667,21.2647777778,15.1326666667,16.9671111111,6.41622222222,7.62288888889,8.04177777779,7.86533333333,16.6693333333,6.70855555556
350.37,5.78444444444,21.2631111111,15.1024444444,16.9701111111,6.46466666667,7.64766666667,8.08822222223,7.93877777778,16.6378888889,6.77566666667
350.73,5.87388888889,21.3117777778,15.159,17.0488888889,6.54355555555,7.71188888889,8.19955555554,7.98022222222,16.6553333333,6.85322222222
351.10,5.88044444444,21.262,15.0804444444,16.9954444444,6.56166666666,7.685,8.1491111111,7.93088888889,16.5825555555,6.84711111111
351.46,6.04522222222,21.2802222222,15.1426666667,17.0563333333,6.77122222222,7.88222222222,8.33233333332,8.00711111111,16.67,6.98566666667
351.83,6.06766666667,21.2418888889,15.1355555556,17.0317777778,6.87633333333,7.91855555556,8.34711111111,8.03088888889,16.7027777778,7.06344444444
352.19,6.13333333333,21.3011111111,15.1906666667,17.1663333333,7.01755555556,8.017,8.46266666665,8.122,16.8037777778,7.18266666667
352.55,5.99233333333,21.1567777778,15.0042222222,16.9508888889,6.88866666667,7.86266666667,8.29222222223,7.98211111111,16.5425555556,7.03488888889
352.92,5.87666666667,21.0575555555,14.8784444444,16.8651111111,6.83277777778,7.77877777778,8.2138888889,7.88488888889,16.4035555555,6.95177777778
353.28,5.87333333333,20.9611111111,14.7956666667,16.7797777778,6.83966666667,7.76222222222,8.15566666668,7.82122222222,16.3575555555,6.93322222222
353.65,5.89855555556,20.8274444444,14.814,16.8037777778,6.84044444445,7.84766666667,8.13644444443,7.80566666666,16.3432222222,6.97122222222
354.01,5.89388888889,20.8047777778,14.8415555555,16.8037777778,6.79322222222,7.87788888889,8.15077777777,7.75955555556,16.3031111111,6.90666666667
354.38,5.81388888889,20.764,14.828,16.73,6.71188888889,7.78955555556,8.10644444443,7.663,16.1828888889,6.85288888889
354.74,5.76644444445,20.6704444444,14.7722222222,16.6465555556,6.64855555555,7.699,8.01222222221,7.56844444444,16.0938888889,6.78144444444
355.11,5.67633333333,20.574,14.7598888889,16.5903333333,6.54488888889,7.63377777778,7.95966666667,7.49011111111,16.0438888889,6.68844444445
355.47,5.543,20.4016666667,14.6582222222,16.4834444445,6.35533333333,7.52611111111,7.81033333332,7.38188888889,15.875,6.62211111111
355.83,5.48433333333,20.2833333334,14.5597777778,16.3098888889,6.23,7.44766666667,7.79477777778,7.29055555556,15.681,6.60866666667
356.20,5.44533333333,20.1726666667,14.4836666667,16.1703333333,6.19388888889,7.39888888889,7.76177777777,7.21155555556,15.5276666667,6.58633333333
356.56,5.55733333334,20.1693333333,14.6154444445,16.2564444444,6.317,7.52866666667,7.90588888888,7.25222222222,15.5638888889,6.67255555556
356.93,5.50877777778,20.0941111111,14.5757777778,16.2218888889,6.24522222222,7.51466666667,7.91677777778,7.20166666667,15.4325555556,6.67922222222
357.29,5.38288888889,19.9031111111,14.4096666667,16.0806666667,6.14033333333,7.36066666667,7.82622222221,7.09644444445,15.2151111111,6.55366666667
357.66,5.364,19.7283333333,14.3281111111,15.951,6.15533333333,7.312,7.90244444443,7.07911111111,15.0706666667,6.57155555556
358.02,5.24455555555,19.5612222222,14.1657777778,15.7925555556,6.07811111111,7.21177777778,7.81344444444,6.94188888889,14.9024444444,6.50544444444
358.38,5.19877777778,19.3207777778,13.9865555555,15.6881111111,6.09666666667,7.16111111111,7.76644444444,6.84633333333,14.7507777778,6.43077777778
358.75,5.13866666667,19.204,13.8638888889,15.6008888889,6.09411111111,7.12166666667,7.7488888889,6.77577777778,14.5874444444,6.41288888889
359.11,5.12611111111,19.1408888889,13.76,15.5761111111,6.08955555555,7.15666666667,7.73855555556,6.79233333333,14.4808888889,6.43366666666
359.48,5.17122222222,19.1496666667,13.7432222222,15.5685555555,6.174,7.20277777778,7.81733333332,6.81222222222,14.4591111111,6.48988888889
359.84,5.072,19.0305555555,13.6123333333,15.5091111111,6.10933333333,7.12777777778,7.73400000001,6.74233333333,14.3311111111,6.37255555556
360.20,5.02788888889,18.9626666666,13.5052222222,15.4553333333,6.05477777778,7.11911111111,7.73433333332,6.70022222222,14.195,6.33877777778
360.57,5.002,18.8575555555,13.4195555556,15.3774444445,5.99611111111,7.10688888889,7.69144444445,6.68077777778,14.1074444444,6.34022222222
360.93,5.086,18.853,13.4286666667,15.3908888889,6.05966666667,7.16444444444,7.73333333333,6.75555555555,14.1437777778,6.40044444445
361.29,5.14522222222,18.8905555556,13.4761111111,15.4646666667,6.13233333333,7.24644444444,7.82911111112,6.82211111111,14.2251111111,6.45544444444
361.66,5.10344444444,18.8907777778,13.3721111111,15.4375555556,6.09455555556,7.15944444445,7.73577777779,6.76588888889,14.1693333333,6.38455555555
362.02,5.10344444444,18.8694444444,13.3481111111,15.4151111111,6.10533333333,7.17766666667,7.75533333333,6.78622222222,14.0852222222,6.391
362.39,5.14877777778,18.9483333333,13.4018888889,15.4774444444,6.14155555555,7.26411111111,7.82055555556,6.87177777778,14.1297777778,6.47911111111
362.75,5.151,18.9705555555,13.4043333333,15.487,6.15511111111,7.30877777778,7.85555555555,6.90333333333,14.1684444445,6.48655555556
363.11,5.21177777778,18.9785555555,13.4638888889,15.5001111111,6.25788888889,7.37577777778,7.91877777777,6.93255555556,14.1931111111,6.57911111111
363.48,5.152,18.8757777778,13.402,15.4132222222,6.214,7.32366666667,7.86466666665,6.90288888889,14.1005555555,6.55466666667
363.84,5.22377777778,18.8794444444,13.4416666667,15.4481111111,6.26233333333,7.404,7.96355555557,6.97188888889,14.088,6.60177777778
364.20,5.27222222222,18.8987777778,13.5237777778,15.4881111111,6.30655555556,7.45955555555,8.00711111112,7.00455555556,14.1316666667,6.64788888889
364.57,5.27377777778,18.9248888889,13.4972222222,15.5053333333,6.31711111111,7.47144444444,8.04377777779,7.01422222222,14.1256666667,6.63122222222
364.93,5.19522222222,18.8668888889,13.3533333333,15.3793333333,6.19977777778,7.38633333333,7.96722222223,6.892,13.9823333333,6.526
365.29,5.17233333333,18.8888888889,13.3172222222,15.3486666667,6.17033333334,7.40744444445,7.9561111111,6.86644444444,13.8825555556,6.49877777778
365.66,5.12477777778,18.9233333333,13.3448888889,15.2774444444,6.15833333334,7.44511111111,7.96055555555,6.845,13.8021111111,6.47522222222
366.02,5.12933333333,18.8733333334,13.303,15.2438888889,6.16155555556,7.45077777778,7.95455555555,6.83822222222,13.7905555555,6.46388888889
366.38,5.13433333333,18.8928888889,13.2744444445,15.2015555556,6.13966666667,7.43233333333,7.93788888889,6.80933333333,13.745,6.434
366.75,5.04388888889,18.8435555555,13.2158888889,15.1156666667,6.08511111111,7.36255555556,7.85733333333,6.71488888889,13.6076666667,6.38155555556
367.11,4.94555555556,18.7997777778,13.1354444444,15.0336666667,5.99655555556,7.23822222222,7.79344444445,6.624,13.4835555555,6.24433333333
367.47,4.90944444444,18.8196666667,13.0796666667,14.9858888889,5.953,7.21944444444,7.78388888889,6.57477777778,13.4481111111,6.209
367.84,4.89833333334,18.8553333333,13.1011111111,14.9942222222,6.00922222222,7.20444444444,7.79722222223,6.57933333333,13.4774444445,6.20288888889
368.20,4.86655555556,18.8584444445,13.0473333334,14.922,6.00911111111,7.13066666667,7.75022222221,6.57166666667,13.4127777778,6.154
368.56,4.81622222222,18.8003333333,12.9904444444,14.8355555556,6.01622222222,7.05111111111,7.73299999999,6.54422222222,13.3458888889,6.14644444445
368.93,4.82055555556,18.775,13.027,14.8247777778,6.07133333333,7.10666666667,7.75566666668,6.59644444445,13.3744444445,6.15388888889
369.29,4.81677777778,18.741,13.0007777778,14.749,6.05977777778,7.03777777778,7.74133333332,6.58055555555,13.3203333333,6.12077777778
369.65,4.89688888889,18.7474444444,13.0412222222,14.8615555556,6.09788888889,7.09344444445,7.79166666667,6.64611111111,13.3812222222,6.17977777778
370.01,4.95555555555,18.8237777778,13.1334444445,14.8764444444,6.16277777778,7.13866666667,7.84188888889,6.70055555556,13.4251111111,6.25955555556
370.38,4.95944444444,18.7618888889,13.1012222222,14.89,6.15422222222,7.13455555556,7.85277777779,6.70355555555,13.4052222222,6.27411111111
370.74,5.014,18.6712222222,13.0597777778,14.8675555555,6.129,7.12633333333,7.86522222223,6.75288888889,13.3658888889,6.29177777778
371.10,5.04444444444,18.6246666667,13.0028888889,14.7901111111,6.11744444444,7.13266666667,7.88044444444,6.78177777778,13.3372222222,6.336
371.46,5.05788888889,18.5524444444,12.9346666667,14.7704444444,6.15433333334,7.13388888889,7.87244444444,6.76633333333,13.2595555555,6.31011111111
371.83,5.017,18.426,12.8381111111,14.68,6.12111111111,7.11955555556,7.8108888889,6.70255555556,13.1803333333,6.30755555556
372.19,4.975,18.2746666667,12.7232222222,14.6095555556,6.07777777778,7.092,7.7861111111,6.66866666667,13.1038888889,6.25122222222
372.55,4.995,18.1864444445,12.6804444444,14.5668888889,6.05533333333,7.15722222222,7.782,6.65244444445,13.0312222222,6.23922222222
372.92,4.90788888889,18.027,12.5397777778,14.4854444444,6.01622222222,7.04222222222,7.72833333334,6.58355555556,12.843,6.17355555556
373.28,4.87288888889,17.8402222222,12.4337777778,14.4068888889,5.97866666667,7.03822222222,7.66677777777,6.53444444444,12.7035555556,6.14088888889
373.64,4.87444444444,17.6673333333,12.2994444444,14.2928888889,5.97611111111,7.00844444444,7.67888888888,6.49055555556,12.567,6.12088888889
374.00,4.77988888889,17.4287777778,12.0891111111,14.1416666667,5.87855555556,6.91722222222,7.58955555554,6.37888888889,12.3832222222,6.00766666667
374.37,4.72977777778,17.2342222222,11.9667777778,13.9954444445,5.79944444444,6.90422222222,7.541,6.29833333333,12.2357777778,5.93655555555
374.73,4.77022222222,17.1896666666,11.9273333333,13.978,5.84633333333,6.98266666667,7.64111111111,6.31511111111,12.2248888889,5.97877777778
375.09,4.71388888889,16.972,11.7597777778,13.908,5.80622222222,6.93988888889,7.57377777779,6.24011111111,12.0621111111,5.90711111111
375.45,4.68255555556,16.8487777778,11.6833333333,13.8245555556,5.79377777778,6.91544444445,7.57477777777,6.21644444445,11.9484444445,5.91733333333
375.81,4.65688888889,16.6623333333,11.5678888889,13.7297777778,5.76955555556,6.90377777778,7.57333333332,6.17511111111,11.7725555555,5.90744444444
376.18,4.69844444445,16.6041111111,11.5387777778,13.6898888889,5.83622222222,6.97222222222,7.61822222222,6.18044444444,11.7108888889,5.985
376.54,4.69477777778,16.5351111111,11.4974444444,13.6946666667,5.897,6.98233333333,7.65844444445,6.18777777778,11.625,6.05388888889
376.90,4.74011111111,16.4263333333,11.4553333333,13.6771111111,5.90155555556,7.06155555556,7.69099999999,6.16788888889,11.5323333333,6.09777777778
377.26,4.74855555556,16.3431111111,11.4094444444,13.6117777778,5.93866666666,7.11588888889,7.75722222221,6.19077777778,11.4546666667,6.14388888889
377.63,4.66244444444,16.1844444445,11.2797777778,13.4842222222,5.87988888889,7.10533333333,7.68877777777,6.08911111111,11.3231111111,6.097
377.99,4.76155555556,16.1541111111,11.2721111111,13.509,5.973,7.208,7.80422222223,6.14577777778,11.3056666667,6.16377777778
378.35,4.789,16.0953333333,11.2583333334,13.4927777778,6.06511111111,7.27388888889,7.84999999999,6.19955555555,11.2224444445,6.20577777778
378.71,4.73355555556,15.9094444444,11.1403333333,13.3584444444,6.03955555556,7.21666666667,7.79433333335,6.11822222222,11.0446666667,6.18366666667
379.07,4.71722222222,15.8177777778,11.1053333333,13.2638888889,6.05133333334,7.23077777778,7.82455555554,6.06422222222,10.9782222222,6.21266666667
379.44,4.73188888889,15.6662222222,11.0042222222,13.177,6.04122222222,7.249,7.8231111111,6.02344444444,10.8774444445,6.18933333333
379.80,4.68677777778,15.5723333333,10.8951111111,13.1027777778,5.99177777778,7.20988888889,7.78322222221,5.98177777778,10.7917777778,6.12711111111
380.16,4.62077777778,15.4165555556,10.783,13.0065555555,5.88977777778,7.12744444444,7.71677777778,5.89255555556,10.6456666667,6.03333333333
