wavelength,Back_DigGlaf,Belly_DigGlaf,Breast_DigGlaf,Crissum_DigGlaf,Crown_DigGlaf,DorTail_DigGlaf,Patch10_DigGlaf,Rump_DigGlaf,Throat_DigGlaf,WingTip_DigGlaf
192.85,-150.766333333,-135.249,-159.386888889,-117.049777778,-104.406,-154.597666667,-113.026777778,-72.4137777778,-161.494222222,-115.708888889
193.23,-143.533666667,-128.415444445,-149.180333333,-111.657555555,-98.5427777779,-145.537333333,-102.003555556,-70.3094444446,-152.459111111,-112.204111111
193.61,-130.598444445,-120.341888889,-144.957222222,-110.256222222,-92.6495555557,-136.923222222,-91.111111111,-67.6923333334,-139.487,-107.692333333
193.99,-176.363555556,-161.818333333,-194.343444445,-154.747444444,-139.394111111,-180.404111111,-134.141444444,-115.757666667,-188.282777778,-147.676888889
194.37,-296.190444445,-282.857111111,-334.285666667,-266.666666667,-254.285777778,-316.508111111,-238.095222222,-230.158888889,-329.841222222,-246.666666667
194.75,-397.777777778,-403.111111111,-453.333333333,-370.666666667,-340.444444444,-436.888888889,-320.444444444,-346.666666667,-458.222222222,-333.777777778
195.13,-569.753,-594.444444444,-642.592666667,-524.691222222,-488.888888889,-625.925888889,-469.135888889,-491.975333333,-662.96288889,-479.012444444
195.51,-539.766111111,-559.064222222,-622.807111112,-507.602333333,-483.040777778,-592.397777778,-455.555777778,-467.251555556,-628.655111112,-478.362555557
195.89,-2162.22222222,-2204.44444445,-2500.0,-2088.88888889,-1964.44444445,-2400.0,-1806.66666666,-1844.44444444,-2480.0,-1953.33333333
196.27,11666.6666667,11611.1111111,13288.8888889,11588.8888889,11000.0,13100.0,9744.44444443,10166.6666667,13266.6666667,11077.7777778
196.65,-584.568111111,-589.506111111,-666.049555556,-593.827222222,-561.111222222,-679.629666667,-508.642,-522.222222222,-690.740777778,-563.580333332
197.03,-567.901111111,-572.839666666,-680.24688889,-601.851555556,-551.234444444,-677.160333332,-522.222111111,-524.074,-677.160666668,-559.259222223
197.40,-734.073999999,-731.111111111,-884.444444445,-762.222333332,-717.03711111,-853.333444445,-685.185333333,-678.518444446,-862.222111112,-697.037111111
197.78,-1620.635,-1595.23811111,-1890.47622222,-1628.57155556,-1542.85722222,-1846.03177778,-1507.93666667,-1476.19033333,-1879.36511111,-1534.92055555
198.16,-1582.53955556,-1601.58744444,-1812.69833333,-1660.31744444,-1533.33333333,-1814.28577778,-1471.42877778,-1434.92055556,-1796.82544444,-1565.07955556
198.54,-1047.77777778,-1054.44444444,-1184.44444444,-1142.22222222,-1022.22222222,-1203.33333333,-987.777777779,-961.111111111,-1193.33333333,-1122.22222222
198.92,-743.650777777,-728.571555555,-838.095222221,-811.111111111,-726.98411111,-852.380999999,-723.01611111,-647.618999999,-842.063333334,-797.619111112
199.30,-624.183,-588.235222222,-693.46411111,-664.705666667,-622.222111112,-710.457444445,-602.614333333,-543.137333333,-667.320333334,-684.31388889
199.68,-322.580555556,-297.491,-348.028555556,-348.028666667,-322.222222222,-372.759888889,-303.942555556,-286.021444445,-355.197222222,-353.046555556
200.06,-178.240666666,-156.713,-187.731444444,-192.592666667,-174.074,-213.425888889,-168.287,-162.037222222,-200.694444445,-201.389111111
200.44,-117.514111111,-103.201444444,-127.495222222,-121.280666667,-114.124333333,-149.152333334,-117.514,-109.416111111,-131.261777778,-138.229666667
200.82,-132.051444444,-114.957333333,-146.367555555,-135.042666667,-127.564111111,-165.384666666,-130.769333333,-123.717888889,-136.965888889,-153.418666667
201.19,-123.434333333,-100.807888889,-135.151555555,-115.757444444,-111.313,-147.474666667,-114.343555556,-108.889111111,-110.505111111,-141.414111111
201.57,-97.5095555557,-78.544,-108.620666667,-95.5939999999,-84.4826666667,-120.498111111,-90.4214444446,-81.8007777777,-82.7585555556,-120.881111111
201.95,-66.1837777778,-43.8002222223,-76.1675555557,-67.9550000001,-49.4364444443,-79.8711111111,-64.7342222221,-52.0127777777,-52.6571111112,-82.1257777778
202.33,-58.8420000001,-32.3944444444,-69.1704444445,-51.1737777778,-35.6806666668,-66.823,-57.2769999999,-37.5588888888,-41.0016666668,-69.7966666668
202.71,-55.5554444444,-26.4840000001,-67.4276666667,-42.6178888889,-29.3759999999,-63.3180000001,-54.1854444443,-31.3546666667,-36.9863333333,-64.688111111
203.09,-68.6702222222,-34.062,-88.8888888889,-55.0091111112,-35.8834444444,-75.0455555556,-68.3058888889,-41.3480000001,-46.4479999999,-75.7742222221
203.47,-56.1021111112,-26.2295555557,-83.9707777777,-50.4553333335,-18.215,-63.0236666668,-67.031,-33.8797777778,-36.9763333334,-61.5665555557
203.85,-80.6100000001,-52.9411111112,-128.758111111,-84.7495555557,-42.4835555557,-95.8604444445,-113.071888889,-55.5554444443,-54.0304444443,-91.2853333334
204.22,-107.246444445,-79.2269999999,-172.946888889,-119.082222222,-70.7728888889,-127.536444445,-139.372222222,-84.2994444443,-74.3963333333,-117.632888889
204.60,-185.620777778,-144.117777778,-277.450888889,-213.725555555,-128.431222222,-203.594888889,-227.450888889,-148.692888889,-139.215666667,-193.137222222
204.98,-142.450111111,-104.558333333,-237.321777778,-178.347555556,-96.0113333335,-165.242111111,-182.905888889,-107.407555556,-122.222222222,-151.566888889
205.36,-102.948,-87.5284444443,-183.673333333,-141.043111111,-75.0565555554,-129.478555556,-137.188333333,-77.3242222223,-103.401111111,-108.163333333
205.74,-101.257888889,-88.6792222223,-176.519888889,-135.429888889,-81.9706666666,-131.027222222,-138.574333333,-78.8258888889,-100.209555555,-105.660222222
206.12,-133.333555555,-125.184888889,-226.913666667,-176.543222222,-132.098666667,-181.728333333,-176.543222222,-113.827,-127.901222222,-148.395
206.50,-98.5323333334,-92.2431111111,-180.922333334,-136.897222222,-104.192777778,-142.767222222,-134.171666667,-89.5176666666,-102.515666667,-106.289333333
206.87,-80.5995555557,-74.7796666666,-149.206333333,-114.285666667,-94.3562222222,-114.638666667,-110.052777778,-78.3066666666,-79.8941111112,-85.537888889
207.25,-47.3118888889,-46.2365555554,-90.8003333333,-65.9497777779,-59.2593333332,-73.1182222222,-64.6354444445,-49.3428888889,-47.6703333333,-56.9893333332
207.63,-46.0647777779,-47.6852222223,-87.037111111,-65.5091111111,-59.8378888888,-74.074,-55.2084444444,-48.1482222222,-53.703888889,-57.4073333334
208.01,-30.2051111111,-33.3334444444,-66.4508888888,-48.220111111,-42.2870000001,-56.6343333332,-33.9806666666,-34.1963333333,-38.6193333333,-43.3656666668
208.39,-26.7266666667,-26.4264444444,-56.856888889,-42.3424444443,-38.0381111112,-48.949,-32.2322222221,-28.3282222222,-31.6316666667,-39.039
208.77,-22.5023333333,-20.8217777778,-49.299888889,-34.8273333332,-35.5742222223,-39.5891111111,-24.3697777778,-24.183,-27.7311111111,-34.6404444443
209.14,-27.2463333333,-23.0916666667,-48.0193333334,-36.3284444446,-40.8695555557,-41.3527777778,-28.8888888889,-29.8551111111,-29.8549999999,-38.8404444445
209.52,-40.4838888889,-34.2133333334,-61.166111111,-50.385,-56.1056666668,-54.2353333333,-41.2539999999,-48.5147777778,-43.8945555557,-57.6456666667
209.90,-48.1872222223,-39.8833333332,-70.2925555556,-57.7778888889,-63.9764444443,-63.6256666668,-45.8478888888,-60.8186666667,-55.3214444444,-65.6139999999
210.28,-64.0922222221,-54.065111111,-87.2628888889,-72.8996666668,-77.6424444443,-78.7262222222,-64.6342222222,-79.1327777779,-72.4932222221,-82.5202222221
210.66,-71.1401111112,-61.3275555555,-92.7848888889,-83.2612222223,-83.6939999999,-86.2915555555,-78.6435555556,-89.4658888889,-80.0866666667,-97.2584444443
211.03,-81.9646666666,-75.8454444443,-100.000111111,-95.008111111,-89.2110000001,-101.127222222,-90.1772222223,-97.7454444444,-95.3302222223,-110.628111111
211.41,-103.898777778,-91.0331111112,-125.146333333,-126.705666667,-110.331444444,-127.680444444,-112.865555556,-126.900555556,-124.366444445,-139.181444444
211.79,-126.444444445,-107.555555555,-141.555555556,-148.666666667,-135.555555556,-145.777777778,-144.0,-154.444444444,-138.0,-162.444444445
212.17,-150.0,-125.111111111,-159.111111111,-160.444444444,-150.888888889,-160.222222222,-156.888888889,-171.111111111,-151.555555556,-178.888888889
212.55,-275.185333333,-239.259222222,-291.481444444,-286.666777778,-280.370222222,-289.259222222,-284.074222222,-308.518444444,-278.888888889,-320.370444444
212.92,-347.863333333,-324.786222222,-376.495777778,-378.632666667,-354.273444444,-391.025777778,-388.888666667,-403.418888889,-353.846111111,-400.427444444
213.30,-383.333222222,-387.962888889,-430.092666667,-424.074111111,-387.963,-446.296111111,-444.907333333,-450.462888889,-387.5,-447.222222222
213.68,-251.960666667,-251.960666667,-280.065333333,-284.640555556,-261.111,-299.346444445,-314.379111111,-290.196,-248.692888889,-291.503333333
214.06,-146.258444444,-136.054333333,-157.142888889,-172.789,-148.299444444,-173.696111111,-191.836777778,-160.771,-131.745888889,-174.83
214.44,-78.4220000001,-69.7262222222,-90.1769999999,-95.652111111,-80.3543333332,-98.3895555557,-113.526444445,-84.7022222222,-72.1416666666,-101.932444444
214.81,-112.865555555,-103.703777778,-129.824666667,-139.766,-115.204777778,-137.816555556,-151.267222222,-118.713555555,-99.0253333335,-145.613888889
215.19,-114.942444444,-102.107222222,-137.931,-136.398444444,-113.984666667,-135.823888889,-147.318,-122.413666667,-92.3371111112,-146.168555555
215.57,-138.585777778,-121.818222222,-163.838333333,-151.515111111,-133.333444445,-149.090666667,-168.282777778,-132.121222222,-98.7878888889,-163.030333333
215.95,-88.1579999999,-74.5614444446,-107.017333333,-94.4444444446,-83.4794444445,-95.9063333333,-106.140333333,-79.6783333334,-58.0407777779,-104.532333333
216.32,-81.9818888889,-66.8166666668,-101.801777778,-90.6906666666,-79.2793333332,-91.2913333334,-106.606666667,-74.6245555557,-51.0511111111,-99.3993333332
216.70,-63.6856666668,-51.0840000001,-79.6748888888,-69.2411111112,-57.1816666666,-67.6152222223,-90.5147777777,-59.4852222222,-41.7343333333,-81.8427777777
217.08,-44.9999999999,-28.3333333332,-61.8055555554,-47.3611111112,-36.3888888889,-45.6944444445,-73.3333333333,-34.4444444444,-23.8888888889,-65.4166666668
217.46,-35.2058888888,-14.9812222221,-53.3084444443,-42.0724444445,-28.2147777779,-33.4582222222,-62.2972222223,-28.0898888889,-22.0973333332,-58.6767777778
217.83,-38.4519999999,-17.9774444443,-58.4268888889,-44.0700000001,-31.2107777779,-36.3295555556,-62.9214444446,-32.5842222222,-26.0921111111,-62.9211111111
218.21,-44.5817777779,-25.9259999999,-67.2153333335,-49.5198888888,-36.6254444445,-38.8203333335,-72.0165555557,-38.2715555556,-32.236111111,-70.644888889
218.59,-48.8371111111,-29.5864444443,-66.6666666667,-53.8758888889,-42.5065555556,-45.2197777778,-70.9302222222,-41.7312222222,-38.1136666667,-71.4469999999
218.97,-32.9058888889,-18.8033333334,-54.1666666667,-36.3247777778,-31.4102222222,-33.1195555555,-52.3502222223,-27.4572222222,-28.2052222223,-49.1453333334
219.34,-33.3334444444,-23.1397777779,-55.0458888889,-38.3282222222,-30.8868888889,-37.7165555555,-53.5167777779,-25.7901111111,-31.8044444444,-47.0948888888
219.72,-40.6284444445,-32.0986666667,-67.1155555555,-50.2806666667,-43.2098888888,-53.5353333333,-64.8708888888,-36.2513333333,-45.4545555557,-56.9022222221
220.10,-58.0555555554,-49.861111111,-96.3888888889,-74.0277777779,-60.1388888889,-77.0833333333,-91.8055555557,-54.3055555555,-68.7500000001,-79.1666666666
220.47,-59.7560000001,-52.7101111112,-95.2574444443,-76.0162222221,-59.8915555556,-79.2684444443,-92.0054444443,-56.7752222222,-74.9324444445,-76.1517777779
220.85,-52.2945555554,-46.6184444446,-83.4542222223,-70.6520000001,-55.4348888888,-74.2752222222,-76.690888889,-42.7537777778,-64.4926666668,-60.8696666668
221.23,-45.5783333333,-44.6712222223,-73.8094444443,-65.1925555555,-52.380888889,-66.6666666668,-69.2743333335,-35.3742222222,-58.5033333332,-55.442111111
221.61,-44.898111111,-44.5577777779,-68.9343333332,-61.2244444443,-53.6282222221,-67.4604444443,-65.9863333333,-29.8185555555,-53.5145555556,-50.6803333335
221.98,-43.4639999999,-43.355,-66.2307777777,-60.0217777777,-50.4356666667,-65.0326666667,-62.5273333335,-30.6101111111,-50.4357777777,-49.4554444443
222.36,-52.0000000001,-53.111111111,-75.8888888889,-69.888888889,-58.7777777779,-74.8888888888,-66.111111111,-41.1111111111,-59.0000000001,-58.6666666668
222.74,-82.1936666667,-86.7523333333,-112.678,-107.834666667,-88.8889999999,-111.823444444,-95.5839999999,-65.2422222223,-86.7522222222,-84.757888889
223.11,-104.444444444,-107.592666667,-128.518555556,-134.259333333,-105.555666667,-139.444555555,-119.074,-75.0,-100.185111111,-106.111111111
223.49,-89.2856666665,-98.4125555555,-114.484222222,-128.77,-98.2143333334,-129.166666667,-113.888888889,-66.865,-87.103,-96.8254444446
223.87,-64.3368888889,-67.024888889,-77.9568888889,-89.4265555557,-62.1865555556,-90.6810000001,-84.5878888889,-41.0393333334,-51.4336666665,-69.8924444443
224.24,-71.863888889,-68.4587777778,-83.8712222222,-93.3691111111,-68.9963333332,-97.4911111112,-88.7094444445,-43.9068888889,-51.7921111112,-74.7311111112
224.62,-104.988555556,-100.907,-129.251666667,-140.362777778,-102.267444444,-142.176888889,-127.210777778,-68.2538888888,-84.3537777777,-111.791333333
225.00,-161.111111111,-167.013888889,-218.055555556,-229.166666667,-160.069444444,-224.305555556,-207.986111111,-130.208333333,-137.847222222,-188.541666667
225.38,-137.037111111,-129.100555556,-171.428666667,-182.010555556,-121.693111111,-179.629777778,-158.201222222,-114.814666667,-106.084666667,-146.560888889
225.75,-149.206555555,-139.418,-182.010555556,-191.005222222,-128.042444444,-181.746222222,-158.730222222,-127.777888889,-119.047666667,-152.910222222
226.13,-140.379555556,-130.623222222,-178.048666667,-181.842777778,-125.474222222,-169.918888889,-151.761444445,-113.550111111,-114.092222222,-137.940333333
226.51,-135.185222222,-121.164222222,-167.724888889,-176.984333333,-119.047666667,-167.989222222,-162.698444444,-106.878333333,-109.523888889,-128.571444444
226.88,-93.5970000002,-81.7325555556,-111.299444444,-116.949111111,-77.7777777778,-111.299555556,-119.962333333,-82.6743333333,-77.401111111,-95.856888889
227.26,-51.9297777778,-49.3567777779,-69.2397777777,-68.7718888888,-45.614,-64.0935555557,-70.0584444444,-49.0057777778,-49.4736666668,-57.4266666666
227.64,-40.8662222222,-38.9828888889,-57.1562222222,-54.5196666666,-40.3954444446,-51.3182222222,-56.1203333333,-38.9831111111,-43.0319999999,-48.5876666667
228.01,-38.6945555556,-39.6269999999,-54.0793333333,-54.8563333332,-39.4716666667,-45.4546666667,-54.079,-36.3636666667,-43.512,-44.9105555555
228.39,-29.1428888889,-32.254,-41.4603333333,-43.8728888889,-29.016,-32.0,-44.1271111111,-28.3808888889,-37.143,-35.4922222222
228.76,-22.168,-25.7453333333,-31.8697777778,-33.8755555556,-22.981,-22.6557777778,-35.7182222222,-21.4634444444,-28.7804444445,-28.4011111111
229.14,-19.8853333333,-22.6037777778,-27.0864444445,-28.183,-19.9332222222,-18.6457777778,-31.9503333333,-17.5012222222,-24.7017777778,-25.1312222222
229.52,-22.3152222222,-25.523,-30.358,-31.1483333333,-24.3607777778,-20.5021111111,-34.7744444444,-19.8045555556,-27.8474444445,-27.3826666667
229.89,-23.6444444445,-27.2444444444,-31.7333333334,-32.6222222222,-25.0666666667,-21.6888888889,-36.7111111111,-21.5111111111,-28.5777777778,-28.9333333333
230.27,-22.509,-26.5682222222,-29.2742222222,-30.1352222222,-22.3863333333,-20.9511111111,-34.3993333333,-20.213,-26.8553333333,-27.4292222222
