wavelength,Back_DigGlaf,Belly_DigGlaf,Breast_DigGlaf,Crissum_DigGlaf,Crown_DigGlaf,DorTail_DigGlaf,Patch10_DigGlaf,Rump_DigGlaf,Throat_DigGlaf,WingTip_DigGlaf
303.00,7.67666666667,6.71822222223,5.67244444444,4.34544444444,8.55622222222,4.46411111111,-1.52122222222,10.1723333333,6.37755555555,5.22477777778
303.37,7.86611111111,6.79366666668,5.76444444444,4.11244444444,8.44566666667,4.43166666667,-1.451,10.2988888889,6.19411111111,5.06277777778
303.74,8.02833333333,6.86,5.88122222222,4.08122222222,8.49422222223,4.60633333333,-1.271,10.4322222222,6.268,5.08388888889
304.10,8.13866666667,6.75155555556,5.86544444445,3.93011111111,8.59544444444,4.59377777778,-1.351,10.5785555556,6.29477777778,4.93966666667
304.47,8.27877777778,6.68977777779,5.86744444445,4.028,8.68377777779,4.47688888889,-1.39833333333,10.6543333333,6.30444444444,4.86244444444
304.84,8.516,6.73077777779,5.86444444444,4.13155555556,8.80466666667,4.42444444444,-1.40788888889,10.8142222222,6.44188888889,4.88955555556
305.21,8.49888888889,6.62144444443,5.77755555555,4.086,8.86633333333,4.44133333333,-1.397,10.8568888889,6.359,4.81244444445
305.58,8.49988888889,6.55455555557,5.64488888889,4.17888888889,8.95077777779,4.39022222222,-1.55955555556,10.8064444444,6.319,4.63766666667
305.95,8.759,6.71533333333,6.00555555556,4.54577777778,9.2701111111,4.47266666667,-1.13933333333,10.8961111111,6.43144444444,4.87833333333
306.32,8.86844444445,7.0011111111,6.21811111111,4.86444444444,9.52900000001,4.693,-1.211,11.001,6.736,5.048
306.69,9.07577777778,7.1138888889,6.29077777778,5.11522222222,9.82088888891,4.66877777778,-1.30655555555,11.1315555556,6.983,5.22155555555
307.06,8.8481111111,6.80166666667,5.99111111111,4.88233333333,9.69933333333,4.22333333333,-1.69433333333,10.8492222222,6.69944444444,4.76766666666
307.43,8.38744444444,6.39466666667,5.54933333333,4.34066666667,9.42044444444,3.65066666667,-2.16011111111,10.3231111111,6.48877777778,4.51644444444
307.80,8.54566666667,6.51355555556,5.72788888889,4.43711111111,9.83233333334,3.67955555556,-1.90777777778,10.4778888889,6.7058888889,4.78566666667
308.17,8.57222222222,6.50277777778,5.92433333333,4.59666666667,10.0511111111,3.62222222222,-1.81311111111,10.5403333333,6.77077777778,4.87222222222
308.54,8.99199999999,7.06944444444,6.38311111111,5.01833333333,10.5945555556,4.05688888889,-1.49311111111,10.949,7.20511111111,5.28966666667
308.90,9.23411111112,7.37111111112,6.86388888889,5.25111111111,10.9697777778,4.46488888889,-1.18866666667,11.2996666667,7.44,5.67155555556
309.27,9.16766666666,7.44477777777,6.902,5.16855555556,11.0024444444,4.47188888889,-1.29577777778,11.258,7.43766666667,5.62733333333
309.64,8.76066666666,7.16577777778,6.65988888889,4.70744444444,10.5953333333,4.05655555556,-1.64544444444,10.9122222222,7.24655555557,5.31111111111
310.01,8.26155555557,6.91355555556,6.31111111111,4.38644444444,10.3523333333,3.84266666667,-1.90166666666,10.7008888889,7.11855555555,5.041
310.38,8.41177777779,7.05122222222,6.33733333333,4.504,10.5496666667,3.94911111111,-1.70311111111,10.8222222222,7.12388888889,5.24
310.75,8.25633333332,7.14122222221,6.36477777778,4.39855555556,10.4463333333,4.04122222222,-1.72688888889,10.7754444445,7.04511111111,5.23088888889
311.12,8.57644444446,7.60144444444,6.858,4.76188888889,10.8948888889,4.35977777778,-1.41077777778,11.2145555556,7.48255555556,5.66066666667
311.49,8.83555555557,7.86422222222,7.07755555555,5.07755555556,11.2775555555,4.53888888889,-1.41011111111,11.4106666667,7.61922222223,5.75544444444
311.85,8.87444444443,7.76655555554,6.99255555555,5.09255555556,11.1931111111,4.47055555555,-1.59044444444,11.2264444444,7.63899999999,5.50244444445
312.22,9.05266666666,7.85033333332,7.01588888889,5.05655555555,11.2842222222,4.534,-1.60411111111,11.2717777778,7.77922222221,5.486
312.59,8.64933333333,7.34744444446,6.50922222222,4.52322222222,10.9566666667,4.11033333333,-2.21577777778,10.755,7.36955555555,5.05577777778
312.96,8.33011111111,6.96544444444,6.02433333333,4.22977777778,10.7393333333,3.73833333333,-2.65166666667,10.4125555555,6.97833333333,4.58877777778
313.33,8.45088888889,7.08300000001,6.20166666666,4.42277777778,11.0288888889,3.74866666667,-2.51888888889,10.5258888889,7.14555555555,4.83377777778
313.70,8.78122222222,7.27922222223,6.42755555556,4.62211111111,11.329,3.96155555555,-2.47977777778,10.7838888889,7.24833333333,5.02766666667
314.07,9.21311111111,7.51155555557,6.701,4.90122222222,11.6127777778,4.07322222222,-2.59266666667,11.0584444444,7.40611111111,5.11166666667
314.43,8.81022222222,7.33888888889,6.52377777778,4.526,11.4466666667,3.80111111111,-3.02211111111,10.7792222222,7.16944444444,4.67011111111
314.80,9.05566666669,7.46899999999,6.63111111111,4.57577777778,11.694,3.78255555555,-3.07011111111,10.9192222222,7.21422222222,4.54255555556
315.17,9.24422222221,7.58177777778,6.78244444444,4.63144444444,11.8798888889,3.908,-3.13566666667,11.0316666667,7.33544444446,4.567
315.54,9.12733333334,7.54500000001,6.80044444444,4.64655555556,11.7827777778,3.952,-3.072,11.1263333333,7.39066666668,4.50777777778
315.91,9.10833333333,7.6448888889,7.01533333333,4.57588888889,11.8744444444,3.95011111111,-3.18311111111,11.4337777778,7.33,4.56388888889
316.28,8.88977777778,7.71755555556,6.93355555555,4.53788888889,11.8002222222,3.79744444444,-3.28266666667,11.329,7.08011111111,4.56555555555
316.64,9.23866666666,8.06322222223,7.29922222222,4.88466666667,12.1125555556,3.95044444444,-2.759,11.7918888889,7.22811111111,4.78177777778
317.01,9.59522222222,8.70633333332,7.80155555556,5.43644444444,12.639,4.24211111111,-2.15877777778,12.2856666667,7.62700000001,5.21033333333
317.38,9.97488888889,8.97822222223,7.98955555556,5.62922222222,12.638,4.26188888889,-1.94944444445,12.5463333334,7.67855555556,5.23866666667
317.75,9.90855555557,9.0951111111,8.03166666668,5.83733333333,12.6587777778,4.10311111111,-1.73411111111,12.5436666667,7.7341111111,5.27777777778
318.12,9.92977777779,9.22944444442,8.024,5.90755555555,12.77,4.05777777778,-1.42822222222,12.599,7.76144444444,5.26733333333
318.49,10.2597777778,9.4361111111,8.41455555555,6.18122222222,13.0277777778,4.25266666667,-0.938555555556,12.8376666667,8.07788888889,5.44455555556
318.85,10.3225555556,9.52199999999,8.60211111112,6.24455555556,13.186,4.28522222222,-0.704777777779,12.9511111111,8.168,5.61122222222
319.22,10.0066666667,9.24377777779,8.25199999999,5.887,12.7534444444,3.82277777778,-1.05611111111,12.5005555556,7.74199999999,5.30066666667
319.59,9.97088888888,9.07722222223,8.24044444444,5.63244444444,12.7486666667,3.52155555556,-1.28566666667,12.3523333333,7.58922222222,5.28055555556
319.96,9.70533333333,8.99666666668,8.16600000001,5.56966666667,12.6787777778,3.32566666667,-1.35288888889,12.063,7.49777777777,4.99044444445
320.32,9.82555555557,8.99022222222,8.32533333333,5.61633333333,12.7615555555,3.34977777778,-1.33011111111,12.0963333333,7.57511111112,4.85811111111
320.69,9.84744444446,9.09088888888,8.44477777779,5.56988888889,12.6978888889,3.394,-1.33722222222,12.0763333333,7.78222222223,4.85422222222
321.06,9.55411111112,8.80622222222,8.29011111112,5.19611111111,12.3462222222,3.01122222222,-1.81744444445,11.6768888889,7.57122222221,4.54366666667
321.43,9.52622222221,9.01288888889,8.45033333334,5.25555555556,12.6628888889,3.15744444445,-1.63888888889,11.9223333333,7.67222222221,4.63466666667
321.80,9.47966666665,8.78744444443,8.36333333332,5.01388888889,12.5817777778,3.01155555556,-1.84566666667,11.7786666667,7.55566666668,4.27222222222
322.16,9.53844444444,8.91999999999,8.43266666667,4.94311111111,12.5896666666,3.06777777778,-2.01922222222,11.8934444444,7.78166666665,4.27977777778
322.53,9.60888888888,8.84166666665,8.35155555555,5.06155555556,12.646,2.98388888889,-2.25322222222,11.9113333333,7.80477777777,4.29433333333
322.90,9.58233333335,8.69255555556,8.30544444445,5.00077777778,12.6476666667,2.98144444444,-2.35877777778,11.8016666667,7.88233333332,4.21855555556
323.27,9.7488888889,8.6768888889,8.42133333333,5.11255555556,13.0035555556,3.21622222222,-2.14044444444,11.9856666667,8.09233333333,4.261
323.63,10.0875555556,9.17688888888,8.77944444443,5.60811111111,13.3642222222,3.62877777778,-1.69822222222,12.4568888889,8.54333333333,4.52833333333
324.00,10.3476666667,9.40344444446,8.84255555556,5.71666666667,13.4556666667,3.81711111111,-1.53044444444,12.6704444444,8.62555555556,4.852
324.37,10.377,9.57933333332,8.92655555555,5.852,13.7335555556,3.88955555556,-1.553,12.9006666667,8.83122222223,4.91311111111
324.74,10.4733333333,9.67777777778,9.03288888889,6.01855555556,13.8477777778,3.93011111111,-1.65277777778,13.0658888889,8.97455555556,4.93488888889
325.10,10.5511111111,9.79800000001,9.18144444444,6.14533333333,14.0238888889,4.16255555556,-1.53944444444,13.174,9.17822222222,5.202
325.47,10.5208888889,9.5848888889,9.2098888889,6.18655555555,14.0136666667,4.11255555555,-1.63066666667,12.9473333333,9.14444444444,5.019
325.84,10.5686666666,9.86266666666,9.40677777779,6.32255555556,14.3174444445,4.24622222222,-1.48266666667,13.1652222222,9.23355555556,5.19622222222
326.21,10.6733333333,9.84833333336,9.53966666667,6.37433333333,14.5218888889,4.38077777778,-1.36377777778,13.2117777778,9.12388888889,5.17755555556
326.57,10.6804444445,9.88455555556,9.60033333333,6.28888888889,14.56,4.37277777778,-1.36088888889,13.2583333334,9.10744444447,5.14044444444
326.94,10.5283333333,9.84299999999,9.49699999999,6.23477777778,14.4824444445,4.23755555556,-1.35522222222,13.3576666667,9.07644444444,5.01344444445
327.31,10.7266666667,10.1108888889,9.71733333332,6.57611111111,14.7053333333,4.42888888889,-1.09711111111,13.6802222222,9.31411111112,5.18211111111
327.67,10.7586666667,9.94988888887,9.75477777779,6.43833333334,14.6606666667,4.35833333333,-1.12655555555,13.6033333334,9.14455555557,5.08222222222
328.04,11.0726666667,10.0848888889,10.1201111111,6.69777777778,14.957,4.54388888889,-0.841222222223,13.8927777778,9.38711111112,5.24477777778
328.41,11.0497777778,9.96766666666,10.1518888889,6.62144444444,14.8223333334,4.42188888889,-0.820444444446,13.9083333333,9.241,5.12911111111
328.78,11.0817777778,10.0446666666,10.2108888889,6.68233333333,14.9823333334,4.50055555555,-0.541222222223,13.9811111111,9.099,5.12355555556
329.14,11.0878888889,9.90655555553,10.0848888889,6.57377777778,14.982,4.31977777778,-0.633555555556,13.9361111111,8.82755555555,4.82455555555
329.51,10.8507777778,9.71222222221,9.81555555554,6.17655555556,14.8071111111,4.00311111111,-0.931444444443,13.7552222222,8.61044444444,4.62077777778
329.88,10.807,9.38055555558,9.75222222222,5.95955555556,14.6706666667,3.813,-1.13933333333,13.5178888889,8.63333333335,4.42155555555
330.24,10.5594444444,9.16511111112,9.61733333334,5.84166666667,14.5165555556,3.50855555556,-1.29177777778,13.2421111111,8.6511111111,4.28633333333
330.61,10.7201111111,9.36499999999,9.88666666667,6.04444444445,14.8501111111,3.68066666666,-1.08411111111,13.5295555556,8.90877777779,4.49722222222
330.98,10.7593333333,9.46433333332,9.98711111111,6.04777777778,14.9377777778,3.84033333333,-1.16166666667,13.4345555556,8.921,4.67055555555
331.34,10.7483333333,9.55477777778,10.0157777778,5.94711111111,14.9424444445,3.77377777778,-1.26133333333,13.2538888889,9.02577777779,4.65188888889
331.71,10.6335555555,9.55344444444,9.93377777777,5.934,15.0267777778,3.74411111111,-1.34888888889,13.1326666667,9.1868888889,4.67244444444
332.08,10.7203333334,9.88577777777,10.1108888889,6.074,15.2442222222,4.02388888889,-1.159,13.1577777778,9.40555555555,4.92466666667
332.44,11.4426666667,10.5588888889,10.7472222222,6.68611111111,15.8513333333,4.79877777778,-0.555555555554,13.5476666667,10.0648888889,5.59122222222
