wavelength,Back_TacPhof,Belly_TacPhof,Breast_TacPhof,Crissum_TacPhof,Crown_TacPhof,DorTail_TacPhof,Patch10_TacPhof,Patch11_TacPhof,Rump_TacPhof,Throat_TacPhof,WingTip_TacPhof
308.17,5.26193333333,8.15426666667,5.0296,7.06113333333,3.81136666667,7.52006666667,5.1666,5.23513333333,4.59926666667,6.45053333333,6.16506666667
308.54,5.0926,8.02626666667,4.83616666667,6.96693333333,3.70046666667,7.2832,5.0752,5.1524,4.3882,6.39793333333,6.06406666667
308.90,4.7612,7.74066666667,4.48846666667,6.60406666667,3.42056666667,6.9394,4.6934,4.89326666667,4.09206666667,6.13473333333,5.81206666667
309.27,4.68326666667,7.60313333333,4.50663333333,6.5516,3.3489,6.86713333333,4.6652,4.86253333333,4.16566666667,6.0948,5.77856666667
309.64,4.67566666667,7.64066666667,4.5592,6.61406666667,3.38993333333,6.9346,4.7122,4.92593333333,4.19573333334,6.1358,5.92466666667
310.01,4.65186666667,7.58526666667,4.50446666667,6.58493333333,3.39506666667,6.87206666667,4.7306,4.91586666667,4.18093333333,6.063,5.9326
310.38,4.78666666667,7.80133333334,4.7136,6.70866666667,3.5535,7.02133333333,4.8872,5.04806666666,4.28313333333,6.28633333333,6.18963333333
310.75,4.87273333333,7.90133333333,4.72726666667,6.82813333333,3.5968,6.96913333333,4.9504,5.10613333333,4.3632,6.3598,6.27536666667
311.12,5.08013333333,8.12586666667,4.89733333333,7.12366666667,3.76136666666,7.13806666667,5.1712,5.3232,4.629,6.5308,6.53136666667
311.49,5.18466666667,8.32173333334,5.01083333333,7.29293333333,3.83763333333,7.20053333333,5.38673333334,5.37793333333,4.7618,6.64506666667,6.71806666667
311.85,5.25353333333,8.32779999999,4.9873,7.3076,3.8595,7.12713333333,5.39366666667,5.43846666667,4.8336,6.67826666667,6.73386666667
312.22,5.19233333333,8.28619999999,4.92986666667,7.16853333333,3.8304,7.06153333333,5.30853333333,5.4172,4.85353333333,6.60373333333,6.6478
312.59,5.38206666667,8.3882,5.0891,7.26733333333,3.9571,7.22573333333,5.42973333333,5.47733333333,4.9542,6.62353333333,6.7546
312.96,5.7676,8.71773333333,5.54806666667,7.6296,4.30093333333,7.60226666666,5.8392,5.74626666667,5.32573333333,6.96693333333,7.10633333333
313.33,5.86226666667,8.92153333333,5.647,7.74986666667,4.3646,7.70173333333,5.9368,5.7632,5.3712,7.0276,7.20363333333
313.70,5.90306666667,9.00986666666,5.70893333333,7.6806,4.3797,7.69953333333,5.9744,5.6638,5.4326,7.05153333333,7.10636666667
314.07,6.0392,9.12719999999,5.7997,7.74533333333,4.42036666667,7.71106666667,6.05726666667,5.6954,5.5276,7.105,7.08556666667
314.43,5.75946666667,8.74046666667,5.4364,7.50853333333,4.07406666667,7.29766666667,5.736,5.41126666667,5.21553333334,6.73533333333,6.74866666667
314.80,5.5218,8.59586666666,5.2893,7.31053333333,3.89456666667,7.1834,5.53886666667,5.15966666667,4.988,6.4934,6.53123333333
315.17,5.18853333333,8.44046666667,5.1081,7.11106666667,3.66796666667,6.97113333333,5.29113333333,4.81166666667,4.73193333333,6.426,6.22863333333
315.54,4.85606666666,8.11446666667,4.84543333333,6.8312,3.41553333333,6.68813333333,4.95986666667,4.53626666667,4.4488,6.23586666667,5.83986666667
315.91,4.7162,8.16593333333,4.82716666667,6.7012,3.36973333333,6.71573333333,4.95093333333,4.394,4.305,6.301,5.71166666667
316.28,4.8378,8.21393333334,4.90686666667,6.79026666667,3.4743,6.7466,5.0176,4.3342,4.236,6.35933333333,5.752
316.64,4.6704,8.19786666666,4.75096666667,6.69973333333,3.40103333333,6.60993333334,4.86073333333,4.3022,4.12273333333,6.41753333333,5.60156666667
317.01,4.27253333333,7.94986666667,4.26703333333,6.3478,3.03923333333,6.2458,4.46733333333,3.922,3.6364,6.15293333333,5.185
317.38,4.15066666667,7.82393333334,4.13936666667,6.17946666667,2.9759,6.11226666667,4.3186,3.80166666667,3.4546,6.11233333333,4.95506666667
317.75,3.7406,7.56846666667,3.72833333333,5.96166666667,2.61416666667,5.77073333333,3.8806,3.478,3.10173333333,5.8236,4.6365
318.12,3.47413333333,7.3344,3.57026666667,5.85813333333,2.4249,5.67166666667,3.59213333333,3.20186666667,2.85006666667,5.6906,4.4976
318.49,3.95513333333,7.77493333333,4.0579,6.25913333333,2.88493333333,6.19453333333,4.04653333333,3.5856,3.25433333333,6.16573333333,4.9234
318.85,4.325,8.13973333333,4.31636666667,6.56253333333,3.2275,6.5126,4.3596,3.88406666667,3.576,6.5762,5.30616666667
319.22,4.292,7.9778,4.20206666667,6.38786666667,3.07086666667,6.37813333333,4.2494,3.833,3.496,6.40126666667,5.13463333333
319.59,4.15153333333,7.86313333333,4.07366666667,6.25406666667,2.95423333333,6.2166,4.1438,3.77053333333,3.53573333333,6.3014,4.99646666667
319.96,4.22693333333,7.77846666666,4.02396666667,6.33766666667,2.90726666667,6.15146666667,4.10626666667,3.7752,3.57506666666,6.25253333333,4.92283333333
320.32,4.3274,7.98873333333,4.18883333333,6.55693333333,2.97633333333,6.32166666667,4.2198,3.9186,3.85673333333,6.4752,5.09113333333
320.69,4.3986,8.04926666667,4.30913333333,6.63693333333,3.03076666666,6.38626666667,4.2454,4.01066666667,3.8992,6.49346666667,5.13793333333
321.06,4.48326666667,8.10093333333,4.48646666667,6.69046666667,3.03723333333,6.3258,4.2794,4.095,4.1228,6.57553333333,5.1541
321.43,4.40706666667,8.05633333333,4.393,6.67253333333,2.95936666667,6.17273333333,4.17513333333,3.99906666667,3.98706666667,6.55473333333,5.142
321.80,4.66526666667,8.18746666667,4.58033333333,6.89413333333,3.20976666667,6.39773333333,4.45773333333,4.21826666667,4.10153333333,6.75166666667,5.3438
322.16,4.98453333334,8.51313333333,4.80536666667,7.14013333333,3.46543333333,6.53953333333,4.8044,4.558,4.3642,7.1068,5.59856666667
322.53,4.8482,8.55053333334,4.7501,7.16273333333,3.43623333334,6.44373333333,4.8038,4.5982,4.38293333333,7.1376,5.44876666667
322.90,4.64333333333,8.42833333333,4.70413333333,7.0706,3.24263333333,6.1712,4.72186666667,4.48806666667,4.18133333334,6.9714,5.28556666667
323.27,4.72706666667,8.57706666666,4.858,7.19246666667,3.36236666667,6.1882,4.79626666666,4.57786666667,4.18666666667,7.06333333333,5.37566666667
323.63,4.94473333333,8.8008,5.03656666667,7.4192,3.54213333333,6.4024,4.87446666667,4.7616,4.2348,7.2606,5.52573333333
324.00,4.9188,8.84546666667,5.07683333333,7.47526666667,3.5822,6.313,4.77806666667,4.761,4.1858,7.32246666667,5.54223333333
324.37,4.7298,8.6552,4.91986666667,7.2606,3.45343333333,6.09446666667,4.63813333333,4.60453333333,3.89873333333,7.14706666667,5.27523333333
324.74,4.70326666667,8.67393333333,4.91673333333,7.21053333333,3.43603333333,6.03813333333,4.7098,4.47046666667,3.8696,7.072,5.23423333333
325.10,4.71173333333,8.81693333334,4.9698,7.37813333333,3.5279,6.15853333333,4.82933333333,4.5594,3.90346666667,7.1256,5.3692
325.47,4.82393333333,8.92653333333,5.17603333333,7.53166666667,3.70633333333,6.30833333333,4.91653333333,4.7174,4.11173333333,7.2876,5.58236666667
325.84,4.77286666667,8.96059999999,5.23853333333,7.46566666667,3.6609,6.2088,4.82466666667,4.6698,4.0694,7.28226666667,5.53106666667
326.21,4.56906666667,8.78506666667,5.07863333334,7.215,3.46276666667,6.03206666666,4.572,4.48113333333,3.88966666667,7.07346666667,5.28643333333
326.57,4.4464,8.63873333334,4.87676666667,6.96686666667,3.2063,5.83733333334,4.37213333333,4.22653333333,3.65273333333,6.95646666667,5.0817
326.94,4.55333333333,8.80526666667,4.9414,7.0318,3.3385,5.886,4.4376,4.3188,3.76226666667,7.0764,5.1165
327.31,4.45926666667,8.81906666666,4.8757,7.0186,3.33263333333,5.8488,4.4948,4.2366,3.6844,7.1328,5.11173333333
327.67,4.41746666667,8.80219999999,4.7892,6.92333333333,3.2678,5.7878,4.5384,4.13853333333,3.64593333333,7.15173333333,5.11303333333
328.04,4.41273333333,8.83486666667,4.84583333333,6.8832,3.24233333333,5.82466666667,4.66093333333,4.12713333333,3.71813333333,7.17653333333,5.145
328.41,4.074,8.67013333333,4.57326666667,6.624,2.90686666667,5.5448,4.39526666667,3.87286666667,3.47113333333,6.9498,4.9342
328.78,3.93526666667,8.51273333334,4.4454,6.4884,2.71546666667,5.3724,4.198,3.79526666667,3.37106666667,6.9926,4.81356666667
329.14,4.10373333333,8.58993333333,4.57146666667,6.5784,2.9175,5.4418,4.34526666667,3.9256,3.4518,7.17146666667,4.85713333333
329.51,3.94613333333,8.52626666667,4.41506666667,6.44133333333,2.6524,5.27653333334,4.17766666667,3.7772,3.19006666667,6.9922,4.57853333333
329.88,3.93593333333,8.5454,4.37773333333,6.509,2.6235,5.2832,4.1978,3.7814,3.16926666667,7.03593333333,4.5858
330.24,3.88206666667,8.61640000001,4.4291,6.52986666667,2.6971,5.25933333334,4.19366666667,3.78333333333,3.17906666667,7.0626,4.5776
330.61,4.01646666667,8.74099999999,4.6576,6.716,2.93893333333,5.38613333333,4.306,3.8876,3.36586666667,7.14546666667,4.7196
330.98,3.93686666667,8.52539999999,4.62236666667,6.63833333333,2.81823333333,5.3618,4.17993333333,3.817,3.29006666667,7.06906666667,4.74256666667
331.34,4.00226666667,8.45173333333,4.6632,6.6042,2.79313333333,5.39273333333,4.1518,3.9242,3.32713333333,7.0736,4.70693333333
331.71,3.97173333333,8.37346666667,4.6476,6.5558,2.7652,5.3268,4.00713333333,3.87446666667,3.29633333333,6.9688,4.65763333333
332.08,3.95506666667,8.34626666667,4.5676,6.53453333333,2.7238,5.26386666667,3.88813333333,3.8274,3.22093333333,6.9464,4.54026666667
332.44,4.38113333333,8.64013333333,4.96343333333,6.87413333333,3.08033333333,5.54266666667,4.19606666667,4.09906666667,3.56766666667,7.31453333333,4.81263333333
332.81,4.4028,8.82166666666,5.01313333333,6.92693333333,3.11486666667,5.5942,4.19386666667,4.02766666667,3.4762,7.21233333333,4.81313333333
333.18,4.04106666667,8.52186666666,4.7575,6.5996,2.7239,5.2528,3.80653333333,3.6072,3.1382,6.87046666667,4.55513333333
333.54,4.16566666667,8.54893333334,4.86316666667,6.6594,2.89643333334,5.32026666667,3.92646666667,3.7444,3.24453333333,6.93166666667,4.66903333333
333.91,4.20173333333,8.60560000001,4.9489,6.661,2.94506666667,5.34866666667,4.00786666667,3.8468,3.349,7.02866666667,4.6952
334.28,4.252,8.69640000001,4.97376666667,6.75593333333,2.9406,5.43626666667,4.10966666667,3.9298,3.37033333333,7.08926666667,4.73583333333
334.64,4.3104,8.81146666666,5.02333333333,6.7586,2.94076666667,5.47286666666,4.15126666667,4.05653333333,3.4336,7.19506666667,4.76603333333
335.01,4.5062,9.16,5.23043333333,7.0024,3.1683,5.72046666667,4.3844,4.2896,3.68053333333,7.43406666667,4.89736666667
335.38,4.68606666667,9.4366,5.4175,7.2784,3.37976666667,5.9202,4.561,4.40233333333,3.929,7.61186666667,5.04776666667
335.74,4.7458,9.60826666665,5.5356,7.42133333333,3.43736666667,6.00866666667,4.72606666667,4.50893333333,4.03106666667,7.69006666667,5.08606666667
336.11,4.734,9.68179999999,5.5639,7.44266666667,3.45596666667,6.025,4.8004,4.5566,4.03626666667,7.7166,5.10883333333
336.47,4.72133333333,9.718,5.53866666667,7.39726666667,3.48586666666,6.0342,4.80926666667,4.59953333333,4.02146666667,7.7274,5.07193333333
336.84,4.9196,9.8894,5.6883,7.55493333333,3.69493333333,6.15206666667,5.06033333333,4.7878,4.27853333333,7.953,5.22496666667
337.21,5.09453333333,10.1561333333,5.85263333333,7.7596,3.92096666666,6.31813333333,5.2896,5.02866666667,4.47893333333,8.2498,5.3979
337.57,5.0794,10.2294666667,5.81256666667,7.7548,3.87043333333,6.25066666667,5.314,4.98733333333,4.51333333333,8.29293333334,5.2987
337.94,5.13713333333,10.356,5.86486666667,7.83953333333,3.88136666667,6.2548,5.3156,4.99406666667,4.56333333333,8.35306666666,5.32926666667
338.31,5.22273333333,10.5339333333,6.00016666667,7.9982,3.98786666667,6.3282,5.45,5.10526666667,4.68053333333,8.49179999999,5.4688
338.67,5.15886666667,10.6176666667,6.01606666667,8.06866666667,4.02816666667,6.3456,5.49853333333,5.1178,4.6426,8.53140000001,5.56836666667
339.04,5.06686666667,10.5604666667,5.90336666667,7.9762,3.95276666667,6.24613333333,5.444,5.0038,4.5238,8.46986666667,5.51456666667
339.40,5.13013333333,10.6580666667,5.92313333333,8.00606666667,4.0043,6.2418,5.49106666667,5.0268,4.50366666667,8.50966666667,5.60986666667
339.77,5.03886666667,10.6221333333,5.838,7.89986666667,3.9451,6.13426666667,5.3904,4.95153333333,4.3946,8.46673333333,5.5774
340.14,4.9662,10.5915333333,5.806,7.8838,3.94376666667,6.08193333333,5.32253333333,4.90146666666,4.32886666667,8.42946666666,5.55636666667
340.50,5.14913333333,10.792,5.98463333333,8.103,4.16036666667,6.26973333333,5.52306666667,5.1188,4.54773333333,8.63066666667,5.8147
340.87,5.2106,10.8151333333,6.0727,8.20073333333,4.21906666667,6.3438,5.51933333333,5.2372,4.6128,8.76246666667,5.8858
341.23,5.35646666667,10.9421333333,6.14156666667,8.28653333333,4.32836666667,6.4626,5.5228,5.38873333333,4.7396,8.83113333333,6.01103333333
341.60,5.5134,11.1381333333,6.2996,8.44833333333,4.5414,6.61966666667,5.69526666667,5.54733333333,4.85086666667,9.07213333334,6.2004
341.96,5.59506666667,11.1656,6.3793,8.50686666666,4.64116666667,6.68646666667,5.78773333333,5.62746666667,4.8926,9.12819999999,6.2411
342.33,5.6208,11.1359333333,6.35553333333,8.47586666666,4.66686666667,6.69426666667,5.73226666667,5.5818,4.8884,9.16153333333,6.24423333333
342.70,5.68913333333,11.1559333333,6.42283333333,8.45693333333,4.7449,6.69933333333,5.72086666667,5.64053333333,4.9136,9.17493333333,6.28633333333
343.06,5.66893333333,11.1434,6.4533,8.43553333333,4.71653333333,6.67566666667,5.67006666667,5.61666666667,4.9144,9.16226666666,6.30506666667
343.43,5.675,11.1241333333,6.57613333333,8.39586666667,4.7124,6.70513333333,5.6432,5.69806666667,4.9156,9.23946666668,6.3641
343.79,5.79613333333,11.1642,6.71316666667,8.48873333333,4.78376666667,6.75926666667,5.7194,5.76593333333,4.99446666667,9.366,6.43603333333
344.16,5.9488,11.2588,6.85196666667,8.60706666667,4.87016666667,6.82753333333,5.78593333333,5.88926666667,5.1266,9.46980000001,6.5314
344.52,5.77786666667,11.1308,6.73816666667,8.49806666666,4.66063333333,6.6162,5.59893333333,5.6822,4.9364,9.33626666667,6.36006666667
344.89,5.66813333333,11.0020666667,6.615,8.40980000001,4.5157,6.45366666666,5.45413333333,5.57006666667,4.80653333333,9.24326666667,6.24206666667
345.25,5.554,10.945,6.5496,8.36186666667,4.42546666667,6.36313333333,5.45746666667,5.50926666667,4.6794,9.17100000001,6.17346666667
345.62,5.5458,10.9877333333,6.58106666667,8.4086,4.4061,6.37606666667,5.44813333334,5.5098,4.70746666666,9.13153333334,6.19193333333
345.99,5.44906666667,10.9317333333,6.4897,8.30513333333,4.32896666667,6.21546666667,5.35186666666,5.3988,4.58533333333,9.07753333333,6.08953333333
346.35,5.5392,11.0101333333,6.60696666666,8.41793333332,4.37266666667,6.23946666667,5.45473333333,5.45973333333,4.65033333333,9.17226666667,6.13466666667
346.72,5.3444,10.8688,6.42606666667,8.27560000001,4.12186666667,6.07193333333,5.30853333333,5.245,4.43353333333,9.00733333333,5.91083333333
347.08,5.23713333333,10.7931333333,6.33446666667,8.15793333333,4.03876666667,5.9164,5.17446666667,5.14973333333,4.27166666667,8.96266666667,5.74746666667
347.45,5.1304,10.73,6.1977,8.1072,3.98083333333,5.8164,5.10333333333,5.01893333333,4.17686666667,8.91800000001,5.60546666667
347.81,5.11233333333,10.7778666667,6.18213333333,8.07006666667,3.971,5.76286666667,5.07086666667,5.043,4.19066666667,8.91813333333,5.58003333333
348.18,5.14026666667,10.8734666667,6.26116666667,8.08833333333,3.9634,5.7714,5.13713333333,5.0212,4.2222,9.01360000001,5.65496666667
348.54,5.15173333333,10.8737333333,6.23216666667,8.04246666666,3.93296666666,5.7342,5.1198,5.00753333333,4.27146666667,9.07333333333,5.6127
348.91,5.1306,10.9586,6.20233333333,8.03033333333,3.93143333333,5.7328,5.14606666667,4.9912,4.25986666666,9.13753333334,5.60376666667
349.27,5.17666666666,10.9589333333,6.26263333333,8.06899999999,3.9939,5.7442,5.154,4.97966666667,4.30866666667,9.23373333334,5.6042
349.64,5.22753333333,10.9969333333,6.34263333333,8.09846666667,4.055,5.82766666667,5.198,5.0604,4.3928,9.34673333334,5.68353333333
350.00,5.40273333333,11.2297333333,6.5598,8.3202,4.23376666667,6.06953333333,5.38313333333,5.238,4.6388,9.59353333333,5.893
350.37,5.24826666667,11.1484666667,6.43213333333,8.15206666667,4.08263333333,5.9458,5.2118,5.06633333333,4.48586666667,9.49106666667,5.74336666667
350.73,5.32746666667,11.2220666666,6.4863,8.27066666667,4.16816666667,6.02986666667,5.26486666667,5.12326666667,4.60373333333,9.61400000001,5.77623333333
351.10,5.3176,11.2857333333,6.52493333333,8.32926666666,4.13203333333,6.03653333333,5.3338,5.1126,4.64013333333,9.63113333333,5.80216666667
351.46,5.24133333333,11.2870666667,6.47286666667,8.24819999999,4.02736666667,5.97746666667,5.24846666667,5.027,4.62246666667,9.53933333333,5.74083333333
351.83,5.21613333333,11.2805333333,6.51006666667,8.28366666666,4.01116666667,6.01166666667,5.23693333333,4.9648,4.597,9.55686666667,5.71713333333
352.19,5.1494,11.2246666667,6.432,8.22466666667,3.91913333333,5.97826666667,5.09173333333,4.90373333333,4.4916,9.4984,5.58753333333
352.55,5.09773333333,11.24,6.42216666667,8.2366,3.8896,5.99093333333,5.04746666667,4.9382,4.39633333333,9.46926666667,5.5734
352.92,5.18933333333,11.3778,6.575,8.38693333333,4.0258,6.09173333333,5.14453333334,5.085,4.48086666667,9.55120000001,5.67613333333
353.28,5.3306,11.6062666666,6.76743333333,8.56046666667,4.1151,6.2168,5.24393333333,5.20833333333,4.58686666667,9.71626666667,5.77756666667
353.65,5.2828,11.6158,6.7476,8.52506666666,4.0624,6.12146666667,5.15226666667,5.10646666667,4.49266666666,9.63746666667,5.69876666667
354.01,5.14793333333,11.499,6.56783333333,8.38979999999,3.8767,5.9276,4.9848,4.93593333333,4.3052,9.44253333332,5.51883333333
354.38,5.17333333333,11.4964666667,6.58586666667,8.35413333334,3.88166666667,5.86526666667,4.9636,4.95513333333,4.30053333333,9.43306666667,5.48046666667
354.74,5.33,11.6772666667,6.77853333333,8.50626666667,4.08673333333,6.02833333334,5.14073333333,5.12606666667,4.478,9.62200000001,5.67033333333
355.11,5.34686666667,11.7022666667,6.78283333333,8.50506666667,4.12176666667,6.0566,5.1022,5.13333333333,4.478,9.63793333333,5.63903333333
355.47,5.42186666667,11.7880666667,6.89296666667,8.59226666666,4.14473333333,6.07033333333,5.13713333333,5.20593333333,4.52,9.75186666665,5.64256666667
355.83,5.3578,11.7803333333,6.82113333333,8.51393333333,4.0475,5.9576,5.04886666667,5.12733333333,4.4132,9.70173333334,5.52706666667
356.20,5.3292,11.7982,6.79226666666,8.5076,4.08466666667,5.8994,5.0528,5.1122,4.41373333333,9.71773333334,5.54066666667
356.56,5.39946666667,11.9099333333,6.8538,8.56460000001,4.15106666667,5.9438,5.12306666667,5.1238,4.4776,9.82693333334,5.59753333333
356.93,5.31866666667,11.7952,6.77063333334,8.44033333333,4.01026666667,5.80586666667,5.036,4.959,4.3894,9.71533333334,5.4454
357.29,5.22493333333,11.6978666667,6.64213333333,8.28946666667,3.88266666667,5.72306666666,4.93633333333,4.84313333333,4.27646666667,9.60180000001,5.29966666667
357.66,5.20713333333,11.7085333333,6.66706666667,8.28739999999,3.8265,5.71766666667,4.99966666667,4.8148,4.2542,9.6772,5.28416666667
358.02,5.38086666667,11.9145333333,6.86073333333,8.44506666666,4.02303333333,5.8884,5.1682,5.00146666667,4.42126666667,9.89986666666,5.456
358.38,5.49373333334,12.1072,7.00543333333,8.59513333334,4.18983333333,6.04126666667,5.35673333333,5.16393333333,4.5972,10.0600666667,5.61536666667
358.75,5.49126666667,12.1458666667,6.9846,8.60066666667,4.1519,5.949,5.33813333333,5.1488,4.58566666667,10.0405333333,5.5678
359.11,5.54933333334,12.2032666667,7.0093,8.58966666667,4.1563,5.908,5.36353333334,5.18233333333,4.62853333333,10.0894666667,5.54306666667
359.48,5.60006666667,12.2843333333,7.05096666667,8.64666666667,4.2296,5.95713333333,5.39673333333,5.2332,4.65706666667,10.1654,5.59376666667
359.84,5.70846666667,12.4356666667,7.18303333333,8.78666666666,4.3881,6.07406666667,5.53973333333,5.40566666667,4.80653333333,10.3142666667,5.74476666667
360.20,5.77866666667,12.5652666667,7.26356666667,8.88740000001,4.4286,6.13,5.61526666667,5.45313333333,4.87126666667,10.3981333333,5.757
360.57,5.6982,12.5411333333,7.2112,8.81413333334,4.36046666667,6.057,5.5436,5.40126666667,4.81073333333,10.3124666667,5.66116666667
360.93,5.72673333333,12.646,7.31726666667,8.88966666666,4.41603333333,6.13653333334,5.60253333333,5.4896,4.8444,10.3942666667,5.76536666667
361.29,5.80253333333,12.7534,7.42526666667,9.00733333333,4.54123333333,6.21113333333,5.7244,5.6292,4.9706,10.5161333333,5.92343333333
361.66,5.83733333333,12.8159333333,7.4478,9.05353333334,4.61403333333,6.2658,5.73266666667,5.72246666667,5.03866666667,10.5630666667,5.97456666667
362.02,5.7768,12.8143333333,7.4785,9.06506666666,4.5713,6.26933333333,5.68726666667,5.72926666667,5.01026666667,10.5622666667,5.9307
362.39,5.76146666667,12.8301333333,7.48796666667,9.12999999999,4.57076666667,6.28226666667,5.649,5.73633333333,5.0038,10.6150666667,5.9354
362.75,5.75226666667,12.8459333333,7.5261,9.14113333333,4.5806,6.32613333333,5.61026666667,5.7424,4.99153333333,10.6698,5.9103
363.11,5.75753333333,12.9015333333,7.59416666667,9.2248,4.6319,6.376,5.62453333333,5.76426666667,4.976,10.7574666667,5.95186666667
363.48,5.6518,12.8454666667,7.526,9.17693333334,4.58756666666,6.343,5.5988,5.70286666667,4.9208,10.7200666667,5.89406666667
363.84,5.57273333333,12.8452,7.46303333333,9.10106666667,4.5328,6.30206666667,5.543,5.60253333334,4.85746666667,10.6826,5.82026666667
364.20,5.58713333333,12.9100666667,7.51956666667,9.12573333333,4.57006666667,6.3678,5.56853333333,5.63886666667,4.89933333333,10.7470666667,5.90006666667
364.57,5.61113333333,12.9696,7.5917,9.18113333333,4.58926666667,6.4026,5.61033333333,5.6348,4.9158,10.8469333333,5.95983333333
364.93,5.62333333333,13.0053333333,7.56256666667,9.17639999999,4.6067,6.3908,5.6042,5.5928,4.93073333333,10.8734666667,5.92623333333
365.29,5.47406666667,12.9132666667,7.4293,9.02106666667,4.39536666667,6.22153333333,5.4198,5.3396,4.7444,10.7492,5.7042
365.66,5.425,12.9056,7.3747,8.97506666668,4.33046666667,6.1398,5.33273333333,5.23493333333,4.66326666666,10.7012,5.59253333333
366.02,5.35646666667,12.8534666667,7.2501,8.87666666667,4.2658,6.01053333333,5.25213333333,5.10246666667,4.6,10.6071333333,5.53786666667
366.38,5.26313333333,12.7854,7.1669,8.7416,4.15173333333,5.85466666667,5.1678,4.96673333334,4.45613333333,10.4934,5.40166666667
366.75,5.15506666667,12.757,7.0878,8.65506666667,4.06036666667,5.73886666666,5.10346666667,4.86306666667,4.38486666667,10.4232,5.32433333333
367.11,5.14486666667,12.7650666666,7.07083333333,8.64220000001,4.06203333333,5.73226666667,5.12046666667,4.86186666667,4.44053333333,10.4156,5.28906666667
367.47,5.14886666667,12.8201333333,7.0648,8.57800000001,3.99316666667,5.62913333333,5.07693333333,4.812,4.4078,10.4195333333,5.23913333333
367.84,5.17,12.8192666666,7.08733333333,8.59059999999,3.9815,5.5952,5.06993333333,4.78626666667,4.38073333333,10.4417333333,5.2568
368.20,5.08986666667,12.7439333333,7.0401,8.54053333333,3.94233333333,5.5146,5.0534,4.72833333333,4.27633333333,10.4137333333,5.12873333333
368.56,5.07973333333,12.7787333333,7.03386666667,8.56059999999,4.00966666667,5.50993333333,5.049,4.7398,4.2956,10.4642666667,5.1059
368.93,5.10386666667,12.8539333333,7.08656666667,8.57366666666,4.0388,5.5616,5.05353333333,4.7772,4.3404,10.5592666666,5.14426666667
369.29,5.24126666667,13.0196,7.28673333333,8.72366666666,4.2484,5.72486666667,5.22246666667,4.96353333333,4.5028,10.7301333333,5.3234
369.65,5.25493333333,13.1364666667,7.36876666667,8.76453333334,4.3067,5.75,5.2886,4.96306666667,4.5578,10.8184666667,5.39266666667
370.01,5.28133333333,13.2376,7.4619,8.78186666666,4.36403333333,5.784,5.33153333333,5.02586666667,4.57833333333,10.9198666667,5.3922
370.38,5.32246666667,13.3415333333,7.5009,8.82133333334,4.3971,5.82593333333,5.3564,5.08213333333,4.64146666667,11.0076666667,5.43533333333
370.74,5.4416,13.4281333333,7.61016666667,8.89360000001,4.47536666667,5.89573333333,5.4284,5.15606666667,4.69006666667,11.1071333333,5.52386666667
371.10,5.452,13.4949333333,7.65093333333,8.93073333333,4.4886,5.9144,5.43866666667,5.18093333334,4.70033333333,11.1954666667,5.61303333333
371.46,5.53346666667,13.5894666667,7.73376666667,9.03446666666,4.576,6.0108,5.49966666667,5.2512,4.774,11.28,5.70556666667
371.83,5.56953333333,13.6965333333,7.8289,9.1178,4.64133333333,6.05813333333,5.53933333333,5.33353333333,4.84166666667,11.4234,5.74586666667
372.19,5.6342,13.8364666667,7.89766666666,9.18566666667,4.6965,6.11366666667,5.562,5.4006,4.93826666667,11.5156666667,5.87356666667
372.55,5.74393333333,13.9780666667,8.02216666667,9.33266666667,4.7467,6.19986666667,5.6518,5.519,5.05013333333,11.6416666666,5.98176666667
372.92,5.83386666667,14.1244666667,8.12333333333,9.46399999999,4.85293333333,6.26453333333,5.7674,5.6436,5.1418,11.7844666667,6.07646666667
373.28,5.78293333333,14.1399333333,8.06686666667,9.473,4.80836666667,6.18506666667,5.70533333333,5.5944,5.09453333333,11.7853333334,6.0369
373.64,5.8122,14.1749333333,8.08803333333,9.51119999999,4.81583333333,6.1646,5.70926666667,5.6506,5.1046,11.843,6.07196666667
374.00,5.78226666667,14.1235333333,8.07626666667,9.5074,4.77906666667,6.13026666667,5.6712,5.59466666667,5.07833333333,11.8484666667,6.07236666667
374.37,5.80193333333,14.1870666667,8.12523333333,9.58926666667,4.81823333334,6.16533333333,5.679,5.59586666667,5.09773333333,11.9166666667,6.09696666667
374.73,5.88333333333,14.3556,8.2317,9.72460000001,4.9216,6.26406666667,5.77786666667,5.69253333333,5.19033333333,12.0812666667,6.19736666667
375.09,5.90346666667,14.424,8.28696666667,9.73280000001,4.9576,6.29546666667,5.8156,5.70373333333,5.1806,12.1123333333,6.19816666667
375.45,5.92526666667,14.5004,8.38036666667,9.78293333333,5.01156666666,6.3504,5.8626,5.7534,5.222,12.1913333333,6.21286666667
375.81,5.85373333333,14.4669333333,8.2955,9.71299999999,4.92733333333,6.285,5.76666666666,5.66413333333,5.13373333333,12.1106666667,6.11656666667
376.18,5.85253333333,14.4436666667,8.3137,9.66920000001,4.87863333333,6.24233333334,5.7238,5.62026666667,5.10913333333,12.0966666667,6.07113333333
376.54,5.82513333333,14.4426666667,8.2861,9.58886666667,4.8491,6.21066666667,5.66593333333,5.56153333333,5.0444,12.0544666666,6.0245
376.90,5.75973333333,14.4230666667,8.2303,9.5284,4.76946666667,6.13413333333,5.5626,5.46393333333,4.96553333333,11.9906,5.9356
