wavelength,Back_ChlNitf,Belly_ChlNitf,Breast_ChlNitf,Crissum_ChlNitf,Crown_ChlNitf,DorTail_ChlNitf,Patch10_ChlNitf,Patch11_ChlNitf,Patch12_ChlNitf,Patch13_ChlNitf,Patch14_ChlNitf,Rump_ChlNitf,Throat_ChlNitf,WingTip_ChlNitf
564.67,15.3228531746,16.2582083333,16.12775,20.0576666667,17.85975,7.75083333333,10.6521666667,10.1455,4.149,9.24899999999,17.6308333334,13.9074166667,32.2539166667,7.79716666667
565.01,15.2296071429,16.2040833333,16.0143333333,19.935,17.79575,7.68725000001,10.5796666667,10.0805,4.12941666667,9.20458333334,17.48275,13.7334166666,32.2279166667,7.75641666667
565.35,15.1497698413,16.2015,15.91975,19.8640833333,17.7780833333,7.65558333334,10.5455,10.0405833333,4.13875,9.21425,17.4031666667,13.6415833333,32.2648333333,7.761
565.69,15.0860793651,16.17925,15.8470833333,19.78325,17.7310833333,7.63174999999,10.4931666667,9.98133333333,4.12133333333,9.19700000001,17.29775,13.5415833333,32.29325,7.75058333334
566.03,15.0555436508,16.150375,15.7654166667,19.6958333333,17.7254166667,7.653,10.4699166667,9.96116666666,4.12966666666,9.20008333333,17.2114166666,13.445,32.3409166667,7.7405
566.37,14.9903293651,16.1493333333,15.68925,19.6320833333,17.6899166666,7.64774999999,10.4356666667,9.928,4.14658333334,9.23583333333,17.12125,13.3553333333,32.3541666667,7.74525
566.71,14.9680833333,16.1814583333,15.60225,19.5931666667,17.7201666667,7.65800000001,10.42425,9.89466666666,4.16525,9.25,17.0621666667,13.2875833333,32.44175,7.77116666667
567.05,14.9059007937,16.179875,15.5404166667,19.5048333333,17.727,7.66424999999,10.3968333333,9.86100000001,4.16741666667,9.25491666666,17.00925,13.2051666667,32.4799166667,7.76475
567.39,14.8586944445,16.1637916667,15.4449166667,19.4134166667,17.7005,7.66033333334,10.3749166667,9.83624999999,4.169,9.25441666666,16.9069166667,13.1248333333,32.5108333333,7.78058333333
567.73,14.780297619,16.1148333333,15.3345,19.3053333333,17.6661666667,7.63558333333,10.30775,9.77091666666,4.13016666666,9.20933333334,16.80825,13.0310833334,32.4866666667,7.76758333333
568.07,14.6956984127,16.0875,15.2058333334,19.1839166666,17.6238333333,7.60291666667,10.2583333333,9.69891666667,4.119,9.18908333332,16.6875,12.9234166667,32.4900833333,7.73533333333
568.41,14.6065595238,16.03225,15.0756666666,19.0530833333,17.5930833333,7.57741666667,10.1859166667,9.65283333333,4.10716666666,9.17375000001,16.58175,12.8214166667,32.5033333333,7.72516666667
568.75,14.49975,16.0185833333,14.9526666666,18.9453333333,17.5670833333,7.55741666666,10.1286666667,9.60283333333,4.06608333334,9.15108333334,16.4506666667,12.7186666667,32.5686666667,7.69058333333
569.09,14.4560555555,16.0307083333,14.86425,18.8668333333,17.5963333333,7.59108333333,10.09825,9.58350000001,4.05783333333,9.16491666667,16.3534166667,12.6430833333,32.6174166667,7.70991666667
569.43,14.3580833333,15.9869166666,14.7445833334,18.7456666666,17.5641666667,7.56675,10.0383333333,9.52633333333,4.00725,9.13766666666,16.2268333333,12.5170833333,32.6246666667,7.6585
569.77,14.2452738095,15.9409583334,14.6398333333,18.6344166667,17.5405,7.54258333334,9.99008333333,9.473,4.00666666666,9.11658333332,16.11325,12.411,32.5945,7.64316666667
570.11,14.1717579365,15.898875,14.5633333334,18.5335833334,17.5291666666,7.53749999999,9.95233333333,9.45041666666,3.99641666667,9.09733333333,16.0098333333,12.3181666667,32.6225,7.6405
570.45,14.0948412698,15.8805833333,14.5074166667,18.44425,17.5043333333,7.562,9.91425000001,9.41475000001,4.00225,9.10766666666,15.9221666667,12.2405,32.6154166666,7.65158333333
570.79,14.065781746,15.899875,14.4523333333,18.4295,17.528,7.59224999999,9.90091666669,9.41799999999,4.0335,9.14850000001,15.85775,12.193,32.6925,7.69558333333
571.13,14.0432261905,15.956125,14.4395833333,18.4175,17.5635833333,7.65533333333,9.89133333332,9.42166666666,4.0775,9.20433333333,15.815,12.1686666667,32.7548333333,7.73916666666
571.47,14.0093928572,16.0021666666,14.388,18.3463333333,17.5593333333,7.68250000001,9.87325,9.39433333334,4.10158333333,9.26633333334,15.72775,12.0981666667,32.80425,7.74316666667
571.81,13.9372301587,15.9787916667,14.3238333334,18.2575,17.55325,7.68133333333,9.83733333332,9.35525,4.0915,9.26966666668,15.6315833333,12.0268333333,32.8115833333,7.757
572.15,13.885968254,15.991625,14.2721666667,18.2045,17.55125,7.68724999999,9.82308333334,9.31625,4.0765,9.28449999999,15.5616666666,11.9676666667,32.86025,7.77333333333
572.49,13.8740119048,16.0181666667,14.2350833333,18.1725833333,17.5790833333,7.74091666666,9.80741666665,9.29825,4.11266666667,9.32533333332,15.5146666667,11.93525,32.8980833334,7.80941666667
572.83,13.7746269841,15.9935,14.16975,18.0729166666,17.546,7.7305,9.75908333335,9.25325,4.12608333333,9.32499999999,15.436,11.8689166667,32.9100833333,7.79475
573.17,13.7019563492,15.9854583333,14.08,17.9740833333,17.5338333333,7.74450000001,9.72691666668,9.21641666666,4.15975,9.3355,15.3341666667,11.7841666667,32.8641666667,7.81483333333
573.51,13.6486984127,16.004375,14.0058333334,17.9130833333,17.5263333333,7.76483333334,9.69316666667,9.19183333333,4.16066666666,9.36641666666,15.2475833334,11.7078333333,32.9015,7.82058333333
573.85,13.5959761905,16.000875,13.9226666667,17.8221666666,17.5153333334,7.7675,9.66541666666,9.13866666667,4.17025,9.35925000001,15.17275,11.637,32.9136666667,7.82441666666
574.19,13.5219880952,15.9932916667,13.8495833334,17.731,17.5116666667,7.75375,9.62208333332,9.09741666667,4.17908333333,9.38025,15.0835,11.565,32.9518333333,7.81558333333
574.53,13.4375119048,15.9447083333,13.735,17.6194166667,17.4695833333,7.7365,9.55625,9.00866666667,4.14775,9.37116666667,14.9800833333,11.4684166667,32.9134166667,7.77975
574.87,13.3039285714,15.8520416667,13.5958333333,17.453,17.4115833333,7.66966666667,9.46391666668,8.91383333333,4.09441666667,9.31908333333,14.8529166666,11.3241666667,32.8841666667,7.71683333333
575.21,13.2118055556,15.7863333333,13.5096666667,17.3688333333,17.3929166666,7.64366666667,9.41941666666,8.8785,4.09766666667,9.30125,14.7696666667,11.2279166666,32.89625,7.71616666667
575.55,13.2207142857,15.8416666666,13.50375,17.3671666667,17.4276666667,7.71450000001,9.42158333332,8.90508333333,4.17875,9.35800000001,14.7515833333,11.2085,32.9781666667,7.77983333333
575.89,13.1655595238,15.8485416667,13.4394166667,17.322,17.4470833333,7.72783333333,9.40674999999,8.88558333333,4.19166666667,9.37866666668,14.6960833333,11.17425,33.0416666667,7.78483333333
576.22,13.1074880952,15.7966666667,13.3694166667,17.23925,17.434,7.71800000001,9.37225000001,8.85225,4.191,9.394,14.63,11.1103333333,33.0695,7.77325
576.56,13.0888214286,15.8102083333,13.32,17.1898333333,17.4293333334,7.73950000001,9.35899999999,8.83666666667,4.20766666667,9.41166666666,14.5644166667,11.05975,33.1045833333,7.79033333333
576.90,13.0306904762,15.8217916667,13.2655833333,17.1561666667,17.4581666667,7.74999999999,9.33616666667,8.80858333334,4.20458333333,9.43125,14.508,11.0173333333,33.23075,7.79975
577.24,12.9478174603,15.793125,13.1780833333,17.07025,17.426,7.72191666666,9.28116666668,8.742,4.19108333334,9.38708333333,14.41925,10.9260833334,33.2540833333,7.78641666667
577.58,12.8655436508,15.79075,13.0981666667,17.0005,17.39025,7.72133333333,9.20391666666,8.69491666667,4.16416666667,9.37049999999,14.33225,10.84575,33.2973333333,7.75675
577.92,12.7957579365,15.77125,13.0070833333,16.93,17.37875,7.73333333332,9.17600000001,8.64766666667,4.16166666667,9.34433333334,14.2445,10.7799166667,33.35425,7.78083333333
578.26,12.732547619,15.76525,12.976,16.8546666667,17.3883333333,7.72525,9.13849999999,8.63166666667,4.18416666667,9.32916666666,14.1819166667,10.7220833333,33.4099166667,7.78
578.60,12.6753174603,15.7850416667,12.9283333333,16.8028333334,17.3950833333,7.70858333333,9.09425000001,8.59483333333,4.19041666666,9.33200000001,14.1125,10.66875,33.44,7.783
578.94,12.6573253968,15.84275,12.8899166667,16.7553333333,17.42175,7.74875,9.07358333334,8.59258333333,4.21441666667,9.35900000001,14.0783333333,10.6505833333,33.4753333333,7.805
579.28,12.5590436508,15.8182916666,12.7956666667,16.6419166667,17.40675,7.72791666666,9.02158333334,8.5285,4.17783333333,9.34900000001,13.9985833333,10.573,33.4944166667,7.79616666667
579.61,12.4560476191,15.7804166667,12.7165833333,16.5003333333,17.3395833333,7.67466666666,8.90183333333,8.44508333334,4.15125,9.31308333334,13.8736666667,10.4450833333,33.4709166667,7.74541666666
579.95,12.3356984127,15.7504166667,12.6099166667,16.3600833334,17.27175,7.64866666667,8.83658333333,8.36516666667,4.13925,9.28166666668,13.749,10.3389166667,33.3974166667,7.73658333334
580.29,12.267186508,15.7154166667,12.5494166667,16.27825,17.2565833333,7.669,8.8055,8.33008333333,4.1435,9.29716666667,13.6978333334,10.27575,33.3795,7.76158333334
580.63,12.2324920635,15.722375,12.5039166667,16.1831666667,17.2721666667,7.68766666667,8.81108333333,8.31625,4.1765,9.31075,13.6731666667,10.2414166667,33.3975,7.79525
580.97,12.2049801587,15.7369166667,12.4643333333,16.09725,17.2714166667,7.70658333332,8.78108333333,8.29941666667,4.19266666667,9.37208333334,13.6363333333,10.2190833333,33.3850833333,7.84241666667
581.31,12.1887063492,15.754375,12.4761666667,16.0559166666,17.3215,7.75408333333,8.80808333334,8.30183333333,4.24341666667,9.4565,13.6035,10.2346666667,33.4476666667,7.92033333333
581.65,12.1133134921,15.7157083333,12.39975,15.9466666667,17.28775,7.72841666667,8.74208333333,8.24516666667,4.21425,9.47766666667,13.5239166666,10.1545,33.4064166667,7.89916666667
581.98,12.0947976191,15.7489583333,12.37675,15.8689166667,17.2890833333,7.77074999999,8.759,8.2295,4.25483333333,9.51108333334,13.4609166667,10.1348333333,33.41225,7.958
582.32,12.0369960318,15.737375,12.33025,15.7953333333,17.26725,7.80183333332,8.736,8.21316666666,4.25508333333,9.52508333334,13.3911666667,10.0946666667,33.4375,7.97041666667
582.66,11.9825079365,15.7499583333,12.26225,15.7155,17.29575,7.81141666668,8.72241666666,8.16716666667,4.2765,9.56808333332,13.3360833334,10.0588333333,33.5048333333,7.98616666667
583.00,11.9044246032,15.7203333333,12.2084166666,15.6398333333,17.2643333333,7.81633333334,8.6895,8.11783333333,4.28,9.56558333333,13.2420833333,9.97275000002,33.514,7.95641666666
583.34,11.9394444444,15.7738333333,12.21225,15.63175,17.3235833334,7.90758333332,8.73033333333,8.135,4.33791666667,9.61666666668,13.244,9.98966666667,33.5355833333,8.04591666667
583.68,11.8827777778,15.7621666666,12.1658333333,15.5855,17.3184166666,7.908,8.69641666666,8.10491666667,4.33075,9.63191666666,13.2201666666,9.96083333333,33.6005833333,8.05925
584.01,11.7863531746,15.7377916667,12.0898333333,15.5068333333,17.3163333333,7.87433333333,8.64391666667,8.045,4.305,9.59633333334,13.1048333334,9.86799999998,33.6415,8.05033333333
584.35,11.7556349206,15.7581666667,12.0781666667,15.4805833334,17.3185,7.89558333334,8.60875,8.02441666667,4.31008333333,9.63374999999,13.0908333333,9.86541666667,33.6666666667,8.07483333334
584.69,11.6836865079,15.7234166667,12.0341666667,15.3873333333,17.3169166667,7.89316666666,8.56883333333,7.94766666667,4.27983333333,9.60891666666,13.0014166666,9.79849999999,33.7225833333,8.05591666667
585.03,11.5539007937,15.63325,11.9125833333,15.25175,17.2110833333,7.79849999999,8.452,7.83158333333,4.21175,9.53608333333,12.8764166667,9.6455,33.6455,7.98241666666
585.37,11.4913293651,15.5739583333,11.8508333333,15.20225,17.16625,7.77825,8.36883333333,7.77133333333,4.17175,9.50283333333,12.7880833334,9.54025000001,33.6363333333,7.93658333334
585.70,11.4141825397,15.5404583333,11.7914166667,15.1351666667,17.13075,7.77183333334,8.30333333334,7.70783333333,4.13891666667,9.51900000001,12.7113333333,9.44741666667,33.6745833333,7.92391666667
586.04,11.4239007937,15.5564583333,11.8090833333,15.0964166667,17.1668333333,7.82275,8.33291666667,7.72675,4.19441666667,9.56925,12.7355,9.44258333333,33.7515,7.97908333333
586.38,11.3288452381,15.5447083333,11.7664166667,15.01375,17.1096666667,7.81058333332,8.27525,7.63166666666,4.13375,9.49816666666,12.6605,9.34583333334,33.74125,7.98391666666
586.72,11.3338928571,15.5954166666,11.7719166667,15.00425,17.1466666666,7.85316666667,8.28516666667,7.64975,4.15433333333,9.55008333333,12.6755833333,9.35483333333,33.7483333333,8.06066666667
587.06,11.2316468254,15.576875,11.7208333334,14.9198333333,17.1019166667,7.87558333333,8.26241666667,7.62216666667,4.16925,9.57208333333,12.63475,9.293,33.7898333334,8.06575
587.39,11.2142857143,15.6047916667,11.7040833334,14.88175,17.0955833333,7.90525,8.26391666667,7.613,4.19633333333,9.60741666668,12.5724166666,9.24541666667,33.8155833333,8.08616666667
587.73,11.1651388889,15.5974583333,11.6631666666,14.7799166666,17.0644166667,7.93383333333,8.23508333333,7.57591666667,4.19291666666,9.61533333333,12.5515,9.20908333333,33.8045,8.09908333334
588.07,11.1279761905,15.5900416667,11.6533333333,14.7229166667,17.0343333333,7.95191666668,8.22208333334,7.531,4.23591666667,9.63075000001,12.493,9.15133333333,33.8413333333,8.11591666667
588.41,11.051484127,15.5575833333,11.602,14.65175,16.969,7.91066666666,8.17083333333,7.48866666666,4.21033333333,9.61491666668,12.427,9.06516666667,33.80475,8.1005
588.74,11.0236269841,15.58825,11.5883333333,14.5808333333,16.9731666667,7.96449999999,8.2015,7.49716666667,4.23766666667,9.648,12.4125833333,9.07258333333,33.80625,8.15391666666
589.08,10.9783730159,15.5984583333,11.57625,14.5129166666,16.94925,7.97691666666,8.22166666666,7.49375,4.2525,9.66058333335,12.385,9.05108333333,33.8265,8.19783333333
589.42,10.910515873,15.5904166667,11.5410833333,14.4518333333,16.9368333333,7.98191666667,8.21283333334,7.46883333333,4.26466666667,9.65000000001,12.3564166667,9.0285,33.8035,8.211
589.76,10.8520595238,15.590875,11.4765,14.377,16.87625,7.98116666667,8.17858333333,7.42516666667,4.27925,9.65291666668,12.2715,8.96133333333,33.7653333334,8.22041666667
590.09,10.7922936508,15.5290833334,11.4514166667,14.3178333334,16.831,7.99416666668,8.172,7.40158333333,4.26841666667,9.67574999998,12.2040833333,8.90533333334,33.7568333333,8.20358333333
590.43,10.643968254,15.4313333333,11.35225,14.1819166667,16.7211666666,7.93641666668,8.07466666666,7.29116666667,4.2235,9.63466666667,12.0906666667,8.79458333333,33.7196666667,8.12475
590.77,10.5766230159,15.3592083334,11.2880833333,14.115,16.6678333333,7.88883333333,8.033,7.23866666666,4.19733333333,9.60775,12.00925,8.711,33.6248333333,8.10983333333
591.11,10.5475,15.3673333333,11.2635,14.0596666667,16.6653333333,7.90250000001,8.0175,7.22425,4.21966666667,9.611,12.00325,8.68233333333,33.614,8.13966666667
591.44,10.5283253968,15.416,11.3120833333,14.07675,16.6661666666,7.92875,8.06291666667,7.2475,4.27083333333,9.66866666667,11.9964166667,8.67675,33.6155833333,8.18266666667
591.78,10.4423412698,15.376875,11.2505833333,13.9855,16.59525,7.91716666667,8.02133333333,7.2135,4.26608333333,9.64783333332,11.8915,8.61275,33.5536666667,8.17941666667
592.12,10.3926904762,15.38725,11.2005,13.9666666667,16.5703333333,7.95758333334,8.015,7.21283333333,4.29108333333,9.66833333333,11.8629166667,8.58058333333,33.56075,8.21258333334
592.46,10.4104325397,15.4367916667,11.22925,13.96675,16.6020833334,8.01316666666,8.005,7.21591666667,4.33008333333,9.71225000002,11.8641666667,8.58133333333,33.6319166667,8.27058333333
592.79,10.4221706349,15.496375,11.2384166667,13.9505833334,16.6083333333,8.06208333333,8.03408333333,7.213,4.39558333333,9.76908333333,11.8796666666,8.57708333334,33.675,8.31266666667
593.13,10.3184563492,15.4224583333,11.1366666667,13.8255833333,16.469,7.97266666666,7.97133333333,7.11216666667,4.32491666667,9.70633333333,11.7546666666,8.44858333333,33.6605833333,8.247
593.47,10.2236468254,15.401375,11.0889166667,13.7734166667,16.43525,7.94841666666,7.93391666667,7.076,4.29258333333,9.68125,11.69725,8.39525,33.6743333333,8.24658333333
593.80,10.1498412698,15.3634583333,11.02975,13.676,16.3643333333,7.91016666666,7.89083333333,7.042,4.28466666667,9.67308333332,11.65725,8.36591666667,33.6250833333,8.23383333333
594.14,10.1058769841,15.3474166667,10.97425,13.5933333333,16.2948333333,7.89725,7.87458333333,6.99008333333,4.26666666666,9.63324999999,11.5969166666,8.311,33.56125,8.22258333333
594.48,10.0433611111,15.341,10.9486666667,13.5175,16.2571666667,7.88658333334,7.84141666667,6.91675,4.25475,9.64683333334,11.5463333333,8.28008333333,33.605,8.19483333333
594.81,10.0193293651,15.355125,10.9735833333,13.4946666667,16.2180833333,7.91166666667,7.83716666667,6.89558333333,4.26591666666,9.69750000001,11.5053333334,8.26633333333,33.62175,8.19608333333
595.15,9.8801468254,15.2528333333,10.7934166667,13.3111666667,16.0405833333,7.80250000001,7.67141666666,6.70508333333,4.16941666667,9.58108333334,11.3316666666,8.08241666667,33.5621666667,8.08975
595.49,9.79911507935,15.215125,10.7351666667,13.2283333333,15.9626666666,7.76716666666,7.6095,6.65533333333,4.13183333333,9.55474999999,11.2781666666,7.99558333333,33.5229166667,8.04441666667
595.82,9.77403571429,15.2279583333,10.7338333333,13.1769166667,15.9354166667,7.77566666667,7.58766666667,6.62941666667,4.12325,9.59508333333,11.2540833333,7.96225,33.5596666667,8.04433333333
596.16,9.68301587303,15.1631666667,10.6335833333,13.08775,15.8465833333,7.69608333332,7.51441666667,6.53933333333,4.06625,9.55508333335,11.1583333334,7.8405,33.5224166667,7.96775
596.50,9.59378174603,15.135125,10.5858333333,13.0149166667,15.7951666667,7.66483333334,7.47758333333,6.50975,4.02925,9.54458333333,11.0929166667,7.76616666667,33.5091666667,7.95375
596.83,9.56942460317,15.1445416666,10.5875,12.9710833333,15.8045,7.68549999999,7.45591666667,6.49858333334,4.00866666667,9.57741666668,11.08625,7.76091666667,33.4800833333,7.9495
597.17,9.562734127,15.1364583333,10.58875,12.91375,15.7833333333,7.68033333334,7.43525,6.42391666667,3.98833333333,9.57616666667,11.0720833333,7.74933333333,33.4788333333,7.9265
597.51,9.54669444443,15.1801666667,10.589,12.93375,15.7824166667,7.69675000001,7.42491666667,6.397,4.02258333333,9.60016666668,11.0565,7.74116666667,33.5065,7.95108333333
597.84,9.61321031745,15.289125,10.6518333333,12.9848333334,15.8786666667,7.79449999999,7.487,6.45608333333,4.10733333333,9.70183333333,11.1205833333,7.80133333334,33.6481666667,8.06383333333
598.18,9.63956349207,15.3331666666,10.6386666667,12.9690833333,15.8798333333,7.82200000001,7.49183333333,6.45558333333,4.11833333334,9.71108333331,11.1179166667,7.79183333334,33.6621666667,8.09675
598.52,9.57222222222,15.317625,10.5779166667,12.9205833333,15.8458333333,7.79108333333,7.46058333333,6.40808333334,4.07408333333,9.67141666667,11.0600833334,7.73808333333,33.6570833334,8.10366666667
598.85,9.53590079364,15.2925,10.5918333333,12.9014166667,15.8680833333,7.79525,7.46841666667,6.3945,4.07533333333,9.68783333333,11.0295,7.74708333333,33.6406666667,8.10166666667
599.19,9.47403968254,15.2525833333,10.531,12.8128333333,15.8199166667,7.74225000001,7.4035,6.28625,3.97491666667,9.66733333333,10.9585,7.66733333333,33.62025,8.06091666667
599.53,9.45348412696,15.2169166667,10.51275,12.7808333333,15.80725,7.73200000001,7.383,6.23308333334,3.99541666666,9.63808333334,10.9003333333,7.633,33.62225,8.06116666667
599.86,9.34454761904,15.1668333333,10.42525,12.70975,15.7223333334,7.68458333333,7.31933333333,6.1675,3.94425,9.57358333334,10.8106666667,7.57025,33.58175,8.01758333333
600.20,9.24368650794,15.0867083333,10.3061666667,12.573,15.6211666667,7.594,7.17833333333,6.026,3.821,9.44941666667,10.7094166667,7.46316666666,33.4985,7.91758333334
600.53,9.1344404762,15.0030833334,10.18425,12.455,15.5069166666,7.51975,7.07233333334,5.91166666667,3.75191666667,9.34708333334,10.5789166667,7.33333333334,33.4080833333,7.86416666666
600.87,9.0182579365,14.9415833333,10.044,12.3549166667,15.3808333334,7.469,6.97391666667,5.81,3.676,9.27633333332,10.4479166667,7.19833333334,33.353,7.78216666667
601.21,8.94636904762,14.8844166667,9.98166666666,12.2670833333,15.3081666667,7.42833333333,6.90866666667,5.7485,3.61166666667,9.23616666668,10.3819166667,7.10891666667,33.3560833333,7.73516666667
601.54,8.83489285714,14.796375,9.90158333335,12.14475,15.1765,7.35341666667,6.84033333333,5.61566666666,3.54441666667,9.17150000001,10.2774166667,6.99241666667,33.30775,7.63608333333
601.88,8.73591666667,14.7452083333,9.8365,12.0436666666,15.0675833334,7.30091666667,6.76625,5.548,3.487,9.12391666666,10.20325,6.88883333334,33.303,7.61441666667
602.21,8.70049603175,14.739375,9.80825000001,11.9646666667,15.0429166667,7.32541666667,6.73941666666,5.49925,3.48141666667,9.12333333334,10.19725,6.83966666666,33.2995833333,7.60708333333
602.55,8.70400396825,14.7766666667,9.77608333334,11.936,15.0088333334,7.36058333333,6.738,5.5185,3.48266666667,9.13191666667,10.1988333333,6.82983333333,33.3764166667,7.64166666666
602.88,8.65443650794,14.787125,9.74391666667,11.90625,14.9740833334,7.39208333333,6.73908333333,5.49816666666,3.49933333334,9.12350000001,10.1961666667,6.83308333333,33.3856666667,7.65241666667
603.22,8.61238095238,14.8072083333,9.70874999999,11.84275,14.946,7.39358333333,6.72141666667,5.48075,3.47775,9.13966666666,10.184,6.822,33.3914166667,7.65341666667
603.56,8.64672619048,14.8625,9.76075,11.8481666667,14.9738333333,7.45016666667,6.76433333334,5.49683333333,3.54566666667,9.22308333333,10.2275,6.84741666667,33.4675833333,7.698
603.89,8.68149206349,14.907125,9.81241666666,11.89025,15.0123333333,7.53641666667,6.81891666667,5.53766666667,3.64616666667,9.31783333332,10.2893333334,6.92258333333,33.5235,7.77466666667
604.23,8.77501587302,15.015625,9.89624999999,11.972,15.0725833333,7.62508333333,6.91091666666,5.60016666667,3.75133333333,9.44008333332,10.3944166667,6.99758333333,33.6565,7.87366666666
604.56,8.79526190476,15.0467083333,9.90983333333,11.9824166667,15.084,7.64975,6.92933333333,5.62608333333,3.79666666666,9.49625000001,10.4265,7.0015,33.7116666667,7.92241666667
604.90,8.78539682539,15.043,9.90183333333,11.94375,15.0559166667,7.65241666666,6.93241666667,5.59383333333,3.79025,9.48608333332,10.3924166667,6.97516666667,33.7115,7.90933333333
605.23,8.68541666667,14.9456666667,9.76974999999,11.8415833334,14.94525,7.54041666667,6.814,5.49,3.69041666667,9.40658333332,10.2940833333,6.87991666667,33.632,7.82625
605.57,8.66178174603,14.9407916667,9.76491666666,11.8278333334,14.9330833333,7.5715,6.819,5.46433333333,3.70675,9.42424999999,10.2706666667,6.886,33.6201666667,7.813
605.90,8.63274206349,14.9168333334,9.71291666666,11.8085833333,14.9064166667,7.54783333333,6.79641666666,5.43333333333,3.7135,9.41125000001,10.2383333334,6.86433333333,33.61775,7.80908333333
606.24,8.61729761905,14.9219166667,9.72383333332,11.8129166667,14.9071666666,7.56566666666,6.80283333333,5.4225,3.73116666667,9.46108333332,10.26175,6.86533333334,33.61275,7.80066666667
606.58,8.61879761905,14.9339166666,9.72666666667,11.7994166667,14.91725,7.58966666666,6.82591666666,5.45308333333,3.77675,9.48575000001,10.2386666667,6.84933333333,33.6268333333,7.81533333333
606.91,8.6045,14.9211666667,9.72783333333,11.8195833333,14.90025,7.59675,6.8545,5.44883333333,3.82,9.52091666667,10.2455833333,6.83275,33.6560833333,7.824
607.25,8.49550396825,14.86675,9.63624999999,11.7208333333,14.8193333333,7.54158333333,6.80583333334,5.37991666667,3.75975,9.45066666667,10.1543333333,6.76183333333,33.5286666667,7.80133333334
607.58,8.46797222222,14.8795416667,9.58858333334,11.68275,14.7931666666,7.50275,6.80325,5.33566666667,3.73658333333,9.46125000001,10.09325,6.70416666666,33.5115833333,7.78108333333
607.92,8.31119444444,14.7995416667,9.44583333332,11.55925,14.6675,7.40708333334,6.67533333333,5.22025,3.6595,9.33883333333,9.94158333333,6.59566666667,33.4175833333,7.66
608.25,8.28794047619,14.8190416667,9.427,11.5290833333,14.6733333333,7.41641666667,6.66541666667,5.21866666667,3.68191666667,9.31816666668,9.90925000001,6.59758333333,33.3965833334,7.66408333333
608.59,8.28901190476,14.8423333333,9.42949999999,11.53175,14.6805833333,7.43758333333,6.64458333333,5.23691666667,3.72383333333,9.36325,9.90516666666,6.60191666666,33.4070833334,7.70458333334
608.92,8.33413492063,14.9582083333,9.51516666666,11.5943333333,14.7555833333,7.57291666667,6.71975,5.31975,3.81775,9.42541666667,9.93275000001,6.67108333333,33.4579166667,7.76191666666
609.26,8.29426190476,14.9360416667,9.45274999999,11.5628333333,14.7319166666,7.51466666667,6.67633333334,5.291,3.78891666667,9.40108333334,9.873,6.63108333333,33.4415833333,7.71916666667
609.59,8.28181349206,14.9409166667,9.45066666667,11.54775,14.7325,7.52875,6.67366666667,5.2705,3.7985,9.41974999999,9.85125000001,6.6495,33.461,7.71975
609.93,8.29653968254,14.9812083333,9.46891666667,11.5471666667,14.7535833333,7.55916666666,6.68966666667,5.2785,3.84808333333,9.46050000001,9.84141666665,6.6775,33.4598333333,7.75475
610.26,8.28222619048,14.963625,9.44733333333,11.5359166667,14.7260833334,7.52908333333,6.632,5.23466666667,3.84216666667,9.45691666666,9.82233333334,6.67325,33.4610833333,7.7565
610.60,8.25243650794,15.0117083333,9.40883333332,11.4969166667,14.7150833333,7.53516666667,6.59641666667,5.21483333333,3.82116666667,9.43925000001,9.76975,6.678,33.4245833333,7.74308333333
610.93,8.2554563492,14.9766666666,9.38916666667,11.4858333333,14.7411666667,7.53475,6.57725,5.177,3.83416666666,9.46108333333,9.74799999999,6.6875,33.4794166667,7.72016666667
611.27,8.14400793651,14.9047916667,9.31216666667,11.40525,14.6678333333,7.48525,6.47691666667,5.0875,3.75991666667,9.36141666666,9.64241666666,6.59758333333,33.4250833334,7.64733333333
611.60,8.14186904762,14.8848333333,9.30058333334,11.3700833333,14.6690833333,7.47625,6.46725,5.04933333333,3.74283333333,9.35858333334,9.621,6.5875,33.4520833333,7.63333333333
611.93,8.0660436508,14.8173333333,9.23108333334,11.31925,14.61375,7.422,6.39725,4.95783333333,3.67858333333,9.31100000001,9.54008333333,6.53675,33.42525,7.57716666667
612.27,7.96115079365,14.7142083333,9.10466666667,11.21875,14.54425,7.33583333333,6.31541666667,4.85175,3.60266666666,9.22108333334,9.44775000001,6.46583333333,33.3228333333,7.50933333333
612.60,7.96467857143,14.7234583333,9.09899999999,11.20975,14.5695,7.31458333333,6.33108333333,4.82741666667,3.6385,9.24,9.45000000001,6.45525,33.37675,7.53491666667
612.94,7.91728571429,14.6954166667,9.07250000001,11.14775,14.5396666667,7.28625,6.30658333334,4.78766666667,3.63791666667,9.23616666666,9.44858333333,6.4065,33.4118333334,7.54616666667
613.27,7.84972222222,14.6532916666,9.015,11.0885833333,14.4700833333,7.25433333333,6.25308333333,4.7455,3.60458333333,9.2065,9.39941666665,6.3395,33.4079166667,7.50533333333
613.61,7.74000793651,14.556875,8.89825,10.9795833333,14.3789166667,7.14291666667,6.17541666666,4.63041666666,3.48183333333,9.11683333333,9.30833333331,6.21925,33.4035833333,7.44341666667
613.94,7.76057539683,14.581125,8.88183333332,10.94425,14.3924166667,7.14825,6.23191666667,4.62483333333,3.44933333333,9.13841666667,9.32366666667,6.21741666667,33.4449166667,7.46208333333
