wavelength,Back_EmbYpim,Belly_EmbYpim,Breast_EmbYpim,Crissum_EmbYpim,Crown_EmbYpim,DorTail_EmbYpim,Patch10_EmbYpim,Patch11_EmbYpim,Rump_EmbYpim,Throat_EmbYpim,WingTip_EmbYpim
361.29,6.04062222222,19.7526666667,16.3305333333,7.59676666667,4.52726666667,5.37284,9.37513333334,4.06106666667,4.10466666667,22.3886333333,8.15062499999
361.66,6.01691111111,19.6698666667,16.2935,7.52843333333,4.45153333333,5.28197555555,9.30793333333,4.03003333333,4.0408,22.3168333333,8.06479166667
362.02,5.98008888889,19.6503333333,16.207,7.4523,4.4276,5.22665333333,9.25713333333,3.9987,4.00206666667,22.2296333333,7.95675000001
362.39,5.97542222222,19.6884,16.1490333333,7.4657,4.38553333333,5.20273333333,9.20786666667,3.95336666667,4.02546666667,22.1745333333,7.87416666668
362.75,6.11475555556,19.8302666667,16.3689666667,7.70186666667,4.54346666667,5.38105333333,9.39593333333,4.16766666667,4.24646666667,22.3178,8.03683333333
363.11,6.15833333333,19.9650666667,16.5188333333,7.75106666667,4.56,5.38082,9.45773333333,4.19553333333,4.2528,22.4602333333,8.10749999999
363.48,6.00935555556,19.8022666667,16.4078,7.66006666667,4.45333333333,5.26059777778,9.23133333334,4.0799,4.12226666667,22.2911666667,7.95229166666
363.84,5.88231111111,19.8106666667,16.3493333333,7.54803333333,4.27033333334,5.1697,9.0962,3.919,3.9626,22.2391333333,7.86604166667
364.20,6.02757777778,19.9734666667,16.4663333333,7.66276666667,4.36373333333,5.2606,9.17873333334,4.01676666666,4.10973333333,22.3788,7.91204166667
364.57,6.22642222222,20.0658666667,16.5400666667,7.7511,4.52446666667,5.37347777778,9.23359999999,4.1814,4.2146,22.5191,7.9625
364.93,6.222,20.0907333333,16.4976333333,7.78046666667,4.49626666667,5.37526444445,9.22846666667,4.16623333333,4.221,22.4283,7.90737499999
365.29,6.20157777778,20.0179333333,16.5392,7.80796666667,4.4874,5.40293333333,9.24453333334,4.13573333333,4.246,22.423,7.88137500001
365.66,6.2932,20.1479333333,16.7192,7.8916,4.5834,5.42395777778,9.32986666667,4.17306666667,4.31533333333,22.5731,7.97162499999
366.02,6.37744444445,20.2204666667,16.8679666667,8.04786666667,4.67393333333,5.47169111111,9.46460000001,4.24016666667,4.37086666667,22.7998666667,7.99291666668
366.38,6.32948888889,20.2392666667,16.9094333333,8.0449,4.6956,5.42183333333,9.40966666666,4.23996666667,4.31406666667,22.8723,7.99691666668
366.75,6.28924444444,20.2477333334,16.9038,7.97203333333,4.6132,5.35802666667,9.357,4.17756666667,4.2286,22.8731,7.99183333334
367.11,6.24366666667,20.1010666667,16.8704,7.89653333333,4.64533333333,5.32879111111,9.30619999999,4.22393333333,4.23606666667,22.7882666667,7.97225000001
367.47,6.34,20.3324,17.1224333333,8.0218,4.75586666667,5.44827111111,9.55406666667,4.29793333333,4.3838,23.1711333333,8.08554166666
367.84,6.52455555555,20.5368666667,17.3715333333,8.24776666667,4.98806666666,5.63451111111,9.76059999999,4.49503333333,4.6172,23.3987666667,8.23504166666
368.20,6.55817777778,20.6250666667,17.4955666667,8.31103333333,5.01846666667,5.63971111111,9.77506666667,4.52626666667,4.65346666667,23.4388666667,8.32483333333
368.56,6.33868888889,20.5727333333,17.4469,8.17683333333,4.84973333333,5.47277777778,9.6368,4.2971,4.45806666667,23.3824333333,8.21520833333
368.93,6.43542222222,20.7435333333,17.5765,8.28046666667,4.97806666667,5.58730222222,9.7066,4.44733333333,4.5444,23.5917333333,8.30520833332
369.29,6.58097777778,20.9716666667,17.6626666667,8.43986666667,5.0786,5.72983777778,9.81853333333,4.63013333333,4.69533333333,23.7361333333,8.46608333334
369.65,6.57026666667,21.1211333333,17.778,8.50306666667,5.12273333333,5.83959555555,9.84320000001,4.71276666667,4.73013333333,23.8073666667,8.49420833334
370.01,6.59284444445,21.2030666667,17.8949666667,8.4536,5.13246666667,5.87274888889,9.83433333333,4.74206666667,4.72433333333,23.8569333333,8.57108333334
370.38,6.7436,21.4048,18.1151666667,8.5409,5.22853333333,6.06156444445,10.0662,4.88486666667,4.84433333333,24.0596,8.70970833333
370.74,6.76386666667,21.5334,18.1737666667,8.56926666667,5.27286666667,5.98029777778,10.0474,4.8585,4.85226666667,24.1691666667,8.68604166666
371.10,6.88686666667,21.7294666666,18.2580666667,8.68776666667,5.29333333333,6.01858222222,10.1692,4.87873333333,4.87213333333,24.3386666667,8.685875
371.46,6.77446666666,21.6406666667,18.1317,8.6168,5.12673333334,5.94233777778,10.0047333333,4.7595,4.7372,24.1619333333,8.55174999999
371.83,6.62602222222,21.4994,18.0007666667,8.43706666667,4.99426666667,5.78280666667,9.87726666668,4.60773333333,4.59346666667,24.0998,8.39225000001
372.19,6.55066666667,21.5242666667,17.9985333333,8.42596666667,4.95193333333,5.80038222222,9.92306666667,4.53863333333,4.535,24.2331,8.37658333332
372.55,6.67702222222,21.6848666667,18.1119333333,8.55323333333,5.07613333333,5.94735333333,10.0550666667,4.70743333333,4.71566666667,24.4637,8.50633333332
372.92,6.62542222222,21.6915333333,18.0969,8.52003333333,5.01746666666,5.8327,10.054,4.58723333333,4.66033333333,24.4340666667,8.45679166666
373.28,6.56384444445,21.6735333333,18.1718,8.45216666667,4.9638,5.71944888889,10.0358,4.47116666667,4.58666666667,24.4837666667,8.36845833334
373.64,6.53386666667,21.6416666667,18.2002666667,8.47146666667,4.9574,5.68053333333,9.99986666667,4.41696666667,4.58173333333,24.4923333333,8.34491666667
374.00,6.59737777778,21.7985333333,18.3404,8.63563333333,5.06246666667,5.77862666667,10.065,4.5263,4.7108,24.6389333333,8.45316666667
374.37,6.52175555555,21.7615333333,18.3027333333,8.63003333333,5.00933333333,5.66924,9.94886666667,4.45906666667,4.64773333333,24.6810333333,8.44470833333
374.73,6.45375555555,21.7,18.2741,8.56833333333,4.94073333333,5.68140444445,9.88326666667,4.4542,4.6348,24.6572,8.36958333333
375.09,6.35428888889,21.6825333333,18.2461666667,8.4434,4.88006666667,5.61129333333,9.70406666667,4.30616666667,4.54553333333,24.6171333333,8.32766666667
375.45,6.51304444445,21.9654666667,18.4503,8.60406666666,5.0742,5.73923111111,9.88253333334,4.46546666667,4.70213333333,24.8076,8.50020833334
375.81,6.52248888889,21.9971333333,18.437,8.64726666666,5.02626666667,5.70227777778,9.80226666667,4.43983333333,4.69573333334,24.8125333333,8.53204166667
376.18,6.56433333333,22.0488,18.5190333333,8.67036666666,5.02386666667,5.67771555555,9.7298,4.4677,4.6896,24.8024,8.55433333333
376.54,6.71111111111,22.1784,18.6317333333,8.90893333333,5.1538,5.77551555555,9.8428,4.63,4.79926666667,24.8448,8.668125
376.90,6.70082222222,22.2693333333,18.6749333333,8.93379999999,5.15826666667,5.76492222222,9.79533333334,4.63493333333,4.79486666667,24.9521333333,8.608875
377.26,6.75788888889,22.3904,18.7598,8.98316666667,5.22213333333,5.83431555555,9.80526666667,4.71696666667,4.82733333333,25.0282333333,8.71379166665
377.63,6.80513333333,22.5214666667,18.8147666667,9.02063333333,5.22606666667,5.87462444445,9.78386666666,4.75946666667,4.8376,25.1709666667,8.71304166665
377.99,6.70104444445,22.4064666667,18.7412,8.91460000001,5.0976,5.75136,9.66766666667,4.62043333333,4.70433333333,25.1283666667,8.57691666668
378.35,6.70851111111,22.4876,18.8189666667,8.95289999999,5.1278,5.78508444445,9.65893333334,4.6613,4.724,25.1781333333,8.55325
378.71,6.78551111111,22.5819333333,18.9605333333,9.0917,5.23,5.86240666667,9.73886666667,4.73523333333,4.81053333333,25.2799666667,8.67529166668
379.07,6.83666666667,22.656,19.0369333333,9.24656666667,5.27986666667,5.93270666667,9.84693333333,4.86876666667,4.89913333333,25.4157333333,8.70270833332
379.44,6.67137777778,22.4478666667,18.9413,9.08443333333,5.12986666667,5.75476,9.6348,4.7224,4.75133333333,25.3019666667,8.50037499999
379.80,6.73091111111,22.6132,19.052,9.14553333334,5.23886666667,5.80955555555,9.70366666667,4.7841,4.78906666666,25.4952666667,8.54424999999
380.16,6.79573333333,22.7122666667,19.1661333333,9.27743333333,5.36693333333,5.91439777778,9.78386666666,4.88453333333,4.9082,25.6604333333,8.57770833333
380.52,6.70008888889,22.7012666667,19.1959666667,9.13859999999,5.31633333333,5.83999333333,9.71259999999,4.76956666667,4.8342,25.6506333333,8.50804166667
380.88,6.71351111111,22.6244,19.2860666667,9.12909999999,5.31,5.85468888888,9.75439999999,4.7912,4.82266666667,25.7108666667,8.56591666667
381.24,6.66715555555,22.6104666667,19.3067333333,9.0642,5.259,5.81180666667,9.744,4.74913333334,4.80313333333,25.7700333333,8.48841666667
381.61,6.63493333333,22.6098,19.3699666667,9.04926666666,5.29966666667,5.77166888889,9.77013333333,4.71693333333,4.8066,25.8279666667,8.47512500001
381.97,6.65848888889,22.7886,19.4212666667,9.07193333334,5.3064,5.76880888889,9.76953333333,4.7165,4.85033333333,25.9625,8.53204166667
382.33,6.68906666667,22.8613333333,19.4415,9.09343333333,5.28846666667,5.78976444445,9.74126666666,4.6929,4.8682,26.0648,8.55674999999
382.69,6.70835555555,23.1071333333,19.5192333333,9.11566666667,5.29333333333,5.81545777778,9.75853333334,4.716,4.8436,26.2363333333,8.54941666668
383.05,6.70497777778,23.1378666667,19.5552666667,9.13963333333,5.3478,5.81077777778,9.716,4.69816666667,4.8758,26.2587,8.55504166666
383.41,6.84248888889,23.3580666667,19.7234666667,9.28080000001,5.44333333333,5.90790888889,9.84780000001,4.7644,4.98426666667,26.4858,8.69233333335
383.77,6.89046666667,23.4426,19.8569666667,9.35260000001,5.48913333334,5.93969777778,9.90133333334,4.8075,5.021,26.5635666667,8.73420833333
384.14,6.79208888889,23.3995333333,19.7672666667,9.22523333333,5.3616,5.77503777778,9.79986666666,4.66573333333,4.8838,26.5354666667,8.61925
384.50,6.79133333333,23.4635333333,19.7880666667,9.22873333334,5.33406666667,5.7581,9.75546666667,4.6497,4.84813333333,26.6194666667,8.580875
384.86,6.75397777778,23.5546666667,19.8299666667,9.24636666667,5.29493333333,5.71579777778,9.68019999999,4.5975,4.8202,26.6705333333,8.53529166668
385.22,6.67951111111,23.4748,19.7520666667,9.19946666667,5.21613333333,5.61660888889,9.53886666667,4.50126666667,4.7094,26.5877,8.428875
385.58,6.66922222222,23.4938,19.7505,9.17123333333,5.1296,5.56437111111,9.46466666666,4.4296,4.6332,26.6312666667,8.38887499999
385.94,6.64097777778,23.4912,19.7442,9.13986666666,5.13066666666,5.53258888889,9.4362,4.39263333333,4.58906666667,26.6040666667,8.34595833332
386.30,6.61551111111,23.4650666667,19.7379666667,9.15486666667,5.08133333333,5.46471555555,9.38433333333,4.34803333333,4.52246666666,26.6145,8.31729166666
386.66,6.55404444445,23.3228666667,19.6886666667,9.10029999999,4.98766666667,5.37226222222,9.26066666667,4.233,4.4564,26.5755333333,8.24658333333
387.03,6.45077777778,23.3101333333,19.6156333333,8.98380000001,4.83346666667,5.2314,9.11653333333,4.11033333333,4.31026666667,26.5425333333,8.12341666667
387.39,6.47535555555,23.3745333334,19.6419333333,9.05686666667,4.88153333333,5.26134,9.0934,4.176,4.3446,26.6210666667,8.15341666667
387.75,6.38304444445,23.3798,19.6102,8.97726666667,4.7736,5.13923777778,8.91333333333,4.04693333333,4.2476,26.6198,8.05141666667
388.11,6.3448,23.4484,19.5983,8.98456666666,4.72593333333,5.13793333333,8.86873333333,4.02736666667,4.19026666667,26.605,8.06841666666
388.47,6.3596,23.6014666667,19.7251666667,9.03870000001,4.74766666667,5.17724,8.86713333334,4.06933333333,4.23133333333,26.6854666667,8.13995833334
388.83,6.58411111111,23.8426666667,19.9059,9.25979999999,4.96806666667,5.39149111111,9.04513333334,4.28316666667,4.4498,26.9146333333,8.34425000001
389.19,6.7264,24.0611333333,20.0746333333,9.47019999999,5.12293333333,5.56556666667,9.16106666667,4.43353333333,4.62746666667,27.1219,8.52349999999
389.55,6.79491111111,24.2302,20.1816666667,9.60700000001,5.23193333333,5.68902444445,9.25166666666,4.54666666667,4.738,27.2819666667,8.62666666667
389.91,6.86491111111,24.2874666667,20.2730666667,9.66719999999,5.24933333333,5.73703777778,9.24506666667,4.60676666667,4.7722,27.4064333333,8.67954166668
390.27,6.87891111112,24.3596666667,20.3304333333,9.66363333333,5.2914,5.75506,9.25986666667,4.60886666667,4.80153333333,27.4735666667,8.65970833332
390.63,6.94235555555,24.4702,20.4618,9.71446666667,5.38493333333,5.83435777778,9.33133333334,4.6807,4.87526666666,27.5870666667,8.75304166665
391.00,7.00675555555,24.5447333333,20.5728333333,9.7543,5.405,5.87349777778,9.39340000001,4.7205,4.9016,27.7224333333,8.79145833333
391.36,6.92682222222,24.5134,20.5184333333,9.66719999999,5.3232,5.8208,9.28953333333,4.6502,4.80073333333,27.7103,8.70491666665
391.72,7.02788888889,24.5548,20.6094666667,9.7478,5.40706666667,5.89745555555,9.35039999999,4.75206666667,4.87946666667,27.8136333333,8.77345833332
392.08,7.12035555555,24.6594666667,20.7661333333,9.86093333334,5.4772,5.96687333333,9.39139999999,4.83166666667,4.987,27.9714666667,8.784
392.44,7.15082222222,24.7011333333,20.7917,9.8616,5.49853333333,5.98240222222,9.36046666666,4.81933333333,4.96253333333,28.0450666667,8.76354166667
392.80,6.98193333333,24.6512666667,20.7168333333,9.6945,5.30393333333,5.80521777778,9.19073333334,4.62796666667,4.80966666667,27.9334666667,8.5765
393.16,6.97728888889,24.6875333333,20.7410333333,9.6271,5.30066666667,5.74013777778,9.15526666666,4.60246666667,4.78773333333,28.0084333333,8.558625
393.52,6.92562222222,24.6562666667,20.6916,9.54660000001,5.20393333333,5.66962,9.02473333333,4.5317,4.71406666667,27.9175666667,8.45708333333
393.88,6.98968888889,24.7916666667,20.7798333333,9.65076666666,5.28006666667,5.73113777778,9.08406666667,4.5959,4.81026666667,28.0341333333,8.53854166666
394.24,7.06917777778,24.9069333333,20.8827666667,9.74376666667,5.36413333333,5.79308444445,9.14286666667,4.68513333333,4.87833333334,28.1368666667,8.63104166667
394.60,7.12073333333,25.0108666667,20.9201333333,9.78753333333,5.39406666667,5.79836666667,9.1526,4.732,4.89286666667,28.2388333333,8.61254166667
394.96,7.22355555555,25.1306666667,21.0759666667,9.96826666667,5.52766666667,5.90677555555,9.22273333334,4.8418,5.03653333333,28.3884,8.71354166665
395.32,7.28555555555,25.1922666667,21.1941333333,10.047,5.5828,5.93821555555,9.2374,4.88706666667,5.12793333333,28.5012333333,8.790125
395.68,7.21557777778,25.1997333333,21.1616,10.0423333333,5.52393333333,5.89141111111,9.20440000001,4.85153333333,5.08373333333,28.4851333333,8.74654166668
396.04,7.22264444445,25.2482,21.2058333333,10.0685,5.54933333333,5.88187111111,9.16860000001,4.8542,5.08586666667,28.5521666667,8.768375
396.40,7.14468888888,25.1692666667,21.1421666667,10.0218333333,5.44573333333,5.76177333333,9.04826666667,4.7739,5.0074,28.5311333333,8.72116666667
396.76,7.11646666666,25.1582,21.1912,10.0501,5.4496,5.74408444445,9.003,4.78756666667,4.97,28.5738,8.70020833332
397.12,6.97777777778,25.076,21.1387666667,10.0021666667,5.23613333333,5.62803333333,8.80986666667,4.654,4.81166666667,28.4934,8.54366666667
397.48,6.97611111111,25.1654,21.2564666667,10.0625666667,5.2654,5.61400444445,8.8032,4.66743333333,4.81926666667,28.6513666667,8.58745833334
397.84,6.91906666667,25.1225333333,21.2321666667,10.0318333333,5.20733333333,5.56954222222,8.7082,4.59656666667,4.73606666667,28.631,8.51716666667
398.20,6.83271111111,25.1758666667,21.2415666667,10.0055666667,5.12886666667,5.48967111111,8.603,4.5175,4.67993333333,28.6521666667,8.42500000001
398.56,6.75191111111,25.1111333333,21.231,9.987,5.0558,5.43908666667,8.50626666667,4.42136666667,4.6402,28.5984666667,8.37179166666
398.92,6.67664444445,25.1332,21.2172,9.93523333333,4.97833333333,5.37763555555,8.37433333333,4.33073333333,4.5498,28.6050333333,8.30870833333
399.28,6.69306666667,25.2070666667,21.2619666667,9.91316666667,4.95786666667,5.35780888889,8.36966666667,4.29056666667,4.53826666667,28.6131333333,8.25216666668
399.64,6.7898,25.3850666667,21.4055,10.0073,5.04086666667,5.46608,8.42426666667,4.36626666667,4.66373333333,28.7845,8.35466666668
400.00,6.73068888889,25.3848,21.4044666667,9.94699999999,4.9552,5.41022666667,8.35606666667,4.28133333333,4.5748,28.8006333333,8.29941666667
400.36,6.87193333333,25.59,21.6041666667,10.0962,5.11906666667,5.57579111111,8.47926666667,4.43176666667,4.75886666667,29.0320666667,8.42270833332
400.72,6.92706666667,25.6579333333,21.6389333333,10.1369333333,5.18246666667,5.59532,8.4516,4.43626666667,4.7856,29.1337666667,8.48312499999
401.08,7.04351111111,25.8225333333,21.8318,10.2762333333,5.3744,5.71420888889,8.57973333333,4.54546666667,4.92206666666,29.3472,8.63025
401.44,7.06824444445,25.8976666667,21.8717333333,10.3126,5.38306666667,5.72244222222,8.5712,4.5251,4.94986666667,29.4385333333,8.624375
401.80,7.09302222222,25.9880666666,22.0232666667,10.3878666667,5.41826666667,5.76354666667,8.6012,4.5756,4.99653333333,29.5742666667,8.69216666665
402.16,7.15537777778,26.1098,22.1470666667,10.4399333333,5.41693333333,5.80692888889,8.6156,4.61113333333,5.02746666667,29.7131333333,8.73670833332
402.52,7.12042222222,26.1652,22.1280666667,10.4309,5.376,5.76963777778,8.541,4.5944,4.99393333334,29.8009333333,8.726
402.88,7.12904444445,26.2188,22.1560333333,10.4381333333,5.39446666667,5.78530888889,8.54873333333,4.61493333333,4.99633333333,29.9057,8.7385
403.24,7.069,26.3192,22.2148333333,10.4686666667,5.37086666667,5.76085333333,8.455,4.58096666667,4.9498,29.9970333333,8.71795833333
403.60,6.99215555555,26.2674,22.1733666667,10.4109,5.32233333333,5.67562,8.38333333333,4.4832,4.83426666667,29.9818333333,8.63995833332
403.95,7.0092,26.3416,22.2145666667,10.4467333333,5.36526666667,5.68715555555,8.37713333333,4.52796666667,4.89173333334,30.0295,8.68008333332
404.31,6.95377777778,26.3396666667,22.2211333333,10.4346,5.29066666667,5.60994666667,8.30406666667,4.44056666667,4.82786666667,30.0027333333,8.60025
404.67,6.95668888889,26.4118666667,22.3247,10.4818666667,5.2756,5.64919333333,8.33346666667,4.45586666667,4.85986666667,30.0659666667,8.60108333333
405.03,6.95213333333,26.473,22.3344,10.4955333333,5.26653333333,5.66822888889,8.3302,4.46973333333,4.8576,30.0853666667,8.58716666666
405.39,6.99595555555,26.5354,22.4151333333,10.5430333333,5.327,5.69476222222,8.37513333333,4.51306666667,4.90406666667,30.1500666667,8.65216666668
405.75,6.96802222222,26.5436,22.4223333333,10.5312,5.3102,5.63748,8.35013333333,4.46863333333,4.88753333333,30.1444666667,8.58733333335
406.11,6.96113333333,26.5100666667,22.4223666667,10.5542666667,5.32533333333,5.64894444445,8.319,4.45616666667,4.8878,30.1376666667,8.57816666666
406.47,7.02095555555,26.5763333333,22.5583,10.6321,5.389,5.70578444445,8.37353333333,4.51093333333,4.93913333333,30.2095,8.61004166668
406.83,7.03602222222,26.5847333333,22.6275333333,10.6819666667,5.4074,5.74126888889,8.4054,4.52603333333,4.9706,30.2060333333,8.65066666667
407.19,7.10746666667,26.628,22.7015333333,10.7413,5.44633333333,5.79176888889,8.46266666667,4.60516666667,5.03286666667,30.2511333333,8.74504166668
407.55,7.19695555555,26.7390666667,22.8466,10.8692333333,5.51113333333,5.88771555555,8.50653333333,4.6983,5.13506666667,30.3984333333,8.86008333335
407.90,7.25942222222,26.7986666667,22.9516,10.9470666667,5.56113333333,5.95625333333,8.55893333333,4.74103333333,5.19066666667,30.5317333333,8.92829166665
408.26,7.24657777778,26.8328666667,22.9905666667,10.9421,5.52813333333,5.9508,8.54613333333,4.7513,5.18493333333,30.6096666667,8.92491666667
408.62,7.25486666667,26.8664,22.9959,10.9372666667,5.5184,5.92899777778,8.49913333334,4.74863333333,5.16733333333,30.6944333333,8.92716666665
408.98,7.27668888889,26.9670666667,23.0679333333,10.9828,5.50553333333,5.91273777778,8.5108,4.73736666667,5.1922,30.7823666667,8.92558333335
409.34,7.24611111111,26.9711333333,23.0836333333,10.9941666667,5.47133333333,5.90598888889,8.47233333333,4.716,5.17453333334,30.7723,8.89425
409.70,7.30382222222,27.1102666667,23.1491,11.0567333333,5.49633333333,5.97681777778,8.49066666667,4.75146666667,5.18426666667,30.8946,8.94233333332
410.06,7.38853333333,27.255,23.2877666667,11.1654666667,5.577,6.08661777778,8.57766666667,4.8294,5.28426666667,31.0294333333,9.03566666668
410.42,7.36313333333,27.2917333333,23.2915,11.1378,5.52406666667,6.06058888888,8.5706,4.76933333333,5.25233333333,31.0639,9.00095833333
410.77,7.36853333333,27.4091333333,23.3644333333,11.1669,5.5452,6.04702888889,8.5416,4.76876666667,5.26953333333,31.1706666667,8.97895833333
411.13,7.33066666667,27.4372,23.3977333333,11.1792333333,5.5184,6.00099777778,8.5296,4.71523333333,5.24093333333,31.2236333333,8.92591666668
411.49,7.31413333333,27.4868666667,23.4031333333,11.1938666667,5.51573333333,5.97407333333,8.51866666667,4.71863333333,5.23646666667,31.2399333333,8.872625
411.85,7.3004,27.5578666667,23.4666666667,11.2061,5.53053333333,6.00179777778,8.54366666667,4.72506666667,5.25,31.3024,8.87054166667
412.21,7.33497777778,27.5664666667,23.5096333333,11.2641,5.5792,6.04125333333,8.57053333333,4.75293333333,5.29106666667,31.3772666667,8.913375
412.57,7.34673333334,27.6213333333,23.5450666667,11.3008,5.5948,6.06126222222,8.59286666667,4.75656666667,5.3176,31.3948333333,8.93220833335
412.92,7.31715555555,27.5807333333,23.5180333333,11.2512,5.57253333333,6.03743333333,8.49926666667,4.7211,5.2636,31.4145666667,8.876125
413.28,7.3684,27.7,23.6066666667,11.2805333333,5.59993333333,6.06692666667,8.51486666667,4.75836666667,5.29133333333,31.5945666667,8.92
413.64,7.36224444445,27.7198,23.621,11.2614666667,5.57213333333,6.03320666667,8.44,4.72266666667,5.27786666667,31.6081,8.88745833333
414.00,7.26411111111,27.6916666667,23.5835333333,11.1913,5.50686666667,5.93119555555,8.3382,4.64616666666,5.19666666667,31.6456333333,8.82145833332
414.36,7.21886666667,27.7202,23.5773666667,11.2002,5.505,5.91474666667,8.26553333333,4.63556666667,5.17393333334,31.6431,8.81508333332
414.72,7.19477777778,27.7673333333,23.5717666667,11.1714333333,5.4402,5.85511111111,8.18886666667,4.58913333333,5.11546666667,31.6617333333,8.786625
415.07,7.24597777778,27.9332,23.6441333333,11.2342,5.5086,5.93173555555,8.21553333333,4.64473333333,5.1668,31.7921,8.85008333332
415.43,7.17282222222,27.9456,23.6414,11.1843333333,5.4318,5.87381333333,8.1296,4.55333333333,5.08446666667,31.8149,8.7905
415.79,7.20264444445,27.967,23.6799333333,11.2286,5.42746666667,5.85023111111,8.07933333334,4.5444,5.08213333333,31.8535666667,8.79179166667
416.15,7.23484444445,28.0798666667,23.7574666667,11.3047,5.4694,5.88651111111,8.0996,4.5668,5.10666666667,31.9266333333,8.800375
416.51,7.2506,28.1307333333,23.8319666667,11.3577666667,5.50313333334,5.92055111111,8.10953333333,4.5882,5.14213333333,31.9936666667,8.82520833332
416.86,7.27864444445,28.2218666667,23.9430666667,11.4383,5.53273333333,5.94093555555,8.13946666667,4.62816666667,5.18893333333,32.0928,8.87845833332
417.22,7.2746,28.2772666667,23.9955333333,11.4943666667,5.53266666667,5.95182444445,8.11713333333,4.6283,5.20133333333,32.1308666667,8.88975
417.58,7.29133333333,28.3558,24.096,11.5834666667,5.58366666667,5.98982222222,8.1274,4.6716,5.24273333334,32.2517666667,8.95041666668
417.94,7.29726666667,28.4112666667,24.1162666667,11.6039,5.55906666667,5.98749111111,8.0912,4.6732,5.23613333333,32.2827333333,8.949125
418.29,7.3242,28.4905333333,24.1843666667,11.6373333333,5.5636,5.98572222222,8.07913333333,4.67583333333,5.25086666667,32.4055333333,8.96975
418.65,7.35086666667,28.5096666667,24.2091333333,11.6904666667,5.5984,6.032,8.10686666667,4.7316,5.29886666667,32.4561,9.01129166667
419.01,7.37788888889,28.514,24.2587,11.7298666667,5.60206666667,6.04571333333,8.08626666667,4.75706666667,5.31926666667,32.5052,9.03829166665
419.37,7.41608888889,28.5796666667,24.3108,11.7878333333,5.62786666667,6.09159333334,8.09626666667,4.798,5.36113333333,32.5857,9.08504166665
419.73,7.40475555555,28.6247333333,24.3281666667,11.7882666667,5.61646666667,6.07767777778,8.051,4.78186666667,5.36106666667,32.6383333333,9.08420833335
420.08,7.35891111112,28.6010666667,24.3075,11.7502,5.58773333333,6.03858666667,7.958,4.7559,5.33026666667,32.6229,9.06966666665
420.44,7.38737777778,28.6806,24.3898,11.7972,5.611,6.06167111111,7.93753333333,4.77866666667,5.35646666666,32.7043333333,9.085125
420.80,7.40004444445,28.6787333333,24.3996333333,11.8200333333,5.61953333333,6.07436888889,7.89806666667,4.78196666667,5.36226666667,32.7153666667,9.106625
421.16,7.39917777778,28.6808666667,24.3946,11.8245,5.60006666667,6.07405777778,7.86253333333,4.7716,5.35746666667,32.7512666667,9.088
421.51,7.40806666667,28.7362,24.4416,11.8458,5.60606666667,6.08139555556,7.85953333333,4.7832,5.37486666667,32.8022666667,9.08379166667
421.87,7.4024,28.7595333333,24.482,11.8723666667,5.6,6.08495555555,7.8368,4.77583333333,5.36673333333,32.8548333333,9.09204166665
422.23,7.42013333333,28.7878,24.5205,11.9168333333,5.61066666667,6.10687555556,7.82953333333,4.80486666667,5.39726666667,32.8764333333,9.10275
422.58,7.42502222222,28.8314666667,24.5762,11.9480333333,5.61106666667,6.12116222222,7.80306666667,4.7992,5.40113333333,32.9262666667,9.10825
422.94,7.40035555555,28.8242,24.5682666667,11.9496,5.60333333333,6.10117777778,7.7498,4.77213333333,5.38726666667,32.9373666667,9.07983333335
423.30,7.38126666667,28.8046666667,24.5705666667,11.9389666667,5.59646666667,6.08014,7.6884,4.7547,5.37306666667,32.9223666667,9.0575
423.66,7.38471111111,28.8598,24.6059333333,11.9707666667,5.6016,6.10140888889,7.6716,4.7661,5.38913333333,32.9672666667,9.06116666667
424.01,7.41297777778,28.939,24.6709333333,12.0291666667,5.61173333333,6.12431555555,7.68813333333,4.77743333333,5.40513333333,33.0507333333,9.07475
424.37,7.39751111111,28.9232666667,24.6506333333,12.0264333333,5.58886666667,6.10325111111,7.6624,4.7683,5.39533333334,33.0483333333,9.06783333335
424.73,7.40348888889,29.0028666667,24.6923333333,12.0557666667,5.60126666667,6.11660222222,7.6658,4.76973333333,5.40813333333,33.0921333333,9.06758333333
425.08,7.40084444445,29.0601333333,24.723,12.0797,5.62293333333,6.11013111111,7.64646666667,4.78446666667,5.4194,33.1257666667,9.07195833333
425.44,7.3758,29.0504,24.7145,12.06,5.60306666667,6.10038666667,7.6082,4.76743333333,5.4036,33.1114,9.068125
425.80,7.41466666667,29.1048666667,24.7850333333,12.0974,5.64886666667,6.12206,7.6122,4.80193333333,5.46,33.1793,9.09341666667
426.16,7.40895555555,29.1207333333,24.8046333333,12.1003333333,5.64546666667,6.11167333333,7.57546666667,4.78253333333,5.4492,33.2147,9.08870833335
426.51,7.40957777778,29.1520666667,24.8123666667,12.1076,5.63646666667,6.09581555556,7.552,4.76316666667,5.45813333333,33.2477,9.06675
426.87,7.40366666667,29.2074,24.8653,12.1195,5.6162,6.08872666667,7.5218,4.75373333333,5.4636,33.2754,9.07745833332
427.23,7.45097777778,29.3327333333,24.9786,12.1925333333,5.6502,6.12942444445,7.5658,4.79433333333,5.5212,33.4003333333,9.11208333332
427.58,7.46493333333,29.3976,25.0501,12.2268666667,5.66566666667,6.12634888889,7.5598,4.81166666666,5.52926666667,33.4538666667,9.13516666667
