wavelength,Back_EmbYpim,Belly_EmbYpim,Breast_EmbYpim,Crissum_EmbYpim,Crown_EmbYpim,DorTail_EmbYpim,Patch10_EmbYpim,Patch11_EmbYpim,Rump_EmbYpim,Throat_EmbYpim,WingTip_EmbYpim
593.47,14.0433555556,38.7164666667,33.2115666667,24.3622666667,9.23100000001,9.27781555555,21.2184,7.147,12.7225333333,42.5401,14.5934166667
593.80,14.0048,38.7061333333,33.136,24.2877,9.17899999999,9.18638666667,21.1248666667,7.08853333333,12.6636666667,42.4721666667,14.5271666667
594.14,14.0247111111,38.6855333333,33.1049666667,24.2645666667,9.19839999999,9.20763555555,21.1267333333,7.15513333334,12.6762666667,42.3937,14.5607916667
594.48,14.0560222222,38.7461333333,33.1469,24.2349666667,9.2304,9.23606666667,21.1762666667,7.19143333333,12.7014666667,42.3806333333,14.5422916667
594.81,14.1264666667,38.7724666667,33.1679666667,24.2897666667,9.32746666667,9.29810222221,21.2504,7.27993333333,12.7953333333,42.4119,14.5908333333
595.15,14.0328,38.6553333333,33.0177666667,24.1643,9.2306,9.16843333333,21.1353333334,7.2013,12.7,42.2147666667,14.4647083333
595.49,14.0451555555,38.6308666667,33.0992666667,24.1831333333,9.2266,9.14504,21.1125333333,7.1734,12.72,42.2617,14.462875
595.82,14.0774666667,38.6377333333,33.0749,24.2109333333,9.26346666667,9.18672,21.1443333333,7.2145,12.7309333333,42.2906,14.4888333333
596.16,14.1173333333,38.6601333333,33.0827333333,24.2489333333,9.32413333333,9.25618222222,21.1829333333,7.26123333334,12.7830666667,42.3088666667,14.5415833333
596.50,14.1530222222,38.7231333333,33.1106666667,24.3254666667,9.37853333333,9.31730222223,21.24,7.31866666667,12.8521333333,42.3813666667,14.6587083333
596.83,14.1359111111,38.7292,33.1352333333,24.3675333333,9.35786666667,9.30812444445,21.2360666667,7.32346666666,12.8902666667,42.4168666667,14.6093333333
597.17,14.135,38.7252666667,33.1461,24.3622666667,9.36833333333,9.31036,21.2324,7.3388,12.9131333333,42.484,14.606625
597.51,14.1156888889,38.6894,33.2112333333,24.386,9.36659999999,9.30619111113,21.2450666667,7.3282,12.9292666666,42.4864,14.5860416667
597.84,14.1500666667,38.7075333333,33.2277,24.4161,9.42039999999,9.32547999999,21.2856666667,7.35746666667,12.9594,42.5544333333,14.6324166667
598.18,14.1127777778,38.6385333333,33.1984333333,24.4204,9.38073333333,9.24135111112,21.2294666667,7.30003333333,12.9320666667,42.5569,14.6209166667
598.52,14.1076444445,38.6892,33.2326,24.4267,9.3818,9.21255333334,21.2037333333,7.29313333333,12.9315333333,42.5880333333,14.6420833333
598.85,14.1350444444,38.7672666667,33.3235,24.4627666667,9.41593333334,9.21783777778,21.2271333333,7.28353333333,12.9552,42.7285666667,14.6875833333
599.19,14.1406222222,38.8472666667,33.3358,24.5237,9.44213333334,9.24152666665,21.2750666667,7.30566666667,12.9738,42.7471,14.7316666666
599.53,14.1594888889,38.8612,33.3993,24.5673666667,9.47486666667,9.23717111112,21.2635333333,7.3196,13.0159333333,42.6912,14.788125
599.86,14.1973333333,38.9143333333,33.4813333333,24.6271,9.47466666667,9.20429111111,21.2714,7.3274,13.0248666667,42.7048333333,14.78525
600.20,14.1629555555,38.7814,33.4472666667,24.5269,9.45033333333,9.17422,21.1887333333,7.3121,12.9945333333,42.5963666667,14.68475
600.53,14.2398666667,38.8419333333,33.5084333333,24.5759333333,9.52813333333,9.26249111111,21.2856666667,7.40053333333,13.0594,42.6024,14.7595416667
600.87,14.2598444444,38.8248,33.4798333333,24.6123666667,9.55093333334,9.29851555554,21.2802,7.40676666667,13.0748,42.5840333333,14.7829166667
601.21,14.3004888889,38.8641333333,33.4846333333,24.6255666667,9.56866666667,9.36160000001,21.3250666667,7.4361,13.0886,42.562,14.84825
601.54,14.3147111111,38.8876,33.5655333333,24.6775333333,9.58133333333,9.40497333333,21.3600666667,7.414,13.1584666667,42.5727666667,14.8817083334
601.88,14.2908888889,38.8524666667,33.5341666667,24.7162,9.60420000001,9.42208444443,21.3796,7.39016666667,13.1468,42.5468666667,14.839625
602.21,14.2372444444,38.751,33.4392333333,24.6826333333,9.56566666667,9.43649999999,21.3597333333,7.35023333333,13.0982,42.4842,14.7732083333
602.55,14.2880444444,38.7132,33.4543666667,24.7252,9.63166666667,9.53388666665,21.433,7.44263333333,13.1842,42.4884333333,14.8432083333
602.88,14.4057777778,38.8395333333,33.6042,24.8338666667,9.77626666667,9.6442088889,21.5566666667,7.55326666667,13.3133333333,42.6503666667,14.9609583333
603.22,14.3886,38.8215333333,33.5542333333,24.7911333333,9.73026666667,9.62603999999,21.5426,7.52253333333,13.3201333333,42.6888,14.9340416666
603.56,14.3864222222,38.7617333333,33.4527,24.7348,9.722,9.63475777779,21.5214666667,7.53963333333,13.3559333334,42.6012333333,14.9329583333
603.89,14.4789333333,38.8462666667,33.5767333333,24.8237666667,9.78900000001,9.72567999999,21.6451333333,7.62696666667,13.4467333333,42.7242333333,15.0470416667
604.23,14.4938222222,38.8112,33.5645333333,24.8348333333,9.79453333333,9.74071555557,21.6412666667,7.6065,13.4438,42.7323333333,15.0960833334
604.56,14.4938444444,38.7706666667,33.5414666667,24.8009333333,9.80740000001,9.73461111112,21.6435333333,7.59893333333,13.4477333333,42.6671333333,15.1016666667
604.90,14.5566,38.8674666667,33.5976333333,24.8407,9.86366666666,9.77333555556,21.6723333333,7.65546666667,13.5109333333,42.7267333333,15.1464166666
605.23,14.5044,38.8202666667,33.5446666667,24.7765333333,9.8128,9.70844888889,21.6227333333,7.60293333333,13.4568666667,42.6861,15.0675833333
605.57,14.5554666667,38.9102,33.5734333333,24.7758666667,9.81733333333,9.74387999999,21.6640666667,7.62616666667,13.4897333333,42.7258333333,15.136625
605.90,14.5996444444,38.9808,33.6519333333,24.8310333333,9.85333333333,9.74918666668,21.6914,7.6651,13.5424666667,42.7707,15.1869583333
606.24,14.6542222222,39.0701333333,33.7156666667,24.9077333333,9.87666666667,9.77211555555,21.7306666667,7.70346666667,13.5738666667,42.8555,15.238625
606.58,14.5689333333,38.9099333333,33.5731666667,24.8163,9.76819999999,9.67576888889,21.6433333333,7.59166666667,13.4903333333,42.7296,15.1590833334
606.91,14.6014,38.9246,33.5781,24.8492333333,9.78586666667,9.72860666667,21.689,7.6285,13.5022,42.7406,15.200625
607.25,14.5774,38.9604666667,33.6507,24.9109333333,9.76426666666,9.71581555555,21.7000666667,7.5815,13.5084,42.8319,15.2453333333
607.58,14.5625333333,39.0106,33.5876,24.9367333333,9.76553333332,9.68157999999,21.6774,7.5471,13.4983333333,42.8221,15.2363333333
607.92,14.5770444445,39.0631333333,33.6275,24.9947,9.78073333333,9.70350444445,21.7036,7.5613,13.5493333333,42.8943,15.2399166667
608.25,14.6611111111,39.1297333333,33.7336,25.1271666667,9.82533333333,9.78416666668,21.8189333334,7.6364,13.6216,43.0243666667,15.332625
608.59,14.6384222222,38.9555333333,33.6238333333,25.1185,9.83260000001,9.75109777779,21.802,7.61193333333,13.5878,43.0070666667,15.2955416666
608.92,14.6724666667,38.9001333333,33.5465666667,25.1884,9.86766666667,9.81110444446,21.8092666667,7.65583333333,13.6174,43.0817666667,15.3504583333
609.26,14.7154222222,38.9112,33.5476333333,25.2821,9.93093333333,9.87583777778,21.8670666667,7.71996666667,13.6776,43.2281333333,15.4043333333
609.59,14.6743333333,38.8284666667,33.4885333333,25.2302666667,9.90720000001,9.89054666667,21.8235333333,7.6991,13.6393333333,43.2955,15.3785416667
609.93,14.6674666667,38.8202666667,33.4126333333,25.2693333333,9.91506666667,9.91271999999,21.7957333333,7.6511,13.6465333333,43.3808,15.3784583334
610.26,14.6989111111,38.8408,33.4246666667,25.3528333333,9.97633333333,9.96975777778,21.8042,7.71800000001,13.6654666667,43.4761,15.4014166667
610.60,14.7638888889,38.8693333333,33.4523,25.4448666667,10.0475333333,10.0393977778,21.8473333333,7.74946666666,13.7122666667,43.583,15.4690416666
610.93,14.8793777778,38.9166,33.4884666667,25.5329,10.1637333333,10.1381644445,21.9582666667,7.82786666666,13.7594,43.7828,15.5211666667
611.27,14.8948666667,38.8804,33.5186,25.5883,10.1685333333,10.1696244445,21.9611333333,7.82260000001,13.7278,43.8540666667,15.4912916666
611.60,14.8251333333,38.7864,33.4122666667,25.5034666667,10.0962666667,10.0904222222,21.8952666667,7.7492,13.6202666667,43.8189666667,15.4073333333
611.93,14.7324222222,38.6955333333,33.3130666667,25.4115666667,10.0359333333,10.0017111111,21.8028666667,7.64843333333,13.516,43.8072666667,15.2924166667
612.27,14.7697555556,38.7924,33.4033,25.4822666667,10.0331333333,10.0852177778,21.8794666667,7.68273333333,13.5606666667,43.9420333333,15.3800833333
612.60,14.8082666667,38.8337333333,33.4777333333,25.4951666667,10.0421333333,10.0673022222,21.8678,7.70153333333,13.5807333333,43.9864,15.3965833333
612.94,14.7672,38.829,33.5401333333,25.4469,10.0032666667,10.0237177778,21.8172,7.67533333333,13.5634,43.9387666667,15.3602916667
613.27,14.805,38.9286,33.5926,25.4914,9.98746666667,10.0143555556,21.8774666667,7.67436666667,13.5825333333,44.0164666667,15.398125
613.61,14.7557555555,38.9671333333,33.6483,25.4577666667,9.91486666666,9.96925555554,21.8754666667,7.66206666667,13.5536,43.9822333333,15.359875
613.94,14.7465555555,38.9889333333,33.6147,25.4165333333,9.91819999999,9.9779,21.8591333333,7.67736666666,13.5796,43.8266333333,15.3447083333
614.28,14.7147111111,39.0263333333,33.6574,25.3864666667,9.88246666666,9.93204666667,21.8471333333,7.67056666667,13.603,43.7967666667,15.308625
614.61,14.6078666667,38.9404666667,33.5990666667,25.2883666667,9.76660000001,9.82136666667,21.7547333333,7.57403333333,13.5430666667,43.5885666667,15.3075
614.94,14.6238,39.0042666667,33.6529666667,25.3017,9.79579999999,9.87550666665,21.8009333333,7.60383333333,13.6398,43.6284333333,15.3510416667
615.28,14.6351111111,39.0758666667,33.6585333333,25.3367666667,9.80646666667,9.87287333335,21.8262666667,7.6156,13.683,43.5519666667,15.34175
615.61,14.7824888889,39.2259333333,33.7341,25.4962,9.92646666667,10.0015444445,21.9050666667,7.76649999999,13.8484666666,43.5805666667,15.4711666667
615.95,14.8494444444,39.3472666667,33.7686666667,25.5469666667,9.99926666667,10.06586,21.9211333333,7.84760000001,13.9301333333,43.5528666667,15.4984166667
616.28,14.8546,39.3819333334,33.7709,25.5773,10.0428666667,10.1326711111,21.9978,7.86773333333,13.9838666667,43.5073,15.5131666667
616.61,14.8832,39.4799333333,33.9040666667,25.6697,10.1054,10.2206733333,22.1579333333,7.91456666667,14.0468666667,43.5744,15.6140833333
616.95,14.9762444444,39.5130666667,33.9708,25.7963333333,10.2288,10.3111222222,22.2110666667,7.9897,14.156,43.5163666667,15.6764166667
617.28,15.0631111111,39.5137333333,34.0515,25.836,10.3111333333,10.3874266667,22.2886666667,8.06766666666,14.2368666667,43.4561,15.7185833333
617.62,15.1612666667,39.6952,34.2226333333,25.9475666667,10.3134,10.4389155556,22.4282666667,8.11346666667,14.3094666667,43.6398333333,15.8802916667
617.95,15.1734222222,39.7072,34.2570666667,26.0012666667,10.3604,10.4861555555,22.4823333333,8.17023333333,14.3466,43.6689,15.9225833333
618.28,15.2181333333,39.8142666667,34.3406,26.0672333333,10.4419333333,10.5730044444,22.5306,8.26346666667,14.4117333333,43.7168,15.9779583333
618.62,15.1427333333,39.7020666667,34.2341333333,25.9434,10.3698666667,10.50758,22.4120666667,8.21326666667,14.3189333333,43.5312666667,15.931625
618.95,15.2322666667,39.7712666667,34.3677333333,26.0395333333,10.4621333333,10.61146,22.5198666667,8.3104,14.4244666667,43.6388666667,16.0859583333
619.28,15.1994,39.7317333333,34.3823,26.0042666667,10.4460666667,10.58684,22.5026666667,8.27573333333,14.3798,43.6090666667,16.0638333334
619.62,15.1264444444,39.6964666667,34.3937666667,26.0030333333,10.3758,10.5309911111,22.5127333333,8.19859999999,14.3328666667,43.6722666667,16.0837916667
619.95,15.1216666667,39.6796666667,34.4479333333,25.9769333333,10.3504666667,10.5070177778,22.5176666667,8.16953333334,14.3352666667,43.6853333333,16.100625
620.28,15.1774888889,39.7184666667,34.4454,26.0183666667,10.3770666667,10.5184422222,22.4931333334,8.2077,14.4007333333,43.7562333333,16.1080833333
620.62,15.1799111111,39.7394666667,34.5002333333,25.9923,10.3460666667,10.5066511111,22.5148666667,8.20326666666,14.4096,43.7467,16.1275416666
620.95,15.1050888889,39.6362,34.4106333333,25.9082333333,10.304,10.3606622222,22.3998,8.10749999999,14.3133333333,43.6922666667,16.0327916667
621.28,15.0070222222,39.5148,34.3494666667,25.8289666667,10.247,10.2704511111,22.2709333333,7.99280000001,14.2206666667,43.6174,15.882375
621.62,14.9957777778,39.4936,34.2977,25.7802666667,10.1931333333,10.2080133333,22.2559333333,7.91696666666,14.1813333333,43.5055,15.8313333333
621.95,14.9384888889,39.4231333333,34.2265333333,25.7123666667,10.0908666667,10.0881111111,22.1982,7.80266666667,14.1296,43.4215,15.7310416667
622.28,14.9930888889,39.5047333333,34.3150333333,25.8134,10.1452666667,10.12506,22.2878666667,7.81853333334,14.1964666667,43.5408333333,15.8071666666
622.62,14.9637777778,39.5008,34.2523666667,25.8022,10.1284,10.0931355556,22.2337333333,7.78976666667,14.1955333333,43.4999333333,15.778375
622.95,15.0461333333,39.6264666667,34.3528,25.8735333333,10.1737333333,10.1537777778,22.3266,7.83680000001,14.2602666667,43.6536,15.824
623.28,15.1296,39.6926,34.4292,25.9426333333,10.2567333333,10.24,22.3954,7.89680000001,14.3332,43.6730666667,15.86
623.62,15.1553777778,39.7785333333,34.4516333333,26.0427333333,10.2917333333,10.2520866667,22.4298,7.94673333333,14.3405333333,43.7285333333,15.90275
623.95,15.1558666666,39.6458,34.3626333333,25.9887,10.2461333333,10.2170066667,22.4101333333,7.91523333333,14.312,43.5482,15.8832083333
624.28,15.0874666667,39.6183333333,34.3438333333,26.0041,10.204,10.1865133333,22.4207333333,7.88743333333,14.2484666667,43.5897,15.8223333334
624.62,15.1623333333,39.7278,34.4088333333,26.1006,10.2804,10.3006622222,22.5664666667,7.97396666667,14.3529333333,43.6432,15.9385416667
624.95,15.1981111111,39.6385333333,34.414,26.0985666667,10.3201333333,10.3590977778,22.6004,8.03569999999,14.3952,43.6144,15.9810416667
625.28,15.3086,39.7896,34.5738666667,26.2144,10.4262,10.4619088889,22.7148,8.14449999999,14.5018666667,43.7852333333,16.1068333333
625.61,15.4144444445,39.9097333333,34.6978,26.3050333333,10.5286666667,10.6127066667,22.7858666667,8.24120000001,14.6042,43.9134666667,16.2089583333
625.95,15.4026,39.9296,34.7437333333,26.3354666667,10.5704,10.61354,22.7962,8.2746,14.6387333333,43.9593666667,16.2187083333
626.28,15.4109555555,39.9550666667,34.7494,26.3383666667,10.5458666667,10.6167733333,22.8046666666,8.24816666666,14.664,43.913,16.1821666667
626.61,15.3634888889,39.9135333333,34.7249333333,26.2939666667,10.502,10.5855244444,22.7938,8.2322,14.6444,43.7774,16.2
626.94,15.3385555556,39.9620666667,34.7030333333,26.2743333333,10.5030666667,10.52718,22.7311333334,8.20996666666,14.6452,43.7616333333,16.20325
627.28,15.3105555556,39.9262666667,34.6653666667,26.2113666667,10.4268,10.50626,22.6788,8.12530000001,14.6176,43.6951333333,16.160125
627.61,15.3518444444,40.0159333333,34.7090666667,26.3081,10.4972666667,10.5552333333,22.6998666667,8.19256666666,14.6721333333,43.7823333333,16.221625
627.94,15.3785555555,40.0301333333,34.6852333333,26.2662333333,10.5029333333,10.5519266667,22.6516,8.17853333334,14.6897333333,43.7405,16.270875
628.27,15.4296666667,40.0238,34.6551666667,26.2860666667,10.5428,10.6116844444,22.6538666666,8.22649999999,14.7397333333,43.794,16.3277916667
628.61,15.5426444444,40.1341333333,34.7120666667,26.3869333333,10.661,10.71298,22.7732,8.33476666666,14.8624,43.9234,16.4524583333
628.94,15.3947333333,39.9389333333,34.5678666667,26.2681333333,10.5360666667,10.5903088889,22.6200666667,8.17816666666,14.7158,43.7726333333,16.304125
629.27,15.4001555555,39.9052,34.5676666667,26.3099,10.5502,10.5864311111,22.6386,8.1839,14.6953333333,43.7614333333,16.3456666667
629.60,15.4502888889,39.8963333333,34.4945,26.3296,10.5086666667,10.5635977778,22.6426,8.16906666666,14.7115333333,43.7292333333,16.3599166667
629.94,15.4105333333,39.7565333333,34.4222666667,26.3115333333,10.4625333333,10.5206266667,22.6297333333,8.1464,14.6052666667,43.7477333333,16.3535
630.27,15.3613555555,39.5991333333,34.3166666667,26.2168666667,10.384,10.4474533333,22.4990666667,8.03646666666,14.5355333333,43.7124,16.274
630.60,15.3851111111,39.4962,34.341,26.2039666667,10.3558,10.4736266667,22.5489333333,8.02643333333,14.5231333333,43.6742333333,16.27875
630.93,15.5102222222,39.6064,34.4096666667,26.3555333333,10.501,10.5959133333,22.6722666667,8.15386666666,14.6467333333,43.8145333333,16.4252083333
631.26,15.5131111111,39.6612,34.4905,26.3698,10.4740666667,10.6156688889,22.6988666667,8.11299999999,14.6411333333,43.8736,16.4142083334
631.60,15.5786222222,39.7587333333,34.5361,26.4666,10.5365333333,10.6995933333,22.8454,8.17359999999,14.7168666667,43.9531666667,16.4613333333
631.93,15.6002666667,39.8414,34.6417666667,26.5263333333,10.5979333333,10.7326,22.9066,8.23583333333,14.7185333333,43.8804666667,16.4712916667
632.26,15.5225333333,39.7956666667,34.5394666667,26.464,10.4952,10.63606,22.757,8.12710000001,14.6090666667,43.7573666667,16.4445833333
632.59,15.6808,39.9395333333,34.6653,26.5766,10.6334,10.7795444445,22.8636,8.318,14.8099333333,43.8731333333,16.6017916667
632.92,15.6902,39.9155333333,34.6073333333,26.544,10.5998666667,10.7435777778,22.8071333333,8.3096,14.844,43.8383333333,16.5340416667
633.26,15.7152,40.0011333333,34.6542666667,26.5619333333,10.6682,10.8246688889,22.8630666667,8.36206666667,14.868,43.8338666667,16.5966666667
633.59,15.7860444444,40.1022,34.7463666667,26.6157,10.7724,10.8891822222,22.9224,8.39753333334,14.9734666667,43.9337333333,16.6997083333
633.92,15.8746222222,40.2186666667,34.8425,26.7563,10.8784666667,10.9544044444,23.0344,8.51683333334,15.0500666667,44.0231333333,16.7892083333
634.25,15.8071111111,40.2042,34.7735333333,26.7439,10.8318,10.8692755556,23.0151333333,8.46976666667,14.9780666667,43.9878333333,16.724125
634.58,15.6904888889,40.1764666667,34.7309666667,26.6178,10.7335333333,10.7413155556,22.9010666667,8.3433,14.8704,43.8550666667,16.6364166666
634.91,15.7052444445,40.2102,34.7521333333,26.6408333333,10.7623333333,10.7283622222,22.9147333333,8.35459999999,14.9345333333,43.8658,16.640375
635.25,15.7360444444,40.1760666667,34.7456666667,26.6617333333,10.8063333333,10.7179288889,22.8650666667,8.36239999999,14.9466666667,43.8479666667,16.6574583333
635.58,15.8022444444,40.2517333333,34.7984,26.699,10.8280666667,10.7252711111,22.9108666667,8.372,15.0626666667,44.0201333333,16.7148333333
635.91,15.8425555555,40.3428666667,34.9644666667,26.767,10.8881333333,10.7897844444,23.0154,8.40949999999,15.1546666667,44.1576333333,16.7288333333
636.24,15.6931555556,40.2961333333,34.8314,26.6534333333,10.7550666667,10.6614488889,22.9233333333,8.27360000001,15.0165333333,44.0274666667,16.629875
636.57,15.7244888889,40.3855333333,34.9274,26.7086,10.8185333333,10.6912955556,22.9989333334,8.28886666667,15.0500666667,44.0502,16.6842083333
636.90,15.6285777778,40.2754,34.8756333333,26.6349333333,10.7211333333,10.5982688889,22.9202,8.20546666667,14.9993333333,43.965,16.5852916667
637.23,15.5722666667,40.3392,34.9081333333,26.5760666667,10.6635333333,10.5275555556,22.8471333333,8.14643333333,14.9813333333,43.9126333333,16.5019166667
637.56,15.5708888889,40.4403333334,35.0447666667,26.5982333333,10.6982666667,10.5761133333,22.9624666667,8.16073333333,15.0945333333,44.0365666667,16.5741666667
637.90,15.7139555556,40.5366,35.1031666667,26.6753666667,10.7874666667,10.6897088889,23.0058666667,8.24850000001,15.2333333333,44.098,16.6675833333
638.23,15.7487555556,40.5120666667,35.1289333333,26.6933,10.8109333333,10.7323177778,23.0366666666,8.28940000001,15.2476666667,44.1563333333,16.6422083333
638.56,15.7640222222,40.538,35.0949666667,26.6580666667,10.8405333333,10.7670866667,23.0809333333,8.27146666666,15.2213333333,44.1278333333,16.6608333333
638.89,15.7899111111,40.6240666667,35.1253333333,26.6837333333,10.8158,10.7934466667,23.1072666667,8.29019999999,15.2766,44.1847666667,16.7079166667
639.22,15.6736444445,40.4665333333,34.9375,26.5439333333,10.6122666667,10.6813311111,22.9338,8.1443,15.1044666667,43.9746333333,16.5842916666
639.55,15.6421555556,40.3959333333,34.7802,26.4395333333,10.5196666667,10.5803311111,22.8962666667,8.09543333333,15.0372666667,43.8382666667,16.5092916667
639.88,15.7382888889,40.4224,34.8419333333,26.5275333333,10.5127333333,10.6337488889,22.937,8.07286666667,15.109,43.9386666667,16.6280416666
640.21,15.7,40.3204666667,34.7843,26.5018666667,10.5314666667,10.6311177778,22.9546,8.10196666666,15.0894666667,43.9216,16.6131666667
640.54,15.8794444445,40.4541333333,34.9221666667,26.6709666667,10.7022,10.7903377778,23.1138666666,8.231,15.1963333333,44.1397,16.7824583333
640.87,16.0080222222,40.395,34.9668,26.7926333333,10.8152666667,10.94032,23.3053333333,8.39623333333,15.3394,44.196,16.9469583333
641.20,16.0314888889,40.3796,34.8523666667,26.7893333333,10.8039333333,10.9759688889,23.2172,8.39803333334,15.2917333333,44.1460666667,16.9371666667
641.53,15.9352666667,40.3389333333,34.8444,26.7709666667,10.7196666667,10.9103777778,23.1792666666,8.30783333333,15.1722,44.1829,16.888625
641.87,15.9246222222,40.3942666667,34.7513,26.7778,10.6365333333,10.8385844444,23.1779333333,8.22426666667,15.1521333334,44.1184666667,16.897125
642.20,15.9372222222,40.3070666667,34.6643666667,26.7467333333,10.6093333333,10.8153377778,23.0927333333,8.28306666667,15.1466666667,44.1032,16.8665416667
642.53,16.0268888889,40.2726,34.7162333333,26.8667,10.7339333333,10.8896088889,23.1834,8.36686666667,15.2092666667,44.0907666667,16.9505833333
642.86,16.0686888889,40.2970666667,34.8010666667,26.9323,10.8178666667,10.9561377778,23.2750666667,8.33510000001,15.2795333333,44.1824,16.9924583333
643.19,16.1400444444,40.3476,34.8157333333,27.0244,10.9609333333,11.1011577778,23.3541333333,8.45636666667,15.3848666667,44.2177,17.1536666667
643.52,16.1432222222,40.4242,34.8367666667,27.0484333333,11.0616666667,11.1279933333,23.4240666667,8.54250000001,15.3841333333,44.1988,17.1595833333
643.85,16.0537555556,40.4358666667,34.7179,26.9338,10.8832,11.0623533333,23.3152666667,8.41940000001,15.2643333334,44.0276,17.0855416667
644.18,16.0194666667,40.3733333333,34.6916666667,26.8623333333,10.825,10.9961155556,23.2712666667,8.3784,15.2832,43.9853666667,17.0027083333
644.51,16.1227333333,40.5364666667,34.8487666667,26.9539666667,10.8968,11.0699044444,23.2411333333,8.43173333333,15.3770666667,44.0899,17.1306666667
644.84,16.1612888889,40.5781333333,34.9438,27.0319666667,10.9336,11.03592,23.3659333333,8.43616666667,15.4459333333,44.1658333333,17.1110833333
645.17,16.1552222222,40.5506,34.8714333333,26.9353333333,10.9756666667,11.0786244444,23.3409333333,8.53346666666,15.5372666667,43.9977666667,17.1744583333
645.50,16.1839333333,40.5589333333,34.9988,27.0168333333,11.1197333333,11.1644666667,23.4099333333,8.67400000001,15.5959333333,44.1298333333,17.3130416667
645.83,16.0459333333,40.4259333333,34.9121666667,26.9118333333,10.9975333333,11.0445777778,23.3686666667,8.52239999999,15.4754666667,44.0288333333,17.25475
646.16,15.7160666667,40.1478666667,34.6348333333,26.5443,10.6272,10.7209577778,23.0930666667,8.19909999999,15.1762,43.8422333333,16.9556666666
646.49,15.6871333333,40.1536,34.5764,26.5289333333,10.6582,10.7321866667,23.1140666667,8.27083333333,15.1786,43.8327,16.96125
646.82,15.7639333333,40.1934,34.7016666667,26.6578666667,10.6370666667,10.72346,23.1632666667,8.26089999999,15.1814666667,43.9102666667,16.9584583333
647.15,15.7504666667,40.1508,34.7324333333,26.6789666667,10.6439333333,10.7477888889,23.1611333333,8.22006666666,15.2206666667,43.9137,16.9500833333
647.48,15.7403777778,40.057,34.7749333333,26.7275333333,10.6662,10.7423733333,23.1922666667,8.24436666667,15.2209333333,44.0375666667,16.9133333333
647.81,15.7028888889,40.0201333333,34.7047333333,26.7124333333,10.6054666667,10.7146688889,23.1212,8.1712,15.1442666667,43.9961,16.9374166667
648.14,15.5423555556,39.9154666667,34.5590333333,26.5684,10.4387333333,10.56274,23.0447333333,8.03740000001,14.9351333333,43.8645333333,16.741
648.47,15.476,39.9328,34.4842666667,26.4893333333,10.3983333333,10.5814311111,22.9240666667,8.05703333333,14.8856666667,43.7826666667,16.81375
648.80,15.4646888889,39.9606,34.5494666667,26.5726,10.3824,10.55548,22.9443333333,7.99813333334,14.8552666667,43.8783666667,16.7695833333
649.13,15.4976444445,39.9157333333,34.4918666667,26.5585,10.3884,10.5613866667,22.8905333333,7.98846666667,14.8746,43.8185,16.6999583333
649.46,15.6230888889,39.9948,34.6557333333,26.7015333333,10.5325333333,10.6690222222,22.9762666667,8.09786666667,14.9744666667,43.9123333333,16.8033333334
649.79,15.8089555556,40.2108666667,34.7866666667,26.8961,10.7551333333,10.8627266667,23.1760666667,8.26643333333,15.1526,43.9715333333,17.002625
650.11,15.8476222222,40.1026,34.7919666667,26.9084333333,10.7839333333,10.8920311111,23.1982,8.29656666667,15.1442666667,43.8290666667,17.069125
650.44,15.7407555555,40.0443333333,34.7577666667,26.7911,10.7158,10.8052266667,23.1424666667,8.21776666667,15.1236666667,43.7538666667,17.0465416667
650.77,15.7230444444,39.9616,34.7756,26.7341333333,10.7089333333,10.7520133333,23.1064,8.231,15.1036666667,43.7045333333,17.0732916667
651.10,15.8793555556,40.0914,34.8586666667,26.8373,10.8657333333,10.8653888889,23.2032,8.35313333333,15.2619333333,43.7579666667,17.2349166667
651.43,15.8616888889,40.1501333333,34.8113,26.8191,10.8618666667,10.8917511111,23.2233333333,8.38363333333,15.23,43.7093333333,17.1801666667
651.76,15.9378444445,40.1165333333,34.7887333333,26.8868666667,10.9736666667,11.0246688889,23.2864666667,8.45710000001,15.3021333333,43.7388333333,17.224125
652.09,15.9574,40.1001333333,34.8059333333,26.8753,10.9530666667,10.9552666667,23.2977333333,8.41523333334,15.2615333333,43.7407,17.124125
652.42,16.0342666667,40.2010666667,34.8834,26.9569,11.0252,11.0613288889,23.3556,8.47426666666,15.3292,43.8150333333,17.2516666667
652.75,16.0271555556,40.2544,34.9288333333,26.9442666667,10.9394,11.0821111111,23.4445333333,8.44699999999,15.3746666667,43.7915333333,17.2719166667
653.08,15.9219555555,40.1994,34.8212666667,26.855,10.8527333333,11.0076266667,23.3912666667,8.38766666666,15.3137333333,43.6903666667,17.2522083333
653.41,15.9080444445,40.183,34.8951,26.8079666667,10.8386666667,10.9893,23.3145333333,8.43513333333,15.3026,43.7212,17.2377916667
653.74,15.8699111111,40.289,34.9091,26.7888333333,10.785,10.9014066667,23.2789333333,8.40526666666,15.3002,43.8595333333,17.2452083333
654.06,15.8308,40.2516,34.8034666667,26.7741666667,10.7436,10.9150577778,23.2396666667,8.39970000001,15.2496,43.801,17.2105
654.39,15.9135555556,40.3084,34.7631333333,26.8663333333,10.7783333333,11.0422511111,23.2924,8.51939999999,15.2983333333,43.8504,17.1985416667
654.72,15.9643111111,40.3498,34.7674666667,26.8624,10.7893333333,11.0794488889,23.3212666667,8.54346666667,15.2972666667,43.9096333333,17.236125
