wavelength,Back_ConCinm,Belly_ConCinm,Breast_ConCinm,Crissum_ConCinm,Crown_ConCinm,DorTail_ConCinm,Patch10_ConCinm,Patch11_ConCinm,Rump_ConCinm,Throat_ConCinm,WingTip_ConCinm
184.11,-371.666666667,-13.33325,-237.77775,-187.777666667,-197.22225,-230.0,-195.555666667,-100.5555,-128.33325,-190.5555,-222.222166667
184.49,-6533.33333334,-866.666666668,-4150.0,-3291.66666667,-3575.0,-3941.66666667,-3191.66666667,-1983.33333333,-2658.33333333,-3508.33333333,-3775.0
184.87,-345.833375,-24.0740000001,-229.629416666,-168.9815,-179.629583333,-223.611083333,-170.370416667,-107.870333333,-143.981583333,-198.14825,-185.648166667
185.25,-105.555583333,34.4019166667,-55.9829166667,-32.4785833334,-33.1195833332,-56.6238333333,-23.9316666668,-3.63241666668,-23.077,-49.1451666667,-40.3845
185.63,-46.9166666668,60.6666666667,-7.66666666668,9.8333333333,10.6666666667,-6.66666666668,8.16666666665,30.1666666667,17.8333333333,-8.50000000002,-2.83333333334
186.01,-24.2033333333,42.2794166667,-1.71591666665,12.3775,15.4411666667,1.83816666667,6.12741666667,22.4265,18.9950833333,0.73533333334,-0.367583333325
186.39,-9.37483333333,35.2183333333,3.27375000002,11.4088333333,15.47625,11.60725,6.84525,16.2699166667,22.1228333333,0.198333333335,10.31725
186.77,-5.77558333332,31.8481666667,5.7755,13.20125,14.0265,16.4190833333,7.17825,11.6338333333,21.6996666666,2.06266666667,12.4585833333
187.15,-18.704875,22.7355833333,-5.43475,4.34791666667,7.24633333333,13.22475,-8.06175000001,-3.71383333332,11.413,-14.7645833333,3.35149999999
187.53,-13.1014166667,20.6186666667,-2.92083333335,5.58425,6.2715,16.3231666667,-8.24750000002,-6.27149999999,17.09625,-17.4398333333,5.06866666667
187.91,-1.20716666666,27.8815833333,6.30849999997,14.4081666666,17.6791666667,31.4641666666,-0.856833333318,1.71341666666,27.57,-7.94391666667,13.5515
188.29,-2.42404166666,23.33325,4.09066666664,10.9849166667,22.2726666667,33.1060000001,-5.22733333335,0.530083333325,32.9545833332,-14.3180833333,12.6514166667
188.67,7.44945833333,28.9773333333,15.78275,19.76,33.27025,39.7728333333,2.08333333332,9.34358333333,42.9924166667,-3.0935,17.8030833333
189.05,-4.39179166668,21.847,8.33333333335,12.0871666667,29.27925,37.9879166667,-12.6878333333,-2.62766666668,42.7929166666,-16.5165833333,8.18325
189.43,-8.22062500003,13.8138333333,6.30633333333,8.93400000001,26.6516666666,34.6095833333,-23.123,-8.85908333332,40.1651666667,-25.901,3.97908333332
189.81,-16.6284583334,1.60541666668,-2.67583333332,1.529,17.0489166666,28.7461666666,-31.8805833333,-21.3301666667,38.5321666666,-36.6971666667,-6.03975000003
190.19,-19.67825,-1.23766666665,-3.96041666666,3.54774999999,13.77875,30.3629166667,-35.1485,-26.8976666667,45.6270833334,-45.7096666667,-7.67333333335
190.57,-21.0051666667,-3.09275,-0.171666666668,6.01366666668,12.9725000001,31.6151666667,-37.2850833334,-27.835,54.03775,-50.17175,-6.70091666667
190.95,-19.1226666667,-5.08758333333,7.19291666669,9.5615,16.2281666666,32.9825,-35.7895,-27.193,61.0524999999,-49.7369166666,-7.28066666658
191.33,-10.9890416667,-3.20508333333,11.9963333333,11.5384166667,22.3444166667,33.7913333332,-30.403,-23.2599166666,71.9779166665,-46.1539166667,-4.57875
191.71,-8.1116666667,1.24124999998,17.11,10.5495833333,29.4325833334,39.8936666667,-24.7340833333,-20.21275,77.6595833333,-38.4751666666,1.4185
192.09,-17.6029166666,-10.6741666667,12.3595833333,0.280916666682,19.2884166667,29.8689999999,-34.0825,-32.5841666666,75.0935833333,-51.4046666666,-4.21341666657
192.47,-14.075125,-4.57308333335,17.9878333333,4.26825000002,22.5608333333,36.17875,-28.8618333333,-36.89025,83.8414999999,-51.1179166667,4.0650833334
192.85,-5.41054166657,3.35808333332,23.8804166667,15.5473333333,32.96025,53.7313333333,-29.6020833334,-37.8109166666,112.06475,-55.9702500001,21.0199999999
193.23,14.1329166666,6.64408333335,41.2161666667,26.6892499999,44.4820000001,63.6260833333,-12.7250833333,-19.0315,117.68025,-38.9641666667,32.2072500001
193.61,33.4804166667,19.5098333333,49.0195833333,44.1176666667,53.2354166668,72.6469999999,8.62741666666,0.0979166666575,121.274666667,-14.31375,45.7843333334
193.99,45.5426250001,31.3951666666,61.531,56.5890833333,63.3719166667,85.562,22.6744166667,11.82175,130.329416667,0.09691666665,60.7558333334
194.37,48.3164166667,33.586,68.5185833333,55.7238333333,65.9089166666,82.8283333333,30.0504166667,18.68675,121.464583333,9.59591666666,60.3532500001
194.75,47.5395833332,33.5715,65.2381666667,53.5715833333,65.2380000001,81.1904166665,30.5555,22.3810833333,112.619166667,13.8889166666,60.6349166667
195.13,51.7972916667,34.4769166667,63.3985833333,53.7581666667,64.8691666667,83.4965833335,32.7614166666,22.7941666667,116.911833333,14.62425,61.7646666666
195.51,52.3108333333,40.3360833333,64.6359166667,53.7815833334,65.1260833334,83.4732499999,34.5238333333,28.9916666667,109.523916667,19.3278333333,63.0950833333
195.89,58.0929583333,41.2661666667,65.7051666667,59.6154166667,68.1890833332,89.0223333333,36.0576666667,29.968,120.753166667,18.66975,63.8620833333
196.27,64.2643333334,46.24625,68.0180833333,64.7147499999,73.7988333334,93.6186666665,42.6425833333,37.3124166667,119.219083334,23.3484166666,67.5675833334
196.65,61.0876666667,44.35025,62.99425,63.4179999999,69.4915000001,86.8643333334,38.77125,34.95775,109.745666667,21.1158333333,63.0649166666
197.03,53.3999999999,34.9333333333,58.2666666667,57.8666666667,61.4666666667,79.7999999999,36.9333333333,29.0666666667,98.6666666669,17.6,57.6666666667
197.40,52.3050416667,38.88875,52.8369166666,58.62875,57.3878333333,77.6004166667,41.6075833334,32.3875833333,93.5581666667,21.2765833333,58.4515000001
197.78,41.5711666667,33.4603333333,44.4655833333,50.8905833333,52.8626666666,72.201,32.8880833333,22.58275,85.3689166667,8.96950000001,50.8905
198.16,39.3482916667,30.2005,41.6665833333,51.0651666667,52.3184166667,68.4836666666,30.5138333333,23.3708333333,82.8947499998,6.64166666665,50.7517500001
198.54,47.1474166667,34.1666666667,43.0769166666,56.5385,59.6153333334,74.9359166668,35.513,28.5896666667,86.7948333331,12.564,58.3333333332
198.92,49.4565833333,32.7534166667,46.739,63.1159166667,62.1738333333,80.2172499999,38.55075,24.6375,92.53625,10.8695833333,61.0869999999
199.30,44.9025,24.6455,43.3511666667,66.4893333332,62.7659999999,82.0035833334,31.6490833333,15.5140833333,94.7694999998,-2.39366666665,61.5248333332
199.68,53.6904166667,21.5475833333,49.0475,88.4524166666,76.1904166666,99.1665,38.4524166667,11.5475,119.523833333,-9.28566666674,71.9048333332
200.06,49.5739166667,21.1174166667,51.231,80.9658333333,68.0870833334,82.8598333333,37.6893333333,14.10975,100.189333333,-2.55683333336,64.0152499999
200.44,46.4193333333,4.29658333333,45.3124166667,91.5365833332,73.4375833334,88.6720833334,30.0781666667,-2.08341666668,117.708416667,-16.2761666666,64.9738333333
200.82,52.7426249999,14.2403333333,47.6793333334,87.3417499999,70.3586666666,87.23625,35.9703333333,12.2363333333,110.654166667,3.90308333327,66.3501666668
201.19,51.4514583332,20.50575,44.0076666667,78.65175,62.9214166668,77.7154166665,30.8053333333,12.07875,102.060083333,7.86508333335,57.6779166666
201.57,44.1314583333,9.03758333335,43.0751666666,86.1501666667,65.0235000001,82.9810833335,18.6619166667,-0.469500000017,112.08925,-2.11258333333,55.8684999999
201.95,47.647875,-0.672083333343,54.301,101.612916667,72.5805833332,99.3278333334,25.0000833334,-2.41924999999,133.199083333,4.56991666668,64.5159999999
202.33,28.0636666665,-63.4804166668,46.5685833333,124.019666667,73.2843333334,123.284333333,-6.6175,-67.1568333332,178.431333333,-36.5196666667,56.3725833333
202.71,-23.1666666665,-130.0,17.6666666666,134.333333333,31.3333333333,119.666666667,-58.3333333333,-145.666666667,192.666666667,-83.6666666667,39.6666666668
203.09,-31.1011666665,-110.416833333,-2.97624999999,113.392833333,34.5239166667,91.0714166665,-55.3572500002,-139.28575,164.880833333,-68.1547500001,27.3810833332
203.47,-3.17979166675,-68.20175,19.5175,102.412166667,46.2719166669,83.7719166665,-13.1578333333,-84.6490833335,149.561416667,-23.4648333333,28.5088333332
203.85,0.528958333425,-41.00525,17.19575,58.7300833334,28.7036666668,53.9682500001,-3.17483333342,-52.2486666667,94.1800833333,-9.92066666668,23.8094166667
204.22,10.50475,-23.709,19.4835833333,59.0374166667,34.6241666666,60.3285,9.97641666665,-31.22075,95.65725,1.76041666668,33.9202500001
204.60,25.3314583333,-1.32591666668,29.45075,60.6060833333,42.8030000001,65.24625,24.9999999999,-10.3219166667,93.2766666667,19.5075833333,39.3939166667
204.98,15.58225,-19.74875,23.8585,59.1323333334,38.0138333333,60.7305833332,16.32425,-25.7989166667,94.2921666668,10.8446666667,29.4521666666
205.36,2.80450000008,-65.70525,4.80758333335,59.4551666666,30.7692500001,56.4105,6.4103333334,-62.4998333334,106.25,-10.4165833333,18.1090833334
205.74,18.0554583333,-61.4379166667,22.2221666667,68.7908333333,45.7516666668,64.2155833331,27.12425,-56.6994166666,115.68625,-0.98025,29.9019166668
206.12,29.8877916668,-50.8014166667,27.24375,69.3910000001,51.1217500001,68.9102500002,34.6153333334,-46.4744166667,124.359,4.80766666675,36.0577499999
206.50,44.6795416666,-24.359,39.87175,73.5896666668,63.0769166666,75.5128333333,50.0,-18.2051666666,119.102666667,21.2821666666,47.30775
206.87,48.9583333334,-10.8333333333,44.7916666667,68.8541666667,71.4583333333,74.7916666668,52.0833333333,5.52083333333,108.229166667,27.1875,48.7500000001
207.25,45.5555416665,-22.8888333333,38.9998333333,62.3332500001,67.7777500001,74.4443333335,43.2220833333,2.77774999998,107.0,17.5554166666,47.1109166668
207.63,52.8846666666,-7.58566666668,40.7051666667,62.8205833334,75.8547499999,81.9444166666,45.4059166667,13.2479166667,107.37175,20.5128333333,54.9144999999
208.01,61.4428749999,-1.1195,42.9104166667,73.1343333334,93.5324166666,93.7811666667,55.97025,18.7810833333,124.75125,29.4776666667,67.66175
208.39,63.39275,-52.5794166667,37.1030833333,84.5236666666,115.079416667,110.119,42.6585833334,-17.262,155.952333333,7.73816666658,75.1984166668
208.77,74.26475,-68.6275,49.7549166666,112.254916667,141.911833333,137.745083333,48.7745833332,-28.18625,182.843083333,-2.69591666668,103.676416667
209.14,87.77775,-80.5555833332,62.2222500001,120.27775,175.0,163.888916667,60.8333333334,-27.22225,200.83325,-8.33333333325,114.722333333
209.52,59.2146666667,-26.9231666667,63.4615000001,83.4934166666,121.153666667,115.384666667,49.0385833335,4.64733333333,128.365333333,16.5064999999,77.7244166666
209.90,40.4762916666,-48.2993333333,39.9660000001,64.6258333333,97.6190000001,99.1495,19.0475833332,-21.76875,111.394583333,0.170083333325,57.3129166667
210.28,6.49224999985,-87.5968333334,8.91491666658,37.0154999999,76.938,71.8992499998,-14.3410833333,-62.9845833333,86.6277499998,-36.6279166667,36.2403333334
210.66,5.2778333334,-75.3705,12.0369999999,35.3705,75.1850000001,67.7777499998,-19.8148333332,-57.77775,83.1482500002,-32.77775,35.1852499998
211.03,-119.117625,-331.372583334,-108.333333333,-26.4705833335,37.7451666666,24.5096666668,-176.470666667,-306.862833333,82.3529166667,-215.68625,-47.5490833333
211.41,-27.4999166667,-137.380833333,-24.0477500002,16.4288333333,35.4761666666,33.5714166667,-64.5238333332,-130.238,69.0475833335,-71.9047499998,-6.42850000017
211.79,-44.1177499999,-160.049083333,-35.7842499999,6.1275833335,10.7841666665,26.2255000003,-78.9216666667,-157.352916666,55.63725,-84.5587499998,-11.2745833333
212.17,-203.273833333,-480.357083333,-163.6905,-48.8095833334,-81.5476666667,5.3571666665,-286.904666667,-448.21425,15.476166667,-298.809583333,-139.285666667
212.55,-66.9753333335,-180.555416667,-42.2838333333,8.642,-8.95049999983,46.6048333335,-106.172666667,-171.913666667,36.7284166665,-115.123416667,-37.6543333335
212.92,-40.0,-116.666666667,-24.1666666667,8.3333333334,0.41666666675,34.375,-58.9583333336,-102.291666667,34.375,-65.2083333334,-19.7916666667
213.30,-46.7261666666,-111.904666667,-31.349,-3.96816666682,-22.8174166668,30.5554166665,-60.3175833334,-106.944583333,36.5079166668,-60.5159999999,-19.0475
213.68,-86.1559166667,-181.451666667,-91.1290833333,-19.3548333334,-63.7096666668,21.5054166668,-114.51625,-167.473166667,22.5806666668,-115.322666666,-45.6989166667
214.06,-297.5,-587.5,-340.0,-120.833333334,-205.833333333,19.1666666667,-399.999999999,-534.166666667,20.0000000008,-407.5,-187.500000001
214.44,-175.892833333,-400.59525,-205.357083333,-41.6666666668,-116.66675,66.6665833333,-242.857083333,-339.28575,44.04775,-228.571416667,-136.3095
214.81,-89.6927083334,-263.596416666,-118.421,4.38600000008,-55.2633333333,96.0525833335,-148.245666667,-208.3335,75.8771666667,-135.965,-71.0525833335
215.19,-50.2194583333,-196.929833333,-65.3508333333,11.8420833331,-15.7895833336,155.263083333,-128.070083333,-173.68425,115.350916667,-111.842166667,-34.2103333333
215.57,-43.3824166665,-184.313416667,-30.3921666666,24.5099166668,19.6078333334,195.588333334,-84.8038333332,-160.294083333,141.666666666,-84.8038333333,-17.6469999999
215.95,-48.9583333334,-165.416666667,-37.9166666667,17.5000000001,12.9166666666,146.25,-90.8333333333,-155.0,112.916666667,-73.7500000002,-30.8333333332
216.32,-53.125,-180.0,-38.75,5.83333333342,3.75000000007,114.166666667,-93.3333333332,-182.916666667,116.666666667,-78.75,-33.3333333333
216.70,-14.2628333333,-141.987166667,-18.2691666667,15.0640833333,19.2307500002,107.051166666,-46.4742500002,-133.333416667,118.91025,-39.4231666667,-1.60266666675
217.08,10.7843333333,-182.353,-6.37250000002,41.1766666665,33.3334166667,185.78425,-49.0196666667,-184.804,213.7255,-39.7060833335,15.6862499998
217.46,34.3749583334,-83.6804166666,10.7639166667,57.6389166666,67.3611666668,145.139,-15.27775,-106.944416667,169.444333333,-8.3333333334,10.0695833333
217.83,77.6514999999,-38.2575833333,60.6062499999,75.3787500001,108.71225,176.515083333,22.7273333332,-87.8789166666,206.060583333,22.3484999999,27.6515
218.21,60.2676666667,12.0536666667,50.2976666667,65.3275000001,76.7855833334,102.67875,46.1310000001,-0.89283333335,108.1845,38.6904166666,36.6070833332
218.59,81.0344583334,34.339,61.7816666666,78.3045833334,91.5230000001,116.235833333,62.069,21.1208333333,113.793,54.59775,59.3391666666
218.97,79.0922916668,27.5296666667,51.9345,70.5357500001,87.7976666668,110.863083333,65.6250000001,15.32725,105.803583333,46.5772500001,54.1666666666
219.34,73.681375,27.21525,46.9410833333,67.9325833334,77.0042499999,88.8185833333,66.3502500001,23.3121666667,91.6666666667,49.5781666666,52.5316666666
219.72,70.8334583333,21.7776666667,36.2221666667,64.5556666667,66.8888333334,85.889,59.8889166666,13.8889166667,92.8888333333,37.7778333334,44.0000833333
220.10,81.2500416668,24.1420833333,45.4656666666,74.7548333333,74.2646666667,98.16175,68.0148333332,19.48525,102.20575,42.89225,50.858
220.47,65.9724166666,15.9723333333,29.2823333333,61.5740833332,61.8055833334,89.4675833332,50.5786666666,10.1851666667,86.4584166667,32.8702499999,37.9630833333
220.85,47.5694166666,2.22241666668,8.88891666666,53.0555,52.9165833333,82.7776666666,34.1666666667,-17.3611666667,71.6665833333,13.1945,13.6110000001
221.23,21.96975,-22.2223333334,-6.31308333334,31.3130833332,38.7625,60.101,15.9090000001,-35.6060833333,40.7829166667,-6.43933333335,-8.33333333332
221.61,8.83625,-50.86225,-20.9768333333,20.5459166667,26.4367500001,59.6264999999,2.44258333335,-54.7413333333,29.023,-27.2988333333,-24.7125833334
221.98,10.8092916667,-45.5315,-13.0435,21.7392500001,29.3477499999,57.0049166667,1.6906666667,-42.5123333333,34.17875,-15.57975,-7.9709166666
222.36,-14.015125,-76.3635833333,-33.03025,3.18183333342,15.3029999999,51.2120833335,-27.2726666666,-77.12125,20.3029166665,-48.3333333334,-31.9698333333
222.74,-14.2579583333,-59.245,-26.5625833333,-0.91166666675,15.8851666667,46.2237500001,-27.8645000001,-64.9741666667,22.3955,-43.2295,-30.9895833335
223.11,-17.9276666667,-47.5876666667,-22.259,0.657916666775,15.3509999999,42.7631666667,-25.4386666667,-54.9344166667,23.465,-36.4035833333,-23.6842499999
223.49,-23.3854166667,-41.5625,-26.25,-3.12499999991,13.1250000001,38.4374999999,-32.1875,-54.8958333333,19.7916666667,-38.125,-27.1875
223.87,-29.1145833333,-46.7708333333,-36.25,-7.91666666667,11.0416666667,34.1666666666,-39.8958333332,-58.0208333333,15.3124999999,-46.6666666668,-30.3125
224.24,-27.963,-42.8705,-34.4444166667,-10.8333333333,10.4629166667,29.7220833333,-33.4259166667,-50.0,16.1110833333,-43.61125,-27.4073333333
224.62,-14.892,-28.7036666667,-19.4443333333,-1.62041666668,16.2039166667,34.2593333333,-15.8179166666,-34.9536666667,25.8485833333,-31.9445,-13.11725
225.00,-11.3606666667,-24.8699166667,-14.5833333333,-1.95324999999,13.737,29.8829166667,-10.8723333333,-27.14825,26.7578333333,-25.97675,-7.74741666668
225.38,-12.7279583334,-25.1303333333,-18.8803333333,-4.42725000002,9.5051666667,27.4088333333,-16.0808333333,-28.0599166667,27.9296666667,-24.4140833333,-8.39825
225.75,0.938874999975,-10.7395,-6.69008333334,7.39441666666,20.7160833333,35.5634166667,-2.64083333334,-13.7908333333,37.8523333334,-8.97891666665,5.22283333333
226.13,1.302,-8.65899999998,-9.70075000001,8.00766666668,23.0468333333,41.2108333333,-0.716083333343,-12.5001666667,45.5078333334,-11.3281666667,6.11983333333
226.51,8.21516666667,-5.37824999999,-4.61,11.9385,23.4041666667,41.4894166667,5.67383333335,-5.8510833333,49.5863333333,-3.13225,13.416
226.88,4.60654166667,-6.78066666667,-3.62316666668,10.8179166667,19.09925,32.5053333333,6.21108333333,-7.97100000003,43.3747500001,-4.39966666668,14.4926666667
227.26,3.986375,-4.81966666668,-3.73858333333,8.51358333335,15.1801666667,26.4865833334,4.81974999998,-6.89183333332,36.3965,-3.15316666666,12.83775
227.64,3.54862499999,-5.38258333333,-2.27258333333,7.49591666666,13.19775,25.1595,7.57575,-4.14658333335,31.8580833333,-2.87066666667,13.8359166667
228.01,3.03816666667,-4.68766666667,-1.42349999999,6.45833333333,11.3195,22.5000833333,7.36108333332,-4.58341666667,26.8749166667,-1.66666666667,12.8819166667
228.39,4.81016666667,-1.04158333333,0.306416666667,7.13849999999,11.6421666667,22.1814166667,8.02691666667,-3.12483333333,25.4289166667,-0.12249999999,13.695
228.76,5.21879166667,-0.0562499999992,0.645333333333,6.64983333334,11.4196666667,20.3423333333,7.23925000001,-2.16041666667,23.092,0.280583333325,13.4118333333
229.14,8.08124999999,4.06033333333,3.79516666667,9.50099999998,14.1720833333,23.4075833333,10.2971666667,1.30041666666,24.5755,3.42366666667,16.2419166667
229.52,8.73924999999,8.33349999998,6.66200000001,11.9866666667,15.8548333333,24.8805833333,12.5595833333,4.48899999999,24.9521666667,4.87100000001,18.2665
229.89,5.228625,6.87891666667,4.06291666666,9.02583333333,12.7423333333,21.3526666667,10.22625,2.05441666667,22.43775,2.747,16.5281666667
230.27,5.26245833333,6.6405,4.75275000001,9.48341666666,12.5433333333,20.07375,10.11275,2.06158333333,19.9003333333,2.908,15.3210833333
230.65,4.74833333333,6.91624999999,4.4205,8.86216666667,11.8020833333,19.2259166667,8.75625,1.41716666667,17.6395,2.77058333332,13.4094166667
231.02,7.24816666667,7.8215,4.95483333334,10.0533333333,12.16225,20.8230833333,9.521,2.68233333333,17.4448333333,3.68558333333,12.8786666667
231.40,7.38541666667,7.66666666666,4.25000000001,10.1875,11.4791666667,20.3333333333,9.10416666667,1.64583333333,16.7916666667,2.35416666667,11.5833333333
231.78,8.06050000001,9.69766666667,5.85641666667,11.4398333334,12.3215,20.8229166667,9.25691666666,1.63725,17.3173333333,2.93858333334,12.32175
232.15,9.4155,11.8614166667,8.41991666666,12.2295,14.3289166667,23.3549166667,10.4111666667,3.67966666667,18.7013333333,3.93949999999,14.3289166667
232.53,9.09933333332,12.2523333333,9.18908333333,12.6801666667,14.7521666667,24.527,10.9235,4.36933333334,19.4369166667,4.16691666666,13.8063333333
232.90,9.59387499998,12.5350833333,9.36041666667,13.1886666667,15.1494166667,26.9141666667,10.9244166667,4.8785,19.5611666667,5.20533333333,13.8655833333
233.28,8.06500000001,10.154,7.84299999999,12.0680833333,13.352,24.8599166667,8.16991666667,2.54441666667,18.4173333333,4.29516666666,12.1615833333
233.66,8.507,7.58924999999,7.06858333333,10.243,12.1031666667,24.65275,6.32441666667,0.371916666668,16.9643333334,2.52983333334,10.66475
234.03,9.11762500002,6.66666666668,7.84308333334,11.1274166667,12.99025,25.6618333333,6.51949999999,0.612833333333,16.9854166667,2.30400000001,10.56375
234.41,8.00341666667,5.47416666666,6.57383333334,9.13983333333,11.6324166667,24.8289166667,5.66958333334,-0.830833333335,16.349,1.36841666666,8.69983333332
234.78,9.82383333333,9.64783333334,8.61516666667,10.446,14.4835833333,28.0751666667,8.42716666666,1.80741666667,19.76525,2.95783333332,12.5351666667
235.16,7.67100000002,8.91141666666,6.76783333334,8.62241666666,14.5953333334,27.7215833333,7.44225,0.9635,19.5329166667,1.92691666667,11.2719166667
235.54,12.291625,12.7083333333,11.9211666667,12.08325,18.49525,32.176,10.4628333333,4.56025,24.0045833333,6.64350000001,15.92575
235.91,11.5483333333,11.8615833333,11.4439166667,10.8868333333,17.7578333333,31.5691666667,9.44758333333,3.36591666668,24.0716666667,5.40858333333,14.9953333333
236.29,11.7186666667,11.0508333333,11.1639166667,11.3450833333,17.86675,30.20825,9.73716666666,2.69466666666,24.63775,5.70658333334,14.80975
236.66,11.17725,8.46566666667,10.1191666667,9.96466666666,17.1736666667,28.7698333333,9.17116666666,1.34483333334,23.6771666667,5.68783333333,13.9991666667
237.04,8.73054166668,6.31441666667,8.65549999999,7.6245,15.4854166666,25.0429166667,7.71066666666,-0.0645833333325,21.2201666667,3.39350000001,11.4475
237.41,9.272125,7.80616666667,9.17716666667,8.67074999999,15.5275833333,25.9704166667,9.26158333332,1.35025,21.519,4.07183333332,12.0251666667
237.79,8.10191666668,8.43391666667,7.08541666668,7.74958333333,14.9154166667,23.8325,9.09833333332,0.865583333332,21.0346666667,3.64333333333,11.3728333333
238.17,9.96370833334,10.2783333333,8.56208333335,8.77183333333,15.86575,24.3895833333,10.6979166667,3.62308333332,22.6353333333,5.72083333333,12.8909166667
238.54,11.0350416667,11.9649166667,9.50891666666,10.421,16.4913333333,24.3685,11.8245,5.98258333333,22.5614166667,7.24558333333,15.2280833333
238.92,12.5322916667,11.7733333333,10.4329166667,12.3223333333,16.699,24.0471666667,13.5175,7.05749999999,22.9976666667,9.38308333333,15.94
239.29,11.1517916667,10.0395833333,9.293,11.7001666667,14.3358333333,22.4406666667,11.8830833333,5.45408333334,21.359,8.4705,15.0061666667
239.67,7.47975000002,6.59725000001,5.56999999999,8.53591666666,10.648,18.60525,9.34616666667,2.74866666667,16.6666666667,5.02033333333,11.68975
240.04,6.79445833334,5.22966666667,5.32075,8.04633333334,9.42883333335,17.16225,8.55500000001,2.93433333333,15.07575,5.37291666667,11.1761666667
240.42,5.48216666666,4.27683333333,4.21875,6.37450000002,7.66108333333,15.4033333333,7.267,2.36425,12.9925,4.75191666668,10.2341666667
240.79,4.49883333333,4.14558333333,3.18566666667,5.49591666667,6.18158333334,13.3120833333,6.46641666666,1.50841666666,11.5189166667,3.64966666666,9.673
241.17,5.49625,5.13091666667,4.15725,6.04875,6.49816666666,13.4363333333,7.16300000001,2.31275,11.8350833333,4.588,10.6555
241.54,5.09220833333,4.64841666667,3.37225,5.00341666667,6.08508333334,12.2718333333,6.58383333334,1.74083333333,10.59,3.86233333334,10.55625
241.92,4.46020833333,3.93591666667,3.09866666667,4.46791666666,5.59475,11.6353333333,5.89991666667,1.39291666667,9.39749999998,3.41158333333,10.086
242.29,3.36641666667,3.30383333333,2.14375,3.48016666667,4.61825000001,10.3523333334,4.89708333332,0.293666666668,7.68708333334,2.41558333333,9.21433333333
242.67,2.20429166667,2.06566666667,0.904500000002,1.85883333333,2.98433333333,8.82491666667,3.71083333333,-1.4175,6.34616666667,1.07558333334,7.77066666667
243.05,0.234083333333,0.6455,-1.227,-0.354583333335,1.09916666667,7.09924999999,2.18441666668,-3.23391666667,4.34041666668,-0.886500000002,6.19875000001
243.42,1.44445833333,1.89583333333,-0.263750000001,0.367916666668,2.25708333333,8.15275000001,3.63883333333,-1.77083333333,5.36100000001,-0.0348333333317,7.55558333333
243.80,2.206375,2.91658333333,0.79225,1.07233333334,3.31283333333,9.22116666667,4.37166666666,-0.642166666667,6.39341666667,1.01091666667,8.31291666666
244.17,2.58266666667,3.17466666667,0.362583333333,1.25883333334,3.462,9.48274999999,4.66616666667,-0.307833333335,6.67075,0.923583333334,8.55900000001
244.55,3.55266666667,4.02816666667,1.49133333333,2.28075,4.48716666666,10.45875,5.75583333334,0.715249999998,7.45625000001,1.67333333333,9.72324999999
244.92,3.90479166667,4.14425,1.80066666667,2.63725,4.75100000001,10.9705833333,6.03450000001,1.32825,7.36908333333,1.99858333333,10.40875
