wavelength,Back_CalCocf,Belly_CalCocf,Breast_CalCocf,Crissum_CalCocf,Crown_CalCocf,DorTail_CalCocf,Rump_CalCocf,Throat_CalCocf,WingTip_CalCocf
340.14,5.37916666667,9.98425,7.88316666666,9.30508333334,4.84983333333,5.26858333334,9.93683333334,5.782,4.297
340.50,5.74833333333,10.3235,8.19841666667,9.66541666668,5.00316666666,5.50275,10.0618333333,5.84366666667,4.54333333333
340.87,5.59483333333,10.3400833333,8.01066666666,9.55300000001,4.8315,5.1465,9.82041666668,5.71283333333,4.37516666666
341.23,4.95591666667,10.0221666667,7.51241666666,9.162,4.38766666667,4.50591666666,9.32766666666,5.019,3.78
341.60,5.15541666667,10.083,7.39975000001,9.33775000001,4.22166666667,4.68458333333,9.31416666665,4.93566666666,3.72733333333
341.96,5.01233333333,9.99383333333,7.27533333332,9.17516666668,4.16275,4.66508333333,8.87408333333,4.912,3.72266666666
342.33,4.611,9.56408333335,6.92041666667,8.65241666666,3.66916666667,4.11716666667,8.303,4.50483333334,3.22091666667
342.70,4.438,9.64925,7.18858333333,8.74966666666,3.873,4.28933333333,8.25891666667,4.78758333333,3.44191666667
343.06,4.40541666667,9.55216666667,7.11449999999,8.85466666667,3.92058333333,4.14091666667,8.12766666667,4.88991666667,3.39216666667
343.43,4.32808333333,9.51041666667,6.96958333332,8.91475000001,3.86175,4.12016666667,8.13966666667,4.99566666667,3.35925
343.79,4.03225,9.38733333334,6.91149999999,8.7365,3.926,3.82716666667,7.93008333333,4.92341666667,3.31075
344.16,3.82608333333,9.14074999999,6.74658333334,8.57916666667,3.84008333333,3.6435,7.78566666667,4.65466666666,2.85725
344.52,3.31133333333,8.72491666666,6.41658333332,8.134,3.68891666667,3.17391666667,7.3095,4.41733333333,2.39083333333
344.89,2.68133333334,7.94050000001,5.79683333333,7.38208333333,3.08108333333,2.39858333333,6.51375,3.74975,1.65433333333
345.25,2.71441666667,7.86516666666,5.75449999999,7.34941666667,3.01291666667,2.46333333334,6.4605,3.64433333334,1.62866666667
345.62,3.082,8.31991666666,6.09633333334,7.79933333333,3.46733333333,2.82516666666,6.85325,4.00775,1.94641666667
345.99,3.6445,8.79808333332,6.39991666666,8.30641666667,3.8265,3.17975,7.343,4.37216666667,2.56658333334
346.35,4.16341666667,9.13625,6.78791666667,8.83950000001,4.25766666667,3.46825,7.74641666667,4.80416666667,3.04316666667
346.72,4.34075,9.0705,6.73633333334,8.83841666667,4.17016666667,3.41266666667,7.65083333333,4.81175,2.98258333334
347.08,4.21133333334,8.84083333334,6.67358333333,8.75175000001,3.96416666667,3.20316666666,7.48966666667,4.56791666667,2.78475
347.45,4.21558333333,8.78000000002,6.805,8.86358333332,3.89458333333,3.01516666667,7.20958333333,4.411,2.8825
347.81,4.3585,8.87733333332,6.79200000001,8.94708333334,3.8285,3.08916666667,7.21066666667,4.44216666666,2.90808333333
348.18,4.595,9.12100000001,7.11033333333,9.273,3.95933333333,3.30983333333,7.29691666667,4.62275,3.28908333333
348.54,4.85983333333,9.38025000001,7.34891666666,9.63666666667,4.12516666667,3.64666666666,7.59158333334,4.8945,3.55675
348.91,5.37983333333,9.89575,7.93574999999,10.3208333333,4.756,4.29691666667,8.15525000001,5.3865,4.09816666666
349.27,5.431,9.82191666667,8.0275,10.39975,4.92108333333,4.39108333333,8.18383333332,5.60775,4.15308333333
349.64,4.97808333333,9.24316666668,7.55208333333,9.84774999999,4.52283333333,3.98641666667,7.59266666667,5.21566666666,3.74208333333
350.00,4.83508333333,8.98166666666,7.65808333334,9.657,4.53816666667,4.02483333333,7.51625,5.13908333333,3.43741666666
350.37,4.56791666667,8.88175,7.59758333333,9.42341666667,4.38741666667,4.05966666667,7.37691666667,4.78183333334,3.13675
350.73,4.36125,8.85450000001,7.54166666666,9.34941666667,4.46016666666,3.972,7.46233333333,4.6185,3.0285
351.10,4.60858333333,9.33483333334,7.79649999999,9.58366666666,4.79183333333,4.35316666667,7.67875,4.94891666667,3.29925
