wavelength,Back_DigCarf,Belly_DigCarf,Breast_DigCarf,Crissum_DigCarf,Crown_DigCarf,DorTail_DigCarf,Patch10_DigCarf,Rump_DigCarf,Throat_DigCarf,WingTip_DigCarf
524.52,5.89996666666,20.0282923077,16.1491333333,9.13299999999,5.82663333333,6.50453333333,14.9171666667,9.26586666666,6.35,8.07653333333
524.87,5.903,20.0211282051,16.1287333333,9.14419999999,5.82056666667,6.4972,14.9325,9.2666,6.3554,8.06733333334
525.21,5.8994,20.014974359,16.1296,9.17886666666,5.8154,6.50253333333,14.9306,9.2656,6.362,8.07320000001
525.56,5.87026666667,19.9916051282,16.1006666667,9.17473333332,5.78443333333,6.47873333333,14.9125,9.23753333333,6.34113333334,8.05533333333
525.90,5.85213333333,19.9645692308,16.0786,9.17919999999,5.7681,6.461,14.8904333333,9.20973333333,6.3248,8.03886666667
526.25,5.83633333333,19.9264461539,16.0492,9.18533333333,5.76626666667,6.45453333334,14.8744666667,9.18539999999,6.31686666667,8.02800000001
526.59,5.81776666667,19.9251538462,16.0346666667,9.18693333333,5.73206666667,6.44606666667,14.8661333333,9.16166666667,6.299,8.01266666667
526.94,5.81646666667,19.9327948718,16.0454,9.20466666667,5.72793333333,6.45633333333,14.8844,9.1578,6.30906666667,8.02346666666
527.28,5.82373333333,19.9558923077,16.0544,9.24306666668,5.73923333333,6.46833333333,14.9085666667,9.16673333333,6.31793333333,8.03906666666
527.63,5.82366666666,19.9690820513,16.0676,9.27793333333,5.74646666667,6.48006666667,14.9264,9.17606666667,6.3434,8.04926666667
527.97,5.80576666667,19.9588769231,16.0663333333,9.28573333335,5.73616666667,6.4722,14.9217,9.16473333333,6.3336,8.04306666667
528.32,5.80963333333,19.9614666667,16.0696,9.30199999999,5.7395,6.472,14.9274333333,9.17286666667,6.33653333333,8.03853333334
528.66,5.79203333334,19.9522358974,16.0648,9.30500000001,5.7335,6.46133333333,14.9177666667,9.15586666667,6.32873333333,8.03446666666
529.01,5.79346666667,19.9569641026,16.0772666667,9.32266666667,5.73503333333,6.45453333333,14.9249666667,9.16066666667,6.3304,8.03306666666
529.35,5.80256666667,19.9658410256,16.0885333333,9.3462,5.74543333333,6.4576,14.9309666667,9.16386666667,6.34346666667,8.04266666666
529.70,5.804,19.9739230769,16.0908,9.36453333333,5.7465,6.46033333333,14.9354333333,9.16873333334,6.35066666667,8.04753333333
530.04,5.7871,19.9797846154,16.1018,9.37459999999,5.7419,6.4512,14.9300333333,9.16253333333,6.34586666667,8.0396
530.39,5.77823333333,19.9683641026,16.0996,9.39273333333,5.74406666667,6.4382,14.9252,9.15573333334,6.34633333333,8.04493333334
530.73,5.78256666667,19.9711948718,16.1035333333,9.42553333332,5.74646666667,6.4376,14.9255333333,9.15993333334,6.34533333333,8.04986666667
531.08,5.78623333333,19.9571589744,16.1123333333,9.44580000001,5.74973333333,6.44613333333,14.9144666667,9.16733333333,6.35306666667,8.05586666666
531.42,5.79276666667,19.9761692308,16.1228,9.46740000001,5.75266666667,6.4472,14.9216,9.16866666667,6.35113333333,8.0618
531.77,5.81486666666,20.0101487179,16.1395333333,9.49746666666,5.77166666667,6.45873333333,14.9436,9.17673333334,6.36393333333,8.0786
532.11,5.82066666667,20.0498102564,16.1627333333,9.53799999999,5.78953333333,6.4736,14.952,9.18539999999,6.37646666667,8.10533333333
532.46,5.84723333333,20.0798820513,16.1931333333,9.58966666667,5.80643333333,6.4866,14.9819,9.21499999999,6.40066666667,8.13153333333
532.80,5.87103333333,20.1031333333,16.2158666667,9.62386666668,5.82616666667,6.50933333333,15.0088333333,9.22966666666,6.4244,8.16066666667
533.15,5.8734,20.1086615385,16.2137333333,9.65059999999,5.82376666667,6.50326666667,15.0093,9.24600000001,6.42833333333,8.15119999999
533.49,5.8671,20.1032871795,16.2170666667,9.67440000001,5.81516666667,6.49646666667,15.0119666666,9.23873333333,6.42033333333,8.15093333334
533.84,5.88136666667,20.1309692308,16.2314666667,9.71373333333,5.82183333333,6.5142,15.0282333333,9.25679999999,6.43606666667,8.16793333334
534.18,5.90006666667,20.1657384615,16.2597333333,9.74726666666,5.82943333333,6.52973333333,15.0490333333,9.27706666666,6.456,8.17673333333
534.52,5.90076666667,20.1802666667,16.2636666667,9.76946666667,5.82906666667,6.51473333333,15.041,9.27813333333,6.45973333333,8.16826666667
534.87,5.8952,20.2103333333,16.2725333333,9.80219999999,5.83906666667,6.4982,15.0571333333,9.2764,6.4528,8.16553333334
535.21,5.88503333333,20.1893230769,16.2593333333,9.81993333333,5.8335,6.48886666667,15.0529666667,9.26373333333,6.44113333333,8.15006666666
535.56,5.87983333333,20.1897025641,16.2680666667,9.8432,5.8309,6.4726,15.0541666667,9.27113333333,6.439,8.14960000001
535.90,5.86753333333,20.1807692308,16.2684,9.87459999999,5.82203333333,6.46286666667,15.0742333333,9.26393333333,6.44406666667,8.14419999999
536.25,5.85656666667,20.1980769231,16.28,9.89586666668,5.8186,6.46866666667,15.0776,9.26273333334,6.4404,8.14240000001
536.59,5.8346,20.1915692308,16.2636,9.89346666665,5.80536666667,6.45453333333,15.0625666667,9.24453333333,6.412,8.12446666666
536.93,5.8211,20.1768717949,16.2713333333,9.91206666667,5.8169,6.45273333334,15.0638333333,9.23373333333,6.4112,8.1378
537.28,5.81913333333,20.2109435897,16.273,9.9446,5.83176666666,6.45713333333,15.0722333333,9.24706666666,6.42473333333,8.14533333333
537.62,5.82763333333,20.2121538461,16.2792,9.97366666666,5.8327,6.45426666667,15.0831666667,9.23886666666,6.4348,8.15333333333
537.97,5.81416666667,20.2092307692,16.2584,10.0048,5.83276666667,6.4508,15.0717,9.2206,6.42493333333,8.15006666667
538.31,5.82816666667,20.2326410256,16.2831333333,10.0568,5.8643,6.48353333333,15.1138333333,9.23806666667,6.45233333333,8.17446666667
538.65,5.82763333333,20.2017589744,16.2856666667,10.0802,5.84866666667,6.49773333333,15.1078,9.23433333334,6.46086666667,8.17006666666
539.00,5.8443,20.2209846154,16.3005333333,10.1308,5.87956666667,6.51826666667,15.1087,9.25093333333,6.4938,8.19773333333
539.34,5.87033333333,20.2403692308,16.2980666667,10.1794666667,5.88983333333,6.5644,15.1185666667,9.26433333333,6.51793333333,8.21999999999
539.69,5.88876666667,20.2413794872,16.2942,10.1925333333,5.8988,6.57813333333,15.1032,9.27259999999,6.53193333333,8.21260000001
540.03,5.87626666667,20.2337076923,16.2843333333,10.2031333333,5.8824,6.55386666667,15.0889333333,9.26473333333,6.53633333333,8.20306666667
540.37,5.87266666667,20.2425384615,16.2788666667,10.2324,5.8776,6.56426666667,15.0956,9.25600000001,6.53913333333,8.20933333334
540.72,5.90446666667,20.2911282051,16.3032666667,10.2772,5.89613333333,6.59186666667,15.1234,9.27793333334,6.5562,8.22086666666
541.06,5.91506666666,20.3008205128,16.3108,10.2964,5.89706666667,6.59246666667,15.1246666667,9.27706666666,6.56613333333,8.21499999999
541.40,5.89516666667,20.2960974359,16.2875333333,10.3051333333,5.8899,6.57626666667,15.1068333333,9.26219999999,6.55266666667,8.19806666668
541.75,5.90096666667,20.3172615385,16.3100666667,10.3254,5.8964,6.59226666667,15.1196666666,9.26966666666,6.56526666667,8.20440000001
542.09,5.88726666667,20.3006358974,16.2983333333,10.3205333333,5.87923333333,6.57886666667,15.0986333333,9.25779999999,6.55033333333,8.19513333333
542.43,5.89506666667,20.3244461538,16.2913333333,10.3434666667,5.89426666667,6.575,15.1016,9.2698,6.5588,8.20320000001
542.78,5.9035,20.3430820513,16.3014666666,10.3606,5.89723333333,6.57993333333,15.1074333333,9.28026666667,6.5622,8.20506666667
543.12,5.88553333333,20.3435538462,16.3034666667,10.377,5.88203333333,6.5604,15.0896333333,9.26253333334,6.56786666667,8.19286666666
543.46,5.8798,20.3592820513,16.3044666667,10.4092666666,5.87663333333,6.55806666667,15.0934333333,9.26373333333,6.56386666667,8.20006666667
543.81,5.8906,20.3539230769,16.2893333333,10.4328,5.88353333333,6.57686666667,15.0703333333,9.24620000001,6.5518,8.18780000001
544.15,5.89466666667,20.3783333333,16.3037333333,10.4673333334,5.8961,6.57393333333,15.0866333333,9.25773333333,6.56253333333,8.18786666667
544.49,5.8594,20.3525025641,16.2804,10.4644,5.85643333333,6.53286666667,15.0747666667,9.22479999999,6.53893333333,8.162
544.84,5.84373333333,20.3408871795,16.2666,10.4770666667,5.84376666667,6.52473333333,15.0559666667,9.2134,6.5114,8.14420000001
545.18,5.88543333333,20.3761128205,16.2936,10.5267333333,5.8776,6.55646666667,15.0939333333,9.26053333334,6.54693333333,8.1798
545.52,5.89443333333,20.3685435898,16.2883333333,10.5604,5.88853333333,6.55313333333,15.0837333333,9.27566666666,6.55493333333,8.19086666667
545.87,5.93126666667,20.4209333333,16.3141333333,10.632,5.9268,6.5868,15.1230666667,9.3038,6.5882,8.2194
546.21,5.9676,20.4571794872,16.3643333333,10.6795333333,5.94366666667,6.63166666667,15.1603333333,9.33100000001,6.621,8.2558
546.55,5.982,20.4680512821,16.3739333333,10.7150666667,5.95563333333,6.6416,15.1793666667,9.33833333333,6.64326666667,8.27626666667
546.90,6.00736666667,20.4804717949,16.4026666667,10.7472666667,5.9848,6.66153333333,15.2150666667,9.36473333333,6.63606666667,8.27293333334
547.24,6.00766666667,20.4872974359,16.4146666667,10.7659333333,5.9993,6.65273333333,15.2280333333,9.35653333334,6.63706666667,8.27146666666
547.58,5.99856666666,20.5044615384,16.4299333333,10.7875333333,6.00346666667,6.6408,15.2464666667,9.37113333333,6.64673333333,8.27653333334
547.92,6.02943333333,20.5149025641,16.4445333333,10.8252,6.0236,6.6726,15.2452,9.37919999999,6.68033333333,8.29693333334
548.27,6.06373333333,20.5533897436,16.4638,10.8838666667,6.06446666667,6.7098,15.256,9.41106666667,6.70026666667,8.30973333334
548.61,6.10606666667,20.5977794872,16.5107333333,10.9537333333,6.11313333333,6.74653333333,15.3006,9.47213333332,6.77113333333,8.36226666667
548.95,6.10186666667,20.6011025641,16.5286666667,10.9714,6.10483333333,6.762,15.2942333333,9.4628,6.77373333333,8.3484
549.29,6.13433333333,20.6473897436,16.582,11.0263333333,6.14956666667,6.77806666667,15.3617666667,9.50193333333,6.78586666667,8.35433333333
549.64,6.12,20.6022820513,16.5551333333,11.0235333333,6.13883333333,6.75993333333,15.3329,9.48933333334,6.77333333333,8.31813333334
549.98,6.12903333334,20.6440615385,16.5820666667,11.0879333333,6.15803333333,6.751,15.3512333333,9.49786666666,6.78026666667,8.31673333333
550.32,6.13056666667,20.6519846154,16.5757333333,11.1034666667,6.1397,6.72433333333,15.3495,9.48766666666,6.74886666667,8.2732
550.66,6.12796666666,20.6676102564,16.5586,11.1309333333,6.1468,6.72913333333,15.3268,9.49593333333,6.7528,8.28640000001
551.01,6.13016666667,20.6630410257,16.5688666667,11.1563333333,6.14036666667,6.74513333333,15.3242333333,9.50026666666,6.758,8.27573333334
551.35,6.14063333333,20.6913692308,16.5881333333,11.2188,6.13973333333,6.77026666667,15.3415333333,9.50773333334,6.76113333333,8.2834
551.69,6.14443333333,20.6802974359,16.5897333333,11.2480666667,6.12633333333,6.74913333333,15.3296,9.52166666666,6.742,8.26086666666
552.03,6.1686,20.6789384616,16.6164666667,11.2834666667,6.1328,6.7826,15.335,9.52673333333,6.76813333333,8.27606666667
552.38,6.1981,20.7071589743,16.6484,11.3166,6.13853333333,6.8014,15.3635333333,9.52893333333,6.76813333333,8.28153333334
552.72,6.24043333333,20.7445179487,16.6903333333,11.39,6.17936666667,6.8226,15.3955666667,9.56073333333,6.78906666667,8.31039999999
553.06,6.24023333333,20.7741589744,16.6779333333,11.3974666667,6.16286666667,6.8268,15.3810666667,9.53786666667,6.78326666667,8.30066666667
553.40,6.2673,20.8317897436,16.7589333333,11.4673333333,6.19553333333,6.86113333333,15.4405333333,9.57286666666,6.8048,8.34286666666
553.74,6.2698,20.8459025641,16.75,11.4800666667,6.20823333333,6.89413333333,15.4597666667,9.57953333333,6.80653333333,8.34939999999
554.09,6.25776666667,20.8421589744,16.7552,11.484,6.2098,6.91213333333,15.4279333333,9.58446666667,6.81393333333,8.35653333334
554.43,6.26113333333,20.8543846154,16.7786,11.5358,6.2021,6.901,15.4559666667,9.58326666667,6.82013333333,8.34946666667
554.77,6.2667,20.8771076923,16.79,11.562,6.19433333333,6.907,15.4379333334,9.58200000001,6.8038,8.353
555.11,6.2967,20.8925487179,16.816,11.5996666667,6.2257,6.91346666667,15.4473666667,9.60026666667,6.81313333334,8.37839999999
555.45,6.28883333333,20.8756,16.7979333333,11.6170666667,6.2324,6.92613333333,15.436,9.58473333333,6.7852,8.36513333334
555.80,6.29766666667,20.8946820513,16.7884666667,11.6588666667,6.26026666667,6.9356,15.4555333333,9.61399999999,6.79246666667,8.36606666666
556.14,6.25206666667,20.8411897436,16.7337333333,11.6523333333,6.23873333333,6.90346666667,15.4008666667,9.57346666666,6.73626666666,8.3244
556.48,6.1737,20.7623487179,16.6641333333,11.61,6.1677,6.83306666667,15.3197666667,9.50846666667,6.66106666667,8.26613333334
556.82,6.13386666666,20.6815692308,16.6198666667,11.6148666667,6.1631,6.82253333333,15.2790333333,9.49000000001,6.64446666667,8.23233333333
557.16,6.13823333333,20.676451282,16.578,11.6279333333,6.1672,6.83986666667,15.2536666667,9.49533333334,6.64453333333,8.24899999999
557.50,6.1074,20.6247179487,16.5522666667,11.6264666667,6.13646666667,6.80793333334,15.1903333333,9.47226666667,6.62326666667,8.19400000001
557.85,6.1812,20.6703076923,16.5948,11.7216666667,6.20436666667,6.84793333333,15.2608333333,9.52086666667,6.6728,8.25173333334
558.19,6.1807,20.6624358975,16.5898,11.7324666667,6.20883333333,6.85073333333,15.2504333333,9.51873333332,6.66393333333,8.23726666667
558.53,6.15616666667,20.6204615385,16.5444,11.7296,6.19226666667,6.8312,15.2142666667,9.48006666666,6.6212,8.20606666667
558.87,6.1012,20.5649025641,16.4882,11.7082,6.1459,6.81373333333,15.1819,9.45146666667,6.5928,8.14833333333
559.21,6.0957,20.602251282,16.5063333334,11.7476666667,6.1447,6.80346666667,15.1902333333,9.44599999999,6.61,8.16526666667
559.55,6.06973333333,20.6233076923,16.5217333333,11.7412666667,6.1188,6.76226666667,15.1878666667,9.4268,6.57673333333,8.16940000001
559.89,6.09333333333,20.6640820513,16.5487333333,11.7988,6.14063333333,6.78233333333,15.2261,9.42473333333,6.599,8.19686666667
560.23,6.15383333333,20.704825641,16.5904,11.8479333333,6.19906666667,6.83726666667,15.2698,9.45586666667,6.66946666667,8.25833333333
560.58,6.2282,20.7858205128,16.6741333333,11.9498,6.25466666667,6.892,15.3223333333,9.50693333333,6.7108,8.33119999999
560.92,6.25736666667,20.8362102564,16.7108,12.0159333333,6.2686,6.89346666667,15.3565333334,9.53046666666,6.71853333333,8.33173333333
561.26,6.27203333333,20.8364615385,16.7022666667,12.0546,6.2884,6.8858,15.368,9.52366666666,6.7294,8.33640000001
561.60,6.2277,20.8494512821,16.7083333333,12.0742666667,6.2444,6.88073333333,15.3412666666,9.519,6.71513333333,8.31673333333
561.94,6.2327,20.8383230769,16.6862666667,12.0916,6.245,6.89713333333,15.3205333333,9.5302,6.71046666667,8.32553333334
562.28,6.315,20.919025641,16.7579333333,12.2094666666,6.31013333333,6.95046666667,15.4074666667,9.63000000001,6.79046666667,8.41646666667
562.62,6.37013333333,20.9837128205,16.7934666666,12.2754,6.36333333333,6.98666666667,15.4449333333,9.66206666667,6.8214,8.45433333333
562.96,6.37553333333,20.9674461539,16.781,12.311,6.34996666667,6.99166666667,15.4265,9.66746666666,6.8214,8.44306666667
563.30,6.40746666667,20.9804820513,16.8022,12.4063333333,6.37726666667,7.03193333333,15.4377333333,9.67946666665,6.8578,8.48033333333
563.64,6.44436666667,21.0166923077,16.8305333333,12.4688666667,6.39756666667,7.05393333333,15.4490333333,9.71993333333,6.87113333333,8.50539999999
563.99,6.41643333334,21.0205384615,16.804,12.4766,6.3463,7.01033333333,15.4255,9.68546666667,6.80246666667,8.48666666667
564.33,6.35653333333,20.9325897436,16.7249333333,12.4474,6.2704,6.9556,15.3599333333,9.62220000001,6.745,8.43686666667
564.67,6.3072,20.8793179487,16.7058666667,12.4423333333,6.2409,6.91766666667,15.3177666667,9.56073333333,6.723,8.40660000001
565.01,6.31043333333,20.9118102564,16.7287333333,12.4826666667,6.22646666667,6.93933333333,15.3202,9.5744,6.71853333333,8.43479999999
565.35,6.30066666667,20.8928666667,16.6982,12.5115333333,6.23033333333,6.92266666667,15.3125333333,9.5504,6.6978,8.42013333333
565.69,6.31973333333,20.9301435897,16.7427333333,12.5683333333,6.26153333333,6.93593333333,15.3510666667,9.54693333333,6.71773333333,8.45973333333
566.03,6.24163333333,20.8675282051,16.6953333333,12.5262,6.2071,6.87406666667,15.2954333333,9.47886666666,6.65926666667,8.40753333333
566.37,6.19426666667,20.7963333333,16.6349333333,12.5139333333,6.1523,6.8294,15.2227,9.41326666667,6.6032,8.3722
566.71,6.248,20.863,16.709,12.6013333333,6.23766666667,6.8802,15.2844666667,9.47559999999,6.655,8.43553333333
567.05,6.23696666667,20.8582666667,16.7112,12.6065333333,6.22576666667,6.85486666667,15.2746333333,9.47179999999,6.63513333333,8.42973333333
567.39,6.20173333333,20.8167948718,16.6845333333,12.5945333333,6.1874,6.8364,15.2564666667,9.44160000001,6.63213333334,8.42066666666
567.73,6.1868,20.8090666667,16.6938,12.6545333333,6.204,6.85133333333,15.2877333333,9.45086666667,6.64853333333,8.42526666667
568.07,6.18473333333,20.8618717949,16.7164666667,12.6903333333,6.19956666667,6.85493333333,15.2957,9.44986666667,6.67026666667,8.423
568.41,6.21073333333,20.8841128205,16.726,12.7477333334,6.21313333333,6.8936,15.329,9.47933333333,6.6948,8.46393333334
568.75,6.2334,20.9020512821,16.7568,12.7906,6.24316666667,6.918,15.3781,9.48486666667,6.71113333333,8.50360000001
569.09,6.24936666667,20.8896974359,16.7536666667,12.8182666667,6.22663333333,6.9028,15.3767666667,9.4716,6.70486666667,8.52886666666
569.43,6.1803,20.8349230769,16.7051333333,12.815,6.16903333333,6.841,15.3262333333,9.40633333333,6.6442,8.46153333333
569.77,6.22156666667,20.8663282051,16.7158,12.8644666667,6.17786666667,6.86293333333,15.3590666667,9.41366666666,6.67633333333,8.48246666666
570.11,6.27623333333,20.9241692308,16.8064666667,12.9592666667,6.2296,6.90013333333,15.4576666667,9.46206666666,6.74413333333,8.54933333334
570.45,6.22353333333,20.8903846154,16.7830666667,12.9318666667,6.15666666667,6.851,15.4371333333,9.40186666667,6.69646666667,8.53686666667
570.79,6.20126666666,20.8739076923,16.7533333333,12.95,6.13523333333,6.8528,15.4177,9.39013333333,6.68286666667,8.5318
571.13,6.2111,20.9164564103,16.7684,12.9924666667,6.14103333333,6.86053333333,15.4339,9.38886666667,6.6824,8.55113333333
571.47,6.23556666667,20.958974359,16.7960666667,13.0063333333,6.16586666667,6.87406666667,15.4395333333,9.39753333334,6.71353333333,8.5544
571.81,6.18,20.9309589744,16.752,13.007,6.123,6.83386666667,15.3935333333,9.35466666667,6.67666666667,8.52119999999
572.15,6.13806666667,20.9004410256,16.7356666667,12.9817333333,6.07126666666,6.78073333333,15.334,9.3,6.61933333333,8.50093333334
572.49,6.1041,20.8786051282,16.7008666667,12.9984666667,6.0326,6.72953333333,15.277,9.26633333333,6.58966666667,8.46286666666
572.83,6.0507,20.8717282051,16.6661333334,12.9987333333,6.01433333333,6.70413333333,15.2676666667,9.23399999999,6.55873333333,8.43900000001
573.17,6.07723333333,20.9069487179,16.6848666667,13.0383333333,6.03683333333,6.73593333333,15.3003,9.26566666667,6.60453333333,8.48366666667
573.51,6.04303333333,20.9026102564,16.6690666667,13.0443333333,6.0314,6.72593333333,15.2678666667,9.25153333333,6.58746666667,8.48740000001
573.85,5.9862,20.8734307692,16.6246,13.0312666667,5.97583333333,6.695,15.2291666667,9.21199999999,6.53953333333,8.44546666666
574.19,5.9809,20.8521333333,16.5856,13.0486,5.9659,6.68593333333,15.2115666667,9.20613333334,6.53833333333,8.41919999999
574.53,5.99456666667,20.886774359,16.6064666667,13.0924666667,5.98413333333,6.69733333333,15.233,9.21413333333,6.55686666667,8.46146666666
574.87,5.94106666667,20.8356769231,16.553,13.0867333333,5.95516666667,6.65186666667,15.1969666667,9.16953333333,6.53026666667,8.43133333333
575.21,5.90896666667,20.7963487179,16.5192666667,13.1041333333,5.91013333333,6.62613333333,15.1535333333,9.14580000001,6.4978,8.40759999999
575.55,5.93596666667,20.802251282,16.5257333334,13.1366666667,5.95416666667,6.65626666667,15.1913,9.16646666667,6.5032,8.46300000001
575.89,5.90703333333,20.8030923077,16.4972666667,13.1640666667,5.94816666667,6.64406666667,15.1993,9.16900000001,6.51106666667,8.44833333334
576.22,5.85713333333,20.7428358975,16.451,13.1352666667,5.91403333333,6.6146,15.1724333333,9.12713333333,6.4698,8.43066666667
576.56,5.84036666667,20.7247179487,16.4597333333,13.137,5.88473333333,6.61806666667,15.1524666667,9.11386666666,6.47126666667,8.41186666667
576.90,5.85043333333,20.7061076923,16.4545333334,13.1782,5.8816,6.62373333333,15.1186666667,9.10893333333,6.47353333334,8.41426666668
577.24,5.8541,20.6996717949,16.4632,13.2159333333,5.87443333333,6.61133333333,15.1080333333,9.10199999999,6.47153333333,8.39493333334
577.58,5.84483333333,20.7077435897,16.4854,13.2399333333,5.86506666667,6.5952,15.0898,9.09533333333,6.47073333333,8.3906
577.92,5.7997,20.6881333333,16.487,13.2400666667,5.85586666667,6.5798,15.0805333333,9.07399999999,6.45293333333,8.3758
578.26,5.75323333333,20.6265794872,16.4470666667,13.2124,5.81586666667,6.52986666667,15.0330666667,9.00966666667,6.42553333333,8.31333333333
578.60,5.7926,20.6634564102,16.5011333333,13.2550666667,5.83976666667,6.56833333334,15.0771666667,9.04306666666,6.45093333333,8.33206666666
578.94,5.74743333333,20.6531282051,16.4559333333,13.2459333333,5.79296666667,6.52173333333,15.0749,8.98979999999,6.4034,8.3158
579.28,5.75803333333,20.6768974359,16.4836666667,13.2832666666,5.77653333333,6.5044,15.0893333333,8.97833333333,6.43393333333,8.31286666667
579.61,5.71653333333,20.6351794872,16.4516,13.2634666666,5.72576666667,6.46893333333,15.0509666667,8.92106666666,6.37973333333,8.28753333333
579.95,5.6592,20.6351589744,16.4171333333,13.2518666667,5.657,6.41646666667,15.0198666667,8.85906666666,6.3282,8.21366666666
580.29,5.6649,20.6576051282,16.4396666667,13.3106666667,5.66696666667,6.4336,15.0313666667,8.87286666667,6.32253333333,8.22346666667
580.63,5.59703333333,20.6479948718,16.3934666667,13.2668666667,5.59176666667,6.36046666667,15.0151666667,8.80299999999,6.25513333333,8.17393333333
580.97,5.59106666666,20.6477641026,16.4196,13.2824,5.58993333333,6.36313333333,15.0588,8.80353333333,6.2602,8.1752
581.31,5.6613,20.7117641026,16.4356666667,13.3699333333,5.6619,6.4168,15.1306333333,8.8616,6.319,8.27306666666
581.65,5.63933333333,20.6848512821,16.3882666667,13.3858666667,5.61826666667,6.3594,15.0791333333,8.81833333334,6.2806,8.26220000001
581.98,5.5647,20.6538102564,16.3524,13.3556,5.5559,6.32273333333,15.0315,8.77119999999,6.23406666667,8.22013333333
582.32,5.4893,20.6308717949,16.2906666667,13.3469333333,5.5132,6.25466666667,14.9792,8.72219999999,6.19066666667,8.19699999999
582.66,5.52963333333,20.6509435897,16.3265333333,13.4105333333,5.54496666667,6.30446666667,15.0118333333,8.75019999999,6.23533333333,8.23246666667
583.00,5.5583,20.7161692308,16.3879333333,13.5209333333,5.59686666667,6.37853333333,15.0764,8.81513333333,6.26826666667,8.278
583.34,5.71366666667,20.898974359,16.5272666667,13.6972666667,5.7302,6.52866666667,15.2152666667,8.96426666666,6.4394,8.41193333333
583.68,5.8286,21.0083487179,16.6281333333,13.8403333333,5.8784,6.651,15.3206666667,9.11006666667,6.59886666667,8.58680000001
584.01,5.86143333333,20.9926512821,16.6451333333,13.8849333333,5.88533333333,6.6274,15.3338,9.10373333333,6.62406666667,8.60586666667
584.35,5.92493333333,21.0447794872,16.7263333333,13.9904,5.9556,6.69746666667,15.3957333333,9.19819999999,6.692,8.70313333333
584.69,5.90773333333,21.0693230769,16.6980666667,14.0266,5.92353333333,6.66633333333,15.3595333333,9.19913333333,6.69753333333,8.69926666667
585.03,5.82356666667,21.0313230769,16.6424,13.9598666667,5.85086666666,6.5918,15.2745333333,9.11766666666,6.63493333333,8.5766
585.37,5.88536666667,21.0987384615,16.6823333333,14.0128666667,5.88823333333,6.6814,15.3421666667,9.14093333332,6.68873333333,8.61773333334
585.70,5.92536666667,21.1079487179,16.6962666667,14.0588,5.9098,6.70066666667,15.3692,9.165,6.70066666667,8.63246666667
586.04,6.00746666667,21.1318974359,16.7884666667,14.1393333333,5.9827,6.79653333333,15.4211666667,9.24113333333,6.78233333334,8.6902
586.38,5.97366666667,21.1289538461,16.7864666667,14.1346,5.97,6.76973333333,15.4239333333,9.23806666667,6.7756,8.67593333333
586.72,5.9664,21.1040769231,16.7687333333,14.1392666667,5.95433333333,6.74433333333,15.4023333333,9.23826666667,6.7348,8.65353333334
587.06,5.82493333333,20.9572871795,16.6266666667,14.0327333333,5.84186666667,6.61033333333,15.2882666667,9.1166,6.5942,8.4992
587.39,5.79096666667,20.9337692308,16.5882,14.029,5.77696666667,6.58493333333,15.2728333333,9.09306666666,6.53433333333,8.44186666667
587.73,5.78943333333,20.9728102564,16.6036666667,14.0346666667,5.78326666667,6.6142,15.2898666667,9.09953333334,6.542,8.46566666667
588.07,5.8366,21.0194307693,16.6226666667,14.0834666667,5.85046666667,6.67166666667,15.3494,9.14046666667,6.608,8.49046666666
588.41,5.85313333333,20.9910615384,16.6269333333,14.089,5.86356666667,6.71066666667,15.3690333333,9.12893333333,6.57813333333,8.52046666666
588.74,5.90823333333,21.0428871795,16.7001333333,14.1622666667,5.92876666667,6.79593333333,15.4297,9.21419999999,6.6274,8.6262
589.08,5.94206666667,21.0735538462,16.7678,14.2245333333,5.9731,6.8208,15.4569666667,9.29533333333,6.665,8.67533333334
589.42,5.976,21.1349025641,16.8001333333,14.2979333333,6.00073333334,6.87393333333,15.4931333333,9.35986666667,6.72713333333,8.69239999999
589.76,5.983,21.129974359,16.7866,14.3001333333,5.97846666667,6.86966666667,15.4836666667,9.3622,6.72913333333,8.70846666667
590.09,6.05036666667,21.1875076923,16.8541333333,14.3986666667,6.0522,6.9496,15.5297333333,9.42839999999,6.79486666667,8.77306666667
590.43,5.97816666667,21.0561794872,16.7316,14.307,5.98063333333,6.86886666667,15.4201666667,9.35953333334,6.7532,8.70046666666
590.77,6.01226666667,21.0498307692,16.7652,14.3263333333,6.00183333333,6.8766,15.4085,9.38346666667,6.77226666667,8.72093333333
591.11,6.1224,21.0936307692,16.8798666667,14.4330666667,6.12386666667,6.9632,15.4917333333,9.46506666666,6.85453333333,8.78106666667
591.44,6.11843333334,21.0900615385,16.8565333333,14.462,6.14163333333,6.9614,15.4863666667,9.51026666667,6.86253333333,8.79133333334
591.78,6.08113333333,21.0620410256,16.8158,14.4589333333,6.09716666667,6.92853333333,15.4284333333,9.47593333334,6.81173333333,8.76106666667
592.12,6.06433333333,21.0717641026,16.7850666666,14.4832666667,6.12013333334,6.9248,15.4052666667,9.493,6.84146666667,8.73580000001
592.46,6.13793333333,21.1117846154,16.8228,14.5868,6.1826,6.9914,15.4647333333,9.55886666667,6.9082,8.77246666667
592.79,6.10613333333,21.0851589744,16.7758666667,14.5494,6.1793,6.95173333333,15.4330333333,9.48933333334,6.86286666667,8.69726666667
593.13,6.0864,21.0123230769,16.7414666666,14.5469333333,6.1677,6.90933333333,15.4265,9.45253333333,6.80853333333,8.66246666666
