wavelength,Back_SalAtof,Belly_SalAtof,Breast_SalAtof,Crissum_SalAtof,Crown_SalAtof,DorTail_SalAtof,Rump_SalAtof,Throat_SalAtof,WingTip_SalAtof
545.52,8.52,42.5358333333,39.104,24.8628333334,6.14966666667,4.817,13.3491666666,4.12283333334,8.1925
545.87,8.52966666667,42.5515,39.1045,24.8913333333,6.17083333334,4.82366666666,13.3718333333,4.13133333333,8.2035
546.21,8.55666666666,42.627,39.1495,24.9433333334,6.16883333333,4.837,13.402,4.13133333334,8.232
546.55,8.56416666667,42.6845,39.2075,24.9896666667,6.18716666667,4.8235,13.3956666667,4.13333333333,8.22666666667
546.90,8.60083333334,42.7855,39.3071666667,25.0805,6.2245,4.855,13.4531666666,4.15966666667,8.26116666667
547.24,8.623,42.8228333334,39.3535,25.1421666666,6.25983333334,4.89483333333,13.4603333334,4.17516666666,8.29833333334
547.58,8.64016666667,42.8766666667,39.3705,25.2048333334,6.28866666667,4.9025,13.4958333333,4.16983333333,8.31233333333
547.92,8.67383333334,42.9556666667,39.4611666667,25.2775,6.31566666666,4.92933333334,13.5471666667,4.2005,8.33733333333
548.27,8.6835,42.9945,39.501,25.3245,6.32233333334,4.9285,13.557,4.19683333334,8.3335
548.61,8.71633333333,43.1046666667,39.5591666667,25.3736666667,6.31416666666,4.93466666667,13.6055,4.20433333333,8.34266666667
548.95,8.73516666667,43.1093333334,39.5473333333,25.4273333333,6.32833333333,4.93033333333,13.6086666667,4.17833333333,8.3555
549.29,8.73266666667,43.1396666667,39.6183333333,25.4868333333,6.32083333333,4.91583333333,13.6143333333,4.17733333333,8.352
549.64,8.7705,43.2038333334,39.6338333333,25.5351666666,6.3155,4.9335,13.615,4.1895,8.37016666667
549.98,8.784,43.2395,39.7041666667,25.5988333334,6.33433333333,4.96016666667,13.6593333334,4.19683333334,8.41
550.32,8.821,43.222,39.7131666667,25.6485,6.34683333333,4.99866666667,13.7235,4.2215,8.44633333333
550.66,8.82283333333,43.1916666667,39.6428333333,25.6415,6.32166666666,4.95733333333,13.6886666667,4.18466666667,8.43566666666
551.01,8.81383333334,43.1931666667,39.6555,25.6746666667,6.292,4.91616666666,13.6998333333,4.16216666666,8.38933333333
551.35,8.81566666666,43.209,39.701,25.7126666667,6.294,4.92766666667,13.7136666666,4.198,8.4115
551.69,8.78583333333,43.1903333333,39.6263333334,25.7076666666,6.29816666667,4.90233333334,13.6635,4.1705,8.3885
552.03,8.81883333334,43.275,39.7363333334,25.7953333333,6.32916666666,4.95233333333,13.7316666667,4.20633333333,8.46216666667
552.38,8.831,43.2926666667,39.7876666666,25.8613333334,6.3795,4.99033333334,13.7341666667,4.235,8.49783333333
552.72,8.83783333334,43.4118333334,39.8776666667,25.9146666667,6.40383333334,5.00783333333,13.766,4.25483333333,8.509
553.06,8.81933333333,43.4716666667,39.8911666667,25.94,6.42216666667,5.01366666667,13.7921666667,4.23816666667,8.50216666666
553.40,8.8125,43.5008333334,39.9446666666,25.9851666667,6.44783333333,5.01716666667,13.8085,4.22266666667,8.51533333333
553.74,8.81366666667,43.5983333333,40.0023333333,26.0236666667,6.45483333333,4.9915,13.8096666667,4.21566666667,8.47516666667
554.09,8.78083333333,43.6675,40.044,26.0551666667,6.43366666667,4.95666666667,13.7836666666,4.177,8.47216666667
554.43,8.77533333333,43.7398333333,40.1023333333,26.1063333334,6.41733333333,4.95533333333,13.7983333333,4.17266666667,8.47433333334
554.77,8.79066666667,43.896,40.2081666667,26.2001666666,6.4615,4.98766666666,13.8563333334,4.20883333333,8.56233333333
555.11,8.81516666667,43.9728333333,40.2605,26.2535,6.47333333333,4.97033333333,13.8561666667,4.20183333333,8.5445
555.45,8.88,44.0545,40.3826666666,26.3678333333,6.5125,5.01316666667,13.9436666666,4.23466666666,8.61066666667
555.80,8.858,44.0725,40.3326666666,26.3776666667,6.50016666667,4.9675,13.9233333333,4.20583333334,8.57483333333
556.14,8.896,44.1581666666,40.4285,26.4463333333,6.518,4.963,13.9793333333,4.22866666667,8.56766666667
556.48,8.95166666666,44.1951666667,40.5045,26.5145,6.52016666667,4.97533333333,14.0203333333,4.2415,8.61333333333
556.82,9.02166666667,44.2211666666,40.5913333334,26.5953333333,6.54833333334,4.99616666667,14.052,4.26466666667,8.64216666667
557.16,9.0045,44.2225,40.5786666667,26.6103333333,6.52033333333,4.974,14.0355,4.26466666667,8.63766666666
557.50,9.04783333333,44.2238333333,40.5771666667,26.6645,6.5245,4.97166666666,14.0336666666,4.274,8.63433333334
557.85,9.12283333333,44.2898333334,40.589,26.7385,6.60716666667,5.03366666667,14.115,4.34116666666,8.69933333333
558.19,9.16416666667,44.2901666667,40.6153333333,26.7673333334,6.6595,5.0855,14.1346666667,4.37633333333,8.70883333333
558.53,9.15466666666,44.2466666667,40.5425,26.7556666667,6.63733333334,5.06683333333,14.1578333333,4.3465,8.652
558.87,9.15133333333,44.2633333333,40.5941666666,26.807,6.63616666666,5.10516666666,14.186,4.3315,8.68716666667
559.21,9.122,44.2521666666,40.6026666667,26.7986666667,6.6125,5.089,14.136,4.30683333333,8.63216666667
559.55,9.16433333333,44.282,40.6556666667,26.8738333333,6.64016666667,5.127,14.1566666667,4.32916666666,8.66366666666
559.89,9.13016666667,44.2581666666,40.6048333333,26.8595,6.6005,5.11566666666,14.1166666667,4.287,8.649
560.23,9.10233333333,44.2055,40.547,26.8595,6.60533333334,5.12366666667,14.1078333334,4.29366666667,8.66116666667
560.58,9.11666666667,44.259,40.5815,26.9288333333,6.60716666666,5.12933333333,14.1451666667,4.30166666666,8.68316666667
560.92,9.13333333333,44.2921666667,40.5926666666,26.9978333334,6.64316666666,5.14433333334,14.1783333334,4.315,8.71466666666
561.26,9.133,44.2961666667,40.611,27.03,6.66733333333,5.17166666667,14.1813333334,4.34966666666,8.73383333333
561.60,9.12583333333,44.3078333333,40.6531666666,27.0731666667,6.65333333334,5.179,14.1848333333,4.3265,8.71466666666
561.94,9.12866666667,44.4385,40.745,27.1526666666,6.68416666666,5.17,14.2476666667,4.3265,8.759
562.28,9.1215,44.4233333334,40.7591666667,27.182,6.69316666667,5.16666666667,14.2163333334,4.32916666666,8.7785
562.62,9.11966666666,44.4248333333,40.735,27.1893333333,6.68883333333,5.139,14.2288333333,4.31583333334,8.76166666667
562.96,9.0895,44.492,40.7523333333,27.241,6.6685,5.132,14.2608333333,4.2875,8.77816666667
563.30,9.1015,44.5461666666,40.8136666667,27.2856666667,6.64583333333,5.12916666667,14.3048333334,4.2865,8.79133333334
563.64,9.1135,44.5248333334,40.7753333334,27.2956666666,6.67016666667,5.128,14.3131666667,4.289,8.8065
563.99,9.13833333334,44.5881666666,40.8221666667,27.3605,6.68683333334,5.11333333333,14.3651666667,4.2885,8.807
564.33,9.1535,44.5986666666,40.787,27.3606666667,6.71,5.12116666667,14.3791666667,4.28733333333,8.79566666667
564.67,9.14233333333,44.6325,40.7915,27.3998333333,6.70316666667,5.12816666666,14.3861666667,4.28766666667,8.7955
565.01,9.13466666666,44.6385,40.792,27.4536666667,6.70483333334,5.12766666667,14.4193333334,4.268,8.8165
565.35,9.124,44.6938333333,40.845,27.4886666667,6.68866666667,5.101,14.4018333333,4.24483333334,8.8235
565.69,9.14983333333,44.6688333334,40.8486666667,27.5565,6.7,5.10916666667,14.4251666667,4.26466666667,8.84866666667
566.03,9.2075,44.7608333333,40.9081666667,27.624,6.72933333334,5.13216666667,14.4665,4.299,8.88316666666
566.37,9.247,44.8893333333,40.998,27.7125,6.76966666667,5.1765,14.5133333333,4.35266666666,8.93
566.71,9.3235,44.9405,41.0141666666,27.7478333334,6.82216666666,5.21616666667,14.545,4.41783333334,8.99833333333
567.05,9.35216666666,45.0006666667,41.0466666666,27.806,6.87533333333,5.24383333334,14.5636666667,4.42783333333,9.021
567.39,9.38816666667,45.0731666666,41.0885,27.872,6.91083333333,5.27816666667,14.597,4.461,9.07516666666
567.73,9.389,45.1018333334,41.0835,27.9011666666,6.91183333333,5.28383333334,14.5958333334,4.4505,9.0645
568.07,9.39166666666,45.1645,41.1536666667,27.957,6.9155,5.28783333333,14.5908333334,4.46083333333,9.10433333333
568.41,9.4345,45.2323333333,41.2851666666,28.0343333333,6.94116666666,5.3075,14.6363333333,4.46666666667,9.11583333334
568.75,9.437,45.2851666666,41.3511666667,28.0488333334,6.9485,5.30883333334,14.6631666666,4.459,9.12933333333
569.09,9.48133333333,45.2746666667,41.3383333333,28.0558333334,6.98983333333,5.33033333334,14.703,4.48083333334,9.15533333333
569.43,9.496,45.2733333333,41.314,28.06,6.978,5.34583333333,14.7166666667,4.47783333333,9.1785
569.77,9.50383333333,45.3418333333,41.387,28.1186666667,7.01666666667,5.37216666667,14.74,4.48666666667,9.20066666667
570.11,9.4905,45.3003333333,41.3781666667,28.1438333333,6.9935,5.33783333334,14.7208333333,4.44183333333,9.16483333334
570.45,9.4685,45.2505,41.4045,28.1641666666,6.96533333333,5.295,14.7003333334,4.40966666667,9.106
570.79,9.42583333333,45.1728333333,41.3595,28.157,6.92966666667,5.2745,14.6633333333,4.39383333334,9.08683333334
571.13,9.38516666667,45.164,41.3773333333,28.1788333333,6.88183333333,5.2415,14.667,4.35766666667,9.05616666666
571.47,9.38516666667,45.1755,41.4151666666,28.215,6.90416666666,5.2525,14.6563333334,4.37583333334,9.09033333333
571.81,9.372,45.1546666667,41.4061666667,28.2353333333,6.89966666667,5.2455,14.6798333334,4.38066666667,9.07033333334
572.15,9.38416666666,45.2058333333,41.4166666667,28.2451666667,6.909,5.2625,14.6911666667,4.40016666667,9.1155
572.49,9.4025,45.1818333333,41.3946666666,28.2798333333,6.92183333333,5.26516666666,14.6991666667,4.405,9.11583333334
572.83,9.35916666667,45.1723333333,41.3856666666,28.2968333334,6.88583333334,5.22333333333,14.664,4.38783333334,9.08983333334
573.17,9.35833333334,45.2376666667,41.4428333334,28.3596666667,6.88583333334,5.1995,14.664,4.38,9.088
573.51,9.3565,45.2095,41.4683333333,28.3955,6.85133333333,5.19566666666,14.6843333334,4.36233333333,9.10766666667
573.85,9.38366666667,45.2423333334,41.496,28.4466666667,6.87966666667,5.23583333334,14.722,4.38966666667,9.15333333333
574.19,9.39916666666,45.2896666666,41.5078333333,28.4931666667,6.9025,5.25033333333,14.7443333334,4.39233333333,9.20916666667
574.53,9.44066666666,45.4058333334,41.5791666666,28.5636666667,6.93883333333,5.26516666667,14.7991666667,4.42983333333,9.22816666667
574.87,9.479,45.5103333334,41.6436666666,28.6506666667,6.976,5.28366666667,14.8343333334,4.46716666667,9.251
575.21,9.4905,45.615,41.7603333334,28.727,6.95183333334,5.30133333333,14.8826666666,4.47983333333,9.2815
575.55,9.52,45.696,41.763,28.794,6.978,5.32733333333,14.9191666667,4.49183333334,9.303
575.89,9.52316666666,45.7121666667,41.7695,28.8458333334,6.969,5.32316666666,14.9401666667,4.46933333333,9.31133333333
576.22,9.549,45.7925,41.815,28.9013333333,6.96133333333,5.34483333333,14.9395,4.48816666667,9.33583333333
576.56,9.58716666667,45.8731666667,41.8761666667,28.9836666667,6.98166666666,5.39583333334,14.9776666667,4.5255,9.369
576.90,9.573,45.8915,41.8906666667,28.9698333333,6.99016666666,5.40283333333,14.9805,4.5315,9.341
577.24,9.54616666667,45.9065,41.838,28.949,6.97216666667,5.3735,14.949,4.4955,9.3085
577.58,9.508,45.9153333333,41.8261666667,28.9193333334,6.9425,5.3155,14.9473333333,4.44983333333,9.29333333333
577.92,9.48316666667,45.9876666667,41.8323333334,28.9893333334,6.9395,5.32333333334,14.9528333334,4.44683333334,9.274
578.26,9.468,45.9778333333,41.8095,28.9985,6.92616666666,5.30166666667,14.9308333333,4.412,9.28533333334
578.60,9.472,45.9571666666,41.837,29.0068333333,6.929,5.32316666667,14.937,4.40716666666,9.289
578.94,9.47616666666,45.917,41.7506666667,28.9705,6.9285,5.28683333333,14.9068333333,4.34933333333,9.24116666667
579.28,9.49533333334,45.8996666667,41.7995,28.9771666667,6.9405,5.306,14.8956666667,4.3545,9.2735
579.61,9.487,45.8378333333,41.7225,28.9721666667,6.94466666667,5.28633333333,14.8601666667,4.35016666667,9.23683333333
579.95,9.49433333333,45.7818333334,41.6826666667,28.9836666666,6.95666666667,5.275,14.856,4.35116666667,9.21083333333
580.29,9.51516666667,45.8023333333,41.7246666666,28.9861666666,6.987,5.27366666667,14.8826666667,4.317,9.21833333333
580.63,9.51933333334,45.7691666667,41.7651666667,29.0533333333,6.9835,5.283,14.8948333333,4.29233333333,9.232
580.97,9.55333333334,45.7665,41.8301666667,29.1123333334,7.0235,5.32483333334,14.938,4.31233333333,9.26016666667
581.31,9.60166666667,45.8558333333,41.8628333333,29.2381666666,7.06133333333,5.38433333334,14.9285,4.34633333333,9.276
581.65,9.61300000001,45.8666666667,41.9125,29.244,7.05366666667,5.40833333333,14.9515,4.33466666667,9.28116666667
581.98,9.65266666665,45.9146666666,41.98,29.3013333334,7.06266666667,5.416,14.9843333334,4.32916666667,9.29716666666
582.32,9.64216666667,45.8575,41.949,29.282,7.05866666667,5.39666666667,14.9271666667,4.30216666667,9.28533333333
582.66,9.63033333335,45.8225,41.9595,29.3268333333,7.0485,5.39666666667,14.941,4.3005,9.29333333333
583.00,9.60183333333,45.853,41.9483333333,29.3566666666,7.0135,5.35733333333,14.9385,4.25083333334,9.2735
583.34,9.63216666667,45.988,42.0818333334,29.4415,7.0345,5.35116666667,15.0013333333,4.25433333333,9.256
583.68,9.63083333331,46.0178333333,42.153,29.476,7.0325,5.36533333334,15.0466666667,4.25866666667,9.30033333334
584.01,9.61033333332,46.0225,42.1763333333,29.5378333334,7.03866666667,5.36783333333,15.0383333333,4.28933333333,9.332
584.35,9.64116666665,46.1578333333,42.209,29.5883333334,7.05183333334,5.37016666667,15.0703333333,4.30783333333,9.35933333333
584.69,9.63099999999,46.2515,42.1933333333,29.6283333333,6.999,5.35233333334,15.0498333333,4.3,9.33783333333
585.03,9.55183333334,46.1263333334,42.1361666666,29.5265,6.93083333334,5.26566666667,15.0408333333,4.21583333334,9.27116666666
585.37,9.53933333333,46.0791666666,42.0908333334,29.5128333333,6.91466666667,5.226,15.0356666666,4.19016666667,9.2755
585.70,9.516,46.0326666667,42.0276666666,29.5278333333,6.87,5.21216666667,15.0556666667,4.1595,9.24633333333
586.04,9.52983333333,46.1095,42.0468333334,29.6121666667,6.899,5.17366666667,15.1405,4.1435,9.25666666667
586.38,9.61116666666,46.1556666667,42.0313333334,29.7063333334,6.95483333333,5.23833333333,15.1906666666,4.1885,9.31533333333
586.72,9.65033333335,46.2066666667,42.1075,29.7738333334,6.93683333334,5.242,15.1936666667,4.19316666667,9.33083333334
587.06,9.58566666665,46.1266666666,42.042,29.7436666667,6.87033333333,5.22666666667,15.1246666667,4.124,9.309
587.39,9.55666666666,46.1426666667,41.986,29.7775,6.86583333334,5.162,15.1058333333,4.06866666667,9.23533333333
587.73,9.5595,46.1476666667,41.9681666667,29.7693333333,6.80883333333,5.12666666667,15.0918333333,3.99566666667,9.1815
588.07,9.55483333331,46.0748333333,41.8863333334,29.7676666667,6.838,5.11216666666,15.066,3.996,9.164
588.41,9.59383333335,46.0988333334,41.9381666666,29.8351666667,6.9225,5.1255,15.0778333334,4.03516666667,9.20033333333
588.74,9.65399999999,46.1368333333,41.9823333333,29.941,6.97533333333,5.17883333333,15.1001666667,4.08866666667,9.25666666666
589.08,9.71483333331,46.1608333333,42.0388333333,30.0123333333,7.01733333334,5.2125,15.1528333333,4.1385,9.25616666667
589.42,9.75666666668,46.2933333333,42.169,30.101,7.07783333333,5.24566666667,15.1901666667,4.1925,9.29766666667
589.76,9.76900000001,46.297,42.1703333334,30.1428333333,7.03266666667,5.2655,15.153,4.1975,9.279
590.09,9.76300000002,46.3913333333,42.2908333334,30.1596666667,7.02483333333,5.20133333334,15.1803333333,4.18266666666,9.27066666667
590.43,9.71033333335,46.3351666667,42.2718333334,30.1221666667,7.03783333334,5.188,15.1693333334,4.1545,9.24783333333
590.77,9.77416666665,46.427,42.3595,30.2113333333,7.1005,5.23166666666,15.2688333333,4.23133333333,9.30683333333
591.11,9.83566666665,46.5398333334,42.5153333334,30.3093333334,7.181,5.29016666666,15.3318333333,4.291,9.4195
591.44,9.8615,46.5798333333,42.5066666666,30.3621666666,7.23616666667,5.3045,15.3476666667,4.32983333333,9.48066666667
591.78,9.85816666668,46.6393333333,42.557,30.3621666667,7.20066666667,5.302,15.3721666666,4.31666666667,9.4905
592.12,9.79499999999,46.5718333333,42.5495,30.3006666666,7.15766666666,5.278,15.399,4.2845,9.451
592.46,9.81066666666,46.649,42.6345,30.3341666666,7.148,5.264,15.406,4.2885,9.45583333334
592.79,9.78733333332,46.6743333334,42.6273333333,30.3638333334,7.15016666667,5.28783333333,15.3828333333,4.274,9.48533333333
593.13,9.77650000001,46.6626666667,42.6376666667,30.3748333333,7.13766666666,5.28483333334,15.3901666666,4.25916666667,9.4815
593.47,9.77833333334,46.684,42.6291666667,30.397,7.17,5.2655,15.4193333334,4.25166666667,9.5345
593.80,9.75166666669,46.6383333333,42.57,30.432,7.15266666667,5.29116666667,15.3955,4.2165,9.51633333333
594.14,9.82883333331,46.712,42.5935,30.5308333333,7.212,5.34,15.4711666667,4.28766666667,9.569
594.48,9.82333333335,46.6845,42.6141666667,30.5291666666,7.2075,5.3425,15.4573333334,4.2905,9.592
594.81,9.79433333331,46.5816666667,42.5221666667,30.4841666667,7.14316666666,5.29883333333,15.4301666666,4.2525,9.53283333333
595.15,9.76999999999,46.5698333334,42.5465,30.4655,7.11533333334,5.28333333333,15.4356666667,4.25016666667,9.48883333334
595.49,9.77633333335,46.544,42.5655,30.5266666667,7.147,5.28,15.4216666667,4.24516666667,9.50566666667
595.82,9.84266666669,46.5605,42.5598333333,30.5905,7.18783333333,5.30916666667,15.4261666666,4.27716666666,9.50666666666
596.16,9.85516666666,46.652,42.5995,30.6541666667,7.185,5.32483333333,15.4481666666,4.25083333334,9.53133333333
596.50,9.88833333333,46.7293333333,42.6215,30.705,7.20666666666,5.32033333333,15.4373333334,4.23816666667,9.54183333333
596.83,9.87133333332,46.7076666666,42.5851666666,30.682,7.183,5.28666666667,15.3958333333,4.22866666667,9.53316666667
597.17,9.87366666666,46.7966666666,42.6491666667,30.7,7.17466666667,5.316,15.4303333333,4.25333333333,9.54133333333
597.51,9.88316666666,46.7813333333,42.6693333333,30.7056666667,7.178,5.32933333334,15.4235,4.256,9.55283333334
597.84,9.89016666666,46.8525,42.7446666667,30.7426666666,7.17766666667,5.332,15.4303333334,4.24883333333,9.5775
598.18,9.94650000001,46.906,42.745,30.815,7.18,5.32166666667,15.4373333334,4.25216666667,9.57183333334
598.52,9.98066666668,47.0248333333,42.8161666666,30.908,7.19866666666,5.36816666667,15.4578333334,4.25533333333,9.6165
598.85,9.971,47.0545,42.8338333333,30.967,7.1825,5.35366666667,15.44,4.22416666666,9.63816666667
599.19,10.0005,47.1208333333,42.8808333333,30.9823333333,7.1435,5.37983333334,15.477,4.20466666667,9.646
599.53,9.9695,47.174,42.8745,31.0283333333,7.11116666667,5.34083333333,15.4835,4.13283333333,9.622
599.86,9.97116666666,47.1355,42.8533333333,31.0211666667,7.1315,5.33966666666,15.5055,4.1445,9.62083333333
600.20,9.97683333335,47.0761666667,42.8936666667,31.0135,7.1225,5.34466666667,15.584,4.18883333334,9.6545
600.53,10.0231666666,47.1413333333,42.9768333333,31.1333333333,7.16833333334,5.41533333333,15.6586666667,4.22,9.7225
600.87,10.0471666667,46.9951666667,42.9503333334,31.1048333334,7.19466666666,5.42416666667,15.6708333334,4.21083333333,9.7275
601.21,10.0828333333,47.0468333334,43.015,31.1753333334,7.2525,5.46216666667,15.747,4.2665,9.78783333333
601.54,10.104,46.9155,42.9226666667,31.1508333334,7.2365,5.42583333333,15.7356666667,4.22983333333,9.72866666666
601.88,10.089,46.836,42.8565,31.1243333333,7.25183333333,5.42216666666,15.7325,4.2295,9.73766666666
602.21,10.1165,46.8471666666,42.8803333333,31.149,7.26666666666,5.42116666667,15.758,4.25066666666,9.754
602.55,10.18,46.8488333334,42.8715,31.147,7.30466666667,5.47833333333,15.7998333334,4.2825,9.75733333333
602.88,10.1936666667,46.869,42.8885,31.2176666667,7.34783333334,5.51083333334,15.8646666667,4.32483333333,9.80083333333
603.22,10.2016666667,46.8388333333,42.9255,31.2116666667,7.3545,5.54516666666,15.8573333334,4.3485,9.85333333331
603.56,10.2206666667,46.8316666666,42.9228333333,31.2208333334,7.37383333333,5.56033333334,15.8601666666,4.37716666666,9.86533333335
603.89,10.2143333333,46.8675,42.9661666666,31.2795,7.364,5.53983333334,15.8381666667,4.36266666666,9.84383333333
604.23,10.1818333333,46.8445,42.9471666666,31.26,7.33,5.49716666667,15.8023333333,4.33366666666,9.78883333333
604.56,10.221,47.0161666666,43.0496666667,31.4078333333,7.3745,5.53333333334,15.8508333333,4.375,9.82466666666
604.90,10.2373333333,47.0418333333,43.0345,31.418,7.38433333334,5.53033333333,15.8576666667,4.38883333334,9.814
605.23,10.2556666667,47.16,43.1426666667,31.4866666667,7.40916666667,5.5755,15.8663333333,4.41533333333,9.85849999998
605.57,10.2981666667,47.261,43.2478333333,31.5718333333,7.45566666667,5.5965,15.9308333333,4.419,9.86816666668
605.90,10.3026666667,47.245,43.2523333334,31.5615,7.47266666666,5.61483333333,15.9481666666,4.45233333333,9.88500000001
606.24,10.3506666666,47.358,43.3776666667,31.702,7.527,5.65016666667,16.016,4.49666666667,9.95116666665
606.58,10.3295,47.344,43.3443333333,31.6778333333,7.512,5.6425,15.9523333334,4.45983333333,9.95266666668
606.91,10.3635,47.4601666666,43.3818333333,31.7695,7.5345,5.65533333333,16.0485,4.49733333333,10.0016666666
607.25,10.3968333333,47.548,43.3781666667,31.8648333333,7.56933333333,5.67133333334,16.093,4.498,10.0201666667
607.58,10.4221666666,47.6121666667,43.4156666667,31.9236666667,7.61216666667,5.694,16.1365,4.52683333334,10.0625
607.92,10.4421666667,47.5838333334,43.4038333334,31.9465,7.65383333333,5.70066666666,16.1613333333,4.536,10.0965
608.25,10.4093333333,47.445,43.2661666667,31.8101666667,7.58966666666,5.65383333334,16.1083333334,4.46266666667,10.0263333333
608.59,10.4533333333,47.5096666666,43.2785,31.8488333334,7.61883333333,5.6845,16.1315,4.47133333334,10.075
608.92,10.4366666666,47.4541666666,43.217,31.869,7.612,5.67533333334,16.1606666666,4.4905,10.0935
609.26,10.4546666667,47.4781666666,43.2631666666,31.8788333334,7.6165,5.70983333333,16.1821666666,4.50833333333,10.1311666667
609.59,10.4923333334,47.507,43.2726666666,31.9705,7.67183333333,5.755,16.2103333334,4.53133333333,10.1511666667
609.93,10.5373333333,47.5346666666,43.2906666667,31.9841666667,7.71316666666,5.801,16.3011666667,4.56816666667,10.1965
610.26,10.5761666666,47.6235,43.366,32.0773333333,7.727,5.8225,16.3571666666,4.60733333334,10.1671666667
610.60,10.5673333333,47.5786666666,43.359,32.0796666666,7.68516666667,5.7785,16.303,4.5845,10.1366666667
610.93,10.5656666666,47.5561666667,43.4298333334,32.1068333333,7.6495,5.79766666667,16.305,4.61183333333,10.1458333333
611.27,10.5871666666,47.5635,43.3808333333,32.0936666667,7.63783333333,5.81233333333,16.3291666666,4.585,10.1541666667
611.60,10.6195,47.6735,43.433,32.1461666667,7.66566666667,5.84783333333,16.3788333333,4.58916666667,10.1786666667
611.93,10.6455,47.7641666666,43.5715,32.2556666667,7.688,5.8695,16.4138333333,4.61483333333,10.2161666667
612.27,10.6056666667,47.629,43.5121666667,32.2646666667,7.6285,5.82983333333,16.3745,4.57916666667,10.1516666667
612.60,10.6603333333,47.6985,43.5698333334,32.3336666667,7.6985,5.85416666666,16.4338333334,4.59066666667,10.1885
612.94,10.5816666667,47.6686666666,43.5203333333,32.3295,7.62783333333,5.80433333334,16.3806666667,4.54466666667,10.1318333333
613.27,10.5098333333,47.6878333333,43.5433333333,32.3116666666,7.55916666667,5.767,16.3498333334,4.47666666667,10.1355
613.61,10.4508333333,47.5675,43.4783333334,32.3065,7.48366666667,5.723,16.2228333333,4.41366666667,10.0873333333
613.94,10.5081666667,47.534,43.4491666667,32.3385,7.557,5.76483333333,16.2486666667,4.47866666667,10.1808333333
614.28,10.5795,47.5728333333,43.5023333333,32.3923333333,7.67516666666,5.8705,16.3186666667,4.53133333333,10.2486666666
614.61,10.5743333334,47.5825,43.521,32.4058333333,7.7045,5.85166666667,16.3413333333,4.48483333333,10.274
614.94,10.4781666667,47.52,43.5085,32.3286666667,7.66833333333,5.77833333334,16.269,4.41666666667,10.1891666666
615.28,10.5451666667,47.5336666667,43.5683333333,32.3561666666,7.671,5.77916666667,16.3108333334,4.43233333333,10.2261666667
615.61,10.5388333333,47.6343333333,43.5528333333,32.4726666667,7.70483333333,5.786,16.3445,4.46433333334,10.268
615.95,10.5543333333,47.7581666666,43.6458333333,32.5296666667,7.7245,5.767,16.3391666667,4.46866666667,10.2976666667
616.28,10.571,47.7965,43.6528333333,32.5475,7.69216666666,5.74166666667,16.3146666666,4.45816666667,10.2905
616.61,10.6556666666,47.804,43.6493333333,32.6236666666,7.76883333333,5.77783333333,16.348,4.49616666667,10.395
616.95,10.7478333334,47.8481666667,43.6986666666,32.6745,7.79833333334,5.784,16.3726666666,4.534,10.3761666667
617.28,10.8088333333,47.9948333333,43.7898333333,32.7628333334,7.90066666666,5.82866666667,16.4581666667,4.622,10.4035
617.62,10.8105,48.0463333334,43.829,32.813,7.88866666667,5.79816666667,16.4718333333,4.62966666666,10.3656666667
617.95,10.8575,48.1413333333,43.8985,32.9,7.90533333334,5.80716666667,16.4903333334,4.66816666666,10.3915
618.28,10.8496666667,48.1805,43.9276666666,32.9325,7.8955,5.80216666667,16.4775,4.702,10.371
618.62,10.963,48.238,44.0518333333,33.0505,7.97516666667,5.89216666667,16.5593333333,4.8125,10.4048333333
618.95,10.9425,48.2851666666,44.0525,33.0498333334,7.99133333333,5.89316666666,16.5598333333,4.79816666667,10.393
619.28,11.0078333333,48.2101666667,44.1066666666,33.0681666667,8.0415,5.9555,16.634,4.8375,10.4388333334
619.62,10.9876666667,48.2708333333,44.1295,33.0308333333,8.05,5.95466666667,16.6736666667,4.87316666666,10.4423333333
619.95,10.9805,48.3561666666,44.2363333334,33.0733333333,8.1005,6.00183333333,16.6895,4.902,10.4696666666
620.28,10.9875,48.4425,44.329,33.093,8.12,6.03483333333,16.7196666666,4.905,10.4608333333
620.62,10.987,48.5091666667,44.3003333333,33.1058333333,8.134,6.02166666667,16.7553333333,4.92033333333,10.5253333333
620.95,10.922,48.5491666666,44.3443333333,33.141,8.07783333334,5.94833333334,16.7325,4.814,10.5293333333
621.28,10.9548333333,48.6105,44.5168333334,33.2288333334,8.14116666667,5.977,16.7998333333,4.81133333333,10.598
621.62,10.921,48.5235,44.459,33.164,8.12216666666,5.92883333333,16.7623333333,4.757,10.5576666667
621.95,10.971,48.483,44.4061666667,33.1783333333,8.1765,5.9515,16.7888333333,4.74533333333,10.6163333333
622.28,10.973,48.5163333333,44.396,33.2313333333,8.17,5.938,16.8053333333,4.7185,10.6911666667
622.62,11.0073333334,48.4378333333,44.327,33.3046666667,8.17633333334,5.9605,16.843,4.76733333334,10.7115
622.95,10.9866666667,48.4768333333,44.3548333334,33.2741666667,8.1535,5.9195,16.8093333334,4.72733333333,10.6965
623.28,11.0378333334,48.4281666667,44.3305,33.3515,8.16683333333,5.93083333334,16.8865,4.71983333333,10.7185
623.62,11.0083333333,48.3885,44.3076666667,33.3715,8.11166666667,5.8895,16.8958333333,4.67716666667,10.6873333334
623.95,11.064,48.4281666667,44.3118333334,33.4575,8.144,5.90133333333,16.9833333334,4.74066666667,10.7493333334
