wavelength,Back_SicColm,Belly_SicColm,Breast_SicColm,Crissum_SicColm,Crown_SicColm,DorTail_SicColm,Patch10_SicColm,Rump_SicColm,Throat_SicColm,WingTip_SicColm
319.59,6.28386666667,12.6654666667,8.23273333333,13.1068666667,5.1864,3.60866666667,1.4294,8.7952,11.4196,4.69053333333
319.96,5.75446666667,12.3934,7.49559999999,12.433,4.25146666667,2.7326,0.519666666665,8.20926666667,10.9736,3.85473333333
320.32,6.54033333333,13.1043333333,8.11926666666,13.1596,5.14313333333,3.29986666667,1.2394,8.87699999999,11.6202666667,4.23906666667
320.69,5.851,12.6502,7.03240000001,12.7304666667,4.58513333333,2.61206666667,0.305400000001,8.37059999999,11.1271333333,3.3232
321.06,5.6604,12.744,6.91520000001,12.4434666667,4.68226666667,2.4894,-0.176399999999,8.31033333333,11.0162666667,3.31126666667
321.43,6.03213333333,12.9565333333,7.36086666667,12.8812,5.00886666667,2.76026666667,0.0832666666666,8.60986666667,11.3742,3.7002
321.80,6.02373333333,13.0723333333,7.59006666667,13.2475333333,5.486,2.99233333333,0.245466666666,8.93433333332,11.7163333333,3.78326666667
322.16,5.87866666667,13.2174666667,7.5898,13.2946666667,5.51553333333,3.25606666667,0.0656666666654,8.93013333333,11.7883333333,3.74666666667
322.53,6.28213333333,13.7858,8.02046666666,13.7140666667,5.92006666667,3.5746,0.554399999998,9.36653333333,12.2662,4.27226666667
322.90,6.57093333333,14.0146666667,8.57093333333,14.1656,6.2062,3.88573333333,0.769666666667,9.55053333334,12.7734666667,4.58566666667
323.27,6.2444,13.6338666667,8.69206666667,13.9739333333,6.13693333333,3.81826666667,0.772933333333,9.37913333333,12.7536666667,4.72013333334
323.63,6.77806666667,14.3480666667,9.29793333333,14.8869333333,6.8404,4.39353333333,1.47033333333,10.0554666667,13.3194,5.42233333333
324.00,7.77106666667,14.9599333333,10.3884,15.9604666666,7.87153333333,5.4618,2.6206,10.9772,14.2436,6.75033333333
324.37,7.79786666667,15.1471333333,10.4339333333,16.0734,7.73273333333,5.53233333333,2.6556,10.9214666667,14.4156666666,6.85186666667
324.74,8.64553333333,15.8216,11.6278,16.6728666667,8.6052,6.2846,3.7404,11.6714666667,15.2438,7.76646666667
325.10,8.45680000001,15.5324,11.5553333333,16.4197333333,8.2266,5.973,3.8074,11.4220666667,14.9932666667,7.70273333333
325.47,8.47606666667,15.7323333333,11.5710666667,16.5674,8.26886666667,6.08033333333,3.70206666667,11.663,15.0511333333,7.78033333334
325.84,8.98233333333,16.1455333333,12.174,16.9952,8.59106666667,6.3396,4.08526666667,12.0659333333,15.2956666667,8.2202
326.21,9.80606666667,16.932,12.9512666667,17.6931333333,9.19299999999,6.9148,4.9472,12.8173333333,16.1506,9.07906666666
326.57,9.74333333333,16.8694,12.9363333333,17.5640666667,9.07119999999,6.93893333333,4.77813333333,12.8003333333,16.1548666667,9.05433333333
326.94,9.62306666667,16.8657333333,12.6978666667,17.5179333333,8.86906666667,6.91233333333,4.7606,12.5936666667,15.965,9.01313333333
327.31,10.0836666667,17.6152,13.1262666667,18.1512,9.30653333334,7.35286666667,5.2008,13.2511333333,16.3872666667,9.31520000001
327.67,9.79213333334,17.191,12.8946,17.7864,9.02846666667,7.09113333333,4.79193333333,12.9657333333,16.0172,8.88039999999
328.04,9.1518,16.8623333333,12.272,17.2714,8.40653333333,6.223,4.0626,12.4923333333,15.5399333333,8.09053333333
328.41,9.32280000001,16.8019333333,12.4420666667,17.3176,8.55986666667,6.2326,4.21133333333,12.6518,15.5846666667,7.99773333333
328.78,9.4022,16.7669333333,12.3174,17.5146666667,8.38046666667,6.1426,3.94286666667,12.5382666667,15.5506666667,7.92106666667
329.14,9.25306666667,16.788,12.2257333333,17.6349333333,8.31626666667,6.01113333333,3.6462,12.4592,15.6175333333,7.74733333333
329.51,9.48946666667,16.8670666667,12.2488666667,17.6322,8.64593333333,6.08826666667,3.73853333333,12.5651333333,15.689,7.87766666667
329.88,9.247,16.703,11.7822,17.1828,8.33346666666,5.83173333333,3.37273333333,12.3619333333,15.6223333333,7.48333333333
330.24,8.33333333334,15.8164666667,10.8195333333,16.5438666667,7.44926666667,4.83726666667,2.4554,11.5929333333,14.8157333333,6.54386666666
330.61,8.53613333335,15.7974,11.1497333333,16.6026,7.69433333334,4.81553333333,2.824,11.8816666667,15.0320666667,6.86180000001
330.98,8.48680000001,15.8645333333,11.0422,16.5695333333,7.70893333333,4.58846666667,2.86546666667,11.9204666667,15.2020666667,6.79133333334
331.34,9.18446666666,16.2589333333,11.6221333333,16.9552666667,8.46126666667,5.13106666667,3.54473333333,12.5715333333,15.9553333333,7.45840000001
331.71,9.21706666667,16.3349333333,11.7413333333,16.9808666667,8.36213333333,5.01553333333,3.42626666667,12.661,16.0489333333,7.47453333333
332.08,9.94506666666,17.1169333333,12.404,17.6999333333,9.07939999999,5.8644,4.33193333333,13.2525333333,16.6665333333,8.26266666667
332.44,9.84680000001,17.0808,12.4681333333,17.7106,8.93053333334,5.94893333333,4.3602,13.3219333333,16.5701333333,8.48806666666
332.81,9.37633333333,16.7225333333,12.2342666667,17.4468,8.68846666667,5.70746666667,4.09686666667,13.1264,16.1688666667,8.36133333334
333.18,10.3535333333,17.64,13.0288666667,18.1810666667,9.43186666667,6.46286666667,5.04353333333,13.9016,16.9248,9.07286666665
333.54,10.4396666667,17.9959333334,13.459,18.4288666667,9.51239999999,6.74953333334,5.53646666667,14.0493333333,17.3225333333,9.17833333332
333.91,10.6633333333,18.1438,13.7307333333,18.8362,9.81573333333,6.95106666667,5.87153333333,14.1996666667,17.5566666667,9.59453333335
334.28,11.2963333333,18.7756666667,14.3261333333,19.2824,10.5657333333,7.73406666666,6.62286666667,14.6554,18.0914,10.0900666667
334.64,11.441,19.0790666667,14.4113333333,19.6826666667,10.7787333333,8.05933333333,6.72513333333,14.6524,18.1988,10.0962666667
335.01,11.7204666667,19.2638,14.6105333333,19.8547333333,10.8815333333,8.25953333333,6.827,14.7935333333,18.2644666666,10.1627333333
335.38,11.2908,18.9094666667,14.1099333333,19.5698,10.4328,7.90053333333,6.39706666667,14.2332666667,17.7794666667,9.869
335.74,12.0405333333,19.7471333333,14.7898666667,20.2358666667,11.1855333333,8.6842,7.2566,14.7368666667,18.5626,10.6608666667
336.11,11.7636,19.5362666667,14.6297333333,20.0070666667,11.0238666666,8.60513333333,7.0138,14.6722666666,18.4112666667,10.5172666667
336.47,11.6632,19.6297333333,14.5412666667,19.8632,10.9931333333,8.50920000001,6.77986666667,14.5150666667,18.4028666667,10.3750666667
336.84,11.7708666667,19.8588,14.764,20.0329333333,11.1636,8.58913333333,6.83133333333,14.6063333333,18.5669333333,10.3354666667
337.21,11.7113333333,19.8334,14.6760666667,20.0046666667,11.1949333333,8.49519999999,6.817,14.6196666667,18.5868666667,10.2746666667
337.57,11.6102666667,19.6572666667,14.4882,19.8544666667,10.9671333333,8.03753333333,6.4906,14.4812,18.3332666667,10.169
337.94,11.9003333333,20.1135333333,14.8544,20.1183333333,11.3786666667,8.38733333333,6.74553333333,14.7154,18.5761333334,10.3605333333
338.31,11.8480666667,20.0024,14.7932666667,20.0277333333,11.1297333333,8.24439999999,6.53733333333,14.6569333333,18.4476666667,10.2586
338.67,11.9112,19.9352666667,14.7671333333,19.9746,10.9586,7.9478,6.4954,14.7393333334,18.4622666667,10.2716666667
339.04,11.9958,20.1666,14.9833333333,20.0776666667,11.2084666667,8.17973333333,6.65066666667,14.9104666667,18.5074,10.4597333333
339.40,12.4357333333,20.7158666666,15.6310666667,20.4644,11.6526,8.67046666667,7.1178,15.3708666667,18.9544,10.9368666667
339.77,11.6222,19.8783333333,14.8487333333,19.7906666667,10.9264666667,7.70233333333,6.29306666667,14.6933333333,18.066,10.2038
340.14,11.5749333333,19.991,14.9127333333,19.7984666667,10.9283333333,7.55713333333,6.188,14.6129333333,17.991,10.0246
340.50,11.7738666667,20.2088666667,15.2304666667,19.9756,11.3051333333,7.81066666666,6.4222,14.8417333333,18.1984,10.2077333333
340.87,11.4250666667,19.9715333333,14.7594666667,19.5158666667,10.919,7.35899999999,5.99853333333,14.4987333333,17.8332666667,9.85219999999
341.23,10.9612666667,19.6354,14.3185333333,19.1839333333,10.4708666667,6.95960000001,5.46666666667,14.0146666667,17.2808,9.49226666666
341.60,11.3409333333,20.0022,14.7390666667,19.6129333333,10.9495333333,7.52800000001,5.8074,14.3220666667,17.5628666666,9.81820000001
341.96,11.0746,19.7534666667,14.4269333333,19.4017333333,10.6490666667,7.37666666666,5.55213333333,14.172,17.3494,9.64393333333
342.33,10.5422,19.3774,13.8953333334,18.9659333333,10.1995333333,6.7504,4.93673333333,13.5339333333,16.9163333333,9.13400000001
342.70,10.3206666667,19.3998666667,13.7436666667,18.8349333333,10.0937333333,6.68113333334,4.72826666667,13.259,16.7708666667,8.87920000001
343.06,10.0854,19.3303333333,13.5754666667,18.7404,9.88800000001,6.44086666667,4.46066666667,13.1583333333,16.6564,8.70793333334
343.43,9.84153333333,19.0352666667,13.1718,18.5588,9.59326666667,6.07333333333,4.21033333333,12.7360666667,16.4578,8.36613333333
343.79,10.0685333333,19.3056666667,13.4046,18.7405333333,9.63406666667,6.37713333333,4.54826666667,12.9049333333,16.6775333333,8.52133333333
344.16,9.83920000001,19.0583333333,13.1979333333,18.5382666667,9.30746666666,6.2566,4.33986666667,12.6446,16.3861333333,8.301
344.52,9.85953333333,19.1607333333,13.1337333333,18.6196666667,9.35926666665,6.1762,4.43533333333,12.5811333333,16.3808,8.23893333334
344.89,9.71919999999,19.0902666667,13.0832666667,18.5457333334,9.31326666667,6.1032,4.44506666667,12.435,16.3012666667,8.13240000001
345.25,10.0324,19.3707333333,13.3811333333,18.8157333333,9.51006666667,6.4054,4.76553333333,12.6831333333,16.5465333333,8.27233333333
345.62,9.61406666668,19.1764,12.9177333333,18.5388,9.0914,6.00406666667,4.3876,12.324,16.2176,7.89813333333
345.99,9.62439999999,19.1895333333,12.9118666667,18.4438,8.9646,5.80286666667,4.3822,12.1832666667,16.1155333333,7.80319999999
346.35,9.94419999999,19.3953333333,13.2063333333,18.7470666666,9.3338,6.23253333333,4.75413333334,12.4612666667,16.298,8.02579999999
346.72,10.2506666667,19.5566,13.4623333333,18.8328,9.56599999999,6.63306666667,5.03546666667,12.7122666667,16.4199333333,8.30526666666
347.08,10.2401333333,19.4468,13.4063333333,18.7946,9.39260000001,6.52973333333,4.93066666667,12.4539333333,16.3518,8.144
347.45,9.59066666667,19.1492,13.0357333333,18.2737333333,8.84973333335,6.13033333333,4.35273333333,12.1186666667,15.8366,7.53266666666
347.81,9.80066666668,19.4012,13.1992,18.3734666667,9.16586666667,6.26046666667,4.5188,12.2508,15.8931333333,7.5924
348.18,10.0414666667,19.5864,13.4236666667,18.5711333333,9.3872,6.366,4.67186666667,12.4460666667,16.2022,7.76093333333
348.54,9.64273333333,19.1505333333,12.9168666667,18.2128,8.90953333334,5.86593333333,4.23613333333,12.0376666667,15.7993333333,7.36053333333
348.91,9.88053333333,19.4294666667,13.1953333333,18.4097333333,9.14253333333,6.13353333333,4.52466666667,12.3098666667,16.0905333333,7.59320000001
349.27,9.41673333333,19.2211333333,12.7782,18.0101333333,8.88953333334,5.76306666667,4.06193333333,11.9863333333,15.7668,7.30006666667
349.64,9.39693333333,19.2131333333,12.7774,17.8866,8.88513333334,5.6952,4.04913333333,11.9904,15.6885333333,7.2634
350.00,9.46473333333,19.3745333333,12.9672,18.131,8.98453333333,5.91073333333,4.16126666667,12.0677333333,15.7597333333,7.38586666667
350.37,9.38313333334,19.5290666667,12.8663333333,18.148,8.80733333333,5.7748,4.0846,12.0974,15.8086,7.36553333334
350.73,9.00586666668,19.4992666667,12.5869333333,18.1116666667,8.48306666667,5.42133333333,3.80093333333,11.8532666667,15.691,7.01966666666
351.10,9.05173333333,19.5613333333,12.5786666667,18.0795333333,8.60179999999,5.54666666667,3.87946666667,11.9507333333,15.7384666667,7.1734
351.46,9.47846666667,19.9690666667,12.8527333333,18.5740666667,8.93793333333,5.89393333333,4.19946666667,12.2322666667,16.0924666667,7.49573333333
351.83,9.3316,19.8487333333,12.5926,18.5658,8.82339999999,5.89186666667,4.01066666667,12.1423333333,16.1226,7.44506666667
352.19,8.92540000001,19.548,12.108,18.3296666667,8.41933333333,5.52913333333,3.61326666667,11.769,15.7212,7.08659999999
352.55,9.15253333332,19.9466666667,12.4769333333,18.6584666667,8.62473333333,5.91326666667,3.909,12.1163333333,16.0500666667,7.44139999999
352.92,9.21593333332,20.0,12.4666,18.7800666667,8.56706666667,5.93533333333,3.90126666667,12.0797333333,16.0654666667,7.54206666666
353.28,9.53959999999,20.1142,12.7500666667,19.0877333333,8.71753333334,6.22173333333,4.16753333333,12.2118666667,16.253,7.73119999999
353.65,9.42213333333,19.8006,12.4738666667,18.8935333333,8.416,6.05806666666,3.95393333333,12.0255333333,16.0784666667,7.41166666667
354.01,9.28786666665,19.6644666667,12.1923333333,18.6492666667,8.31093333333,5.84626666667,3.73533333333,11.9674,15.9008666667,7.25406666667
354.38,9.64333333334,19.9446,12.4993333333,18.9048,8.69846666666,6.27333333333,4.08653333333,12.3135333333,16.2187333333,7.64106666667
354.74,9.66460000001,19.7316666667,12.482,18.7687333333,8.6486,6.245,4.009,12.1387333333,16.1205333333,7.63293333333
355.11,9.56220000001,19.695,12.3963333333,18.7017333334,8.56713333333,6.2022,3.95433333333,12.0836,16.0206666667,7.5004
355.47,9.41600000001,19.3113333334,12.2249333333,18.465,8.39806666667,5.97233333333,3.74746666667,11.8508,15.7402666667,7.28486666667
355.83,9.40506666665,19.2850666667,12.2423333333,18.3437333333,8.21933333333,5.95626666667,3.67806666667,11.7446666667,15.6774666667,7.24366666667
356.20,9.80766666665,19.5437333333,12.55,18.6722,8.6664,6.39393333333,4.05513333333,12.1186,15.9565333333,7.59393333333
356.56,9.79226666667,19.3346,12.4164666667,18.6262,8.6268,6.39226666667,4.04393333333,12.0888666667,15.8525333333,7.4786
356.93,9.79353333333,19.1884,12.3027333333,18.6047333333,8.60913333333,6.3824,3.94686666667,12.0582,15.8141333333,7.37346666667
357.29,9.66153333334,18.9528666667,12.0578666667,18.4447333333,8.4488,6.28793333333,3.79146666667,11.9910666667,15.7352666667,7.28633333334
357.66,9.78526666667,19.0036666667,12.2184666667,18.6354666667,8.66486666667,6.52893333333,4.06873333333,12.0889333333,15.8673333333,7.60846666666
358.02,9.77259999999,18.8380666667,12.1886,18.6845333333,8.61853333333,6.63733333333,4.121,12.0273333333,15.927,7.57799999999
358.38,9.502,18.4683333333,11.8911333333,18.4986666667,8.37486666666,6.4032,3.8996,11.8003333333,15.6445333333,7.28433333334
358.75,9.599,18.5062,11.9306,18.6192,8.54153333333,6.55746666667,4.113,12.0142666667,15.755,7.43166666667
359.11,9.65026666667,18.3994,11.8253333333,18.6082,8.50186666667,6.53433333333,4.04553333333,12.0739333333,15.787,7.47880000001
359.48,9.53666666667,18.2648666667,11.6442,18.4734666667,8.38253333333,6.5528,4.0354,12.0226666667,15.7511333333,7.48513333333
359.84,9.48786666667,18.1358,11.6299333333,18.5722,8.46326666667,6.56853333334,4.08333333333,12.1457333333,15.7938666666,7.542
360.20,9.36286666667,17.9407333333,11.435,18.3695333333,8.2086,6.39426666667,3.94166666667,12.0248,15.6318666667,7.43706666667
360.57,9.26079999999,17.8047333333,11.3582,18.2091333333,8.1014,6.3432,3.78493333333,11.8605333333,15.5566666667,7.41046666666
360.93,9.33226666665,17.9170666667,11.3811333333,18.2336,8.2012,6.53693333333,3.91873333333,12.0033333333,15.6121333333,7.58346666668
361.29,9.41146666666,18.0504666667,11.5229333333,18.3318,8.4004,6.69366666667,4.05886666667,12.1530666667,15.7134666667,7.71973333333
361.66,9.47140000001,18.0509333333,11.4854,18.3748666667,8.4826,6.752,4.059,12.1909333333,15.7928,7.73339999999
362.02,9.54560000001,17.9981333333,11.5031333333,18.3116666667,8.515,6.76206666667,4.03353333333,12.1745333333,15.8170666667,7.7376
362.39,9.59333333332,17.9857333333,11.5108,18.3226666667,8.48926666667,6.83626666667,4.06766666667,12.204,15.8407333333,7.83926666667
362.75,9.5256,17.8809333334,11.4358666667,18.2944666667,8.42166666667,6.83673333333,4.01886666667,12.1238666666,15.7512,7.84333333333
363.11,9.58313333333,17.8766,11.6300666667,18.3913333333,8.54566666667,6.99306666667,4.27433333333,12.2212666667,15.8255333333,7.99693333333
363.48,9.61513333333,17.7974,11.5958,18.3808666667,8.50953333333,7.00573333333,4.27366666667,12.246,15.7285333333,8.11020000001
363.84,9.78806666666,17.8900666667,11.7057333333,18.4778666667,8.7278,7.1946,4.535,12.4088,15.7942,8.242
364.20,9.85433333334,17.8954,11.7250666667,18.565,8.8902,7.3054,4.62733333333,12.3892,15.889,8.30353333333
364.57,10.0161333333,18.0275333333,11.7862666667,18.7424666667,9.10593333333,7.46633333333,4.84166666667,12.6197333333,16.0328666667,8.46493333334
364.93,9.97120000001,17.8382666667,11.735,18.6723333333,9.00746666667,7.361,4.82166666667,12.5917333333,15.9166,8.3574
365.29,9.87066666665,17.608,11.5531333333,18.5215333333,8.83766666667,7.21473333333,4.75553333333,12.4427333333,15.8152666667,8.26353333334
365.66,9.81566666666,17.4927333333,11.5286666667,18.3800666667,8.70213333333,7.15113333333,4.76326666667,12.4297333333,15.7970666667,8.27740000001
366.02,9.93493333333,17.5919333333,11.6474,18.5246666667,8.90013333333,7.37613333333,5.00493333333,12.6582666667,15.9048,8.49633333333
366.38,9.9034,17.5502,11.645,18.431,8.9048,7.33786666667,4.9528,12.5754,15.9057333333,8.45126666668
366.75,9.858,17.3894666667,11.4663333333,18.2904,8.8362,7.33006666667,4.83706666667,12.4277333333,15.7566,8.37986666667
367.11,9.98826666668,17.3974,11.3996666667,18.2983333333,8.94066666666,7.43006666666,4.8892,12.4744,15.8252666667,8.43353333334
367.47,10.1280666667,17.4458666667,11.4815333333,18.4359333333,9.20686666667,7.6358,5.04193333333,12.612,16.0336666667,8.50766666667
367.84,9.89366666667,17.0962666667,11.1384,18.1332,8.91553333333,7.41666666667,4.70353333333,12.2552666667,15.8584666667,8.31833333333
368.20,10.0058666667,17.0816,11.2634,18.1704666667,9.02726666667,7.54566666667,4.91093333334,12.4647333333,15.9916666667,8.53493333332
368.56,9.97593333334,16.9528666667,11.2613333333,18.1445333333,9.04426666666,7.5738,4.97866666667,12.4869333333,16.0608666667,8.59933333334
368.93,10.2488666667,17.0657333333,11.3942,18.3161333333,9.30853333333,7.8996,5.2416,12.6236,16.3525333333,8.89820000001
369.29,10.5131333333,17.2249333333,11.5938666667,18.5179333333,9.58473333333,8.19033333333,5.5548,12.8618,16.5491333333,9.18453333333
369.65,10.5872666667,17.2253333333,11.5981333333,18.5823333333,9.70379999999,8.30206666667,5.6214,12.9012,16.5103333333,9.25446666667
370.01,10.3004,16.8634666667,11.2276666667,18.2195333333,9.35833333334,8.05586666667,5.3572,12.6319333333,16.162,9.03
370.38,10.4028666667,16.7077333333,11.2154666667,18.2056,9.42246666667,8.11933333333,5.46633333333,12.7730666667,16.1746666666,9.17773333333
370.74,10.4267333333,16.5654666667,11.163,18.1528666666,9.40433333334,8.1478,5.58713333333,12.8355333333,16.1883333333,9.23200000001
371.10,10.3675333333,16.4378,11.1305333333,18.0700666667,9.39933333333,8.1402,5.59753333333,12.8536,16.1358666667,9.32266666667
371.46,10.3402,16.4081333333,11.2132,18.0332666667,9.44266666667,8.16373333334,5.6536,12.888,16.1644,9.43266666666
371.83,10.5694,16.4896,11.4032666667,18.1620666667,9.6148,8.36419999999,5.8458,13.1109333333,16.3396,9.68046666667
372.19,10.3386666667,16.2176666667,11.1406,17.9361333333,9.41993333334,8.24213333333,5.6474,12.9323333333,16.046,9.46566666667
372.55,10.2653333333,15.9592666667,10.9214,17.7955333333,9.26193333333,8.21266666666,5.51466666667,12.7176666667,15.8117333333,9.40380000001
372.92,10.2319333333,15.7827333333,10.8731333333,17.6996666667,9.23666666667,8.21186666666,5.49193333333,12.6671333333,15.7087333333,9.42346666667
373.28,10.1547333333,15.4946,10.7392,17.5639333333,9.1418,8.21093333334,5.3918,12.5767333333,15.6319333333,9.41126666667
373.64,10.1453333333,15.2912,10.6872,17.4518666667,9.08046666667,8.2144,5.30526666667,12.5234666667,15.5994,9.40873333333
374.00,10.2826666667,15.2758,10.772,17.5924666667,9.25666666667,8.35606666667,5.48373333333,12.6078,15.7183333333,9.50473333334
374.37,10.1156666667,15.0588,10.6602,17.5390666667,9.18713333333,8.34873333334,5.37413333333,12.4547333333,15.5652666667,9.36746666666
374.73,10.2076666667,15.1408,10.7577333333,17.5932666667,9.26833333333,8.373,5.40806666667,12.5714666667,15.6439333333,9.40933333333
375.09,10.1102666667,14.9386,10.5010666667,17.4346,9.05993333333,8.25553333333,5.2356,12.3383333333,15.3931333333,9.22599999999
375.45,10.1578666667,14.8215333333,10.371,17.3574,8.96233333333,8.24646666666,5.31206666666,12.2906,15.3242666667,9.19260000001
375.81,10.1733333333,14.7428,10.3764,17.3759333333,8.9776,8.26526666667,5.38326666667,12.3058,15.2166666667,9.214
376.18,10.1606,14.5704,10.2990666667,17.2454666667,8.88106666667,8.22693333334,5.34066666667,12.1601333333,15.1248666667,9.23346666667
376.54,10.0380666667,14.3864,10.1788,17.0328,8.751,8.13460000001,5.18646666667,12.0500666667,14.9448666667,9.10106666667
376.90,9.85960000001,14.2009333333,9.95186666667,16.8239333333,8.5684,7.93546666666,5.02233333333,11.8823333333,14.7222,9.01426666668
377.26,9.85819999999,14.1598666667,9.9214,16.777,8.56973333333,7.91146666668,5.076,11.8505333333,14.6228,9.0318
377.63,9.74566666666,13.9413333333,9.7438,16.6262666667,8.50466666667,7.82406666666,5.073,11.7103333334,14.4328666667,8.99233333334
377.99,9.86273333333,14.0096,9.88986666667,16.6879333333,8.64873333333,7.93880000001,5.22866666667,11.8447333334,14.5201333333,9.23973333332
378.35,10.0134666667,14.0164,9.91659999999,16.6578666667,8.76246666667,8.01106666667,5.35633333333,11.9441333333,14.57,9.40313333333
378.71,10.0498666667,13.954,9.92686666667,16.6319333333,8.82733333333,8.12899999999,5.494,11.9617333333,14.5719333333,9.53820000001
379.07,10.2682,13.9877333333,10.1209333333,16.7530666667,9.01533333333,8.37166666667,5.71453333333,12.1266,14.7635333333,9.75233333333
379.44,10.3212,13.9555333333,10.1537333333,16.7414666667,9.10093333333,8.42493333334,5.71326666667,12.1291333333,14.753,9.87806666667
379.80,10.1501333333,13.6936666667,9.98766666667,16.4874,8.95773333333,8.33153333333,5.5988,11.9148,14.5724666667,9.73059999999
380.16,10.1574,13.6842666667,9.99299999999,16.4309333333,9.02813333333,8.39933333333,5.7168,11.9525333333,14.5672666667,9.77760000001
380.52,10.2974666667,13.714,10.0559333333,16.4851333333,9.18133333333,8.52333333334,5.90993333333,12.0844,14.6381333333,9.9432
380.88,10.2728,13.6049333333,10.0845333333,16.4509333333,9.23506666666,8.57153333334,5.99453333334,12.0678666667,14.6394666666,9.92106666666
381.24,10.2192,13.4359333333,10.0080666667,16.3114,9.13766666667,8.48786666666,5.96213333333,11.9131333333,14.5397333333,9.86606666668
381.61,10.1123333333,13.3670666667,9.97739999999,16.2603333333,9.05186666667,8.49846666667,5.92733333333,11.8706,14.4976666667,9.86726666666
381.97,9.92760000001,13.1794,9.70006666666,16.0514666667,8.83946666667,8.35453333333,5.7516,11.6414,14.2632,9.71013333333
382.33,9.79366666667,13.0506666666,9.56606666666,15.9038,8.67653333333,8.28366666666,5.6892,11.4796666667,14.0748,9.59966666666
382.69,9.66840000001,12.8281333333,9.42546666667,15.74,8.5428,8.13480000001,5.53073333333,11.291,13.8111333333,9.45386666665
383.05,9.42620000001,12.6077333333,9.24613333333,15.5217333333,8.32506666667,7.966,5.4018,11.1418,13.5613333333,9.28546666667
383.41,9.34253333332,12.5022,9.19086666667,15.4392,8.2676,7.97506666666,5.4054,11.1332,13.4512666667,9.22159999999
383.77,9.20553333334,12.3402666667,9.02726666666,15.2748,8.0876,7.81246666666,5.2488,10.9811333333,13.2396666666,9.13800000001
384.14,9.21273333333,12.2524,8.9594,15.2275333333,8.004,7.75753333334,5.1718,10.9304666667,13.1576666667,9.10093333334
384.50,9.13159999999,12.1949333333,8.93466666667,15.1572,7.92333333333,7.68300000001,5.12453333333,10.8213333333,13.0906666667,9.03573333333
384.86,9.10186666668,12.1308666667,8.84433333333,15.0932,7.84413333333,7.64540000001,5.06626666667,10.7480666667,12.9390666667,8.97420000001
385.22,9.05373333333,12.1256,8.79453333334,15.0336666667,7.80193333333,7.65553333333,5.0526,10.7708,12.8846,8.94233333333
385.58,9.13853333334,12.1686666667,8.842,15.0375333333,7.85766666667,7.709,5.11993333333,10.8274666667,12.8817333333,8.97906666667
385.94,9.05359999999,12.0174666667,8.75773333333,14.8978,7.79593333334,7.65493333333,5.0684,10.718,12.8009333333,8.82946666667
386.30,8.97806666666,11.9357333333,8.69046666667,14.8268,7.7644,7.58979999999,5.0522,10.6912,12.7830666667,8.79340000001
386.66,8.9628,11.9023333333,8.66066666667,14.7827333333,7.73206666667,7.57386666667,5.08246666667,10.6782,12.7782666667,8.84033333333
387.03,8.89300000001,11.8604666666,8.62799999999,14.695,7.70473333333,7.46819999999,5.06006666667,10.6036666667,12.6954,8.84686666667
387.39,8.79419999999,11.7417333333,8.50593333333,14.5529333333,7.56746666667,7.31933333333,5.01253333333,10.4567333333,12.5689333333,8.75826666668
387.75,8.67460000001,11.6048,8.39653333334,14.4221333333,7.5214,7.28733333333,4.96053333333,10.3416,12.4742666667,8.65933333333
388.11,8.6632,11.5906,8.43873333333,14.4010666667,7.5842,7.36253333334,5.07413333333,10.3441333333,12.5289333333,8.74313333334
388.47,8.64753333334,11.469,8.39499999999,14.2942,7.51906666666,7.33626666667,5.09293333333,10.3056,12.4609333333,8.73093333332
388.83,8.49666666667,11.2588666667,8.20766666666,14.1188666667,7.3624,7.23726666667,4.99353333333,10.1766666667,12.3731333333,8.63160000001
389.19,8.56906666666,11.2571333333,8.2172,14.119,7.45173333333,7.32633333333,5.07766666667,10.2483333333,12.3569333333,8.7172
389.55,8.52633333334,11.1538,8.12040000001,14.0192,7.36926666666,7.27686666666,5.05593333333,10.1303333333,12.2575333333,8.6374
389.91,8.49533333333,11.0282,8.09720000001,13.9492,7.34013333333,7.24593333334,5.06573333333,10.0864,12.1539333333,8.67666666667
390.27,8.54086666667,11.0164666667,8.10879999999,13.8908,7.373,7.30340000001,5.12286666667,10.0854,12.1392666667,8.71120000001
390.63,8.45526666667,10.8590666667,8.02420000001,13.7523333333,7.3136,7.26139999999,5.0698,10.0165333333,12.0509333333,8.60366666666
391.00,8.44646666667,10.7794,7.93733333333,13.6592666667,7.32306666667,7.32813333333,5.03786666667,9.94806666667,11.9948,8.56873333333
391.36,8.40606666667,10.6607333333,7.90139999999,13.5482666667,7.29113333333,7.32513333334,5.0224,9.86639999999,11.8736666667,8.52713333333
391.72,8.43199999999,10.5952666667,7.84933333333,13.5018,7.2496,7.32320000001,5.01726666667,9.81659999999,11.8133333333,8.54073333333
392.08,8.29026666666,10.4374666667,7.68179999999,13.3074,7.0826,7.20473333334,4.86346666667,9.63153333333,11.6154,8.38146666667
392.44,8.3452,10.4628,7.70006666666,13.3208,7.18673333333,7.31126666667,4.95726666667,9.6634,11.6027333333,8.46619999999
392.80,8.35286666667,10.4219333333,7.72626666667,13.2435333333,7.1896,7.33566666666,5.01486666667,9.62480000001,11.4894,8.48626666667
393.16,8.24513333333,10.2565333333,7.63646666667,13.0599333333,7.08613333333,7.21273333333,4.88273333333,9.44886666666,11.3435333333,8.40246666667
