wavelength,Back_CreVerf,Belly_CreVerf,Breast_CreVerf,Crissum_CreVerf,Crown_CreVerf,DorTail_CreVerf,Rump_CreVerf,Throat_CreVerf,WingTip_CreVerf
558.87,10.8354444445,27.2236666667,19.4007777778,19.137,9.43700000001,8.92544444444,13.5918888889,22.9675555556,11.0616666667
559.21,10.8143333333,27.266,19.4397777778,19.1805555556,9.42422222223,8.94311111111,13.6041666667,22.9857777778,11.0602222222
559.55,10.7812592593,27.34,19.4457777778,19.218,9.36644444443,8.91588888889,13.5966111111,23.0116666667,11.0357777778
559.89,10.7758888889,27.4138888889,19.5265555555,19.3083333333,9.3928888889,8.93533333333,13.6256111111,23.117,11.0904444445
560.23,10.7228888889,27.4123333333,19.5521111111,19.2932222222,9.35555555554,8.906,13.6048888889,23.1158888889,11.0377777778
560.58,10.694,27.481,19.6234444444,19.3294444445,9.33722222223,8.87244444445,13.5964444444,23.1462222222,11.0581111111
560.92,10.6774814815,27.5827777778,19.6904444444,19.399,9.34355555556,8.90344444444,13.63,23.2047777778,11.0682222222
561.26,10.705,27.6722222222,19.7651111111,19.4742222222,9.36444444443,8.91733333333,13.6792222222,23.3017777778,11.1021111111
561.60,10.6106666667,27.6231111111,19.698,19.4152222222,9.258,8.82033333333,13.6075555556,23.2193333333,11.0485555555
561.94,10.5754444445,27.6555555556,19.7283333333,19.4328888889,9.20477777778,8.78211111111,13.5685,23.2398888889,11.0182222222
562.28,10.580037037,27.744,19.7835555556,19.5058888889,9.20744444445,8.76466666667,13.5946111111,23.3157777778,11.0274444444
562.62,10.5864074074,27.8485555556,19.8576666667,19.5915555555,9.236,8.76266666667,13.6768333334,23.3985555556,11.0477777778
562.96,10.5962962963,27.9643333333,19.9545555556,19.6268888889,9.23622222222,8.76355555556,13.7055,23.4672222222,11.0435555556
563.30,10.5971481482,28.0722222222,20.0686666667,19.72,9.29744444445,8.77322222222,13.7221666667,23.5655555556,11.0578888889
563.64,10.5907407408,28.0924444444,20.0891111111,19.7315555555,9.24111111111,8.73266666666,13.6753888889,23.5677777778,11.0222222222
563.99,10.6007407407,28.2422222222,20.1856666667,19.8147777778,9.23177777778,8.75488888889,13.7036111111,23.6981111111,11.0388888889
564.33,10.5524074074,28.2714444445,20.1865555556,19.8757777778,9.19344444445,8.72822222222,13.6804444445,23.7276666667,10.9644444445
564.67,10.5697777778,28.3248888889,20.2275555555,19.9532222222,9.19555555556,8.76577777778,13.6735555556,23.809,10.9401111111
565.01,10.5168148148,28.3935555556,20.279,20.0008888889,9.17155555555,8.771,13.6494444444,23.8608888889,10.8998888889
565.35,10.5318888889,28.454,20.3262222222,20.045,9.15022222222,8.80355555556,13.6581111111,23.9372222222,10.9012222222
565.69,10.5265185185,28.5328888889,20.3928888889,20.0966666667,9.13177777778,8.77988888889,13.6812222222,23.9937777778,10.8888888889
566.03,10.5298888889,28.5564444444,20.427,20.15,9.11133333334,8.80944444445,13.6827222222,24.039,10.8973333333
566.37,10.5114074074,28.5918888889,20.4703333333,20.1528888889,9.09788888889,8.81044444445,13.6503888889,24.064,10.8924444444
566.71,10.4760740741,28.6346666667,20.471,20.1827777778,9.05644444444,8.79366666667,13.6070555555,24.1095555556,10.872
567.05,10.4684814815,28.6495555556,20.4943333333,20.2022222222,8.99466666667,8.79977777778,13.6098333333,24.1538888889,10.8766666667
567.39,10.4810740741,28.7692222222,20.5772222222,20.2762222222,9.03388888889,8.84366666667,13.6581666666,24.2447777778,10.8975555556
567.73,10.4215925926,28.7692222222,20.5935555555,20.3008888889,9.01155555555,8.818,13.6286666667,24.2463333333,10.8582222222
568.07,10.4241111111,28.8701111111,20.6816666667,20.3562222222,9.04511111111,8.85211111111,13.6322222222,24.3408888889,10.8717777778
568.41,10.3808518518,28.942,20.7058888889,20.3578888889,9.03233333333,8.81433333333,13.6343888889,24.3693333333,10.86
568.75,10.4061851852,29.023,20.7622222222,20.4225555556,9.04166666667,8.83155555555,13.6480555556,24.4323333333,10.8703333333
569.09,10.4167777778,29.1796666667,20.8717777778,20.504,9.08388888889,8.86755555555,13.6905555556,24.5375555556,10.9105555555
569.43,10.4277777778,29.2724444444,20.9384444444,20.5357777778,9.10388888889,8.91066666667,13.7162777778,24.5936666667,10.9616666667
569.77,10.4222962963,29.3538888889,20.9933333334,20.5907777778,9.09788888889,8.89966666666,13.7265,24.6404444444,10.9626666667
570.11,10.4214074074,29.4807777778,21.0718888889,20.6906666667,9.08044444445,8.92844444445,13.7397222222,24.723,10.9691111111
570.45,10.4246296296,29.5287777778,21.1731111111,20.7507777778,9.12422222222,8.95166666667,13.7825555555,24.7663333333,11.0011111111
570.79,10.4587407407,29.6278888889,21.2257777778,20.8152222222,9.14766666667,8.94866666667,13.7843888889,24.826,11.0267777778
571.13,10.4546666667,29.7214444444,21.2648888889,20.8526666667,9.16255555555,8.97255555556,13.7807777778,24.8938888889,11.0505555556
571.47,10.5049629629,29.8237777778,21.3212222222,20.9216666667,9.17944444444,8.98566666667,13.8095555556,24.9583333333,11.1091111111
571.81,10.5158148148,29.9167777778,21.3766666667,20.9743333333,9.17244444444,8.97577777778,13.8244444445,25.0002222222,11.1517777778
572.15,10.5485555556,29.9946666666,21.4652222222,21.0761111111,9.19688888889,8.99966666667,13.8319444444,25.0767777778,11.2081111111
572.49,10.5251851852,30.0145555556,21.5031111111,21.0682222222,9.16622222222,8.96533333333,13.8256111111,25.0748888889,11.2104444445
572.83,10.5201111111,30.0332222222,21.5446666667,21.0912222222,9.17811111111,8.95288888889,13.8090555556,25.0984444444,11.1925555555
573.17,10.5182592592,30.11,21.5844444445,21.1671111111,9.17311111111,8.944,13.7968888889,25.1596666667,11.171
573.51,10.5458888889,30.1838888889,21.6736666667,21.2305555556,9.196,8.962,13.8108333334,25.2156666667,11.1865555555
573.85,10.5861111111,30.2637777778,21.7242222222,21.283,9.26166666667,9.00344444444,13.8468888889,25.2778888889,11.2421111111
574.19,10.6261481482,30.4213333333,21.802,21.3711111111,9.28977777778,9.02811111111,13.8923333333,25.3745555556,11.2833333333
574.53,10.6068148148,30.4948888889,21.869,21.4118888889,9.29855555556,9.03166666667,13.9052777778,25.3914444444,11.2726666667
574.87,10.6071851852,30.4981111111,21.9281111111,21.4314444444,9.27466666666,9.01666666667,13.8973333333,25.3975555555,11.2422222222
575.21,10.6378518518,30.5767777778,22.0198888889,21.4894444444,9.30955555556,9.04677777778,13.9076666667,25.4626666667,11.2656666667
575.55,10.662,30.6195555556,22.0905555555,21.5244444445,9.32744444445,9.06811111111,13.9385555556,25.4966666667,11.2846666667
575.89,10.6348888889,30.6753333333,22.1336666666,21.5183333333,9.29866666667,9.059,13.9297777778,25.5165555555,11.2592222222
576.22,10.6994814815,30.8122222222,22.2333333333,21.6285555555,9.36177777778,9.11922222222,13.9857777778,25.6504444444,11.3068888889
576.56,10.7084814815,30.8728888889,22.2803333334,21.6933333333,9.33833333333,9.13433333333,13.9822222222,25.6957777778,11.31
576.90,10.7222592593,30.9171111111,22.3687777778,21.7376666667,9.337,9.12511111111,14.0055555556,25.718,11.3225555555
577.24,10.7243333333,30.9835555556,22.3984444444,21.7622222222,9.33866666667,9.10733333333,14.0057222222,25.7528888889,11.3244444444
577.58,10.6922222222,30.9947777778,22.4247777778,21.7526666667,9.31088888889,9.032,13.9656666667,25.7441111111,11.2967777778
577.92,10.6671481481,31.0355555555,22.4677777778,21.7974444444,9.28188888889,9.00455555555,13.9154444445,25.7896666667,11.2692222222
578.26,10.7137037037,31.1083333333,22.5453333333,21.8782222222,9.32688888889,9.02955555556,13.9541666666,25.8756666666,11.3512222222
578.60,10.7652962963,31.2731111111,22.6755555556,22.0251111111,9.36666666667,9.07377777778,14.0198888889,26.0168888889,11.412
578.94,10.7553703704,31.3797777778,22.7491111111,22.0762222222,9.34555555556,9.06333333332,14.0315555556,26.0486666667,11.3917777778
579.28,10.7270740741,31.434,22.7971111111,22.0897777778,9.30766666667,9.06233333334,14.019,26.109,11.3596666667
579.61,10.8045185185,31.6164444444,22.9257777778,22.2346666667,9.38166666667,9.09766666666,14.0818333333,26.2122222222,11.4335555556
579.95,10.7710740741,31.6641111111,22.9363333333,22.2687777778,9.34166666667,9.07899999999,14.0615,26.1998888889,11.4076666667
580.29,10.8357777778,31.8438888889,23.0572222222,22.3842222222,9.39688888889,9.08844444444,14.1169444444,26.3367777778,11.4513333333
580.63,10.8287407407,31.9206666667,23.1,22.4246666667,9.42566666667,9.09811111112,14.1010555556,26.3768888889,11.4613333333
580.97,10.8907037037,32.0271111111,23.2472222222,22.5328888889,9.50255555555,9.1661111111,14.1442222222,26.4744444444,11.561
581.31,10.9517777778,32.1472222222,23.381,22.6342222222,9.51977777779,9.21599999999,14.1902777778,26.5982222222,11.5701111111
581.65,10.9915555556,32.165,23.4371111111,22.6787777778,9.54788888889,9.24177777778,14.2056666667,26.6216666667,11.6195555556
581.98,10.9496666667,32.1802222222,23.4822222222,22.67,9.453,9.20933333333,14.1566111111,26.637,11.5403333333
582.32,10.9364074074,32.2205555556,23.505,22.6816666667,9.45911111111,9.19555555557,14.1384444444,26.6552222222,11.5352222222
582.66,10.968,32.2837777778,23.5521111111,22.7344444444,9.46833333333,9.26444444445,14.1577777778,26.7553333333,11.5965555555
583.00,11.051962963,32.3918888889,23.6435555556,22.856,9.53833333335,9.3251111111,14.192,26.8711111111,11.6721111111
583.34,11.0026666667,32.3603333333,23.6534444444,22.8373333333,9.48366666667,9.29522222223,14.1537222222,26.8914444444,11.6062222222
583.68,11.0172592592,32.4115555556,23.7352222222,22.8761111111,9.51511111111,9.33566666667,14.162,26.9353333333,11.6223333333
584.01,11.0232592592,32.418,23.7601111111,22.8871111111,9.53911111112,9.38888888888,14.1735555555,26.9227777778,11.6735555555
584.35,11.1157037037,32.5372222222,23.913,23.007,9.63211111112,9.48922222221,14.2539444445,27.0447777778,11.7512222222
584.69,11.1274444444,32.7048888889,24.0092222222,23.0868888889,9.63999999998,9.50522222223,14.2799444444,27.16,11.7895555555
585.03,11.1417037037,32.7751111111,24.0591111111,23.1251111111,9.67011111111,9.52844444444,14.2938888889,27.1937777778,11.8328888889
585.37,11.1946296296,32.93,24.1515555555,23.2261111111,9.75188888889,9.58199999999,14.3761666667,27.3087777778,11.8807777778
585.70,11.2483333333,32.992,24.2015555556,23.3033333334,9.83555555556,9.6228888889,14.3782777778,27.3528888889,11.9072222222
586.04,11.2672592592,33.0455555556,24.2761111111,23.3684444444,9.86966666667,9.62155555557,14.3845555556,27.3784444445,11.948
586.38,11.2209259259,33.0533333333,24.3091111111,23.4206666666,9.86477777777,9.56044444445,14.3454444444,27.3634444444,11.9088888889
586.72,11.2725185185,33.1771111111,24.4525555556,23.5241111111,9.93588888891,9.59955555557,14.4373333333,27.4653333333,11.9781111111
587.06,11.2626296297,33.2557777778,24.4925555556,23.5385555556,9.92399999999,9.58822222223,14.4357222222,27.4914444445,12.016
587.39,11.3297777778,33.3977777778,24.6383333333,23.6702222222,9.99944444442,9.61677777778,14.5119444444,27.6014444444,12.1056666667
587.73,11.292962963,33.4563333334,24.7207777778,23.7513333334,10.0286666667,9.6028888889,14.5459444444,27.6832222222,12.1013333333
588.07,11.2349259259,33.5122222222,24.7203333333,23.7866666667,9.96533333332,9.56811111112,14.5052222222,27.7198888889,12.0638888889
588.41,11.182,33.4573333334,24.6791111111,23.7778888889,9.89411111112,9.53677777778,14.4923888889,27.6755555556,12.0218888889
588.74,11.2223333333,33.5661111111,24.7513333334,23.9011111111,9.93433333332,9.59366666665,14.5686666667,27.7552222222,12.0877777778
589.08,11.2431111111,33.6155555556,24.8172222222,23.9682222222,9.92511111112,9.60466666667,14.5787777778,27.8345555555,12.0951111111
589.42,11.3086666667,33.6965555556,24.8992222222,24.1053333333,9.98677777776,9.65400000001,14.634,27.9091111111,12.1903333333
589.76,11.3214814815,33.7477777778,24.969,24.1682222222,9.99222222221,9.636,14.6705555556,27.9862222222,12.1722222222
590.09,11.4016666667,33.8206666666,25.0686666667,24.2545555556,10.0573333333,9.69233333335,14.7246666667,28.1006666667,12.228
590.43,11.3527407407,33.8393333333,25.0445555556,24.25,10.0164444444,9.63066666666,14.7096666667,28.0798888889,12.2003333334
590.77,11.4194444444,33.9293333333,25.1361111111,24.3828888889,10.0983333333,9.71044444443,14.7810555556,28.169,12.2496666667
591.11,11.4165555556,33.9196666666,25.1598888889,24.4235555556,10.089,9.69477777779,14.7707777778,28.219,12.2498888889
591.44,11.5263703704,34.0152222222,25.2617777778,24.5237777778,10.1373333333,9.75788888889,14.8294444444,28.2902222222,12.3022222222
591.78,11.5376666666,33.9792222222,25.2911111111,24.5486666667,10.1414444445,9.73744444445,14.8383333333,28.2993333333,12.2974444444
592.12,11.5647407407,34.0353333333,25.3884444445,24.6444444444,10.2017777778,9.77388888888,14.831,28.3955555555,12.278
592.46,11.5760740741,34.1048888889,25.4628888889,24.7274444445,10.2052222222,9.74188888889,14.8272777778,28.4351111111,12.2715555556
592.79,11.5491851852,34.1225555556,25.5047777778,24.7414444444,10.1568888889,9.68377777778,14.7638888889,28.4077777778,12.2411111111
593.13,11.493,34.163,25.5341111111,24.7096666667,10.0472222222,9.60555555556,14.7205,28.4327777778,12.1312222222
593.47,11.4237407408,34.1706666667,25.509,24.7151111111,9.95111111111,9.56744444443,14.6594444444,28.3616666667,12.0887777778
593.80,11.3533703704,34.2131111111,25.482,24.7306666667,9.88655555557,9.52088888889,14.6389444444,28.3311111111,12.0678888889
594.14,11.3692962963,34.3136666667,25.5884444445,24.8402222222,9.92755555554,9.57722222222,14.6577222222,28.3847777778,12.0864444444
594.48,11.3666666667,34.3311111111,25.6524444444,24.9074444444,9.92044444446,9.54822222223,14.6581666666,28.4358888889,12.0771111111
594.81,11.4431851852,34.5218888889,25.8242222222,25.0615555555,10.0186666667,9.66000000001,14.7561111111,28.5792222222,12.1391111111
595.15,11.4079259259,34.5948888889,25.8788888889,25.1131111111,9.97077777778,9.65833333335,14.7392777778,28.62,12.1516666667
595.49,11.4274444444,34.7384444444,25.9746666666,25.2165555556,9.99788888889,9.71666666667,14.7998333333,28.7046666667,12.2172222222
595.82,11.4814074074,34.8633333333,26.0582222222,25.2996666667,10.0321111111,9.7567777778,14.8527777778,28.7768888889,12.287
596.16,11.445,34.8772222222,26.1073333333,25.3042222222,10.0098888889,9.75055555556,14.8486111111,28.8154444444,12.2667777778
596.50,11.493,34.9863333333,26.1938888889,25.4078888889,10.0751111111,9.831,14.9412777778,28.9125555555,12.344
596.83,11.5355185185,35.1311111111,26.3182222222,25.5344444444,10.1664444444,9.93255555556,15.0433333334,29.0358888889,12.4282222222
597.17,11.5921111111,35.2237777778,26.4381111111,25.6205555556,10.2475555556,9.99977777777,15.0791111111,29.1532222222,12.4845555555
597.51,11.6081111111,35.2478888889,26.5148888889,25.639,10.2575555555,9.98722222221,15.0663888889,29.1923333334,12.4696666667
597.84,11.5751851852,35.2754444444,26.5204444444,25.6651111111,10.2158888889,9.95511111112,15.0362222222,29.2543333333,12.4391111111
598.18,11.5151481482,35.2852222222,26.5457777778,25.645,10.1498888889,9.92222222222,15.0160555556,29.2671111111,12.3891111111
598.52,11.433,35.2433333333,26.5125555555,25.5994444444,10.0655555556,9.83199999999,14.9586666667,29.2513333333,12.3278888889
598.85,11.4296296296,35.2551111111,26.5307777778,25.6242222222,10.0456666667,9.78555555556,14.9239444444,29.2876666667,12.2895555556
599.19,11.4212592592,35.2357777778,26.5724444444,25.6596666667,10.0347777778,9.7272222222,14.8694444444,29.2953333333,12.2212222222
599.53,11.3977037037,35.2356666667,26.64,25.6954444444,9.99944444443,9.68166666665,14.8406666667,29.3243333333,12.189
599.86,11.3831111111,35.3083333333,26.6707777778,25.7546666667,9.96833333334,9.68711111111,14.8166666667,29.3352222222,12.172
600.20,11.344,35.3274444445,26.7294444444,25.8025555556,9.9451111111,9.64500000001,14.7965555555,29.3975555555,12.1194444445
600.53,11.2566666667,35.2877777778,26.7263333333,25.7832222222,9.8801111111,9.56566666667,14.7176666667,29.3932222222,12.0156666667
600.87,11.2075185185,35.356,26.7506666667,25.8011111111,9.83711111112,9.49455555557,14.6995,29.4165555555,11.9737777778
601.21,11.2007037037,35.503,26.8652222222,25.9256666667,9.83544444443,9.51822222221,14.7517222222,29.5382222222,12.01
601.54,11.2628518518,35.582,26.997,26.0407777778,9.84544444442,9.56177777779,14.8093888889,29.6144444444,12.0688888889
601.88,11.3228518518,35.7121111111,27.1274444444,26.173,9.91,9.61255555558,14.8523333334,29.6912222222,12.1523333333
602.21,11.3272592593,35.8166666666,27.1674444444,26.2804444445,9.90811111111,9.66088888888,14.8759444444,29.7427777778,12.1686666666
602.55,11.2707407408,35.9288888889,27.2188888889,26.3372222222,9.88388888891,9.66522222224,14.8711666667,29.7747777778,12.1512222222
602.88,11.2228148148,36.0151111111,27.2032222222,26.295,9.86633333331,9.6818888889,14.8891666667,29.7915555555,12.1477777778
603.22,11.1945555556,36.0711111111,27.2401111111,26.2956666667,9.8532222222,9.6918888889,14.896,29.8124444444,12.1252222222
603.56,11.2355925926,36.0915555556,27.3196666667,26.3435555556,9.89488888887,9.71666666664,14.9476111111,29.8802222222,12.1611111111
603.89,11.2312962963,36.0784444444,27.381,26.3651111111,9.84444444444,9.73755555556,14.9348888889,29.8846666666,12.1348888889
604.23,11.2415555555,36.1502222222,27.4802222222,26.423,9.8711111111,9.75155555556,14.9567777778,29.9663333333,12.1778888889
604.56,11.2595555555,36.1944444445,27.5415555556,26.4434444444,9.88800000002,9.80477777778,14.9852777778,30.0008888889,12.1795555556
604.90,11.2823333334,36.2212222222,27.582,26.4874444445,9.94266666667,9.8611111111,15.0256111111,30.0408888889,12.1912222222
605.23,11.2750740741,36.2591111111,27.6177777778,26.5046666667,9.94577777778,9.89755555556,15.0285555556,30.032,12.1781111111
605.57,11.3464814815,36.3581111111,27.7314444444,26.5765555556,10.0077777778,9.98311111111,15.1148888889,30.118,12.2358888889
605.90,11.2862592593,36.3497777778,27.7771111111,26.5485555556,9.98622222222,9.91577777778,15.0278888889,30.1088888889,12.1553333333
606.24,11.2860740741,36.3167777778,27.8483333334,26.5416666667,9.99033333333,9.93844444446,15.0296111111,30.1244444444,12.1591111111
606.58,11.313962963,36.4044444444,27.9833333334,26.6857777778,10.0032222222,9.94355555554,15.0566111111,30.2218888889,12.2093333333
606.91,11.3151481481,36.4537777778,28.0444444444,26.7725555556,9.99477777778,9.92855555554,15.0880555555,30.2943333333,12.2188888889
607.25,11.3383333333,36.569,28.121,26.8603333333,10.0338888889,9.94455555557,15.093,30.3655555556,12.2324444444
607.58,11.3915185185,36.7648888889,28.2277777778,26.9452222222,10.1224444444,9.97522222222,15.1536666667,30.4642222222,12.3081111111
607.92,11.3523333334,36.7527777778,28.1764444445,26.9226666667,10.052,9.94344444443,15.0742777778,30.3905555556,12.2817777778
608.25,11.3536666667,36.8265555556,28.2884444444,26.986,10.0633333333,9.96455555557,15.1119444444,30.467,12.3265555555
608.59,11.3735185185,36.898,28.4255555555,27.0533333333,10.0443333333,9.94866666668,15.1288333333,30.5675555556,12.3428888889
608.92,11.3705555555,36.9317777778,28.5051111111,27.074,10.0652222222,9.91455555553,15.1124444444,30.634,12.3265555556
609.26,11.2636296296,36.9132222222,28.48,27.0068888889,9.96166666667,9.81400000001,15.0116666667,30.6335555555,12.2351111111
609.59,11.2992962963,36.9417777778,28.5446666667,27.036,9.97311111111,9.85011111109,15.0630555556,30.6574444444,12.2774444445
609.93,11.3181481481,36.9962222222,28.6193333333,27.0807777778,10.003,9.85666666667,15.1132222222,30.7051111111,12.3143333333
610.26,11.2907037037,36.9558888889,28.6317777778,27.0248888889,9.96155555557,9.85555555553,15.0602222222,30.6763333333,12.2712222222
610.60,11.3142592593,37.022,28.6974444444,27.0764444445,9.96866666666,9.90544444444,15.0415555556,30.7431111111,12.3024444444
610.93,11.2622962963,37.0311111111,28.7258888889,27.0656666667,9.92788888889,9.92433333333,15.0278333333,30.7798888889,12.2786666667
611.27,11.1402962963,37.0021111111,28.6907777778,27.0114444445,9.8338888889,9.831,14.9582222222,30.7555555556,12.1787777778
611.60,11.1484444444,37.1188888889,28.8038888889,27.0506666667,9.85466666666,9.83733333332,15.0018333333,30.8657777778,12.1892222222
611.93,11.1867037037,37.2248888889,28.9051111111,27.1528888889,9.89088888889,9.86522222222,15.0181666667,30.9324444444,12.2023333333
612.27,11.143037037,37.2342222222,28.869,27.1338888889,9.87544444443,9.86800000001,14.974,30.8936666666,12.1852222222
612.60,11.0924814815,37.2995555556,28.8831111111,27.1704444444,9.81611111113,9.81466666664,14.9670555556,30.9236666667,12.1725555555
612.94,11.1057777778,37.3311111111,28.8903333333,27.2253333333,9.84100000001,9.87077777777,14.9917777778,30.955,12.1632222222
613.27,11.0984074074,37.4038888889,28.9231111111,27.2798888889,9.82555555558,9.86244444447,14.9975,30.987,12.123
613.61,11.0457407407,37.4628888889,28.8994444444,27.2432222222,9.75388888889,9.80433333336,14.9168888889,30.9724444444,12.0314444445
613.94,11.082037037,37.6528888889,29.0694444445,27.4166666667,9.83533333333,9.84655555557,14.9862222222,31.1227777778,12.0437777778
614.28,11.0918518518,37.7374444445,29.1032222222,27.446,9.89922222222,9.86033333332,15.0168888889,31.1308888889,12.043
614.61,11.1661851852,37.8987777778,29.2696666667,27.595,10.0056666667,9.91155555556,15.1223333333,31.26,12.1472222222
614.94,11.244037037,37.9633333333,29.3596666667,27.703,10.071,9.98688888889,15.1777777778,31.321,12.2322222222
615.28,11.3235925926,38.0658888889,29.4896666667,27.8543333333,10.1283333333,10.0971111111,15.2843888889,31.3906666667,12.3131111111
615.61,11.3327407407,38.1401111111,29.5161111111,27.9098888889,10.1578888889,10.1076666667,15.3440555555,31.4981111111,12.3402222222
615.95,11.3182592592,38.2304444444,29.5884444444,27.965,10.1557777778,10.076,15.3658888889,31.5721111111,12.3332222222
616.28,11.3898888889,38.3504444444,29.6934444444,28.0531111111,10.2448888889,10.1948888889,15.4347222222,31.6882222222,12.376
616.61,11.335037037,38.4174444444,29.7727777778,28.1276666666,10.2334444445,10.1136666667,15.4092222222,31.7065555556,12.3815555556
616.95,11.3022962963,38.4835555555,29.8051111111,28.137,10.1914444444,10.0675555555,15.3806666667,31.7565555556,12.3997777778
617.28,11.3372222222,38.6148888889,29.9206666667,28.2563333333,10.2491111111,10.1242222222,15.4575555556,31.8947777778,12.4902222222
617.62,11.3167407407,38.6272222222,29.9124444444,28.2142222222,10.2081111111,10.096,15.434,31.9166666667,12.4988888889
617.95,11.2334814815,38.5847777778,29.9203333333,28.1741111111,10.1232222222,10.0193333333,15.3763888889,31.8746666667,12.4476666666
618.28,11.1038518518,38.4892222222,29.8385555556,28.0351111111,9.92788888891,9.87455555554,15.2126666667,31.7954444444,12.2904444445
618.62,11.0807037037,38.5425555556,29.884,28.0577777778,9.93733333332,9.90622222223,15.2185,31.8424444444,12.2885555555
618.95,11.0301111111,38.5255555555,29.8647777778,28.0324444445,9.89755555554,9.8367777778,15.1648333333,31.8477777778,12.2433333333
619.28,10.9702962963,38.4882222222,29.803,28.0018888889,9.84488888887,9.80900000001,15.0341666667,31.7888888889,12.17
619.62,11.0233703704,38.6307777778,29.8957777778,28.0926666666,9.90566666667,9.89077777778,15.0861111111,31.871,12.2531111111
619.95,10.9525555556,38.5826666667,29.8614444444,28.0446666667,9.85400000001,9.813,15.0025,31.8264444444,12.2405555555
620.28,10.9447777778,38.6405555555,29.8465555555,28.0245555556,9.83155555556,9.84277777779,14.9763333333,31.7911111111,12.2283333333
620.62,10.9614444444,38.8041111111,29.9832222222,28.1228888889,9.86566666667,9.93122222223,15.0578333333,31.9068888889,12.3104444444
620.95,10.9939259259,38.876,30.0437777778,28.1993333333,9.88988888891,9.96544444444,15.0605,31.9212222222,12.3312222222
621.28,11.0084444444,38.9115555556,30.0647777778,28.2451111111,9.88155555557,9.97111111111,15.0560555555,31.9718888889,12.3494444444
621.62,11.0571851852,38.993,30.1274444444,28.3215555556,9.89333333333,10.0078888889,15.1021111111,32.0673333334,12.3837777778
621.95,11.0121851852,39.0623333334,30.1945555556,28.3754444444,9.90844444444,9.97955555557,15.1222777778,32.0617777778,12.3968888889
622.28,11.0547407408,39.1436666667,30.2361111111,28.416,9.88977777776,9.97766666668,15.1025555555,32.0857777778,12.3983333334
622.62,11.1524444445,39.2354444444,30.3338888889,28.5177777778,9.97511111113,10.0541111111,15.1764444445,32.1342222222,12.4603333333
622.95,11.2055925926,39.3051111111,30.4446666667,28.5704444444,9.95388888891,10.0767777778,15.2332222222,32.203,12.5685555556
623.28,11.1936296296,39.3418888889,30.4958888889,28.5923333333,9.95355555557,10.0606666667,15.2030555556,32.2608888889,12.5665555556
623.62,11.2364814815,39.5377777778,30.6374444444,28.7164444445,9.97111111112,10.121,15.2591666667,32.3522222222,12.6072222222
623.95,11.3661851852,39.7128888889,30.836,28.9215555556,10.0685555556,10.2633333333,15.4161111111,32.5637777778,12.7637777778
624.28,11.391962963,39.6675555555,30.81,28.9434444444,10.0971111111,10.2743333333,15.3877777778,32.5742222222,12.7802222222
624.62,11.3720740741,39.7042222222,30.8726666667,29.0072222222,10.0406666667,10.2641111111,15.4013888889,32.6786666667,12.8104444444
624.95,11.4382592592,39.861,30.9784444445,29.1337777778,10.1156666666,10.328,15.5372222222,32.7493333333,12.8895555556
625.28,11.4399259259,40.0104444445,31.072,29.2063333333,10.1132222222,10.3665555555,15.5617222222,32.8195555556,12.9353333333
625.61,11.5601111111,40.1631111111,31.1607777778,29.338,10.1745555556,10.5166666667,15.6231111111,32.9584444444,13.055
625.95,11.5437037037,40.1614444444,31.1914444444,29.3664444444,10.1934444444,10.5332222222,15.6407222222,33.0267777778,13.0986666666
626.28,11.5245925926,40.2368888889,31.2545555556,29.436,10.1526666667,10.5328888889,15.6406666666,33.0727777778,13.0985555555
626.61,11.4654814815,40.2784444445,31.2491111111,29.4862222222,10.1565555556,10.5042222222,15.6479444445,33.0673333334,13.0567777778
626.94,11.487037037,40.3031111111,31.2843333333,29.552,10.1488888889,10.5214444445,15.7022222222,33.0683333334,13.0836666667
627.28,11.4966296296,40.2724444445,31.2756666667,29.5781111111,10.1348888889,10.51,15.7275555555,33.0938888889,13.085
627.61,11.4604814815,40.2541111111,31.26,29.5382222222,10.0834444444,10.4416666667,15.6871111111,33.1042222222,13.0634444444
627.94,11.5197777778,40.319,31.3327777778,29.6305555556,10.1037777778,10.4867777778,15.7358888889,33.143,13.0693333333
628.27,11.5638148148,40.4166666666,31.4108888889,29.7227777778,10.1938888889,10.5513333333,15.8118333333,33.2266666667,13.1214444444
628.61,11.5223333334,40.4564444445,31.4112222222,29.6943333333,10.1486666667,10.5237777778,15.7281666667,33.2182222222,13.0828888889
628.94,11.5655185185,40.4613333333,31.4935555556,29.7722222222,10.2063333333,10.5986666667,15.7766666667,33.2326666667,13.1278888889
629.27,11.5381851852,40.4284444445,31.5082222222,29.782,10.2226666667,10.5832222222,15.791,33.1818888889,13.0605555556
629.60,11.6037037037,40.5132222222,31.5803333333,29.8742222222,10.2645555556,10.603,15.8492777778,33.2227777778,13.0898888889
629.94,11.6164814815,40.533,31.6546666667,29.8923333333,10.3385555556,10.621,15.8892222222,33.299,13.1105555555
630.27,11.7190740741,40.593,31.766,29.9438888889,10.3938888889,10.6912222222,15.9563888889,33.3958888889,13.1482222222
630.60,11.7244444444,40.6401111111,31.8331111111,30.0084444445,10.3738888889,10.6934444445,15.8981111111,33.4643333333,13.1463333333
630.93,11.7499259259,40.6776666667,31.9621111111,30.1071111111,10.4843333333,10.7473333333,15.9035,33.5135555556,13.2032222222
631.26,11.8122962963,40.802,32.1047777778,30.2286666667,10.5478888889,10.8258888889,15.9614444444,33.5446666667,13.2495555556
