wavelength,Back_SpoArdm,Belly_SpoArdm,Breast_SpoArdm,Crissum_SpoArdm,Crown_SpoArdm,DorTail_SpoArdm,Rump_SpoArdm,Throat_SpoArdm,WingTip_SpoArdm
348.54,8.80133333334,24.2761666666,5.9845,19.2526666667,3.2665,8.75233333332,9.119,4.842,6.925
348.91,9.10883333333,24.458,6.55533333333,19.8051666667,3.66216666667,9.07999999999,9.36633333333,5.00433333333,7.259
349.27,9.47866666666,24.5141666667,6.79933333334,20.0946666667,4.00266666667,9.28016666669,9.72966666667,5.221,7.702
349.64,9.1515,24.1978333333,6.20833333334,19.6625,3.49416666666,8.62883333334,9.208,4.68833333334,7.093
350.00,9.19716666667,24.5018333333,6.1995,19.7241666667,3.63216666667,8.63483333335,9.28983333333,4.62066666667,7.18033333333
350.37,9.0485,24.4123333333,6.15583333333,19.7226666666,3.586,8.51866666667,9.21583333334,4.4545,7.11216666666
350.73,8.9075,24.4258333333,6.1015,19.7098333333,3.61516666667,8.50883333331,9.19166666667,4.40066666666,7.15133333333
351.10,8.8465,24.236,5.84916666667,19.4638333333,3.40483333334,8.17666666668,8.98366666667,4.0825,7.017
351.46,9.0135,24.1271666666,5.83433333333,19.3525,3.36033333333,8.18116666668,9.1675,4.02316666667,7.106
351.83,8.94033333334,23.9905,5.84916666666,19.1948333333,3.27116666667,8.16666666666,9.18566666667,3.773,6.96383333333
352.19,8.79583333333,23.951,5.63916666666,19.1225,3.23266666667,8.09149999999,9.19216666666,3.5715,6.793
352.55,8.92933333333,23.9831666667,5.67733333333,19.0878333333,3.36133333333,8.1435,9.1325,3.53416666667,6.7975
352.92,8.63666666667,23.878,5.3285,18.6611666667,3.10333333333,8.01133333335,8.97883333334,3.23,6.553
353.28,8.42166666667,23.9588333334,5.39,18.6905,2.936,8.072,8.84816666667,3.164,6.44233333334
353.65,8.38233333333,24.2805,5.6305,18.8783333333,3.23766666667,8.45116666669,9.158,3.3175,6.7035
354.01,8.39716666666,24.2603333333,5.637,18.9171666666,3.34733333334,8.32983333332,9.19316666667,3.4855,6.75533333334
354.38,8.47433333334,24.4965,5.6345,18.9246666667,3.3765,8.46383333333,9.30716666667,3.44616666667,6.78083333333
354.74,8.15133333333,24.292,5.182,18.6323333334,3.01016666667,8.04466666666,8.93816666667,3.0,6.41233333334
355.11,8.1085,24.5013333334,5.22883333334,18.7756666667,3.042,8.06466666668,8.957,2.961,6.4085
355.47,8.1545,24.8276666666,5.29366666667,18.9306666666,3.25516666667,8.17083333334,8.91666666667,3.116,6.55316666666
355.83,8.36416666666,25.264,5.492,19.406,3.59116666666,8.54550000002,9.22533333335,3.56833333334,6.7935
356.20,8.57583333333,25.3661666667,5.65666666667,19.56,3.67283333334,8.65483333334,9.444,3.73666666667,6.90266666667
356.56,8.502,25.4621666667,5.58466666667,19.5371666667,3.5825,8.50183333334,9.44850000002,3.73233333334,6.82466666666
356.93,8.45816666667,25.5538333333,5.4805,19.7061666666,3.53016666667,8.28233333335,9.41483333335,3.73983333334,6.80433333334
357.29,8.32566666667,25.4888333334,5.252,19.6155,3.49733333333,8.03316666665,9.36133333331,3.62816666666,6.635
357.66,8.647,25.7336666667,5.4595,19.908,3.72483333333,8.13683333335,9.6285,3.89883333334,6.88216666667
358.02,8.78516666666,25.9673333333,5.591,20.071,3.7895,8.30216666667,9.78666666665,3.97633333333,7.049
358.38,8.78033333334,25.928,5.541,20.0375,3.72316666666,8.303,9.76816666668,3.93566666667,7.04433333334
358.75,9.1735,26.3156666667,5.85833333333,20.4488333334,4.02133333333,8.49566666665,10.0478333333,4.278,7.31666666667
359.11,9.10866666667,26.32,5.90216666666,20.4013333334,4.06083333333,8.57516666668,10.1013333333,4.3345,7.39216666667
359.48,8.95433333334,26.3728333334,5.79633333334,20.4231666667,3.9855,8.39116666667,10.0755,4.24683333333,7.28366666667
359.84,8.8165,26.3678333333,5.7485,20.4151666667,3.90816666667,8.16966666668,9.96533333335,4.07583333333,7.29
360.20,8.7725,26.4011666666,5.66566666667,20.3981666666,3.9495,8.06433333333,9.91216666665,3.99516666666,7.3255
360.57,8.76533333334,26.553,5.7185,20.521,3.96283333333,8.11333333333,9.89649999999,4.01,7.3455
360.93,8.904,26.6136666667,5.76116666666,20.6141666667,4.075,8.25366666665,9.98566666665,4.1065,7.389
361.29,9.08766666666,26.913,5.85283333333,20.779,4.27533333334,8.45616666665,10.192,4.24216666667,7.57666666666
361.66,8.97666666667,26.869,5.672,20.7011666666,4.06016666667,8.36133333335,9.92133333335,4.01116666667,7.4375
362.02,8.81183333334,26.7833333334,5.51683333333,20.542,3.82416666667,8.238,9.74500000002,3.92383333333,7.221
362.39,8.86433333334,26.8726666667,5.5925,20.696,3.944,8.144,9.7995,4.02,7.315
362.75,8.84983333333,26.9768333333,5.712,20.8073333333,4.0575,8.28133333335,9.92866666669,4.0945,7.4125
363.11,8.84283333333,27.0301666667,5.67616666667,20.9365,4.08566666667,8.19683333332,9.91783333332,4.0505,7.30133333334
363.48,8.99733333333,27.1595,5.73683333333,21.1395,4.16783333334,8.38533333333,10.0416666667,4.16333333334,7.40716666667
363.84,9.34016666667,27.283,5.92833333333,21.3451666667,4.38616666666,8.684,10.2858333333,4.36,7.645
364.20,9.31533333333,27.3948333334,5.96533333333,21.5171666667,4.382,8.75899999999,10.34,4.37466666667,7.65133333333
364.57,9.4605,27.4536666667,6.0305,21.6723333334,4.54133333333,8.92233333335,10.4756666667,4.49683333334,7.801
364.93,9.4425,27.5305,6.02766666667,21.6576666667,4.519,8.83300000001,10.4866666667,4.43416666666,7.89616666666
365.29,9.49616666668,27.5456666667,6.03166666667,21.8083333333,4.65633333334,8.86516666667,10.5221666667,4.478,7.985
365.66,9.66850000001,27.7761666666,6.28033333333,22.0626666667,4.88466666666,9.0185,10.8551666666,4.857,8.21
366.02,9.79500000002,27.8793333333,6.32016666667,22.254,5.08383333333,9.09016666669,11.0315,4.96066666667,8.4255
366.38,9.76033333331,27.9585,6.32116666667,22.3466666667,5.0365,9.13450000002,10.9688333333,4.95333333333,8.42033333333
366.75,9.68766666665,27.9351666666,6.17866666667,22.3436666667,4.91483333334,9.08950000002,10.9113333334,4.88683333333,8.42583333333
367.11,9.68833333332,27.9718333333,6.13166666666,22.3915,4.947,9.04516666665,10.9288333333,4.92683333333,8.47833333333
367.47,9.71199999999,28.0528333334,6.08316666666,22.398,4.967,8.96533333331,10.9121666667,4.79616666667,8.46333333333
367.84,9.5495,28.108,5.988,22.3246666666,4.85933333333,8.79149999998,10.7961666667,4.7415,8.3565
368.20,9.5795,28.226,5.93466666667,22.2966666667,4.8485,8.68566666668,10.7166666666,4.75633333334,8.37816666666
368.56,9.58433333333,28.3903333334,5.9475,22.3305,4.92,8.5925,10.7421666667,4.764,8.43166666667
368.93,9.73716666667,28.6508333333,6.06966666667,22.5503333334,5.13316666667,8.77250000002,10.8666666666,4.98566666667,8.6045
369.29,9.79450000001,28.8598333334,6.1785,22.623,5.16983333334,8.79099999999,10.922,5.09916666666,8.65483333334
369.65,9.84483333335,28.9351666667,6.10533333334,22.6846666667,5.24433333333,8.89366666667,10.8881666666,5.01483333333,8.73133333333
370.01,9.96,29.1306666667,6.279,22.827,5.37416666666,9.00566666667,10.9511666667,5.07533333333,8.77083333333
370.38,10.0341666667,29.2953333333,6.21866666667,22.9001666667,5.42316666666,8.95483333333,10.9936666667,5.1075,8.66883333333
370.74,10.023,29.3405,6.15633333334,22.9055,5.37533333333,8.85116666666,10.8183333334,5.05266666666,8.47766666667
371.10,10.0915,29.5765,6.04083333333,22.929,5.29466666667,8.87100000001,10.7941666666,4.9555,8.3945
371.46,9.97166666665,29.6138333334,6.01816666667,22.938,5.14483333333,8.81400000001,10.754,4.95833333333,8.40516666667
371.83,9.82950000001,29.6101666667,5.79533333333,22.9113333334,5.05766666666,8.64499999999,10.5956666667,4.82933333333,8.3
372.19,9.71533333331,29.5545,5.6845,22.7733333333,5.01,8.61383333335,10.5836666667,4.76466666667,8.16116666667
372.55,9.61266666666,29.5525,5.54066666667,22.7123333333,4.90866666667,8.55283333335,10.5033333333,4.64783333333,7.99366666666
372.92,9.49833333331,29.4848333334,5.3645,22.595,4.7655,8.42016666667,10.3336666667,4.46366666667,7.7885
373.28,9.31333333333,29.4041666667,5.1695,22.4948333333,4.548,8.25266666665,10.1753333334,4.28183333334,7.60333333333
373.64,9.068,29.2965,5.04966666667,22.3866666667,4.4465,8.05766666665,10.027,4.18583333334,7.40083333334
374.00,8.89683333333,29.2721666667,4.85216666667,22.3078333334,4.38233333333,7.93433333335,9.98200000001,4.1095,7.26566666667
374.37,8.83433333333,29.3026666666,4.863,22.3206666666,4.38166666667,7.95150000001,10.0541666667,4.1065,7.37816666667
374.73,8.76833333334,29.4021666666,4.8035,22.2478333334,4.365,7.89366666667,10.1113333333,4.139,7.38516666667
375.09,8.75883333333,29.3826666666,4.79083333333,22.3041666666,4.38933333334,7.84116666668,10.1866666667,4.263,7.47333333334
375.45,8.86616666667,29.5578333334,4.8735,22.4993333334,4.60883333333,7.93100000002,10.2676666667,4.35916666666,7.50133333333
375.81,9.01316666667,29.692,5.04083333333,22.613,4.66783333333,8.00133333333,10.4,4.4005,7.57933333334
376.18,9.1535,29.8985,5.15466666667,22.8495,4.82566666667,8.11866666666,10.5233333333,4.59433333333,7.69016666667
376.54,9.01916666667,29.8778333333,4.98866666667,22.828,4.67333333334,7.98950000001,10.3456666667,4.5055,7.61483333333
376.90,9.043,29.8531666667,5.03016666667,22.889,4.69233333333,7.97333333333,10.358,4.53166666667,7.5835
377.26,9.1635,29.9106666667,5.08333333333,22.98,4.76383333334,8.03133333334,10.4075,4.557,7.64383333334
377.63,9.30266666667,30.0936666667,5.14883333334,23.1203333333,4.72683333333,8.05850000001,10.5446666666,4.613,7.7465
377.99,9.37883333333,30.1505,5.08916666667,23.2266666667,4.70216666666,8.02483333335,10.496,4.61066666667,7.73716666666
378.35,9.31316666667,30.1053333333,4.97133333334,23.1978333333,4.63933333334,7.981,10.4098333333,4.56783333333,7.57933333333
378.71,9.50416666665,30.2033333333,5.11266666667,23.3471666667,4.76666666666,8.15833333335,10.531,4.65766666667,7.6975
379.07,9.3555,30.1658333334,5.0725,23.419,4.66633333334,8.03799999999,10.37,4.5595,7.49816666666
379.44,9.41933333333,30.1656666667,5.0825,23.4075,4.66716666667,8.05083333333,10.43,4.635,7.501
379.80,9.27683333333,30.1118333333,4.9965,23.4308333334,4.64683333333,8.01950000002,10.3148333333,4.70716666666,7.45066666667
380.16,9.33383333334,30.122,5.04833333334,23.531,4.684,8.02016666669,10.327,4.74233333333,7.544
380.52,9.462,30.313,5.2255,23.751,4.77983333333,8.137,10.4713333333,4.8795,7.61233333334
380.88,9.51166666667,30.6311666667,5.3595,24.0528333334,4.90616666666,8.21133333334,10.6481666666,5.05533333333,7.80233333333
381.24,9.49083333334,30.7701666666,5.2945,24.0436666667,4.8785,8.14416666667,10.5665,5.07816666667,7.72983333333
381.61,9.45816666667,30.698,5.21583333334,24.0101666667,4.889,8.05566666666,10.4846666667,5.05883333334,7.63383333333
381.97,9.42883333333,30.8066666667,5.21783333333,24.0018333333,4.875,8.03533333332,10.4378333333,5.02483333333,7.597
382.33,9.50816666667,30.8811666667,5.3185,24.112,4.956,8.0875,10.4566666667,5.10266666667,7.7245
382.69,9.43966666666,30.9621666667,5.2645,24.1556666666,4.90133333333,7.9415,10.4365,5.11783333333,7.655
383.05,9.49283333333,31.1363333334,5.2725,24.1156666667,4.901,8.03516666666,10.4778333334,5.18483333333,7.80483333333
383.41,9.4225,31.1666666667,5.2555,24.089,4.81133333333,7.946,10.3278333333,5.10283333333,7.71016666667
383.77,9.38633333333,31.2005,5.23766666667,24.0388333333,4.72316666666,7.85316666668,10.2966666667,5.0105,7.61266666666
384.14,9.23316666667,31.1796666667,5.1255,23.9608333334,4.516,7.70566666665,10.1496666666,4.806,7.48766666667
384.50,9.299,31.157,5.14116666667,23.9633333334,4.54266666667,7.68283333335,10.1938333333,4.81916666667,7.55233333333
384.86,9.21283333333,31.0593333333,5.0325,23.7641666666,4.37533333333,7.55983333333,10.117,4.71433333333,7.38266666667
385.22,9.27233333333,31.0843333333,5.141,23.8615,4.40733333333,7.62733333333,10.1695,4.75683333333,7.4805
385.58,9.21933333334,31.1665,5.1185,23.8935,4.38433333334,7.6075,10.1108333333,4.69283333333,7.43366666667
385.94,9.30083333333,31.1956666666,5.248,23.97,4.43533333334,7.63733333334,10.2186666666,4.76016666667,7.529
386.30,9.24483333333,31.2676666667,5.20483333334,23.943,4.36166666667,7.5735,10.2108333333,4.69666666667,7.501
386.66,9.301,31.3425,5.28716666666,24.0671666667,4.3005,7.60566666666,10.1585,4.68033333333,7.52266666667
387.03,9.3405,31.268,5.35683333334,24.113,4.25683333333,7.55433333333,10.1165,4.629,7.44033333333
387.39,9.20633333333,31.193,5.26916666667,24.045,4.20016666666,7.3945,10.0403333333,4.45283333334,7.33183333333
387.75,9.29033333333,31.2826666667,5.29166666666,24.1536666667,4.20733333333,7.44216666666,10.1,4.41166666667,7.43033333333
388.11,9.30866666667,31.3648333333,5.30966666667,24.2366666667,4.2215,7.45883333333,10.0956666667,4.42466666666,7.43066666667
388.47,9.3445,31.4353333333,5.37716666666,24.3325,4.2985,7.514,10.1666666667,4.48133333333,7.5005
388.83,9.44083333333,31.554,5.46083333333,24.4918333334,4.398,7.60183333333,10.1835,4.51783333333,7.6015
389.19,9.41966666666,31.5945,5.45466666667,24.527,4.354,7.558,10.1993333333,4.50016666667,7.56233333334
389.55,9.4195,31.6285,5.47933333333,24.5528333333,4.29183333333,7.506,10.1683333333,4.45333333333,7.543
389.91,9.38516666667,31.7563333333,5.48316666667,24.6606666667,4.275,7.50366666666,10.1343333333,4.37383333333,7.58016666667
390.27,9.43366666666,31.8873333333,5.55766666666,24.8068333333,4.31183333333,7.52783333333,10.1698333333,4.4215,7.611
390.63,9.30916666667,31.8076666667,5.43216666667,24.7458333333,4.30116666666,7.4865,10.1815,4.3575,7.56183333333
391.00,9.35366666666,31.9181666667,5.49783333334,24.8516666667,4.38566666667,7.55033333334,10.2863333334,4.395,7.67716666667
391.36,9.43516666667,32.0245,5.56333333334,24.9701666667,4.41183333334,7.6225,10.3916666667,4.49416666667,7.7635
391.72,9.4145,31.9918333334,5.57783333334,24.972,4.43883333333,7.6065,10.3798333333,4.48816666667,7.72
392.08,9.56416666666,32.1406666666,5.70066666667,25.1115,4.5545,7.69583333333,10.5738333334,4.615,7.86466666667
392.44,9.52166666666,32.2155,5.645,25.1141666667,4.4805,7.6635,10.5818333334,4.5505,7.81283333333
392.80,9.4415,32.1355,5.59066666666,25.0746666666,4.376,7.578,10.4916666667,4.45333333333,7.74883333333
393.16,9.38983333334,32.1761666666,5.626,25.1031666667,4.40866666667,7.63483333333,10.5055,4.43466666667,7.76533333333
393.52,9.42983333334,32.306,5.67133333333,25.1453333333,4.45833333334,7.6875,10.6178333333,4.52733333334,7.87783333334
393.88,9.33533333333,32.1931666667,5.58516666667,25.0761666667,4.3635,7.57566666667,10.5258333334,4.47433333334,7.7695
394.24,9.29316666667,32.2106666666,5.50283333333,25.0853333334,4.35466666667,7.56933333333,10.5008333333,4.44483333333,7.748
394.60,9.45216666667,32.429,5.69683333334,25.2526666667,4.52266666667,7.736,10.6555,4.61416666667,7.98666666667
394.96,9.44333333334,32.503,5.6565,25.2963333333,4.49133333333,7.721,10.6416666666,4.59416666667,7.9855
395.32,9.50566666667,32.5298333333,5.664,25.3546666666,4.525,7.81483333333,10.639,4.62583333333,8.09233333333
395.68,9.54,32.702,5.70283333333,25.4125,4.55416666667,7.8545,10.683,4.68683333333,8.204
396.04,9.48266666667,32.7386666667,5.69483333333,25.413,4.5305,7.89133333333,10.5986666667,4.66,8.24233333334
396.40,9.49183333334,32.7623333333,5.74933333334,25.4188333334,4.54033333333,7.904,10.5203333333,4.64816666667,8.3615
396.76,9.4995,32.8861666666,5.78083333333,25.4835,4.5665,7.98216666666,10.5855,4.683,8.52316666666
397.12,9.58966666667,33.0066666667,5.83166666666,25.6006666666,4.61033333333,7.99166666667,10.6198333333,4.80283333333,8.70033333333
397.48,9.68283333333,33.0983333333,5.90466666667,25.7618333333,4.73016666666,8.1025,10.6598333333,4.87883333334,8.89883333335
397.84,9.744,33.2408333334,5.9295,25.8935,4.8515,8.18983333334,10.7453333334,4.94266666666,9.08666666666
398.20,9.83566666665,33.3175,5.99266666667,25.9581666667,4.85516666666,8.207,10.8031666667,4.95266666667,9.24683333331
398.56,9.73383333333,33.2993333333,5.85866666667,25.9363333333,4.73216666667,8.079,10.6723333333,4.76116666667,9.20283333331
398.92,9.6435,33.2771666667,5.77033333333,25.8918333333,4.78316666667,8.04316666667,10.6385,4.72166666666,9.32316666666
399.28,9.62666666667,33.3528333333,5.74383333334,25.9065,4.79316666666,7.98416666666,10.6751666667,4.689,9.44050000001
399.64,9.634,33.3683333333,5.69683333334,25.9743333333,4.74583333333,7.96666666667,10.7016666666,4.64866666667,9.55266666668
400.00,9.67916666667,33.4596666667,5.78383333334,26.0436666666,4.81083333334,7.99533333334,10.8195,4.71183333333,9.71899999998
400.36,9.727,33.5706666667,5.8205,26.227,4.9065,8.07683333333,10.9386666667,4.85383333333,9.87483333335
400.72,9.73316666666,33.6546666667,5.81166666666,26.2868333333,4.9745,8.05733333333,10.9201666667,4.90166666667,9.94616666665
401.08,9.6845,33.6688333334,5.74433333333,26.279,4.915,8.00733333333,10.9326666667,4.81766666666,9.9555
401.44,9.70666666667,33.7706666667,5.76183333333,26.2896666667,4.87333333333,7.997,10.975,4.812,10.0038333333
401.80,9.72733333334,33.8141666666,5.76716666667,26.2983333334,4.81416666666,7.99216666666,11.0341666667,4.84333333333,10.082
402.16,9.71816666667,33.8863333333,5.82216666666,26.3431666667,4.82566666667,8.0155,11.0098333334,4.86416666666,10.1681666667
402.52,9.77766666666,33.9453333333,5.83933333333,26.4136666667,4.83516666666,8.05116666667,11.0821666667,4.9595,10.2548333333
402.88,9.82183333333,34.0648333333,5.92266666667,26.517,4.81266666666,8.07733333333,11.1408333333,4.9795,10.3018333333
403.24,9.81516666667,34.1741666667,5.9065,26.6325,4.762,8.08166666667,11.1336666667,5.0175,10.3083333333
403.60,9.82233333333,34.2808333334,5.89466666666,26.7293333333,4.7855,8.10316666667,11.1303333334,5.05083333333,10.2876666667
403.95,9.71266666667,34.2123333334,5.71916666667,26.6721666666,4.6275,7.989,10.997,4.959,10.1831666666
404.31,9.631,34.1873333333,5.6275,26.6188333334,4.53683333333,7.908,10.9026666666,4.81716666666,10.1095
404.67,9.66633333334,34.291,5.679,26.7088333334,4.52266666666,7.99516666666,10.9813333334,4.83416666667,10.1863333333
405.03,9.67116666667,34.3236666667,5.65783333333,26.7496666667,4.54366666667,8.0185,10.9555,4.80883333334,10.2591666667
405.39,9.51983333334,34.2621666667,5.54883333333,26.7453333334,4.44716666666,7.91633333334,10.8093333334,4.716,10.2106666667
405.75,9.52583333333,34.3568333333,5.55083333333,26.812,4.48216666666,7.92866666666,10.7586666667,4.7395,10.276
406.11,9.5485,34.4071666666,5.53016666667,26.8603333333,4.49916666666,7.922,10.7868333333,4.7845,10.3246666667
406.47,9.55816666667,34.4806666667,5.598,26.9215,4.5535,7.99,10.804,4.818,10.4633333334
406.83,9.618,34.5696666667,5.592,26.9956666666,4.63283333334,8.081,10.8718333333,4.95933333333,10.607
407.19,9.642,34.6186666667,5.6715,27.0323333333,4.694,8.12616666667,10.9248333333,4.9975,10.7081666667
407.55,9.65683333334,34.6268333333,5.6875,27.019,4.74116666667,8.14116666667,10.9503333333,5.03633333333,10.825
407.90,9.7345,34.764,5.783,27.1881666667,4.85683333334,8.20283333334,11.0525,5.11066666666,10.9556666667
408.26,9.81933333333,34.903,5.84483333333,27.2745,4.958,8.27950000002,11.1205,5.24483333333,11.0896666667
408.62,9.84983333333,34.9993333334,5.84916666666,27.3353333334,5.01733333334,8.30016666667,11.1875,5.30583333334,11.171
408.98,9.90149999998,35.106,5.858,27.4193333334,5.07066666666,8.31933333335,11.2455,5.33266666667,11.2425
409.34,9.94183333335,35.2016666667,5.859,27.4671666667,5.13966666666,8.36066666668,11.3418333333,5.372,11.3298333333
409.70,9.94533333332,35.261,5.88583333334,27.5091666667,5.1445,8.38833333331,11.3621666666,5.37933333333,11.4131666667
410.06,9.92283333333,35.2791666666,5.891,27.5855,5.15033333333,8.38233333335,11.4118333333,5.371,11.4895
410.42,9.90083333331,35.2798333333,5.798,27.5996666667,5.12016666666,8.277,11.3685,5.3585,11.4703333333
410.77,9.93350000001,35.3271666667,5.81366666667,27.6663333333,5.16616666667,8.26583333333,11.395,5.32,11.53
411.13,9.84683333333,35.3305,5.714,27.661,5.09866666667,8.19,11.3305,5.256,11.5473333333
411.49,9.87250000002,35.4396666666,5.73366666667,27.7435,5.14683333333,8.25533333333,11.3751666666,5.30433333333,11.645
411.85,9.862,35.4626666667,5.69933333333,27.7448333333,5.19033333333,8.28333333334,11.4166666667,5.34533333334,11.7243333333
412.21,9.87416666668,35.4933333333,5.678,27.7923333334,5.16216666666,8.23683333333,11.4328333334,5.28683333333,11.7858333333
412.57,9.87766666665,35.474,5.59883333333,27.7835,5.1505,8.166,11.3945,5.26116666666,11.8136666667
412.92,9.83733333333,35.4743333333,5.53333333333,27.7951666666,5.06133333333,8.14033333334,11.3263333333,5.27066666666,11.7865
413.28,9.88799999999,35.4886666666,5.561,27.8428333334,5.09116666667,8.17116666667,11.3441666667,5.277,11.8208333333
413.64,9.85933333335,35.5275,5.53133333334,27.9175,5.08366666666,8.164,11.4106666667,5.28966666667,11.7911666666
414.00,9.89533333333,35.5635,5.51983333333,27.8963333333,5.09716666667,8.20966666667,11.4271666667,5.3105,11.742
414.36,9.88566666669,35.6116666667,5.50133333333,27.9203333334,5.04666666667,8.20033333333,11.4421666666,5.263,11.6946666667
414.72,9.78683333334,35.6485,5.4545,27.939,4.94166666667,8.136,11.3635,5.2365,11.574
415.07,9.82250000002,35.6985,5.43433333334,27.9775,4.94633333333,8.137,11.349,5.24516666666,11.466
415.43,9.77783333333,35.7091666666,5.44433333333,27.9926666667,4.916,8.053,11.3231666667,5.219,11.3545
415.79,9.787,35.8021666667,5.45666666666,28.0428333333,4.88883333334,8.00866666667,11.2588333333,5.14583333333,11.194
416.15,9.69516666666,35.781,5.40366666666,27.971,4.8105,7.975,11.2048333333,5.0945,10.9748333334
416.51,9.66166666666,35.898,5.39683333333,28.0131666667,4.79533333333,7.9585,11.1678333333,5.03966666667,10.7861666667
416.86,9.673,35.9841666667,5.41116666667,28.0456666667,4.82033333334,7.9335,11.1653333333,4.99316666667,10.623
417.22,9.609,36.0266666667,5.3625,28.087,4.75883333333,7.878,11.0845,4.90216666666,10.4138333333
417.58,9.57033333334,36.073,5.31016666666,28.0818333333,4.71466666667,7.81866666667,10.9923333334,4.82783333333,10.218
417.94,9.55116666667,36.184,5.299,28.142,4.68766666666,7.79033333333,10.9553333334,4.79716666667,10.0795
418.29,9.53016666667,36.2725,5.32916666666,28.1968333333,4.72133333334,7.82766666667,10.9291666667,4.77633333333,9.93183333333
418.65,9.571,36.342,5.34216666667,28.2536666667,4.73883333334,7.84416666667,10.9646666667,4.773,9.81200000002
419.01,9.61683333333,36.4706666667,5.363,28.3373333333,4.7845,7.87983333334,11.0305,4.7805,9.74216666668
419.37,9.61616666667,36.5463333333,5.31883333334,28.3685,4.76216666666,7.87083333333,11.0151666667,4.75266666667,9.61083333335
419.73,9.591,36.601,5.28466666667,28.3966666667,4.72916666666,7.848,11.0045,4.745,9.51983333331
420.08,9.61833333334,36.6508333334,5.32233333334,28.5063333333,4.75783333334,7.85683333334,11.0186666666,4.781,9.47183333332
420.44,9.58,36.5961666667,5.30616666666,28.4953333333,4.718,7.82033333334,10.9808333333,4.758,9.39800000001
420.80,9.58683333334,36.6778333333,5.30933333333,28.5555,4.73016666667,7.833,11.0026666667,4.77933333333,9.38133333332
421.16,9.593,36.7398333333,5.324,28.5726666667,4.74333333334,7.82383333333,11.025,4.82083333333,9.36016666669
421.51,9.61,36.7621666667,5.35483333333,28.5886666666,4.76383333334,7.84,11.0421666667,4.85733333333,9.33983333334
421.87,9.58083333334,36.7668333334,5.31816666667,28.6023333333,4.7615,7.81316666666,11.0158333333,4.854,9.28816666665
422.23,9.582,36.7961666667,5.30033333333,28.6351666667,4.73716666666,7.775,11.0248333333,4.85133333333,9.2295
422.58,9.6015,36.8431666666,5.31083333333,28.7103333334,4.74933333334,7.78383333334,11.0335,4.86233333334,9.22316666665
422.94,9.5785,36.8216666667,5.31466666666,28.695,4.72533333333,7.77783333333,11.0065,4.87366666667,9.20933333335
423.30,9.58666666667,36.8681666666,5.32216666666,28.7376666667,4.73316666667,7.77216666667,11.0188333333,4.8705,9.21299999998
423.66,9.58883333333,36.911,5.31583333333,28.7856666667,4.74033333334,7.78766666667,11.0426666666,4.887,9.23700000001
424.01,9.5715,36.99,5.26966666666,28.807,4.7105,7.745,11.0131666667,4.82633333334,9.23300000002
424.37,9.59283333334,37.0281666666,5.2705,28.8575,4.72033333333,7.74883333333,11.028,4.83516666667,9.26499999999
424.73,9.56266666667,37.0281666667,5.27416666667,28.8951666666,4.711,7.73883333334,11.0083333333,4.82416666667,9.29183333335
425.08,9.5575,37.0778333334,5.2655,28.9648333334,4.6905,7.74916666667,11.009,4.8005,9.33016666667
425.44,9.57516666666,37.1391666666,5.25916666667,29.0615,4.68566666667,7.74866666666,11.0231666667,4.798,9.40466666666
425.80,9.5875,37.1881666666,5.24883333333,29.1061666666,4.6735,7.729,11.028,4.78516666667,9.47383333335
426.16,9.60566666667,37.224,5.24166666667,29.1706666666,4.70066666666,7.756,11.0541666666,4.81783333333,9.61066666665
426.51,9.58216666666,37.257,5.23633333334,29.1536666667,4.69283333333,7.7525,11.0133333333,4.81683333333,9.7
426.87,9.56333333333,37.374,5.20983333334,29.2596666666,4.69233333334,7.70816666667,10.9981666667,4.79666666666,9.7755
427.23,9.54316666667,37.4318333333,5.20883333334,29.3425,4.68766666667,7.7055,10.9931666667,4.798,9.852
427.58,9.57066666667,37.461,5.25516666666,29.404,4.7395,7.72433333334,10.987,4.827,9.94266666666
427.94,9.62766666667,37.5291666666,5.33483333334,29.5036666666,4.81566666666,7.79,11.0485,4.9305,10.07
428.30,9.64433333333,37.6823333334,5.34516666666,29.6125,4.83666666666,7.81566666667,11.083,4.94216666666,10.1368333333
428.65,9.68483333333,37.7583333334,5.36266666666,29.6651666666,4.84466666666,7.82233333334,11.1073333333,4.9725,10.1913333333
429.01,9.75966666667,37.8328333333,5.40316666667,29.7251666667,4.88016666666,7.88216666667,11.1648333333,5.02366666667,10.2728333333
429.37,9.78733333335,37.9476666667,5.44166666667,29.7955,4.92233333333,7.91816666666,11.1925,5.06383333334,10.331
429.72,9.7965,37.9935,5.47966666667,29.8643333333,4.93633333333,7.96683333333,11.2148333334,5.07366666666,10.3651666667
430.08,9.80200000001,38.1088333334,5.5205,29.9196666667,4.95333333334,7.96133333333,11.2241666666,5.07583333333,10.3976666667
430.44,9.82916666665,38.2151666667,5.546,30.019,4.9745,7.974,11.2905,5.10233333334,10.4318333333
430.79,9.86433333332,38.2163333334,5.577,30.037,4.978,8.02016666667,11.3331666667,5.12616666667,10.4028333333
431.15,9.86866666666,38.282,5.5855,30.0991666666,4.9685,8.02633333333,11.3418333333,5.12216666667,10.3828333333
431.50,9.85083333334,38.3635,5.55616666667,30.1648333334,4.9285,8.01133333333,11.3235,5.08883333333,10.3476666666
431.86,9.85599999999,38.4138333333,5.56133333333,30.1611666666,4.93083333333,8.026,11.3428333334,5.09666666666,10.3428333333
