wavelength,Back_TanPref,Belly_TanPref,Breast_TanPref,Crissum_TanPref,Crown_TanPref,DorTail_TanPref,Patch10_TanPref,Patch11_TanPref,Rump_TanPref,Throat_TanPref,WingTip_TanPref
372.19,6.8224,28.8849333333,13.1172,9.36760000001,5.25706666667,6.97906666667,6.9158,5.11053333333,7.96820000001,16.3356666667,8.81806666667
372.55,6.63013333333,28.7318666667,12.9793333333,9.15346666667,5.0862,6.79186666667,6.74,4.89313333333,7.77786666667,16.2364,8.6066
372.92,6.56726666667,28.7198,13.0308,9.04053333333,5.00546666667,6.7632,6.67133333333,4.81513333334,7.71193333333,16.2256,8.53473333333
373.28,6.69926666667,28.8246666667,13.1849333334,9.23666666666,5.16066666667,6.93206666667,6.75986666667,4.90993333333,7.89820000001,16.3497333333,8.7168
373.64,6.763,28.9258,13.3026666667,9.23279999999,5.17733333333,6.9286,6.72713333333,5.01,7.96766666667,16.4638,8.67460000001
374.00,6.6194,28.8771333333,13.2333333333,9.14766666667,4.99073333333,6.796,6.62733333334,4.87186666667,7.85806666666,16.3652,8.54700000001
374.37,6.61533333334,28.7935333333,13.1991333333,9.0978,4.95353333333,6.761,6.5924,4.784,7.7596,16.3628,8.49806666667
374.73,6.57866666667,28.8545333333,13.2801333333,9.05413333334,4.9016,6.7372,6.53946666667,4.76126666667,7.7082,16.4347333333,8.47373333333
375.09,6.21786666667,28.5236666667,12.9436666667,8.71906666667,4.545,6.3592,6.19393333334,4.3668,7.3878,16.1778,8.16320000001
375.45,6.01406666667,28.4268666667,12.8344,8.53146666666,4.3426,6.1838,6.0554,4.13826666667,7.2096,16.0947333333,7.99966666667
375.81,5.9736,28.3708,12.8070666667,8.53613333333,4.30313333333,6.1314,6.03806666667,4.10326666667,7.249,16.0255333333,7.97273333333
376.18,6.0686,28.4863333333,12.9457333333,8.61966666667,4.3124,6.141,6.1426,4.14973333333,7.2858,16.1768,7.99659999999
376.54,6.01433333333,28.5060666667,12.9296666667,8.59226666667,4.2446,6.04566666667,6.10946666667,4.09586666667,7.295,16.1526666667,7.9072
376.90,6.134,28.5901333333,12.9844666667,8.70980000001,4.3258,6.11653333333,6.18646666667,4.1804,7.3738,16.2336666667,7.94673333333
377.26,6.054,28.5053333333,12.9585333333,8.57293333333,4.23713333333,5.9826,6.0944,4.07233333333,7.23813333333,16.1796,7.83133333333
377.63,6.0406,28.6003333333,12.9925333333,8.61813333334,4.23753333333,6.0174,6.14586666667,4.03206666667,7.2096,16.2048,7.87346666667
377.99,6.11993333333,28.641,13.0904,8.62373333334,4.35893333333,6.1138,6.22926666667,4.14553333333,7.28326666667,16.244,7.94153333333
378.35,6.0446,28.6504,13.0222666667,8.55773333334,4.2756,6.09366666667,6.16886666667,4.0608,7.27433333334,16.2365333333,7.85726666667
378.71,6.0768,28.6343333333,13.0451333333,8.54413333333,4.25446666667,6.0744,6.19386666667,4.08266666667,7.32533333333,16.2152666667,7.83013333333
379.07,6.1786,28.7401333333,13.1763333333,8.56833333333,4.28586666667,6.16073333333,6.24646666667,4.12146666667,7.39866666667,16.33,7.86806666667
379.44,6.3306,28.8623333333,13.3274,8.69533333333,4.44733333333,6.29953333333,6.3896,4.3092,7.59906666667,16.459,8.00826666667
379.80,6.17826666667,28.7205333333,13.2222666667,8.51526666666,4.2988,6.11206666667,6.2658,4.17886666667,7.44713333333,16.381,7.84953333333
380.16,6.0818,28.6488,13.1434,8.47986666667,4.2106,6.05686666667,6.19806666667,4.08866666667,7.4022,16.2696666667,7.80366666667
380.52,6.26753333333,28.8708666667,13.3784666666,8.70193333333,4.40146666666,6.2544,6.43013333333,4.326,7.54966666667,16.5281333333,8.01340000001
380.88,6.12573333333,28.7946666667,13.3081333333,8.55093333333,4.26026666667,6.0992,6.3142,4.22573333333,7.4454,16.4377333333,7.89493333334
381.24,6.15886666667,28.8230666667,13.3248666667,8.55413333333,4.292,6.0984,6.34166666667,4.22793333333,7.49306666667,16.4746666667,7.878
381.61,6.1928,28.7866,13.3692,8.57913333333,4.30006666667,6.10453333333,6.38773333333,4.27633333333,7.54973333333,16.5115333333,7.8798
381.97,6.10773333334,28.7658,13.3326,8.51546666667,4.1364,5.99346666667,6.30086666667,4.1218,7.47806666667,16.4976666667,7.78959999999
382.33,6.17806666667,28.9148666667,13.5106,8.67106666667,4.27566666667,6.0562,6.41006666666,4.251,7.58633333333,16.6502666667,7.932
382.69,6.1382,28.9478,13.4756,8.58866666667,4.2472,6.04006666667,6.3496,4.15386666667,7.49386666667,16.6816,7.87386666667
383.05,6.258,29.0902,13.6164666667,8.69206666666,4.4028,6.15326666667,6.52613333333,4.28053333333,7.62213333333,16.81,8.0036
383.41,6.35606666667,29.1824666667,13.7326666667,8.81600000001,4.51393333334,6.26473333333,6.647,4.3788,7.69373333334,16.9432,8.09693333334
383.77,6.35606666667,29.1824,13.7124666667,8.815,4.49193333333,6.25373333333,6.6148,4.3592,7.65866666667,16.9355333333,8.06753333334
384.14,6.39466666667,29.2668666667,13.7842666667,8.79486666666,4.5252,6.28,6.66853333333,4.3868,7.7208,17.0264666667,8.1018
384.50,6.31953333333,29.2046666667,13.7110666667,8.70806666667,4.43553333333,6.20013333333,6.59306666667,4.258,7.69266666667,16.9558666667,8.00273333333
384.86,6.4442,29.3173333333,13.8584666667,8.82866666667,4.58873333333,6.33313333333,6.71126666667,4.36706666667,7.806,17.1164666667,8.13353333334
385.22,6.40753333333,29.3286666667,13.8224666667,8.81526666667,4.4844,6.3102,6.67526666667,4.31153333333,7.7444,17.0768,8.07926666667
385.58,6.30373333333,29.2652,13.7682666667,8.7374,4.3984,6.21293333333,6.58853333333,4.21126666667,7.65366666667,17.0408666667,7.97286666667
385.94,6.378,29.3994,13.9068,8.8452,4.5294,6.3108,6.702,4.3332,7.7544,17.1678,8.0664
386.30,6.36113333333,29.3154,13.8754666667,8.77906666666,4.45733333334,6.2886,6.67733333333,4.3076,7.75213333333,17.1391333334,7.96946666668
386.66,6.3578,29.2936,13.9011333333,8.83193333334,4.4654,6.29413333333,6.72386666667,4.31926666667,7.8192,17.1611333333,7.98833333333
387.03,6.2466,29.2078,13.8612666666,8.75086666666,4.3462,6.21673333333,6.63913333333,4.2422,7.725,17.1156666667,7.88966666667
387.39,6.14773333333,29.1630666666,13.7595333333,8.60913333333,4.20526666667,6.08653333333,6.52673333333,4.10973333333,7.59133333333,17.0510666667,7.76733333333
387.75,6.16846666667,29.2272,13.8402,8.68086666667,4.25573333333,6.13606666667,6.60873333333,4.18146666667,7.6788,17.1338,7.82533333334
388.11,6.1208,29.1778666667,13.8159333333,8.6424,4.2226,6.10653333333,6.58133333333,4.18013333333,7.6386,17.1436666667,7.77140000001
388.47,6.18206666667,29.2057333333,13.9057333334,8.70460000001,4.2656,6.18253333333,6.6216,4.25413333333,7.6838,17.2278,7.83146666667
388.83,6.06153333333,29.1185333333,13.8292666667,8.6098,4.12586666667,6.0904,6.5512,4.13833333333,7.58433333334,17.1258666667,7.68966666666
389.19,6.05266666667,29.1098666667,13.8943333333,8.62326666667,4.14906666667,6.10913333333,6.57673333333,4.16353333334,7.6204,17.2113333333,7.70859999999
389.55,6.2174,29.2472666667,14.0544,8.73866666666,4.2424,6.24993333333,6.713,4.28466666667,7.77746666667,17.3726,7.82813333334
389.91,6.29106666667,29.2555333333,14.1446666666,8.81666666667,4.31173333333,6.3284,6.79453333333,4.35973333333,7.85693333333,17.4729333333,7.90446666666
390.27,6.24686666667,29.3245333333,14.1886,8.784,4.28806666667,6.28073333333,6.81106666667,4.28586666667,7.81993333333,17.4984,7.88793333333
390.63,6.30373333333,29.3982666666,14.2949333333,8.82146666666,4.30846666667,6.34506666667,6.8632,4.35086666667,7.85273333334,17.5558,7.92446666667
391.00,6.31453333333,29.4081333333,14.3192666667,8.84266666666,4.33586666667,6.312,6.8536,4.3474,7.86886666667,17.5796,7.95819999999
391.36,6.3668,29.4664,14.4442666667,8.95999999999,4.41253333333,6.38966666667,6.9608,4.4088,7.95266666666,17.7066,8.01413333333
391.72,6.44686666667,29.568,14.6091333333,9.00773333333,4.51626666667,6.45753333333,7.02133333333,4.45213333333,7.9782,17.8480666667,8.0896
392.08,6.4346,29.5586,14.6683333333,9.0186,4.49646666667,6.409,7.01853333333,4.38873333333,7.95873333333,17.87,8.06653333333
392.44,6.40233333333,29.4778666667,14.7169333333,9.01906666667,4.55933333333,6.3668,7.04293333333,4.39746666667,7.9632,17.8767333333,8.05620000001
392.80,6.47766666667,29.5399333333,14.8298,9.13486666667,4.68713333333,6.44373333333,7.11313333333,4.4862,8.069,17.9996,8.16213333333
393.16,6.46306666667,29.5727333333,14.9020666667,9.14486666667,4.71873333334,6.45906666667,7.15793333334,4.48826666667,8.09206666666,18.0471333333,8.182
393.52,6.36026666667,29.4731333333,14.8734666667,9.07806666667,4.67913333333,6.37093333333,7.11806666667,4.40013333334,7.9988,17.9976,8.12046666666
393.88,6.35166666667,29.4232666667,14.8608666667,9.03753333332,4.67766666667,6.35613333333,7.08286666667,4.35093333333,7.96346666667,17.997,8.069
394.24,6.4376,29.4414666667,15.0091333333,9.14146666666,4.79026666667,6.46313333334,7.18733333333,4.47113333333,8.04593333333,18.1274666667,8.19413333334
394.60,6.39406666666,29.3827333333,15.0162,9.0978,4.78913333333,6.4172,7.1566,4.41886666667,8.00846666667,18.1436666667,8.16146666667
394.96,6.4398,29.4564666667,15.1393333333,9.18146666667,4.86166666667,6.51413333333,7.27946666667,4.48666666667,8.0854,18.2464666667,8.22100000001
395.32,6.34793333334,29.3207333333,15.1314,9.08653333333,4.80333333333,6.4334,7.2206,4.4416,8.0446,18.1993333334,8.15926666667
395.68,6.364,29.2716,15.1729333333,9.10733333334,4.79653333333,6.45653333333,7.2522,4.4402,8.07733333333,18.2303333333,8.11553333333
396.04,6.33866666667,29.2516666667,15.2216666667,9.07613333333,4.78846666667,6.4912,7.26293333333,4.45373333333,8.10593333333,18.2654666667,8.12406666666
396.40,6.34273333333,29.3271333333,15.2838,9.079,4.7386,6.50286666667,7.29786666667,4.43386666667,8.09493333333,18.3267333333,8.14459999999
396.76,6.2728,29.2827333333,15.27,8.96966666667,4.64373333333,6.40313333333,7.25413333333,4.34426666667,8.02646666667,18.3432,8.06426666668
397.12,6.34213333333,29.2351333333,15.3552666667,8.99646666667,4.66526666667,6.43106666667,7.28893333333,4.39166666667,8.0628,18.3910666667,8.07213333334
397.48,6.38093333333,29.249,15.4790666667,9.03026666666,4.72313333334,6.4916,7.3254,4.4628,8.11693333333,18.4752666667,8.1392
397.84,6.37486666667,29.2816,15.6292666667,9.05446666667,4.70413333333,6.52486666667,7.33793333333,4.4912,8.12753333333,18.5651333333,8.18593333333
398.20,6.29026666666,29.1538,15.5589333333,8.91813333333,4.5746,6.42186666667,7.22753333333,4.3578,8.00946666667,18.5049333333,8.03726666666
398.56,6.32906666667,29.1730666666,15.6866,8.979,4.61513333333,6.4782,7.27626666667,4.41546666667,8.0622,18.6065333333,8.08033333333
398.92,6.2866,29.0898666667,15.7136,8.94826666667,4.55506666667,6.42653333333,7.222,4.36986666667,8.01693333333,18.6055333333,8.01479999999
399.28,6.40586666667,29.1841333333,15.8824,9.02606666666,4.652,6.5142,7.2846,4.40006666667,8.0838,18.7046,8.08833333333
399.64,6.30446666667,29.0897333333,15.8722,8.9206,4.53806666667,6.4382,7.21206666667,4.3436,7.97973333333,18.6596,8.072
400.00,6.48493333333,29.2072,16.1047333333,9.13373333333,4.70333333333,6.6166,7.3818,4.51093333333,8.1236,18.8602666667,8.23133333334
400.36,6.48306666667,29.1796666667,16.1730666667,9.07413333334,4.6922,6.60346666667,7.30673333333,4.4864,8.1082,18.9049333333,8.19266666666
400.72,6.59773333334,29.2395333333,16.3481333333,9.19313333333,4.7916,6.75213333333,7.44413333333,4.60993333333,8.2178,19.0378666667,8.31713333333
401.08,6.62553333333,29.2953333333,16.4498666667,9.23140000001,4.84273333333,6.78573333333,7.48746666667,4.6622,8.26406666667,19.1298666667,8.39086666667
401.44,6.58886666667,29.2788,16.4944666667,9.17500000001,4.7794,6.7642,7.4804,4.5946,8.22373333333,19.1261333333,8.31840000001
401.80,6.59873333333,29.3026666667,16.5463333333,9.20393333334,4.79106666667,6.75013333333,7.53773333333,4.59626666667,8.24393333333,19.1943333333,8.29733333333
402.16,6.67873333333,29.4105333333,16.6871333333,9.33453333333,4.91286666667,6.86126666667,7.6554,4.72073333333,8.35193333333,19.3374,8.39720000001
402.52,6.66786666667,29.3891333333,16.7144666667,9.34479999999,4.90753333333,6.86046666667,7.6654,4.71213333333,8.36213333333,19.3430666667,8.40100000001
402.88,6.60213333333,29.3692666667,16.7262,9.27139999999,4.83773333333,6.7922,7.59613333333,4.656,8.30166666667,19.3247333333,8.36053333333
403.24,6.58153333333,29.398,16.7475333333,9.30213333334,4.83466666667,6.7922,7.59526666667,4.67553333333,8.32386666667,19.3719333333,8.34526666667
403.60,6.63333333333,29.4969333333,16.846,9.36353333333,4.86226666667,6.82566666667,7.62333333333,4.68506666667,8.38873333333,19.4689333334,8.35593333334
403.95,6.5646,29.5052,16.8446,9.29166666667,4.798,6.76673333333,7.5736,4.64726666667,8.34066666667,19.4242,8.29259999999
404.31,6.55793333333,29.5262666666,16.8832666667,9.32560000001,4.80413333333,6.7956,7.62013333333,4.64613333333,8.36826666666,19.438,8.28266666667
404.67,6.53713333334,29.4682666667,16.8936666667,9.30599999999,4.75713333333,6.77466666667,7.5754,4.62186666667,8.34006666667,19.4406666667,8.2304
405.03,6.50773333333,29.3893333333,16.8968666667,9.25866666667,4.67433333333,6.70966666667,7.54253333333,4.573,8.26593333333,19.4136666667,8.14706666667
405.39,6.48566666667,29.3417333333,16.9182666667,9.25633333333,4.66313333333,6.68393333333,7.52526666667,4.56873333333,8.2682,19.4180666667,8.11633333334
405.75,6.4392,29.3219333333,16.9393333333,9.21120000001,4.6098,6.66353333333,7.492,4.5526,8.21486666667,19.3865333333,8.07880000001
406.11,6.4434,29.32,17.0057333333,9.18266666667,4.5986,6.655,7.4806,4.53833333333,8.22386666667,19.3974666666,8.06166666666
406.47,6.46106666667,29.3261333333,17.0878,9.18126666666,4.60493333333,6.66033333333,7.51693333333,4.54186666667,8.20986666667,19.4345333333,8.06773333333
406.83,6.62706666667,29.4224,17.2726666667,9.30546666666,4.72653333333,6.82133333333,7.66966666667,4.66533333333,8.34833333333,19.6104,8.18720000001
407.19,6.71993333333,29.4396,17.4213333333,9.37213333334,4.78446666666,6.92293333333,7.77293333333,4.77106666667,8.41646666666,19.6955333333,8.27753333334
407.55,6.7062,29.4084666667,17.4344,9.36973333334,4.77046666667,6.93733333333,7.80746666667,4.78673333333,8.41026666667,19.7133333333,8.24833333333
407.90,6.7562,29.3681333333,17.49,9.37986666667,4.80813333334,6.9418,7.82893333333,4.79606666667,8.42499999999,19.7586,8.24093333334
408.26,6.73153333333,29.311,17.5105333333,9.34293333334,4.77246666667,6.88633333333,7.81406666667,4.76446666667,8.37933333333,19.7476666667,8.22253333333
408.62,6.69433333333,29.2717333333,17.519,9.30706666666,4.7392,6.8412,7.83706666667,4.7234,8.32026666667,19.7224666667,8.171
408.98,6.73726666667,29.2993333333,17.6058666667,9.33226666667,4.806,6.9218,7.88826666667,4.75906666667,8.3756,19.8050666667,8.21100000001
409.34,6.83813333333,29.3791333333,17.712,9.39846666666,4.8662,6.98346666667,7.9566,4.83213333333,8.45186666667,19.88,8.27926666667
409.70,6.908,29.4182666667,17.7893333333,9.4518,4.9174,7.03233333334,8.005,4.8528,8.51540000001,19.9421333333,8.30313333334
410.06,6.86113333333,29.3361333333,17.7802,9.41646666667,4.84946666667,6.9594,7.96846666667,4.79126666667,8.46199999999,19.8998,8.23133333333
410.42,6.81373333333,29.3131333333,17.7449333333,9.37320000001,4.7796,6.89506666666,7.90293333334,4.70053333333,8.41253333333,19.8884666667,8.14726666667
