wavelength,Back_TanPref,Belly_TanPref,Breast_TanPref,Crissum_TanPref,Crown_TanPref,DorTail_TanPref,Patch10_TanPref,Patch11_TanPref,Rump_TanPref,Throat_TanPref,WingTip_TanPref
570.45,18.1973333333,46.3116,35.8348666667,25.6772,20.9958666666,11.7967333333,28.2042,7.38033333333,25.7954666667,36.822,10.6810666667
570.79,18.2157333334,46.2648666667,35.7949333333,25.7077333333,21.0869333333,11.8022666667,28.1359333333,7.42526666667,25.7572,36.7832666667,10.7090666667
571.13,18.2664,46.242,35.7710666667,25.7531333333,21.1656666667,11.7966666667,28.0993333333,7.4312,25.7336,36.7772666667,10.7175333334
571.47,18.3089333333,46.3388,35.797,25.8442,21.3162,11.7898666667,28.1338666667,7.45333333333,25.7572666667,36.8304666667,10.7208
571.81,18.3638,46.4110666667,35.8523333333,25.9133333333,21.4518,11.8129333333,28.1455333333,7.48946666667,25.8152,36.8686,10.7507333333
572.15,18.3559333333,46.3772666667,35.7995333333,25.942,21.4801333334,11.7226666667,28.0672666667,7.45613333333,25.7550666667,36.8746666667,10.7210666667
572.49,18.413,46.4063333333,35.8366666666,26.0188,21.6225333333,11.7524666667,28.0591333333,7.50333333333,25.7848666667,36.8882666667,10.7563333333
572.83,18.3433333334,46.2952,35.7413333333,25.9328666667,21.6135333333,11.6339333333,27.8923333333,7.40213333333,25.6841333333,36.7768,10.6538666667
573.17,18.4185333333,46.2900666667,35.7313333333,25.9951333333,21.7243333333,11.6513333333,27.8425333333,7.44486666667,25.6978,36.7705333333,10.7021333333
573.51,18.4598666666,46.2680666667,35.7169333333,25.9889333333,21.8104666667,11.6435333333,27.7692666667,7.457,25.6544666667,36.7514,10.7094
573.85,18.5094666667,46.2316666667,35.6999333333,26.0222666667,21.9046666667,11.6805333334,27.72,7.49113333333,25.6528666666,36.7507333333,10.7404666667
574.19,18.5408666667,46.2160666667,35.6744,26.0631333333,21.9974,11.6716666667,27.6495333333,7.4834,25.6344666667,36.7106666667,10.7416666667
574.53,18.5252,46.1527333333,35.6236,26.0014,22.0588666667,11.6066,27.5278666667,7.44106666666,25.5739333333,36.6554,10.6925333333
574.87,18.5253333333,46.1340666667,35.6198666667,26.0280666667,22.1662,11.5738666667,27.4683333333,7.4224,25.5624666667,36.6672,10.7056
575.21,18.5572,46.1176,35.6442,26.0533333333,22.2516,11.5762,27.4041333333,7.43026666667,25.5558,36.6629333333,10.7493333333
575.55,18.5499333333,46.0902666667,35.6,26.0597333333,22.3048,11.5324666667,27.3042666667,7.40926666667,25.5094,36.6198,10.7304
575.89,18.5107333334,46.0154,35.5698666667,26.0442666667,22.3904666667,11.5163333333,27.2041333333,7.39226666667,25.4672,36.5672,10.7003333333
576.22,18.5368,46.0165333333,35.5778,26.063,22.4898,11.4886666666,27.1710666667,7.40393333333,25.4397333333,36.5618666667,10.7386666667
576.56,18.6914,46.1366,35.71,26.2274666667,22.6986,11.6328666667,27.2691333333,7.5554,25.5348666667,36.6825333333,10.894
576.90,18.7632,46.1714,35.7321333333,26.3052,22.8427333334,11.6995333334,27.2392666667,7.6262,25.5422,36.6838666667,10.9547333333
577.24,18.8288,46.251,35.8304666667,26.4286666667,22.9850666667,11.742,27.2469333333,7.6512,25.5827333334,36.7226666667,11.0124666667
577.58,18.9222666667,46.3076666667,35.9179333333,26.5287333333,23.1592,11.7863333333,27.2204,7.74166666666,25.6057333333,36.7526,11.0798666666
577.92,18.9361333334,46.2579333333,35.9192666667,26.5263333333,23.2178,11.7501333333,27.13,7.71706666666,25.5455333333,36.7209333334,11.0795333333
578.26,18.9968666667,46.3224666667,35.9852,26.6642,23.3446666667,11.7994,27.1128,7.7396,25.5472,36.7512,11.1527333333
578.60,19.0050666667,46.28,35.9592,26.6735333333,23.4178,11.8072666667,27.0279333333,7.76513333334,25.5015333333,36.6879333333,11.1710666667
578.94,19.0456666667,46.1578666667,35.9017333333,26.6636,23.504,11.8138666667,26.9077333333,7.80886666667,25.4378666667,36.6016666667,11.1818
579.28,19.11,46.1148,35.9670666667,26.7419333333,23.6908,11.8707333333,26.8949333333,7.8918,25.443,36.5986,11.2767333333
579.61,19.18,46.1138,35.98,26.8239333333,23.8154,11.9104666667,26.8521333333,7.94673333333,25.4430666667,36.563,11.3526
579.95,19.2352,46.0402,35.9493333333,26.8694,23.9110666667,11.9496666667,26.7452,7.97526666667,25.4228,36.5228,11.3661333333
580.29,19.2356666667,45.9644,35.871,26.8572,24.0001333333,11.9092666667,26.5952,7.9418,25.3598,36.4364,11.311
580.63,19.2026666667,45.8876,35.8280666667,26.8519333333,24.058,11.8322666667,26.5001333333,7.901,25.2787333333,36.3708666667,11.28
580.97,19.1813333333,45.8168,35.7652666667,26.8702666666,24.1314,11.8107333333,26.3707333333,7.911,25.2335333333,36.3092666667,11.2857333333
581.31,19.1732666667,45.7559333333,35.7500666667,26.8884666667,24.1986,11.8083333333,26.2628,7.90666666667,25.2030666667,36.272,11.304
581.65,19.1908,45.7397333333,35.7189333333,26.9458,24.3054666667,11.8187333333,26.1911333333,7.962,25.1828666667,36.233,11.3314
581.98,19.2260666667,45.6954666667,35.6871333333,26.9417333333,24.4083333334,11.8226,26.1322,7.99793333333,25.1784666667,36.1804666667,11.3638666667
582.32,19.2867333333,45.6780666667,35.7026666667,27.0090666667,24.5535333333,11.8507333334,26.0825333333,8.0298,25.202,36.1659333333,11.3868
582.66,19.3244666666,45.708,35.7034666667,27.0848666667,24.6278,11.867,26.0430666667,8.04226666667,25.1887333334,36.1678666667,11.4426
583.00,19.2373333333,45.61,35.535,27.0404666667,24.6086666667,11.7552,25.8646666667,7.92226666667,25.0578,36.0613333333,11.3477333333
583.34,19.3325333333,45.5952666667,35.5368666667,27.1057333334,24.7442,11.8091333333,25.8076,7.99406666667,25.0496,36.0658,11.4163333333
583.68,19.3318,45.6720666666,35.577,27.1482,24.8702666667,11.7981333333,25.7605333333,7.97446666667,25.0156666667,36.0422666667,11.4354666667
584.01,19.3665333333,45.6508,35.5528666667,27.1961333333,24.9591333333,11.8108666667,25.7153333333,8.02066666667,25.0045333333,36.0289333333,11.4995333333
584.35,19.4704666667,45.7090666667,35.6054666667,27.2874666667,25.1548,11.9120666667,25.7153333333,8.09413333333,25.0497333333,36.0931333333,11.5891333333
584.69,19.4044,45.5763333333,35.4222,27.2108666667,25.1741333333,11.8160666667,25.5450666667,8.01,24.8780666667,35.9275333333,11.4958666667
585.03,19.3617333333,45.5152666666,35.3018,27.1643333333,25.2046,11.7244,25.4226,7.96073333333,24.7763333333,35.8340666667,11.4154666667
585.37,19.2716,45.4468,35.183,27.0813333333,25.2364666667,11.5974,25.2762666667,7.884,24.6522,35.7705333333,11.3382666667
585.70,19.3587333333,45.4963333334,35.2005333333,27.154,25.3692666667,11.6602666666,25.2742,7.93686666667,24.6855333333,35.8212666667,11.4100666667
586.04,19.3616,45.5308,35.1402,27.1876666667,25.4656,11.6216,25.2064666667,7.9318,24.6142,35.8289333333,11.459
586.38,19.2853333333,45.4356666667,34.9894,27.1420666667,25.5186666667,11.5137333333,25.0544,7.86853333333,24.516,35.7180666667,11.3972666666
586.72,19.3914,45.5552,35.0145333333,27.2684,25.679,11.5956,25.0693333333,7.94853333334,24.5595333333,35.7557333333,11.5034
587.06,19.3664666667,45.5485333334,34.9058,27.3024666667,25.7696,11.5666666667,25.0302666666,7.90966666667,24.5157333333,35.7268666667,11.5176666667
587.39,19.3265333333,45.4611333333,34.752,27.2946,25.8189333333,11.5109333333,24.9387333334,7.87966666666,24.4212,35.6753333333,11.4628666667
587.73,19.2995333333,45.3946,34.6538,27.3144,25.8741333333,11.4580666667,24.8492,7.82753333333,24.3416666667,35.5894,11.4745333333
588.07,19.2092666667,45.2502666667,34.4748666667,27.2842666667,25.8708666667,11.3332,24.6887333333,7.75646666667,24.2202,35.461,11.4001333333
588.41,19.2947333333,45.2797333333,34.4702,27.3961333333,26.0250666667,11.4146,24.7167333333,7.83513333333,24.2855333333,35.4946,11.4887333333
588.74,19.2731333333,45.2418666667,34.3694666667,27.3801333333,26.0930666667,11.352,24.6316,7.75933333334,24.2109333333,35.4232666667,11.5004
589.08,19.2989333333,45.1983333333,34.2875333333,27.4164666667,26.1604666667,11.3748666667,24.5391333333,7.72773333333,24.1794666667,35.362,11.4856666667
589.42,19.2253333333,45.104,34.1801333333,27.4394,26.2200666667,11.3314666667,24.4196,7.68873333333,24.0892,35.2551333333,11.4546
589.76,19.2076,45.0314666667,34.068,27.4218666667,26.2361333333,11.3136,24.3122666667,7.672,24.0150666666,35.1409333333,11.3994
590.09,19.2158666667,44.9574666667,34.0395333333,27.4736,26.3185333333,11.3874666667,24.2569333333,7.7106,23.9796,35.1142666667,11.4588
590.43,19.1632666667,44.8147333333,33.9188666666,27.3971333333,26.3459333333,11.3328666667,24.1352,7.70613333333,23.8902,35.0053333333,11.3886666667
590.77,19.1186,44.7052,33.8454666667,27.3505333333,26.356,11.2911333333,23.997,7.66173333333,23.7875333333,34.8841333333,11.3718666667
591.11,19.1636666667,44.6665333333,33.8125333333,27.3818666667,26.4571333333,11.3168666667,23.9265333333,7.697,23.7612,34.8304666667,11.4367333333
591.44,19.1088666667,44.646,33.7049333333,27.3424666667,26.5067333333,11.2712,23.8112,7.66086666667,23.6352,34.7564,11.381
591.78,19.0155333333,44.5808,33.5648666667,27.2496666667,26.4837333334,11.1611333333,23.6150666667,7.5684,23.4877333333,34.5949333333,11.2813333333
592.12,18.977,44.498,33.4689333333,27.1996666667,26.5160666667,11.0929333333,23.4979333333,7.50806666667,23.3772,34.5105333333,11.2669333333
592.46,18.9326,44.3752666667,33.3418,27.1946666667,26.555,11.0828,23.3864666667,7.48393333333,23.2743333333,34.3651333333,11.2342
592.79,19.0456666667,44.4484,33.3896666667,27.3220666667,26.7564,11.1803333333,23.4537333333,7.5704,23.3116666667,34.4076666667,11.3828
593.13,19.0494666667,44.4282666667,33.3151333334,27.3438,26.8444,11.1594666667,23.4065333333,7.58666666667,23.2376,34.3390666667,11.3638
593.47,19.0096666667,44.3386666666,33.2370666667,27.3652666667,26.9315333333,11.1272666667,23.3294,7.572,23.165,34.2665333333,11.3829333333
593.80,19.0557333333,44.3774,33.1838,27.3973333333,27.0572666667,11.0674666667,23.2980666667,7.57426666667,23.1337333333,34.2186666667,11.3594
594.14,19.1162,44.3867333333,33.186,27.4844666667,27.2262,11.1124666667,23.2714,7.617,23.1233333333,34.2193333333,11.4358
594.48,19.0844666667,44.4216666667,33.1077333334,27.5311333334,27.3308,11.0272666667,23.197,7.6172,23.0651333333,34.1978,11.4013333333
594.81,19.0355333333,44.376,32.9628,27.5382,27.3833333333,11.0098666667,23.1168,7.62373333333,23.0059333333,34.1073333333,11.4289333334
595.15,18.9924,44.2492666667,32.7893333333,27.5164,27.4295333333,10.9563333333,23.0072666667,7.59693333333,22.9495333333,33.9928666667,11.4311333333
595.49,19.0878666667,44.3248666667,32.8124666667,27.6463333333,27.6366,11.0810666666,23.0999333334,7.71233333333,23.0111333333,34.0326,11.6054
595.82,19.0776,44.3452666667,32.7769333333,27.6925333333,27.7271333333,11.0822,23.0934,7.74386666667,23.0021333333,34.0328666667,11.6161333333
596.16,19.0768666667,44.3972666667,32.7352,27.7236666667,27.8256666666,11.0634666667,23.0644666667,7.76713333333,22.9783333333,34.0656,11.6162
596.50,18.9880666667,44.3096666667,32.6172,27.7017333333,27.8494666667,11.0,22.9661333333,7.7678,22.864,33.9508666667,11.5996
596.83,18.9524,44.2276666667,32.5189333333,27.68,27.8809333333,10.9512666667,22.8562666667,7.736,22.7887333333,33.8582666666,11.5602
597.17,18.9667333333,44.2062,32.437,27.6823333333,27.9402,10.9434666666,22.7967333333,7.7508,22.7384,33.7703333333,11.5526
597.51,18.9302,44.1536,32.3464,27.6889333333,28.0010666667,10.9364666667,22.7116,7.7472,22.6888,33.7105333333,11.5528
597.84,18.8891333333,44.108,32.2200666667,27.6907333333,28.0407333333,10.8808666667,22.5987333333,7.70813333333,22.5863333333,33.5978,11.5263333333
598.18,18.9048,44.0500666667,32.1652666667,27.6856666667,28.1045333333,10.9444,22.5514,7.7536,22.5411333333,33.5071333333,11.5540666667
598.52,18.9477333333,44.0610666667,32.176,27.7486666667,28.2229333333,10.9639333333,22.5130666667,7.77793333333,22.5606,33.4907333333,11.5630666667
598.85,19.0552666667,44.1676666667,32.3023333333,27.8951333333,28.41,11.0915333333,22.5557333333,7.90093333333,22.6037333333,33.5314666667,11.6339333333
599.19,19.0124,44.0485333334,32.2091333333,27.9040666667,28.4617333333,11.0761333333,22.4342,7.8686,22.5447333333,33.4397333333,11.5844666667
599.53,18.9142666667,43.9044,32.0243333333,27.8309333333,28.4545333333,10.9853333333,22.2079333333,7.7558,22.3506,33.209,11.4808
599.86,18.9256,43.9179333333,31.9996,27.9002666667,28.5932,11.0279333333,22.1253333333,7.80213333333,22.3045333333,33.1192666667,11.5545333333
600.20,18.9197333333,43.877,31.9252666667,27.9020666667,28.6591333333,11.0082666667,22.0200666667,7.74873333333,22.2598666667,33.0324,11.5087333333
600.53,18.9242,43.8589333334,31.8338,27.9394666667,28.7739333334,11.0316666667,21.9562,7.7788,22.2124,32.9392,11.5610666667
600.87,18.8523333333,43.7828666667,31.7114666667,27.8978,28.8226666667,11.0078,21.8455333333,7.74873333333,22.1148666667,32.8313333333,11.5756666667
601.21,18.7793333333,43.6979333333,31.5700666667,27.8461333333,28.8294,10.9576,21.7036,7.69766666666,21.9496,32.6648,11.5268
601.54,18.7422666667,43.6076,31.436,27.8075333334,28.8526,10.9286,21.6180666667,7.67813333333,21.9036666667,32.5642,11.5442666667
601.88,18.6899333333,43.5688666667,31.2720666667,27.8159333333,28.9188666667,10.8535333333,21.4980666667,7.64193333333,21.775,32.4367333333,11.5310666667
602.21,18.6496666667,43.5562666667,31.1606,27.8260666667,28.9978666667,10.8059333333,21.4480666667,7.6216,21.6498,32.3741333333,11.5238666667
602.55,18.6126666667,43.5868666667,31.0609333333,27.8490666667,29.1082,10.7675333333,21.3849333333,7.60886666667,21.6044,32.3336666666,11.5138
602.88,18.5901333333,43.5561333333,30.9428666667,27.8232666667,29.1251333333,10.6808,21.3237333333,7.59273333333,21.49,32.2473333334,11.4660666666
603.22,18.6972666667,43.6031333333,30.9412666667,27.9272,29.3044,10.7665333333,21.3848,7.72846666666,21.5472,32.2908666667,11.6089333333
603.56,18.6744666667,43.5226666667,30.787,27.8749333333,29.2768666667,10.6623333333,21.3132666667,7.6758,21.456,32.2038666667,11.5396666666
603.89,18.6719333333,43.4487333333,30.6748666667,27.8668,29.3099333333,10.6610666667,21.2853333333,7.74026666667,21.3797333333,32.1246,11.5604666667
604.23,18.6241333333,43.4177333333,30.5651333333,27.8047333333,29.281,10.5944,21.1859333333,7.684,21.2828666667,32.0315333333,11.5231333333
604.56,18.6184666666,43.4440666667,30.5251333333,27.8774,29.3762,10.5974,21.1743333333,7.71093333333,21.2522,32.0433333333,11.5422
604.90,18.6223333333,43.4286,30.4513333333,27.8831333333,29.4350666667,10.5995333333,21.1538,7.7398,21.2162666667,32.0059333333,11.5674666667
605.23,18.5980666667,43.4655333333,30.3941333333,27.8850666667,29.5170666667,10.579,21.129,7.74466666667,21.1424666667,31.9450666667,11.5274
605.57,18.5905333333,43.4412666667,30.3267333333,27.8494666667,29.5552,10.5821333333,21.0758666667,7.75073333333,21.0901333333,31.8952666667,11.5252
605.90,18.5743333333,43.4223333333,30.2469333333,27.8319333333,29.595,10.5731333333,21.0069333333,7.75186666667,21.0127333333,31.8065333333,11.5209333334
606.24,18.5479333333,43.3161333333,30.1325333333,27.7946,29.6098,10.5614,20.9170666667,7.7562,20.9060666667,31.6774,11.5338666667
606.58,18.5635333333,43.3194666667,30.11,27.861,29.7042,10.6499333333,20.885,7.7954,20.8846,31.6544666667,11.6113333333
606.91,18.6418666667,43.4143333333,30.1596666667,27.9657333333,29.8523333333,10.753,20.9356,7.88413333333,20.9367333333,31.7219333333,11.7290666667
607.25,18.6609333333,43.4028,30.1544,28.0318666667,29.9850666667,10.8644,20.9026666667,7.96293333333,20.9203333333,31.6936,11.8194666667
607.58,18.6039333333,43.3888,30.0755333333,28.0288,30.0224,10.8121333333,20.7674,7.93086666667,20.8399333334,31.6206,11.7809333333
607.92,18.6058,43.394,30.0368666666,28.1101333333,30.1080666667,10.8136666667,20.7291333333,7.9302,20.8030666667,31.6181333333,11.798
608.25,18.6432666667,43.4279333333,30.0446666666,28.1607333333,30.2096666666,10.8376666667,20.7176,7.97066666667,20.8037333333,31.5905333333,11.8433333333
608.59,18.6003333333,43.4043333333,29.9680666667,28.1850666667,30.2425333333,10.7872,20.6336,7.93206666667,20.738,31.5248666667,11.8326
608.92,18.6,43.4404666667,29.9424666667,28.2570666667,30.3039333333,10.8231333333,20.5886666667,7.97706666667,20.7271333334,31.5137333333,11.8848
609.26,18.6130666667,43.4601333333,29.9421333333,28.3497333333,30.4036,10.8818666667,20.5843333333,8.0116,20.7560666667,31.486,11.8996666667
609.59,18.6178666667,43.4174666667,29.925,28.4232,30.4666,10.9168,20.52,8.01006666667,20.7426666667,31.4339333333,11.9212
609.93,18.6064666667,43.412,29.8879333333,28.4306666667,30.4981333333,10.9102666667,20.4762666667,8.01906666667,20.7190666667,31.4035333333,11.925
610.26,18.5419333333,43.3756666667,29.7780666667,28.4022666667,30.5239333333,10.8666,20.3679333333,8.00026666667,20.6296666667,31.2663333333,11.8748
610.60,18.4245333333,43.2790666667,29.6371333333,28.2806666667,30.4653333333,10.7631333333,20.1854,7.90693333333,20.4576666667,31.0814,11.7556666666
610.93,18.4789333333,43.312,29.6369333333,28.3598,30.565,10.8207333333,20.2095333333,7.95446666667,20.4684666667,31.0641333333,11.7992666667
611.27,18.5556,43.3933333334,29.7202,28.4507333333,30.7228666667,10.9142,20.2519333333,8.00333333333,20.5043333333,31.0682666667,11.8824
611.60,18.5193333333,43.2794,29.633,28.4067333333,30.7530666667,10.9281333333,20.1820666667,8.0488,20.4202,30.925,11.9018666667
611.93,18.5122,43.1847333333,29.5631333333,28.4132666667,30.7568,10.9621333333,20.0802,8.0326,20.3520666666,30.8399333333,11.882
612.27,18.6308,43.3075333333,29.6887333333,28.5658666667,30.9433333334,11.1209333333,20.1530666667,8.19606666667,20.4267333333,30.9180666667,12.0150666667
612.60,18.5643333333,43.2255333333,29.669,28.5822,30.9406666667,11.1044666667,20.0337333333,8.13646666667,20.3242666667,30.8612,11.9604666667
612.94,18.5397333333,43.1744,29.6111333333,28.5578,30.9519333333,11.0732666667,19.9541333333,8.09393333333,20.2205333333,30.8020666667,11.9496666667
613.27,18.4768,43.1345333333,29.5560666667,28.4916,30.9656,11.0333333333,19.8813333333,8.10973333333,20.1357333333,30.742,11.9259333333
613.61,18.4038666667,43.0928666667,29.4874,28.5314,30.9743333333,10.9988666667,19.7625333333,8.04113333333,20.0045333333,30.6219333333,11.8837333334
613.94,18.4506666667,43.0688,29.4616,28.5688,31.0078,11.0136666667,19.7146666667,8.03766666667,19.9596666667,30.594,11.8824
614.28,18.4088,43.0662,29.4434666667,28.6562,31.0717333333,10.9979333333,19.6622,8.02593333333,19.899,30.5486,11.8740666667
614.61,18.2596666667,42.8798666667,29.2874666667,28.5372666667,30.956,10.9093333333,19.4628666667,7.9652,19.7443333333,30.3360666667,11.8124666667
614.94,18.2323333333,42.833,29.1804,28.5432,30.9766,10.969,19.4246666667,8.017,19.6990666667,30.2886666667,11.8796
615.28,18.2598,42.8986,29.1986,28.6017333333,31.0369333333,11.042,19.3939333334,8.06173333333,19.6758,30.3272666667,11.9114
615.61,18.2052666667,42.9322666667,29.1424666667,28.6234666667,31.0651333333,11.0064666667,19.3440666667,8.048,19.6353333333,30.2787333334,11.914
615.95,18.1164666667,42.8541333333,29.0361333333,28.5986,31.0617333334,10.9716,19.2404666667,7.9528,19.5280666667,30.1359333333,11.854
616.28,18.1517333333,42.8236666667,28.9370666667,28.6432666667,31.1204666667,10.9735333333,19.2224666667,7.99726666667,19.5048666667,30.0754666667,11.9308
616.61,18.1089333333,42.8541333333,28.887,28.6853333333,31.1833333333,10.9606666667,19.1379333333,8.0128,19.4530666666,30.0322,11.9436
616.95,18.1931333333,42.9406666667,28.9347333333,28.8178666667,31.3374,11.0705333333,19.171,8.11526666667,19.5077333333,30.1126666667,12.0771333333
617.28,18.2362,43.0092,28.9249333333,28.8747333333,31.4453333333,11.1275333333,19.2280666667,8.15746666667,19.5479333333,30.174,12.1329333333
617.62,18.2159333333,43.0936666667,28.944,28.9654,31.5376,11.1411333333,19.2196666667,8.2016,19.5569333333,30.1926666667,12.2182
617.95,18.2127333333,43.0510666667,28.8497333333,28.9818666667,31.5433333333,11.1618,19.1348666667,8.20293333333,19.5062666666,30.1644666667,12.2293333333
618.28,18.1508666667,43.0387333333,28.7603333333,29.0022,31.5894666667,11.0981333333,19.0788,8.11526666667,19.3820666667,30.137,12.1486
618.62,18.0754666666,43.059,28.6938,29.0297333333,31.5658,11.0188,18.9508,8.06886666667,19.2862,30.0832,12.0658666667
618.95,18.0809333333,43.0577333333,28.6704666667,29.1223333334,31.65,11.0224666667,18.9428666667,8.08353333333,19.2824666667,30.0706,12.1297333333
619.28,18.1003333333,43.0845333334,28.6805333333,29.1884666667,31.7454,11.0429333333,18.9339333333,8.16593333333,19.2492,30.0529333333,12.1728666667
619.62,18.0538666666,43.0092,28.5396666667,29.1274666667,31.702,10.9606,18.8026666667,8.1354,19.1424666667,30.008,12.0816666667
619.95,18.0821333334,43.0184666667,28.5192666667,29.1442,31.7570666667,11.011,18.8102,8.18286666667,19.0882666667,29.9874666667,12.0850666667
620.28,18.0494,42.9222666667,28.422,29.1212,31.7334,10.9987333333,18.7576,8.16246666667,19.0205333333,29.8862666666,12.0778
620.62,18.0367333333,42.8885333333,28.3534666667,29.146,31.7364666667,11.0126666667,18.7813333333,8.16706666667,18.9902,29.8148,12.0892666667
620.95,17.9227333333,42.7112666667,28.2006666667,29.0411333333,31.6158,10.8869333333,18.5741333333,8.05973333333,18.8255333333,29.6416,12.0117333333
621.28,17.9440666667,42.6848,28.2020666667,29.0812,31.6656,10.9508666667,18.6098666667,8.1334,18.8476,29.6693333333,12.0961333333
621.62,17.8368,42.5638,28.0669333333,29.022,31.5784666667,10.881,18.5183333333,8.09146666667,18.7558666667,29.5447333333,12.0743333333
621.95,17.9225333333,42.5935333333,28.0816,29.0882666667,31.6613333333,10.9821333333,18.5322666667,8.2382,18.7976,29.5668,12.2018
622.28,17.9164666667,42.4780666667,28.0004,29.0788666667,31.6839333333,10.9830666667,18.4902,8.2468,18.7683333333,29.4965333333,12.2414666667
622.62,17.9487333333,42.5529333333,28.0168666667,29.1316,31.7776,11.0249333333,18.529,8.3306,18.8138,29.4812,12.3129333333
622.95,17.9420666667,42.4966666667,27.9398,29.1429333333,31.7780666667,11.0244,18.4734666667,8.3176,18.7760666667,29.4521333333,12.3778666667
623.28,17.9425333333,42.4703333333,27.8891333333,29.1744666667,31.7906666666,11.0855333333,18.4442666667,8.32626666667,18.7431333333,29.3970666667,12.4822
623.62,17.8374,42.456,27.7912,29.1499333333,31.7805333333,10.9918,18.3456666667,8.24526666667,18.6824666667,29.348,12.4806
623.95,17.9292666667,42.5377333333,27.8238666667,29.2731333333,31.8776,11.0672666667,18.3738666667,8.33846666667,18.7528666667,29.434,12.5992
624.28,17.8021333333,42.4874,27.6766,29.2438666667,31.8178666667,10.9206,18.1862666667,8.21333333333,18.6124666667,29.3288666667,12.4714
624.62,17.8432,42.5693333333,27.6766,29.3160666667,31.9240666667,10.9606,18.2434666667,8.3164,18.6272,29.3734,12.582
624.95,17.7763333334,42.5260666667,27.5852666667,29.3060666667,31.8956,10.8870666667,18.1270666667,8.2698,18.5595333333,29.297,12.5376
625.28,17.8648,42.6384,27.6187333333,29.4088666667,32.0184,10.9084666667,18.1529333333,8.3344,18.5650666667,29.3406,12.5942
625.61,17.8397333333,42.684,27.5878,29.4966666667,32.0634,10.9181333333,18.1584666667,8.3318,18.5950666667,29.3763333333,12.6305333333
625.95,17.7762666667,42.6658,27.4588666667,29.504,32.0211333333,10.8340666667,18.1066,8.2854,18.5438,29.3366,12.5766666667
626.28,17.6346666667,42.5081333333,27.2423333333,29.4028666667,31.8608,10.7307333333,17.9144,8.14513333333,18.3340666666,29.213,12.4698
626.61,17.5485333333,42.4667333333,27.1378,29.3782666666,31.7876,10.6826666667,17.8463333333,8.09306666667,18.24,29.1006,12.3912
626.94,17.5021333333,42.5082,27.0942,29.3918666667,31.7848,10.5853333333,17.8035333333,8.05346666667,18.2078666667,29.0556666666,12.3509333333
627.28,17.4994,42.4542666667,27.0526,29.413,31.7805333333,10.6066666667,17.7526666667,8.10173333333,18.1919333333,29.0023333333,12.3572
627.61,17.4662,42.4482,27.0170666667,29.4388,31.793,10.5455333333,17.7534666667,8.1072,18.1561333333,28.9568,12.3505333333
627.94,17.331,42.2717333333,26.8034666667,29.3175333333,31.628,10.4043333333,17.5792666667,8.01193333333,17.9669333333,28.7740666667,12.2678
628.27,17.3439333333,42.288,26.7848666667,29.4413333334,31.6486,10.4908666667,17.6028,8.05506666667,17.9704,28.7742666667,12.297
628.61,17.3051333333,42.2753333333,26.7130666667,29.4146666667,31.617,10.4618,17.5448,8.01926666667,17.8541333333,28.719,12.2653333333
628.94,17.2582666667,42.2630666667,26.6677333333,29.4316,31.5713333333,10.5307333333,17.5218,8.01,17.8712,28.6834,12.3
629.27,17.1627333333,42.1518666666,26.5454,29.3465333333,31.4473333333,10.413,17.3774,7.91493333333,17.7362,28.516,12.247
629.60,17.1591333333,42.1191333334,26.5286,29.339,31.4224666667,10.4534666667,17.3384,7.9374,17.6799333334,28.4576,12.3079333333
629.94,17.16,42.1579333333,26.5412,29.4114,31.494,10.4548,17.3468666667,8.01853333333,17.7449333333,28.4798666667,12.3730666667
630.27,17.1284666667,42.153,26.4579333333,29.4217333333,31.4945333333,10.4056666667,17.2656666667,7.96126666667,17.6685333333,28.4797333333,12.3482
630.60,16.9982666667,41.9954666667,26.3133333333,29.3678,31.365,10.3478,17.1457333333,7.8864,17.5380666667,28.3473333333,12.2782666667
630.93,17.0797333333,41.9986,26.3255333334,29.474,31.3932666667,10.4322666667,17.1786,7.95086666667,17.5781333333,28.3488666667,12.3914
631.26,16.9916666667,41.9494666666,26.2018,29.4281333333,31.326,10.4124666667,17.0398666666,7.86553333333,17.5015333333,28.2903333333,12.3671333334
631.60,17.1134666667,42.0328666667,26.3236,29.5828,31.4599333333,10.6306666667,17.1626666667,8.02613333334,17.6538666667,28.3869333333,12.5704666667
631.93,17.107,42.0103333333,26.2461333334,29.5321333333,31.4122,10.5900666667,17.0553333333,8.0154,17.6186,28.2906666666,12.5404666667
632.26,17.0030666667,41.9208666667,26.0705333333,29.4744666667,31.3210666667,10.5144,16.9195333333,7.9414,17.5182666667,28.1326,12.4768
632.59,16.9077333334,41.8099333334,25.9286,29.4138666667,31.2822,10.3362666667,16.779,7.817,17.3640666667,27.9988,12.3724
632.92,16.9028666667,41.8385333334,25.8706,29.4536666667,31.2908666667,10.3746,16.7315333333,7.80426666667,17.3439333333,27.9837333333,12.3596
633.26,16.8404666666,41.843,25.807,29.4684666667,31.2553333333,10.3537333333,16.631,7.741,17.2700666667,27.9124,12.3320666667
633.59,16.9392666667,41.9379333333,25.8795333334,29.6181333333,31.3804,10.4906666667,16.6924666667,7.79826666667,17.3226666667,27.9606,12.4222
633.92,16.9263333333,41.9456,25.8310666667,29.6140666666,31.3748,10.4946,16.6478,7.8228,17.3230666667,27.8891333333,12.4675333333
634.25,17.0000666667,42.0834666667,25.8996666667,29.731,31.4846666667,10.5748,16.7010666667,7.94193333333,17.4265333333,27.9700666667,12.5838666667
