wavelength,Back_IriJelf,Belly_IriJelf,Breast_IriJelf,Crissum_IriJelf,Crown_IriJelf,DorTail_IriJelf,Rump_IriJelf,Throat_IriJelf,WingTip_IriJelf
332.44,9.61140000001,2.96366666667,4.34606666667,2.7658,5.70706666667,5.36546666667,6.45908,3.5676,6.38886666667
332.81,9.50806666666,2.96566666667,4.3044,2.8042,5.6364,5.359,6.42586666666,3.48873333334,6.38006666667
333.18,9.54846666667,3.07673333333,4.4396,2.917,5.71426666667,5.42253333333,6.46039333333,3.5912,6.53113333333
333.54,9.6578,3.2446,4.62613333333,3.087,5.83346666667,5.56653333333,6.60616,3.73146666667,6.651
333.91,9.96206666665,3.59313333333,4.9252,3.40633333333,6.10446666667,5.8816,6.84362,4.02573333333,6.9324
334.28,10.1955333333,3.85613333333,5.23006666667,3.67793333333,6.38693333333,6.16326666667,7.10580666667,4.26226666667,7.13006666667
334.64,10.2652666667,3.89526666667,5.28633333333,3.7564,6.45753333333,6.21326666667,7.10862,4.3186,7.1818
335.01,10.1665333333,3.91926666667,5.27713333333,3.72286666667,6.4408,6.1644,7.11205333333,4.264,7.18166666667
335.38,10.194,3.991,5.33466666667,3.782,6.52206666667,6.1614,7.18124666666,4.3498,7.2656
335.74,10.4062666667,4.1784,5.50693333333,3.92406666667,6.6738,6.34026666666,7.40322,4.5398,7.48646666667
336.11,10.363,4.20073333333,5.538,3.86313333333,6.63406666667,6.32686666667,7.43522666667,4.58633333333,7.53213333333
336.47,10.2651333333,4.14866666667,5.50666666667,3.8096,6.6374,6.27333333333,7.46454,4.51686666667,7.48146666667
336.84,10.2775333333,4.12313333333,5.5028,3.8068,6.6458,6.23893333333,7.43355333333,4.46433333333,7.44353333333
337.21,10.0607333333,3.91533333333,5.31873333333,3.6018,6.46286666667,6.021,7.23192666667,4.21286666667,7.19373333333
337.57,10.0694666667,3.919,5.28953333333,3.5644,6.46573333333,6.0086,7.20609333333,4.1456,7.2164
337.94,9.95833333333,3.78186666667,5.22966666667,3.4426,6.4058,5.8992,7.12521333333,4.04933333333,7.07913333333
338.31,10.0039333333,3.82153333333,5.2656,3.43706666667,6.4142,5.88586666667,7.18761333333,4.10426666667,7.2008
338.67,9.91119999999,3.806,5.2652,3.35573333333,6.37573333333,5.84706666667,7.13544,4.0384,7.1452
339.04,10.0671333333,3.93473333333,5.36273333333,3.48006666667,6.54133333333,5.95246666667,7.17542,4.1756,7.2078
339.40,10.1652666667,4.03386666667,5.49053333333,3.58706666667,6.65613333333,6.0672,7.29961333333,4.25386666667,7.28366666667
339.77,10.0191333333,3.898,5.366,3.40046666666,6.5508,5.9288,7.19941333333,4.0866,7.1546
340.14,9.96913333333,3.8868,5.3048,3.38986666667,6.5698,5.85993333333,7.14852666667,4.0058,7.10866666667
340.50,10.0353333333,3.91173333333,5.3392,3.42153333333,6.58186666666,5.8728,7.12396,4.05506666667,7.0984
340.87,10.1022666667,3.94433333333,5.37913333334,3.45426666667,6.65533333333,5.8916,7.17957333333,4.1376,7.14073333333
341.23,10.1505333333,4.02513333333,5.39793333333,3.5116,6.75673333333,5.93666666667,7.25612666667,4.2362,7.2222
341.60,10.0364,3.89486666667,5.31146666667,3.44246666667,6.7082,5.84953333333,7.15595333333,4.14726666667,7.095
341.96,10.0063333333,3.89673333333,5.2334,3.43086666667,6.69313333333,5.81693333333,7.13641333333,4.08813333333,7.0606
342.33,9.83246666667,3.68993333333,5.0148,3.23433333333,6.49386666667,5.618,6.89636,3.86986666667,6.81086666667
342.70,9.68813333333,3.56993333333,4.8742,3.12246666667,6.3928,5.4944,6.82194666667,3.77213333333,6.69233333333
343.06,9.49739999999,3.44146666667,4.7696,3.00913333333,6.2712,5.3446,6.70108666667,3.6462,6.59066666667
343.43,9.35526666667,3.33646666667,4.62606666667,2.9118,6.19026666667,5.21333333333,6.58477333333,3.51053333333,6.4822
343.79,9.34833333333,3.34613333333,4.61706666667,2.93546666667,6.18026666667,5.2022,6.52498666667,3.49353333333,6.50746666667
344.16,9.40766666666,3.36413333333,4.6794,2.9662,6.18773333333,5.24586666667,6.54208666667,3.521,6.54113333333
344.52,9.33726666667,3.33393333333,4.6666,2.96313333333,6.15893333333,5.21566666667,6.53111333333,3.46813333333,6.55153333333
344.89,9.25173333334,3.27766666667,4.63366666667,2.91286666667,6.07446666667,5.12786666667,6.46736,3.39646666667,6.4978
345.25,9.21046666667,3.21293333333,4.6276,2.87946666667,6.06053333333,5.0902,6.40216666666,3.30433333333,6.45926666667
345.62,9.32440000001,3.32846666667,4.729,3.0062,6.1912,5.1746,6.51255333333,3.44746666667,6.5606
345.99,9.29993333333,3.303,4.7628,2.98353333333,6.1822,5.12606666667,6.48752666667,3.46386666667,6.54213333333
346.35,9.32026666666,3.38593333333,4.85286666667,3.03846666667,6.25693333333,5.1568,6.56480666667,3.55066666667,6.6012
346.72,9.49773333334,3.51246666667,5.02133333333,3.18973333333,6.38413333333,5.256,6.70204666667,3.702,6.72253333334
347.08,9.689,3.59146666667,5.13193333333,3.27446666667,6.4868,5.35333333333,6.82384,3.8064,6.81273333333
347.45,9.71826666666,3.60633333333,5.15926666667,3.263,6.5292,5.3464,6.85327333333,3.82753333334,6.82526666667
347.81,9.78146666667,3.6472,5.23253333333,3.3768,6.61773333333,5.39786666667,6.93876,3.90993333333,6.82713333333
348.18,9.72973333333,3.57593333334,5.1424,3.32046666667,6.61053333333,5.34353333333,6.8641,3.90066666667,6.71066666667
348.54,9.73879999999,3.50426666667,5.11233333333,3.234,6.6146,5.29866666667,6.8147,3.83866666667,6.66186666667
348.91,9.81166666667,3.6008,5.17186666667,3.2736,6.76433333333,5.41266666667,6.89473333333,3.85926666667,6.71726666667
349.27,9.95346666665,3.7364,5.2858,3.40513333333,6.8874,5.53026666667,7.03156,4.02113333333,6.82153333333
349.64,9.93199999998,3.73353333333,5.26193333333,3.3584,6.87033333333,5.49326666667,7.03012666667,3.97046666667,6.78726666667
350.00,9.94913333333,3.72913333333,5.23373333333,3.3228,6.88706666667,5.5112,7.03563333333,3.92466666667,6.7688
350.37,10.0659333333,3.8174,5.28386666667,3.45333333333,7.01466666667,5.639,7.11849333333,4.0264,6.84846666667
350.73,10.0615333333,3.85546666667,5.2352,3.45746666667,7.0598,5.68213333333,7.10237333333,3.99746666667,6.85633333333
351.10,10.0733333333,3.9378,5.2738,3.5362,7.13473333333,5.74333333333,7.16226,4.06726666666,6.9216
351.46,10.1338666667,4.0062,5.3184,3.58526666667,7.19326666667,5.8154,7.21356,4.10953333333,6.99153333333
351.83,10.1545333333,4.04693333333,5.3386,3.61086666667,7.23266666667,5.84606666667,7.23920666667,4.09746666667,6.9984
352.19,10.1155333333,3.99393333333,5.31366666667,3.63106666667,7.2126,5.85946666667,7.25092666667,3.98073333333,7.01086666667
352.55,10.0599333333,3.9988,5.29153333333,3.64386666667,7.23446666667,5.894,7.28016,3.97493333333,6.991
352.92,10.0550666667,3.97033333333,5.2818,3.6572,7.18653333333,5.86426666667,7.30336,4.00853333334,7.00213333333
353.28,9.94873333333,3.84606666667,5.163,3.54686666667,7.0736,5.71626666667,7.20512,3.90073333333,6.91253333333
353.65,9.93040000001,3.84713333333,5.17566666666,3.53693333333,7.04226666667,5.73246666667,7.20748666667,3.8936,6.90453333333
354.01,9.87933333335,3.85206666667,5.16706666667,3.5272,7.00633333333,5.713,7.20372666667,3.88993333333,6.91366666667
354.38,9.74673333333,3.757,5.09446666667,3.4168,6.89486666667,5.57726666667,7.12734666667,3.7394,6.81373333333
354.74,9.74773333333,3.76226666667,5.1308,3.40153333333,6.92246666667,5.5862,7.14928,3.7802,6.80973333334
355.11,9.73333333332,3.73673333333,5.15233333334,3.38266666667,6.89346666667,5.60153333333,7.14164,3.75773333333,6.78086666667
355.47,9.68973333333,3.65886666667,5.1032,3.297,6.783,5.54193333333,7.03559333333,3.6858,6.65706666667
355.83,9.64060000001,3.61746666667,5.04013333333,3.23286666667,6.67346666667,5.45746666667,6.95622,3.65286666667,6.62606666667
356.20,9.70093333333,3.72046666667,5.1118,3.27166666667,6.69706666667,5.4548,6.97910666667,3.7198,6.61913333333
356.56,9.8182,3.81333333333,5.156,3.34853333333,6.74986666667,5.48593333333,7.01258666667,3.79573333334,6.71093333334
356.93,9.72793333334,3.7518,5.09,3.27133333333,6.6622,5.4178,6.91206,3.73706666667,6.64953333333
357.29,9.80293333334,3.84326666667,5.18853333333,3.36546666667,6.74146666667,5.49886666667,6.9749,3.82813333333,6.6976
357.66,9.83646666667,3.8474,5.17246666667,3.35766666667,6.70193333334,5.49073333333,6.9665,3.83993333333,6.709
358.02,9.91786666668,3.87153333333,5.19426666667,3.41426666667,6.74766666667,5.50753333333,6.99111333333,3.86426666666,6.72066666667
358.38,10.0277333333,3.9538,5.26946666667,3.48846666667,6.8254,5.59,7.03646,3.96526666667,6.80006666667
358.75,10.0596666667,3.99046666667,5.28706666667,3.524,6.8198,5.58666666667,7.05629333333,3.97446666667,6.80486666667
359.11,9.93919999999,3.89493333333,5.17366666667,3.39446666667,6.7066,5.45013333333,6.93462666667,3.85246666667,6.676
359.48,10.1171333333,4.0898,5.38626666666,3.5876,6.91153333334,5.63666666667,7.14102,4.0334,6.87993333333
359.84,10.1198,4.1152,5.40673333333,3.58433333333,6.95286666667,5.65353333333,7.17047333334,4.04993333333,6.90526666667
360.20,10.1712666667,4.13253333333,5.4552,3.61046666667,6.99266666667,5.68606666667,7.22280666667,4.10853333333,6.9612
360.57,10.1465333333,4.1294,5.48966666667,3.6178,6.9728,5.67733333333,7.23682666667,4.10086666667,6.92133333333
360.93,10.2332666667,4.20046666667,5.60186666666,3.7078,7.06953333333,5.7632,7.33246,4.1826,6.985
361.29,10.2330666667,4.18693333334,5.58753333333,3.68,7.05066666666,5.7706,7.34170666667,4.1464,6.97473333333
361.66,10.1815333333,4.15473333333,5.56306666667,3.665,7.05973333333,5.71166666667,7.29768666667,4.11206666667,6.90373333334
362.02,10.1312666667,4.15166666667,5.5686,3.64893333333,7.0436,5.6996,7.28803333333,4.11506666667,6.8842
362.39,10.0898666667,4.12206666667,5.5734,3.65,7.03146666667,5.70946666666,7.32127333333,4.1082,6.869
362.75,10.0790666667,4.12033333333,5.59733333333,3.65026666667,7.01506666667,5.71186666667,7.32295333333,4.094,6.89533333333
363.11,10.1624,4.1596,5.62546666667,3.69533333334,7.0472,5.76253333333,7.37908,4.1298,6.94566666667
363.48,10.0252,4.01133333333,5.49946666667,3.57686666667,6.88453333333,5.63366666667,7.25814666667,3.9986,6.78346666667
363.84,10.0420666667,4.00613333333,5.53273333333,3.59006666667,6.8672,5.62873333333,7.26147333333,4.019,6.75213333333
364.20,10.0036,3.98253333333,5.51513333333,3.59126666667,6.8302,5.59186666666,7.22972,3.97593333333,6.7156
364.57,9.99893333332,3.9732,5.50473333333,3.5952,6.79813333333,5.55706666667,7.20950666667,3.9914,6.7062
364.93,9.96880000001,3.9414,5.44273333333,3.5396,6.72413333333,5.50866666667,7.15157333333,3.94613333333,6.653
365.29,9.98153333334,3.966,5.44993333333,3.57313333334,6.73286666666,5.516,7.18357333333,3.97653333333,6.68093333333
365.66,9.99773333335,4.0068,5.5002,3.6162,6.70766666667,5.5506,7.22584666667,4.01433333333,6.71933333333
366.02,10.0041333333,4.00713333333,5.53153333333,3.64086666667,6.68373333333,5.57106666667,7.24837333333,4.0312,6.71953333333
366.38,10.0549333333,4.07206666667,5.56253333333,3.6666,6.694,5.60653333333,7.24973333333,4.04346666667,6.751
366.75,10.0498,4.05693333333,5.5652,3.6676,6.68226666667,5.59033333333,7.25222666667,4.05953333334,6.72486666667
367.11,10.0044,4.04493333333,5.59733333333,3.68726666667,6.66066666667,5.54753333333,7.24886666667,4.05866666666,6.7046
367.47,10.0358,4.08373333333,5.59593333333,3.738,6.66026666667,5.56406666667,7.27146,4.10373333333,6.76066666667
367.84,10.0847333333,4.1358,5.64013333333,3.77866666667,6.68786666667,5.6232,7.325,4.13786666667,6.81913333333
368.20,10.0673333333,4.12393333333,5.60673333333,3.73986666667,6.66013333333,5.61773333333,7.31262,4.16766666667,6.8012
368.56,10.0247333333,4.07786666667,5.58253333333,3.69566666667,6.62126666666,5.61113333333,7.30716666667,4.14373333333,6.7572
368.93,10.0520666667,4.0936,5.62866666666,3.7098,6.5948,5.60226666667,7.33238,4.13686666667,6.74946666667
369.29,10.0202666667,4.05433333333,5.59933333333,3.68246666667,6.49006666667,5.55206666667,7.28100666667,4.09513333333,6.69173333333
369.65,10.0506,4.02586666666,5.60066666667,3.64086666667,6.4666,5.5594,7.27075333333,4.10306666666,6.703
370.01,10.081,4.0312,5.58826666667,3.626,6.42186666667,5.50993333333,7.25006666667,4.07773333333,6.68546666667
370.38,10.1570666667,4.0714,5.67766666667,3.67146666667,6.44126666667,5.54853333333,7.32502666667,4.14966666667,6.73466666667
370.74,10.1699333333,4.0094,5.6424,3.60466666667,6.36986666667,5.4958,7.29130666667,4.0794,6.66873333333
371.10,10.1964666667,4.00646666666,5.62106666667,3.5872,6.33213333333,5.49306666667,7.28055333333,4.05766666667,6.65146666667
371.46,10.1829333333,3.9896,5.587,3.51933333333,6.293,5.44113333333,7.25640666667,3.99006666667,6.59473333333
371.83,10.1104,3.91346666667,5.5004,3.4218,6.17573333333,5.35726666667,7.1819,3.9046,6.49073333333
372.19,10.112,3.91366666667,5.50113333333,3.40853333333,6.13873333333,5.3596,7.20188,3.88133333333,6.4858
372.55,10.0687333333,3.8752,5.46613333333,3.3442,6.0446,5.3162,7.15633333333,3.80846666667,6.4566
372.92,10.0235333333,3.81013333333,5.39633333334,3.28873333333,5.95346666667,5.25666666667,7.09498,3.73926666667,6.39593333333
373.28,9.99633333333,3.77033333333,5.38213333333,3.23593333333,5.9048,5.20266666667,7.0596,3.69246666667,6.36793333333
373.64,10.0302,3.80513333333,5.3996,3.26973333334,5.93453333333,5.21233333333,7.10722,3.70313333333,6.40506666667
374.00,10.0592,3.8178,5.41986666667,3.29166666667,5.92686666667,5.2404,7.13933333333,3.71046666667,6.4474
374.37,9.99406666667,3.76053333333,5.34546666667,3.23506666667,5.81793333333,5.15126666667,7.07075333333,3.61746666667,6.3674
374.73,10.028,3.81733333333,5.39573333333,3.30146666667,5.81846666667,5.22,7.07418666667,3.66193333333,6.40406666667
375.09,10.0995333333,3.88673333333,5.4448,3.33886666667,5.83553333333,5.27726666667,7.08578,3.7442,6.44946666667
375.45,10.1364,3.9048,5.5134,3.3612,5.80586666667,5.32266666667,7.0971,3.80546666667,6.49206666667
375.81,10.1612666667,3.9288,5.55226666667,3.42746666667,5.81726666667,5.3814,7.11785333333,3.84733333333,6.5484
376.18,10.2134666667,3.97213333333,5.61366666667,3.48566666667,5.8172,5.42166666667,7.13617333333,3.8856,6.59666666667
376.54,10.3096,4.04186666667,5.65693333333,3.572,5.8336,5.4584,7.16028,3.9574,6.64766666667
376.90,10.3632666667,4.13253333333,5.74426666667,3.66886666667,5.87573333333,5.5262,7.22393333333,4.0338,6.72933333333
377.26,10.421,4.18393333333,5.7896,3.70053333333,5.87166666667,5.58013333333,7.25688,4.09193333333,6.77106666667
377.63,10.4145333333,4.173,5.79346666667,3.7132,5.77486666667,5.56646666667,7.22858,4.07186666667,6.7416
377.99,10.3988,4.1696,5.79813333333,3.71506666667,5.72133333333,5.5854,7.21862,4.09226666667,6.74606666667
378.35,10.4262666667,4.1544,5.784,3.6982,5.6796,5.58206666667,7.19179333333,4.09413333333,6.73673333333
378.71,10.4948,4.2232,5.86086666667,3.75906666667,5.712,5.627,7.28432,4.16793333333,6.81606666667
379.07,10.4526666667,4.18733333333,5.83333333333,3.73766666667,5.64846666667,5.6018,7.26766666666,4.1012,6.79153333333
379.44,10.4283333333,4.1718,5.8012,3.73833333333,5.60266666667,5.57453333334,7.25375333333,4.06373333333,6.77626666667
379.80,10.5060666667,4.23866666667,5.84346666667,3.76533333333,5.59746666667,5.57773333333,7.31398,4.09926666667,6.79826666667
380.16,10.5382,4.25513333333,5.8546,3.76426666667,5.55386666667,5.55226666667,7.31889333333,4.0986,6.79286666667
380.52,10.5289333334,4.25773333333,5.84693333333,3.74946666667,5.53113333333,5.53906666667,7.30372,4.07773333333,6.76713333333
380.88,10.5316666667,4.2236,5.8232,3.70946666667,5.47993333333,5.50973333333,7.26688666666,4.04433333333,6.73726666667
381.24,10.5412666667,4.18586666667,5.803,3.70413333333,5.43366666667,5.47733333333,7.25636666667,4.00566666667,6.70913333334
381.61,10.5332666667,4.15146666667,5.78806666667,3.66773333333,5.39413333333,5.4578,7.24858,3.97906666667,6.67466666667
381.97,10.5517333334,4.13866666667,5.77513333333,3.63386666667,5.37746666667,5.43253333333,7.22380666667,3.94326666667,6.63806666667
382.33,10.5356,4.133,5.7526,3.6276,5.33626666667,5.41833333333,7.18745333333,3.9294,6.64026666667
382.69,10.5120666667,4.0956,5.6872,3.60086666667,5.2462,5.36633333333,7.13752,3.88666666667,6.60406666667
383.05,10.5142,4.08226666667,5.6794,3.60366666667,5.21073333333,5.34266666667,7.11842,3.885,6.56473333334
383.41,10.5216,4.05713333333,5.66073333333,3.56393333334,5.16066666667,5.30986666667,7.10673333333,3.85953333333,6.53073333333
383.77,10.4713333333,4.0124,5.66,3.54746666667,5.12066666667,5.29693333333,7.06365333333,3.83313333333,6.49466666667
384.14,10.4864,4.00446666667,5.63786666667,3.55486666667,5.09666666667,5.3064,7.043,3.82,6.5016
384.50,10.5141333333,3.9844,5.65106666667,3.5534,5.05926666667,5.32126666667,7.04648666667,3.8118,6.51713333333
384.86,10.5534,4.00013333333,5.66106666667,3.5784,5.05173333333,5.3484,7.06399333333,3.83746666667,6.5444
385.22,10.523,4.02573333333,5.67453333333,3.5624,5.066,5.34713333333,7.04000666667,3.8324,6.537
385.58,10.5329333333,4.05186666667,5.68946666667,3.5698,5.08006666667,5.35786666667,7.02195333333,3.83493333333,6.54953333333
385.94,10.5232666667,4.052,5.6888,3.5848,5.04366666667,5.3452,7.03542666667,3.841,6.544
386.30,10.5566666667,4.07573333333,5.71273333333,3.61606666667,5.04726666667,5.35406666667,7.08424666667,3.86293333333,6.5484
386.66,10.5066666667,4.03453333333,5.6812,3.57166666667,5.00633333333,5.31526666667,7.04413333333,3.80173333333,6.49806666667
387.03,10.5317333333,4.02806666667,5.6854,3.56313333334,4.97066666667,5.31893333333,7.06170666667,3.78966666667,6.52613333333
387.39,10.5572,4.0732,5.71753333333,3.62246666667,4.99586666666,5.36193333333,7.07338666667,3.822,6.56266666667
387.75,10.588,4.084,5.7134,3.60886666667,4.96366666666,5.37646666667,7.09014,3.809,6.56893333333
388.11,10.5356666667,4.06433333333,5.70466666667,3.59586666667,4.92853333333,5.35413333333,7.07322,3.79533333333,6.53593333333
388.47,10.5785333333,4.11906666667,5.73646666667,3.62893333333,4.93793333333,5.3742,7.09866,3.81646666667,6.5402
388.83,10.6120666667,4.1492,5.75526666667,3.6508,4.94446666667,5.39953333333,7.10720666666,3.85053333333,6.53033333333
389.19,10.686,4.14906666667,5.79093333333,3.6924,4.934,5.41573333333,7.13530666667,3.87146666667,6.5418
389.55,10.7049333333,4.13966666667,5.78913333334,3.706,4.89186666667,5.39166666667,7.13669333333,3.8796,6.5174
389.91,10.7472,4.18473333333,5.8362,3.72593333333,4.89186666667,5.42373333333,7.15255333333,3.90613333333,6.55233333334
390.27,10.7539333333,4.1838,5.8628,3.71726666667,4.88846666666,5.43766666667,7.13981333333,3.90753333333,6.5594
390.63,10.8264,4.22153333333,5.90313333333,3.75113333333,4.90766666667,5.47973333333,7.1837,3.9656,6.5986
391.00,10.8548,4.24766666667,5.93806666667,3.77173333334,4.90353333333,5.4808,7.20498,4.00886666667,6.60786666667
391.36,10.8601333333,4.2264,5.9266,3.74186666667,4.846,5.44433333334,7.16933333333,4.0062,6.58053333333
391.72,10.9007333333,4.24073333333,5.94966666667,3.76213333333,4.85653333334,5.4458,7.16916666667,4.00393333333,6.62246666667
392.08,10.9998666666,4.2992,6.00313333333,3.79173333333,4.8878,5.51173333333,7.22840666667,4.05653333333,6.67606666667
392.44,11.0054666667,4.28386666667,6.00893333333,3.77906666667,4.85973333333,5.5138,7.23656666667,4.06633333333,6.686
392.80,11.0154666667,4.29966666667,6.03333333333,3.77613333333,4.8402,5.511,7.26298666667,4.0644,6.7044
393.16,11.0197333333,4.32213333333,6.03726666667,3.78066666667,4.82826666667,5.54106666667,7.29234,4.07826666666,6.73646666667
393.52,11.0301333333,4.34953333333,6.05446666667,3.7898,4.8196,5.57526666667,7.30963333333,4.09213333333,6.77006666667
393.88,11.0048,4.29466666667,6.00553333333,3.74673333333,4.7544,5.52033333333,7.24795333333,4.038,6.72113333333
394.24,10.9962,4.28013333334,5.9796,3.73586666667,4.68233333333,5.4812,7.21552666666,4.0184,6.69806666667
394.60,10.9689333333,4.25006666667,5.964,3.70666666667,4.6192,5.43786666667,7.16626666667,3.97906666667,6.66433333333
394.96,10.9548,4.213,5.93053333333,3.68873333334,4.57693333333,5.40566666667,7.10807333333,3.93906666667,6.6196
395.32,11.0035333333,4.22786666667,5.96346666667,3.73513333334,4.60286666667,5.44653333333,7.13448,3.95426666667,6.65793333333
395.68,10.9366666667,4.16706666667,5.8872,3.68613333333,4.49866666666,5.3682,7.07677333333,3.90146666667,6.5856
396.04,10.9192666667,4.15213333333,5.87753333333,3.68153333333,4.45093333333,5.3362,7.0547,3.86693333333,6.55753333333
396.40,10.9154,4.11433333333,5.83866666667,3.64626666667,4.3958,5.28673333333,7.0151,3.82146666667,6.51386666667
396.76,10.9016,4.06206666667,5.8006,3.6268,4.3264,5.24493333333,6.98358,3.78033333333,6.47266666667
397.12,10.9070666667,4.0454,5.78813333333,3.61613333333,4.26073333333,5.20113333333,6.95234666667,3.75266666667,6.44373333333
397.48,10.9396,4.05173333333,5.7958,3.62366666667,4.22386666667,5.19946666667,6.95314,3.752,6.44113333333
397.84,11.0224666667,4.10493333333,5.84686666667,3.68013333333,4.2524,5.24046666667,7.01961333333,3.79886666667,6.49633333333
398.20,11.0797333333,4.1292,5.8742,3.71386666667,4.25633333333,5.2944,7.06171333333,3.83006666667,6.52013333333
398.56,11.1103333333,4.15053333333,5.88733333333,3.73313333333,4.24553333333,5.32206666667,7.06450666667,3.84126666667,6.5396
398.92,11.1318,4.17393333334,5.90713333333,3.7462,4.2206,5.3354,7.09194,3.84533333333,6.54953333333
399.28,11.1268666667,4.18033333333,5.8906,3.71726666667,4.1628,5.29706666667,7.07028,3.82233333333,6.50613333333
399.64,11.1788,4.2036,5.92693333333,3.73506666667,4.15506666667,5.327,7.08886666667,3.845,6.50186666667
400.00,11.1735333333,4.16973333333,5.89006666667,3.70073333333,4.0962,5.3034,7.06060666667,3.82766666667,6.4786
400.36,11.1920666667,4.21366666667,5.9178,3.72693333333,4.08866666667,5.32726666667,7.08102666667,3.84713333333,6.5002
400.72,11.2592666667,4.28693333333,5.96806666667,3.76526666667,4.12993333333,5.36273333333,7.10455333333,3.8926,6.5526
401.08,11.3104,4.31153333333,6.00153333333,3.78573333333,4.13913333333,5.40193333333,7.12113333333,3.93546666667,6.56666666667
401.44,11.342,4.32853333333,6.02486666667,3.79573333333,4.14633333333,5.4106,7.13332,3.95766666667,6.57266666667
401.80,11.3653333333,4.3456,6.04653333333,3.80233333333,4.13693333333,5.43366666667,7.12955333333,3.96866666667,6.57213333333
402.16,11.3596,4.35413333333,6.05226666666,3.79046666667,4.11486666667,5.429,7.12606666667,3.94833333333,6.55606666667
402.52,11.4163333333,4.38893333333,6.09246666667,3.8154,4.13266666667,5.45873333333,7.16972666667,3.9922,6.58506666667
402.88,11.4526,4.40093333334,6.10573333333,3.80646666667,4.1364,5.46886666667,7.17096666667,4.01013333333,6.62266666667
403.24,11.4751333333,4.389,6.1114,3.802,4.11513333333,5.4672,7.1741,4.002,6.627
403.60,11.4966666667,4.39593333333,6.1296,3.8094,4.1112,5.47406666667,7.18374666667,4.01026666667,6.6556
403.95,11.5563333333,4.41746666667,6.16706666667,3.8308,4.11986666666,5.48573333333,7.207,4.04046666667,6.65926666667
404.31,11.5645333333,4.40893333333,6.1762,3.8494,4.12873333333,5.48653333333,7.19204,4.05153333333,6.65926666667
404.67,11.5180666667,4.35226666667,6.1274,3.78993333333,4.0622,5.44593333333,7.14885333333,3.9854,6.61493333333
405.03,11.4796666667,4.31773333333,6.08046666667,3.74773333333,4.017,5.39466666667,7.10407333333,3.92893333333,6.574
405.39,11.4758,4.30833333333,6.06453333333,3.73953333333,3.997,5.3778,7.09044666667,3.91393333333,6.57046666667
405.75,11.457,4.27233333333,6.02313333334,3.71106666667,3.94153333333,5.32253333333,7.04985333333,3.87393333333,6.52186666667
406.11,11.4688666666,4.2498,6.01613333333,3.70313333333,3.92346666667,5.29346666666,7.03345333333,3.87086666667,6.5118
406.47,11.4243333333,4.17906666667,5.96133333333,3.65766666667,3.86186666667,5.22546666667,6.97491333333,3.79786666667,6.446
406.83,11.3837333333,4.1302,5.91546666667,3.62946666667,3.80053333333,5.17986666667,6.93249333333,3.74766666667,6.375
407.19,11.3769333333,4.11413333333,5.89626666667,3.61173333333,3.77726666667,5.15893333333,6.91464,3.72126666667,6.35666666667
407.55,11.3883333334,4.1328,5.9086,3.63033333333,3.78846666667,5.16406666667,6.90938666667,3.723,6.34166666667
407.90,11.3799333333,4.12513333333,5.922,3.63506666667,3.77953333333,5.14646666667,6.90392666667,3.691,6.35146666667
408.26,11.3760666667,4.1196,5.91513333333,3.61093333334,3.74693333333,5.13493333333,6.89068,3.66066666667,6.3306
408.62,11.4337333333,4.14533333333,5.95433333333,3.6524,3.75513333333,5.15966666667,6.9081,3.69313333333,6.34513333333
408.98,11.4781333333,4.17733333333,5.99933333333,3.70013333333,3.77366666667,5.18126666667,6.93908,3.72333333333,6.36726666667
409.34,11.4943333333,4.1752,6.0136,3.69886666667,3.7684,5.17153333333,6.93234666667,3.72406666667,6.36953333333
409.70,11.5058,4.19353333333,6.04133333333,3.7268,3.80073333333,5.20666666667,6.95358666667,3.744,6.3942
410.06,11.5254,4.216,6.055,3.73293333333,3.7962,5.2028,6.94795333333,3.739,6.39493333333
410.42,11.5792666667,4.28553333333,6.08833333334,3.76466666667,3.81646666667,5.2294,6.97774,3.77953333333,6.43086666667
410.77,11.6101333334,4.31326666667,6.11146666667,3.7854,3.826,5.2386,6.99167333333,3.7858,6.45446666667
411.13,11.6114666667,4.31006666667,6.1104,3.78446666667,3.80753333333,5.22306666667,6.97796666667,3.7808,6.44346666667
411.49,11.6572666667,4.309,6.12233333333,3.7934,3.80506666667,5.2242,6.98630666667,3.78226666667,6.44506666667
411.85,11.6583333333,4.3034,6.0958,3.77613333333,3.78366666667,5.2152,6.95673333333,3.77806666667,6.40586666667
412.21,11.7192,4.32953333333,6.1252,3.8046,3.80373333333,5.22686666667,6.98392666667,3.81013333333,6.433
412.57,11.7158,4.32166666667,6.10766666667,3.78506666667,3.7922,5.20786666667,6.96944666667,3.798,6.42493333333
412.92,11.7154,4.2984,6.07573333333,3.74953333333,3.7538,5.17053333333,6.93894,3.76626666667,6.3864
413.28,11.7187333333,4.27866666667,6.05726666667,3.73593333333,3.71966666666,5.15046666667,6.92141333333,3.7404,6.34633333333
413.64,11.7521333333,4.28886666666,6.07106666667,3.7426,3.71726666667,5.15273333333,6.93443333333,3.74973333333,6.36613333333
414.00,11.7713333333,4.28326666667,6.079,3.74393333333,3.70106666666,5.15693333333,6.94664,3.745,6.37246666667
414.36,11.7870666666,4.2712,6.0876,3.75473333333,3.69173333333,5.16466666667,6.95494666667,3.7408,6.37553333333
414.72,11.8664666667,4.33033333333,6.15046666667,3.7956,3.74873333333,5.2238,7.00900666667,3.79926666667,6.4258
