wavelength,Back_ThlPecm,Belly_ThlPecm,Breast_ThlPecm,Crissum_ThlPecm,Crown_ThlPecm,DorTail_ThlPecm,Patch10_ThlPecm,Rump_ThlPecm,Throat_ThlPecm,WingTip_ThlPecm
507.19,9.31577777778,46.6296666667,13.8364444444,20.8826666667,8.06055555555,11.3065555555,16.8317777778,10.9106666667,23.9991111111,10.9412222222
507.54,9.28433333333,46.571,13.8527777778,20.8777777778,8.04711111111,11.2666666667,16.8158888889,10.8711111111,24.002,10.9162222222
507.88,9.27766666667,46.5804444444,13.8962222222,20.9258888889,8.07688888888,11.2802222222,16.8295555556,10.8748888889,24.0675555556,10.9197777778
508.23,9.23577777778,46.5693333333,13.9248888889,20.9332222222,8.07066666667,11.2571111111,16.8177777778,10.8414444444,24.0901111111,10.8827777778
508.58,9.22588888889,46.624,13.9558888889,20.9817777778,8.07577777779,11.2504444444,16.8516666667,10.8325555556,24.1714444444,10.8682222222
508.93,9.19677777778,46.5847777778,14.0017777778,20.9814444445,8.08411111112,11.2637777778,16.8681111111,10.8351111111,24.2064444444,10.8583333333
509.27,9.21066666667,46.6082222222,14.0508888889,21.0431111111,8.11044444443,11.2828888889,16.8916666667,10.8438888889,24.2857777778,10.8671111111
509.62,9.21044444444,46.6045555556,14.0883333333,21.0726666667,8.12744444445,11.2825555556,16.9217777778,10.8293333333,24.3494444445,10.8618888889
509.97,9.19,46.5906666667,14.0986666667,21.0683333333,8.11155555555,11.2558888889,16.914,10.7985555555,24.3852222222,10.8357777778
510.32,9.18433333333,46.59,14.133,21.088,8.12222222223,11.2487777778,16.9385555556,10.7826666667,24.4253333333,10.8164444444
510.66,9.17277777778,46.5732222222,14.1615555556,21.1174444444,8.13144444443,11.2471111111,16.9405555555,10.7696666667,24.4714444444,10.8097777778
511.01,9.16477777778,46.614,14.1881111111,21.1575555556,8.14266666667,11.2378888889,16.9397777778,10.7516666667,24.5324444444,10.7814444444
511.36,9.18466666667,46.6534444444,14.2451111111,21.1992222222,8.15833333334,11.2516666667,16.9678888889,10.768,24.6022222222,10.7898888889
511.70,9.18955555556,46.6522222222,14.2876666667,21.2152222222,8.15666666666,11.2233333333,16.981,10.7686666667,24.6538888889,10.7765555556
512.05,9.20277777778,46.7021111111,14.3433333333,21.2528888889,8.18255555557,11.2377777778,17.0266666667,10.7845555556,24.7351111111,10.7905555556
512.40,9.23166666666,46.7091111111,14.4148888889,21.2754444445,8.22333333332,11.2522222222,17.0517777778,10.8115555555,24.7943333333,10.8043333333
512.75,9.23733333333,46.742,14.4565555556,21.313,8.22177777777,11.2443333333,17.0724444444,10.7943333333,24.8475555556,10.7983333333
513.09,9.25933333333,46.7865555556,14.5027777778,21.327,8.23888888888,11.2424444444,17.0985555555,10.8127777778,24.9004444444,10.807
513.44,9.27444444444,46.8192222222,14.5603333333,21.3906666667,8.26966666668,11.2588888889,17.1367777778,10.8233333334,24.973,10.8244444444
513.79,9.283,46.8895555556,14.6336666666,21.4684444444,8.31611111112,11.2718888889,17.2024444444,10.861,25.0527777778,10.8404444445
514.13,9.28922222222,46.8784444444,14.6862222222,21.5072222222,8.33099999999,11.26,17.2,10.8845555556,25.0865555555,10.843
514.48,9.27666666666,46.8744444444,14.7117777778,21.5561111111,8.3378888889,11.2248888889,17.1998888889,10.8685555556,25.1246666667,10.8165555556
514.83,9.28077777778,46.8688888889,14.7704444444,21.5925555556,8.36855555556,11.2381111111,17.2477777778,10.8724444445,25.1804444444,10.8221111111
515.17,9.29244444444,46.9105555555,14.8626666667,21.6545555556,8.42744444445,11.2608888889,17.2985555555,10.9236666667,25.2991111111,10.8577777778
515.52,9.30555555555,46.9176666667,14.9246666667,21.7011111111,8.45222222221,11.2813333333,17.335,10.9294444445,25.3707777778,10.8813333333
515.87,9.31744444444,46.8561111111,14.9774444445,21.7491111111,8.47444444443,11.289,17.3611111111,10.9332222222,25.4115555556,10.8866666667
516.21,9.30211111111,46.8121111111,15.0196666667,21.7916666667,8.49255555555,11.2851111111,17.3828888889,10.9331111111,25.4638888889,10.8725555556
516.56,9.322,46.7951111111,15.0973333333,21.8267777778,8.54455555555,11.2993333334,17.4253333333,10.9491111111,25.5534444444,10.8888888889
516.91,9.33077777778,46.7704444445,15.161,21.8867777778,8.57444444445,11.3293333333,17.4635555556,10.9602222222,25.6252222222,10.8952222222
517.25,9.34777777778,46.7655555556,15.24,21.9196666667,8.60822222222,11.3542222222,17.4927777778,10.9724444445,25.6744444444,10.9053333334
517.60,9.35644444444,46.736,15.2945555556,21.9403333333,8.61544444444,11.3513333333,17.4774444444,10.9615555556,25.7246666666,10.908
517.95,9.38155555556,46.7373333333,15.3861111111,21.99,8.67111111111,11.4046666666,17.5277777778,10.9963333333,25.8157777778,10.9403333333
518.29,9.41177777778,46.755,15.4436666667,22.016,8.69777777777,11.4264444444,17.5602222222,11.0283333333,25.8954444445,10.9655555555
518.64,9.41833333334,46.762,15.4965555556,22.047,8.70477777777,11.4352222222,17.5706666667,11.0335555556,25.9421111111,10.9704444445
518.99,9.42133333332,46.7485555556,15.526,22.0801111111,8.71933333334,11.4357777778,17.579,11.014,25.9655555556,10.9647777778
519.33,9.43366666667,46.7831111111,15.5812222222,22.1204444444,8.76477777777,11.4514444444,17.613,11.0352222222,26.0437777778,10.97
519.68,9.41644444444,46.8381111111,15.6332222222,22.1396666667,8.75577777779,11.4387777778,17.6171111111,11.0281111111,26.1193333333,10.9538888889
520.02,9.43688888889,46.894,15.6937777778,22.1866666667,8.78966666667,11.4572222222,17.6368888889,11.0374444445,26.1968888889,10.9526666666
520.37,9.44033333333,46.9517777778,15.7353333333,22.2492222222,8.79744444443,11.466,17.6548888889,11.0448888889,26.2502222222,10.9501111111
520.72,9.43811111112,46.9946666667,15.8015555556,22.2976666667,8.80544444444,11.452,17.6824444445,11.0325555555,26.3206666667,10.9475555555
521.06,9.43555555556,47.0467777778,15.8574444445,22.3443333333,8.82244444444,11.4492222222,17.7041111111,11.0317777778,26.4163333333,10.9525555555
521.41,9.41666666666,47.091,15.9064444444,22.3877777778,8.83711111112,11.4521111111,17.7532222222,11.0363333333,26.485,10.9462222222
521.75,9.42533333332,47.138,15.9432222222,22.4415555555,8.84722222222,11.4446666667,17.7794444445,11.0096666667,26.5635555556,10.9375555555
522.10,9.42311111112,47.136,15.9855555556,22.4733333333,8.87755555556,11.4564444445,17.8044444444,10.997,26.5981111111,10.9332222222
522.45,9.40633333333,47.121,16.025,22.5033333333,8.88866666667,11.4581111111,17.82,11.013,26.661,10.9152222222
522.79,9.44277777779,47.1286666666,16.1066666667,22.551,8.93122222223,11.4825555556,17.8753333333,11.055,26.7543333334,10.9238888889
523.14,9.4268888889,47.07,16.1525555556,22.5577777778,8.92677777777,11.4728888889,17.8826666667,11.046,26.8048888889,10.9096666667
523.48,9.43344444444,47.0387777778,16.1991111111,22.5873333333,8.96022222223,11.4885555556,17.9104444445,11.0487777778,26.8398888889,10.9093333333
523.83,9.4318888889,46.9921111111,16.2505555555,22.6164444444,8.96188888889,11.479,17.9378888889,11.0474444444,26.8824444444,10.9042222222
524.17,9.43266666665,46.9364444444,16.3075555556,22.6356666667,8.98700000001,11.479,17.9424444445,11.0437777778,26.9372222222,10.9073333333
524.52,9.45144444444,46.9285555555,16.3507777778,22.6666666667,9.00977777778,11.4823333333,17.9653333333,11.0551111111,26.9922222222,10.9164444444
524.87,9.43744444444,46.8695555556,16.357,22.6821111111,9.01988888888,11.4688888889,17.9718888889,11.0454444444,27.018,10.8976666667
525.21,9.47244444444,46.8742222222,16.4502222222,22.7371111111,9.06477777778,11.4932222222,18.004,11.0714444444,27.1037777778,10.9287777778
525.56,9.46144444445,46.8408888889,16.5207777778,22.7621111111,9.08211111111,11.4852222222,18.0226666667,11.074,27.1552222222,10.9238888889
525.90,9.45088888889,46.8082222222,16.5925555555,22.7817777778,9.09544444446,11.4877777778,18.0446666667,11.0791111111,27.2224444444,10.9217777778
526.25,9.47955555555,46.8578888889,16.6907777778,22.8508888889,9.13355555556,11.5204444445,18.0938888889,11.0864444445,27.3148888889,10.9593333333
526.59,9.44622222222,46.8582222222,16.7321111111,22.8514444444,9.11666666668,11.4991111111,18.0906666667,11.0501111111,27.3698888889,10.9326666667
526.94,9.43922222222,46.8911111111,16.8015555555,22.9081111111,9.14688888888,11.5134444444,18.1205555556,11.0558888889,27.4353333333,10.9433333333
527.28,9.44811111111,46.9144444444,16.8698888889,22.96,9.17499999999,11.5237777778,18.1577777778,11.0832222222,27.5086666667,10.9568888889
527.63,9.45144444445,46.9682222222,16.9237777778,22.9996666667,9.1978888889,11.5283333333,18.1957777778,11.0887777778,27.5764444444,10.9771111111
527.97,9.45844444444,46.9792222222,16.9558888889,23.0205555555,9.20566666667,11.5283333333,18.2187777778,11.0931111111,27.6221111111,10.9785555556
528.32,9.46044444444,47.017,16.9976666667,23.042,9.23244444445,11.5452222222,18.2382222222,11.1011111111,27.6702222222,10.9787777778
528.66,9.49333333333,47.0777777778,17.0756666666,23.0993333333,9.26766666667,11.5652222222,18.2816666666,11.13,27.7397777778,11.0011111111
529.01,9.49633333333,47.1141111111,17.1167777778,23.1191111111,9.28266666666,11.5625555556,18.2964444445,11.126,27.778,10.9916666667
529.35,9.52044444443,47.1738888889,17.1708888889,23.1738888889,9.31822222222,11.582,18.3362222222,11.1526666667,27.8515555556,10.9998888889
529.70,9.53077777778,47.2293333333,17.2243333333,23.2301111111,9.34166666668,11.5817777778,18.3706666666,11.1651111111,27.9104444444,11.0102222222
530.04,9.53488888889,47.2271111111,17.2637777778,23.258,9.36266666666,11.5712222222,18.391,11.175,27.9648888889,11.0006666667
530.39,9.56888888889,47.2642222222,17.3511111111,23.3416666667,9.42522222221,11.5981111111,18.4526666667,11.2104444444,28.0337777778,11.0395555555
530.73,9.60066666666,47.2888888889,17.4248888889,23.3942222222,9.4608888889,11.6025555555,18.4938888889,11.2296666667,28.1095555556,11.0492222222
531.08,9.62022222223,47.3012222222,17.49,23.4333333333,9.50744444444,11.6094444444,18.531,11.2346666667,28.1825555555,11.0527777778
531.42,9.62455555557,47.2797777778,17.5556666666,23.4677777778,9.54166666668,11.6328888889,18.5481111111,11.2443333333,28.2521111111,11.0565555556
531.77,9.63377777777,47.3274444444,17.6488888889,23.5373333333,9.58466666665,11.6438888889,18.5973333333,11.2675555556,28.3478888889,11.0656666667
532.11,9.62233333334,47.3001111111,17.7177777778,23.5716666667,9.59444444443,11.6311111111,18.6193333333,11.2706666667,28.4061111111,11.0562222222
532.46,9.59266666668,47.2794444445,17.7611111111,23.5778888889,9.59155555554,11.6253333333,18.6193333333,11.2537777778,28.4486666667,11.032
532.80,9.60333333335,47.2617777778,17.8104444444,23.6207777778,9.60777777777,11.6381111111,18.6605555555,11.2774444445,28.5156666667,11.0395555556
533.15,9.5951111111,47.2556666666,17.8622222222,23.6597777778,9.61733333335,11.6481111111,18.6863333333,11.2663333333,28.5544444445,11.0493333333
533.49,9.60955555557,47.2612222222,17.916,23.6917777778,9.65222222222,11.6691111111,18.7085555556,11.2657777778,28.629,11.0585555556
533.84,9.61944444446,47.2867777778,17.9718888889,23.7377777778,9.6781111111,11.6834444444,18.7298888889,11.2714444444,28.6882222222,11.0704444445
534.18,9.62477777778,47.2974444444,18.0074444445,23.7677777778,9.69466666668,11.6915555555,18.7442222222,11.2794444445,28.7557777778,11.0621111111
534.52,9.64266666667,47.3477777778,18.0774444445,23.8488888889,9.73222222223,11.7122222222,18.7865555556,11.293,28.8465555555,11.0802222222
534.87,9.64277777779,47.376,18.136,23.9151111111,9.75966666667,11.7264444445,18.8135555556,11.3023333333,28.9214444444,11.1027777778
535.21,9.66933333334,47.441,18.2256666667,24.0024444444,9.80722222221,11.7353333333,18.8684444444,11.3284444444,29.0177777778,11.1088888889
535.56,9.66944444446,47.4487777778,18.2822222222,24.0545555555,9.84988888889,11.748,18.9011111111,11.3423333333,29.0802222222,11.122
535.90,9.69922222222,47.5074444444,18.3654444444,24.1276666667,9.9148888889,11.7805555556,18.9593333333,11.3754444444,29.1724444445,11.1597777778
536.25,9.72622222221,47.5501111111,18.4526666667,24.2011111111,9.97322222223,11.8045555555,19.0182222222,11.4123333333,29.2637777778,11.1804444444
536.59,9.72511111112,47.5752222222,18.5046666667,24.2605555556,10.0212222222,11.8291111111,19.049,11.4107777778,29.3173333333,11.2013333333
536.93,9.74822222221,47.5902222222,18.5741111111,24.2825555555,10.0623333333,11.8388888889,19.0625555556,11.4327777778,29.3808888889,11.2153333333
537.28,9.77955555556,47.68,18.6814444445,24.3792222222,10.1194444444,11.8892222222,19.1297777778,11.4923333333,29.4702222222,11.2517777778
537.62,9.78433333333,47.6904444445,18.7597777778,24.412,10.1657777778,11.9021111111,19.1756666667,11.4931111111,29.5297777778,11.2642222222
537.97,9.78844444443,47.6836666667,18.8405555556,24.4724444444,10.2101111111,11.924,19.2192222222,11.5087777778,29.5931111111,11.2841111111
538.31,9.77833333333,47.628,18.8902222222,24.4841111111,10.2478888889,11.9432222222,19.2343333333,11.5161111111,29.6331111111,11.2748888889
538.65,9.79077777777,47.6106666667,18.988,24.5112222222,10.2603333333,11.9347777778,19.266,11.5177777778,29.7113333333,11.2517777778
539.00,9.78544444445,47.5401111111,19.0185555556,24.5274444444,10.2645555556,11.9173333333,19.2787777778,11.5042222222,29.7595555555,11.2335555555
539.34,9.80555555557,47.5458888889,19.0963333333,24.5578888889,10.2824444445,11.925,19.2938888889,11.4948888889,29.8192222222,11.23
539.69,9.82077777778,47.5164444444,19.1722222222,24.6045555555,10.304,11.948,19.3217777778,11.5088888889,29.8672222222,11.2297777778
540.03,9.82422222222,47.4811111111,19.2253333333,24.624,10.3218888889,11.9566666667,19.3237777778,11.5023333333,29.9113333333,11.2397777778
540.37,9.83277777779,47.4891111111,19.3001111111,24.6625555556,10.3431111111,11.9603333333,19.3545555555,11.5242222222,29.9862222222,11.2485555556
540.72,9.82266666667,47.4964444444,19.3332222222,24.7094444444,10.3564444445,11.9556666667,19.3897777778,11.5338888889,30.0484444445,11.2553333334
541.06,9.82344444443,47.4711111111,19.354,24.7314444444,10.3624444444,11.9344444445,19.3896666667,11.5233333333,30.0894444445,11.2324444444
541.40,9.80055555557,47.4275555555,19.3633333333,24.7442222222,10.3502222222,11.9106666667,19.3755555556,11.5287777778,30.1007777778,11.2051111111
541.75,9.81011111111,47.4656666667,19.4255555556,24.7963333333,10.3672222222,11.9136666667,19.3943333333,11.5327777778,30.1598888889,11.204
542.09,9.81,47.5005555555,19.4687777778,24.8196666667,10.3712222222,11.9044444444,19.416,11.5434444444,30.2133333333,11.2145555555
542.43,9.84488888889,47.5858888889,19.5327777778,24.9072222222,10.4236666667,11.9411111111,19.4708888889,11.5883333333,30.2935555556,11.253
542.78,9.88122222222,47.681,19.6341111111,24.9898888889,10.4914444444,11.9784444445,19.5283333333,11.6335555555,30.3686666667,11.295
543.12,9.9,47.7577777778,19.7236666666,25.0862222222,10.5534444444,12.0052222222,19.5953333333,11.6936666667,30.4675555555,11.3198888889
543.46,9.91455555557,47.8086666667,19.7988888889,25.1665555555,10.5972222222,12.016,19.634,11.7057777778,30.5532222222,11.3293333333
543.81,9.93955555558,47.8711111111,19.8767777778,25.251,10.6454444444,12.0294444444,19.6815555555,11.7457777778,30.6404444445,11.3594444444
544.15,9.94522222222,47.8893333333,19.9277777778,25.3058888889,10.6801111111,12.042,19.696,11.7614444444,30.7013333333,11.3611111111
544.49,9.95233333333,47.9071111111,19.9906666667,25.3444444444,10.7191111111,12.0443333333,19.7154444444,11.7731111111,30.7483333333,11.3672222222
544.84,9.96533333333,47.9423333334,20.0752222222,25.3972222222,10.766,12.0657777778,19.7751111111,11.7904444444,30.8185555556,11.3992222222
545.18,10.0052222222,48.015,20.1712222222,25.4695555556,10.8241111111,12.1084444444,19.8391111111,11.8163333333,30.9005555556,11.4306666667
545.52,10.0317777778,48.0864444444,20.2511111111,25.5303333333,10.8735555556,12.125,19.9005555555,11.8503333333,30.9865555556,11.4526666667
545.87,10.0681111111,48.1493333333,20.3652222222,25.6253333333,10.9365555555,12.1704444444,19.9625555556,11.8838888889,31.0618888889,11.4741111111
546.21,10.0673333333,48.172,20.4442222222,25.676,10.9728888889,12.1711111111,19.9775555556,11.9013333333,31.1181111111,11.4946666667
546.55,10.048,48.1824444445,20.493,25.6927777778,10.9692222222,12.1617777778,19.9972222222,11.894,31.1657777778,11.4718888889
546.90,10.0557777778,48.2036666667,20.5414444445,25.7116666667,10.9754444444,12.1617777778,20.0112222222,11.8745555556,31.1956666666,11.4744444445
547.24,10.0712222222,48.2648888889,20.6075555555,25.7552222222,11.0108888889,12.1796666667,20.0391111111,11.9022222222,31.2711111111,11.4868888889
547.58,10.0527777778,48.3126666667,20.6671111111,25.8194444444,11.0345555556,12.1827777778,20.0735555556,11.904,31.3375555556,11.4744444444
547.92,10.0987777778,48.408,20.78,25.8973333333,11.0733333333,12.2122222222,20.1356666667,11.9246666667,31.4225555556,11.4926666667
548.27,10.1737777778,48.5321111111,20.9257777778,26.0236666667,11.1651111111,12.2936666667,20.2438888889,11.9853333334,31.5685555555,11.5421111111
548.61,10.1372222222,48.5715555555,20.9721111111,26.0646666667,11.1673333333,12.2888888889,20.2402222222,11.9677777778,31.6097777778,11.5065555556
548.95,10.1482222222,48.6922222222,21.0987777778,26.1754444445,11.2383333333,12.3118888889,20.319,12.0068888889,31.7645555556,11.5404444444
549.29,10.1688888889,48.6942222222,21.1947777778,26.2461111111,11.3021111111,12.3457777778,20.3683333333,12.0523333333,31.8721111111,11.5751111111
549.64,10.1717777778,48.7464444444,21.2511111111,26.3258888889,11.336,12.3447777778,20.4114444445,12.0631111111,31.9924444444,11.5544444445
549.98,10.1458888889,48.7002222222,21.297,26.3447777778,11.3371111111,12.3416666667,20.4366666666,12.0104444444,32.0593333333,11.5211111111
550.32,10.1702222222,48.6823333333,21.389,26.4187777778,11.4177777778,12.3652222222,20.4766666667,12.0135555556,32.1423333333,11.5434444445
550.66,10.209,48.7148888889,21.4991111111,26.5311111111,11.4991111111,12.4381111111,20.5658888889,12.0502222222,32.2711111111,11.6093333333
551.01,10.2606666667,48.7307777778,21.58,26.619,11.5338888889,12.4682222222,20.6031111111,12.0738888889,32.35,11.6607777778
551.35,10.3195555556,48.7677777778,21.6904444444,26.6906666667,11.5966666667,12.502,20.6738888889,12.1168888889,32.4491111111,11.7002222222
551.69,10.3552222222,48.7404444444,21.7808888889,26.7675555556,11.6781111111,12.5444444444,20.7521111111,12.1623333333,32.5376666667,11.7544444444
552.03,10.3286666667,48.7031111111,21.7841111111,26.7734444444,11.6764444444,12.506,20.7317777778,12.1353333333,32.5547777778,11.7214444445
552.38,10.4053333333,48.7672222222,21.9048888889,26.8734444445,11.7508888889,12.546,20.7943333333,12.2117777778,32.6693333333,11.7877777778
552.72,10.439,48.8122222222,21.9566666667,26.9237777778,11.7772222222,12.5735555555,20.821,12.23,32.7295555556,11.7975555556
553.06,10.4576666667,48.8844444444,22.0217777778,26.9765555556,11.7837777778,12.6012222222,20.8394444444,12.2403333333,32.7874444444,11.8207777778
553.40,10.4911111111,48.948,22.1244444445,27.0517777778,11.8441111111,12.6432222222,20.8931111111,12.2868888889,32.8495555556,11.8695555556
553.74,10.537,49.0313333333,22.2251111111,27.1263333333,11.8931111111,12.6725555556,20.946,12.335,32.9256666666,11.8853333334
554.09,10.5124444445,49.0277777778,22.2382222222,27.1416666666,11.8634444444,12.6695555555,20.9501111111,12.3458888889,32.9476666667,11.8768888889
554.43,10.5265555556,49.0677777778,22.3146666667,27.1836666666,11.8783333333,12.6535555555,20.966,12.3632222222,33.026,11.8475555556
554.77,10.4557777778,49.0403333333,22.3363333333,27.1622222222,11.8893333334,12.6341111111,20.9961111111,12.3287777778,33.0586666667,11.8106666667
555.11,10.4415555556,49.0514444444,22.3397777778,27.1501111111,11.9053333333,12.6226666667,20.9983333333,12.3103333333,33.0851111111,11.7991111111
555.45,10.455,49.104,22.4028888889,27.196,11.9297777778,12.6074444445,20.9962222222,12.3267777778,33.1762222222,11.7967777778
555.80,10.472,49.1815555556,22.4977777778,27.2435555555,11.9616666667,12.6374444444,21.0292222222,12.3568888889,33.2891111111,11.8136666667
556.14,10.4756666667,49.1876666667,22.5478888889,27.2636666667,12.0158888889,12.6831111111,21.1058888889,12.3832222222,33.3361111111,11.8374444444
556.48,10.5202222222,49.1968888889,22.6818888889,27.3525555556,12.0873333333,12.7471111111,21.1923333334,12.4228888889,33.3973333333,11.8833333334
556.82,10.5376666667,49.219,22.7491111111,27.3985555555,12.1877777778,12.725,21.2914444444,12.417,33.4856666667,11.8874444444
557.16,10.5521111111,49.1673333333,22.8322222222,27.4511111111,12.2456666666,12.7575555556,21.3405555556,12.4474444444,33.5661111111,11.9172222222
557.50,10.5832222222,49.2118888889,22.9442222222,27.526,12.3441111111,12.8113333333,21.4131111111,12.4672222222,33.6534444445,11.9605555556
557.85,10.6055555556,49.2198888889,23.0553333333,27.5892222222,12.4134444445,12.8397777778,21.4602222222,12.4881111111,33.7254444444,11.987
558.19,10.6003333333,49.2105555556,23.1023333333,27.6012222222,12.4487777778,12.8471111111,21.4814444444,12.467,33.7467777778,11.9955555556
558.53,10.6511111111,49.3346666667,23.227,27.7183333333,12.5085555556,12.8717777778,21.5344444445,12.4915555556,33.898,12.0371111111
558.87,10.6534444445,49.323,23.3276666667,27.7797777778,12.553,12.898,21.5972222222,12.5077777778,33.9642222222,12.0308888889
559.21,10.6177777778,49.3428888889,23.3712222222,27.7761111111,12.5345555556,12.8874444444,21.6141111111,12.4687777778,33.9951111111,11.9993333333
559.55,10.6071111111,49.3441111111,23.4478888889,27.8561111111,12.5741111111,12.9075555556,21.6538888889,12.4778888889,34.0172222222,12.0022222222
559.89,10.5938888889,49.3722222222,23.5297777778,27.8705555555,12.5702222222,12.8723333334,21.6366666667,12.4397777778,34.0751111111,11.9844444445
560.23,10.5424444444,49.3727777778,23.532,27.8791111111,12.5643333333,12.7972222222,21.6286666667,12.368,34.1425555556,11.9326666667
560.58,10.519,49.3166666667,23.56,27.8688888889,12.532,12.8137777778,21.5791111111,12.3668888889,34.1378888889,11.8988888889
560.92,10.5397777778,49.4126666667,23.6417777778,27.8936666667,12.5725555555,12.815,21.6045555556,12.3513333333,34.1818888889,11.9154444445
561.26,10.5457777778,49.3744444444,23.6675555556,27.8976666667,12.5562222222,12.8075555556,21.5821111111,12.3425555555,34.2133333334,11.9246666667
561.60,10.5643333333,49.4355555556,23.728,27.9814444444,12.5773333333,12.8062222222,21.6065555555,12.3574444445,34.2975555556,11.9355555555
561.94,10.6213333333,49.4682222222,23.8241111111,28.0635555556,12.6347777778,12.8556666666,21.6565555555,12.4162222222,34.3864444445,11.9971111111
562.28,10.6295555556,49.451,23.8672222222,28.0577777778,12.661,12.8743333333,21.6805555556,12.4316666667,34.3958888889,11.9592222222
562.62,10.6597777778,49.5244444444,23.9721111111,28.1434444444,12.7127777778,12.9225555556,21.7176666667,12.4656666667,34.4733333333,12.0117777778
562.96,10.6525555556,49.5285555556,24.0422222222,28.22,12.7611111111,12.9137777778,21.7552222222,12.4753333333,34.5594444444,12.0185555556
563.30,10.6694444445,49.5194444445,24.0824444444,28.2363333333,12.7765555556,12.8795555555,21.7697777778,12.4671111111,34.617,12.0308888889
563.64,10.6904444445,49.466,24.1391111111,28.2731111111,12.8427777778,12.9002222222,21.8421111111,12.4923333333,34.6515555556,12.0693333333
563.99,10.7725555556,49.5202222222,24.265,28.3705555555,12.967,13.0155555556,21.9243333333,12.6143333333,34.7484444444,12.1731111111
564.33,10.779,49.506,24.3294444444,28.4262222222,13.0034444445,13.0283333333,21.9613333333,12.6398888889,34.7954444445,12.1893333333
564.67,10.783,49.401,24.3362222222,28.4283333333,13.0065555556,13.0241111111,21.9348888889,12.6275555555,34.7911111111,12.1731111111
565.01,10.7413333333,49.4064444444,24.365,28.4536666666,13.0271111111,13.0148888889,21.9278888889,12.6236666667,34.8138888889,12.1298888889
565.35,10.7302222222,49.3701111111,24.4057777778,28.4216666667,13.0562222222,13.0044444445,21.9392222222,12.5865555555,34.8311111111,12.1253333333
565.69,10.691,49.3742222222,24.4324444445,28.4375555556,13.0813333333,12.9971111111,21.9531111111,12.5718888889,34.8644444444,12.1113333333
566.03,10.7162222222,49.3963333334,24.5346666667,28.5232222222,13.144,13.0178888889,22.0054444444,12.6035555555,34.9447777778,12.1894444444
566.37,10.7254444444,49.3634444445,24.5674444444,28.5655555556,13.1763333333,12.9967777778,22.0318888889,12.5925555556,34.982,12.1638888889
566.71,10.7772222222,49.4192222222,24.64,28.6126666666,13.2525555555,13.0545555555,22.0734444445,12.6512222222,35.0235555556,12.2371111111
567.05,10.8084444444,49.4521111111,24.7278888889,28.6956666667,13.3188888889,13.1135555555,22.1386666666,12.6922222222,35.1098888889,12.2515555555
567.39,10.8113333334,49.4926666667,24.7728888889,28.7542222222,13.3367777778,13.1257777778,22.1524444444,12.6995555556,35.1671111111,12.2407777778
567.73,10.7638888889,49.471,24.7694444444,28.7276666667,13.3025555556,13.0611111111,22.1294444445,12.6204444444,35.1514444445,12.1768888889
568.07,10.7552222222,49.4828888889,24.83,28.7667777778,13.3563333333,13.0365555556,22.1635555555,12.6031111111,35.1974444444,12.182
568.41,10.768,49.5536666667,24.9088888889,28.8355555555,13.416,13.0442222222,22.2335555556,12.6298888889,35.3181111111,12.1985555555
568.75,10.7838888889,49.5286666667,24.9757777778,28.8591111111,13.4652222222,13.0503333334,22.2877777778,12.6514444445,35.3324444444,12.2215555556
569.09,10.8375555556,49.6272222222,25.1038888889,28.977,13.5387777778,13.1115555555,22.3615555556,12.7262222222,35.4914444444,12.2804444444
569.43,10.8386666667,49.6298888889,25.1682222222,29.0295555555,13.5663333333,13.129,22.3916666667,12.7276666667,35.5393333333,12.2713333333
569.77,10.8448888889,49.5738888889,25.1874444445,28.9945555556,13.5691111111,13.1242222222,22.3784444445,12.7203333333,35.5205555556,12.2535555556
570.11,10.817,49.5486666666,25.2127777778,28.9838888889,13.549,13.1088888889,22.3692222222,12.7041111111,35.5685555556,12.2662222222
570.45,10.7841111111,49.539,25.2808888889,28.9978888889,13.5655555556,13.0967777778,22.4153333333,12.6587777778,35.6194444444,12.2398888889
570.79,10.7377777778,49.4242222222,25.2807777778,28.9041111111,13.5253333333,13.0568888889,22.3617777778,12.5905555556,35.5785555556,12.2221111111
571.13,10.7122222222,49.3815555556,25.3127777778,28.917,13.5255555556,13.021,22.3308888889,12.5511111111,35.5898888889,12.1854444444
571.47,10.739,49.3708888889,25.3896666667,28.9775555555,13.5552222222,13.0397777778,22.3666666667,12.5784444444,35.6371111111,12.2098888889
571.81,10.7861111111,49.3791111111,25.4685555556,29.0358888889,13.5944444444,13.1016666667,22.4076666667,12.6217777778,35.717,12.27
572.15,10.7743333333,49.3202222222,25.4788888889,29.0101111111,13.5805555555,13.0878888889,22.406,12.6033333333,35.7072222222,12.2521111111
572.49,10.8343333333,49.3847777778,25.5818888889,29.103,13.6407777778,13.1342222222,22.4674444444,12.6422222222,35.8487777778,12.314
572.83,10.7943333333,49.347,25.5657777778,29.1102222222,13.6386666667,13.1095555556,22.4411111111,12.5974444444,35.8204444445,12.2794444445
573.17,10.8276666667,49.3885555556,25.6771111111,29.1683333333,13.6923333333,13.1318888889,22.4906666667,12.6348888889,35.9198888889,12.3046666667
573.51,10.8037777778,49.3883333333,25.7023333333,29.207,13.7038888889,13.0911111111,22.4845555555,12.6186666667,35.9921111111,12.2737777778
573.85,10.7943333333,49.3826666667,25.7505555555,29.2382222222,13.7414444444,13.088,22.5001111111,12.5991111111,36.0051111111,12.245
