wavelength,Back_OreFram,Belly_OreFram,Breast_OreFram,Crissum_OreFram,Crown_OreFram,DorTail_OreFram,Patch10_OreFram,Rump_OreFram,Throat_OreFram,WingTip_OreFram
335.01,6.21325,2.3415,3.07566666666,2.3795,4.74633333333,7.19056018519,17.5576666667,8.88774999999,3.09333333333,7.17666666667
335.38,6.44075,2.59691666667,3.26425,2.57333333333,5.01566666667,7.43299074074,17.8011666667,9.11866666668,3.30758333333,7.39441666667
335.74,6.69683333333,2.87558333333,3.455625,2.82033333333,5.2125,7.65352777778,18.0836666667,9.35775,3.52933333333,7.64266666667
336.11,6.65566666666,2.87691666667,3.39941666667,2.77133333333,5.19058333333,7.67501851852,18.1998333333,9.3895,3.48383333333,7.63525
336.47,6.56341666667,2.82158333333,3.27516666667,2.66766666667,5.11291666667,7.53284259259,18.2576666666,9.39416666667,3.38608333333,7.56166666667
336.84,6.67691666666,2.9595,3.348625,2.781,5.28583333333,7.64175462963,18.4433333334,9.60075,3.46266666667,7.6955
337.21,6.685,2.94791666667,3.29479166667,2.65483333334,5.26141666667,7.63938425926,18.5051666666,9.67316666666,3.4005,7.63616666666
337.57,6.81233333334,3.03758333333,3.358625,2.71183333333,5.36025,7.74499537037,18.58375,9.777,3.50166666667,7.67125
337.94,6.94266666667,3.15866666666,3.54616666667,2.80925,5.42683333333,7.82526851852,18.7220833333,9.90874999999,3.605,7.74658333333
338.31,7.12858333333,3.38141666667,3.80608333333,3.0205,5.56183333333,8.03816203704,19.01475,10.1594166667,3.79333333334,7.9295
338.67,7.20575,3.50108333333,3.87129166666,3.05875,5.689,8.09156481481,19.1565,10.2865833333,3.83633333333,7.96941666667
339.04,7.34208333334,3.66466666667,3.952875,3.15308333333,5.78533333333,8.19171296296,19.332,10.4560833333,3.96725,8.05608333333
339.40,7.16866666666,3.51941666667,3.83470833333,2.95891666666,5.57908333333,8.03366666667,19.30275,10.2998333333,3.794,7.82216666667
339.77,7.1175,3.45633333333,3.767625,2.88833333333,5.51358333333,7.94101851852,19.3273333333,10.2544166667,3.71058333334,7.69225
340.14,7.19766666666,3.52966666667,3.818875,2.967,5.57516666667,7.97512037037,19.43275,10.38675,3.83716666666,7.72291666667
340.50,7.50091666667,3.78933333334,4.115625,3.2265,5.89333333333,8.28203240741,19.7369166667,10.6408333334,4.16891666666,7.99741666667
340.87,7.477,3.80366666667,4.12316666667,3.21033333333,5.86033333333,8.26336574074,19.8335,10.615,4.21566666667,7.99483333333
341.23,7.69716666667,4.05241666667,4.29904166667,3.39541666667,6.05616666666,8.44230555556,20.1401666667,10.8408333333,4.42758333333,8.2175
341.60,7.73475,4.15416666667,4.35508333333,3.43641666667,6.1335,8.47965740741,20.3150833333,10.9078333333,4.47741666667,8.27758333333
341.96,7.68725,4.09675,4.26908333333,3.418,6.114,8.51014814815,20.4155,10.91125,4.39816666667,8.26608333333
342.33,7.62716666667,4.03491666667,4.20729166667,3.35958333333,6.10491666667,8.44464351852,20.4066666667,10.8725833333,4.33391666667,8.2105
342.70,7.62866666666,4.03183333333,4.160875,3.29666666666,6.06158333334,8.44431944444,20.4246666667,10.7905,4.32566666667,8.15658333333
343.06,7.629,4.02658333333,4.14554166667,3.27591666667,6.10975,8.46318518519,20.4650833333,10.8305833333,4.37475,8.16916666666
343.43,7.58991666666,3.98066666666,4.110875,3.24825,6.09108333333,8.43197222222,20.4920833333,10.8555833333,4.39433333333,8.2095
343.79,7.607,3.98725,4.13133333333,3.24691666667,6.1245,8.43120833334,20.5901666666,10.8989166667,4.41875,8.27866666667
344.16,7.51458333333,3.93008333333,4.046875,3.10633333333,6.09616666667,8.34811111111,20.61725,10.7885833333,4.37775,8.19633333333
344.52,7.3325,3.70441666667,3.83429166667,2.888,5.85425,8.17313425926,20.5106666666,10.6795,4.171,7.99833333333
344.89,7.42575,3.765,3.84545833333,2.96041666667,5.90566666666,8.24290277778,20.5173333333,10.7330833333,4.22633333333,8.025
345.25,7.43125,3.693,3.85620833333,2.97616666667,5.90741666667,8.24247685185,20.4839166667,10.7010833333,4.21766666667,7.96158333333
345.62,7.40283333333,3.62291666667,3.78345833333,2.93366666667,5.87675,8.20357407408,20.4541666667,10.6931666667,4.21441666667,7.89791666667
345.99,7.35041666667,3.57541666666,3.69525,2.85016666667,5.82966666667,8.11079166666,20.4246666667,10.6159166667,4.21083333333,7.83991666667
346.35,7.49633333333,3.69016666667,3.73920833333,2.92975,5.92633333333,8.22148148148,20.5625,10.70725,4.31008333333,7.96258333333
346.72,7.48841666666,3.67641666667,3.78679166667,2.92491666667,5.91475,8.24251388889,20.5580833333,10.699,4.34675,7.92516666666
347.08,7.54491666667,3.75016666667,3.86820833333,2.956,5.98775,8.34408796297,20.66775,10.7764166667,4.39666666667,7.96133333333
347.45,7.70733333333,3.82425,3.93375,3.04358333333,6.05516666667,8.42213888889,20.7489166667,10.8421666667,4.46725,8.00133333333
347.81,7.8145,3.92866666667,4.0305,3.149,6.17425,8.55066666667,20.86475,10.9558333334,4.56466666666,8.062
348.18,8.01908333333,4.05716666667,4.208,3.28966666667,6.28233333333,8.70714814815,21.0418333333,11.1525833333,4.66658333333,8.24866666667
348.54,8.0195,4.11975,4.2025,3.29808333333,6.30891666667,8.67120833333,21.1019166667,11.14375,4.66725,8.20391666667
348.91,8.031,4.1405,4.19991666667,3.27475,6.33441666666,8.65705092593,21.2198333333,11.1944166667,4.64341666666,8.20408333333
349.27,8.00675,4.13525,4.17433333333,3.2805,6.38641666667,8.62391666667,21.2824166667,11.2045,4.65675,8.21358333333
349.64,7.87666666667,3.99808333333,4.08133333333,3.11875,6.25558333333,8.45025,21.2975833333,11.0809166666,4.4765,8.08425
350.00,7.85041666667,3.96258333333,4.05025,3.07458333334,6.18125,8.40034259259,21.3384166667,11.0801666667,4.37241666667,8.02091666667
350.37,7.73866666667,3.827,3.96766666667,2.93016666667,6.073,8.28413425926,21.285,10.9850833333,4.257,7.9005
350.73,7.81325,3.83016666667,3.97895833333,2.92925,6.14091666666,8.30943518518,21.4823333333,11.1010833333,4.21783333333,7.97391666667
351.10,7.66316666667,3.6315,3.80683333334,2.81583333333,5.96466666667,8.06285185185,21.4164166667,10.95025,4.03833333334,7.79941666667
351.46,7.45525,3.44291666667,3.63725,2.64841666666,5.83916666667,7.94822685185,21.40175,10.79575,3.855,7.61991666667
351.83,7.30391666666,3.2515,3.45716666667,2.48391666667,5.69341666666,7.80252314815,21.3596666666,10.6419166667,3.66441666666,7.44225
352.19,7.25108333333,3.19616666666,3.38908333333,2.505,5.71308333333,7.79140740741,21.4219166667,10.5921666667,3.62225,7.36825
352.55,7.3555,3.21116666667,3.48425,2.59091666667,5.803,7.88030555556,21.5469166666,10.7086666667,3.717,7.48641666667
352.92,7.34208333334,3.18791666667,3.49033333333,2.60991666667,5.82166666667,7.87317592592,21.5999166666,10.702,3.71875,7.495
353.28,7.47583333333,3.29083333333,3.57570833333,2.69525,5.85941666667,8.02087037037,21.8125833333,10.8451666667,3.8405,7.59383333333
353.65,7.53866666667,3.31825,3.553875,2.72508333333,5.88033333333,8.10186111111,21.9011666666,10.9034166667,3.87683333333,7.65441666667
354.01,7.56866666667,3.27966666667,3.552625,2.73633333333,5.91575,8.07814351852,21.996,10.9255833333,3.89491666667,7.71341666667
354.38,7.56558333333,3.29283333333,3.53933333333,2.79883333333,5.95933333333,8.07851388889,22.1158333334,10.9509166667,3.9275,7.73408333333
354.74,7.55416666666,3.29941666666,3.522125,2.85091666667,5.9685,8.06734722222,22.173,10.9768333333,3.96316666667,7.76308333333
355.11,7.56516666667,3.30291666667,3.55554166666,2.82675,5.93833333333,8.12031018519,22.1855833333,10.978,3.932,7.78916666667
355.47,7.68075,3.44308333333,3.6755,2.90958333334,6.00366666666,8.1805,22.3074166666,11.1214166667,4.028,7.90758333333
355.83,7.79983333333,3.54833333333,3.774375,3.03966666667,6.09516666667,8.26240277778,22.4420833333,11.2404166667,4.17908333333,8.01833333333
356.20,7.74325,3.54733333333,3.75204166667,3.04091666667,6.06608333334,8.20608796296,22.46925,11.2601666667,4.15466666667,8.02308333333
356.56,7.82991666666,3.61816666667,3.8265,3.11416666667,6.11691666667,8.2860787037,22.59375,11.3291666667,4.16075,8.09891666667
356.93,7.76675,3.52566666666,3.779125,3.05883333333,6.01725,8.20280092593,22.5555,11.291,4.11583333333,8.041
357.29,7.63275,3.33208333333,3.61133333333,2.89583333333,5.87533333333,8.01165277777,22.45375,11.1603333333,3.89658333333,7.90508333333
357.66,7.70958333333,3.36266666667,3.69295833333,2.98166666667,5.92825,8.07793055556,22.558,11.2216666667,3.93575,7.93266666667
358.02,7.68041666667,3.35533333333,3.69375,2.96641666667,5.90583333333,8.08229166667,22.6204166667,11.2138333333,3.91958333333,7.89783333333
358.38,7.67716666666,3.31633333333,3.699375,2.94675,5.86675,8.08124537037,22.6756666667,11.2276666667,3.8915,7.87958333333
358.75,7.64466666667,3.28916666667,3.66429166667,2.86275,5.80166666667,8.00450462963,22.71425,11.1855,3.82341666667,7.81108333334
359.11,7.68358333334,3.3515,3.698125,2.91483333333,5.86875,8.01274074074,22.8506666666,11.2728333333,3.9075,7.85625
359.48,7.764,3.44391666667,3.79395833333,3.02566666667,6.01366666667,8.09955555555,23.0138333334,11.41,4.02883333333,7.9555
359.84,7.75133333333,3.43816666667,3.815375,2.99941666667,5.98975,8.08541203704,23.0513333334,11.4171666667,3.98875,7.96058333333
360.20,7.79358333333,3.42858333333,3.82054166667,2.97391666667,5.96716666667,8.06810185185,23.0914166666,11.4045,3.96075,7.93483333333
360.57,7.69983333333,3.32983333333,3.71641666666,2.85858333333,5.88066666667,7.95390277778,23.06425,11.3291666667,3.87341666666,7.82491666667
360.93,7.73958333333,3.36641666667,3.73525,2.88241666667,5.93291666667,7.95298148148,23.1633333333,11.3701666667,3.87308333333,7.83083333333
361.29,7.75783333333,3.40875,3.79391666667,2.94458333333,5.97116666666,7.96902777778,23.2190833333,11.36625,3.9205,7.84333333333
361.66,7.75425,3.40233333333,3.81483333333,2.92691666667,5.98208333333,7.96132870371,23.2705,11.396,3.90825,7.84058333333
362.02,7.77683333333,3.41475,3.823875,2.93166666667,6.01483333333,7.96361111111,23.2879166666,11.44775,3.91116666667,7.84166666667
362.39,7.83933333333,3.44191666667,3.86979166667,2.9375,6.05375,7.97818055556,23.36825,11.4975833333,3.95308333333,7.87233333333
362.75,7.88233333333,3.44025,3.91308333333,2.951,6.10875,8.00880092593,23.42325,11.5491666667,3.9865,7.91416666667
363.11,7.88025,3.39483333333,3.88845833333,2.92108333333,6.10325,7.98090740741,23.48925,11.5368333333,3.948,7.89075
363.48,7.8165,3.28058333334,3.81016666667,2.8475,6.02966666667,7.87965740741,23.4494166667,11.4360833333,3.87625,7.77883333333
363.84,7.825,3.24366666666,3.759625,2.80741666667,6.0605,7.85846759259,23.5070833333,11.43425,3.85341666667,7.7075
364.20,7.82708333333,3.184,3.73145833333,2.76891666667,6.05191666667,7.84864351852,23.5509166667,11.4553333333,3.8535,7.68
364.57,7.79408333334,3.12608333333,3.66658333333,2.74308333333,6.03008333333,7.768875,23.5645833333,11.4006666667,3.805,7.61341666667
364.93,7.75633333333,3.052,3.610375,2.67116666667,5.98091666667,7.73429166667,23.5666666667,11.3654166667,3.72541666667,7.54616666667
365.29,7.77291666667,3.06166666667,3.61883333333,2.67166666667,5.98808333333,7.74648148148,23.63925,11.4415,3.72683333333,7.55083333334
365.66,7.72725,3.01741666666,3.55470833333,2.63658333333,5.91208333333,7.66160185185,23.613,11.3754166667,3.673,7.48316666667
366.02,7.74275,3.01266666666,3.5655,2.63991666667,5.93508333334,7.67034722222,23.7001666667,11.3608333333,3.70075,7.46225
366.38,7.63366666666,2.94358333333,3.47395833334,2.58433333333,5.86241666667,7.58631944444,23.6806666667,11.27575,3.60591666667,7.34758333333
366.75,7.62325,2.90333333333,3.40566666666,2.57666666666,5.82766666666,7.51286111111,23.6590833333,11.25625,3.5715,7.25908333333
367.11,7.669,2.94275,3.46275,2.63625,5.86991666667,7.54710185185,23.7214166667,11.328,3.59991666667,7.31208333333
367.47,7.81525,3.089,3.611375,2.75616666667,5.99158333333,7.68813888889,23.8594166667,11.4666666667,3.69483333333,7.45141666667
367.84,7.87458333333,3.11466666667,3.6615,2.8095,6.01816666667,7.70863425926,23.9366666667,11.5159166667,3.71225,7.50683333333
368.20,7.91566666667,3.1785,3.71758333333,2.87058333333,6.05808333333,7.73619907407,24.0233333333,11.5504166667,3.7295,7.5405
368.56,7.94316666667,3.15841666667,3.74133333334,2.86508333333,6.0615,7.72388888889,24.0775,11.5898333333,3.72941666667,7.54958333333
368.93,7.97641666667,3.17175,3.75833333333,2.88875,6.07633333333,7.69665740741,24.1624166667,11.58825,3.77541666667,7.57216666667
369.29,7.98125,3.09708333334,3.691625,2.81383333333,6.03533333333,7.64024537037,24.1815,11.5255833333,3.74575,7.53758333334
369.65,8.03233333333,3.11308333333,3.69791666667,2.81283333333,6.094,7.63969444444,24.3091666667,11.5695833333,3.73575,7.58283333333
370.01,8.09766666667,3.16316666667,3.74545833333,2.84583333334,6.10533333334,7.67419907408,24.366,11.637,3.7535,7.64275
370.38,8.14566666667,3.201,3.75983333334,2.87683333334,6.164,7.71108796297,24.43275,11.67925,3.75725,7.68558333333
370.74,8.17675,3.27833333333,3.81670833333,2.93383333333,6.238,7.79983796296,24.5776666667,11.7190833333,3.78791666667,7.781
371.10,8.16291666666,3.23791666667,3.76141666667,2.88291666666,6.20908333333,7.75973611111,24.596,11.6839166667,3.74441666667,7.71666666667
371.46,8.10808333333,3.14716666667,3.67083333333,2.8005,6.10725,7.67278240741,24.64325,11.5926666667,3.66408333334,7.63675
371.83,8.08991666667,3.14466666667,3.68429166667,2.78691666667,6.07475,7.69852314815,24.6581666667,11.56625,3.65683333334,7.63391666667
372.19,8.03508333333,3.042,3.581375,2.70633333333,5.99483333333,7.58516203703,24.6556666667,11.4866666667,3.56525,7.55791666667
372.55,8.03191666666,3.10683333333,3.61929166667,2.73891666667,6.05741666666,7.66830555555,24.733,11.5030833333,3.60908333333,7.59183333333
372.92,8.00966666667,3.11316666667,3.62529166667,2.71216666666,6.07441666666,7.68932407407,24.7674166667,11.5223333333,3.58483333333,7.56575
373.28,8.04383333333,3.16175,3.71041666667,2.76683333333,6.14491666666,7.72215277778,24.9060833333,11.5959166667,3.60491666667,7.59558333333
373.64,8.1115,3.22233333333,3.77241666667,2.84066666667,6.21291666667,7.78848611111,24.9646666667,11.6530833333,3.67633333333,7.61525
374.00,8.07958333333,3.15408333334,3.71383333334,2.78675,6.14216666667,7.74480555555,25.0104166667,11.6168333333,3.63583333333,7.54641666666
374.37,8.14325,3.1825,3.76020833334,2.79925,6.153,7.76767592592,25.0968333333,11.6605,3.67291666667,7.59041666667
374.73,8.17533333334,3.15525,3.764375,2.77975,6.12175,7.72119444445,25.1735833333,11.6754166667,3.67958333333,7.56983333333
375.09,8.21483333334,3.20183333333,3.80375,2.80241666667,6.1435,7.75777777778,25.2575833333,11.6905,3.71666666667,7.60958333333
375.45,8.28383333333,3.24225,3.85920833333,2.85658333334,6.21708333333,7.79648148148,25.323,11.7701666667,3.75983333334,7.64591666667
375.81,8.31741666667,3.26316666667,3.90216666667,2.88491666667,6.25141666667,7.75923148148,25.4115,11.8230833333,3.8175,7.65141666666
376.18,8.40058333333,3.36258333333,3.98479166667,2.94983333333,6.32508333333,7.87226851852,25.53075,11.89175,3.89941666667,7.74441666667
376.54,8.49533333334,3.44491666667,4.06491666667,3.05991666666,6.37616666667,7.93025925926,25.6969166667,11.97575,3.97625,7.81941666667
376.90,8.56791666667,3.5105,4.11204166667,3.14925,6.43525,7.98418981482,25.8510833333,12.0723333333,4.04,7.89983333333
377.26,8.54175,3.50425,4.062625,3.14058333333,6.41275,7.96641203704,25.8086666667,12.0314166667,4.03675,7.86883333334
377.63,8.54141666667,3.51516666667,4.09233333333,3.14541666667,6.42366666667,7.97185648148,25.89175,12.07475,4.10116666667,7.91941666666
377.99,8.5925,3.5595,4.145625,3.17825,6.47391666667,8.01424537037,25.9801666667,12.1223333333,4.11641666666,7.93658333333
378.35,8.64333333333,3.5975,4.17025,3.21191666667,6.50775,8.03672222223,26.0673333333,12.1689166667,4.15066666667,7.95866666667
378.71,8.68058333333,3.66308333333,4.21883333333,3.25933333334,6.5755,8.09928703703,26.10725,12.2143333333,4.18066666667,7.99008333333
379.07,8.71141666667,3.694,4.26495833333,3.28925,6.60575,8.14397222222,26.1591666667,12.23875,4.2195,8.01816666666
379.44,8.67125,3.69816666667,4.219125,3.24641666667,6.54825,8.11944907407,26.2170833333,12.2695833333,4.20425,7.98833333334
379.80,8.68183333333,3.7125,4.15695833333,3.22733333333,6.54166666667,8.13251388889,26.24825,12.27025,4.18766666666,7.98383333333
380.16,8.72541666667,3.7505,4.20158333333,3.25741666667,6.60325,8.14738888889,26.3005833333,12.31325,4.23316666667,7.98716666667
380.52,8.76183333333,3.7485,4.18820833333,3.2065,6.59825,8.12455555556,26.305,12.3165833333,4.23066666666,7.98891666667
380.88,8.771,3.72733333333,4.16683333333,3.15991666667,6.55816666666,8.08677314815,26.3204166667,12.2511666667,4.19608333333,7.95616666667
381.24,8.83958333333,3.81,4.228875,3.22516666666,6.62516666667,8.13861111111,26.4171666667,12.32775,4.24533333333,8.00225
381.61,8.854,3.83225,4.21070833333,3.22408333334,6.61958333333,8.15150925926,26.534,12.3478333333,4.21266666667,7.98408333333
381.97,8.82608333333,3.83883333333,4.20258333333,3.24366666667,6.63183333333,8.12706944444,26.5755833334,12.345,4.24308333333,8.02341666666
382.33,8.78416666666,3.81283333333,4.17995833333,3.23458333334,6.62908333333,8.1119212963,26.5925833333,12.33125,4.2235,7.99241666667
382.69,8.82741666667,3.85491666667,4.20925,3.28458333333,6.65458333333,8.15146759259,26.7160833333,12.3835833333,4.28966666667,8.03891666667
383.05,8.89466666667,3.92266666667,4.26133333333,3.35725,6.71775,8.20479166667,26.8475,12.4600833333,4.34141666667,8.08591666666
383.41,8.97616666667,3.99,4.319,3.43958333333,6.81666666667,8.27619444445,26.931,12.4955,4.41066666667,8.14791666666
383.77,8.95833333334,3.98591666667,4.29375,3.42125,6.81933333333,8.25246296296,26.99275,12.4728333333,4.39975,8.14241666667
384.14,8.92908333333,3.9785,4.276875,3.40858333333,6.782,8.24225462963,27.0403333333,12.47,4.36975,8.13458333333
384.50,8.96633333333,4.03658333333,4.31004166666,3.48666666667,6.84633333333,8.29413888889,27.1509166667,12.52725,4.41325,8.19616666667
384.86,9.0305,4.12241666667,4.38516666667,3.59816666667,6.94691666667,8.4055,27.27225,12.64775,4.53291666666,8.28841666667
385.22,9.05175,4.10933333333,4.37591666667,3.57758333333,6.95158333333,8.41735185185,27.36425,12.6625,4.54041666667,8.29266666667
385.58,9.07441666666,4.0985,4.39704166667,3.60691666667,6.99358333333,8.42863888889,27.4091666667,12.6805,4.5705,8.30158333333
385.94,9.10225,4.13333333333,4.422,3.64666666666,7.03341666667,8.48310185185,27.47625,12.7061666667,4.61283333333,8.31125
386.30,9.21166666667,4.22916666667,4.494375,3.73975,7.09716666667,8.58665740741,27.5948333333,12.7634166667,4.70733333333,8.40491666666
386.66,9.2295,4.23391666667,4.49591666667,3.76783333333,7.11558333333,8.61164814815,27.6716666667,12.7894166667,4.70491666667,8.41033333333
387.03,9.248,4.23191666667,4.47358333334,3.77558333334,7.12858333333,8.6066712963,27.7441666667,12.80275,4.70533333333,8.4125
387.39,9.21533333333,4.20291666666,4.44575,3.7485,7.08066666666,8.5807175926,27.7595833333,12.7838333333,4.67333333333,8.39133333333
387.75,9.28641666666,4.26775,4.514125,3.81333333333,7.136,8.66052314815,27.8695,12.8815,4.733,8.46391666667
388.11,9.33616666667,4.33791666667,4.556125,3.87908333333,7.19658333333,8.70732407408,27.9404166667,12.9449166667,4.8,8.51941666667
388.47,9.28916666667,4.28708333333,4.515875,3.82275,7.14816666667,8.66456018518,27.9426666667,12.9039166667,4.75641666667,8.44608333334
388.83,9.29783333334,4.24241666667,4.47345833333,3.775,7.1095,8.61926388889,27.9365,12.8738333333,4.70408333334,8.41175
389.19,9.35066666666,4.29891666667,4.53166666667,3.836,7.13983333333,8.67214351852,28.0156666667,12.9218333333,4.74866666667,8.44766666667
389.55,9.35133333333,4.32658333333,4.52654166666,3.82516666667,7.14691666666,8.698875,28.0675,12.91825,4.74333333334,8.44675
389.91,9.37850000001,4.34391666667,4.53441666667,3.82566666666,7.17575,8.70967592592,28.07325,12.93625,4.74416666667,8.47025
390.27,9.32300000001,4.33958333333,4.50229166667,3.76808333334,7.15375,8.65009259259,28.1,12.9293333333,4.712,8.4355
390.63,9.29874999999,4.325,4.47754166667,3.7205,7.13166666667,8.61694444444,28.1074166667,12.89775,4.67925,8.41075
391.00,9.24708333334,4.29016666667,4.44620833333,3.68708333333,7.08833333333,8.56675,28.0728333334,12.8486666667,4.65516666667,8.35975
391.36,9.29541666668,4.33908333333,4.471875,3.72916666667,7.15425,8.60569444444,28.19075,12.89725,4.68416666667,8.42091666667
391.72,9.30125,4.36091666667,4.51570833333,3.76183333333,7.19066666666,8.62184722222,28.2269166667,12.9051666667,4.689,8.43316666667
392.08,9.26866666667,4.30758333333,4.47158333333,3.70858333333,7.15116666667,8.581875,28.2626666667,12.8745,4.64541666666,8.38341666667
392.44,9.28308333333,4.33316666666,4.49470833333,3.74266666667,7.16725,8.6034212963,28.2884166667,12.8976666667,4.66675,8.4015
392.80,9.2515,4.34008333333,4.490625,3.75408333333,7.17866666666,8.59045833333,28.3005,12.8764166667,4.67783333333,8.37266666667
393.16,9.22291666668,4.32216666667,4.44945833333,3.72291666667,7.1865,8.55086111111,28.3375833334,12.8634166667,4.64366666667,8.37
393.52,9.25066666668,4.344,4.48583333334,3.76216666667,7.22458333333,8.56056018519,28.3445833333,12.8738333333,4.6825,8.39016666667
393.88,9.26049999999,4.327,4.46170833333,3.74566666667,7.22033333333,8.51905555555,28.4275833333,12.88375,4.66033333334,8.372
394.24,9.26925000001,4.29008333333,4.462125,3.76608333333,7.23208333333,8.52318518518,28.4670833334,12.8806666667,4.64791666667,8.35308333334
394.60,9.28825000001,4.31533333333,4.49441666667,3.78966666667,7.26658333334,8.55731018519,28.507,12.8886666667,4.66541666667,8.36908333333
394.96,9.31291666666,4.33083333333,4.49466666667,3.80391666666,7.29583333333,8.59708333334,28.583,12.9289166667,4.65875,8.3975
395.32,9.26658333333,4.2845,4.46454166667,3.78208333334,7.26066666667,8.56529166667,28.5533333333,12.8776666667,4.63641666667,8.31566666667
395.68,9.25691666668,4.26616666667,4.42675,3.76175,7.23816666667,8.54335648148,28.59,12.86275,4.64533333333,8.29525
396.04,9.27283333334,4.296,4.44391666667,3.8005,7.28566666667,8.58532407407,28.6194166667,12.8815833334,4.67433333334,8.33341666667
396.40,9.26224999999,4.25758333333,4.40516666667,3.76566666667,7.26816666667,8.57209259259,28.6843333333,12.8835,4.66575,8.32208333333
396.76,9.24883333334,4.23758333333,4.399875,3.73675,7.25366666667,8.56753703704,28.76875,12.8914166667,4.637,8.34633333334
397.12,9.22775000001,4.19858333333,4.397875,3.73083333333,7.21475,8.56168055556,28.7779166667,12.8483333333,4.627,8.31358333333
397.48,9.15708333333,4.14991666666,4.326875,3.65983333333,7.14783333333,8.497125,28.83625,12.8225,4.55575,8.25941666667
397.84,9.13016666667,4.171,4.33658333333,3.67608333333,7.16266666667,8.50952314815,28.85675,12.8186666667,4.55675,8.26733333333
398.20,9.17225,4.22091666667,4.38983333333,3.72233333333,7.19516666667,8.53849537037,28.93225,12.8776666667,4.60025,8.30441666667
398.56,9.18191666666,4.22508333334,4.37345833333,3.73583333333,7.196,8.52647685185,29.0128333333,12.9266666667,4.61725,8.31616666667
398.92,9.18700000001,4.2495,4.398,3.75291666667,7.23041666667,8.51997685185,29.04,12.9515833333,4.65133333333,8.30875
399.28,9.19716666666,4.26033333333,4.41275,3.75766666667,7.2495,8.51136111111,29.09325,12.9734166667,4.64925,8.338
399.64,9.14483333333,4.21491666667,4.37891666667,3.72641666667,7.22075,8.4642037037,29.079,12.93375,4.6075,8.29241666667
400.00,9.13075,4.1805,4.35679166667,3.69916666667,7.20475,8.43122685185,29.1305,12.9073333333,4.58833333333,8.26125
400.36,9.13366666667,4.18791666667,4.36495833333,3.69758333333,7.21658333333,8.40433796296,29.167,12.8868333333,4.5715,8.271
400.72,9.17408333333,4.22683333333,4.390125,3.73383333333,7.25458333333,8.42902777778,29.2388333333,12.92225,4.5805,8.28166666667
401.08,9.20641666668,4.26108333333,4.40866666667,3.75541666666,7.30558333333,8.43094907408,29.3425,12.9685,4.59033333333,8.30933333333
401.44,9.20450000001,4.237,4.40445833334,3.74658333333,7.30441666667,8.41830555556,29.3480833333,12.9578333333,4.58475,8.31033333333
401.80,9.20400000001,4.196,4.386625,3.72083333333,7.26483333333,8.39189814815,29.3893333334,12.9315,4.559,8.2795
402.16,9.13733333333,4.1135,4.30595833333,3.64716666667,7.20583333333,8.33317592593,29.3825833333,12.85525,4.48933333333,8.21333333334
402.52,9.07891666667,4.03391666667,4.25845833333,3.58191666667,7.14116666667,8.28001388889,29.394,12.77875,4.42875,8.14466666667
402.88,9.06783333333,3.98891666667,4.22616666666,3.55041666666,7.09991666666,8.2482037037,29.4333333333,12.7463333333,4.38866666667,8.12675
403.24,9.08408333333,4.00908333333,4.24941666667,3.57083333333,7.10475,8.28696759259,29.4553333333,12.7560833333,4.40466666666,8.11925
403.60,9.12216666667,4.02133333333,4.26829166667,3.58141666667,7.12641666667,8.30989814815,29.55,12.783,4.418,8.13908333333
403.95,9.16000000001,4.03908333333,4.28595833333,3.6015,7.14358333334,8.33978240741,29.6479166667,12.8316666667,4.42941666667,8.15916666666
404.31,9.16275000001,4.0535,4.29570833333,3.632,7.165,8.36683796296,29.6973333333,12.8673333333,4.44233333333,8.15591666667
404.67,9.17258333333,4.04791666667,4.309375,3.64858333333,7.18125,8.37935648148,29.7473333333,12.8849166667,4.4625,8.16241666666
405.03,9.16375,4.04725,4.30479166667,3.65766666667,7.1755,8.37818981482,29.7468333334,12.8798333333,4.47816666667,8.16608333333
405.39,9.21333333333,4.08416666667,4.35133333333,3.71391666666,7.20883333333,8.43332407407,29.8503333334,12.92325,4.51075,8.20116666666
405.75,9.19583333334,4.08483333333,4.34054166667,3.71566666667,7.20791666667,8.43820833333,29.8715833334,12.9424166667,4.51,8.19525
406.11,9.20599999999,4.09266666667,4.36654166667,3.74033333334,7.23325,8.45311111111,29.9291666667,12.9758333333,4.52258333333,8.2065
406.47,9.23425,4.1415,4.38975,3.77716666667,7.28266666666,8.48281018519,29.9673333333,13.0145,4.538,8.23075
406.83,9.21266666668,4.13783333333,4.39733333333,3.78366666667,7.27775,8.48767592593,30.00175,12.9926666667,4.53591666667,8.21291666667
407.19,9.17049999999,4.09158333333,4.358,3.75091666667,7.24816666667,8.43161574074,30.0509166667,12.9865,4.49408333333,8.20241666667
407.55,9.17950000001,4.09225,4.363875,3.75125,7.25316666666,8.436875,30.089,13.0060833333,4.48708333333,8.20433333334
407.90,9.13991666667,4.06983333333,4.35241666667,3.72441666667,7.23225,8.39469907407,30.0775833333,12.9719166667,4.46533333333,8.18408333333
408.26,9.14816666666,4.076,4.35879166667,3.71583333333,7.2405,8.39180092593,30.1444166667,12.9791666667,4.46325,8.17291666667
408.62,9.13658333334,4.07208333333,4.35308333333,3.698,7.23375,8.38109722222,30.17125,12.9644166666,4.45341666667,8.13733333333
408.98,9.13733333333,4.07733333333,4.35641666667,3.69208333333,7.238,8.40314351851,30.2290833333,12.9910833333,4.4485,8.12341666667
