wavelength,Back_DelCasf,Belly_DelCasf,Breast_DelCasf,Crissum_DelCasf,Crown_DelCasf,DorTail_DelCasf,Patch10_DelCasf,Patch11_DelCasf,Rump_DelCasf,Throat_DelCasf,WingTip_DelCasf
330.98,10.4191333333,4.9038,5.04166666667,4.07133333333,22.2385333333,7.56513333333,3.67106666666,20.6134666667,10.0585333333,8.70700000001,9.20166666667
331.34,10.7612666667,5.2854,5.3974,4.27753333333,22.4224,7.84446666667,3.94893333333,20.8549333333,10.2557333333,8.98853333333,9.58759999999
331.71,11.1466,5.74453333333,5.77773333333,4.6742,22.6285333333,8.1312,4.293,21.1218666667,10.6626,9.35753333333,9.94039999999
332.08,10.9926666667,5.6442,5.57886666667,4.424,22.4586,7.9322,4.1464,20.9574,10.4976666667,9.24673333333,9.76159999999
332.44,10.8932,5.46473333333,5.4592,4.24473333333,22.4346666667,7.83633333333,3.93513333333,20.9229333333,10.3625333333,9.09206666667,9.62833333333
332.81,10.6584666667,5.03173333333,5.05313333333,3.87746666667,22.2637333333,7.45286666667,3.51626666667,20.6058666667,10.0615333333,8.88053333334,9.30213333334
333.18,10.3041333333,4.65133333333,4.63006666667,3.48066666667,22.1212666667,7.0388,3.119,20.3509333333,9.71346666666,8.49499999999,8.93226666667
333.54,10.1791333333,4.35626666667,4.45193333333,3.23066666667,21.9781333333,6.7694,2.88446666667,20.1582666667,9.52680000001,8.35240000001,8.6292
333.91,10.1586,4.34266666667,4.3976,3.16766666667,22.1472666667,6.7782,2.84366666667,20.1766,9.49653333333,8.39053333332,8.57046666667
334.28,10.3011333333,4.4292,4.35833333333,3.24986666667,22.3016,6.78473333333,2.83646666667,20.2226666667,9.46926666666,8.58,8.6544
334.64,10.2469333333,4.36273333333,4.28426666666,3.19826666667,22.3773333333,6.71506666667,2.75613333333,20.1501333333,9.34933333333,8.64526666667,8.5136
335.01,10.3558666667,4.4088,4.33953333334,3.1916,22.4669333333,6.7028,2.84413333333,20.1597333333,9.38073333333,8.69566666666,8.52586666667
335.38,10.0737333333,4.05066666667,4.07486666666,2.97746666667,22.1802,6.4042,2.59006666667,19.8135333334,9.06726666667,8.42700000001,8.20813333333
335.74,9.91000000001,3.82066666667,3.91386666667,2.79473333333,22.1643333333,6.2422,2.4394,19.7781333333,8.84873333333,8.31646666666,8.048
336.11,9.96413333334,3.827,4.03453333333,2.82353333333,22.3547333333,6.32686666667,2.47426666667,19.9282,8.85053333334,8.33046666667,8.1136
336.47,10.0690666667,3.92493333333,4.1948,2.97233333333,22.4011333333,6.53786666667,2.61626666667,19.9827333333,8.947,8.42273333333,8.21246666666
336.84,9.98673333335,3.95106666667,4.13346666667,2.88533333333,22.4413333333,6.5108,2.61726666667,19.9921333333,8.92266666666,8.34633333333,8.18726666667
337.21,10.2149333333,4.1552,4.3136,3.0486,22.6449333333,6.6992,2.81573333333,20.1444,9.15799999999,8.57126666666,8.33993333334
337.57,10.1546,4.10106666667,4.30333333333,2.97193333333,22.6599333333,6.6512,2.7772,20.0772666667,9.10119999999,8.50799999999,8.25913333333
337.94,10.0497333333,4.04093333333,4.27046666667,2.9806,22.4909333333,6.5122,2.77086666667,19.8990666667,9.01213333333,8.4232,8.14786666667
338.31,10.1391333333,4.13906666667,4.373,3.08093333334,22.6284,6.5198,2.84093333333,20.0212666667,9.14053333333,8.31046666666,8.14213333333
338.67,10.1173333333,4.12233333333,4.32993333333,3.0526,22.6404666667,6.4928,2.76873333333,20.0428666666,9.11793333333,8.21266666666,8.12733333333
339.04,9.9516,4.09093333333,4.28473333333,2.98393333334,22.5422666667,6.41566666667,2.71926666667,19.9622,9.04273333333,8.17766666667,8.0096
339.40,10.1575333333,4.33186666667,4.48953333333,3.2344,22.8408666667,6.64426666667,2.95346666667,20.1291333333,9.31086666667,8.38593333333,8.23866666667
339.77,10.4153333333,4.55553333333,4.75066666667,3.43153333333,23.0682666667,6.82293333333,3.20833333333,20.1756,9.59799999999,8.59306666667,8.49333333334
340.14,10.5138,4.67453333333,4.76293333333,3.56593333333,23.0684666667,6.87133333333,3.3084,20.1545333333,9.7556,8.70446666666,8.59833333333
340.50,10.6124666667,4.77346666667,4.83773333333,3.73833333333,23.3106,6.83026666667,3.45526666667,20.2232,9.94526666667,8.86946666667,8.70306666668
340.87,10.8762666667,5.02326666667,5.19986666667,4.12626666667,23.4976,7.116,3.82046666667,20.4406,10.2303333333,9.18553333333,8.98313333333
341.23,10.7702666667,4.96033333333,5.1304,4.0552,23.4468,7.06806666667,3.7674,20.373,10.1461333333,9.14026666667,8.9618
341.60,10.8464,5.0582,5.13413333333,4.19926666667,23.5214666666,7.12993333333,3.84553333333,20.4068666667,10.2456666667,9.22113333333,9.106
341.96,10.8611333333,5.05846666667,5.1086,4.21813333333,23.5572666667,7.1508,3.78413333333,20.4228666667,10.2588666667,9.20566666666,9.14860000001
342.33,10.8834666667,4.97246666667,4.9988,4.14946666667,23.4898,7.15913333333,3.76266666667,20.3074,10.2716,9.26473333335,9.20306666666
342.70,11.1219333333,5.19613333333,5.22286666667,4.474,23.7590666667,7.39526666667,4.1004,20.56,10.5094666667,9.53639999999,9.50146666666
343.06,11.2891333333,5.31886666667,5.3256,4.69426666667,24.0337333333,7.59893333333,4.24566666667,20.7857333333,10.6766,9.69766666665,9.70820000001
343.43,11.4178,5.37006666667,5.4526,4.83626666667,24.1952666667,7.67486666667,4.3342,20.9295333333,10.7494,9.84206666667,9.75286666667
343.79,11.3086,5.1744,5.24186666666,4.70646666667,24.1246,7.49546666667,4.13633333333,20.8649333333,10.5636666667,9.68319999999,9.61093333333
344.16,11.2708,5.14346666667,5.238,4.67693333333,24.1914666667,7.42306666667,4.10333333333,20.9022,10.4939333333,9.69393333333,9.59566666667
344.52,11.2762666667,5.22046666667,5.2154,4.63086666667,24.1282,7.4566,4.05893333333,20.8756,10.4194666667,9.65346666665,9.58173333333
344.89,11.1052,5.00813333334,4.93533333333,4.36073333333,23.9882666667,7.23733333333,3.70593333333,20.7225333334,10.1880666667,9.44433333333,9.35013333333
345.25,11.2059333333,5.00406666667,4.97293333333,4.40886666666,24.0609333333,7.24826666667,3.7216,20.7146666667,10.2119333333,9.47126666667,9.34693333333
345.62,11.4134,5.15046666667,5.16046666667,4.49146666666,24.3478666667,7.37653333333,3.86486666667,20.9216,10.3975333333,9.63586666667,9.47353333333
345.99,11.3904666667,5.10626666667,5.13133333333,4.40813333333,24.4761333333,7.31053333334,3.82366666667,20.9681333333,10.3886666667,9.69040000001,9.41793333334
346.35,11.3498,5.04733333333,5.1538,4.3882,24.5269333333,7.28,3.75886666667,21.011,10.3326666667,9.69080000001,9.33779999999
346.72,11.0791333333,4.82433333333,4.91626666667,4.0566,24.2545333333,7.0374,3.44466666667,20.7600666666,10.0839333333,9.45826666667,8.97560000001
347.08,10.8648666667,4.68586666667,4.68946666667,3.84293333333,24.0391333333,6.79153333333,3.2114,20.5378,9.85806666666,9.27526666667,8.67006666667
347.45,10.8258,4.6086,4.56326666667,3.6528,23.9001333334,6.6478,3.0858,20.4822,9.75899999999,9.21959999999,8.529
347.81,10.9736,4.78926666666,4.75126666667,3.79273333333,24.0333333333,6.82493333333,3.2458,20.6685333333,9.95560000001,9.46453333335,8.63539999999
348.18,11.1386,4.8258,4.832,3.8932,24.1934666667,6.9238,3.2914,20.7862,10.0024666667,9.52286666665,8.60053333333
348.54,11.1114666667,4.70733333333,4.75746666667,3.8008,24.2886,6.84853333333,3.24366666667,20.8118666667,9.96039999999,9.53646666667,8.53240000001
348.91,11.2474666667,4.85613333333,4.9924,3.9412,24.4991333333,6.95346666667,3.46066666667,20.9748,10.1466,9.68653333335,8.71566666666
349.27,11.2518666667,4.9322,5.03153333333,4.0128,24.5418666667,6.9566,3.49553333333,21.0032666666,10.1990666667,9.71459999999,8.76346666667
349.64,11.2596666667,5.01113333333,5.11553333333,4.1774,24.4935333333,7.0306,3.52146666667,21.0234666667,10.2032,9.81433333332,8.80213333334
350.00,11.3913333333,5.18893333333,5.2922,4.38586666667,24.5616,7.19586666667,3.71113333333,21.1204,10.3542666667,9.91473333333,8.94859999999
350.37,11.3538666667,5.1654,5.28546666667,4.3268,24.6091333333,7.12373333333,3.69506666667,21.1271333333,10.3394666667,9.88346666667,8.9284
350.73,11.5192666667,5.2276,5.3722,4.39533333333,24.8096666667,7.141,3.80213333333,21.216,10.4616,9.96506666667,9.03486666667
351.10,11.6294666667,5.28446666667,5.51586666667,4.46593333333,25.0188666667,7.25006666667,3.91553333333,21.3702,10.6661333333,10.1071333333,9.18400000001
351.46,11.5416,5.22913333334,5.443,4.41793333333,25.101,7.20833333333,3.83033333333,21.3033333333,10.6444,10.0543333333,9.15619999999
351.83,11.344,5.01953333333,5.25353333333,4.25826666667,24.9617333333,7.0304,3.65686666667,21.137,10.4387333333,9.82299999999,9.02699999999
352.19,11.2498,4.9908,5.21666666667,4.18373333333,24.9432666667,7.02086666667,3.624,21.0162666666,10.4678,9.808,9.03900000001
352.55,11.3154,5.00793333333,5.29666666667,4.22333333333,24.9664666667,7.072,3.5614,21.0602666667,10.5284,9.79800000001,9.01686666666
352.92,11.1978,4.86293333333,5.14306666667,4.10106666667,24.8371333333,6.95853333333,3.34386666667,20.9587333333,10.4207333333,9.64486666666,8.83153333333
353.28,11.2100666667,4.86893333334,5.14553333333,4.0354,24.8618666667,6.99073333333,3.27606666667,21.0012666667,10.3952666667,9.55946666667,8.8118
353.65,11.1887333333,4.8008,5.02466666667,3.94726666667,24.9007333333,6.97653333333,3.2334,21.0085333333,10.3775333333,9.49853333333,8.75046666666
354.01,11.1356666667,4.7166,4.85526666667,3.83986666667,24.8348666667,6.87673333333,3.1346,20.9233333333,10.3294,9.46513333334,8.64386666667
354.38,11.1558666667,4.7166,4.76706666667,3.86633333334,24.8454666667,6.8694,3.1262,20.8958,10.3294,9.48693333332,8.60106666666
354.74,11.0612,4.64513333333,4.66393333333,3.7892,24.8814,6.83406666667,3.00286666667,20.9271333333,10.2894666667,9.4544,8.58839999999
355.11,11.0580666667,4.56453333333,4.61766666666,3.7342,24.9856666667,6.77666666667,2.8876,20.8888666667,10.1778666667,9.38899999999,8.54793333333
355.47,11.0656,4.62266666667,4.61846666667,3.7448,25.0276666667,6.7894,2.89113333333,20.9408666667,10.1887333333,9.39146666668,8.56126666667
355.83,11.1258,4.6962,4.6356,3.75626666667,25.1274666667,6.82853333333,2.88653333333,20.9838,10.2244666667,9.42253333333,8.60679999999
356.20,11.1023333333,4.7312,4.6188,3.71946666667,25.1393333333,6.8026,2.87966666667,21.068,10.1763333333,9.37039999999,8.61440000001
356.56,11.2078,4.8694,4.72386666667,3.77833333333,25.2978666667,6.88846666667,3.03693333333,21.1782666667,10.2865333333,9.5588,8.73106666666
356.93,11.2670666667,4.9242,4.76313333333,3.83833333333,25.3863333333,6.91246666667,3.15513333333,21.2488666667,10.3112666667,9.62239999998,8.74286666667
357.29,11.3225333333,4.89833333333,4.7752,3.9258,25.5423333333,6.93766666667,3.2096,21.3385333333,10.3565333333,9.77366666668,8.77046666667
357.66,11.3167333333,4.90313333333,4.7748,3.93933333333,25.5444666667,6.87913333333,3.1832,21.3510666667,10.3345333333,9.76973333333,8.76820000001
358.02,11.3990666667,4.89826666667,4.84966666667,3.95993333333,25.7004666667,6.92306666667,3.19273333333,21.4595333333,10.3292666667,9.80900000001,8.80840000001
358.38,11.3257333333,4.7998,4.82513333333,3.90446666667,25.7272666667,6.861,3.12926666667,21.4398,10.2481333333,9.7668,8.75959999999
358.75,11.415,4.8816,4.91,4.03766666667,25.8411333333,6.92746666667,3.23973333333,21.5253333333,10.3140666667,9.85766666667,8.8136
359.11,11.4551333334,4.92606666667,4.9422,4.08846666667,25.8327333333,6.94726666666,3.33733333333,21.5795333333,10.3414666667,9.89966666667,8.79773333334
359.48,11.6353333333,5.03253333333,5.1288,4.30346666667,25.9708,7.10873333333,3.51486666667,21.7408666667,10.4546,10.081,8.97206666667
359.84,11.665,5.07413333333,5.20806666667,4.34313333333,26.0318666667,7.1464,3.56926666667,21.7424666666,10.4746,10.1388,8.95093333334
360.20,11.7545333333,5.10293333333,5.21993333333,4.372,26.1075333334,7.15126666667,3.60053333333,21.7414,10.5086,10.2132666667,8.96633333333
360.57,11.7367333333,5.07973333333,5.1226,4.36433333333,26.1398666666,7.12466666666,3.5558,21.7568666667,10.4296666667,10.1561333333,8.95213333333
360.93,11.8246,5.11366666667,5.17133333333,4.38046666667,26.2994,7.20186666667,3.57873333333,21.8516666667,10.5145333333,10.2445333333,9.06986666666
361.29,11.8444,5.14073333333,5.25326666667,4.3626,26.3174666667,7.2114,3.59606666667,21.8482,10.5548,10.2766666667,9.0682
361.66,12.0305333333,5.31273333333,5.42,4.4972,26.5387333334,7.3938,3.75706666667,22.018,10.7259333333,10.4520666667,9.19386666667
362.02,12.1180666667,5.43473333333,5.48746666667,4.57333333333,26.6448666667,7.47053333333,3.8178,22.103,10.8108666667,10.5417333333,9.26226666667
362.39,12.2652666667,5.553,5.6152,4.6606,26.7136666667,7.58366666667,3.91626666667,22.1943333333,10.9103333333,10.6234,9.35293333334
362.75,12.3392,5.58533333334,5.67553333333,4.6448,26.7330666667,7.59653333333,3.9218,22.1996,10.9239333333,10.6610666667,9.35773333333
363.11,12.3771333333,5.58653333333,5.69753333333,4.6064,26.7679333333,7.63346666667,3.9216,22.274,10.9784,10.7092666667,9.3906
363.48,12.2784,5.52673333333,5.65353333333,4.51513333333,26.7320666667,7.5652,3.84606666667,22.1409333333,10.9552666667,10.5703333333,9.28906666667
363.84,12.3482,5.58666666667,5.66393333333,4.58926666667,26.8416,7.62466666667,3.8832,22.2315333333,11.0570666667,10.627,9.36133333333
364.20,12.3785333333,5.5838,5.72833333333,4.625,26.9194666667,7.6584,3.85,22.2897333333,11.1119333333,10.6760666667,9.40400000001
364.57,12.4262666667,5.58866666667,5.7868,4.67286666667,26.9949333333,7.6488,3.8982,22.2986666667,11.2132666667,10.7119333333,9.42146666666
364.93,12.491,5.6828,5.82933333333,4.75966666667,27.0328666666,7.69973333333,3.96426666667,22.2967333333,11.2712,10.795,9.43206666667
365.29,12.4932,5.66133333333,5.70646666667,4.7152,27.0914,7.6268,3.91433333333,22.2765333333,11.2398,10.7782,9.38926666666
365.66,12.2474666667,5.35206666667,5.41846666667,4.44606666667,26.9094666667,7.357,3.633,22.0613333333,11.0059333333,10.5533333333,9.12186666667
366.02,12.2144,5.30206666667,5.39366666667,4.40806666667,26.9140666667,7.31386666667,3.59673333333,22.0054,10.959,10.5275333333,9.06026666667
366.38,12.1695333333,5.25673333333,5.30026666667,4.37446666667,26.9423333333,7.2684,3.55653333333,21.9696666667,10.9094,10.5524666667,8.96666666668
366.75,12.1002,5.20786666667,5.20873333334,4.34266666667,26.9276,7.27013333333,3.52106666667,21.9587333333,10.8948,10.4907333333,8.89906666667
367.11,12.1251333333,5.25646666667,5.2144,4.413,27.0053333333,7.278,3.56093333333,21.9261333333,10.9259333333,10.5188666667,8.88313333334
367.47,12.1737333333,5.243,5.1726,4.41873333333,27.109,7.255,3.53666666667,22.0112,10.9403333333,10.6252666667,8.87226666667
367.84,12.1757333333,5.22086666667,5.2278,4.41373333334,27.1670666667,7.219,3.56986666667,22.0526666666,10.9244666667,10.6807333333,8.85726666667
368.20,12.1459333333,5.17246666667,5.1862,4.39446666667,27.1462666667,7.18726666667,3.5568,22.0275333334,10.8869333333,10.6457333333,8.79340000001
368.56,12.1002,5.13,5.1516,4.3216,27.158,7.16313333333,3.50013333334,22.0098666667,10.8133333333,10.6564,8.71513333333
368.93,11.9806666667,5.0146,5.06026666667,4.19033333333,27.2431333333,7.053,3.3952,22.0221333333,10.7236666667,10.5938,8.58113333333
369.29,12.0112666667,5.11373333333,5.1164,4.28746666667,27.2948,7.15113333333,3.45693333333,22.1039333333,10.7754666667,10.6422666666,8.61506666667
369.65,12.1918666667,5.3384,5.31806666667,4.46033333333,27.533,7.2994,3.6424,22.2981333333,10.9062666667,10.8254666667,8.78033333334
370.01,12.2473333333,5.35046666667,5.3394,4.488,27.5618666667,7.2944,3.65613333333,22.3456,10.9538,10.8592,8.79293333334
370.38,12.3025333333,5.4508,5.44166666667,4.55586666667,27.6432,7.31873333333,3.71526666667,22.3727333333,11.0158,10.8932,8.88826666667
370.74,12.286,5.4154,5.44273333334,4.54206666667,27.6439333333,7.2746,3.68993333333,22.3193333333,10.9588,10.9176,8.89286666666
371.10,12.3778,5.49826666667,5.51386666667,4.6,27.7860666667,7.32086666667,3.74106666666,22.4187333333,10.9989333333,11.0128,8.98706666667
371.46,12.3563333333,5.51126666666,5.5186,4.53993333333,27.7564666667,7.30293333333,3.77153333333,22.4279333333,10.9988666667,10.9802,8.97273333333
371.83,12.3399333333,5.51213333333,5.46586666667,4.5282,27.7681333333,7.29286666667,3.7192,22.4092666667,10.9797333333,10.9192666667,8.94373333334
372.19,12.3486666667,5.52493333333,5.4416,4.4906,27.8556,7.24006666667,3.72573333333,22.4492,11.0002,10.9280666667,8.90826666667
372.55,12.4202,5.58933333333,5.51526666667,4.53826666667,27.9058666667,7.2824,3.78,22.4889333333,11.0486,10.9928,8.94579999999
372.92,12.5007333333,5.60573333333,5.52793333333,4.53206666667,27.9089333333,7.29313333333,3.80426666667,22.5274,11.0573333333,11.0033333333,8.98080000001
373.28,12.5066,5.5948,5.5678,4.4968,27.9322,7.2736,3.81366666667,22.5554666667,11.0842666667,11.0191333333,9.01666666666
373.64,12.493,5.57,5.54446666667,4.4572,27.9772,7.2956,3.7868,22.536,11.1302,11.0085333333,9.01906666667
374.00,12.4514,5.55953333333,5.49793333333,4.44226666667,28.0610666667,7.32566666667,3.7828,22.5148666667,11.0774,10.9640666667,8.99633333333
374.37,12.5712666667,5.62733333333,5.58246666667,4.53433333333,28.1702666667,7.43573333333,3.8506,22.6478666667,11.1940666667,11.0518666666,9.11073333333
374.73,12.6245333333,5.66866666667,5.61226666667,4.5694,28.3678,7.4832,3.84793333334,22.7588,11.2910666667,11.0749333333,9.13406666667
375.09,12.5832666667,5.61373333333,5.575,4.54313333333,28.3834666667,7.45686666667,3.81786666667,22.7487333333,11.2361333333,11.078,9.12333333333
375.45,12.679,5.65093333333,5.6304,4.5758,28.5637333333,7.5268,3.85533333333,22.8532666667,11.2799333333,11.1258666667,9.13420000001
375.81,12.7070666667,5.60793333333,5.6124,4.50626666667,28.6543333333,7.49946666667,3.82373333333,22.906,11.2825333333,11.152,9.10266666666
376.18,12.6891333333,5.601,5.64,4.5638,28.7348,7.55193333333,3.82666666666,22.9187333334,11.2503333333,11.1686666667,9.1188
376.54,12.5640666667,5.48726666667,5.50613333334,4.47353333334,28.7764666667,7.44906666667,3.69326666667,22.8752666667,11.1699333333,11.0632,9.03120000001
376.90,12.497,5.4502,5.47866666667,4.46366666667,28.7701333333,7.37213333333,3.59666666666,22.8123333333,11.1147333333,11.0186,8.98366666667
377.26,12.4812666667,5.42486666667,5.4236,4.48786666667,28.78,7.32646666667,3.55026666666,22.8090666667,11.0654666667,11.0212,8.92326666666
377.63,12.4943333333,5.46946666667,5.46453333334,4.5274,28.7851333333,7.3278,3.56053333333,22.8426666667,11.0481333333,11.0772,8.92966666667
377.99,12.473,5.4394,5.4396,4.46313333333,28.8468,7.26633333334,3.49306666667,22.9053333333,11.0317333333,11.1004,8.92286666666
378.35,12.3736,5.3364,5.31186666667,4.33006666667,28.8423333333,7.1544,3.37253333333,22.8909333334,10.9376,11.0520666667,8.76253333333
378.71,12.3415333333,5.31753333333,5.2798,4.2746,28.7830666667,7.082,3.36293333333,22.8433333333,10.8764666667,11.0464,8.71426666667
379.07,12.3285333334,5.2826,5.25233333333,4.23066666667,28.7951333333,7.02573333333,3.302,22.8481333333,10.8462666667,11.0346,8.62693333333
379.44,12.2014,5.1556,5.09713333333,4.101,28.7558666667,6.88846666667,3.1302,22.7546666667,10.7086,10.9586,8.5212
379.80,12.1824,5.18153333333,5.08673333333,4.10406666667,28.7468,6.8952,3.1356,22.7552,10.6758666667,10.9698,8.49399999999
380.16,12.2334666667,5.23473333333,5.10853333333,4.09673333333,28.7436666667,6.90446666667,3.1504,22.8043333333,10.7046,11.0124666667,8.51200000001
380.52,12.3569333333,5.307,5.16533333333,4.1392,28.7608,6.93713333333,3.2146,22.8232,10.744,11.0598666667,8.55753333333
380.88,12.485,5.40313333333,5.2344,4.23046666667,28.9048,7.03026666667,3.2976,22.9474,10.8404,11.1906,8.62786666666
381.24,12.4451333333,5.34813333333,5.20706666667,4.14873333333,28.8908,6.99153333333,3.25193333333,22.8954666667,10.7845333333,11.1474666667,8.6066
381.61,12.4373333333,5.28126666667,5.14453333333,4.13966666667,28.8788666667,6.91886666667,3.23133333333,22.8514666667,10.732,11.1100666667,8.56413333333
381.97,12.458,5.29833333333,5.19533333333,4.2208,28.92,6.92986666667,3.26833333333,22.8736666666,10.7690666667,11.1410666667,8.54086666666
382.33,12.5395333333,5.38166666667,5.2726,4.30593333333,29.0396,7.02453333333,3.34066666666,22.9795333333,10.8464,11.2448666667,8.6364
382.69,12.6865333333,5.4398,5.39193333333,4.40666666667,29.2750666667,7.1514,3.414,23.1396,10.9779333333,11.3434666667,8.74893333334
383.05,12.7494,5.50733333333,5.4474,4.48766666667,29.3858,7.23026666667,3.46693333333,23.2005333333,11.0561333333,11.3804666667,8.80906666667
383.41,12.836,5.60806666667,5.56926666667,4.6074,29.4808666667,7.30773333333,3.57566666667,23.2900666667,11.1712,11.4692666667,8.88593333333
383.77,12.9295333334,5.6716,5.65413333333,4.70873333333,29.583,7.38626666667,3.6382,23.3297333333,11.2760666667,11.561,8.973
384.14,12.9528666667,5.6266,5.64846666667,4.69693333333,29.6576666667,7.3492,3.6144,23.3064666667,11.2550666667,11.5682,8.98033333333
384.50,12.9545333333,5.61106666667,5.65813333333,4.6998,29.7504,7.36506666667,3.58946666667,23.3699333333,11.2762,11.6056666667,8.9962
384.86,13.0560666667,5.66773333333,5.74706666667,4.776,29.8581333333,7.433,3.697,23.4500666667,11.368,11.6782666666,9.07933333334
385.22,13.1686666667,5.74093333333,5.8052,4.85,30.029,7.49093333333,3.79233333334,23.5908,11.4778,11.7814,9.13546666667
385.58,13.1677333333,5.72493333333,5.78686666667,4.78826666667,30.0822,7.46773333333,3.76173333333,23.5824,11.4956666667,11.7531333333,9.11439999999
385.94,13.2024,5.76793333333,5.7854,4.75173333333,30.1305333333,7.4716,3.77233333333,23.5884,11.4908666667,11.791,9.14273333333
386.30,13.2249333333,5.78766666667,5.82706666667,4.76346666667,30.2220666667,7.45633333333,3.769,23.5729333333,11.4998,11.7973333333,9.15199999999
386.66,13.2271333333,5.8454,5.84493333333,4.78753333333,30.196,7.42633333333,3.80473333333,23.5531333333,11.4938666667,11.8628,9.182
387.03,13.2082666667,5.81153333333,5.7888,4.6976,30.1397333333,7.37286666667,3.73673333333,23.4948,11.427,11.8418,9.13413333334
387.39,13.2278,5.79906666666,5.77326666667,4.6812,30.166,7.3758,3.7176,23.5107333333,11.4006,11.8604,9.1376
387.75,13.3052666667,5.81073333333,5.79686666667,4.6552,30.2926,7.36446666667,3.70506666667,23.6174,11.4299333334,11.8872666667,9.14886666667
388.11,13.2761333333,5.83586666667,5.764,4.6424,30.3227333333,7.3658,3.6924,23.638,11.423,11.8939333333,9.10680000001
388.47,13.2768,5.86606666667,5.77106666667,4.64766666667,30.3808666667,7.353,3.72646666667,23.6836,11.4364,11.9174666666,9.11313333333
388.83,13.2235333333,5.84093333334,5.72066666667,4.56406666667,30.4743333333,7.31426666667,3.64746666667,23.6696666667,11.3846666667,11.8948666667,9.06079999999
389.19,13.1679333333,5.7842,5.6812,4.50666666667,30.4974,7.2548,3.55493333333,23.5850666667,11.3102,11.8284666667,8.99573333333
389.55,13.154,5.79786666667,5.7126,4.53166666667,30.6006666667,7.27573333333,3.55706666666,23.6762666666,11.31,11.8725333333,8.98266666667
389.91,13.2149333333,5.83993333333,5.7972,4.60513333333,30.7056,7.32093333333,3.61006666667,23.7356,11.412,11.9269333334,9.01786666666
390.27,13.1558666667,5.76106666667,5.73366666667,4.546,30.6639333333,7.24726666667,3.5474,23.6944666666,11.3428,11.8985333334,8.94706666667
390.63,13.1777333333,5.78653333334,5.766,4.573,30.7586,7.27813333333,3.54426666667,23.7636666667,11.3516666667,11.9233333333,8.918
391.00,13.2348,5.8538,5.86246666667,4.685,30.892,7.3244,3.62053333333,23.8921333333,11.4342666667,12.0133333333,8.96486666667
391.36,13.2599333333,5.86933333333,5.891,4.72113333333,31.0044666667,7.32113333333,3.63566666667,23.9366666667,11.4648,12.0624666667,8.98053333333
391.72,13.1488,5.81126666667,5.8136,4.7076,30.9587333333,7.24233333333,3.5778,23.8661333333,11.3737333333,12.0036,8.90506666667
392.08,13.1894,5.8432,5.86333333333,4.75126666666,31.0628,7.27653333333,3.59613333333,23.9704,11.4342,12.0502666666,8.93513333333
392.44,13.2112666667,5.8634,5.89206666667,4.78346666667,31.0616,7.29753333333,3.58986666667,23.9768666667,11.4661333333,12.0688,8.92786666666
392.80,13.1720666667,5.8174,5.87133333333,4.78126666667,30.9968,7.24046666667,3.545,23.9217333333,11.4338666667,12.0562,8.89820000001
393.16,13.2379333333,5.9124,5.94933333333,4.84486666666,31.0504,7.28366666667,3.61233333333,24.0072,11.5058666667,12.1353333333,8.96593333333
393.52,13.2468,5.90486666667,5.921,4.84066666667,31.0198,7.24073333333,3.56886666667,23.9707333333,11.4967333333,12.1451333333,8.92386666667
393.88,13.2056,5.84573333333,5.8632,4.80306666667,31.0009333333,7.17693333333,3.5182,23.9702666667,11.4380666667,12.1361333333,8.88366666667
394.24,13.2838666667,5.93473333333,5.9376,4.8962,31.1082666667,7.25566666667,3.61546666667,24.0305333333,11.5286,12.2092666667,8.94886666667
394.60,13.2548666667,5.87546666667,5.87586666667,4.84173333333,31.0556,7.203,3.56066666667,23.9502666667,11.4806,12.1603333334,8.90760000001
394.96,13.2284,5.83846666667,5.81546666667,4.78026666667,31.0359333333,7.15966666667,3.50773333333,23.8906666667,11.4605333333,12.1198,8.8658
395.32,13.2398,5.83726666667,5.79993333333,4.7778,31.0142,7.15433333333,3.49786666667,23.861,11.4392666667,12.1286666667,8.84413333334
395.68,13.2461333333,5.817,5.79926666667,4.75013333333,31.0559333333,7.153,3.48066666667,23.8732,11.4489333333,12.1722666667,8.84686666667
396.04,13.1878,5.70593333333,5.7244,4.65966666666,30.9812,7.0322,3.38866666667,23.7488666667,11.3446,12.0890666666,8.74899999999
396.40,13.1282,5.63006666667,5.65993333333,4.574,30.9814,6.94713333333,3.32826666667,23.7084666667,11.2580666667,12.0639333333,8.6942
396.76,13.1826,5.68946666667,5.70333333333,4.61913333333,31.0358,7.01306666667,3.39906666667,23.7612,11.2994666666,12.1448666667,8.75206666666
397.12,13.1989333333,5.66026666667,5.70446666667,4.61453333333,31.0924666667,7.04046666667,3.3976,23.767,11.3026666667,12.1856666667,8.75333333334
397.48,13.2690666667,5.69313333333,5.75013333333,4.67033333333,31.1494666667,7.09106666667,3.45893333333,23.7825333333,11.3248666667,12.24,8.82473333333
397.84,13.3558,5.76893333333,5.79966666667,4.73973333333,31.2156666667,7.1774,3.515,23.835,11.4102666667,12.3162666667,8.88280000001
398.20,13.3518,5.75733333333,5.8084,4.71133333333,31.2450666667,7.14766666667,3.49673333333,23.8525333333,11.3685333333,12.3266666666,8.86166666667
398.56,13.3498666667,5.77773333333,5.83346666666,4.73893333333,31.296,7.13866666667,3.51333333333,23.9354666667,11.4134,12.3838,8.89366666667
398.92,13.4062,5.83086666667,5.88406666667,4.79586666667,31.4005333333,7.1766,3.56126666667,24.0055333333,11.4518,12.4845333333,8.96339999999
